카테고리,강원도 평창군,강원도 평창군 평창읍,강원도 평창군 미탄면,강원도 평창군 방림면,강원도 평창군 방림면계촌출장소,강원도 평창군 대화면,강원도 평창군 봉평면,강원도 평창군 용평면,강원도 평창군 진부면,강원도 평창군 대관령면
2021년07월_계_40~49세,"5,153","1,059",170,73,152,608,783,357,"1,078",873
2021년07월_계_50~59세,"7,807","1,559",347,165,332,963,"1,123",661,"1,585","1,072"
2021년07월_계_60~69세,"9,243","1,769",449,247,501,"1,255","1,308",730,"1,861","1,123"
2021년07월_계_70~79세,"4,911",924,249,137,243,665,613,358,"1,084",638
2021년07월_계_80~89세,"2,817",569,131,86,123,434,338,258,558,320
2021년07월_계_90~99세,369,87,26,9,25,59,27,25,80,31
2021년07월_계_100세 이상,18,5,1,1,0,2,3,0,4,2
2021년07월_남_총인구수,"21,075","4,298",861,449,875,"2,656","3,004","1,532","4,314","3,086"
2021년07월_남_연령구간인구수,"21,075","4,298",861,449,875,"2,656","3,004","1,532","4,314","3,086"
2021년07월_남_0~9세,884,200,15,13,24,92,132,49,216,143
2021년07월_남_10~19세,"1,458",348,37,22,37,158,235,101,314,206
2021년07월_남_20~29세,"1,927",441,63,34,45,228,233,125,413,345
2021년07월_남_30~39세,"1,582",344,37,20,48,168,240,70,297,358
2021년07월_남_40~49세,"2,810",554,103,38,84,344,420,198,570,499
2021년07월_남_50~59세,"4,196",830,198,84,178,517,606,356,847,580
2021년07월_남_60~69세,"4,837",920,247,138,283,675,693,374,950,557
2021년07월_남_70~79세,"2,293",444,118,59,128,299,310,162,503,270
2021년07월_남_80~89세,"1,014",202,41,40,45,162,129,88,189,118
2021년07월_남_90~99세,70,14,2,0,3,13,6,9,13,10
2021년07월_남_100세 이상,4,1,0,1,0,0,0,0,2,0
2021년07월_여_총인구수,"19,985","4,156",779,417,801,"2,539","2,727","1,518","4,253","2,795"
2021년07월_여_연령구간인구수,"19,985","4,156",779,417,801,"2,539","2,727","1,518","4,253","2,795"
2021년07월_여_0~9세,893,193,18,4,30,114,149,57,188,140
2021년07월_여_10~19세,"1,331",352,32,20,35,150,196,92,305,149
2021년07월_여_20~29세,"1,332",305,43,17,40,159,155,88,300,225
2021년07월_여_30~39세,"1,335",299,22,18,41,140,196,79,284,256
2021년07월_여_40~49세,"2,343",505,67,35,68,264,363,159,508,374
2021년07월_여_50~59세,"3,611",729,149,81,154,446,517,305,738,492
2021년07월_여_60~69세,"4,406",849,202,109,218,580,615,356,911,566
2021년07월_여_70~79세,"2,618",480,131,78,115,366,303,196,581,368
2021년07월_여_80~89세,"1,803",367,90,46,78,272,209,170,369,202
2021년07월_여_90~99세,299,73,24,9,22,46,21,16,67,21
2021년07월_여_100세 이상,14,4,1,0,0,2,3,0,2,2
2021년08월_계_총인구수,"41,050","8,451","1,640",867,"1,681","5,187","5,732","3,050","8,543","5,899"
2021년08월_계_연령구간인구수,"41,050","8,451","1,640",867,"1,681","5,187","5,732","3,050","8,543","5,899"
2021년08월_계_0~9세,"1,764",393,32,20,54,204,271,104,404,282
2021년08월_계_10~19세,"2,791",698,69,42,70,311,435,190,618,358
2021년08월_계_20~29세,"3,251",743,104,50,90,383,386,213,707,575
2021년08월_계_30~39세,"2,885",639,60,42,86,301,431,146,569,611
2021년08월_계_40~49세,"5,132","1,053",168,70,154,601,783,355,"1,076",872
2021년08월_계_50~59세,"7,811","1,555",351,160,335,968,"1,125",660,"1,572","1,085"
2021년08월_계_60~69세,"9,274","1,784",449,250,501,"1,252","1,315",735,"1,863","1,125"
2021년08월_계_70~79세,"4,917",920,248,138,244,669,617,363,"1,083",635
2021년08월_계_80~89세,"2,835",574,132,85,122,436,337,260,566,323
2021년08월_계_90~99세,371,87,26,9,24,60,29,24,81,31
2021년08월_계_100세 이상,19,5,1,1,1,2,3,0,4,2
2021년08월_남_총인구수,"21,057","4,293",864,454,876,"2,648","3,006","1,527","4,294","3,095"
2021년08월_남_연령구간인구수,"21,057","4,293",864,454,876,"2,648","3,006","1,527","4,294","3,095"
2021년08월_남_0~9세,876,200,14,14,25,91,127,49,216,140
2021년08월_남_10~19세,"1,458",349,37,22,35,161,236,99,312,207
2021년08월_남_20~29세,"1,915",436,64,34,47,221,232,125,409,347
2021년08월_남_30~39세,"1,558",338,37,23,45,164,237,67,291,356
2021년08월_남_40~49세,"2,804",558,102,37,84,340,423,197,564,499
2021년08월_남_50~59세,"4,205",827,201,83,181,521,607,354,844,587
2021년08월_남_60~69세,"4,845",924,247,140,282,671,698,374,952,557
2021년08월_남_70~79세,"2,295",441,119,59,129,301,311,165,498,272
2021년08월_남_80~89세,"1,028",205,41,41,45,165,129,89,193,120
2021년08월_남_90~99세,69,14,2,0,3,13,6,8,13,10
2021년08월_남_100세 이상,4,1,0,1,0,0,0,0,2,0
2021년08월_여_총인구수,"19,993","4,158",776,413,805,"2,539","2,726","1,523","4,249","2,804"
2021년08월_여_연령구간인구수,"19,993","4,158",776,413,805,"2,539","2,726","1,523","4,249","2,804"
2021년08월_여_0~9세,888,193,18,6,29,113,144,55,188,142
2021년08월_여_10~19세,"1,333",349,32,20,35,150,199,91,306,151
2021년08월_여_20~29세,"1,336",307,40,16,43,162,154,88,298,228
2021년08월_여_30~39세,"1,327",301,23,19,41,137,194,79,278,255
2021년08월_여_40~49세,"2,328",495,66,33,70,261,360,158,512,373
2021년08월_여_50~59세,"3,606",728,150,77,154,447,518,306,728,498
2021년08월_여_60~69세,"4,429",860,202,110,219,581,617,361,911,568
2021년08월_여_70~79세,"2,622",479,129,79,115,368,306,198,585,363
2021년08월_여_80~89세,"1,807",369,91,44,77,271,208,171,373,203
2021년08월_여_90~99세,302,73,24,9,21,47,23,16,68,21
2021년08월_여_100세 이상,15,4,1,0,1,2,3,0,2,2
2021년09월_계_총인구수,"40,971","8,440","1,652",867,"1,679","5,172","5,719","3,036","8,521","5,885"
2021년09월_계_연령구간인구수,"40,971","8,440","1,652",867,"1,679","5,172","5,719","3,036","8,521","5,885"
2021년09월_계_0~9세,"1,747",399,32,20,53,203,266,102,393,279
2021년09월_계_10~19세,"2,766",697,68,38,68,309,434,186,610,356
2021년09월_계_20~29세,"3,233",741,107,51,88,373,387,210,707,569
2021년09월_계_30~39세,"2,833",630,62,43,81,297,420,144,552,604
2021년09월_계_40~49세,"5,113","1,057",169,67,150,601,777,349,"1,078",865
2021년09월_계_50~59세,"7,792","1,544",355,160,340,964,"1,126",652,"1,567","1,084"
2021년09월_계_60~69세,"9,348","1,795",450,253,504,"1,258","1,324",746,"1,879","1,139"
2021년09월_계_70~79세,"4,908",917,250,138,248,666,614,361,"1,077",637
2021년09월_계_80~89세,"2,842",569,132,87,122,437,340,262,573,320
2021년09월_계_90~99세,370,86,26,9,24,62,28,24,81,30
2021년09월_계_100세 이상,19,5,1,1,1,2,3,0,4,2
2021년09월_남_총인구수,"21,036","4,294",869,455,877,"2,641","3,003","1,522","4,283","3,092"
2021년09월_남_연령구간인구수,"21,036","4,294",869,455,877,"2,641","3,003","1,522","4,283","3,092"
2021년09월_남_0~9세,862,200,14,14,25,90,123,49,209,138
2021년09월_남_10~19세,"1,450",349,36,21,34,161,237,96,309,207
2021년09월_남_20~29세,"1,912",434,67,34,47,215,232,125,413,345
2021년09월_남_30~39세,"1,535",337,37,23,43,164,230,67,280,354
2021년09월_남_40~49세,"2,802",561,102,37,84,337,422,193,570,496
2021년09월_남_50~59세,"4,187",819,203,82,180,519,610,349,835,590
2021년09월_남_60~69세,"4,885",933,246,142,284,673,703,382,962,560
2021년09월_남_70~79세,"2,297",441,121,60,131,303,311,165,492,273
2021년09월_남_80~89세,"1,035",205,41,41,46,166,129,89,198,120
2021년09월_남_90~99세,67,14,2,0,3,13,6,7,13,9
2021년09월_남_100세 이상,4,1,0,1,0,0,0,0,2,0
2021년09월_여_총인구수,"19,935","4,146",783,412,802,"2,531","2,716","1,514","4,238","2,793"
2021년09월_여_연령구간인구수,"19,935","4,146",783,412,802,"2,531","2,716","1,514","4,238","2,793"
2021년09월_여_0~9세,885,199,18,6,28,113,143,53,184,141
2021년09월_여_10~19세,"1,316",348,32,17,34,148,197,90,301,149
2021년09월_여_20~29세,"1,321",307,40,17,41,158,155,85,294,224
2021년09월_여_30~39세,"1,298",293,25,20,38,133,190,77,272,250
2021년09월_여_40~49세,"2,311",496,67,30,66,264,355,156,508,369
2021년09월_여_50~59세,"3,605",725,152,78,160,445,516,303,732,494
2021년09월_여_60~69세,"4,463",862,204,111,220,585,621,364,917,579
2021년09월_여_70~79세,"2,611",476,129,78,117,363,303,196,585,364
2021년09월_여_80~89세,"1,807",364,91,46,76,271,211,173,375,200
2021년09월_여_90~99세,303,72,24,9,21,49,22,17,68,21
2021년09월_여_100세 이상,15,4,1,0,1,2,3,0,2,2
2021년10월_계_총인구수,"41,006","8,450","1,655",856,"1,670","5,176","5,727","3,048","8,543","5,881"
2021년10월_계_연령구간인구수,"41,006","8,450","1,655",856,"1,670","5,176","5,727","3,048","8,543","5,881"
2021년10월_계_0~9세,"1,744",400,31,19,53,205,267,106,389,274
2021년10월_계_10~19세,"2,749",700,69,35,68,309,426,182,606,354
2021년10월_계_20~29세,"3,235",741,105,49,85,367,393,210,718,567
2021년10월_계_30~39세,"2,838",631,63,38,81,302,419,147,551,606
2021년10월_계_40~49세,"5,080","1,055",166,65,147,595,772,350,"1,077",853
2021년10월_계_50~59세,"7,803","1,545",352,159,333,971,"1,121",656,"1,573","1,093"
2021년10월_계_60~69세,"9,409","1,801",455,254,513,"1,261","1,341",749,"1,889","1,146"
2021년10월_계_70~79세,"4,908",924,254,139,244,664,610,361,"1,078",634
2021년10월_계_80~89세,"2,849",563,132,88,121,443,345,262,576,319
2021년10월_계_90~99세,372,85,27,9,24,57,30,25,82,33
2021년10월_계_100세 이상,19,5,1,1,1,2,3,0,4,2
2021년10월_남_총인구수,"21,085","4,308",871,448,873,"2,647","3,009","1,535","4,290","3,104"
2021년10월_남_연령구간인구수,"21,085","4,308",871,448,873,"2,647","3,009","1,535","4,290","3,104"
2021년10월_남_0~9세,862,200,14,14,25,91,122,52,209,135
2021년10월_남_10~19세,"1,445",353,36,18,34,161,232,97,308,206
2021년10월_남_20~29세,"1,919",438,66,32,45,215,236,124,419,344
2021년10월_남_30~39세,"1,543",339,38,21,43,167,230,71,277,357
2021년10월_남_40~49세,"2,778",560,101,35,81,334,418,191,565,493
2021년10월_남_50~59세,"4,197",820,202,80,175,523,611,352,835,599
2021년10월_남_60~69세,"4,932",936,247,145,292,675,712,385,972,568
2021년10월_남_70~79세,"2,300",443,123,60,130,304,310,166,491,273
2021년10월_남_80~89세,"1,037",203,41,42,45,165,132,90,199,120
2021년10월_남_90~99세,68,15,3,0,3,12,6,7,13,9
2021년10월_남_100세 이상,4,1,0,1,0,0,0,0,2,0
2021년10월_여_총인구수,"19,921","4,142",784,408,797,"2,529","2,718","1,513","4,253","2,777"
2021년10월_여_연령구간인구수,"19,921","4,142",784,408,797,"2,529","2,718","1,513","4,253","2,777"
2021년10월_여_0~9세,882,200,17,5,28,114,145,54,180,139
2021년10월_여_10~19세,"1,304",347,33,17,34,148,194,85,298,148
2021년10월_여_20~29세,"1,316",303,39,17,40,152,157,86,299,223
2021년10월_여_30~39세,"1,295",292,25,17,38,135,189,76,274,249
2021년10월_여_40~49세,"2,302",495,65,30,66,261,354,159,512,360
2021년10월_여_50~59세,"3,606",725,150,79,158,448,510,304,738,494
2021년10월_여_60~69세,"4,477",865,208,109,221,586,629,364,917,578
2021년10월_여_70~79세,"2,608",481,131,79,114,360,300,195,587,361
2021년10월_여_80~89세,"1,812",360,91,46,76,278,213,172,377,199
2021년10월_여_90~99세,304,70,24,9,21,45,24,18,69,24
2021년10월_여_100세 이상,15,4,1,0,1,2,3,0,2,2
2021년11월_계_총인구수,"41,023","8,457","1,654",856,"1,676","5,173","5,732","3,049","8,536","5,890"
2021년11월_계_연령구간인구수,"41,023","8,457","1,654",856,"1,676","5,173","5,732","3,049","8,536","5,890"
2021년11월_계_0~9세,"1,735",400,31,19,53,202,263,108,384,275
2021년11월_계_10~19세,"2,739",698,68,35,67,309,426,181,606,349
2021년11월_계_20~29세,"3,244",749,106,47,81,372,393,205,719,572
2021년11월_계_30~39세,"2,829",631,63,38,83,294,418,148,546,608
2021년11월_계_40~49세,"5,060","1,049",162,66,145,599,760,354,"1,063",862
2021년11월_계_50~59세,"7,804","1,554",354,159,335,966,"1,123",656,"1,574","1,083"
2021년11월_계_60~69세,"9,456","1,799",458,253,520,"1,271","1,348",751,"1,907","1,149"
2021년11월_계_70~79세,"4,901",925,250,140,245,656,616,359,"1,073",637
2021년11월_계_80~89세,"2,859",563,134,88,122,444,348,260,581,319
2021년11월_계_90~99세,378,85,27,10,24,58,34,27,79,34
2021년11월_계_100세 이상,18,4,1,1,1,2,3,0,4,2
2021년11월_남_총인구수,"21,095","4,318",868,448,874,"2,636","3,012","1,532","4,288","3,119"
2021년11월_남_연령구간인구수,"21,095","4,318",868,448,874,"2,636","3,012","1,532","4,288","3,119"
2021년11월_남_0~9세,857,201,14,14,25,89,121,51,208,134
2021년11월_남_10~19세,"1,439",350,36,18,34,159,232,97,308,205
2021년11월_남_20~29세,"1,931",441,65,30,41,218,235,124,422,355
2021년11월_남_30~39세,"1,535",342,38,22,45,159,227,69,276,357
2021년11월_남_40~49세,"2,776",558,99,36,79,337,414,192,560,501
2021년11월_남_50~59세,"4,197",822,203,79,179,520,614,351,837,592
2021년11월_남_60~69세,"4,946",935,248,144,290,678,718,387,974,572
2021년11월_남_70~79세,"2,306",449,122,62,132,302,310,164,489,276
2021년11월_남_80~89세,"1,032",203,40,41,46,161,133,89,202,117
2021년11월_남_90~99세,73,16,3,1,3,13,8,8,11,10
2021년11월_남_100세 이상,3,1,0,1,0,0,0,0,1,0
2021년11월_여_총인구수,"19,928","4,139",786,408,802,"2,537","2,720","1,517","4,248","2,771"
2021년11월_여_연령구간인구수,"19,928","4,139",786,408,802,"2,537","2,720","1,517","4,248","2,771"
2021년11월_여_0~9세,878,199,17,5,28,113,142,57,176,141
2021년11월_여_10~19세,"1,300",348,32,17,33,150,194,84,298,144
2021년11월_여_20~29세,"1,313",308,41,17,40,154,158,81,297,217
2021년11월_여_30~39세,"1,294",289,25,16,38,135,191,79,270,251
2021년11월_여_40~49세,"2,284",491,63,30,66,262,346,162,503,361
2021년11월_여_50~59세,"3,607",732,151,80,156,446,509,305,737,491
2021년11월_여_60~69세,"4,510",864,210,109,230,593,630,364,933,577
2021년11월_여_70~79세,"2,595",476,128,78,113,354,306,195,584,361
2021년11월_여_80~89세,"1,827",360,94,47,76,283,215,171,379,202
2021년11월_여_90~99세,305,69,24,9,21,45,26,19,68,24
2021년11월_여_100세 이상,15,3,1,0,1,2,3,0,3,2
2021년12월_계_총인구수,"40,996","8,444","1,650",852,"1,684","5,177","5,712","3,050","8,546","5,881"
2021년12월_계_연령구간인구수,"40,996","8,444","1,650",852,"1,684","5,177","5,712","3,050","8,546","5,881"
2021년12월_계_0~9세,"1,715",393,32,20,52,202,259,101,380,276
2021년12월_계_10~19세,"2,724",698,69,35,68,311,415,183,603,342
2021년12월_계_20~29세,"3,240",750,103,48,81,371,392,202,724,569
2021년12월_계_30~39세,"2,824",631,61,36,83,295,420,148,543,607
2021년12월_계_40~49세,"5,053","1,047",161,65,143,597,755,355,"1,063",867
2021년12월_계_50~59세,"7,802","1,553",351,158,339,965,"1,119",657,"1,579","1,081"
2021년12월_계_60~69세,"9,485","1,795",463,256,525,"1,273","1,347",761,"1,913","1,152"
2021년12월_계_70~79세,"4,877",918,251,138,244,654,614,358,"1,066",634
2021년12월_계_80~89세,"2,877",572,132,86,124,446,352,259,588,318
2021년12월_계_90~99세,382,83,26,10,24,61,36,26,83,33
2021년12월_계_100세 이상,17,4,1,0,1,2,3,0,4,2
2021년12월_남_총인구수,"21,091","4,302",866,445,877,"2,641","3,004","1,537","4,294","3,125"
2021년12월_남_연령구간인구수,"21,091","4,302",866,445,877,"2,641","3,004","1,537","4,294","3,125"
2021년12월_남_0~9세,850,196,15,15,25,89,118,50,207,135
2021년12월_남_10~19세,"1,445",354,37,18,34,160,230,99,309,204
2021년12월_남_20~29세,"1,920",431,64,29,40,224,232,122,426,352
2021년12월_남_30~39세,"1,532",340,36,20,45,158,229,70,273,361
2021년12월_남_40~49세,"2,775",555,99,37,77,337,414,192,558,506
2021년12월_남_50~59세,"4,192",822,200,78,183,520,611,349,835,594
2021년12월_남_60~69세,"4,961",935,252,144,292,676,716,395,979,572
2021년12월_남_70~79세,"2,301",449,122,62,131,303,311,162,485,276
2021년12월_남_80~89세,"1,040",203,39,41,47,161,134,90,210,115
2021년12월_남_90~99세,73,16,2,1,3,13,9,8,11,10
2021년12월_남_100세 이상,2,1,0,0,0,0,0,0,1,0
2021년12월_여_총인구수,"19,905","4,142",784,407,807,"2,536","2,708","1,513","4,252","2,756"
2021년12월_여_연령구간인구수,"19,905","4,142",784,407,807,"2,536","2,708","1,513","4,252","2,756"
2021년12월_여_0~9세,865,197,17,5,27,113,141,51,173,141
2021년12월_여_10~19세,"1,279",344,32,17,34,151,185,84,294,138
2021년12월_여_20~29세,"1,320",319,39,19,41,147,160,80,298,217
2021년12월_여_30~39세,"1,292",291,25,16,38,137,191,78,270,246
2021년12월_여_40~49세,"2,278",492,62,28,66,260,341,163,505,361
2021년12월_여_50~59세,"3,610",731,151,80,156,445,508,308,744,487
2021년12월_여_60~69세,"4,524",860,211,112,233,597,631,366,934,580
2021년12월_여_70~79세,"2,576",469,129,76,113,351,303,196,581,358
2021년12월_여_80~89세,"1,837",369,93,45,77,285,218,169,378,203
2021년12월_여_90~99세,309,67,24,9,21,48,27,18,72,23
2021년12월_여_100세 이상,15,3,1,0,1,2,3,0,3,2
