카테고리,경상남도 산청군,경상남도 산청군 산청읍,경상남도 산청군 차황면,경상남도 산청군 오부면,경상남도 산청군 생초면,경상남도 산청군 금서면,경상남도 산청군 삼장면,경상남도 산청군 시천면,경상남도 산청군 단성면,경상남도 산청군 신안면,경상남도 산청군 생비량면,경상남도 산청군 신등면
2021년07월_남_0~9세,648,183,23,14,34,45,19,55,96,152,15,12
2021년07월_남_10~19세,"1,096",286,26,29,51,85,43,157,105,231,21,62
2021년07월_남_20~29세,"1,332",352,32,22,58,85,55,163,204,283,30,48
2021년07월_남_30~39세,"1,083",303,36,17,48,97,40,97,156,214,32,43
2021년07월_남_40~49세,"1,852",413,60,53,87,150,80,234,303,314,55,103
2021년07월_남_50~59세,"3,457",584,151,105,177,296,196,480,601,551,102,214
2021년07월_남_60~69세,"3,971",608,180,113,236,322,238,477,739,630,161,267
2021년07월_남_70~79세,"2,312",379,118,81,172,208,141,263,419,258,96,177
2021년07월_남_80~89세,"1,105",160,60,65,96,106,72,125,179,127,38,77
2021년07월_남_90~99세,117,18,9,7,8,17,4,17,9,10,6,12
2021년07월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2021년07월_여_총인구수,"17,582","3,501",716,553,"1,045","1,460",926,"2,101","2,777","2,849",615,"1,039"
2021년07월_여_연령구간인구수,"17,582","3,501",716,553,"1,045","1,460",926,"2,101","2,777","2,849",615,"1,039"
2021년07월_여_0~9세,598,179,20,20,15,37,11,59,65,155,19,18
2021년07월_여_10~19세,944,256,13,17,37,75,26,122,93,241,23,41
2021년07월_여_20~29세,"1,008",271,29,20,40,66,42,134,138,204,25,39
2021년07월_여_30~39세,947,292,23,21,33,83,25,102,119,197,23,29
2021년07월_여_40~49세,"1,510",400,43,36,42,111,63,214,205,310,26,60
2021년07월_여_50~59세,"2,884",546,79,60,128,226,184,413,534,508,69,137
2021년07월_여_60~69세,"3,678",598,172,108,227,292,220,488,655,532,155,231
2021년07월_여_70~79세,"2,869",472,143,116,249,276,182,302,466,319,127,217
2021년07월_여_80~89세,"2,663",397,170,127,234,243,150,229,418,334,124,237
2021년07월_여_90~99세,466,87,23,27,39,49,22,37,81,49,24,28
2021년07월_여_100세 이상,15,3,1,1,1,2,1,1,3,0,0,2
2021년08월_계_총인구수,"34,530","6,779","1,415","1,057","2,010","2,878","1,815","4,150","5,596","5,611","1,167","2,052"
2021년08월_계_연령구간인구수,"34,530","6,779","1,415","1,057","2,010","2,878","1,815","4,150","5,596","5,611","1,167","2,052"
2021년08월_계_0~9세,"1,242",359,46,33,47,82,29,113,163,304,34,32
2021년08월_계_10~19세,"2,043",537,39,46,89,161,73,273,199,475,44,107
2021년08월_계_20~29세,"2,317",629,60,40,97,150,93,289,341,479,53,86
2021년08월_계_30~39세,"2,005",584,58,39,79,178,64,201,271,407,56,68
2021년08월_계_40~49세,"3,351",812,104,87,129,258,138,445,511,624,82,161
2021년08월_계_50~59세,"6,329","1,131",233,163,304,529,381,887,"1,130","1,048",171,352
2021년08월_계_60~69세,"7,686","1,210",351,223,469,616,460,967,"1,412","1,169",312,497
2021년08월_계_70~79세,"5,175",855,260,197,410,479,326,568,878,584,224,394
2021년08월_계_80~89세,"3,779",554,230,193,334,357,224,353,599,461,160,314
2021년08월_계_90~99세,586,105,33,35,50,66,26,51,89,60,31,40
2021년08월_계_100세 이상,17,3,1,1,2,2,1,3,3,0,0,1
2021년08월_남_총인구수,"16,967","3,286",698,506,966,"1,409",885,"2,064","2,811","2,762",558,"1,022"
2021년08월_남_연령구간인구수,"16,967","3,286",698,506,966,"1,409",885,"2,064","2,811","2,762",558,"1,022"
2021년08월_남_0~9세,641,179,24,13,32,45,19,54,96,151,15,13
2021년08월_남_10~19세,"1,097",285,26,29,51,85,45,154,103,232,21,66
2021년08월_남_20~29세,"1,324",353,31,21,59,85,55,159,210,274,30,47
2021년08월_남_30~39세,"1,069",298,35,17,47,95,39,99,151,215,32,41
2021년08월_남_40~49세,"1,853",415,61,54,86,148,77,232,304,315,57,104
2021년08월_남_50~59세,"3,452",584,153,103,176,299,196,479,596,547,103,216
2021년08월_남_60~69세,"3,992",615,180,116,242,322,235,479,751,627,159,266
2021년08월_남_70~79세,"2,307",379,117,81,165,204,142,265,414,264,97,179
2021년08월_남_80~89세,"1,113",160,62,65,98,109,73,126,177,127,38,78
2021년08월_남_90~99세,116,18,9,7,9,17,4,15,9,10,6,12
2021년08월_남_100세 이상,3,0,0,0,1,0,0,2,0,0,0,0
2021년08월_여_총인구수,"17,563","3,493",717,551,"1,044","1,469",930,"2,086","2,785","2,849",609,"1,030"
2021년08월_여_연령구간인구수,"17,563","3,493",717,551,"1,044","1,469",930,"2,086","2,785","2,849",609,"1,030"
2021년08월_여_0~9세,601,180,22,20,15,37,10,59,67,153,19,19
2021년08월_여_10~19세,946,252,13,17,38,76,28,119,96,243,23,41
2021년08월_여_20~29세,993,276,29,19,38,65,38,130,131,205,23,39
2021년08월_여_30~39세,936,286,23,22,32,83,25,102,120,192,24,27
2021년08월_여_40~49세,"1,498",397,43,33,43,110,61,213,207,309,25,57
2021년08월_여_50~59세,"2,877",547,80,60,128,230,185,408,534,501,68,136
2021년08월_여_60~69세,"3,694",595,171,107,227,294,225,488,661,542,153,231
2021년08월_여_70~79세,"2,868",476,143,116,245,275,184,303,464,320,127,215
2021년08월_여_80~89세,"2,666",394,168,128,236,248,151,227,422,334,122,236
2021년08월_여_90~99세,470,87,24,28,41,49,22,36,80,50,25,28
2021년08월_여_100세 이상,14,3,1,1,1,2,1,1,3,0,0,1
2021년09월_계_총인구수,"34,442","6,752","1,416","1,051","2,009","2,857","1,812","4,133","5,614","5,577","1,164","2,057"
2021년09월_계_연령구간인구수,"34,442","6,752","1,416","1,051","2,009","2,857","1,812","4,133","5,614","5,577","1,164","2,057"
2021년09월_계_0~9세,"1,218",352,47,32,46,82,28,112,158,296,33,32
2021년09월_계_10~19세,"2,032",542,38,46,91,157,72,275,202,458,45,106
2021년09월_계_20~29세,"2,266",606,57,38,97,146,92,276,338,484,49,83
2021년09월_계_30~39세,"1,993",582,59,39,78,178,63,195,271,402,57,69
2021년09월_계_40~49세,"3,324",804,101,87,131,256,137,440,511,613,83,161
2021년09월_계_50~59세,"6,330","1,134",238,161,298,521,382,883,"1,137","1,050",170,356
2021년09월_계_60~69세,"7,715","1,218",353,222,472,618,464,966,"1,420","1,168",312,502
2021년09월_계_70~79세,"5,174",854,259,197,406,468,324,578,884,588,223,393
2021년09월_계_80~89세,"3,785",553,230,194,338,365,222,352,598,457,161,315
2021년09월_계_90~99세,588,104,33,34,50,64,27,53,92,61,31,39
2021년09월_계_100세 이상,17,3,1,1,2,2,1,3,3,0,0,1
2021년09월_남_총인구수,"16,939","3,277",698,502,965,"1,401",887,"2,059","2,820","2,743",562,"1,025"
2021년09월_남_연령구간인구수,"16,939","3,277",698,502,965,"1,401",887,"2,059","2,820","2,743",562,"1,025"
2021년09월_남_0~9세,626,174,25,13,31,46,19,52,92,147,14,13
2021년09월_남_10~19세,"1,101",285,26,28,54,84,45,157,107,226,23,66
2021년09월_남_20~29세,"1,303",341,30,19,60,82,54,157,209,278,29,44
2021년09월_남_30~39세,"1,064",298,36,17,46,96,39,93,153,212,33,41
2021년09월_남_40~49세,"1,836",410,59,55,87,147,78,225,303,311,57,104
2021년09월_남_50~59세,"3,454",590,154,102,172,293,195,480,602,543,105,218
2021년09월_남_60~69세,"4,015",621,182,115,242,326,239,482,754,624,160,270
2021년09월_남_70~79세,"2,307",379,116,81,161,201,140,270,415,269,96,179
2021년09월_남_80~89세,"1,116",160,61,66,102,110,74,126,176,123,39,79
2021년09월_남_90~99세,114,19,9,6,9,16,4,15,9,10,6,11
2021년09월_남_100세 이상,3,0,0,0,1,0,0,2,0,0,0,0
2021년09월_여_총인구수,"17,503","3,475",718,549,"1,044","1,456",925,"2,074","2,794","2,834",602,"1,032"
2021년09월_여_연령구간인구수,"17,503","3,475",718,549,"1,044","1,456",925,"2,074","2,794","2,834",602,"1,032"
2021년09월_여_0~9세,592,178,22,19,15,36,9,60,66,149,19,19
2021년09월_여_10~19세,931,257,12,18,37,73,27,118,95,232,22,40
2021년09월_여_20~29세,963,265,27,19,37,64,38,119,129,206,20,39
2021년09월_여_30~39세,929,284,23,22,32,82,24,102,118,190,24,28
2021년09월_여_40~49세,"1,488",394,42,32,44,109,59,215,208,302,26,57
2021년09월_여_50~59세,"2,876",544,84,59,126,228,187,403,535,507,65,138
2021년09월_여_60~69세,"3,700",597,171,107,230,292,225,484,666,544,152,232
2021년09월_여_70~79세,"2,867",475,143,116,245,267,184,308,469,319,127,214
2021년09월_여_80~89세,"2,669",393,169,128,236,255,148,226,422,334,122,236
2021년09월_여_90~99세,474,85,24,28,41,48,23,38,83,51,25,28
2021년09월_여_100세 이상,14,3,1,1,1,2,1,1,3,0,0,1
2021년10월_계_총인구수,"34,416","6,746","1,413","1,058","1,998","2,868","1,811","4,120","5,620","5,566","1,159","2,057"
2021년10월_계_연령구간인구수,"34,416","6,746","1,413","1,058","1,998","2,868","1,811","4,120","5,620","5,566","1,159","2,057"
2021년10월_계_0~9세,"1,200",350,44,32,41,82,25,109,158,293,33,33
2021년10월_계_10~19세,"2,017",539,39,47,90,160,69,275,200,449,44,105
2021년10월_계_20~29세,"2,272",608,56,39,97,147,94,274,340,484,49,84
2021년10월_계_30~39세,"1,960",572,57,38,74,175,64,191,267,397,56,69
2021년10월_계_40~49세,"3,317",800,103,90,128,256,134,437,512,613,85,159
2021년10월_계_50~59세,"6,330","1,142",237,163,303,522,384,880,"1,127","1,051",167,354
2021년10월_계_60~69세,"7,742","1,219",355,220,471,620,469,972,"1,436","1,169",308,503
2021년10월_계_70~79세,"5,178",856,259,199,405,470,323,573,882,591,223,397
2021년10월_계_80~89세,"3,795",555,229,195,337,366,221,355,602,459,163,313
2021년10월_계_90~99세,591,102,33,34,51,68,27,53,93,60,31,39
2021년10월_계_100세 이상,14,3,1,1,1,2,1,1,3,0,0,1
2021년10월_남_총인구수,"16,935","3,272",700,507,961,"1,408",890,"2,053","2,830","2,732",559,"1,023"
2021년10월_남_연령구간인구수,"16,935","3,272",700,507,961,"1,408",890,"2,053","2,830","2,732",559,"1,023"
2021년10월_남_0~9세,610,173,23,13,28,46,16,49,93,141,14,14
2021년10월_남_10~19세,"1,088",282,27,28,53,86,44,156,104,221,22,65
2021년10월_남_20~29세,"1,309",344,30,20,61,83,54,155,212,276,29,45
2021년10월_남_30~39세,"1,051",294,35,17,44,94,40,91,152,210,33,41
2021년10월_남_40~49세,"1,829",404,60,56,85,145,77,225,305,310,58,104
2021년10월_남_50~59세,"3,468",596,153,103,175,300,197,484,597,545,103,215
2021년10월_남_60~69세,"4,031",624,184,114,242,326,242,484,764,623,157,271
2021년10월_남_70~79세,"2,310",379,118,82,160,199,142,265,416,271,97,181
2021년10월_남_80~89세,"1,122",158,61,68,102,111,74,128,178,126,40,76
2021년10월_남_90~99세,115,18,9,6,10,18,4,15,9,9,6,11
2021년10월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2021년10월_여_총인구수,"17,481","3,474",713,551,"1,037","1,460",921,"2,067","2,790","2,834",600,"1,034"
2021년10월_여_연령구간인구수,"17,481","3,474",713,551,"1,037","1,460",921,"2,067","2,790","2,834",600,"1,034"
2021년10월_여_0~9세,590,177,21,19,13,36,9,60,65,152,19,19
2021년10월_여_10~19세,929,257,12,19,37,74,25,119,96,228,22,40
2021년10월_여_20~29세,963,264,26,19,36,64,40,119,128,208,20,39
2021년10월_여_30~39세,909,278,22,21,30,81,24,100,115,187,23,28
2021년10월_여_40~49세,"1,488",396,43,34,43,111,57,212,207,303,27,55
2021년10월_여_50~59세,"2,862",546,84,60,128,222,187,396,530,506,64,139
2021년10월_여_60~69세,"3,711",595,171,106,229,294,227,488,672,546,151,232
2021년10월_여_70~79세,"2,868",477,141,117,245,271,181,308,466,320,126,216
2021년10월_여_80~89세,"2,673",397,168,127,235,255,147,227,424,333,123,237
2021년10월_여_90~99세,476,84,24,28,41,50,23,38,84,51,25,28
2021년10월_여_100세 이상,12,3,1,1,0,2,1,0,3,0,0,1
2021년11월_계_총인구수,"34,394","6,726","1,412","1,059","1,998","2,871","1,818","4,098","5,629","5,576","1,154","2,053"
2021년11월_계_연령구간인구수,"34,394","6,726","1,412","1,059","1,998","2,871","1,818","4,098","5,629","5,576","1,154","2,053"
2021년11월_계_0~9세,"1,188",346,41,31,42,84,25,100,161,290,33,35
2021년11월_계_10~19세,"2,011",541,38,46,86,156,69,274,201,453,44,103
2021년11월_계_20~29세,"2,264",602,55,39,98,150,96,270,341,485,43,85
2021년11월_계_30~39세,"1,944",567,57,35,75,172,63,189,264,398,55,69
2021년11월_계_40~49세,"3,307",797,101,92,124,252,134,433,512,616,84,162
2021년11월_계_50~59세,"6,311","1,131",238,163,302,529,386,878,"1,125","1,045",167,347
2021년11월_계_60~69세,"7,777","1,226",358,223,474,618,471,975,"1,450","1,172",311,499
2021년11월_계_70~79세,"5,167",847,262,195,407,468,324,561,879,594,227,403
2021년11월_계_80~89세,"3,819",564,227,200,336,373,222,362,603,463,160,309
2021년11월_계_90~99세,591,102,34,34,53,67,27,54,90,60,30,40
2021년11월_계_100세 이상,15,3,1,1,1,2,1,2,3,0,0,1
2021년11월_남_총인구수,"16,923","3,263",697,508,964,"1,411",890,"2,047","2,834","2,732",557,"1,020"
2021년11월_남_연령구간인구수,"16,923","3,263",697,508,964,"1,411",890,"2,047","2,834","2,732",557,"1,020"
2021년11월_남_0~9세,603,169,22,12,28,49,16,46,93,138,14,16
2021년11월_남_10~19세,"1,088",284,27,27,50,83,44,157,103,227,22,64
2021년11월_남_20~29세,"1,296",339,28,21,61,86,54,152,212,272,25,46
2021년11월_남_30~39세,"1,044",293,35,15,45,91,39,91,153,209,32,41
2021년11월_남_40~49세,"1,824",402,57,58,84,145,76,228,302,310,57,105
2021년11월_남_50~59세,"3,464",593,154,103,178,302,197,483,598,541,103,212
2021년11월_남_60~69세,"4,051",627,184,117,243,324,245,485,772,626,160,268
2021년11월_남_70~79세,"2,309",377,120,80,162,202,141,260,412,274,98,183
2021년11월_남_80~89세,"1,124",160,61,69,102,112,74,127,180,126,40,73
2021년11월_남_90~99세,118,19,9,6,10,17,4,17,9,9,6,12
2021년11월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2021년11월_여_총인구수,"17,471","3,463",715,551,"1,034","1,460",928,"2,051","2,795","2,844",597,"1,033"
2021년11월_여_연령구간인구수,"17,471","3,463",715,551,"1,034","1,460",928,"2,051","2,795","2,844",597,"1,033"
2021년11월_여_0~9세,585,177,19,19,14,35,9,54,68,152,19,19
2021년11월_여_10~19세,923,257,11,19,36,73,25,117,98,226,22,39
2021년11월_여_20~29세,968,263,27,18,37,64,42,118,129,213,18,39
2021년11월_여_30~39세,900,274,22,20,30,81,24,98,111,189,23,28
2021년11월_여_40~49세,"1,483",395,44,34,40,107,58,205,210,306,27,57
2021년11월_여_50~59세,"2,847",538,84,60,124,227,189,395,527,504,64,135
2021년11월_여_60~69세,"3,726",599,174,106,231,294,226,490,678,546,151,231
2021년11월_여_70~79세,"2,858",470,142,115,245,266,183,301,467,320,129,220
2021년11월_여_80~89세,"2,695",404,166,131,234,261,148,235,423,337,120,236
2021년11월_여_90~99세,473,83,25,28,43,50,23,37,81,51,24,28
2021년11월_여_100세 이상,13,3,1,1,0,2,1,1,3,0,0,1
2021년12월_계_총인구수,"34,360","6,736","1,412","1,054","1,986","2,870","1,812","4,093","5,628","5,557","1,155","2,057"
2021년12월_계_연령구간인구수,"34,360","6,736","1,412","1,054","1,986","2,870","1,812","4,093","5,628","5,557","1,155","2,057"
2021년12월_계_0~9세,"1,175",348,40,33,39,80,24,98,162,288,28,35
2021년12월_계_10~19세,"2,006",542,38,46,86,155,70,272,201,449,45,102
2021년12월_계_20~29세,"2,261",603,53,36,96,156,91,271,338,481,45,91
2021년12월_계_30~39세,"1,935",576,56,38,72,169,64,188,266,386,50,70
2021년12월_계_40~49세,"3,291",792,99,91,121,253,132,424,511,619,86,163
2021년12월_계_50~59세,"6,304","1,132",245,159,304,524,382,880,"1,117","1,047",171,343
2021년12월_계_60~69세,"7,797","1,220",358,225,471,617,475,983,"1,463","1,175",311,499
2021년12월_계_70~79세,"5,162",854,261,193,404,471,326,558,877,595,225,398
2021년12월_계_80~89세,"3,809",560,227,197,338,373,220,363,595,457,164,315
2021년12월_계_90~99세,606,107,34,35,54,70,27,54,95,59,30,41
2021년12월_계_100세 이상,14,2,1,1,1,2,1,2,3,1,0,0
2021년12월_남_총인구수,"16,931","3,276",698,509,960,"1,410",889,"2,045","2,836","2,726",557,"1,025"
2021년12월_남_연령구간인구수,"16,931","3,276",698,509,960,"1,410",889,"2,045","2,836","2,726",557,"1,025"
2021년12월_남_0~9세,601,169,23,14,27,48,15,46,93,139,11,16
2021년12월_남_10~19세,"1,083",285,26,27,50,82,46,156,102,224,23,62
2021년12월_남_20~29세,"1,296",339,28,19,60,88,50,155,209,271,27,50
2021년12월_남_30~39세,"1,048",302,35,18,42,91,39,93,156,202,29,41
2021년12월_남_40~49세,"1,816",400,54,59,84,145,75,225,301,312,57,104
2021년12월_남_50~59세,"3,452",593,155,100,179,300,194,477,594,543,106,211
2021년12월_남_60~69세,"4,068",628,187,119,242,319,250,488,779,626,158,272
2021년12월_남_70~79세,"2,312",379,118,80,162,208,143,260,411,274,97,180
2021년12월_남_80~89세,"1,133",162,63,66,102,111,73,128,181,127,43,77
2021년12월_남_90~99세,120,19,9,7,11,18,4,16,10,8,6,12
2021년12월_남_100세 이상,2,0,0,0,1,0,0,1,0,0,0,0
2021년12월_여_총인구수,"17,429","3,460",714,545,"1,026","1,460",923,"2,048","2,792","2,831",598,"1,032"
2021년12월_여_연령구간인구수,"17,429","3,460",714,545,"1,026","1,460",923,"2,048","2,792","2,831",598,"1,032"
2021년12월_여_0~9세,574,179,17,19,12,32,9,52,69,149,17,19
2021년12월_여_10~19세,923,257,12,19,36,73,24,116,99,225,22,40
2021년12월_여_20~29세,965,264,25,17,36,68,41,116,129,210,18,41
2021년12월_여_30~39세,887,274,21,20,30,78,25,95,110,184,21,29
2021년12월_여_40~49세,"1,475",392,45,32,37,108,57,199,210,307,29,59
2021년12월_여_50~59세,"2,852",539,90,59,125,224,188,403,523,504,65,132
2021년12월_여_60~69세,"3,729",592,171,106,229,298,225,495,684,549,153,227
2021년12월_여_70~79세,"2,850",475,143,113,242,263,183,298,466,321,128,218
2021년12월_여_80~89세,"2,676",398,164,131,236,262,147,235,414,330,121,238
2021년12월_여_90~99세,486,88,25,28,43,52,23,38,85,51,24,29
2021년12월_여_100세 이상,12,2,1,1,0,2,1,1,3,1,0,0
