카테고리,울산광역시,울산광역시 중구,울산광역시 남구,울산광역시 동구,울산광역시 북구,울산광역시 울주군
2021년10월_계_0~9세,"92,945","15,474","22,724","13,902","24,164","16,681"
2021년10월_계_10~19세,"110,168","19,580","29,261","15,655","23,663","22,009"
2021년10월_계_20~29세,"138,484","25,470","43,791","16,910","26,237","26,076"
2021년10월_계_30~39세,"145,773","25,359","41,091","21,548","32,829","24,946"
2021년10월_계_40~49세,"183,982","33,200","49,797","26,120","38,729","36,136"
2021년10월_계_50~59세,"206,954","40,286","60,781","24,864","38,677","42,346"
2021년10월_계_60~69세,"154,649","33,426","43,563","23,758","22,000","31,902"
2021년10월_계_70~79세,"62,473","14,732","17,043","8,758","7,790","14,150"
2021년10월_계_80~89세,"23,845","5,396","5,934","2,620","3,180","6,715"
2021년10월_계_90~99세,"3,205",639,701,357,461,"1,047"
2021년10월_계_100세 이상,88,17,20,9,20,22
2021년10월_남_총인구수,"576,723","108,103","160,481","80,618","112,783","114,738"
2021년10월_남_연령구간인구수,"576,723","108,103","160,481","80,618","112,783","114,738"
2021년10월_남_0~9세,"47,768","7,973","11,677","7,088","12,459","8,571"
2021년10월_남_10~19세,"57,850","10,407","15,456","8,299","12,253","11,435"
2021년10월_남_20~29세,"78,125","14,256","24,420","9,465","15,054","14,930"
2021년10월_남_30~39세,"77,521","13,319","21,964","11,824","17,088","13,326"
2021년10월_남_40~49세,"94,080","16,953","24,534","14,209","19,851","18,533"
2021년10월_남_50~59세,"105,071","20,065","30,384","12,515","19,789","22,318"
2021년10월_남_60~69세,"77,844","16,276","21,682","11,799","11,570","16,517"
2021년10월_남_70~79세,"29,827","6,836","8,125","4,466","3,671","6,729"
2021년10월_남_80~89세,"8,081","1,911","2,117",897,972,"2,184"
2021년10월_남_90~99세,545,105,121,54,72,193
2021년10월_남_100세 이상,11,2,1,2,4,2
2021년10월_여_총인구수,"545,843","105,476","154,225","73,883","104,967","107,292"
2021년10월_여_연령구간인구수,"545,843","105,476","154,225","73,883","104,967","107,292"
2021년10월_여_0~9세,"45,177","7,501","11,047","6,814","11,705","8,110"
2021년10월_여_10~19세,"52,318","9,173","13,805","7,356","11,410","10,574"
2021년10월_여_20~29세,"60,359","11,214","19,371","7,445","11,183","11,146"
2021년10월_여_30~39세,"68,252","12,040","19,127","9,724","15,741","11,620"
2021년10월_여_40~49세,"89,902","16,247","25,263","11,911","18,878","17,603"
2021년10월_여_50~59세,"101,883","20,221","30,397","12,349","18,888","20,028"
2021년10월_여_60~69세,"76,805","17,150","21,881","11,959","10,430","15,385"
2021년10월_여_70~79세,"32,646","7,896","8,918","4,292","4,119","7,421"
2021년10월_여_80~89세,"15,764","3,485","3,817","1,723","2,208","4,531"
2021년10월_여_90~99세,"2,660",534,580,303,389,854
2021년10월_여_100세 이상,77,15,19,7,16,20
2021년11월_계_총인구수,"1,122,495","213,441","314,331","154,383","218,258","222,082"
2021년11월_계_연령구간인구수,"1,122,495","213,441","314,331","154,383","218,258","222,082"
2021년11월_계_0~9세,"92,477","15,382","22,630","13,823","24,088","16,554"
2021년11월_계_10~19세,"110,182","19,555","29,247","15,644","23,735","22,001"
2021년11월_계_20~29세,"138,053","25,394","43,596","16,846","26,201","26,016"
2021년11월_계_30~39세,"145,385","25,261","40,991","21,444","32,840","24,849"
2021년11월_계_40~49세,"183,960","33,173","49,642","26,202","38,855","36,088"
2021년11월_계_50~59세,"207,162","40,298","60,795","24,844","38,792","42,433"
2021년11월_계_60~69세,"155,227","33,489","43,665","23,778","22,204","32,091"
2021년11월_계_70~79세,"62,736","14,792","17,087","8,806","7,850","14,201"
2021년11월_계_80~89세,"23,987","5,433","5,952","2,629","3,204","6,769"
2021년11월_계_90~99세,"3,241",648,706,359,469,"1,059"
2021년11월_계_100세 이상,85,16,20,8,20,21
2021년11월_남_총인구수,"576,636","108,044","160,282","80,551","113,003","114,756"
2021년11월_남_연령구간인구수,"576,636","108,044","160,282","80,551","113,003","114,756"
2021년11월_남_0~9세,"47,508","7,914","11,630","7,040","12,412","8,512"
2021년11월_남_10~19세,"57,850","10,391","15,452","8,293","12,277","11,437"
2021년11월_남_20~29세,"77,901","14,253","24,304","9,418","15,012","14,914"
2021년11월_남_30~39세,"77,336","13,268","21,934","11,774","17,106","13,254"
2021년11월_남_40~49세,"94,098","16,938","24,445","14,278","19,936","18,501"
2021년11월_남_50~59세,"105,198","20,107","30,415","12,512","19,805","22,359"
2021년11월_남_60~69세,"78,076","16,282","21,719","11,796","11,683","16,596"
2021년11월_남_70~79세,"29,956","6,851","8,136","4,483","3,709","6,777"
2021년11월_남_80~89세,"8,152","1,932","2,123",904,986,"2,207"
2021년11월_남_90~99세,553,107,123,52,74,197
2021년11월_남_100세 이상,8,1,1,1,3,2
2021년11월_여_총인구수,"545,859","105,397","154,049","73,832","105,255","107,326"
2021년11월_여_연령구간인구수,"545,859","105,397","154,049","73,832","105,255","107,326"
2021년11월_여_0~9세,"44,969","7,468","11,000","6,783","11,676","8,042"
2021년11월_여_10~19세,"52,332","9,164","13,795","7,351","11,458","10,564"
2021년11월_여_20~29세,"60,152","11,141","19,292","7,428","11,189","11,102"
2021년11월_여_30~39세,"68,049","11,993","19,057","9,670","15,734","11,595"
2021년11월_여_40~49세,"89,862","16,235","25,197","11,924","18,919","17,587"
2021년11월_여_50~59세,"101,964","20,191","30,380","12,332","18,987","20,074"
2021년11월_여_60~69세,"77,151","17,207","21,946","11,982","10,521","15,495"
2021년11월_여_70~79세,"32,780","7,941","8,951","4,323","4,141","7,424"
2021년11월_여_80~89세,"15,835","3,501","3,829","1,725","2,218","4,562"
2021년11월_여_90~99세,"2,688",541,583,307,395,862
2021년11월_여_100세 이상,77,15,19,7,17,19
2021년12월_계_총인구수,"1,121,592","212,883","313,819","154,096","218,735","222,059"
2021년12월_계_연령구간인구수,"1,121,592","212,883","313,819","154,096","218,735","222,059"
2021년12월_계_0~9세,"92,018","15,265","22,540","13,711","24,039","16,463"
2021년12월_계_10~19세,"109,990","19,455","29,145","15,654","23,783","21,953"
2021년12월_계_20~29세,"137,422","25,187","43,368","16,724","26,213","25,930"
2021년12월_계_30~39세,"144,891","25,105","40,846","21,336","32,810","24,794"
2021년12월_계_40~49세,"183,954","33,097","49,604","26,172","39,009","36,072"
2021년12월_계_50~59세,"207,056","40,252","60,666","24,775","38,898","42,465"
2021년12월_계_60~69세,"155,775","33,526","43,790","23,831","22,365","32,263"
2021년12월_계_70~79세,"63,024","14,861","17,133","8,881","7,904","14,245"
2021년12월_계_80~89세,"24,119","5,467","5,993","2,645","3,224","6,790"
2021년12월_계_90~99세,"3,276",657,721,359,473,"1,066"
2021년12월_계_100세 이상,67,11,13,8,17,18
2021년12월_남_총인구수,"576,217","107,736","160,055","80,417","113,265","114,744"
2021년12월_남_연령구간인구수,"576,217","107,736","160,055","80,417","113,265","114,744"
2021년12월_남_0~9세,"47,302","7,858","11,593","6,981","12,400","8,470"
2021년12월_남_10~19세,"57,743","10,332","15,408","8,295","12,289","11,419"
2021년12월_남_20~29세,"77,588","14,133","24,203","9,374","15,040","14,838"
2021년12월_남_30~39세,"77,145","13,186","21,901","11,721","17,110","13,227"
2021년12월_남_40~49세,"94,084","16,910","24,419","14,262","20,001","18,492"
2021년12월_남_50~59세,"105,062","20,049","30,324","12,480","19,842","22,367"
2021년12월_남_60~69세,"78,393","16,319","21,792","11,802","11,777","16,703"
2021년12월_남_70~79세,"30,110","6,885","8,144","4,539","3,726","6,816"
2021년12월_남_80~89세,"8,218","1,950","2,141",908,"1,006","2,213"
2021년12월_남_90~99세,568,113,130,54,73,198
2021년12월_남_100세 이상,4,1,0,1,1,1
2021년12월_여_총인구수,"545,375","105,147","153,764","73,679","105,470","107,315"
2021년12월_여_연령구간인구수,"545,375","105,147","153,764","73,679","105,470","107,315"
2021년12월_여_0~9세,"44,716","7,407","10,947","6,730","11,639","7,993"
2021년12월_여_10~19세,"52,247","9,123","13,737","7,359","11,494","10,534"
2021년12월_여_20~29세,"59,834","11,054","19,165","7,350","11,173","11,092"
2021년12월_여_30~39세,"67,746","11,919","18,945","9,615","15,700","11,567"
2021년12월_여_40~49세,"89,870","16,187","25,185","11,910","19,008","17,580"
2021년12월_여_50~59세,"101,994","20,203","30,342","12,295","19,056","20,098"
2021년12월_여_60~69세,"77,382","17,207","21,998","12,029","10,588","15,560"
2021년12월_여_70~79세,"32,914","7,976","8,989","4,342","4,178","7,429"
2021년12월_여_80~89세,"15,901","3,517","3,852","1,737","2,218","4,577"
2021년12월_여_90~99세,"2,708",544,591,305,400,868
2021년12월_여_100세 이상,63,10,13,7,16,17
