카테고리,충청남도 서산시,충청남도 서산시 대산읍,충청남도 서산시 인지면,충청남도 서산시 부석면,충청남도 서산시 팔봉면,충청남도 서산시 지곡면,충청남도 서산시 성연면,충청남도 서산시 음암면,충청남도 서산시 운산면,충청남도 서산시 해미면,충청남도 서산시 고북면,충청남도 서산시 부춘동,충청남도 서산시 동문1동,충청남도 서산시 동문2동,충청남도 서산시 수석동,충청남도 서산시 석남동
2021년02월_남_60~69세,"11,191","1,070",553,663,421,665,516,773,557,722,524,"1,000","1,019",623,875,"1,210"
2021년02월_남_70~79세,"6,532",463,352,483,348,374,237,490,456,528,382,491,557,333,436,602
2021년02월_남_80~89세,"2,890",187,181,258,135,159,103,254,223,220,223,211,220,124,164,228
2021년02월_남_90~99세,247,26,15,19,8,15,8,15,17,17,19,16,20,16,14,22
2021년02월_남_100세 이상,7,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1
2021년02월_여_총인구수,"84,152","5,781","3,597","2,625","1,639","3,772","7,375","4,571","2,507","3,556","3,009","9,342","9,061","4,371","8,016","14,930"
2021년02월_여_연령구간인구수,"84,152","5,781","3,597","2,625","1,639","3,772","7,375","4,571","2,507","3,556","3,009","9,342","9,061","4,371","8,016","14,930"
2021년02월_여_0~9세,"7,472",353,234,67,24,304,"1,408",249,59,121,172,797,800,268,712,"1,904"
2021년02월_여_10~19세,"8,047",473,333,93,57,357,588,340,122,200,222,973,949,421,"1,042","1,877"
2021년02월_여_20~29세,"7,772",569,246,104,64,252,734,352,109,273,182,"1,124",885,458,880,"1,540"
2021년02월_여_30~39세,"9,766",488,296,98,60,349,"1,818",379,116,196,234,"1,203","1,007",391,860,"2,271"
2021년02월_여_40~49세,"12,944",792,536,181,109,510,"1,041",610,210,353,350,"1,610","1,723",693,"1,426","2,800"
2021년02월_여_50~59세,"13,225","1,231",581,396,259,635,789,795,385,615,380,"1,527","1,567",738,"1,235","2,092"
2021년02월_여_60~69세,"11,137",867,545,653,427,586,469,768,583,721,565,"1,058","1,062",710,914,"1,209"
2021년02월_여_70~79세,"7,442",511,415,538,339,415,274,548,475,597,460,597,618,426,543,686
2021년02월_여_80~89세,"5,307",423,357,423,253,298,212,449,379,401,376,364,367,223,342,440
2021년02월_여_90~99세,990,72,50,71,45,65,40,78,67,76,63,79,77,37,61,109
2021년02월_여_100세 이상,50,2,4,1,2,1,2,3,2,3,5,10,6,6,1,2
2021년03월_계_총인구수,"175,650","13,713","7,344","5,339","3,341","8,166","15,443","9,415","5,058","7,325","6,191","19,268","18,773","8,819","15,997","31,458"
2021년03월_계_연령구간인구수,"175,650","13,713","7,344","5,339","3,341","8,166","15,443","9,415","5,058","7,325","6,191","19,268","18,773","8,819","15,997","31,458"
2021년03월_계_0~9세,"15,244",698,491,124,61,596,"2,893",499,132,248,355,"1,679","1,646",563,"1,369","3,890"
2021년03월_계_10~19세,"17,148","1,014",709,201,109,751,"1,206",756,258,443,461,"2,026","2,303",880,"1,952","4,079"
2021년03월_계_20~29세,"19,071","1,821",620,278,164,668,"1,617",852,284,696,555,"2,591","2,137","1,085","2,001","3,702"
2021년03월_계_30~39세,"21,925","1,461",604,266,147,939,"3,869",839,254,479,551,"2,705","2,135",862,"1,916","4,898"
2021년03월_계_40~49세,"27,847","1,975","1,111",480,293,"1,238","2,361","1,357",537,840,832,"3,276","3,376","1,434","2,839","5,898"
2021년03월_계_50~59세,"28,371","3,089","1,321",865,577,"1,371","1,630","1,697",848,"1,326",812,"3,158","3,206","1,526","2,528","4,417"
2021년03월_계_60~69세,"22,573","1,972","1,112","1,323",859,"1,262",994,"1,569","1,131","1,446","1,105","2,083","2,097","1,317","1,821","2,482"
2021년03월_계_70~79세,"13,946",974,764,"1,017",688,798,513,"1,033",920,"1,123",836,"1,074","1,176",752,985,"1,293"
2021년03월_계_80~89세,"8,254",612,539,688,390,460,311,718,610,627,604,581,589,342,511,672
2021년03월_계_90~99세,"1,234",95,68,96,52,82,48,93,80,96,74,92,102,56,75,125
2021년03월_계_100세 이상,37,2,5,1,1,1,1,2,4,1,6,3,6,2,0,2
2021년03월_남_총인구수,"91,548","7,960","3,762","2,718","1,714","4,388","8,101","4,853","2,577","3,797","3,199","9,989","9,801","4,499","8,072","16,118"
2021년03월_남_연령구간인구수,"91,548","7,960","3,762","2,718","1,714","4,388","8,101","4,853","2,577","3,797","3,199","9,989","9,801","4,499","8,072","16,118"
2021년03월_남_0~9세,"7,809",358,261,58,37,291,"1,501",258,76,128,183,895,861,305,670,"1,927"
2021년03월_남_10~19세,"9,104",547,374,111,55,396,607,411,135,245,240,"1,068","1,362",463,932,"2,158"
2021년03월_남_20~29세,"11,332","1,245",376,176,104,418,911,510,173,433,375,"1,463","1,273",625,"1,131","2,119"
2021년03월_남_30~39세,"12,173",988,321,169,87,595,"2,061",461,142,285,319,"1,507","1,142",480,"1,082","2,534"
2021년03월_남_40~49세,"14,922","1,196",573,302,184,732,"1,315",752,329,493,487,"1,690","1,692",750,"1,433","2,994"
2021년03월_남_50~59세,"15,192","1,856",744,471,325,736,839,908,472,725,440,"1,639","1,643",789,"1,308","2,297"
2021년03월_남_60~69세,"11,320","1,087",563,668,430,669,520,789,556,724,529,"1,012","1,024",616,899,"1,234"
2021년03월_남_70~79세,"6,536",467,353,482,351,376,236,488,446,528,384,488,563,331,440,603
2021년03월_남_80~89세,"2,908",189,182,262,133,160,102,261,231,217,224,211,219,125,162,230
2021년03월_남_90~99세,249,27,15,19,8,15,9,15,16,19,17,16,21,15,15,22
2021년03월_남_100세 이상,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021년03월_여_총인구수,"84,102","5,753","3,582","2,621","1,627","3,778","7,342","4,562","2,481","3,528","2,992","9,279","8,972","4,320","7,925","15,340"
2021년03월_여_연령구간인구수,"84,102","5,753","3,582","2,621","1,627","3,778","7,342","4,562","2,481","3,528","2,992","9,279","8,972","4,320","7,925","15,340"
2021년03월_여_0~9세,"7,435",340,230,66,24,305,"1,392",241,56,120,172,784,785,258,699,"1,963"
2021년03월_여_10~19세,"8,044",467,335,90,54,355,599,345,123,198,221,958,941,417,"1,020","1,921"
2021년03월_여_20~29세,"7,739",576,244,102,60,250,706,342,111,263,180,"1,128",864,460,870,"1,583"
2021년03월_여_30~39세,"9,752",473,283,97,60,344,"1,808",378,112,194,232,"1,198",993,382,834,"2,364"
2021년03월_여_40~49세,"12,925",779,538,178,109,506,"1,046",605,208,347,345,"1,586","1,684",684,"1,406","2,904"
2021년03월_여_50~59세,"13,179","1,233",577,394,252,635,791,789,376,601,372,"1,519","1,563",737,"1,220","2,120"
2021년03월_여_60~69세,"11,253",885,549,655,429,593,474,780,575,722,576,"1,071","1,073",701,922,"1,248"
2021년03월_여_70~79세,"7,410",507,411,535,337,422,277,545,474,595,452,586,613,421,545,690
2021년03월_여_80~89세,"5,346",423,357,426,257,300,209,457,379,410,380,370,370,217,349,442
2021년03월_여_90~99세,985,68,53,77,44,67,39,78,64,77,57,76,81,41,60,103
2021년03월_여_100세 이상,34,2,5,1,1,1,1,2,3,1,5,3,5,2,0,2
2021년04월_계_총인구수,"175,817","13,674","7,335","5,339","3,339","8,119","15,473","9,370","5,050","7,303","6,174","19,209","18,732","8,799","15,891","32,010"
2021년04월_계_연령구간인구수,"175,817","13,674","7,335","5,339","3,339","8,119","15,473","9,370","5,050","7,303","6,174","19,209","18,732","8,799","15,891","32,010"
2021년04월_계_0~9세,"15,196",694,492,123,61,579,"2,903",498,129,245,345,"1,663","1,632",555,"1,346","3,931"
2021년04월_계_10~19세,"17,147","1,004",701,199,110,750,"1,215",754,259,445,452,"2,024","2,290",882,"1,938","4,124"
2021년04월_계_20~29세,"19,056","1,803",610,284,160,647,"1,614",842,281,688,555,"2,573","2,127","1,081","1,994","3,797"
2021년04월_계_30~39세,"21,905","1,463",609,266,147,936,"3,846",826,257,476,539,"2,705","2,116",851,"1,898","4,970"
2021년04월_계_40~49세,"27,842","1,968","1,101",480,287,"1,227","2,391","1,340",531,835,826,"3,262","3,356","1,434","2,817","5,987"
2021년04월_계_50~59세,"28,376","3,074","1,323",860,577,"1,378","1,627","1,689",828,"1,304",819,"3,140","3,227","1,519","2,499","4,512"
2021년04월_계_60~69세,"22,809","1,985","1,126","1,327",867,"1,264","1,008","1,572","1,147","1,455","1,121","2,092","2,123","1,325","1,830","2,567"
2021년04월_계_70~79세,"13,934",980,758,"1,009",685,792,511,"1,030",923,"1,125",831,"1,080","1,165",751,982,"1,312"
2021년04월_계_80~89세,"8,266",604,542,694,391,463,312,721,610,632,604,572,584,344,510,683
2021년04월_계_90~99세,"1,246",97,68,96,52,81,45,96,81,97,76,95,106,55,77,124
2021년04월_계_100세 이상,40,2,5,1,2,2,1,2,4,1,6,3,6,2,0,3
2021년04월_남_총인구수,"91,664","7,964","3,763","2,718","1,709","4,367","8,115","4,838","2,573","3,782","3,194","9,968","9,781","4,468","8,028","16,396"
2021년04월_남_연령구간인구수,"91,664","7,964","3,763","2,718","1,709","4,367","8,115","4,838","2,573","3,782","3,194","9,968","9,781","4,468","8,028","16,396"
2021년04월_남_0~9세,"7,772",358,257,59,37,283,"1,501",258,73,127,175,885,851,296,662,"1,950"
2021년04월_남_10~19세,"9,103",538,371,109,56,393,610,407,137,250,235,"1,065","1,357",463,929,"2,183"
2021년04월_남_20~29세,"11,355","1,246",372,180,98,407,913,509,169,430,375,"1,460","1,276",619,"1,133","2,168"
2021년04월_남_30~39세,"12,157",988,326,167,89,597,"2,058",454,144,279,313,"1,505","1,122",469,"1,067","2,579"
2021년04월_남_40~49세,"14,910","1,198",568,304,176,726,"1,322",746,326,492,481,"1,687","1,689",747,"1,420","3,028"
2021년04월_남_50~59세,"15,211","1,859",745,468,327,741,835,907,465,708,448,"1,630","1,648",785,"1,291","2,354"
2021년04월_남_60~69세,"11,443","1,093",575,665,436,671,530,790,562,728,542,"1,019","1,038",618,909,"1,267"
2021년04월_남_70~79세,"6,537",470,348,482,347,375,236,492,449,531,384,492,556,330,439,606
2021년04월_남_80~89세,"2,922",187,186,266,135,159,101,257,231,219,223,209,221,127,163,238
2021년04월_남_90~99세,251,27,15,18,8,15,9,18,16,18,17,16,22,14,15,23
2021년04월_남_100세 이상,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021년04월_여_총인구수,"84,153","5,710","3,572","2,621","1,630","3,752","7,358","4,532","2,477","3,521","2,980","9,241","8,951","4,331","7,863","15,614"
2021년04월_여_연령구간인구수,"84,153","5,710","3,572","2,621","1,630","3,752","7,358","4,532","2,477","3,521","2,980","9,241","8,951","4,331","7,863","15,614"
2021년04월_여_0~9세,"7,424",336,235,64,24,296,"1,402",240,56,118,170,778,781,259,684,"1,981"
2021년04월_여_10~19세,"8,044",466,330,90,54,357,605,347,122,195,217,959,933,419,"1,009","1,941"
2021년04월_여_20~29세,"7,701",557,238,104,62,240,701,333,112,258,180,"1,113",851,462,861,"1,629"
2021년04월_여_30~39세,"9,748",475,283,99,58,339,"1,788",372,113,197,226,"1,200",994,382,831,"2,391"
2021년04월_여_40~49세,"12,932",770,533,176,111,501,"1,069",594,205,343,345,"1,575","1,667",687,"1,397","2,959"
2021년04월_여_50~59세,"13,165","1,215",578,392,250,637,792,782,363,596,371,"1,510","1,579",734,"1,208","2,158"
2021년04월_여_60~69세,"11,366",892,551,662,431,593,478,782,585,727,579,"1,073","1,085",707,921,"1,300"
2021년04월_여_70~79세,"7,397",510,410,527,338,417,275,538,474,594,447,588,609,421,543,706
2021년04월_여_80~89세,"5,344",417,356,428,256,304,211,464,379,413,381,363,363,217,347,445
2021년04월_여_90~99세,995,70,53,78,44,66,36,78,65,79,59,79,84,41,62,101
2021년04월_여_100세 이상,37,2,5,1,2,2,1,2,3,1,5,3,5,2,0,3
2021년05월_계_총인구수,"176,031","13,695","7,326","5,333","3,344","8,114","15,495","9,350","5,068","7,289","6,157","19,236","18,703","8,805","15,918","32,198"
2021년05월_계_연령구간인구수,"176,031","13,695","7,326","5,333","3,344","8,114","15,495","9,350","5,068","7,289","6,157","19,236","18,703","8,805","15,918","32,198"
2021년05월_계_0~9세,"15,113",686,486,120,64,572,"2,891",489,127,241,348,"1,655","1,616",546,"1,331","3,941"
2021년05월_계_10~19세,"17,192","1,021",688,205,111,762,"1,236",746,260,444,446,"2,019","2,292",881,"1,935","4,146"
2021년05월_계_20~29세,"19,055","1,792",609,281,160,645,"1,612",844,285,683,561,"2,578","2,119","1,087","2,006","3,793"
2021년05월_계_30~39세,"21,883","1,471",606,262,146,923,"3,833",822,258,470,527,"2,708","2,100",843,"1,891","5,023"
2021년05월_계_40~49세,"27,820","1,947","1,096",476,283,"1,229","2,403","1,318",526,824,827,"3,255","3,345","1,433","2,822","6,036"
2021년05월_계_50~59세,"28,429","3,092","1,319",855,575,"1,372","1,629","1,687",837,"1,313",800,"3,164","3,243","1,523","2,506","4,514"
2021년05월_계_60~69세,"22,982","2,006","1,144","1,334",875,"1,261","1,016","1,589","1,153","1,456","1,126","2,104","2,130","1,329","1,849","2,610"
2021년05월_계_70~79세,"13,943",980,763,"1,003",687,794,511,"1,034",924,"1,121",827,"1,077","1,168",755,989,"1,310"
2021년05월_계_80~89세,"8,315",602,542,698,390,472,314,721,614,639,614,577,582,347,508,695
2021년05월_계_90~99세,"1,259",96,68,98,51,83,49,98,80,97,74,96,103,59,80,127
2021년05월_계_100세 이상,40,2,5,1,2,1,1,2,4,1,7,3,5,2,1,3
2021년05월_남_총인구수,"91,809","7,984","3,748","2,717","1,707","4,372","8,131","4,833","2,581","3,778","3,187","9,987","9,773","4,471","8,048","16,492"
2021년05월_남_연령구간인구수,"91,809","7,984","3,748","2,717","1,707","4,372","8,131","4,833","2,581","3,778","3,187","9,987","9,773","4,471","8,048","16,492"
2021년05월_남_0~9세,"7,724",354,251,58,39,279,"1,491",255,70,124,177,879,846,289,654,"1,958"
2021년05월_남_10~19세,"9,125",551,363,112,57,400,627,399,141,250,228,"1,064","1,351",463,923,"2,196"
2021년05월_남_20~29세,"11,374","1,230",370,179,97,410,909,513,171,428,382,"1,473","1,278",623,"1,145","2,166"
2021년05월_남_30~39세,"12,145",997,324,165,89,588,"2,057",453,143,272,307,"1,504","1,117",464,"1,062","2,603"
2021년05월_남_40~49세,"14,881","1,187",568,301,174,725,"1,329",735,323,486,483,"1,675","1,674",751,"1,423","3,047"
2021년05월_남_50~59세,"15,284","1,879",740,465,328,748,837,905,471,712,435,"1,651","1,668",787,"1,298","2,360"
2021년05월_남_60~69세,"11,532","1,103",582,672,435,666,533,804,565,738,551,"1,019","1,036",619,918,"1,291"
2021년05월_남_70~79세,"6,551",468,352,479,346,379,238,494,451,528,382,496,559,329,445,605
2021년05월_남_80~89세,"2,934",188,184,265,134,161,101,258,230,222,224,210,221,131,162,243
2021년05월_남_90~99세,256,27,14,21,8,16,9,17,15,18,17,16,22,15,18,23
2021년05월_남_100세 이상,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021년05월_여_총인구수,"84,222","5,711","3,578","2,616","1,637","3,742","7,364","4,517","2,487","3,511","2,970","9,249","8,930","4,334","7,870","15,706"
2021년05월_여_연령구간인구수,"84,222","5,711","3,578","2,616","1,637","3,742","7,364","4,517","2,487","3,511","2,970","9,249","8,930","4,334","7,870","15,706"
2021년05월_여_0~9세,"7,389",332,235,62,25,293,"1,400",234,57,117,171,776,770,257,677,"1,983"
2021년05월_여_10~19세,"8,067",470,325,93,54,362,609,347,119,194,218,955,941,418,"1,012","1,950"
2021년05월_여_20~29세,"7,681",562,239,102,63,235,703,331,114,255,179,"1,105",841,464,861,"1,627"
2021년05월_여_30~39세,"9,738",474,282,97,57,335,"1,776",369,115,198,220,"1,204",983,379,829,"2,420"
2021년05월_여_40~49세,"12,939",760,528,175,109,504,"1,074",583,203,338,344,"1,580","1,671",682,"1,399","2,989"
2021년05월_여_50~59세,"13,145","1,213",579,390,247,624,792,782,366,601,365,"1,513","1,575",736,"1,208","2,154"
2021년05월_여_60~69세,"11,450",903,562,662,440,595,483,785,588,718,575,"1,085","1,094",710,931,"1,319"
2021년05월_여_70~79세,"7,392",512,411,524,341,415,273,540,473,593,445,581,609,426,544,705
2021년05월_여_80~89세,"5,381",414,358,433,256,311,213,463,384,417,390,367,361,216,346,452
2021년05월_여_90~99세,"1,003",69,54,77,43,67,40,81,65,79,57,80,81,44,62,104
2021년05월_여_100세 이상,37,2,5,1,2,1,1,2,3,1,6,3,4,2,1,3
2021년06월_계_총인구수,"176,090","13,634","7,307","5,318","3,333","8,130","15,483","9,305","5,064","7,279","6,165","19,183","18,701","8,778","15,906","32,504"
2021년06월_계_연령구간인구수,"176,090","13,634","7,307","5,318","3,333","8,130","15,483","9,305","5,064","7,279","6,165","19,183","18,701","8,778","15,906","32,504"
2021년06월_계_0~9세,"15,079",683,476,120,63,565,"2,879",475,126,238,351,"1,624","1,625",542,"1,335","3,977"
2021년06월_계_10~19세,"17,134","1,009",690,202,108,764,"1,244",742,261,436,447,"2,006","2,278",872,"1,930","4,145"
2021년06월_계_20~29세,"19,050","1,770",613,279,157,658,"1,599",836,286,681,559,"2,576","2,095","1,075","1,992","3,874"
2021년06월_계_30~39세,"21,839","1,458",595,260,144,919,"3,816",805,253,465,529,"2,707","2,098",844,"1,885","5,061"
2021년06월_계_40~49세,"27,837","1,941","1,086",475,283,"1,228","2,414","1,302",527,826,829,"3,236","3,354","1,420","2,824","6,092"
2021년06월_계_50~59세,"28,381","3,063","1,316",849,569,"1,362","1,631","1,681",832,"1,300",803,"3,161","3,231","1,522","2,505","4,556"
2021년06월_계_60~69세,"23,191","2,029","1,150","1,332",880,"1,289","1,025","1,606","1,156","1,475","1,123","2,113","2,153","1,344","1,856","2,660"
2021년06월_계_70~79세,"13,961",984,765,"1,002",686,797,510,"1,034",929,"1,124",829,"1,083","1,173",751,989,"1,305"
2021년06월_계_80~89세,"8,308",594,540,698,389,466,315,725,609,633,612,578,587,346,511,705
2021년06월_계_90~99세,"1,272",101,70,100,52,82,49,97,83,100,76,96,102,60,78,126
2021년06월_계_100세 이상,38,2,6,1,2,0,1,2,2,1,7,3,5,2,1,3
2021년06월_남_총인구수,"91,855","7,959","3,733","2,705","1,700","4,378","8,140","4,802","2,581","3,766","3,179","9,988","9,781","4,451","8,045","16,647"
2021년06월_남_연령구간인구수,"91,855","7,959","3,733","2,705","1,700","4,378","8,140","4,802","2,581","3,766","3,179","9,988","9,781","4,451","8,045","16,647"
2021년06월_남_0~9세,"7,702",356,242,57,39,278,"1,484",246,69,122,177,864,855,284,655,"1,974"
2021년06월_남_10~19세,"9,100",541,363,110,55,398,636,396,142,243,228,"1,063","1,348",459,924,"2,194"
2021년06월_남_20~29세,"11,375","1,217",371,176,98,420,901,509,172,428,381,"1,478","1,266",608,"1,138","2,212"
2021년06월_남_30~39세,"12,111",991,319,167,87,582,"2,051",441,140,266,303,"1,505","1,116",464,"1,061","2,618"
2021년06월_남_40~49세,"14,899","1,184",560,298,176,724,"1,332",726,322,487,485,"1,671","1,685",743,"1,426","3,080"
2021년06월_남_50~59세,"15,252","1,862",739,462,320,738,848,902,466,704,434,"1,654","1,662",785,"1,295","2,381"
2021년06월_남_60~69세,"11,654","1,124",586,669,439,683,540,812,566,746,548,"1,029","1,040",635,920,"1,317"
2021년06월_남_70~79세,"6,566",470,354,480,345,380,236,495,457,531,383,498,563,327,447,600
2021년06월_남_80~89세,"2,931",186,183,266,133,159,103,258,229,220,222,209,223,131,161,248
2021년06월_남_90~99세,262,28,16,20,8,16,9,17,17,19,17,17,22,15,18,23
2021년06월_남_100세 이상,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021년06월_여_총인구수,"84,235","5,675","3,574","2,613","1,633","3,752","7,343","4,503","2,483","3,513","2,986","9,195","8,920","4,327","7,861","15,857"
2021년06월_여_연령구간인구수,"84,235","5,675","3,574","2,613","1,633","3,752","7,343","4,503","2,483","3,513","2,986","9,195","8,920","4,327","7,861","15,857"
2021년06월_여_0~9세,"7,377",327,234,63,24,287,"1,395",229,57,116,174,760,770,258,680,"2,003"
2021년06월_여_10~19세,"8,034",468,327,92,53,366,608,346,119,193,219,943,930,413,"1,006","1,951"
2021년06월_여_20~29세,"7,675",553,242,103,59,238,698,327,114,253,178,"1,098",829,467,854,"1,662"
2021년06월_여_30~39세,"9,728",467,276,93,57,337,"1,765",364,113,199,226,"1,202",982,380,824,"2,443"
2021년06월_여_40~49세,"12,938",757,526,177,107,504,"1,082",576,205,339,344,"1,565","1,669",677,"1,398","3,012"
2021년06월_여_50~59세,"13,129","1,201",577,387,249,624,783,779,366,596,369,"1,507","1,569",737,"1,210","2,175"
2021년06월_여_60~69세,"11,537",905,564,663,441,606,485,794,590,729,575,"1,084","1,113",709,936,"1,343"
2021년06월_여_70~79세,"7,395",514,411,522,341,417,274,539,472,593,446,585,610,424,542,705
2021년06월_여_80~89세,"5,377",408,357,432,256,307,212,467,380,413,390,369,364,215,350,457
2021년06월_여_90~99세,"1,010",73,54,80,44,66,40,80,66,81,59,79,80,45,60,103
2021년06월_여_100세 이상,35,2,6,1,2,0,1,2,1,1,6,3,4,2,1,3
2021년07월_계_총인구수,"176,205","13,589","7,280","5,311","3,332","8,145","15,496","9,291","5,068","7,277","6,139","19,042","18,695","8,740","15,834","32,966"
2021년07월_계_연령구간인구수,"176,205","13,589","7,280","5,311","3,332","8,145","15,496","9,291","5,068","7,277","6,139","19,042","18,695","8,740","15,834","32,966"
2021년07월_계_0~9세,"15,059",687,474,115,61,574,"2,883",469,125,240,346,"1,572","1,621",535,"1,332","4,025"
2021년07월_계_10~19세,"17,132","1,002",682,206,111,757,"1,243",741,260,437,440,"1,988","2,283",861,"1,925","4,196"
2021년07월_계_20~29세,"18,995","1,747",609,269,153,664,"1,587",833,281,666,564,"2,560","2,077","1,062","1,982","3,941"
2021년07월_계_30~39세,"21,802","1,463",589,263,148,921,"3,822",787,252,460,519,"2,655","2,087",835,"1,870","5,131"
2021년07월_계_40~49세,"27,816","1,924","1,076",471,279,"1,227","2,419","1,297",528,824,829,"3,220","3,358","1,410","2,797","6,157"
2021년07월_계_50~59세,"28,411","3,046","1,314",847,575,"1,356","1,624","1,678",824,"1,308",798,"3,155","3,230","1,516","2,486","4,654"
2021년07월_계_60~69세,"23,335","2,032","1,148","1,343",885,"1,296","1,044","1,613","1,167","1,481","1,120","2,130","2,152","1,350","1,862","2,712"
2021년07월_계_70~79세,"13,977",989,765,989,681,799,508,"1,048",933,"1,125",824,"1,076","1,180",756,990,"1,314"
2021년07월_계_80~89세,"8,367",597,546,707,388,467,316,727,612,635,617,588,596,351,512,708
2021년07월_계_90~99세,"1,273",100,70,100,50,84,49,96,84,100,75,95,106,62,76,126
2021년07월_계_100세 이상,38,2,7,1,1,0,1,2,2,1,7,3,5,2,2,2
2021년07월_남_총인구수,"91,883","7,926","3,720","2,696","1,698","4,379","8,137","4,782","2,584","3,766","3,164","9,927","9,789","4,422","8,004","16,889"
2021년07월_남_연령구간인구수,"91,883","7,926","3,720","2,696","1,698","4,379","8,137","4,782","2,584","3,766","3,164","9,927","9,789","4,422","8,004","16,889"
2021년07월_남_0~9세,"7,689",361,240,52,38,280,"1,485",243,69,123,173,834,855,281,651,"2,004"
2021년07월_남_10~19세,"9,096",536,361,111,57,398,633,392,141,242,224,"1,049","1,350",456,927,"2,219"
2021년07월_남_20~29세,"11,337","1,199",372,170,95,424,888,508,167,421,387,"1,472","1,260",591,"1,118","2,265"
2021년07월_남_30~39세,"12,108",990,314,169,87,583,"2,057",430,142,266,296,"1,493","1,109",462,"1,059","2,651"
2021년07월_남_40~49세,"14,874","1,175",557,296,173,717,"1,337",716,324,487,484,"1,659","1,690",739,"1,410","3,110"
2021년07월_남_50~59세,"15,265","1,851",734,462,324,734,842,903,460,709,434,"1,658","1,663",782,"1,284","2,425"
2021년07월_남_60~69세,"11,710","1,125",584,673,442,684,549,810,573,747,546,"1,033","1,045",632,926,"1,341"
2021년07월_남_70~79세,"6,584",472,354,472,341,384,235,503,460,534,381,499,568,329,448,604
2021년07월_남_80~89세,"2,953",189,188,271,133,159,102,260,230,218,220,214,225,134,163,247
2021년07월_남_90~99세,264,28,16,20,8,16,9,17,17,19,18,16,23,16,18,23
2021년07월_남_100세 이상,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2021년07월_여_총인구수,"84,322","5,663","3,560","2,615","1,634","3,766","7,359","4,509","2,484","3,511","2,975","9,115","8,906","4,318","7,830","16,077"
2021년07월_여_연령구간인구수,"84,322","5,663","3,560","2,615","1,634","3,766","7,359","4,509","2,484","3,511","2,975","9,115","8,906","4,318","7,830","16,077"
2021년07월_여_0~9세,"7,370",326,234,63,23,294,"1,398",226,56,117,173,738,766,254,681,"2,021"
2021년07월_여_10~19세,"8,036",466,321,95,54,359,610,349,119,195,216,939,933,405,998,"1,977"
2021년07월_여_20~29세,"7,658",548,237,99,58,240,699,325,114,245,177,"1,088",817,471,864,"1,676"
2021년07월_여_30~39세,"9,694",473,275,94,61,338,"1,765",357,110,194,223,"1,162",978,373,811,"2,480"
2021년07월_여_40~49세,"12,942",749,519,175,106,510,"1,082",581,204,337,345,"1,561","1,668",671,"1,387","3,047"
2021년07월_여_50~59세,"13,146","1,195",580,385,251,622,782,775,364,599,364,"1,497","1,567",734,"1,202","2,229"
2021년07월_여_60~69세,"11,625",907,564,670,443,612,495,803,594,734,574,"1,097","1,107",718,936,"1,371"
2021년07월_여_70~79세,"7,393",517,411,517,340,415,273,545,473,591,443,577,612,427,542,710
2021년07월_여_80~89세,"5,414",408,358,436,255,308,214,467,382,417,397,374,371,217,349,461
2021년07월_여_90~99세,"1,009",72,54,80,42,68,40,79,67,81,57,79,83,46,58,103
2021년07월_여_100세 이상,35,2,7,1,1,0,1,2,1,1,6,3,4,2,2,2
2021년08월_계_총인구수,"176,360","13,553","7,278","5,307","3,338","8,127","15,519","9,297","5,046","7,288","6,108","19,036","18,699","8,715","15,821","33,228"
2021년08월_계_연령구간인구수,"176,360","13,553","7,278","5,307","3,338","8,127","15,519","9,297","5,046","7,288","6,108","19,036","18,699","8,715","15,821","33,228"
2021년08월_계_0~9세,"15,037",678,468,117,60,570,"2,885",465,123,236,347,"1,564","1,615",527,"1,335","4,047"
2021년08월_계_10~19세,"17,107",993,677,205,111,764,"1,242",743,258,441,433,"1,978","2,269",856,"1,909","4,228"
2021년08월_계_20~29세,"19,015","1,746",599,262,153,671,"1,575",827,277,669,558,"2,582","2,099","1,061","1,977","3,959"
2021년08월_계_30~39세,"21,787","1,439",591,266,145,902,"3,849",780,251,458,519,"2,627","2,079",824,"1,869","5,188"
2021년08월_계_40~49세,"27,790","1,927","1,065",468,278,"1,221","2,417","1,300",518,822,820,"3,217","3,336","1,406","2,781","6,214"
2021년08월_계_50~59세,"28,474","3,025","1,317",839,577,"1,361","1,629","1,687",812,"1,308",794,"3,154","3,254","1,520","2,509","4,688"
2021년08월_계_60~69세,"23,451","2,049","1,163","1,346",889,"1,292","1,049","1,616","1,178","1,484","1,113","2,146","2,162","1,355","1,854","2,755"
2021년08월_계_70~79세,"13,988",993,776,"1,000",676,795,511,"1,054",929,"1,123",825,"1,076","1,171",756,994,"1,309"
2021년08월_계_80~89세,"8,394",599,543,705,398,467,311,726,615,644,618,590,606,347,511,714
2021년08월_계_90~99세,"1,279",102,72,98,50,83,50,97,83,102,75,99,103,61,80,124
2021년08월_계_100세 이상,38,2,7,1,1,1,1,2,2,1,6,3,5,2,2,2
2021년08월_남_총인구수,"92,005","7,904","3,721","2,689","1,691","4,376","8,148","4,784","2,566","3,775","3,151","9,932","9,781","4,415","8,020","17,052"
