카테고리,경기도 이천시,경기도 이천시 장호원읍,경기도 이천시 부발읍,경기도 이천시 신둔면,경기도 이천시 백사면,경기도 이천시 호법면,경기도 이천시 마장면,경기도 이천시 대월면,경기도 이천시 모가면,경기도 이천시 설성면,경기도 이천시 율면,경기도 이천시 창전동,경기도 이천시 증포동,경기도 이천시 중리동,경기도 이천시 관고동
2021년03월_계_연령구간인구수,"218,565","14,633","36,127","13,798","11,276","5,739","14,585","14,475","4,451","4,713","2,640","17,172","53,819","14,873","10,264"
2021년03월_계_0~9세,"18,515",962,"3,226","1,084",787,312,"1,530","1,189",139,165,58,966,"6,607",916,574
2021년03월_계_10~19세,"21,956","1,362","4,474",989,855,327,"1,108","1,186",275,223,118,"1,530","7,802",923,784
2021년03월_계_20~29세,"30,300","1,531","5,144","1,620","1,323",632,"2,204","2,614",372,395,176,"2,847","6,902","3,056","1,484"
2021년03월_계_30~39세,"30,378","1,488","5,049","1,840","1,257",653,"2,639","2,492",362,368,148,"2,191","8,081","2,441","1,369"
2021년03월_계_40~49세,"34,666","1,994","6,684","2,005","1,612",717,"2,051","2,100",504,494,238,"2,555","10,382","1,873","1,457"
2021년03월_계_50~59세,"35,186","2,487","5,554","2,570","2,171","1,088","2,045","1,962",841,872,430,"2,918","8,006","2,293","1,949"
2021년03월_계_60~69세,"26,686","2,466","3,475","2,131","1,758","1,084","1,641","1,581",979,"1,048",682,"2,482","3,819","1,939","1,601"
2021년03월_계_70~79세,"13,059","1,420","1,625","1,008",895,574,862,870,571,661,397,"1,117","1,416",944,699
2021년03월_계_80~89세,"6,836",822,803,467,524,306,430,411,361,419,345,507,709,424,308
2021년03월_계_90~99세,950,99,91,81,90,45,72,69,45,61,46,57,95,61,38
2021년03월_계_100세 이상,33,2,2,3,4,1,3,1,2,7,2,2,0,3,1
2021년03월_남_총인구수,"113,087","7,440","18,962","7,205","5,753","3,032","7,941","7,372","2,392","2,488","1,360","8,552","26,905","8,439","5,246"
2021년03월_남_연령구간인구수,"113,087","7,440","18,962","7,205","5,753","3,032","7,941","7,372","2,392","2,488","1,360","8,552","26,905","8,439","5,246"
2021년03월_남_0~9세,"9,583",486,"1,642",557,406,158,806,622,80,78,35,505,"3,426",474,308
2021년03월_남_10~19세,"11,387",727,"2,313",522,448,173,559,589,164,117,61,785,"4,086",478,365
2021년03월_남_20~29세,"17,147",917,"3,027",869,742,341,"1,346","1,291",232,236,104,"1,515","3,644","2,113",770
2021년03월_남_30~39세,"16,320",787,"2,685","1,003",640,388,"1,504","1,326",229,227,92,"1,233","3,868","1,544",794
2021년03월_남_40~49세,"17,930","1,026","3,423","1,087",849,420,"1,174","1,148",290,303,157,"1,259","5,012","1,026",756
2021년03월_남_50~59세,"18,329","1,300","2,990","1,357","1,105",605,"1,106","1,038",460,486,226,"1,392","4,084","1,189",991
2021년03월_남_60~69세,"13,641","1,220","1,813","1,129",916,565,859,800,515,551,357,"1,151","1,947",979,839
2021년03월_남_70~79세,"6,009",658,757,477,409,259,409,394,274,319,186,520,592,451,304
2021년03월_남_80~89세,"2,511",295,293,186,212,114,158,146,137,159,131,174,229,168,109
2021년03월_남_90~99세,222,24,19,17,25,9,18,18,11,10,10,18,17,16,10
2021년03월_남_100세 이상,8,0,0,1,1,0,2,0,0,2,1,0,0,1,0
2021년03월_여_총인구수,"105,478","7,193","17,165","6,593","5,523","2,707","6,644","7,103","2,059","2,225","1,280","8,620","26,914","6,434","5,018"
2021년03월_여_연령구간인구수,"105,478","7,193","17,165","6,593","5,523","2,707","6,644","7,103","2,059","2,225","1,280","8,620","26,914","6,434","5,018"
2021년03월_여_0~9세,"8,932",476,"1,584",527,381,154,724,567,59,87,23,461,"3,181",442,266
2021년03월_여_10~19세,"10,569",635,"2,161",467,407,154,549,597,111,106,57,745,"3,716",445,419
2021년03월_여_20~29세,"13,153",614,"2,117",751,581,291,858,"1,323",140,159,72,"1,332","3,258",943,714
2021년03월_여_30~39세,"14,058",701,"2,364",837,617,265,"1,135","1,166",133,141,56,958,"4,213",897,575
2021년03월_여_40~49세,"16,736",968,"3,261",918,763,297,877,952,214,191,81,"1,296","5,370",847,701
2021년03월_여_50~59세,"16,857","1,187","2,564","1,213","1,066",483,939,924,381,386,204,"1,526","3,922","1,104",958
2021년03월_여_60~69세,"13,045","1,246","1,662","1,002",842,519,782,781,464,497,325,"1,331","1,872",960,762
2021년03월_여_70~79세,"7,050",762,868,531,486,315,453,476,297,342,211,597,824,493,395
2021년03월_여_80~89세,"4,325",527,510,281,312,192,272,265,224,260,214,333,480,256,199
2021년03월_여_90~99세,728,75,72,64,65,36,54,51,34,51,36,39,78,45,28
2021년03월_여_100세 이상,25,2,2,2,3,1,1,1,2,5,1,2,0,2,1
2021년04월_계_총인구수,"219,224","14,604","36,170","14,007","11,320","5,776","14,738","14,460","4,466","4,675","2,650","17,161","53,994","14,922","10,281"
2021년04월_계_연령구간인구수,"219,224","14,604","36,170","14,007","11,320","5,776","14,738","14,460","4,466","4,675","2,650","17,161","53,994","14,922","10,281"
2021년04월_계_0~9세,"18,422",953,"3,219","1,076",781,314,"1,523","1,184",142,153,55,959,"6,574",908,581
2021년04월_계_10~19세,"22,216","1,347","4,460","1,157",856,337,"1,213","1,175",271,222,121,"1,534","7,821",926,776
2021년04월_계_20~29세,"30,399","1,538","5,141","1,642","1,336",631,"2,210","2,601",377,388,178,"2,827","6,954","3,088","1,488"
2021년04월_계_30~39세,"30,408","1,476","5,076","1,850","1,258",670,"2,650","2,494",364,352,148,"2,193","8,049","2,463","1,365"
2021년04월_계_40~49세,"34,733","1,990","6,695","1,996","1,615",717,"2,062","2,097",499,492,239,"2,561","10,435","1,875","1,460"
2021년04월_계_50~59세,"35,129","2,452","5,528","2,563","2,174","1,087","2,059","1,959",847,871,430,"2,886","8,048","2,282","1,943"
2021년04월_계_60~69세,"26,978","2,500","3,528","2,139","1,794","1,091","1,648","1,605",984,"1,049",695,"2,500","3,882","1,954","1,609"
2021년04월_계_70~79세,"13,059","1,415","1,632","1,026",881,574,867,862,567,657,393,"1,126","1,418",930,711
2021년04월_계_80~89세,"6,902",833,799,474,527,309,435,416,368,424,343,515,715,434,310
2021년04월_계_90~99세,944,97,89,81,94,45,68,67,45,61,46,58,97,59,37
2021년04월_계_100세 이상,34,3,3,3,4,1,3,0,2,6,2,2,1,3,1
2021년04월_남_총인구수,"113,538","7,436","18,996","7,342","5,777","3,060","8,036","7,374","2,398","2,466","1,363","8,552","27,002","8,480","5,256"
2021년04월_남_연령구간인구수,"113,538","7,436","18,996","7,342","5,777","3,060","8,036","7,374","2,398","2,466","1,363","8,552","27,002","8,480","5,256"
2021년04월_남_0~9세,"9,535",479,"1,639",553,405,160,798,615,82,70,34,503,"3,413",471,313
2021년04월_남_10~19세,"11,566",721,"2,302",644,451,183,626,584,161,117,63,782,"4,092",479,361
2021년04월_남_20~29세,"17,227",918,"3,033",878,740,342,"1,358","1,296",236,231,103,"1,514","3,676","2,133",769
2021년04월_남_30~39세,"16,365",788,"2,701","1,012",645,399,"1,509","1,330",227,219,91,"1,240","3,849","1,567",788
2021년04월_남_40~49세,"17,942","1,021","3,426","1,084",849,415,"1,175","1,144",286,302,157,"1,258","5,040","1,023",762
2021년04월_남_50~59세,"18,308","1,285","2,983","1,342","1,106",609,"1,117","1,039",462,486,227,"1,370","4,104","1,184",994
2021년04월_남_60~69세,"13,808","1,241","1,844","1,138",936,566,861,812,520,550,363,"1,162","1,983",990,842
2021년04월_남_70~79세,"6,021",659,759,488,404,262,410,394,274,316,183,526,596,442,308
2021년04월_남_80~89세,"2,536",301,290,185,214,115,163,142,139,163,131,179,231,174,109
2021년04월_남_90~99세,222,23,19,17,26,9,17,18,11,10,10,18,18,16,10
2021년04월_남_100세 이상,8,0,0,1,1,0,2,0,0,2,1,0,0,1,0
2021년04월_여_총인구수,"105,686","7,168","17,174","6,665","5,543","2,716","6,702","7,086","2,068","2,209","1,287","8,609","26,992","6,442","5,025"
2021년04월_여_연령구간인구수,"105,686","7,168","17,174","6,665","5,543","2,716","6,702","7,086","2,068","2,209","1,287","8,609","26,992","6,442","5,025"
2021년04월_여_0~9세,"8,887",474,"1,580",523,376,154,725,569,60,83,21,456,"3,161",437,268
2021년04월_여_10~19세,"10,650",626,"2,158",513,405,154,587,591,110,105,58,752,"3,729",447,415
2021년04월_여_20~29세,"13,172",620,"2,108",764,596,289,852,"1,305",141,157,75,"1,313","3,278",955,719
2021년04월_여_30~39세,"14,043",688,"2,375",838,613,271,"1,141","1,164",137,133,57,953,"4,200",896,577
2021년04월_여_40~49세,"16,791",969,"3,269",912,766,302,887,953,213,190,82,"1,303","5,395",852,698
2021년04월_여_50~59세,"16,821","1,167","2,545","1,221","1,068",478,942,920,385,385,203,"1,516","3,944","1,098",949
2021년04월_여_60~69세,"13,170","1,259","1,684","1,001",858,525,787,793,464,499,332,"1,338","1,899",964,767
2021년04월_여_70~79세,"7,038",756,873,538,477,312,457,468,293,341,210,600,822,488,403
2021년04월_여_80~89세,"4,366",532,509,289,313,194,272,274,229,261,212,336,484,260,201
2021년04월_여_90~99세,722,74,70,64,68,36,51,49,34,51,36,40,79,43,27
2021년04월_여_100세 이상,26,3,3,2,3,1,1,0,2,4,1,2,1,2,1
2021년05월_계_총인구수,"219,591","14,575","36,068","14,038","11,308","5,802","14,802","14,460","4,440","4,667","2,644","17,075","54,545","14,913","10,254"
2021년05월_계_연령구간인구수,"219,591","14,575","36,068","14,038","11,308","5,802","14,802","14,460","4,440","4,667","2,644","17,075","54,545","14,913","10,254"
2021년05월_계_0~9세,"18,358",934,"3,184","1,083",772,313,"1,518","1,182",140,156,53,948,"6,605",893,577
2021년05월_계_10~19세,"22,245","1,345","4,434","1,162",859,330,"1,239","1,182",267,220,123,"1,515","7,887",912,770
2021년05월_계_20~29세,"30,447","1,527","5,125","1,635","1,334",636,"2,197","2,613",375,391,173,"2,810","7,040","3,102","1,489"
2021년05월_계_30~39세,"30,395","1,458","5,031","1,853","1,240",680,"2,666","2,478",358,351,151,"2,179","8,132","2,469","1,349"
2021년05월_계_40~49세,"34,708","1,981","6,665","1,987","1,607",722,"2,068","2,088",487,491,236,"2,538","10,525","1,866","1,447"
2021년05월_계_50~59세,"35,168","2,443","5,517","2,565","2,168","1,086","2,073","1,957",841,855,424,"2,862","8,147","2,280","1,950"
2021년05월_계_60~69세,"27,282","2,539","3,592","2,165","1,811","1,102","1,660","1,616",988,"1,054",704,"2,521","3,950","1,970","1,610"
2021년05월_계_70~79세,"13,064","1,416","1,619","1,027",890,575,878,863,565,660,394,"1,121","1,425",923,708
2021년05월_계_80~89세,"6,944",828,810,476,529,312,433,416,371,422,339,520,735,436,317
2021년05월_계_90~99세,947,100,88,82,95,45,67,65,46,61,45,59,99,59,36
2021년05월_계_100세 이상,33,4,3,3,3,1,3,0,2,6,2,2,0,3,1
2021년05월_남_총인구수,"113,745","7,421","18,965","7,354","5,764","3,086","8,082","7,364","2,380","2,461","1,365","8,513","27,269","8,482","5,239"
2021년05월_남_연령구간인구수,"113,745","7,421","18,965","7,354","5,764","3,086","8,082","7,364","2,380","2,461","1,365","8,513","27,269","8,482","5,239"
2021년05월_남_0~9세,"9,490",464,"1,630",554,398,160,795,611,81,72,32,496,"3,416",467,314
2021년05월_남_10~19세,"11,598",721,"2,291",650,452,179,645,590,157,115,66,772,"4,126",475,359
2021년05월_남_20~29세,"17,249",915,"3,029",869,739,346,"1,343","1,302",235,233,103,"1,505","3,723","2,135",772
2021년05월_남_30~39세,"16,357",777,"2,676","1,012",639,406,"1,523","1,315",222,218,92,"1,236","3,894","1,571",776
2021년05월_남_40~49세,"17,949","1,017","3,416","1,079",846,422,"1,184","1,136",278,301,155,"1,249","5,083","1,025",758
2021년05월_남_50~59세,"18,319","1,286","2,970","1,342","1,096",614,"1,129","1,037",458,476,225,"1,357","4,150","1,184",995
2021년05월_남_60~69세,"13,983","1,257","1,883","1,155",947,571,866,821,525,557,367,"1,176","2,025",998,835
2021년05월_남_70~79세,"6,021",660,756,490,408,262,418,393,271,314,185,521,596,436,311
2021년05월_남_80~89세,"2,548",302,295,185,213,117,160,142,141,161,128,183,238,174,109
2021년05월_남_90~99세,224,22,19,17,26,9,17,17,12,12,11,18,18,16,10
2021년05월_남_100세 이상,7,0,0,1,0,0,2,0,0,2,1,0,0,1,0
2021년05월_여_총인구수,"105,846","7,154","17,103","6,684","5,544","2,716","6,720","7,096","2,060","2,206","1,279","8,562","27,276","6,431","5,015"
2021년05월_여_연령구간인구수,"105,846","7,154","17,103","6,684","5,544","2,716","6,720","7,096","2,060","2,206","1,279","8,562","27,276","6,431","5,015"
2021년05월_여_0~9세,"8,868",470,"1,554",529,374,153,723,571,59,84,21,452,"3,189",426,263
2021년05월_여_10~19세,"10,647",624,"2,143",512,407,151,594,592,110,105,57,743,"3,761",437,411
2021년05월_여_20~29세,"13,198",612,"2,096",766,595,290,854,"1,311",140,158,70,"1,305","3,317",967,717
2021년05월_여_30~39세,"14,038",681,"2,355",841,601,274,"1,143","1,163",136,133,59,943,"4,238",898,573
2021년05월_여_40~49세,"16,759",964,"3,249",908,761,300,884,952,209,190,81,"1,289","5,442",841,689
2021년05월_여_50~59세,"16,849","1,157","2,547","1,223","1,072",472,944,920,383,379,199,"1,505","3,997","1,096",955
2021년05월_여_60~69세,"13,299","1,282","1,709","1,010",864,531,794,795,463,497,337,"1,345","1,925",972,775
2021년05월_여_70~79세,"7,043",756,863,537,482,313,460,470,294,346,209,600,829,487,397
2021년05월_여_80~89세,"4,396",526,515,291,316,195,273,274,230,261,211,337,497,262,208
2021년05월_여_90~99세,723,78,69,65,69,36,50,48,34,49,34,41,81,43,26
2021년05월_여_100세 이상,26,4,3,2,3,1,1,0,2,4,1,2,0,2,1
2021년06월_계_총인구수,"220,904","14,548","36,089","14,084","11,315","6,374","15,306","14,459","4,416","4,674","2,634","17,067","54,715","14,916","10,307"
2021년06월_계_연령구간인구수,"220,904","14,548","36,089","14,084","11,315","6,374","15,306","14,459","4,416","4,674","2,634","17,067","54,715","14,916","10,307"
2021년06월_계_0~9세,"18,306",929,"3,164","1,076",767,310,"1,523","1,173",139,156,54,930,"6,604",902,579
2021년06월_계_10~19세,"23,149","1,331","4,432","1,164",855,826,"1,681","1,177",255,219,118,"1,511","7,897",911,772
2021년06월_계_20~29세,"30,553","1,516","5,125","1,632","1,333",712,"2,230","2,600",374,394,172,"2,811","7,034","3,103","1,517"
2021년06월_계_30~39세,"30,434","1,461","5,021","1,854","1,247",678,"2,669","2,486",354,352,150,"2,190","8,154","2,476","1,342"
2021년06월_계_40~49세,"34,742","1,976","6,659","1,980","1,614",717,"2,087","2,095",482,492,231,"2,543","10,565","1,850","1,451"
2021년06월_계_50~59세,"35,128","2,422","5,534","2,590","2,156","1,087","2,071","1,947",829,848,417,"2,849","8,148","2,272","1,958"
2021년06월_계_60~69세,"27,552","2,563","3,617","2,188","1,831","1,110","1,672","1,632",999,"1,058",706,"2,527","4,047","1,980","1,622"
2021년06월_계_70~79세,"13,088","1,417","1,629","1,030",888,575,874,862,564,662,398,"1,122","1,437",916,714
2021년06월_계_80~89세,"6,972",827,815,484,525,313,431,423,374,424,339,523,736,443,315
2021년06월_계_90~99세,947,102,90,83,96,45,65,63,44,63,47,60,93,60,36
2021년06월_계_100세 이상,33,4,3,3,3,1,3,1,2,6,2,1,0,3,1
2021년06월_남_총인구수,"114,471","7,400","18,966","7,370","5,763","3,437","8,365","7,354","2,365","2,472","1,365","8,503","27,357","8,487","5,267"
2021년06월_남_연령구간인구수,"114,471","7,400","18,966","7,370","5,763","3,437","8,365","7,354","2,365","2,472","1,365","8,503","27,357","8,487","5,267"
2021년06월_남_0~9세,"9,460",464,"1,614",541,394,157,800,603,80,74,33,486,"3,428",470,316
2021년06월_남_10~19세,"12,118",708,"2,293",653,454,478,885,593,152,114,64,769,"4,123",474,358
2021년06월_남_20~29세,"17,311",908,"3,037",866,732,398,"1,363","1,297",232,239,103,"1,503","3,718","2,137",778
2021년06월_남_30~39세,"16,377",778,"2,664","1,009",643,405,"1,525","1,317",219,219,93,"1,241","3,906","1,583",775
2021년06월_남_40~49세,"17,962","1,012","3,408","1,081",848,421,"1,193","1,136",275,300,151,"1,251","5,106","1,016",764
2021년06월_남_50~59세,"18,295","1,276","2,987","1,354","1,089",614,"1,135","1,030",452,476,220,"1,352","4,134","1,177",999
2021년06월_남_60~69세,"14,125","1,266","1,888","1,169",961,575,871,829,532,556,372,"1,180","2,084","1,000",842
2021년06월_남_70~79세,"6,042",662,761,492,406,264,415,393,269,316,188,519,607,436,314
2021년06월_남_80~89세,"2,553",304,295,186,210,116,159,141,143,164,129,184,235,176,111
2021년06월_남_90~99세,221,22,19,18,26,9,17,15,11,12,11,18,16,17,10
2021년06월_남_100세 이상,7,0,0,1,0,0,2,0,0,2,1,0,0,1,0
2021년06월_여_총인구수,"106,433","7,148","17,123","6,714","5,552","2,937","6,941","7,105","2,051","2,202","1,269","8,564","27,358","6,429","5,040"
2021년06월_여_연령구간인구수,"106,433","7,148","17,123","6,714","5,552","2,937","6,941","7,105","2,051","2,202","1,269","8,564","27,358","6,429","5,040"
2021년06월_여_0~9세,"8,846",465,"1,550",535,373,153,723,570,59,82,21,444,"3,176",432,263
2021년06월_여_10~19세,"11,031",623,"2,139",511,401,348,796,584,103,105,54,742,"3,774",437,414
2021년06월_여_20~29세,"13,242",608,"2,088",766,601,314,867,"1,303",142,155,69,"1,308","3,316",966,739
2021년06월_여_30~39세,"14,057",683,"2,357",845,604,273,"1,144","1,169",135,133,57,949,"4,248",893,567
2021년06월_여_40~49세,"16,780",964,"3,251",899,766,296,894,959,207,192,80,"1,292","5,459",834,687
2021년06월_여_50~59세,"16,833","1,146","2,547","1,236","1,067",473,936,917,377,372,197,"1,497","4,014","1,095",959
2021년06월_여_60~69세,"13,427","1,297","1,729","1,019",870,535,801,803,467,502,334,"1,347","1,963",980,780
2021년06월_여_70~79세,"7,046",755,868,538,482,311,459,469,295,346,210,603,830,480,400
2021년06월_여_80~89세,"4,419",523,520,298,315,197,272,282,231,260,210,339,501,267,204
2021년06월_여_90~99세,726,80,71,65,70,36,48,48,33,51,36,42,77,43,26
2021년06월_여_100세 이상,26,4,3,2,3,1,1,1,2,4,1,1,0,2,1
2021년07월_계_총인구수,"221,697","14,569","36,097","14,052","11,328","6,405","15,493","14,419","4,422","4,687","2,628","17,017","55,355","14,977","10,248"
2021년07월_계_연령구간인구수,"221,697","14,569","36,097","14,052","11,328","6,405","15,493","14,419","4,422","4,687","2,628","17,017","55,355","14,977","10,248"
2021년07월_계_0~9세,"18,265",925,"3,131","1,066",771,310,"1,523","1,146",137,157,53,908,"6,664",911,563
2021년07월_계_10~19세,"23,347","1,331","4,424","1,149",866,848,"1,800","1,174",261,219,115,"1,517","7,973",909,761
2021년07월_계_20~29세,"30,738","1,530","5,165","1,633","1,319",728,"2,260","2,584",370,394,174,"2,795","7,113","3,153","1,520"
2021년07월_계_30~39세,"30,508","1,453","5,015","1,844","1,245",675,"2,680","2,481",355,356,152,"2,174","8,297","2,462","1,319"
2021년07월_계_40~49세,"34,765","1,970","6,624","1,953","1,622",709,"2,093","2,096",483,491,222,"2,538","10,675","1,844","1,445"
2021년07월_계_50~59세,"35,186","2,427","5,559","2,601","2,148","1,085","2,073","1,930",824,845,423,"2,827","8,228","2,264","1,952"
2021년07월_계_60~69세,"27,776","2,584","3,630","2,202","1,840","1,112","1,689","1,649","1,008","1,068",698,"2,541","4,125","2,006","1,624"
2021년07월_계_70~79세,"13,126","1,407","1,638","1,037",888,578,875,863,563,659,401,"1,138","1,448",919,712
2021년07월_계_80~89세,"7,004",835,816,480,531,314,433,432,374,428,340,518,742,446,315
2021년07월_계_90~99세,950,104,92,84,95,45,64,63,45,64,48,60,90,60,36
2021년07월_계_100세 이상,32,3,3,3,3,1,3,1,2,6,2,1,0,3,1
2021년07월_남_총인구수,"114,913","7,412","18,991","7,352","5,769","3,458","8,454","7,346","2,366","2,483","1,362","8,473","27,666","8,544","5,237"
2021년07월_남_연령구간인구수,"114,913","7,412","18,991","7,352","5,769","3,458","8,454","7,346","2,366","2,483","1,362","8,473","27,666","8,544","5,237"
2021년07월_남_0~9세,"9,431",465,"1,598",536,398,158,796,587,79,74,32,474,"3,455",475,304
2021년07월_남_10~19세,"12,221",709,"2,287",645,460,495,941,596,154,112,61,774,"4,155",476,356
2021년07월_남_20~29세,"17,427",903,"3,064",863,726,406,"1,380","1,295",230,241,103,"1,494","3,760","2,185",777
2021년07월_남_30~39세,"16,425",774,"2,670","1,001",641,402,"1,534","1,319",217,221,94,"1,237","3,972","1,578",765
2021년07월_남_40~49세,"17,976","1,020","3,394","1,072",848,415,"1,189","1,137",275,299,145,"1,248","5,161","1,009",764
2021년07월_남_50~59세,"18,328","1,278","3,008","1,357","1,090",616,"1,131","1,016",451,479,226,"1,339","4,170","1,176",991
2021년07월_남_60~69세,"14,244","1,277","1,893","1,174",961,578,886,839,535,566,369,"1,183","2,127","1,012",844
2021년07월_남_70~79세,"6,055",651,760,499,404,264,418,395,270,312,191,527,612,436,316
2021년07월_남_80~89세,"2,576",312,298,187,215,115,160,146,143,164,129,180,238,179,110
2021년07월_남_90~99세,223,23,19,17,26,9,17,16,12,13,11,17,16,17,10
2021년07월_남_100세 이상,7,0,0,1,0,0,2,0,0,2,1,0,0,1,0
2021년07월_여_총인구수,"106,784","7,157","17,106","6,700","5,559","2,947","7,039","7,073","2,056","2,204","1,266","8,544","27,689","6,433","5,011"
2021년07월_여_연령구간인구수,"106,784","7,157","17,106","6,700","5,559","2,947","7,039","7,073","2,056","2,204","1,266","8,544","27,689","6,433","5,011"
2021년07월_여_0~9세,"8,834",460,"1,533",530,373,152,727,559,58,83,21,434,"3,209",436,259
2021년07월_여_10~19세,"11,126",622,"2,137",504,406,353,859,578,107,107,54,743,"3,818",433,405
2021년07월_여_20~29세,"13,311",627,"2,101",770,593,322,880,"1,289",140,153,71,"1,301","3,353",968,743
2021년07월_여_30~39세,"14,083",679,"2,345",843,604,273,"1,146","1,162",138,135,58,937,"4,325",884,554
2021년07월_여_40~49세,"16,789",950,"3,230",881,774,294,904,959,208,192,77,"1,290","5,514",835,681
2021년07월_여_50~59세,"16,858","1,149","2,551","1,244","1,058",469,942,914,373,366,197,"1,488","4,058","1,088",961
2021년07월_여_60~69세,"13,532","1,307","1,737","1,028",879,534,803,810,473,502,329,"1,358","1,998",994,780
2021년07월_여_70~79세,"7,071",756,878,538,484,314,457,468,293,347,210,611,836,483,396
2021년07월_여_80~89세,"4,428",523,518,293,316,199,273,286,231,264,211,338,504,267,205
2021년07월_여_90~99세,727,81,73,67,69,36,47,47,33,51,37,43,74,43,26
2021년07월_여_100세 이상,25,3,3,2,3,1,1,1,2,4,1,1,0,2,1
2021년08월_계_총인구수,"222,883","14,574","36,045","14,066","11,326","6,538","15,800","14,462","4,402","4,691","2,627","17,003","56,188","14,961","10,200"
2021년08월_계_연령구간인구수,"222,883","14,574","36,045","14,066","11,326","6,538","15,800","14,462","4,402","4,691","2,627","17,003","56,188","14,961","10,200"
2021년08월_계_0~9세,"18,212",917,"3,068","1,058",752,305,"1,542","1,145",129,157,54,892,"6,743",898,552
2021년08월_계_10~19세,"23,592","1,326","4,424","1,144",859,931,"1,940","1,173",259,217,118,"1,514","8,024",904,759
2021년08월_계_20~29세,"31,094","1,531","5,192","1,646","1,330",768,"2,338","2,606",377,395,171,"2,788","7,268","3,175","1,509"
2021년08월_계_30~39세,"30,665","1,452","4,989","1,833","1,252",678,"2,710","2,485",342,350,150,"2,199","8,493","2,434","1,298"
2021년08월_계_40~49세,"34,805","1,972","6,616","1,955","1,603",705,"2,098","2,106",479,488,223,"2,503","10,766","1,855","1,436"
2021년08월_계_50~59세,"35,321","2,417","5,561","2,602","2,147","1,092","2,087","1,920",820,846,422,"2,840","8,361","2,255","1,951"
2021년08월_계_60~69세,"28,033","2,606","3,658","2,222","1,860","1,113","1,697","1,666","1,009","1,080",696,"2,543","4,238","2,016","1,629"
2021년08월_계_70~79세,"13,140","1,402","1,635","1,031",889,586,880,855,568,656,406,"1,144","1,459",914,715
2021년08월_계_80~89세,"7,030",841,809,488,535,316,439,442,371,430,337,516,744,447,315
2021년08월_계_90~99세,959,107,91,84,96,43,66,63,46,65,48,63,92,60,35
2021년08월_계_100세 이상,32,3,2,3,3,1,3,1,2,7,2,1,0,3,1
2021년08월_남_총인구수,"115,596","7,413","18,986","7,360","5,766","3,560","8,640","7,380","2,352","2,490","1,366","8,490","28,040","8,550","5,203"
2021년08월_남_연령구간인구수,"115,596","7,413","18,986","7,360","5,766","3,560","8,640","7,380","2,352","2,490","1,366","8,490","28,040","8,550","5,203"
2021년08월_남_0~9세,"9,393",464,"1,568",530,388,158,806,585,75,75,33,463,"3,483",474,291
2021년08월_남_10~19세,"12,379",705,"2,281",644,455,559,"1,029",600,154,110,64,769,"4,177",473,359
2021년08월_남_20~29세,"17,645",900,"3,106",865,734,437,"1,421","1,306",233,243,102,"1,505","3,814","2,212",767
2021년08월_남_30~39세,"16,505",776,"2,656",994,639,401,"1,547","1,325",206,218,95,"1,257","4,084","1,557",750
2021년08월_남_40~49세,"18,018","1,018","3,386","1,076",845,412,"1,207","1,148",273,298,143,"1,231","5,203","1,016",762
2021년08월_남_50~59세,"18,405","1,269","3,008","1,360","1,087",628,"1,140","1,011",449,483,226,"1,358","4,226","1,171",989
2021년08월_남_60~69세,"14,383","1,290","1,915","1,184",973,577,890,848,536,572,369,"1,178","2,185","1,020",846
2021년08월_남_70~79세,"6,054",657,751,497,402,266,421,392,271,313,193,532,613,429,317
2021년08월_남_80~89세,"2,581",310,296,192,217,114,160,149,143,161,129,179,239,179,113
2021년08월_남_90~99세,226,24,19,17,26,8,17,16,12,15,11,18,16,18,9
2021년08월_남_100세 이상,7,0,0,1,0,0,2,0,0,2,1,0,0,1,0
2021년08월_여_총인구수,"107,287","7,161","17,059","6,706","5,560","2,978","7,160","7,082","2,050","2,201","1,261","8,513","28,148","6,411","4,997"
2021년08월_여_연령구간인구수,"107,287","7,161","17,059","6,706","5,560","2,978","7,160","7,082","2,050","2,201","1,261","8,513","28,148","6,411","4,997"
2021년08월_여_0~9세,"8,819",453,"1,500",528,364,147,736,560,54,82,21,429,"3,260",424,261
2021년08월_여_10~19세,"11,213",621,"2,143",500,404,372,911,573,105,107,54,745,"3,847",431,400
2021년08월_여_20~29세,"13,449",631,"2,086",781,596,331,917,"1,300",144,152,69,"1,283","3,454",963,742
2021년08월_여_30~39세,"14,160",676,"2,333",839,613,277,"1,163","1,160",136,132,55,942,"4,409",877,548
2021년08월_여_40~49세,"16,787",954,"3,230",879,758,293,891,958,206,190,80,"1,272","5,563",839,674
2021년08월_여_50~59세,"16,916","1,148","2,553","1,242","1,060",464,947,909,371,363,196,"1,482","4,135","1,084",962
2021년08월_여_60~69세,"13,650","1,316","1,743","1,038",887,536,807,818,473,508,327,"1,365","2,053",996,783
2021년08월_여_70~79세,"7,086",745,884,534,487,320,459,463,297,343,213,612,846,485,398
2021년08월_여_80~89세,"4,449",531,513,296,318,202,279,293,228,269,208,337,505,268,202
2021년08월_여_90~99세,733,83,72,67,70,35,49,47,34,50,37,45,76,42,26
2021년08월_여_100세 이상,25,3,2,2,3,1,1,1,2,5,1,1,0,2,1
2021년09월_계_총인구수,"223,482","14,576","36,018","13,989","11,352","6,459","15,810","14,504","4,371","4,698","2,644","16,952","56,933","14,983","10,193"
2021년09월_계_연령구간인구수,"223,482","14,576","36,018","13,989","11,352","6,459","15,810","14,504","4,371","4,698","2,644","16,952","56,933","14,983","10,193"
