카테고리,부산광역시 중구,부산광역시 중구 중앙동,부산광역시 중구 동광동,부산광역시 중구 대청동,부산광역시 중구 보수동,부산광역시 중구 부평동,부산광역시 중구 광복동,부산광역시 중구 남포동,부산광역시 중구 영주제1동,부산광역시 중구 영주제2동
2021년07월_계_연령구간인구수,"40,666","2,669","2,725","6,344","10,634","4,537",995,944,"4,687","7,131"
2021년07월_계_0~9세,"1,197",28,70,181,350,102,19,15,170,262
2021년07월_계_10~19세,"1,949",71,101,368,551,197,34,31,189,407
2021년07월_계_20~29세,"5,736",717,306,923,"1,518",557,101,59,810,745
2021년07월_계_30~39세,"4,484",515,232,660,"1,123",476,98,79,665,636
2021년07월_계_40~49세,"5,212",317,320,866,"1,405",547,106,96,655,900
2021년07월_계_50~59세,"6,823",361,486,"1,064","1,803",768,180,203,690,"1,268"
2021년07월_계_60~69세,"7,872",371,563,"1,157","2,035","1,009",246,265,779,"1,447"
2021년07월_계_70~79세,"4,950",191,421,763,"1,230",591,129,143,482,"1,000"
2021년07월_계_80~89세,"2,099",81,192,294,545,244,65,45,219,414
2021년07월_계_90~99세,326,16,33,65,71,42,13,7,28,51
2021년07월_계_100세 이상,18,1,1,3,3,4,4,1,0,1
2021년07월_남_총인구수,"19,862","1,278","1,385","2,975","5,159","2,141",513,534,"2,413","3,464"
2021년07월_남_연령구간인구수,"19,862","1,278","1,385","2,975","5,159","2,141",513,534,"2,413","3,464"
2021년07월_남_0~9세,628,16,33,95,174,59,12,9,93,137
2021년07월_남_10~19세,971,39,48,168,278,104,17,15,93,209
2021년07월_남_20~29세,"2,809",283,165,445,750,273,55,34,406,398
2021년07월_남_30~39세,"2,440",245,132,344,607,263,56,45,394,354
2021년07월_남_40~49세,"2,868",175,189,461,771,291,52,62,389,478
2021년07월_남_50~59세,"3,441",194,249,500,892,374,98,136,365,633
2021년07월_남_60~69세,"3,724",196,282,546,942,436,132,149,374,667
2021년07월_남_70~79세,"2,140",95,201,298,519,258,61,70,220,418
2021년07월_남_80~89세,759,34,79,107,204,76,23,10,71,155
2021년07월_남_90~99세,78,1,7,10,21,7,5,4,8,15
2021년07월_남_100세 이상,4,0,0,1,1,0,2,0,0,0
2021년07월_여_총인구수,"20,804","1,391","1,340","3,369","5,475","2,396",482,410,"2,274","3,667"
2021년07월_여_연령구간인구수,"20,804","1,391","1,340","3,369","5,475","2,396",482,410,"2,274","3,667"
2021년07월_여_0~9세,569,12,37,86,176,43,7,6,77,125
2021년07월_여_10~19세,978,32,53,200,273,93,17,16,96,198
2021년07월_여_20~29세,"2,927",434,141,478,768,284,46,25,404,347
2021년07월_여_30~39세,"2,044",270,100,316,516,213,42,34,271,282
2021년07월_여_40~49세,"2,344",142,131,405,634,256,54,34,266,422
2021년07월_여_50~59세,"3,382",167,237,564,911,394,82,67,325,635
2021년07월_여_60~69세,"4,148",175,281,611,"1,093",573,114,116,405,780
2021년07월_여_70~79세,"2,810",96,220,465,711,333,68,73,262,582
2021년07월_여_80~89세,"1,340",47,113,187,341,168,42,35,148,259
2021년07월_여_90~99세,248,15,26,55,50,35,8,3,20,36
2021년07월_여_100세 이상,14,1,1,2,2,4,2,1,0,1
2021년08월_계_총인구수,"40,713","2,787","2,718","6,327","10,610","4,534",986,935,"4,701","7,115"
2021년08월_계_연령구간인구수,"40,713","2,787","2,718","6,327","10,610","4,534",986,935,"4,701","7,115"
2021년08월_계_0~9세,"1,184",28,68,181,349,97,20,14,168,259
2021년08월_계_10~19세,"1,929",69,97,365,543,197,35,30,190,403
2021년08월_계_20~29세,"5,792",767,314,919,"1,513",558,96,60,826,739
2021년08월_계_30~39세,"4,504",559,224,656,"1,125",473,96,74,665,632
2021년08월_계_40~49세,"5,214",330,322,863,"1,399",545,105,98,652,900
2021년08월_계_50~59세,"6,813",368,483,"1,057","1,800",768,180,200,687,"1,270"
2021년08월_계_60~69세,"7,878",373,565,"1,162","2,028","1,012",243,266,780,"1,449"
2021년08월_계_70~79세,"4,942",190,420,760,"1,230",594,131,140,485,992
2021년08월_계_80~89세,"2,113",86,191,297,548,244,64,44,219,420
2021년08월_계_90~99세,326,16,33,64,71,42,13,8,29,50
2021년08월_계_100세 이상,18,1,1,3,4,4,3,1,0,1
2021년08월_남_총인구수,"19,862","1,337","1,379","2,968","5,152","2,139",503,532,"2,405","3,447"
2021년08월_남_연령구간인구수,"19,862","1,337","1,379","2,968","5,152","2,139",503,532,"2,405","3,447"
2021년08월_남_0~9세,624,15,32,96,176,58,12,9,90,136
2021년08월_남_10~19세,959,40,46,166,274,102,17,15,93,206
2021년08월_남_20~29세,"2,831",303,168,438,757,275,52,35,410,393
2021년08월_남_30~39세,"2,449",268,128,349,598,264,54,43,392,353
2021년08월_남_40~49세,"2,861",183,190,458,770,289,52,61,383,475
2021년08월_남_50~59세,"3,441",199,246,498,897,373,97,134,362,635
2021년08월_남_60~69세,"3,717",197,283,547,934,436,129,152,378,661
2021년08월_남_70~79세,"2,134",93,200,296,519,260,63,68,218,417
2021년08월_남_80~89세,765,38,79,109,205,76,21,11,70,156
2021년08월_남_90~99세,78,1,7,10,21,6,5,4,9,15
2021년08월_남_100세 이상,3,0,0,1,1,0,1,0,0,0
2021년08월_여_총인구수,"20,851","1,450","1,339","3,359","5,458","2,395",483,403,"2,296","3,668"
2021년08월_여_연령구간인구수,"20,851","1,450","1,339","3,359","5,458","2,395",483,403,"2,296","3,668"
2021년08월_여_0~9세,560,13,36,85,173,39,8,5,78,123
2021년08월_여_10~19세,970,29,51,199,269,95,18,15,97,197
2021년08월_여_20~29세,"2,961",464,146,481,756,283,44,25,416,346
2021년08월_여_30~39세,"2,055",291,96,307,527,209,42,31,273,279
2021년08월_여_40~49세,"2,353",147,132,405,629,256,53,37,269,425
2021년08월_여_50~59세,"3,372",169,237,559,903,395,83,66,325,635
2021년08월_여_60~69세,"4,161",176,282,615,"1,094",576,114,114,402,788
2021년08월_여_70~79세,"2,808",97,220,464,711,334,68,72,267,575
2021년08월_여_80~89세,"1,348",48,112,188,343,168,43,33,149,264
2021년08월_여_90~99세,248,15,26,54,50,36,8,4,20,35
2021년08월_여_100세 이상,15,1,1,2,3,4,2,1,0,1
2021년09월_계_총인구수,"40,708","2,822","2,697","6,313","10,599","4,546",974,933,"4,717","7,107"
2021년09월_계_연령구간인구수,"40,708","2,822","2,697","6,313","10,599","4,546",974,933,"4,717","7,107"
2021년09월_계_0~9세,"1,180",28,67,177,344,104,20,14,170,256
2021년09월_계_10~19세,"1,911",66,93,361,540,195,34,30,191,401
2021년09월_계_20~29세,"5,832",791,305,926,"1,522",561,93,61,833,740
2021년09월_계_30~39세,"4,523",569,228,662,"1,128",474,98,72,664,628
2021년09월_계_40~49세,"5,176",336,311,850,"1,396",546,100,98,648,891
2021년09월_계_50~59세,"6,800",367,480,"1,051","1,786",771,176,196,694,"1,279"
2021년09월_계_60~69세,"7,877",373,561,"1,163","2,033","1,009",245,265,784,"1,444"
2021년09월_계_70~79세,"4,943",188,425,758,"1,222",601,127,142,489,991
2021년09월_계_80~89세,"2,126",87,193,297,553,242,65,46,216,427
2021년09월_계_90~99세,322,17,33,65,70,40,13,7,28,49
2021년09월_계_100세 이상,18,0,1,3,5,3,3,2,0,1
2021년09월_남_총인구수,"19,863","1,349","1,368","2,963","5,139","2,151",495,532,"2,419","3,447"
2021년09월_남_연령구간인구수,"19,863","1,349","1,368","2,963","5,139","2,151",495,532,"2,419","3,447"
2021년09월_남_0~9세,621,14,31,95,174,61,12,9,91,134
2021년09월_남_10~19세,948,39,44,164,270,100,16,15,95,205
2021년09월_남_20~29세,"2,833",305,164,442,758,274,51,36,410,393
2021년09월_남_30~39세,"2,464",276,132,351,596,263,54,44,397,351
2021년09월_남_40~49세,"2,837",188,181,447,764,292,49,59,382,475
2021년09월_남_50~59세,"3,451",198,247,500,894,380,95,133,363,641
2021년09월_남_60~69세,"3,729",196,282,550,937,437,129,152,386,660
2021년09월_남_70~79세,"2,129",92,201,294,520,261,60,69,216,416
2021년09월_남_80~89세,770,40,80,107,204,77,23,11,71,157
2021년09월_남_90~99세,78,1,6,12,21,6,5,4,8,15
2021년09월_남_100세 이상,3,0,0,1,1,0,1,0,0,0
2021년09월_여_총인구수,"20,845","1,473","1,329","3,350","5,460","2,395",479,401,"2,298","3,660"
2021년09월_여_연령구간인구수,"20,845","1,473","1,329","3,350","5,460","2,395",479,401,"2,298","3,660"
2021년09월_여_0~9세,559,14,36,82,170,43,8,5,79,122
2021년09월_여_10~19세,963,27,49,197,270,95,18,15,96,196
2021년09월_여_20~29세,"2,999",486,141,484,764,287,42,25,423,347
2021년09월_여_30~39세,"2,059",293,96,311,532,211,44,28,267,277
2021년09월_여_40~49세,"2,339",148,130,403,632,254,51,39,266,416
2021년09월_여_50~59세,"3,349",169,233,551,892,391,81,63,331,638
2021년09월_여_60~69세,"4,148",177,279,613,"1,096",572,116,113,398,784
2021년09월_여_70~79세,"2,814",96,224,464,702,340,67,73,273,575
2021년09월_여_80~89세,"1,356",47,113,190,349,165,42,35,145,270
2021년09월_여_90~99세,244,16,27,53,49,34,8,3,20,34
2021년09월_여_100세 이상,15,0,1,2,4,3,2,2,0,1
2021년10월_계_총인구수,"40,676","2,865","2,684","6,298","10,594","4,538",973,926,"4,706","7,092"
2021년10월_계_연령구간인구수,"40,676","2,865","2,684","6,298","10,594","4,538",973,926,"4,706","7,092"
2021년10월_계_0~9세,"1,161",28,68,184,338,101,19,13,162,248
2021년10월_계_10~19세,"1,894",64,93,350,537,190,37,30,191,402
2021년10월_계_20~29세,"5,858",810,298,937,"1,522",560,95,58,844,734
2021년10월_계_30~39세,"4,495",586,230,653,"1,128",461,95,71,655,616
2021년10월_계_40~49세,"5,165",344,311,853,"1,386",551,99,95,638,888
2021년10월_계_50~59세,"6,773",367,472,"1,030","1,792",770,175,199,694,"1,274"
2021년10월_계_60~69세,"7,894",376,559,"1,173","2,039","1,014",244,263,778,"1,448"
2021년10월_계_70~79세,"4,953",190,428,750,"1,215",604,128,142,501,995
2021년10월_계_80~89세,"2,145",84,190,301,563,247,65,46,215,434
2021년10월_계_90~99세,322,16,34,65,70,37,13,7,28,52
2021년10월_계_100세 이상,16,0,1,2,4,3,3,2,0,1
2021년10월_남_총인구수,"19,838","1,374","1,364","2,947","5,133","2,147",494,534,"2,409","3,436"
2021년10월_남_연령구간인구수,"19,838","1,374","1,364","2,947","5,133","2,147",494,534,"2,409","3,436"
2021년10월_남_0~9세,610,14,31,100,169,59,12,9,87,129
2021년10월_남_10~19세,947,38,45,157,273,102,17,15,94,206
2021년10월_남_20~29세,"2,846",313,162,445,762,267,52,36,419,390
2021년10월_남_30~39세,"2,441",284,132,346,593,257,53,45,388,343
2021년10월_남_40~49세,"2,834",195,180,448,757,298,50,58,377,471
2021년10월_남_50~59세,"3,438",199,243,494,895,376,92,135,362,642
2021년10월_남_60~69세,"3,739",198,282,551,943,439,129,151,384,662
2021년10월_남_70~79세,"2,129",94,203,289,514,264,59,70,221,415
2021년10월_남_80~89세,773,38,78,105,205,80,24,11,69,163
2021년10월_남_90~99세,79,1,8,12,21,5,5,4,8,15
2021년10월_남_100세 이상,2,0,0,0,1,0,1,0,0,0
2021년10월_여_총인구수,"20,838","1,491","1,320","3,351","5,461","2,391",479,392,"2,297","3,656"
2021년10월_여_연령구간인구수,"20,838","1,491","1,320","3,351","5,461","2,391",479,392,"2,297","3,656"
2021년10월_여_0~9세,551,14,37,84,169,42,7,4,75,119
2021년10월_여_10~19세,947,26,48,193,264,88,20,15,97,196
2021년10월_여_20~29세,"3,012",497,136,492,760,293,43,22,425,344
2021년10월_여_30~39세,"2,054",302,98,307,535,204,42,26,267,273
2021년10월_여_40~49세,"2,331",149,131,405,629,253,49,37,261,417
2021년10월_여_50~59세,"3,335",168,229,536,897,394,83,64,332,632
2021년10월_여_60~69세,"4,155",178,277,622,"1,096",575,115,112,394,786
2021년10월_여_70~79세,"2,824",96,225,461,701,340,69,72,280,580
2021년10월_여_80~89세,"1,372",46,112,196,358,167,41,35,146,271
2021년10월_여_90~99세,243,15,26,53,49,32,8,3,20,37
2021년10월_여_100세 이상,14,0,1,2,3,3,2,2,0,1
2021년11월_계_총인구수,"40,556","2,865","2,684","6,264","10,555","4,526",974,921,"4,706","7,061"
2021년11월_계_연령구간인구수,"40,556","2,865","2,684","6,264","10,555","4,526",974,921,"4,706","7,061"
2021년11월_계_0~9세,"1,139",30,70,182,332,94,20,10,161,240
2021년11월_계_10~19세,"1,873",62,90,353,528,186,37,30,190,397
2021년11월_계_20~29세,"5,830",815,290,923,"1,524",550,94,54,845,735
2021년11월_계_30~39세,"4,471",592,234,641,"1,119",460,93,70,654,608
2021년11월_계_40~49세,"5,128",339,313,846,"1,372",548,99,94,633,884
2021년11월_계_50~59세,"6,766",366,477,"1,022","1,794",770,175,195,696,"1,271"
2021년11월_계_60~69세,"7,897",371,560,"1,180","2,034","1,014",244,270,779,"1,445"
2021년11월_계_70~79세,"4,969",188,428,752,"1,216",612,130,143,504,996
2021년11월_계_80~89세,"2,151",85,189,297,566,253,66,46,213,436
2021년11월_계_90~99세,321,17,33,66,68,36,13,8,31,49
2021년11월_계_100세 이상,11,0,0,2,2,3,3,1,0,0
2021년11월_남_총인구수,"19,777","1,376","1,363","2,934","5,110","2,140",497,532,"2,405","3,420"
2021년11월_남_연령구간인구수,"19,777","1,376","1,363","2,934","5,110","2,140",497,532,"2,405","3,420"
2021년11월_남_0~9세,596,15,33,96,166,53,12,7,87,127
2021년11월_남_10~19세,939,36,42,161,271,102,17,15,95,200
2021년11월_남_20~29세,"2,838",318,159,443,760,260,53,33,417,395
2021년11월_남_30~39세,"2,426",287,132,341,587,258,51,44,389,337
2021년11월_남_40~49세,"2,808",193,178,443,747,296,50,57,372,472
2021년11월_남_50~59세,"3,429",197,247,485,898,375,93,133,364,637
2021년11월_남_60~69세,"3,759",197,283,560,944,443,130,157,382,663
2021년11월_남_70~79세,"2,133",92,204,290,514,268,60,70,222,413
2021년11월_남_80~89세,769,39,77,103,204,80,25,12,67,162
2021년11월_남_90~99세,79,2,8,12,19,5,5,4,10,14
2021년11월_남_100세 이상,1,0,0,0,0,0,1,0,0,0
2021년11월_여_총인구수,"20,779","1,489","1,321","3,330","5,445","2,386",477,389,"2,301","3,641"
2021년11월_여_연령구간인구수,"20,779","1,489","1,321","3,330","5,445","2,386",477,389,"2,301","3,641"
2021년11월_여_0~9세,543,15,37,86,166,41,8,3,74,113
2021년11월_여_10~19세,934,26,48,192,257,84,20,15,95,197
2021년11월_여_20~29세,"2,992",497,131,480,764,290,41,21,428,340
2021년11월_여_30~39세,"2,045",305,102,300,532,202,42,26,265,271
2021년11월_여_40~49세,"2,320",146,135,403,625,252,49,37,261,412
2021년11월_여_50~59세,"3,337",169,230,537,896,395,82,62,332,634
2021년11월_여_60~69세,"4,138",174,277,620,"1,090",571,114,113,397,782
2021년11월_여_70~79세,"2,836",96,224,462,702,344,70,73,282,583
2021년11월_여_80~89세,"1,382",46,112,194,362,173,41,34,146,274
2021년11월_여_90~99세,242,15,25,54,49,31,8,4,21,35
2021년11월_여_100세 이상,10,0,0,2,2,3,2,1,0,0
2021년12월_계_총인구수,"40,524","2,937","2,675","6,252","10,521","4,511",974,915,"4,693","7,046"
2021년12월_계_연령구간인구수,"40,524","2,937","2,675","6,252","10,521","4,511",974,915,"4,693","7,046"
2021년12월_계_0~9세,"1,117",32,69,181,322,92,23,9,156,233
2021년12월_계_10~19세,"1,872",64,90,355,520,186,38,27,191,401
2021년12월_계_20~29세,"5,839",840,291,926,"1,510",553,92,55,836,736
2021년12월_계_30~39세,"4,477",632,231,637,"1,110",458,91,65,650,603
2021년12월_계_40~49세,"5,118",340,311,841,"1,378",546,103,95,630,874
2021년12월_계_50~59세,"6,722",365,469,"1,011","1,778",764,172,200,698,"1,265"
2021년12월_계_60~69세,"7,918",378,562,"1,189","2,043","1,005",248,269,779,"1,445"
2021년12월_계_70~79세,"4,962",182,429,749,"1,215",612,125,142,508,"1,000"
2021년12월_계_80~89세,"2,169",86,191,294,573,256,67,45,216,441
2021년12월_계_90~99세,323,18,32,68,70,37,14,7,29,48
2021년12월_계_100세 이상,7,0,0,1,2,2,1,1,0,0
2021년12월_남_총인구수,"19,755","1,405","1,361","2,926","5,084","2,144",496,529,"2,403","3,407"
2021년12월_남_연령구간인구수,"19,755","1,405","1,361","2,926","5,084","2,144",496,529,"2,403","3,407"
2021년12월_남_0~9세,590,16,33,95,163,52,15,6,84,126
2021년12월_남_10~19세,937,37,41,162,266,102,16,13,98,202
2021년12월_남_20~29세,"2,836",327,158,444,744,266,53,32,416,396
2021년12월_남_30~39세,"2,411",305,131,336,576,258,48,40,382,335
2021년12월_남_40~49세,"2,808",194,178,439,751,299,53,57,372,465
2021년12월_남_50~59세,"3,417",197,246,483,889,372,92,138,368,632
2021년12월_남_60~69세,"3,770",201,283,562,952,443,130,158,383,658
2021년12월_남_70~79세,"2,129",88,205,290,516,265,57,70,222,416
2021년12월_남_80~89세,777,38,78,102,208,82,26,11,69,163
2021년12월_남_90~99세,80,2,8,13,19,5,6,4,9,14
2021년12월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"20,769","1,532","1,314","3,326","5,437","2,367",478,386,"2,290","3,639"
2021년12월_여_연령구간인구수,"20,769","1,532","1,314","3,326","5,437","2,367",478,386,"2,290","3,639"
2021년12월_여_0~9세,527,16,36,86,159,40,8,3,72,107
2021년12월_여_10~19세,935,27,49,193,254,84,22,14,93,199
2021년12월_여_20~29세,"3,003",513,133,482,766,287,39,23,420,340
2021년12월_여_30~39세,"2,066",327,100,301,534,200,43,25,268,268
2021년12월_여_40~49세,"2,310",146,133,402,627,247,50,38,258,409
2021년12월_여_50~59세,"3,305",168,223,528,889,392,80,62,330,633
2021년12월_여_60~69세,"4,148",177,279,627,"1,091",562,118,111,396,787
2021년12월_여_70~79세,"2,833",94,224,459,699,347,68,72,286,584
2021년12월_여_80~89세,"1,392",48,113,192,365,174,41,34,147,278
2021년12월_여_90~99세,243,16,24,55,51,32,8,3,20,34
2021년12월_여_100세 이상,7,0,0,1,2,2,1,1,0,0
