카테고리,대전광역시 대덕구,대전광역시 대덕구 오정동,대전광역시 대덕구 대화동,대전광역시 대덕구 회덕동,대전광역시 대덕구 비래동,대전광역시 대덕구 송촌동,대전광역시 대덕구 중리동,대전광역시 대덕구 신탄진동,대전광역시 대덕구 석봉동,대전광역시 대덕구 덕암동,대전광역시 대덕구 목상동,대전광역시 대덕구 법1동,대전광역시 대덕구 법2동
2021년01월_여_60~69세,"12,526","1,258",619,"1,149","1,304","1,294","1,495",926,819,909,360,"1,064","1,329"
2021년01월_여_70~79세,"6,627",666,368,636,664,636,770,543,339,533,165,646,661
2021년01월_여_80~89세,"3,443",281,160,375,310,369,336,287,221,283,90,360,371
2021년01월_여_90~99세,554,66,45,46,40,57,52,48,35,44,20,35,66
2021년01월_여_100세 이상,31,3,2,3,5,4,1,8,1,2,1,1,0
2021년02월_계_총인구수,"175,988","14,608","7,142","12,670","16,532","27,763","19,588","11,034","16,505","13,754","6,672","13,282","16,438"
2021년02월_계_연령구간인구수,"175,988","14,608","7,142","12,670","16,532","27,763","19,588","11,034","16,505","13,754","6,672","13,282","16,438"
2021년02월_계_0~9세,"11,126",640,311,679,942,"2,024",976,496,"2,028",773,461,847,949
2021년02월_계_10~19세,"16,497",990,485,"1,007","1,683","3,855","1,580",888,"1,486","1,240",609,"1,065","1,609"
2021년02월_계_20~29세,"24,388","2,264",789,"1,446","2,297","4,058","2,986","1,493","1,987","2,087","1,029","1,736","2,216"
2021년02월_계_30~39세,"20,002","1,543",840,"1,247","1,602","2,705","2,236","1,087","2,906","1,634","1,014","1,628","1,560"
2021년02월_계_40~49세,"27,130","1,963","1,093","1,778","2,592","5,031","3,059","1,529","2,697","2,103","1,191","1,765","2,329"
2021년02월_계_50~59세,"33,551","2,774","1,344","2,375","3,165","5,629","3,707","2,180","2,637","2,631","1,162","2,621","3,326"
2021년02월_계_60~69세,"25,054","2,595","1,313","2,286","2,463","2,660","2,990","1,827","1,719","1,795",740,"2,017","2,649"
2021년02월_계_70~79세,"12,107","1,293",664,"1,186","1,215","1,139","1,427","1,021",647,980,306,"1,059","1,170"
2021년02월_계_80~89세,"5,381",461,250,591,508,583,561,450,351,450,137,492,547
2021년02월_계_90~99세,710,80,50,68,58,74,65,55,46,58,22,51,83
2021년02월_계_100세 이상,42,5,3,7,7,5,1,8,1,3,1,1,0
2021년02월_남_총인구수,"89,483","7,761","3,774","6,424","8,235","13,732","10,154","5,641","8,466","7,313","3,634","6,316","8,033"
2021년02월_남_연령구간인구수,"89,483","7,761","3,774","6,424","8,235","13,732","10,154","5,641","8,466","7,313","3,634","6,316","8,033"
2021년02월_남_0~9세,"5,611",337,165,337,470,"1,018",479,234,"1,038",412,227,413,481
2021년02월_남_10~19세,"8,608",547,267,527,888,"1,953",854,471,774,640,309,535,843
2021년02월_남_20~29세,"13,501","1,247",457,784,"1,260","2,192","1,654",831,"1,098","1,219",602,922,"1,235"
2021년02월_남_30~39세,"10,908",881,445,677,879,"1,358","1,277",613,"1,499",957,624,870,828
2021년02월_남_40~49세,"13,866","1,119",638,939,"1,275","2,268","1,625",818,"1,428","1,150",676,858,"1,072"
2021년02월_남_50~59세,"17,040","1,470",718,"1,242","1,553","2,867","1,897","1,139","1,302","1,433",625,"1,230","1,564"
2021년02월_남_60~69세,"12,407","1,338",693,"1,133","1,147","1,349","1,474",890,884,872,380,936,"1,311"
2021년02월_남_70~79세,"5,476",625,296,549,550,495,664,480,305,447,142,413,510
2021년02월_남_80~89세,"1,907",182,88,210,195,213,217,159,129,167,46,125,176
2021년02월_남_90~99세,150,13,7,22,16,18,13,6,9,16,3,14,13
2021년02월_남_100세 이상,9,2,0,4,2,1,0,0,0,0,0,0,0
2021년02월_여_총인구수,"86,505","6,847","3,368","6,246","8,297","14,031","9,434","5,393","8,039","6,441","3,038","6,966","8,405"
2021년02월_여_연령구간인구수,"86,505","6,847","3,368","6,246","8,297","14,031","9,434","5,393","8,039","6,441","3,038","6,966","8,405"
2021년02월_여_0~9세,"5,515",303,146,342,472,"1,006",497,262,990,361,234,434,468
2021년02월_여_10~19세,"7,889",443,218,480,795,"1,902",726,417,712,600,300,530,766
2021년02월_여_20~29세,"10,887","1,017",332,662,"1,037","1,866","1,332",662,889,868,427,814,981
2021년02월_여_30~39세,"9,094",662,395,570,723,"1,347",959,474,"1,407",677,390,758,732
2021년02월_여_40~49세,"13,264",844,455,839,"1,317","2,763","1,434",711,"1,269",953,515,907,"1,257"
2021년02월_여_50~59세,"16,511","1,304",626,"1,133","1,612","2,762","1,810","1,041","1,335","1,198",537,"1,391","1,762"
2021년02월_여_60~69세,"12,647","1,257",620,"1,153","1,316","1,311","1,516",937,835,923,360,"1,081","1,338"
2021년02월_여_70~79세,"6,631",668,368,637,665,644,763,541,342,533,164,646,660
2021년02월_여_80~89세,"3,474",279,162,381,313,370,344,291,222,283,91,367,371
2021년02월_여_90~99세,560,67,43,46,42,56,52,49,37,42,19,37,70
2021년02월_여_100세 이상,33,3,3,3,5,4,1,8,1,3,1,1,0
2021년03월_계_총인구수,"175,572","14,596","7,127","12,593","16,471","27,684","19,533","11,020","16,534","13,814","6,634","13,242","16,324"
2021년03월_계_연령구간인구수,"175,572","14,596","7,127","12,593","16,471","27,684","19,533","11,020","16,534","13,814","6,634","13,242","16,324"
2021년03월_계_0~9세,"11,035",635,305,671,940,"2,004",969,494,"2,018",767,449,846,937
2021년03월_계_10~19세,"16,387","1,000",481,995,"1,655","3,817","1,565",877,"1,505","1,238",612,"1,052","1,590"
2021년03월_계_20~29세,"24,396","2,281",792,"1,445","2,292","4,059","2,992","1,497","1,990","2,101","1,024","1,727","2,196"
2021년03월_계_30~39세,"19,904","1,539",837,"1,241","1,583","2,678","2,223","1,089","2,899","1,656",994,"1,616","1,549"
2021년03월_계_40~49세,"26,882","1,934","1,078","1,763","2,568","4,971","3,017","1,513","2,706","2,101","1,189","1,745","2,297"
2021년03월_계_50~59세,"33,452","2,756","1,351","2,341","3,171","5,631","3,704","2,163","2,621","2,642","1,154","2,612","3,306"
2021년03월_계_60~69세,"25,322","2,614","1,317","2,308","2,482","2,725","3,018","1,859","1,749","1,810",740,"2,040","2,660"
2021년03월_계_70~79세,"12,069","1,294",664,"1,172","1,207","1,142","1,423","1,011",654,985,313,"1,044","1,160"
2021년03월_계_80~89세,"5,388",459,252,587,509,582,559,455,343,454,136,505,547
2021년03월_계_90~99세,711,80,49,68,62,72,61,55,48,58,22,54,82
2021년03월_계_100세 이상,26,4,1,2,2,3,2,7,1,2,1,1,0
2021년03월_남_총인구수,"89,343","7,762","3,762","6,411","8,215","13,699","10,146","5,630","8,489","7,338","3,606","6,301","7,984"
2021년03월_남_연령구간인구수,"89,343","7,762","3,762","6,411","8,215","13,699","10,146","5,630","8,489","7,338","3,606","6,301","7,984"
2021년03월_남_0~9세,"5,564",335,162,335,466,"1,003",476,232,"1,038",406,221,416,474
2021년03월_남_10~19세,"8,566",553,264,521,878,"1,944",853,464,785,637,309,524,834
2021년03월_남_20~29세,"13,537","1,266",455,795,"1,260","2,191","1,658",836,"1,093","1,222",594,937,"1,230"
2021년03월_남_30~39세,"10,880",879,439,678,875,"1,348","1,271",615,"1,493",978,619,861,824
2021년03월_남_40~49세,"13,736","1,104",628,931,"1,262","2,231","1,603",808,"1,442","1,148",670,849,"1,060"
2021년03월_남_50~59세,"17,000","1,466",726,"1,238","1,553","2,862","1,908","1,122","1,292","1,438",620,"1,224","1,551"
2021년03월_남_60~69세,"12,521","1,338",696,"1,137","1,158","1,388","1,482",911,899,878,379,940,"1,315"
2021년03월_남_70~79세,"5,490",629,298,550,547,502,665,476,311,447,147,408,510
2021년03월_남_80~89세,"1,902",178,87,206,199,215,218,160,125,169,44,128,173
2021년03월_남_90~99세,144,13,7,20,16,15,11,6,11,15,3,14,13
2021년03월_남_100세 이상,3,1,0,0,1,0,1,0,0,0,0,0,0
2021년03월_여_총인구수,"86,229","6,834","3,365","6,182","8,256","13,985","9,387","5,390","8,045","6,476","3,028","6,941","8,340"
2021년03월_여_연령구간인구수,"86,229","6,834","3,365","6,182","8,256","13,985","9,387","5,390","8,045","6,476","3,028","6,941","8,340"
2021년03월_여_0~9세,"5,471",300,143,336,474,"1,001",493,262,980,361,228,430,463
2021년03월_여_10~19세,"7,821",447,217,474,777,"1,873",712,413,720,601,303,528,756
2021년03월_여_20~29세,"10,859","1,015",337,650,"1,032","1,868","1,334",661,897,879,430,790,966
2021년03월_여_30~39세,"9,024",660,398,563,708,"1,330",952,474,"1,406",678,375,755,725
2021년03월_여_40~49세,"13,146",830,450,832,"1,306","2,740","1,414",705,"1,264",953,519,896,"1,237"
2021년03월_여_50~59세,"16,452","1,290",625,"1,103","1,618","2,769","1,796","1,041","1,329","1,204",534,"1,388","1,755"
2021년03월_여_60~69세,"12,801","1,276",621,"1,171","1,324","1,337","1,536",948,850,932,361,"1,100","1,345"
2021년03월_여_70~79세,"6,579",665,366,622,660,640,758,535,343,538,166,636,650
2021년03월_여_80~89세,"3,486",281,165,381,310,367,341,295,218,285,92,377,374
2021년03월_여_90~99세,567,67,42,48,46,57,50,49,37,43,19,40,69
2021년03월_여_100세 이상,23,3,1,2,1,3,1,7,1,2,1,1,0
2021년04월_계_총인구수,"175,409","14,591","7,101","12,559","16,438","27,628","19,536","11,015","16,518","13,858","6,618","13,263","16,284"
2021년04월_계_연령구간인구수,"175,409","14,591","7,101","12,559","16,438","27,628","19,536","11,015","16,518","13,858","6,618","13,263","16,284"
2021년04월_계_0~9세,"10,966",628,301,665,936,"1,991",962,493,"1,994",769,451,846,930
2021년04월_계_10~19세,"16,301",999,477,989,"1,640","3,796","1,575",873,"1,513","1,230",599,"1,043","1,567"
2021년04월_계_20~29세,"24,379","2,276",793,"1,444","2,281","4,047","2,999","1,490","1,987","2,108","1,016","1,740","2,198"
2021년04월_계_30~39세,"19,871","1,552",830,"1,226","1,591","2,672","2,205","1,090","2,880","1,672",993,"1,619","1,541"
2021년04월_계_40~49세,"26,800","1,930","1,072","1,753","2,535","4,943","3,020","1,520","2,707","2,104","1,193","1,726","2,297"
2021년04월_계_50~59세,"33,329","2,721","1,341","2,341","3,163","5,615","3,702","2,140","2,614","2,649","1,152","2,620","3,271"
2021년04월_계_60~69세,"25,504","2,641","1,322","2,305","2,504","2,759","3,018","1,872","1,773","1,825",744,"2,058","2,683"
2021년04월_계_70~79세,"12,084","1,299",662,"1,181","1,208","1,133","1,414","1,016",656,989,311,"1,048","1,167"
2021년04월_계_80~89세,"5,438",462,254,585,515,597,574,460,344,453,138,509,547
2021년04월_계_90~99세,708,78,47,67,63,72,65,54,49,57,20,53,83
2021년04월_계_100세 이상,29,5,2,3,2,3,2,7,1,2,1,1,0
2021년04월_남_총인구수,"89,254","7,758","3,754","6,389","8,192","13,686","10,151","5,633","8,480","7,355","3,591","6,291","7,974"
2021년04월_남_연령구간인구수,"89,254","7,758","3,754","6,389","8,192","13,686","10,151","5,633","8,480","7,355","3,591","6,291","7,974"
2021년04월_남_0~9세,"5,538",329,159,331,469,996,480,232,"1,029",406,223,413,471
2021년04월_남_10~19세,"8,525",557,265,518,866,"1,936",856,463,787,632,302,517,826
2021년04월_남_20~29세,"13,534","1,258",454,797,"1,248","2,191","1,670",834,"1,089","1,229",587,943,"1,234"
2021년04월_남_30~39세,"10,849",889,433,668,880,"1,350","1,251",620,"1,474",983,621,857,823
2021년04월_남_40~49세,"13,715","1,102",630,927,"1,251","2,222","1,611",814,"1,449","1,145",672,834,"1,058"
2021년04월_남_50~59세,"16,920","1,446",724,"1,231","1,547","2,847","1,910","1,106","1,290","1,445",613,"1,225","1,536"
2021년04월_남_60~69세,"12,596","1,352",698,"1,134","1,170","1,401","1,472",918,913,886,380,948,"1,324"
2021년04월_남_70~79세,"5,502",632,296,557,540,503,663,479,311,445,148,412,516
2021년04월_남_80~89세,"1,933",179,88,208,204,224,226,161,127,170,43,130,173
2021년04월_남_90~99세,139,13,7,18,16,16,11,6,11,14,2,12,13
2021년04월_남_100세 이상,3,1,0,0,1,0,1,0,0,0,0,0,0
2021년04월_여_총인구수,"86,155","6,833","3,347","6,170","8,246","13,942","9,385","5,382","8,038","6,503","3,027","6,972","8,310"
2021년04월_여_연령구간인구수,"86,155","6,833","3,347","6,170","8,246","13,942","9,385","5,382","8,038","6,503","3,027","6,972","8,310"
2021년04월_여_0~9세,"5,428",299,142,334,467,995,482,261,965,363,228,433,459
2021년04월_여_10~19세,"7,776",442,212,471,774,"1,860",719,410,726,598,297,526,741
2021년04월_여_20~29세,"10,845","1,018",339,647,"1,033","1,856","1,329",656,898,879,429,797,964
2021년04월_여_30~39세,"9,022",663,397,558,711,"1,322",954,470,"1,406",689,372,762,718
2021년04월_여_40~49세,"13,085",828,442,826,"1,284","2,721","1,409",706,"1,258",959,521,892,"1,239"
2021년04월_여_50~59세,"16,409","1,275",617,"1,110","1,616","2,768","1,792","1,034","1,324","1,204",539,"1,395","1,735"
2021년04월_여_60~69세,"12,908","1,289",624,"1,171","1,334","1,358","1,546",954,860,939,364,"1,110","1,359"
2021년04월_여_70~79세,"6,582",667,366,624,668,630,751,537,345,544,163,636,651
2021년04월_여_80~89세,"3,505",283,166,377,311,373,348,299,217,283,95,379,374
2021년04월_여_90~99세,569,65,40,49,47,56,54,48,38,43,18,41,70
2021년04월_여_100세 이상,26,4,2,3,1,3,1,7,1,2,1,1,0
2021년05월_계_총인구수,"175,289","14,558","7,118","12,550","16,413","27,563","19,584","11,053","16,490","13,861","6,603","13,275","16,221"
2021년05월_계_연령구간인구수,"175,289","14,558","7,118","12,550","16,413","27,563","19,584","11,053","16,490","13,861","6,603","13,275","16,221"
2021년05월_계_0~9세,"10,885",629,293,662,928,"1,979",944,489,"1,982",770,439,855,915
2021년05월_계_10~19세,"16,223",988,477,981,"1,643","3,776","1,578",881,"1,505","1,222",601,"1,029","1,542"
2021년05월_계_20~29세,"24,350","2,266",798,"1,439","2,261","4,041","3,010","1,484","1,984","2,107","1,017","1,745","2,198"
2021년05월_계_30~39세,"19,866","1,538",835,"1,236","1,592","2,671","2,208","1,102","2,876","1,671",999,"1,620","1,518"
2021년05월_계_40~49세,"26,629","1,928","1,062","1,741","2,512","4,911","2,986","1,517","2,683","2,101","1,186","1,727","2,275"
2021년05월_계_50~59세,"33,342","2,715","1,338","2,339","3,168","5,592","3,740","2,150","2,633","2,637","1,141","2,611","3,278"
2021년05월_계_60~69세,"25,645","2,641","1,337","2,310","2,515","2,779","3,057","1,872","1,773","1,843",749,"2,077","2,692"
2021년05월_계_70~79세,"12,130","1,304",676,"1,181","1,206","1,140","1,415","1,029",658,994,311,"1,045","1,171"
2021년05월_계_80~89세,"5,484",468,255,590,522,601,579,469,345,457,140,510,548
2021년05월_계_90~99세,707,76,45,68,64,70,66,53,50,57,19,55,84
2021년05월_계_100세 이상,28,5,2,3,2,3,1,7,1,2,1,1,0
2021년05월_남_총인구수,"89,204","7,745","3,764","6,378","8,187","13,667","10,170","5,659","8,472","7,347","3,591","6,289","7,935"
2021년05월_남_연령구간인구수,"89,204","7,745","3,764","6,378","8,187","13,667","10,170","5,659","8,472","7,347","3,591","6,289","7,935"
2021년05월_남_0~9세,"5,497",328,155,327,465,990,468,230,"1,023",410,217,419,465
2021년05월_남_10~19세,"8,474",556,264,513,866,"1,924",854,469,779,630,302,513,804
2021년05월_남_20~29세,"13,502","1,248",455,785,"1,235","2,195","1,668",832,"1,099","1,223",588,931,"1,243"
2021년05월_남_30~39세,"10,878",886,437,682,886,"1,353","1,258",630,"1,467",981,627,862,809
2021년05월_남_40~49세,"13,635","1,099",622,917,"1,239","2,210","1,597",817,"1,437","1,143",672,837,"1,045"
2021년05월_남_50~59세,"16,922","1,452",729,"1,231","1,551","2,827","1,934","1,109","1,300","1,431",608,"1,216","1,534"
2021년05월_남_60~69세,"12,668","1,346",703,"1,139","1,176","1,417","1,489",916,918,895,383,953,"1,333"
2021년05월_남_70~79세,"5,536",637,305,554,546,509,664,481,310,450,148,415,517
2021년05월_남_80~89세,"1,948",178,87,211,207,226,226,169,127,171,44,131,171
2021년05월_남_90~99세,142,14,7,19,15,16,12,6,12,13,2,12,14
2021년05월_남_100세 이상,2,1,0,0,1,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"86,085","6,813","3,354","6,172","8,226","13,896","9,414","5,394","8,018","6,514","3,012","6,986","8,286"
2021년05월_여_연령구간인구수,"86,085","6,813","3,354","6,172","8,226","13,896","9,414","5,394","8,018","6,514","3,012","6,986","8,286"
2021년05월_여_0~9세,"5,388",301,138,335,463,989,476,259,959,360,222,436,450
2021년05월_여_10~19세,"7,749",432,213,468,777,"1,852",724,412,726,592,299,516,738
2021년05월_여_20~29세,"10,848","1,018",343,654,"1,026","1,846","1,342",652,885,884,429,814,955
2021년05월_여_30~39세,"8,988",652,398,554,706,"1,318",950,472,"1,409",690,372,758,709
2021년05월_여_40~49세,"12,994",829,440,824,"1,273","2,701","1,389",700,"1,246",958,514,890,"1,230"
2021년05월_여_50~59세,"16,420","1,263",609,"1,108","1,617","2,765","1,806","1,041","1,333","1,206",533,"1,395","1,744"
2021년05월_여_60~69세,"12,977","1,295",634,"1,171","1,339","1,362","1,568",956,855,948,366,"1,124","1,359"
2021년05월_여_70~79세,"6,594",667,371,627,660,631,751,548,348,544,163,630,654
2021년05월_여_80~89세,"3,536",290,168,379,315,375,353,300,218,286,96,379,377
2021년05월_여_90~99세,565,62,38,49,49,54,54,47,38,44,17,43,70
2021년05월_여_100세 이상,26,4,2,3,1,3,1,7,1,2,1,1,0
2021년06월_계_총인구수,"175,160","14,535","7,102","12,509","16,398","27,572","19,572","11,025","16,471","13,905","6,600","13,287","16,184"
2021년06월_계_연령구간인구수,"175,160","14,535","7,102","12,509","16,398","27,572","19,572","11,025","16,471","13,905","6,600","13,287","16,184"
2021년06월_계_0~9세,"10,825",621,291,657,917,"1,987",927,483,"1,971",765,440,857,909
2021년06월_계_10~19세,"16,169",975,477,969,"1,647","3,762","1,579",880,"1,513","1,216",599,"1,028","1,524"
2021년06월_계_20~29세,"24,313","2,274",801,"1,440","2,248","4,038","2,996","1,468","1,966","2,133","1,014","1,743","2,192"
2021년06월_계_30~39세,"19,798","1,538",821,"1,227","1,581","2,678","2,202","1,100","2,869","1,675",995,"1,618","1,494"
2021년06월_계_40~49세,"26,588","1,918","1,054","1,739","2,510","4,909","2,989","1,498","2,687","2,099","1,184","1,729","2,272"
2021년06월_계_50~59세,"33,251","2,701","1,329","2,333","3,162","5,551","3,734","2,150","2,616","2,653","1,142","2,616","3,264"
2021년06월_계_60~69세,"25,794","2,642","1,350","2,301","2,532","2,822","3,071","1,875","1,793","1,847",761,"2,083","2,717"
2021년06월_계_70~79세,"12,167","1,316",677,"1,178","1,210","1,142","1,426","1,033",664,997,308,"1,040","1,176"
2021년06월_계_80~89세,"5,513",468,253,594,523,608,582,477,341,460,137,517,553
2021년06월_계_90~99세,713,77,47,68,66,72,64,54,50,58,19,55,83
2021년06월_계_100세 이상,29,5,2,3,2,3,2,7,1,2,1,1,0
2021년06월_남_총인구수,"89,155","7,741","3,757","6,368","8,183","13,666","10,173","5,645","8,449","7,371","3,584","6,301","7,917"
2021년06월_남_연령구간인구수,"89,155","7,741","3,757","6,368","8,183","13,666","10,173","5,645","8,449","7,371","3,584","6,301","7,917"
2021년06월_남_0~9세,"5,467",323,154,324,463,996,459,225,"1,021",404,216,424,458
2021년06월_남_10~19세,"8,445",551,266,508,869,"1,911",854,469,781,629,301,513,793
2021년06월_남_20~29세,"13,483","1,254",456,790,"1,225","2,190","1,662",822,"1,078","1,237",587,935,"1,247"
2021년06월_남_30~39세,"10,858",884,433,683,878,"1,355","1,261",635,"1,466",985,625,859,794
2021년06월_남_40~49세,"13,620","1,099",615,915,"1,243","2,212","1,598",807,"1,437","1,141",668,839,"1,046"
2021년06월_남_50~59세,"16,887","1,445",724,"1,232","1,546","2,805","1,933","1,108","1,294","1,446",608,"1,214","1,532"
2021년06월_남_60~69세,"12,752","1,345",711,"1,137","1,180","1,448","1,499",918,928,894,389,960,"1,343"
2021년06월_남_70~79세,"5,544",646,304,550,550,508,670,483,308,449,146,412,518
2021년06월_남_80~89세,"1,952",178,87,210,211,225,225,171,125,172,42,133,173
2021년06월_남_90~99세,145,15,7,19,17,16,12,7,11,14,2,12,13
2021년06월_남_100세 이상,2,1,0,0,1,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"86,005","6,794","3,345","6,141","8,215","13,906","9,399","5,380","8,022","6,534","3,016","6,986","8,267"
2021년06월_여_연령구간인구수,"86,005","6,794","3,345","6,141","8,215","13,906","9,399","5,380","8,022","6,534","3,016","6,986","8,267"
2021년06월_여_0~9세,"5,358",298,137,333,454,991,468,258,950,361,224,433,451
2021년06월_여_10~19세,"7,724",424,211,461,778,"1,851",725,411,732,587,298,515,731
2021년06월_여_20~29세,"10,830","1,020",345,650,"1,023","1,848","1,334",646,888,896,427,808,945
2021년06월_여_30~39세,"8,940",654,388,544,703,"1,323",941,465,"1,403",690,370,759,700
2021년06월_여_40~49세,"12,968",819,439,824,"1,267","2,697","1,391",691,"1,250",958,516,890,"1,226"
2021년06월_여_50~59세,"16,364","1,256",605,"1,101","1,616","2,746","1,801","1,042","1,322","1,207",534,"1,402","1,732"
2021년06월_여_60~69세,"13,042","1,297",639,"1,164","1,352","1,374","1,572",957,865,953,372,"1,123","1,374"
2021년06월_여_70~79세,"6,623",670,373,628,660,634,756,550,356,548,162,628,658
2021년06월_여_80~89세,"3,561",290,166,384,312,383,357,306,216,288,95,384,380
2021년06월_여_90~99세,568,62,40,49,49,56,52,47,39,44,17,43,70
2021년06월_여_100세 이상,27,4,2,3,1,3,2,7,1,2,1,1,0
2021년07월_계_총인구수,"174,986","14,514","7,069","12,488","16,394","27,562","19,561","11,000","16,420","13,959","6,593","13,268","16,158"
2021년07월_계_연령구간인구수,"174,986","14,514","7,069","12,488","16,394","27,562","19,561","11,000","16,420","13,959","6,593","13,268","16,158"
2021년07월_계_0~9세,"10,726",609,286,653,912,"1,971",908,470,"1,964",759,437,852,905
2021년07월_계_10~19세,"16,129",975,469,974,"1,643","3,749","1,580",880,"1,515","1,218",598,"1,019","1,509"
2021년07월_계_20~29세,"24,276","2,270",809,"1,426","2,239","4,046","3,002","1,453","1,946","2,159",998,"1,742","2,186"
2021년07월_계_30~39세,"19,747","1,537",801,"1,217","1,585","2,669","2,202","1,101","2,845","1,690",997,"1,614","1,489"
2021년07월_계_40~49세,"26,482","1,912","1,052","1,741","2,481","4,880","2,984","1,489","2,686","2,096","1,178","1,727","2,256"
2021년07월_계_50~59세,"33,244","2,686","1,329","2,329","3,171","5,575","3,729","2,142","2,601","2,659","1,151","2,616","3,256"
2021년07월_계_60~69세,"25,921","2,655","1,349","2,311","2,549","2,836","3,078","1,895","1,807","1,854",767,"2,088","2,732"
2021년07월_계_70~79세,"12,184","1,319",677,"1,171","1,220","1,151","1,427","1,024",666,"1,003",310,"1,038","1,178"
2021년07월_계_80~89세,"5,535",468,250,593,527,608,586,486,341,462,135,516,563
2021년07월_계_90~99세,713,78,45,71,65,74,63,52,48,57,21,55,84
2021년07월_계_100세 이상,29,5,2,2,2,3,2,8,1,2,1,1,0
2021년07월_남_총인구수,"89,057","7,739","3,738","6,347","8,173","13,643","10,164","5,630","8,425","7,409","3,590","6,298","7,901"
2021년07월_남_연령구간인구수,"89,057","7,739","3,738","6,347","8,173","13,643","10,164","5,630","8,425","7,409","3,590","6,298","7,901"
2021년07월_남_0~9세,"5,420",317,151,323,459,986,454,215,"1,023",400,216,420,456
2021년07월_남_10~19세,"8,409",548,261,511,865,"1,907",845,472,781,629,299,511,780
2021년07월_남_20~29세,"13,477","1,257",460,782,"1,217","2,192","1,668",812,"1,066","1,254",585,935,"1,249"
2021년07월_남_30~39세,"10,812",888,422,677,879,"1,345","1,258",633,"1,452",994,623,859,782
2021년07월_남_40~49세,"13,587","1,097",615,920,"1,226","2,196","1,603",804,"1,434","1,139",665,846,"1,042"
2021년07월_남_50~59세,"16,877","1,431",722,"1,223","1,555","2,813","1,926","1,105","1,288","1,452",614,"1,213","1,535"
2021년07월_남_60~69세,"12,824","1,359",708,"1,136","1,190","1,453","1,504",928,937,904,395,961,"1,349"
2021년07월_남_70~79세,"5,554",646,306,549,556,512,670,481,309,450,148,408,519
2021년07월_남_80~89세,"1,952",180,86,208,210,222,224,173,124,173,43,133,176
2021년07월_남_90~99세,143,15,7,18,15,17,12,7,11,14,2,12,13
2021년07월_남_100세 이상,2,1,0,0,1,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"85,929","6,775","3,331","6,141","8,221","13,919","9,397","5,370","7,995","6,550","3,003","6,970","8,257"
2021년07월_여_연령구간인구수,"85,929","6,775","3,331","6,141","8,221","13,919","9,397","5,370","7,995","6,550","3,003","6,970","8,257"
2021년07월_여_0~9세,"5,306",292,135,330,453,985,454,255,941,359,221,432,449
2021년07월_여_10~19세,"7,720",427,208,463,778,"1,842",735,408,734,589,299,508,729
2021년07월_여_20~29세,"10,799","1,013",349,644,"1,022","1,854","1,334",641,880,905,413,807,937
2021년07월_여_30~39세,"8,935",649,379,540,706,"1,324",944,468,"1,393",696,374,755,707
2021년07월_여_40~49세,"12,895",815,437,821,"1,255","2,684","1,381",685,"1,252",957,513,881,"1,214"
2021년07월_여_50~59세,"16,367","1,255",607,"1,106","1,616","2,762","1,803","1,037","1,313","1,207",537,"1,403","1,721"
2021년07월_여_60~69세,"13,097","1,296",641,"1,175","1,359","1,383","1,574",967,870,950,372,"1,127","1,383"
2021년07월_여_70~79세,"6,630",673,371,622,664,639,757,543,357,553,162,630,659
2021년07월_여_80~89세,"3,583",288,164,385,317,386,362,313,217,289,92,383,387
2021년07월_여_90~99세,570,63,38,53,50,57,51,45,37,43,19,43,71
2021년07월_여_100세 이상,27,4,2,2,1,3,2,8,1,2,1,1,0
2021년08월_계_총인구수,"174,851","14,525","7,065","12,456","16,382","27,515","19,595","10,972","16,423","13,957","6,568","13,237","16,156"
2021년08월_계_연령구간인구수,"174,851","14,525","7,065","12,456","16,382","27,515","19,595","10,972","16,423","13,957","6,568","13,237","16,156"
2021년08월_계_0~9세,"10,679",605,280,643,904,"1,969",910,467,"1,973",752,427,850,899
2021년08월_계_10~19세,"16,078",982,470,969,"1,637","3,725","1,577",885,"1,504","1,204",601,"1,016","1,508"
2021년08월_계_20~29세,"24,204","2,276",809,"1,426","2,211","4,048","3,010","1,443","1,936","2,165",982,"1,728","2,170"
2021년08월_계_30~39세,"19,706","1,544",796,"1,214","1,590","2,624","2,212","1,089","2,846","1,680","1,004","1,602","1,505"
2021년08월_계_40~49세,"26,429","1,895","1,046","1,717","2,483","4,878","2,994","1,480","2,688","2,101","1,169","1,732","2,246"
2021년08월_계_50~59세,"33,211","2,680","1,336","2,324","3,175","5,580","3,727","2,134","2,589","2,661","1,153","2,604","3,248"
2021년08월_계_60~69세,"26,003","2,665","1,346","2,318","2,560","2,849","3,075","1,904","1,828","1,860",762,"2,096","2,740"
2021년08월_계_70~79세,"12,214","1,319",678,"1,170","1,229","1,147","1,434","1,028",664,"1,003",313,"1,046","1,183"
2021년08월_계_80~89세,"5,573",476,255,601,525,618,592,481,346,469,135,504,571
2021년08월_계_90~99세,727,78,47,72,66,75,63,53,48,60,21,58,86
2021년08월_계_100세 이상,27,5,2,2,2,2,1,8,1,2,1,1,0
2021년08월_남_총인구수,"88,993","7,761","3,737","6,330","8,164","13,601","10,185","5,624","8,421","7,405","3,575","6,278","7,912"
2021년08월_남_연령구간인구수,"88,993","7,761","3,737","6,330","8,164","13,601","10,185","5,624","8,421","7,405","3,575","6,278","7,912"
