카테고리,대구광역시 서구,대구광역시 서구 내당1동,대구광역시 서구 내당2.3동,대구광역시 서구 내당4동,대구광역시 서구 비산1동,대구광역시 서구 비산2.3동,대구광역시 서구 비산4동,대구광역시 서구 비산5동,대구광역시 서구 비산6동,대구광역시 서구 비산7동,대구광역시 서구 평리1동,대구광역시 서구 평리2동,대구광역시 서구 평리3동,대구광역시 서구 평리4동,대구광역시 서구 평리5동,대구광역시 서구 평리6동,대구광역시 서구 상중이동,대구광역시 서구 원대동
2021년01월_여_0~9세,"3,626",145,160,354,151,130,197,91,105,192,145,294,173,649,31,72,587,150
2021년01월_여_10~19세,"5,175",226,253,594,293,222,283,167,239,287,207,305,260,609,46,163,805,216
2021년01월_여_20~29세,"9,696",621,609,"1,132",499,466,590,299,454,542,444,430,601,"1,041",87,261,"1,197",423
2021년01월_여_30~39세,"7,536",422,383,866,347,335,386,235,298,470,305,459,407,"1,069",80,174,989,311
2021년01월_여_40~49세,"10,501",505,569,"1,137",578,486,588,346,498,575,452,594,593,"1,268",105,267,"1,479",461
2021년01월_여_50~59세,"16,924",890,992,"1,691","1,011",897,"1,053",588,827,"1,054",788,754,"1,093","1,794",181,544,"2,005",762
2021년01월_여_60~69세,"16,619",843,"1,090","1,639",948,"1,025","1,056",689,834,"1,073",797,745,982,"1,589",181,532,"1,831",765
2021년01월_여_70~79세,"9,669",448,743,862,645,830,594,471,476,678,492,402,576,763,103,281,794,511
2021년01월_여_80~89세,"4,544",235,358,408,277,403,286,220,222,285,252,169,266,354,32,144,381,252
2021년01월_여_90~99세,619,23,35,56,43,51,36,22,25,32,34,21,35,76,4,18,78,30
2021년01월_여_100세 이상,78,7,5,2,5,20,8,1,5,3,3,0,3,4,5,0,7,0
2021년02월_계_총인구수,"170,005","8,613","10,138","16,927","9,803","9,655","9,963","6,372","7,836","11,009","7,955","8,113","10,037","18,285","1,804","5,221","20,426","7,848"
2021년02월_계_연령구간인구수,"170,005","8,613","10,138","16,927","9,803","9,655","9,963","6,372","7,836","11,009","7,955","8,113","10,037","18,285","1,804","5,221","20,426","7,848"
2021년02월_계_0~9세,"7,401",326,324,705,299,286,377,197,227,401,297,591,356,"1,291",68,144,"1,247",265
2021년02월_계_10~19세,"10,744",485,530,"1,222",623,479,593,337,499,572,462,592,579,"1,250",105,317,"1,690",409
2021년02월_계_20~29세,"21,415","1,311","1,287","2,439","1,162","1,034","1,278",656,"1,001","1,309","1,029",909,"1,278","2,286",217,635,"2,619",965
2021년02월_계_30~39세,"17,279",956,932,"1,965",852,800,945,606,696,"1,064",741,949,964,"2,265",181,479,"2,168",716
2021년02월_계_40~49세,"22,663","1,069","1,295","2,243","1,316","1,124","1,278",770,"1,010","1,406","1,036","1,215","1,311","2,637",240,648,"3,001","1,064"
2021년02월_계_50~59세,"33,937","1,667","1,977","3,080","2,110","1,905","2,025","1,300","1,647","2,405","1,630","1,466","2,171","3,493",369,"1,143","3,962","1,587"
2021년02월_계_60~69세,"31,451","1,547","1,976","2,977","1,835","1,947","1,933","1,288","1,533","2,150","1,506","1,385","1,912","3,014",354,"1,111","3,510","1,473"
2021년02월_계_70~79세,"17,229",846,"1,234","1,580","1,113","1,385","1,043",841,831,"1,213",826,710,"1,019","1,428",196,507,"1,536",921
2021년02월_계_80~89세,"7,031",367,534,636,436,614,440,347,352,447,382,270,404,533,63,213,588,405
2021년02월_계_90~99세,751,30,42,78,50,61,40,29,33,38,39,25,40,84,5,24,90,43
2021년02월_계_100세 이상,104,9,7,2,7,20,11,1,7,4,7,1,3,4,6,0,15,0
2021년02월_남_총인구수,"85,148","4,262","4,923","8,173","5,001","4,793","4,911","3,242","3,858","5,833","4,037","3,960","5,073","9,087",948,"2,767","10,309","3,971"
2021년02월_남_연령구간인구수,"85,148","4,262","4,923","8,173","5,001","4,793","4,911","3,242","3,858","5,833","4,037","3,960","5,073","9,087",948,"2,767","10,309","3,971"
2021년02월_남_0~9세,"3,818",183,164,350,148,157,187,102,119,213,151,306,187,650,40,73,671,117
2021년02월_남_10~19세,"5,577",260,274,629,330,259,312,171,262,288,253,281,325,636,60,160,882,195
2021년02월_남_20~29세,"11,778",695,674,"1,293",667,573,692,360,557,766,590,481,687,"1,258",127,374,"1,436",548
2021년02월_남_30~39세,"9,793",536,550,"1,111",502,463,556,370,398,597,436,500,563,"1,208",99,300,"1,199",405
2021년02월_남_40~49세,"12,183",561,726,"1,105",741,646,696,426,512,842,582,627,722,"1,358",136,380,"1,520",603
2021년02월_남_50~59세,"17,114",786,983,"1,396","1,100","1,009",979,718,831,"1,356",853,712,"1,089","1,716",190,609,"1,960",827
2021년02월_남_60~69세,"14,733",706,882,"1,333",883,916,876,598,687,"1,067",698,637,917,"1,411",170,569,"1,677",706
2021년02월_남_70~79세,"7,542",397,487,709,465,556,451,362,354,544,337,312,443,660,94,225,737,409
2021년02월_남_80~89세,"2,450",128,172,227,156,203,154,127,130,155,128,99,134,178,30,71,205,153
2021년02월_남_90~99세,135,8,9,20,6,11,5,8,6,4,6,4,6,12,1,6,15,8
2021년02월_남_100세 이상,25,2,2,0,3,0,3,0,2,1,3,1,0,0,1,0,7,0
2021년02월_여_총인구수,"84,857","4,351","5,215","8,754","4,802","4,862","5,052","3,130","3,978","5,176","3,918","4,153","4,964","9,198",856,"2,454","10,117","3,877"
2021년02월_여_연령구간인구수,"84,857","4,351","5,215","8,754","4,802","4,862","5,052","3,130","3,978","5,176","3,918","4,153","4,964","9,198",856,"2,454","10,117","3,877"
2021년02월_여_0~9세,"3,583",143,160,355,151,129,190,95,108,188,146,285,169,641,28,71,576,148
2021년02월_여_10~19세,"5,167",225,256,593,293,220,281,166,237,284,209,311,254,614,45,157,808,214
2021년02월_여_20~29세,"9,637",616,613,"1,146",495,461,586,296,444,543,439,428,591,"1,028",90,261,"1,183",417
2021년02월_여_30~39세,"7,486",420,382,854,350,337,389,236,298,467,305,449,401,"1,057",82,179,969,311
2021년02월_여_40~49세,"10,480",508,569,"1,138",575,478,582,344,498,564,454,588,589,"1,279",104,268,"1,481",461
2021년02월_여_50~59세,"16,823",881,994,"1,684","1,010",896,"1,046",582,816,"1,049",777,754,"1,082","1,777",179,534,"2,002",760
2021년02월_여_60~69세,"16,718",841,"1,094","1,644",952,"1,031","1,057",690,846,"1,083",808,748,995,"1,603",184,542,"1,833",767
2021년02월_여_70~79세,"9,687",449,747,871,648,829,592,479,477,669,489,398,576,768,102,282,799,512
2021년02월_여_80~89세,"4,581",239,362,409,280,411,286,220,222,292,254,171,270,355,33,142,383,252
2021년02월_여_90~99세,616,22,33,58,44,50,35,21,27,34,33,21,34,72,4,18,75,35
2021년02월_여_100세 이상,79,7,5,2,4,20,8,1,5,3,4,0,3,4,5,0,8,0
2021년03월_계_총인구수,"169,432","8,605","10,073","16,875","9,786","9,601","9,965","6,322","7,829","10,939","7,937","8,089","10,059","18,252","1,788","5,176","20,305","7,831"
2021년03월_계_연령구간인구수,"169,432","8,605","10,073","16,875","9,786","9,601","9,965","6,322","7,829","10,939","7,937","8,089","10,059","18,252","1,788","5,176","20,305","7,831"
2021년03월_계_0~9세,"7,315",317,314,702,299,283,372,191,228,394,299,583,348,"1,272",69,140,"1,242",262
2021년03월_계_10~19세,"10,652",483,516,"1,201",618,472,599,336,502,560,459,593,586,"1,246",104,314,"1,660",403
2021년03월_계_20~29세,"21,274","1,318","1,277","2,428","1,152","1,024","1,271",644,985,"1,296","1,033",897,"1,271","2,264",219,622,"2,614",959
2021년03월_계_30~39세,"17,236",959,923,"1,968",856,793,944,606,696,"1,053",746,942,970,"2,250",179,475,"2,156",720
2021년03월_계_40~49세,"22,523","1,070","1,285","2,216","1,316","1,120","1,280",751,"1,004","1,395","1,023","1,209","1,308","2,640",237,643,"2,975","1,051"
2021년03월_계_50~59세,"33,728","1,654","1,966","3,049","2,095","1,891","2,028","1,280","1,634","2,384","1,614","1,461","2,171","3,499",365,"1,128","3,920","1,589"
2021년03월_계_60~69세,"31,575","1,550","1,981","3,008","1,846","1,950","1,928","1,300","1,545","2,155","1,511","1,404","1,926","3,024",354,"1,107","3,510","1,476"
2021년03월_계_70~79세,"17,244",850,"1,231","1,580","1,114","1,378","1,056",840,834,"1,210",825,703,"1,021","1,435",189,511,"1,548",919
2021년03월_계_80~89세,"7,070",366,535,641,436,624,437,345,358,447,385,272,414,536,63,210,592,409
2021년03월_계_90~99세,757,31,40,82,50,62,41,29,36,42,36,24,43,82,4,26,86,43
2021년03월_계_100세 이상,58,7,5,0,4,4,9,0,7,3,6,1,1,4,5,0,2,0
2021년03월_남_총인구수,"84,873","4,248","4,897","8,162","5,010","4,775","4,905","3,214","3,857","5,798","4,017","3,955","5,079","9,064",938,"2,741","10,246","3,967"
2021년03월_남_연령구간인구수,"84,873","4,248","4,897","8,162","5,010","4,775","4,905","3,214","3,857","5,798","4,017","3,955","5,079","9,064",938,"2,741","10,246","3,967"
2021년03월_남_0~9세,"3,786",178,160,352,149,158,187,100,121,208,147,302,186,641,40,70,671,116
2021년03월_남_10~19세,"5,515",260,271,622,329,251,310,170,262,282,246,281,324,634,60,157,863,193
2021년03월_남_20~29세,"11,689",693,668,"1,292",665,572,681,353,548,762,591,477,676,"1,240",129,365,"1,434",543
2021년03월_남_30~39세,"9,792",534,548,"1,119",511,458,558,367,402,592,442,498,565,"1,204",96,297,"1,191",410
2021년03월_남_40~49세,"12,109",565,722,"1,095",743,644,695,417,505,831,573,624,720,"1,358",134,380,"1,506",597
2021년03월_남_50~59세,"17,040",783,975,"1,378","1,095","1,003",987,708,831,"1,351",844,709,"1,091","1,721",188,598,"1,943",835
2021년03월_남_60~69세,"14,778",705,881,"1,347",891,917,867,605,695,"1,066",700,650,924,"1,415",169,567,"1,677",702
2021년03월_남_70~79세,"7,553",394,492,706,463,555,461,359,355,544,337,309,448,661,91,230,739,409
2021년03월_남_80~89세,"2,462",126,170,230,156,206,152,128,130,158,129,100,139,177,29,70,208,154
2021년03월_남_90~99세,135,9,8,21,6,11,5,7,6,4,6,4,6,13,1,7,13,8
2021년03월_남_100세 이상,14,1,2,0,2,0,2,0,2,0,2,1,0,0,1,0,1,0
2021년03월_여_총인구수,"84,559","4,357","5,176","8,713","4,776","4,826","5,060","3,108","3,972","5,141","3,920","4,134","4,980","9,188",850,"2,435","10,059","3,864"
2021년03월_여_연령구간인구수,"84,559","4,357","5,176","8,713","4,776","4,826","5,060","3,108","3,972","5,141","3,920","4,134","4,980","9,188",850,"2,435","10,059","3,864"
2021년03월_여_0~9세,"3,529",139,154,350,150,125,185,91,107,186,152,281,162,631,29,70,571,146
2021년03월_여_10~19세,"5,137",223,245,579,289,221,289,166,240,278,213,312,262,612,44,157,797,210
2021년03월_여_20~29세,"9,585",625,609,"1,136",487,452,590,291,437,534,442,420,595,"1,024",90,257,"1,180",416
2021년03월_여_30~39세,"7,444",425,375,849,345,335,386,239,294,461,304,444,405,"1,046",83,178,965,310
2021년03월_여_40~49세,"10,414",505,563,"1,121",573,476,585,334,499,564,450,585,588,"1,282",103,263,"1,469",454
2021년03월_여_50~59세,"16,688",871,991,"1,671","1,000",888,"1,041",572,803,"1,033",770,752,"1,080","1,778",177,530,"1,977",754
2021년03월_여_60~69세,"16,797",845,"1,100","1,661",955,"1,033","1,061",695,850,"1,089",811,754,"1,002","1,609",185,540,"1,833",774
2021년03월_여_70~79세,"9,691",456,739,874,651,823,595,481,479,666,488,394,573,774,98,281,809,510
2021년03월_여_80~89세,"4,608",240,365,411,280,418,285,217,228,289,256,172,275,359,34,140,384,255
2021년03월_여_90~99세,622,22,32,61,44,51,36,22,30,38,30,20,37,69,3,19,73,35
2021년03월_여_100세 이상,44,6,3,0,2,4,7,0,5,3,4,0,1,4,4,0,1,0
2021년04월_계_총인구수,"169,022","8,597","10,039","16,842","9,782","9,571","9,959","6,298","7,797","10,850","7,919","8,090","10,028","18,198","1,799","5,151","20,299","7,803"
2021년04월_계_연령구간인구수,"169,022","8,597","10,039","16,842","9,782","9,571","9,959","6,298","7,797","10,850","7,919","8,090","10,028","18,198","1,799","5,151","20,299","7,803"
2021년04월_계_0~9세,"7,246",317,312,699,293,281,364,189,225,386,297,580,350,"1,247",73,138,"1,237",258
2021년04월_계_10~19세,"10,608",480,514,"1,192",626,469,597,332,494,557,462,600,581,"1,246",98,309,"1,653",398
2021년04월_계_20~29세,"21,178","1,325","1,261","2,411","1,136","1,025","1,267",641,976,"1,265","1,027",884,"1,262","2,261",228,617,"2,632",960
2021년04월_계_30~39세,"17,217",956,937,"1,967",863,790,938,603,694,"1,056",739,939,977,"2,233",181,482,"2,144",718
2021년04월_계_40~49세,"22,413","1,063","1,269","2,222","1,313","1,112","1,276",748,999,"1,377","1,016","1,218","1,298","2,638",237,634,"2,954","1,039"
2021년04월_계_50~59세,"33,522","1,651","1,957","3,020","2,082","1,874","2,026","1,270","1,623","2,357","1,616","1,451","2,141","3,479",365,"1,119","3,913","1,578"
2021년04월_계_60~69세,"31,657","1,544","1,971","3,020","1,860","1,960","1,947","1,294","1,545","2,153","1,506","1,413","1,943","3,023",352,"1,110","3,537","1,479"
2021년04월_계_70~79세,"17,256",856,"1,230","1,582","1,113","1,371","1,049",843,841,"1,203",830,704,"1,019","1,448",189,506,"1,548",924
2021년04월_계_80~89세,"7,111",364,540,647,443,624,444,350,359,452,387,275,412,537,67,209,595,406
2021년04월_계_90~99세,755,34,43,82,49,61,41,28,34,41,33,25,44,82,4,27,84,43
2021년04월_계_100세 이상,59,7,5,0,4,4,10,0,7,3,6,1,1,4,5,0,2,0
2021년04월_남_총인구수,"84,624","4,247","4,880","8,145","4,999","4,758","4,894","3,203","3,844","5,747","4,000","3,960","5,059","9,027",943,"2,733","10,232","3,953"
2021년04월_남_연령구간인구수,"84,624","4,247","4,880","8,145","4,999","4,758","4,894","3,203","3,844","5,747","4,000","3,960","5,059","9,027",943,"2,733","10,232","3,953"
2021년04월_남_0~9세,"3,743",178,160,351,147,155,184,100,121,201,146,300,187,626,40,71,664,112
2021년04월_남_10~19세,"5,488",258,271,618,331,251,307,168,259,280,245,284,321,635,57,154,859,190
2021년04월_남_20~29세,"11,638",698,659,"1,285",663,571,682,352,545,741,591,473,674,"1,228",133,358,"1,444",541
2021년04월_남_30~39세,"9,777",537,557,"1,112",506,458,551,366,398,599,437,499,562,"1,197",99,304,"1,186",409
2021년04월_남_40~49세,"12,051",561,713,"1,099",740,644,693,412,508,823,567,623,720,"1,350",135,375,"1,496",592
2021년04월_남_50~59세,"16,920",783,971,"1,359","1,084",988,986,706,825,"1,330",844,707,"1,073","1,720",188,592,"1,934",830
2021년04월_남_60~69세,"14,816",700,876,"1,362",900,924,871,602,693,"1,068",695,656,929,"1,414",169,571,"1,682",704
2021년04월_남_70~79세,"7,556",394,490,705,462,550,457,360,355,543,339,311,447,666,90,231,741,415
2021년04월_남_80~89세,"2,490",128,173,234,158,206,156,130,132,158,130,102,140,178,30,70,212,153
2021년04월_남_90~99세,130,9,8,20,6,11,4,7,6,4,4,4,6,13,1,7,13,7
2021년04월_남_100세 이상,15,1,2,0,2,0,3,0,2,0,2,1,0,0,1,0,1,0
2021년04월_여_총인구수,"84,398","4,350","5,159","8,697","4,783","4,813","5,065","3,095","3,953","5,103","3,919","4,130","4,969","9,171",856,"2,418","10,067","3,850"
2021년04월_여_연령구간인구수,"84,398","4,350","5,159","8,697","4,783","4,813","5,065","3,095","3,953","5,103","3,919","4,130","4,969","9,171",856,"2,418","10,067","3,850"
2021년04월_여_0~9세,"3,503",139,152,348,146,126,180,89,104,185,151,280,163,621,33,67,573,146
2021년04월_여_10~19세,"5,120",222,243,574,295,218,290,164,235,277,217,316,260,611,41,155,794,208
2021년04월_여_20~29세,"9,540",627,602,"1,126",473,454,585,289,431,524,436,411,588,"1,033",95,259,"1,188",419
2021년04월_여_30~39세,"7,440",419,380,855,357,332,387,237,296,457,302,440,415,"1,036",82,178,958,309
2021년04월_여_40~49세,"10,362",502,556,"1,123",573,468,583,336,491,554,449,595,578,"1,288",102,259,"1,458",447
2021년04월_여_50~59세,"16,602",868,986,"1,661",998,886,"1,040",564,798,"1,027",772,744,"1,068","1,759",177,527,"1,979",748
2021년04월_여_60~69세,"16,841",844,"1,095","1,658",960,"1,036","1,076",692,852,"1,085",811,757,"1,014","1,609",183,539,"1,855",775
2021년04월_여_70~79세,"9,700",462,740,877,651,821,592,483,486,660,491,393,572,782,99,275,807,509
2021년04월_여_80~89세,"4,621",236,367,413,285,418,288,220,227,294,257,173,272,359,37,139,383,253
2021년04월_여_90~99세,625,25,35,62,43,50,37,21,28,37,29,21,38,69,3,20,71,36
2021년04월_여_100세 이상,44,6,3,0,2,4,7,0,5,3,4,0,1,4,4,0,1,0
2021년05월_계_총인구수,"168,704","8,550","10,033","16,835","9,781","9,551","9,942","6,274","7,770","10,767","7,944","8,078","10,032","18,180","1,778","5,125","20,277","7,787"
2021년05월_계_연령구간인구수,"168,704","8,550","10,033","16,835","9,781","9,551","9,942","6,274","7,770","10,767","7,944","8,078","10,032","18,180","1,778","5,125","20,277","7,787"
2021년05월_계_0~9세,"7,212",308,310,709,291,281,362,189,222,381,300,581,346,"1,235",71,134,"1,225",267
2021년05월_계_10~19세,"10,525",484,515,"1,175",623,464,589,325,487,555,457,599,571,"1,243",97,305,"1,642",394
2021년05월_계_20~29세,"21,070","1,316","1,246","2,396","1,132","1,019","1,237",641,976,"1,254","1,030",879,"1,259","2,254",227,616,"2,631",957
2021년05월_계_30~39세,"17,214",949,942,"1,978",859,788,948,597,690,"1,051",749,941,992,"2,227",177,478,"2,136",712
2021년05월_계_40~49세,"22,218","1,058","1,264","2,190","1,302","1,104","1,258",743,983,"1,350","1,011","1,205","1,292","2,636",235,627,"2,927","1,033"
2021년05월_계_50~59세,"33,428","1,631","1,954","3,037","2,088","1,868","2,032","1,273","1,618","2,333","1,615","1,452","2,125","3,459",360,"1,104","3,910","1,569"
2021년05월_계_60~69세,"31,793","1,543","1,982","3,031","1,868","1,971","1,967","1,292","1,554","2,142","1,518","1,416","1,959","3,039",348,"1,120","3,561","1,482"
2021년05월_계_70~79세,"17,257",851,"1,220","1,579","1,113","1,366","1,053",838,837,"1,200",833,709,"1,028","1,456",186,508,"1,554",926
2021년05월_계_80~89세,"7,166",370,551,657,453,625,445,349,361,458,392,270,411,543,69,206,603,403
2021년05월_계_90~99세,761,33,44,83,48,61,41,27,35,40,33,25,48,84,3,27,85,44
2021년05월_계_100세 이상,60,7,5,0,4,4,10,0,7,3,6,1,1,4,5,0,3,0
2021년05월_남_총인구수,"84,423","4,222","4,872","8,146","5,007","4,738","4,887","3,188","3,833","5,694","4,011","3,961","5,053","9,011",937,"2,710","10,207","3,946"
2021년05월_남_연령구간인구수,"84,423","4,222","4,872","8,146","5,007","4,738","4,887","3,188","3,833","5,694","4,011","3,961","5,053","9,011",937,"2,710","10,207","3,946"
2021년05월_남_0~9세,"3,711",173,160,350,146,156,183,98,121,198,146,299,183,620,39,68,654,117
2021년05월_남_10~19세,"5,445",261,273,606,330,248,303,166,256,277,240,285,318,630,56,153,855,188
2021년05월_남_20~29세,"11,589",696,650,"1,282",665,565,667,352,549,734,590,475,674,"1,223",134,355,"1,438",540
2021년05월_남_30~39세,"9,764",533,559,"1,117",505,448,552,360,396,596,444,500,568,"1,199",98,297,"1,183",409
2021년05월_남_40~49세,"11,933",560,704,"1,088",737,640,691,406,495,805,566,611,715,"1,344",135,370,"1,481",585
2021년05월_남_50~59세,"16,897",767,974,"1,376","1,088",982,988,708,823,"1,319",843,713,"1,062","1,719",184,588,"1,935",828
2021년05월_남_60~69세,"14,877",701,879,"1,358",905,934,883,604,700,"1,060",702,662,939,"1,415",170,573,"1,688",704
2021년05월_남_70~79세,"7,553",393,487,711,462,547,456,359,351,541,340,310,452,669,89,229,745,412
2021년05월_남_80~89세,"2,510",130,176,237,161,207,157,128,133,161,134,101,135,179,30,70,215,156
2021년05월_남_90~99세,129,7,8,21,6,11,4,7,7,3,4,4,7,13,1,7,12,7
2021년05월_남_100세 이상,15,1,2,0,2,0,3,0,2,0,2,1,0,0,1,0,1,0
2021년05월_여_총인구수,"84,281","4,328","5,161","8,689","4,774","4,813","5,055","3,086","3,937","5,073","3,933","4,117","4,979","9,169",841,"2,415","10,070","3,841"
2021년05월_여_연령구간인구수,"84,281","4,328","5,161","8,689","4,774","4,813","5,055","3,086","3,937","5,073","3,933","4,117","4,979","9,169",841,"2,415","10,070","3,841"
2021년05월_여_0~9세,"3,501",135,150,359,145,125,179,91,101,183,154,282,163,615,32,66,571,150
2021년05월_여_10~19세,"5,080",223,242,569,293,216,286,159,231,278,217,314,253,613,41,152,787,206
2021년05월_여_20~29세,"9,481",620,596,"1,114",467,454,570,289,427,520,440,404,585,"1,031",93,261,"1,193",417
2021년05월_여_30~39세,"7,450",416,383,861,354,340,396,237,294,455,305,441,424,"1,028",79,181,953,303
2021년05월_여_40~49세,"10,285",498,560,"1,102",565,464,567,337,488,545,445,594,577,"1,292",100,257,"1,446",448
2021년05월_여_50~59세,"16,531",864,980,"1,661","1,000",886,"1,044",565,795,"1,014",772,739,"1,063","1,740",176,516,"1,975",741
2021년05월_여_60~69세,"16,916",842,"1,103","1,673",963,"1,037","1,084",688,854,"1,082",816,754,"1,020","1,624",178,547,"1,873",778
2021년05월_여_70~79세,"9,704",458,733,868,651,819,597,479,486,659,493,399,576,787,97,279,809,514
2021년05월_여_80~89세,"4,656",240,375,420,292,418,288,221,228,297,258,169,276,364,39,136,388,247
2021년05월_여_90~99세,632,26,36,62,42,50,37,20,28,37,29,21,41,71,2,20,73,37
2021년05월_여_100세 이상,45,6,3,0,2,4,7,0,5,3,4,0,1,4,4,0,2,0
2021년06월_계_총인구수,"167,773","8,516","9,995","16,804","9,719","9,399","9,876","6,213","7,760","10,607","7,909","8,040","9,992","18,150","1,770","5,078","20,211","7,734"
2021년06월_계_연령구간인구수,"167,773","8,516","9,995","16,804","9,719","9,399","9,876","6,213","7,760","10,607","7,909","8,040","9,992","18,150","1,770","5,078","20,211","7,734"
2021년06월_계_0~9세,"7,176",302,311,706,297,279,360,182,226,374,298,586,345,"1,221",72,131,"1,223",263
2021년06월_계_10~19세,"10,458",483,508,"1,173",622,465,581,322,485,548,452,590,564,"1,248",94,307,"1,629",387
2021년06월_계_20~29세,"20,929","1,319","1,242","2,379","1,125","1,004","1,229",642,972,"1,230","1,032",870,"1,255","2,243",225,599,"2,605",958
2021년06월_계_30~39세,"17,058",939,942,"1,977",861,779,941,577,683,"1,034",737,932,978,"2,203",173,475,"2,130",697
2021년06월_계_40~49세,"22,111","1,053","1,261","2,196","1,293","1,086","1,247",735,979,"1,326","1,008","1,206","1,288","2,632",236,615,"2,923","1,027"
2021년06월_계_50~59세,"33,153","1,617","1,944","3,012","2,065","1,839","2,040","1,263","1,600","2,291","1,597","1,431","2,114","3,461",354,"1,096","3,867","1,562"
2021년06월_계_60~69세,"31,830","1,553","1,988","3,049","1,859","1,942","1,971","1,283","1,568","2,128","1,531","1,430","1,967","3,050",349,"1,111","3,577","1,474"
2021년06월_계_70~79세,"17,177",852,"1,203","1,576","1,102","1,341","1,040",835,837,"1,185",832,702,"1,025","1,467",187,503,"1,569",921
2021년06월_계_80~89세,"7,123",364,555,657,454,605,430,346,366,450,388,268,410,540,72,213,600,405
2021년06월_계_90~99세,726,30,41,79,41,56,37,28,37,39,32,24,45,82,3,28,84,40
2021년06월_계_100세 이상,32,4,0,0,0,3,0,0,7,2,2,1,1,3,5,0,4,0
2021년06월_남_총인구수,"83,975","4,211","4,844","8,120","4,980","4,673","4,853","3,155","3,833","5,617","4,000","3,942","5,045","8,998",933,"2,680","10,170","3,921"
2021년06월_남_연령구간인구수,"83,975","4,211","4,844","8,120","4,980","4,673","4,853","3,155","3,833","5,617","4,000","3,942","5,045","8,998",933,"2,680","10,170","3,921"
2021년06월_남_0~9세,"3,702",166,161,351,150,155,181,97,122,196,146,299,185,616,39,65,656,117
2021년06월_남_10~19세,"5,411",264,268,606,331,249,298,163,256,270,236,287,314,627,54,154,851,183
2021년06월_남_20~29세,"11,513",699,650,"1,264",666,563,662,353,554,723,591,465,670,"1,210",132,347,"1,425",539
2021년06월_남_30~39세,"9,687",533,555,"1,115",499,448,546,345,393,588,437,496,570,"1,197",97,294,"1,174",400
2021년06월_남_40~49세,"11,886",555,700,"1,085",732,631,685,403,489,799,566,610,714,"1,348",133,367,"1,483",586
2021년06월_남_50~59세,"16,747",755,970,"1,370","1,086",963,991,704,819,"1,291",835,697,"1,054","1,714",182,581,"1,913",822
2021년06월_남_60~69세,"14,920",710,879,"1,367",895,927,888,597,705,"1,061",715,675,947,"1,421",171,567,"1,695",700
2021년06월_남_70~79세,"7,503",396,474,707,454,530,452,361,351,532,341,307,450,671,89,228,747,413
2021년06월_남_80~89세,"2,482",127,179,235,163,199,146,125,135,154,130,101,135,182,34,70,213,154
2021년06월_남_90~99세,119,6,8,20,4,8,4,7,7,3,3,4,6,12,1,7,12,7
2021년06월_남_100세 이상,5,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0
2021년06월_여_총인구수,"83,798","4,305","5,151","8,684","4,739","4,726","5,023","3,058","3,927","4,990","3,909","4,098","4,947","9,152",837,"2,398","10,041","3,813"
2021년06월_여_연령구간인구수,"83,798","4,305","5,151","8,684","4,739","4,726","5,023","3,058","3,927","4,990","3,909","4,098","4,947","9,152",837,"2,398","10,041","3,813"
2021년06월_여_0~9세,"3,474",136,150,355,147,124,179,85,104,178,152,287,160,605,33,66,567,146
2021년06월_여_10~19세,"5,047",219,240,567,291,216,283,159,229,278,216,303,250,621,40,153,778,204
2021년06월_여_20~29세,"9,416",620,592,"1,115",459,441,567,289,418,507,441,405,585,"1,033",93,252,"1,180",419
2021년06월_여_30~39세,"7,371",406,387,862,362,331,395,232,290,446,300,436,408,"1,006",76,181,956,297
2021년06월_여_40~49세,"10,225",498,561,"1,111",561,455,562,332,490,527,442,596,574,"1,284",103,248,"1,440",441
2021년06월_여_50~59세,"16,406",862,974,"1,642",979,876,"1,049",559,781,"1,000",762,734,"1,060","1,747",172,515,"1,954",740
2021년06월_여_60~69세,"16,910",843,"1,109","1,682",964,"1,015","1,083",686,863,"1,067",816,755,"1,020","1,629",178,544,"1,882",774
2021년06월_여_70~79세,"9,674",456,729,869,648,811,588,474,486,653,491,395,575,796,98,275,822,508
2021년06월_여_80~89세,"4,641",237,376,422,291,406,284,221,231,296,258,167,275,358,38,143,387,251
2021년06월_여_90~99세,607,24,33,59,37,48,33,21,30,36,29,20,39,70,2,21,72,33
2021년06월_여_100세 이상,27,4,0,0,0,3,0,0,5,2,2,0,1,3,4,0,3,0
2021년07월_계_총인구수,"167,270","8,502","9,964","16,759","9,715","9,385","9,864","6,191","7,753","10,457","7,899","8,002","9,974","18,140","1,766","5,016","20,204","7,679"
2021년07월_계_연령구간인구수,"167,270","8,502","9,964","16,759","9,715","9,385","9,864","6,191","7,753","10,457","7,899","8,002","9,974","18,140","1,766","5,016","20,204","7,679"
2021년07월_계_0~9세,"7,119",297,312,698,288,276,361,181,225,368,291,585,347,"1,215",68,125,"1,225",257
2021년07월_계_10~19세,"10,411",477,501,"1,178",625,470,578,316,477,540,454,587,556,"1,246",93,305,"1,627",381
2021년07월_계_20~29세,"20,762","1,319","1,233","2,344","1,127",999,"1,214",639,977,"1,207","1,029",858,"1,245","2,229",219,598,"2,582",943
2021년07월_계_30~39세,"16,975",938,947,"1,953",853,771,939,573,676,"1,019",738,923,988,"2,214",177,467,"2,116",683
2021년07월_계_40~49세,"22,020","1,050","1,249","2,208","1,295","1,086","1,252",717,981,"1,311","1,002","1,203","1,267","2,631",229,600,"2,916","1,023"
