카테고리,충청북도 음성군,충청북도 음성군 음성읍,충청북도 음성군 금왕읍,충청북도 음성군 소이면,충청북도 음성군 원남면,충청북도 음성군 맹동면,충청북도 음성군 대소면,충청북도 음성군 삼성면,충청북도 음성군 생극면,충청북도 음성군 감곡면
2021년05월_남_30~39세,"5,218",806,"1,066",107,90,"1,248",962,320,181,438
2021년05월_남_40~49세,"7,552","1,227","1,765",139,145,"1,222","1,543",536,286,689
2021년05월_남_50~59세,"9,695","1,658","2,214",285,279,"1,006","1,852",876,520,"1,005"
2021년05월_남_60~69세,"8,489","1,641","1,535",383,468,878,"1,167",824,570,"1,023"
2021년05월_남_70~79세,"3,850",794,630,245,261,333,424,359,294,510
2021년05월_남_80~89세,"1,623",310,285,134,114,130,170,142,138,200
2021년05월_남_90~99세,165,34,31,11,14,11,20,11,14,19
2021년05월_남_100세 이상,6,1,1,0,0,0,0,2,1,1
2021년05월_여_총인구수,"43,391","8,188","9,155","1,404","1,444","6,090","7,139","3,043","2,064","4,864"
2021년05월_여_연령구간인구수,"43,391","8,188","9,155","1,404","1,444","6,090","7,139","3,043","2,064","4,864"
2021년05월_여_0~9세,"2,720",414,584,25,32,720,513,98,79,255
2021년05월_여_10~19세,"3,581",668,886,54,48,519,725,191,108,382
2021년05월_여_20~29세,"3,886",725,874,60,66,652,715,231,115,448
2021년05월_여_30~39세,"4,069",655,834,55,73,"1,076",697,199,117,363
2021년05월_여_40~49세,"5,928","1,025","1,472",77,68,992,"1,263",303,171,557
2021년05월_여_50~59세,"7,732","1,490","1,691",226,235,812,"1,379",640,376,883
2021년05월_여_60~69세,"7,475","1,564","1,423",348,373,674,967,654,502,970
2021년05월_여_70~79세,"4,300",935,785,284,258,360,476,374,292,536
2021년05월_여_80~89세,"3,132",610,527,228,238,235,354,301,245,394
2021년05월_여_90~99세,552,100,75,45,51,50,50,49,57,75
2021년05월_여_100세 이상,16,2,4,2,2,0,0,3,2,1
2021년06월_계_총인구수,"92,232","16,731","19,646","2,883","3,012","12,978","15,692","6,874","4,504","9,912"
2021년06월_계_연령구간인구수,"92,232","16,731","19,646","2,883","3,012","12,978","15,692","6,874","4,504","9,912"
2021년06월_계_0~9세,"5,653",855,"1,210",52,56,"1,527","1,060",239,167,487
2021년06월_계_10~19세,"7,494","1,355","1,927",113,132,"1,070","1,511",403,223,760
2021년06월_계_20~29세,"9,254","1,673","2,169",146,164,"1,361","1,788",628,334,991
2021년06월_계_30~39세,"9,253","1,454","1,888",162,160,"2,314","1,660",516,296,803
2021년06월_계_40~49세,"13,430","2,240","3,231",210,210,"2,203","2,786",840,462,"1,248"
2021년06월_계_50~59세,"17,371","3,129","3,891",514,510,"1,812","3,241","1,513",883,"1,878"
2021년06월_계_60~69세,"16,109","3,225","2,998",734,844,"1,569","2,148","1,496","1,088","2,007"
2021년06월_계_70~79세,"8,146","1,734","1,411",526,521,688,905,729,590,"1,042"
2021년06월_계_80~89세,"4,777",929,807,367,349,371,521,445,386,602
2021년06월_계_90~99세,724,134,109,57,64,63,72,61,72,92
2021년06월_계_100세 이상,21,3,5,2,2,0,0,4,3,2
2021년06월_남_총인구수,"48,812","8,538","10,507","1,482","1,572","6,884","8,566","3,818","2,426","5,019"
2021년06월_남_연령구간인구수,"48,812","8,538","10,507","1,482","1,572","6,884","8,566","3,818","2,426","5,019"
2021년06월_남_0~9세,"2,955",440,638,28,26,813,550,139,89,232
2021년06월_남_10~19세,"3,904",689,"1,042",60,83,544,792,214,115,365
2021년06월_남_20~29세,"5,357",948,"1,294",87,99,715,"1,069",394,216,535
2021년06월_남_30~39세,"5,194",791,"1,068",107,90,"1,239",965,314,180,440
2021년06월_남_40~49세,"7,510","1,223","1,751",135,141,"1,216","1,535",536,285,688
2021년06월_남_50~59세,"9,672","1,653","2,215",289,279,994,"1,864",871,511,996
2021년06월_남_60~69세,"8,561","1,647","1,551",385,469,890,"1,175",835,579,"1,030"
2021년06월_남_70~79세,"3,854",798,635,245,262,328,425,354,296,511
2021년06월_남_80~89세,"1,632",314,281,135,110,133,171,147,139,202
2021년06월_남_90~99세,167,34,31,11,13,12,20,12,15,19
2021년06월_남_100세 이상,6,1,1,0,0,0,0,2,1,1
2021년06월_여_총인구수,"43,420","8,193","9,139","1,401","1,440","6,094","7,126","3,056","2,078","4,893"
2021년06월_여_연령구간인구수,"43,420","8,193","9,139","1,401","1,440","6,094","7,126","3,056","2,078","4,893"
2021년06월_여_0~9세,"2,698",415,572,24,30,714,510,100,78,255
2021년06월_여_10~19세,"3,590",666,885,53,49,526,719,189,108,395
2021년06월_여_20~29세,"3,897",725,875,59,65,646,719,234,118,456
2021년06월_여_30~39세,"4,059",663,820,55,70,"1,075",695,202,116,363
2021년06월_여_40~49세,"5,920","1,017","1,480",75,69,987,"1,251",304,177,560
2021년06월_여_50~59세,"7,699","1,476","1,676",225,231,818,"1,377",642,372,882
2021년06월_여_60~69세,"7,548","1,578","1,447",349,375,679,973,661,509,977
2021년06월_여_70~79세,"4,292",936,776,281,259,360,480,375,294,531
2021년06월_여_80~89세,"3,145",615,526,232,239,238,350,298,247,400
2021년06월_여_90~99세,557,100,78,46,51,51,52,49,57,73
2021년06월_여_100세 이상,15,2,4,2,2,0,0,2,2,1
2021년07월_계_총인구수,"92,231","16,717","19,648","2,876","3,008","12,970","15,705","6,867","4,507","9,933"
2021년07월_계_연령구간인구수,"92,231","16,717","19,648","2,876","3,008","12,970","15,705","6,867","4,507","9,933"
2021년07월_계_0~9세,"5,604",849,"1,198",51,55,"1,499","1,056",242,167,487
2021년07월_계_10~19세,"7,483","1,347","1,920",113,131,"1,086","1,509",399,216,762
2021년07월_계_20~29세,"9,241","1,672","2,168",143,161,"1,350","1,786",626,337,998
2021년07월_계_30~39세,"9,252","1,445","1,889",164,157,"2,317","1,668",509,301,802
2021년07월_계_40~49세,"13,407","2,229","3,227",207,208,"2,218","2,777",830,461,"1,250"
2021년07월_계_50~59세,"17,362","3,129","3,897",511,506,"1,796","3,247","1,519",886,"1,871"
2021년07월_계_60~69세,"16,198","3,244","3,010",742,851,"1,579","2,162","1,505","1,085","2,020"
2021년07월_계_70~79세,"8,141","1,738","1,414",522,518,688,905,722,589,"1,045"
2021년07월_계_80~89세,"4,798",931,809,364,355,372,521,450,391,605
2021년07월_계_90~99세,725,131,111,57,64,65,74,61,71,91
2021년07월_계_100세 이상,20,2,5,2,2,0,0,4,3,2
2021년07월_남_총인구수,"48,802","8,529","10,500","1,478","1,565","6,878","8,589","3,808","2,422","5,033"
2021년07월_남_연령구간인구수,"48,802","8,529","10,500","1,478","1,565","6,878","8,589","3,808","2,422","5,033"
2021년07월_남_0~9세,"2,923",437,631,28,25,795,551,138,87,231
2021년07월_남_10~19세,"3,896",683,"1,042",59,82,556,790,211,109,364
2021년07월_남_20~29세,"5,344",947,"1,288",83,98,707,"1,070",393,216,542
2021년07월_남_30~39세,"5,196",787,"1,067",108,87,"1,236",974,308,186,443
2021년07월_남_40~49세,"7,502","1,211","1,760",136,138,"1,229","1,533",525,283,687
2021년07월_남_50~59세,"9,656","1,652","2,206",285,277,986,"1,867",877,512,994
2021년07월_남_60~69세,"8,616","1,663","1,556",391,470,894,"1,187",840,578,"1,037"
2021년07월_남_70~79세,"3,861",804,634,243,263,331,427,354,294,511
2021년07월_남_80~89세,"1,639",311,284,134,112,132,170,148,144,204
2021년07월_남_90~99세,163,33,31,11,13,12,20,12,12,19
2021년07월_남_100세 이상,6,1,1,0,0,0,0,2,1,1
2021년07월_여_총인구수,"43,429","8,188","9,148","1,398","1,443","6,092","7,116","3,059","2,085","4,900"
2021년07월_여_연령구간인구수,"43,429","8,188","9,148","1,398","1,443","6,092","7,116","3,059","2,085","4,900"
2021년07월_여_0~9세,"2,681",412,567,23,30,704,505,104,80,256
2021년07월_여_10~19세,"3,587",664,878,54,49,530,719,188,107,398
2021년07월_여_20~29세,"3,897",725,880,60,63,643,716,233,121,456
2021년07월_여_30~39세,"4,056",658,822,56,70,"1,081",694,201,115,359
2021년07월_여_40~49세,"5,905","1,018","1,467",71,70,989,"1,244",305,178,563
2021년07월_여_50~59세,"7,706","1,477","1,691",226,229,810,"1,380",642,374,877
2021년07월_여_60~69세,"7,582","1,581","1,454",351,381,685,975,665,507,983
2021년07월_여_70~79세,"4,280",934,780,279,255,357,478,368,295,534
2021년07월_여_80~89세,"3,159",620,525,230,243,240,351,302,247,401
2021년07월_여_90~99세,562,98,80,46,51,53,54,49,59,72
2021년07월_여_100세 이상,14,1,4,2,2,0,0,2,2,1
2021년08월_계_총인구수,"92,224","16,705","19,619","2,883","3,013","12,986","15,705","6,863","4,509","9,941"
2021년08월_계_연령구간인구수,"92,224","16,705","19,619","2,883","3,013","12,986","15,705","6,863","4,509","9,941"
2021년08월_계_0~9세,"5,568",849,"1,180",51,59,"1,479","1,053",236,167,494
2021년08월_계_10~19세,"7,467","1,350","1,909",114,121,"1,104","1,505",400,217,747
2021년08월_계_20~29세,"9,224","1,656","2,155",140,161,"1,349","1,798",622,336,"1,007"
2021년08월_계_30~39세,"9,229","1,437","1,890",165,156,"2,315","1,656",510,301,799
2021년08월_계_40~49세,"13,379","2,229","3,190",210,213,"2,236","2,764",825,464,"1,248"
2021년08월_계_50~59세,"17,380","3,122","3,909",507,513,"1,790","3,273","1,506",882,"1,878"
2021년08월_계_60~69세,"16,279","3,250","3,045",752,854,"1,586","2,160","1,523","1,088","2,021"
2021년08월_계_70~79세,"8,135","1,738","1,411",521,517,689,903,722,587,"1,047"
2021년08월_계_80~89세,"4,817",937,812,366,354,374,521,450,394,609
2021년08월_계_90~99세,726,135,113,55,63,64,72,65,70,89
2021년08월_계_100세 이상,20,2,5,2,2,0,0,4,3,2
2021년08월_남_총인구수,"48,801","8,530","10,483","1,485","1,565","6,891","8,587","3,808","2,417","5,035"
2021년08월_남_연령구간인구수,"48,801","8,530","10,483","1,485","1,565","6,891","8,587","3,808","2,417","5,035"
2021년08월_남_0~9세,"2,897",439,618,28,27,781,545,136,87,236
2021년08월_남_10~19세,"3,894",685,"1,036",62,74,568,787,211,110,361
2021년08월_남_20~29세,"5,321",940,"1,278",81,98,699,"1,080",389,213,543
2021년08월_남_30~39세,"5,197",781,"1,071",110,87,"1,250",967,310,184,437
2021년08월_남_40~49세,"7,480","1,214","1,737",137,142,"1,240","1,515",518,287,690
2021년08월_남_50~59세,"9,648","1,644","2,210",281,275,976,"1,886",873,507,996
2021년08월_남_60~69세,"8,676","1,669","1,582",396,473,898,"1,188",853,582,"1,035"
2021년08월_남_70~79세,"3,870",807,636,246,265,331,430,353,289,513
2021년08월_남_80~89세,"1,649",315,284,133,111,136,170,150,146,204
2021년08월_남_90~99세,163,35,30,11,13,12,19,13,11,19
2021년08월_남_100세 이상,6,1,1,0,0,0,0,2,1,1
2021년08월_여_총인구수,"43,423","8,175","9,136","1,398","1,448","6,095","7,118","3,055","2,092","4,906"
2021년08월_여_연령구간인구수,"43,423","8,175","9,136","1,398","1,448","6,095","7,118","3,055","2,092","4,906"
2021년08월_여_0~9세,"2,671",410,562,23,32,698,508,100,80,258
2021년08월_여_10~19세,"3,573",665,873,52,47,536,718,189,107,386
2021년08월_여_20~29세,"3,903",716,877,59,63,650,718,233,123,464
2021년08월_여_30~39세,"4,032",656,819,55,69,"1,065",689,200,117,362
2021년08월_여_40~49세,"5,899","1,015","1,453",73,71,996,"1,249",307,177,558
2021년08월_여_50~59세,"7,732","1,478","1,699",226,238,814,"1,387",633,375,882
2021년08월_여_60~69세,"7,603","1,581","1,463",356,381,688,972,670,506,986
2021년08월_여_70~79세,"4,265",931,775,275,252,358,473,369,298,534
2021년08월_여_80~89세,"3,168",622,528,233,243,238,351,300,248,405
2021년08월_여_90~99세,563,100,83,44,50,52,53,52,59,70
2021년08월_여_100세 이상,14,1,4,2,2,0,0,2,2,1
2021년09월_계_총인구수,"92,027","16,686","19,589","2,871","3,001","13,005","15,662","6,828","4,500","9,885"
2021년09월_계_연령구간인구수,"92,027","16,686","19,589","2,871","3,001","13,005","15,662","6,828","4,500","9,885"
2021년09월_계_0~9세,"5,548",848,"1,186",48,58,"1,468","1,041",239,161,499
2021년09월_계_10~19세,"7,401","1,353","1,882",112,106,"1,116","1,501",394,212,725
2021년09월_계_20~29세,"9,122","1,632","2,122",140,159,"1,353","1,792",604,343,977
2021년09월_계_30~39세,"9,155","1,431","1,883",161,156,"2,293","1,639",507,291,794
2021년09월_계_40~49세,"13,344","2,215","3,180",206,214,"2,258","2,758",814,467,"1,232"
2021년09월_계_50~59세,"17,382","3,117","3,932",502,510,"1,793","3,254","1,505",880,"1,889"
2021년09월_계_60~69세,"16,365","3,272","3,063",752,862,"1,599","2,184","1,520","1,095","2,018"
2021년09월_계_70~79세,"8,111","1,734","1,408",517,514,682,895,723,585,"1,053"
2021년09월_계_80~89세,"4,857",947,811,374,357,381,530,454,393,610
2021년09월_계_90~99세,722,135,117,57,63,62,68,64,70,86
2021년09월_계_100세 이상,20,2,5,2,2,0,0,4,3,2
2021년09월_남_총인구수,"48,723","8,520","10,467","1,480","1,550","6,903","8,567","3,789","2,419","5,028"
2021년09월_남_연령구간인구수,"48,723","8,520","10,467","1,480","1,550","6,903","8,567","3,789","2,419","5,028"
2021년09월_남_0~9세,"2,891",438,621,26,27,772,542,139,86,240
2021년09월_남_10~19세,"3,853",685,"1,016",61,60,577,782,208,107,357
2021년09월_남_20~29세,"5,276",925,"1,261",85,98,707,"1,068",382,218,532
2021년09월_남_30~39세,"5,179",779,"1,073",107,88,"1,239",965,309,183,436
2021년09월_남_40~49세,"7,459","1,210","1,723",135,142,"1,247","1,517",511,291,683
2021년09월_남_50~59세,"9,642","1,639","2,225",275,272,977,"1,872",874,505,"1,003"
2021년09월_남_60~69세,"8,727","1,684","1,598",397,474,903,"1,206",847,584,"1,034"
2021년09월_남_70~79세,"3,859",801,634,245,264,330,425,352,289,519
2021년09월_남_80~89세,"1,671",323,284,138,112,139,174,152,144,205
2021년09월_남_90~99세,160,35,31,11,13,12,16,13,11,18
2021년09월_남_100세 이상,6,1,1,0,0,0,0,2,1,1
2021년09월_여_총인구수,"43,304","8,166","9,122","1,391","1,451","6,102","7,095","3,039","2,081","4,857"
2021년09월_여_연령구간인구수,"43,304","8,166","9,122","1,391","1,451","6,102","7,095","3,039","2,081","4,857"
2021년09월_여_0~9세,"2,657",410,565,22,31,696,499,100,75,259
2021년09월_여_10~19세,"3,548",668,866,51,46,539,719,186,105,368
2021년09월_여_20~29세,"3,846",707,861,55,61,646,724,222,125,445
2021년09월_여_30~39세,"3,976",652,810,54,68,"1,054",674,198,108,358
2021년09월_여_40~49세,"5,885","1,005","1,457",71,72,"1,011","1,241",303,176,549
2021년09월_여_50~59세,"7,740","1,478","1,707",227,238,816,"1,382",631,375,886
2021년09월_여_60~69세,"7,638","1,588","1,465",355,388,696,978,673,511,984
2021년09월_여_70~79세,"4,252",933,774,272,250,352,470,371,296,534
2021년09월_여_80~89세,"3,186",624,527,236,245,242,356,302,249,405
2021년09월_여_90~99세,562,100,86,46,50,50,52,51,59,68
2021년09월_여_100세 이상,14,1,4,2,2,0,0,2,2,1
2021년10월_계_총인구수,"92,004","16,670","19,570","2,865","2,991","13,030","15,660","6,828","4,503","9,887"
2021년10월_계_연령구간인구수,"92,004","16,670","19,570","2,865","2,991","13,030","15,660","6,828","4,503","9,887"
2021년10월_계_0~9세,"5,499",837,"1,180",48,58,"1,448","1,034",237,158,499
2021년10월_계_10~19세,"7,387","1,343","1,870",112,107,"1,131","1,502",390,213,719
2021년10월_계_20~29세,"9,102","1,619","2,107",139,158,"1,370","1,777",610,343,979
2021년10월_계_30~39세,"9,107","1,423","1,883",155,158,"2,275","1,631",504,285,793
2021년10월_계_40~49세,"13,341","2,211","3,178",206,216,"2,269","2,766",808,463,"1,224"
2021년10월_계_50~59세,"17,386","3,121","3,919",497,510,"1,803","3,269","1,497",881,"1,889"
2021년10월_계_60~69세,"16,444","3,284","3,098",753,853,"1,601","2,191","1,532","1,106","2,026"
2021년10월_계_70~79세,"8,133","1,740","1,404",523,512,687,894,730,585,"1,058"
2021년10월_계_80~89세,"4,856",953,806,371,354,385,529,452,395,611
2021년10월_계_90~99세,730,137,121,59,63,61,67,64,71,87
2021년10월_계_100세 이상,19,2,4,2,2,0,0,4,3,2
2021년10월_남_총인구수,"48,741","8,517","10,473","1,474","1,545","6,914","8,567","3,795","2,429","5,027"
2021년10월_남_연령구간인구수,"48,741","8,517","10,473","1,474","1,545","6,914","8,567","3,795","2,429","5,027"
2021년10월_남_0~9세,"2,858",437,618,26,26,756,534,138,86,237
2021년10월_남_10~19세,"3,861",679,"1,009",61,60,588,787,211,110,356
2021년10월_남_20~29세,"5,258",920,"1,252",83,97,716,"1,056",381,221,532
2021년10월_남_30~39세,"5,162",775,"1,079",106,88,"1,232",964,307,178,433
2021년10월_남_40~49세,"7,444","1,205","1,721",133,143,"1,248","1,520",507,288,679
2021년10월_남_50~59세,"9,663","1,643","2,220",273,271,989,"1,879",875,507,"1,006"
2021년10월_남_60~69세,"8,781","1,689","1,621",398,474,900,"1,213",853,593,"1,040"
2021년10월_남_70~79세,"3,865",804,630,246,262,334,426,358,287,518
2021년10월_남_80~89세,"1,678",329,289,136,110,139,172,150,147,206
2021년10월_남_90~99세,165,35,33,12,14,12,16,13,11,19
2021년10월_남_100세 이상,6,1,1,0,0,0,0,2,1,1
2021년10월_여_총인구수,"43,263","8,153","9,097","1,391","1,446","6,116","7,093","3,033","2,074","4,860"
2021년10월_여_연령구간인구수,"43,263","8,153","9,097","1,391","1,446","6,116","7,093","3,033","2,074","4,860"
2021년10월_여_0~9세,"2,641",400,562,22,32,692,500,99,72,262
2021년10월_여_10~19세,"3,526",664,861,51,47,543,715,179,103,363
2021년10월_여_20~29세,"3,844",699,855,56,61,654,721,229,122,447
2021년10월_여_30~39세,"3,945",648,804,49,70,"1,043",667,197,107,360
2021년10월_여_40~49세,"5,897","1,006","1,457",73,73,"1,021","1,246",301,175,545
2021년10월_여_50~59세,"7,723","1,478","1,699",224,239,814,"1,390",622,374,883
2021년10월_여_60~69세,"7,663","1,595","1,477",355,379,701,978,679,513,986
2021년10월_여_70~79세,"4,268",936,774,277,250,353,468,372,298,540
2021년10월_여_80~89세,"3,178",624,517,235,244,246,357,302,248,405
2021년10월_여_90~99세,565,102,88,47,49,49,51,51,60,68
2021년10월_여_100세 이상,13,1,3,2,2,0,0,2,2,1
2021년11월_계_총인구수,"92,086","16,666","19,610","2,860","2,996","13,046","15,691","6,818","4,494","9,905"
2021년11월_계_연령구간인구수,"92,086","16,666","19,610","2,860","2,996","13,046","15,691","6,818","4,494","9,905"
2021년11월_계_0~9세,"5,428",825,"1,163",46,60,"1,430","1,029",228,157,490
2021년11월_계_10~19세,"7,398","1,339","1,878",112,106,"1,133","1,504",393,214,719
2021년11월_계_20~29세,"9,126","1,623","2,136",131,156,"1,368","1,783",606,338,985
2021년11월_계_30~39세,"9,104","1,415","1,879",159,163,"2,280","1,628",495,288,797
2021년11월_계_40~49세,"13,351","2,210","3,199",208,213,"2,273","2,761",800,462,"1,225"
2021년11월_계_50~59세,"17,372","3,126","3,904",494,513,"1,809","3,275","1,502",875,"1,874"
2021년11월_계_60~69세,"16,537","3,301","3,117",750,851,"1,608","2,212","1,537","1,107","2,054"
2021년11월_계_70~79세,"8,154","1,737","1,404",527,516,690,894,737,591,"1,058"
2021년11월_계_80~89세,"4,861",955,804,369,353,393,536,452,387,612
2021년11월_계_90~99세,736,133,122,62,63,62,69,64,72,89
2021년11월_계_100세 이상,19,2,4,2,2,0,0,4,3,2
2021년11월_남_총인구수,"48,796","8,511","10,500","1,465","1,554","6,915","8,590","3,792","2,425","5,044"
2021년11월_남_연령구간인구수,"48,796","8,511","10,500","1,465","1,554","6,915","8,590","3,792","2,425","5,044"
2021년11월_남_0~9세,"2,809",429,612,24,29,736,527,135,85,232
2021년11월_남_10~19세,"3,878",680,"1,017",61,59,591,793,209,110,358
2021년11월_남_20~29세,"5,253",917,"1,270",78,97,717,"1,050",377,215,532
2021년11월_남_30~39세,"5,187",772,"1,076",108,90,"1,243",973,303,183,439
2021년11월_남_40~49세,"7,448","1,207","1,735",132,141,"1,244","1,522",501,285,681
2021년11월_남_50~59세,"9,648","1,641","2,203",269,278,990,"1,882",880,504,"1,001"
2021년11월_남_60~69세,"8,843","1,700","1,635",397,469,905,"1,228",859,596,"1,054"
2021년11월_남_70~79세,"3,876",800,631,248,266,335,426,362,290,518
2021년11월_남_80~89세,"1,686",331,288,136,111,142,173,151,145,209
2021년11월_남_90~99세,162,33,32,12,14,12,16,13,11,19
2021년11월_남_100세 이상,6,1,1,0,0,0,0,2,1,1
2021년11월_여_총인구수,"43,290","8,155","9,110","1,395","1,442","6,131","7,101","3,026","2,069","4,861"
2021년11월_여_연령구간인구수,"43,290","8,155","9,110","1,395","1,442","6,131","7,101","3,026","2,069","4,861"
2021년11월_여_0~9세,"2,619",396,551,22,31,694,502,93,72,258
2021년11월_여_10~19세,"3,520",659,861,51,47,542,711,184,104,361
2021년11월_여_20~29세,"3,873",706,866,53,59,651,733,229,123,453
2021년11월_여_30~39세,"3,917",643,803,51,73,"1,037",655,192,105,358
2021년11월_여_40~49세,"5,903","1,003","1,464",76,72,"1,029","1,239",299,177,544
2021년11월_여_50~59세,"7,724","1,485","1,701",225,235,819,"1,393",622,371,873
2021년11월_여_60~69세,"7,694","1,601","1,482",353,382,703,984,678,511,"1,000"
2021년11월_여_70~79세,"4,278",937,773,279,250,355,468,375,301,540
2021년11월_여_80~89세,"3,175",624,516,233,242,251,363,301,242,403
2021년11월_여_90~99세,574,100,90,50,49,50,53,51,61,70
2021년11월_여_100세 이상,13,1,3,2,2,0,0,2,2,1
2021년12월_계_총인구수,"92,197","16,669","19,566","2,869","3,001","13,082","15,770","6,815","4,511","9,914"
2021년12월_계_연령구간인구수,"92,197","16,669","19,566","2,869","3,001","13,082","15,770","6,815","4,511","9,914"
2021년12월_계_0~9세,"5,407",818,"1,148",49,62,"1,431","1,031",227,154,487
2021년12월_계_10~19세,"7,394","1,331","1,857",110,107,"1,143","1,513",394,219,720
2021년12월_계_20~29세,"9,161","1,622","2,131",133,156,"1,386","1,808",603,340,982
2021년12월_계_30~39세,"9,120","1,419","1,894",160,163,"2,270","1,630",495,283,806
2021년12월_계_40~49세,"13,343","2,209","3,176",205,219,"2,271","2,772",795,475,"1,221"
2021년12월_계_50~59세,"17,395","3,121","3,903",494,508,"1,821","3,291","1,499",880,"1,878"
2021년12월_계_60~69세,"16,580","3,323","3,118",755,851,"1,614","2,221","1,541","1,100","2,057"
2021년12월_계_70~79세,"8,149","1,733","1,406",525,516,687,897,738,594,"1,053"
2021년12월_계_80~89세,"4,885",955,807,374,352,397,540,454,389,617
2021년12월_계_90~99세,744,136,122,62,65,62,67,65,74,91
2021년12월_계_100세 이상,19,2,4,2,2,0,0,4,3,2
2021년12월_남_총인구수,"48,883","8,515","10,490","1,467","1,560","6,929","8,629","3,793","2,440","5,060"
2021년12월_남_연령구간인구수,"48,883","8,515","10,490","1,467","1,560","6,929","8,629","3,793","2,440","5,060"
2021년12월_남_0~9세,"2,802",425,605,26,31,739,525,134,83,234
2021년12월_남_10~19세,"3,875",680,"1,004",59,59,597,800,208,114,354
2021년12월_남_20~29세,"5,286",911,"1,279",79,100,722,"1,067",376,217,535
2021년12월_남_30~39세,"5,197",773,"1,082",108,89,"1,234",980,306,181,444
2021년12월_남_40~49세,"7,465","1,214","1,725",130,145,"1,254","1,522",504,293,678
2021년12월_남_50~59세,"9,662","1,636","2,201",271,277,990,"1,894",872,508,"1,013"
2021년12월_남_60~69세,"8,855","1,711","1,636",398,468,908,"1,223",862,594,"1,055"
2021년12월_남_70~79세,"3,877",801,634,243,265,333,428,366,291,516
2021년12월_남_80~89세,"1,695",330,290,140,112,140,174,150,147,212
2021년12월_남_90~99세,163,33,33,13,14,12,16,13,11,18
2021년12월_남_100세 이상,6,1,1,0,0,0,0,2,1,1
2021년12월_여_총인구수,"43,314","8,154","9,076","1,402","1,441","6,153","7,141","3,022","2,071","4,854"
2021년12월_여_연령구간인구수,"43,314","8,154","9,076","1,402","1,441","6,153","7,141","3,022","2,071","4,854"
2021년12월_여_0~9세,"2,605",393,543,23,31,692,506,93,71,253
2021년12월_여_10~19세,"3,519",651,853,51,48,546,713,186,105,366
2021년12월_여_20~29세,"3,875",711,852,54,56,664,741,227,123,447
2021년12월_여_30~39세,"3,923",646,812,52,74,"1,036",650,189,102,362
2021년12월_여_40~49세,"5,878",995,"1,451",75,74,"1,017","1,250",291,182,543
2021년12월_여_50~59세,"7,733","1,485","1,702",223,231,831,"1,397",627,372,865
2021년12월_여_60~69세,"7,725","1,612","1,482",357,383,706,998,679,506,"1,002"
2021년12월_여_70~79세,"4,272",932,772,282,251,354,469,372,303,537
2021년12월_여_80~89세,"3,190",625,517,234,240,257,366,304,242,405
2021년12월_여_90~99세,581,103,89,49,51,50,51,52,63,73
2021년12월_여_100세 이상,13,1,3,2,2,0,0,2,2,1
