카테고리,전라남도 광양시,전라남도 광양시 광양읍,전라남도 광양시 봉강면,전라남도 광양시 옥룡면,전라남도 광양시 옥곡면,전라남도 광양시 진상면,전라남도 광양시 진월면,전라남도 광양시 다압면,전라남도 광양시 골약동,전라남도 광양시 중마동,전라남도 광양시 광영동,전라남도 광양시 금호동,전라남도 광양시 태인동
2021년03월_계_80~89세,"4,697","1,577",231,359,316,363,337,209,196,599,256,115,139
2021년03월_계_90~99세,770,268,46,56,50,63,71,31,36,75,33,21,20
2021년03월_계_100세 이상,15,5,1,1,0,2,3,1,0,1,0,1,0
2021년03월_남_총인구수,"78,670","24,921","1,133","1,512","2,276","1,414","1,380",894,874,"30,340","6,366","6,562",998
2021년03월_남_연령구간인구수,"78,670","24,921","1,133","1,512","2,276","1,414","1,380",894,874,"30,340","6,366","6,562",998
2021년03월_남_0~9세,"6,652","2,210",42,35,113,24,33,15,13,"3,230",466,443,28
2021년03월_남_10~19세,"8,177","2,660",75,68,126,79,42,46,33,"3,732",581,660,75
2021년03월_남_20~29세,"11,620","3,377",130,158,319,127,120,72,77,"4,742",950,"1,420",128
2021년03월_남_30~39세,"9,789","2,997",81,79,239,94,94,58,72,"4,527",692,766,90
2021년03월_남_40~49세,"12,113","4,191",123,141,266,129,158,102,109,"5,212",987,562,133
2021년03월_남_50~59세,"15,918","4,520",250,377,505,314,295,187,202,"5,986","1,506","1,551",225
2021년03월_남_60~69세,"9,104","3,101",216,324,369,294,290,220,167,"2,159",853,923,188
2021년03월_남_70~79세,"3,674","1,316",130,208,215,221,227,114,125,559,263,205,91
2021년03월_남_80~89세,"1,488",498,73,110,117,121,114,74,70,182,64,27,38
2021년03월_남_90~99세,133,51,12,11,7,11,7,6,6,11,4,5,2
2021년03월_남_100세 이상,2,0,1,1,0,0,0,0,0,0,0,0,0
2021년03월_여_총인구수,"72,109","23,757","1,046","1,565","2,132","1,416","1,422",891,714,"27,299","5,635","5,440",792
2021년03월_여_연령구간인구수,"72,109","23,757","1,046","1,565","2,132","1,416","1,422",891,714,"27,299","5,635","5,440",792
2021년03월_여_0~9세,"6,457","2,146",24,45,105,38,44,21,17,"3,134",430,428,25
2021년03월_여_10~19세,"7,607","2,424",53,72,131,49,36,44,22,"3,541",564,615,56
2021년03월_여_20~29세,"8,327","2,745",83,104,221,77,76,40,47,"3,500",647,729,58
2021년03월_여_30~39세,"8,451","2,867",60,69,178,73,65,40,45,"3,922",547,546,39
2021년03월_여_40~49세,"11,445","3,772",82,129,236,85,96,55,47,"5,218",884,779,62
2021년03월_여_50~59세,"13,214","3,967",185,280,424,229,204,148,97,"4,955","1,245","1,314",166
2021년03월_여_60~69세,"8,184","2,884",192,294,337,281,302,196,138,"1,840",789,780,151
2021년03월_여_70~79세,"4,565","1,651",175,278,258,288,309,186,145,707,308,144,116
2021년03월_여_80~89세,"3,209","1,079",158,249,199,242,223,135,126,417,192,88,101
2021년03월_여_90~99세,637,217,34,45,43,52,64,25,30,64,29,16,18
2021년03월_여_100세 이상,13,5,0,0,0,2,3,1,0,1,0,1,0
2021년04월_계_총인구수,"150,701","48,566","2,181","3,058","4,810","2,832","2,795","1,799","1,580","57,455","11,925","11,929","1,771"
2021년04월_계_연령구간인구수,"150,701","48,566","2,181","3,058","4,810","2,832","2,795","1,799","1,580","57,455","11,925","11,929","1,771"
2021년04월_계_0~9세,"13,049","4,327",66,77,247,64,74,40,30,"6,329",886,856,53
2021년04월_계_10~19세,"15,800","5,081",129,136,277,126,82,88,54,"7,247","1,143","1,308",129
2021년04월_계_20~29세,"19,885","6,068",209,259,609,205,193,117,125,"8,204","1,586","2,128",182
2021년04월_계_30~39세,"18,179","5,831",140,148,473,166,154,96,114,"8,403","1,231","1,296",127
2021년04월_계_40~49세,"23,507","7,927",207,269,536,213,253,160,158,"10,406","1,853","1,332",193
2021년04월_계_50~59세,"29,108","8,472",438,643,"1,066",541,489,335,293,"10,906","2,719","2,820",386
2021년04월_계_60~69세,"17,417","6,034",409,621,752,577,598,418,303,"4,023","1,646","1,698",338
2021년04월_계_70~79세,"8,251","2,970",303,487,479,512,536,302,270,"1,262",576,352,202
2021년04월_계_80~89세,"4,707","1,580",231,358,318,363,342,211,196,600,252,114,142
2021년04월_계_90~99세,781,271,48,58,53,63,71,31,37,74,33,23,19
2021년04월_계_100세 이상,17,5,1,2,0,2,3,1,0,1,0,2,0
2021년04월_남_총인구수,"78,627","24,848","1,137","1,506","2,470","1,417","1,380",904,871,"30,260","6,328","6,519",987
2021년04월_남_연령구간인구수,"78,627","24,848","1,137","1,506","2,470","1,417","1,380",904,871,"30,260","6,328","6,519",987
2021년04월_남_0~9세,"6,626","2,195",44,34,130,26,31,18,13,"3,216",456,435,28
2021년04월_남_10~19세,"8,173","2,656",77,66,140,78,45,44,34,"3,715",579,666,73
2021년04월_남_20~29세,"11,583","3,341",128,158,358,127,121,77,74,"4,725",940,"1,410",124
2021년04월_남_30~39세,"9,765","2,990",80,78,264,94,91,54,69,"4,506",691,758,90
2021년04월_남_40~49세,"12,091","4,157",124,141,273,128,157,107,112,"5,209",986,564,133
2021년04월_남_50~59세,"15,905","4,509",252,371,572,314,292,185,198,"5,968","1,493","1,527",224
2021년04월_남_60~69세,"9,168","3,128",216,328,390,295,292,222,168,"2,172",853,919,185
2021년04월_남_70~79세,"3,689","1,324",128,208,218,222,229,116,127,557,264,207,89
2021년04월_남_80~89세,"1,491",497,74,110,118,122,115,75,70,181,62,28,39
2021년04월_남_90~99세,134,51,13,11,7,11,7,6,6,11,4,5,2
2021년04월_남_100세 이상,2,0,1,1,0,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"72,074","23,718","1,044","1,552","2,340","1,415","1,415",895,709,"27,195","5,597","5,410",784
2021년04월_여_연령구간인구수,"72,074","23,718","1,044","1,552","2,340","1,415","1,415",895,709,"27,195","5,597","5,410",784
2021년04월_여_0~9세,"6,423","2,132",22,43,117,38,43,22,17,"3,113",430,421,25
2021년04월_여_10~19세,"7,627","2,425",52,70,137,48,37,44,20,"3,532",564,642,56
2021년04월_여_20~29세,"8,302","2,727",81,101,251,78,72,40,51,"3,479",646,718,58
2021년04월_여_30~39세,"8,414","2,841",60,70,209,72,63,42,45,"3,897",540,538,37
2021년04월_여_40~49세,"11,416","3,770",83,128,263,85,96,53,46,"5,197",867,768,60
2021년04월_여_50~59세,"13,203","3,963",186,272,494,227,197,150,95,"4,938","1,226","1,293",162
2021년04월_여_60~69세,"8,249","2,906",193,293,362,282,306,196,135,"1,851",793,779,153
2021년04월_여_70~79세,"4,562","1,646",175,279,261,290,307,186,143,705,312,145,113
2021년04월_여_80~89세,"3,216","1,083",157,248,200,241,227,136,126,419,190,86,103
2021년04월_여_90~99세,647,220,35,47,46,52,64,25,31,63,29,18,17
2021년04월_여_100세 이상,15,5,0,1,0,2,3,1,0,1,0,2,0
2021년05월_계_총인구수,"150,660","48,582","2,172","3,074","4,916","2,822","2,797","1,789","1,566","57,423","11,919","11,843","1,757"
2021년05월_계_연령구간인구수,"150,660","48,582","2,172","3,074","4,916","2,822","2,797","1,789","1,566","57,423","11,919","11,843","1,757"
2021년05월_계_0~9세,"13,022","4,325",67,80,251,65,78,41,30,"6,305",883,844,53
2021년05월_계_10~19세,"15,770","5,082",128,134,277,127,78,87,53,"7,237","1,143","1,297",127
2021년05월_계_20~29세,"19,830","6,071",204,260,632,198,192,117,122,"8,199","1,566","2,090",179
2021년05월_계_30~39세,"18,163","5,807",141,152,479,165,156,93,113,"8,405","1,233","1,294",125
2021년05월_계_40~49세,"23,366","7,879",207,272,546,208,251,158,155,"10,337","1,841","1,321",191
2021년05월_계_50~59세,"29,157","8,475",435,637,"1,112",537,490,329,285,"10,956","2,723","2,800",378
2021년05월_계_60~69세,"17,575","6,093",412,633,764,581,599,426,303,"4,047","1,666","1,710",341
2021년05월_계_70~79세,"8,253","2,975",301,480,482,512,537,301,269,"1,259",578,356,203
2021년05월_계_80~89세,"4,707","1,594",228,363,318,365,337,206,199,599,250,108,140
2021년05월_계_90~99세,800,276,48,61,55,62,76,29,37,78,36,22,20
2021년05월_계_100세 이상,17,5,1,2,0,2,3,2,0,1,0,1,0
2021년05월_남_총인구수,"78,631","24,868","1,130","1,512","2,524","1,412","1,384",903,860,"30,251","6,330","6,480",977
2021년05월_남_연령구간인구수,"78,631","24,868","1,130","1,512","2,524","1,412","1,384",903,860,"30,251","6,330","6,480",977
2021년05월_남_0~9세,"6,616","2,194",45,34,132,28,34,19,13,"3,207",452,431,27
2021년05월_남_10~19세,"8,166","2,656",77,66,144,78,43,43,33,"3,708",584,662,72
2021년05월_남_20~29세,"11,544","3,343",125,153,369,123,119,78,73,"4,725",926,"1,389",121
2021년05월_남_30~39세,"9,753","2,979",81,81,266,92,91,51,68,"4,505",691,758,90
2021년05월_남_40~49세,"12,053","4,145",124,142,276,125,159,107,109,"5,183",987,565,131
2021년05월_남_50~59세,"15,902","4,497",250,369,595,314,294,182,195,"5,988","1,493","1,508",217
2021년05월_남_60~69세,"9,267","3,174",217,336,397,296,292,228,163,"2,185",864,927,188
2021년05월_남_70~79세,"3,703","1,332",125,204,221,222,231,116,131,555,267,208,91
2021년05월_남_80~89세,"1,488",497,72,114,116,123,113,74,69,183,62,27,38
2021년05월_남_90~99세,137,51,13,12,8,11,8,5,6,12,4,5,2
2021년05월_남_100세 이상,2,0,1,1,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"72,029","23,714","1,042","1,562","2,392","1,410","1,413",886,706,"27,172","5,589","5,363",780
2021년05월_여_연령구간인구수,"72,029","23,714","1,042","1,562","2,392","1,410","1,413",886,706,"27,172","5,589","5,363",780
2021년05월_여_0~9세,"6,406","2,131",22,46,119,37,44,22,17,"3,098",431,413,26
2021년05월_여_10~19세,"7,604","2,426",51,68,133,49,35,44,20,"3,529",559,635,55
2021년05월_여_20~29세,"8,286","2,728",79,107,263,75,73,39,49,"3,474",640,701,58
2021년05월_여_30~39세,"8,410","2,828",60,71,213,73,65,42,45,"3,900",542,536,35
2021년05월_여_40~49세,"11,313","3,734",83,130,270,83,92,51,46,"5,154",854,756,60
2021년05월_여_50~59세,"13,255","3,978",185,268,517,223,196,147,90,"4,968","1,230","1,292",161
2021년05월_여_60~69세,"8,308","2,919",195,297,367,285,307,198,140,"1,862",802,783,153
2021년05월_여_70~79세,"4,550","1,643",176,276,261,290,306,185,138,704,311,148,112
2021년05월_여_80~89세,"3,219","1,097",156,249,202,242,224,132,130,416,188,81,102
2021년05월_여_90~99세,663,225,35,49,47,51,68,24,31,66,32,17,18
2021년05월_여_100세 이상,15,5,0,1,0,2,3,2,0,1,0,1,0
2021년06월_계_총인구수,"150,591","48,527","2,166","3,068","4,964","2,815","2,792","1,776","1,554","57,510","11,897","11,777","1,745"
2021년06월_계_연령구간인구수,"150,591","48,527","2,166","3,068","4,964","2,815","2,792","1,776","1,554","57,510","11,897","11,777","1,745"
2021년06월_계_0~9세,"12,969","4,307",68,77,250,65,78,38,29,"6,294",875,835,53
2021년06월_계_10~19세,"15,776","5,071",128,135,276,126,79,88,53,"7,275","1,143","1,278",124
2021년06월_계_20~29세,"19,755","6,051",199,254,635,194,192,112,120,"8,166","1,557","2,096",179
2021년06월_계_30~39세,"18,099","5,765",142,152,491,162,153,94,109,"8,411","1,223","1,276",121
2021년06월_계_40~49세,"23,301","7,861",204,268,543,202,249,156,155,"10,328","1,834","1,314",187
2021년06월_계_50~59세,"29,170","8,486",428,628,"1,140",541,485,324,281,"10,980","2,728","2,774",375
2021년06월_계_60~69세,"17,711","6,113",417,642,771,580,603,429,303,"4,121","1,676","1,715",341
2021년06월_계_70~79세,"8,272","2,990",300,484,484,516,534,296,270,"1,264",572,357,205
2021년06월_계_80~89세,"4,712","1,599",231,364,320,364,339,206,194,592,253,110,140
2021년06월_계_90~99세,808,279,48,62,54,63,77,30,40,78,36,21,20
2021년06월_계_100세 이상,18,5,1,2,0,2,3,3,0,1,0,1,0
2021년06월_남_총인구수,"78,601","24,835","1,125","1,511","2,552","1,410","1,381",894,852,"30,295","6,311","6,465",970
2021년06월_남_연령구간인구수,"78,601","24,835","1,125","1,511","2,552","1,410","1,381",894,852,"30,295","6,311","6,465",970
2021년06월_남_0~9세,"6,590","2,178",48,34,131,28,35,17,13,"3,206",448,425,27
2021년06월_남_10~19세,"8,181","2,656",77,66,143,77,43,43,32,"3,736",581,658,69
2021년06월_남_20~29세,"11,513","3,332",125,151,369,121,120,76,73,"4,701",918,"1,405",122
2021년06월_남_30~39세,"9,702","2,956",80,80,276,90,89,50,64,"4,495",685,748,89
2021년06월_남_40~49세,"12,016","4,128",119,141,273,120,158,105,109,"5,192",983,560,128
2021년06월_남_50~59세,"15,911","4,506",248,362,615,320,292,181,193,"5,984","1,499","1,496",215
2021년06월_남_60~69세,"9,330","3,185",217,342,400,293,291,229,161,"2,229",864,931,188
2021년06월_남_70~79세,"3,727","1,343",124,208,220,228,231,115,133,560,266,208,91
2021년06월_남_80~89세,"1,487",499,73,114,117,122,113,72,67,180,63,29,38
2021년06월_남_90~99세,142,52,13,12,8,11,9,6,7,12,4,5,3
2021년06월_남_100세 이상,2,0,1,1,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"71,990","23,692","1,041","1,557","2,412","1,405","1,411",882,702,"27,215","5,586","5,312",775
2021년06월_여_연령구간인구수,"71,990","23,692","1,041","1,557","2,412","1,405","1,411",882,702,"27,215","5,586","5,312",775
2021년06월_여_0~9세,"6,379","2,129",20,43,119,37,43,21,16,"3,088",427,410,26
2021년06월_여_10~19세,"7,595","2,415",51,69,133,49,36,45,21,"3,539",562,620,55
2021년06월_여_20~29세,"8,242","2,719",74,103,266,73,72,36,47,"3,465",639,691,57
2021년06월_여_30~39세,"8,397","2,809",62,72,215,72,64,44,45,"3,916",538,528,32
2021년06월_여_40~49세,"11,285","3,733",85,127,270,82,91,51,46,"5,136",851,754,59
2021년06월_여_50~59세,"13,259","3,980",180,266,525,221,193,143,88,"4,996","1,229","1,278",160
2021년06월_여_60~69세,"8,381","2,928",200,300,371,287,312,200,142,"1,892",812,784,153
2021년06월_여_70~79세,"4,545","1,647",176,276,264,288,303,181,137,704,306,149,114
2021년06월_여_80~89세,"3,225","1,100",158,250,203,242,226,134,127,412,190,81,102
2021년06월_여_90~99세,666,227,35,50,46,52,68,24,33,66,32,16,17
2021년06월_여_100세 이상,16,5,0,1,0,2,3,3,0,1,0,1,0
2021년07월_계_총인구수,"150,699","48,553","2,173","3,074","4,992","2,820","2,799","1,780","1,560","57,595","11,880","11,736","1,737"
2021년07월_계_연령구간인구수,"150,699","48,553","2,173","3,074","4,992","2,820","2,799","1,780","1,560","57,595","11,880","11,736","1,737"
2021년07월_계_0~9세,"12,934","4,294",71,75,261,64,78,39,29,"6,281",872,816,54
2021년07월_계_10~19세,"15,752","5,077",130,137,277,125,82,86,52,"7,269","1,132","1,265",120
2021년07월_계_20~29세,"19,738","6,031",197,256,631,194,189,120,121,"8,185","1,540","2,094",180
2021년07월_계_30~39세,"18,106","5,771",140,146,499,165,154,94,110,"8,408","1,228","1,270",121
2021년07월_계_40~49세,"23,258","7,832",204,272,542,203,248,153,158,"10,335","1,827","1,300",184
2021년07월_계_50~59세,"29,187","8,496",429,628,"1,135",538,488,322,277,"11,019","2,718","2,765",372
2021년07월_계_60~69세,"17,865","6,149",418,646,789,587,606,433,304,"4,166","1,694","1,732",341
2021년07월_계_70~79세,"8,296","3,012",301,485,481,512,534,293,271,"1,264",576,363,204
2021년07월_계_80~89세,"4,733","1,602",235,364,324,365,343,209,197,587,257,110,140
2021년07월_계_90~99세,812,285,47,63,53,65,74,28,40,80,36,20,21
2021년07월_계_100세 이상,18,4,1,2,0,2,3,3,1,1,0,1,0
2021년07월_남_총인구수,"78,693","24,859","1,129","1,514","2,562","1,420","1,384",896,856,"30,361","6,301","6,450",961
2021년07월_남_연령구간인구수,"78,693","24,859","1,129","1,514","2,562","1,420","1,384",896,856,"30,361","6,301","6,450",961
2021년07월_남_0~9세,"6,586","2,174",51,34,138,28,35,18,13,"3,209",444,414,28
2021년07월_남_10~19세,"8,165","2,649",78,67,143,79,44,43,31,"3,737",572,656,66
2021년07월_남_20~29세,"11,484","3,329",122,153,364,123,116,79,73,"4,704",907,"1,395",119
2021년07월_남_30~39세,"9,729","2,962",79,76,283,91,92,49,64,"4,503",691,751,88
2021년07월_남_40~49세,"12,007","4,117",118,141,268,121,155,102,113,"5,200",983,564,125
2021년07월_남_50~59세,"15,930","4,514",247,362,613,321,298,182,191,"6,014","1,488","1,487",213
2021년07월_남_60~69세,"9,397","3,200",222,344,410,296,286,230,162,"2,240",877,940,190
2021년07월_남_70~79세,"3,752","1,358",122,210,215,226,235,115,134,566,271,210,90
2021년07월_남_80~89세,"1,500",504,76,113,122,123,114,73,68,176,64,28,39
2021년07월_남_90~99세,141,52,13,13,6,12,9,5,7,12,4,5,3
2021년07월_남_100세 이상,2,0,1,1,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"72,006","23,694","1,044","1,560","2,430","1,400","1,415",884,704,"27,234","5,579","5,286",776
2021년07월_여_연령구간인구수,"72,006","23,694","1,044","1,560","2,430","1,400","1,415",884,704,"27,234","5,579","5,286",776
2021년07월_여_0~9세,"6,348","2,120",20,41,123,36,43,21,16,"3,072",428,402,26
2021년07월_여_10~19세,"7,587","2,428",52,70,134,46,38,43,21,"3,532",560,609,54
2021년07월_여_20~29세,"8,254","2,702",75,103,267,71,73,41,48,"3,481",633,699,61
2021년07월_여_30~39세,"8,377","2,809",61,70,216,74,62,45,46,"3,905",537,519,33
2021년07월_여_40~49세,"11,251","3,715",86,131,274,82,93,51,45,"5,135",844,736,59
2021년07월_여_50~59세,"13,257","3,982",182,266,522,217,190,140,86,"5,005","1,230","1,278",159
2021년07월_여_60~69세,"8,468","2,949",196,302,379,291,320,203,142,"1,926",817,792,151
2021년07월_여_70~79세,"4,544","1,654",179,275,266,286,299,178,137,698,305,153,114
2021년07월_여_80~89세,"3,233","1,098",159,251,202,242,229,136,129,411,193,82,101
2021년07월_여_90~99세,671,233,34,50,47,53,65,23,33,68,32,15,18
2021년07월_여_100세 이상,16,4,0,1,0,2,3,3,1,1,0,1,0
2021년08월_계_총인구수,"150,643","48,522","2,186","3,072","5,016","2,799","2,786","1,786","1,533","57,617","11,868","11,730","1,728"
2021년08월_계_연령구간인구수,"150,643","48,522","2,186","3,072","5,016","2,799","2,786","1,786","1,533","57,617","11,868","11,730","1,728"
2021년08월_계_0~9세,"12,863","4,264",72,74,265,63,76,41,29,"6,250",865,810,54
2021년08월_계_10~19세,"15,764","5,089",134,136,278,123,79,86,50,"7,279","1,126","1,267",117
2021년08월_계_20~29세,"19,689","6,027",194,255,627,189,191,122,122,"8,161","1,536","2,085",180
2021년08월_계_30~39세,"18,036","5,733",145,150,504,161,147,92,109,"8,376","1,233","1,267",119
2021년08월_계_40~49세,"23,205","7,807",202,267,542,201,247,153,150,"10,345","1,805","1,306",180
2021년08월_계_50~59세,"29,237","8,510",433,622,"1,144",534,485,327,274,"11,062","2,718","2,760",368
2021년08월_계_60~69세,"17,964","6,175",422,653,793,584,605,436,299,"4,204","1,711","1,737",345
2021년08월_계_70~79세,"8,297","3,012",299,483,487,506,532,289,263,"1,269",581,370,206
2021년08월_계_80~89세,"4,755","1,616",236,364,328,370,347,210,196,589,254,108,137
2021년08월_계_90~99세,813,285,48,65,48,66,74,26,40,81,39,19,22
2021년08월_계_100세 이상,20,4,1,3,0,2,3,4,1,1,0,1,0
2021년08월_남_총인구수,"78,647","24,837","1,137","1,514","2,582","1,413","1,378",898,835,"30,365","6,286","6,447",955
2021년08월_남_연령구간인구수,"78,647","24,837","1,137","1,514","2,582","1,413","1,378",898,835,"30,365","6,286","6,447",955
2021년08월_남_0~9세,"6,541","2,149",51,35,141,28,34,20,13,"3,189",443,410,28
2021년08월_남_10~19세,"8,171","2,660",81,66,143,79,43,44,29,"3,735",568,660,63
2021년08월_남_20~29세,"11,433","3,320",121,150,363,121,117,80,72,"4,684",896,"1,389",120
2021년08월_남_30~39세,"9,709","2,958",82,78,287,90,88,48,65,"4,485",696,747,85
2021년08월_남_40~49세,"11,981","4,096",115,138,267,119,155,100,105,"5,221",971,572,122
2021년08월_남_50~59세,"15,948","4,522",251,357,620,319,296,185,188,"6,025","1,489","1,482",214
2021년08월_남_60~69세,"9,447","3,205",224,352,412,297,287,230,160,"2,265",885,939,191
2021년08월_남_70~79세,"3,763","1,365",122,210,222,222,235,113,128,571,270,214,91
2021년08월_남_80~89세,"1,512",510,77,113,121,127,115,73,68,177,64,29,38
2021년08월_남_90~99세,140,52,12,14,6,11,8,5,7,13,4,5,3
2021년08월_남_100세 이상,2,0,1,1,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"71,996","23,685","1,049","1,558","2,434","1,386","1,408",888,698,"27,252","5,582","5,283",773
2021년08월_여_연령구간인구수,"71,996","23,685","1,049","1,558","2,434","1,386","1,408",888,698,"27,252","5,582","5,283",773
2021년08월_여_0~9세,"6,322","2,115",21,39,124,35,42,21,16,"3,061",422,400,26
2021년08월_여_10~19세,"7,593","2,429",53,70,135,44,36,42,21,"3,544",558,607,54
2021년08월_여_20~29세,"8,256","2,707",73,105,264,68,74,42,50,"3,477",640,696,60
2021년08월_여_30~39세,"8,327","2,775",63,72,217,71,59,44,44,"3,891",537,520,34
2021년08월_여_40~49세,"11,224","3,711",87,129,275,82,92,53,45,"5,124",834,734,58
2021년08월_여_50~59세,"13,289","3,988",182,265,524,215,189,142,86,"5,037","1,229","1,278",154
2021년08월_여_60~69세,"8,517","2,970",198,301,381,287,318,206,139,"1,939",826,798,154
2021년08월_여_70~79세,"4,534","1,647",177,273,265,284,297,176,135,698,311,156,115
2021년08월_여_80~89세,"3,243","1,106",159,251,207,243,232,137,128,412,190,79,99
2021년08월_여_90~99세,673,233,36,51,42,55,66,21,33,68,35,14,19
2021년08월_여_100세 이상,18,4,0,2,0,2,3,4,1,1,0,1,0
2021년09월_계_총인구수,"150,121","48,284","2,154","3,079","5,004","2,794","2,781","1,776","1,510","57,492","11,817","11,691","1,739"
2021년09월_계_연령구간인구수,"150,121","48,284","2,154","3,079","5,004","2,794","2,781","1,776","1,510","57,492","11,817","11,691","1,739"
2021년09월_계_0~9세,"12,780","4,225",68,73,266,64,75,41,26,"6,213",867,807,55
2021년09월_계_10~19세,"15,712","5,073",130,139,276,121,80,87,50,"7,268","1,112","1,260",116
2021년09월_계_20~29세,"19,400","5,924",184,254,610,184,185,120,118,"8,077","1,503","2,058",183
2021년09월_계_30~39세,"17,961","5,707",143,152,509,160,145,89,104,"8,337","1,227","1,265",123
2021년09월_계_40~49세,"23,067","7,749",195,266,531,203,243,153,146,"10,309","1,788","1,305",179
2021년09월_계_50~59세,"29,254","8,491",431,619,"1,151",535,486,326,272,"11,102","2,717","2,754",370
2021년09월_계_60~69세,"18,021","6,176",424,660,795,580,603,430,297,"4,244","1,730","1,737",345
2021년09월_계_70~79세,"8,315","3,010",295,482,491,504,543,287,262,"1,276",580,375,210
2021년09월_계_80~89세,"4,766","1,634",234,366,327,373,345,214,192,582,252,110,137
2021년09월_계_90~99세,824,291,49,65,48,68,73,25,42,82,40,20,21
2021년09월_계_100세 이상,21,4,1,3,0,2,3,4,1,2,1,0,0
2021년09월_남_총인구수,"78,399","24,725","1,122","1,520","2,575","1,407","1,379",892,820,"30,306","6,251","6,439",963
2021년09월_남_연령구간인구수,"78,399","24,725","1,122","1,520","2,575","1,407","1,379",892,820,"30,306","6,251","6,439",963
2021년09월_남_0~9세,"6,497","2,126",50,37,141,27,33,20,12,"3,175",441,408,27
2021년09월_남_10~19세,"8,152","2,663",78,67,141,76,44,45,28,"3,728",561,659,62
2021년09월_남_20~29세,"11,287","3,270",116,150,354,116,112,79,69,"4,636",875,"1,386",124
2021년09월_남_30~39세,"9,658","2,939",78,77,288,88,88,45,63,"4,467",693,743,89
2021년09월_남_40~49세,"11,935","4,072",113,136,262,120,154,100,100,"5,218",961,580,119
2021년09월_남_50~59세,"15,948","4,511",251,355,623,321,298,183,186,"6,039","1,490","1,475",216
2021년09월_남_60~69세,"9,481","3,202",226,360,417,298,287,227,160,"2,281",894,937,192
2021년09월_남_70~79세,"3,786","1,376",120,210,223,222,242,112,127,575,269,217,93
2021년09월_남_80~89세,"1,516",513,77,113,120,128,113,77,68,177,63,29,38
2021년09월_남_90~99세,137,53,12,14,6,11,8,4,7,10,4,5,3
2021년09월_남_100세 이상,2,0,1,1,0,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"71,722","23,559","1,032","1,559","2,429","1,387","1,402",884,690,"27,186","5,566","5,252",776
2021년09월_여_연령구간인구수,"71,722","23,559","1,032","1,559","2,429","1,387","1,402",884,690,"27,186","5,566","5,252",776
2021년09월_여_0~9세,"6,283","2,099",18,36,125,37,42,21,14,"3,038",426,399,28
2021년09월_여_10~19세,"7,560","2,410",52,72,135,45,36,42,22,"3,540",551,601,54
2021년09월_여_20~29세,"8,113","2,654",68,104,256,68,73,41,49,"3,441",628,672,59
2021년09월_여_30~39세,"8,303","2,768",65,75,221,72,57,44,41,"3,870",534,522,34
2021년09월_여_40~49세,"11,132","3,677",82,130,269,83,89,53,46,"5,091",827,725,60
2021년09월_여_50~59세,"13,306","3,980",180,264,528,214,188,143,86,"5,063","1,227","1,279",154
2021년09월_여_60~69세,"8,540","2,974",198,300,378,282,316,203,137,"1,963",836,800,153
2021년09월_여_70~79세,"4,529","1,634",175,272,268,282,301,175,135,701,311,158,117
2021년09월_여_80~89세,"3,250","1,121",157,253,207,245,232,137,124,405,189,81,99
2021년09월_여_90~99세,687,238,37,51,42,57,65,21,35,72,36,15,18
2021년09월_여_100세 이상,19,4,0,2,0,2,3,4,1,2,1,0,0
2021년10월_계_총인구수,"150,154","48,404","2,145","3,059","4,988","2,769","2,765","1,768","1,674","57,361","11,805","11,680","1,736"
2021년10월_계_연령구간인구수,"150,154","48,404","2,145","3,059","4,988","2,769","2,765","1,768","1,674","57,361","11,805","11,680","1,736"
2021년10월_계_0~9세,"12,689","4,202",68,72,256,56,72,39,56,"6,140",860,812,56
2021년10월_계_10~19세,"15,668","5,064",127,134,269,115,80,86,68,"7,250","1,105","1,257",113
2021년10월_계_20~29세,"19,364","5,940",179,245,607,181,187,118,142,"8,049","1,495","2,036",185
2021년10월_계_30~39세,"17,977","5,725",142,151,502,156,144,87,160,"8,299","1,222","1,268",121
2021년10월_계_40~49세,"23,040","7,741",191,259,530,202,240,151,172,"10,279","1,785","1,310",180
2021년10월_계_50~59세,"29,308","8,529",430,617,"1,155",535,476,324,273,"11,143","2,709","2,748",369
2021년10월_계_60~69세,"18,123","6,228",427,659,799,576,605,429,301,"4,259","1,749","1,745",346
2021년10월_계_70~79세,"8,346","3,034",296,486,489,503,537,287,265,"1,276",588,375,210
2021년10월_계_80~89세,"4,785","1,643",233,367,331,375,346,217,194,583,251,109,136
2021년10월_계_90~99세,832,294,51,67,50,68,75,26,41,80,40,20,20
2021년10월_계_100세 이상,22,4,1,2,0,2,3,4,2,3,1,0,0
2021년10월_남_총인구수,"78,423","24,789","1,118","1,509","2,569","1,396","1,370",890,907,"30,243","6,242","6,430",960
2021년10월_남_연령구간인구수,"78,423","24,789","1,118","1,509","2,569","1,396","1,370",890,907,"30,243","6,242","6,430",960
2021년10월_남_0~9세,"6,457","2,113",50,37,133,25,33,19,26,"3,137",444,413,27
2021년10월_남_10~19세,"8,121","2,659",77,65,136,76,43,44,32,"3,719",558,653,59
2021년10월_남_20~29세,"11,276","3,283",112,144,356,114,114,80,87,"4,622",867,"1,371",126
