카테고리,전라남도 영암군,전라남도 영암군 영암읍,전라남도 영암군 삼호읍,전라남도 영암군 삼호읍서부출장소,전라남도 영암군 덕진면,전라남도 영암군 금정면,전라남도 영암군 신북면,전라남도 영암군 시종면,전라남도 영암군 도포면,전라남도 영암군 군서면,전라남도 영암군 서호면,전라남도 영암군 학산면,전라남도 영암군 미암면
2021년04월_계_0~9세,"3,393",569,"1,518",541,64,45,100,109,72,96,71,139,69
2021년04월_계_10~19세,"4,407",780,"1,819",682,92,68,191,128,102,167,80,192,106
2021년04월_계_20~29세,"5,050",874,"1,603",931,107,111,259,237,182,233,119,254,140
2021년04월_계_30~39세,"4,617",698,"1,831",781,112,85,222,183,138,162,101,155,149
2021년04월_계_40~49세,"7,375","1,033","2,908","1,259",167,179,374,317,192,295,143,294,214
2021년04월_계_50~59세,"9,421","1,418","2,557","1,396",311,386,654,591,416,537,297,484,374
2021년04월_계_60~69세,"8,227","1,235","1,540",529,344,449,798,804,463,607,384,590,484
2021년04월_계_70~79세,"6,263",921,833,249,316,392,638,650,386,621,379,483,395
2021년04월_계_80~89세,"4,103",519,384,114,292,292,419,446,298,406,290,346,297
2021년04월_계_90~99세,560,102,36,23,34,44,47,67,25,55,44,55,28
2021년04월_계_100세 이상,21,3,1,0,4,1,1,2,1,3,2,2,1
2021년04월_남_총인구수,"27,586","4,044","8,002","3,764",909,"1,035","1,865","1,773","1,153","1,535",919,"1,457","1,130"
2021년04월_남_연령구간인구수,"27,586","4,044","8,002","3,764",909,"1,035","1,865","1,773","1,153","1,535",919,"1,457","1,130"
2021년04월_남_0~9세,"1,710",302,721,276,40,18,49,63,48,56,31,75,31
2021년04월_남_10~19세,"2,334",417,969,357,43,44,103,69,63,90,46,85,48
2021년04월_남_20~29세,"2,952",480,883,577,64,68,177,154,106,140,74,142,87
2021년04월_남_30~39세,"2,507",354,917,464,76,48,134,108,87,92,57,79,91
2021년04월_남_40~49세,"4,383",545,"1,729",776,102,105,219,207,118,173,91,174,144
2021년04월_남_50~59세,"5,398",734,"1,473",863,196,233,352,355,232,306,173,274,207
2021년04월_남_60~69세,"4,255",626,816,309,162,263,410,400,247,301,193,291,237
2021년04월_남_70~79세,"2,666",398,380,105,128,166,267,290,156,245,152,204,175
2021년04월_남_80~89세,"1,273",164,109,33,89,83,143,119,91,121,97,121,103
2021년04월_남_90~99세,105,24,5,4,8,7,10,8,5,10,5,12,7
2021년04월_남_100세 이상,3,0,0,0,1,0,1,0,0,1,0,0,0
2021년04월_여_총인구수,"25,851","4,108","7,028","2,741",934,"1,017","1,838","1,761","1,122","1,647",991,"1,537","1,127"
2021년04월_여_연령구간인구수,"25,851","4,108","7,028","2,741",934,"1,017","1,838","1,761","1,122","1,647",991,"1,537","1,127"
2021년04월_여_0~9세,"1,683",267,797,265,24,27,51,46,24,40,40,64,38
2021년04월_여_10~19세,"2,073",363,850,325,49,24,88,59,39,77,34,107,58
2021년04월_여_20~29세,"2,098",394,720,354,43,43,82,83,76,93,45,112,53
2021년04월_여_30~39세,"2,110",344,914,317,36,37,88,75,51,70,44,76,58
2021년04월_여_40~49세,"2,992",488,"1,179",483,65,74,155,110,74,122,52,120,70
2021년04월_여_50~59세,"4,023",684,"1,084",533,115,153,302,236,184,231,124,210,167
2021년04월_여_60~69세,"3,972",609,724,220,182,186,388,404,216,306,191,299,247
2021년04월_여_70~79세,"3,597",523,453,144,188,226,371,360,230,376,227,279,220
2021년04월_여_80~89세,"2,830",355,275,81,203,209,276,327,207,285,193,225,194
2021년04월_여_90~99세,455,78,31,19,26,37,37,59,20,45,39,43,21
2021년04월_여_100세 이상,18,3,1,0,3,1,0,2,1,2,2,2,1
2021년05월_계_총인구수,"53,370","8,117","15,043","6,466","1,838","2,050","3,689","3,531","2,273","3,190","1,903","3,015","2,255"
2021년05월_계_연령구간인구수,"53,370","8,117","15,043","6,466","1,838","2,050","3,689","3,531","2,273","3,190","1,903","3,015","2,255"
2021년05월_계_0~9세,"3,370",558,"1,503",535,66,45,98,109,74,102,69,142,69
2021년05월_계_10~19세,"4,406",775,"1,832",671,90,67,187,128,106,169,81,195,105
2021년05월_계_20~29세,"5,028",868,"1,611",918,108,112,253,234,180,232,119,254,139
2021년05월_계_30~39세,"4,574",687,"1,812",780,110,86,216,183,139,161,97,157,146
2021년05월_계_40~49세,"7,336","1,022","2,904","1,254",165,176,372,319,191,291,137,290,215
2021년05월_계_50~59세,"9,439","1,414","2,568","1,391",312,390,652,590,411,540,300,497,374
2021년05월_계_60~69세,"8,254","1,253","1,552",529,344,447,804,802,463,608,385,589,478
2021년05월_계_70~79세,"6,251",917,836,248,311,388,637,648,388,621,377,481,399
2021년05월_계_80~89세,"4,128",516,389,118,294,293,423,449,295,407,293,351,300
2021년05월_계_90~99세,564,104,35,22,34,45,47,67,25,56,43,57,29
2021년05월_계_100세 이상,20,3,1,0,4,1,0,2,1,3,2,2,1
2021년05월_남_총인구수,"27,608","4,032","8,019","3,754",907,"1,038","1,858","1,779","1,158","1,542",916,"1,473","1,132"
2021년05월_남_연령구간인구수,"27,608","4,032","8,019","3,754",907,"1,038","1,858","1,779","1,158","1,542",916,"1,473","1,132"
2021년05월_남_0~9세,"1,696",290,714,272,42,18,49,63,50,59,30,77,32
2021년05월_남_10~19세,"2,337",417,975,354,42,44,98,70,67,91,46,86,47
2021년05월_남_20~29세,"2,949",482,884,571,65,70,174,153,106,141,73,143,87
2021년05월_남_30~39세,"2,486",350,909,460,75,48,131,109,88,91,55,81,89
2021년05월_남_40~49세,"4,355",536,"1,724",776,100,102,219,209,117,170,85,171,146
2021년05월_남_50~59세,"5,442",737,"1,491",867,197,237,351,356,232,309,178,281,206
2021년05월_남_60~69세,"4,277",636,822,310,163,261,414,399,246,301,195,292,238
2021년05월_남_70~79세,"2,677",398,382,106,126,168,268,289,158,248,151,206,177
2021년05월_남_80~89세,"1,278",162,113,34,88,82,144,121,89,121,98,123,103
2021년05월_남_90~99세,109,24,5,4,8,8,10,10,5,10,5,13,7
2021년05월_남_100세 이상,2,0,0,0,1,0,0,0,0,1,0,0,0
2021년05월_여_총인구수,"25,762","4,085","7,024","2,712",931,"1,012","1,831","1,752","1,115","1,648",987,"1,542","1,123"
2021년05월_여_연령구간인구수,"25,762","4,085","7,024","2,712",931,"1,012","1,831","1,752","1,115","1,648",987,"1,542","1,123"
2021년05월_여_0~9세,"1,674",268,789,263,24,27,49,46,24,43,39,65,37
2021년05월_여_10~19세,"2,069",358,857,317,48,23,89,58,39,78,35,109,58
2021년05월_여_20~29세,"2,079",386,727,347,43,42,79,81,74,91,46,111,52
2021년05월_여_30~39세,"2,088",337,903,320,35,38,85,74,51,70,42,76,57
2021년05월_여_40~49세,"2,981",486,"1,180",478,65,74,153,110,74,121,52,119,69
2021년05월_여_50~59세,"3,997",677,"1,077",524,115,153,301,234,179,231,122,216,168
2021년05월_여_60~69세,"3,977",617,730,219,181,186,390,403,217,307,190,297,240
2021년05월_여_70~79세,"3,574",519,454,142,185,220,369,359,230,373,226,275,222
2021년05월_여_80~89세,"2,850",354,276,84,206,211,279,328,206,286,195,228,197
2021년05월_여_90~99세,455,80,30,18,26,37,37,57,20,46,38,44,22
2021년05월_여_100세 이상,18,3,1,0,3,1,0,2,1,2,2,2,1
2021년06월_계_총인구수,"53,290","8,130","15,083","6,437","1,843","2,047","3,680","3,506","2,261","3,171","1,906","2,983","2,243"
2021년06월_계_연령구간인구수,"53,290","8,130","15,083","6,437","1,843","2,047","3,680","3,506","2,261","3,171","1,906","2,983","2,243"
2021년06월_계_0~9세,"3,346",554,"1,504",526,66,44,97,108,70,102,67,140,68
2021년06월_계_10~19세,"4,378",771,"1,827",667,88,68,184,128,105,166,80,191,103
2021년06월_계_20~29세,"5,000",865,"1,627",900,110,111,253,223,180,225,121,248,137
2021년06월_계_30~39세,"4,560",685,"1,808",786,112,86,211,183,135,160,98,153,143
2021년06월_계_40~49세,"7,321","1,028","2,902","1,247",166,178,374,319,189,287,137,281,213
2021년06월_계_50~59세,"9,412","1,410","2,572","1,393",308,387,645,580,411,539,301,493,373
2021년06월_계_60~69세,"8,316","1,275","1,574",537,346,448,805,800,463,608,389,589,482
2021년06월_계_70~79세,"6,244",918,839,240,312,386,643,648,388,616,377,478,399
2021년06월_계_80~89세,"4,133",515,394,119,297,294,422,450,294,407,292,354,295
2021년06월_계_90~99세,560,106,35,22,34,44,46,65,24,58,42,55,29
2021년06월_계_100세 이상,20,3,1,0,4,1,0,2,2,3,2,1,1
2021년06월_남_총인구수,"27,555","4,029","8,037","3,743",909,"1,035","1,855","1,765","1,152","1,531",920,"1,454","1,125"
2021년06월_남_연령구간인구수,"27,555","4,029","8,037","3,743",909,"1,035","1,855","1,765","1,152","1,531",920,"1,454","1,125"
2021년06월_남_0~9세,"1,685",287,715,268,42,17,48,63,48,58,29,78,32
2021년06월_남_10~19세,"2,320",415,971,354,41,45,97,69,65,89,45,84,45
2021년06월_남_20~29세,"2,932",481,891,558,66,70,175,147,108,138,74,140,84
2021년06월_남_30~39세,"2,475",346,906,467,75,47,127,109,86,89,56,79,88
2021년06월_남_40~49세,"4,351",540,"1,725",775,101,102,221,210,115,169,85,164,144
2021년06월_남_50~59세,"5,416",733,"1,491",865,195,235,349,349,232,306,177,277,207
2021년06월_남_60~69세,"4,314",644,834,315,165,262,414,399,247,302,200,291,241
2021년06월_남_70~79세,"2,676",399,382,104,128,168,271,288,157,246,151,206,176
2021년06월_남_80~89세,"1,275",159,117,33,87,81,144,121,89,123,98,122,101
2021년06월_남_90~99세,109,25,5,4,8,8,9,10,5,10,5,13,7
2021년06월_남_100세 이상,2,0,0,0,1,0,0,0,0,1,0,0,0
2021년06월_여_총인구수,"25,735","4,101","7,046","2,694",934,"1,012","1,825","1,741","1,109","1,640",986,"1,529","1,118"
2021년06월_여_연령구간인구수,"25,735","4,101","7,046","2,694",934,"1,012","1,825","1,741","1,109","1,640",986,"1,529","1,118"
2021년06월_여_0~9세,"1,661",267,789,258,24,27,49,45,22,44,38,62,36
2021년06월_여_10~19세,"2,058",356,856,313,47,23,87,59,40,77,35,107,58
2021년06월_여_20~29세,"2,068",384,736,342,44,41,78,76,72,87,47,108,53
2021년06월_여_30~39세,"2,085",339,902,319,37,39,84,74,49,71,42,74,55
2021년06월_여_40~49세,"2,970",488,"1,177",472,65,76,153,109,74,118,52,117,69
2021년06월_여_50~59세,"3,996",677,"1,081",528,113,152,296,231,179,233,124,216,166
2021년06월_여_60~69세,"4,002",631,740,222,181,186,391,401,216,306,189,298,241
2021년06월_여_70~79세,"3,568",519,457,136,184,218,372,360,231,370,226,272,223
2021년06월_여_80~89세,"2,858",356,277,86,210,213,278,329,205,284,194,232,194
2021년06월_여_90~99세,451,81,30,18,26,36,37,55,19,48,37,42,22
2021년06월_여_100세 이상,18,3,1,0,3,1,0,2,2,2,2,1,1
2021년07월_계_총인구수,"53,236","8,126","15,033","6,475","1,832","2,044","3,660","3,494","2,257","3,182","1,899","2,989","2,245"
2021년07월_계_연령구간인구수,"53,236","8,126","15,033","6,475","1,832","2,044","3,660","3,494","2,257","3,182","1,899","2,989","2,245"
2021년07월_계_0~9세,"3,304",549,"1,475",527,64,44,94,107,69,103,65,137,70
2021년07월_계_10~19세,"4,373",775,"1,821",672,90,67,182,125,102,168,81,188,102
2021년07월_계_20~29세,"4,975",858,"1,611",910,105,115,243,223,183,223,117,252,135
2021년07월_계_30~39세,"4,532",684,"1,797",786,108,83,204,183,133,163,96,151,144
2021년07월_계_40~49세,"7,286","1,026","2,887","1,252",163,177,369,317,187,283,136,280,209
2021년07월_계_50~59세,"9,443","1,414","2,572","1,409",313,387,646,574,413,540,303,502,370
2021년07월_계_60~69세,"8,386","1,282","1,602",540,344,448,809,805,461,616,391,595,493
2021년07월_계_70~79세,"6,211",914,836,240,309,385,644,644,388,612,370,474,395
2021년07월_계_80~89세,"4,147",515,397,116,297,292,423,450,296,413,297,354,297
2021년07월_계_90~99세,560,106,34,23,35,45,46,64,23,59,41,55,29
2021년07월_계_100세 이상,19,3,1,0,4,1,0,2,2,2,2,1,1
2021년07월_남_총인구수,"27,567","4,031","8,029","3,772",906,"1,031","1,847","1,757","1,153","1,534",918,"1,462","1,127"
2021년07월_남_연령구간인구수,"27,567","4,031","8,029","3,772",906,"1,031","1,847","1,757","1,153","1,534",918,"1,462","1,127"
2021년07월_남_0~9세,"1,671",286,706,266,40,18,49,62,48,59,28,76,33
2021년07월_남_10~19세,"2,316",418,964,356,42,44,96,68,63,92,46,81,46
2021년07월_남_20~29세,"2,921",476,887,566,63,72,169,145,109,135,70,145,84
2021년07월_남_30~39세,"2,455",343,899,468,73,44,126,109,85,89,55,77,87
2021년07월_남_40~49세,"4,347",541,"1,724",784,100,102,214,209,117,165,84,167,140
2021년07월_남_50~59세,"5,439",739,"1,495",872,199,233,349,347,232,308,179,279,207
2021년07월_남_60~69세,"4,363",648,851,319,165,261,419,401,245,308,202,297,247
2021년07월_남_70~79세,"2,662",393,379,105,127,168,272,285,160,244,150,205,174
2021년07월_남_80~89세,"1,283",163,119,32,88,80,144,122,89,123,99,122,102
2021년07월_남_90~99세,108,24,5,4,8,9,9,9,5,10,5,13,7
2021년07월_남_100세 이상,2,0,0,0,1,0,0,0,0,1,0,0,0
2021년07월_여_총인구수,"25,669","4,095","7,004","2,703",926,"1,013","1,813","1,737","1,104","1,648",981,"1,527","1,118"
2021년07월_여_연령구간인구수,"25,669","4,095","7,004","2,703",926,"1,013","1,813","1,737","1,104","1,648",981,"1,527","1,118"
2021년07월_여_0~9세,"1,633",263,769,261,24,26,45,45,21,44,37,61,37
2021년07월_여_10~19세,"2,057",357,857,316,48,23,86,57,39,76,35,107,56
2021년07월_여_20~29세,"2,054",382,724,344,42,43,74,78,74,88,47,107,51
2021년07월_여_30~39세,"2,077",341,898,318,35,39,78,74,48,74,41,74,57
2021년07월_여_40~49세,"2,939",485,"1,163",468,63,75,155,108,70,118,52,113,69
2021년07월_여_50~59세,"4,004",675,"1,077",537,114,154,297,227,181,232,124,223,163
2021년07월_여_60~69세,"4,023",634,751,221,179,187,390,404,216,308,189,298,246
2021년07월_여_70~79세,"3,549",521,457,135,182,217,372,359,228,368,220,269,221
2021년07월_여_80~89세,"2,864",352,278,84,209,212,279,328,207,290,198,232,195
2021년07월_여_90~99세,452,82,29,19,27,36,37,55,18,49,36,42,22
2021년07월_여_100세 이상,17,3,1,0,3,1,0,2,2,1,2,1,1
2021년08월_계_총인구수,"53,108","8,096","14,989","6,454","1,834","2,040","3,653","3,489","2,259","3,166","1,896","2,995","2,237"
2021년08월_계_연령구간인구수,"53,108","8,096","14,989","6,454","1,834","2,040","3,653","3,489","2,259","3,166","1,896","2,995","2,237"
2021년08월_계_0~9세,"3,266",542,"1,456",518,62,45,93,105,70,102,65,138,70
2021년08월_계_10~19세,"4,342",774,"1,806",656,91,66,182,120,105,170,82,190,100
2021년08월_계_20~29세,"4,954",856,"1,602",920,103,112,245,223,178,219,109,256,131
2021년08월_계_30~39세,"4,503",664,"1,792",778,109,83,201,185,131,163,102,153,142
2021년08월_계_40~49세,"7,270","1,026","2,891","1,243",166,175,370,313,188,278,138,277,205
2021년08월_계_50~59세,"9,417","1,403","2,557","1,423",314,389,638,574,412,531,300,501,375
2021년08월_계_60~69세,"8,421","1,294","1,609",539,342,448,815,808,464,619,394,599,490
2021년08월_계_70~79세,"6,180",907,848,239,306,383,642,639,386,600,368,470,392
2021년08월_계_80~89세,"4,170",523,392,115,302,291,423,454,300,422,295,355,298
2021년08월_계_90~99세,566,104,35,23,35,47,44,66,23,60,41,55,33
2021년08월_계_100세 이상,19,3,1,0,4,1,0,2,2,2,2,1,1
2021년08월_남_총인구수,"27,504","4,006","8,015","3,766",908,"1,032","1,837","1,754","1,153","1,533",914,"1,464","1,122"
2021년08월_남_연령구간인구수,"27,504","4,006","8,015","3,766",908,"1,032","1,837","1,754","1,153","1,533",914,"1,464","1,122"
2021년08월_남_0~9세,"1,656",283,700,263,38,19,46,61,48,60,28,76,34
2021년08월_남_10~19세,"2,298",415,949,353,44,43,96,65,64,94,47,82,46
2021년08월_남_20~29세,"2,913",473,888,567,62,73,171,146,108,133,63,149,80
2021년08월_남_30~39세,"2,434",332,896,464,74,43,121,109,83,89,58,78,87
2021년08월_남_40~49세,"4,350",542,"1,732",782,102,102,216,205,118,163,86,163,139
2021년08월_남_50~59세,"5,411",725,"1,488",880,199,233,342,348,230,304,175,279,208
2021년08월_남_60~69세,"4,384",656,856,319,163,262,422,403,247,311,203,298,244
2021년08월_남_70~79세,"2,660",391,381,103,129,168,272,286,162,243,150,203,172
2021년08월_남_80~89세,"1,287",165,120,31,88,79,142,122,88,125,99,123,105
2021년08월_남_90~99세,109,24,5,4,8,10,9,9,5,10,5,13,7
2021년08월_남_100세 이상,2,0,0,0,1,0,0,0,0,1,0,0,0
2021년08월_여_총인구수,"25,604","4,090","6,974","2,688",926,"1,008","1,816","1,735","1,106","1,633",982,"1,531","1,115"
2021년08월_여_연령구간인구수,"25,604","4,090","6,974","2,688",926,"1,008","1,816","1,735","1,106","1,633",982,"1,531","1,115"
2021년08월_여_0~9세,"1,610",259,756,255,24,26,47,44,22,42,37,62,36
2021년08월_여_10~19세,"2,044",359,857,303,47,23,86,55,41,76,35,108,54
2021년08월_여_20~29세,"2,041",383,714,353,41,39,74,77,70,86,46,107,51
2021년08월_여_30~39세,"2,069",332,896,314,35,40,80,76,48,74,44,75,55
2021년08월_여_40~49세,"2,920",484,"1,159",461,64,73,154,108,70,115,52,114,66
2021년08월_여_50~59세,"4,006",678,"1,069",543,115,156,296,226,182,227,125,222,167
2021년08월_여_60~69세,"4,037",638,753,220,179,186,393,405,217,308,191,301,246
2021년08월_여_70~79세,"3,520",516,467,136,177,215,370,353,224,357,218,267,220
2021년08월_여_80~89세,"2,883",358,272,84,214,212,281,332,212,297,196,232,193
2021년08월_여_90~99세,457,80,30,19,27,37,35,57,18,50,36,42,26
2021년08월_여_100세 이상,17,3,1,0,3,1,0,2,2,1,2,1,1
2021년09월_계_총인구수,"53,020","8,067","15,013","6,423","1,832","2,034","3,659","3,463","2,250","3,168","1,889","2,999","2,223"
2021년09월_계_연령구간인구수,"53,020","8,067","15,013","6,423","1,832","2,034","3,659","3,463","2,250","3,168","1,889","2,999","2,223"
2021년09월_계_0~9세,"3,246",541,"1,454",508,65,45,89,107,66,99,64,140,68
2021년09월_계_10~19세,"4,316",768,"1,805",652,90,61,187,116,101,169,82,188,97
2021년09월_계_20~29세,"4,904",839,"1,607",912,100,112,244,211,179,215,107,248,130
2021년09월_계_30~39세,"4,471",665,"1,777",759,111,85,204,185,127,166,99,154,139
2021년09월_계_40~49세,"7,250","1,023","2,893","1,244",167,173,360,306,189,279,140,275,201
2021년09월_계_50~59세,"9,432","1,396","2,577","1,428",315,381,639,574,414,532,297,505,374
2021년09월_계_60~69세,"8,455","1,296","1,620",546,344,456,819,802,461,620,395,605,491
2021년09월_계_70~79세,"6,166",908,850,238,302,379,646,633,384,597,366,474,389
2021년09월_계_80~89세,"4,184",525,393,112,295,293,426,459,304,430,296,353,298
2021년09월_계_90~99세,578,104,36,24,39,48,45,68,23,59,41,56,35
2021년09월_계_100세 이상,18,2,1,0,4,1,0,2,2,2,2,1,1
2021년09월_남_총인구수,"27,484","3,989","8,034","3,758",913,"1,031","1,839","1,749","1,153","1,537",912,"1,455","1,114"
2021년09월_남_연령구간인구수,"27,484","3,989","8,034","3,758",913,"1,031","1,839","1,749","1,153","1,537",912,"1,455","1,114"
2021년09월_남_0~9세,"1,648",283,700,259,39,19,42,63,46,60,28,76,33
2021년09월_남_10~19세,"2,278",408,945,345,46,39,100,65,64,93,47,80,46
2021년09월_남_20~29세,"2,904",466,896,573,62,74,171,141,108,131,63,141,78
2021년09월_남_30~39세,"2,419",332,888,454,74,45,122,111,82,92,55,79,85
2021년09월_남_40~49세,"4,346",539,"1,737",782,103,101,211,202,119,164,88,162,138
2021년09월_남_50~59세,"5,400",720,"1,493",883,198,228,341,350,230,304,173,274,206
2021년09월_남_60~69세,"4,420",658,867,325,165,268,425,401,246,311,206,303,245
2021년09월_남_70~79세,"2,654",394,380,103,128,166,277,279,164,243,147,204,169
2021년09월_남_80~89세,"1,300",164,123,30,88,81,141,127,89,128,100,122,107
2021년09월_남_90~99세,113,25,5,4,9,10,9,10,5,10,5,14,7
2021년09월_남_100세 이상,2,0,0,0,1,0,0,0,0,1,0,0,0
2021년09월_여_총인구수,"25,536","4,078","6,979","2,665",919,"1,003","1,820","1,714","1,097","1,631",977,"1,544","1,109"
2021년09월_여_연령구간인구수,"25,536","4,078","6,979","2,665",919,"1,003","1,820","1,714","1,097","1,631",977,"1,544","1,109"
2021년09월_여_0~9세,"1,598",258,754,249,26,26,47,44,20,39,36,64,35
2021년09월_여_10~19세,"2,038",360,860,307,44,22,87,51,37,76,35,108,51
2021년09월_여_20~29세,"2,000",373,711,339,38,38,73,70,71,84,44,107,52
2021년09월_여_30~39세,"2,052",333,889,305,37,40,82,74,45,74,44,75,54
2021년09월_여_40~49세,"2,904",484,"1,156",462,64,72,149,104,70,115,52,113,63
2021년09월_여_50~59세,"4,032",676,"1,084",545,117,153,298,224,184,228,124,231,168
2021년09월_여_60~69세,"4,035",638,753,221,179,188,394,401,215,309,189,302,246
2021년09월_여_70~79세,"3,512",514,470,135,174,213,369,354,220,354,219,270,220
2021년09월_여_80~89세,"2,884",361,270,82,207,212,285,332,215,302,196,231,191
2021년09월_여_90~99세,465,79,31,20,30,38,36,58,18,49,36,42,28
2021년09월_여_100세 이상,16,2,1,0,3,1,0,2,2,1,2,1,1
2021년10월_계_총인구수,"53,000","8,062","15,039","6,451","1,824","2,032","3,667","3,451","2,246","3,143","1,887","2,983","2,215"
2021년10월_계_연령구간인구수,"53,000","8,062","15,039","6,451","1,824","2,032","3,667","3,451","2,246","3,143","1,887","2,983","2,215"
2021년10월_계_0~9세,"3,213",534,"1,447",499,63,45,92,106,66,95,63,137,66
2021년10월_계_10~19세,"4,319",777,"1,803",660,89,61,190,115,99,163,83,182,97
2021년10월_계_20~29세,"4,905",837,"1,617",907,102,111,245,207,176,212,108,251,132
2021년10월_계_30~39세,"4,436",656,"1,765",766,109,85,199,184,127,161,99,151,134
2021년10월_계_40~49세,"7,242","1,018","2,902","1,253",166,169,357,302,188,280,139,270,198
2021년10월_계_50~59세,"9,432","1,402","2,580","1,429",316,387,637,572,417,522,295,502,373
2021년10월_계_60~69세,"8,519","1,293","1,645",558,345,458,828,805,460,626,399,609,493
2021년10월_계_70~79세,"6,160",912,854,243,301,378,644,627,385,596,365,470,385
2021년10월_계_80~89세,"4,180",522,391,112,294,290,431,462,302,426,294,353,303
2021년10월_계_90~99세,584,109,35,24,39,47,44,70,25,60,41,57,33
2021년10월_계_100세 이상,10,2,0,0,0,1,0,1,1,2,1,1,1
2021년10월_남_총인구수,"27,495","3,986","8,050","3,784",908,"1,027","1,844","1,748","1,151","1,525",913,"1,446","1,113"
2021년10월_남_연령구간인구수,"27,495","3,986","8,050","3,784",908,"1,027","1,844","1,748","1,151","1,525",913,"1,446","1,113"
2021년10월_남_0~9세,"1,642",280,703,257,37,19,44,62,46,59,27,75,33
2021년10월_남_10~19세,"2,274",411,940,345,46,39,101,64,64,90,48,79,47
2021년10월_남_20~29세,"2,899",465,900,572,62,71,172,139,107,130,64,138,79
2021년10월_남_30~39세,"2,398",327,879,459,74,45,117,112,81,88,56,78,82
2021년10월_남_40~49세,"4,337",537,"1,740",788,104,98,208,200,118,163,88,159,134
2021년10월_남_50~59세,"5,405",724,"1,494",889,195,232,344,349,232,299,170,272,205
2021년10월_남_60~69세,"4,470",657,885,333,167,269,431,405,243,318,209,305,248
2021년10월_남_70~79세,"2,655",396,382,106,128,165,275,276,166,243,146,206,166
2021년10월_남_80~89세,"1,300",163,123,31,86,80,143,130,89,125,99,119,112
2021년10월_남_90~99세,114,26,4,4,9,9,9,11,5,9,6,15,7
2021년10월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0
2021년10월_여_총인구수,"25,505","4,076","6,989","2,667",916,"1,005","1,823","1,703","1,095","1,618",974,"1,537","1,102"
2021년10월_여_연령구간인구수,"25,505","4,076","6,989","2,667",916,"1,005","1,823","1,703","1,095","1,618",974,"1,537","1,102"
2021년10월_여_0~9세,"1,571",254,744,242,26,26,48,44,20,36,36,62,33
2021년10월_여_10~19세,"2,045",366,863,315,43,22,89,51,35,73,35,103,50
2021년10월_여_20~29세,"2,006",372,717,335,40,40,73,68,69,82,44,113,53
2021년10월_여_30~39세,"2,038",329,886,307,35,40,82,72,46,73,43,73,52
2021년10월_여_40~49세,"2,905",481,"1,162",465,62,71,149,102,70,117,51,111,64
2021년10월_여_50~59세,"4,027",678,"1,086",540,121,155,293,223,185,223,125,230,168
2021년10월_여_60~69세,"4,049",636,760,225,178,189,397,400,217,308,190,304,245
2021년10월_여_70~79세,"3,505",516,472,137,173,213,369,351,219,353,219,264,219
2021년10월_여_80~89세,"2,880",359,268,81,208,210,288,332,213,301,195,234,191
2021년10월_여_90~99세,470,83,31,20,30,38,35,59,20,51,35,42,26
2021년10월_여_100세 이상,9,2,0,0,0,1,0,1,1,1,1,1,1
2021년11월_계_총인구수,"52,964","8,025","15,094","6,417","1,819","2,034","3,658","3,441","2,232","3,161","1,878","2,990","2,215"
2021년11월_계_연령구간인구수,"52,964","8,025","15,094","6,417","1,819","2,034","3,658","3,441","2,232","3,161","1,878","2,990","2,215"
2021년11월_계_0~9세,"3,192",523,"1,446",489,65,44,90,106,61,102,62,137,67
2021년11월_계_10~19세,"4,302",776,"1,801",654,87,59,190,116,99,162,83,181,94
2021년11월_계_20~29세,"4,901",823,"1,635",902,100,111,245,210,174,218,103,249,131
2021년11월_계_30~39세,"4,432",651,"1,770",766,112,87,196,181,121,163,98,149,138
2021년11월_계_40~49세,"7,207","1,014","2,900","1,240",157,163,355,297,187,281,139,276,198
2021년11월_계_50~59세,"9,444","1,397","2,590","1,429",322,391,642,570,409,521,296,503,374
2021년11월_계_60~69세,"8,560","1,297","1,662",562,343,465,827,805,465,634,394,613,493
2021년11월_계_70~79세,"6,143",913,854,237,304,376,635,624,388,592,364,473,383
2021년11월_계_80~89세,"4,188",523,399,115,289,291,431,464,302,425,296,350,303
2021년11월_계_90~99세,583,106,37,23,40,45,47,66,25,61,42,58,33
2021년11월_계_100세 이상,12,2,0,0,0,2,0,2,1,2,1,1,1
2021년11월_남_총인구수,"27,488","3,970","8,090","3,761",908,"1,024","1,835","1,745","1,147","1,530",909,"1,453","1,116"
2021년11월_남_연령구간인구수,"27,488","3,970","8,090","3,761",908,"1,024","1,835","1,745","1,147","1,530",909,"1,453","1,116"
2021년11월_남_0~9세,"1,632",276,703,251,38,18,43,61,44,63,26,76,33
2021년11월_남_10~19세,"2,271",410,941,344,45,37,102,65,64,89,48,80,46
2021년11월_남_20~29세,"2,883",459,908,568,62,71,169,138,106,130,60,134,78
2021년11월_남_30~39세,"2,405",325,888,460,75,45,115,111,79,89,57,76,85
2021년11월_남_40~49세,"4,311",534,"1,736",778,97,94,205,199,118,163,89,164,134
2021년11월_남_50~59세,"5,416",721,"1,505",884,200,234,346,350,230,298,170,273,205
2021년11월_남_60~69세,"4,492",663,892,337,167,272,431,403,243,323,205,307,249
2021년11월_남_70~79세,"2,653",396,388,103,131,164,268,273,168,239,149,208,166
2021년11월_남_80~89세,"1,308",161,124,32,85,80,146,134,90,125,98,120,113
2021년11월_남_90~99세,116,25,5,4,8,9,10,11,5,10,7,15,7
2021년11월_남_100세 이상,1,0,0,0,0,0,0,0,0,1,0,0,0
