카테고리,경기도 과천시,경기도 과천시 중앙동,경기도 과천시 갈현동,경기도 과천시 별양동,경기도 과천시 부림동,경기도 과천시 과천동,경기도 과천시 문원동
2021년09월_여_10~19세,"3,297",495,953,548,668,258,375
2021년09월_여_20~29세,"4,408",723,877,817,958,549,484
2021년09월_여_30~39세,"4,968",722,"1,169",675,"1,258",693,451
2021년09월_여_40~49세,"5,336",765,"1,436",785,"1,143",594,613
2021년09월_여_50~59세,"6,312","1,096","1,281","1,113","1,366",781,675
2021년09월_여_60~69세,"4,476",804,823,743,878,728,500
2021년09월_여_70~79세,"2,186",348,413,344,419,333,329
2021년09월_여_80~89세,"1,299",237,217,272,247,169,157
2021년09월_여_90~99세,288,62,35,59,62,30,40
2021년09월_여_100세 이상,8,3,0,1,2,0,2
2021년10월_계_총인구수,"69,910","10,985","15,739","11,036","15,215","9,306","7,629"
2021년10월_계_연령구간인구수,"69,910","10,985","15,739","11,036","15,215","9,306","7,629"
2021년10월_계_0~9세,"6,027",813,"1,818",745,"1,523",603,525
2021년10월_계_10~19세,"6,744",964,"1,878","1,111","1,389",578,824
2021년10월_계_20~29세,"9,349","1,562","1,802","1,666","2,029","1,237","1,053"
2021년10월_계_30~39세,"9,960","1,425","2,120","1,395","2,473","1,603",944
2021년10월_계_40~49세,"10,437","1,423","2,838","1,460","2,191","1,343","1,182"
2021년10월_계_50~59세,"12,166","2,058","2,536","2,105","2,617","1,523","1,327"
2021년10월_계_60~69세,"8,798","1,620","1,635","1,435","1,761","1,434",913
2021년10월_계_70~79세,"3,968",656,700,617,757,666,572
2021년10월_계_80~89세,"2,067",382,359,416,390,278,242
2021년10월_계_90~99세,384,78,53,84,83,41,45
2021년10월_계_100세 이상,10,4,0,2,2,0,2
2021년10월_남_총인구수,"34,357","5,327","7,646","5,291","7,503","4,857","3,733"
2021년10월_남_연령구간인구수,"34,357","5,327","7,646","5,291","7,503","4,857","3,733"
2021년10월_남_0~9세,"3,149",418,953,384,814,297,283
2021년10월_남_10~19세,"3,448",476,916,564,722,321,449
2021년10월_남_20~29세,"4,926",833,930,843,"1,070",695,555
2021년10월_남_30~39세,"4,947",702,941,707,"1,208",900,489
2021년10월_남_40~49세,"5,100",666,"1,394",672,"1,056",746,566
2021년10월_남_50~59세,"5,846",955,"1,258",993,"1,248",741,651
2021년10월_남_60~69세,"4,296",808,803,688,883,705,409
2021년10월_남_70~79세,"1,784",308,296,272,335,331,242
2021년10월_남_80~89세,763,146,136,142,147,109,83
2021년10월_남_90~99세,95,14,19,24,20,12,6
2021년10월_남_100세 이상,3,1,0,2,0,0,0
2021년10월_여_총인구수,"35,553","5,658","8,093","5,745","7,712","4,449","3,896"
2021년10월_여_연령구간인구수,"35,553","5,658","8,093","5,745","7,712","4,449","3,896"
2021년10월_여_0~9세,"2,878",395,865,361,709,306,242
2021년10월_여_10~19세,"3,296",488,962,547,667,257,375
2021년10월_여_20~29세,"4,423",729,872,823,959,542,498
2021년10월_여_30~39세,"5,013",723,"1,179",688,"1,265",703,455
2021년10월_여_40~49세,"5,337",757,"1,444",788,"1,135",597,616
2021년10월_여_50~59세,"6,320","1,103","1,278","1,112","1,369",782,676
2021년10월_여_60~69세,"4,502",812,832,747,878,729,504
2021년10월_여_70~79세,"2,184",348,404,345,422,335,330
2021년10월_여_80~89세,"1,304",236,223,274,243,169,159
2021년10월_여_90~99세,289,64,34,60,63,29,39
2021년10월_여_100세 이상,7,3,0,0,2,0,2
2021년11월_계_총인구수,"71,234","10,926","16,158","12,168","15,126","9,288","7,568"
2021년11월_계_연령구간인구수,"71,234","10,926","16,158","12,168","15,126","9,288","7,568"
2021년11월_계_0~9세,"6,199",816,"1,871",869,"1,514",606,523
2021년11월_계_10~19세,"6,829",950,"1,934","1,200","1,365",582,798
2021년11월_계_20~29세,"9,499","1,531","1,864","1,818","2,020","1,226","1,040"
2021년11월_계_30~39세,"10,261","1,424","2,198","1,605","2,475","1,601",958
2021년11월_계_40~49세,"10,611","1,417","2,891","1,633","2,176","1,337","1,157"
2021년11월_계_50~59세,"12,349","2,039","2,613","2,277","2,597","1,513","1,310"
2021년11월_계_60~69세,"8,993","1,627","1,645","1,602","1,761","1,433",925
2021년11월_계_70~79세,"3,997",651,716,652,740,671,567
2021년11월_계_80~89세,"2,096",385,368,426,394,279,244
2021년11월_계_90~99세,390,82,58,84,82,40,44
2021년11월_계_100세 이상,10,4,0,2,2,0,2
2021년11월_남_총인구수,"35,058","5,294","7,855","5,879","7,483","4,855","3,692"
2021년11월_남_연령구간인구수,"35,058","5,294","7,855","5,879","7,483","4,855","3,692"
2021년11월_남_0~9세,"3,243",419,983,446,813,300,282
2021년11월_남_10~19세,"3,490",471,945,605,712,324,433
2021년11월_남_20~29세,"5,010",815,962,934,"1,070",688,541
2021년11월_남_30~39세,"5,110",698,978,814,"1,220",903,497
2021년11월_남_40~49세,"5,187",671,"1,409",763,"1,048",745,551
2021년11월_남_50~59세,"5,942",943,"1,305","1,074","1,241",737,642
2021년11월_남_60~69세,"4,398",809,808,780,880,704,417
2021년11월_남_70~79세,"1,796",305,301,290,332,330,238
2021년11월_남_80~89세,778,148,142,145,146,112,85
2021년11월_남_90~99세,101,14,22,26,21,12,6
2021년11월_남_100세 이상,3,1,0,2,0,0,0
2021년11월_여_총인구수,"36,176","5,632","8,303","6,289","7,643","4,433","3,876"
2021년11월_여_연령구간인구수,"36,176","5,632","8,303","6,289","7,643","4,433","3,876"
2021년11월_여_0~9세,"2,956",397,888,423,701,306,241
2021년11월_여_10~19세,"3,339",479,989,595,653,258,365
2021년11월_여_20~29세,"4,489",716,902,884,950,538,499
2021년11월_여_30~39세,"5,151",726,"1,220",791,"1,255",698,461
2021년11월_여_40~49세,"5,424",746,"1,482",870,"1,128",592,606
2021년11월_여_50~59세,"6,407","1,096","1,308","1,203","1,356",776,668
2021년11월_여_60~69세,"4,595",818,837,822,881,729,508
2021년11월_여_70~79세,"2,201",346,415,362,408,341,329
2021년11월_여_80~89세,"1,318",237,226,281,248,167,159
2021년11월_여_90~99세,289,68,36,58,61,28,38
2021년11월_여_100세 이상,7,3,0,0,2,0,2
2021년12월_계_총인구수,"73,345","10,925","16,891","13,842","15,002","9,212","7,473"
2021년12월_계_연령구간인구수,"73,345","10,925","16,891","13,842","15,002","9,212","7,473"
2021년12월_계_0~9세,"6,488",825,"2,010","1,066","1,495",579,513
2021년12월_계_10~19세,"7,014",948,"2,032","1,351","1,345",578,760
2021년12월_계_20~29세,"9,710","1,526","1,953","1,988","1,988","1,215","1,040"
2021년12월_계_30~39세,"10,669","1,429","2,340","1,880","2,474","1,586",960
2021년12월_계_40~49세,"10,892","1,413","2,999","1,891","2,146","1,321","1,122"
2021년12월_계_50~59세,"12,677","2,032","2,718","2,544","2,566","1,507","1,310"
2021년12월_계_60~69세,"9,288","1,634","1,674","1,870","1,758","1,435",917
2021년12월_계_70~79세,"4,086",649,733,722,750,672,560
2021년12월_계_80~89세,"2,115",384,373,440,395,278,245
2021년12월_계_90~99세,394,80,58,88,83,41,44
2021년12월_계_100세 이상,12,5,1,2,2,0,2
2021년12월_남_총인구수,"36,092","5,286","8,224","6,707","7,408","4,815","3,652"
2021년12월_남_연령구간인구수,"36,092","5,286","8,224","6,707","7,408","4,815","3,652"
2021년12월_남_0~9세,"3,378",424,"1,048",544,796,288,278
2021년12월_남_10~19세,"3,588",467,999,682,703,321,416
2021년12월_남_20~29세,"5,117",816,"1,013","1,027","1,042",681,538
2021년12월_남_30~39세,"5,310",697,"1,049",936,"1,224",899,505
2021년12월_남_40~49세,"5,324",668,"1,462",886,"1,036",736,536
2021년12월_남_50~59세,"6,103",941,"1,363","1,197","1,229",732,641
2021년12월_남_60~69세,"4,549",809,821,923,877,708,411
2021년12월_남_70~79세,"1,832",303,305,331,334,326,233
2021년12월_남_80~89세,786,146,142,151,146,113,88
2021년12월_남_90~99세,102,14,22,28,21,11,6
2021년12월_남_100세 이상,3,1,0,2,0,0,0
2021년12월_여_총인구수,"37,253","5,639","8,667","7,135","7,594","4,397","3,821"
2021년12월_여_연령구간인구수,"37,253","5,639","8,667","7,135","7,594","4,397","3,821"
2021년12월_여_0~9세,"3,110",401,962,522,699,291,235
2021년12월_여_10~19세,"3,426",481,"1,033",669,642,257,344
2021년12월_여_20~29세,"4,593",710,940,961,946,534,502
2021년12월_여_30~39세,"5,359",732,"1,291",944,"1,250",687,455
2021년12월_여_40~49세,"5,568",745,"1,537","1,005","1,110",585,586
2021년12월_여_50~59세,"6,574","1,091","1,355","1,347","1,337",775,669
2021년12월_여_60~69세,"4,739",825,853,947,881,727,506
2021년12월_여_70~79세,"2,254",346,428,391,416,346,327
2021년12월_여_80~89세,"1,329",238,231,289,249,165,157
2021년12월_여_90~99세,292,66,36,60,62,30,38
2021년12월_여_100세 이상,9,4,1,0,2,0,2
