카테고리,전라남도 장성군,전라남도 장성군 장성읍,전라남도 장성군 진원면,전라남도 장성군 남면,전라남도 장성군 동화면,전라남도 장성군 삼서면,전라남도 장성군 삼계면,전라남도 장성군 황룡면,전라남도 장성군 서삼면,전라남도 장성군 북일면,전라남도 장성군 북이면,전라남도 장성군 북하면
2021년05월_계_40~49세,"5,403","1,924",468,411,177,366,855,493,154,100,260,195
2021년05월_계_50~59세,"7,455","2,151",628,699,347,583,831,799,283,230,486,418
2021년05월_계_60~69세,"7,435","2,049",633,736,379,609,649,743,302,302,535,498
2021년05월_계_70~79세,"5,833","1,620",449,490,275,483,525,540,252,268,538,393
2021년05월_계_80~89세,"3,824",945,304,316,230,354,337,334,157,188,430,229
2021년05월_계_90~99세,524,133,38,49,35,33,36,57,26,27,46,44
2021년05월_계_100세 이상,17,4,4,1,1,1,1,0,0,1,2,2
2021년05월_남_총인구수,"22,601","6,669","1,888","2,014",970,"1,748","3,175","2,054",816,689,"1,444","1,134"
2021년05월_남_연령구간인구수,"22,601","6,669","1,888","2,014",970,"1,748","3,175","2,054",816,689,"1,444","1,134"
2021년05월_남_0~9세,"1,347",514,174,76,21,83,299,71,30,9,41,29
2021년05월_남_10~19세,"1,695",635,160,90,34,97,316,125,51,31,105,51
2021년05월_남_20~29세,"2,459",698,172,220,90,240,500,235,71,63,102,68
2021년05월_남_30~39세,"1,892",562,125,208,76,93,426,146,62,41,78,75
2021년05월_남_40~49세,"3,060","1,034",247,270,113,230,466,284,96,52,158,110
2021년05월_남_50~59세,"4,273","1,192",383,397,209,329,492,446,169,136,275,245
2021년05월_남_60~69세,"3,936","1,005",319,414,222,329,355,407,161,158,290,276
2021년05월_남_70~79세,"2,591",719,205,221,114,215,211,237,117,119,240,193
2021년05월_남_80~89세,"1,226",286,93,103,80,124,100,91,53,74,145,77
2021년05월_남_90~99세,121,24,9,15,11,8,10,12,6,6,10,10
2021년05월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"21,428","6,791","1,822","1,710",859,"1,470","2,881","1,978",736,695,"1,432","1,054"
2021년05월_여_연령구간인구수,"21,428","6,791","1,822","1,710",859,"1,470","2,881","1,978",736,695,"1,432","1,054"
2021년05월_여_0~9세,"1,306",470,141,78,29,63,330,86,25,23,36,25
2021년05월_여_10~19세,"1,520",592,137,83,34,76,288,128,41,26,68,47
2021년05월_여_20~29세,"1,676",593,132,151,52,56,307,152,57,39,81,56
2021년05월_여_30~39세,"1,643",570,145,116,49,81,356,123,41,36,68,58
2021년05월_여_40~49세,"2,343",890,221,141,64,136,389,209,58,48,102,85
2021년05월_여_50~59세,"3,182",959,245,302,138,254,339,353,114,94,211,173
2021년05월_여_60~69세,"3,499","1,044",314,322,157,280,294,336,141,144,245,222
2021년05월_여_70~79세,"3,242",901,244,269,161,268,314,303,135,149,298,200
2021년05월_여_80~89세,"2,598",659,211,213,150,230,237,243,104,114,285,152
2021년05월_여_90~99세,403,109,29,34,24,25,26,45,20,21,36,34
2021년05월_여_100세 이상,16,4,3,1,1,1,1,0,0,1,2,2
2021년06월_계_총인구수,"43,915","13,450","3,680","3,723","1,819","3,201","6,037","4,023","1,543","1,383","2,869","2,187"
2021년06월_계_연령구간인구수,"43,915","13,450","3,680","3,723","1,819","3,201","6,037","4,023","1,543","1,383","2,869","2,187"
2021년06월_계_0~9세,"2,621",983,304,153,50,142,620,156,55,30,74,54
2021년06월_계_10~19세,"3,210","1,227",294,173,66,176,604,250,91,58,173,98
2021년06월_계_20~29세,"4,082","1,271",303,381,143,282,791,382,127,101,180,121
2021년06월_계_30~39세,"3,508","1,122",263,322,127,171,775,266,104,77,145,136
2021년06월_계_40~49세,"5,376","1,923",462,411,172,363,850,491,152,99,258,195
2021년06월_계_50~59세,"7,432","2,151",619,693,347,584,839,793,283,229,478,416
2021년06월_계_60~69세,"7,474","2,065",637,735,378,605,656,749,298,304,545,502
2021년06월_계_70~79세,"5,826","1,617",452,487,274,483,521,544,253,265,537,393
2021년06월_계_80~89세,"3,845",957,302,319,228,356,345,335,155,191,431,226
2021년06월_계_90~99세,523,130,39,48,33,38,35,57,25,28,46,44
2021년06월_계_100세 이상,18,4,5,1,1,1,1,0,0,1,2,2
2021년06월_남_총인구수,"22,524","6,659","1,877","2,012",966,"1,726","3,173","2,045",808,689,"1,438","1,131"
2021년06월_남_연령구간인구수,"22,524","6,659","1,877","2,012",966,"1,726","3,173","2,045",808,689,"1,438","1,131"
2021년06월_남_0~9세,"1,334",513,170,76,20,79,300,69,30,8,40,29
2021년06월_남_10~19세,"1,690",635,159,90,33,99,315,124,50,32,103,50
2021년06월_남_20~29세,"2,420",689,171,223,92,224,492,231,68,62,101,67
2021년06월_남_30~39세,"1,886",553,120,208,81,91,424,148,61,44,79,77
2021년06월_남_40~49세,"3,033","1,030",245,267,108,230,466,280,94,50,154,109
2021년06월_남_50~59세,"4,263","1,197",379,395,209,326,495,442,170,134,272,244
2021년06월_남_60~69세,"3,960","1,015",321,412,222,328,359,411,159,160,294,279
2021년06월_남_70~79세,"2,579",711,209,223,111,216,208,236,116,117,240,192
2021년06월_남_80~89세,"1,239",292,93,105,79,124,104,92,54,76,145,75
2021년06월_남_90~99세,119,24,9,13,11,9,10,12,6,6,10,9
2021년06월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"21,391","6,791","1,803","1,711",853,"1,475","2,864","1,978",735,694,"1,431","1,056"
2021년06월_여_연령구간인구수,"21,391","6,791","1,803","1,711",853,"1,475","2,864","1,978",735,694,"1,431","1,056"
2021년06월_여_0~9세,"1,287",470,134,77,30,63,320,87,25,22,34,25
2021년06월_여_10~19세,"1,520",592,135,83,33,77,289,126,41,26,70,48
2021년06월_여_20~29세,"1,662",582,132,158,51,58,299,151,59,39,79,54
2021년06월_여_30~39세,"1,622",569,143,114,46,80,351,118,43,33,66,59
2021년06월_여_40~49세,"2,343",893,217,144,64,133,384,211,58,49,104,86
2021년06월_여_50~59세,"3,169",954,240,298,138,258,344,351,113,95,206,172
2021년06월_여_60~69세,"3,514","1,050",316,323,156,277,297,338,139,144,251,223
2021년06월_여_70~79세,"3,247",906,243,264,163,267,313,308,137,148,297,201
2021년06월_여_80~89세,"2,606",665,209,214,149,232,241,243,101,115,286,151
2021년06월_여_90~99세,404,106,30,35,22,29,25,45,19,22,36,35
2021년06월_여_100세 이상,17,4,4,1,1,1,1,0,0,1,2,2
2021년07월_계_총인구수,"43,808","13,428","3,645","3,721","1,805","3,186","6,039","4,032","1,527","1,378","2,868","2,179"
2021년07월_계_연령구간인구수,"43,808","13,428","3,645","3,721","1,805","3,186","6,039","4,032","1,527","1,378","2,868","2,179"
2021년07월_계_0~9세,"2,587",977,292,152,50,138,617,155,49,30,72,55
2021년07월_계_10~19세,"3,183","1,222",292,166,67,174,593,254,91,56,172,96
2021년07월_계_20~29세,"4,068","1,256",300,380,136,279,814,382,124,98,179,120
2021년07월_계_30~39세,"3,498","1,123",253,319,125,172,771,272,105,78,146,134
2021년07월_계_40~49세,"5,355","1,919",459,412,176,361,844,485,151,96,255,197
2021년07월_계_50~59세,"7,406","2,160",606,683,340,577,843,797,280,228,477,415
2021년07월_계_60~69세,"7,505","2,067",644,746,375,606,660,749,296,310,549,503
2021년07월_계_70~79세,"5,818","1,613",456,490,272,481,518,548,251,261,536,392
2021년07월_계_80~89세,"3,849",954,300,322,231,361,343,335,155,192,433,223
2021년07월_계_90~99세,522,133,39,50,32,36,35,55,25,28,47,42
2021년07월_계_100세 이상,17,4,4,1,1,1,1,0,0,1,2,2
2021년07월_남_총인구수,"22,457","6,662","1,851","2,015",954,"1,714","3,169","2,043",799,689,"1,435","1,126"
2021년07월_남_연령구간인구수,"22,457","6,662","1,851","2,015",954,"1,714","3,169","2,043",799,689,"1,435","1,126"
2021년07월_남_0~9세,"1,313",513,163,76,21,77,294,68,25,8,39,29
2021년07월_남_10~19세,"1,671",631,156,85,33,98,307,127,51,31,102,50
2021년07월_남_20~29세,"2,418",694,166,226,87,220,505,227,65,59,103,66
2021년07월_남_30~39세,"1,872",552,112,206,79,92,419,150,63,45,78,76
2021년07월_남_40~49세,"3,023","1,026",247,268,110,228,466,275,92,48,152,111
2021년07월_남_50~59세,"4,246","1,203",370,391,205,321,495,445,169,135,270,242
2021년07월_남_60~69세,"3,982","1,017",322,419,220,330,364,410,159,164,296,281
2021년07월_남_70~79세,"2,570",709,212,224,109,213,207,236,115,115,241,189
2021년07월_남_80~89세,"1,244",293,93,106,80,127,101,93,54,78,144,75
2021년07월_남_90~99세,117,24,9,14,10,8,11,12,6,6,10,7
2021년07월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"21,351","6,766","1,794","1,706",851,"1,472","2,870","1,989",728,689,"1,433","1,053"
2021년07월_여_연령구간인구수,"21,351","6,766","1,794","1,706",851,"1,472","2,870","1,989",728,689,"1,433","1,053"
2021년07월_여_0~9세,"1,274",464,129,76,29,61,323,87,24,22,33,26
2021년07월_여_10~19세,"1,512",591,136,81,34,76,286,127,40,25,70,46
2021년07월_여_20~29세,"1,650",562,134,154,49,59,309,155,59,39,76,54
2021년07월_여_30~39세,"1,626",571,141,113,46,80,352,122,42,33,68,58
2021년07월_여_40~49세,"2,332",893,212,144,66,133,378,210,59,48,103,86
2021년07월_여_50~59세,"3,160",957,236,292,135,256,348,352,111,93,207,173
2021년07월_여_60~69세,"3,523","1,050",322,327,155,276,296,339,137,146,253,222
2021년07월_여_70~79세,"3,248",904,244,266,163,268,311,312,136,146,295,203
2021년07월_여_80~89세,"2,605",661,207,216,151,234,242,242,101,114,289,148
2021년07월_여_90~99세,405,109,30,36,22,28,24,43,19,22,37,35
2021년07월_여_100세 이상,16,4,3,1,1,1,1,0,0,1,2,2
2021년08월_계_총인구수,"43,715","13,408","3,637","3,720","1,807","3,165","5,955","4,037","1,550","1,381","2,860","2,195"
2021년08월_계_연령구간인구수,"43,715","13,408","3,637","3,720","1,807","3,165","5,955","4,037","1,550","1,381","2,860","2,195"
2021년08월_계_0~9세,"2,569",976,281,151,47,137,603,156,58,34,71,55
2021년08월_계_10~19세,"3,180","1,215",297,165,68,179,588,256,95,55,166,96
2021년08월_계_20~29세,"4,003","1,251",296,385,135,265,771,383,121,96,181,119
2021년08월_계_30~39세,"3,486","1,122",253,313,128,171,760,277,108,76,142,136
2021년08월_계_40~49세,"5,308","1,903",450,415,177,354,825,478,157,95,253,201
2021년08월_계_50~59세,"7,410","2,161",616,681,339,576,847,794,283,226,472,415
2021년08월_계_60~69세,"7,566","2,080",645,755,378,607,667,758,297,315,551,513
2021년08월_계_70~79세,"5,794","1,613",454,481,271,474,515,547,248,261,538,392
2021년08월_계_80~89세,"3,858",953,299,323,232,365,344,334,157,192,436,223
2021년08월_계_90~99세,524,130,42,50,31,36,34,54,26,30,48,43
2021년08월_계_100세 이상,17,4,4,1,1,1,1,0,0,1,2,2
2021년08월_남_총인구수,"22,394","6,646","1,853","2,014",955,"1,695","3,128","2,044",800,693,"1,431","1,135"
2021년08월_남_연령구간인구수,"22,394","6,646","1,853","2,014",955,"1,695","3,128","2,044",800,693,"1,431","1,135"
2021년08월_남_0~9세,"1,296",511,154,74,21,77,286,68,27,10,39,29
2021년08월_남_10~19세,"1,675",627,161,87,33,100,307,129,53,30,98,50
2021년08월_남_20~29세,"2,369",692,165,223,85,208,478,228,64,59,103,64
2021년08월_남_30~39세,"1,869",553,116,200,82,91,413,151,62,45,77,79
2021년08월_남_40~49세,"2,990","1,014",240,273,110,224,456,270,91,48,150,114
2021년08월_남_50~59세,"4,251","1,204",376,388,204,320,501,441,169,135,271,242
2021년08월_남_60~69세,"4,019","1,020",326,428,221,329,371,415,159,166,297,287
2021년08월_남_70~79세,"2,555",711,210,220,109,209,203,237,113,114,240,189
2021년08월_남_80~89세,"1,253",291,93,107,81,129,103,94,55,80,146,74
2021년08월_남_90~99세,116,23,11,14,9,8,10,11,7,6,10,7
2021년08월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"21,321","6,762","1,784","1,706",852,"1,470","2,827","1,993",750,688,"1,429","1,060"
2021년08월_여_연령구간인구수,"21,321","6,762","1,784","1,706",852,"1,470","2,827","1,993",750,688,"1,429","1,060"
2021년08월_여_0~9세,"1,273",465,127,77,26,60,317,88,31,24,32,26
2021년08월_여_10~19세,"1,505",588,136,78,35,79,281,127,42,25,68,46
2021년08월_여_20~29세,"1,634",559,131,162,50,57,293,155,57,37,78,55
2021년08월_여_30~39세,"1,617",569,137,113,46,80,347,126,46,31,65,57
2021년08월_여_40~49세,"2,318",889,210,142,67,130,369,208,66,47,103,87
2021년08월_여_50~59세,"3,159",957,240,293,135,256,346,353,114,91,201,173
2021년08월_여_60~69세,"3,547","1,060",319,327,157,278,296,343,138,149,254,226
2021년08월_여_70~79세,"3,239",902,244,261,162,265,312,310,135,147,298,203
2021년08월_여_80~89세,"2,605",662,206,216,151,236,241,240,102,112,290,149
2021년08월_여_90~99세,408,107,31,36,22,28,24,43,19,24,38,36
2021년08월_여_100세 이상,16,4,3,1,1,1,1,0,0,1,2,2
2021년09월_계_총인구수,"43,575","13,383","3,635","3,719","1,802","3,146","5,909","4,022","1,535","1,375","2,855","2,194"
2021년09월_계_연령구간인구수,"43,575","13,383","3,635","3,719","1,802","3,146","5,909","4,022","1,535","1,375","2,855","2,194"
2021년09월_계_0~9세,"2,542",965,279,152,46,134,589,157,56,38,69,57
2021년09월_계_10~19세,"3,170","1,213",300,162,67,175,587,256,95,53,165,97
2021년09월_계_20~29세,"3,924","1,237",284,379,130,254,759,374,118,95,181,113
2021년09월_계_30~39세,"3,454","1,107",256,308,126,172,749,278,106,74,141,137
2021년09월_계_40~49세,"5,268","1,898",448,407,178,348,818,473,153,94,249,202
2021년09월_계_50~59세,"7,426","2,173",621,699,340,575,845,789,283,225,471,405
2021년09월_계_60~69세,"7,596","2,086",649,756,377,609,669,758,299,310,560,523
2021년09월_계_70~79세,"5,772","1,613",451,480,274,474,511,543,242,263,530,391
2021년09월_계_80~89세,"3,873",952,301,326,233,366,346,339,156,191,439,224
2021년09월_계_90~99세,533,135,42,49,30,38,35,55,27,31,48,43
2021년09월_계_100세 이상,17,4,4,1,1,1,1,0,0,1,2,2
2021년09월_남_총인구수,"22,326","6,635","1,849","2,015",951,"1,688","3,098","2,042",792,692,"1,434","1,130"
2021년09월_남_연령구간인구수,"22,326","6,635","1,849","2,015",951,"1,688","3,098","2,042",792,692,"1,434","1,130"
2021년09월_남_0~9세,"1,280",507,149,73,20,77,278,70,26,12,39,29
2021년09월_남_10~19세,"1,670",625,161,86,31,98,309,129,54,29,97,51
2021년09월_남_20~29세,"2,321",688,163,219,82,199,463,223,61,58,103,62
2021년09월_남_30~39세,"1,858",547,116,197,81,93,409,152,61,44,80,78
2021년09월_남_40~49세,"2,962","1,006",237,269,112,220,450,268,90,48,147,115
2021년09월_남_50~59세,"4,270","1,214",378,400,206,320,501,440,168,135,273,235
2021년09월_남_60~69세,"4,038","1,022",328,429,218,333,372,417,161,165,301,292
2021년09월_남_70~79세,"2,550",709,210,222,111,210,203,235,110,116,237,187
2021년09월_남_80~89세,"1,260",293,95,107,81,129,103,97,54,79,147,75
2021년09월_남_90~99세,116,24,11,13,9,9,10,11,7,6,10,6
2021년09월_남_100세 이상,1,0,1,0,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"21,249","6,748","1,786","1,704",851,"1,458","2,811","1,980",743,683,"1,421","1,064"
2021년09월_여_연령구간인구수,"21,249","6,748","1,786","1,704",851,"1,458","2,811","1,980",743,683,"1,421","1,064"
2021년09월_여_0~9세,"1,262",458,130,79,26,57,311,87,30,26,30,28
2021년09월_여_10~19세,"1,500",588,139,76,36,77,278,127,41,24,68,46
2021년09월_여_20~29세,"1,603",549,121,160,48,55,296,151,57,37,78,51
2021년09월_여_30~39세,"1,596",560,140,111,45,79,340,126,45,30,61,59
2021년09월_여_40~49세,"2,306",892,211,138,66,128,368,205,63,46,102,87
2021년09월_여_50~59세,"3,156",959,243,299,134,255,344,349,115,90,198,170
2021년09월_여_60~69세,"3,558","1,064",321,327,159,276,297,341,138,145,259,231
2021년09월_여_70~79세,"3,222",904,241,258,163,264,308,308,132,147,293,204
2021년09월_여_80~89세,"2,613",659,206,219,152,237,243,242,102,112,292,149
2021년09월_여_90~99세,417,111,31,36,21,29,25,44,20,25,38,37
2021년09월_여_100세 이상,16,4,3,1,1,1,1,0,0,1,2,2
2021년10월_계_총인구수,"43,553","13,395","3,643","3,715","1,807","3,126","5,921","4,012","1,526","1,383","2,837","2,188"
2021년10월_계_연령구간인구수,"43,553","13,395","3,643","3,715","1,807","3,126","5,921","4,012","1,526","1,383","2,837","2,188"
2021년10월_계_0~9세,"2,515",958,279,145,47,134,577,157,56,40,66,56
2021년10월_계_10~19세,"3,180","1,214",304,166,70,175,592,253,94,52,163,97
2021년10월_계_20~29세,"3,928","1,248",285,376,131,239,769,376,112,95,182,115
2021년10월_계_30~39세,"3,436","1,104",253,305,125,171,757,269,106,74,134,138
2021년10월_계_40~49세,"5,243","1,891",450,403,175,346,809,470,154,99,248,198
2021년10월_계_50~59세,"7,449","2,191",624,698,344,575,851,787,280,223,470,406
2021년10월_계_60~69세,"7,618","2,081",655,760,374,611,673,761,300,315,566,522
2021년10월_계_70~79세,"5,750","1,615",448,487,276,472,505,545,237,262,518,385
2021년10월_계_80~89세,"3,886",954,299,327,232,365,352,338,160,191,440,228
2021년10월_계_90~99세,530,135,42,47,32,37,35,55,27,31,48,41
2021년10월_계_100세 이상,18,4,4,1,1,1,1,1,0,1,2,2
2021년10월_남_총인구수,"22,282","6,635","1,848","2,006",951,"1,672","3,114","2,040",786,690,"1,416","1,124"
2021년10월_남_연령구간인구수,"22,282","6,635","1,848","2,006",951,"1,672","3,114","2,040",786,690,"1,416","1,124"
2021년10월_남_0~9세,"1,264",501,150,68,20,78,276,70,26,12,36,27
2021년10월_남_10~19세,"1,671",625,164,87,32,97,312,127,52,29,95,51
2021년10월_남_20~29세,"2,321",691,158,221,83,185,472,227,59,58,105,62
2021년10월_남_30~39세,"1,845",547,115,190,81,93,413,149,62,44,74,77
2021년10월_남_40~49세,"2,929",999,235,265,111,216,443,266,90,49,144,111
2021년10월_남_50~59세,"4,276","1,222",377,398,206,319,505,438,167,133,275,236
2021년10월_남_60~69세,"4,048","1,015",332,429,218,336,377,420,160,166,302,293
2021년10월_남_70~79세,"2,548",717,211,230,110,212,199,235,107,114,229,184
2021년10월_남_80~89세,"1,264",293,94,106,80,128,107,97,56,79,146,78
2021년10월_남_90~99세,114,25,11,12,10,8,10,10,7,6,10,5
2021년10월_남_100세 이상,2,0,1,0,0,0,0,1,0,0,0,0
2021년10월_여_총인구수,"21,271","6,760","1,795","1,709",856,"1,454","2,807","1,972",740,693,"1,421","1,064"
2021년10월_여_연령구간인구수,"21,271","6,760","1,795","1,709",856,"1,454","2,807","1,972",740,693,"1,421","1,064"
2021년10월_여_0~9세,"1,251",457,129,77,27,56,301,87,30,28,30,29
2021년10월_여_10~19세,"1,509",589,140,79,38,78,280,126,42,23,68,46
2021년10월_여_20~29세,"1,607",557,127,155,48,54,297,149,53,37,77,53
2021년10월_여_30~39세,"1,591",557,138,115,44,78,344,120,44,30,60,61
2021년10월_여_40~49세,"2,314",892,215,138,64,130,366,204,64,50,104,87
2021년10월_여_50~59세,"3,173",969,247,300,138,256,346,349,113,90,195,170
2021년10월_여_60~69세,"3,570","1,066",323,331,156,275,296,341,140,149,264,229
2021년10월_여_70~79세,"3,202",898,237,257,166,260,306,310,130,148,289,201
2021년10월_여_80~89세,"2,622",661,205,221,152,237,245,241,104,112,294,150
2021년10월_여_90~99세,416,110,31,35,22,29,25,45,20,25,38,36
2021년10월_여_100세 이상,16,4,3,1,1,1,1,0,0,1,2,2
2021년11월_계_총인구수,"43,518","13,371","3,648","3,700","1,791","3,117","5,948","4,008","1,528","1,376","2,849","2,182"
2021년11월_계_연령구간인구수,"43,518","13,371","3,648","3,700","1,791","3,117","5,948","4,008","1,528","1,376","2,849","2,182"
2021년11월_계_0~9세,"2,495",952,281,136,47,132,575,158,52,40,66,56
2021년11월_계_10~19세,"3,168","1,217",303,166,68,174,592,248,94,51,161,94
2021년11월_계_20~29세,"3,936","1,247",284,373,123,236,789,379,114,91,186,114
2021년11월_계_30~39세,"3,418","1,089",252,305,120,172,761,261,105,76,140,137
2021년11월_계_40~49세,"5,245","1,903",452,399,176,342,804,479,152,96,247,195
2021년11월_계_50~59세,"7,443","2,186",625,699,342,569,855,787,279,225,468,408
2021년11월_계_60~69세,"7,635","2,082",658,756,373,616,677,762,308,316,567,520
2021년11월_계_70~79세,"5,731","1,606",447,493,275,474,502,538,236,258,517,385
2021년11월_계_80~89세,"3,898",953,301,324,232,365,355,340,161,190,446,231
2021년11월_계_90~99세,532,132,42,48,34,36,37,55,27,32,49,40
2021년11월_계_100세 이상,17,4,3,1,1,1,1,1,0,1,2,2
2021년11월_남_총인구수,"22,272","6,620","1,850","2,007",943,"1,667","3,131","2,031",788,690,"1,421","1,124"
2021년11월_남_연령구간인구수,"22,272","6,620","1,850","2,007",943,"1,667","3,131","2,031",788,690,"1,421","1,124"
2021년11월_남_0~9세,"1,251",496,148,64,20,77,278,68,24,12,37,27
2021년11월_남_10~19세,"1,658",623,164,88,30,95,314,123,51,28,92,50
2021년11월_남_20~29세,"2,334",693,156,223,79,182,484,228,62,58,109,60
2021년11월_남_30~39세,"1,829",535,114,192,78,94,412,145,62,44,77,76
2021년11월_남_40~49세,"2,939","1,011",238,262,112,214,439,270,88,49,144,112
2021년11월_남_50~59세,"4,265","1,216",377,399,206,319,507,434,165,134,272,236
2021년11월_남_60~69세,"4,064","1,016",335,427,217,337,380,423,166,167,302,294
2021년11월_남_70~79세,"2,546",712,210,235,111,214,199,232,106,113,230,184
2021년11월_남_80~89세,"1,270",294,96,105,81,127,107,97,57,78,148,80
2021년11월_남_90~99세,114,24,11,12,9,8,11,10,7,7,10,5
2021년11월_남_100세 이상,2,0,1,0,0,0,0,1,0,0,0,0
2021년11월_여_총인구수,"21,246","6,751","1,798","1,693",848,"1,450","2,817","1,977",740,686,"1,428","1,058"
2021년11월_여_연령구간인구수,"21,246","6,751","1,798","1,693",848,"1,450","2,817","1,977",740,686,"1,428","1,058"
2021년11월_여_0~9세,"1,244",456,133,72,27,55,297,90,28,28,29,29
2021년11월_여_10~19세,"1,510",594,139,78,38,79,278,125,43,23,69,44
2021년11월_여_20~29세,"1,602",554,128,150,44,54,305,151,52,33,77,54
2021년11월_여_30~39세,"1,589",554,138,113,42,78,349,116,43,32,63,61
2021년11월_여_40~49세,"2,306",892,214,137,64,128,365,209,64,47,103,83
2021년11월_여_50~59세,"3,178",970,248,300,136,250,348,353,114,91,196,172
2021년11월_여_60~69세,"3,571","1,066",323,329,156,279,297,339,142,149,265,226
2021년11월_여_70~79세,"3,185",894,237,258,164,260,303,306,130,145,287,201
2021년11월_여_80~89세,"2,628",659,205,219,151,238,248,243,104,112,298,151
2021년11월_여_90~99세,418,108,31,36,25,28,26,45,20,25,39,35
2021년11월_여_100세 이상,15,4,2,1,1,1,1,0,0,1,2,2
2021년12월_계_총인구수,"43,365","13,334","3,639","3,699","1,785","3,112","5,902","3,990","1,531","1,384","2,814","2,175"
2021년12월_계_연령구간인구수,"43,365","13,334","3,639","3,699","1,785","3,112","5,902","3,990","1,531","1,384","2,814","2,175"
2021년12월_계_0~9세,"2,438",934,277,132,46,131,553,154,53,39,65,54
2021년12월_계_10~19세,"3,164","1,226",299,169,67,166,598,248,89,55,155,92
2021년12월_계_20~29세,"3,897","1,237",285,381,123,238,758,364,119,97,183,112
2021년12월_계_30~39세,"3,369","1,059",246,305,120,175,755,260,104,72,140,133
2021년12월_계_40~49세,"5,239","1,899",451,403,170,340,809,477,155,99,240,196
2021년12월_계_50~59세,"7,435","2,182",629,695,341,568,858,791,278,224,461,408
2021년12월_계_60~69세,"7,642","2,089",655,746,379,619,677,768,311,318,564,516
2021년12월_계_70~79세,"5,717","1,614",452,495,273,468,500,531,233,251,512,388
2021년12월_계_80~89세,"3,922",963,302,326,232,369,358,339,162,194,445,232
2021년12월_계_90~99세,528,127,40,47,33,37,35,57,27,34,47,44
2021년12월_계_100세 이상,14,4,3,0,1,1,1,1,0,1,2,0
2021년12월_남_총인구수,"22,206","6,610","1,840","1,999",944,"1,677","3,099","2,027",787,697,"1,406","1,120"
2021년12월_남_연령구간인구수,"22,206","6,610","1,840","1,999",944,"1,677","3,099","2,027",787,697,"1,406","1,120"
2021년12월_남_0~9세,"1,222",491,145,62,20,76,263,65,24,13,37,26
2021년12월_남_10~19세,"1,654",628,161,88,30,96,314,124,49,29,86,49
2021년12월_남_20~29세,"2,329",691,159,225,79,187,468,223,62,64,112,59
2021년12월_남_30~39세,"1,810",520,107,192,80,99,413,144,62,41,78,74
2021년12월_남_40~49세,"2,920","1,007",237,263,107,210,437,267,90,51,139,112
2021년12월_남_50~59세,"4,256","1,210",378,394,208,318,506,439,164,134,269,236
2021년12월_남_60~69세,"4,082","1,028",336,420,219,341,383,428,167,169,300,291
2021년12월_남_70~79세,"2,536",714,210,239,113,211,195,226,105,109,229,185
2021년12월_남_80~89세,"1,279",297,96,104,79,131,109,99,57,79,146,82
2021년12월_남_90~99세,116,24,10,12,9,8,11,11,7,8,10,6
2021년12월_남_100세 이상,2,0,1,0,0,0,0,1,0,0,0,0
2021년12월_여_총인구수,"21,159","6,724","1,799","1,700",841,"1,435","2,803","1,963",744,687,"1,408","1,055"
2021년12월_여_연령구간인구수,"21,159","6,724","1,799","1,700",841,"1,435","2,803","1,963",744,687,"1,408","1,055"
2021년12월_여_0~9세,"1,216",443,132,70,26,55,290,89,29,26,28,28
2021년12월_여_10~19세,"1,510",598,138,81,37,70,284,124,40,26,69,43
2021년12월_여_20~29세,"1,568",546,126,156,44,51,290,141,57,33,71,53
2021년12월_여_30~39세,"1,559",539,139,113,40,76,342,116,42,31,62,59
2021년12월_여_40~49세,"2,319",892,214,140,63,130,372,210,65,48,101,84
2021년12월_여_50~59세,"3,179",972,251,301,133,250,352,352,114,90,192,172
2021년12월_여_60~69세,"3,560","1,061",319,326,160,278,294,340,144,149,264,225
2021년12월_여_70~79세,"3,181",900,242,256,160,257,305,305,128,142,283,203
2021년12월_여_80~89세,"2,643",666,206,222,153,238,249,240,105,115,299,150
2021년12월_여_90~99세,412,103,30,35,24,29,24,46,20,26,37,38
2021년12월_여_100세 이상,12,4,2,0,1,1,1,0,0,1,2,0
