카테고리,충청북도 단양군,충청북도 단양군 단양읍,충청북도 단양군 매포읍,충청북도 단양군 대강면,충청북도 단양군 가곡면,충청북도 단양군 영춘면,충청북도 단양군 어상천면,충청북도 단양군 적성면,충청북도 단양군 단성면
2021년08월_여_30~39세,861,459,169,41,31,63,30,27,41
2021년08월_여_40~49세,"1,402",683,280,84,69,146,50,39,51
2021년08월_여_50~59세,"2,519",892,437,213,186,332,175,127,157
2021년08월_여_60~69세,"3,236",972,530,329,276,452,248,207,222
2021년08월_여_70~79세,"2,119",565,411,229,159,303,158,142,152
2021년08월_여_80~89세,"1,416",348,237,165,115,193,113,120,125
2021년08월_여_90~99세,214,56,33,32,15,36,13,15,14
2021년08월_여_100세 이상,11,4,0,2,2,0,0,1,2
2021년09월_계_총인구수,"28,441","10,364","5,282","2,467","2,070","3,199","1,871","1,515","1,673"
2021년09월_계_연령구간인구수,"28,441","10,364","5,282","2,467","2,070","3,199","1,871","1,515","1,673"
2021년09월_계_0~9세,"1,113",600,241,60,52,67,41,21,31
2021년09월_계_10~19세,"1,892",910,400,100,133,171,61,30,87
2021년09월_계_20~29세,"2,060","1,052",429,125,100,121,83,61,89
2021년09월_계_30~39세,"1,857",971,380,87,76,127,63,77,76
2021년09월_계_40~49세,"3,116","1,426",662,191,172,297,134,112,122
2021년09월_계_50~59세,"5,375","1,909",959,482,391,650,377,284,323
2021년09월_계_60~69세,"6,716","1,905","1,065",704,590,886,595,477,494
2021년09월_계_70~79세,"3,808",984,722,411,339,532,305,257,258
2021년09월_계_80~89세,"2,203",529,379,262,193,304,191,174,171
2021년09월_계_90~99세,287,74,44,42,22,43,21,21,20
2021년09월_계_100세 이상,14,4,1,3,2,1,0,1,2
2021년09월_남_총인구수,"14,416","5,182","2,746","1,232","1,108","1,526","1,028",777,817
2021년09월_남_연령구간인구수,"14,416","5,182","2,746","1,232","1,108","1,526","1,028",777,817
2021년09월_남_0~9세,584,309,134,27,32,32,24,9,17
2021년09월_남_10~19세,"1,014",465,224,55,84,96,41,12,37
2021년09월_남_20~29세,"1,196",584,263,64,59,81,60,30,55
2021년09월_남_30~39세,"1,004",518,217,46,41,63,33,50,36
2021년09월_남_40~49세,"1,717",746,381,104,104,152,84,74,72
2021년09월_남_50~59세,"2,870","1,013",527,273,208,324,203,155,167
2021년09월_남_60~69세,"3,471",931,536,370,313,429,349,271,272
2021년09월_남_70~79세,"1,702",420,314,187,181,230,148,116,106
2021년09월_남_80~89세,783,181,138,95,79,110,78,54,48
2021년09월_남_90~99세,72,15,11,10,7,9,8,6,6
2021년09월_남_100세 이상,3,0,1,1,0,0,0,0,1
2021년09월_여_총인구수,"14,025","5,182","2,536","1,235",962,"1,673",843,738,856
2021년09월_여_연령구간인구수,"14,025","5,182","2,536","1,235",962,"1,673",843,738,856
2021년09월_여_0~9세,529,291,107,33,20,35,17,12,14
2021년09월_여_10~19세,878,445,176,45,49,75,20,18,50
2021년09월_여_20~29세,864,468,166,61,41,40,23,31,34
2021년09월_여_30~39세,853,453,163,41,35,64,30,27,40
2021년09월_여_40~49세,"1,399",680,281,87,68,145,50,38,50
2021년09월_여_50~59세,"2,505",896,432,209,183,326,174,129,156
2021년09월_여_60~69세,"3,245",974,529,334,277,457,246,206,222
2021년09월_여_70~79세,"2,106",564,408,224,158,302,157,141,152
2021년09월_여_80~89세,"1,420",348,241,167,114,194,113,120,123
2021년09월_여_90~99세,215,59,33,32,15,34,13,15,14
2021년09월_여_100세 이상,11,4,0,2,2,1,0,1,1
2021년10월_계_총인구수,"28,405","10,348","5,266","2,467","2,078","3,202","1,859","1,507","1,678"
2021년10월_계_연령구간인구수,"28,405","10,348","5,266","2,467","2,078","3,202","1,859","1,507","1,678"
2021년10월_계_0~9세,"1,104",592,239,62,50,67,41,20,33
2021년10월_계_10~19세,"1,890",909,399,98,133,170,61,28,92
2021년10월_계_20~29세,"2,062","1,063",420,124,104,123,79,60,89
2021년10월_계_30~39세,"1,847",961,384,88,75,122,64,76,77
2021년10월_계_40~49세,"3,096","1,415",655,193,173,296,134,110,120
2021년10월_계_50~59세,"5,347","1,897",956,477,386,656,374,279,322
2021년10월_계_60~69세,"6,762","1,926","1,071",708,599,888,592,481,497
2021년10월_계_70~79세,"3,779",976,716,408,337,529,300,256,257
2021년10월_계_80~89세,"2,218",532,381,263,196,308,194,174,170
2021년10월_계_90~99세,287,73,44,43,24,42,20,22,19
2021년10월_계_100세 이상,13,4,1,3,1,1,0,1,2
2021년10월_남_총인구수,"14,397","5,180","2,732","1,232","1,111","1,527","1,021",769,825
2021년10월_남_연령구간인구수,"14,397","5,180","2,732","1,232","1,111","1,527","1,021",769,825
2021년10월_남_0~9세,578,303,134,29,30,32,24,8,18
2021년10월_남_10~19세,"1,014",465,221,53,84,94,41,13,43
2021년10월_남_20~29세,"1,202",596,259,63,61,83,57,29,54
2021년10월_남_30~39세,999,514,221,46,41,59,32,49,37
2021년10월_남_40~49세,"1,699",740,370,104,105,151,86,73,70
2021년10월_남_50~59세,"2,866","1,013",527,269,206,329,201,152,169
2021년10월_남_60~69세,"3,486",935,537,375,318,430,348,269,274
2021년10월_남_70~79세,"1,683",415,311,186,177,229,143,116,106
2021년10월_남_80~89세,794,183,140,96,82,111,82,53,47
2021년10월_남_90~99세,73,16,11,10,7,9,7,7,6
2021년10월_남_100세 이상,3,0,1,1,0,0,0,0,1
2021년10월_여_총인구수,"14,008","5,168","2,534","1,235",967,"1,675",838,738,853
2021년10월_여_연령구간인구수,"14,008","5,168","2,534","1,235",967,"1,675",838,738,853
2021년10월_여_0~9세,526,289,105,33,20,35,17,12,15
2021년10월_여_10~19세,876,444,178,45,49,76,20,15,49
2021년10월_여_20~29세,860,467,161,61,43,40,22,31,35
2021년10월_여_30~39세,848,447,163,42,34,63,32,27,40
2021년10월_여_40~49세,"1,397",675,285,89,68,145,48,37,50
2021년10월_여_50~59세,"2,481",884,429,208,180,327,173,127,153
2021년10월_여_60~69세,"3,276",991,534,333,281,458,244,212,223
2021년10월_여_70~79세,"2,096",561,405,222,160,300,157,140,151
2021년10월_여_80~89세,"1,424",349,241,167,114,197,112,121,123
2021년10월_여_90~99세,214,57,33,33,17,33,13,15,13
2021년10월_여_100세 이상,10,4,0,2,1,1,0,1,1
2021년11월_계_총인구수,"28,353","10,337","5,229","2,463","2,066","3,202","1,856","1,522","1,678"
2021년11월_계_연령구간인구수,"28,353","10,337","5,229","2,463","2,066","3,202","1,856","1,522","1,678"
2021년11월_계_0~9세,"1,090",594,232,62,45,66,39,20,32
2021년11월_계_10~19세,"1,877",911,400,93,131,169,58,28,87
2021년11월_계_20~29세,"2,051","1,053",420,124,105,121,80,60,88
2021년11월_계_30~39세,"1,813",943,372,88,72,122,63,77,76
2021년11월_계_40~49세,"3,086","1,419",654,191,170,292,134,108,118
2021년11월_계_50~59세,"5,343","1,898",954,477,384,652,372,280,326
2021년11월_계_60~69세,"6,797","1,935","1,063",709,604,901,594,490,501
2021년11월_계_70~79세,"3,772",972,714,406,335,527,298,259,261
2021년11월_계_80~89세,"2,221",533,376,266,195,310,198,176,167
2021년11월_계_90~99세,290,75,43,44,24,41,20,23,20
2021년11월_계_100세 이상,13,4,1,3,1,1,0,1,2
2021년11월_남_총인구수,"14,377","5,169","2,714","1,232","1,105","1,532","1,022",776,827
2021년11월_남_연령구간인구수,"14,377","5,169","2,714","1,232","1,105","1,532","1,022",776,827
2021년11월_남_0~9세,571,301,131,29,29,32,23,8,18
2021년11월_남_10~19세,"1,009",466,222,50,82,94,40,13,42
2021년11월_남_20~29세,"1,191",585,259,64,62,82,56,29,54
2021년11월_남_30~39세,984,506,214,46,40,60,32,50,36
2021년11월_남_40~49세,"1,694",744,368,104,102,149,87,71,69
2021년11월_남_50~59세,"2,865","1,011",530,270,204,326,199,154,171
2021년11월_남_60~69세,"3,518",944,535,375,321,441,352,272,278
2021년11월_남_70~79세,"1,673",411,306,187,177,227,142,117,106
2021년11월_남_80~89세,796,184,139,96,81,112,84,54,46
2021년11월_남_90~99세,73,17,9,10,7,9,7,8,6
2021년11월_남_100세 이상,3,0,1,1,0,0,0,0,1
2021년11월_여_총인구수,"13,976","5,168","2,515","1,231",961,"1,670",834,746,851
2021년11월_여_연령구간인구수,"13,976","5,168","2,515","1,231",961,"1,670",834,746,851
2021년11월_여_0~9세,519,293,101,33,16,34,16,12,14
2021년11월_여_10~19세,868,445,178,43,49,75,18,15,45
2021년11월_여_20~29세,860,468,161,60,43,39,24,31,34
2021년11월_여_30~39세,829,437,158,42,32,62,31,27,40
2021년11월_여_40~49세,"1,392",675,286,87,68,143,47,37,49
2021년11월_여_50~59세,"2,478",887,424,207,180,326,173,126,155
2021년11월_여_60~69세,"3,279",991,528,334,283,460,242,218,223
2021년11월_여_70~79세,"2,099",561,408,219,158,300,156,142,155
2021년11월_여_80~89세,"1,425",349,237,170,114,198,114,122,121
2021년11월_여_90~99세,217,58,34,34,17,32,13,15,14
2021년11월_여_100세 이상,10,4,0,2,1,1,0,1,1
2021년12월_계_총인구수,"28,331","10,329","5,223","2,449","2,072","3,193","1,861","1,525","1,679"
2021년12월_계_연령구간인구수,"28,331","10,329","5,223","2,449","2,072","3,193","1,861","1,525","1,679"
2021년12월_계_0~9세,"1,086",594,232,60,45,63,38,21,33
2021년12월_계_10~19세,"1,860",910,398,94,130,164,56,27,81
2021년12월_계_20~29세,"2,051","1,046",424,120,107,121,82,60,91
2021년12월_계_30~39세,"1,806",932,375,88,72,124,61,76,78
2021년12월_계_40~49세,"3,060","1,411",649,187,171,283,135,107,117
2021년12월_계_50~59세,"5,346","1,906",947,475,385,655,373,280,325
2021년12월_계_60~69세,"6,819","1,935","1,064",707,605,905,601,498,504
2021년12월_계_70~79세,"3,777",978,714,409,338,522,299,255,262
2021년12월_계_80~89세,"2,224",535,380,263,194,314,195,175,168
2021년12월_계_90~99세,291,79,40,44,24,41,21,25,17
2021년12월_계_100세 이상,11,3,0,2,1,1,0,1,3
2021년12월_남_총인구수,"14,360","5,163","2,707","1,225","1,105","1,531","1,023",781,825
2021년12월_남_연령구간인구수,"14,360","5,163","2,707","1,225","1,105","1,531","1,023",781,825
2021년12월_남_0~9세,569,298,131,29,29,32,22,9,19
2021년12월_남_10~19세,999,468,221,49,79,91,39,13,39
2021년12월_남_20~29세,"1,183",577,257,63,64,82,56,29,55
2021년12월_남_30~39세,976,496,216,46,40,61,31,48,38
2021년12월_남_40~49세,"1,683",743,367,102,102,142,88,71,68
2021년12월_남_50~59세,"2,853","1,012",524,267,206,326,194,155,169
2021년12월_남_60~69세,"3,537",951,534,371,319,448,358,278,278
2021년12월_남_70~79세,"1,691",414,309,194,179,227,145,116,107
2021년12월_남_80~89세,794,186,139,93,80,112,84,53,47
2021년12월_남_90~99세,73,18,9,10,7,10,6,9,4
2021년12월_남_100세 이상,2,0,0,1,0,0,0,0,1
2021년12월_여_총인구수,"13,971","5,166","2,516","1,224",967,"1,662",838,744,854
2021년12월_여_연령구간인구수,"13,971","5,166","2,516","1,224",967,"1,662",838,744,854
2021년12월_여_0~9세,517,296,101,31,16,31,16,12,14
2021년12월_여_10~19세,861,442,177,45,51,73,17,14,42
2021년12월_여_20~29세,868,469,167,57,43,39,26,31,36
2021년12월_여_30~39세,830,436,159,42,32,63,30,28,40
2021년12월_여_40~49세,"1,377",668,282,85,69,141,47,36,49
2021년12월_여_50~59세,"2,493",894,423,208,179,329,179,125,156
2021년12월_여_60~69세,"3,282",984,530,336,286,457,243,220,226
2021년12월_여_70~79세,"2,086",564,405,215,159,295,154,139,155
2021년12월_여_80~89세,"1,430",349,241,170,114,202,111,122,121
2021년12월_여_90~99세,218,61,31,34,17,31,15,16,13
2021년12월_여_100세 이상,9,3,0,1,1,1,0,1,2
