카테고리,인천광역시 중구,인천광역시 중구 연안동,인천광역시 중구 신포동,인천광역시 중구 신흥동,인천광역시 중구 도원동,인천광역시 중구 율목동,인천광역시 중구 동인천동,인천광역시 중구 북성동,인천광역시 중구 송월동,인천광역시 중구 영종동,인천광역시 중구 영종1동,인천광역시 중구 운서동,인천광역시 중구 용유동,인천광역시 중구 개항동
2021년04월_여_10~19세,"6,126",175,174,538,115,100,142,69,162,596,"2,395","1,599",61,
2021년04월_여_20~29세,"9,236",264,235,754,177,158,284,127,225,878,"1,947","4,095",92,
2021년04월_여_30~39세,"9,671",248,239,737,166,114,278,90,197,914,"4,509","2,079",100,
2021년04월_여_40~49세,"11,142",316,364,943,237,217,306,171,263,"1,063","4,469","2,630",163,
2021년04월_여_50~59세,"9,166",543,393,"1,064",342,270,450,216,375,"1,217","2,209","1,728",359,
2021년04월_여_60~69세,"8,155",619,414,"1,030",382,314,523,279,444,"1,097","1,593",962,498,
2021년04월_여_70~79세,"4,955",336,361,653,281,240,384,231,292,496,701,691,289,
2021년04월_여_80~89세,"2,420",193,186,320,131,111,229,96,156,283,286,294,135,
2021년04월_여_90~99세,480,40,41,65,22,26,55,12,20,74,56,33,36,
2021년04월_여_100세 이상,15,1,1,0,1,0,4,1,1,2,1,1,2,
2021년05월_계_총인구수,"139,930","6,215","5,139","13,263","3,972","3,269","5,855","2,737","4,404","15,978","43,481","31,581","4,036",
2021년05월_계_연령구간인구수,"139,930","6,215","5,139","13,263","3,972","3,269","5,855","2,737","4,404","15,978","43,481","31,581","4,036",
2021년05월_계_0~9세,"11,688",235,244,810,133,91,201,78,181,923,"6,969","1,742",81,
2021년05월_계_10~19세,"12,749",342,359,"1,108",264,191,290,137,316,"1,248","4,969","3,409",116,
2021년05월_계_20~29세,"18,763",633,531,"1,627",419,353,621,286,484,"2,033","3,813","7,682",281,
2021년05월_계_30~39세,"21,287",608,523,"1,587",365,280,666,237,449,"2,389","8,692","5,224",267,
2021년05월_계_40~49세,"24,585",813,804,"2,011",548,479,741,374,593,"2,548","9,517","5,684",473,
2021년05월_계_50~59세,"20,654","1,290",866,"2,287",728,613,"1,110",494,790,"2,844","4,654","4,092",886,
2021년05월_계_60~69세,"16,457","1,303",819,"2,051",750,623,"1,096",556,817,"2,448","2,951","1,976","1,067",
2021년05월_계_70~79세,"9,265",636,632,"1,191",526,444,698,392,523,"1,005","1,393","1,222",603,
2021년05월_계_80~89세,"3,846",302,306,511,208,165,354,159,224,445,450,505,217,
2021년05월_계_90~99세,613,52,53,80,30,30,73,23,26,90,71,43,42,
2021년05월_계_100세 이상,23,1,2,0,1,0,5,1,1,5,2,2,3,
2021년05월_남_총인구수,"72,745","3,364","2,628","6,766","2,029","1,692","3,088","1,419","2,173","8,875","21,838","16,616","2,257",
2021년05월_남_연령구간인구수,"72,745","3,364","2,628","6,766","2,029","1,692","3,088","1,419","2,173","8,875","21,838","16,616","2,257",
2021년05월_남_0~9세,"6,045",125,140,408,60,59,99,50,90,478,"3,591",908,37,
2021년05월_남_10~19세,"6,604",165,183,574,147,92,147,67,152,655,"2,560","1,806",56,
2021년05월_남_20~29세,"9,578",367,294,877,245,197,335,162,256,"1,152","1,879","3,629",185,
2021년05월_남_30~39세,"11,563",362,285,850,199,165,386,147,253,"1,459","4,175","3,113",169,
2021년05월_남_40~49세,"13,431",493,444,"1,075",308,266,441,204,330,"1,492","5,022","3,049",307,
2021년05월_남_50~59세,"11,424",750,471,"1,226",387,347,652,278,419,"1,610","2,406","2,347",531,
2021년05월_남_60~69세,"8,247",683,408,"1,017",359,309,572,275,371,"1,342","1,336","1,008",567,
2021년05월_남_70~79세,"4,293",296,274,535,240,200,316,162,226,505,690,533,316,
2021년05월_남_80~89세,"1,413",110,117,189,76,52,122,63,68,161,164,209,82,
2021년05월_남_90~99세,140,13,12,15,8,5,17,11,8,18,14,13,6,
2021년05월_남_100세 이상,7,0,0,0,0,0,1,0,0,3,1,1,1,
2021년05월_여_총인구수,"67,185","2,851","2,511","6,497","1,943","1,577","2,767","1,318","2,231","7,103","21,643","14,965","1,779",
2021년05월_여_연령구간인구수,"67,185","2,851","2,511","6,497","1,943","1,577","2,767","1,318","2,231","7,103","21,643","14,965","1,779",
2021년05월_여_0~9세,"5,643",110,104,402,73,32,102,28,91,445,"3,378",834,44,
2021년05월_여_10~19세,"6,145",177,176,534,117,99,143,70,164,593,"2,409","1,603",60,
2021년05월_여_20~29세,"9,185",266,237,750,174,156,286,124,228,881,"1,934","4,053",96,
2021년05월_여_30~39세,"9,724",246,238,737,166,115,280,90,196,930,"4,517","2,111",98,
2021년05월_여_40~49세,"11,154",320,360,936,240,213,300,170,263,"1,056","4,495","2,635",166,
2021년05월_여_50~59세,"9,230",540,395,"1,061",341,266,458,216,371,"1,234","2,248","1,745",355,
2021년05월_여_60~69세,"8,210",620,411,"1,034",391,314,524,281,446,"1,106","1,615",968,500,
2021년05월_여_70~79세,"4,972",340,358,656,286,244,382,230,297,500,703,689,287,
2021년05월_여_80~89세,"2,433",192,189,322,132,113,232,96,156,284,286,296,135,
2021년05월_여_90~99세,473,39,41,65,22,25,56,12,18,72,57,30,36,
2021년05월_여_100세 이상,16,1,2,0,1,0,4,1,1,2,1,1,2,
2021년06월_계_총인구수,"140,175","6,186","5,142","13,228","3,991","3,252","5,876","2,744","4,378","16,040","43,561","31,759","4,018",
2021년06월_계_연령구간인구수,"140,175","6,186","5,142","13,228","3,991","3,252","5,876","2,744","4,378","16,040","43,561","31,759","4,018",
2021년06월_계_0~9세,"11,667",231,244,809,131,93,204,76,178,932,"6,942","1,748",79,
2021년06월_계_10~19세,"12,773",339,354,"1,111",264,191,293,144,312,"1,246","5,007","3,400",112,
2021년06월_계_20~29세,"18,763",625,538,"1,605",426,339,606,289,477,"2,038","3,804","7,744",272,
2021년06월_계_30~39세,"21,307",603,518,"1,570",369,282,675,231,449,"2,388","8,694","5,260",268,
2021년06월_계_40~49세,"24,625",806,810,"2,015",549,473,738,373,594,"2,560","9,544","5,698",465,
2021년06월_계_50~59세,"20,619","1,281",871,"2,274",720,613,"1,110",485,775,"2,834","4,651","4,128",877,
2021년06월_계_60~69세,"16,619","1,309",819,"2,067",757,620,"1,109",566,823,"2,480","2,991","1,998","1,080",
2021년06월_계_70~79세,"9,291",638,626,"1,189",535,444,700,392,521,"1,015","1,401","1,229",601,
2021년06월_계_80~89세,"3,866",301,306,506,207,167,362,164,222,453,452,509,217,
2021년06월_계_90~99세,622,52,54,82,32,30,74,23,26,89,73,43,44,
2021년06월_계_100세 이상,23,1,2,0,1,0,5,1,1,5,2,2,3,
2021년06월_남_총인구수,"72,886","3,348","2,632","6,760","2,032","1,676","3,098","1,423","2,157","8,901","21,897","16,724","2,238",
2021년06월_남_연령구간인구수,"72,886","3,348","2,632","6,760","2,032","1,676","3,098","1,423","2,157","8,901","21,897","16,724","2,238",
2021년06월_남_0~9세,"6,029",120,139,409,58,57,100,48,91,481,"3,576",915,35,
2021년06월_남_10~19세,"6,613",164,182,574,149,92,147,74,148,652,"2,574","1,803",54,
2021년06월_남_20~29세,"9,582",362,296,867,245,188,328,162,251,"1,153","1,887","3,665",178,
2021년06월_남_30~39세,"11,603",364,286,846,200,168,391,145,249,"1,454","4,188","3,143",169,
2021년06월_남_40~49세,"13,441",487,444,"1,079",308,263,437,203,330,"1,501","5,032","3,055",302,
2021년06월_남_50~59세,"11,412",748,477,"1,220",384,348,652,274,411,"1,602","2,411","2,362",523,
2021년06월_남_60~69세,"8,338",683,408,"1,024",359,304,580,279,375,"1,365","1,363","1,025",573,
2021년06월_남_70~79세,"4,303",298,272,537,244,200,320,164,227,507,685,533,316,
2021년06월_남_80~89세,"1,415",109,116,188,77,51,124,63,67,165,166,209,80,
2021년06월_남_90~99세,143,13,12,16,8,5,18,11,8,18,14,13,7,
2021년06월_남_100세 이상,7,0,0,0,0,0,1,0,0,3,1,1,1,
2021년06월_여_총인구수,"67,289","2,838","2,510","6,468","1,959","1,576","2,778","1,321","2,221","7,139","21,664","15,035","1,780",
2021년06월_여_연령구간인구수,"67,289","2,838","2,510","6,468","1,959","1,576","2,778","1,321","2,221","7,139","21,664","15,035","1,780",
2021년06월_여_0~9세,"5,638",111,105,400,73,36,104,28,87,451,"3,366",833,44,
2021년06월_여_10~19세,"6,160",175,172,537,115,99,146,70,164,594,"2,433","1,597",58,
2021년06월_여_20~29세,"9,181",263,242,738,181,151,278,127,226,885,"1,917","4,079",94,
2021년06월_여_30~39세,"9,704",239,232,724,169,114,284,86,200,934,"4,506","2,117",99,
2021년06월_여_40~49세,"11,184",319,366,936,241,210,301,170,264,"1,059","4,512","2,643",163,
2021년06월_여_50~59세,"9,207",533,394,"1,054",336,265,458,211,364,"1,232","2,240","1,766",354,
2021년06월_여_60~69세,"8,281",626,411,"1,043",398,316,529,287,448,"1,115","1,628",973,507,
2021년06월_여_70~79세,"4,988",340,354,652,291,244,380,228,294,508,716,696,285,
2021년06월_여_80~89세,"2,451",192,190,318,130,116,238,101,155,288,286,300,137,
2021년06월_여_90~99세,479,39,42,66,24,25,56,12,18,71,59,30,37,
2021년06월_여_100세 이상,16,1,2,0,1,0,4,1,1,2,1,1,2,
2021년07월_계_총인구수,"140,641","6,189","5,120","13,212","3,992","3,249","5,853",0,0,"16,591","43,557","31,801","3,995","7,082"
2021년07월_계_연령구간인구수,"140,641","6,189","5,120","13,212","3,992","3,249","5,853",0,0,"16,591","43,557","31,801","3,995","7,082"
2021년07월_계_0~9세,"11,620",226,240,804,131,92,197,0,0,978,"6,890","1,735",77,250
2021년07월_계_10~19세,"12,863",339,349,"1,109",264,192,288,0,0,"1,300","5,060","3,395",110,457
2021년07월_계_20~29세,"18,800",622,531,"1,600",430,334,609,0,0,"2,151","3,774","7,734",262,753
2021년07월_계_30~39세,"21,384",604,517,"1,566",364,285,665,0,0,"2,483","8,660","5,292",266,682
2021년07월_계_40~49세,"24,767",811,804,"2,017",549,479,734,0,0,"2,677","9,597","5,680",455,964
2021년07월_계_50~59세,"20,632","1,279",860,"2,283",713,606,"1,105",0,0,"2,891","4,638","4,139",875,"1,243"
2021년07월_계_60~69세,"16,718","1,316",824,"2,055",765,621,"1,110",0,0,"2,524","3,005","2,026","1,084","1,388"
2021년07월_계_70~79세,"9,311",641,629,"1,188",539,445,694,0,0,"1,030","1,407","1,230",600,908
2021년07월_계_80~89세,"3,896",298,309,511,203,165,371,0,0,459,451,525,219,385
2021년07월_계_90~99세,625,51,55,79,33,30,75,0,0,93,73,42,44,50
2021년07월_계_100세 이상,25,2,2,0,1,0,5,0,0,5,2,3,3,2
2021년07월_남_총인구수,"73,107","3,350","2,609","6,755","2,031","1,670","3,091",0,0,"9,170","21,893","16,746","2,231","3,561"
2021년07월_남_연령구간인구수,"73,107","3,350","2,609","6,755","2,031","1,670","3,091",0,0,"9,170","21,893","16,746","2,231","3,561"
2021년07월_남_0~9세,"6,010",119,135,409,57,55,97,0,0,500,"3,559",905,36,138
2021년07월_남_10~19세,"6,646",162,180,576,149,93,146,0,0,679,"2,580","1,804",55,222
2021년07월_남_20~29세,"9,604",362,290,870,247,184,329,0,0,"1,204","1,873","3,669",172,404
2021년07월_남_30~39세,"11,659",367,289,839,197,171,385,0,0,"1,505","4,186","3,156",168,396
2021년07월_남_40~49세,"13,499",485,439,"1,078",308,267,438,0,0,"1,556","5,054","3,043",296,535
2021년07월_남_50~59세,"11,426",748,465,"1,230",377,342,652,0,0,"1,640","2,404","2,370",522,676
2021년07월_남_60~69세,"8,375",688,410,"1,015",365,303,580,0,0,"1,380","1,369","1,035",577,653
2021년07월_남_70~79세,"4,319",300,275,535,247,198,319,0,0,514,687,536,318,390
2021년07월_남_80~89세,"1,416",106,115,189,75,51,127,0,0,167,165,214,78,129
2021년07월_남_90~99세,145,13,11,14,9,6,17,0,0,22,15,12,8,18
2021년07월_남_100세 이상,8,0,0,0,0,0,1,0,0,3,1,2,1,0
2021년07월_여_총인구수,"67,534","2,839","2,511","6,457","1,961","1,579","2,762",0,0,"7,421","21,664","15,055","1,764","3,521"
2021년07월_여_연령구간인구수,"67,534","2,839","2,511","6,457","1,961","1,579","2,762",0,0,"7,421","21,664","15,055","1,764","3,521"
2021년07월_여_0~9세,"5,610",107,105,395,74,37,100,0,0,478,"3,331",830,41,112
2021년07월_여_10~19세,"6,217",177,169,533,115,99,142,0,0,621,"2,480","1,591",55,235
2021년07월_여_20~29세,"9,196",260,241,730,183,150,280,0,0,947,"1,901","4,065",90,349
2021년07월_여_30~39세,"9,725",237,228,727,167,114,280,0,0,978,"4,474","2,136",98,286
2021년07월_여_40~49세,"11,268",326,365,939,241,212,296,0,0,"1,121","4,543","2,637",159,429
2021년07월_여_50~59세,"9,206",531,395,"1,053",336,264,453,0,0,"1,251","2,234","1,769",353,567
2021년07월_여_60~69세,"8,343",628,414,"1,040",400,318,530,0,0,"1,144","1,636",991,507,735
2021년07월_여_70~79세,"4,992",341,354,653,292,247,375,0,0,516,720,694,282,518
2021년07월_여_80~89세,"2,480",192,194,322,128,114,244,0,0,292,286,311,141,256
2021년07월_여_90~99세,480,38,44,65,24,24,58,0,0,71,58,30,36,32
2021년07월_여_100세 이상,17,2,2,0,1,0,4,0,0,2,1,1,2,2
2021년08월_계_총인구수,"141,341","6,156","5,105","13,169","3,969","3,230","5,831",,,"17,992","43,278","31,567","3,963","7,081"
2021년08월_계_연령구간인구수,"141,341","6,156","5,105","13,169","3,969","3,230","5,831",,,"17,992","43,278","31,567","3,963","7,081"
2021년08월_계_0~9세,"11,629",222,239,797,126,88,194,,,"1,130","6,792","1,715",73,253
2021년08월_계_10~19세,"12,919",324,344,"1,122",257,190,285,,,"1,410","5,088","3,342",109,448
2021년08월_계_20~29세,"18,875",621,536,"1,606",430,332,594,,,"2,379","3,714","7,643",259,761
2021년08월_계_30~39세,"21,524",604,510,"1,545",361,278,671,,,"2,796","8,553","5,271",257,678
2021년08월_계_40~49세,"24,873",802,788,"2,002",540,472,725,,,"2,926","9,573","5,638",451,956
2021년08월_계_50~59세,"20,750","1,262",861,"2,264",710,609,"1,109",,,"3,077","4,636","4,120",864,"1,238"
2021년08월_계_60~69세,"16,850","1,328",827,"2,062",773,617,"1,107",,,"2,623","3,001","2,031","1,087","1,394"
2021년08월_계_70~79세,"9,331",636,629,"1,179",536,450,689,,,"1,075","1,398","1,234",595,910
2021년08월_계_80~89세,"3,930",301,313,514,201,164,377,,,476,445,527,220,392
2021년08월_계_90~99세,635,54,56,78,34,30,75,,,95,76,43,45,49
2021년08월_계_100세 이상,25,2,2,0,1,0,5,,,5,2,3,3,2
2021년08월_남_총인구수,"73,472","3,331","2,596","6,721","2,018","1,663","3,080",,,"9,877","21,743","16,675","2,212","3,556"
2021년08월_남_연령구간인구수,"73,472","3,331","2,596","6,721","2,018","1,663","3,080",,,"9,877","21,743","16,675","2,212","3,556"
2021년08월_남_0~9세,"6,007",120,133,401,57,54,97,,,576,"3,500",895,35,139
2021년08월_남_10~19세,"6,659",151,178,580,145,93,142,,,739,"2,584","1,773",56,218
2021년08월_남_20~29세,"9,677",361,294,875,249,183,321,,,"1,312","1,853","3,655",169,405
2021년08월_남_30~39세,"11,736",369,283,831,197,166,386,,,"1,674","4,134","3,143",164,389
2021년08월_남_40~49세,"13,547",481,429,"1,068",298,265,437,,,"1,677","5,038","3,031",293,530
2021년08월_남_50~59세,"11,504",737,462,"1,218",380,348,653,,,"1,744","2,400","2,369",515,678
2021년08월_남_60~69세,"8,444",694,417,"1,018",364,299,580,,,"1,422","1,369","1,047",575,659
2021년08월_남_70~79세,"4,326",298,275,524,245,201,318,,,538,688,533,315,391
2021년08월_남_80~89세,"1,420",107,113,192,74,49,129,,,170,160,215,81,130
2021년08월_남_90~99세,144,13,12,14,9,5,16,,,22,16,12,8,17
2021년08월_남_100세 이상,8,0,0,0,0,0,1,,,3,1,2,1,0
2021년08월_여_총인구수,"67,869","2,825","2,509","6,448","1,951","1,567","2,751",,,"8,115","21,535","14,892","1,751","3,525"
2021년08월_여_연령구간인구수,"67,869","2,825","2,509","6,448","1,951","1,567","2,751",,,"8,115","21,535","14,892","1,751","3,525"
2021년08월_여_0~9세,"5,622",102,106,396,69,34,97,,,554,"3,292",820,38,114
2021년08월_여_10~19세,"6,260",173,166,542,112,97,143,,,671,"2,504","1,569",53,230
2021년08월_여_20~29세,"9,198",260,242,731,181,149,273,,,"1,067","1,861","3,988",90,356
2021년08월_여_30~39세,"9,788",235,227,714,164,112,285,,,"1,122","4,419","2,128",93,289
2021년08월_여_40~49세,"11,326",321,359,934,242,207,288,,,"1,249","4,535","2,607",158,426
2021년08월_여_50~59세,"9,246",525,399,"1,046",330,261,456,,,"1,333","2,236","1,751",349,560
2021년08월_여_60~69세,"8,406",634,410,"1,044",409,318,527,,,"1,201","1,632",984,512,735
2021년08월_여_70~79세,"5,005",338,354,655,291,249,371,,,537,710,701,280,519
2021년08월_여_80~89세,"2,510",194,200,322,127,115,248,,,306,285,312,139,262
2021년08월_여_90~99세,491,41,44,64,25,25,59,,,73,60,31,37,32
2021년08월_여_100세 이상,17,2,2,0,1,0,4,,,2,1,1,2,2
2021년09월_계_총인구수,"142,053","6,131","5,114","13,231","3,936","3,204","5,862",,,"18,737","43,198","31,618","3,954","7,068"
2021년09월_계_연령구간인구수,"142,053","6,131","5,114","13,231","3,936","3,204","5,862",,,"18,737","43,198","31,618","3,954","7,068"
2021년09월_계_0~9세,"11,663",218,239,804,121,84,197,,,"1,197","6,752","1,729",72,250
2021년09월_계_10~19세,"12,993",326,344,"1,125",260,183,285,,,"1,501","5,100","3,315",108,446
2021년09월_계_20~29세,"18,911",619,533,"1,602",430,329,593,,,"2,490","3,691","7,619",254,751
2021년09월_계_30~39세,"21,654",603,515,"1,560",351,280,670,,,"2,930","8,507","5,305",259,674
2021년09월_계_40~49세,"24,983",796,780,"2,011",530,462,742,,,"3,083","9,569","5,607",448,955
2021년09월_계_50~59세,"20,894","1,247",868,"2,281",700,613,"1,094",,,"3,185","4,634","4,166",866,"1,240"
2021년09월_계_60~69세,"17,003","1,329",835,"2,071",771,613,"1,122",,,"2,696","3,028","2,055","1,084","1,399"
2021년09월_계_70~79세,"9,328",640,622,"1,182",537,445,696,,,"1,071","1,398","1,242",589,906
2021년09월_계_80~89세,"3,959",298,320,517,200,163,382,,,487,439,532,226,395
2021년09월_계_90~99세,641,53,56,78,35,32,76,,,93,78,45,45,50
2021년09월_계_100세 이상,24,2,2,0,1,0,5,,,4,2,3,3,2
2021년09월_남_총인구수,"73,787","3,312","2,603","6,747","2,003","1,649","3,099",,,"10,259","21,681","16,682","2,202","3,550"
2021년09월_남_연령구간인구수,"73,787","3,312","2,603","6,747","2,003","1,649","3,099",,,"10,259","21,681","16,682","2,202","3,550"
2021년09월_남_0~9세,"6,012",117,132,400,55,51,101,,,606,"3,473",907,34,136
2021년09월_남_10~19세,"6,685",155,178,587,146,89,139,,,791,"2,578","1,749",55,218
2021년09월_남_20~29세,"9,695",359,294,861,251,184,322,,,"1,368","1,848","3,635",166,407
2021년09월_남_30~39세,"11,783",365,286,837,191,164,387,,,"1,734","4,111","3,161",165,382
2021년09월_남_40~49세,"13,600",478,427,"1,077",292,260,448,,,"1,772","5,024","3,003",288,531
2021년09월_남_50~59세,"11,590",732,467,"1,227",378,348,643,,,"1,793","2,401","2,404",519,678
2021년09월_남_60~69세,"8,524",690,422,"1,023",362,301,591,,,"1,462","1,379","1,059",572,663
2021년09월_남_70~79세,"4,313",299,272,524,245,198,320,,,531,691,534,312,387
2021년09월_남_80~89세,"1,430",105,113,196,74,49,131,,,177,158,215,82,130
2021년09월_남_90~99세,147,12,12,15,9,5,16,,,22,17,13,8,18
2021년09월_남_100세 이상,8,0,0,0,0,0,1,,,3,1,2,1,0
2021년09월_여_총인구수,"68,266","2,819","2,511","6,484","1,933","1,555","2,763",,,"8,478","21,517","14,936","1,752","3,518"
2021년09월_여_연령구간인구수,"68,266","2,819","2,511","6,484","1,933","1,555","2,763",,,"8,478","21,517","14,936","1,752","3,518"
2021년09월_여_0~9세,"5,651",101,107,404,66,33,96,,,591,"3,279",822,38,114
2021년09월_여_10~19세,"6,308",171,166,538,114,94,146,,,710,"2,522","1,566",53,228
2021년09월_여_20~29세,"9,216",260,239,741,179,145,271,,,"1,122","1,843","3,984",88,344
2021년09월_여_30~39세,"9,871",238,229,723,160,116,283,,,"1,196","4,396","2,144",94,292
2021년09월_여_40~49세,"11,383",318,353,934,238,202,294,,,"1,311","4,545","2,604",160,424
2021년09월_여_50~59세,"9,304",515,401,"1,054",322,265,451,,,"1,392","2,233","1,762",347,562
2021년09월_여_60~69세,"8,479",639,413,"1,048",409,312,531,,,"1,234","1,649",996,512,736
2021년09월_여_70~79세,"5,015",341,350,658,292,247,376,,,540,707,708,277,519
2021년09월_여_80~89세,"2,529",193,207,321,126,114,251,,,310,281,317,144,265
2021년09월_여_90~99세,494,41,44,63,26,27,60,,,71,61,32,37,32
2021년09월_여_100세 이상,16,2,2,0,1,0,4,,,1,1,1,2,2
2021년10월_계_총인구수,"142,618","6,170","5,099","13,227","3,912","3,195","5,833",,,"18,924","43,486","31,796","3,932","7,044"
2021년10월_계_연령구간인구수,"142,618","6,170","5,099","13,227","3,912","3,195","5,833",,,"18,924","43,486","31,796","3,932","7,044"
2021년10월_계_0~9세,"11,700",221,233,805,117,80,190,,,"1,205","6,798","1,733",72,246
2021년10월_계_10~19세,"13,031",329,343,"1,115",263,180,284,,,"1,503","5,144","3,319",107,444
2021년10월_계_20~29세,"18,895",618,524,"1,597",417,329,590,,,"2,518","3,696","7,616",247,743
2021년10월_계_30~39세,"21,787",607,510,"1,570",349,280,662,,,"2,954","8,538","5,374",262,681
2021년10월_계_40~49세,"25,069",793,779,"2,014",534,462,737,,,"3,113","9,644","5,612",443,938
2021년10월_계_50~59세,"21,011","1,251",871,"2,266",695,606,"1,086",,,"3,219","4,688","4,225",860,"1,244"
2021년10월_계_60~69세,"17,102","1,349",840,"2,073",765,615,"1,121",,,"2,736","3,050","2,083","1,079","1,391"
2021년10월_계_70~79세,"9,366",645,618,"1,185",535,445,695,,,"1,089","1,413","1,245",590,906
2021년10월_계_80~89세,"3,979",303,321,523,202,165,385,,,484,437,538,219,402
2021년10월_계_90~99세,654,51,58,79,34,33,78,,,99,76,48,50,48
2021년10월_계_100세 이상,24,3,2,0,1,0,5,,,4,2,3,3,1
2021년10월_남_총인구수,"74,127","3,343","2,605","6,745","1,993","1,641","3,092",,,"10,360","21,818","16,806","2,192","3,532"
2021년10월_남_연령구간인구수,"74,127","3,343","2,605","6,745","1,993","1,641","3,092",,,"10,360","21,818","16,806","2,192","3,532"
2021년10월_남_0~9세,"6,026",119,132,406,53,47,98,,,603,"3,489",911,34,134
2021년10월_남_10~19세,"6,695",157,180,580,145,88,139,,,792,"2,594","1,753",53,214
2021년10월_남_20~29세,"9,713",362,284,856,247,184,326,,,"1,383","1,855","3,648",164,404
2021년10월_남_30~39세,"11,859",364,290,842,190,162,381,,,"1,758","4,125","3,198",165,384
2021년10월_남_40~49세,"13,664",479,429,"1,083",299,259,445,,,"1,783","5,067","3,010",287,523
2021년10월_남_50~59세,"11,663",737,470,"1,214",374,344,639,,,"1,816","2,429","2,443",516,681
2021년10월_남_60~69세,"8,582",704,426,"1,024",359,307,592,,,"1,482","1,387","1,070",569,662
2021년10월_남_70~79세,"4,323",302,267,527,243,194,321,,,539,695,539,313,383
2021년10월_남_80~89세,"1,446",107,115,198,75,51,132,,,178,159,219,82,130
2021년10월_남_90~99세,147,12,12,15,8,5,18,,,22,17,13,8,17
2021년10월_남_100세 이상,9,0,0,0,0,0,1,,,4,1,2,1,0
2021년10월_여_총인구수,"68,491","2,827","2,494","6,482","1,919","1,554","2,741",,,"8,564","21,668","14,990","1,740","3,512"
2021년10월_여_연령구간인구수,"68,491","2,827","2,494","6,482","1,919","1,554","2,741",,,"8,564","21,668","14,990","1,740","3,512"
2021년10월_여_0~9세,"5,674",102,101,399,64,33,92,,,602,"3,309",822,38,112
2021년10월_여_10~19세,"6,336",172,163,535,118,92,145,,,711,"2,550","1,566",54,230
2021년10월_여_20~29세,"9,182",256,240,741,170,145,264,,,"1,135","1,841","3,968",83,339
2021년10월_여_30~39세,"9,928",243,220,728,159,118,281,,,"1,196","4,413","2,176",97,297
2021년10월_여_40~49세,"11,405",314,350,931,235,203,292,,,"1,330","4,577","2,602",156,415
2021년10월_여_50~59세,"9,348",514,401,"1,052",321,262,447,,,"1,403","2,259","1,782",344,563
2021년10월_여_60~69세,"8,520",645,414,"1,049",406,308,529,,,"1,254","1,663","1,013",510,729
2021년10월_여_70~79세,"5,043",343,351,658,292,251,374,,,550,718,706,277,523
2021년10월_여_80~89세,"2,533",196,206,325,127,114,253,,,306,278,319,137,272
2021년10월_여_90~99세,507,39,46,64,26,28,60,,,77,59,35,42,31
2021년10월_여_100세 이상,15,3,2,0,1,0,4,,,0,1,1,2,1
2021년11월_계_총인구수,"143,052","6,141","5,094","13,202","3,919","3,193","5,825",,,"19,016","43,784","31,886","3,952","7,040"
2021년11월_계_연령구간인구수,"143,052","6,141","5,094","13,202","3,919","3,193","5,825",,,"19,016","43,784","31,886","3,952","7,040"
2021년11월_계_0~9세,"11,683",221,230,802,117,80,188,,,"1,189","6,824","1,707",78,247
2021년11월_계_10~19세,"13,076",322,343,"1,102",255,179,284,,,"1,517","5,196","3,329",106,443
2021년11월_계_20~29세,"18,876",615,528,"1,596",425,330,587,,,"2,521","3,694","7,589",247,744
2021년11월_계_30~39세,"21,872",615,506,"1,553",347,276,648,,,"2,977","8,594","5,412",269,675
2021년11월_계_40~49세,"25,146",777,780,"2,012",528,455,737,,,"3,122","9,735","5,616",449,935
2021년11월_계_50~59세,"21,131","1,244",869,"2,249",699,611,"1,088",,,"3,251","4,739","4,271",858,"1,252"
2021년11월_계_60~69세,"17,216","1,353",845,"2,098",765,620,"1,128",,,"2,756","3,067","2,114","1,083","1,387"
2021년11월_계_70~79세,"9,358",639,616,"1,178",545,443,697,,,"1,086","1,416","1,251",587,900
2021년11월_계_80~89세,"4,020",302,320,536,203,167,384,,,493,441,546,221,407
2021년11월_계_90~99세,652,50,55,76,34,32,81,,,100,76,48,51,49
2021년11월_계_100세 이상,22,3,2,0,1,0,3,,,4,2,3,3,1
2021년11월_남_총인구수,"74,366","3,318","2,606","6,716","2,004","1,642","3,085",,,"10,406","21,970","16,887","2,205","3,527"
2021년11월_남_연령구간인구수,"74,366","3,318","2,606","6,716","2,004","1,642","3,085",,,"10,406","21,970","16,887","2,205","3,527"
2021년11월_남_0~9세,"6,035",118,134,404,54,48,99,,,601,"3,507",900,37,133
2021년11월_남_10~19세,"6,719",157,178,577,140,88,140,,,799,"2,615","1,757",55,213
2021년11월_남_20~29세,"9,717",354,285,853,254,188,325,,,"1,392","1,859","3,639",163,405
2021년11월_남_30~39세,"11,896",368,285,836,191,159,366,,,"1,765","4,147","3,230",168,381
2021년11월_남_40~49세,"13,698",470,433,"1,079",297,255,445,,,"1,785","5,103","3,017",290,524
2021년11월_남_50~59세,"11,727",727,468,"1,197",377,344,638,,,"1,841","2,457","2,474",519,685
2021년11월_남_60~69세,"8,642",707,429,"1,035",360,311,600,,,"1,476","1,410","1,085",572,657
2021년11월_남_70~79세,"4,317",301,267,521,248,191,321,,,540,691,544,310,383
2021년11월_남_80~89세,"1,459",104,116,200,75,53,130,,,181,163,226,82,129
2021년11월_남_90~99세,147,12,11,14,8,5,20,,,22,17,13,8,17
2021년11월_남_100세 이상,9,0,0,0,0,0,1,,,4,1,2,1,0
