카테고리,경상북도 영덕군,경상북도 영덕군 영덕읍,경상북도 영덕군 강구면,경상북도 영덕군 남정면,경상북도 영덕군 달산면,경상북도 영덕군 지품면,경상북도 영덕군 지품면원전출장소,경상북도 영덕군 축산면,경상북도 영덕군 축산면축산출장소,경상북도 영덕군 영해면,경상북도 영덕군 병곡면,경상북도 영덕군 창수면
2021년07월_남_70~79세,"2,359",488,408,193,85,127,56,89,148,372,223,170
2021년07월_남_80~89세,"1,224",239,154,102,54,74,30,48,61,199,145,118
2021년07월_남_90~99세,96,22,10,10,5,7,1,2,6,15,8,10
2021년07월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,0,2
2021년07월_여_총인구수,"18,799","5,664","3,243","1,202",613,751,283,478,905,"3,358","1,457",845
2021년07월_여_연령구간인구수,"18,799","5,664","3,243","1,202",613,751,283,478,905,"3,358","1,457",845
2021년07월_여_0~9세,775,380,108,21,4,17,5,9,18,176,26,11
2021년07월_여_10~19세,"1,005",474,128,20,16,13,7,16,31,207,69,24
2021년07월_여_20~29세,972,390,166,50,20,28,7,17,34,192,49,19
2021년07월_여_30~39세,"1,082",489,168,47,16,29,4,17,30,211,49,22
2021년07월_여_40~49세,"1,686",768,272,65,31,30,6,30,71,319,65,29
2021년07월_여_50~59세,"2,735",827,528,167,83,107,37,53,141,495,184,113
2021년07월_여_60~69세,"3,946",995,763,264,135,191,73,106,221,671,320,207
2021년07월_여_70~79세,"3,440",739,648,288,141,165,80,109,207,536,326,201
2021년07월_여_80~89세,"2,695",498,402,235,141,152,56,107,142,457,316,189
2021년07월_여_90~99세,445,97,59,44,25,18,8,14,10,92,53,25
2021년07월_여_100세 이상,18,7,1,1,1,1,0,0,0,2,0,5
2021년08월_계_총인구수,"35,678","10,861","6,072","2,338","1,119","1,485",524,909,"1,691","6,271","2,748","1,660"
2021년08월_계_연령구간인구수,"35,678","10,861","6,072","2,338","1,119","1,485",524,909,"1,691","6,271","2,748","1,660"
2021년08월_계_0~9세,"1,539",748,207,42,12,36,9,25,36,337,64,23
2021년08월_계_10~19세,"2,036",911,293,64,33,36,13,31,67,420,124,44
2021년08월_계_20~29세,"2,295",924,389,124,50,66,16,41,78,450,109,48
2021년08월_계_30~39세,"2,253",954,373,110,40,53,10,34,75,432,114,58
2021년08월_계_40~49세,"3,714","1,550",624,169,62,97,27,72,150,674,193,96
2021년08월_계_50~59세,"5,978","1,823","1,101",404,189,250,82,137,296,"1,029",427,240
2021년08월_계_60~69세,"7,577","1,861","1,398",554,284,401,135,198,414,"1,257",644,431
2021년08월_계_70~79세,"5,791","1,220","1,056",479,225,292,139,199,356,906,547,372
2021년08월_계_80~89세,"3,926",742,560,338,190,226,84,156,206,655,464,305
2021년08월_계_90~99세,547,120,70,52,33,27,9,16,13,109,62,36
2021년08월_계_100세 이상,22,8,1,2,1,1,0,0,0,2,0,7
2021년08월_남_총인구수,"16,902","5,198","2,841","1,134",502,734,246,430,789,"2,923","1,291",814
2021년08월_남_연령구간인구수,"16,902","5,198","2,841","1,134",502,734,246,430,789,"2,923","1,291",814
2021년08월_남_0~9세,762,366,102,21,8,19,4,16,17,160,37,12
2021년08월_남_10~19세,"1,045",442,167,44,17,23,6,15,38,215,57,21
2021년08월_남_20~29세,"1,332",536,226,72,27,39,10,24,46,265,59,28
2021년08월_남_30~39세,"1,173",470,204,60,25,25,6,17,43,222,67,34
2021년08월_남_40~49세,"2,040",782,355,106,31,67,22,42,83,359,126,67
2021년08월_남_50~59세,"3,228",991,571,236,106,143,45,84,154,529,242,127
2021년08월_남_60~69세,"3,639",861,643,290,149,207,65,93,192,587,325,227
2021년08월_남_70~79세,"2,362",488,409,194,83,129,57,89,147,373,223,170
2021년08월_남_80~89세,"1,223",239,154,102,50,75,30,48,64,198,147,116
2021년08월_남_90~99세,95,22,10,9,6,7,1,2,5,15,8,10
2021년08월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,0,2
2021년08월_여_총인구수,"18,776","5,663","3,231","1,204",617,751,278,479,902,"3,348","1,457",846
2021년08월_여_연령구간인구수,"18,776","5,663","3,231","1,204",617,751,278,479,902,"3,348","1,457",846
2021년08월_여_0~9세,777,382,105,21,4,17,5,9,19,177,27,11
2021년08월_여_10~19세,991,469,126,20,16,13,7,16,29,205,67,23
2021년08월_여_20~29세,963,388,163,52,23,27,6,17,32,185,50,20
2021년08월_여_30~39세,"1,080",484,169,50,15,28,4,17,32,210,47,24
2021년08월_여_40~49세,"1,674",768,269,63,31,30,5,30,67,315,67,29
2021년08월_여_50~59세,"2,750",832,530,168,83,107,37,53,142,500,185,113
2021년08월_여_60~69세,"3,938","1,000",755,264,135,194,70,105,222,670,319,204
2021년08월_여_70~79세,"3,429",732,647,285,142,163,82,110,209,533,324,202
2021년08월_여_80~89세,"2,703",503,406,236,140,151,54,108,142,457,317,189
2021년08월_여_90~99세,452,98,60,43,27,20,8,14,8,94,54,26
2021년08월_여_100세 이상,19,7,1,2,1,1,0,0,0,2,0,5
2021년09월_계_총인구수,"35,540","10,835","6,047","2,315","1,115","1,477",523,911,"1,681","6,245","2,741","1,650"
2021년09월_계_연령구간인구수,"35,540","10,835","6,047","2,315","1,115","1,477",523,911,"1,681","6,245","2,741","1,650"
2021년09월_계_0~9세,"1,519",733,201,41,12,34,9,25,36,338,67,23
2021년09월_계_10~19세,"2,031",917,289,60,33,36,13,32,67,418,123,43
2021년09월_계_20~29세,"2,273",920,387,121,49,65,16,40,77,443,109,46
2021년09월_계_30~39세,"2,211",944,360,105,39,51,10,33,74,424,114,57
2021년09월_계_40~49세,"3,687","1,550",613,163,60,94,27,72,147,670,194,97
2021년09월_계_50~59세,"5,974","1,817","1,110",402,191,255,81,137,294,"1,027",425,235
2021년09월_계_60~69세,"7,569","1,870","1,402",551,284,393,134,200,413,"1,249",644,429
2021년09월_계_70~79세,"5,777","1,218","1,056",481,224,296,140,194,353,905,543,367
2021년09월_계_80~89세,"3,932",744,559,337,188,225,83,161,207,659,459,310
2021년09월_계_90~99세,544,113,69,52,34,27,10,17,13,110,63,36
2021년09월_계_100세 이상,23,9,1,2,1,1,0,0,0,2,0,7
2021년09월_남_총인구수,"16,854","5,201","2,826","1,123",500,731,246,429,779,"2,919","1,292",808
2021년09월_남_연령구간인구수,"16,854","5,201","2,826","1,123",500,731,246,429,779,"2,919","1,292",808
2021년09월_남_0~9세,756,365,97,20,8,19,4,15,17,159,39,13
2021년09월_남_10~19세,"1,045",449,165,41,17,23,6,15,36,215,58,20
2021년09월_남_20~29세,"1,327",533,227,72,27,39,10,23,45,266,58,27
2021년09월_남_30~39세,"1,151",470,196,56,25,25,6,16,40,217,66,34
2021년09월_남_40~49세,"2,022",777,351,101,29,64,22,42,81,362,126,67
2021년09월_남_50~59세,"3,229",989,573,236,106,147,44,84,153,529,246,122
2021년09월_남_60~69세,"3,638",866,647,289,151,200,66,94,192,582,324,227
2021년09월_남_70~79세,"2,361",487,410,197,81,133,57,90,146,373,221,166
2021년09월_남_80~89세,"1,227",242,151,102,50,74,29,48,64,201,146,120
2021년09월_남_90~99세,95,22,9,9,6,7,2,2,5,15,8,10
2021년09월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,0,2
2021년09월_여_총인구수,"18,686","5,634","3,221","1,192",615,746,277,482,902,"3,326","1,449",842
2021년09월_여_연령구간인구수,"18,686","5,634","3,221","1,192",615,746,277,482,902,"3,326","1,449",842
2021년09월_여_0~9세,763,368,104,21,4,15,5,10,19,179,28,10
2021년09월_여_10~19세,986,468,124,19,16,13,7,17,31,203,65,23
2021년09월_여_20~29세,946,387,160,49,22,26,6,17,32,177,51,19
2021년09월_여_30~39세,"1,060",474,164,49,14,26,4,17,34,207,48,23
2021년09월_여_40~49세,"1,665",773,262,62,31,30,5,30,66,308,68,30
2021년09월_여_50~59세,"2,745",828,537,166,85,108,37,53,141,498,179,113
2021년09월_여_60~69세,"3,931","1,004",755,262,133,193,68,106,221,667,320,202
2021년09월_여_70~79세,"3,416",731,646,284,143,163,83,104,207,532,322,201
2021년09월_여_80~89세,"2,705",502,408,235,138,151,54,113,143,458,313,190
2021년09월_여_90~99세,449,91,60,43,28,20,8,15,8,95,55,26
2021년09월_여_100세 이상,20,8,1,2,1,1,0,0,0,2,0,5
2021년10월_계_총인구수,"35,497","10,821","6,042","2,318","1,114","1,474",524,910,"1,670","6,232","2,744","1,648"
2021년10월_계_연령구간인구수,"35,497","10,821","6,042","2,318","1,114","1,474",524,910,"1,670","6,232","2,744","1,648"
2021년10월_계_0~9세,"1,499",729,195,38,11,34,9,25,36,330,71,21
2021년10월_계_10~19세,"2,021",919,285,59,33,36,13,34,64,414,121,43
2021년10월_계_20~29세,"2,276",914,396,121,48,62,16,41,74,450,110,44
2021년10월_계_30~39세,"2,180",938,351,107,37,52,10,31,74,412,110,58
2021년10월_계_40~49세,"3,696","1,552",611,166,61,93,26,73,147,675,195,97
2021년10월_계_50~59세,"5,982","1,824","1,118",401,193,254,80,136,292,"1,020",426,238
2021년10월_계_60~69세,"7,552","1,861","1,403",555,283,390,136,201,408,"1,246",645,424
2021년10월_계_70~79세,"5,794","1,214","1,057",478,227,300,139,193,355,914,546,371
2021년10월_계_80~89세,"3,918",747,556,335,185,223,85,158,206,657,456,310
2021년10월_계_90~99세,557,115,69,56,35,29,10,18,14,112,64,35
2021년10월_계_100세 이상,22,8,1,2,1,1,0,0,0,2,0,7
2021년10월_남_총인구수,"16,847","5,203","2,828","1,123",499,727,247,430,779,"2,909","1,291",811
2021년10월_남_연령구간인구수,"16,847","5,203","2,828","1,123",499,727,247,430,779,"2,909","1,291",811
2021년10월_남_0~9세,748,363,94,19,7,19,4,15,18,156,40,13
2021년10월_남_10~19세,"1,041",451,163,40,18,23,6,16,35,212,58,19
2021년10월_남_20~29세,"1,329",531,233,72,26,36,10,24,45,268,57,27
2021년10월_남_30~39세,"1,143",474,190,57,23,25,6,15,39,213,66,35
2021년10월_남_40~49세,"2,020",777,349,102,29,64,21,42,81,361,128,66
2021년10월_남_50~59세,"3,230",992,579,234,107,143,43,82,154,525,246,125
2021년10월_남_60~69세,"3,645",864,649,295,152,201,69,97,189,583,322,224
2021년10월_남_70~79세,"2,373",486,411,196,82,134,57,90,148,377,222,170
2021년10월_남_80~89세,"1,214",241,151,98,49,75,29,47,64,197,143,120
2021년10월_남_90~99세,101,23,9,10,6,7,2,2,6,17,9,10
2021년10월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,0,2
2021년10월_여_총인구수,"18,650","5,618","3,214","1,195",615,747,277,480,891,"3,323","1,453",837
2021년10월_여_연령구간인구수,"18,650","5,618","3,214","1,195",615,747,277,480,891,"3,323","1,453",837
2021년10월_여_0~9세,751,366,101,19,4,15,5,10,18,174,31,8
2021년10월_여_10~19세,980,468,122,19,15,13,7,18,29,202,63,24
2021년10월_여_20~29세,947,383,163,49,22,26,6,17,29,182,53,17
2021년10월_여_30~39세,"1,037",464,161,50,14,27,4,16,35,199,44,23
2021년10월_여_40~49세,"1,676",775,262,64,32,29,5,31,66,314,67,31
2021년10월_여_50~59세,"2,752",832,539,167,86,111,37,54,138,495,180,113
2021년10월_여_60~69세,"3,907",997,754,260,131,189,67,104,219,663,323,200
2021년10월_여_70~79세,"3,421",728,646,282,145,166,82,103,207,537,324,201
2021년10월_여_80~89세,"2,704",506,405,237,136,148,56,111,142,460,313,190
2021년10월_여_90~99세,456,92,60,46,29,22,8,16,8,95,55,25
2021년10월_여_100세 이상,19,7,1,2,1,1,0,0,0,2,0,5
2021년11월_계_총인구수,"35,451","10,798","6,030","2,329","1,117","1,477",522,911,"1,659","6,218","2,740","1,650"
2021년11월_계_연령구간인구수,"35,451","10,798","6,030","2,329","1,117","1,477",522,911,"1,659","6,218","2,740","1,650"
2021년11월_계_0~9세,"1,485",725,196,36,11,34,9,25,36,323,70,20
2021년11월_계_10~19세,"2,031",918,283,61,35,39,13,34,63,416,122,47
2021년11월_계_20~29세,"2,250",904,392,123,47,63,16,40,71,443,109,42
2021년11월_계_30~39세,"2,179",942,349,109,38,51,10,31,75,406,109,59
2021년11월_계_40~49세,"3,677","1,542",602,167,62,94,26,71,144,676,193,100
2021년11월_계_50~59세,"5,988","1,828","1,122",401,193,251,81,137,287,"1,023",426,239
2021년11월_계_60~69세,"7,569","1,859","1,405",560,282,392,136,204,412,"1,245",650,424
2021년11월_계_70~79세,"5,776","1,216","1,053",478,229,298,136,191,353,910,541,371
2021년11월_계_80~89세,"3,915",743,556,336,182,226,85,160,204,663,453,307
2021년11월_계_90~99세,560,114,71,56,37,28,10,18,14,111,67,34
2021년11월_계_100세 이상,21,7,1,2,1,1,0,0,0,2,0,7
2021년11월_남_총인구수,"16,834","5,192","2,835","1,127",502,729,247,428,773,"2,902","1,289",810
2021년11월_남_연령구간인구수,"16,834","5,192","2,835","1,127",502,729,247,428,773,"2,902","1,289",810
2021년11월_남_0~9세,741,364,95,17,7,19,4,15,18,151,39,12
2021년11월_남_10~19세,"1,052",451,162,41,19,25,6,16,35,217,59,21
2021년11월_남_20~29세,"1,313",522,235,74,25,36,10,24,43,261,57,26
2021년11월_남_30~39세,"1,139",478,187,55,24,24,6,14,39,211,65,36
2021년11월_남_40~49세,"2,007",768,345,104,29,64,21,40,82,360,126,68
2021년11월_남_50~59세,"3,237",996,586,235,108,141,44,81,148,525,247,126
2021년11월_남_60~69세,"3,651",866,647,296,150,204,69,100,191,584,323,221
2021년11월_남_70~79세,"2,372",484,414,197,86,132,56,88,148,375,222,170
2021년11월_남_80~89세,"1,216",239,154,98,48,76,29,48,63,201,142,118
2021년11월_남_90~99세,103,23,10,10,6,8,2,2,6,17,9,10
2021년11월_남_100세 이상,3,1,0,0,0,0,0,0,0,0,0,2
2021년11월_여_총인구수,"18,617","5,606","3,195","1,202",615,748,275,483,886,"3,316","1,451",840
2021년11월_여_연령구간인구수,"18,617","5,606","3,195","1,202",615,748,275,483,886,"3,316","1,451",840
2021년11월_여_0~9세,744,361,101,19,4,15,5,10,18,172,31,8
2021년11월_여_10~19세,979,467,121,20,16,14,7,18,28,199,63,26
2021년11월_여_20~29세,937,382,157,49,22,27,6,16,28,182,52,16
2021년11월_여_30~39세,"1,040",464,162,54,14,27,4,17,36,195,44,23
2021년11월_여_40~49세,"1,670",774,257,63,33,30,5,31,62,316,67,32
2021년11월_여_50~59세,"2,751",832,536,166,85,110,37,56,139,498,179,113
2021년11월_여_60~69세,"3,918",993,758,264,132,188,67,104,221,661,327,203
2021년11월_여_70~79세,"3,404",732,639,281,143,166,80,103,205,535,319,201
2021년11월_여_80~89세,"2,699",504,402,238,134,150,56,112,141,462,311,189
2021년11월_여_90~99세,457,91,61,46,31,20,8,16,8,94,58,24
2021년11월_여_100세 이상,18,6,1,2,1,1,0,0,0,2,0,5
2021년12월_계_총인구수,"35,314","10,740","6,000","2,327","1,113","1,477",522,904,"1,651","6,212","2,734","1,634"
2021년12월_계_연령구간인구수,"35,314","10,740","6,000","2,327","1,113","1,477",522,904,"1,651","6,212","2,734","1,634"
2021년12월_계_0~9세,"1,458",712,194,34,12,32,9,25,36,316,68,20
2021년12월_계_10~19세,"2,030",924,282,60,34,39,12,34,63,416,120,46
2021년12월_계_20~29세,"2,232",897,384,127,47,61,16,38,71,440,110,41
2021년12월_계_30~39세,"2,157",931,350,110,38,48,10,29,74,400,110,57
2021년12월_계_40~49세,"3,631","1,521",588,164,63,94,26,67,143,680,187,98
2021년12월_계_50~59세,"5,992","1,830","1,116",397,192,255,79,146,289,"1,018",430,240
2021년12월_계_60~69세,"7,540","1,846","1,397",562,282,392,137,199,409,"1,250",646,420
2021년12월_계_70~79세,"5,770","1,217","1,060",478,224,301,135,188,349,913,536,369
2021년12월_계_80~89세,"3,926",742,558,335,182,226,88,161,201,666,459,308
2021년12월_계_90~99세,562,114,70,58,38,29,10,17,15,111,68,32
2021년12월_계_100세 이상,16,6,1,2,1,0,0,0,1,2,0,3
2021년12월_남_총인구수,"16,777","5,160","2,825","1,130",504,728,247,427,767,"2,899","1,291",799
2021년12월_남_연령구간인구수,"16,777","5,160","2,825","1,130",504,728,247,427,767,"2,899","1,291",799
2021년12월_남_0~9세,727,357,96,15,7,18,4,15,18,148,37,12
2021년12월_남_10~19세,"1,052",453,159,41,19,25,6,16,35,216,62,20
2021년12월_남_20~29세,"1,311",518,236,77,25,35,10,23,42,262,58,25
2021년12월_남_30~39세,"1,130",471,189,57,24,22,6,13,38,210,66,34
2021년12월_남_40~49세,"1,985",759,340,103,30,64,21,37,82,359,122,68
2021년12월_남_50~59세,"3,234",994,580,230,108,143,42,87,149,525,250,126
2021년12월_남_60~69세,"3,635",861,641,297,151,206,70,96,188,585,323,217
2021년12월_남_70~79세,"2,381",484,420,200,84,132,55,90,147,379,220,170
2021년12월_남_80~89세,"1,217",240,154,99,50,74,31,48,61,198,144,118
2021년12월_남_90~99세,104,22,10,11,6,9,2,2,7,17,9,9
2021년12월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"18,537","5,580","3,175","1,197",609,749,275,477,884,"3,313","1,443",835
2021년12월_여_연령구간인구수,"18,537","5,580","3,175","1,197",609,749,275,477,884,"3,313","1,443",835
2021년12월_여_0~9세,731,355,98,19,5,14,5,10,18,168,31,8
2021년12월_여_10~19세,978,471,123,19,15,14,6,18,28,200,58,26
2021년12월_여_20~29세,921,379,148,50,22,26,6,15,29,178,52,16
2021년12월_여_30~39세,"1,027",460,161,53,14,26,4,16,36,190,44,23
2021년12월_여_40~49세,"1,646",762,248,61,33,30,5,30,61,321,65,30
2021년12월_여_50~59세,"2,758",836,536,167,84,112,37,59,140,493,180,114
2021년12월_여_60~69세,"3,905",985,756,265,131,186,67,103,221,665,323,203
2021년12월_여_70~79세,"3,389",733,640,278,140,169,80,98,202,534,316,199
2021년12월_여_80~89세,"2,709",502,404,236,132,152,57,113,140,468,315,190
2021년12월_여_90~99세,458,92,60,47,32,20,8,15,8,94,59,23
2021년12월_여_100세 이상,15,5,1,2,1,0,0,0,1,2,0,3
