카테고리,광주광역시,광주광역시 동구,광주광역시 서구,광주광역시 남구,광주광역시 북구,광주광역시 광산구
2021년09월_여_40~49세,"119,152","6,691","24,383","17,272","32,926","37,880"
2021년09월_여_50~59세,"118,208","7,860","25,180","17,238","36,264","31,666"
2021년09월_여_60~69세,"89,172","7,964","18,872","15,679","29,087","17,570"
2021년09월_여_70~79세,"52,416","5,716","10,772","9,680","16,499","9,749"
2021년09월_여_80~89세,"26,921","2,846","5,402","4,846","8,182","5,645"
2021년09월_여_90~99세,"4,718",481,941,897,"1,424",975
2021년09월_여_100세 이상,208,27,44,32,59,46
2021년10월_계_총인구수,"1,442,454","103,443","291,705","215,043","427,684","404,579"
2021년10월_계_연령구간인구수,"1,442,454","103,443","291,705","215,043","427,684","404,579"
2021년10월_계_0~9세,"114,681","7,284","20,342","16,991","32,160","37,904"
2021년10월_계_10~19세,"152,923","7,250","30,130","22,647","41,561","51,335"
2021년10월_계_20~29세,"207,723","14,937","44,731","27,713","61,615","58,727"
2021년10월_계_30~39세,"181,847","13,443","35,172","25,214","54,733","53,285"
2021년10월_계_40~49세,"236,350","13,993","47,075","34,154","65,944","75,184"
2021년10월_계_50~59세,"235,025","15,545","49,414","32,879","71,297","65,890"
2021년10월_계_60~69세,"171,161","15,111","35,628","28,999","55,728","35,695"
2021년10월_계_70~79세,"94,302","10,229","19,408","17,514","29,923","17,228"
2021년10월_계_80~89세,"42,169","4,935","8,545","7,751","12,847","8,091"
2021년10월_계_90~99세,"6,028",682,"1,212","1,141","1,806","1,187"
2021년10월_계_100세 이상,245,34,48,40,70,53
2021년10월_남_총인구수,"713,483","51,016","142,908","103,318","212,370","203,871"
2021년10월_남_연령구간인구수,"713,483","51,016","142,908","103,318","212,370","203,871"
2021년10월_남_0~9세,"58,829","3,762","10,528","8,653","16,450","19,436"
2021년10월_남_10~19세,"79,143","3,709","15,860","11,324","21,880","26,370"
2021년10월_남_20~29세,"108,373","7,668","22,859","14,183","32,422","31,241"
2021년10월_남_30~39세,"93,104","6,948","17,918","12,528","28,536","27,174"
2021년10월_남_40~49세,"117,445","7,319","22,784","16,829","33,153","37,360"
2021년10월_남_50~59세,"116,640","7,701","24,204","15,616","34,983","34,136"
2021년10월_남_60~69세,"81,641","7,115","16,740","13,255","26,529","18,002"
2021년10월_남_70~79세,"41,862","4,525","8,628","7,805","13,421","7,483"
2021년10월_남_80~89세,"15,104","2,060","3,110","2,875","4,613","2,446"
2021년10월_남_90~99세,"1,311",202,273,243,377,216
2021년10월_남_100세 이상,31,7,4,7,6,7
2021년10월_여_총인구수,"728,971","52,427","148,797","111,725","215,314","200,708"
2021년10월_여_연령구간인구수,"728,971","52,427","148,797","111,725","215,314","200,708"
2021년10월_여_0~9세,"55,852","3,522","9,814","8,338","15,710","18,468"
2021년10월_여_10~19세,"73,780","3,541","14,270","11,323","19,681","24,965"
2021년10월_여_20~29세,"99,350","7,269","21,872","13,530","29,193","27,486"
2021년10월_여_30~39세,"88,743","6,495","17,254","12,686","26,197","26,111"
2021년10월_여_40~49세,"118,905","6,674","24,291","17,325","32,791","37,824"
2021년10월_여_50~59세,"118,385","7,844","25,210","17,263","36,314","31,754"
2021년10월_여_60~69세,"89,520","7,996","18,888","15,744","29,199","17,693"
2021년10월_여_70~79세,"52,440","5,704","10,780","9,709","16,502","9,745"
2021년10월_여_80~89세,"27,065","2,875","5,435","4,876","8,234","5,645"
2021년10월_여_90~99세,"4,717",480,939,898,"1,429",971
2021년10월_여_100세 이상,214,27,44,33,64,46
2021년11월_계_총인구수,"1,442,138","103,396","291,411","215,527","427,463","404,341"
2021년11월_계_연령구간인구수,"1,442,138","103,396","291,411","215,527","427,463","404,341"
2021년11월_계_0~9세,"114,343","7,261","20,263","17,041","32,078","37,700"
2021년11월_계_10~19세,"152,805","7,268","30,018","22,738","41,495","51,286"
2021년11월_계_20~29세,"207,080","14,853","44,594","27,682","61,406","58,545"
2021년11월_계_30~39세,"181,567","13,441","35,080","25,252","54,691","53,103"
2021년11월_계_40~49세,"236,306","14,023","47,028","34,296","65,841","75,118"
2021년11월_계_50~59세,"235,316","15,506","49,418","32,915","71,317","66,160"
2021년11월_계_60~69세,"171,663","15,151","35,758","29,082","55,854","35,818"
2021년11월_계_70~79세,"94,422","10,235","19,426","17,554","29,985","17,222"
2021년11월_계_80~89세,"42,416","4,948","8,587","7,799","12,922","8,160"
2021년11월_계_90~99세,"6,012",682,"1,202","1,132","1,808","1,188"
2021년11월_계_100세 이상,208,28,37,36,66,41
2021년11월_남_총인구수,"713,292","51,002","142,783","103,559","212,180","203,768"
2021년11월_남_연령구간인구수,"713,292","51,002","142,783","103,559","212,180","203,768"
2021년11월_남_0~9세,"58,648","3,752","10,478","8,697","16,397","19,324"
2021년11월_남_10~19세,"79,085","3,715","15,822","11,354","21,840","26,354"
2021년11월_남_20~29세,"108,068","7,639","22,811","14,148","32,310","31,160"
2021년11월_남_30~39세,"92,992","6,947","17,882","12,548","28,514","27,101"
2021년11월_남_40~49세,"117,398","7,335","22,760","16,898","33,113","37,292"
2021년11월_남_50~59세,"116,779","7,677","24,195","15,651","34,961","34,295"
2021년11월_남_60~69세,"81,849","7,118","16,800","13,290","26,568","18,073"
2021년11월_남_70~79세,"41,904","4,547","8,625","7,821","13,441","7,470"
2021년11월_남_80~89세,"15,232","2,066","3,134","2,903","4,648","2,481"
2021년11월_남_90~99세,"1,307",199,273,242,380,213
2021년11월_남_100세 이상,30,7,3,7,8,5
2021년11월_여_총인구수,"728,846","52,394","148,628","111,968","215,283","200,573"
2021년11월_여_연령구간인구수,"728,846","52,394","148,628","111,968","215,283","200,573"
2021년11월_여_0~9세,"55,695","3,509","9,785","8,344","15,681","18,376"
2021년11월_여_10~19세,"73,720","3,553","14,196","11,384","19,655","24,932"
2021년11월_여_20~29세,"99,012","7,214","21,783","13,534","29,096","27,385"
2021년11월_여_30~39세,"88,575","6,494","17,198","12,704","26,177","26,002"
2021년11월_여_40~49세,"118,908","6,688","24,268","17,398","32,728","37,826"
2021년11월_여_50~59세,"118,537","7,829","25,223","17,264","36,356","31,865"
2021년11월_여_60~69세,"89,814","8,033","18,958","15,792","29,286","17,745"
2021년11월_여_70~79세,"52,518","5,688","10,801","9,733","16,544","9,752"
2021년11월_여_80~89세,"27,184","2,882","5,453","4,896","8,274","5,679"
2021년11월_여_90~99세,"4,705",483,929,890,"1,428",975
2021년11월_여_100세 이상,178,21,34,29,58,36
2021년12월_계_총인구수,"1,441,611","103,470","291,231","215,575","427,114","404,221"
2021년12월_계_연령구간인구수,"1,441,611","103,470","291,231","215,575","427,114","404,221"
2021년12월_계_0~9세,"114,065","7,294","20,175","17,062","31,994","37,540"
2021년12월_계_10~19세,"152,404","7,263","29,862","22,739","41,359","51,181"
2021년12월_계_20~29세,"206,472","14,859","44,576","27,524","61,142","58,371"
2021년12월_계_30~39세,"181,189","13,419","35,000","25,221","54,563","52,986"
2021년12월_계_40~49세,"236,167","14,115","46,978","34,277","65,746","75,051"
2021년12월_계_50~59세,"235,764","15,475","49,483","32,988","71,348","66,470"
2021년12월_계_60~69세,"172,124","15,134","35,833","29,154","56,057","35,946"
2021년12월_계_70~79세,"94,547","10,228","19,467","17,585","30,050","17,217"
2021년12월_계_80~89세,"42,636","4,976","8,610","7,860","12,971","8,219"
2021년12월_계_90~99세,"6,066",688,"1,208","1,137","1,827","1,206"
2021년12월_계_100세 이상,177,19,39,28,57,34
2021년12월_남_총인구수,"713,015","51,046","142,721","103,542","211,999","203,707"
2021년12월_남_연령구간인구수,"713,015","51,046","142,721","103,542","211,999","203,707"
2021년12월_남_0~9세,"58,516","3,775","10,423","8,699","16,375","19,244"
2021년12월_남_10~19세,"78,857","3,709","15,742","11,345","21,770","26,291"
2021년12월_남_20~29세,"107,781","7,640","22,837","14,094","32,157","31,053"
2021년12월_남_30~39세,"92,783","6,925","17,822","12,515","28,456","27,065"
2021년12월_남_40~49세,"117,383","7,394","22,778","16,861","33,096","37,254"
2021년12월_남_50~59세,"116,983","7,666","24,204","15,697","34,959","34,457"
2021년12월_남_60~69세,"82,025","7,112","16,843","13,319","26,636","18,115"
2021년12월_남_70~79세,"42,016","4,550","8,644","7,827","13,488","7,507"
2021년12월_남_80~89세,"15,333","2,074","3,151","2,935","4,671","2,502"
2021년12월_남_90~99세,"1,316",197,275,244,385,215
2021년12월_남_100세 이상,22,4,2,6,6,4
2021년12월_여_총인구수,"728,596","52,424","148,510","112,033","215,115","200,514"
2021년12월_여_연령구간인구수,"728,596","52,424","148,510","112,033","215,115","200,514"
2021년12월_여_0~9세,"55,549","3,519","9,752","8,363","15,619","18,296"
2021년12월_여_10~19세,"73,547","3,554","14,120","11,394","19,589","24,890"
2021년12월_여_20~29세,"98,691","7,219","21,739","13,430","28,985","27,318"
2021년12월_여_30~39세,"88,406","6,494","17,178","12,706","26,107","25,921"
2021년12월_여_40~49세,"118,784","6,721","24,200","17,416","32,650","37,797"
2021년12월_여_50~59세,"118,781","7,809","25,279","17,291","36,389","32,013"
2021년12월_여_60~69세,"90,099","8,022","18,990","15,835","29,421","17,831"
2021년12월_여_70~79세,"52,531","5,678","10,823","9,758","16,562","9,710"
2021년12월_여_80~89세,"27,303","2,902","5,459","4,925","8,300","5,717"
2021년12월_여_90~99세,"4,750",491,933,893,"1,442",991
2021년12월_여_100세 이상,155,15,37,22,51,30
