카테고리,경상남도 통영시,경상남도 통영시 산양읍,경상남도 통영시 용남면,경상남도 통영시 도산면,경상남도 통영시 광도면,경상남도 통영시 욕지면,경상남도 통영시 한산면,경상남도 통영시 사량면,경상남도 통영시 도천동,경상남도 통영시 명정동,경상남도 통영시 중앙동,경상남도 통영시 정량동,경상남도 통영시 북신동,경상남도 통영시 미수동,경상남도 통영시 봉평동,경상남도 통영시 무전동
2021년01월_계_10~19세,"12,832",205,"1,425",125,"4,010",95,53,39,818,180,233,684,985,"1,383",967,"1,630"
2021년01월_계_20~29세,"11,171",294,"1,074",173,"2,698",106,90,64,881,218,281,681,994,"1,030",982,"1,605"
2021년01월_계_30~39세,"13,686",313,"1,441",158,"4,674",109,83,73,721,177,282,855,"1,086","1,116",997,"1,601"
2021년01월_계_40~49세,"21,305",548,"2,246",275,"6,536",269,163,119,"1,278",374,534,"1,336","1,591","1,928","1,520","2,588"
2021년01월_계_50~59세,"22,386",926,"2,145",526,"4,524",415,354,303,"1,661",562,828,"1,810","1,791","2,037","2,029","2,475"
2021년01월_계_60~69세,"20,630","1,060","1,646",751,"2,964",483,473,395,"1,678",692,916,"1,830","2,055","1,844","1,930","1,913"
2021년01월_계_70~79세,"11,099",711,919,527,"1,264",298,447,274,"1,026",476,581,964,"1,028",751,"1,071",762
2021년01월_계_80~89세,"4,762",417,443,294,515,166,298,192,405,193,229,345,350,282,402,231
2021년01월_계_90~99세,625,53,74,34,75,21,27,25,47,26,21,37,51,32,65,37
2021년01월_계_100세 이상,28,2,1,0,0,0,2,2,3,2,1,3,4,2,4,2
2021년01월_남_총인구수,"64,398","2,450","6,326","1,508","15,742","1,105","1,041",751,"4,438","1,465","1,999","4,587","5,107","5,536","5,390","6,953"
2021년01월_남_연령구간인구수,"64,398","2,450","6,326","1,508","15,742","1,105","1,041",751,"4,438","1,465","1,999","4,587","5,107","5,536","5,390","6,953"
2021년01월_남_0~9세,"4,811",53,573,42,"1,972",24,16,9,178,33,57,241,341,452,230,590
2021년01월_남_10~19세,"6,641",103,728,67,"2,074",55,26,18,390,86,115,349,521,722,518,869
2021년01월_남_20~29세,"6,233",178,591,109,"1,428",63,55,43,532,130,165,397,547,553,578,864
2021년01월_남_30~39세,"7,026",178,704,90,"2,281",70,47,53,394,95,165,471,581,534,548,815
2021년01월_남_40~49세,"11,500",357,"1,196",180,"3,466",176,110,66,703,223,317,797,803,983,857,"1,266"
2021년01월_남_50~59세,"11,489",547,"1,121",306,"2,333",242,233,176,841,300,437,912,799,985,"1,070","1,187"
2021년01월_남_60~69세,"10,053",574,845,366,"1,447",246,260,217,810,336,419,849,892,910,966,916
2021년01월_남_70~79세,"5,038",330,396,251,576,166,199,116,451,191,249,453,481,326,480,373
2021년01월_남_80~89세,"1,478",123,154,91,150,61,89,49,133,64,69,109,130,65,124,67
2021년01월_남_90~99세,121,7,17,6,15,2,6,4,5,7,6,9,9,5,18,5
2021년01월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2021년01월_여_총인구수,"63,686","2,200","6,302","1,429","15,372",899,978,754,"4,459","1,525","2,032","4,432","5,513","5,749","5,066","6,976"
2021년01월_여_연령구간인구수,"63,686","2,200","6,302","1,429","15,372",899,978,754,"4,459","1,525","2,032","4,432","5,513","5,749","5,066","6,976"
2021년01월_여_0~9세,"4,749",68,641,32,"1,882",18,13,10,201,57,68,233,344,428,259,495
2021년01월_여_10~19세,"6,191",102,697,58,"1,936",40,27,21,428,94,118,335,464,661,449,761
2021년01월_여_20~29세,"4,938",116,483,64,"1,270",43,35,21,349,88,116,284,447,477,404,741
2021년01월_여_30~39세,"6,660",135,737,68,"2,393",39,36,20,327,82,117,384,505,582,449,786
2021년01월_여_40~49세,"9,805",191,"1,050",95,"3,070",93,53,53,575,151,217,539,788,945,663,"1,322"
2021년01월_여_50~59세,"10,897",379,"1,024",220,"2,191",173,121,127,820,262,391,898,992,"1,052",959,"1,288"
2021년01월_여_60~69세,"10,577",486,801,385,"1,517",237,213,178,868,356,497,981,"1,163",934,964,997
2021년01월_여_70~79세,"6,061",381,523,276,688,132,248,158,575,285,332,511,547,425,591,389
2021년01월_여_80~89세,"3,284",294,289,203,365,105,209,143,272,129,160,236,220,217,278,164
2021년01월_여_90~99세,504,46,57,28,60,19,21,21,42,19,15,28,42,27,47,32
2021년01월_여_100세 이상,20,2,0,0,0,0,2,2,2,2,1,3,1,1,3,1
2021년02월_계_총인구수,"127,720","4,643","12,596","2,935","31,046","2,009","2,016","1,497","8,875","2,990","4,001","9,006","10,582","11,239","10,415","13,870"
2021년02월_계_연령구간인구수,"127,720","4,643","12,596","2,935","31,046","2,009","2,016","1,497","8,875","2,990","4,001","9,006","10,582","11,239","10,415","13,870"
2021년02월_계_0~9세,"9,462",117,"1,203",72,"3,807",45,32,18,374,89,118,469,688,867,485,"1,078"
2021년02월_계_10~19세,"12,751",208,"1,424",124,"3,988",96,51,37,813,181,228,678,979,"1,371",964,"1,609"
2021년02월_계_20~29세,"11,091",292,"1,072",173,"2,702",107,88,63,879,215,280,679,976,"1,011",963,"1,591"
2021년02월_계_30~39세,"13,476",314,"1,422",157,"4,588",108,80,69,710,178,275,841,"1,068","1,109",979,"1,578"
2021년02월_계_40~49세,"21,250",537,"2,233",275,"6,557",269,163,115,"1,272",373,528,"1,336","1,589","1,910","1,520","2,573"
2021년02월_계_50~59세,"22,364",932,"2,145",520,"4,543",412,351,306,"1,660",561,821,"1,806","1,786","2,030","2,015","2,476"
2021년02월_계_60~69세,"20,719","1,057","1,660",758,"2,987",483,477,396,"1,674",691,915,"1,842","2,056","1,859","1,933","1,931"
2021년02월_계_70~79세,"11,120",706,922,524,"1,272",301,439,271,"1,033",479,581,963,"1,034",761,"1,070",764
2021년02월_계_80~89세,"4,825",423,440,296,528,167,305,194,407,195,234,351,350,287,416,232
2021년02월_계_90~99세,634,55,74,36,74,21,28,26,50,26,20,38,52,32,66,36
2021년02월_계_100세 이상,28,2,1,0,0,0,2,2,3,2,1,3,4,2,4,2
2021년02월_남_총인구수,"64,198","2,447","6,301","1,509","15,707","1,109","1,039",744,"4,424","1,468","1,981","4,580","5,096","5,512","5,359","6,922"
2021년02월_남_연령구간인구수,"64,198","2,447","6,301","1,509","15,707","1,109","1,039",744,"4,424","1,468","1,981","4,580","5,096","5,512","5,359","6,922"
2021년02월_남_0~9세,"4,749",50,566,41,"1,940",25,19,8,177,34,51,238,341,445,226,588
2021년02월_남_10~19세,"6,594",106,726,67,"2,063",56,25,17,387,85,111,345,520,718,516,852
2021년02월_남_20~29세,"6,196",179,588,106,"1,430",63,53,42,529,129,165,394,549,545,568,856
2021년02월_남_30~39세,"6,919",176,691,88,"2,248",69,46,51,388,97,159,461,570,530,539,806
2021년02월_남_40~49세,"11,461",351,"1,179",180,"3,471",177,108,64,698,223,316,796,806,973,852,"1,267"
2021년02월_남_50~59세,"11,485",551,"1,131",307,"2,344",239,230,177,840,298,432,914,793,981,"1,066","1,182"
2021년02월_남_60~69세,"10,105",574,848,373,"1,462",251,262,217,810,337,422,856,891,916,963,923
2021년02월_남_70~79세,"5,045",330,400,248,580,164,196,115,454,192,248,455,482,331,476,374
2021년02월_남_80~89세,"1,512",123,154,93,155,63,94,49,134,66,71,112,130,67,133,68
2021년02월_남_90~99세,124,7,17,6,14,2,6,4,6,7,6,9,11,5,19,5
2021년02월_남_100세 이상,8,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1
2021년02월_여_총인구수,"63,522","2,196","6,295","1,426","15,339",900,977,753,"4,451","1,522","2,020","4,426","5,486","5,727","5,056","6,948"
2021년02월_여_연령구간인구수,"63,522","2,196","6,295","1,426","15,339",900,977,753,"4,451","1,522","2,020","4,426","5,486","5,727","5,056","6,948"
2021년02월_여_0~9세,"4,713",67,637,31,"1,867",20,13,10,197,55,67,231,347,422,259,490
2021년02월_여_10~19세,"6,157",102,698,57,"1,925",40,26,20,426,96,117,333,459,653,448,757
2021년02월_여_20~29세,"4,895",113,484,67,"1,272",44,35,21,350,86,115,285,427,466,395,735
2021년02월_여_30~39세,"6,557",138,731,69,"2,340",39,34,18,322,81,116,380,498,579,440,772
2021년02월_여_40~49세,"9,789",186,"1,054",95,"3,086",92,55,51,574,150,212,540,783,937,668,"1,306"
2021년02월_여_50~59세,"10,879",381,"1,014",213,"2,199",173,121,129,820,263,389,892,993,"1,049",949,"1,294"
2021년02월_여_60~69세,"10,614",483,812,385,"1,525",232,215,179,864,354,493,986,"1,165",943,970,"1,008"
2021년02월_여_70~79세,"6,075",376,522,276,692,137,243,156,579,287,333,508,552,430,594,390
2021년02월_여_80~89세,"3,313",300,286,203,373,104,211,145,273,129,163,239,220,220,283,164
2021년02월_여_90~99세,510,48,57,30,60,19,22,22,44,19,14,29,41,27,47,31
2021년02월_여_100세 이상,20,2,0,0,0,0,2,2,2,2,1,3,1,1,3,1
2021년03월_계_총인구수,"126,988","4,628","12,579","2,898","30,955","1,986","1,983","1,483","8,815","2,936","3,933","8,938","10,504","11,201","10,337","13,812"
2021년03월_계_연령구간인구수,"126,988","4,628","12,579","2,898","30,955","1,986","1,983","1,483","8,815","2,936","3,933","8,938","10,504","11,201","10,337","13,812"
2021년03월_계_0~9세,"9,346",115,"1,197",69,"3,772",46,30,18,368,89,117,463,679,853,472,"1,058"
2021년03월_계_10~19세,"12,678",208,"1,435",123,"3,979",94,49,33,806,178,219,665,956,"1,360",960,"1,613"
2021년03월_계_20~29세,"10,962",282,"1,058",173,"2,681",108,83,65,876,215,269,655,958,"1,012",956,"1,571"
2021년03월_계_30~39세,"13,294",306,"1,402",148,"4,564",106,79,67,689,169,263,832,"1,060","1,097",956,"1,556"
2021년03월_계_40~49세,"21,097",534,"2,236",267,"6,550",262,160,110,"1,255",361,522,"1,317","1,556","1,905","1,504","2,558"
2021년03월_계_50~59세,"22,196",924,"2,129",513,"4,530",400,345,301,"1,644",551,800,"1,800","1,773","2,026","1,999","2,461"
2021년03월_계_60~69세,"20,772","1,065","1,678",747,"3,002",488,472,401,"1,673",676,909,"1,843","2,067","1,864","1,934","1,953"
2021년03월_계_70~79세,"11,139",711,923,522,"1,276",295,434,267,"1,041",478,577,966,"1,043",766,"1,066",774
2021년03월_계_80~89세,"4,848",426,453,299,524,168,301,192,412,190,236,355,354,283,423,232
2021년03월_계_90~99세,640,55,68,37,77,19,29,28,51,27,21,39,54,33,67,35
2021년03월_계_100세 이상,16,2,0,0,0,0,1,1,0,2,0,3,4,2,0,1
2021년03월_남_총인구수,"63,843","2,441","6,295","1,485","15,667","1,104","1,028",736,"4,387","1,436","1,944","4,542","5,057","5,502","5,328","6,891"
2021년03월_남_연령구간인구수,"63,843","2,441","6,295","1,485","15,667","1,104","1,028",736,"4,387","1,436","1,944","4,542","5,057","5,502","5,328","6,891"
2021년03월_남_0~9세,"4,675",48,569,39,"1,910",25,19,8,172,34,50,232,339,438,221,571
2021년03월_남_10~19세,"6,571",108,732,67,"2,072",54,24,15,388,82,105,338,511,712,511,852
2021년03월_남_20~29세,"6,123",173,578,105,"1,425",64,51,42,517,130,161,376,536,553,568,844
2021년03월_남_30~39세,"6,842",174,682,82,"2,227",70,49,50,380,92,149,459,570,522,534,802
2021년03월_남_40~49세,"11,360",350,"1,178",173,"3,467",177,107,63,688,218,317,784,786,966,833,"1,253"
2021년03월_남_50~59세,"11,442",546,"1,123",304,"2,345",235,224,176,841,294,420,919,786,985,"1,060","1,184"
2021년03월_남_60~69세,"10,124",578,860,365,"1,466",255,258,218,803,324,420,857,897,922,970,931
2021년03월_남_70~79세,"5,058",333,398,248,589,157,198,113,458,191,245,454,488,332,474,380
2021년03월_남_80~89세,"1,521",125,160,96,151,65,91,47,135,64,71,114,129,66,138,69
2021년03월_남_90~99세,123,6,15,6,15,2,7,4,5,7,6,9,12,5,19,5
2021년03월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
2021년03월_여_총인구수,"63,145","2,187","6,284","1,413","15,288",882,955,747,"4,428","1,500","1,989","4,396","5,447","5,699","5,009","6,921"
2021년03월_여_연령구간인구수,"63,145","2,187","6,284","1,413","15,288",882,955,747,"4,428","1,500","1,989","4,396","5,447","5,699","5,009","6,921"
2021년03월_여_0~9세,"4,671",67,628,30,"1,862",21,11,10,196,55,67,231,340,415,251,487
2021년03월_여_10~19세,"6,107",100,703,56,"1,907",40,25,18,418,96,114,327,445,648,449,761
2021년03월_여_20~29세,"4,839",109,480,68,"1,256",44,32,23,359,85,108,279,422,459,388,727
2021년03월_여_30~39세,"6,452",132,720,66,"2,337",36,30,17,309,77,114,373,490,575,422,754
2021년03월_여_40~49세,"9,737",184,"1,058",94,"3,083",85,53,47,567,143,205,533,770,939,671,"1,305"
2021년03월_여_50~59세,"10,754",378,"1,006",209,"2,185",165,121,125,803,257,380,881,987,"1,041",939,"1,277"
2021년03월_여_60~69세,"10,648",487,818,382,"1,536",233,214,183,870,352,489,986,"1,170",942,964,"1,022"
2021년03월_여_70~79세,"6,081",378,525,274,687,138,236,154,583,287,332,512,555,434,592,394
2021년03월_여_80~89세,"3,327",301,293,203,373,103,210,145,277,126,165,241,225,217,285,163
2021년03월_여_90~99세,517,49,53,31,62,17,22,24,46,20,15,30,42,28,48,30
2021년03월_여_100세 이상,12,2,0,0,0,0,1,1,0,2,0,3,1,1,0,1
2021년04월_계_총인구수,"126,798","4,613","12,512","2,888","30,972","1,991","1,980","1,481","8,800","2,914","3,921","8,928","10,491","11,173","10,320","13,814"
2021년04월_계_연령구간인구수,"126,798","4,613","12,512","2,888","30,972","1,991","1,980","1,481","8,800","2,914","3,921","8,928","10,491","11,173","10,320","13,814"
2021년04월_계_0~9세,"9,232",109,"1,181",72,"3,729",46,29,18,365,86,114,455,674,836,469,"1,049"
2021년04월_계_10~19세,"12,679",211,"1,421",118,"4,006",95,49,32,802,174,219,660,953,"1,364",960,"1,615"
2021년04월_계_20~29세,"10,911",284,"1,047",165,"2,687",107,83,66,873,214,265,648,955,"1,010",949,"1,558"
2021년04월_계_30~39세,"13,221",302,"1,386",150,"4,536",106,76,67,686,164,263,833,"1,054","1,086",951,"1,561"
2021년04월_계_40~49세,"21,058",529,"2,222",266,"6,569",260,163,109,"1,250",363,505,"1,310","1,552","1,901","1,499","2,560"
2021년04월_계_50~59세,"22,141",917,"2,127",505,"4,524",404,341,304,"1,635",540,803,"1,808","1,759","2,014","1,998","2,462"
2021년04월_계_60~69세,"20,844","1,066","1,688",756,"3,029",488,474,400,"1,682",669,916,"1,844","2,074","1,872","1,934","1,952"
2021년04월_계_70~79세,"11,181",711,920,519,"1,287",293,432,263,"1,046",486,574,975,"1,052",771,"1,065",787
2021년04월_계_80~89세,"4,867",425,450,300,529,174,301,192,408,188,242,353,359,283,429,234
2021년04월_계_90~99세,648,57,70,37,76,18,31,29,53,28,20,39,55,34,66,35
2021년04월_계_100세 이상,16,2,0,0,0,0,1,1,0,2,0,3,4,2,0,1
2021년04월_남_총인구수,"63,718","2,429","6,268","1,478","15,660","1,108","1,028",737,"4,373","1,424","1,932","4,536","5,048","5,491","5,313","6,893"
2021년04월_남_연령구간인구수,"63,718","2,429","6,268","1,478","15,660","1,108","1,028",737,"4,373","1,424","1,932","4,536","5,048","5,491","5,313","6,893"
2021년04월_남_0~9세,"4,629",44,563,42,"1,893",25,18,8,171,34,49,228,337,428,218,571
2021년04월_남_10~19세,"6,558",111,728,65,"2,079",55,23,15,383,81,107,336,503,715,508,849
2021년04월_남_20~29세,"6,085",173,573,101,"1,426",63,53,42,515,127,156,371,536,552,560,837
2021년04월_남_30~39세,"6,795",173,675,83,"2,207",71,46,51,375,90,146,464,565,514,532,803
2021년04월_남_40~49세,"11,332",346,"1,170",172,"3,470",175,108,63,686,217,310,781,785,964,834,"1,251"
2021년04월_남_50~59세,"11,429",539,"1,121",295,"2,347",236,221,179,839,291,419,924,786,986,"1,059","1,187"
2021년04월_남_60~69세,"10,158",580,866,372,"1,475",257,261,217,809,320,422,851,900,923,972,933
2021년04월_남_70~79세,"5,077",333,396,250,592,156,200,110,455,194,244,459,492,336,474,386
2021년04월_남_80~89세,"1,525",122,160,92,156,68,91,48,135,63,73,114,128,67,137,71
2021년04월_남_90~99세,126,8,16,6,15,2,7,4,5,7,6,8,13,5,19,5
2021년04월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
2021년04월_여_총인구수,"63,080","2,184","6,244","1,410","15,312",883,952,744,"4,427","1,490","1,989","4,392","5,443","5,682","5,007","6,921"
2021년04월_여_연령구간인구수,"63,080","2,184","6,244","1,410","15,312",883,952,744,"4,427","1,490","1,989","4,392","5,443","5,682","5,007","6,921"
2021년04월_여_0~9세,"4,603",65,618,30,"1,836",21,11,10,194,52,65,227,337,408,251,478
2021년04월_여_10~19세,"6,121",100,693,53,"1,927",40,26,17,419,93,112,324,450,649,452,766
2021년04월_여_20~29세,"4,826",111,474,64,"1,261",44,30,24,358,87,109,277,419,458,389,721
2021년04월_여_30~39세,"6,426",129,711,67,"2,329",35,30,16,311,74,117,369,489,572,419,758
2021년04월_여_40~49세,"9,726",183,"1,052",94,"3,099",85,55,46,564,146,195,529,767,937,665,"1,309"
2021년04월_여_50~59세,"10,712",378,"1,006",210,"2,177",168,120,125,796,249,384,884,973,"1,028",939,"1,275"
2021년04월_여_60~69세,"10,686",486,822,384,"1,554",231,213,183,873,349,494,993,"1,174",949,962,"1,019"
2021년04월_여_70~79세,"6,104",378,524,269,695,137,232,153,591,292,330,516,560,435,591,401
2021년04월_여_80~89세,"3,342",303,290,208,373,106,210,144,273,125,169,239,231,216,292,163
2021년04월_여_90~99세,522,49,54,31,61,16,24,25,48,21,14,31,42,29,47,30
2021년04월_여_100세 이상,12,2,0,0,0,0,1,1,0,2,0,3,1,1,0,1
2021년05월_계_총인구수,"126,587","4,614","12,510","2,865","30,969","1,986","1,985","1,471","8,767","2,882","3,930","8,884","10,506","11,161","10,253","13,804"
2021년05월_계_연령구간인구수,"126,587","4,614","12,510","2,865","30,969","1,986","1,985","1,471","8,767","2,882","3,930","8,884","10,506","11,161","10,253","13,804"
2021년05월_계_0~9세,"9,151",106,"1,176",68,"3,711",44,28,18,368,86,113,444,672,827,456,"1,034"
2021년05월_계_10~19세,"12,655",208,"1,424",113,"4,017",93,52,29,799,168,216,660,952,"1,368",941,"1,615"
2021년05월_계_20~29세,"10,892",287,"1,045",163,"2,699",106,83,64,871,211,268,642,945,"1,001",944,"1,563"
2021년05월_계_30~39세,"13,076",300,"1,371",143,"4,509",103,75,68,671,161,262,815,"1,054","1,072",935,"1,537"
2021년05월_계_40~49세,"21,015",529,"2,232",263,"6,574",261,165,107,"1,243",351,506,"1,304","1,544","1,908","1,476","2,552"
2021년05월_계_50~59세,"22,108",909,"2,126",502,"4,520",408,339,298,"1,624",533,793,"1,798","1,770","2,016","1,992","2,480"
2021년05월_계_60~69세,"20,928","1,077","1,688",755,"3,046",489,477,402,"1,686",671,930,"1,836","2,090","1,879","1,943","1,959"
2021년05월_계_70~79세,"11,205",711,925,520,"1,290",288,434,262,"1,043",483,574,990,"1,051",772,"1,068",794
2021년05월_계_80~89세,"4,894",428,454,299,525,176,302,194,408,187,248,353,370,285,432,233
2021년05월_계_90~99세,646,56,69,39,78,18,29,28,54,29,20,39,54,32,66,35
2021년05월_계_100세 이상,17,3,0,0,0,0,1,1,0,2,0,3,4,1,0,2
2021년05월_남_총인구수,"63,585","2,429","6,260","1,465","15,657","1,105","1,032",730,"4,364","1,405","1,938","4,515","5,038","5,482","5,272","6,893"
2021년05월_남_연령구간인구수,"63,585","2,429","6,260","1,465","15,657","1,105","1,032",730,"4,364","1,405","1,938","4,515","5,038","5,482","5,272","6,893"
2021년05월_남_0~9세,"4,588",42,558,39,"1,880",25,17,8,176,35,49,225,335,424,213,562
2021년05월_남_10~19세,"6,544",111,723,61,"2,097",55,25,14,382,79,105,335,498,719,494,846
2021년05월_남_20~29세,"6,075",174,575,101,"1,423",61,53,39,517,122,158,372,533,547,559,841
2021년05월_남_30~39세,"6,703",172,665,80,"2,192",69,44,51,364,87,146,451,560,508,516,798
2021년05월_남_40~49세,"11,294",347,"1,173",171,"3,460",175,110,62,687,210,309,777,779,966,824,"1,244"
2021년05월_남_50~59세,"11,430",532,"1,122",293,"2,356",240,220,176,831,290,415,918,788,984,"1,060","1,205"
2021년05월_남_60~69세,"10,190",587,864,371,"1,484",257,264,217,817,319,428,845,906,928,973,930
2021년05월_남_70~79세,"5,089",332,404,250,593,153,200,110,450,192,244,470,492,332,477,390
2021년05월_남_80~89세,"1,545",124,160,93,157,68,93,49,135,64,78,114,132,69,137,72
2021년05월_남_90~99세,124,8,16,6,15,2,6,4,5,7,6,8,12,5,19,5
2021년05월_남_100세 이상,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2021년05월_여_총인구수,"63,002","2,185","6,250","1,400","15,312",881,953,741,"4,403","1,477","1,992","4,369","5,468","5,679","4,981","6,911"
2021년05월_여_연령구간인구수,"63,002","2,185","6,250","1,400","15,312",881,953,741,"4,403","1,477","1,992","4,369","5,468","5,679","4,981","6,911"
2021년05월_여_0~9세,"4,563",64,618,29,"1,831",19,11,10,192,51,64,219,337,403,243,472
2021년05월_여_10~19세,"6,111",97,701,52,"1,920",38,27,15,417,89,111,325,454,649,447,769
2021년05월_여_20~29세,"4,817",113,470,62,"1,276",45,30,25,354,89,110,270,412,454,385,722
2021년05월_여_30~39세,"6,373",128,706,63,"2,317",34,31,17,307,74,116,364,494,564,419,739
2021년05월_여_40~49세,"9,721",182,"1,059",92,"3,114",86,55,45,556,141,197,527,765,942,652,"1,308"
2021년05월_여_50~59세,"10,678",377,"1,004",209,"2,164",168,119,122,793,243,378,880,982,"1,032",932,"1,275"
2021년05월_여_60~69세,"10,738",490,824,384,"1,562",232,213,185,869,352,502,991,"1,184",951,970,"1,029"
2021년05월_여_70~79세,"6,116",379,521,270,697,135,234,152,593,291,330,520,559,440,591,404
2021년05월_여_80~89세,"3,349",304,294,206,368,108,209,145,273,123,170,239,238,216,295,161
2021년05월_여_90~99세,522,48,53,33,63,16,23,24,49,22,14,31,42,27,47,30
2021년05월_여_100세 이상,14,3,0,0,0,0,1,1,0,2,0,3,1,1,0,2
2021년06월_계_총인구수,"126,413","4,602","12,473","2,850","30,948","1,984","1,986","1,463","8,802","2,873","3,907","8,869","10,517","11,129","10,214","13,796"
2021년06월_계_연령구간인구수,"126,413","4,602","12,473","2,850","30,948","1,984","1,986","1,463","8,802","2,873","3,907","8,869","10,517","11,129","10,214","13,796"
2021년06월_계_0~9세,"9,062",105,"1,154",67,"3,669",44,27,17,383,86,112,440,668,816,448,"1,026"
2021년06월_계_10~19세,"12,669",205,"1,427",113,"4,035",92,54,28,806,164,213,657,962,"1,361",947,"1,605"
2021년06월_계_20~29세,"10,848",289,"1,041",159,"2,707",105,83,64,863,209,262,636,937,"1,001",931,"1,561"
2021년06월_계_30~39세,"12,995",296,"1,367",141,"4,479",103,75,67,675,158,259,810,"1,045","1,058",921,"1,541"
2021년06월_계_40~49세,"20,954",526,"2,216",264,"6,568",260,160,105,"1,239",353,498,"1,296","1,544","1,909","1,473","2,543"
2021년06월_계_50~59세,"22,044",904,"2,118",494,"4,519",405,337,294,"1,628",528,790,"1,791","1,783","2,012","1,981","2,460"
2021년06월_계_60~69세,"21,041","1,079","1,691",751,"3,082",492,484,404,"1,701",669,924,"1,843","2,097","1,890","1,945","1,989"
2021년06월_계_70~79세,"11,214",712,930,522,"1,289",286,433,258,"1,043",484,577,995,"1,052",767,"1,066",800
2021년06월_계_80~89세,"4,916",428,460,300,520,180,302,196,411,190,252,359,368,280,436,234
2021년06월_계_90~99세,653,55,69,39,80,17,30,29,53,30,20,39,57,34,66,35
2021년06월_계_100세 이상,17,3,0,0,0,0,1,1,0,2,0,3,4,1,0,2
2021년06월_남_총인구수,"63,516","2,428","6,248","1,458","15,648","1,107","1,031",727,"4,382","1,398","1,928","4,503","5,044","5,467","5,252","6,895"
2021년06월_남_연령구간인구수,"63,516","2,428","6,248","1,458","15,648","1,107","1,031",727,"4,382","1,398","1,928","4,503","5,044","5,467","5,252","6,895"
2021년06월_남_0~9세,"4,560",42,553,38,"1,867",24,16,8,185,35,49,222,339,420,208,554
2021년06월_남_10~19세,"6,544",110,723,61,"2,103",54,26,14,385,77,102,333,499,716,499,842
2021년06월_남_20~29세,"6,064",174,574,99,"1,426",62,53,39,514,121,158,367,525,544,556,852
2021년06월_남_30~39세,"6,666",174,664,81,"2,172",68,44,51,366,87,145,449,556,504,508,797
2021년06월_남_40~49세,"11,256",347,"1,164",170,"3,462",175,105,62,681,208,307,774,778,967,816,"1,240"
2021년06월_남_50~59세,"11,405",532,"1,118",290,"2,354",240,220,173,837,288,410,911,799,980,"1,055","1,198"
2021년06월_남_60~69세,"10,244",586,863,368,"1,501",260,268,217,821,319,428,851,907,935,977,943
2021년06월_남_70~79세,"5,096",333,410,251,593,150,199,108,451,191,243,470,495,332,477,393
2021년06월_남_80~89세,"1,553",122,162,94,155,72,94,51,137,65,80,118,131,64,137,71
2021년06월_남_90~99세,125,8,17,6,15,2,6,4,5,7,6,8,12,5,19,5
2021년06월_남_100세 이상,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2021년06월_여_총인구수,"62,897","2,174","6,225","1,392","15,300",877,955,736,"4,420","1,475","1,979","4,366","5,473","5,662","4,962","6,901"
2021년06월_여_연령구간인구수,"62,897","2,174","6,225","1,392","15,300",877,955,736,"4,420","1,475","1,979","4,366","5,473","5,662","4,962","6,901"
2021년06월_여_0~9세,"4,502",63,601,29,"1,802",20,11,9,198,51,63,218,329,396,240,472
2021년06월_여_10~19세,"6,125",95,704,52,"1,932",38,28,14,421,87,111,324,463,645,448,763
2021년06월_여_20~29세,"4,784",115,467,60,"1,281",43,30,25,349,88,104,269,412,457,375,709
2021년06월_여_30~39세,"6,329",122,703,60,"2,307",35,31,16,309,71,114,361,489,554,413,744
2021년06월_여_40~49세,"9,698",179,"1,052",94,"3,106",85,55,43,558,145,191,522,766,942,657,"1,303"
2021년06월_여_50~59세,"10,639",372,"1,000",204,"2,165",165,117,121,791,240,380,880,984,"1,032",926,"1,262"
2021년06월_여_60~69세,"10,797",493,828,383,"1,581",232,216,187,880,350,496,992,"1,190",955,968,"1,046"
2021년06월_여_70~79세,"6,118",379,520,271,696,136,234,150,592,293,334,525,557,435,589,407
2021년06월_여_80~89세,"3,363",306,298,206,365,108,208,145,274,125,172,241,237,216,299,163
2021년06월_여_90~99세,528,47,52,33,65,15,24,25,48,23,14,31,45,29,47,30
2021년06월_여_100세 이상,14,3,0,0,0,0,1,1,0,2,0,3,1,1,0,2
2021년07월_계_총인구수,"126,312","4,595","12,448","2,860","30,972","1,986","1,978","1,456","8,811","2,874","3,884","8,849","10,517","11,113","10,198","13,771"
2021년07월_계_연령구간인구수,"126,312","4,595","12,448","2,860","30,972","1,986","1,978","1,456","8,811","2,874","3,884","8,849","10,517","11,113","10,198","13,771"
2021년07월_계_0~9세,"8,975",104,"1,140",65,"3,641",44,27,17,383,89,110,436,665,797,443,"1,014"
2021년07월_계_10~19세,"12,681",204,"1,430",113,"4,054",94,54,27,801,163,207,652,964,"1,367",955,"1,596"
2021년07월_계_20~29세,"10,798",288,"1,036",162,"2,696",106,80,59,860,207,264,642,933,"1,003",915,"1,547"
2021년07월_계_30~39세,"12,920",299,"1,335",144,"4,465",99,75,67,673,157,257,808,"1,045","1,046",914,"1,536"
2021년07월_계_40~49세,"20,955",522,"2,223",264,"6,572",258,162,105,"1,243",351,496,"1,289","1,546","1,896","1,481","2,547"
