카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2020년12월_여_40~49세,"1,425",157,4,229,5,5,51,10,126,75,152,111,7,85,20,5,27,8,66,65,46,71,10,28,62
2020년12월_여_50~59세,"2,765",305,18,471,16,13,100,22,225,182,240,157,19,163,27,16,40,18,116,108,86,173,24,69,157
2020년12월_여_60~69세,"3,433",377,19,546,28,23,111,38,273,212,319,201,21,166,30,20,34,27,153,116,161,243,28,99,188
2020년12월_여_70~79세,"3,525",427,28,433,36,29,171,27,290,234,334,225,13,189,25,14,22,20,147,107,158,268,19,121,188
2020년12월_여_80~89세,"2,784",311,27,316,16,15,112,17,179,160,238,223,14,146,16,20,23,15,145,98,132,247,20,101,193
2020년12월_여_90~99세,404,53,1,58,1,1,14,1,16,17,40,24,2,39,1,2,0,4,17,11,18,48,1,15,20
2020년12월_여_100세 이상,13,1,0,3,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,1,0,0,0,0
2021년01월_계_총인구수,"38,768","4,197",240,"5,785",243,225,"1,468",315,"3,148","2,250","3,546","2,501",221,"2,297",475,228,490,323,"1,764","1,544","1,547","2,700",273,966,"2,022"
2021년01월_계_연령구간인구수,"38,768","4,197",240,"5,785",243,225,"1,468",315,"3,148","2,250","3,546","2,501",221,"2,297",475,228,490,323,"1,764","1,544","1,547","2,700",273,966,"2,022"
2021년01월_계_0~9세,"1,529",132,5,221,10,13,45,6,172,81,137,104,9,70,13,15,27,11,77,70,72,117,11,19,92
2021년01월_계_10~19세,"2,038",226,6,286,6,6,47,11,221,97,214,218,5,123,28,14,30,20,107,101,63,99,8,30,72
2021년01월_계_20~29세,"2,755",281,13,503,9,6,100,21,227,135,214,163,8,203,64,17,47,33,119,133,81,195,16,46,121
2021년01월_계_30~39세,"2,658",256,16,414,15,11,92,18,213,136,228,166,13,190,57,14,50,25,120,121,104,178,31,63,127
2021년01월_계_40~49세,"4,273",441,15,635,22,20,192,35,398,209,410,267,31,295,83,27,89,41,196,213,158,215,25,80,176
2021년01월_계_50~59세,"7,010",770,54,"1,103",38,36,287,68,561,431,637,382,61,438,96,45,106,63,312,281,234,453,46,143,365
2021년01월_계_60~69세,"7,641",850,51,"1,238",64,48,234,71,590,452,690,456,45,392,70,45,69,66,332,283,335,552,63,218,427
2021년01월_계_70~79세,"6,372",734,41,824,55,56,289,58,504,426,627,411,30,324,39,25,41,41,284,198,289,477,45,214,340
2021년01월_계_80~89세,"3,970",442,37,482,22,27,165,26,244,258,341,305,16,215,24,23,31,18,194,127,189,352,25,135,272
2021년01월_계_90~99세,505,64,2,76,2,2,17,1,18,24,48,28,2,42,1,3,0,5,23,15,20,61,3,18,30
2021년01월_계_100세 이상,17,1,0,3,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,2,2,1,0,0,0
2021년01월_남_총인구수,"20,665","2,190",126,"3,118",123,131,799,183,"1,678","1,188","1,862","1,281",129,"1,273",310,127,281,193,936,842,811,"1,401",151,483,"1,049"
2021년01월_남_연령구간인구수,"20,665","2,190",126,"3,118",123,131,799,183,"1,678","1,188","1,862","1,281",129,"1,273",310,127,281,193,936,842,811,"1,401",151,483,"1,049"
2021년01월_남_0~9세,776,73,2,116,4,11,21,2,81,44,71,52,6,30,8,7,13,5,35,30,38,60,6,10,51
2021년01월_남_10~19세,"1,059",110,2,132,2,4,25,9,120,53,104,104,3,73,16,9,19,10,60,55,27,56,6,16,44
2021년01월_남_20~29세,"1,656",178,10,285,6,4,60,11,141,78,111,104,3,125,45,9,22,22,76,75,50,116,12,38,75
2021년01월_남_30~39세,"1,694",153,9,271,10,9,67,16,128,96,143,108,6,124,46,10,38,14,69,69,66,105,21,39,77
2021년01월_남_40~49세,"2,863",288,11,411,17,16,137,25,272,133,263,160,25,209,63,22,64,33,127,149,112,146,15,52,113
2021년01월_남_50~59세,"4,259",465,36,633,22,23,191,46,341,252,395,222,42,278,69,29,64,45,196,171,151,281,23,75,209
2021년01월_남_60~69세,"4,208",472,32,693,36,25,122,34,314,237,374,256,24,228,41,26,34,39,181,165,173,306,36,122,238
2021년01월_남_70~79세,"2,875",311,13,393,19,26,121,31,218,195,290,188,17,135,14,11,20,22,138,93,134,211,25,95,155
2021년01월_남_80~89세,"1,177",130,11,170,6,12,52,9,61,94,104,80,3,68,8,3,7,2,49,30,56,107,5,33,77
2021년01월_남_90~99세,93,10,0,13,1,1,3,0,2,6,7,7,0,2,0,1,0,1,5,4,3,12,2,3,10
2021년01월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년01월_여_총인구수,"18,103","2,007",114,"2,667",120,94,669,132,"1,470","1,062","1,684","1,220",92,"1,024",165,101,209,130,828,702,736,"1,299",122,483,973
2021년01월_여_연령구간인구수,"18,103","2,007",114,"2,667",120,94,669,132,"1,470","1,062","1,684","1,220",92,"1,024",165,101,209,130,828,702,736,"1,299",122,483,973
2021년01월_여_0~9세,753,59,3,105,6,2,24,4,91,37,66,52,3,40,5,8,14,6,42,40,34,57,5,9,41
2021년01월_여_10~19세,979,116,4,154,4,2,22,2,101,44,110,114,2,50,12,5,11,10,47,46,36,43,2,14,28
2021년01월_여_20~29세,"1,099",103,3,218,3,2,40,10,86,57,103,59,5,78,19,8,25,11,43,58,31,79,4,8,46
2021년01월_여_30~39세,964,103,7,143,5,2,25,2,85,40,85,58,7,66,11,4,12,11,51,52,38,73,10,24,50
2021년01월_여_40~49세,"1,410",153,4,224,5,4,55,10,126,76,147,107,6,86,20,5,25,8,69,64,46,69,10,28,63
2021년01월_여_50~59세,"2,751",305,18,470,16,13,96,22,220,179,242,160,19,160,27,16,42,18,116,110,83,172,23,68,156
2021년01월_여_60~69세,"3,433",378,19,545,28,23,112,37,276,215,316,200,21,164,29,19,35,27,151,118,162,246,27,96,189
2021년01월_여_70~79세,"3,497",423,28,431,36,30,168,27,286,231,337,223,13,189,25,14,21,19,146,105,155,266,20,119,185
2021년01월_여_80~89세,"2,793",312,26,312,16,15,113,17,183,164,237,225,13,147,16,20,24,16,145,97,133,245,20,102,195
2021년01월_여_90~99세,412,54,2,63,1,1,14,1,16,18,41,21,2,40,1,2,0,4,18,11,17,49,1,15,20
2021년01월_여_100세 이상,12,1,0,2,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,1,0,0,0,0
2021년02월_계_총인구수,"38,907","4,226",243,"5,795",247,227,"1,463",309,"3,182","2,265","3,555","2,513",221,"2,300",465,223,483,322,"1,764","1,551","1,561","2,700",275,974,"2,043"
2021년02월_계_연령구간인구수,"38,907","4,226",243,"5,795",247,227,"1,463",309,"3,182","2,265","3,555","2,513",221,"2,300",465,223,483,322,"1,764","1,551","1,561","2,700",275,974,"2,043"
2021년02월_계_0~9세,"1,539",136,5,217,9,13,40,7,175,78,145,103,9,72,13,15,24,11,74,71,75,117,11,23,96
2021년02월_계_10~19세,"2,034",230,6,295,6,6,46,10,226,101,207,211,5,117,24,14,29,20,110,103,62,96,8,31,71
2021년02월_계_20~29세,"2,729",275,13,488,8,7,98,19,229,136,213,168,8,206,59,16,44,32,120,129,84,194,17,45,121
2021년02월_계_30~39세,"2,689",256,16,417,19,11,89,17,215,137,234,174,13,190,60,14,53,26,116,122,109,176,32,64,129
2021년02월_계_40~49세,"4,327",448,16,641,23,21,189,34,406,213,410,267,31,303,81,26,87,42,196,213,165,221,25,86,183
2021년02월_계_50~59세,"7,028",770,52,"1,100",37,35,294,67,575,426,631,388,61,432,97,44,107,64,312,283,236,458,46,141,372
2021년02월_계_60~69세,"7,667",866,54,"1,239",65,49,236,69,589,464,701,458,45,389,67,45,68,64,329,285,330,551,63,216,425
2021년02월_계_70~79세,"6,356",725,41,838,56,55,282,57,503,420,620,408,30,328,40,24,40,40,286,200,286,476,45,212,344
2021년02월_계_80~89세,"4,008",454,38,482,22,28,171,28,247,264,345,307,16,214,23,22,31,18,196,128,191,352,25,137,269
2021년02월_계_90~99세,513,65,2,75,2,2,18,1,17,25,49,28,2,44,1,3,0,5,25,15,21,58,3,19,33
2021년02월_계_100세 이상,17,1,0,3,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,2,2,1,0,0,0
2021년02월_남_총인구수,"20,740","2,201",128,"3,126",125,132,798,181,"1,693","1,192","1,871","1,286",128,"1,271",301,125,281,192,935,844,821,"1,402",153,485,"1,069"
2021년02월_남_연령구간인구수,"20,740","2,201",128,"3,126",125,132,798,181,"1,693","1,192","1,871","1,286",128,"1,271",301,125,281,192,935,844,821,"1,402",153,485,"1,069"
2021년02월_남_0~9세,773,77,2,113,4,11,18,3,76,43,77,51,6,30,8,7,11,5,34,30,38,59,6,12,52
2021년02월_남_10~19세,"1,055",113,2,139,2,4,25,9,123,54,100,98,3,69,15,9,18,10,61,55,26,54,6,17,43
2021년02월_남_20~29세,"1,647",175,10,282,5,5,59,10,142,79,108,108,3,125,40,9,22,21,75,74,51,115,13,38,78
2021년02월_남_30~39세,"1,705",149,9,273,13,9,66,15,126,94,148,111,6,124,48,10,40,15,65,70,69,106,22,37,80
2021년02월_남_40~49세,"2,893",290,12,412,17,16,136,25,276,136,262,159,24,217,61,21,64,34,128,147,116,151,15,56,118
2021년02월_남_50~59세,"4,279",464,36,633,20,22,197,46,354,245,395,226,42,273,69,28,66,45,197,173,153,284,23,74,214
2021년02월_남_60~69세,"4,224",479,33,693,37,26,122,33,315,245,379,257,24,225,39,26,34,38,180,165,173,306,36,120,239
2021년02월_남_70~79세,"2,865",307,13,398,20,25,117,29,218,191,288,186,17,137,14,11,19,21,141,94,132,210,25,94,158
2021년02월_남_80~89세,"1,198",137,11,169,6,13,55,11,61,99,107,83,3,68,7,3,7,2,49,31,58,105,5,34,74
2021년02월_남_90~99세,96,10,0,13,1,1,3,0,2,6,7,7,0,2,0,1,0,1,5,4,4,11,2,3,13
2021년02월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년02월_여_총인구수,"18,167","2,025",115,"2,669",122,95,665,128,"1,489","1,073","1,684","1,227",93,"1,029",164,98,202,130,829,707,740,"1,298",122,489,974
2021년02월_여_연령구간인구수,"18,167","2,025",115,"2,669",122,95,665,128,"1,489","1,073","1,684","1,227",93,"1,029",164,98,202,130,829,707,740,"1,298",122,489,974
2021년02월_여_0~9세,766,59,3,104,5,2,22,4,99,35,68,52,3,42,5,8,13,6,40,41,37,58,5,11,44
2021년02월_여_10~19세,979,117,4,156,4,2,21,1,103,47,107,113,2,48,9,5,11,10,49,48,36,42,2,14,28
2021년02월_여_20~29세,"1,082",100,3,206,3,2,39,9,87,57,105,60,5,81,19,7,22,11,45,55,33,79,4,7,43
2021년02월_여_30~39세,984,107,7,144,6,2,23,2,89,43,86,63,7,66,12,4,13,11,51,52,40,70,10,27,49
2021년02월_여_40~49세,"1,434",158,4,229,6,5,53,9,130,77,148,108,7,86,20,5,23,8,68,66,49,70,10,30,65
2021년02월_여_50~59세,"2,749",306,16,467,17,13,97,21,221,181,236,162,19,159,28,16,41,19,115,110,83,174,23,67,158
2021년02월_여_60~69세,"3,443",387,21,546,28,23,114,36,274,219,322,201,21,164,28,19,34,26,149,120,157,245,27,96,186
2021년02월_여_70~79세,"3,491",418,28,440,36,30,165,28,285,229,332,222,13,191,26,13,21,19,145,106,154,266,20,118,186
2021년02월_여_80~89세,"2,810",317,27,313,16,15,116,17,186,165,238,224,13,146,16,19,24,16,147,97,133,247,20,103,195
2021년02월_여_90~99세,417,55,2,62,1,1,15,1,15,19,42,21,2,42,1,2,0,4,20,11,17,47,1,16,20
2021년02월_여_100세 이상,12,1,0,2,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,1,0,0,0,0
2021년03월_계_총인구수,"38,719","4,206",243,"5,757",236,231,"1,470",310,"3,198","2,272","3,530","2,511",217,"2,246",448,218,486,320,"1,739","1,533","1,559","2,694",277,975,"2,043"
2021년03월_계_연령구간인구수,"38,719","4,206",243,"5,757",236,231,"1,470",310,"3,198","2,272","3,530","2,511",217,"2,246",448,218,486,320,"1,739","1,533","1,559","2,694",277,975,"2,043"
2021년03월_계_0~9세,"1,540",142,5,210,8,15,42,7,172,77,148,106,8,75,11,14,27,11,71,70,78,113,12,22,96
2021년03월_계_10~19세,"2,016",227,6,295,4,6,44,9,230,102,201,207,6,117,23,15,28,20,103,105,62,96,8,31,71
2021년03월_계_20~29세,"2,706",268,13,480,9,7,101,19,228,140,215,169,8,198,53,16,44,31,116,132,83,192,18,45,121
2021년03월_계_30~39세,"2,653",250,15,410,17,12,90,16,212,135,232,175,13,185,56,14,53,27,117,119,106,177,30,64,128
2021년03월_계_40~49세,"4,288",444,17,629,20,22,186,36,410,214,406,262,28,302,80,25,87,42,192,208,162,225,26,87,178
2021년03월_계_50~59세,"6,955",747,52,"1,094",34,34,293,67,577,429,622,389,61,429,94,43,108,62,306,272,236,449,46,140,371
2021년03월_계_60~69세,"7,710",882,54,"1,250",65,50,245,68,598,470,698,458,46,370,68,44,68,64,329,285,336,553,64,216,429
2021년03월_계_70~79세,"6,302",723,41,821,54,55,275,57,503,415,616,408,30,315,40,23,40,40,286,200,278,479,44,213,346
2021년03월_계_80~89세,"4,032",461,38,495,23,28,176,30,249,267,344,307,15,208,23,22,30,17,196,126,193,350,26,137,271
2021년03월_계_90~99세,506,62,2,72,2,2,18,1,19,22,48,29,2,44,0,2,1,6,23,14,23,59,3,20,32
2021년03월_계_100세 이상,11,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년03월_남_총인구수,"20,664","2,197",128,"3,114",117,131,801,180,"1,701","1,198","1,867","1,285",125,"1,249",290,121,282,189,926,833,821,"1,399",153,488,"1,069"
2021년03월_남_연령구간인구수,"20,664","2,197",128,"3,114",117,131,801,180,"1,701","1,198","1,867","1,285",125,"1,249",290,121,282,189,926,833,821,"1,399",153,488,"1,069"
2021년03월_남_0~9세,779,80,2,111,3,11,19,3,76,43,80,51,6,31,7,7,12,5,34,31,41,56,7,11,52
2021년03월_남_10~19세,"1,041",112,2,138,1,4,24,8,125,55,97,95,3,70,14,9,18,10,56,55,26,53,6,17,43
2021년03월_남_20~29세,"1,626",169,10,280,5,5,59,10,139,80,111,105,3,120,36,9,22,19,73,75,50,116,13,39,78
2021년03월_남_30~39세,"1,700",150,9,269,12,9,66,14,124,95,152,116,6,120,47,10,39,16,68,70,67,107,20,36,78
2021년03월_남_40~49세,"2,872",289,12,406,14,16,137,27,276,136,257,158,22,218,60,20,63,34,127,142,112,154,16,57,119
2021년03월_남_50~59세,"4,238",449,37,633,19,21,194,45,353,246,392,228,41,276,65,27,68,44,193,166,154,278,23,75,211
2021년03월_남_60~69세,"4,260",490,32,699,36,26,129,32,325,249,379,258,25,216,40,26,34,37,181,165,178,306,36,120,241
2021년03월_남_70~79세,"2,849",309,13,391,20,25,115,28,217,191,288,186,17,132,14,10,19,21,140,94,128,212,25,95,159
2021년03월_남_80~89세,"1,202",139,11,175,6,13,55,13,64,98,105,81,2,63,7,3,6,2,49,30,59,105,5,35,76
2021년03월_남_90~99세,93,10,0,12,1,1,3,0,2,5,6,7,0,2,0,0,1,1,5,4,5,11,2,3,12
2021년03월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년03월_여_총인구수,"18,055","2,009",115,"2,643",119,100,669,130,"1,497","1,074","1,663","1,226",92,997,158,97,204,131,813,700,738,"1,295",124,487,974
2021년03월_여_연령구간인구수,"18,055","2,009",115,"2,643",119,100,669,130,"1,497","1,074","1,663","1,226",92,997,158,97,204,131,813,700,738,"1,295",124,487,974
2021년03월_여_0~9세,761,62,3,99,5,4,23,4,96,34,68,55,2,44,4,7,15,6,37,39,37,57,5,11,44
2021년03월_여_10~19세,975,115,4,157,3,2,20,1,105,47,104,112,3,47,9,6,10,10,47,50,36,43,2,14,28
2021년03월_여_20~29세,"1,080",99,3,200,4,2,42,9,89,60,104,64,5,78,17,7,22,12,43,57,33,76,5,6,43
2021년03월_여_30~39세,953,100,6,141,5,3,24,2,88,40,80,59,7,65,9,4,14,11,49,49,39,70,10,28,50
2021년03월_여_40~49세,"1,416",155,5,223,6,6,49,9,134,78,149,104,6,84,20,5,24,8,65,66,50,71,10,30,59
2021년03월_여_50~59세,"2,717",298,15,461,15,13,99,22,224,183,230,161,20,153,29,16,40,18,113,106,82,171,23,65,160
2021년03월_여_60~69세,"3,450",392,22,551,29,24,116,36,273,221,319,200,21,154,28,18,34,27,148,120,158,247,28,96,188
2021년03월_여_70~79세,"3,453",414,28,430,34,30,160,29,286,224,328,222,13,183,26,13,21,19,146,106,150,267,19,118,187
2021년03월_여_80~89세,"2,830",322,27,320,17,15,121,17,185,169,239,226,13,145,16,19,24,15,147,96,134,245,21,102,195
2021년03월_여_90~99세,413,52,2,60,1,1,15,1,17,17,42,22,2,42,0,2,0,5,18,10,18,48,1,17,20
2021년03월_여_100세 이상,7,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021년04월_계_총인구수,"38,741","4,218",242,"5,762",235,225,"1,468",313,"3,206","2,276","3,517","2,499",217,"2,240",451,218,483,320,"1,741","1,543","1,567","2,693",281,984,"2,042"
2021년04월_계_연령구간인구수,"38,741","4,218",242,"5,762",235,225,"1,468",313,"3,206","2,276","3,517","2,499",217,"2,240",451,218,483,320,"1,741","1,543","1,567","2,693",281,984,"2,042"
2021년04월_계_0~9세,"1,532",145,5,214,8,15,41,8,166,73,145,105,8,77,11,12,23,10,70,71,79,114,12,23,97
2021년04월_계_10~19세,"2,013",228,6,290,4,5,45,10,234,102,200,204,6,117,21,17,26,21,103,102,66,95,8,31,72
2021년04월_계_20~29세,"2,698",271,13,473,9,7,98,19,226,139,212,166,8,194,56,17,46,31,116,134,82,193,19,49,120
2021년04월_계_30~39세,"2,640",249,15,418,17,13,88,17,215,133,228,171,14,182,53,15,52,24,117,121,105,174,31,64,124
2021년04월_계_40~49세,"4,286",442,17,628,21,21,186,36,413,215,402,266,28,301,81,25,87,42,193,210,160,222,27,84,179
2021년04월_계_50~59세,"6,948",750,49,"1,088",34,33,291,68,575,433,620,384,61,424,97,42,108,64,310,270,239,449,44,144,371
2021년04월_계_60~69세,"7,754",889,55,"1,262",62,47,247,67,604,480,700,461,44,373,69,44,70,63,326,288,334,552,66,218,433
2021년04월_계_70~79세,"6,291",715,42,822,54,55,274,58,503,408,610,405,31,319,39,23,40,40,288,204,281,480,44,212,344
2021년04월_계_80~89세,"4,060",468,38,493,24,27,180,29,251,269,349,308,15,206,23,22,30,19,195,126,197,354,27,138,272
2021년04월_계_90~99세,508,61,2,73,2,2,18,1,19,23,51,28,2,44,1,1,1,6,23,15,22,59,3,21,30
2021년04월_계_100세 이상,11,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년04월_남_총인구수,"20,679","2,203",128,"3,110",116,129,801,181,"1,705","1,197","1,860","1,280",124,"1,245",292,123,282,189,928,838,829,"1,400",154,491,"1,074"
2021년04월_남_연령구간인구수,"20,679","2,203",128,"3,110",116,129,801,181,"1,705","1,197","1,860","1,280",124,"1,245",292,123,282,189,928,838,829,"1,400",154,491,"1,074"
2021년04월_남_0~9세,776,82,2,112,3,11,19,3,75,41,79,50,6,33,7,6,10,4,33,32,42,57,7,11,51
2021년04월_남_10~19세,"1,035",113,2,135,1,3,24,9,124,53,96,95,3,70,12,10,17,11,56,54,28,51,6,18,44
2021년04월_남_20~29세,"1,627",168,10,278,5,5,58,10,140,80,109,104,3,118,39,10,23,19,72,76,52,118,13,40,77
2021년04월_남_30~39세,"1,682",150,9,270,12,10,66,14,124,93,148,112,6,117,44,11,39,15,69,71,65,105,20,36,76
2021년04월_남_40~49세,"2,875",286,13,404,14,16,135,27,281,139,256,163,22,217,61,20,63,32,127,143,111,152,16,56,121
2021년04월_남_50~59세,"4,239",449,34,633,19,21,193,46,349,247,394,226,41,273,68,27,69,46,196,166,156,277,23,75,211
2021년04월_남_60~69세,"4,271",494,33,701,35,25,130,31,329,250,378,257,23,216,40,26,35,37,179,164,177,306,37,121,247
2021년04월_남_70~79세,"2,850",306,14,389,20,25,115,28,216,189,284,185,18,135,14,10,19,21,141,97,132,213,25,95,159
2021년04월_남_80~89세,"1,225",144,11,175,6,12,58,13,65,99,110,81,2,63,7,3,6,3,50,30,61,108,5,36,77
2021년04월_남_90~99세,95,11,0,13,1,1,3,0,2,6,6,7,0,2,0,0,1,1,5,4,4,12,2,3,11
2021년04월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년04월_여_총인구수,"18,062","2,015",114,"2,652",119,96,667,132,"1,501","1,079","1,657","1,219",93,995,159,95,201,131,813,705,738,"1,293",127,493,968
2021년04월_여_연령구간인구수,"18,062","2,015",114,"2,652",119,96,667,132,"1,501","1,079","1,657","1,219",93,995,159,95,201,131,813,705,738,"1,293",127,493,968
2021년04월_여_0~9세,756,63,3,102,5,4,22,5,91,32,66,55,2,44,4,6,13,6,37,39,37,57,5,12,46
2021년04월_여_10~19세,978,115,4,155,3,2,21,1,110,49,104,109,3,47,9,7,9,10,47,48,38,44,2,13,28
2021년04월_여_20~29세,"1,071",103,3,195,4,2,40,9,86,59,103,62,5,76,17,7,23,12,44,58,30,75,6,9,43
2021년04월_여_30~39세,958,99,6,148,5,3,22,3,91,40,80,59,8,65,9,4,13,9,48,50,40,69,11,28,48
2021년04월_여_40~49세,"1,411",156,4,224,7,5,51,9,132,76,146,103,6,84,20,5,24,10,66,67,49,70,11,28,58
2021년04월_여_50~59세,"2,709",301,15,455,15,12,98,22,226,186,226,158,20,151,29,15,39,18,114,104,83,172,21,69,160
2021년04월_여_60~69세,"3,483",395,22,561,27,22,117,36,275,230,322,204,21,157,29,18,35,26,147,124,157,246,29,97,186
2021년04월_여_70~79세,"3,441",409,28,433,34,30,159,30,287,219,326,220,13,184,25,13,21,19,147,107,149,267,19,117,185
2021년04월_여_80~89세,"2,835",324,27,318,18,15,122,16,186,170,239,227,13,143,16,19,24,16,145,96,136,246,22,102,195
2021년04월_여_90~99세,413,50,2,60,1,1,15,1,17,17,45,21,2,42,1,1,0,5,18,11,18,47,1,18,19
2021년04월_여_100세 이상,7,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021년05월_계_총인구수,"38,724","4,225",241,"5,756",232,224,"1,457",317,"3,213","2,283","3,520","2,496",217,"2,227",448,214,479,320,"1,737","1,532","1,557","2,712",286,986,"2,045"
2021년05월_계_연령구간인구수,"38,724","4,225",241,"5,756",232,224,"1,457",317,"3,213","2,283","3,520","2,496",217,"2,227",448,214,479,320,"1,737","1,532","1,557","2,712",286,986,"2,045"
2021년05월_계_0~9세,"1,521",143,5,211,8,15,39,11,165,74,141,108,8,76,11,12,21,10,69,70,80,110,16,24,94
2021년05월_계_10~19세,"2,016",228,6,293,4,5,44,10,231,104,201,206,6,111,21,17,26,21,103,104,65,97,8,32,73
2021년05월_계_20~29세,"2,689",270,12,472,9,7,95,19,228,138,213,166,8,191,53,16,46,30,114,131,76,201,22,49,123
2021년05월_계_30~39세,"2,628",255,15,418,17,14,87,17,214,133,225,167,14,184,53,16,52,25,116,119,102,174,30,63,118
2021년05월_계_40~49세,"4,248",440,18,620,20,21,177,36,409,222,396,265,28,298,79,26,86,42,192,207,157,219,26,84,180
2021년05월_계_50~59세,"6,956",756,47,"1,093",34,31,293,65,586,430,620,379,61,426,99,41,104,63,312,269,238,451,44,145,369
2021년05월_계_60~69세,"7,784",887,57,"1,259",61,49,250,70,602,484,712,462,44,376,70,42,73,63,321,285,334,563,65,216,439
2021년05월_계_70~79세,"6,264",714,39,821,52,52,274,59,507,401,608,400,31,318,37,23,38,40,287,207,283,473,45,210,345
2021년05월_계_80~89세,"4,084",470,40,494,25,28,179,29,252,272,351,313,15,201,24,20,32,18,199,123,197,361,27,141,273
2021년05월_계_90~99세,523,62,2,74,2,2,19,1,19,24,53,29,2,43,1,1,1,8,24,15,23,62,3,22,31
2021년05월_계_100세 이상,11,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,2,1,0,0,0
2021년05월_남_총인구수,"20,671","2,205",126,"3,116",115,130,798,182,"1,709","1,197","1,868","1,275",124,"1,242",288,122,276,189,924,832,824,"1,406",154,493,"1,076"
2021년05월_남_연령구간인구수,"20,671","2,205",126,"3,116",115,130,798,182,"1,709","1,197","1,868","1,275",124,"1,242",288,122,276,189,924,832,824,"1,406",154,493,"1,076"
2021년05월_남_0~9세,774,80,2,111,3,11,18,4,76,42,78,52,6,34,7,6,11,4,34,31,43,53,8,11,49
2021년05월_남_10~19세,"1,034",115,2,137,1,3,24,9,121,52,97,97,3,65,12,10,15,11,54,55,28,52,6,19,46
2021년05월_남_20~29세,"1,623",166,9,280,5,5,55,10,142,82,110,102,3,119,36,9,21,19,72,74,48,124,14,40,78
2021년05월_남_30~39세,"1,665",155,9,266,12,11,64,14,122,93,148,108,6,118,44,12,39,15,66,70,63,103,18,36,73
2021년05월_남_40~49세,"2,833",282,13,399,14,16,130,26,276,140,251,160,22,214,59,20,62,32,128,142,109,147,16,55,120
2021년05월_남_50~59세,"4,260",450,32,639,19,20,198,46,357,244,398,224,41,274,69,26,67,46,196,164,158,279,23,76,214
2021년05월_남_60~69세,"4,285",497,34,699,35,26,133,32,326,251,382,257,23,218,40,26,35,37,177,163,176,313,37,120,248
2021년05월_남_70~79세,"2,856",305,13,393,19,24,115,28,222,185,286,187,18,136,14,10,19,21,141,98,133,211,25,94,159
2021년05월_남_80~89세,"1,241",143,12,179,6,13,58,13,65,102,111,81,2,61,7,3,6,3,52,30,61,111,5,39,78
2021년05월_남_90~99세,96,12,0,13,1,1,3,0,2,6,7,7,0,2,0,0,1,1,4,4,4,12,2,3,11
2021년05월_남_100세 이상,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년05월_여_총인구수,"18,053","2,020",115,"2,640",117,94,659,135,"1,504","1,086","1,652","1,221",93,985,160,92,203,131,813,700,733,"1,306",132,493,969
2021년05월_여_연령구간인구수,"18,053","2,020",115,"2,640",117,94,659,135,"1,504","1,086","1,652","1,221",93,985,160,92,203,131,813,700,733,"1,306",132,493,969
2021년05월_여_0~9세,747,63,3,100,5,4,21,7,89,32,63,56,2,42,4,6,10,6,35,39,37,57,8,13,45
2021년05월_여_10~19세,982,113,4,156,3,2,20,1,110,52,104,109,3,46,9,7,11,10,49,49,37,45,2,13,27
2021년05월_여_20~29세,"1,066",104,3,192,4,2,40,9,86,56,103,64,5,72,17,7,25,11,42,57,28,77,8,9,45
2021년05월_여_30~39세,963,100,6,152,5,3,23,3,92,40,77,59,8,66,9,4,13,10,50,49,39,71,12,27,45
