카테고리,경기도 평택시,경기도 평택시 팽성읍,경기도 평택시 안중읍,경기도 평택시 포승읍,경기도 평택시 청북읍,경기도 평택시 진위면,경기도 평택시 서탄면,경기도 평택시 고덕면,경기도 평택시 오성면,경기도 평택시 현덕면,경기도 평택시 중앙동,경기도 평택시 서정동,경기도 평택시 송탄동,경기도 평택시 지산동,경기도 평택시 송북동,경기도 평택시 신장1동,경기도 평택시 신장2동,경기도 평택시 신평동,경기도 평택시 원평동,경기도 평택시 통복동,경기도 평택시 비전1동,경기도 평택시 비전2동,경기도 평택시 용이동,경기도 평택시 세교동,경기도 평택시 동삭동,경기도 평택시 고덕동
2020년12월_계_70~79세,"28,554","2,863","1,937","1,318","1,102","1,024",458,980,719,786,"2,205","1,839",723,699,"1,388",512,706,"1,576",877,454,"2,381","2,198",534,"1,275",,
2020년12월_계_80~89세,"14,096","1,547",984,631,554,484,268,513,451,457,"1,033",867,356,297,651,247,354,752,419,188,"1,064","1,085",244,650,,
2020년12월_계_90~99세,"2,008",210,149,102,114,60,25,81,68,76,136,117,55,46,104,45,61,87,59,26,143,128,33,83,,
2020년12월_계_100세 이상,233,49,8,4,6,4,2,5,2,3,18,17,6,5,14,11,23,11,15,4,8,13,0,5,,
2020년12월_남_총인구수,"277,617","14,138","22,449","14,361","14,106","6,245","2,020","12,173","3,581","2,792","22,573","12,896","10,353","6,734","10,984","3,721","2,927","11,725","5,546","2,137","43,224","26,641","13,024","13,267",,
2020년12월_남_연령구간인구수,"277,617","14,138","22,449","14,361","14,106","6,245","2,020","12,173","3,581","2,792","22,573","12,896","10,353","6,734","10,984","3,721","2,927","11,725","5,546","2,137","43,224","26,641","13,024","13,267",,
2020년12월_남_0~9세,"25,032",802,"1,992",959,"2,114",246,52,"1,341",171,90,"1,502",659,"1,182",338,818,304,92,562,259,62,"5,623","2,934","1,783","1,147",,
2020년12월_남_10~19세,"27,450",893,"2,956","1,054","1,612",455,123,923,247,149,"2,547","1,216",907,438,"1,120",257,166,928,341,119,"4,792","3,263","1,572","1,372",,
2020년12월_남_20~29세,"40,268","1,711","3,119","1,953","1,300",905,227,"2,037",408,260,"3,986","1,995","1,422","1,372","1,597",575,407,"2,141",910,356,"5,892","3,785","1,794","2,116",,
2020년12월_남_30~39세,"43,848","1,674","3,060","2,592","2,547",845,207,"2,439",370,208,"2,994","1,742","1,777","1,323","1,314",692,384,"1,631",885,253,"8,488","4,071","2,419","1,933",,
2020년12월_남_40~49세,"49,886","2,198","4,419","3,020","3,048",998,305,"2,038",543,387,"3,866","2,205","1,996","1,182","1,910",668,474,"1,836",837,275,"8,312","4,541","2,696","2,132",,
2020년12월_남_50~59세,"45,684","2,810","3,761","2,443","1,658","1,184",386,"1,730",754,567,"4,159","2,438","1,667","1,060","2,065",588,531,"2,195","1,016",433,"5,836","4,239","1,698","2,466",,
2020년12월_남_60~69세,"27,424","2,204","1,936","1,448","1,075",942,406,996,585,579,"2,195","1,522",930,613,"1,328",370,462,"1,435",737,356,"2,827","2,413",740,"1,325",,
2020년12월_남_70~79세,"12,461","1,211",827,645,550,483,218,475,326,376,952,766,327,282,563,167,264,690,391,207,"1,060",927,242,512,,
2020년12월_남_80~89세,"4,989",569,346,223,176,173,90,179,153,160,332,301,130,116,233,83,122,278,152,67,361,433,74,238,,
2020년12월_남_90~99세,502,50,33,24,26,13,5,12,24,16,33,43,13,9,30,12,15,26,14,8,31,34,6,25,,
2020년12월_남_100세 이상,73,16,0,0,0,1,1,3,0,0,7,9,2,1,6,5,10,3,4,1,2,1,0,1,,
2020년12월_여_총인구수,"259,690","13,558","21,219","9,649","12,599","5,156","1,663","10,879","3,136","2,519","21,381","12,558","9,506","5,837","11,058","3,725","2,843","11,054","5,140","1,950","41,947","27,128","12,010","13,175",,
2020년12월_여_연령구간인구수,"259,690","13,558","21,219","9,649","12,599","5,156","1,663","10,879","3,136","2,519","21,381","12,558","9,506","5,837","11,058","3,725","2,843","11,054","5,140","1,950","41,947","27,128","12,010","13,175",,
2020년12월_여_0~9세,"24,121",752,"2,025",973,"1,966",252,66,"1,351",141,67,"1,425",666,"1,150",374,804,286,77,501,284,60,"5,347","2,811","1,621","1,122",,
2020년12월_여_10~19세,"25,764",822,"2,880",912,"1,525",374,85,937,242,146,"2,386","1,118",929,470,"1,101",240,135,825,313,85,"4,482","2,935","1,516","1,306",,
2020년12월_여_20~29세,"33,162","1,244","2,643","1,089","1,025",593,133,"1,459",290,185,"3,113","1,654","1,209","1,049","1,338",468,323,"1,803",708,258,"5,506","3,600","1,574","1,898",,
2020년12월_여_30~39세,"36,849","1,321","2,592","1,310","2,365",499,140,"2,024",241,147,"2,369","1,347","1,595",887,"1,277",573,251,"1,244",612,168,"7,977","4,018","2,214","1,678",,
2020년12월_여_40~49세,"43,914","1,742","4,233","1,606","2,337",711,171,"1,633",357,235,"3,772","1,929","1,635",913,"1,806",540,316,"1,645",764,230,"7,929","4,906","2,400","2,104",,
2020년12월_여_50~59세,"41,229","2,344","3,132","1,437","1,287",956,297,"1,597",559,413,"3,961","2,403","1,539",892,"2,022",563,472,"2,080",877,377,"5,660","4,379","1,493","2,489",,
2020년12월_여_60~69세,"27,785","2,510","1,842","1,159","1,070",869,332,968,569,556,"2,287","1,720",781,613,"1,385",507,536,"1,527",773,383,"2,904","2,450",703,"1,341",,
2020년12월_여_70~79세,"16,093","1,652","1,110",673,552,541,240,505,393,410,"1,253","1,073",396,417,825,345,442,886,486,247,"1,321","1,271",292,763,,
2020년12월_여_80~89세,"9,107",978,638,408,378,311,178,334,298,297,701,566,226,181,418,164,232,474,267,121,703,652,170,412,,
2020년12월_여_90~99세,"1,506",160,116,78,88,47,20,69,44,60,103,74,42,37,74,33,46,61,45,18,112,94,27,58,,
2020년12월_여_100세 이상,160,33,8,4,6,3,1,2,2,3,11,8,4,4,8,6,13,8,11,3,6,12,0,4,,
2021년01월_계_총인구수,"540,929","27,802","43,608","24,118","26,873","11,373","3,675","23,485","6,709","5,291","44,007","25,475","19,943","12,661","22,074","7,423","5,770","22,773","10,708","4,111","86,384","53,936","25,138","27,592",,
2021년01월_계_연령구간인구수,"540,929","27,802","43,608","24,118","26,873","11,373","3,675","23,485","6,709","5,291","44,007","25,475","19,943","12,661","22,074","7,423","5,770","22,773","10,708","4,111","86,384","53,936","25,138","27,592",,
2021년01월_계_0~9세,"49,332","1,555","3,982","1,909","4,071",491,119,"2,714",310,154,"2,909","1,324","2,333",711,"1,611",573,169,"1,042",537,127,"11,150","5,740","3,379","2,422",,
2021년01월_계_10~19세,"53,435","1,738","5,802","1,966","3,182",821,207,"1,883",482,290,"4,897","2,321","1,834",896,"2,221",494,298,"1,743",651,204,"9,394","6,224","3,126","2,761",,
2021년01월_계_20~29세,"73,980","2,967","5,764","3,084","2,363","1,490",351,"3,612",703,439,"7,149","3,657","2,644","2,434","2,930","1,050",728,"3,949","1,627",607,"11,477","7,400","3,381","4,174",,
2021년01월_계_30~39세,"81,379","3,009","5,624","3,930","4,895","1,343",349,"4,545",611,346,"5,349","3,091","3,391","2,235","2,598","1,259",639,"2,893","1,490",433,"16,770","8,058","4,634","3,887",,
2021년01월_계_40~49세,"94,298","3,959","8,611","4,619","5,439","1,690",474,"3,738",889,623,"7,599","4,122","3,645","2,114","3,719","1,213",784,"3,461","1,598",514,"16,456","9,490","5,121","4,420",,
2021년01월_계_50~59세,"87,462","5,135","6,936","3,897","2,961","2,146",675,"3,395","1,308",978,"8,171","4,845","3,207","1,977","4,074","1,150","1,008","4,264","1,903",811,"11,672","8,650","3,191","5,108",,
2021년01월_계_60~69세,"55,895","4,756","3,803","2,643","2,182","1,814",743,"1,999","1,168","1,140","4,522","3,268","1,748","1,238","2,752",867,"1,001","2,989","1,528",741,"5,829","4,913","1,481","2,770",,
2021년01월_계_70~79세,"28,675","2,880","1,930","1,323","1,101","1,023",460,996,710,782,"2,220","1,838",718,702,"1,390",512,705,"1,586",883,458,"2,407","2,219",545,"1,287",,
2021년01월_계_80~89세,"14,213","1,543",999,639,560,488,271,516,458,460,"1,033",874,357,305,659,250,353,749,417,186,"1,081","1,096",248,671,,
2021년01월_계_90~99세,"2,023",210,148,104,112,63,24,82,68,76,140,118,60,44,106,44,62,86,59,26,140,132,32,87,,
2021년01월_계_100세 이상,237,50,9,4,7,4,2,5,2,3,18,17,6,5,14,11,23,11,15,4,8,14,0,5,,
2021년01월_남_총인구수,"279,690","14,198","22,444","14,440","14,200","6,240","2,019","12,434","3,582","2,783","22,595","12,898","10,402","6,803","11,013","3,718","2,930","11,726","5,576","2,155","43,845","26,719","13,096","13,874",,
2021년01월_남_연령구간인구수,"279,690","14,198","22,444","14,440","14,200","6,240","2,019","12,434","3,582","2,783","22,595","12,898","10,402","6,803","11,013","3,718","2,930","11,726","5,576","2,155","43,845","26,719","13,096","13,874",,
2021년01월_남_0~9세,"25,144",801,"1,979",947,"2,109",245,52,"1,352",169,86,"1,488",656,"1,175",338,819,296,92,548,259,64,"5,724","2,932","1,774","1,239",,
2021년01월_남_10~19세,"27,558",908,"2,934","1,057","1,643",444,124,935,249,147,"2,519","1,207",906,429,"1,118",256,166,922,336,119,"4,863","3,268","1,594","1,414",,
2021년01월_남_20~29세,"40,620","1,716","3,125","1,983","1,315",906,227,"2,119",411,256,"4,011","1,996","1,436","1,382","1,598",580,402,"2,148",923,354,"5,917","3,802","1,808","2,205",,
2021년01월_남_30~39세,"44,259","1,678","3,052","2,606","2,539",851,205,"2,483",372,201,"2,990","1,745","1,789","1,346","1,321",692,387,"1,644",887,260,"8,655","4,051","2,424","2,081",,
2021년01월_남_40~49세,"50,182","2,211","4,407","3,020","3,084",990,304,"2,088",534,391,"3,859","2,194","2,003","1,202","1,908",663,476,"1,823",836,285,"8,408","4,561","2,712","2,223",,
2021년01월_남_50~59세,"45,999","2,805","3,791","2,459","1,663","1,186",383,"1,764",751,567,"4,180","2,442","1,672","1,069","2,058",595,537,"2,192","1,023",433,"5,936","4,260","1,703","2,530",,
2021년01월_남_60~69세,"27,797","2,228","1,946","1,474","1,096",947,407,"1,012",593,584,"2,211","1,540",947,622,"1,357",365,461,"1,449",746,355,"2,876","2,437",756,"1,388",,
2021년01월_남_70~79세,"12,522","1,219",823,648,548,482,219,485,322,375,963,762,327,285,565,171,264,698,395,208,"1,064",933,243,523,,
2021년01월_남_80~89세,"5,032",565,353,220,179,174,92,180,157,160,334,305,132,121,233,83,121,274,153,67,369,438,76,246,,
2021년01월_남_90~99세,503,50,34,26,24,14,5,13,24,16,33,42,13,8,30,12,14,25,14,9,31,36,6,24,,
2021년01월_남_100세 이상,74,17,0,0,0,1,1,3,0,0,7,9,2,1,6,5,10,3,4,1,2,1,0,1,,
2021년01월_여_총인구수,"261,239","13,604","21,164","9,678","12,673","5,133","1,656","11,051","3,127","2,508","21,412","12,577","9,541","5,858","11,061","3,705","2,840","11,047","5,132","1,956","42,539","27,217","12,042","13,718",,
2021년01월_여_연령구간인구수,"261,239","13,604","21,164","9,678","12,673","5,133","1,656","11,051","3,127","2,508","21,412","12,577","9,541","5,858","11,061","3,705","2,840","11,047","5,132","1,956","42,539","27,217","12,042","13,718",,
2021년01월_여_0~9세,"24,188",754,"2,003",962,"1,962",246,67,"1,362",141,68,"1,421",668,"1,158",373,792,277,77,494,278,63,"5,426","2,808","1,605","1,183",,
2021년01월_여_10~19세,"25,877",830,"2,868",909,"1,539",377,83,948,233,143,"2,378","1,114",928,467,"1,103",238,132,821,315,85,"4,531","2,956","1,532","1,347",,
2021년01월_여_20~29세,"33,360","1,251","2,639","1,101","1,048",584,124,"1,493",292,183,"3,138","1,661","1,208","1,052","1,332",470,326,"1,801",704,253,"5,560","3,598","1,573","1,969",,
2021년01월_여_30~39세,"37,120","1,331","2,572","1,324","2,356",492,144,"2,062",239,145,"2,359","1,346","1,602",889,"1,277",567,252,"1,249",603,173,"8,115","4,007","2,210","1,806",,
2021년01월_여_40~49세,"44,116","1,748","4,204","1,599","2,355",700,170,"1,650",355,232,"3,740","1,928","1,642",912,"1,811",550,308,"1,638",762,229,"8,048","4,929","2,409","2,197",,
2021년01월_여_50~59세,"41,463","2,330","3,145","1,438","1,298",960,292,"1,631",557,411,"3,991","2,403","1,535",908,"2,016",555,471,"2,072",880,378,"5,736","4,390","1,488","2,578",,
2021년01월_여_60~69세,"28,098","2,528","1,857","1,169","1,086",867,336,987,575,556,"2,311","1,728",801,616,"1,395",502,540,"1,540",782,386,"2,953","2,476",725,"1,382",,
2021년01월_여_70~79세,"16,153","1,661","1,107",675,553,541,241,511,388,407,"1,257","1,076",391,417,825,341,441,888,488,250,"1,343","1,286",302,764,,
2021년01월_여_80~89세,"9,181",978,646,419,381,314,179,336,301,300,699,569,225,184,426,167,232,475,264,119,712,658,172,425,,
2021년01월_여_90~99세,"1,520",160,114,78,88,49,19,69,44,60,107,76,47,36,76,32,48,61,45,17,109,96,26,63,,
2021년01월_여_100세 이상,163,33,9,4,7,3,1,2,2,3,11,8,4,4,8,6,13,8,11,3,6,13,0,4,,
2021년02월_계_총인구수,"544,085","28,037","43,594","24,125","27,020","11,377","3,661","23,710","6,723","5,288","44,108","25,467","20,052","12,758","22,105","7,440","5,751","22,802","10,719","4,129","87,105","54,082","25,321","28,711",,
2021년02월_계_연령구간인구수,"544,085","28,037","43,594","24,125","27,020","11,377","3,661","23,710","6,723","5,288","44,108","25,467","20,052","12,758","22,105","7,440","5,751","22,802","10,719","4,129","87,105","54,082","25,321","28,711",,
2021년02월_계_0~9세,"49,434","1,569","3,926","1,885","4,059",492,115,"2,715",315,152,"2,897","1,308","2,345",711,"1,603",571,163,"1,032",520,122,"11,237","5,765","3,383","2,549",,
2021년02월_계_10~19세,"53,665","1,750","5,785","1,953","3,207",811,206,"1,897",488,292,"4,896","2,310","1,841",901,"2,214",492,293,"1,731",650,209,"9,491","6,246","3,135","2,867",,
2021년02월_계_20~29세,"74,400","3,015","5,804","3,107","2,401","1,469",343,"3,643",695,438,"7,176","3,656","2,636","2,474","2,914","1,050",722,"3,969","1,640",616,"11,560","7,322","3,437","4,313",,
2021년02월_계_30~39세,"81,889","3,058","5,583","3,921","4,882","1,364",346,"4,611",611,340,"5,353","3,088","3,401","2,230","2,622","1,256",629,"2,911","1,490",436,"16,835","8,088","4,672","4,162",,
2021년02월_계_40~49세,"94,829","3,987","8,543","4,612","5,492","1,688",468,"3,768",903,630,"7,623","4,117","3,680","2,149","3,723","1,218",778,"3,444","1,590",516,"16,613","9,529","5,163","4,595",,
2021년02월_계_50~59세,"87,962","5,158","7,000","3,911","2,999","2,140",679,"3,423","1,292",967,"8,184","4,844","3,229","1,990","4,075","1,151","1,008","4,260","1,905",805,"11,790","8,678","3,204","5,270",,
2021년02월_계_60~69세,"56,548","4,800","3,853","2,667","2,198","1,834",739,"2,044","1,184","1,140","4,562","3,292","1,774","1,240","2,784",876,"1,012","2,999","1,542",749,"5,919","4,980","1,494","2,866",,
2021년02월_계_70~79세,"28,724","2,870","1,936","1,322","1,092","1,020",469,992,705,792,"2,221","1,825",722,709,"1,387",517,702,"1,603",887,453,"2,426","2,218",550,"1,306",,
2021년02월_계_80~89세,"14,348","1,569","1,004",634,571,491,268,526,458,456,"1,038",889,358,307,666,255,359,756,422,192,"1,085","1,107",249,688,,
2021년02월_계_90~99세,"2,048",211,149,109,113,64,26,86,70,78,140,121,60,42,103,42,62,86,59,27,141,135,34,90,,
2021년02월_계_100세 이상,238,50,11,4,6,4,2,5,2,3,18,17,6,5,14,12,23,11,14,4,8,14,0,5,,
2021년02월_남_총인구수,"281,521","14,326","22,430","14,465","14,284","6,253","2,013","12,597","3,596","2,790","22,670","12,900","10,468","6,877","11,040","3,730","2,915","11,746","5,595","2,164","44,174","26,804","13,227","14,457",,
2021년02월_남_연령구간인구수,"281,521","14,326","22,430","14,465","14,284","6,253","2,013","12,597","3,596","2,790","22,670","12,900","10,468","6,877","11,040","3,730","2,915","11,746","5,595","2,164","44,174","26,804","13,227","14,457",,
2021년02월_남_0~9세,"25,188",804,"1,955",930,"2,097",242,54,"1,361",175,87,"1,479",657,"1,182",338,814,292,89,541,253,60,"5,734","2,938","1,793","1,313",,
2021년02월_남_10~19세,"27,686",916,"2,919","1,046","1,657",437,124,940,251,148,"2,518","1,197",916,434,"1,116",253,167,912,336,123,"4,924","3,281","1,610","1,461",,
2021년02월_남_20~29세,"40,871","1,736","3,118","2,008","1,334",902,220,"2,164",403,261,"4,033","1,997","1,438","1,414","1,591",578,396,"2,152",927,356,"5,951","3,773","1,841","2,278",,
2021년02월_남_30~39세,"44,623","1,713","3,045","2,612","2,536",866,206,"2,528",377,195,"3,009","1,748","1,787","1,345","1,336",691,381,"1,673",889,268,"8,688","4,052","2,449","2,229",,
2021년02월_남_40~49세,"50,529","2,229","4,372","3,016","3,115",993,299,"2,105",544,394,"3,881","2,186","2,028","1,225","1,916",671,469,"1,816",840,278,"8,494","4,610","2,729","2,319",,
2021년02월_남_50~59세,"46,254","2,810","3,835","2,477","1,689","1,180",387,"1,784",741,562,"4,175","2,437","1,683","1,081","2,058",598,535,"2,190","1,021",431,"5,992","4,263","1,711","2,614",,
2021년02월_남_60~69세,"28,148","2,263","1,969","1,484","1,104",956,408,"1,031",605,588,"2,237","1,557",956,620,"1,372",372,469,"1,454",760,360,"2,918","2,472",762,"1,431",,
2021년02월_남_70~79세,"12,551","1,215",828,644,544,487,218,483,319,381,965,753,330,291,570,171,263,703,394,205,"1,069",934,250,534,,
2021년02월_남_80~89세,"5,081",572,354,220,183,174,90,184,156,157,332,316,133,120,232,87,122,277,157,73,371,442,76,253,,
2021년02월_남_90~99세,516,51,35,28,25,15,6,14,25,17,34,43,13,8,29,12,14,25,14,9,31,38,6,24,,
2021년02월_남_100세 이상,74,17,0,0,0,1,1,3,0,0,7,9,2,1,6,5,10,3,4,1,2,1,0,1,,
2021년02월_여_총인구수,"262,564","13,711","21,164","9,660","12,736","5,124","1,648","11,113","3,127","2,498","21,438","12,567","9,584","5,881","11,065","3,710","2,836","11,056","5,124","1,965","42,931","27,278","12,094","14,254",,
2021년02월_여_연령구간인구수,"262,564","13,711","21,164","9,660","12,736","5,124","1,648","11,113","3,127","2,498","21,438","12,567","9,584","5,881","11,065","3,710","2,836","11,056","5,124","1,965","42,931","27,278","12,094","14,254",,
2021년02월_여_0~9세,"24,246",765,"1,971",955,"1,962",250,61,"1,354",140,65,"1,418",651,"1,163",373,789,279,74,491,267,62,"5,503","2,827","1,590","1,236",,
2021년02월_여_10~19세,"25,979",834,"2,866",907,"1,550",374,82,957,237,144,"2,378","1,113",925,467,"1,098",239,126,819,314,86,"4,567","2,965","1,525","1,406",,
2021년02월_여_20~29세,"33,529","1,279","2,686","1,099","1,067",567,123,"1,479",292,177,"3,143","1,659","1,198","1,060","1,323",472,326,"1,817",713,260,"5,609","3,549","1,596","2,035",,
2021년02월_여_30~39세,"37,266","1,345","2,538","1,309","2,346",498,140,"2,083",234,145,"2,344","1,340","1,614",885,"1,286",565,248,"1,238",601,168,"8,147","4,036","2,223","1,933",,
2021년02월_여_40~49세,"44,300","1,758","4,171","1,596","2,377",695,169,"1,663",359,236,"3,742","1,931","1,652",924,"1,807",547,309,"1,628",750,238,"8,119","4,919","2,434","2,276",,
2021년02월_여_50~59세,"41,708","2,348","3,165","1,434","1,310",960,292,"1,639",551,405,"4,009","2,407","1,546",909,"2,017",553,473,"2,070",884,374,"5,798","4,415","1,493","2,656",,
2021년02월_여_60~69세,"28,400","2,537","1,884","1,183","1,094",878,331,"1,013",579,552,"2,325","1,735",818,620,"1,412",504,543,"1,545",782,389,"3,001","2,508",732,"1,435",,
2021년02월_여_70~79세,"16,173","1,655","1,108",678,548,533,251,509,386,411,"1,256","1,072",392,418,817,346,439,900,493,248,"1,357","1,284",300,772,,
2021년02월_여_80~89세,"9,267",997,650,414,388,317,178,342,302,299,706,573,225,187,434,168,237,479,265,119,714,665,173,435,,
2021년02월_여_90~99세,"1,532",160,114,81,88,49,20,72,45,61,106,78,47,34,74,30,48,61,45,18,110,97,28,66,,
2021년02월_여_100세 이상,164,33,11,4,6,3,1,2,2,3,11,8,4,4,8,7,13,8,10,3,6,13,0,4,,
2021년03월_계_총인구수,"544,368","27,418","43,530","24,071","27,057","11,263","3,637","24,709","6,684","5,238","44,019","25,299","20,103","12,720","22,003","7,341","5,741","22,683","10,583","4,095","87,450","54,075","25,472","29,177",,
2021년03월_계_연령구간인구수,"544,368","27,418","43,530","24,071","27,057","11,263","3,637","24,709","6,684","5,238","44,019","25,299","20,103","12,720","22,003","7,341","5,741","22,683","10,583","4,095","87,450","54,075","25,472","29,177",,
2021년03월_계_0~9세,"49,471","1,588","3,895","1,861","4,025",490,112,"2,823",311,148,"2,869","1,284","2,373",697,"1,603",575,165,"1,024",518,127,"11,251","5,746","3,394","2,592",,
2021년03월_계_10~19세,"53,668","1,779","5,761","1,922","3,245",812,203,"1,964",479,291,"4,853","2,300","1,836",894,"2,196",495,285,"1,722",648,209,"9,492","6,216","3,161","2,905",,
2021년03월_계_20~29세,"74,995","3,057","5,828","3,132","2,391","1,469",342,"3,800",697,432,"7,241","3,659","2,644","2,534","2,918","1,045",714,"3,951","1,647",618,"11,650","7,362","3,462","4,402",,
2021년03월_계_30~39세,"82,252","3,056","5,580","3,901","4,878","1,357",333,"4,804",613,341,"5,349","3,043","3,420","2,258","2,612","1,244",636,"2,915","1,479",430,"16,914","8,070","4,715","4,304",,
2021년03월_계_40~49세,"94,681","3,946","8,506","4,587","5,506","1,655",465,"3,960",887,604,"7,560","4,082","3,676","2,109","3,704","1,208",775,"3,416","1,549",507,"16,660","9,497","5,171","4,651",,
2021년03월_계_50~59세,"87,790","5,006","6,983","3,900","3,010","2,091",674,"3,572","1,283",965,"8,168","4,823","3,220","1,967","4,043","1,123","1,002","4,218","1,882",799,"11,817","8,706","3,224","5,314",,
2021년03월_계_60~69세,"56,705","4,524","3,894","2,701","2,227","1,816",746,"2,145","1,192","1,139","4,582","3,304","1,788","1,222","2,770",844,"1,017","3,035","1,532",744,"5,999","5,027","1,519","2,938",,
2021년03월_계_70~79세,"28,458","2,735","1,932","1,321","1,091","1,020",470,"1,019",700,783,"2,208","1,812",731,697,"1,377",508,697,"1,577",862,445,"2,424","2,205",544,"1,300",,
2021년03월_계_80~89세,"14,300","1,535","1,009",631,568,490,264,534,453,458,"1,052",877,356,304,665,248,364,742,417,190,"1,094","1,114",248,687,,
2021년03월_계_90~99세,"1,951",182,139,111,113,62,28,87,67,74,133,112,58,36,103,44,63,81,48,25,145,124,34,82,,
2021년03월_계_100세 이상,97,10,3,4,3,1,0,1,2,3,4,3,1,2,12,7,23,2,1,1,4,8,0,2,,
2021년03월_남_총인구수,"282,242","14,274","22,416","14,460","14,308","6,196","1,999","13,105","3,586","2,772","22,661","12,788","10,496","6,931","11,028","3,701","2,918","11,701","5,522","2,143","44,391","26,802","13,333","14,711",,
2021년03월_남_연령구간인구수,"282,242","14,274","22,416","14,460","14,308","6,196","1,999","13,105","3,586","2,772","22,661","12,788","10,496","6,931","11,028","3,701","2,918","11,701","5,522","2,143","44,391","26,802","13,333","14,711",,
2021년03월_남_0~9세,"25,170",811,"1,929",918,"2,077",241,54,"1,404",175,84,"1,449",637,"1,205",331,813,295,89,538,248,62,"5,738","2,928","1,800","1,344",,
2021년03월_남_10~19세,"27,691",934,"2,904","1,030","1,675",437,121,981,244,148,"2,500","1,183",914,436,"1,111",255,160,909,336,122,"4,921","3,259","1,632","1,479",,
2021년03월_남_20~29세,"41,253","1,748","3,136","2,028","1,334",901,221,"2,252",406,260,"4,084","1,997","1,445","1,454","1,594",575,395,"2,134",933,357,"6,017","3,808","1,842","2,332",,
2021년03월_남_30~39세,"44,836","1,713","3,059","2,598","2,526",861,193,"2,627",377,197,"3,026","1,718","1,795","1,378","1,323",681,390,"1,684",875,265,"8,729","4,031","2,487","2,303",,
2021년03월_남_40~49세,"50,568","2,212","4,348","3,006","3,126",983,301,"2,205",541,382,"3,856","2,165","2,025","1,213","1,927",665,470,"1,800",826,276,"8,537","4,608","2,743","2,353",,
2021년03월_남_50~59세,"46,245","2,788","3,835","2,482","1,703","1,153",384,"1,855",736,563,"4,175","2,427","1,671","1,073","2,043",582,531,"2,168","1,006",431,"6,012","4,274","1,721","2,632",,
2021년03월_남_60~69세,"28,439","2,268","1,995","1,501","1,118",949,412,"1,088",615,587,"2,252","1,563",963,629,"1,379",375,469,"1,485",758,353,"2,949","2,487",776,"1,468",,
2021년03월_남_70~79세,"12,484","1,195",829,650,539,487,217,490,316,381,953,751,330,291,569,172,265,683,376,200,"1,077",930,248,535,,
2021년03월_남_80~89세,"5,062",562,352,218,186,171,90,190,153,155,335,307,136,119,233,86,124,279,154,70,375,442,78,247,,
2021년03월_남_90~99세,466,40,29,29,24,13,6,12,22,15,31,38,12,7,30,12,15,21,10,7,35,34,6,18,,
2021년03월_남_100세 이상,28,3,0,0,0,0,0,1,1,0,0,2,0,0,6,3,10,0,0,0,1,1,0,0,,
2021년03월_여_총인구수,"262,126","13,144","21,114","9,611","12,749","5,067","1,638","11,604","3,098","2,466","21,358","12,511","9,607","5,789","10,975","3,640","2,823","10,982","5,061","1,952","43,059","27,273","12,139","14,466",,
2021년03월_여_연령구간인구수,"262,126","13,144","21,114","9,611","12,749","5,067","1,638","11,604","3,098","2,466","21,358","12,511","9,607","5,789","10,975","3,640","2,823","10,982","5,061","1,952","43,059","27,273","12,139","14,466",,
2021년03월_여_0~9세,"24,301",777,"1,966",943,"1,948",249,58,"1,419",136,64,"1,420",647,"1,168",366,790,280,76,486,270,65,"5,513","2,818","1,594","1,248",,
2021년03월_여_10~19세,"25,977",845,"2,857",892,"1,570",375,82,983,235,143,"2,353","1,117",922,458,"1,085",240,125,813,312,87,"4,571","2,957","1,529","1,426",,
2021년03월_여_20~29세,"33,742","1,309","2,692","1,104","1,057",568,121,"1,548",291,172,"3,157","1,662","1,199","1,080","1,324",470,319,"1,817",714,261,"5,633","3,554","1,620","2,070",,
2021년03월_여_30~39세,"37,416","1,343","2,521","1,303","2,352",496,140,"2,177",236,144,"2,323","1,325","1,625",880,"1,289",563,246,"1,231",604,165,"8,185","4,039","2,228","2,001",,
2021년03월_여_40~49세,"44,113","1,734","4,158","1,581","2,380",672,164,"1,755",346,222,"3,704","1,917","1,651",896,"1,777",543,305,"1,616",723,231,"8,123","4,889","2,428","2,298",,
2021년03월_여_50~59세,"41,545","2,218","3,148","1,418","1,307",938,290,"1,717",547,402,"3,993","2,396","1,549",894,"2,000",541,471,"2,050",876,368,"5,805","4,432","1,503","2,682",,
2021년03월_여_60~69세,"28,266","2,256","1,899","1,200","1,109",867,334,"1,057",577,552,"2,330","1,741",825,593,"1,391",469,548,"1,550",774,391,"3,050","2,540",743,"1,470",,
2021년03월_여_70~79세,"15,974","1,540","1,103",671,552,533,253,529,384,402,"1,255","1,061",401,406,808,336,432,894,486,245,"1,347","1,275",296,765,,
2021년03월_여_80~89세,"9,238",973,657,413,382,319,174,344,300,303,717,570,220,185,432,162,240,463,263,120,719,672,170,440,,
2021년03월_여_90~99세,"1,485",142,110,82,89,49,22,75,45,59,102,74,46,29,73,32,48,60,38,18,110,90,28,64,,
2021년03월_여_100세 이상,69,7,3,4,3,1,0,0,1,3,4,1,1,2,6,4,13,2,1,1,3,7,0,2,,
2021년04월_계_총인구수,"546,154","27,593","43,580","24,062","27,051","11,303","3,661","25,848","6,684","5,230","43,979","25,341","20,094","12,711","22,044","7,015","5,708","22,697","10,508","4,095","87,854","54,123","25,552","29,421",,
