카테고리,충청북도 옥천군,충청북도 옥천군 옥천읍,충청북도 옥천군 동이면,충청북도 옥천군 안남면,충청북도 옥천군 안내면,충청북도 옥천군 청성면,충청북도 옥천군 청산면,충청북도 옥천군 이원면,충청북도 옥천군 군서면,충청북도 옥천군 군북면
2021년08월_여_10~19세,"1,779","1,399",64,29,31,29,66,74,38,49
2021년08월_여_20~29세,"1,815","1,385",69,20,32,25,57,101,56,70
2021년08월_여_30~39세,"1,819","1,367",81,24,30,41,51,95,56,74
2021년08월_여_40~49세,"2,824","2,193",123,37,50,44,80,122,54,121
2021년08월_여_50~59세,"4,049","2,372",266,116,132,187,202,331,178,265
2021년08월_여_60~69세,"5,063","2,358",401,177,253,316,413,496,265,384
2021년08월_여_70~79세,"3,390","1,511",251,128,174,222,320,361,188,235
2021년08월_여_80~89세,"2,543",826,228,125,179,256,279,309,172,169
2021년08월_여_90~99세,457,158,43,28,28,41,35,55,36,33
2021년08월_여_100세 이상,12,3,1,0,2,3,1,0,0,2
2021년09월_계_총인구수,"50,215","29,083","3,216","1,400","1,900","2,370","2,964","4,097","2,199","2,986"
2021년09월_계_연령구간인구수,"50,215","29,083","3,216","1,400","1,900","2,370","2,964","4,097","2,199","2,986"
2021년09월_계_0~9세,"2,457","2,018",86,39,37,36,46,89,46,60
2021년09월_계_10~19세,"3,781","2,988",118,64,64,63,143,168,70,103
2021년09월_계_20~29세,"4,172","3,087",201,52,85,77,120,242,129,179
2021년09월_계_30~39세,"3,732","2,709",175,67,73,75,105,239,117,172
2021년09월_계_40~49세,"6,096","4,468",272,93,142,130,205,354,165,267
2021년09월_계_50~59세,"8,770","4,963",612,248,318,425,477,731,399,597
2021년09월_계_60~69세,"10,387","4,608",870,374,538,702,830,"1,045",585,835
2021년09월_계_70~79세,"6,339","2,720",485,248,340,423,589,702,383,449
2021년09월_계_80~89세,"3,851","1,320",334,176,262,375,396,451,262,275
2021년09월_계_90~99세,618,199,62,39,39,61,52,76,43,47
2021년09월_계_100세 이상,12,3,1,0,2,3,1,0,0,2
2021년09월_남_총인구수,"25,283","14,531","1,648",701,972,"1,185","1,435","2,109","1,146","1,556"
2021년09월_남_연령구간인구수,"25,283","14,531","1,648",701,972,"1,185","1,435","2,109","1,146","1,556"
2021년09월_남_0~9세,"1,265","1,044",45,21,20,18,17,40,29,31
2021년09월_남_10~19세,"2,009","1,589",57,35,34,33,77,94,34,56
2021년09월_남_20~29세,"2,362","1,698",134,32,52,52,66,143,75,110
2021년09월_남_30~39세,"1,924","1,353",92,43,42,34,57,145,61,97
2021년09월_남_40~49세,"3,275","2,273",155,56,91,86,123,233,110,148
2021년09월_남_50~59세,"4,717","2,595",335,133,187,237,274,402,222,332
2021년09월_남_60~69세,"5,317","2,235",473,199,283,389,420,552,318,448
2021년09월_남_70~79세,"2,951","1,212",233,119,168,200,270,342,194,213
2021년09월_남_80~89세,"1,311",492,106,53,83,117,116,140,95,109
2021년09월_남_90~99세,151,40,18,10,11,19,15,18,8,12
2021년09월_남_100세 이상,1,0,0,0,1,0,0,0,0,0
2021년09월_여_총인구수,"24,932","14,552","1,568",699,928,"1,185","1,529","1,988","1,053","1,430"
2021년09월_여_연령구간인구수,"24,932","14,552","1,568",699,928,"1,185","1,529","1,988","1,053","1,430"
2021년09월_여_0~9세,"1,192",974,41,18,17,18,29,49,17,29
2021년09월_여_10~19세,"1,772","1,399",61,29,30,30,66,74,36,47
2021년09월_여_20~29세,"1,810","1,389",67,20,33,25,54,99,54,69
2021년09월_여_30~39세,"1,808","1,356",83,24,31,41,48,94,56,75
2021년09월_여_40~49세,"2,821","2,195",117,37,51,44,82,121,55,119
2021년09월_여_50~59세,"4,053","2,368",277,115,131,188,203,329,177,265
2021년09월_여_60~69세,"5,070","2,373",397,175,255,313,410,493,267,387
2021년09월_여_70~79세,"3,388","1,508",252,129,172,223,319,360,189,236
2021년09월_여_80~89세,"2,540",828,228,123,179,258,280,311,167,166
2021년09월_여_90~99세,467,159,44,29,28,42,37,58,35,35
2021년09월_여_100세 이상,11,3,1,0,1,3,1,0,0,2
2021년10월_계_총인구수,"50,194","29,069","3,228","1,399","1,904","2,369","2,971","4,081","2,195","2,978"
2021년10월_계_연령구간인구수,"50,194","29,069","3,228","1,399","1,904","2,369","2,971","4,081","2,195","2,978"
2021년10월_계_0~9세,"2,443","2,006",89,37,38,36,45,86,46,60
2021년10월_계_10~19세,"3,770","2,977",116,66,66,63,143,168,70,101
2021년10월_계_20~29세,"4,149","3,077",202,51,83,78,119,239,123,177
2021년10월_계_30~39세,"3,728","2,712",172,67,72,75,106,237,118,169
2021년10월_계_40~49세,"6,054","4,446",273,92,141,128,205,347,160,262
2021년10월_계_50~59세,"8,804","4,993",608,250,318,433,479,726,395,602
2021년10월_계_60~69세,"10,406","4,609",879,372,540,698,840,"1,046",585,837
2021년10월_계_70~79세,"6,356","2,730",490,250,340,425,580,701,390,450
2021년10월_계_80~89세,"3,853","1,319",337,174,265,370,401,451,265,271
2021년10월_계_90~99세,618,197,61,40,39,59,52,80,43,47
2021년10월_계_100세 이상,13,3,1,0,2,4,1,0,0,2
2021년10월_남_총인구수,"25,274","14,535","1,655",701,970,"1,182","1,433","2,099","1,142","1,557"
2021년10월_남_연령구간인구수,"25,274","14,535","1,655",701,970,"1,182","1,433","2,099","1,142","1,557"
2021년10월_남_0~9세,"1,259","1,035",47,20,20,18,17,40,29,33
2021년10월_남_10~19세,"2,003","1,583",58,35,34,33,76,94,35,55
2021년10월_남_20~29세,"2,348","1,696",132,33,50,52,67,139,70,109
2021년10월_남_30~39세,"1,928","1,358",91,42,42,35,57,146,62,95
2021년10월_남_40~49세,"3,248","2,258",156,56,89,84,122,229,108,146
2021년10월_남_50~59세,"4,740","2,621",334,134,186,241,272,397,219,336
2021년10월_남_60~69세,"5,320","2,230",476,198,284,387,423,553,318,451
2021년10월_남_70~79세,"2,968","1,223",237,121,168,201,266,343,197,212
2021년10월_남_80~89세,"1,309",493,106,52,85,111,119,139,96,108
2021년10월_남_90~99세,150,38,18,10,11,20,14,19,8,12
2021년10월_남_100세 이상,1,0,0,0,1,0,0,0,0,0
2021년10월_여_총인구수,"24,920","14,534","1,573",698,934,"1,187","1,538","1,982","1,053","1,421"
2021년10월_여_연령구간인구수,"24,920","14,534","1,573",698,934,"1,187","1,538","1,982","1,053","1,421"
2021년10월_여_0~9세,"1,184",971,42,17,18,18,28,46,17,27
2021년10월_여_10~19세,"1,767","1,394",58,31,32,30,67,74,35,46
2021년10월_여_20~29세,"1,801","1,381",70,18,33,26,52,100,53,68
2021년10월_여_30~39세,"1,800","1,354",81,25,30,40,49,91,56,74
2021년10월_여_40~49세,"2,806","2,188",117,36,52,44,83,118,52,116
2021년10월_여_50~59세,"4,064","2,372",274,116,132,192,207,329,176,266
2021년10월_여_60~69세,"5,086","2,379",403,174,256,311,417,493,267,386
2021년10월_여_70~79세,"3,388","1,507",253,129,172,224,314,358,193,238
2021년10월_여_80~89세,"2,544",826,231,122,180,259,282,312,169,163
2021년10월_여_90~99세,468,159,43,30,28,39,38,61,35,35
2021년10월_여_100세 이상,12,3,1,0,1,4,1,0,0,2
2021년11월_계_총인구수,"50,184","29,098","3,224","1,400","1,906","2,359","2,962","4,068","2,181","2,986"
2021년11월_계_연령구간인구수,"50,184","29,098","3,224","1,400","1,906","2,359","2,962","4,068","2,181","2,986"
2021년11월_계_0~9세,"2,427","2,001",88,38,37,35,43,84,42,59
2021년11월_계_10~19세,"3,768","2,981",118,66,64,63,141,163,70,102
2021년11월_계_20~29세,"4,139","3,070",202,49,87,76,116,237,125,177
2021년11월_계_30~39세,"3,718","2,704",170,66,73,76,108,232,118,171
2021년11월_계_40~49세,"6,023","4,419",273,92,144,127,207,349,153,259
2021년11월_계_50~59세,"8,828","5,026",611,252,313,424,471,725,398,608
2021년11월_계_60~69세,"10,450","4,638",881,372,543,698,844,"1,048",584,842
2021년11월_계_70~79세,"6,365","2,739",489,251,340,426,580,702,388,450
2021년11월_계_80~89세,"3,840","1,318",332,174,267,372,398,448,263,268
2021년11월_계_90~99세,613,199,59,40,36,59,52,80,40,48
2021년11월_계_100세 이상,13,3,1,0,2,3,2,0,0,2
2021년11월_남_총인구수,"25,287","14,550","1,652",700,976,"1,179","1,429","2,095","1,139","1,567"
2021년11월_남_연령구간인구수,"25,287","14,550","1,652",700,976,"1,179","1,429","2,095","1,139","1,567"
2021년11월_남_0~9세,"1,248","1,033",46,21,20,16,16,38,26,32
2021년11월_남_10~19세,"2,008","1,587",60,35,32,35,76,93,34,56
2021년11월_남_20~29세,"2,352","1,696",131,32,54,50,68,138,73,110
2021년11월_남_30~39세,"1,922","1,349",90,41,42,36,58,143,65,98
2021년11월_남_40~49세,"3,231","2,244",156,57,92,82,121,232,102,145
2021년11월_남_50~59세,"4,757","2,643",334,133,184,235,268,397,223,340
2021년11월_남_60~69세,"5,342","2,245",476,199,285,388,427,553,317,452
2021년11월_남_70~79세,"2,973","1,224",237,121,169,204,265,344,195,214
2021년11월_남_80~89세,"1,306",490,105,52,86,113,117,139,96,108
2021년11월_남_90~99세,147,39,17,9,11,20,13,18,8,12
2021년11월_남_100세 이상,1,0,0,0,1,0,0,0,0,0
2021년11월_여_총인구수,"24,897","14,548","1,572",700,930,"1,180","1,533","1,973","1,042","1,419"
2021년11월_여_연령구간인구수,"24,897","14,548","1,572",700,930,"1,180","1,533","1,973","1,042","1,419"
2021년11월_여_0~9세,"1,179",968,42,17,17,19,27,46,16,27
2021년11월_여_10~19세,"1,760","1,394",58,31,32,28,65,70,36,46
2021년11월_여_20~29세,"1,787","1,374",71,17,33,26,48,99,52,67
2021년11월_여_30~39세,"1,796","1,355",80,25,31,40,50,89,53,73
2021년11월_여_40~49세,"2,792","2,175",117,35,52,45,86,117,51,114
2021년11월_여_50~59세,"4,071","2,383",277,119,129,189,203,328,175,268
2021년11월_여_60~69세,"5,108","2,393",405,173,258,310,417,495,267,390
2021년11월_여_70~79세,"3,392","1,515",252,130,171,222,315,358,193,236
2021년11월_여_80~89세,"2,534",828,227,122,181,259,281,309,167,160
2021년11월_여_90~99세,466,160,42,31,25,39,39,62,32,36
2021년11월_여_100세 이상,12,3,1,0,1,3,2,0,0,2
2021년12월_계_총인구수,"50,093","29,064","3,213","1,397","1,906","2,353","2,968","4,048","2,183","2,961"
2021년12월_계_연령구간인구수,"50,093","29,064","3,213","1,397","1,906","2,353","2,968","4,048","2,183","2,961"
2021년12월_계_0~9세,"2,397","1,987",80,39,36,36,40,81,40,58
2021년12월_계_10~19세,"3,763","2,979",117,66,63,60,139,164,72,103
2021년12월_계_20~29세,"4,111","3,046",204,48,86,79,118,234,123,173
2021년12월_계_30~39세,"3,681","2,684",167,66,70,78,100,228,118,170
2021년12월_계_40~49세,"6,025","4,425",274,91,148,128,211,343,157,248
2021년12월_계_50~59세,"8,818","5,037",610,252,312,419,467,730,393,598
2021년12월_계_60~69세,"10,447","4,635",874,370,545,691,853,"1,041",592,846
2021년12월_계_70~79세,"6,362","2,739",495,251,338,429,580,699,383,448
2021년12월_계_80~89세,"3,865","1,328",330,174,271,371,406,449,266,270
2021년12월_계_90~99세,611,201,61,40,36,59,52,79,38,45
2021년12월_계_100세 이상,13,3,1,0,1,3,2,0,1,2
2021년12월_남_총인구수,"25,242","14,541","1,647",698,975,"1,175","1,434","2,083","1,140","1,549"
2021년12월_남_연령구간인구수,"25,242","14,541","1,647",698,975,"1,175","1,434","2,083","1,140","1,549"
2021년12월_남_0~9세,"1,235","1,024",42,21,20,16,15,39,26,32
2021년12월_남_10~19세,"2,003","1,586",61,35,31,33,75,91,35,56
2021년12월_남_20~29세,"2,337","1,690",128,31,53,53,69,135,72,106
2021년12월_남_30~39세,"1,899","1,339",91,40,39,36,53,138,65,98
2021년12월_남_40~49세,"3,238","2,253",156,56,95,83,126,230,102,137
2021년12월_남_50~59세,"4,747","2,643",334,134,183,231,268,400,222,332
2021년12월_남_60~69세,"5,341","2,246",471,196,286,386,430,547,323,456
2021년12월_남_70~79세,"2,980","1,224",241,124,171,204,266,346,190,214
2021년12월_남_80~89세,"1,315",496,106,52,86,113,119,138,97,108
2021년12월_남_90~99세,146,40,17,9,11,20,13,19,7,10
2021년12월_남_100세 이상,1,0,0,0,0,0,0,0,1,0
2021년12월_여_총인구수,"24,851","14,523","1,566",699,931,"1,178","1,534","1,965","1,043","1,412"
2021년12월_여_연령구간인구수,"24,851","14,523","1,566",699,931,"1,178","1,534","1,965","1,043","1,412"
2021년12월_여_0~9세,"1,162",963,38,18,16,20,25,42,14,26
2021년12월_여_10~19세,"1,760","1,393",56,31,32,27,64,73,37,47
2021년12월_여_20~29세,"1,774","1,356",76,17,33,26,49,99,51,67
2021년12월_여_30~39세,"1,782","1,345",76,26,31,42,47,90,53,72
2021년12월_여_40~49세,"2,787","2,172",118,35,53,45,85,113,55,111
2021년12월_여_50~59세,"4,071","2,394",276,118,129,188,199,330,171,266
2021년12월_여_60~69세,"5,106","2,389",403,174,259,305,423,494,269,390
2021년12월_여_70~79세,"3,382","1,515",254,127,167,225,314,353,193,234
2021년12월_여_80~89세,"2,550",832,224,122,185,258,287,311,169,162
2021년12월_여_90~99세,465,161,44,31,25,39,39,60,31,35
2021년12월_여_100세 이상,12,3,1,0,1,3,2,0,0,2
