카테고리,대전광역시,대전광역시 동구,대전광역시 중구,대전광역시 서구,대전광역시 유성구,대전광역시 대덕구
2021년07월_여_60~69세,"96,652","17,512","18,097","29,969","17,977","13,097"
2021년07월_여_70~79세,"49,962","10,492","11,355","14,206","7,279","6,630"
2021년07월_여_80~89세,"26,922","5,588","5,875","7,479","4,397","3,583"
2021년07월_여_90~99세,"4,576",853,991,"1,305",857,570
2021년07월_여_100세 이상,172,28,42,50,25,27
2021년08월_계_총인구수,"1,454,679","223,206","232,309","474,504","349,809","174,851"
2021년08월_계_연령구간인구수,"1,454,679","223,206","232,309","474,504","349,809","174,851"
2021년08월_계_0~9세,"109,542","14,590","14,353","36,331","33,589","10,679"
2021년08월_계_10~19세,"143,384","19,730","21,311","48,630","37,635","16,078"
2021년08월_계_20~29세,"210,407","30,171","30,374","73,367","52,291","24,204"
2021년08월_계_30~39세,"190,417","25,527","25,353","64,914","54,917","19,706"
2021년08월_계_40~49세,"232,653","33,845","35,749","76,768","59,862","26,429"
2021년08월_계_50~59세,"239,536","36,275","39,008","76,794","54,248","33,211"
2021년08월_계_60~69세,"188,339","34,070","34,674","57,825","35,767","26,003"
2021년08월_계_70~79세,"91,868","19,060","20,579","26,288","13,727","12,214"
2021년08월_계_80~89세,"42,321","8,753","9,547","11,807","6,641","5,573"
2021년08월_계_90~99세,"6,000","1,143","1,310","1,718","1,102",727
2021년08월_계_100세 이상,212,42,51,62,30,27
2021년08월_남_총인구수,"725,956","112,538","114,475","233,278","176,672","88,993"
2021년08월_남_연령구간인구수,"725,956","112,538","114,475","233,278","176,672","88,993"
2021년08월_남_0~9세,"56,336","7,583","7,330","18,761","17,271","5,391"
2021년08월_남_10~19세,"74,118","10,206","11,000","25,046","19,463","8,403"
2021년08월_남_20~29세,"110,408","16,008","15,507","37,408","28,066","13,419"
2021년08월_남_30~39세,"99,627","13,792","13,059","33,231","28,745","10,800"
2021년08월_남_40~49세,"115,946","17,714","18,088","37,130","29,460","13,554"
2021년08월_남_50~59세,"119,607","18,726","19,738","37,231","27,035","16,877"
2021년08월_남_60~69세,"91,358","16,485","16,553","27,730","17,730","12,860"
2021년08월_남_70~79세,"41,831","8,569","9,228","12,043","6,414","5,577"
2021년08월_남_80~89세,"15,309","3,160","3,653","4,295","2,239","1,962"
2021년08월_남_90~99세,"1,378",284,309,392,245,148
2021년08월_남_100세 이상,38,11,10,11,4,2
2021년08월_여_총인구수,"728,723","110,668","117,834","241,226","173,137","85,858"
2021년08월_여_연령구간인구수,"728,723","110,668","117,834","241,226","173,137","85,858"
2021년08월_여_0~9세,"53,206","7,007","7,023","17,570","16,318","5,288"
2021년08월_여_10~19세,"69,266","9,524","10,311","23,584","18,172","7,675"
2021년08월_여_20~29세,"99,999","14,163","14,867","35,959","24,225","10,785"
2021년08월_여_30~39세,"90,790","11,735","12,294","31,683","26,172","8,906"
2021년08월_여_40~49세,"116,707","16,131","17,661","39,638","30,402","12,875"
2021년08월_여_50~59세,"119,929","17,549","19,270","39,563","27,213","16,334"
2021년08월_여_60~69세,"96,981","17,585","18,121","30,095","18,037","13,143"
2021년08월_여_70~79세,"50,037","10,491","11,351","14,245","7,313","6,637"
2021년08월_여_80~89세,"27,012","5,593","5,894","7,512","4,402","3,611"
2021년08월_여_90~99세,"4,622",859,"1,001","1,326",857,579
2021년08월_여_100세 이상,174,31,41,51,26,25
2021년09월_계_총인구수,"1,455,058","223,409","232,077","474,444","350,337","174,791"
2021년09월_계_연령구간인구수,"1,455,058","223,409","232,077","474,444","350,337","174,791"
2021년09월_계_0~9세,"108,994","14,495","14,273","36,159","33,448","10,619"
2021년09월_계_10~19세,"143,141","19,730","21,228","48,564","37,602","16,017"
2021년09월_계_20~29세,"211,021","30,350","30,367","73,480","52,643","24,181"
2021년09월_계_30~39세,"190,288","25,540","25,306","64,911","54,834","19,697"
2021년09월_계_40~49세,"232,111","33,745","35,602","76,531","59,913","26,320"
2021년09월_계_50~59세,"239,841","36,327","39,039","76,873","54,338","33,264"
2021년09월_계_60~69세,"188,867","34,147","34,705","57,938","36,000","26,077"
2021년09월_계_70~79세,"91,998","19,106","20,576","26,336","13,744","12,236"
2021년09월_계_80~89세,"42,541","8,771","9,602","11,870","6,678","5,620"
2021년09월_계_90~99세,"6,044","1,155","1,328","1,722","1,107",732
2021년09월_계_100세 이상,212,43,51,60,30,28
2021년09월_남_총인구수,"726,142","112,638","114,361","233,248","176,991","88,904"
2021년09월_남_연령구간인구수,"726,142","112,638","114,361","233,248","176,991","88,904"
2021년09월_남_0~9세,"56,030","7,539","7,286","18,661","17,185","5,359"
2021년09월_남_10~19세,"74,004","10,192","10,981","25,007","19,462","8,362"
2021년09월_남_20~29세,"110,691","16,102","15,464","37,452","28,282","13,391"
2021년09월_남_30~39세,"99,568","13,811","13,044","33,223","28,720","10,770"
2021년09월_남_40~49세,"115,730","17,657","18,010","37,059","29,479","13,525"
2021년09월_남_50~59세,"119,771","18,770","19,781","37,262","27,081","16,877"
2021년09월_남_60~69세,"91,605","16,508","16,564","27,788","17,851","12,894"
2021년09월_남_70~79세,"41,902","8,587","9,234","12,062","6,426","5,593"
2021년09월_남_80~89세,"15,414","3,173","3,669","4,336","2,257","1,979"
2021년09월_남_90~99세,"1,387",288,317,386,244,152
2021년09월_남_100세 이상,40,11,11,12,4,2
2021년09월_여_총인구수,"728,916","110,771","117,716","241,196","173,346","85,887"
2021년09월_여_연령구간인구수,"728,916","110,771","117,716","241,196","173,346","85,887"
2021년09월_여_0~9세,"52,964","6,956","6,987","17,498","16,263","5,260"
2021년09월_여_10~19세,"69,137","9,538","10,247","23,557","18,140","7,655"
2021년09월_여_20~29세,"100,330","14,248","14,903","36,028","24,361","10,790"
2021년09월_여_30~39세,"90,720","11,729","12,262","31,688","26,114","8,927"
2021년09월_여_40~49세,"116,381","16,088","17,592","39,472","30,434","12,795"
2021년09월_여_50~59세,"120,070","17,557","19,258","39,611","27,257","16,387"
2021년09월_여_60~69세,"97,262","17,639","18,141","30,150","18,149","13,183"
2021년09월_여_70~79세,"50,096","10,519","11,342","14,274","7,318","6,643"
2021년09월_여_80~89세,"27,127","5,598","5,933","7,534","4,421","3,641"
2021년09월_여_90~99세,"4,657",867,"1,011","1,336",863,580
2021년09월_여_100세 이상,172,32,40,48,26,26
2021년10월_계_총인구수,"1,454,228","223,384","231,852","474,046","350,284","174,662"
2021년10월_계_연령구간인구수,"1,454,228","223,384","231,852","474,046","350,284","174,662"
2021년10월_계_0~9세,"108,388","14,423","14,188","35,981","33,275","10,521"
2021년10월_계_10~19세,"142,897","19,687","21,144","48,439","37,651","15,976"
2021년10월_계_20~29세,"210,578","30,372","30,295","73,248","52,495","24,168"
2021년10월_계_30~39세,"190,062","25,493","25,262","64,815","54,852","19,640"
2021년10월_계_40~49세,"231,511","33,661","35,467","76,387","59,804","26,192"
2021년10월_계_50~59세,"240,082","36,401","39,072","76,926","54,402","33,281"
2021년10월_계_60~69세,"189,446","34,191","34,809","58,097","36,181","26,168"
2021년10월_계_70~79세,"92,247","19,136","20,599","26,423","13,777","12,312"
2021년10월_계_80~89세,"42,726","8,814","9,645","11,935","6,704","5,628"
2021년10월_계_90~99세,"6,093","1,164","1,331","1,737","1,112",749
2021년10월_계_100세 이상,198,42,40,58,31,27
2021년10월_남_총인구수,"725,742","112,624","114,258","233,068","176,936","88,856"
2021년10월_남_연령구간인구수,"725,742","112,624","114,258","233,068","176,936","88,856"
2021년10월_남_0~9세,"55,738","7,500","7,248","18,585","17,091","5,314"
2021년10월_남_10~19세,"73,895","10,199","10,934","24,922","19,511","8,329"
2021년10월_남_20~29세,"110,358","16,066","15,404","37,337","28,176","13,375"
2021년10월_남_30~39세,"99,571","13,791","13,028","33,239","28,730","10,783"
2021년10월_남_40~49세,"115,348","17,601","17,936","36,952","29,402","13,457"
2021년10월_남_50~59세,"119,969","18,833","19,818","37,319","27,133","16,866"
2021년10월_남_60~69세,"91,878","16,540","16,627","27,850","17,916","12,945"
2021년10월_남_70~79세,"42,039","8,607","9,246","12,099","6,457","5,630"
2021년10월_남_80~89세,"15,516","3,186","3,688","4,373","2,269","2,000"
2021년10월_남_90~99세,"1,393",290,320,381,247,155
2021년10월_남_100세 이상,37,11,9,11,4,2
2021년10월_여_총인구수,"728,486","110,760","117,594","240,978","173,348","85,806"
2021년10월_여_연령구간인구수,"728,486","110,760","117,594","240,978","173,348","85,806"
2021년10월_여_0~9세,"52,650","6,923","6,940","17,396","16,184","5,207"
2021년10월_여_10~19세,"69,002","9,488","10,210","23,517","18,140","7,647"
2021년10월_여_20~29세,"100,220","14,306","14,891","35,911","24,319","10,793"
2021년10월_여_30~39세,"90,491","11,702","12,234","31,576","26,122","8,857"
2021년10월_여_40~49세,"116,163","16,060","17,531","39,435","30,402","12,735"
2021년10월_여_50~59세,"120,113","17,568","19,254","39,607","27,269","16,415"
2021년10월_여_60~69세,"97,568","17,651","18,182","30,247","18,265","13,223"
2021년10월_여_70~79세,"50,208","10,529","11,353","14,324","7,320","6,682"
2021년10월_여_80~89세,"27,210","5,628","5,957","7,562","4,435","3,628"
2021년10월_여_90~99세,"4,700",874,"1,011","1,356",865,594
2021년10월_여_100세 이상,161,31,31,47,27,25
2021년11월_계_총인구수,"1,453,675","223,038","231,306","473,952","351,049","174,330"
2021년11월_계_연령구간인구수,"1,453,675","223,038","231,306","473,952","351,049","174,330"
2021년11월_계_0~9세,"107,912","14,302","14,056","35,892","33,210","10,452"
2021년11월_계_10~19세,"142,601","19,589","21,064","48,332","37,744","15,872"
2021년11월_계_20~29세,"210,148","30,294","30,196","73,110","52,454","24,094"
2021년11월_계_30~39세,"189,983","25,440","25,188","64,807","54,927","19,621"
2021년11월_계_40~49세,"231,153","33,546","35,384","76,314","59,829","26,080"
2021년11월_계_50~59세,"240,267","36,396","38,996","76,970","54,663","33,242"
2021년11월_계_60~69세,"190,076","34,284","34,827","58,289","36,458","26,218"
2021년11월_계_70~79세,"92,291","19,134","20,561","26,449","13,838","12,309"
2021년11월_계_80~89세,"42,957","8,853","9,680","11,977","6,774","5,673"
2021년11월_계_90~99세,"6,098","1,159","1,315","1,758","1,123",743
2021년11월_계_100세 이상,189,41,39,54,29,26
2021년11월_남_총인구수,"725,406","112,408","113,977","233,010","177,352","88,659"
2021년11월_남_연령구간인구수,"725,406","112,408","113,977","233,010","177,352","88,659"
2021년11월_남_0~9세,"55,492","7,430","7,191","18,500","17,093","5,278"
2021년11월_남_10~19세,"73,738","10,147","10,886","24,876","19,558","8,271"
2021년11월_남_20~29세,"110,127","16,006","15,356","37,308","28,142","13,315"
2021년11월_남_30~39세,"99,530","13,761","13,009","33,202","28,785","10,773"
2021년11월_남_40~49세,"115,145","17,529","17,880","36,926","29,428","13,382"
2021년11월_남_50~59세,"120,042","18,836","19,765","37,315","27,269","16,857"
2021년11월_남_60~69세,"92,225","16,590","16,640","27,972","18,048","12,975"
2021년11월_남_70~79세,"42,054","8,608","9,218","12,112","6,482","5,634"
2021년11월_남_80~89세,"15,636","3,205","3,714","4,402","2,296","2,019"
2021년11월_남_90~99세,"1,384",286,310,387,248,153
2021년11월_남_100세 이상,33,10,8,10,3,2
2021년11월_여_총인구수,"728,269","110,630","117,329","240,942","173,697","85,671"
2021년11월_여_연령구간인구수,"728,269","110,630","117,329","240,942","173,697","85,671"
2021년11월_여_0~9세,"52,420","6,872","6,865","17,392","16,117","5,174"
2021년11월_여_10~19세,"68,863","9,442","10,178","23,456","18,186","7,601"
2021년11월_여_20~29세,"100,021","14,288","14,840","35,802","24,312","10,779"
2021년11월_여_30~39세,"90,453","11,679","12,179","31,605","26,142","8,848"
2021년11월_여_40~49세,"116,008","16,017","17,504","39,388","30,401","12,698"
2021년11월_여_50~59세,"120,225","17,560","19,231","39,655","27,394","16,385"
2021년11월_여_60~69세,"97,851","17,694","18,187","30,317","18,410","13,243"
2021년11월_여_70~79세,"50,237","10,526","11,343","14,337","7,356","6,675"
2021년11월_여_80~89세,"27,321","5,648","5,966","7,575","4,478","3,654"
2021년11월_여_90~99세,"4,714",873,"1,005","1,371",875,590
2021년11월_여_100세 이상,156,31,31,44,26,24
2021년12월_계_총인구수,"1,452,251","222,222","230,341","473,365","351,277","175,046"
2021년12월_계_연령구간인구수,"1,452,251","222,222","230,341","473,365","351,277","175,046"
2021년12월_계_0~9세,"107,548","14,156","13,883","35,861","33,129","10,519"
2021년12월_계_10~19세,"142,175","19,474","20,948","48,149","37,818","15,786"
2021년12월_계_20~29세,"209,397","30,090","30,051","72,847","52,312","24,097"
2021년12월_계_30~39세,"189,669","25,243","24,970","64,713","54,802","19,941"
2021년12월_계_40~49세,"231,018","33,446","35,204","76,261","59,950","26,157"
2021년12월_계_50~59세,"240,017","36,280","38,869","76,797","54,745","33,326"
2021년12월_계_60~69세,"190,514","34,291","34,798","58,390","36,673","26,362"
2021년12월_계_70~79세,"92,390","19,154","20,521","26,485","13,867","12,363"
2021년12월_계_80~89세,"43,199","8,880","9,735","12,047","6,816","5,721"
2021년12월_계_90~99세,"6,155","1,174","1,326","1,766","1,141",748
2021년12월_계_100세 이상,169,34,36,49,24,26
2021년12월_남_총인구수,"724,626","111,953","113,507","232,714","177,463","88,989"
2021년12월_남_연령구간인구수,"724,626","111,953","113,507","232,714","177,463","88,989"
2021년12월_남_0~9세,"55,295","7,348","7,099","18,470","17,061","5,317"
2021년12월_남_10~19세,"73,527","10,087","10,816","24,805","19,578","8,241"
2021년12월_남_20~29세,"109,664","15,862","15,297","37,149","28,055","13,301"
2021년12월_남_30~39세,"99,378","13,646","12,898","33,146","28,748","10,940"
2021년12월_남_40~49세,"115,072","17,511","17,799","36,910","29,452","13,400"
2021년12월_남_50~59세,"119,967","18,762","19,703","37,251","27,333","16,918"
2021년12월_남_60~69세,"92,406","16,588","16,646","27,998","18,166","13,008"
2021년12월_남_70~79세,"42,139","8,640","9,189","12,130","6,509","5,671"
2021년12월_남_80~89세,"15,747","3,215","3,740","4,451","2,308","2,033"
2021년12월_남_90~99세,"1,405",288,312,397,250,158
2021년12월_남_100세 이상,26,6,8,7,3,2
2021년12월_여_총인구수,"727,625","110,269","116,834","240,651","173,814","86,057"
2021년12월_여_연령구간인구수,"727,625","110,269","116,834","240,651","173,814","86,057"
2021년12월_여_0~9세,"52,253","6,808","6,784","17,391","16,068","5,202"
2021년12월_여_10~19세,"68,648","9,387","10,132","23,344","18,240","7,545"
2021년12월_여_20~29세,"99,733","14,228","14,754","35,698","24,257","10,796"
2021년12월_여_30~39세,"90,291","11,597","12,072","31,567","26,054","9,001"
2021년12월_여_40~49세,"115,946","15,935","17,405","39,351","30,498","12,757"
2021년12월_여_50~59세,"120,050","17,518","19,166","39,546","27,412","16,408"
2021년12월_여_60~69세,"98,108","17,703","18,152","30,392","18,507","13,354"
2021년12월_여_70~79세,"50,251","10,514","11,332","14,355","7,358","6,692"
2021년12월_여_80~89세,"27,452","5,665","5,995","7,596","4,508","3,688"
2021년12월_여_90~99세,"4,750",886,"1,014","1,369",891,590
2021년12월_여_100세 이상,143,28,28,42,21,24
