카테고리,강원도 횡성군,강원도 횡성군 횡성읍,강원도 횡성군 우천면,강원도 횡성군 안흥면,강원도 횡성군 둔내면,강원도 횡성군 갑천면,강원도 횡성군 청일면,강원도 횡성군 공근면,강원도 횡성군 서원면,강원도 횡성군 강림면
2021년08월_여_30~39세,"1,579",991,113,60,177,48,40,62,53,35
2021년08월_여_40~49세,"2,203","1,360",170,84,258,67,64,92,54,54
2021년08월_여_50~59세,"4,032","1,755",389,258,543,211,231,316,172,157
2021년08월_여_60~69세,"5,187","1,743",567,392,713,344,354,497,307,270
2021년08월_여_70~79세,"2,807",996,310,210,353,183,200,251,142,162
2021년08월_여_80~89세,"2,149",717,250,147,277,150,165,227,134,82
2021년08월_여_90~99세,421,159,42,35,41,32,33,55,19,5
2021년08월_여_100세 이상,25,10,2,2,6,1,1,0,2,1
2021년09월_계_총인구수,"46,566","20,971","4,448","3,159","5,864","2,414","2,391","3,467","2,105","1,747"
2021년09월_계_연령구간인구수,"46,566","20,971","4,448","3,159","5,864","2,414","2,391","3,467","2,105","1,747"
2021년09월_계_0~9세,"2,125","1,450",124,71,241,38,31,70,64,36
2021년09월_계_10~19세,"3,527","1,978",194,583,391,71,67,107,64,72
2021년09월_계_20~29세,"3,681","2,260",354,131,349,133,96,184,106,68
2021년09월_계_30~39세,"3,291","1,987",234,118,397,102,95,161,126,71
2021년09월_계_40~49세,"4,961","2,941",397,179,600,166,153,250,148,127
2021년09월_계_50~59세,"8,554","3,684",852,535,"1,167",458,481,672,368,337
2021년09월_계_60~69세,"10,945","3,548","1,197",838,"1,508",760,788,"1,066",678,562
2021년09월_계_70~79세,"5,482","1,778",645,416,699,383,404,524,310,323
2021년09월_계_80~89세,"3,430","1,124",392,244,452,263,235,367,210,143
2021년09월_계_90~99세,542,211,57,42,54,37,40,66,28,7
2021년09월_계_100세 이상,28,10,2,2,6,3,1,0,3,1
2021년09월_남_총인구수,"23,895","10,567","2,332","1,619","3,048","1,252","1,215","1,815","1,125",922
2021년09월_남_연령구간인구수,"23,895","10,567","2,332","1,619","3,048","1,252","1,215","1,815","1,125",922
2021년09월_남_0~9세,"1,120",757,64,43,126,21,12,37,39,21
2021년09월_남_10~19세,"1,843","1,009",103,310,213,34,38,54,34,48
2021년09월_남_20~29세,"2,108","1,254",231,79,198,68,59,109,65,45
2021년09월_남_30~39세,"1,731","1,001",128,57,225,54,54,99,75,38
2021년09월_남_40~49세,"2,756","1,575",226,98,346,96,89,160,94,72
2021년09월_남_50~59세,"4,530","1,930",463,278,621,246,249,362,199,182
2021년09월_남_60~69세,"5,718","1,794",623,443,789,409,433,568,366,293
2021년09월_남_70~79세,"2,684",784,337,208,344,204,204,273,168,162
2021년09월_남_80~89세,"1,282",411,141,96,176,113,71,140,75,59
2021년09월_남_90~99세,119,51,16,7,10,5,6,13,9,2
2021년09월_남_100세 이상,4,1,0,0,0,2,0,0,1,0
2021년09월_여_총인구수,"22,671","10,404","2,116","1,540","2,816","1,162","1,176","1,652",980,825
2021년09월_여_연령구간인구수,"22,671","10,404","2,116","1,540","2,816","1,162","1,176","1,652",980,825
2021년09월_여_0~9세,"1,005",693,60,28,115,17,19,33,25,15
2021년09월_여_10~19세,"1,684",969,91,273,178,37,29,53,30,24
2021년09월_여_20~29세,"1,573","1,006",123,52,151,65,37,75,41,23
2021년09월_여_30~39세,"1,560",986,106,61,172,48,41,62,51,33
2021년09월_여_40~49세,"2,205","1,366",171,81,254,70,64,90,54,55
2021년09월_여_50~59세,"4,024","1,754",389,257,546,212,232,310,169,155
2021년09월_여_60~69세,"5,227","1,754",574,395,719,351,355,498,312,269
2021년09월_여_70~79세,"2,798",994,308,208,355,179,200,251,142,161
2021년09월_여_80~89세,"2,148",713,251,148,276,150,164,227,135,84
2021년09월_여_90~99세,423,160,41,35,44,32,34,53,19,5
2021년09월_여_100세 이상,24,9,2,2,6,1,1,0,2,1
2021년10월_계_총인구수,"46,586","20,966","4,457","3,167","5,858","2,435","2,384","3,470","2,099","1,750"
2021년10월_계_연령구간인구수,"46,586","20,966","4,457","3,167","5,858","2,435","2,384","3,470","2,099","1,750"
2021년10월_계_0~9세,"2,113","1,441",125,67,241,38,35,67,64,35
2021년10월_계_10~19세,"3,528","1,983",194,583,385,75,65,110,62,71
2021년10월_계_20~29세,"3,653","2,239",347,132,348,132,96,183,106,70
2021년10월_계_30~39세,"3,274","1,981",232,115,402,98,94,158,125,69
2021년10월_계_40~49세,"4,943","2,935",395,181,581,167,157,250,152,125
2021년10월_계_50~59세,"8,553","3,686",855,536,"1,169",464,471,670,363,339
2021년10월_계_60~69세,"11,046","3,578","1,219",851,"1,520",771,787,"1,076",681,563
2021년10월_계_70~79세,"5,464","1,775",636,413,699,390,399,523,305,324
2021년10월_계_80~89세,"3,440","1,128",394,246,453,260,237,366,211,145
2021년10월_계_90~99세,546,211,59,41,54,37,42,67,27,8
2021년10월_계_100세 이상,26,9,1,2,6,3,1,0,3,1
2021년10월_남_총인구수,"23,916","10,574","2,340","1,621","3,046","1,264","1,212","1,813","1,120",926
2021년10월_남_연령구간인구수,"23,916","10,574","2,340","1,621","3,046","1,264","1,212","1,813","1,120",926
2021년10월_남_0~9세,"1,116",754,65,40,127,21,14,35,39,21
2021년10월_남_10~19세,"1,847","1,017",105,309,209,36,37,55,32,47
2021년10월_남_20~29세,"2,097","1,243",228,82,200,66,60,108,64,46
2021년10월_남_30~39세,"1,723",998,125,55,230,53,54,97,73,38
2021년10월_남_40~49세,"2,746","1,577",223,96,336,96,93,158,97,70
2021년10월_남_50~59세,"4,525","1,925",464,282,619,250,244,360,195,186
2021년10월_남_60~69세,"5,779","1,814",637,448,794,415,431,577,371,292
2021년10월_남_70~79세,"2,671",780,332,205,347,209,200,271,164,163
2021년10월_남_80~89세,"1,289",416,146,97,174,111,71,138,76,60
2021년10월_남_90~99세,119,49,15,7,10,5,8,14,8,3
2021년10월_남_100세 이상,4,1,0,0,0,2,0,0,1,0
2021년10월_여_총인구수,"22,670","10,392","2,117","1,546","2,812","1,171","1,172","1,657",979,824
2021년10월_여_연령구간인구수,"22,670","10,392","2,117","1,546","2,812","1,171","1,172","1,657",979,824
2021년10월_여_0~9세,997,687,60,27,114,17,21,32,25,14
2021년10월_여_10~19세,"1,681",966,89,274,176,39,28,55,30,24
2021년10월_여_20~29세,"1,556",996,119,50,148,66,36,75,42,24
2021년10월_여_30~39세,"1,551",983,107,60,172,45,40,61,52,31
2021년10월_여_40~49세,"2,197","1,358",172,85,245,71,64,92,55,55
2021년10월_여_50~59세,"4,028","1,761",391,254,550,214,227,310,168,153
2021년10월_여_60~69세,"5,267","1,764",582,403,726,356,356,499,310,271
2021년10월_여_70~79세,"2,793",995,304,208,352,181,199,252,141,161
2021년10월_여_80~89세,"2,151",712,248,149,279,149,166,228,135,85
2021년10월_여_90~99세,427,162,44,34,44,32,34,53,19,5
2021년10월_여_100세 이상,22,8,1,2,6,1,1,0,2,1
2021년11월_계_총인구수,"46,583","20,965","4,471","3,172","5,847","2,421","2,387","3,469","2,103","1,748"
2021년11월_계_연령구간인구수,"46,583","20,965","4,471","3,172","5,847","2,421","2,387","3,469","2,103","1,748"
2021년11월_계_0~9세,"2,106","1,444",127,67,239,32,34,67,61,35
2021년11월_계_10~19세,"3,517","1,983",195,583,383,73,65,107,58,70
2021년11월_계_20~29세,"3,633","2,230",346,128,346,131,96,181,109,66
2021년11월_계_30~39세,"3,269","1,986",232,116,395,92,94,157,127,70
2021년11월_계_40~49세,"4,921","2,927",391,178,573,166,154,254,154,124
2021년11월_계_50~59세,"8,521","3,672",853,544,"1,160",462,465,670,358,337
2021년11월_계_60~69세,"11,145","3,612","1,230",852,"1,540",778,795,"1,078",691,569
2021년11월_계_70~79세,"5,453","1,763",641,413,701,387,406,520,302,320
2021년11월_계_80~89세,"3,449","1,129",395,248,451,261,235,369,214,147
2021년11월_계_90~99세,543,210,60,40,52,38,42,66,26,9
2021년11월_계_100세 이상,26,9,1,3,7,1,1,0,3,1
2021년11월_남_총인구수,"23,903","10,564","2,347","1,630","3,039","1,255","1,214","1,813","1,117",924
2021년11월_남_연령구간인구수,"23,903","10,564","2,347","1,630","3,039","1,255","1,214","1,813","1,117",924
2021년11월_남_0~9세,"1,112",758,66,42,125,16,14,35,35,21
2021년11월_남_10~19세,"1,838","1,014",105,307,209,36,36,53,31,47
2021년11월_남_20~29세,"2,083","1,239",226,77,200,65,60,108,64,44
2021년11월_남_30~39세,"1,728","1,004",125,58,229,49,54,96,75,38
2021년11월_남_40~49세,"2,727","1,572",221,95,328,96,90,159,98,68
2021년11월_남_50~59세,"4,513","1,919",464,288,618,249,240,362,192,181
2021년11월_남_60~69세,"5,825","1,825",642,451,800,419,439,575,374,300
2021년11월_남_70~79세,"2,669",775,338,204,349,210,200,271,162,160
2021년11월_남_80~89세,"1,291",411,146,102,172,109,72,140,77,62
2021년11월_남_90~99세,114,46,14,6,8,6,9,14,8,3
2021년11월_남_100세 이상,3,1,0,0,1,0,0,0,1,0
2021년11월_여_총인구수,"22,680","10,401","2,124","1,542","2,808","1,166","1,173","1,656",986,824
2021년11월_여_연령구간인구수,"22,680","10,401","2,124","1,542","2,808","1,166","1,173","1,656",986,824
2021년11월_여_0~9세,994,686,61,25,114,16,20,32,26,14
2021년11월_여_10~19세,"1,679",969,90,276,174,37,29,54,27,23
2021년11월_여_20~29세,"1,550",991,120,51,146,66,36,73,45,22
2021년11월_여_30~39세,"1,541",982,107,58,166,43,40,61,52,32
2021년11월_여_40~49세,"2,194","1,355",170,83,245,70,64,95,56,56
2021년11월_여_50~59세,"4,008","1,753",389,256,542,213,225,308,166,156
2021년11월_여_60~69세,"5,320","1,787",588,401,740,359,356,503,317,269
2021년11월_여_70~79세,"2,784",988,303,209,352,177,206,249,140,160
2021년11월_여_80~89세,"2,158",718,249,146,279,152,163,229,137,85
2021년11월_여_90~99세,429,164,46,34,44,32,33,52,18,6
2021년11월_여_100세 이상,23,8,1,3,6,1,1,0,2,1
2021년12월_계_총인구수,"46,481","20,967","4,456","3,101","5,838","2,426","2,379","3,473","2,092","1,749"
2021년12월_계_연령구간인구수,"46,481","20,967","4,456","3,101","5,838","2,426","2,379","3,473","2,092","1,749"
2021년12월_계_0~9세,"2,108","1,442",124,69,234,34,37,71,60,37
2021년12월_계_10~19세,"3,441","1,981",196,516,383,71,64,107,56,67
2021년12월_계_20~29세,"3,622","2,226",343,122,341,134,95,187,107,67
2021년12월_계_30~39세,"3,240","1,979",224,116,394,92,92,155,120,68
2021년12월_계_40~49세,"4,926","2,926",391,179,577,167,151,257,155,123
2021년12월_계_50~59세,"8,502","3,680",842,542,"1,152",455,460,670,357,344
2021년12월_계_60~69세,"11,158","3,610","1,240",855,"1,543",783,795,"1,075",691,566
2021년12월_계_70~79세,"5,466","1,772",641,410,702,390,407,515,306,323
2021년12월_계_80~89세,"3,454","1,132",396,249,455,260,235,372,211,144
2021년12월_계_90~99세,538,210,58,40,50,39,42,64,26,9
2021년12월_계_100세 이상,26,9,1,3,7,1,1,0,3,1
2021년12월_남_총인구수,"23,859","10,564","2,340","1,588","3,037","1,259","1,212","1,816","1,114",929
2021년12월_남_연령구간인구수,"23,859","10,564","2,340","1,588","3,037","1,259","1,212","1,816","1,114",929
2021년12월_남_0~9세,"1,115",757,64,44,122,18,15,37,34,24
2021년12월_남_10~19세,"1,797","1,011",108,268,211,35,36,53,30,45
2021년12월_남_20~29세,"2,085","1,247",223,73,196,67,59,112,63,45
2021년12월_남_30~39세,"1,709",998,121,56,229,50,52,95,70,38
2021년12월_남_40~49세,"2,728","1,569",221,98,329,96,87,161,100,67
2021년12월_남_50~59세,"4,514","1,925",458,286,616,248,241,365,190,185
2021년12월_남_60~69세,"5,832","1,821",645,455,802,423,440,570,377,299
2021년12월_남_70~79세,"2,676",779,339,202,350,209,202,267,165,163
2021년12월_남_80~89세,"1,285",412,147,100,172,106,71,141,76,60
2021년12월_남_90~99세,115,44,14,6,9,7,9,15,8,3
2021년12월_남_100세 이상,3,1,0,0,1,0,0,0,1,0
2021년12월_여_총인구수,"22,622","10,403","2,116","1,513","2,801","1,167","1,167","1,657",978,820
2021년12월_여_연령구간인구수,"22,622","10,403","2,116","1,513","2,801","1,167","1,167","1,657",978,820
2021년12월_여_0~9세,993,685,60,25,112,16,22,34,26,13
2021년12월_여_10~19세,"1,644",970,88,248,172,36,28,54,26,22
2021년12월_여_20~29세,"1,537",979,120,49,145,67,36,75,44,22
2021년12월_여_30~39세,"1,531",981,103,60,165,42,40,60,50,30
2021년12월_여_40~49세,"2,198","1,357",170,81,248,71,64,96,55,56
2021년12월_여_50~59세,"3,988","1,755",384,256,536,207,219,305,167,159
2021년12월_여_60~69세,"5,326","1,789",595,400,741,360,355,505,314,267
2021년12월_여_70~79세,"2,790",993,302,208,352,181,205,248,141,160
2021년12월_여_80~89세,"2,169",720,249,149,283,154,164,231,135,84
2021년12월_여_90~99세,423,166,44,34,41,32,33,49,18,6
2021년12월_여_100세 이상,23,8,1,3,6,1,1,0,2,1
