카테고리,전라남도 진도군,전라남도 진도군 진도읍,전라남도 진도군 군내면,전라남도 진도군 고군면,전라남도 진도군 의신면,전라남도 진도군 임회면,전라남도 진도군 지산면,전라남도 진도군 조도면,전라남도 진도군 조도면가사출장소,전라남도 진도군 조도면거차출장소
2021년07월_남_50~59세,"2,797",870,302,305,353,346,294,252,28,47
2021년07월_남_60~69세,"2,757",738,317,368,372,346,322,237,30,27
2021년07월_남_70~79세,"1,980",468,238,224,275,281,278,168,24,24
2021년07월_남_80~89세,903,166,113,121,135,129,134,90,8,7
2021년07월_남_90~99세,70,16,10,8,13,9,9,3,1,1
2021년07월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"15,285","5,497","1,466","1,827","1,680","1,769","1,624","1,108",124,190
2021년07월_여_연령구간인구수,"15,285","5,497","1,466","1,827","1,680","1,769","1,624","1,108",124,190
2021년07월_여_0~9세,821,448,47,89,51,55,55,55,7,14
2021년07월_여_10~19세,"1,080",559,85,127,73,97,57,62,0,20
2021년07월_여_20~29세,"1,024",521,67,110,91,98,77,45,10,5
2021년07월_여_30~39세,998,552,70,104,67,80,61,49,4,11
2021년07월_여_40~49세,"1,453",766,118,149,113,115,74,93,9,16
2021년07월_여_50~59세,"2,169",834,218,249,246,259,198,125,17,23
2021년07월_여_60~69세,"2,685",798,278,375,355,319,332,178,17,33
2021년07월_여_70~79세,"2,597",576,295,308,355,373,379,246,25,40
2021년07월_여_80~89세,"2,132",382,254,266,281,313,348,233,32,23
2021년07월_여_90~99세,314,58,34,47,47,60,41,19,3,5
2021년07월_여_100세 이상,12,3,0,3,1,0,2,3,0,0
2021년08월_계_총인구수,"30,242","10,814","2,969","3,556","3,437","3,422","3,106","2,283",265,390
2021년08월_계_연령구간인구수,"30,242","10,814","2,969","3,556","3,437","3,422","3,106","2,283",265,390
2021년08월_계_0~9세,"1,601",856,98,181,119,113,98,98,14,24
2021년08월_계_10~19세,"2,172","1,139",163,246,155,184,112,124,6,43
2021년08월_계_20~29세,"2,475","1,241",186,243,214,216,207,131,16,21
2021년08월_계_30~39세,"2,118","1,090",166,234,172,173,135,113,13,22
2021년08월_계_40~49세,"3,459","1,570",290,380,351,297,225,266,30,50
2021년08월_계_50~59세,"4,956","1,700",527,550,593,608,488,373,46,71
2021년08월_계_60~69세,"5,447","1,546",593,742,729,663,650,417,47,60
2021년08월_계_70~79세,"4,573","1,046",534,533,628,655,656,411,48,62
2021년08월_계_80~89세,"3,044",550,368,386,416,445,485,324,40,30
2021년08월_계_90~99세,385,73,44,58,59,68,48,23,5,7
2021년08월_계_100세 이상,12,3,0,3,1,0,2,3,0,0
2021년08월_남_총인구수,"14,992","5,325","1,507","1,741","1,753","1,655","1,492","1,179",141,199
2021년08월_남_연령구간인구수,"14,992","5,325","1,507","1,741","1,753","1,655","1,492","1,179",141,199
2021년08월_남_0~9세,786,410,52,93,66,58,47,43,7,10
2021년08월_남_10~19세,"1,098",586,78,119,82,87,54,63,6,23
2021년08월_남_20~29세,"1,458",715,119,140,122,120,132,87,7,16
2021년08월_남_30~39세,"1,130",545,99,131,104,93,73,65,9,11
2021년08월_남_40~49세,"2,006",803,173,232,235,184,152,172,21,34
2021년08월_남_50~59세,"2,798",875,307,304,349,348,292,248,28,47
2021년08월_남_60~69세,"2,767",743,318,369,374,345,322,239,30,27
2021년08월_남_70~79세,"1,973",467,238,224,273,281,276,167,24,23
2021년08월_남_80~89세,902,166,113,118,135,129,135,92,7,7
2021년08월_남_90~99세,74,15,10,11,13,10,9,3,2,1
2021년08월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"15,250","5,489","1,462","1,815","1,684","1,767","1,614","1,104",124,191
2021년08월_여_연령구간인구수,"15,250","5,489","1,462","1,815","1,684","1,767","1,614","1,104",124,191
2021년08월_여_0~9세,815,446,46,88,53,55,51,55,7,14
2021년08월_여_10~19세,"1,074",553,85,127,73,97,58,61,0,20
2021년08월_여_20~29세,"1,017",526,67,103,92,96,75,44,9,5
2021년08월_여_30~39세,988,545,67,103,68,80,62,48,4,11
2021년08월_여_40~49세,"1,453",767,117,148,116,113,73,94,9,16
2021년08월_여_50~59세,"2,158",825,220,246,244,260,196,125,18,24
2021년08월_여_60~69세,"2,680",803,275,373,355,318,328,178,17,33
2021년08월_여_70~79세,"2,600",579,296,309,355,374,380,244,24,39
2021년08월_여_80~89세,"2,142",384,255,268,281,316,350,232,33,23
2021년08월_여_90~99세,311,58,34,47,46,58,39,20,3,6
2021년08월_여_100세 이상,12,3,0,3,1,0,2,3,0,0
2021년09월_계_총인구수,"30,129","10,782","2,940","3,556","3,434","3,406","3,087","2,277",264,383
2021년09월_계_연령구간인구수,"30,129","10,782","2,940","3,556","3,434","3,406","3,087","2,277",264,383
2021년09월_계_0~9세,"1,582",848,96,177,116,113,99,96,14,23
2021년09월_계_10~19세,"2,170","1,145",164,248,154,178,109,126,6,40
2021년09월_계_20~29세,"2,432","1,222",177,238,216,218,198,125,16,22
2021년09월_계_30~39세,"2,086","1,074",161,234,170,168,131,114,13,21
2021년09월_계_40~49세,"3,426","1,559",284,381,348,290,223,263,30,48
2021년09월_계_50~59세,"4,953","1,707",514,552,594,605,487,376,47,71
2021년09월_계_60~69세,"5,462","1,551",600,743,728,668,649,419,45,59
2021년09월_계_70~79세,"4,562","1,046",532,534,628,651,655,406,48,62
2021년09월_계_80~89세,"3,056",553,368,388,421,447,484,325,40,30
2021년09월_계_90~99세,388,74,44,58,58,68,50,24,5,7
2021년09월_계_100세 이상,12,3,0,3,1,0,2,3,0,0
2021년09월_남_총인구수,"14,931","5,305","1,491","1,739","1,756","1,648","1,481","1,176",139,196
2021년09월_남_연령구간인구수,"14,931","5,305","1,491","1,739","1,756","1,648","1,481","1,176",139,196
2021년09월_남_0~9세,778,410,50,92,65,57,47,41,7,9
2021년09월_남_10~19세,"1,092",588,79,119,81,82,52,63,6,22
2021년09월_남_20~29세,"1,430",699,113,138,123,123,126,84,7,17
2021년09월_남_30~39세,"1,110",536,98,130,101,89,71,66,9,10
2021년09월_남_40~49세,"1,985",793,170,232,234,179,153,170,21,33
2021년09월_남_50~59세,"2,797",886,298,302,352,347,288,249,28,47
2021년09월_남_60~69세,"2,784",744,323,372,376,350,324,241,28,26
2021년09월_남_70~79세,"1,971",468,237,224,272,279,276,167,24,24
2021년09월_남_80~89세,910,166,113,119,139,132,135,92,7,7
2021년09월_남_90~99세,74,15,10,11,13,10,9,3,2,1
2021년09월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"15,198","5,477","1,449","1,817","1,678","1,758","1,606","1,101",125,187
2021년09월_여_연령구간인구수,"15,198","5,477","1,449","1,817","1,678","1,758","1,606","1,101",125,187
2021년09월_여_0~9세,804,438,46,85,51,56,52,55,7,14
2021년09월_여_10~19세,"1,078",557,85,129,73,96,57,63,0,18
2021년09월_여_20~29세,"1,002",523,64,100,93,95,72,41,9,5
2021년09월_여_30~39세,976,538,63,104,69,79,60,48,4,11
2021년09월_여_40~49세,"1,441",766,114,149,114,111,70,93,9,15
2021년09월_여_50~59세,"2,156",821,216,250,242,258,199,127,19,24
2021년09월_여_60~69세,"2,678",807,277,371,352,318,325,178,17,33
2021년09월_여_70~79세,"2,591",578,295,310,356,372,379,239,24,38
2021년09월_여_80~89세,"2,146",387,255,269,282,315,349,233,33,23
2021년09월_여_90~99세,314,59,34,47,45,58,41,21,3,6
2021년09월_여_100세 이상,12,3,0,3,1,0,2,3,0,0
2021년10월_계_총인구수,"30,110","10,784","2,946","3,549","3,433","3,404","3,071","2,277",263,383
2021년10월_계_연령구간인구수,"30,110","10,784","2,946","3,549","3,433","3,404","3,071","2,277",263,383
2021년10월_계_0~9세,"1,569",841,99,173,114,117,96,93,14,22
2021년10월_계_10~19세,"2,175","1,147",164,251,157,172,112,125,6,41
2021년10월_계_20~29세,"2,421","1,220",179,234,214,216,192,128,16,22
2021년10월_계_30~39세,"2,089","1,069",166,234,170,171,131,115,12,21
2021년10월_계_40~49세,"3,412","1,558",285,377,349,284,221,260,31,47
2021년10월_계_50~59세,"4,945","1,716",510,548,592,609,478,375,46,71
2021년10월_계_60~69세,"5,480","1,555",602,742,734,667,654,421,45,60
2021년10월_계_70~79세,"4,552","1,053",533,537,614,650,652,406,46,61
2021년10월_계_80~89세,"3,065",550,365,390,430,450,482,327,42,29
2021년10월_계_90~99세,391,73,43,60,58,68,51,24,5,9
2021년10월_계_100세 이상,11,2,0,3,1,0,2,3,0,0
2021년10월_남_총인구수,"14,920","5,302","1,491","1,734","1,755","1,649","1,475","1,180",139,195
2021년10월_남_연령구간인구수,"14,920","5,302","1,491","1,734","1,755","1,649","1,475","1,180",139,195
2021년10월_남_0~9세,769,404,52,92,62,58,46,40,7,8
2021년10월_남_10~19세,"1,103",593,79,120,83,82,54,63,6,23
2021년10월_남_20~29세,"1,419",694,113,136,123,121,121,87,7,17
2021년10월_남_30~39세,"1,110",531,99,129,101,91,73,68,8,10
2021년10월_남_40~49세,"1,976",797,169,227,232,176,152,169,22,32
2021년10월_남_50~59세,"2,800",890,295,303,353,354,283,247,28,47
2021년10월_남_60~69세,"2,792",743,327,370,379,346,328,245,28,26
2021년10월_남_70~79세,"1,964",469,235,226,266,281,274,166,23,24
2021년10월_남_80~89세,913,166,112,120,143,130,135,92,8,7
2021년10월_남_90~99세,74,15,10,11,13,10,9,3,2,1
2021년10월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"15,190","5,482","1,455","1,815","1,678","1,755","1,596","1,097",124,188
2021년10월_여_연령구간인구수,"15,190","5,482","1,455","1,815","1,678","1,755","1,596","1,097",124,188
2021년10월_여_0~9세,800,437,47,81,52,59,50,53,7,14
2021년10월_여_10~19세,"1,072",554,85,131,74,90,58,62,0,18
2021년10월_여_20~29세,"1,002",526,66,98,91,95,71,41,9,5
2021년10월_여_30~39세,979,538,67,105,69,80,58,47,4,11
2021년10월_여_40~49세,"1,436",761,116,150,117,108,69,91,9,15
2021년10월_여_50~59세,"2,145",826,215,245,239,255,195,128,18,24
2021년10월_여_60~69세,"2,688",812,275,372,355,321,326,176,17,34
2021년10월_여_70~79세,"2,588",584,298,311,348,369,378,240,23,37
2021년10월_여_80~89세,"2,152",384,253,270,287,320,347,235,34,22
2021년10월_여_90~99세,317,58,33,49,45,58,42,21,3,8
2021년10월_여_100세 이상,11,2,0,3,1,0,2,3,0,0
2021년11월_계_총인구수,"30,104","10,761","2,954","3,559","3,449","3,397","3,065","2,274",263,382
2021년11월_계_연령구간인구수,"30,104","10,761","2,954","3,559","3,449","3,397","3,065","2,274",263,382
2021년11월_계_0~9세,"1,565",834,100,177,116,115,95,91,14,23
2021년11월_계_10~19세,"2,167","1,133",162,255,161,174,110,126,6,40
2021년11월_계_20~29세,"2,421","1,220",181,236,209,217,193,128,16,21
2021년11월_계_30~39세,"2,085","1,063",166,230,177,170,132,113,13,21
2021년11월_계_40~49세,"3,399","1,543",285,379,355,286,219,258,29,45
2021년11월_계_50~59세,"4,951","1,721",513,554,583,608,484,370,45,73
2021년11월_계_60~69세,"5,509","1,569",607,743,739,666,651,427,47,60
2021년11월_계_70~79세,"4,531","1,042",532,534,614,646,649,408,45,61
2021년11월_계_80~89세,"3,073",560,365,388,435,446,480,326,44,29
2021년11월_계_90~99세,393,74,43,60,59,69,51,24,4,9
2021년11월_계_100세 이상,10,2,0,3,1,0,1,3,0,0
2021년11월_남_총인구수,"14,925","5,299","1,498","1,736","1,759","1,649","1,475","1,175",140,194
2021년11월_남_연령구간인구수,"14,925","5,299","1,498","1,736","1,759","1,649","1,475","1,175",140,194
2021년11월_남_0~9세,765,401,52,92,62,58,45,39,7,9
2021년11월_남_10~19세,"1,098",588,77,120,85,83,53,64,6,22
2021년11월_남_20~29세,"1,420",697,114,138,121,120,122,85,7,16
2021년11월_남_30~39세,"1,110",531,99,125,103,92,74,68,8,10
2021년11월_남_40~49세,"1,974",791,172,226,235,178,151,170,21,30
2021년11월_남_50~59세,"2,801",891,298,311,344,355,285,241,27,49
2021년11월_남_60~69세,"2,810",750,330,369,386,345,327,247,30,26
2021년11월_남_70~79세,"1,957",463,236,226,265,280,273,167,23,24
2021년11월_남_80~89세,917,172,110,118,145,128,137,91,9,7
2021년11월_남_90~99세,73,15,10,11,13,10,8,3,2,1
2021년11월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"15,179","5,462","1,456","1,823","1,690","1,748","1,590","1,099",123,188
2021년11월_여_연령구간인구수,"15,179","5,462","1,456","1,823","1,690","1,748","1,590","1,099",123,188
2021년11월_여_0~9세,800,433,48,85,54,57,50,52,7,14
2021년11월_여_10~19세,"1,069",545,85,135,76,91,57,62,0,18
2021년11월_여_20~29세,"1,001",523,67,98,88,97,71,43,9,5
2021년11월_여_30~39세,975,532,67,105,74,78,58,45,5,11
2021년11월_여_40~49세,"1,425",752,113,153,120,108,68,88,8,15
2021년11월_여_50~59세,"2,150",830,215,243,239,253,199,129,18,24
2021년11월_여_60~69세,"2,699",819,277,374,353,321,324,180,17,34
2021년11월_여_70~79세,"2,574",579,296,308,349,366,376,241,22,37
2021년11월_여_80~89세,"2,156",388,255,270,290,318,343,235,35,22
2021년11월_여_90~99세,320,59,33,49,46,59,43,21,2,8
2021년11월_여_100세 이상,10,2,0,3,1,0,1,3,0,0
2021년12월_계_총인구수,"30,066","10,749","2,955","3,572","3,432","3,388","3,065","2,262",261,382
2021년12월_계_연령구간인구수,"30,066","10,749","2,955","3,572","3,432","3,388","3,065","2,262",261,382
2021년12월_계_0~9세,"1,547",826,102,175,114,112,94,88,13,23
2021년12월_계_10~19세,"2,153","1,121",164,257,158,170,111,126,6,40
2021년12월_계_20~29세,"2,417","1,222",176,235,210,217,195,126,16,20
2021년12월_계_30~39세,"2,079","1,065",166,235,173,171,128,107,12,22
2021년12월_계_40~49세,"3,398","1,542",285,383,353,285,223,255,27,45
2021년12월_계_50~59세,"4,958","1,731",519,550,578,606,484,371,46,73
2021년12월_계_60~69세,"5,515","1,560",604,743,743,670,653,433,48,61
2021년12월_계_70~79세,"4,519","1,045",531,538,607,640,644,408,45,61
2021년12월_계_80~89세,"3,074",563,364,391,436,447,479,322,44,28
2021년12월_계_90~99세,397,72,44,62,59,70,53,24,4,9
2021년12월_계_100세 이상,9,2,0,3,1,0,1,2,0,0
2021년12월_남_총인구수,"14,908","5,292","1,493","1,747","1,756","1,648","1,474","1,165",139,194
2021년12월_남_연령구간인구수,"14,908","5,292","1,493","1,747","1,756","1,648","1,474","1,165",139,194
2021년12월_남_0~9세,758,398,50,93,63,57,44,37,7,9
2021년12월_남_10~19세,"1,087",580,78,120,83,81,53,64,6,22
2021년12월_남_20~29세,"1,419",698,112,138,124,121,121,83,7,15
2021년12월_남_30~39세,"1,108",538,97,129,101,89,71,64,8,11
2021년12월_남_40~49세,"1,975",789,171,230,235,178,154,168,20,30
2021년12월_남_50~59세,"2,802",896,303,309,340,356,284,238,27,49
2021년12월_남_60~69세,"2,815",744,328,368,389,350,329,251,30,26
2021년12월_남_70~79세,"1,954",464,236,228,261,279,272,167,23,24
2021년12월_남_80~89세,918,172,109,120,146,127,138,90,9,7
2021년12월_남_90~99세,72,13,9,12,14,10,8,3,2,1
2021년12월_남_100세 이상,0,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"15,158","5,457","1,462","1,825","1,676","1,740","1,591","1,097",122,188
2021년12월_여_연령구간인구수,"15,158","5,457","1,462","1,825","1,676","1,740","1,591","1,097",122,188
2021년12월_여_0~9세,789,428,52,82,51,55,50,51,6,14
2021년12월_여_10~19세,"1,066",541,86,137,75,89,58,62,0,18
2021년12월_여_20~29세,998,524,64,97,86,96,74,43,9,5
2021년12월_여_30~39세,971,527,69,106,72,82,57,43,4,11
2021년12월_여_40~49세,"1,423",753,114,153,118,107,69,87,7,15
2021년12월_여_50~59세,"2,156",835,216,241,238,250,200,133,19,24
2021년12월_여_60~69세,"2,700",816,276,375,354,320,324,182,18,35
2021년12월_여_70~79세,"2,565",581,295,310,346,361,372,241,22,37
2021년12월_여_80~89세,"2,156",391,255,271,290,320,341,232,35,21
2021년12월_여_90~99세,325,59,35,50,45,60,45,21,2,8
2021년12월_여_100세 이상,9,2,0,3,1,0,1,2,0,0
