카테고리,인천광역시 강화군,인천광역시 강화군 강화읍,인천광역시 강화군 선원면,인천광역시 강화군 불은면,인천광역시 강화군 길상면,인천광역시 강화군 화도면,인천광역시 강화군 양도면,인천광역시 강화군 내가면,인천광역시 강화군 하점면,인천광역시 강화군 양사면,인천광역시 강화군 송해면,인천광역시 강화군 교동면,인천광역시 강화군 삼산면,인천광역시 강화군 서도면,인천광역시 강화군 서도면볼음출장소
2021년04월_여_0~9세,"1,557",669,262,91,144,74,78,31,56,33,60,30,22,4,3
2021년04월_여_10~19세,"2,220","1,077",328,106,194,82,103,56,70,37,69,51,38,7,2
2021년04월_여_20~29세,"2,252",988,313,135,201,112,104,64,77,36,91,64,49,14,4
2021년04월_여_30~39세,"2,512","1,014",331,160,297,134,120,86,114,40,90,64,49,10,3
2021년04월_여_40~49세,"3,510","1,568",537,177,325,160,180,113,137,64,101,67,71,7,3
2021년04월_여_50~59세,"5,724","1,834",639,417,667,404,348,263,287,148,243,236,188,30,20
2021년04월_여_60~69세,"7,368","1,947",745,623,849,577,499,402,455,227,370,325,261,52,36
2021년04월_여_70~79세,"5,268","1,365",454,374,490,396,384,311,403,202,299,312,217,28,33
2021년04월_여_80~89세,"3,469",832,304,288,266,231,263,199,306,139,246,207,140,33,15
2021년04월_여_90~99세,638,122,64,73,71,54,55,18,47,26,36,32,29,6,5
2021년04월_여_100세 이상,14,3,0,0,0,1,4,1,1,0,2,1,1,0,0
2021년05월_계_총인구수,"69,212","22,670","7,872","4,911","7,042","4,528","4,274","3,041","3,976","1,870","3,238","2,883","2,248",390,269
2021년05월_계_연령구간인구수,"69,212","22,670","7,872","4,911","7,042","4,528","4,274","3,041","3,976","1,870","3,238","2,883","2,248",390,269
2021년05월_계_0~9세,"3,300","1,473",498,170,298,141,167,79,122,65,129,73,69,9,7
2021년05월_계_10~19세,"4,547","2,175",670,213,390,203,215,105,145,72,130,104,105,17,3
2021년05월_계_20~29세,"5,196","2,245",690,315,485,253,241,159,213,88,201,161,114,23,8
2021년05월_계_30~39세,"5,295","2,109",661,326,611,321,270,178,230,76,217,148,119,21,8
2021년05월_계_40~49세,"7,669","3,196","1,099",421,742,388,403,257,325,143,273,194,193,22,13
2021년05월_계_50~59세,"11,770","3,753","1,319",832,"1,309",764,733,516,620,333,553,526,393,73,46
2021년05월_계_60~69세,"14,811","3,758","1,476","1,280","1,715","1,207","1,020",798,964,452,710,673,572,101,85
2021년05월_계_70~79세,"9,979","2,470",869,779,951,775,706,595,765,366,595,583,396,66,63
2021년05월_계_80~89세,"5,780","1,326",504,477,452,401,439,323,537,244,376,374,249,49,29
2021년05월_계_90~99세,846,161,86,96,87,75,76,29,54,31,52,46,37,9,7
2021년05월_계_100세 이상,19,4,0,2,2,0,4,2,1,0,2,1,1,0,0
2021년05월_남_총인구수,"34,626","11,199","3,907","2,472","3,532","2,301","2,137","1,500","2,030",917,"1,626","1,486","1,174",199,146
2021년05월_남_연령구간인구수,"34,626","11,199","3,907","2,472","3,532","2,301","2,137","1,500","2,030",917,"1,626","1,486","1,174",199,146
2021년05월_남_0~9세,"1,737",796,236,82,151,67,90,49,68,33,69,42,45,5,4
2021년05월_남_10~19세,"2,336","1,091",340,109,197,122,113,54,79,34,65,55,66,10,1
2021년05월_남_20~29세,"2,936","1,245",386,178,287,141,139,91,135,51,111,97,62,9,4
2021년05월_남_30~39세,"2,783","1,089",333,169,312,186,148,95,119,35,126,84,71,11,5
2021년05월_남_40~49세,"4,169","1,634",563,245,420,231,225,145,187,78,170,128,118,15,10
2021년05월_남_50~59세,"6,045","1,917",684,421,638,359,388,253,333,186,308,286,204,43,25
2021년05월_남_60~69세,"7,405","1,799",728,649,861,627,519,394,507,228,339,346,309,49,50
2021년05월_남_70~79세,"4,717","1,100",421,405,464,376,323,284,367,164,291,274,180,38,30
2021년05월_남_80~89세,"2,292",488,197,188,187,171,171,125,227,103,132,160,112,16,15
2021년05월_남_90~99세,200,39,19,24,13,21,21,9,8,5,15,14,7,3,2
2021년05월_남_100세 이상,6,1,0,2,2,0,0,1,0,0,0,0,0,0,0
2021년05월_여_총인구수,"34,586","11,471","3,965","2,439","3,510","2,227","2,137","1,541","1,946",953,"1,612","1,397","1,074",191,123
2021년05월_여_연령구간인구수,"34,586","11,471","3,965","2,439","3,510","2,227","2,137","1,541","1,946",953,"1,612","1,397","1,074",191,123
2021년05월_여_0~9세,"1,563",677,262,88,147,74,77,30,54,32,60,31,24,4,3
2021년05월_여_10~19세,"2,211","1,084",330,104,193,81,102,51,66,38,65,49,39,7,2
2021년05월_여_20~29세,"2,260","1,000",304,137,198,112,102,68,78,37,90,64,52,14,4
2021년05월_여_30~39세,"2,512","1,020",328,157,299,135,122,83,111,41,91,64,48,10,3
2021년05월_여_40~49세,"3,500","1,562",536,176,322,157,178,112,138,65,103,66,75,7,3
2021년05월_여_50~59세,"5,725","1,836",635,411,671,405,345,263,287,147,245,240,189,30,21
2021년05월_여_60~69세,"7,406","1,959",748,631,854,580,501,404,457,224,371,327,263,52,35
2021년05월_여_70~79세,"5,262","1,370",448,374,487,399,383,311,398,202,304,309,216,28,33
2021년05월_여_80~89세,"3,488",838,307,289,265,230,268,198,310,141,244,214,137,33,14
2021년05월_여_90~99세,646,122,67,72,74,54,55,20,46,26,37,32,30,6,5
2021년05월_여_100세 이상,13,3,0,0,0,0,4,1,1,0,2,1,1,0,0
2021년06월_계_총인구수,"69,285","22,697","7,902","4,914","7,037","4,521","4,302","3,038","3,968","1,872","3,245","2,877","2,252",391,269
2021년06월_계_연령구간인구수,"69,285","22,697","7,902","4,914","7,037","4,521","4,302","3,038","3,968","1,872","3,245","2,877","2,252",391,269
2021년06월_계_0~9세,"3,308","1,479",500,172,293,139,167,80,124,67,132,71,69,9,6
2021년06월_계_10~19세,"4,538","2,162",675,209,390,202,215,104,146,72,131,107,104,17,4
2021년06월_계_20~29세,"5,184","2,241",688,315,480,254,251,153,210,90,198,157,113,25,9
2021년06월_계_30~39세,"5,317","2,122",669,323,616,321,267,182,231,78,215,148,117,20,8
2021년06월_계_40~49세,"7,670","3,200","1,105",424,741,386,401,252,324,142,274,193,194,21,13
2021년06월_계_50~59세,"11,713","3,731","1,326",827,"1,303",764,734,511,610,328,553,515,392,72,47
2021년06월_계_60~69세,"14,899","3,785","1,486","1,291","1,713","1,202","1,033",803,967,457,716,682,579,101,84
2021년06월_계_70~79세,"9,992","2,482",865,778,950,778,708,597,764,365,597,583,395,68,62
2021년06월_계_80~89세,"5,796","1,331",502,478,461,396,447,325,535,241,376,374,252,49,29
2021년06월_계_90~99세,850,160,86,96,88,79,75,29,56,32,51,46,36,9,7
2021년06월_계_100세 이상,18,4,0,1,2,0,4,2,1,0,2,1,1,0,0
2021년06월_남_총인구수,"34,644","11,194","3,927","2,474","3,528","2,296","2,154","1,495","2,021",919,"1,630","1,482","1,178",200,146
2021년06월_남_연령구간인구수,"34,644","11,194","3,927","2,474","3,528","2,296","2,154","1,495","2,021",919,"1,630","1,482","1,178",200,146
2021년06월_남_0~9세,"1,740",796,238,84,148,66,92,50,68,33,71,40,46,5,3
2021년06월_남_10~19세,"2,323","1,077",343,105,199,119,113,53,80,34,65,58,65,10,2
2021년06월_남_20~29세,"2,938","1,242",389,179,284,144,143,87,133,52,111,95,62,11,6
2021년06월_남_30~39세,"2,792","1,094",337,168,315,187,146,97,118,37,125,83,70,10,5
2021년06월_남_40~49세,"4,156","1,632",566,246,418,230,222,142,186,77,169,127,117,14,10
2021년06월_남_50~59세,"6,032","1,913",684,422,634,360,390,251,329,186,305,283,207,43,25
2021년06월_남_60~69세,"7,432","1,808",734,652,856,621,526,393,508,229,349,348,311,48,49
2021년06월_남_70~79세,"4,723","1,104",417,405,466,381,326,287,363,164,289,272,180,40,29
2021년06월_남_80~89세,"2,302",487,200,189,193,166,175,125,228,101,132,162,113,16,15
2021년06월_남_90~99세,201,40,19,23,13,22,21,9,8,6,14,14,7,3,2
2021년06월_남_100세 이상,5,1,0,1,2,0,0,1,0,0,0,0,0,0,0
2021년06월_여_총인구수,"34,641","11,503","3,975","2,440","3,509","2,225","2,148","1,543","1,947",953,"1,615","1,395","1,074",191,123
2021년06월_여_연령구간인구수,"34,641","11,503","3,975","2,440","3,509","2,225","2,148","1,543","1,947",953,"1,615","1,395","1,074",191,123
2021년06월_여_0~9세,"1,568",683,262,88,145,73,75,30,56,34,61,31,23,4,3
2021년06월_여_10~19세,"2,215","1,085",332,104,191,83,102,51,66,38,66,49,39,7,2
2021년06월_여_20~29세,"2,246",999,299,136,196,110,108,66,77,38,87,62,51,14,3
2021년06월_여_30~39세,"2,525","1,028",332,155,301,134,121,85,113,41,90,65,47,10,3
2021년06월_여_40~49세,"3,514","1,568",539,178,323,156,179,110,138,65,105,66,77,7,3
2021년06월_여_50~59세,"5,681","1,818",642,405,669,404,344,260,281,142,248,232,185,29,22
2021년06월_여_60~69세,"7,467","1,977",752,639,857,581,507,410,459,228,367,334,268,53,35
2021년06월_여_70~79세,"5,269","1,378",448,373,484,397,382,310,401,201,308,311,215,28,33
2021년06월_여_80~89세,"3,494",844,302,289,268,230,272,200,307,140,244,212,139,33,14
2021년06월_여_90~99세,649,120,67,73,75,57,54,20,48,26,37,32,29,6,5
2021년06월_여_100세 이상,13,3,0,0,0,0,4,1,1,0,2,1,1,0,0
2021년07월_계_총인구수,"69,326","22,682","7,923","4,912","7,070","4,529","4,294","3,053","3,984","1,862","3,245","2,869","2,245",387,271
2021년07월_계_연령구간인구수,"69,326","22,682","7,923","4,912","7,070","4,529","4,294","3,053","3,984","1,862","3,245","2,869","2,245",387,271
2021년07월_계_0~9세,"3,302","1,465",495,175,299,142,163,85,129,63,132,67,71,9,7
2021년07월_계_10~19세,"4,530","2,156",672,210,391,202,212,101,146,76,134,109,100,17,4
2021년07월_계_20~29세,"5,176","2,229",687,318,483,256,254,155,210,89,194,156,112,23,10
2021년07월_계_30~39세,"5,299","2,120",668,318,616,316,258,188,233,73,217,146,118,20,8
2021년07월_계_40~49세,"7,679","3,192","1,106",431,748,394,403,248,326,140,274,194,189,21,13
2021년07월_계_50~59세,"11,661","3,720","1,326",812,"1,299",754,734,513,611,325,548,516,388,69,46
2021년07월_계_60~69세,"14,993","3,815","1,505","1,292","1,721","1,206","1,040",807,977,457,724,677,586,101,85
2021년07월_계_70~79세,"10,000","2,477",880,775,959,778,702,599,764,362,596,583,394,69,62
2021년07월_계_80~89세,"5,808","1,340",498,485,462,398,449,325,531,245,375,375,248,48,29
2021년07월_계_90~99세,860,164,86,95,90,83,75,30,56,32,49,45,38,10,7
2021년07월_계_100세 이상,18,4,0,1,2,0,4,2,1,0,2,1,1,0,0
2021년07월_남_총인구수,"34,681","11,209","3,933","2,470","3,545","2,305","2,148","1,502","2,032",916,"1,626","1,479","1,172",196,148
2021년07월_남_연령구간인구수,"34,681","11,209","3,933","2,470","3,545","2,305","2,148","1,502","2,032",916,"1,626","1,479","1,172",196,148
2021년07월_남_0~9세,"1,733",788,231,85,151,68,91,53,70,33,71,38,46,5,3
2021년07월_남_10~19세,"2,318","1,073",345,105,201,117,111,51,81,35,66,59,62,10,2
2021년07월_남_20~29세,"2,948","1,242",392,178,288,149,145,86,133,52,108,95,63,10,7
2021년07월_남_30~39세,"2,779","1,103",333,163,312,182,141,99,121,36,124,81,69,10,5
2021년07월_남_40~49세,"4,171","1,628",568,253,423,235,223,139,190,76,169,128,115,14,10
2021년07월_남_50~59세,"6,020","1,912",682,415,634,360,391,255,329,184,301,285,206,40,26
2021년07월_남_60~69세,"7,473","1,824",741,654,858,623,529,393,512,227,355,345,314,49,49
2021년07월_남_70~79세,"4,723","1,105",424,403,470,379,319,290,362,164,288,272,179,39,29
2021년07월_남_80~89세,"2,307",490,198,190,193,169,178,126,224,103,131,163,111,16,15
2021년07월_남_90~99세,204,43,19,23,13,23,20,9,10,6,13,13,7,3,2
2021년07월_남_100세 이상,5,1,0,1,2,0,0,1,0,0,0,0,0,0,0
2021년07월_여_총인구수,"34,645","11,473","3,990","2,442","3,525","2,224","2,146","1,551","1,952",946,"1,619","1,390","1,073",191,123
2021년07월_여_연령구간인구수,"34,645","11,473","3,990","2,442","3,525","2,224","2,146","1,551","1,952",946,"1,619","1,390","1,073",191,123
2021년07월_여_0~9세,"1,569",677,264,90,148,74,72,32,59,30,61,29,25,4,4
2021년07월_여_10~19세,"2,212","1,083",327,105,190,85,101,50,65,41,68,50,38,7,2
2021년07월_여_20~29세,"2,228",987,295,140,195,107,109,69,77,37,86,61,49,13,3
2021년07월_여_30~39세,"2,520","1,017",335,155,304,134,117,89,112,37,93,65,49,10,3
2021년07월_여_40~49세,"3,508","1,564",538,178,325,159,180,109,136,64,105,66,74,7,3
2021년07월_여_50~59세,"5,641","1,808",644,397,665,394,343,258,282,141,247,231,182,29,20
2021년07월_여_60~69세,"7,520","1,991",764,638,863,583,511,414,465,230,369,332,272,52,36
2021년07월_여_70~79세,"5,277","1,372",456,372,489,399,383,309,402,198,308,311,215,30,33
2021년07월_여_80~89세,"3,501",850,300,295,269,229,271,199,307,142,244,212,137,32,14
2021년07월_여_90~99세,656,121,67,72,77,60,55,21,46,26,36,32,31,7,5
2021년07월_여_100세 이상,13,3,0,0,0,0,4,1,1,0,2,1,1,0,0
2021년08월_계_총인구수,"69,324","22,640","7,959","4,897","7,092","4,526","4,296","3,044","4,009","1,860","3,250","2,867","2,230",387,267
2021년08월_계_연령구간인구수,"69,324","22,640","7,959","4,897","7,092","4,526","4,296","3,044","4,009","1,860","3,250","2,867","2,230",387,267
2021년08월_계_0~9세,"3,287","1,453",500,166,301,141,166,83,134,65,133,63,67,9,6
2021년08월_계_10~19세,"4,531","2,149",683,207,395,203,213,101,146,73,134,109,98,17,3
2021년08월_계_20~29세,"5,150","2,219",689,314,478,250,249,156,213,92,194,153,113,20,10
2021년08월_계_30~39세,"5,259","2,103",664,316,616,319,256,186,230,72,212,144,113,20,8
2021년08월_계_40~49세,"7,670","3,190","1,106",423,753,392,409,244,326,139,275,194,185,21,13
2021년08월_계_50~59세,"11,648","3,721","1,326",813,"1,312",750,724,510,620,323,545,515,378,66,45
2021년08월_계_60~69세,"15,052","3,814","1,517","1,303","1,724","1,209","1,036",805,983,458,736,682,596,104,85
2021년08월_계_70~79세,"10,003","2,472",887,777,954,774,712,599,769,360,597,581,390,70,61
2021년08월_계_80~89세,"5,835","1,349",499,481,468,403,452,326,531,246,375,376,250,50,29
2021년08월_계_90~99세,871,167,88,96,89,84,75,32,56,32,47,49,39,10,7
2021년08월_계_100세 이상,18,3,0,1,2,1,4,2,1,0,2,1,1,0,0
2021년08월_남_총인구수,"34,679","11,182","3,947","2,462","3,548","2,303","2,149","1,498","2,044",919,"1,634","1,480","1,167",198,148
2021년08월_남_연령구간인구수,"34,679","11,182","3,947","2,462","3,548","2,303","2,149","1,498","2,044",919,"1,634","1,480","1,167",198,148
2021년08월_남_0~9세,"1,724",781,233,79,150,69,94,53,75,34,71,34,43,5,3
2021년08월_남_10~19세,"2,314","1,069",350,103,202,116,110,50,79,34,68,59,62,10,2
2021년08월_남_20~29세,"2,949","1,248",391,179,282,145,144,89,132,54,109,96,64,10,6
2021년08월_남_30~39세,"2,757","1,092",331,163,313,183,140,98,118,36,122,80,65,10,6
2021년08월_남_40~49세,"4,151","1,621",566,246,422,233,226,135,191,77,167,129,114,14,10
2021년08월_남_50~59세,"6,020","1,912",680,416,646,359,383,254,334,183,301,286,202,38,26
2021년08월_남_60~69세,"7,507","1,822",745,659,857,626,529,391,517,228,364,347,323,50,49
2021년08월_남_70~79세,"4,730","1,098",433,404,467,376,322,290,366,165,287,274,177,42,29
2021년08월_남_80~89세,"2,312",496,198,189,194,171,180,128,222,102,132,160,109,16,15
2021년08월_남_90~99세,211,43,20,23,13,25,21,9,10,6,13,15,8,3,2
2021년08월_남_100세 이상,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0
2021년08월_여_총인구수,"34,645","11,458","4,012","2,435","3,544","2,223","2,147","1,546","1,965",941,"1,616","1,387","1,063",189,119
2021년08월_여_연령구간인구수,"34,645","11,458","4,012","2,435","3,544","2,223","2,147","1,546","1,965",941,"1,616","1,387","1,063",189,119
2021년08월_여_0~9세,"1,563",672,267,87,151,72,72,30,59,31,62,29,24,4,3
2021년08월_여_10~19세,"2,217","1,080",333,104,193,87,103,51,67,39,66,50,36,7,1
2021년08월_여_20~29세,"2,201",971,298,135,196,105,105,67,81,38,85,57,49,10,4
2021년08월_여_30~39세,"2,502","1,011",333,153,303,136,116,88,112,36,90,64,48,10,2
2021년08월_여_40~49세,"3,519","1,569",540,177,331,159,183,109,135,62,108,65,71,7,3
2021년08월_여_50~59세,"5,628","1,809",646,397,666,391,341,256,286,140,244,229,176,28,19
2021년08월_여_60~69세,"7,545","1,992",772,644,867,583,507,414,466,230,372,335,273,54,36
2021년08월_여_70~79세,"5,273","1,374",454,373,487,398,390,309,403,195,310,307,213,28,32
2021년08월_여_80~89세,"3,523",853,301,292,274,232,272,198,309,144,243,216,141,34,14
2021년08월_여_90~99세,660,124,68,73,76,59,54,23,46,26,34,34,31,7,5
2021년08월_여_100세 이상,14,3,0,0,0,1,4,1,1,0,2,1,1,0,0
2021년09월_계_총인구수,"69,302","22,661","7,973","4,872","7,105","4,530","4,290","3,037","4,011","1,845","3,245","2,865","2,218",385,265
2021년09월_계_연령구간인구수,"69,302","22,661","7,973","4,872","7,105","4,530","4,290","3,037","4,011","1,845","3,245","2,865","2,218",385,265
2021년09월_계_0~9세,"3,266","1,444",496,161,306,142,168,84,130,66,129,62,63,9,6
2021년09월_계_10~19세,"4,521","2,149",683,209,399,203,210,101,146,69,132,107,93,17,3
2021년09월_계_20~29세,"5,120","2,213",693,305,474,251,245,149,210,90,196,153,111,20,10
2021년09월_계_30~39세,"5,213","2,098",665,301,605,312,248,188,230,70,209,144,115,20,8
2021년09월_계_40~49세,"7,656","3,184","1,110",426,758,395,407,240,322,140,268,191,182,21,12
2021년09월_계_50~59세,"11,642","3,734","1,324",803,"1,313",754,728,504,625,320,544,512,371,65,45
2021년09월_계_60~69세,"15,120","3,850","1,514","1,311","1,738","1,209","1,036",812,980,450,739,691,602,103,85
2021년09월_계_70~79세,"9,987","2,453",892,774,948,777,714,598,772,361,603,581,385,69,60
2021년09월_계_80~89세,"5,887","1,367",508,486,472,403,456,325,539,247,375,374,255,51,29
2021년09월_계_90~99세,873,166,88,95,90,83,75,34,56,32,48,49,40,10,7
2021년09월_계_100세 이상,17,3,0,1,2,1,3,2,1,0,2,1,1,0,0
2021년09월_남_총인구수,"34,660","11,200","3,951","2,445","3,561","2,302","2,152","1,491","2,047",907,"1,622","1,478","1,160",198,146
2021년09월_남_연령구간인구수,"34,660","11,200","3,951","2,445","3,561","2,302","2,152","1,491","2,047",907,"1,622","1,478","1,160",198,146
2021년09월_남_0~9세,"1,714",778,230,75,153,71,95,54,73,35,69,33,40,5,3
2021년09월_남_10~19세,"2,310","1,074",351,105,203,115,109,49,78,31,66,58,59,10,2
2021년09월_남_20~29세,"2,942","1,243",395,173,285,145,143,85,133,53,111,96,63,11,6
2021년09월_남_30~39세,"2,721","1,088",334,155,306,179,133,98,117,32,117,80,66,10,6
2021년09월_남_40~49세,"4,148","1,617",568,246,430,235,228,133,188,77,162,128,113,14,9
2021년09월_남_50~59세,"6,009","1,915",673,413,646,359,386,250,335,181,302,285,200,38,26
2021년09월_남_60~69세,"7,536","1,846",746,660,863,626,528,394,516,224,361,349,325,49,49
2021년09월_남_70~79세,"4,732","1,093",435,404,463,378,328,289,369,164,289,276,174,42,28
2021년09월_남_80~89세,"2,332",503,199,191,197,170,181,128,227,104,132,158,111,16,15
2021년09월_남_90~99세,212,43,20,22,13,24,21,10,11,6,13,15,9,3,2
2021년09월_남_100세 이상,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0
2021년09월_여_총인구수,"34,642","11,461","4,022","2,427","3,544","2,228","2,138","1,546","1,964",938,"1,623","1,387","1,058",187,119
2021년09월_여_연령구간인구수,"34,642","11,461","4,022","2,427","3,544","2,228","2,138","1,546","1,964",938,"1,623","1,387","1,058",187,119
2021년09월_여_0~9세,"1,552",666,266,86,153,71,73,30,57,31,60,29,23,4,3
2021년09월_여_10~19세,"2,211","1,075",332,104,196,88,101,52,68,38,66,49,34,7,1
2021년09월_여_20~29세,"2,178",970,298,132,189,106,102,64,77,37,85,57,48,9,4
2021년09월_여_30~39세,"2,492","1,010",331,146,299,133,115,90,113,38,92,64,49,10,2
2021년09월_여_40~49세,"3,508","1,567",542,180,328,160,179,107,134,63,106,63,69,7,3
2021년09월_여_50~59세,"5,633","1,819",651,390,667,395,342,254,290,139,242,227,171,27,19
2021년09월_여_60~69세,"7,584","2,004",768,651,875,583,508,418,464,226,378,342,277,54,36
2021년09월_여_70~79세,"5,255","1,360",457,370,485,399,386,309,403,197,314,305,211,27,32
2021년09월_여_80~89세,"3,555",864,309,295,275,233,275,197,312,143,243,216,144,35,14
2021년09월_여_90~99세,661,123,68,73,77,59,54,24,45,26,35,34,31,7,5
2021년09월_여_100세 이상,13,3,0,0,0,1,3,1,1,0,2,1,1,0,0
2021년10월_계_총인구수,"69,351","22,662","7,983","4,866","7,111","4,547","4,293","3,041","4,002","1,863","3,263","2,866","2,204",385,265
2021년10월_계_연령구간인구수,"69,351","22,662","7,983","4,866","7,111","4,547","4,293","3,041","4,002","1,863","3,263","2,866","2,204",385,265
2021년10월_계_0~9세,"3,226","1,431",489,159,298,142,164,82,129,67,128,61,61,9,6
2021년10월_계_10~19세,"4,539","2,154",689,209,398,205,213,101,146,70,136,107,92,17,2
2021년10월_계_20~29세,"5,114","2,215",682,297,480,255,245,149,211,96,193,150,110,21,10
2021년10월_계_30~39세,"5,198","2,083",670,302,600,314,244,191,232,71,210,143,111,19,8
2021년10월_계_40~49세,"7,631","3,180","1,106",422,756,391,401,238,314,142,272,192,183,22,12
2021년10월_계_50~59세,"11,655","3,744","1,316",803,"1,313",761,728,508,630,325,548,508,363,64,44
2021년10월_계_60~69세,"15,205","3,862","1,534","1,317","1,752","1,209","1,050",814,978,448,750,695,605,104,87
2021년10월_계_70~79세,"9,980","2,449",902,775,944,785,707,595,766,365,594,585,384,69,60
2021년10월_계_80~89세,"5,904","1,370",507,486,480,401,465,326,535,248,380,375,252,50,29
2021년10월_계_90~99세,881,171,88,95,88,82,73,35,60,31,50,49,42,10,7
2021년10월_계_100세 이상,18,3,0,1,2,2,3,2,1,0,2,1,1,0,0
2021년10월_남_총인구수,"34,698","11,189","3,960","2,436","3,571","2,313","2,163","1,491","2,048",919,"1,634","1,474","1,154",200,146
2021년10월_남_연령구간인구수,"34,698","11,189","3,960","2,436","3,571","2,313","2,163","1,491","2,048",919,"1,634","1,474","1,154",200,146
2021년10월_남_0~9세,"1,692",772,224,74,150,71,93,53,72,35,69,32,39,5,3
2021년10월_남_10~19세,"2,321","1,073",356,105,204,117,109,50,78,32,69,57,59,10,2
2021년10월_남_20~29세,"2,940","1,242",389,166,289,150,147,80,139,56,109,93,62,12,6
2021년10월_남_30~39세,"2,709","1,075",336,153,308,179,134,98,119,33,117,78,64,9,6
2021년10월_남_40~49세,"4,132","1,615",565,242,429,233,226,131,182,77,164,129,115,15,9
2021년10월_남_50~59세,"6,020","1,913",671,416,643,366,386,254,340,188,303,281,197,37,25
2021년10월_남_60~69세,"7,581","1,858",756,661,869,619,539,396,515,221,368,353,325,51,50
2021년10월_남_70~79세,"4,740","1,086",444,406,462,384,325,290,367,168,285,278,175,42,28
2021년10월_남_80~89세,"2,344",510,199,190,202,170,185,128,224,103,136,158,108,16,15
2021년10월_남_90~99세,215,45,20,22,13,24,19,10,12,6,14,15,10,3,2
2021년10월_남_100세 이상,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0
2021년10월_여_총인구수,"34,653","11,473","4,023","2,430","3,540","2,234","2,130","1,550","1,954",944,"1,629","1,392","1,050",185,119
2021년10월_여_연령구간인구수,"34,653","11,473","4,023","2,430","3,540","2,234","2,130","1,550","1,954",944,"1,629","1,392","1,050",185,119
2021년10월_여_0~9세,"1,534",659,265,85,148,71,71,29,57,32,59,29,22,4,3
2021년10월_여_10~19세,"2,218","1,081",333,104,194,88,104,51,68,38,67,50,33,7,0
2021년10월_여_20~29세,"2,174",973,293,131,191,105,98,69,72,40,84,57,48,9,4
2021년10월_여_30~39세,"2,489","1,008",334,149,292,135,110,93,113,38,93,65,47,10,2
2021년10월_여_40~49세,"3,499","1,565",541,180,327,158,175,107,132,65,108,63,68,7,3
2021년10월_여_50~59세,"5,635","1,831",645,387,670,395,342,254,290,137,245,227,166,27,19
2021년10월_여_60~69세,"7,624","2,004",778,656,883,590,511,418,463,227,382,342,280,53,37
2021년10월_여_70~79세,"5,240","1,363",458,369,482,401,382,305,399,197,309,307,209,27,32
2021년10월_여_80~89세,"3,560",860,308,296,278,231,280,198,311,145,244,217,144,34,14
2021년10월_여_90~99세,666,126,68,73,75,58,54,25,48,25,36,34,32,7,5
2021년10월_여_100세 이상,14,3,0,0,0,2,3,1,1,0,2,1,1,0,0
2021년11월_계_총인구수,"69,502","22,698","7,985","4,892","7,139","4,552","4,289","3,051","4,020","1,874","3,281","2,863","2,206",388,264
2021년11월_계_연령구간인구수,"69,502","22,698","7,985","4,892","7,139","4,552","4,289","3,051","4,020","1,874","3,281","2,863","2,206",388,264
2021년11월_계_0~9세,"3,217","1,435",482,158,292,145,160,83,134,69,126,59,59,9,6
2021년11월_계_10~19세,"4,539","2,154",689,209,402,202,216,104,142,71,135,108,88,17,2
2021년11월_계_20~29세,"5,120","2,202",683,303,488,255,242,156,215,91,196,149,110,20,10
2021년11월_계_30~39세,"5,189","2,093",661,297,596,312,246,191,236,73,206,141,108,21,8
2021년11월_계_40~49세,"7,638","3,189","1,101",426,752,383,401,233,316,150,276,191,185,23,12
2021년11월_계_50~59세,"11,712","3,751","1,325",806,"1,320",769,733,509,631,326,562,505,367,64,44
2021년11월_계_60~69세,"15,298","3,879","1,549","1,333","1,769","1,214","1,054",815,984,449,756,697,612,103,84
2021년11월_계_70~79세,"9,956","2,448",898,777,945,779,702,593,766,363,589,587,379,70,60
2021년11월_계_80~89세,"5,925","1,370",510,485,484,406,457,327,537,251,382,377,257,51,31
2021년11월_계_90~99세,890,174,87,97,89,84,75,38,58,31,51,48,41,10,7
2021년11월_계_100세 이상,18,3,0,1,2,3,3,2,1,0,2,1,0,0,0
2021년11월_남_총인구수,"34,782","11,205","3,962","2,451","3,588","2,316","2,166","1,497","2,060",925,"1,641","1,474","1,149",202,146
2021년11월_남_연령구간인구수,"34,782","11,205","3,962","2,451","3,588","2,316","2,166","1,497","2,060",925,"1,641","1,474","1,149",202,146
2021년11월_남_0~9세,"1,686",778,220,73,146,72,91,53,74,38,67,31,35,5,3
2021년11월_남_10~19세,"2,323","1,074",354,105,208,117,111,52,76,32,68,57,57,10,2
2021년11월_남_20~29세,"2,941","1,231",392,170,292,152,146,83,141,52,110,93,61,12,6
2021년11월_남_30~39세,"2,712","1,077",335,154,309,177,134,97,123,33,118,78,61,10,6
2021년11월_남_40~49세,"4,121","1,617",565,241,425,226,225,128,180,80,165,126,118,16,9
2021년11월_남_50~59세,"6,048","1,914",672,418,649,372,392,257,341,188,307,280,198,35,25
2021년11월_남_60~69세,"7,651","1,872",768,670,877,623,540,397,519,223,373,358,328,53,50
2021년11월_남_70~79세,"4,728","1,094",437,407,461,378,325,291,369,166,281,278,172,42,27
2021년11월_남_80~89세,"2,354",504,199,190,205,175,182,128,226,107,137,159,110,16,16
2021년11월_남_90~99세,214,44,20,22,14,24,20,10,11,6,15,14,9,3,2
