카테고리,경기도 양평군,경기도 양평군 양평읍,경기도 양평군 강상면,경기도 양평군 강하면,경기도 양평군 양서면,경기도 양평군 옥천면,경기도 양평군 서종면,경기도 양평군 단월면,경기도 양평군 청운면,경기도 양평군 양동면,경기도 양평군 지평면,경기도 양평군 용문면,경기도 양평군 개군면
2021년03월_계_20~29세,"10,577","3,554",839,348,"1,216",733,609,243,224,281,472,"1,653",405
2021년03월_계_30~39세,"10,759","3,191","1,190",358,"1,198",769,827,283,193,290,403,"1,688",369
2021년03월_계_40~49세,"16,287","4,810","1,693",515,"1,813","1,069","1,488",420,355,380,681,"2,463",600
2021년03월_계_50~59세,"20,728","5,384","1,646",879,"2,426","1,381","1,704",664,668,909,"1,262","2,921",884
2021년03월_계_60~69세,"23,399","4,543","1,805","1,268","2,745","1,685","2,105",978,"1,007","1,166","1,711","3,153","1,233"
2021년03월_계_70~79세,"13,129","2,427",959,706,"1,639",873,"1,045",561,611,702,991,"1,898",717
2021년03월_계_80~89세,"6,413","1,200",413,237,699,390,413,316,388,441,589,978,349
2021년03월_계_90~99세,"1,003",154,59,46,114,56,79,44,43,81,107,173,47
2021년03월_계_100세 이상,41,8,3,1,11,1,3,0,2,4,3,4,1
2021년03월_남_총인구수,"59,853","15,418","5,194","2,408","6,786","4,043","4,841","1,949","1,924","2,280","3,486","8,910","2,614"
2021년03월_남_연령구간인구수,"59,853","15,418","5,194","2,408","6,786","4,043","4,841","1,949","1,924","2,280","3,486","8,910","2,614"
2021년03월_남_0~9세,"3,691","1,134",466,93,370,225,301,63,62,79,133,657,108
2021년03월_남_10~19세,"5,108","1,685",494,143,541,302,454,113,91,100,213,789,183
2021년03월_남_20~29세,"5,878","1,973",442,199,652,429,337,137,123,162,278,920,226
2021년03월_남_30~39세,"5,438","1,613",559,188,610,399,385,162,104,158,211,853,196
2021년03월_남_40~49세,"8,268","2,321",852,258,918,562,746,220,209,206,374,"1,280",322
2021년03월_남_50~59세,"10,658","2,781",833,441,"1,222",695,855,356,352,480,665,"1,510",468
2021년03월_남_60~69세,"11,646","2,264",882,607,"1,329",849,"1,018",499,515,575,914,"1,578",616
2021년03월_남_70~79세,"6,448","1,176",495,376,803,426,560,270,296,328,462,901,355
2021년03월_남_80~89세,"2,477",433,157,94,311,140,165,122,161,172,206,384,132
2021년03월_남_90~99세,231,38,14,8,24,16,20,7,10,19,29,38,8
2021년03월_남_100세 이상,10,0,0,1,6,0,0,0,1,1,1,0,0
2021년03월_여_총인구수,"59,407","15,313","5,284","2,365","6,847","3,947","4,905","1,912","1,835","2,304","3,333","8,807","2,555"
2021년03월_여_연령구간인구수,"59,407","15,313","5,284","2,365","6,847","3,947","4,905","1,912","1,835","2,304","3,333","8,807","2,555"
2021년03월_여_0~9세,"3,544","1,055",459,81,360,249,323,64,48,59,92,630,124
2021년03월_여_10~19세,"4,581","1,586",452,98,501,257,395,112,67,92,162,710,149
2021년03월_여_20~29세,"4,699","1,581",397,149,564,304,272,106,101,119,194,733,179
2021년03월_여_30~39세,"5,321","1,578",631,170,588,370,442,121,89,132,192,835,173
2021년03월_여_40~49세,"8,019","2,489",841,257,895,507,742,200,146,174,307,"1,183",278
2021년03월_여_50~59세,"10,070","2,603",813,438,"1,204",686,849,308,316,429,597,"1,411",416
2021년03월_여_60~69세,"11,753","2,279",923,661,"1,416",836,"1,087",479,492,591,797,"1,575",617
2021년03월_여_70~79세,"6,681","1,251",464,330,836,447,485,291,315,374,529,997,362
2021년03월_여_80~89세,"3,936",767,256,143,388,250,248,194,227,269,383,594,217
2021년03월_여_90~99세,772,116,45,38,90,40,59,37,33,62,78,135,39
2021년03월_여_100세 이상,31,8,3,0,5,1,3,0,1,3,2,4,1
2021년04월_계_총인구수,"119,505","30,737","10,506","4,772","13,674","8,033","9,776","3,879","3,755","4,597","6,838","17,752","5,186"
2021년04월_계_연령구간인구수,"119,505","30,737","10,506","4,772","13,674","8,033","9,776","3,879","3,755","4,597","6,838","17,752","5,186"
2021년04월_계_0~9세,"7,218","2,177",926,175,730,475,621,125,108,136,226,"1,287",232
2021년04월_계_10~19세,"9,677","3,252",951,241,"1,043",557,855,230,154,189,374,"1,496",335
2021년04월_계_20~29세,"10,590","3,553",848,345,"1,222",740,609,244,223,281,472,"1,652",401
2021년04월_계_30~39세,"10,785","3,191","1,188",366,"1,206",779,823,280,195,289,404,"1,691",373
2021년04월_계_40~49세,"16,284","4,814","1,689",507,"1,817","1,063","1,493",419,352,378,687,"2,460",605
2021년04월_계_50~59세,"20,728","5,363","1,646",871,"2,420","1,397","1,715",672,662,916,"1,256","2,924",886
2021년04월_계_60~69세,"23,578","4,580","1,818","1,277","2,768","1,690","2,116",988,"1,022","1,180","1,721","3,181","1,237"
2021년04월_계_70~79세,"13,155","2,442",962,704,"1,636",880,"1,044",561,605,701,"1,000","1,904",716
2021년04월_계_80~89세,"6,444","1,199",418,240,707,393,417,318,391,443,584,981,353
2021년04월_계_90~99세,"1,004",158,57,45,114,58,80,42,41,80,111,172,46
2021년04월_계_100세 이상,42,8,3,1,11,1,3,0,2,4,3,4,2
2021년04월_남_총인구수,"59,981","15,398","5,211","2,404","6,813","4,070","4,864","1,973","1,921","2,289","3,489","8,918","2,631"
2021년04월_남_연령구간인구수,"59,981","15,398","5,211","2,404","6,813","4,070","4,864","1,973","1,921","2,289","3,489","8,918","2,631"
2021년04월_남_0~9세,"3,689","1,123",464,93,376,223,303,60,62,80,136,661,108
2021년04월_남_10~19세,"5,112","1,676",499,141,538,300,459,117,86,98,217,793,188
2021년04월_남_20~29세,"5,881","1,965",448,196,662,433,337,140,123,163,272,916,226
2021년04월_남_30~39세,"5,442","1,616",552,193,613,405,384,160,103,159,212,850,195
2021년04월_남_40~49세,"8,260","2,321",852,253,922,559,748,225,206,205,372,"1,273",324
2021년04월_남_50~59세,"10,674","2,764",845,439,"1,215",707,863,361,351,481,665,"1,508",475
2021년04월_남_60~69세,"11,745","2,285",882,610,"1,341",861,"1,023",508,523,585,913,"1,594",620
2021년04월_남_70~79세,"6,459","1,184",497,374,803,425,558,273,292,329,470,901,353
2021년04월_남_80~89세,"2,476",423,158,96,313,141,170,123,164,169,200,385,134
2021년04월_남_90~99세,233,41,14,8,24,16,19,6,10,19,31,37,8
2021년04월_남_100세 이상,10,0,0,1,6,0,0,0,1,1,1,0,0
2021년04월_여_총인구수,"59,524","15,339","5,295","2,368","6,861","3,963","4,912","1,906","1,834","2,308","3,349","8,834","2,555"
2021년04월_여_연령구간인구수,"59,524","15,339","5,295","2,368","6,861","3,963","4,912","1,906","1,834","2,308","3,349","8,834","2,555"
2021년04월_여_0~9세,"3,529","1,054",462,82,354,252,318,65,46,56,90,626,124
2021년04월_여_10~19세,"4,565","1,576",452,100,505,257,396,113,68,91,157,703,147
2021년04월_여_20~29세,"4,709","1,588",400,149,560,307,272,104,100,118,200,736,175
2021년04월_여_30~39세,"5,343","1,575",636,173,593,374,439,120,92,130,192,841,178
2021년04월_여_40~49세,"8,024","2,493",837,254,895,504,745,194,146,173,315,"1,187",281
2021년04월_여_50~59세,"10,054","2,599",801,432,"1,205",690,852,311,311,435,591,"1,416",411
2021년04월_여_60~69세,"11,833","2,295",936,667,"1,427",829,"1,093",480,499,595,808,"1,587",617
2021년04월_여_70~79세,"6,696","1,258",465,330,833,455,486,288,313,372,530,"1,003",363
2021년04월_여_80~89세,"3,968",776,260,144,394,252,247,195,227,274,384,596,219
2021년04월_여_90~99세,771,117,43,37,90,42,61,36,31,61,80,135,38
2021년04월_여_100세 이상,32,8,3,0,5,1,3,0,1,3,2,4,2
2021년05월_계_총인구수,"119,826","30,772","10,504","4,778","13,767","8,069","9,802","3,895","3,770","4,619","6,858","17,813","5,179"
2021년05월_계_연령구간인구수,"119,826","30,772","10,504","4,778","13,767","8,069","9,802","3,895","3,770","4,619","6,858","17,813","5,179"
2021년05월_계_0~9세,"7,184","2,172",921,172,731,474,620,125,104,137,229,"1,273",226
2021년05월_계_10~19세,"9,757","3,258",954,244,"1,083",570,858,226,154,190,366,"1,533",321
2021년05월_계_20~29세,"10,603","3,546",842,350,"1,231",749,610,247,222,276,481,"1,654",395
2021년05월_계_30~39세,"10,782","3,188","1,177",364,"1,208",773,824,280,192,290,409,"1,697",380
2021년05월_계_40~49세,"16,262","4,802","1,691",499,"1,815","1,069","1,494",418,355,379,689,"2,455",596
2021년05월_계_50~59세,"20,764","5,366","1,648",867,"2,422","1,409","1,723",680,662,923,"1,244","2,933",887
2021년05월_계_60~69세,"23,770","4,623","1,827","1,285","2,790","1,695","2,120",998,"1,040","1,192","1,735","3,212","1,253"
2021년05월_계_70~79세,"13,180","2,453",965,706,"1,649",874,"1,047",560,606,703,"1,000","1,897",720
2021년05월_계_80~89세,"6,469","1,193",418,246,712,395,423,318,391,444,589,987,353
2021년05월_계_90~99세,"1,012",163,58,43,115,60,80,42,42,81,113,169,46
2021년05월_계_100세 이상,43,8,3,2,11,1,3,1,2,4,3,3,2
2021년05월_남_총인구수,"60,147","15,419","5,211","2,403","6,881","4,087","4,867","1,986","1,926","2,312","3,490","8,946","2,619"
2021년05월_남_연령구간인구수,"60,147","15,419","5,211","2,403","6,881","4,087","4,867","1,986","1,926","2,312","3,490","8,946","2,619"
2021년05월_남_0~9세,"3,668","1,119",462,91,378,223,295,62,60,81,136,654,107
2021년05월_남_10~19세,"5,173","1,684",501,140,581,308,459,117,87,98,213,811,174
2021년05월_남_20~29세,"5,884","1,958",447,198,669,438,337,143,124,161,272,913,224
2021년05월_남_30~39세,"5,455","1,618",550,193,613,401,388,160,103,163,213,857,196
2021년05월_남_40~49세,"8,249","2,316",849,248,925,562,749,225,209,207,377,"1,264",318
2021년05월_남_50~59세,"10,680","2,763",840,437,"1,214",718,861,362,347,487,661,"1,514",476
2021년05월_남_60~69세,"11,845","2,313",891,612,"1,350",859,"1,029",515,530,592,917,"1,610",627
2021년05월_남_70~79세,"6,473","1,187",499,377,807,420,559,273,293,334,468,898,358
2021년05월_남_80~89세,"2,476",419,158,98,315,142,171,123,161,169,200,389,131
2021년05월_남_90~99세,234,42,14,8,23,16,19,6,11,19,32,36,8
2021년05월_남_100세 이상,10,0,0,1,6,0,0,0,1,1,1,0,0
2021년05월_여_총인구수,"59,679","15,353","5,293","2,375","6,886","3,982","4,935","1,909","1,844","2,307","3,368","8,867","2,560"
2021년05월_여_연령구간인구수,"59,679","15,353","5,293","2,375","6,886","3,982","4,935","1,909","1,844","2,307","3,368","8,867","2,560"
2021년05월_여_0~9세,"3,516","1,053",459,81,353,251,325,63,44,56,93,619,119
2021년05월_여_10~19세,"4,584","1,574",453,104,502,262,399,109,67,92,153,722,147
2021년05월_여_20~29세,"4,719","1,588",395,152,562,311,273,104,98,115,209,741,171
2021년05월_여_30~39세,"5,327","1,570",627,171,595,372,436,120,89,127,196,840,184
2021년05월_여_40~49세,"8,013","2,486",842,251,890,507,745,193,146,172,312,"1,191",278
2021년05월_여_50~59세,"10,084","2,603",808,430,"1,208",691,862,318,315,436,583,"1,419",411
2021년05월_여_60~69세,"11,925","2,310",936,673,"1,440",836,"1,091",483,510,600,818,"1,602",626
2021년05월_여_70~79세,"6,707","1,266",466,329,842,454,488,287,313,369,532,999,362
2021년05월_여_80~89세,"3,993",774,260,148,397,253,252,195,230,275,389,598,222
2021년05월_여_90~99세,778,121,44,35,92,44,61,36,31,62,81,133,38
2021년05월_여_100세 이상,33,8,3,1,5,1,3,1,1,3,2,3,2
2021년06월_계_총인구수,"120,012","30,731","10,506","4,793","13,842","8,085","9,823","3,891","3,783","4,622","6,877","17,869","5,190"
2021년06월_계_연령구간인구수,"120,012","30,731","10,506","4,793","13,842","8,085","9,823","3,891","3,783","4,622","6,877","17,869","5,190"
2021년06월_계_0~9세,"7,178","2,168",908,175,735,475,621,126,104,137,230,"1,267",232
2021년06월_계_10~19세,"9,783","3,217",962,247,"1,099",572,864,220,154,192,371,"1,566",319
2021년06월_계_20~29세,"10,617","3,545",833,348,"1,240",749,617,254,222,279,485,"1,658",387
2021년06월_계_30~39세,"10,767","3,180","1,179",360,"1,203",773,828,277,195,288,409,"1,689",386
2021년06월_계_40~49세,"16,283","4,777","1,691",500,"1,835","1,072","1,493",417,354,383,700,"2,465",596
2021년06월_계_50~59세,"20,647","5,346","1,635",870,"2,401","1,407","1,717",672,663,909,"1,226","2,915",886
2021년06월_계_60~69세,"23,992","4,671","1,844","1,301","2,826","1,697","2,131","1,004","1,048","1,201","1,748","3,253","1,268"
2021년06월_계_70~79세,"13,171","2,446",971,702,"1,659",883,"1,043",563,605,709,999,"1,878",713
2021년06월_계_80~89세,"6,514","1,211",420,244,718,398,424,315,391,439,594,"1,006",354
2021년06월_계_90~99세,"1,016",162,60,44,115,58,82,42,44,81,112,168,48
2021년06월_계_100세 이상,44,8,3,2,11,1,3,1,3,4,3,4,1
2021년06월_남_총인구수,"60,259","15,400","5,211","2,419","6,913","4,097","4,885","1,980","1,929","2,308","3,506","8,990","2,621"
2021년06월_남_연령구간인구수,"60,259","15,400","5,211","2,419","6,913","4,097","4,885","1,980","1,929","2,308","3,506","8,990","2,621"
2021년06월_남_0~9세,"3,661","1,110",452,95,379,225,303,62,60,79,136,653,107
2021년06월_남_10~19세,"5,203","1,665",508,141,594,312,458,116,88,98,217,835,171
2021년06월_남_20~29세,"5,907","1,970",444,199,672,434,344,144,124,163,270,921,222
2021년06월_남_30~39세,"5,454","1,614",556,194,606,403,393,157,104,160,215,854,198
2021년06월_남_40~49세,"8,260","2,301",846,248,939,567,749,227,206,211,382,"1,266",318
2021년06월_남_50~59세,"10,592","2,747",831,435,"1,197",718,853,355,348,477,650,"1,506",475
2021년06월_남_60~69세,"11,964","2,340",902,625,"1,362",856,"1,034",519,534,598,932,"1,628",634
2021년06월_남_70~79세,"6,473","1,184",499,375,817,425,558,272,291,337,465,893,357
2021년06월_남_80~89세,"2,498",427,159,98,316,141,174,122,162,166,206,397,130
2021년06월_남_90~99세,237,42,14,8,25,16,19,6,11,18,32,37,9
2021년06월_남_100세 이상,10,0,0,1,6,0,0,0,1,1,1,0,0
2021년06월_여_총인구수,"59,753","15,331","5,295","2,374","6,929","3,988","4,938","1,911","1,854","2,314","3,371","8,879","2,569"
2021년06월_여_연령구간인구수,"59,753","15,331","5,295","2,374","6,929","3,988","4,938","1,911","1,854","2,314","3,371","8,879","2,569"
2021년06월_여_0~9세,"3,517","1,058",456,80,356,250,318,64,44,58,94,614,125
2021년06월_여_10~19세,"4,580","1,552",454,106,505,260,406,104,66,94,154,731,148
2021년06월_여_20~29세,"4,710","1,575",389,149,568,315,273,110,98,116,215,737,165
2021년06월_여_30~39세,"5,313","1,566",623,166,597,370,435,120,91,128,194,835,188
2021년06월_여_40~49세,"8,023","2,476",845,252,896,505,744,190,148,172,318,"1,199",278
2021년06월_여_50~59세,"10,055","2,599",804,435,"1,204",689,864,317,315,432,576,"1,409",411
2021년06월_여_60~69세,"12,028","2,331",942,676,"1,464",841,"1,097",485,514,603,816,"1,625",634
2021년06월_여_70~79세,"6,698","1,262",472,327,842,458,485,291,314,372,534,985,356
2021년06월_여_80~89세,"4,016",784,261,146,402,257,250,193,229,273,388,609,224
2021년06월_여_90~99세,779,120,46,36,90,42,63,36,33,63,80,131,39
2021년06월_여_100세 이상,34,8,3,1,5,1,3,1,2,3,2,4,1
2021년07월_계_총인구수,"120,419","30,764","10,495","4,799","13,971","8,117","9,822","3,882","3,786","4,629","6,919","18,019","5,216"
2021년07월_계_연령구간인구수,"120,419","30,764","10,495","4,799","13,971","8,117","9,822","3,882","3,786","4,629","6,919","18,019","5,216"
2021년07월_계_0~9세,"7,177","2,179",904,175,744,477,610,125,104,134,232,"1,257",236
2021년07월_계_10~19세,"9,951","3,210",959,248,"1,165",575,868,220,155,198,380,"1,653",320
2021년07월_계_20~29세,"10,645","3,558",835,343,"1,261",750,607,251,222,278,482,"1,666",392
2021년07월_계_30~39세,"10,796","3,167","1,171",367,"1,197",787,834,277,194,287,416,"1,715",384
2021년07월_계_40~49세,"16,286","4,775","1,682",497,"1,847","1,070","1,494",412,357,391,710,"2,457",594
2021년07월_계_50~59세,"20,615","5,327","1,619",869,"2,400","1,412","1,708",667,663,906,"1,212","2,934",898
2021년07월_계_60~69세,"24,172","4,717","1,866","1,311","2,849","1,696","2,148","1,012","1,046","1,204","1,777","3,271","1,275"
2021년07월_계_70~79세,"13,165","2,440",975,698,"1,658",889,"1,045",559,601,712,"1,000","1,878",710
2021년07월_계_80~89세,"6,549","1,218",422,246,725,400,424,315,394,433,597,"1,015",360
2021년07월_계_90~99세,"1,019",165,59,43,114,60,81,43,47,82,110,169,46
2021년07월_계_100세 이상,44,8,3,2,11,1,3,1,3,4,3,4,1
2021년07월_남_총인구수,"60,513","15,419","5,212","2,420","7,022","4,116","4,875","1,974","1,930","2,313","3,531","9,063","2,638"
2021년07월_남_연령구간인구수,"60,513","15,419","5,212","2,420","7,022","4,116","4,875","1,974","1,930","2,313","3,531","9,063","2,638"
2021년07월_남_0~9세,"3,668","1,119",446,93,391,226,295,62,60,76,140,651,109
2021년07월_남_10~19세,"5,308","1,650",507,146,660,312,462,115,89,102,221,871,173
2021년07월_남_20~29세,"5,931","1,977",448,194,695,439,334,141,124,158,267,930,224
2021년07월_남_30~39세,"5,479","1,614",558,196,603,406,398,156,103,161,220,867,197
2021년07월_남_40~49세,"8,256","2,299",837,246,941,571,747,227,207,216,385,"1,262",318
2021년07월_남_50~59세,"10,593","2,738",834,435,"1,193",720,853,352,350,479,644,"1,511",484
2021년07월_남_60~69세,"12,027","2,362",906,626,"1,372",858,"1,036",524,531,597,946,"1,634",635
2021년07월_남_70~79세,"6,479","1,183",500,374,815,427,558,270,289,343,467,895,358
2021년07월_남_80~89세,"2,523",434,162,101,321,140,173,121,164,163,208,405,131
2021년07월_남_90~99세,239,43,14,8,25,17,19,6,12,17,32,37,9
2021년07월_남_100세 이상,10,0,0,1,6,0,0,0,1,1,1,0,0
2021년07월_여_총인구수,"59,906","15,345","5,283","2,379","6,949","4,001","4,947","1,908","1,856","2,316","3,388","8,956","2,578"
2021년07월_여_연령구간인구수,"59,906","15,345","5,283","2,379","6,949","4,001","4,947","1,908","1,856","2,316","3,388","8,956","2,578"
2021년07월_여_0~9세,"3,509","1,060",458,82,353,251,315,63,44,58,92,606,127
2021년07월_여_10~19세,"4,643","1,560",452,102,505,263,406,105,66,96,159,782,147
2021년07월_여_20~29세,"4,714","1,581",387,149,566,311,273,110,98,120,215,736,168
2021년07월_여_30~39세,"5,317","1,553",613,171,594,381,436,121,91,126,196,848,187
2021년07월_여_40~49세,"8,030","2,476",845,251,906,499,747,185,150,175,325,"1,195",276
2021년07월_여_50~59세,"10,022","2,589",785,434,"1,207",692,855,315,313,427,568,"1,423",414
2021년07월_여_60~69세,"12,145","2,355",960,685,"1,477",838,"1,112",488,515,607,831,"1,637",640
2021년07월_여_70~79세,"6,686","1,257",475,324,843,462,487,289,312,369,533,983,352
2021년07월_여_80~89세,"4,026",784,260,145,404,260,251,194,230,270,389,610,229
2021년07월_여_90~99세,780,122,45,35,89,43,62,37,35,65,78,132,37
2021년07월_여_100세 이상,34,8,3,1,5,1,3,1,2,3,2,4,1
2021년08월_계_총인구수,"120,954","30,843","10,486","4,826","14,014","8,167","9,892","3,894","3,789","4,634","6,959","18,221","5,229"
2021년08월_계_연령구간인구수,"120,954","30,843","10,486","4,826","14,014","8,167","9,892","3,894","3,789","4,634","6,959","18,221","5,229"
2021년08월_계_0~9세,"7,197","2,163",908,180,750,483,618,127,104,133,240,"1,252",239
2021년08월_계_10~19세,"10,070","3,207",960,251,"1,158",578,877,219,154,201,385,"1,764",316
2021년08월_계_20~29세,"10,680","3,579",823,338,"1,262",757,610,251,218,278,476,"1,693",395
2021년08월_계_30~39세,"10,788","3,173","1,166",363,"1,181",785,840,271,196,289,420,"1,728",376
2021년08월_계_40~49세,"16,336","4,771","1,685",509,"1,853","1,081","1,503",414,358,385,725,"2,453",599
2021년08월_계_50~59세,"20,719","5,338","1,619",882,"2,431","1,423","1,734",672,658,904,"1,208","2,949",901
2021년08월_계_60~69세,"24,317","4,779","1,869","1,312","2,865","1,712","2,163","1,021","1,049","1,210","1,773","3,284","1,280"
2021년08월_계_70~79세,"13,192","2,437",969,698,"1,658",887,"1,045",560,607,712,"1,015","1,893",711
2021년08월_계_80~89세,"6,583","1,230",425,249,729,401,417,314,391,434,601,"1,026",366
2021년08월_계_90~99세,"1,026",159,58,41,115,59,82,44,51,84,113,175,45
2021년08월_계_100세 이상,46,7,4,3,12,1,3,1,3,4,3,4,1
2021년08월_남_총인구수,"60,817","15,458","5,209","2,432","7,046","4,146","4,923","1,977","1,935","2,317","3,550","9,186","2,638"
2021년08월_남_연령구간인구수,"60,817","15,458","5,209","2,432","7,046","4,146","4,923","1,977","1,935","2,317","3,550","9,186","2,638"
2021년08월_남_0~9세,"3,681","1,105",450,97,392,232,302,63,61,78,141,648,112
2021년08월_남_10~19세,"5,381","1,646",507,146,659,314,464,112,89,102,224,945,173
2021년08월_남_20~29세,"5,955","1,991",437,191,700,440,341,141,122,160,266,946,220
2021년08월_남_30~39세,"5,472","1,620",563,191,595,406,394,154,101,162,221,875,190
2021년08월_남_40~49세,"8,291","2,300",830,254,943,582,760,229,209,208,398,"1,257",321
2021년08월_남_50~59세,"10,656","2,734",836,442,"1,212",725,867,352,351,484,643,"1,523",487
2021년08월_남_60~69세,"12,093","2,398",908,626,"1,381",863,"1,045",527,531,595,941,"1,643",635
2021년08월_남_70~79세,"6,495","1,185",498,374,813,425,560,272,294,343,473,901,357
2021년08월_남_80~89세,"2,544",437,166,102,320,142,171,121,163,166,211,410,135
2021년08월_남_90~99세,239,42,14,8,25,17,19,6,13,18,31,38,8
2021년08월_남_100세 이상,10,0,0,1,6,0,0,0,1,1,1,0,0
2021년08월_여_총인구수,"60,137","15,385","5,277","2,394","6,968","4,021","4,969","1,917","1,854","2,317","3,409","9,035","2,591"
2021년08월_여_연령구간인구수,"60,137","15,385","5,277","2,394","6,968","4,021","4,969","1,917","1,854","2,317","3,409","9,035","2,591"
2021년08월_여_0~9세,"3,516","1,058",458,83,358,251,316,64,43,55,99,604,127
2021년08월_여_10~19세,"4,689","1,561",453,105,499,264,413,107,65,99,161,819,143
2021년08월_여_20~29세,"4,725","1,588",386,147,562,317,269,110,96,118,210,747,175
2021년08월_여_30~39세,"5,316","1,553",603,172,586,379,446,117,95,127,199,853,186
2021년08월_여_40~49세,"8,045","2,471",855,255,910,499,743,185,149,177,327,"1,196",278
2021년08월_여_50~59세,"10,063","2,604",783,440,"1,219",698,867,320,307,420,565,"1,426",414
2021년08월_여_60~69세,"12,224","2,381",961,686,"1,484",849,"1,118",494,518,615,832,"1,641",645
2021년08월_여_70~79세,"6,697","1,252",471,324,845,462,485,288,313,369,542,992,354
2021년08월_여_80~89세,"4,039",793,259,147,409,259,246,193,228,268,390,616,231
2021년08월_여_90~99세,787,117,44,33,90,42,63,38,38,66,82,137,37
2021년08월_여_100세 이상,36,7,4,2,6,1,3,1,2,3,2,4,1
2021년09월_계_총인구수,"120,997","30,872","10,485","4,823","13,973","8,182","9,933","3,907","3,800","4,650","6,974","18,180","5,218"
2021년09월_계_연령구간인구수,"120,997","30,872","10,485","4,823","13,973","8,182","9,933","3,907","3,800","4,650","6,974","18,180","5,218"
2021년09월_계_0~9세,"7,168","2,146",900,179,755,483,617,124,102,131,246,"1,247",238
2021년09월_계_10~19세,"9,985","3,208",956,252,"1,096",579,885,220,158,202,386,"1,731",312
2021년09월_계_20~29세,"10,652","3,578",822,332,"1,260",753,605,249,216,278,471,"1,701",387
2021년09월_계_30~39세,"10,729","3,152","1,164",359,"1,171",779,834,268,191,287,416,"1,730",378
2021년09월_계_40~49세,"16,320","4,783","1,675",504,"1,855","1,084","1,518",412,359,390,724,"2,425",591
2021년09월_계_50~59세,"20,766","5,343","1,630",883,"2,444","1,419","1,736",680,662,905,"1,209","2,951",904
2021년09월_계_60~69세,"24,477","4,816","1,880","1,317","2,876","1,726","2,178","1,037","1,057","1,220","1,785","3,300","1,285"
2021년09월_계_70~79세,"13,198","2,447",972,700,"1,654",888,"1,047",561,611,710,"1,016","1,887",705
2021년09월_계_80~89세,"6,624","1,228",425,252,734,411,426,310,390,440,600,"1,037",371
2021년09월_계_90~99세,"1,030",163,57,42,116,59,84,45,50,83,118,167,46
2021년09월_계_100세 이상,48,8,4,3,12,1,3,1,4,4,3,4,1
2021년09월_남_총인구수,"60,791","15,470","5,218","2,424","6,989","4,166","4,934","1,985","1,946","2,325","3,557","9,148","2,629"
2021년09월_남_연령구간인구수,"60,791","15,470","5,218","2,424","6,989","4,166","4,934","1,985","1,946","2,325","3,557","9,148","2,629"
2021년09월_남_0~9세,"3,665","1,098",448,95,402,235,299,61,61,78,141,634,113
2021년09월_남_10~19세,"5,306","1,646",506,147,595,312,469,112,91,105,231,924,168
2021년09월_남_20~29세,"5,944","1,992",438,185,693,443,342,142,122,160,260,951,216
2021년09월_남_30~39세,"5,431","1,609",562,190,586,405,386,152,101,161,214,875,190
2021년09월_남_40~49세,"8,289","2,298",830,250,950,586,768,226,212,211,401,"1,242",315
2021년09월_남_50~59세,"10,684","2,744",846,443,"1,209",729,868,356,350,482,645,"1,521",491
2021년09월_남_60~69세,"12,169","2,416",910,628,"1,396",863,"1,048",533,536,599,949,"1,655",636
2021년09월_남_70~79세,"6,500","1,190",499,376,808,428,560,276,297,344,472,895,355
2021년09월_남_80~89세,"2,552",434,165,101,317,148,174,121,162,167,210,416,137
2021년09월_남_90~99세,240,42,14,8,27,17,20,6,13,17,33,35,8
2021년09월_남_100세 이상,11,1,0,1,6,0,0,0,1,1,1,0,0
2021년09월_여_총인구수,"60,206","15,402","5,267","2,399","6,984","4,016","4,999","1,922","1,854","2,325","3,417","9,032","2,589"
2021년09월_여_연령구간인구수,"60,206","15,402","5,267","2,399","6,984","4,016","4,999","1,922","1,854","2,325","3,417","9,032","2,589"
2021년09월_여_0~9세,"3,503","1,048",452,84,353,248,318,63,41,53,105,613,125
2021년09월_여_10~19세,"4,679","1,562",450,105,501,267,416,108,67,97,155,807,144
2021년09월_여_20~29세,"4,708","1,586",384,147,567,310,263,107,94,118,211,750,171
2021년09월_여_30~39세,"5,298","1,543",602,169,585,374,448,116,90,126,202,855,188
2021년09월_여_40~49세,"8,031","2,485",845,254,905,498,750,186,147,179,323,"1,183",276
2021년09월_여_50~59세,"10,082","2,599",784,440,"1,235",690,868,324,312,423,564,"1,430",413
2021년09월_여_60~69세,"12,308","2,400",970,689,"1,480",863,"1,130",504,521,621,836,"1,645",649
2021년09월_여_70~79세,"6,698","1,257",473,324,846,460,487,285,314,366,544,992,350
2021년09월_여_80~89세,"4,072",794,260,151,417,263,252,189,228,273,390,621,234
2021년09월_여_90~99세,790,121,43,34,89,42,64,39,37,66,85,132,38
2021년09월_여_100세 이상,37,7,4,2,6,1,3,1,3,3,2,4,1
2021년10월_계_총인구수,"121,188","30,902","10,499","4,831","13,981","8,229","9,957","3,908","3,810","4,672","7,006","18,150","5,243"
2021년10월_계_연령구간인구수,"121,188","30,902","10,499","4,831","13,981","8,229","9,957","3,908","3,810","4,672","7,006","18,150","5,243"
2021년10월_계_0~9세,"7,132","2,137",897,178,758,482,624,120,99,131,246,"1,228",232
2021년10월_계_10~19세,"9,947","3,208",971,250,"1,075",580,875,218,155,207,383,"1,708",317
2021년10월_계_20~29세,"10,653","3,579",816,339,"1,266",750,611,248,219,276,473,"1,688",388
2021년10월_계_30~39세,"10,722","3,153","1,153",357,"1,177",777,849,268,190,294,416,"1,711",377
