카테고리,부산광역시 연제구,부산광역시 연제구 거제제1동,부산광역시 연제구 거제제2동,부산광역시 연제구 거제제3동,부산광역시 연제구 거제제4동,부산광역시 연제구 연산제1동,부산광역시 연제구 연산제2동,부산광역시 연제구 연산제3동,부산광역시 연제구 연산제4동,부산광역시 연제구 연산제5동,부산광역시 연제구 연산제6동,부산광역시 연제구 연산제8동,부산광역시 연제구 연산제9동
2021년03월_남_30~39세,"13,348","1,419",605,545,615,"1,074","1,771",397,"1,032","1,568","1,191",897,"2,234"
2021년03월_남_40~49세,"15,484","2,573","1,090",668,769,"1,222","1,526",467,"1,147","1,207","1,191","1,122","2,502"
2021년03월_남_50~59세,"15,994","2,336",966,770,880,"1,199","1,468",611,"1,354","1,135","1,257","1,171","2,847"
2021년03월_남_60~69세,"15,061","1,675",784,812,840,"1,287","1,310",719,"1,442","1,018","1,319","1,080","2,775"
2021년03월_남_70~79세,"8,325",989,419,545,427,684,802,451,809,562,822,545,"1,270"
2021년03월_남_80~89세,"2,771",393,134,230,140,215,258,137,255,191,288,136,394
2021년03월_남_90~99세,187,26,6,26,7,15,20,8,22,4,20,7,26
2021년03월_남_100세 이상,11,1,1,0,1,1,3,0,1,0,0,2,1
2021년03월_여_총인구수,"107,471","15,267","6,508","5,306","5,412","8,325","10,882","3,852","8,609","8,654","8,680","7,331","18,645"
2021년03월_여_연령구간인구수,"107,471","15,267","6,508","5,306","5,412","8,325","10,882","3,852","8,609","8,654","8,680","7,331","18,645"
2021년03월_여_0~9세,"7,080","1,210",572,220,356,587,972,108,367,375,507,590,"1,216"
2021년03월_여_10~19세,"7,938","1,702",809,322,444,572,674,188,443,323,482,547,"1,432"
2021년03월_여_20~29세,"12,664","1,508",630,587,549,846,"1,251",388,"1,234","2,000",838,725,"2,108"
2021년03월_여_30~39세,"13,282","1,610",665,530,521,"1,032","1,839",327,960,"1,551","1,118",951,"2,178"
2021년03월_여_40~49세,"16,156","2,980","1,228",656,864,"1,266","1,539",471,"1,093","1,126","1,061","1,097","2,775"
2021년03월_여_50~59세,"17,774","2,413","1,004",857,975,"1,408","1,653",680,"1,421","1,216","1,345","1,276","3,526"
2021년03월_여_60~69세,"17,716","1,996",865,"1,004",939,"1,498","1,583",863,"1,735","1,137","1,718","1,226","3,152"
2021년03월_여_70~79세,"9,855","1,261",484,699,484,778,885,564,918,645,"1,061",628,"1,448"
2021년03월_여_80~89세,"4,336",507,225,381,232,304,414,233,383,253,483,245,676
2021년03월_여_90~99세,639,77,25,50,48,32,67,27,55,26,65,40,127
2021년03월_여_100세 이상,31,3,1,0,0,2,5,3,0,2,2,6,7
2021년04월_계_총인구수,"206,979","29,531","12,457","10,061","10,644","16,265","20,929","7,332","16,479","16,424","16,783","14,334","35,740"
2021년04월_계_연령구간인구수,"206,979","29,531","12,457","10,061","10,644","16,265","20,929","7,332","16,479","16,424","16,783","14,334","35,740"
2021년04월_계_0~9세,"14,271","2,521","1,072",468,714,"1,205","1,966",217,695,744,"1,029","1,218","2,422"
2021년04월_계_10~19세,"16,329","3,561","1,565",686,972,"1,233","1,319",378,903,676,"1,007","1,122","2,907"
2021년04월_계_20~29세,"25,596","3,215","1,317","1,130","1,234","1,803","2,513",801,"2,335","3,401","1,812","1,564","4,471"
2021년04월_계_30~39세,"26,474","3,028","1,250","1,069","1,126","2,109","3,586",725,"1,969","3,084","2,279","1,844","4,405"
2021년04월_계_40~49세,"31,567","5,522","2,336","1,325","1,631","2,485","3,072",918,"2,220","2,314","2,247","2,220","5,277"
2021년04월_계_50~59세,"33,695","4,757","1,967","1,634","1,844","2,600","3,118","1,293","2,746","2,342","2,616","2,437","6,341"
2021년04월_계_60~69세,"32,840","3,662","1,653","1,828","1,782","2,802","2,892","1,574","3,172","2,166","3,050","2,311","5,948"
2021년04월_계_70~79세,"18,206","2,262",904,"1,240",908,"1,456","1,689","1,018","1,727","1,217","1,871","1,182","2,732"
2021년04월_계_80~89세,"7,142",898,361,607,378,523,676,371,634,450,786,384,"1,074"
2021년04월_계_90~99세,818,100,30,74,54,46,90,36,77,28,84,44,155
2021년04월_계_100세 이상,41,5,2,0,1,3,8,1,1,2,2,8,8
2021년04월_남_총인구수,"99,693","14,260","5,956","4,761","5,248","7,962","10,040","3,506","7,905","7,825","8,111","7,003","17,116"
2021년04월_남_연령구간인구수,"99,693","14,260","5,956","4,761","5,248","7,962","10,040","3,506","7,905","7,825","8,111","7,003","17,116"
2021년04월_남_0~9세,"7,228","1,315",502,252,365,626,988,114,326,374,523,631,"1,212"
2021년04월_남_10~19세,"8,397","1,859",760,364,528,664,644,189,461,357,522,571,"1,478"
2021년04월_남_20~29세,"12,979","1,693",686,545,681,968,"1,268",417,"1,105","1,417",983,838,"2,378"
2021년04월_남_30~39세,"13,275","1,421",601,540,608,"1,079","1,754",397,"1,017","1,558","1,176",899,"2,225"
2021년04월_남_40~49세,"15,457","2,557","1,098",669,769,"1,226","1,522",457,"1,132","1,201","1,188","1,125","2,513"
2021년04월_남_50~59세,"15,959","2,337",965,774,877,"1,195","1,471",609,"1,336","1,135","1,258","1,173","2,829"
2021년04월_남_60~69세,"15,101","1,675",786,815,845,"1,293","1,313",723,"1,442","1,022","1,332","1,074","2,781"
2021년04월_남_70~79세,"8,322",985,415,547,425,680,799,451,809,562,820,551,"1,278"
2021년04월_남_80~89세,"2,777",390,136,230,141,215,257,140,254,195,290,134,395
2021년04월_남_90~99세,187,27,6,25,8,15,21,9,22,4,19,5,26
2021년04월_남_100세 이상,11,1,1,0,1,1,3,0,1,0,0,2,1
2021년04월_여_총인구수,"107,286","15,271","6,501","5,300","5,396","8,303","10,889","3,826","8,574","8,599","8,672","7,331","18,624"
2021년04월_여_연령구간인구수,"107,286","15,271","6,501","5,300","5,396","8,303","10,889","3,826","8,574","8,599","8,672","7,331","18,624"
2021년04월_여_0~9세,"7,043","1,206",570,216,349,579,978,103,369,370,506,587,"1,210"
2021년04월_여_10~19세,"7,932","1,702",805,322,444,569,675,189,442,319,485,551,"1,429"
2021년04월_여_20~29세,"12,617","1,522",631,585,553,835,"1,245",384,"1,230","1,984",829,726,"2,093"
2021년04월_여_30~39세,"13,199","1,607",649,529,518,"1,030","1,832",328,952,"1,526","1,103",945,"2,180"
2021년04월_여_40~49세,"16,110","2,965","1,238",656,862,"1,259","1,550",461,"1,088","1,113","1,059","1,095","2,764"
2021년04월_여_50~59세,"17,736","2,420","1,002",860,967,"1,405","1,647",684,"1,410","1,207","1,358","1,264","3,512"
2021년04월_여_60~69세,"17,739","1,987",867,"1,013",937,"1,509","1,579",851,"1,730","1,144","1,718","1,237","3,167"
2021년04월_여_70~79세,"9,884","1,277",489,693,483,776,890,567,918,655,"1,051",631,"1,454"
2021년04월_여_80~89세,"4,365",508,225,377,237,308,419,231,380,255,496,250,679
2021년04월_여_90~99세,631,73,24,49,46,31,69,27,55,24,65,39,129
2021년04월_여_100세 이상,30,4,1,0,0,2,5,1,0,2,2,6,7
2021년05월_계_총인구수,"206,547","29,444","12,429","10,077","10,624","16,209","20,971","7,294","16,354","16,437","16,768","14,313","35,627"
2021년05월_계_연령구간인구수,"206,547","29,444","12,429","10,077","10,624","16,209","20,971","7,294","16,354","16,437","16,768","14,313","35,627"
2021년05월_계_0~9세,"14,158","2,482","1,056",469,707,"1,204","1,968",217,691,748,"1,018","1,208","2,390"
2021년05월_계_10~19세,"16,310","3,552","1,562",687,970,"1,235","1,314",377,901,668,"1,007","1,132","2,905"
2021년05월_계_20~29세,"25,471","3,216","1,319","1,129","1,237","1,777","2,501",788,"2,315","3,414","1,814","1,550","4,411"
2021년05월_계_30~39세,"26,292","2,999","1,247","1,060","1,115","2,085","3,591",713,"1,944","3,067","2,260","1,848","4,363"
2021년05월_계_40~49세,"31,479","5,480","2,328","1,327","1,625","2,475","3,095",916,"2,210","2,307","2,229","2,212","5,275"
2021년05월_계_50~59세,"33,611","4,772","1,953","1,626","1,836","2,584","3,115","1,286","2,701","2,378","2,628","2,420","6,312"
2021년05월_계_60~69세,"32,921","3,672","1,660","1,833","1,789","2,805","2,910","1,570","3,168","2,150","3,053","2,314","5,997"
2021년05월_계_70~79세,"18,252","2,266",906,"1,255",909,"1,463","1,694","1,019","1,712","1,219","1,880","1,190","2,739"
2021년05월_계_80~89세,"7,179",897,364,617,381,531,676,371,633,456,795,384,"1,074"
2021년05월_계_90~99세,835,103,33,74,54,47,99,36,78,28,82,47,154
2021년05월_계_100세 이상,39,5,1,0,1,3,8,1,1,2,2,8,7
2021년05월_남_총인구수,"99,464","14,233","5,946","4,763","5,229","7,929","10,067","3,481","7,835","7,836","8,110","6,986","17,049"
2021년05월_남_연령구간인구수,"99,464","14,233","5,946","4,763","5,229","7,929","10,067","3,481","7,835","7,836","8,110","6,986","17,049"
2021년05월_남_0~9세,"7,150","1,292",493,250,361,622,990,113,325,374,513,624,"1,193"
2021년05월_남_10~19세,"8,399","1,865",758,365,522,667,643,186,458,354,525,578,"1,478"
2021년05월_남_20~29세,"12,948","1,698",688,540,683,955,"1,270",410,"1,093","1,438",992,823,"2,358"
2021년05월_남_30~39세,"13,177","1,409",602,533,603,"1,068","1,752",393,"1,003","1,543","1,173",905,"2,193"
2021년05월_남_40~49세,"15,418","2,539","1,091",674,768,"1,215","1,539",456,"1,126","1,194","1,181","1,118","2,517"
2021년05월_남_50~59세,"15,926","2,348",962,767,873,"1,195","1,470",607,"1,314","1,162","1,251","1,163","2,814"
2021년05월_남_60~69세,"15,125","1,673",792,822,846,"1,295","1,317",718,"1,438","1,014","1,337","1,077","2,796"
2021년05월_남_70~79세,"8,328",991,415,554,423,682,802,450,800,554,822,555,"1,280"
2021년05월_남_80~89세,"2,793",391,138,233,141,214,258,139,254,199,298,134,394
2021년05월_남_90~99세,189,26,6,25,8,15,23,9,23,4,18,7,25
2021년05월_남_100세 이상,11,1,1,0,1,1,3,0,1,0,0,2,1
2021년05월_여_총인구수,"107,083","15,211","6,483","5,314","5,395","8,280","10,904","3,813","8,519","8,601","8,658","7,327","18,578"
2021년05월_여_연령구간인구수,"107,083","15,211","6,483","5,314","5,395","8,280","10,904","3,813","8,519","8,601","8,658","7,327","18,578"
2021년05월_여_0~9세,"7,008","1,190",563,219,346,582,978,104,366,374,505,584,"1,197"
2021년05월_여_10~19세,"7,911","1,687",804,322,448,568,671,191,443,314,482,554,"1,427"
2021년05월_여_20~29세,"12,523","1,518",631,589,554,822,"1,231",378,"1,222","1,976",822,727,"2,053"
2021년05월_여_30~39세,"13,115","1,590",645,527,512,"1,017","1,839",320,941,"1,524","1,087",943,"2,170"
2021년05월_여_40~49세,"16,061","2,941","1,237",653,857,"1,260","1,556",460,"1,084","1,113","1,048","1,094","2,758"
2021년05월_여_50~59세,"17,685","2,424",991,859,963,"1,389","1,645",679,"1,387","1,216","1,377","1,257","3,498"
2021년05월_여_60~69세,"17,796","1,999",868,"1,011",943,"1,510","1,593",852,"1,730","1,136","1,716","1,237","3,201"
2021년05월_여_70~79세,"9,924","1,275",491,701,486,781,892,569,912,665,"1,058",635,"1,459"
2021년05월_여_80~89세,"4,386",506,226,384,240,317,418,232,379,257,497,250,680
2021년05월_여_90~99세,646,77,27,49,46,32,76,27,55,24,64,40,129
2021년05월_여_100세 이상,28,4,0,0,0,2,5,1,0,2,2,6,6
2021년06월_계_총인구수,"206,239","29,428","12,397","10,071","10,586","16,198","20,963","7,248","16,321","16,427","16,742","14,308","35,550"
2021년06월_계_연령구간인구수,"206,239","29,428","12,397","10,071","10,586","16,198","20,963","7,248","16,321","16,427","16,742","14,308","35,550"
2021년06월_계_0~9세,"14,082","2,469","1,040",476,697,"1,195","1,954",214,682,738,"1,013","1,207","2,397"
2021년06월_계_10~19세,"16,283","3,546","1,572",688,971,"1,230","1,311",380,902,661,"1,001","1,132","2,889"
2021년06월_계_20~29세,"25,341","3,223","1,313","1,126","1,229","1,771","2,475",780,"2,304","3,406","1,813","1,538","4,363"
2021년06월_계_30~39세,"26,206","2,980","1,231","1,061","1,104","2,088","3,585",707,"1,943","3,082","2,246","1,846","4,333"
2021년06월_계_40~49세,"31,471","5,481","2,313","1,316","1,621","2,475","3,115",904,"2,200","2,313","2,239","2,218","5,276"
2021년06월_계_50~59세,"33,476","4,772","1,956","1,619","1,827","2,569","3,111","1,278","2,687","2,361","2,603","2,398","6,295"
2021년06월_계_60~69세,"33,007","3,682","1,671","1,838","1,794","2,818","2,917","1,570","3,163","2,157","3,060","2,327","6,010"
2021년06월_계_70~79세,"18,235","2,259",895,"1,252",908,"1,467","1,700","1,004","1,718","1,216","1,872","1,199","2,745"
2021년06월_계_80~89세,"7,258",908,370,620,380,533,689,372,643,463,811,389,"1,080"
2021년06월_계_90~99세,840,102,35,75,54,49,98,38,78,28,82,46,155
2021년06월_계_100세 이상,40,6,1,0,1,3,8,1,1,2,2,8,7
2021년06월_남_총인구수,"99,280","14,223","5,931","4,759","5,213","7,916","10,050","3,463","7,811","7,827","8,100","6,976","17,011"
2021년06월_남_연령구간인구수,"99,280","14,223","5,931","4,759","5,213","7,916","10,050","3,463","7,811","7,827","8,100","6,976","17,011"
2021년06월_남_0~9세,"7,110","1,281",484,254,359,620,984,111,320,366,508,627,"1,196"
2021년06월_남_10~19세,"8,377","1,858",763,365,524,663,640,188,462,354,519,571,"1,470"
2021년06월_남_20~29세,"12,855","1,704",686,538,677,947,"1,252",412,"1,079","1,423",997,817,"2,323"
2021년06월_남_30~39세,"13,164","1,404",597,534,595,"1,073","1,747",393,"1,008","1,548","1,167",901,"2,197"
2021년06월_남_40~49세,"15,395","2,533","1,082",669,768,"1,211","1,542",446,"1,114","1,200","1,195","1,119","2,516"
2021년06월_남_50~59세,"15,886","2,356",965,763,866,"1,192","1,472",603,"1,316","1,154","1,240","1,152","2,807"
2021년06월_남_60~69세,"15,146","1,677",791,822,850,"1,293","1,317",721,"1,431","1,024","1,341","1,081","2,798"
2021년06월_남_70~79세,"8,324",989,412,554,424,687,806,440,803,551,814,561,"1,283"
2021년06월_남_80~89세,"2,820",394,143,236,140,213,264,140,254,202,301,138,395
2021년06월_남_90~99세,191,25,7,24,9,16,23,9,23,5,18,7,25
2021년06월_남_100세 이상,12,2,1,0,1,1,3,0,1,0,0,2,1
2021년06월_여_총인구수,"106,959","15,205","6,466","5,312","5,373","8,282","10,913","3,785","8,510","8,600","8,642","7,332","18,539"
2021년06월_여_연령구간인구수,"106,959","15,205","6,466","5,312","5,373","8,282","10,913","3,785","8,510","8,600","8,642","7,332","18,539"
2021년06월_여_0~9세,"6,972","1,188",556,222,338,575,970,103,362,372,505,580,"1,201"
2021년06월_여_10~19세,"7,906","1,688",809,323,447,567,671,192,440,307,482,561,"1,419"
2021년06월_여_20~29세,"12,486","1,519",627,588,552,824,"1,223",368,"1,225","1,983",816,721,"2,040"
2021년06월_여_30~39세,"13,042","1,576",634,527,509,"1,015","1,838",314,935,"1,534","1,079",945,"2,136"
2021년06월_여_40~49세,"16,076","2,948","1,231",647,853,"1,264","1,573",458,"1,086","1,113","1,044","1,099","2,760"
2021년06월_여_50~59세,"17,590","2,416",991,856,961,"1,377","1,639",675,"1,371","1,207","1,363","1,246","3,488"
2021년06월_여_60~69세,"17,861","2,005",880,"1,016",944,"1,525","1,600",849,"1,732","1,133","1,719","1,246","3,212"
2021년06월_여_70~79세,"9,911","1,270",483,698,484,780,894,564,915,665,"1,058",638,"1,462"
2021년06월_여_80~89세,"4,438",514,227,384,240,320,425,232,389,261,510,251,685
2021년06월_여_90~99세,649,77,28,51,45,33,75,29,55,23,64,39,130
2021년06월_여_100세 이상,28,4,0,0,0,2,5,1,0,2,2,6,6
2021년07월_계_총인구수,"205,936","29,406","12,367","10,056","10,561","16,173","20,972","7,223","16,246","16,435","16,734","14,273","35,490"
2021년07월_계_연령구간인구수,"205,936","29,406","12,367","10,056","10,561","16,173","20,972","7,223","16,246","16,435","16,734","14,273","35,490"
2021년07월_계_0~9세,"13,992","2,433","1,024",478,686,"1,189","1,961",209,663,743,"1,019","1,201","2,386"
2021년07월_계_10~19세,"16,248","3,547","1,578",684,970,"1,229","1,303",383,889,661,997,"1,129","2,878"
2021년07월_계_20~29세,"25,172","3,216","1,287","1,119","1,225","1,762","2,458",772,"2,285","3,381","1,809","1,525","4,333"
2021년07월_계_30~39세,"26,134","2,948","1,232","1,068","1,097","2,091","3,558",711,"1,943","3,097","2,230","1,840","4,319"
2021년07월_계_40~49세,"31,377","5,485","2,301","1,298","1,627","2,464","3,133",888,"2,174","2,299","2,252","2,211","5,245"
2021년07월_계_50~59세,"33,385","4,783","1,961","1,604","1,799","2,566","3,114","1,260","2,673","2,369","2,589","2,406","6,261"
2021년07월_계_60~69세,"33,162","3,698","1,678","1,856","1,811","2,823","2,933","1,570","3,168","2,176","3,064","2,324","6,061"
2021년07월_계_70~79세,"18,283","2,272",898,"1,246",907,"1,470","1,712","1,012","1,718","1,213","1,874","1,200","2,761"
2021년07월_계_80~89세,"7,292",915,371,626,380,527,693,379,652,468,815,384,"1,082"
2021년07월_계_90~99세,849,103,36,77,58,49,98,38,79,26,82,45,158
2021년07월_계_100세 이상,42,6,1,0,1,3,9,1,2,2,3,8,6
2021년07월_남_총인구수,"99,089","14,211","5,916","4,759","5,186","7,889","10,063","3,447","7,773","7,826","8,080","6,975","16,964"
2021년07월_남_연령구간인구수,"99,089","14,211","5,916","4,759","5,186","7,889","10,063","3,447","7,773","7,826","8,080","6,975","16,964"
2021년07월_남_0~9세,"7,053","1,260",473,256,358,618,986,110,311,366,506,618,"1,191"
2021년07월_남_10~19세,"8,351","1,864",765,364,523,660,638,190,448,352,514,573,"1,460"
2021년07월_남_20~29세,"12,791","1,705",673,539,666,941,"1,245",408,"1,074","1,419",998,817,"2,306"
2021년07월_남_30~39세,"13,132","1,380",601,540,591,"1,066","1,732",392,"1,015","1,554","1,160",909,"2,192"
2021년07월_남_40~49세,"15,331","2,540","1,074",656,771,"1,207","1,556",440,"1,099","1,190","1,188","1,114","2,496"
2021년07월_남_50~59세,"15,842","2,358",973,751,849,"1,191","1,474",593,"1,307","1,159","1,234","1,157","2,796"
2021년07월_남_60~69세,"15,202","1,683",793,837,854,"1,294","1,325",718,"1,433","1,027","1,349","1,079","2,810"
2021년07월_남_70~79세,"8,345",996,412,552,421,682,814,445,805,550,809,563,"1,296"
2021년07월_남_80~89세,"2,835",399,144,239,141,213,266,142,256,205,304,136,390
2021년07월_남_90~99세,195,24,7,25,11,16,24,9,24,4,18,7,26
2021년07월_남_100세 이상,12,2,1,0,1,1,3,0,1,0,0,2,1
2021년07월_여_총인구수,"106,847","15,195","6,451","5,297","5,375","8,284","10,909","3,776","8,473","8,609","8,654","7,298","18,526"
2021년07월_여_연령구간인구수,"106,847","15,195","6,451","5,297","5,375","8,284","10,909","3,776","8,473","8,609","8,654","7,298","18,526"
2021년07월_여_0~9세,"6,939","1,173",551,222,328,571,975,99,352,377,513,583,"1,195"
2021년07월_여_10~19세,"7,897","1,683",813,320,447,569,665,193,441,309,483,556,"1,418"
2021년07월_여_20~29세,"12,381","1,511",614,580,559,821,"1,213",364,"1,211","1,962",811,708,"2,027"
2021년07월_여_30~39세,"13,002","1,568",631,528,506,"1,025","1,826",319,928,"1,543","1,070",931,"2,127"
2021년07월_여_40~49세,"16,046","2,945","1,227",642,856,"1,257","1,577",448,"1,075","1,109","1,064","1,097","2,749"
2021년07월_여_50~59세,"17,543","2,425",988,853,950,"1,375","1,640",667,"1,366","1,210","1,355","1,249","3,465"
2021년07월_여_60~69세,"17,960","2,015",885,"1,019",957,"1,529","1,608",852,"1,735","1,149","1,715","1,245","3,251"
2021년07월_여_70~79세,"9,938","1,276",486,694,486,788,898,567,913,663,"1,065",637,"1,465"
2021년07월_여_80~89세,"4,457",516,227,387,239,314,427,237,396,263,511,248,692
2021년07월_여_90~99세,654,79,29,52,47,33,74,29,55,22,64,38,132
2021년07월_여_100세 이상,30,4,0,0,0,2,6,1,1,2,3,6,5
2021년08월_계_총인구수,"205,700","29,381","12,341","10,017","10,519","16,159","20,915","7,219","16,273","16,429","16,728","14,263","35,456"
2021년08월_계_연령구간인구수,"205,700","29,381","12,341","10,017","10,519","16,159","20,915","7,219","16,273","16,429","16,728","14,263","35,456"
2021년08월_계_0~9세,"13,951","2,431","1,009",470,677,"1,192","1,963",206,659,733,"1,032","1,206","2,373"
2021년08월_계_10~19세,"16,188","3,534","1,576",677,965,"1,237","1,286",381,886,649,988,"1,128","2,881"
2021년08월_계_20~29세,"25,073","3,212","1,280","1,112","1,215","1,736","2,438",776,"2,297","3,386","1,797","1,519","4,305"
2021년08월_계_30~39세,"26,001","2,929","1,216","1,066","1,086","2,083","3,526",705,"1,952","3,091","2,230","1,822","4,295"
2021년08월_계_40~49세,"31,335","5,466","2,308","1,293","1,621","2,457","3,134",889,"2,170","2,285","2,249","2,218","5,245"
2021년08월_계_50~59세,"33,345","4,786","1,965","1,598","1,797","2,559","3,098","1,254","2,682","2,378","2,576","2,398","6,254"
2021년08월_계_60~69세,"33,265","3,711","1,673","1,854","1,812","2,837","2,952","1,576","3,170","2,190","3,068","2,332","6,090"
2021년08월_계_70~79세,"18,314","2,284",903,"1,245",910,"1,472","1,708","1,014","1,723","1,212","1,881","1,198","2,764"
2021년08월_계_80~89세,"7,335",918,374,622,377,534,701,379,653,475,822,389,"1,091"
2021년08월_계_90~99세,852,104,36,80,58,49,100,38,79,28,82,45,153
2021년08월_계_100세 이상,41,6,1,0,1,3,9,1,2,2,3,8,5
2021년08월_남_총인구수,"99,010","14,217","5,896","4,732","5,166","7,880","10,046","3,445","7,798","7,846","8,077","6,954","16,953"
2021년08월_남_연령구간인구수,"99,010","14,217","5,896","4,732","5,166","7,880","10,046","3,445","7,798","7,846","8,077","6,954","16,953"
2021년08월_남_0~9세,"7,022","1,258",466,250,351,613,989,110,315,359,512,614,"1,185"
2021년08월_남_10~19세,"8,328","1,859",758,359,522,667,632,188,443,352,516,571,"1,461"
2021년08월_남_20~29세,"12,745","1,708",667,536,660,928,"1,242",409,"1,085","1,422",985,812,"2,291"
2021년08월_남_30~39세,"13,067","1,374",590,540,585,"1,061","1,711",389,"1,020","1,565","1,151",898,"2,183"
2021년08월_남_40~49세,"15,359","2,536","1,084",650,767,"1,212","1,563",439,"1,102","1,192","1,195","1,119","2,500"
2021년08월_남_50~59세,"15,822","2,354",971,757,853,"1,179","1,467",591,"1,312","1,163","1,228","1,153","2,794"
2021년08월_남_60~69세,"15,251","1,695",794,827,851,"1,303","1,334",720,"1,432","1,034","1,358","1,080","2,823"
2021년08월_남_70~79세,"8,362","1,004",413,549,426,686,814,447,807,549,808,561,"1,298"
2021년08월_남_80~89세,"2,843",402,145,237,139,213,265,142,257,206,306,137,394
2021년08월_남_90~99세,199,25,7,27,11,17,26,10,24,4,18,7,23
2021년08월_남_100세 이상,12,2,1,0,1,1,3,0,1,0,0,2,1
2021년08월_여_총인구수,"106,690","15,164","6,445","5,285","5,353","8,279","10,869","3,774","8,475","8,583","8,651","7,309","18,503"
2021년08월_여_연령구간인구수,"106,690","15,164","6,445","5,285","5,353","8,279","10,869","3,774","8,475","8,583","8,651","7,309","18,503"
2021년08월_여_0~9세,"6,929","1,173",543,220,326,579,974,96,344,374,520,592,"1,188"
2021년08월_여_10~19세,"7,860","1,675",818,318,443,570,654,193,443,297,472,557,"1,420"
2021년08월_여_20~29세,"12,328","1,504",613,576,555,808,"1,196",367,"1,212","1,964",812,707,"2,014"
2021년08월_여_30~39세,"12,934","1,555",626,526,501,"1,022","1,815",316,932,"1,526","1,079",924,"2,112"
2021년08월_여_40~49세,"15,976","2,930","1,224",643,854,"1,245","1,571",450,"1,068","1,093","1,054","1,099","2,745"
2021년08월_여_50~59세,"17,523","2,432",994,841,944,"1,380","1,631",663,"1,370","1,215","1,348","1,245","3,460"
2021년08월_여_60~69세,"18,014","2,016",879,"1,027",961,"1,534","1,618",856,"1,738","1,156","1,710","1,252","3,267"
2021년08월_여_70~79세,"9,952","1,280",490,696,484,786,894,567,916,663,"1,073",637,"1,466"
2021년08월_여_80~89세,"4,492",516,229,385,238,321,436,237,396,269,516,252,697
2021년08월_여_90~99세,653,79,29,53,47,32,74,28,55,24,64,38,130
2021년08월_여_100세 이상,29,4,0,0,0,2,6,1,1,2,3,6,4
2021년09월_계_총인구수,"205,676","29,354","12,312","10,071","10,503","16,141","20,932","7,218","16,269","16,477","16,758","14,254","35,387"
2021년09월_계_연령구간인구수,"205,676","29,354","12,312","10,071","10,503","16,141","20,932","7,218","16,269","16,477","16,758","14,254","35,387"
2021년09월_계_0~9세,"13,883","2,407",992,462,665,"1,193","1,972",206,644,736,"1,031","1,201","2,374"
2021년09월_계_10~19세,"16,200","3,545","1,575",684,981,"1,234","1,288",377,884,652,982,"1,127","2,871"
2021년09월_계_20~29세,"25,016","3,212","1,281","1,120","1,213","1,729","2,407",769,"2,303","3,387","1,818","1,518","4,259"
2021년09월_계_30~39세,"25,958","2,903","1,214","1,084","1,067","2,063","3,528",706,"1,939","3,112","2,245","1,814","4,283"
2021년09월_계_40~49세,"31,319","5,455","2,281","1,291","1,619","2,457","3,161",890,"2,171","2,282","2,250","2,221","5,241"
2021년09월_계_50~59세,"33,342","4,795","1,973","1,613","1,797","2,552","3,093","1,249","2,680","2,387","2,574","2,391","6,238"
2021년09월_계_60~69세,"33,301","3,714","1,671","1,855","1,814","2,850","2,959","1,587","3,180","2,195","3,053","2,337","6,086"
2021년09월_계_70~79세,"18,373","2,297",910,"1,254",911,"1,473","1,713","1,013","1,727","1,209","1,890","1,196","2,780"
2021년09월_계_80~89세,"7,380",918,375,627,378,536,702,382,660,486,827,392,"1,097"
2021년09월_계_90~99세,864,102,39,81,57,51,100,38,80,29,85,49,153
2021년09월_계_100세 이상,40,6,1,0,1,3,9,1,1,2,3,8,5
2021년09월_남_총인구수,"99,000","14,205","5,877","4,762","5,155","7,855","10,069","3,447","7,805","7,891","8,088","6,938","16,908"
2021년09월_남_연령구간인구수,"99,000","14,205","5,877","4,762","5,155","7,855","10,069","3,447","7,805","7,891","8,088","6,938","16,908"
2021년09월_남_0~9세,"6,994","1,252",456,246,342,606,"1,000",111,311,362,512,608,"1,188"
2021년09월_남_10~19세,"8,333","1,866",752,365,531,670,632,184,440,357,516,568,"1,452"
2021년09월_남_20~29세,"12,707","1,704",669,537,656,919,"1,233",408,"1,089","1,425",994,807,"2,266"
2021년09월_남_30~39세,"13,041","1,373",586,550,577,"1,040","1,711",387,"1,017","1,581","1,154",889,"2,176"
2021년09월_남_40~49세,"15,391","2,524","1,074",647,769,"1,217","1,579",442,"1,102","1,199","1,202","1,122","2,514"
2021년09월_남_50~59세,"15,811","2,352",979,765,844,"1,179","1,462",587,"1,310","1,168","1,226","1,153","2,786"
2021년09월_남_60~69세,"15,255","1,692",791,830,855,"1,309","1,343",727,"1,439","1,033","1,347","1,081","2,808"
2021년09월_남_70~79세,"8,394","1,016",417,554,432,683,814,448,808,551,808,561,"1,302"
2021년09월_남_80~89세,"2,861",400,143,241,137,213,265,143,265,211,311,139,393
2021년09월_남_90~99세,202,24,9,27,11,18,27,10,24,4,18,8,22
2021년09월_남_100세 이상,11,2,1,0,1,1,3,0,0,0,0,2,1
2021년09월_여_총인구수,"106,676","15,149","6,435","5,309","5,348","8,286","10,863","3,771","8,464","8,586","8,670","7,316","18,479"
2021년09월_여_연령구간인구수,"106,676","15,149","6,435","5,309","5,348","8,286","10,863","3,771","8,464","8,586","8,670","7,316","18,479"
2021년09월_여_0~9세,"6,889","1,155",536,216,323,587,972,95,333,374,519,593,"1,186"
2021년09월_여_10~19세,"7,867","1,679",823,319,450,564,656,193,444,295,466,559,"1,419"
