카테고리,경상남도 창녕군,경상남도 창녕군 창녕읍,경상남도 창녕군 남지읍,경상남도 창녕군 고암면,경상남도 창녕군 성산면,경상남도 창녕군 대합면,경상남도 창녕군 이방면,경상남도 창녕군 유어면,경상남도 창녕군 대지면,경상남도 창녕군 계성면,경상남도 창녕군 영산면,경상남도 창녕군 장마면,경상남도 창녕군 도천면,경상남도 창녕군 길곡면,경상남도 창녕군 부곡면
2021년04월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"30,602","8,518","6,014","1,016",846,"1,886","1,360",904,"1,226","1,182","2,719",946,"1,403",762,"1,820"
2021년04월_여_연령구간인구수,"30,602","8,518","6,014","1,016",846,"1,886","1,360",904,"1,226","1,182","2,719",946,"1,403",762,"1,820"
2021년04월_여_0~9세,"1,497",628,437,31,23,50,30,12,58,26,95,15,41,13,38
2021년04월_여_10~19세,"1,899",740,431,48,8,59,174,27,61,35,153,22,69,19,53
2021년04월_여_20~29세,"2,006",739,388,47,43,96,55,33,81,65,192,32,108,28,99
2021년04월_여_30~39세,"2,221",872,526,44,38,108,56,34,82,49,171,45,69,27,100
2021년04월_여_40~49세,"3,105","1,100",777,49,44,163,69,57,111,87,286,52,130,46,134
2021년04월_여_50~59세,"4,993","1,376",973,148,149,275,196,110,183,211,502,154,225,158,333
2021년04월_여_60~69세,"6,202","1,436","1,137",186,208,402,295,215,240,256,595,213,327,203,489
2021년04월_여_70~79세,"4,539",890,755,225,148,381,220,229,221,231,394,202,214,126,303
2021년04월_여_80~89세,"3,556",633,506,196,163,306,239,160,156,187,286,190,181,118,235
2021년04월_여_90~99세,570,102,84,41,22,46,24,27,28,33,45,21,37,24,36
2021년04월_여_100세 이상,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021년05월_계_총인구수,"60,972","16,873","12,086","2,038","1,598","3,914","2,539","1,767","2,577","2,379","5,485","1,863","2,773","1,529","3,551"
2021년05월_계_연령구간인구수,"60,972","16,873","12,086","2,038","1,598","3,914","2,539","1,767","2,577","2,379","5,485","1,863","2,773","1,529","3,551"
2021년05월_계_0~9세,"3,099","1,258",901,63,40,101,71,37,137,61,191,38,91,32,78
2021년05월_계_10~19세,"4,158","1,560",947,143,32,196,268,49,172,77,346,64,137,46,121
2021년05월_계_20~29세,"4,730","1,683",885,116,93,271,127,84,205,167,473,96,213,86,231
2021년05월_계_30~39세,"4,932","1,822","1,112",104,98,249,136,100,192,123,410,99,192,76,219
2021년05월_계_40~49세,"6,968","2,301","1,732",132,114,379,189,129,281,217,637,145,284,128,300
2021년05월_계_50~59세,"10,761","2,853","2,105",316,298,720,398,283,446,489,"1,057",332,493,286,685
2021년05월_계_60~69세,"12,448","2,753","2,235",427,410,841,583,429,498,541,"1,211",439,666,430,985
2021년05월_계_70~79세,"8,058","1,594","1,326",388,274,664,402,386,371,385,712,358,391,255,552
2021년05월_계_80~89세,"5,118",918,739,296,211,442,334,237,238,284,395,260,259,164,341
2021년05월_계_90~99세,686,129,104,52,28,51,29,33,32,33,53,32,45,26,39
2021년05월_계_100세 이상,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021년05월_남_총인구수,"30,363","8,359","6,073","1,022",746,"2,023","1,182",863,"1,347","1,194","2,777",919,"1,360",769,"1,729"
2021년05월_남_연령구간인구수,"30,363","8,359","6,073","1,022",746,"2,023","1,182",863,"1,347","1,194","2,777",919,"1,360",769,"1,729"
2021년05월_남_0~9세,"1,611",645,464,29,18,52,40,25,77,35,97,23,47,19,40
2021년05월_남_10~19세,"2,244",802,520,96,21,136,97,22,110,40,192,43,71,27,67
2021년05월_남_20~29세,"2,744",953,500,68,50,174,73,51,124,101,286,64,105,61,134
2021년05월_남_30~39세,"2,718",955,592,57,58,140,81,67,108,76,242,55,119,47,121
2021년05월_남_40~49세,"3,866","1,209",953,82,70,218,118,73,170,127,351,96,153,81,165
2021년05월_남_50~59세,"5,785","1,477","1,133",170,146,442,204,172,267,281,560,179,268,129,357
2021년05월_남_60~69세,"6,202","1,309","1,089",242,205,436,285,215,256,283,611,220,335,230,486
2021년05월_남_70~79세,"3,525",700,575,166,124,281,182,159,150,155,319,158,176,128,252
2021년05월_남_80~89세,"1,553",282,229,102,49,137,94,74,81,95,111,72,79,45,103
2021년05월_남_90~99세,115,27,18,10,5,7,8,5,4,1,8,9,7,2,4
2021년05월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"30,609","8,514","6,013","1,016",852,"1,891","1,357",904,"1,230","1,185","2,708",944,"1,413",760,"1,822"
2021년05월_여_연령구간인구수,"30,609","8,514","6,013","1,016",852,"1,891","1,357",904,"1,230","1,185","2,708",944,"1,413",760,"1,822"
2021년05월_여_0~9세,"1,488",613,437,34,22,49,31,12,60,26,94,15,44,13,38
2021년05월_여_10~19세,"1,914",758,427,47,11,60,171,27,62,37,154,21,66,19,54
2021년05월_여_20~29세,"1,986",730,385,48,43,97,54,33,81,66,187,32,108,25,97
2021년05월_여_30~39세,"2,214",867,520,47,40,109,55,33,84,47,168,44,73,29,98
2021년05월_여_40~49세,"3,102","1,092",779,50,44,161,71,56,111,90,286,49,131,47,135
2021년05월_여_50~59세,"4,976","1,376",972,146,152,278,194,111,179,208,497,153,225,157,328
2021년05월_여_60~69세,"6,246","1,444","1,146",185,205,405,298,214,242,258,600,219,331,200,499
2021년05월_여_70~79세,"4,533",894,751,222,150,383,220,227,221,230,393,200,215,127,300
2021년05월_여_80~89세,"3,565",636,510,194,162,305,240,163,157,189,284,188,180,119,238
2021년05월_여_90~99세,571,102,86,42,23,44,21,28,28,32,45,23,38,24,35
2021년05월_여_100세 이상,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021년06월_계_총인구수,"60,754","16,858","12,052","2,008","1,588","3,892","2,518","1,775","2,554","2,374","5,475","1,865","2,758","1,527","3,510"
2021년06월_계_연령구간인구수,"60,754","16,858","12,052","2,008","1,588","3,892","2,518","1,775","2,554","2,374","5,475","1,865","2,758","1,527","3,510"
2021년06월_계_0~9세,"3,060","1,251",887,63,40,100,70,38,129,61,189,38,91,28,75
2021년06월_계_10~19세,"4,161","1,556",960,140,30,193,267,48,173,79,348,63,137,46,121
2021년06월_계_20~29세,"4,696","1,681",883,112,93,264,128,87,197,160,474,96,210,82,229
2021년06월_계_30~39세,"4,899","1,823","1,101",107,96,246,135,101,195,117,409,96,184,77,212
2021년06월_계_40~49세,"6,957","2,299","1,724",132,110,376,187,135,274,223,643,148,283,125,298
2021년06월_계_50~59세,"10,687","2,855","2,086",313,295,711,387,284,443,485,"1,048",325,490,288,677
2021년06월_계_60~69세,"12,482","2,761","2,249",424,412,847,584,428,503,544,"1,202",448,667,432,981
2021년06월_계_70~79세,"8,024","1,589","1,321",381,275,662,400,383,366,382,714,358,390,256,547
2021년06월_계_80~89세,"5,101",915,738,284,211,442,330,238,238,287,394,263,262,167,332
2021년06월_계_90~99세,673,126,103,51,26,51,28,33,31,34,54,30,42,26,38
2021년06월_계_100세 이상,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021년06월_남_총인구수,"30,247","8,342","6,054","1,007",742,"2,006","1,178",863,"1,333","1,193","2,777",918,"1,356",765,"1,713"
2021년06월_남_연령구간인구수,"30,247","8,342","6,054","1,007",742,"2,006","1,178",863,"1,333","1,193","2,777",918,"1,356",765,"1,713"
2021년06월_남_0~9세,"1,588",641,456,29,18,50,39,26,73,35,96,23,48,15,39
2021년06월_남_10~19세,"2,245",799,530,94,19,132,96,22,109,42,194,42,72,26,68
2021년06월_남_20~29세,"2,710",940,495,65,50,168,75,50,121,98,286,64,106,59,133
2021년06월_남_30~39세,"2,691",951,584,58,56,139,80,69,108,74,240,53,114,48,117
2021년06월_남_40~49세,"3,871","1,206",957,82,67,219,119,76,166,130,355,97,156,78,163
2021년06월_남_50~59세,"5,750","1,480","1,127",171,149,432,198,172,265,276,558,177,263,131,351
2021년06월_남_60~69세,"6,229","1,324","1,089",241,204,441,290,212,257,285,612,223,336,232,483
2021년06월_남_70~79세,"3,503",693,573,166,125,278,181,156,150,154,316,157,175,126,253
2021년06월_남_80~89세,"1,546",281,224,91,49,139,93,75,79,98,112,75,80,48,102
2021년06월_남_90~99세,114,27,19,10,5,8,7,5,5,1,8,7,6,2,4
2021년06월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"30,507","8,516","5,998","1,001",846,"1,886","1,340",912,"1,221","1,181","2,698",947,"1,402",762,"1,797"
2021년06월_여_연령구간인구수,"30,507","8,516","5,998","1,001",846,"1,886","1,340",912,"1,221","1,181","2,698",947,"1,402",762,"1,797"
2021년06월_여_0~9세,"1,472",610,431,34,22,50,31,12,56,26,93,15,43,13,36
2021년06월_여_10~19세,"1,916",757,430,46,11,61,171,26,64,37,154,21,65,20,53
2021년06월_여_20~29세,"1,986",741,388,47,43,96,53,37,76,62,188,32,104,23,96
2021년06월_여_30~39세,"2,208",872,517,49,40,107,55,32,87,43,169,43,70,29,95
2021년06월_여_40~49세,"3,086","1,093",767,50,43,157,68,59,108,93,288,51,127,47,135
2021년06월_여_50~59세,"4,937","1,375",959,142,146,279,189,112,178,209,490,148,227,157,326
2021년06월_여_60~69세,"6,253","1,437","1,160",183,208,406,294,216,246,259,590,225,331,200,498
2021년06월_여_70~79세,"4,521",896,748,215,150,384,219,227,216,228,398,201,215,130,294
2021년06월_여_80~89세,"3,555",634,514,193,162,303,237,163,159,189,282,188,182,119,230
2021년06월_여_90~99세,559,99,84,41,21,43,21,28,26,33,46,23,36,24,34
2021년06월_여_100세 이상,14,2,0,1,0,0,2,0,5,2,0,0,2,0,0
2021년07월_계_총인구수,"60,592","16,765","12,045","1,972","1,577","3,892","2,514","1,772","2,543","2,377","5,476","1,867","2,742","1,531","3,519"
2021년07월_계_연령구간인구수,"60,592","16,765","12,045","1,972","1,577","3,892","2,514","1,772","2,543","2,377","5,476","1,867","2,742","1,531","3,519"
2021년07월_계_0~9세,"3,026","1,229",879,60,36,101,72,38,126,62,189,38,88,29,79
2021년07월_계_10~19세,"4,135","1,547",954,132,32,193,265,49,173,85,343,64,132,46,120
2021년07월_계_20~29세,"4,640","1,657",888,111,89,261,123,88,198,160,466,95,201,80,223
2021년07월_계_30~39세,"4,864","1,792","1,108",104,92,251,136,102,189,116,408,95,178,78,215
2021년07월_계_40~49세,"6,921","2,285","1,711",131,112,370,185,131,274,225,642,146,281,125,303
2021년07월_계_50~59세,"10,681","2,848","2,089",316,291,715,387,282,441,477,"1,052",325,495,286,677
2021년07월_계_60~69세,"12,527","2,785","2,256",421,409,849,583,429,505,546,"1,207",450,668,435,984
2021년07월_계_70~79세,"8,010","1,577","1,324",374,277,659,402,383,363,383,718,358,390,255,547
2021년07월_계_80~89세,"5,097",916,732,272,212,441,333,238,237,287,397,263,265,171,333
2021년07월_계_90~99세,676,127,104,50,27,52,27,31,32,34,53,33,42,26,38
2021년07월_계_100세 이상,15,2,0,1,0,0,1,1,5,2,1,0,2,0,0
2021년07월_남_총인구수,"30,156","8,291","6,052",990,741,"2,003","1,176",864,"1,326","1,192","2,778",921,"1,341",768,"1,713"
2021년07월_남_연령구간인구수,"30,156","8,291","6,052",990,741,"2,003","1,176",864,"1,326","1,192","2,778",921,"1,341",768,"1,713"
2021년07월_남_0~9세,"1,573",634,453,27,15,51,42,26,70,35,96,23,46,15,40
2021년07월_남_10~19세,"2,216",791,520,89,21,131,96,22,109,45,190,42,67,26,67
2021년07월_남_20~29세,"2,683",927,499,65,49,168,73,51,124,99,281,63,99,56,129
2021년07월_남_30~39세,"2,663",932,587,55,54,139,81,70,102,71,241,52,110,50,119
2021년07월_남_40~49세,"3,852","1,195",954,82,69,214,118,74,165,132,358,94,155,77,165
2021년07월_남_50~59세,"5,749","1,475","1,128",174,146,435,199,171,263,273,561,180,264,131,349
2021년07월_남_60~69세,"6,263","1,339","1,093",242,205,441,287,214,259,286,613,227,340,233,484
2021년07월_남_70~79세,"3,497",691,574,161,127,276,181,156,149,152,317,156,175,130,252
2021년07월_남_80~89세,"1,546",280,225,86,50,139,93,75,80,98,113,76,79,48,104
2021년07월_남_90~99세,113,27,19,9,5,9,6,5,5,1,7,8,6,2,4
2021년07월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년07월_여_총인구수,"30,436","8,474","5,993",982,836,"1,889","1,338",908,"1,217","1,185","2,698",946,"1,401",763,"1,806"
2021년07월_여_연령구간인구수,"30,436","8,474","5,993",982,836,"1,889","1,338",908,"1,217","1,185","2,698",946,"1,401",763,"1,806"
2021년07월_여_0~9세,"1,453",595,426,33,21,50,30,12,56,27,93,15,42,14,39
2021년07월_여_10~19세,"1,919",756,434,43,11,62,169,27,64,40,153,22,65,20,53
2021년07월_여_20~29세,"1,957",730,389,46,40,93,50,37,74,61,185,32,102,24,94
2021년07월_여_30~39세,"2,201",860,521,49,38,112,55,32,87,45,167,43,68,28,96
2021년07월_여_40~49세,"3,069","1,090",757,49,43,156,67,57,109,93,284,52,126,48,138
2021년07월_여_50~59세,"4,932","1,373",961,142,145,280,188,111,178,204,491,145,231,155,328
2021년07월_여_60~69세,"6,264","1,446","1,163",179,204,408,296,215,246,260,594,223,328,202,500
2021년07월_여_70~79세,"4,513",886,750,213,150,383,221,227,214,231,401,202,215,125,295
2021년07월_여_80~89세,"3,551",636,507,186,162,302,240,163,157,189,284,187,186,123,229
2021년07월_여_90~99세,563,100,85,41,22,43,21,26,27,33,46,25,36,24,34
2021년07월_여_100세 이상,14,2,0,1,0,0,1,1,5,2,0,0,2,0,0
2021년08월_계_총인구수,"60,389","16,705","12,022","1,961","1,572","3,879","2,484","1,771","2,524","2,366","5,457","1,859","2,740","1,522","3,527"
2021년08월_계_연령구간인구수,"60,389","16,705","12,022","1,961","1,572","3,879","2,484","1,771","2,524","2,366","5,457","1,859","2,740","1,522","3,527"
2021년08월_계_0~9세,"2,987","1,214",865,58,36,102,72,39,122,59,184,38,90,30,78
2021년08월_계_10~19세,"4,098","1,536",959,130,30,186,256,49,169,85,338,63,130,48,119
2021년08월_계_20~29세,"4,592","1,636",882,106,90,260,120,90,190,161,458,98,206,77,218
2021년08월_계_30~39세,"4,817","1,767","1,091",108,89,247,133,103,191,118,409,94,175,77,215
2021년08월_계_40~49세,"6,898","2,283","1,710",132,110,373,181,128,275,222,633,143,280,122,306
2021년08월_계_50~59세,"10,647","2,847","2,093",316,290,709,384,282,434,471,"1,059",326,488,279,669
2021년08월_계_60~69세,"12,565","2,799","2,265",421,407,850,580,433,506,547,"1,206",445,673,438,995
2021년08월_계_70~79세,"7,986","1,579","1,318",370,276,654,399,376,364,384,716,359,390,257,544
2021년08월_계_80~89세,"5,106",913,734,271,215,446,331,240,238,282,402,261,264,168,341
2021년08월_계_90~99세,677,129,105,48,29,52,27,30,30,35,51,32,42,26,41
2021년08월_계_100세 이상,16,2,0,1,0,0,1,1,5,2,1,0,2,0,1
2021년08월_남_총인구수,"30,044","8,259","6,036",980,737,"1,997","1,160",865,"1,315","1,193","2,760",918,"1,339",764,"1,721"
2021년08월_남_연령구간인구수,"30,044","8,259","6,036",980,737,"1,997","1,160",865,"1,315","1,193","2,760",918,"1,339",764,"1,721"
2021년08월_남_0~9세,"1,554",629,445,26,15,52,43,27,65,32,94,22,47,17,40
2021년08월_남_10~19세,"2,195",791,523,87,20,123,91,23,105,46,186,42,65,27,66
2021년08월_남_20~29세,"2,641",904,492,60,48,168,72,51,120,102,274,64,104,53,129
2021년08월_남_30~39세,"2,644",920,578,56,53,137,80,70,105,73,240,52,109,49,122
2021년08월_남_40~49세,"3,842","1,198",953,82,68,217,114,73,167,131,354,91,152,74,168
2021년08월_남_50~59세,"5,745","1,476","1,128",176,145,438,197,171,257,272,564,183,261,130,347
2021년08월_남_60~69세,"6,265","1,339","1,099",241,206,439,286,216,260,285,611,225,340,232,486
2021년08월_남_70~79세,"3,490",693,569,160,126,275,178,154,151,154,314,156,175,133,252
2021년08월_남_80~89세,"1,551",282,229,84,50,139,92,75,80,97,116,75,79,47,106
2021년08월_남_90~99세,116,27,20,8,6,9,7,5,5,1,6,8,7,2,5
2021년08월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년08월_여_총인구수,"30,345","8,446","5,986",981,835,"1,882","1,324",906,"1,209","1,173","2,697",941,"1,401",758,"1,806"
2021년08월_여_연령구간인구수,"30,345","8,446","5,986",981,835,"1,882","1,324",906,"1,209","1,173","2,697",941,"1,401",758,"1,806"
2021년08월_여_0~9세,"1,433",585,420,32,21,50,29,12,57,27,90,16,43,13,38
2021년08월_여_10~19세,"1,903",745,436,43,10,63,165,26,64,39,152,21,65,21,53
2021년08월_여_20~29세,"1,951",732,390,46,42,92,48,39,70,59,184,34,102,24,89
2021년08월_여_30~39세,"2,173",847,513,52,36,110,53,33,86,45,169,42,66,28,93
2021년08월_여_40~49세,"3,056","1,085",757,50,42,156,67,55,108,91,279,52,128,48,138
2021년08월_여_50~59세,"4,902","1,371",965,140,145,271,187,111,177,199,495,143,227,149,322
2021년08월_여_60~69세,"6,300","1,460","1,166",180,201,411,294,217,246,262,595,220,333,206,509
2021년08월_여_70~79세,"4,496",886,749,210,150,379,221,222,213,230,402,203,215,124,292
2021년08월_여_80~89세,"3,555",631,505,187,165,307,239,165,158,185,286,186,185,121,235
2021년08월_여_90~99세,561,102,85,40,23,43,20,25,25,34,45,24,35,24,36
2021년08월_여_100세 이상,15,2,0,1,0,0,1,1,5,2,0,0,2,0,1
2021년09월_계_총인구수,"60,100","16,663","11,968","1,942","1,570","3,844","2,468","1,759","2,512","2,355","5,429","1,839","2,720","1,510","3,521"
2021년09월_계_연령구간인구수,"60,100","16,663","11,968","1,942","1,570","3,844","2,468","1,759","2,512","2,355","5,429","1,839","2,720","1,510","3,521"
2021년09월_계_0~9세,"2,949","1,204",860,60,34,92,71,38,120,58,180,36,88,28,80
2021년09월_계_10~19세,"4,044","1,529",949,120,29,178,255,49,164,82,331,60,130,49,119
2021년09월_계_20~29세,"4,490","1,609",857,96,87,259,114,89,187,159,454,91,199,74,215
2021년09월_계_30~39세,"4,772","1,753","1,093",109,87,248,134,96,186,120,401,93,166,74,212
2021년09월_계_40~49세,"6,833","2,294","1,684",130,107,360,178,124,271,216,624,139,278,121,307
2021년09월_계_50~59세,"10,615","2,846","2,094",313,296,704,379,277,435,468,"1,056",323,481,278,665
2021년09월_계_60~69세,"12,606","2,809","2,260",427,406,850,579,437,507,552,"1,215",443,679,438,"1,004"
2021년09월_계_70~79세,"7,957","1,577","1,315",366,278,649,395,371,367,383,710,358,394,255,539
2021년09월_계_80~89세,"5,139",912,752,272,217,448,336,248,239,280,405,262,263,166,339
2021년09월_계_90~99세,679,128,104,48,29,56,26,29,31,35,52,34,40,27,40
2021년09월_계_100세 이상,16,2,0,1,0,0,1,1,5,2,1,0,2,0,1
2021년09월_남_총인구수,"29,926","8,251","6,012",970,742,"1,978","1,151",862,"1,307","1,190","2,741",908,"1,332",760,"1,722"
2021년09월_남_연령구간인구수,"29,926","8,251","6,012",970,742,"1,978","1,151",862,"1,307","1,190","2,741",908,"1,332",760,"1,722"
2021년09월_남_0~9세,"1,527",624,442,27,14,46,42,26,63,31,89,21,44,17,41
2021년09월_남_10~19세,"2,165",789,519,80,20,117,91,23,101,45,181,41,65,27,66
2021년09월_남_20~29세,"2,602",890,479,56,50,168,69,53,122,103,274,57,101,52,128
2021년09월_남_30~39세,"2,604",905,576,57,50,138,78,67,101,74,234,52,104,48,120
2021년09월_남_40~49세,"3,809","1,213",938,81,65,210,111,69,164,128,348,88,153,74,167
2021년09월_남_50~59세,"5,733","1,476","1,134",173,151,430,197,168,260,268,561,181,258,130,346
2021년09월_남_60~69세,"6,309","1,344","1,099",245,207,445,285,220,259,290,618,227,344,233,493
2021년09월_남_70~79세,"3,491",697,571,160,127,274,178,155,153,154,311,156,177,129,249
2021년09월_남_80~89세,"1,565",285,234,83,52,139,93,75,79,96,118,77,79,48,107
2021년09월_남_90~99세,120,28,20,8,6,11,7,6,5,1,6,8,7,2,5
2021년09월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년09월_여_총인구수,"30,174","8,412","5,956",972,828,"1,866","1,317",897,"1,205","1,165","2,688",931,"1,388",750,"1,799"
2021년09월_여_연령구간인구수,"30,174","8,412","5,956",972,828,"1,866","1,317",897,"1,205","1,165","2,688",931,"1,388",750,"1,799"
2021년09월_여_0~9세,"1,422",580,418,33,20,46,29,12,57,27,91,15,44,11,39
2021년09월_여_10~19세,"1,879",740,430,40,9,61,164,26,63,37,150,19,65,22,53
2021년09월_여_20~29세,"1,888",719,378,40,37,91,45,36,65,56,180,34,98,22,87
2021년09월_여_30~39세,"2,168",848,517,52,37,110,56,29,85,46,167,41,62,26,92
2021년09월_여_40~49세,"3,024","1,081",746,49,42,150,67,55,107,88,276,51,125,47,140
2021년09월_여_50~59세,"4,882","1,370",960,140,145,274,182,109,175,200,495,142,223,148,319
2021년09월_여_60~69세,"6,297","1,465","1,161",182,199,405,294,217,248,262,597,216,335,205,511
2021년09월_여_70~79세,"4,466",880,744,206,151,375,217,216,214,229,399,202,217,126,290
2021년09월_여_80~89세,"3,574",627,518,189,165,309,243,173,160,184,287,185,184,118,232
2021년09월_여_90~99세,559,100,84,40,23,45,19,23,26,34,46,26,33,25,35
2021년09월_여_100세 이상,15,2,0,1,0,0,1,1,5,2,0,0,2,0,1
2021년10월_계_총인구수,"60,102","16,699","11,948","1,932","1,571","3,840","2,474","1,759","2,504","2,340","5,418","1,843","2,730","1,502","3,542"
2021년10월_계_연령구간인구수,"60,102","16,699","11,948","1,932","1,571","3,840","2,474","1,759","2,504","2,340","5,418","1,843","2,730","1,502","3,542"
2021년10월_계_0~9세,"2,917","1,195",849,59,36,87,71,41,119,55,177,35,85,28,80
2021년10월_계_10~19세,"4,037","1,527",946,117,26,182,252,50,165,79,333,61,133,49,117
2021년10월_계_20~29세,"4,464","1,614",846,97,87,252,112,90,187,157,445,89,198,71,219
2021년10월_계_30~39세,"4,749","1,767","1,087",113,85,246,130,96,179,117,389,96,166,73,205
2021년10월_계_40~49세,"6,841","2,281","1,691",129,109,356,181,126,276,213,628,139,281,122,309
2021년10월_계_50~59세,"10,615","2,851","2,087",314,296,711,380,272,429,470,"1,053",322,485,274,671
2021년10월_계_60~69세,"12,668","2,827","2,266",425,412,852,586,438,509,549,"1,218",445,684,440,"1,017"
2021년10월_계_70~79세,"7,956","1,589","1,313",361,273,648,398,370,364,386,715,357,391,255,536
2021년10월_계_80~89세,"5,155",915,760,270,218,451,335,243,239,278,408,264,265,163,346
2021년10월_계_90~99세,684,131,103,46,29,55,28,32,32,34,51,35,40,27,41
2021년10월_계_100세 이상,16,2,0,1,0,0,1,1,5,2,1,0,2,0,1
2021년10월_남_총인구수,"29,925","8,272","6,010",961,742,"1,976","1,156",863,"1,299","1,185","2,733",910,"1,339",753,"1,726"
2021년10월_남_연령구간인구수,"29,925","8,272","6,010",961,742,"1,976","1,156",863,"1,299","1,185","2,733",910,"1,339",753,"1,726"
2021년10월_남_0~9세,"1,519",628,435,26,15,44,42,28,62,31,87,20,43,17,41
2021년10월_남_10~19세,"2,161",787,521,76,18,121,89,24,102,42,182,42,66,27,64
2021년10월_남_20~29세,"2,584",891,472,58,49,163,67,55,120,104,271,55,101,50,128
2021년10월_남_30~39세,"2,592",915,576,57,47,135,78,68,97,73,225,55,102,47,117
2021년10월_남_40~49세,"3,821","1,209",946,79,68,209,112,70,166,125,353,88,156,75,165
2021년10월_남_50~59세,"5,724","1,482","1,130",172,150,434,197,161,258,269,557,180,261,125,348
2021년10월_남_60~69세,"6,343","1,348","1,103",245,213,446,288,224,258,289,618,229,347,234,501
2021년10월_남_70~79세,"3,497",702,572,159,124,276,183,153,154,155,312,155,176,130,246
2021년10월_남_80~89세,"1,561",280,235,82,52,138,93,73,77,96,121,77,80,46,111
2021년10월_남_90~99세,122,30,20,7,6,10,7,7,5,1,6,9,7,2,5
2021년10월_남_100세 이상,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년10월_여_총인구수,"30,177","8,427","5,938",971,829,"1,864","1,318",896,"1,205","1,155","2,685",933,"1,391",749,"1,816"
2021년10월_여_연령구간인구수,"30,177","8,427","5,938",971,829,"1,864","1,318",896,"1,205","1,155","2,685",933,"1,391",749,"1,816"
2021년10월_여_0~9세,"1,398",567,414,33,21,43,29,13,57,24,90,15,42,11,39
2021년10월_여_10~19세,"1,876",740,425,41,8,61,163,26,63,37,151,19,67,22,53
2021년10월_여_20~29세,"1,880",723,374,39,38,89,45,35,67,53,174,34,97,21,91
2021년10월_여_30~39세,"2,157",852,511,56,38,111,52,28,82,44,164,41,64,26,88
2021년10월_여_40~49세,"3,020","1,072",745,50,41,147,69,56,110,88,275,51,125,47,144
2021년10월_여_50~59세,"4,891","1,369",957,142,146,277,183,111,171,201,496,142,224,149,323
2021년10월_여_60~69세,"6,325","1,479","1,163",180,199,406,298,214,251,260,600,216,337,206,516
2021년10월_여_70~79세,"4,459",887,741,202,149,372,215,217,210,231,403,202,215,125,290
2021년10월_여_80~89세,"3,594",635,525,188,166,313,242,170,162,182,287,187,185,117,235
2021년10월_여_90~99세,562,101,83,39,23,45,21,25,27,33,45,26,33,25,36
2021년10월_여_100세 이상,15,2,0,1,0,0,1,1,5,2,0,0,2,0,1
2021년11월_계_총인구수,"60,147","16,707","11,965","1,923","1,589","3,846","2,475","1,759","2,536","2,330","5,405","1,844","2,723","1,499","3,546"
2021년11월_계_연령구간인구수,"60,147","16,707","11,965","1,923","1,589","3,846","2,475","1,759","2,536","2,330","5,405","1,844","2,723","1,499","3,546"
2021년11월_계_0~9세,"2,890","1,187",841,58,39,86,70,40,117,55,172,35,83,26,81
2021년11월_계_10~19세,"4,029","1,520",961,111,26,179,249,50,169,79,333,60,129,49,114
2021년11월_계_20~29세,"4,473","1,621",851,99,88,258,111,89,190,154,446,85,195,71,215
2021년11월_계_30~39세,"4,720","1,751","1,077",116,88,239,129,96,184,121,386,97,160,70,206
2021년11월_계_40~49세,"6,862","2,281","1,702",123,110,355,186,124,285,211,622,141,284,124,314
2021년11월_계_50~59세,"10,595","2,852","2,081",315,289,715,380,273,436,460,"1,050",316,487,273,668
2021년11월_계_60~69세,"12,735","2,849","2,279",429,423,861,588,440,515,551,"1,212",449,687,434,"1,018"
2021년11월_계_70~79세,"7,969","1,595","1,312",354,276,644,394,370,362,384,722,361,393,260,542
2021년11월_계_80~89세,"5,161",915,756,272,222,453,340,242,238,277,410,264,263,164,345
2021년11월_계_90~99세,698,135,105,45,28,56,27,34,35,36,51,36,40,28,42
2021년11월_계_100세 이상,15,1,0,1,0,0,1,1,5,2,1,0,2,0,1
2021년11월_남_총인구수,"29,942","8,277","6,011",956,747,"1,979","1,156",862,"1,318","1,178","2,728",912,"1,336",751,"1,731"
2021년11월_남_연령구간인구수,"29,942","8,277","6,011",956,747,"1,979","1,156",862,"1,318","1,178","2,728",912,"1,336",751,"1,731"
2021년11월_남_0~9세,"1,509",626,434,27,17,42,42,26,61,31,84,20,42,16,41
2021년11월_남_10~19세,"2,147",783,524,71,18,117,89,25,104,42,183,41,62,27,61
2021년11월_남_20~29세,"2,583",894,467,58,49,170,65,53,122,102,271,53,105,49,125
2021년11월_남_30~39세,"2,590",913,569,59,47,132,79,70,101,75,227,56,100,44,118
2021년11월_남_40~49세,"3,819","1,198",950,75,69,210,114,68,169,124,350,91,156,77,168
2021년11월_남_50~59세,"5,714","1,486","1,132",173,146,430,194,162,264,264,552,175,262,125,349
