카테고리,대구광역시 동구,대구광역시 동구 신암1동,대구광역시 동구 신암2동,대구광역시 동구 신암3동,대구광역시 동구 신암4동,대구광역시 동구 신암5동,대구광역시 동구 신천1.2동,대구광역시 동구 신천3동,대구광역시 동구 신천4동,대구광역시 동구 효목1동,대구광역시 동구 효목2동,대구광역시 동구 도평동,대구광역시 동구 불로.봉무동,대구광역시 동구 지저동,대구광역시 동구 동촌동,대구광역시 동구 방촌동,대구광역시 동구 해안동,대구광역시 동구 안심1동,대구광역시 동구 안심2동,대구광역시 동구 안심3.4동,대구광역시 동구 공산동,대구광역시 동구 안심3동,대구광역시 동구 안심4동,대구광역시 동구 혁신동
2020년11월_계_60~69세,"51,236","1,422","1,413","1,408","2,323","1,274","2,090","1,659","1,250","2,653","2,473",720,"2,709","2,817","2,727","3,267","2,792","6,231","1,918",,"3,054","1,959","3,566","1,511"
2020년11월_계_70~79세,"30,186","1,066","1,025",865,"1,327",806,"1,470",977,727,"1,738","1,482",468,"1,384","1,497","1,559","1,881","1,725","3,224","1,105",,"2,039","1,259","1,896",666
2020년11월_계_80~89세,"12,900",522,452,379,516,366,671,480,332,738,634,217,543,583,649,855,708,"1,410",421,,972,497,733,222
2020년11월_계_90~99세,"1,466",56,56,48,64,28,69,53,30,68,79,22,79,57,69,83,82,179,54,,121,59,74,36
2020년11월_계_100세 이상,124,5,11,2,9,4,7,9,5,11,10,0,4,5,2,5,2,7,5,,9,2,8,2
2020년11월_남_총인구수,"168,712","3,843","5,083","4,696","6,606","3,153","6,369","6,163","3,751","7,015","6,848","2,223","10,715","7,442","7,980","8,831","7,680","21,435","5,742",,"8,781","10,395","14,646","9,315"
2020년11월_남_연령구간인구수,"168,712","3,843","5,083","4,696","6,606","3,153","6,369","6,163","3,751","7,015","6,848","2,223","10,715","7,442","7,980","8,831","7,680","21,435","5,742",,"8,781","10,395","14,646","9,315"
2020년11월_남_0~9세,"12,940",151,544,441,215,116,408,463,84,308,348,90,"1,147",336,445,439,392,"2,022",329,,502,"1,247","1,337","1,576"
2020년11월_남_10~19세,"13,992",250,447,323,383,226,512,592,209,457,509,146,"1,180",499,484,676,508,"1,943",359,,669,"1,338","1,537",745
2020년11월_남_20~29세,"22,367",503,532,533,978,458,837,904,590,992,961,406,"1,240","1,102","1,194","1,305","1,016","2,855",814,,"1,021","1,118","2,074",934
2020년11월_남_30~39세,"23,207",400,714,786,836,312,824,772,600,827,852,273,"1,376",898,"1,074",957,938,"2,955",785,,948,"1,529","2,187","2,364"
2020년11월_남_40~49세,"26,568",535,963,676,975,440,986,948,562,895,"1,042",290,"2,004",981,"1,102","1,171","1,066","3,515",780,,"1,236","2,060","2,476","1,865"
2020년11월_남_50~59세,"27,699",705,715,735,"1,316",562,"1,038","1,088",686,"1,276","1,144",367,"1,633","1,415","1,416","1,641","1,420","3,408","1,072",,"1,604","1,451","2,239",768
2020년11월_남_60~69세,"23,834",664,604,654,"1,108",566,909,797,553,"1,200","1,104",364,"1,296","1,329","1,328","1,490","1,332","2,902",904,,"1,469",882,"1,678",701
2020년11월_남_70~79세,"13,134",438,392,388,579,342,585,406,334,755,631,201,626,673,687,829,751,"1,380",495,,952,560,843,287
2020년11월_남_80~89세,"4,612",186,154,153,195,124,250,177,125,287,229,83,196,194,236,303,242,423,188,,354,196,248,69
2020년11월_남_90~99세,322,11,14,7,17,5,18,12,6,16,25,3,17,14,14,20,14,30,14,,22,14,23,6
2020년11월_남_100세 이상,37,0,4,0,4,2,2,4,2,2,3,0,0,1,0,0,1,2,2,,4,0,4,0
2020년11월_여_총인구수,"173,720","3,864","5,634","4,814","6,444","3,430","6,920","6,314","3,760","7,181","7,367","1,966","11,096","7,522","7,909","9,462","7,601","22,257","5,605",,"9,121","11,005","14,926","9,522"
2020년11월_여_연령구간인구수,"173,720","3,864","5,634","4,814","6,444","3,430","6,920","6,314","3,760","7,181","7,367","1,966","11,096","7,522","7,909","9,462","7,601","22,257","5,605",,"9,121","11,005","14,926","9,522"
2020년11월_여_0~9세,"12,432",133,511,391,206,114,387,433,78,237,363,105,"1,166",352,407,446,371,"1,840",329,,530,"1,252","1,258","1,523"
2020년11월_여_10~19세,"12,660",200,383,297,323,182,411,443,160,401,501,109,"1,132",442,448,611,421,"1,762",306,,615,"1,349","1,444",720
2020년11월_여_20~29세,"19,403",383,474,546,896,339,710,757,696,833,832,215,"1,035",903,966,"1,078",866,"2,467",637,,822,"1,075","1,798","1,075"
2020년11월_여_30~39세,"20,854",280,754,678,642,258,738,776,444,617,726,184,"1,515",676,841,817,697,"2,832",626,,845,"1,624","2,035","2,249"
2020년11월_여_40~49세,"24,977",447,891,637,768,422,942,"1,002",446,844,993,209,"1,979",853,949,"1,141",889,"3,364",677,,"1,245","2,175","2,480","1,624"
2020년11월_여_50~59세,"29,421",649,832,765,"1,273",676,"1,189","1,121",612,"1,301","1,266",368,"1,685","1,548","1,557","1,920","1,388","3,678","1,130",,"1,670","1,406","2,430",957
2020년11월_여_60~69세,"27,402",758,809,754,"1,215",708,"1,181",862,697,"1,453","1,369",356,"1,413","1,488","1,399","1,777","1,460","3,329","1,014",,"1,585","1,077","1,888",810
2020년11월_여_70~79세,"17,052",628,633,477,748,464,885,571,393,983,851,267,758,824,872,"1,052",974,"1,844",610,,"1,087",699,"1,053",379
2020년11월_여_80~89세,"8,288",336,298,226,321,242,421,303,207,451,405,134,347,389,413,552,466,987,233,,618,301,485,153
2020년11월_여_90~99세,"1,144",45,42,41,47,23,51,41,24,52,54,19,62,43,55,63,68,149,40,,99,45,51,30
2020년11월_여_100세 이상,87,5,7,2,5,2,5,5,3,9,7,0,4,4,2,5,1,5,3,,5,2,4,2
2020년12월_계_총인구수,"341,920","7,684","10,673","9,821","13,001","6,572","13,210","12,460","7,492","14,171","14,038","4,183","21,729","14,949","15,919","18,274","15,214","43,500","11,343",,"17,968","21,359","29,482","18,878"
2020년12월_계_연령구간인구수,"341,920","7,684","10,673","9,821","13,001","6,572","13,210","12,460","7,492","14,171","14,038","4,183","21,729","14,949","15,919","18,274","15,214","43,500","11,343",,"17,968","21,359","29,482","18,878"
2020년12월_계_0~9세,"25,193",282,"1,038",890,411,227,767,914,159,539,696,194,"2,284",688,855,873,747,"3,808",644,,"1,035","2,486","2,572","3,084"
2020년12월_계_10~19세,"26,566",440,838,650,703,403,902,"1,032",364,839,983,255,"2,302",941,942,"1,287",920,"3,707",664,,"1,282","2,675","2,968","1,469"
2020년12월_계_20~29세,"41,684",883,"1,004","1,105","1,886",804,"1,538","1,636","1,278","1,848","1,762",612,"2,269","1,980","2,155","2,383","1,884","5,298","1,443",,"1,850","2,176","3,871","2,019"
2020년12월_계_30~39세,"43,821",685,"1,441","1,544","1,468",565,"1,542","1,541","1,045","1,424","1,575",461,"2,858","1,566","1,918","1,773","1,597","5,709","1,399",,"1,805","3,129","4,168","4,608"
2020년12월_계_40~49세,"51,410",969,"1,844","1,357","1,732",862,"1,908","1,951",996,"1,733","1,997",496,"3,988","1,825","2,059","2,279","1,953","6,853","1,463",,"2,476","4,222","4,947","3,500"
2020년12월_계_50~59세,"56,998","1,358","1,547","1,524","2,573","1,224","2,221","2,190","1,296","2,581","2,361",727,"3,298","2,951","2,981","3,558","2,802","7,041","2,203",,"3,296","2,872","4,652","1,742"
2020년12월_계_60~69세,"51,418","1,417","1,412","1,443","2,316","1,275","2,111","1,675","1,252","2,648","2,468",727,"2,713","2,829","2,714","3,284","2,789","6,271","1,939",,"3,062","1,969","3,591","1,513"
2020년12월_계_70~79세,"30,211","1,064","1,029",879,"1,326",812,"1,469",976,732,"1,738","1,464",469,"1,389","1,507","1,568","1,878","1,721","3,197","1,108",,"2,048","1,265","1,896",676
2020년12월_계_80~89세,"13,013",524,455,381,512,367,677,481,333,736,640,219,547,598,656,871,718,"1,426",420,,981,505,736,230
2020년12월_계_90~99세,"1,481",57,54,46,65,29,68,55,32,74,81,23,77,59,69,83,81,183,55,,124,58,73,35
2020년12월_계_100세 이상,125,5,11,2,9,4,7,9,5,11,11,0,4,5,2,5,2,7,5,,9,2,8,2
2020년12월_남_총인구수,"168,443","3,827","5,047","4,840","6,582","3,142","6,321","6,159","3,757","7,022","6,761","2,222","10,682","7,424","7,998","8,816","7,640","21,336","5,734",,"8,820","10,391","14,592","9,330"
2020년12월_남_연령구간인구수,"168,443","3,827","5,047","4,840","6,582","3,142","6,321","6,159","3,757","7,022","6,761","2,222","10,682","7,424","7,998","8,816","7,640","21,336","5,734",,"8,820","10,391","14,592","9,330"
2020년12월_남_0~9세,"12,867",149,536,472,212,113,396,473,85,305,340,90,"1,143",337,442,434,383,"1,989",323,,507,"1,248","1,327","1,563"
2020년12월_남_10~19세,"13,930",243,446,340,383,224,500,587,203,449,495,146,"1,179",492,498,678,497,"1,941",357,,670,"1,330","1,527",745
2020년12월_남_20~29세,"22,307",494,526,546,984,459,827,889,594,"1,010",948,402,"1,236","1,084","1,180","1,305","1,025","2,831",814,,"1,031","1,114","2,064",944
2020년12월_남_30~39세,"23,113",404,702,830,826,311,810,769,612,825,848,276,"1,357",897,"1,081",955,912,"2,919",775,,962,"1,525","2,161","2,356"
2020년12월_남_40~49세,"26,487",532,958,688,975,440,975,952,560,891,"1,021",284,"2,007",978,"1,113","1,150","1,070","3,503",781,,"1,227","2,049","2,463","1,870"
2020년12월_남_50~59세,"27,676",710,712,742,"1,307",557,"1,042","1,084",679,"1,278","1,125",365,"1,621","1,409","1,419","1,639","1,420","3,395","1,071",,"1,613","1,462","2,248",778
2020년12월_남_60~69세,"23,884",653,602,663,"1,103",564,919,802,556,"1,203","1,097",371,"1,297","1,332","1,322","1,500","1,328","2,921",912,,"1,474",883,"1,682",700
2020년12월_남_70~79세,"13,163",442,395,399,577,340,586,406,335,752,627,200,631,678,690,825,747,"1,371",497,,956,569,844,296
2020년12월_남_80~89세,"4,652",189,152,154,192,127,248,180,125,289,232,85,194,202,239,309,244,430,187,,354,197,250,73
2020년12월_남_90~99세,327,11,14,6,19,5,16,13,6,18,25,3,17,14,14,21,13,34,15,,22,14,22,5
2020년12월_남_100세 이상,37,0,4,0,4,2,2,4,2,2,3,0,0,1,0,0,1,2,2,,4,0,4,0
2020년12월_여_총인구수,"173,477","3,857","5,626","4,981","6,419","3,430","6,889","6,301","3,735","7,149","7,277","1,961","11,047","7,525","7,921","9,458","7,574","22,164","5,609",,"9,148","10,968","14,890","9,548"
2020년12월_여_연령구간인구수,"173,477","3,857","5,626","4,981","6,419","3,430","6,889","6,301","3,735","7,149","7,277","1,961","11,047","7,525","7,921","9,458","7,574","22,164","5,609",,"9,148","10,968","14,890","9,548"
2020년12월_여_0~9세,"12,326",133,502,418,199,114,371,441,74,234,356,104,"1,141",351,413,439,364,"1,819",321,,528,"1,238","1,245","1,521"
2020년12월_여_10~19세,"12,636",197,392,310,320,179,402,445,161,390,488,109,"1,123",449,444,609,423,"1,766",307,,612,"1,345","1,441",724
2020년12월_여_20~29세,"19,377",389,478,559,902,345,711,747,684,838,814,210,"1,033",896,975,"1,078",859,"2,467",629,,819,"1,062","1,807","1,075"
2020년12월_여_30~39세,"20,708",281,739,714,642,254,732,772,433,599,727,185,"1,501",669,837,818,685,"2,790",624,,843,"1,604","2,007","2,252"
2020년12월_여_40~49세,"24,923",437,886,669,757,422,933,999,436,842,976,212,"1,981",847,946,"1,129",883,"3,350",682,,"1,249","2,173","2,484","1,630"
2020년12월_여_50~59세,"29,322",648,835,782,"1,266",667,"1,179","1,106",617,"1,303","1,236",362,"1,677","1,542","1,562","1,919","1,382","3,646","1,132",,"1,683","1,410","2,404",964
2020년12월_여_60~69세,"27,534",764,810,780,"1,213",711,"1,192",873,696,"1,445","1,371",356,"1,416","1,497","1,392","1,784","1,461","3,350","1,027",,"1,588","1,086","1,909",813
2020년12월_여_70~79세,"17,048",622,634,480,749,472,883,570,397,986,837,269,758,829,878,"1,053",974,"1,826",611,,"1,092",696,"1,052",380
2020년12월_여_80~89세,"8,361",335,303,227,320,240,429,301,208,447,408,134,353,396,417,562,474,996,233,,627,308,486,157
2020년12월_여_90~99세,"1,154",46,40,40,46,24,52,42,26,56,56,20,60,45,55,62,68,149,40,,102,44,51,30
2020년12월_여_100세 이상,88,5,7,2,5,2,5,5,3,9,8,0,4,4,2,5,1,5,3,,5,2,4,2
2021년01월_계_총인구수,"341,498","7,669","10,662","9,890","12,890","6,533","13,214","12,425","7,505","14,190","13,967","4,183","21,739","14,899","15,896","18,250","15,186","43,395","11,346",,"17,987","21,305","29,459","18,908"
2021년01월_계_연령구간인구수,"341,498","7,669","10,662","9,890","12,890","6,533","13,214","12,425","7,505","14,190","13,967","4,183","21,739","14,899","15,896","18,250","15,186","43,395","11,346",,"17,987","21,305","29,459","18,908"
2021년01월_계_0~9세,"24,944",280,"1,016",909,405,215,764,905,159,540,688,183,"2,266",670,840,873,743,"3,753",636,,"1,038","2,453","2,538","3,070"
2021년01월_계_10~19세,"26,475",434,834,646,694,399,901,"1,029",354,832,971,255,"2,300",925,937,"1,265",921,"3,726",667,,"1,264","2,681","2,957","1,483"
2021년01월_계_20~29세,"41,576",882,"1,014","1,109","1,865",791,"1,541","1,625","1,297","1,848","1,772",612,"2,267","1,979","2,157","2,380","1,861","5,271","1,424",,"1,851","2,162","3,872","1,996"
2021년01월_계_30~39세,"43,647",681,"1,423","1,568","1,482",565,"1,532","1,517","1,057","1,405","1,557",457,"2,839","1,549","1,918","1,758","1,599","5,667","1,401",,"1,816","3,100","4,126","4,630"
2021년01월_계_40~49세,"51,254",957,"1,851","1,362","1,699",853,"1,914","1,946",984,"1,722","1,977",496,"3,991","1,819","2,038","2,274","1,940","6,824","1,453",,"2,453","4,235","4,940","3,526"
2021년01월_계_50~59세,"56,873","1,347","1,542","1,540","2,546","1,225","2,202","2,183","1,291","2,599","2,350",735,"3,302","2,944","2,961","3,526","2,792","7,021","2,212",,"3,301","2,844","4,672","1,738"
2021년01월_계_60~69세,"51,730","1,434","1,429","1,446","2,302","1,274","2,137","1,692","1,247","2,660","2,464",732,"2,739","2,842","2,749","3,315","2,809","6,289","1,955",,"3,094","1,978","3,630","1,513"
2021년01월_계_70~79세,"30,248","1,057","1,029",878,"1,319",813,"1,457",968,743,"1,745","1,453",468,"1,400","1,503","1,560","1,892","1,717","3,214","1,116",,"2,047","1,281","1,904",684
2021년01월_계_80~89세,"13,119",532,457,385,505,365,687,493,334,754,640,222,551,604,664,877,720,"1,437",422,,988,511,740,231
2021년01월_계_90~99세,"1,505",60,56,45,64,29,72,58,34,74,83,23,80,60,70,85,81,186,55,,126,58,71,35
2021년01월_계_100세 이상,127,5,11,2,9,4,7,9,5,11,12,0,4,4,2,5,3,7,5,,9,2,9,2
2021년01월_남_총인구수,"168,218","3,808","5,045","4,882","6,531","3,122","6,316","6,131","3,766","7,050","6,716","2,219","10,679","7,399","7,998","8,795","7,636","21,269","5,733",,"8,837","10,355","14,586","9,345"
2021년01월_남_연령구간인구수,"168,218","3,808","5,045","4,882","6,531","3,122","6,316","6,131","3,766","7,050","6,716","2,219","10,679","7,399","7,998","8,795","7,636","21,269","5,733",,"8,837","10,355","14,586","9,345"
2021년01월_남_0~9세,"12,752",147,530,481,209,107,397,470,82,310,332,84,"1,131",334,434,434,377,"1,968",315,,510,"1,231","1,311","1,558"
2021년01월_남_10~19세,"13,867",241,441,341,379,220,499,582,201,445,494,148,"1,176",480,496,665,500,"1,948",361,,660,"1,326","1,516",748
2021년01월_남_20~29세,"22,249",490,531,552,973,453,823,884,606,"1,019",947,398,"1,237","1,083","1,176","1,302","1,020","2,813",808,,"1,037","1,102","2,064",931
2021년01월_남_30~39세,"23,051",399,694,846,836,311,800,758,620,816,844,273,"1,351",885,"1,085",951,911,"2,894",777,,963,"1,516","2,151","2,370"
2021년01월_남_40~49세,"26,383",528,961,689,957,432,982,939,560,895,997,282,"2,010",982,"1,103","1,137","1,068","3,478",772,,"1,216","2,052","2,463","1,880"
2021년01월_남_50~59세,"27,636",701,707,747,"1,296",562,"1,033","1,086",667,"1,283","1,129",372,"1,619","1,408","1,409","1,633","1,422","3,383","1,072",,"1,616","1,447","2,260",784
2021년01월_남_60~69세,"24,041",665,615,669,"1,094",565,929,808,558,"1,210","1,093",370,"1,307","1,330","1,347","1,513","1,333","2,935",925,,"1,489",889,"1,701",696
2021년01월_남_70~79세,"13,166",433,394,398,574,338,579,402,338,759,623,202,633,675,687,828,745,"1,378",499,,959,579,842,301
2021년01월_남_80~89세,"4,699",193,154,153,190,126,255,185,126,293,228,87,198,208,248,310,244,434,187,,358,198,253,71
2021년01월_남_90~99세,335,11,14,6,19,6,17,13,6,18,26,3,17,13,13,22,14,36,15,,25,15,20,6
2021년01월_남_100세 이상,39,0,4,0,4,2,2,4,2,2,3,0,0,1,0,0,2,2,2,,4,0,5,0
2021년01월_여_총인구수,"173,280","3,861","5,617","5,008","6,359","3,411","6,898","6,294","3,739","7,140","7,251","1,964","11,060","7,500","7,898","9,455","7,550","22,126","5,613",,"9,150","10,950","14,873","9,563"
2021년01월_여_연령구간인구수,"173,280","3,861","5,617","5,008","6,359","3,411","6,898","6,294","3,739","7,140","7,251","1,964","11,060","7,500","7,898","9,455","7,550","22,126","5,613",,"9,150","10,950","14,873","9,563"
2021년01월_여_0~9세,"12,192",133,486,428,196,108,367,435,77,230,356,99,"1,135",336,406,439,366,"1,785",321,,528,"1,222","1,227","1,512"
2021년01월_여_10~19세,"12,608",193,393,305,315,179,402,447,153,387,477,107,"1,124",445,441,600,421,"1,778",306,,604,"1,355","1,441",735
2021년01월_여_20~29세,"19,327",392,483,557,892,338,718,741,691,829,825,214,"1,030",896,981,"1,078",841,"2,458",616,,814,"1,060","1,808","1,065"
2021년01월_여_30~39세,"20,596",282,729,722,646,254,732,759,437,589,713,184,"1,488",664,833,807,688,"2,773",624,,853,"1,584","1,975","2,260"
2021년01월_여_40~49세,"24,871",429,890,673,742,421,932,"1,007",424,827,980,214,"1,981",837,935,"1,137",872,"3,346",681,,"1,237","2,183","2,477","1,646"
2021년01월_여_50~59세,"29,237",646,835,793,"1,250",663,"1,169","1,097",624,"1,316","1,221",363,"1,683","1,536","1,552","1,893","1,370","3,638","1,140",,"1,685","1,397","2,412",954
2021년01월_여_60~69세,"27,689",769,814,777,"1,208",709,"1,208",884,689,"1,450","1,371",362,"1,432","1,512","1,402","1,802","1,476","3,354","1,030",,"1,605","1,089","1,929",817
2021년01월_여_70~79세,"17,082",624,635,480,745,475,878,566,405,986,830,266,767,828,873,"1,064",972,"1,836",617,,"1,088",702,"1,062",383
2021년01월_여_80~89세,"8,420",339,303,232,315,239,432,308,208,461,412,135,353,396,416,567,476,"1,003",235,,630,313,487,160
2021년01월_여_90~99세,"1,170",49,42,39,45,23,55,45,28,56,57,20,63,47,57,63,67,150,40,,101,43,51,29
2021년01월_여_100세 이상,88,5,7,2,5,2,5,5,3,9,9,0,4,3,2,5,1,5,3,,5,2,4,2
2021년02월_계_총인구수,"341,661","7,607","10,638","10,007","12,768","6,538","13,189","12,371","7,497","14,154","13,941","4,195","21,706","14,908","15,892","18,209","15,123","43,329","11,336",,"18,728","21,300","29,352","18,873"
2021년02월_계_연령구간인구수,"341,661","7,607","10,638","10,007","12,768","6,538","13,189","12,371","7,497","14,154","13,941","4,195","21,706","14,908","15,892","18,209","15,123","43,329","11,336",,"18,728","21,300","29,352","18,873"
2021년02월_계_0~9세,"24,865",271,"1,001",945,388,215,755,888,159,536,679,192,"2,246",669,827,863,724,"3,753",633,,"1,133","2,436","2,499","3,053"
2021년02월_계_10~19세,"26,456",427,830,651,682,397,899,"1,029",351,823,970,250,"2,288",926,943,"1,256",922,"3,700",663,,"1,332","2,674","2,960","1,483"
2021년02월_계_20~29세,"41,464",884,"1,014","1,108","1,849",783,"1,534","1,606","1,293","1,852","1,772",608,"2,252","1,968","2,149","2,354","1,859","5,219","1,425",,"1,943","2,158","3,861","1,973"
2021년02월_계_30~39세,"43,500",663,"1,400","1,597","1,473",566,"1,513","1,495","1,055","1,389","1,539",469,"2,810","1,537","1,911","1,738","1,578","5,670","1,373",,"1,989","3,066","4,065","4,604"
2021년02월_계_40~49세,"51,283",945,"1,850","1,390","1,679",849,"1,908","1,929",993,"1,705","1,962",486,"4,009","1,822","2,044","2,265","1,912","6,798","1,445",,"2,590","4,253","4,935","3,514"
2021년02월_계_50~59세,"56,876","1,343","1,537","1,544","2,513","1,223","2,205","2,179","1,283","2,591","2,351",736,"3,295","2,943","2,959","3,526","2,790","6,988","2,219",,"3,379","2,857","4,653","1,762"
2021년02월_계_60~69세,"52,015","1,430","1,442","1,455","2,294","1,288","2,145","1,708","1,248","2,675","2,474",736,"2,755","2,859","2,753","3,325","2,810","6,338","1,974",,"3,153","1,987","3,646","1,520"
2021년02월_계_70~79세,"30,279","1,044","1,032",878,"1,304",812,"1,458",969,740,"1,737","1,458",471,"1,411","1,508","1,560","1,898","1,721","3,214","1,117",,"2,067","1,288","1,903",689
2021년02월_계_80~89세,"13,272",535,464,391,511,370,693,500,338,757,640,223,556,610,675,892,725,"1,456",427,,"1,004",523,747,235
2021년02월_계_90~99세,"1,522",60,57,46,66,31,72,59,31,78,84,24,79,62,69,87,79,186,55,,129,56,74,38
2021년02월_계_100세 이상,129,5,11,2,9,4,7,9,6,11,12,0,5,4,2,5,3,7,5,,9,2,9,2
2021년02월_남_총인구수,"168,276","3,782","5,037","4,954","6,461","3,124","6,295","6,090","3,765","7,032","6,694","2,232","10,655","7,413","7,999","8,781","7,593","21,241","5,722",,"9,208","10,351","14,531","9,316"
2021년02월_남_연령구간인구수,"168,276","3,782","5,037","4,954","6,461","3,124","6,295","6,090","3,765","7,032","6,694","2,232","10,655","7,413","7,999","8,781","7,593","21,241","5,722",,"9,208","10,351","14,531","9,316"
2021년02월_남_0~9세,"12,732",146,529,502,205,108,391,460,80,303,322,87,"1,119",334,430,432,362,"1,969",314,,558,"1,228","1,297","1,556"
2021년02월_남_10~19세,"13,847",235,438,346,373,216,496,578,199,442,496,145,"1,166",487,498,658,498,"1,939",353,,692,"1,320","1,525",747
2021년02월_남_20~29세,"22,182",497,527,554,961,447,815,868,612,"1,025",945,403,"1,219","1,084","1,172","1,289","1,015","2,788",802,,"1,094","1,095","2,054",916
2021년02월_남_30~39세,"22,970",390,685,852,833,312,790,751,618,804,835,278,"1,354",881,"1,077",941,902,"2,879",758,,"1,054","1,498","2,122","2,356"
2021년02월_남_40~49세,"26,381",517,958,713,940,433,978,923,569,886,984,277,"2,018",981,"1,104","1,139","1,050","3,482",771,,"1,276","2,059","2,456","1,867"
2021년02월_남_50~59세,"27,672",697,711,754,"1,280",563,"1,037","1,089",661,"1,277","1,132",374,"1,614","1,408","1,413","1,633","1,422","3,376","1,079",,"1,654","1,456","2,249",793
2021년02월_남_60~69세,"24,173",666,619,673,"1,093",570,932,811,556,"1,222","1,097",374,"1,317","1,338","1,353","1,517","1,333","2,952",938,,"1,519",893,"1,698",702
2021년02월_남_70~79세,"13,180",430,397,397,559,337,579,405,335,752,624,203,633,675,688,833,750,"1,382",500,,970,584,845,302
2021년02월_남_80~89세,"4,761",193,155,156,193,129,257,187,127,299,231,87,199,210,250,317,246,438,190,,362,204,260,71
2021년02월_남_90~99세,339,11,14,7,20,7,18,14,6,20,25,4,16,14,14,22,13,34,15,,25,14,20,6
2021년02월_남_100세 이상,39,0,4,0,4,2,2,4,2,2,3,0,0,1,0,0,2,2,2,,4,0,5,0
2021년02월_여_총인구수,"173,385","3,825","5,601","5,053","6,307","3,414","6,894","6,281","3,732","7,122","7,247","1,963","11,051","7,495","7,893","9,428","7,530","22,088","5,614",,"9,520","10,949","14,821","9,557"
2021년02월_여_연령구간인구수,"173,385","3,825","5,601","5,053","6,307","3,414","6,894","6,281","3,732","7,122","7,247","1,963","11,051","7,495","7,893","9,428","7,530","22,088","5,614",,"9,520","10,949","14,821","9,557"
2021년02월_여_0~9세,"12,133",125,472,443,183,107,364,428,79,233,357,105,"1,127",335,397,431,362,"1,784",319,,575,"1,208","1,202","1,497"
2021년02월_여_10~19세,"12,609",192,392,305,309,181,403,451,152,381,474,105,"1,122",439,445,598,424,"1,761",310,,640,"1,354","1,435",736
2021년02월_여_20~29세,"19,282",387,487,554,888,336,719,738,681,827,827,205,"1,033",884,977,"1,065",844,"2,431",623,,849,"1,063","1,807","1,057"
2021년02월_여_30~39세,"20,530",273,715,745,640,254,723,744,437,585,704,191,"1,456",656,834,797,676,"2,791",615,,935,"1,568","1,943","2,248"
2021년02월_여_40~49세,"24,902",428,892,677,739,416,930,"1,006",424,819,978,209,"1,991",841,940,"1,126",862,"3,316",674,,"1,314","2,194","2,479","1,647"
2021년02월_여_50~59세,"29,204",646,826,790,"1,233",660,"1,168","1,090",622,"1,314","1,219",362,"1,681","1,535","1,546","1,893","1,368","3,612","1,140",,"1,725","1,401","2,404",969
2021년02월_여_60~69세,"27,842",764,823,782,"1,201",718,"1,213",897,692,"1,453","1,377",362,"1,438","1,521","1,400","1,808","1,477","3,386","1,036",,"1,634","1,094","1,948",818
2021년02월_여_70~79세,"17,099",614,635,481,745,475,879,564,405,985,834,268,778,833,872,"1,065",971,"1,832",617,,"1,097",704,"1,058",387
2021년02월_여_80~89세,"8,511",342,309,235,318,241,436,313,211,458,409,136,357,400,425,575,479,"1,018",237,,642,319,487,164
2021년02월_여_90~99세,"1,183",49,43,39,46,24,54,45,25,58,59,20,63,48,55,65,66,152,40,,104,42,54,32
2021년02월_여_100세 이상,90,5,7,2,5,2,5,5,4,9,9,0,5,3,2,5,1,5,3,,5,2,4,2
2021년03월_계_총인구수,"342,656","7,590","10,644","9,959","12,454","6,515","13,142","12,373","7,465","14,114","13,893","4,172","21,630","14,791","15,867","18,166","15,098","43,270","11,290",,"20,696","21,322","29,372","18,833"
2021년03월_계_연령구간인구수,"342,656","7,590","10,644","9,959","12,454","6,515","13,142","12,373","7,465","14,114","13,893","4,172","21,630","14,791","15,867","18,166","15,098","43,270","11,290",,"20,696","21,322","29,372","18,833"
2021년03월_계_0~9세,"24,843",277,984,934,381,214,750,892,164,524,675,187,"2,226",656,820,849,725,"3,711",636,,"1,284","2,422","2,488","3,044"
2021년03월_계_10~19세,"26,477",420,844,648,671,389,880,"1,029",344,816,968,243,"2,290",909,942,"1,256",914,"3,693",657,,"1,442","2,677","2,961","1,484"
2021년03월_계_20~29세,"41,595",884,"1,024","1,090","1,793",791,"1,535","1,598","1,305","1,840","1,750",608,"2,241","1,961","2,149","2,329","1,848","5,200","1,409",,"2,244","2,181","3,853","1,962"
2021년03월_계_30~39세,"43,667",663,"1,388","1,585","1,446",558,"1,501","1,487","1,049","1,384","1,531",459,"2,790","1,504","1,912","1,709","1,570","5,676","1,358",,"2,421","3,040","4,064","4,572"
2021년03월_계_40~49세,"51,279",941,"1,840","1,382","1,629",834,"1,894","1,940",974,"1,697","1,962",469,"3,993","1,801","2,019","2,259","1,909","6,737","1,432",,"2,873","4,263","4,932","3,499"
2021년03월_계_50~59세,"56,992","1,333","1,544","1,529","2,437","1,217","2,199","2,170","1,277","2,573","2,337",737,"3,295","2,910","2,934","3,511","2,758","6,995","2,201",,"3,714","2,882","4,663","1,776"
2021년03월_계_60~69세,"52,437","1,430","1,451","1,471","2,256","1,285","2,146","1,713","1,247","2,693","2,494",747,"2,748","2,866","2,774","3,354","2,828","6,370","1,988",,"3,394","1,976","3,673","1,533"
2021년03월_계_70~79세,"30,350","1,042","1,027",878,"1,275",814,"1,461",977,732,"1,729","1,455",473,"1,408","1,504","1,568","1,910","1,737","3,225","1,119",,"2,131","1,296","1,906",683
2021년03월_계_80~89세,"13,383",533,477,393,501,376,697,500,339,769,631,222,557,616,677,899,726,"1,471",431,,"1,046",527,754,241
