카테고리,강원도 속초시,강원도 속초시 영랑동,강원도 속초시 동명동,강원도 속초시 금호동,강원도 속초시 교동,강원도 속초시 노학동,강원도 속초시 조양동,강원도 속초시 청호동,강원도 속초시 대포동
2021년06월_여_80~89세,"2,155",156,125,237,274,553,495,191,124
2021년06월_여_90~99세,488,32,25,71,56,125,95,50,34
2021년06월_여_100세 이상,14,2,0,1,3,2,3,2,1
2021년07월_계_총인구수,"82,377","4,397","3,628","5,958","9,619","21,711","29,160","4,800","3,104"
2021년07월_계_연령구간인구수,"82,377","4,397","3,628","5,958","9,619","21,711","29,160","4,800","3,104"
2021년07월_계_0~9세,"5,721",166,232,222,517,"1,372","2,844",283,85
2021년07월_계_10~19세,"7,257",230,257,427,818,"2,195","2,954",259,117
2021년07월_계_20~29세,"8,928",401,308,576,"1,119","2,439","3,420",422,243
2021년07월_계_30~39세,"9,066",385,332,444,990,"2,218","3,938",539,220
2021년07월_계_40~49세,"12,236",482,496,711,"1,332","3,388","4,925",583,319
2021년07월_계_50~59세,"14,954",868,684,"1,155","1,719","4,074","4,920",904,630
2021년07월_계_60~69세,"13,491","1,039",689,"1,272","1,775","3,423","3,576",949,768
2021년07월_계_70~79세,"6,786",537,410,692,857,"1,626","1,697",506,461
2021년07월_계_80~89세,"3,319",249,188,374,419,825,760,287,217
2021년07월_계_90~99세,598,37,32,83,70,149,121,64,42
2021년07월_계_100세 이상,21,3,0,2,3,2,5,4,2
2021년07월_남_총인구수,"40,848","2,277","1,831","2,917","4,720","10,830","14,248","2,419","1,606"
2021년07월_남_연령구간인구수,"40,848","2,277","1,831","2,917","4,720","10,830","14,248","2,419","1,606"
2021년07월_남_0~9세,"2,914",84,127,117,259,693,"1,435",155,44
2021년07월_남_10~19세,"3,772",131,135,220,438,"1,115","1,529",125,79
2021년07월_남_20~29세,"5,027",244,175,337,627,"1,386","1,876",244,138
2021년07월_남_30~39세,"4,863",221,177,259,544,"1,197","2,022",301,142
2021년07월_남_40~49세,"6,150",275,265,371,676,"1,667","2,396",315,185
2021년07월_남_50~59세,"7,402",462,348,558,825,"2,035","2,350",490,334
2021년07월_남_60~69세,"6,511",511,340,607,842,"1,718","1,639",478,376
2021년07월_남_70~79세,"2,938",251,194,299,350,729,708,201,206
2021년07월_남_80~89세,"1,154",92,63,137,146,266,263,94,93
2021년07월_남_90~99세,110,5,7,11,13,24,28,14,8
2021년07월_남_100세 이상,7,1,0,1,0,0,2,2,1
2021년07월_여_총인구수,"41,529","2,120","1,797","3,041","4,899","10,881","14,912","2,381","1,498"
2021년07월_여_연령구간인구수,"41,529","2,120","1,797","3,041","4,899","10,881","14,912","2,381","1,498"
2021년07월_여_0~9세,"2,807",82,105,105,258,679,"1,409",128,41
2021년07월_여_10~19세,"3,485",99,122,207,380,"1,080","1,425",134,38
2021년07월_여_20~29세,"3,901",157,133,239,492,"1,053","1,544",178,105
2021년07월_여_30~39세,"4,203",164,155,185,446,"1,021","1,916",238,78
2021년07월_여_40~49세,"6,086",207,231,340,656,"1,721","2,529",268,134
2021년07월_여_50~59세,"7,552",406,336,597,894,"2,039","2,570",414,296
2021년07월_여_60~69세,"6,980",528,349,665,933,"1,705","1,937",471,392
2021년07월_여_70~79세,"3,848",286,216,393,507,897,989,305,255
2021년07월_여_80~89세,"2,165",157,125,237,273,559,497,193,124
2021년07월_여_90~99세,488,32,25,72,57,125,93,50,34
2021년07월_여_100세 이상,14,2,0,1,3,2,3,2,1
2021년08월_계_총인구수,"82,391","4,421","3,634","5,917","9,560","21,726","29,174","4,847","3,112"
2021년08월_계_연령구간인구수,"82,391","4,421","3,634","5,917","9,560","21,726","29,174","4,847","3,112"
2021년08월_계_0~9세,"5,712",168,231,215,509,"1,372","2,834",296,87
2021년08월_계_10~19세,"7,225",230,257,416,807,"2,184","2,952",265,114
2021년08월_계_20~29세,"8,907",401,309,567,"1,112","2,430","3,419",424,245
2021년08월_계_30~39세,"9,058",387,337,449,972,"2,220","3,933",540,220
2021년08월_계_40~49세,"12,232",488,495,701,"1,321","3,379","4,936",598,314
2021년08월_계_50~59세,"14,946",870,683,"1,149","1,713","4,074","4,916",907,634
2021년08월_계_60~69세,"13,581","1,050",688,"1,266","1,775","3,465","3,608",955,774
2021년08월_계_70~79세,"6,785",534,414,695,861,"1,621","1,693",501,466
2021년08월_계_80~89세,"3,329",254,187,379,417,828,756,294,214
2021년08월_계_90~99세,595,36,33,78,70,151,122,63,42
2021년08월_계_100세 이상,21,3,0,2,3,2,5,4,2
2021년08월_남_총인구수,"40,847","2,293","1,831","2,898","4,694","10,836","14,242","2,449","1,604"
2021년08월_남_연령구간인구수,"40,847","2,293","1,831","2,898","4,694","10,836","14,242","2,449","1,604"
2021년08월_남_0~9세,"2,903",87,124,110,255,691,"1,428",165,43
2021년08월_남_10~19세,"3,757",130,135,212,432,"1,116","1,525",130,77
2021년08월_남_20~29세,"5,017",243,175,336,630,"1,375","1,877",244,137
2021년08월_남_30~39세,"4,865",223,181,264,533,"1,198","2,023",301,142
2021년08월_남_40~49세,"6,143",281,263,367,669,"1,660","2,397",323,183
2021년08월_남_50~59세,"7,393",465,346,556,823,"2,036","2,343",490,334
2021년08월_남_60~69세,"6,553",515,341,601,841,"1,740","1,652",482,381
2021년08월_남_70~79세,"2,941",250,198,300,353,728,707,197,208
2021년08월_남_80~89세,"1,159",93,61,140,146,269,260,100,90
2021년08월_남_90~99세,109,5,7,11,12,23,28,15,8
2021년08월_남_100세 이상,7,1,0,1,0,0,2,2,1
2021년08월_여_총인구수,"41,544","2,128","1,803","3,019","4,866","10,890","14,932","2,398","1,508"
2021년08월_여_연령구간인구수,"41,544","2,128","1,803","3,019","4,866","10,890","14,932","2,398","1,508"
2021년08월_여_0~9세,"2,809",81,107,105,254,681,"1,406",131,44
2021년08월_여_10~19세,"3,468",100,122,204,375,"1,068","1,427",135,37
2021년08월_여_20~29세,"3,890",158,134,231,482,"1,055","1,542",180,108
2021년08월_여_30~39세,"4,193",164,156,185,439,"1,022","1,910",239,78
2021년08월_여_40~49세,"6,089",207,232,334,652,"1,719","2,539",275,131
2021년08월_여_50~59세,"7,553",405,337,593,890,"2,038","2,573",417,300
2021년08월_여_60~69세,"7,028",535,347,665,934,"1,725","1,956",473,393
2021년08월_여_70~79세,"3,844",284,216,395,508,893,986,304,258
2021년08월_여_80~89세,"2,170",161,126,239,271,559,496,194,124
2021년08월_여_90~99세,486,31,26,67,58,128,94,48,34
2021년08월_여_100세 이상,14,2,0,1,3,2,3,2,1
2021년09월_계_총인구수,"82,476","4,418","3,646","5,894","9,548","21,767","29,204","4,886","3,113"
2021년09월_계_연령구간인구수,"82,476","4,418","3,646","5,894","9,548","21,767","29,204","4,886","3,113"
2021년09월_계_0~9세,"5,688",163,233,211,496,"1,373","2,834",296,82
2021년09월_계_10~19세,"7,212",229,263,413,794,"2,183","2,951",264,115
2021년09월_계_20~29세,"8,906",402,302,558,"1,116","2,433","3,405",438,252
2021년09월_계_30~39세,"9,062",388,336,446,970,"2,223","3,940",549,210
2021년09월_계_40~49세,"12,204",480,495,695,"1,314","3,371","4,922",612,315
2021년09월_계_50~59세,"14,995",876,685,"1,151","1,717","4,095","4,937",906,628
2021년09월_계_60~69세,"13,670","1,052",694,"1,263","1,790","3,488","3,633",966,784
2021년09월_계_70~79세,"6,788",534,418,700,852,"1,621","1,699",497,467
2021년09월_계_80~89세,"3,333",255,188,377,425,825,755,292,216
2021년09월_계_90~99세,598,36,32,79,71,153,123,62,42
2021년09월_계_100세 이상,20,3,0,1,3,2,5,4,2
2021년09월_남_총인구수,"40,901","2,291","1,834","2,883","4,683","10,868","14,264","2,471","1,607"
2021년09월_남_연령구간인구수,"40,901","2,291","1,834","2,883","4,683","10,868","14,264","2,471","1,607"
2021년09월_남_0~9세,"2,884",83,125,106,251,696,"1,421",163,39
2021년09월_남_10~19세,"3,747",133,137,213,420,"1,109","1,528",129,78
2021년09월_남_20~29세,"5,018",244,170,331,627,"1,379","1,873",251,143
2021년09월_남_30~39세,"4,890",221,181,258,539,"1,203","2,043",308,137
2021년09월_남_40~49세,"6,117",277,263,367,660,"1,654","2,382",331,183
2021년09월_남_50~59세,"7,425",466,348,560,829,"2,048","2,355",489,330
2021년09월_남_60~69세,"6,599",519,344,593,848,"1,755","1,663",489,388
2021년09월_남_70~79세,"2,938",249,196,305,348,728,710,195,207
2021년09월_남_80~89세,"1,168",93,63,138,149,272,260,100,93
2021년09월_남_90~99세,108,5,7,11,12,24,27,14,8
2021년09월_남_100세 이상,7,1,0,1,0,0,2,2,1
2021년09월_여_총인구수,"41,575","2,127","1,812","3,011","4,865","10,899","14,940","2,415","1,506"
2021년09월_여_연령구간인구수,"41,575","2,127","1,812","3,011","4,865","10,899","14,940","2,415","1,506"
2021년09월_여_0~9세,"2,804",80,108,105,245,677,"1,413",133,43
2021년09월_여_10~19세,"3,465",96,126,200,374,"1,074","1,423",135,37
2021년09월_여_20~29세,"3,888",158,132,227,489,"1,054","1,532",187,109
2021년09월_여_30~39세,"4,172",167,155,188,431,"1,020","1,897",241,73
2021년09월_여_40~49세,"6,087",203,232,328,654,"1,717","2,540",281,132
2021년09월_여_50~59세,"7,570",410,337,591,888,"2,047","2,582",417,298
2021년09월_여_60~69세,"7,071",533,350,670,942,"1,733","1,970",477,396
2021년09월_여_70~79세,"3,850",285,222,395,504,893,989,302,260
2021년09월_여_80~89세,"2,165",162,125,239,276,553,495,192,123
2021년09월_여_90~99세,490,31,25,68,59,129,96,48,34
2021년09월_여_100세 이상,13,2,0,0,3,2,3,2,1
2021년10월_계_총인구수,"82,579","4,423","3,644","5,890","9,518","21,813","29,278","4,901","3,112"
2021년10월_계_연령구간인구수,"82,579","4,423","3,644","5,890","9,518","21,813","29,278","4,901","3,112"
2021년10월_계_0~9세,"5,666",164,234,206,486,"1,375","2,822",298,81
2021년10월_계_10~19세,"7,200",227,257,413,794,"2,174","2,962",259,114
2021년10월_계_20~29세,"8,924",399,301,562,"1,095","2,440","3,425",449,253
2021년10월_계_30~39세,"9,080",389,339,445,974,"2,242","3,932",554,205
2021년10월_계_40~49세,"12,179",480,485,699,"1,296","3,347","4,940",618,314
2021년10월_계_50~59세,"15,023",881,693,"1,140","1,719","4,115","4,945",898,632
2021년10월_계_60~69세,"13,762","1,056",697,"1,271","1,805","3,510","3,665",976,782
2021년10월_계_70~79세,"6,770",528,419,694,850,"1,622","1,693",493,471
2021년10월_계_80~89세,"3,356",260,187,379,429,833,762,290,216
2021년10월_계_90~99세,599,36,32,80,68,153,125,62,43
2021년10월_계_100세 이상,20,3,0,1,2,2,7,4,1
2021년10월_남_총인구수,"40,975","2,291","1,841","2,880","4,666","10,889","14,314","2,479","1,615"
2021년10월_남_연령구간인구수,"40,975","2,291","1,841","2,880","4,666","10,889","14,314","2,479","1,615"
2021년10월_남_0~9세,"2,870",80,125,105,247,700,"1,410",164,39
2021년10월_남_10~19세,"3,748",132,135,211,425,"1,105","1,536",128,76
2021년10월_남_20~29세,"5,031",245,171,330,615,"1,385","1,888",253,144
2021년10월_남_30~39세,"4,896",217,180,259,539,"1,210","2,040",314,137
2021년10월_남_40~49세,"6,107",279,258,370,653,"1,640","2,392",332,183
2021년10월_남_50~59세,"7,436",471,357,556,823,"2,053","2,353",488,335
2021년10월_남_60~69세,"6,661",522,349,599,852,"1,764","1,692",493,390
2021년10월_남_70~79세,"2,941",245,196,301,349,733,713,194,210
2021년10월_남_80~89세,"1,171",94,63,138,151,274,262,97,92
2021년10월_남_90~99세,108,5,7,10,12,25,26,14,9
2021년10월_남_100세 이상,6,1,0,1,0,0,2,2,0
2021년10월_여_총인구수,"41,604","2,132","1,803","3,010","4,852","10,924","14,964","2,422","1,497"
2021년10월_여_연령구간인구수,"41,604","2,132","1,803","3,010","4,852","10,924","14,964","2,422","1,497"
2021년10월_여_0~9세,"2,796",84,109,101,239,675,"1,412",134,42
2021년10월_여_10~19세,"3,452",95,122,202,369,"1,069","1,426",131,38
2021년10월_여_20~29세,"3,893",154,130,232,480,"1,055","1,537",196,109
2021년10월_여_30~39세,"4,184",172,159,186,435,"1,032","1,892",240,68
2021년10월_여_40~49세,"6,072",201,227,329,643,"1,707","2,548",286,131
2021년10월_여_50~59세,"7,587",410,336,584,896,"2,062","2,592",410,297
2021년10월_여_60~69세,"7,101",534,348,672,953,"1,746","1,973",483,392
2021년10월_여_70~79세,"3,829",283,223,393,501,889,980,299,261
2021년10월_여_80~89세,"2,185",166,124,241,278,559,500,193,124
2021년10월_여_90~99세,491,31,25,70,56,128,99,48,34
2021년10월_여_100세 이상,14,2,0,0,2,2,5,2,1
2021년11월_계_총인구수,"82,700","4,432","3,624","5,994","9,536","21,825","29,250","4,914","3,125"
2021년11월_계_연령구간인구수,"82,700","4,432","3,624","5,994","9,536","21,825","29,250","4,914","3,125"
2021년11월_계_0~9세,"5,661",172,227,210,481,"1,376","2,812",299,84
2021년11월_계_10~19세,"7,197",227,265,423,790,"2,176","2,946",255,115
2021년11월_계_20~29세,"8,904",392,296,578,"1,103","2,420","3,410",451,254
2021년11월_계_30~39세,"9,098",399,327,463,984,"2,239","3,928",554,204
2021년11월_계_40~49세,"12,166",484,485,714,"1,289","3,326","4,935",620,313
2021년11월_계_50~59세,"15,064",880,693,"1,148","1,722","4,136","4,947",899,639
2021년11월_계_60~69세,"13,858","1,054",694,"1,298","1,818","3,539","3,689",986,780
2021년11월_계_70~79세,"6,761",523,416,697,848,"1,620","1,690",493,474
2021년11월_계_80~89세,"3,367",263,188,379,429,836,766,290,216
2021년11월_계_90~99세,609,36,33,83,70,156,123,63,45
2021년11월_계_100세 이상,15,2,0,1,2,1,4,4,1
2021년11월_남_총인구수,"41,028","2,302","1,825","2,928","4,678","10,903","14,289","2,487","1,616"
2021년11월_남_연령구간인구수,"41,028","2,302","1,825","2,928","4,678","10,903","14,289","2,487","1,616"
2021년11월_남_0~9세,"2,871",88,118,107,247,697,"1,408",165,41
2021년11월_남_10~19세,"3,740",132,139,218,421,"1,105","1,525",124,76
2021년11월_남_20~29세,"5,035",239,169,335,626,"1,385","1,881",256,144
2021년11월_남_30~39세,"4,903",228,171,267,544,"1,205","2,035",316,137
2021년11월_남_40~49세,"6,084",283,256,375,649,"1,621","2,385",335,180
2021년11월_남_50~59세,"7,458",470,357,561,826,"2,062","2,360",485,337
2021년11월_남_60~69세,"6,709",520,350,611,854,"1,788","1,701",497,388
2021년11월_남_70~79세,"2,937",244,194,303,348,736,705,195,212
2021년11월_남_80~89세,"1,180",93,64,138,151,279,265,98,92
2021년11월_남_90~99세,108,5,7,12,12,25,24,14,9
2021년11월_남_100세 이상,3,0,0,1,0,0,0,2,0
2021년11월_여_총인구수,"41,672","2,130","1,799","3,066","4,858","10,922","14,961","2,427","1,509"
2021년11월_여_연령구간인구수,"41,672","2,130","1,799","3,066","4,858","10,922","14,961","2,427","1,509"
2021년11월_여_0~9세,"2,790",84,109,103,234,679,"1,404",134,43
2021년11월_여_10~19세,"3,457",95,126,205,369,"1,071","1,421",131,39
2021년11월_여_20~29세,"3,869",153,127,243,477,"1,035","1,529",195,110
2021년11월_여_30~39세,"4,195",171,156,196,440,"1,034","1,893",238,67
2021년11월_여_40~49세,"6,082",201,229,339,640,"1,705","2,550",285,133
2021년11월_여_50~59세,"7,606",410,336,587,896,"2,074","2,587",414,302
2021년11월_여_60~69세,"7,149",534,344,687,964,"1,751","1,988",489,392
2021년11월_여_70~79세,"3,824",279,222,394,500,884,985,298,262
2021년11월_여_80~89세,"2,187",170,124,241,278,557,501,192,124
2021년11월_여_90~99세,501,31,26,71,58,131,99,49,36
2021년11월_여_100세 이상,12,2,0,0,2,1,4,2,1
2021년12월_계_총인구수,"82,791","4,427","3,592","6,024","9,564","21,873","29,264","4,932","3,115"
2021년12월_계_연령구간인구수,"82,791","4,427","3,592","6,024","9,564","21,873","29,264","4,932","3,115"
2021년12월_계_0~9세,"5,621",175,227,210,482,"1,361","2,786",292,88
2021년12월_계_10~19세,"7,220",227,261,434,802,"2,181","2,949",255,111
2021년12월_계_20~29세,"8,958",399,289,583,"1,104","2,455","3,407",467,254
2021년12월_계_30~39세,"9,112",397,324,469,997,"2,246","3,912",562,205
2021년12월_계_40~49세,"12,149",481,490,719,"1,296","3,308","4,929",623,303
2021년12월_계_50~59세,"15,068",874,686,"1,161","1,712","4,141","4,967",894,633
2021년12월_계_60~69세,"13,878","1,049",681,"1,302","1,820","3,549","3,708",990,779
2021년12월_계_70~79세,"6,770",526,412,684,845,"1,624","1,707",494,478
2021년12월_계_80~89세,"3,395",259,191,380,432,848,774,291,220
2021년12월_계_90~99세,608,38,31,82,72,159,121,61,44
2021년12월_계_100세 이상,12,2,0,0,2,1,4,3,0
2021년12월_남_총인구수,"41,080","2,303","1,805","2,945","4,687","10,928","14,306","2,497","1,609"
2021년12월_남_연령구간인구수,"41,080","2,303","1,805","2,945","4,687","10,928","14,306","2,497","1,609"
2021년12월_남_0~9세,"2,850",90,121,109,240,692,"1,395",160,43
2021년12월_남_10~19세,"3,758",135,136,224,431,"1,109","1,524",126,73
2021년12월_남_20~29세,"5,067",244,164,340,626,"1,410","1,876",261,146
2021년12월_남_30~39세,"4,919",226,170,266,552,"1,209","2,038",321,137
2021년12월_남_40~49세,"6,073",282,258,381,648,"1,606","2,385",340,173
2021년12월_남_50~59세,"7,450",464,351,565,821,"2,064","2,371",481,333
2021년12월_남_60~69세,"6,729",521,342,614,854,"1,794","1,714",501,389
2021년12월_남_70~79세,"2,932",244,190,297,351,733,711,194,212
2021년12월_남_80~89세,"1,196",92,67,137,152,286,270,98,94
2021년12월_남_90~99세,105,5,6,12,12,25,22,14,9
2021년12월_남_100세 이상,1,0,0,0,0,0,0,1,0
2021년12월_여_총인구수,"41,711","2,124","1,787","3,079","4,877","10,945","14,958","2,435","1,506"
2021년12월_여_연령구간인구수,"41,711","2,124","1,787","3,079","4,877","10,945","14,958","2,435","1,506"
2021년12월_여_0~9세,"2,771",85,106,101,242,669,"1,391",132,45
2021년12월_여_10~19세,"3,462",92,125,210,371,"1,072","1,425",129,38
2021년12월_여_20~29세,"3,891",155,125,243,478,"1,045","1,531",206,108
2021년12월_여_30~39세,"4,193",171,154,203,445,"1,037","1,874",241,68
2021년12월_여_40~49세,"6,076",199,232,338,648,"1,702","2,544",283,130
2021년12월_여_50~59세,"7,618",410,335,596,891,"2,077","2,596",413,300
2021년12월_여_60~69세,"7,149",528,339,688,966,"1,755","1,994",489,390
2021년12월_여_70~79세,"3,838",282,222,387,494,891,996,300,266
2021년12월_여_80~89세,"2,199",167,124,243,280,562,504,193,126
2021년12월_여_90~99세,503,33,25,70,60,134,99,47,35
2021년12월_여_100세 이상,11,2,0,0,2,1,4,2,0
