카테고리,경기도 동두천시,경기도 동두천시 생연1동,경기도 동두천시 생연2동,경기도 동두천시 중앙동,경기도 동두천시 보산동,경기도 동두천시 불현동,경기도 동두천시 송내동,경기도 동두천시 소요동,경기도 동두천시 상패동
2021년08월_남_40~49세,"7,153",478,944,336,186,"1,989","2,192",667,361
2021년08월_남_50~59세,"8,636",658,"1,049",579,275,"2,484","2,160",880,551
2021년08월_남_60~69세,"6,821",580,809,589,268,"1,938","1,237",875,525
2021년08월_남_70~79세,"3,625",278,457,273,139,944,728,525,281
2021년08월_남_80~89세,"1,688",135,253,114,61,434,364,206,121
2021년08월_남_90~99세,158,11,19,26,2,41,29,17,13
2021년08월_남_100세 이상,4,0,0,1,0,1,1,0,1
2021년08월_여_총인구수,"46,787","3,473","6,101","2,352","1,497","13,756","12,886","4,247","2,475"
2021년08월_여_연령구간인구수,"46,787","3,473","6,101","2,352","1,497","13,756","12,886","4,247","2,475"
2021년08월_여_0~9세,"2,897",218,353,66,73,890,990,193,114
2021년08월_여_10~19세,"4,198",307,600,99,106,"1,282","1,417",251,136
2021년08월_여_20~29세,"5,080",348,592,213,132,"1,591","1,561",382,261
2021년08월_여_30~39세,"4,775",370,608,182,131,"1,437","1,452",350,245
2021년08월_여_40~49세,"6,723",430,928,211,161,"2,024","2,212",496,261
2021년08월_여_50~59세,"7,743",595,950,406,283,"2,373","2,012",714,410
2021년08월_여_60~69세,"7,010",571,932,497,255,"1,954","1,495",846,460
2021년08월_여_70~79세,"4,975",372,680,376,213,"1,348","1,081",575,330
2021년08월_여_80~89세,"2,931",241,408,245,128,747,568,383,211
2021년08월_여_90~99세,434,20,49,51,15,108,96,50,45
2021년08월_여_100세 이상,21,1,1,6,0,2,2,7,2
2021년09월_계_총인구수,"93,479","6,926","11,924","4,975","2,911","26,996","25,608","8,844","5,295"
2021년09월_계_연령구간인구수,"93,479","6,926","11,924","4,975","2,911","26,996","25,608","8,844","5,295"
2021년09월_계_0~9세,"5,936",462,728,156,127,"1,789","2,014",403,257
2021년09월_계_10~19세,"8,443",597,"1,235",199,195,"2,554","2,869",519,275
2021년09월_계_20~29세,"11,067",745,"1,293",467,319,"3,390","3,384",889,580
2021년09월_계_30~39세,"10,015",754,"1,197",432,279,"2,913","3,051",784,605
2021년09월_계_40~49세,"13,859",900,"1,868",550,350,"3,993","4,419","1,158",621
2021년09월_계_50~59세,"16,380","1,242","2,005",990,547,"4,849","4,178","1,604",965
2021년09월_계_60~69세,"13,927","1,167","1,739","1,095",534,"3,903","2,775","1,728",986
2021년09월_계_70~79세,"8,595",644,"1,130",640,354,"2,279","1,838","1,096",614
2021년09월_계_80~89세,"4,646",382,661,362,189,"1,175",956,590,331
2021년09월_계_90~99세,588,32,67,77,17,149,122,66,58
2021년09월_계_100세 이상,23,1,1,7,0,2,2,7,3
2021년09월_남_총인구수,"46,661","3,468","5,846","2,622","1,414","13,288","12,600","4,598","2,825"
2021년09월_남_연령구간인구수,"46,661","3,468","5,846","2,622","1,414","13,288","12,600","4,598","2,825"
2021년09월_남_0~9세,"3,048",247,379,87,57,902,"1,024",208,144
2021년09월_남_10~19세,"4,250",290,632,99,91,"1,276","1,454",269,139
2021년09월_남_20~29세,"6,013",402,710,256,186,"1,821","1,802",511,325
2021년09월_남_30~39세,"5,230",386,597,254,146,"1,476","1,571",437,363
2021년09월_남_40~49세,"7,135",478,942,338,185,"1,975","2,194",664,359
2021년09월_남_50~59세,"8,651",655,"1,054",584,274,"2,483","2,164",884,553
2021년09월_남_60~69세,"6,859",585,805,594,271,"1,943","1,253",880,528
2021년09월_남_70~79세,"3,626",278,456,266,141,937,743,524,281
2021년09월_남_80~89세,"1,689",134,252,118,61,434,366,205,119
2021년09월_남_90~99세,156,13,19,25,2,40,28,16,13
2021년09월_남_100세 이상,4,0,0,1,0,1,1,0,1
2021년09월_여_총인구수,"46,818","3,458","6,078","2,353","1,497","13,708","13,008","4,246","2,470"
2021년09월_여_연령구간인구수,"46,818","3,458","6,078","2,353","1,497","13,708","13,008","4,246","2,470"
2021년09월_여_0~9세,"2,888",215,349,69,70,887,990,195,113
2021년09월_여_10~19세,"4,193",307,603,100,104,"1,278","1,415",250,136
2021년09월_여_20~29세,"5,054",343,583,211,133,"1,569","1,582",378,255
2021년09월_여_30~39세,"4,785",368,600,178,133,"1,437","1,480",347,242
2021년09월_여_40~49세,"6,724",422,926,212,165,"2,018","2,225",494,262
2021년09월_여_50~59세,"7,729",587,951,406,273,"2,366","2,014",720,412
2021년09월_여_60~69세,"7,068",582,934,501,263,"1,960","1,522",848,458
2021년09월_여_70~79세,"4,969",366,674,374,213,"1,342","1,095",572,333
2021년09월_여_80~89세,"2,957",248,409,244,128,741,590,385,212
2021년09월_여_90~99세,432,19,48,52,15,109,94,50,45
2021년09월_여_100세 이상,19,1,1,6,0,1,1,7,2
2021년10월_계_총인구수,"93,508","6,910","11,917","4,946","2,925","26,914","25,753","8,868","5,275"
2021년10월_계_연령구간인구수,"93,508","6,910","11,917","4,946","2,925","26,914","25,753","8,868","5,275"
2021년10월_계_0~9세,"5,897",451,729,151,129,"1,770","2,013",401,253
2021년10월_계_10~19세,"8,409",585,"1,230",195,193,"2,543","2,868",522,273
2021년10월_계_20~29세,"11,036",748,"1,286",450,319,"3,360","3,415",881,577
2021년10월_계_30~39세,"10,020",755,"1,192",436,280,"2,908","3,076",782,591
2021년10월_계_40~49세,"13,829",885,"1,860",545,351,"3,978","4,412","1,178",620
2021년10월_계_50~59세,"16,385","1,253","2,006",980,553,"4,826","4,200","1,606",961
2021년10월_계_60~69세,"14,019","1,174","1,753","1,103",539,"3,910","2,811","1,728","1,001"
2021년10월_계_70~79세,"8,592",646,"1,127",638,352,"2,267","1,852","1,100",610
2021년10월_계_80~89세,"4,697",378,665,364,192,"1,199",976,595,328
2021년10월_계_90~99세,600,34,68,77,17,150,128,68,58
2021년10월_계_100세 이상,24,1,1,7,0,3,2,7,3
2021년10월_남_총인구수,"46,659","3,468","5,844","2,608","1,421","13,215","12,671","4,615","2,817"
2021년10월_남_연령구간인구수,"46,659","3,468","5,844","2,608","1,421","13,215","12,671","4,615","2,817"
2021년10월_남_0~9세,"3,021",240,378,82,58,895,"1,019",208,141
2021년10월_남_10~19세,"4,231",286,631,96,90,"1,264","1,454",270,140
2021년10월_남_20~29세,"5,988",406,707,246,186,"1,806","1,804",507,326
2021년10월_남_30~39세,"5,232",391,595,259,146,"1,462","1,586",442,351
2021년10월_남_40~49세,"7,132",471,943,331,188,"1,964","2,201",672,362
2021년10월_남_50~59세,"8,647",661,"1,051",581,275,"2,459","2,184",884,552
2021년10월_남_60~69세,"6,896",589,811,596,273,"1,949","1,268",878,532
2021년10월_남_70~79세,"3,635",276,456,271,141,928,752,530,281
2021년10월_남_80~89세,"1,715",134,253,120,62,445,374,208,119
2021년10월_남_90~99세,158,14,19,25,2,42,28,16,12
2021년10월_남_100세 이상,4,0,0,1,0,1,1,0,1
2021년10월_여_총인구수,"46,849","3,442","6,073","2,338","1,504","13,699","13,082","4,253","2,458"
2021년10월_여_연령구간인구수,"46,849","3,442","6,073","2,338","1,504","13,699","13,082","4,253","2,458"
2021년10월_여_0~9세,"2,876",211,351,69,71,875,994,193,112
2021년10월_여_10~19세,"4,178",299,599,99,103,"1,279","1,414",252,133
2021년10월_여_20~29세,"5,048",342,579,204,133,"1,554","1,611",374,251
2021년10월_여_30~39세,"4,788",364,597,177,134,"1,446","1,490",340,240
2021년10월_여_40~49세,"6,697",414,917,214,163,"2,014","2,211",506,258
2021년10월_여_50~59세,"7,738",592,955,399,278,"2,367","2,016",722,409
2021년10월_여_60~69세,"7,123",585,942,507,266,"1,961","1,543",850,469
2021년10월_여_70~79세,"4,957",370,671,367,211,"1,339","1,100",570,329
2021년10월_여_80~89세,"2,982",244,412,244,130,754,602,387,209
2021년10월_여_90~99세,442,20,49,52,15,108,100,52,46
2021년10월_여_100세 이상,20,1,1,6,0,2,1,7,2
2021년11월_계_총인구수,"93,528","6,915","11,907","4,946","2,940","26,911","25,800","8,849","5,260"
2021년11월_계_연령구간인구수,"93,528","6,915","11,907","4,946","2,940","26,911","25,800","8,849","5,260"
2021년11월_계_0~9세,"5,853",444,716,154,131,"1,768","1,985",401,254
2021년11월_계_10~19세,"8,410",583,"1,244",189,195,"2,522","2,887",515,275
2021년11월_계_20~29세,"11,039",746,"1,274",440,322,"3,377","3,427",878,575
2021년11월_계_30~39세,"9,993",752,"1,183",439,281,"2,901","3,066",779,592
2021년11월_계_40~49세,"13,818",891,"1,858",548,350,"3,974","4,405","1,176",616
2021년11월_계_50~59세,"16,439","1,259","2,019",977,559,"4,835","4,230","1,607",953
2021년11월_계_60~69세,"14,064","1,175","1,758","1,109",541,"3,913","2,838","1,732",998
2021년11월_계_70~79세,"8,557",645,"1,128",637,347,"2,264","1,838","1,095",603
2021년11월_계_80~89세,"4,735",381,663,367,197,"1,204",995,595,333
2021년11월_계_90~99세,598,38,63,79,17,150,127,65,59
2021년11월_계_100세 이상,22,1,1,7,0,3,2,6,2
2021년11월_남_총인구수,"46,672","3,472","5,843","2,602","1,429","13,222","12,690","4,609","2,805"
2021년11월_남_연령구간인구수,"46,672","3,472","5,843","2,602","1,429","13,222","12,690","4,609","2,805"
2021년11월_남_0~9세,"3,012",238,373,85,59,898,"1,008",209,142
2021년11월_남_10~19세,"4,231",285,639,95,91,"1,250","1,460",270,141
2021년11월_남_20~29세,"5,975",407,705,236,187,"1,808","1,806",505,321
2021년11월_남_30~39세,"5,233",393,588,265,145,"1,472","1,577",439,354
2021년11월_남_40~49세,"7,115",475,941,332,187,"1,957","2,195",671,357
2021년11월_남_50~59세,"8,676",659,"1,057",573,280,"2,466","2,206",887,548
2021년11월_남_60~69세,"6,911",589,810,598,271,"1,955","1,282",877,529
2021년11월_남_70~79세,"3,623",276,461,272,143,925,740,530,276
2021년11월_남_80~89세,"1,732",135,251,121,64,447,387,205,122
2021년11월_남_90~99세,160,15,18,24,2,43,28,16,14
2021년11월_남_100세 이상,4,0,0,1,0,1,1,0,1
2021년11월_여_총인구수,"46,856","3,443","6,064","2,344","1,511","13,689","13,110","4,240","2,455"
2021년11월_여_연령구간인구수,"46,856","3,443","6,064","2,344","1,511","13,689","13,110","4,240","2,455"
2021년11월_여_0~9세,"2,841",206,343,69,72,870,977,192,112
2021년11월_여_10~19세,"4,179",298,605,94,104,"1,272","1,427",245,134
2021년11월_여_20~29세,"5,064",339,569,204,135,"1,569","1,621",373,254
2021년11월_여_30~39세,"4,760",359,595,174,136,"1,429","1,489",340,238
2021년11월_여_40~49세,"6,703",416,917,216,163,"2,017","2,210",505,259
2021년11월_여_50~59세,"7,763",600,962,404,279,"2,369","2,024",720,405
2021년11월_여_60~69세,"7,153",586,948,511,270,"1,958","1,556",855,469
2021년11월_여_70~79세,"4,934",369,667,365,204,"1,339","1,098",565,327
2021년11월_여_80~89세,"3,003",246,412,246,133,757,608,390,211
2021년11월_여_90~99세,438,23,45,55,15,107,99,49,45
2021년11월_여_100세 이상,18,1,1,6,0,2,1,6,1
2021년12월_계_총인구수,"93,592","6,940","11,901","4,932","2,946","26,866","25,829","8,899","5,279"
2021년12월_계_연령구간인구수,"93,592","6,940","11,901","4,932","2,946","26,866","25,829","8,899","5,279"
2021년12월_계_0~9세,"5,830",438,711,152,127,"1,751","1,984",408,259
2021년12월_계_10~19세,"8,392",578,"1,245",189,195,"2,513","2,865",524,283
2021년12월_계_20~29세,"11,053",752,"1,268",444,326,"3,362","3,462",879,560
2021년12월_계_30~39세,"10,009",762,"1,184",442,282,"2,880","3,068",792,599
2021년12월_계_40~49세,"13,815",893,"1,852",554,348,"3,971","4,386","1,197",614
2021년12월_계_50~59세,"16,452","1,266","2,028",970,559,"4,836","4,242","1,597",954
2021년12월_계_60~69세,"14,139","1,190","1,761","1,108",549,"3,932","2,852","1,740","1,007"
2021년12월_계_70~79세,"8,523",635,"1,126",627,346,"2,259","1,834","1,096",600
2021년12월_계_80~89세,"4,755",388,663,367,192,"1,207","1,001",596,341
2021년12월_계_90~99세,603,37,62,74,22,151,133,64,60
2021년12월_계_100세 이상,21,1,1,5,0,4,2,6,2
2021년12월_남_총인구수,"46,694","3,495","5,827","2,596","1,430","13,185","12,704","4,642","2,815"
2021년12월_남_연령구간인구수,"46,694","3,495","5,827","2,596","1,430","13,185","12,704","4,642","2,815"
2021년12월_남_0~9세,"2,994",234,370,82,56,886,"1,010",214,142
2021년12월_남_10~19세,"4,214",283,640,97,92,"1,236","1,443",278,145
2021년12월_남_20~29세,"5,971",410,695,237,187,"1,803","1,821",506,312
2021년12월_남_30~39세,"5,248",404,585,270,145,"1,463","1,582",440,359
2021년12월_남_40~49세,"7,117",476,938,335,185,"1,952","2,192",684,355
2021년12월_남_50~59세,"8,676",661,"1,062",568,283,"2,456","2,210",883,553
2021년12월_남_60~69세,"6,964",600,811,592,273,"1,976","1,295",882,535
2021년12월_남_70~79세,"3,605",273,458,272,143,925,729,530,275
2021년12월_남_80~89세,"1,742",139,251,119,61,446,393,209,124
2021년12월_남_90~99세,159,15,17,23,5,41,28,16,14
2021년12월_남_100세 이상,4,0,0,1,0,1,1,0,1
2021년12월_여_총인구수,"46,898","3,445","6,074","2,336","1,516","13,681","13,125","4,257","2,464"
2021년12월_여_연령구간인구수,"46,898","3,445","6,074","2,336","1,516","13,681","13,125","4,257","2,464"
2021년12월_여_0~9세,"2,836",204,341,70,71,865,974,194,117
2021년12월_여_10~19세,"4,178",295,605,92,103,"1,277","1,422",246,138
2021년12월_여_20~29세,"5,082",342,573,207,139,"1,559","1,641",373,248
2021년12월_여_30~39세,"4,761",358,599,172,137,"1,417","1,486",352,240
2021년12월_여_40~49세,"6,698",417,914,219,163,"2,019","2,194",513,259
2021년12월_여_50~59세,"7,776",605,966,402,276,"2,380","2,032",714,401
2021년12월_여_60~69세,"7,175",590,950,516,276,"1,956","1,557",858,472
2021년12월_여_70~79세,"4,918",362,668,355,203,"1,334","1,105",566,325
2021년12월_여_80~89세,"3,013",249,412,248,131,761,608,387,217
2021년12월_여_90~99세,444,22,45,51,17,110,105,48,46
2021년12월_여_100세 이상,17,1,1,4,0,3,1,6,1
