카테고리,대구광역시,대구광역시 중구,대구광역시 동구,대구광역시 서구,대구광역시 남구,대구광역시 북구,대구광역시 수성구,대구광역시 달서구,대구광역시 달성군
2021년03월_남_10~19세,"116,435","2,565","13,876","5,515","4,901","22,167","26,738","28,154","12,519"
2021년03월_남_20~29세,"169,898","5,615","22,224","11,689","10,180","33,448","29,396","41,568","15,778"
2021년03월_남_30~39세,"151,679","5,502","23,102","9,792","8,945","27,987","20,702","34,048","21,601"
2021년03월_남_40~49세,"187,691","5,368","26,311","12,109","10,158","35,154","32,973","42,811","22,807"
2021년03월_남_50~59세,"207,246","5,536","27,734","17,040","12,086","38,670","36,294","49,648","20,238"
2021년03월_남_60~69세,"158,081","4,744","24,356","14,778","11,096","26,789","24,960","36,089","15,269"
2021년03월_남_70~79세,"77,066","3,060","13,232","7,553","6,427","12,272","12,589","15,412","6,521"
2021년03월_남_80~89세,"28,025","1,261","4,814","2,462","2,688","4,382","5,211","5,127","2,080"
2021년03월_남_90~99세,"2,107",112,338,135,223,302,447,389,161
2021년03월_남_100세 이상,118,15,27,14,13,16,21,9,3
2021년03월_여_총인구수,"1,220,805","39,313","173,934","84,559","75,837","220,168","218,173","280,866","127,955"
2021년03월_여_연령구간인구수,"1,220,805","39,313","173,934","84,559","75,837","220,168","218,173","280,866","127,955"
2021년03월_여_0~9세,"85,299","2,419","12,135","3,529","3,238","16,219","14,325","19,139","14,295"
2021년03월_여_10~19세,"106,621","2,436","12,601","5,137","4,386","20,489","23,937","26,179","11,456"
2021년03월_여_20~29세,"148,541","6,104","19,371","9,585","10,172","28,494","25,336","36,464","13,015"
2021년03월_여_30~39세,"139,242","5,149","20,565","7,444","8,017","25,292","21,744","31,301","19,730"
2021년03월_여_40~49세,"192,706","5,217","24,968","10,414","9,951","36,526","39,320","45,419","20,891"
2021년03월_여_50~59세,"215,715","5,667","29,258","16,688","12,647","39,246","38,710","53,027","20,472"
2021년03월_여_60~69세,"174,221","5,510","28,081","16,797","13,199","28,357","27,907","38,866","15,504"
2021년03월_여_70~79세,"98,975","4,214","17,118","9,691","8,681","16,183","16,341","19,126","7,621"
2021년03월_여_80~89세,"51,426","2,169","8,569","4,608","4,737","8,126","9,027","9,883","4,307"
2021년03월_여_90~99세,"7,650",371,"1,214",622,754,"1,160","1,464","1,419",646
2021년03월_여_100세 이상,409,57,54,44,55,76,62,43,18
2021년04월_계_총인구수,"2,406,296","75,366","342,468","169,022","146,188","438,248","421,840","552,975","260,189"
2021년04월_계_연령구간인구수,"2,406,296","75,366","342,468","169,022","146,188","438,248","421,840","552,975","260,189"
2021년04월_계_0~9세,"174,060","4,927","24,699","7,246","6,690","33,119","29,429","38,849","29,101"
2021년04월_계_10~19세,"222,409","4,985","26,403","10,608","9,296","42,601","50,395","54,088","24,033"
2021년04월_계_20~29세,"317,686","11,638","41,527","21,178","20,407","61,826","54,594","77,713","28,803"
2021년04월_계_30~39세,"290,180","10,606","43,586","17,217","17,037","53,180","42,300","65,019","41,235"
2021년04월_계_40~49세,"379,728","10,544","51,249","22,413","20,091","71,588","72,001","87,955","43,887"
2021년04월_계_50~59세,"422,181","11,167","56,856","33,522","24,741","77,882","74,874","102,459","40,680"
2021년04월_계_60~69세,"333,756","10,262","52,693","31,657","24,344","55,431","53,051","75,304","31,014"
2021년04월_계_70~79세,"175,962","7,248","30,324","17,256","15,063","28,460","28,889","34,577","14,145"
2021년04월_계_80~89세,"79,992","3,432","13,501","7,111","7,467","12,597","14,297","15,143","6,444"
2021년04월_계_90~99세,"9,815",485,"1,548",755,983,"1,474","1,928","1,816",826
2021년04월_계_100세 이상,527,72,82,59,69,90,82,52,21
2021년04월_남_총인구수,"1,186,663","36,199","168,584","84,624","70,219","218,144","204,076","272,745","132,072"
2021년04월_남_연령구간인구수,"1,186,663","36,199","168,584","84,624","70,219","218,144","204,076","272,745","132,072"
2021년04월_남_0~9세,"89,201","2,540","12,615","3,743","3,447","16,979","15,162","19,860","14,855"
2021년04월_남_10~19세,"116,065","2,552","13,833","5,488","4,895","22,122","26,603","28,040","12,532"
2021년04월_남_20~29세,"169,519","5,572","22,191","11,638","10,183","33,420","29,282","41,439","15,794"
2021년04월_남_30~39세,"151,345","5,491","23,069","9,777","8,993","27,930","20,617","33,911","21,557"
2021년04월_남_40~49세,"187,387","5,337","26,279","12,051","10,148","35,125","32,849","42,698","22,900"
2021년04월_남_50~59세,"206,898","5,532","27,692","16,920","12,093","38,645","36,224","49,540","20,252"
2021년04월_남_60~69세,"158,693","4,740","24,447","14,816","11,120","26,901","25,046","36,239","15,384"
2021년04월_남_70~79세,"77,098","3,043","13,246","7,556","6,406","12,294","12,580","15,438","6,535"
2021년04월_남_80~89세,"28,225","1,266","4,849","2,490","2,700","4,407","5,235","5,182","2,096"
2021년04월_남_90~99세,"2,112",111,336,130,220,305,457,389,164
2021년04월_남_100세 이상,120,15,27,15,14,16,21,9,3
2021년04월_여_총인구수,"1,219,633","39,167","173,884","84,398","75,969","220,104","217,764","280,230","128,117"
2021년04월_여_연령구간인구수,"1,219,633","39,167","173,884","84,398","75,969","220,104","217,764","280,230","128,117"
2021년04월_여_0~9세,"84,859","2,387","12,084","3,503","3,243","16,140","14,267","18,989","14,246"
2021년04월_여_10~19세,"106,344","2,433","12,570","5,120","4,401","20,479","23,792","26,048","11,501"
2021년04월_여_20~29세,"148,167","6,066","19,336","9,540","10,224","28,406","25,312","36,274","13,009"
2021년04월_여_30~39세,"138,835","5,115","20,517","7,440","8,044","25,250","21,683","31,108","19,678"
2021년04월_여_40~49세,"192,341","5,207","24,970","10,362","9,943","36,463","39,152","45,257","20,987"
2021년04월_여_50~59세,"215,283","5,635","29,164","16,602","12,648","39,237","38,650","52,919","20,428"
2021년04월_여_60~69세,"175,063","5,522","28,246","16,841","13,224","28,530","28,005","39,065","15,630"
2021년04월_여_70~79세,"98,864","4,205","17,078","9,700","8,657","16,166","16,309","19,139","7,610"
2021년04월_여_80~89세,"51,767","2,166","8,652","4,621","4,767","8,190","9,062","9,961","4,348"
2021년04월_여_90~99세,"7,703",374,"1,212",625,763,"1,169","1,471","1,427",662
2021년04월_여_100세 이상,407,57,55,44,55,74,61,43,18
2021년05월_계_총인구수,"2,402,940","75,133","341,730","168,704","146,066","437,892","420,820","552,192","260,403"
2021년05월_계_연령구간인구수,"2,402,940","75,133","341,730","168,704","146,066","437,892","420,820","552,192","260,403"
2021년05월_계_0~9세,"173,269","4,886","24,544","7,212","6,669","32,963","29,312","38,595","29,088"
2021년05월_계_10~19세,"221,672","4,974","26,360","10,525","9,274","42,462","50,122","53,891","24,064"
2021년05월_계_20~29세,"316,866","11,597","41,273","21,070","20,306","61,812","54,420","77,616","28,772"
2021년05월_계_30~39세,"289,317","10,550","43,472","17,214","17,049","53,071","42,162","64,733","41,066"
2021년05월_계_40~49세,"378,018","10,505","51,054","22,218","20,009","71,258","71,545","87,508","43,921"
2021년05월_계_50~59세,"421,792","11,142","56,662","33,428","24,735","77,887","74,856","102,347","40,735"
2021년05월_계_60~69세,"335,269","10,249","52,816","31,793","24,403","55,773","53,179","75,788","31,268"
2021년05월_계_70~79세,"176,065","7,238","30,336","17,257","15,044","28,478","28,916","34,619","14,177"
2021년05월_계_80~89세,"80,339","3,432","13,582","7,166","7,509","12,661","14,305","15,229","6,455"
2021년05월_계_90~99세,"9,830",486,"1,550",761,998,"1,460","1,927","1,812",836
2021년05월_계_100세 이상,503,74,81,60,70,67,76,54,21
2021년05월_남_총인구수,"1,184,977","36,106","168,209","84,423","70,118","218,036","203,573","272,325","132,187"
2021년05월_남_연령구간인구수,"1,184,977","36,106","168,209","84,423","70,118","218,036","203,573","272,325","132,187"
2021년05월_남_0~9세,"88,761","2,515","12,517","3,711","3,445","16,897","15,114","19,726","14,836"
2021년05월_남_10~19세,"115,747","2,556","13,839","5,445","4,875","22,062","26,449","27,969","12,552"
2021년05월_남_20~29세,"169,020","5,549","22,047","11,589","10,122","33,417","29,147","41,359","15,790"
2021년05월_남_30~39세,"150,980","5,468","23,008","9,764","8,996","27,891","20,590","33,798","21,465"
2021년05월_남_40~49세,"186,596","5,322","26,163","11,933","10,116","34,993","32,643","42,497","22,929"
2021년05월_남_50~59세,"206,719","5,518","27,634","16,897","12,064","38,669","36,218","49,448","20,271"
2021년05월_남_60~69세,"159,410","4,740","24,503","14,877","11,163","27,065","25,099","36,454","15,509"
2021년05월_남_70~79세,"77,140","3,049","13,245","7,553","6,385","12,306","12,584","15,452","6,566"
2021년05월_남_80~89세,"28,380","1,260","4,892","2,510","2,716","4,428","5,252","5,219","2,103"
2021년05월_남_90~99세,"2,107",114,334,129,222,295,456,394,163
2021년05월_남_100세 이상,117,15,27,15,14,13,21,9,3
2021년05월_여_총인구수,"1,217,963","39,027","173,521","84,281","75,948","219,856","217,247","279,867","128,216"
2021년05월_여_연령구간인구수,"1,217,963","39,027","173,521","84,281","75,948","219,856","217,247","279,867","128,216"
2021년05월_여_0~9세,"84,508","2,371","12,027","3,501","3,224","16,066","14,198","18,869","14,252"
2021년05월_여_10~19세,"105,925","2,418","12,521","5,080","4,399","20,400","23,673","25,922","11,512"
2021년05월_여_20~29세,"147,846","6,048","19,226","9,481","10,184","28,395","25,273","36,257","12,982"
2021년05월_여_30~39세,"138,337","5,082","20,464","7,450","8,053","25,180","21,572","30,935","19,601"
2021년05월_여_40~49세,"191,422","5,183","24,891","10,285","9,893","36,265","38,902","45,011","20,992"
2021년05월_여_50~59세,"215,073","5,624","29,028","16,531","12,671","39,218","38,638","52,899","20,464"
2021년05월_여_60~69세,"175,859","5,509","28,313","16,916","13,240","28,708","28,080","39,334","15,759"
2021년05월_여_70~79세,"98,925","4,189","17,091","9,704","8,659","16,172","16,332","19,167","7,611"
2021년05월_여_80~89세,"51,959","2,172","8,690","4,656","4,793","8,233","9,053","10,010","4,352"
2021년05월_여_90~99세,"7,723",372,"1,216",632,776,"1,165","1,471","1,418",673
2021년05월_여_100세 이상,386,59,54,45,56,54,55,45,18
2021년06월_계_총인구수,"2,397,646","74,727","340,693","167,773","145,105","437,333","419,979","551,490","260,546"
2021년06월_계_연령구간인구수,"2,397,646","74,727","340,693","167,773","145,105","437,333","419,979","551,490","260,546"
2021년06월_계_0~9세,"172,618","4,869","24,375","7,176","6,664","32,819","29,294","38,392","29,029"
2021년06월_계_10~19세,"221,070","4,965","26,314","10,458","9,206","42,403","49,884","53,738","24,102"
2021년06월_계_20~29세,"316,026","11,540","41,195","20,929","20,261","61,716","54,234","77,439","28,712"
2021년06월_계_30~39세,"288,200","10,476","43,264","17,058","16,971","52,937","42,182","64,384","40,928"
2021년06월_계_40~49세,"377,140","10,507","50,896","22,111","19,843","71,111","71,326","87,306","44,040"
2021년06월_계_50~59세,"420,147","11,037","56,380","33,153","24,571","77,639","74,596","102,118","40,653"
2021년06월_계_60~69세,"336,363","10,201","52,867","31,830","24,265","56,071","53,303","76,303","31,523"
2021년06월_계_70~79세,"175,664","7,148","30,274","17,177","14,904","28,479","28,843","34,626","14,213"
2021년06월_계_80~89세,"80,372","3,438","13,558","7,123","7,449","12,653","14,348","15,309","6,494"
2021년06월_계_90~99세,"9,677",474,"1,519",726,950,"1,455","1,904","1,818",831
2021년06월_계_100세 이상,369,72,51,32,21,50,65,57,21
2021년06월_남_총인구수,"1,182,380","35,922","167,668","83,975","69,755","217,669","203,195","271,953","132,243"
2021년06월_남_연령구간인구수,"1,182,380","35,922","167,668","83,975","69,755","217,669","203,195","271,953","132,243"
2021년06월_남_0~9세,"88,391","2,498","12,437","3,702","3,441","16,797","15,098","19,622","14,796"
2021년06월_남_10~19세,"115,414","2,558","13,813","5,411","4,839","22,036","26,311","27,881","12,565"
2021년06월_남_20~29세,"168,478","5,516","21,952","11,513","10,079","33,321","29,035","41,263","15,799"
2021년06월_남_30~39세,"150,467","5,432","22,903","9,687","8,967","27,805","20,657","33,641","21,375"
2021년06월_남_40~49세,"186,244","5,317","26,109","11,886","10,057","34,923","32,561","42,405","22,986"
2021년06월_남_50~59세,"205,925","5,477","27,509","16,747","12,016","38,561","36,071","49,298","20,246"
2021년06월_남_60~69세,"160,010","4,722","24,517","14,920","11,118","27,215","25,164","36,741","15,613"
2021년06월_남_70~79세,"76,951","3,020","13,221","7,503","6,345","12,289","12,547","15,443","6,583"
2021년06월_남_80~89세,"28,376","1,255","4,874","2,482","2,686","4,427","5,280","5,256","2,116"
2021년06월_남_90~99세,"2,054",113,321,119,204,287,455,394,161
2021년06월_남_100세 이상,70,14,12,5,3,8,16,9,3
2021년06월_여_총인구수,"1,215,266","38,805","173,025","83,798","75,350","219,664","216,784","279,537","128,303"
2021년06월_여_연령구간인구수,"1,215,266","38,805","173,025","83,798","75,350","219,664","216,784","279,537","128,303"
2021년06월_여_0~9세,"84,227","2,371","11,938","3,474","3,223","16,022","14,196","18,770","14,233"
2021년06월_여_10~19세,"105,656","2,407","12,501","5,047","4,367","20,367","23,573","25,857","11,537"
2021년06월_여_20~29세,"147,548","6,024","19,243","9,416","10,182","28,395","25,199","36,176","12,913"
2021년06월_여_30~39세,"137,733","5,044","20,361","7,371","8,004","25,132","21,525","30,743","19,553"
2021년06월_여_40~49세,"190,896","5,190","24,787","10,225","9,786","36,188","38,765","44,901","21,054"
2021년06월_여_50~59세,"214,222","5,560","28,871","16,406","12,555","39,078","38,525","52,820","20,407"
2021년06월_여_60~69세,"176,353","5,479","28,350","16,910","13,147","28,856","28,139","39,562","15,910"
2021년06월_여_70~79세,"98,713","4,128","17,053","9,674","8,559","16,190","16,296","19,183","7,630"
2021년06월_여_80~89세,"51,996","2,183","8,684","4,641","4,763","8,226","9,068","10,053","4,378"
2021년06월_여_90~99세,"7,623",361,"1,198",607,746,"1,168","1,449","1,424",670
2021년06월_여_100세 이상,299,58,39,27,18,42,49,48,18
2021년07월_계_총인구수,"2,395,749","74,433","340,426","167,270","144,889","437,083","420,048","550,640","260,960"
2021년07월_계_연령구간인구수,"2,395,749","74,433","340,426","167,270","144,889","437,083","420,048","550,640","260,960"
2021년07월_계_0~9세,"171,893","4,823","24,264","7,119","6,614","32,656","29,273","38,113","29,031"
2021년07월_계_10~19세,"220,577","4,943","26,264","10,411","9,164","42,252","49,824","53,555","24,164"
2021년07월_계_20~29세,"315,051","11,474","41,086","20,762","20,225","61,610","54,058","77,175","28,661"
2021년07월_계_30~39세,"287,590","10,436","43,088","16,975","16,954","52,822","42,282","64,137","40,896"
2021년07월_계_40~49세,"376,422","10,460","50,848","22,020","19,790","70,923","71,232","87,015","44,134"
2021년07월_계_50~59세,"419,517","10,972","56,321","32,923","24,477","77,620","74,569","101,919","40,716"
2021년07월_계_60~69세,"337,985","10,192","53,036","31,961","24,335","56,412","53,590","76,750","31,709"
2021년07월_계_70~79세,"175,933","7,129","30,328","17,163","14,885","28,541","28,851","34,765","14,271"
2021년07월_계_80~89세,"80,677","3,458","13,609","7,170","7,461","12,731","14,388","15,327","6,533"
2021년07월_계_90~99세,"9,732",474,"1,532",734,963,"1,463","1,915","1,825",826
2021년07월_계_100세 이상,372,72,50,32,21,53,66,59,19
2021년07월_남_총인구수,"1,181,351","35,757","167,503","83,659","69,663","217,540","203,235","271,525","132,469"
2021년07월_남_연령구간인구수,"1,181,351","35,757","167,503","83,659","69,663","217,540","203,235","271,525","132,469"
2021년07월_남_0~9세,"88,038","2,477","12,376","3,667","3,415","16,711","15,106","19,513","14,773"
2021년07월_남_10~19세,"115,120","2,533","13,762","5,393","4,831","21,963","26,261","27,787","12,590"
2021년07월_남_20~29세,"167,871","5,471","21,861","11,401","10,052","33,268","28,955","41,070","15,793"
2021년07월_남_30~39세,"150,289","5,420","22,849","9,623","8,952","27,778","20,713","33,562","21,392"
2021년07월_남_40~49세,"185,857","5,288","26,096","11,841","10,041","34,826","32,505","42,248","23,012"
2021년07월_남_50~59세,"205,641","5,454","27,483","16,641","11,968","38,568","36,038","49,184","20,305"
2021년07월_남_60~69세,"160,779","4,708","24,599","14,964","11,177","27,348","25,304","36,985","15,694"
2021년07월_남_70~79세,"77,101","3,008","13,256","7,513","6,325","12,315","12,552","15,511","6,621"
2021년07월_남_80~89세,"28,508","1,266","4,882","2,494","2,693","4,460","5,330","5,256","2,127"
2021년07월_남_90~99세,"2,078",118,327,118,206,295,455,400,159
2021년07월_남_100세 이상,69,14,12,4,3,8,16,9,3
2021년07월_여_총인구수,"1,214,398","38,676","172,923","83,611","75,226","219,543","216,813","279,115","128,491"
2021년07월_여_연령구간인구수,"1,214,398","38,676","172,923","83,611","75,226","219,543","216,813","279,115","128,491"
2021년07월_여_0~9세,"83,855","2,346","11,888","3,452","3,199","15,945","14,167","18,600","14,258"
2021년07월_여_10~19세,"105,457","2,410","12,502","5,018","4,333","20,289","23,563","25,768","11,574"
2021년07월_여_20~29세,"147,180","6,003","19,225","9,361","10,173","28,342","25,103","36,105","12,868"
2021년07월_여_30~39세,"137,301","5,016","20,239","7,352","8,002","25,044","21,569","30,575","19,504"
2021년07월_여_40~49세,"190,565","5,172","24,752","10,179","9,749","36,097","38,727","44,767","21,122"
2021년07월_여_50~59세,"213,876","5,518","28,838","16,282","12,509","39,052","38,531","52,735","20,411"
2021년07월_여_60~69세,"177,206","5,484","28,437","16,997","13,158","29,064","28,286","39,765","16,015"
2021년07월_여_70~79세,"98,832","4,121","17,072","9,650","8,560","16,226","16,299","19,254","7,650"
2021년07월_여_80~89세,"52,169","2,192","8,727","4,676","4,768","8,271","9,058","10,071","4,406"
2021년07월_여_90~99세,"7,654",356,"1,205",616,757,"1,168","1,460","1,425",667
2021년07월_여_100세 이상,303,58,38,28,18,45,50,50,16
2021년08월_계_총인구수,"2,393,626","74,125","340,242","166,878","144,564","436,827","419,837","549,494","261,659"
2021년08월_계_연령구간인구수,"2,393,626","74,125","340,242","166,878","144,564","436,827","419,837","549,494","261,659"
2021년08월_계_0~9세,"171,117","4,816","24,106","7,049","6,573","32,463","29,209","37,886","29,015"
2021년08월_계_10~19세,"220,036","4,920","26,233","10,383","9,122","42,109","49,708","53,320","24,241"
2021년08월_계_20~29세,"314,020","11,415","40,981","20,639","20,139","61,516","53,830","76,825","28,675"
2021년08월_계_30~39세,"286,886","10,378","42,953","16,928","16,927","52,673","42,305","63,835","40,887"
2021년08월_계_40~49세,"375,350","10,384","50,797","21,882","19,714","70,718","70,958","86,619","44,278"
2021년08월_계_50~59세,"419,481","10,943","56,318","32,799","24,391","77,667","74,720","101,772","40,871"
2021년08월_계_60~69세,"339,189","10,192","53,213","32,040","24,348","56,701","53,746","77,032","31,917"
2021년08월_계_70~79세,"176,352","7,087","30,349","17,174","14,896","28,667","28,936","34,899","14,344"
2021년08월_계_80~89세,"81,008","3,441","13,691","7,206","7,465","12,784","14,430","15,417","6,574"
2021년08월_계_90~99세,"9,813",477,"1,548",746,968,"1,477","1,931","1,830",836
2021년08월_계_100세 이상,374,72,53,32,21,52,64,59,21
2021년08월_남_총인구수,"1,180,223","35,580","167,453","83,453","69,510","217,339","203,120","270,975","132,793"
2021년08월_남_연령구간인구수,"1,180,223","35,580","167,453","83,453","69,510","217,339","203,120","270,975","132,793"
2021년08월_남_0~9세,"87,671","2,476","12,297","3,638","3,394","16,585","15,074","19,426","14,781"
2021년08월_남_10~19세,"114,801","2,505","13,758","5,389","4,812","21,900","26,188","27,621","12,628"
2021년08월_남_20~29세,"167,340","5,451","21,838","11,299","10,018","33,192","28,860","40,890","15,792"
2021년08월_남_30~39세,"150,023","5,370","22,800","9,585","8,929","27,715","20,751","33,495","21,378"
2021년08월_남_40~49세,"185,324","5,252","26,061","11,789","10,000","34,720","32,399","42,023","23,080"
2021년08월_남_50~59세,"205,571","5,436","27,500","16,581","11,940","38,542","36,062","49,120","20,390"
2021년08월_남_60~69세,"161,387","4,707","24,686","15,015","11,187","27,526","25,387","37,099","15,780"
2021년08월_남_70~79세,"77,302","2,994","13,250","7,514","6,324","12,375","12,590","15,600","6,655"
2021년08월_남_80~89세,"28,631","1,256","4,919","2,517","2,696","4,478","5,334","5,287","2,144"
2021년08월_남_90~99세,"2,103",120,331,122,207,298,459,406,160
2021년08월_남_100세 이상,70,13,13,4,3,8,16,8,5
2021년08월_여_총인구수,"1,213,403","38,545","172,789","83,425","75,054","219,488","216,717","278,519","128,866"
2021년08월_여_연령구간인구수,"1,213,403","38,545","172,789","83,425","75,054","219,488","216,717","278,519","128,866"
2021년08월_여_0~9세,"83,446","2,340","11,809","3,411","3,179","15,878","14,135","18,460","14,234"
2021년08월_여_10~19세,"105,235","2,415","12,475","4,994","4,310","20,209","23,520","25,699","11,613"
2021년08월_여_20~29세,"146,680","5,964","19,143","9,340","10,121","28,324","24,970","35,935","12,883"
2021년08월_여_30~39세,"136,863","5,008","20,153","7,343","7,998","24,958","21,554","30,340","19,509"
2021년08월_여_40~49세,"190,026","5,132","24,736","10,093","9,714","35,998","38,559","44,596","21,198"
2021년08월_여_50~59세,"213,910","5,507","28,818","16,218","12,451","39,125","38,658","52,652","20,481"
2021년08월_여_60~69세,"177,802","5,485","28,527","17,025","13,161","29,175","28,359","39,933","16,137"
2021년08월_여_70~79세,"99,050","4,093","17,099","9,660","8,572","16,292","16,346","19,299","7,689"
2021년08월_여_80~89세,"52,377","2,185","8,772","4,689","4,769","8,306","9,096","10,130","4,430"
2021년08월_여_90~99세,"7,710",357,"1,217",624,761,"1,179","1,472","1,424",676
2021년08월_여_100세 이상,304,59,40,28,18,44,48,51,16
2021년09월_계_총인구수,"2,392,787","74,032","340,024","166,406","144,484","437,146","419,536","548,694","262,465"
2021년09월_계_연령구간인구수,"2,392,787","74,032","340,024","166,406","144,484","437,146","419,536","548,694","262,465"
2021년09월_계_0~9세,"170,270","4,819","23,995","7,001","6,509","32,320","29,054","37,607","28,965"
2021년09월_계_10~19세,"219,795","4,907","26,187","10,313","9,109","42,097","49,635","53,202","24,345"
2021년09월_계_20~29세,"313,516","11,456","40,826","20,497","20,121","61,585","53,657","76,639","28,735"
2021년09월_계_30~39세,"286,608","10,348","42,862","16,912","16,945","52,667","42,288","63,663","40,923"
2021년09월_계_40~49세,"374,414","10,387","50,729","21,710","19,681","70,526","70,717","86,200","44,464"
2021년09월_계_50~59세,"419,587","10,888","56,307","32,701","24,342","77,879","74,773","101,716","40,981"
2021년09월_계_60~69세,"340,112","10,182","53,302","32,069","24,385","56,936","53,867","77,246","32,125"
2021년09월_계_70~79세,"176,747","7,053","30,410","17,187","14,893","28,719","29,015","35,029","14,441"
2021년09월_계_80~89세,"81,471","3,448","13,794","7,232","7,506","12,867","14,513","15,492","6,619"
2021년09월_계_90~99세,"9,884",472,"1,559",749,967,"1,500","1,951","1,839",847
2021년09월_계_100세 이상,383,72,53,35,26,50,66,61,20
2021년09월_남_총인구수,"1,179,640","35,535","167,322","83,187","69,457","217,543","202,912","270,482","133,202"
2021년09월_남_연령구간인구수,"1,179,640","35,535","167,322","83,187","69,457","217,543","202,912","270,482","133,202"
2021년09월_남_0~9세,"87,195","2,471","12,232","3,613","3,357","16,518","14,968","19,273","14,763"
2021년09월_남_10~19세,"114,664","2,495","13,732","5,357","4,795","21,891","26,161","27,554","12,679"
2021년09월_남_20~29세,"166,989","5,479","21,744","11,196","10,012","33,250","28,746","40,735","15,827"
2021년09월_남_30~39세,"150,044","5,355","22,781","9,592","8,962","27,761","20,760","33,421","21,412"
2021년09월_남_40~49세,"184,828","5,259","26,010","11,693","9,974","34,590","32,291","41,837","23,174"
2021년09월_남_50~59세,"205,568","5,407","27,504","16,514","11,923","38,636","36,077","49,090","20,417"
2021년09월_남_60~69세,"161,876","4,706","24,732","15,042","11,178","27,672","25,450","37,184","15,912"
2021년09월_남_70~79세,"77,475","2,975","13,270","7,521","6,332","12,407","12,626","15,660","6,684"
2021년09월_남_80~89세,"28,806","1,257","4,969","2,528","2,714","4,502","5,358","5,313","2,165"
2021년09월_남_90~99세,"2,126",118,335,126,207,309,460,407,164
2021년09월_남_100세 이상,69,13,13,5,3,7,15,8,5
2021년09월_여_총인구수,"1,213,147","38,497","172,702","83,219","75,027","219,603","216,624","278,212","129,263"
2021년09월_여_연령구간인구수,"1,213,147","38,497","172,702","83,219","75,027","219,603","216,624","278,212","129,263"
2021년09월_여_0~9세,"83,075","2,348","11,763","3,388","3,152","15,802","14,086","18,334","14,202"
2021년09월_여_10~19세,"105,131","2,412","12,455","4,956","4,314","20,206","23,474","25,648","11,666"
2021년09월_여_20~29세,"146,527","5,977","19,082","9,301","10,109","28,335","24,911","35,904","12,908"
2021년09월_여_30~39세,"136,564","4,993","20,081","7,320","7,983","24,906","21,528","30,242","19,511"
2021년09월_여_40~49세,"189,586","5,128","24,719","10,017","9,707","35,936","38,426","44,363","21,290"
2021년09월_여_50~59세,"214,019","5,481","28,803","16,187","12,419","39,243","38,696","52,626","20,564"
2021년09월_여_60~69세,"178,236","5,476","28,570","17,027","13,207","29,264","28,417","40,062","16,213"
2021년09월_여_70~79세,"99,272","4,078","17,140","9,666","8,561","16,312","16,389","19,369","7,757"
2021년09월_여_80~89세,"52,665","2,191","8,825","4,704","4,792","8,365","9,155","10,179","4,454"
2021년09월_여_90~99세,"7,758",354,"1,224",623,760,"1,191","1,491","1,432",683
2021년09월_여_100세 이상,314,59,40,30,23,43,51,53,15
2021년10월_계_총인구수,"2,390,721","74,682","340,575","165,862","144,119","436,499","418,833","547,340","262,811"
2021년10월_계_연령구간인구수,"2,390,721","74,682","340,575","165,862","144,119","436,499","418,833","547,340","262,811"
2021년10월_계_0~9세,"169,417","4,981","24,007","6,937","6,453","32,096","28,831","37,233","28,879"
2021년10월_계_10~19세,"219,348","4,972","26,196","10,232","9,028","41,927","49,571","53,022","24,400"
2021년10월_계_20~29세,"312,144","11,434","40,702","20,334","20,046","61,352","53,359","76,239","28,678"
2021년10월_계_30~39세,"286,283","10,571","43,089","16,875","16,883","52,477","42,108","63,424","40,856"
2021년10월_계_40~49세,"373,251","10,483","50,660","21,567","19,585","70,263","70,477","85,671","44,545"
2021년10월_계_50~59세,"419,894","11,023","56,414","32,573","24,310","77,981","74,814","101,679","41,100"
2021년10월_계_60~69세,"340,970","10,200","53,412","32,058","24,385","57,106","54,025","77,483","32,301"
2021년10월_계_70~79세,"177,181","7,039","30,562","17,214","14,879","28,799","29,064","35,101","14,523"
2021년10월_계_80~89세,"81,934","3,453","13,913","7,288","7,556","12,946","14,561","15,561","6,656"
2021년10월_계_90~99세,"9,939",464,"1,568",753,973,"1,501","1,957","1,870",853
2021년10월_계_100세 이상,360,62,52,31,21,51,66,57,20
2021년10월_남_총인구수,"1,178,486","35,858","167,505","82,929","69,287","217,197","202,574","269,775","133,361"
2021년10월_남_연령구간인구수,"1,178,486","35,858","167,505","82,929","69,287","217,197","202,574","269,775","133,361"
2021년10월_남_0~9세,"86,775","2,559","12,218","3,578","3,324","16,421","14,863","19,077","14,735"
2021년10월_남_10~19세,"114,392","2,513","13,730","5,309","4,771","21,780","26,106","27,486","12,697"
2021년10월_남_20~29세,"166,160","5,467","21,648","11,120","9,962","33,094","28,611","40,458","15,800"
2021년10월_남_30~39세,"150,026","5,460","22,915","9,587","8,952","27,700","20,689","33,356","21,367"
2021년10월_남_40~49세,"184,278","5,317","25,967","11,625","9,899","34,465","32,170","41,598","23,237"
2021년10월_남_50~59세,"205,661","5,473","27,555","16,437","11,924","38,663","36,104","49,063","20,442"
2021년10월_남_60~69세,"162,305","4,711","24,791","15,056","11,188","27,759","25,528","37,260","16,012"
2021년10월_남_70~79세,"77,699","2,971","13,334","7,529","6,322","12,467","12,641","15,717","6,718"
2021년10월_남_80~89세,"28,993","1,257","5,003","2,560","2,735","4,535","5,388","5,337","2,178"
2021년10월_남_90~99세,"2,133",118,332,123,209,306,460,415,170
