카테고리,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2021년01월_계_10~19세,"21,876","1,013","2,445","1,225","1,111",299,"1,137",261,461,738,778,"1,637","3,134",364,990,"2,869","1,099","2,315"
2021년01월_계_20~29세,"30,828","2,788","1,612","1,605","2,478",487,"1,830",995,750,"1,804","1,491","1,526","3,043",870,"1,806","2,854","1,558","3,331"
2021년01월_계_30~39세,"25,984","2,373","1,534","1,344","1,953",470,"1,616",598,651,"1,250","1,290","1,539","2,399",886,"1,631","2,449","1,271","2,730"
2021년01월_계_40~49세,"36,730","2,496","3,277","2,120","2,161",597,"2,076",605,890,"1,403","1,473","2,486","4,398",960,"1,928","3,985","1,866","4,009"
2021년01월_계_50~59세,"39,557","2,683","2,080","2,375","2,004",841,"2,835",916,"1,251","1,497","1,726","2,196","4,488","1,164","2,228","3,548","2,412","5,313"
2021년01월_계_60~69세,"33,859","2,174","1,182","2,080","1,819",883,"2,999",927,"1,227","1,177","1,448","1,540","3,474","1,188","2,266","2,581","2,059","4,835"
2021년01월_계_70~79세,"20,639","1,125",692,"1,203","1,071",649,"1,869",636,759,825,971,"1,020","2,214",626,"1,467","1,687","1,236","2,589"
2021년01월_계_80~89세,"9,276",479,308,570,471,311,709,329,376,395,550,432,993,258,608,789,658,"1,040"
2021년01월_계_90~99세,"1,296",81,42,79,89,38,86,44,70,55,89,47,142,34,89,100,73,138
2021년01월_계_100세 이상,86,8,5,6,8,4,7,6,5,6,1,0,7,2,7,5,3,6
2021년01월_남_총인구수,"116,032","8,324","7,026","6,503","6,962","2,492","7,965","2,700","3,384","4,638","4,929","6,600","12,625","3,533","6,854","11,005","6,275","14,217"
2021년01월_남_연령구간인구수,"116,032","8,324","7,026","6,503","6,962","2,492","7,965","2,700","3,384","4,638","4,929","6,600","12,625","3,533","6,854","11,005","6,275","14,217"
2021년01월_남_0~9세,"7,706",429,766,360,501,100,370,96,168,257,306,636,996,178,451,"1,007",310,775
2021년01월_남_10~19세,"11,265",509,"1,205",659,604,165,573,146,240,334,379,808,"1,601",211,528,"1,493",587,"1,223"
2021년01월_남_20~29세,"15,776","1,319",804,869,"1,129",269,987,450,384,822,759,781,"1,625",494,915,"1,411",883,"1,875"
2021년01월_남_30~39세,"13,371","1,290",671,711,983,268,920,344,375,667,642,748,"1,132",488,854,"1,141",686,"1,451"
2021년01월_남_40~49세,"18,654","1,404","1,534","1,063","1,157",353,"1,113",332,478,712,698,"1,183","2,080",557,"1,011","1,874",943,"2,162"
2021년01월_남_50~59세,"20,002","1,524","1,113","1,158","1,041",492,"1,409",481,638,782,829,"1,106","2,167",618,"1,077","1,745","1,145","2,677"
2021년01월_남_60~69세,"16,098","1,127",518,949,871,441,"1,448",425,576,557,676,735,"1,570",589,"1,042","1,229",961,"2,384"
2021년01월_남_70~79세,"9,322",528,285,519,470,280,856,277,354,353,425,442,"1,032",292,700,745,519,"1,245"
2021년01월_남_80~89세,"3,499",168,119,191,179,116,271,136,153,141,195,152,383,99,248,333,226,389
2021년01월_남_90~99세,318,22,10,23,25,7,18,10,16,10,20,9,39,7,26,25,15,36
2021년01월_남_100세 이상,21,4,1,1,2,1,0,3,2,3,0,0,0,0,2,2,0,0
2021년01월_여_총인구수,"119,132","7,783","7,665","6,820","7,138","2,260","7,912","2,778","3,351","5,032","5,517","7,008","13,615","3,155","7,068","11,805","6,597","13,628"
2021년01월_여_연령구간인구수,"119,132","7,783","7,665","6,820","7,138","2,260","7,912","2,778","3,351","5,032","5,517","7,008","13,615","3,155","7,068","11,805","6,597","13,628"
2021년01월_여_0~9세,"7,327",458,748,356,434,73,343,65,127,263,323,549,952,158,451,936,327,764
2021년01월_여_10~19세,"10,611",504,"1,240",566,507,134,564,115,221,404,399,829,"1,533",153,462,"1,376",512,"1,092"
2021년01월_여_20~29세,"15,052","1,469",808,736,"1,349",218,843,545,366,982,732,745,"1,418",376,891,"1,443",675,"1,456"
2021년01월_여_30~39세,"12,613","1,083",863,633,970,202,696,254,276,583,648,791,"1,267",398,777,"1,308",585,"1,279"
2021년01월_여_40~49세,"18,076","1,092","1,743","1,057","1,004",244,963,273,412,691,775,"1,303","2,318",403,917,"2,111",923,"1,847"
2021년01월_여_50~59세,"19,555","1,159",967,"1,217",963,349,"1,426",435,613,715,897,"1,090","2,321",546,"1,151","1,803","1,267","2,636"
2021년01월_여_60~69세,"17,761","1,047",664,"1,131",948,442,"1,551",502,651,620,772,805,"1,904",599,"1,224","1,352","1,098","2,451"
2021년01월_여_70~79세,"11,317",597,407,684,601,369,"1,013",359,405,472,546,578,"1,182",334,767,942,717,"1,344"
2021년01월_여_80~89세,"5,777",311,189,379,292,195,438,193,223,254,355,280,610,159,360,456,432,651
2021년01월_여_90~99세,978,59,32,56,64,31,68,34,54,45,69,38,103,27,63,75,58,102
2021년01월_여_100세 이상,65,4,4,5,6,3,7,3,3,3,1,0,7,2,5,3,3,6
2021년02월_계_총인구수,"234,654","16,082","14,606","13,261","14,075","4,740","15,862","5,512","6,735","9,628","10,443","13,543","26,235","6,710","13,876","22,727","12,829","27,790"
2021년02월_계_연령구간인구수,"234,654","16,082","14,606","13,261","14,075","4,740","15,862","5,512","6,735","9,628","10,443","13,543","26,235","6,710","13,876","22,727","12,829","27,790"
2021년02월_계_0~9세,"14,839",874,"1,496",698,914,172,698,162,297,510,619,"1,160","1,940",336,903,"1,908",628,"1,524"
2021년02월_계_10~19세,"21,768","1,009","2,430","1,225","1,115",297,"1,128",253,448,737,777,"1,635","3,112",357,971,"2,862","1,096","2,316"
2021년02월_계_20~29세,"30,806","2,817","1,599","1,581","2,471",487,"1,832","1,031",765,"1,788","1,477","1,500","3,062",880,"1,805","2,867","1,530","3,314"
2021년02월_계_30~39세,"25,834","2,362","1,512","1,336","1,938",460,"1,610",616,647,"1,262","1,295","1,518","2,381",897,"1,625","2,405","1,266","2,704"
2021년02월_계_40~49세,"36,578","2,475","3,263","2,098","2,165",595,"2,069",605,889,"1,386","1,470","2,465","4,399",967,"1,922","3,960","1,853","3,997"
2021년02월_계_50~59세,"39,461","2,661","2,084","2,374","2,002",841,"2,817",906,"1,251","1,487","1,717","2,213","4,466","1,156","2,227","3,565","2,404","5,290"
2021년02월_계_60~69세,"33,975","2,169","1,181","2,085","1,826",890,"3,020",922,"1,234","1,183","1,467","1,543","3,507","1,192","2,250","2,581","2,080","4,845"
2021년02월_계_70~79세,"20,656","1,136",684,"1,205","1,072",642,"1,875",632,750,820,976,"1,030","2,224",626,"1,475","1,676","1,231","2,602"
2021년02월_계_80~89세,"9,343",489,310,575,473,314,718,334,379,393,551,430,995,262,605,800,664,"1,051"
2021년02월_계_90~99세,"1,307",82,42,78,91,38,88,45,70,56,93,49,142,35,86,97,74,141
2021년02월_계_100세 이상,87,8,5,6,8,4,7,6,5,6,1,0,7,2,7,6,3,6
2021년02월_남_총인구수,"115,744","8,309","6,979","6,463","6,958","2,493","7,957","2,691","3,402","4,624","4,923","6,564","12,627","3,538","6,822","10,952","6,253","14,189"
2021년02월_남_연령구간인구수,"115,744","8,309","6,979","6,463","6,958","2,493","7,957","2,691","3,402","4,624","4,923","6,564","12,627","3,538","6,822","10,952","6,253","14,189"
2021년02월_남_0~9세,"7,604",424,757,347,495,99,360,95,170,252,301,626,990,177,448,990,307,766
2021년02월_남_10~19세,"11,233",509,"1,197",660,606,162,578,140,234,329,380,807,"1,591",208,518,"1,493",585,"1,236"
2021년02월_남_20~29세,"15,743","1,336",788,858,"1,128",275,982,453,392,826,749,768,"1,632",495,909,"1,414",873,"1,865"
2021년02월_남_30~39세,"13,275","1,275",673,702,979,257,914,349,375,671,644,736,"1,124",494,843,"1,120",682,"1,437"
2021년02월_남_40~49세,"18,572","1,397","1,515","1,055","1,156",356,"1,109",332,481,706,697,"1,175","2,080",558,"1,014","1,861",935,"2,145"
2021년02월_남_50~59세,"19,948","1,513","1,116","1,151","1,045",492,"1,401",472,643,774,822,"1,110","2,166",614,"1,076","1,749","1,145","2,659"
2021년02월_남_60~69세,"16,172","1,125",520,957,876,446,"1,456",424,585,560,686,735,"1,578",593,"1,039","1,226",966,"2,400"
2021년02월_남_70~79세,"9,320",527,284,518,464,279,864,273,347,352,427,445,"1,042",290,702,740,517,"1,249"
2021년02월_남_80~89세,"3,538",178,116,191,181,119,274,138,157,141,195,154,385,102,249,334,228,396
2021년02월_남_90~99세,318,21,12,23,26,7,19,12,16,10,22,8,39,7,22,23,15,36
2021년02월_남_100세 이상,21,4,1,1,2,1,0,3,2,3,0,0,0,0,2,2,0,0
2021년02월_여_총인구수,"118,910","7,773","7,627","6,798","7,117","2,247","7,905","2,821","3,333","5,004","5,520","6,979","13,608","3,172","7,054","11,775","6,576","13,601"
2021년02월_여_연령구간인구수,"118,910","7,773","7,627","6,798","7,117","2,247","7,905","2,821","3,333","5,004","5,520","6,979","13,608","3,172","7,054","11,775","6,576","13,601"
2021년02월_여_0~9세,"7,235",450,739,351,419,73,338,67,127,258,318,534,950,159,455,918,321,758
2021년02월_여_10~19세,"10,535",500,"1,233",565,509,135,550,113,214,408,397,828,"1,521",149,453,"1,369",511,"1,080"
2021년02월_여_20~29세,"15,063","1,481",811,723,"1,343",212,850,578,373,962,728,732,"1,430",385,896,"1,453",657,"1,449"
2021년02월_여_30~39세,"12,559","1,087",839,634,959,203,696,267,272,591,651,782,"1,257",403,782,"1,285",584,"1,267"
2021년02월_여_40~49세,"18,006","1,078","1,748","1,043","1,009",239,960,273,408,680,773,"1,290","2,319",409,908,"2,099",918,"1,852"
2021년02월_여_50~59세,"19,513","1,148",968,"1,223",957,349,"1,416",434,608,713,895,"1,103","2,300",542,"1,151","1,816","1,259","2,631"
2021년02월_여_60~69세,"17,803","1,044",661,"1,128",950,444,"1,564",498,649,623,781,808,"1,929",599,"1,211","1,355","1,114","2,445"
2021년02월_여_70~79세,"11,336",609,400,687,608,363,"1,011",359,403,468,549,585,"1,182",336,773,936,714,"1,353"
2021년02월_여_80~89세,"5,805",311,194,384,292,195,444,196,222,252,356,276,610,160,356,466,436,655
2021년02월_여_90~99세,989,61,30,55,65,31,69,33,54,46,71,41,103,28,64,74,59,105
2021년02월_여_100세 이상,66,4,4,5,6,3,7,3,3,3,1,0,7,2,5,4,3,6
2021년03월_계_총인구수,"233,601","15,955","14,593","13,169","13,964","4,714","15,850","5,526","6,661","9,533","10,409","13,494","26,170","6,661","13,785","22,662","12,789","27,666"
2021년03월_계_연령구간인구수,"233,601","15,955","14,593","13,169","13,964","4,714","15,850","5,526","6,661","9,533","10,409","13,494","26,170","6,661","13,785","22,662","12,789","27,666"
2021년03월_계_0~9세,"14,722",870,"1,479",690,895,174,697,163,295,502,616,"1,148","1,919",335,903,"1,900",624,"1,512"
2021년03월_계_10~19세,"21,695","1,018","2,436","1,209","1,122",297,"1,129",255,441,728,782,"1,629","3,097",355,961,"2,846","1,087","2,303"
2021년03월_계_20~29세,"30,652","2,817","1,596","1,566","2,431",481,"1,813","1,054",777,"1,781","1,462","1,476","3,053",884,"1,786","2,866","1,530","3,279"
2021년03월_계_30~39세,"25,704","2,345","1,499","1,342","1,940",456,"1,605",617,641,"1,250","1,289","1,524","2,354",890,"1,608","2,389","1,263","2,692"
2021년03월_계_40~49세,"36,309","2,469","3,256","2,059","2,140",598,"2,067",606,873,"1,368","1,453","2,427","4,383",961,"1,899","3,951","1,849","3,950"
2021년03월_계_50~59세,"39,189","2,615","2,079","2,344","1,994",831,"2,808",907,"1,221","1,471","1,733","2,211","4,456","1,137","2,224","3,528","2,394","5,236"
2021년03월_계_60~69세,"34,091","2,159","1,204","2,090","1,822",900,"3,034",928,"1,237","1,167","1,463","1,569","3,525","1,185","2,239","2,603","2,066","4,900"
2021년03월_계_70~79세,"20,597","1,113",688,"1,213","1,063",635,"1,880",621,740,815,967,"1,022","2,226",619,"1,469","1,679","1,234","2,613"
2021년03월_계_80~89세,"9,312",470,313,574,462,307,720,331,370,393,554,440,"1,003",265,610,799,663,"1,038"
2021년03월_계_90~99세,"1,284",75,39,79,92,34,90,42,65,55,90,48,147,30,84,99,76,139
2021년03월_계_100세 이상,46,4,4,3,3,1,7,2,1,3,0,0,7,0,2,2,3,4
2021년03월_남_총인구수,"115,273","8,264","6,975","6,419","6,917","2,483","7,951","2,698","3,375","4,582","4,897","6,551","12,591","3,506","6,809","10,914","6,226","14,115"
2021년03월_남_연령구간인구수,"115,273","8,264","6,975","6,419","6,917","2,483","7,951","2,698","3,375","4,582","4,897","6,551","12,591","3,506","6,809","10,914","6,226","14,115"
2021년03월_남_0~9세,"7,550",417,747,343,488,99,362,96,170,247,301,622,983,177,449,986,305,758
2021년03월_남_10~19세,"11,201",513,"1,198",648,611,163,573,143,229,328,382,799,"1,594",210,516,"1,479",583,"1,232"
2021년03월_남_20~29세,"15,663","1,344",797,847,"1,118",271,977,455,401,822,732,769,"1,618",490,906,"1,415",864,"1,837"
2021년03월_남_30~39세,"13,211","1,265",667,707,983,254,906,352,372,664,641,741,"1,107",490,842,"1,105",685,"1,430"
2021년03월_남_40~49세,"18,460","1,403","1,515","1,043","1,142",356,"1,115",333,474,701,689,"1,159","2,064",558,"1,010","1,853",929,"2,116"
2021년03월_남_50~59세,"19,802","1,489","1,107","1,131","1,035",488,"1,396",473,633,765,825,"1,107","2,165",596,"1,071","1,735","1,145","2,641"
2021년03월_남_60~69세,"16,255","1,119",529,966,876,453,"1,464",427,588,551,687,749,"1,592",589,"1,041","1,241",956,"2,427"
2021년03월_남_70~79세,"9,292",520,287,522,462,278,861,269,342,351,420,440,"1,040",287,699,745,515,"1,254"
2021년03월_남_80~89세,"3,526",175,118,188,175,117,275,139,154,142,199,157,388,103,250,330,230,386
2021년03월_남_90~99세,305,17,9,23,26,4,22,11,12,10,21,8,40,6,24,24,14,34
2021년03월_남_100세 이상,8,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
2021년03월_여_총인구수,"118,328","7,691","7,618","6,750","7,047","2,231","7,899","2,828","3,286","4,951","5,512","6,943","13,579","3,155","6,976","11,748","6,563","13,551"
2021년03월_여_연령구간인구수,"118,328","7,691","7,618","6,750","7,047","2,231","7,899","2,828","3,286","4,951","5,512","6,943","13,579","3,155","6,976","11,748","6,563","13,551"
2021년03월_여_0~9세,"7,172",453,732,347,407,75,335,67,125,255,315,526,936,158,454,914,319,754
2021년03월_여_10~19세,"10,494",505,"1,238",561,511,134,556,112,212,400,400,830,"1,503",145,445,"1,367",504,"1,071"
2021년03월_여_20~29세,"14,989","1,473",799,719,"1,313",210,836,599,376,959,730,707,"1,435",394,880,"1,451",666,"1,442"
2021년03월_여_30~39세,"12,493","1,080",832,635,957,202,699,265,269,586,648,783,"1,247",400,766,"1,284",578,"1,262"
2021년03월_여_40~49세,"17,849","1,066","1,741","1,016",998,242,952,273,399,667,764,"1,268","2,319",403,889,"2,098",920,"1,834"
2021년03월_여_50~59세,"19,387","1,126",972,"1,213",959,343,"1,412",434,588,706,908,"1,104","2,291",541,"1,153","1,793","1,249","2,595"
2021년03월_여_60~69세,"17,836","1,040",675,"1,124",946,447,"1,570",501,649,616,776,820,"1,933",596,"1,198","1,362","1,110","2,473"
2021년03월_여_70~79세,"11,305",593,401,691,601,357,"1,019",352,398,464,547,582,"1,186",332,770,934,719,"1,359"
2021년03월_여_80~89세,"5,786",295,195,386,287,190,445,192,216,251,355,283,615,162,360,469,433,652
2021년03월_여_90~99세,979,58,30,56,66,30,68,31,53,45,69,40,107,24,60,75,62,105
2021년03월_여_100세 이상,38,2,3,2,2,1,7,2,1,2,0,0,7,0,1,1,3,4
2021년04월_계_총인구수,"233,213","15,882","14,570","13,124","13,936","4,727","15,801","5,515","6,663","9,526","10,435","13,478","26,102","6,601","13,805","22,643","12,772","27,633"
2021년04월_계_연령구간인구수,"233,213","15,882","14,570","13,124","13,936","4,727","15,801","5,515","6,663","9,526","10,435","13,478","26,102","6,601","13,805","22,643","12,772","27,633"
2021년04월_계_0~9세,"14,648",874,"1,461",677,882,177,690,162,295,503,621,"1,139","1,911",327,910,"1,889",624,"1,506"
2021년04월_계_10~19세,"21,578","1,009","2,439","1,187","1,116",303,"1,127",255,429,734,776,"1,626","3,076",341,953,"2,837","1,076","2,294"
2021년04월_계_20~29세,"30,590","2,797","1,603","1,568","2,426",489,"1,791","1,050",784,"1,752","1,481","1,482","3,052",870,"1,791","2,872","1,530","3,252"
2021년04월_계_30~39세,"25,608","2,333","1,490","1,330","1,916",457,"1,598",616,640,"1,255","1,297","1,511","2,340",891,"1,612","2,381","1,261","2,680"
2021년04월_계_40~49세,"36,173","2,457","3,252","2,037","2,147",596,"2,047",600,874,"1,378","1,450","2,419","4,357",935,"1,897","3,938","1,835","3,954"
2021년04월_계_50~59세,"39,109","2,591","2,069","2,342","1,996",825,"2,795",897,"1,217","1,462","1,734","2,228","4,442","1,135","2,218","3,534","2,388","5,236"
2021년04월_계_60~69세,"34,221","2,165","1,216","2,104","1,833",902,"3,050",942,"1,241","1,172","1,456","1,562","3,542","1,187","2,252","2,610","2,075","4,912"
2021년04월_계_70~79세,"20,572","1,107",686,"1,219","1,061",633,"1,877",619,744,810,967,"1,020","2,225",618,"1,461","1,679","1,236","2,610"
2021년04월_계_80~89세,"9,368",469,311,576,464,310,725,330,372,398,561,445,"1,002",266,625,804,667,"1,043"
2021년04월_계_90~99세,"1,298",76,38,81,92,34,94,42,66,59,92,46,148,31,84,97,76,142
2021년04월_계_100세 이상,48,4,5,3,3,1,7,2,1,3,0,0,7,0,2,2,4,4
2021년04월_남_총인구수,"114,991","8,213","6,959","6,383","6,887","2,481","7,920","2,686","3,377","4,584","4,909","6,544","12,551","3,462","6,816","10,906","6,225","14,088"
2021년04월_남_연령구간인구수,"114,991","8,213","6,959","6,383","6,887","2,481","7,920","2,686","3,377","4,584","4,909","6,544","12,551","3,462","6,816","10,906","6,225","14,088"
2021년04월_남_0~9세,"7,498",419,741,331,481,101,360,94,171,245,301,619,975,169,452,980,310,749
2021년04월_남_10~19세,"11,133",511,"1,200",636,602,168,571,147,226,334,382,794,"1,581",202,510,"1,474",574,"1,221"
2021년04월_남_20~29세,"15,604","1,324",794,848,"1,113",273,959,451,400,807,736,781,"1,616",479,917,"1,411",869,"1,826"
2021년04월_남_30~39세,"13,178","1,262",665,691,972,255,904,350,373,665,653,731,"1,104",491,846,"1,111",683,"1,422"
2021년04월_남_40~49세,"18,377","1,393","1,514","1,037","1,144",350,"1,101",329,477,706,688,"1,152","2,047",544,"1,006","1,852",920,"2,117"
2021년04월_남_50~59세,"19,756","1,476","1,098","1,126","1,033",487,"1,395",466,629,762,822,"1,118","2,158",596,"1,063","1,730","1,148","2,649"
2021년04월_남_60~69세,"16,321","1,125",536,974,879,451,"1,474",435,592,558,685,743,"1,600",589,"1,047","1,245",962,"2,426"
2021년04월_남_70~79세,"9,253",509,285,521,457,277,856,266,344,348,420,441,"1,040",282,699,741,510,"1,257"
2021년04월_남_80~89세,"3,556",175,116,194,178,115,276,137,154,147,201,157,390,104,252,337,235,388
2021년04월_남_90~99세,307,17,9,24,27,4,24,11,11,11,21,8,40,6,23,24,14,33
2021년04월_남_100세 이상,8,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
2021년04월_여_총인구수,"118,222","7,669","7,611","6,741","7,049","2,246","7,881","2,829","3,286","4,942","5,526","6,934","13,551","3,139","6,989","11,737","6,547","13,545"
2021년04월_여_연령구간인구수,"118,222","7,669","7,611","6,741","7,049","2,246","7,881","2,829","3,286","4,942","5,526","6,934","13,551","3,139","6,989","11,737","6,547","13,545"
2021년04월_여_0~9세,"7,150",455,720,346,401,76,330,68,124,258,320,520,936,158,458,909,314,757
2021년04월_여_10~19세,"10,445",498,"1,239",551,514,135,556,108,203,400,394,832,"1,495",139,443,"1,363",502,"1,073"
2021년04월_여_20~29세,"14,986","1,473",809,720,"1,313",216,832,599,384,945,745,701,"1,436",391,874,"1,461",661,"1,426"
2021년04월_여_30~39세,"12,430","1,071",825,639,944,202,694,266,267,590,644,780,"1,236",400,766,"1,270",578,"1,258"
2021년04월_여_40~49세,"17,796","1,064","1,738","1,000","1,003",246,946,271,397,672,762,"1,267","2,310",391,891,"2,086",915,"1,837"
2021년04월_여_50~59세,"19,353","1,115",971,"1,216",963,338,"1,400",431,588,700,912,"1,110","2,284",539,"1,155","1,804","1,240","2,587"
2021년04월_여_60~69세,"17,900","1,040",680,"1,130",954,451,"1,576",507,649,614,771,819,"1,942",598,"1,205","1,365","1,113","2,486"
2021년04월_여_70~79세,"11,319",598,401,698,604,356,"1,021",353,400,462,547,579,"1,185",336,762,938,726,"1,353"
2021년04월_여_80~89세,"5,812",294,195,382,286,195,449,193,218,251,360,288,612,162,373,467,432,655
2021년04월_여_90~99세,991,59,29,57,65,30,70,31,55,48,71,38,108,25,61,73,62,109
2021년04월_여_100세 이상,40,2,4,2,2,1,7,2,1,2,0,0,7,0,1,1,4,4
2021년05월_계_총인구수,"233,067","15,854","14,552","13,080","13,903","4,706","15,788","5,487","6,649","9,531","10,595","13,492","26,078","6,587","13,782","22,630","12,785","27,568"
2021년05월_계_연령구간인구수,"233,067","15,854","14,552","13,080","13,903","4,706","15,788","5,487","6,649","9,531","10,595","13,492","26,078","6,587","13,782","22,630","12,785","27,568"
2021년05월_계_0~9세,"14,571",869,"1,450",663,883,174,689,162,294,499,632,"1,139","1,906",326,899,"1,881",624,"1,481"
2021년05월_계_10~19세,"21,506","1,000","2,450","1,178","1,121",299,"1,122",254,424,732,784,"1,607","3,069",331,958,"2,819","1,066","2,292"
2021년05월_계_20~29세,"30,543","2,772","1,589","1,581","2,402",491,"1,785","1,038",790,"1,744","1,515","1,500","3,054",865,"1,785","2,871","1,537","3,224"
2021년05월_계_30~39세,"25,555","2,337","1,478","1,304","1,908",445,"1,591",625,635,"1,278","1,338","1,523","2,318",883,"1,594","2,401","1,253","2,644"
2021년05월_계_40~49세,"36,063","2,462","3,250","2,026","2,146",590,"2,045",586,865,"1,373","1,468","2,411","4,347",939,"1,892","3,903","1,811","3,949"
2021년05월_계_50~59세,"39,097","2,580","2,063","2,327","1,986",824,"2,787",893,"1,220","1,458","1,766","2,218","4,461","1,133","2,217","3,553","2,393","5,218"
2021년05월_계_60~69세,"34,385","2,180","1,232","2,111","1,829",908,"3,075",939,"1,235","1,175","1,474","1,578","3,541","1,192","2,263","2,620","2,103","4,930"
2021년05월_계_70~79세,"20,555","1,104",686,"1,226","1,064",626,"1,861",616,740,809,967,"1,022","2,216",625,"1,452","1,667","1,239","2,635"
2021년05월_계_80~89세,"9,436",470,310,578,468,311,732,330,377,402,558,447,"1,014",263,634,816,677,"1,049"
2021년05월_계_90~99세,"1,308",76,39,83,93,37,94,42,68,58,93,47,145,30,86,97,78,142
2021년05월_계_100세 이상,48,4,5,3,3,1,7,2,1,3,0,0,7,0,2,2,4,4
2021년05월_남_총인구수,"114,905","8,201","6,955","6,366","6,871","2,467","7,918","2,666","3,371","4,590","4,995","6,545","12,539","3,454","6,793","10,896","6,233","14,045"
2021년05월_남_연령구간인구수,"114,905","8,201","6,955","6,366","6,871","2,467","7,918","2,666","3,371","4,590","4,995","6,545","12,539","3,454","6,793","10,896","6,233","14,045"
2021년05월_남_0~9세,"7,464",413,738,324,485,100,362,92,171,243,308,614,969,168,448,980,312,737
2021년05월_남_10~19세,"11,096",504,"1,206",629,602,167,567,148,227,332,385,785,"1,576",197,514,"1,462",570,"1,225"
2021년05월_남_20~29세,"15,583","1,307",786,858,"1,101",272,961,446,407,808,751,788,"1,619",478,910,"1,410",872,"1,809"
2021년05월_남_30~39세,"13,166","1,272",661,680,971,250,902,351,370,677,674,742,"1,093",489,828,"1,120",681,"1,405"
2021년05월_남_40~49세,"18,278","1,393","1,516","1,031","1,140",346,"1,095",321,471,702,704,"1,143","2,039",542,998,"1,829",905,"2,103"
2021년05월_남_50~59세,"19,777","1,470","1,095","1,126","1,027",485,"1,392",461,626,764,841,"1,116","2,168",597,"1,069","1,741","1,150","2,649"
2021년05월_남_60~69세,"16,411","1,138",541,973,881,455,"1,486",436,593,555,689,749,"1,606",594,"1,051","1,254",982,"2,428"
2021년05월_남_70~79세,"9,222",508,283,526,454,272,850,264,341,348,421,441,"1,028",281,695,738,506,"1,266"
2021년05월_남_80~89세,"3,594",176,118,194,182,116,280,136,154,150,200,159,403,102,256,337,240,391
2021년05월_남_90~99세,306,18,10,24,27,4,23,11,11,10,22,8,38,6,23,24,15,32
2021년05월_남_100세 이상,8,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
2021년05월_여_총인구수,"118,162","7,653","7,597","6,714","7,032","2,239","7,870","2,821","3,278","4,941","5,600","6,947","13,539","3,133","6,989","11,734","6,552","13,523"
2021년05월_여_연령구간인구수,"118,162","7,653","7,597","6,714","7,032","2,239","7,870","2,821","3,278","4,941","5,600","6,947","13,539","3,133","6,989","11,734","6,552","13,523"
2021년05월_여_0~9세,"7,107",456,712,339,398,74,327,70,123,256,324,525,937,158,451,901,312,744
2021년05월_여_10~19세,"10,410",496,"1,244",549,519,132,555,106,197,400,399,822,"1,493",134,444,"1,357",496,"1,067"
2021년05월_여_20~29세,"14,960","1,465",803,723,"1,301",219,824,592,383,936,764,712,"1,435",387,875,"1,461",665,"1,415"
2021년05월_여_30~39세,"12,389","1,065",817,624,937,195,689,274,265,601,664,781,"1,225",394,766,"1,281",572,"1,239"
2021년05월_여_40~49세,"17,785","1,069","1,734",995,"1,006",244,950,265,394,671,764,"1,268","2,308",397,894,"2,074",906,"1,846"
2021년05월_여_50~59세,"19,320","1,110",968,"1,201",959,339,"1,395",432,594,694,925,"1,102","2,293",536,"1,148","1,812","1,243","2,569"
2021년05월_여_60~69세,"17,974","1,042",691,"1,138",948,453,"1,589",503,642,620,785,829,"1,935",598,"1,212","1,366","1,121","2,502"
2021년05월_여_70~79세,"11,333",596,403,700,610,354,"1,011",352,399,461,546,581,"1,188",344,757,929,733,"1,369"
2021년05월_여_80~89세,"5,842",294,192,384,286,195,452,194,223,252,358,288,611,161,378,479,437,658
2021년05월_여_90~99세,"1,002",58,29,59,66,33,71,31,57,48,71,39,107,24,63,73,63,110
2021년05월_여_100세 이상,40,2,4,2,2,1,7,2,1,2,0,0,7,0,1,1,4,4
2021년06월_계_총인구수,"232,841","15,797","14,533","12,978","13,862","4,681","15,781","5,475","6,643","9,522","10,675","13,494","26,012","6,574","13,831","22,603","12,798","27,582"
2021년06월_계_연령구간인구수,"232,841","15,797","14,533","12,978","13,862","4,681","15,781","5,475","6,643","9,522","10,675","13,494","26,012","6,574","13,831","22,603","12,798","27,582"
2021년06월_계_0~9세,"14,503",856,"1,438",646,877,172,690,163,292,498,639,"1,144","1,898",326,896,"1,880",627,"1,461"
2021년06월_계_10~19세,"21,449",998,"2,464","1,164","1,118",291,"1,117",254,424,728,789,"1,598","3,048",327,967,"2,801","1,060","2,301"
2021년06월_계_20~29세,"30,529","2,767","1,573","1,557","2,385",494,"1,782","1,033",791,"1,746","1,538","1,511","3,043",872,"1,809","2,880","1,536","3,212"
2021년06월_계_30~39세,"25,481","2,321","1,472","1,297","1,899",438,"1,590",620,637,"1,275","1,369","1,509","2,298",870,"1,582","2,372","1,270","2,662"
