카테고리,울산광역시 북구,울산광역시 북구 농소1동,울산광역시 북구 농소2동,울산광역시 북구 농소3동,울산광역시 북구 강동동,울산광역시 북구 효문동,울산광역시 북구 송정동,울산광역시 북구 양정동,울산광역시 북구 염포동
2021년05월_계_50~59세,"38,543","6,180","6,298","7,195","2,144","6,285","6,611","1,950","1,880"
2021년05월_계_60~69세,"21,086","3,812","3,455","2,803","1,860","3,345","2,973","1,219","1,619"
2021년05월_계_70~79세,"7,611","1,521","1,237","1,270",681,985,963,401,553
2021년05월_계_80~89세,"3,088",538,521,538,361,396,405,129,200
2021년05월_계_90~99세,453,83,70,76,58,64,65,23,14
2021년05월_계_100세 이상,18,4,1,4,3,1,0,0,5
2021년05월_남_총인구수,"113,119","18,966","20,422","19,742","8,458","15,945","18,389","5,829","5,368"
2021년05월_남_연령구간인구수,"113,119","18,966","20,422","19,742","8,458","15,945","18,389","5,829","5,368"
2021년05월_남_0~9세,"12,653","2,314","2,746","1,856","1,305","1,413","2,281",361,377
2021년05월_남_10~19세,"12,221","2,016","2,408","3,259",701,"1,134","1,868",410,425
2021년05월_남_20~29세,"15,554","2,320","2,403","2,749",666,"2,652","2,733","1,231",800
2021년05월_남_30~39세,"17,417","2,851","3,328","1,833","1,670","2,816","3,110","1,009",800
2021년05월_남_40~49세,"19,854","3,489","3,886","3,936","1,602","2,318","2,906",838,879
2021년05월_남_50~59세,"19,759","3,116","3,147","3,880","1,083","3,197","3,299","1,095",942
2021년05월_남_60~69세,"11,093","1,999","1,755","1,489",978,"1,803","1,598",639,832
2021년05월_남_70~79세,"3,562",687,578,563,334,480,479,207,234
2021년05월_남_80~89세,934,159,160,164,109,123,106,37,76
2021년05월_남_90~99세,68,15,11,12,10,8,9,2,1
2021년05월_남_100세 이상,4,0,0,1,0,1,0,0,2
2021년05월_여_총인구수,"105,184","18,121","19,730","19,033","8,031","13,792","17,652","4,201","4,624"
2021년05월_여_연령구간인구수,"105,184","18,121","19,730","19,033","8,031","13,792","17,652","4,201","4,624"
2021년05월_여_0~9세,"11,963","2,206","2,569","1,760","1,329","1,275","2,103",352,369
2021년05월_여_10~19세,"11,312","1,938","2,295","2,937",670,"1,023","1,749",354,346
2021년05월_여_20~29세,"11,605","1,804","2,009","2,156",500,"1,914","2,219",523,480
2021년05월_여_30~39세,"16,109","2,827","3,294","1,950","1,693","2,109","3,033",609,594
2021년05월_여_40~49세,"18,816","3,184","3,632","4,453","1,246","2,007","3,022",621,651
2021년05월_여_50~59세,"18,784","3,064","3,151","3,315","1,061","3,088","3,312",855,938
2021년05월_여_60~69세,"9,993","1,813","1,700","1,314",882,"1,542","1,375",580,787
2021년05월_여_70~79세,"4,049",834,659,707,347,505,484,194,319
2021년05월_여_80~89세,"2,154",379,361,374,252,273,299,92,124
2021년05월_여_90~99세,385,68,59,64,48,56,56,21,13
2021년05월_여_100세 이상,14,4,1,3,3,0,0,0,3
2021년06월_계_총인구수,"218,131","37,059","40,159","38,756","16,464","29,646","36,060","10,007","9,980"
2021년06월_계_연령구간인구수,"218,131","37,059","40,159","38,756","16,464","29,646","36,060","10,007","9,980"
2021년06월_계_0~9세,"24,516","4,511","5,291","3,593","2,613","2,690","4,364",713,741
2021년06월_계_10~19세,"23,564","3,969","4,714","6,183","1,387","2,146","3,629",763,773
2021년06월_계_20~29세,"26,987","4,087","4,405","4,907","1,152","4,499","4,913","1,745","1,279"
2021년06월_계_30~39세,"33,381","5,647","6,589","3,757","3,322","4,917","6,143","1,616","1,390"
2021년06월_계_40~49세,"38,685","6,696","7,539","8,383","2,874","4,301","5,913","1,454","1,525"
2021년06월_계_50~59세,"38,481","6,138","6,311","7,208","2,133","6,256","6,632","1,936","1,867"
2021년06월_계_60~69세,"21,290","3,849","3,472","2,838","1,868","3,378","3,025","1,226","1,634"
2021년06월_계_70~79세,"7,631","1,532","1,245","1,254",691,988,966,400,555
2021년06월_계_80~89세,"3,118",542,522,552,364,402,409,130,197
2021년06월_계_90~99세,460,84,70,77,58,67,66,24,14
2021년06월_계_100세 이상,18,4,1,4,2,2,0,0,5
2021년06월_남_총인구수,"113,009","18,949","20,421","19,731","8,441","15,892","18,400","5,811","5,364"
2021년06월_남_연령구간인구수,"113,009","18,949","20,421","19,731","8,441","15,892","18,400","5,811","5,364"
2021년06월_남_0~9세,"12,608","2,319","2,733","1,840","1,296","1,413","2,274",357,376
2021년06월_남_10~19세,"12,220","2,016","2,411","3,257",709,"1,124","1,869",409,425
2021년06월_남_20~29세,"15,462","2,299","2,401","2,749",650,"2,610","2,718","1,232",803
2021년06월_남_30~39세,"17,340","2,834","3,312","1,825","1,648","2,822","3,103","1,002",794
2021년06월_남_40~49세,"19,855","3,499","3,894","3,927","1,616","2,301","2,907",835,876
2021년06월_남_50~59세,"19,730","3,093","3,159","3,879","1,082","3,184","3,308","1,086",939
2021년06월_남_60~69세,"11,202","2,025","1,757","1,516",979,"1,821","1,623",645,836
2021년06월_남_70~79세,"3,578",690,584,557,341,484,481,205,236
2021년06월_남_80~89세,941,159,159,167,110,124,108,38,76
2021년06월_남_90~99세,69,15,11,13,10,8,9,2,1
2021년06월_남_100세 이상,4,0,0,1,0,1,0,0,2
2021년06월_여_총인구수,"105,122","18,110","19,738","19,025","8,023","13,754","17,660","4,196","4,616"
2021년06월_여_연령구간인구수,"105,122","18,110","19,738","19,025","8,023","13,754","17,660","4,196","4,616"
2021년06월_여_0~9세,"11,908","2,192","2,558","1,753","1,317","1,277","2,090",356,365
2021년06월_여_10~19세,"11,344","1,953","2,303","2,926",678,"1,022","1,760",354,348
2021년06월_여_20~29세,"11,525","1,788","2,004","2,158",502,"1,889","2,195",513,476
2021년06월_여_30~39세,"16,041","2,813","3,277","1,932","1,674","2,095","3,040",614,596
2021년06월_여_40~49세,"18,830","3,197","3,645","4,456","1,258","2,000","3,006",619,649
2021년06월_여_50~59세,"18,751","3,045","3,152","3,329","1,051","3,072","3,324",850,928
2021년06월_여_60~69세,"10,088","1,824","1,715","1,322",889,"1,557","1,402",581,798
2021년06월_여_70~79세,"4,053",842,661,697,350,504,485,195,319
2021년06월_여_80~89세,"2,177",383,363,385,254,278,301,92,121
2021년06월_여_90~99세,391,69,59,64,48,59,57,22,13
2021년06월_여_100세 이상,14,4,1,3,2,1,0,0,3
2021년07월_계_총인구수,"218,065","37,029","40,119","38,679","16,494","29,679","36,104","9,983","9,978"
2021년07월_계_연령구간인구수,"218,065","37,029","40,119","38,679","16,494","29,679","36,104","9,983","9,978"
2021년07월_계_0~9세,"24,426","4,479","5,282","3,569","2,604","2,694","4,355",710,733
2021년07월_계_10~19세,"23,644","3,989","4,717","6,168","1,414","2,153","3,661",756,786
2021년07월_계_20~29세,"26,784","4,054","4,369","4,890","1,134","4,463","4,849","1,750","1,275"
2021년07월_계_30~39세,"33,234","5,629","6,541","3,695","3,304","4,951","6,117","1,607","1,390"
2021년07월_계_40~49세,"38,704","6,693","7,536","8,372","2,897","4,293","5,946","1,449","1,518"
2021년07월_계_50~59세,"38,458","6,147","6,316","7,224","2,126","6,233","6,641","1,910","1,861"
2021년07월_계_60~69세,"21,527","3,880","3,509","2,865","1,892","3,427","3,076","1,242","1,636"
2021년07월_계_70~79세,"7,666","1,526","1,247","1,261",698,993,975,405,561
2021년07월_계_80~89세,"3,141",544,531,551,365,405,417,130,198
2021년07월_계_90~99세,463,84,70,80,58,65,67,24,15
2021년07월_계_100세 이상,18,4,1,4,2,2,0,0,5
2021년07월_남_총인구수,"112,942","18,924","20,366","19,696","8,460","15,925","18,398","5,803","5,370"
2021년07월_남_연령구간인구수,"112,942","18,924","20,366","19,696","8,460","15,925","18,398","5,803","5,370"
2021년07월_남_0~9세,"12,573","2,309","2,722","1,834","1,302","1,417","2,262",355,372
2021년07월_남_10~19세,"12,256","2,017","2,420","3,253",715,"1,127","1,888",404,432
2021년07월_남_20~29세,"15,351","2,275","2,373","2,736",647,"2,596","2,681","1,246",797
2021년07월_남_30~39세,"17,279","2,828","3,290","1,796","1,633","2,854","3,083",994,801
2021년07월_남_40~49세,"19,844","3,496","3,868","3,924","1,630","2,300","2,923",830,873
2021년07월_남_50~59세,"19,697","3,097","3,160","3,875","1,079","3,166","3,306","1,075",939
2021년07월_남_60~69세,"11,325","2,039","1,775","1,537",990,"1,845","1,650",653,836
2021년07월_남_70~79세,"3,597",690,585,560,343,487,487,206,239
2021년07월_남_80~89세,947,157,162,167,111,125,109,38,78
2021년07월_남_90~99세,69,16,11,13,10,7,9,2,1
2021년07월_남_100세 이상,4,0,0,1,0,1,0,0,2
2021년07월_여_총인구수,"105,123","18,105","19,753","18,983","8,034","13,754","17,706","4,180","4,608"
2021년07월_여_연령구간인구수,"105,123","18,105","19,753","18,983","8,034","13,754","17,706","4,180","4,608"
2021년07월_여_0~9세,"11,853","2,170","2,560","1,735","1,302","1,277","2,093",355,361
2021년07월_여_10~19세,"11,388","1,972","2,297","2,915",699,"1,026","1,773",352,354
2021년07월_여_20~29세,"11,433","1,779","1,996","2,154",487,"1,867","2,168",504,478
2021년07월_여_30~39세,"15,955","2,801","3,251","1,899","1,671","2,097","3,034",613,589
2021년07월_여_40~49세,"18,860","3,197","3,668","4,448","1,267","1,993","3,023",619,645
2021년07월_여_50~59세,"18,761","3,050","3,156","3,349","1,047","3,067","3,335",835,922
2021년07월_여_60~69세,"10,202","1,841","1,734","1,328",902,"1,582","1,426",589,800
2021년07월_여_70~79세,"4,069",836,662,701,355,506,488,199,322
2021년07월_여_80~89세,"2,194",387,369,384,254,280,308,92,120
2021년07월_여_90~99세,394,68,59,67,48,58,58,22,14
2021년07월_여_100세 이상,14,4,1,3,2,1,0,0,3
2021년08월_계_총인구수,"217,920","36,971","40,159","38,569","16,506","29,640","36,158","9,964","9,953"
2021년08월_계_연령구간인구수,"217,920","36,971","40,159","38,569","16,506","29,640","36,158","9,964","9,953"
2021년08월_계_0~9세,"24,333","4,448","5,277","3,528","2,591","2,692","4,358",707,732
2021년08월_계_10~19세,"23,629","4,000","4,727","6,153","1,430","2,133","3,668",749,769
2021년08월_계_20~29세,"26,610","4,000","4,340","4,858","1,128","4,434","4,821","1,766","1,263"
2021년08월_계_30~39세,"33,096","5,607","6,503","3,663","3,273","4,958","6,103","1,595","1,394"
2021년08월_계_40~49세,"38,673","6,689","7,573","8,310","2,922","4,268","5,958","1,444","1,509"
2021년08월_계_50~59세,"38,497","6,170","6,326","7,259","2,121","6,217","6,664","1,889","1,851"
2021년08월_계_60~69세,"21,725","3,891","3,547","2,890","1,913","3,455","3,118","1,259","1,652"
2021년08월_계_70~79세,"7,713","1,536","1,258","1,271",699,"1,008",980,400,561
2021년08월_계_80~89세,"3,161",545,535,554,365,409,420,132,201
2021년08월_계_90~99세,465,81,72,79,62,64,68,23,16
2021년08월_계_100세 이상,18,4,1,4,2,2,0,0,5
2021년08월_남_총인구수,"112,835","18,891","20,388","19,624","8,458","15,896","18,412","5,799","5,367"
2021년08월_남_연령구간인구수,"112,835","18,891","20,388","19,624","8,458","15,896","18,412","5,799","5,367"
2021년08월_남_0~9세,"12,529","2,296","2,721","1,814","1,297","1,416","2,259",352,374
2021년08월_남_10~19세,"12,236","2,016","2,426","3,241",721,"1,119","1,889",399,425
2021년08월_남_20~29세,"15,263","2,243","2,373","2,708",642,"2,588","2,656","1,258",795
2021년08월_남_30~39세,"17,190","2,825","3,252","1,781","1,615","2,846","3,077",989,805
2021년08월_남_40~49세,"19,831","3,491","3,889","3,894","1,645","2,281","2,935",827,869
2021년08월_남_50~59세,"19,704","3,107","3,173","3,884","1,073","3,161","3,308","1,065",933
2021년08월_남_60~69세,"11,434","2,045","1,790","1,554","1,003","1,857","1,680",663,842
2021년08월_남_70~79세,"3,621",697,592,564,340,496,484,206,242
2021년08월_남_80~89세,954,156,161,170,112,124,115,38,78
2021년08월_남_90~99세,69,15,11,13,10,7,9,2,2
2021년08월_남_100세 이상,4,0,0,1,0,1,0,0,2
2021년08월_여_총인구수,"105,085","18,080","19,771","18,945","8,048","13,744","17,746","4,165","4,586"
2021년08월_여_연령구간인구수,"105,085","18,080","19,771","18,945","8,048","13,744","17,746","4,165","4,586"
2021년08월_여_0~9세,"11,804","2,152","2,556","1,714","1,294","1,276","2,099",355,358
2021년08월_여_10~19세,"11,393","1,984","2,301","2,912",709,"1,014","1,779",350,344
2021년08월_여_20~29세,"11,347","1,757","1,967","2,150",486,"1,846","2,165",508,468
2021년08월_여_30~39세,"15,906","2,782","3,251","1,882","1,658","2,112","3,026",606,589
2021년08월_여_40~49세,"18,842","3,198","3,684","4,416","1,277","1,987","3,023",617,640
2021년08월_여_50~59세,"18,793","3,063","3,153","3,375","1,048","3,056","3,356",824,918
2021년08월_여_60~69세,"10,291","1,846","1,757","1,336",910,"1,598","1,438",596,810
2021년08월_여_70~79세,"4,092",839,666,707,359,512,496,194,319
2021년08월_여_80~89세,"2,207",389,374,384,253,285,305,94,123
2021년08월_여_90~99세,396,66,61,66,52,57,59,21,14
2021년08월_여_100세 이상,14,4,1,3,2,1,0,0,3
2021년09월_계_총인구수,"217,736","36,981","40,176","38,499","16,462","29,569","36,159","9,966","9,924"
2021년09월_계_연령구간인구수,"217,736","36,981","40,176","38,499","16,462","29,569","36,159","9,966","9,924"
2021년09월_계_0~9세,"24,221","4,429","5,267","3,499","2,564","2,674","4,343",717,728
2021년09월_계_10~19세,"23,659","4,020","4,751","6,133","1,435","2,110","3,691",749,770
2021년09월_계_20~29세,"26,429","3,972","4,296","4,834","1,129","4,407","4,772","1,766","1,253"
2021년09월_계_30~39세,"32,911","5,564","6,493","3,650","3,227","4,917","6,085","1,584","1,391"
2021년09월_계_40~49세,"38,691","6,708","7,597","8,270","2,946","4,246","5,970","1,446","1,508"
2021년09월_계_50~59세,"38,581","6,190","6,338","7,304","2,120","6,225","6,677","1,878","1,849"
2021년09월_계_60~69세,"21,836","3,918","3,562","2,895","1,910","3,499","3,141","1,268","1,643"
2021년09월_계_70~79세,"7,762","1,543","1,264","1,285",707,"1,014",986,402,561
2021년09월_계_80~89세,"3,165",554,536,550,358,410,424,132,201
2021년09월_계_90~99세,462,79,71,75,64,65,70,24,14
2021년09월_계_100세 이상,19,4,1,4,2,2,0,0,6
2021년09월_남_총인구수,"112,757","18,897","20,410","19,584","8,436","15,858","18,420","5,802","5,350"
2021년09월_남_연령구간인구수,"112,757","18,897","20,410","19,584","8,436","15,858","18,420","5,802","5,350"
2021년09월_남_0~9세,"12,482","2,288","2,722","1,799","1,285","1,407","2,252",356,373
2021년09월_남_10~19세,"12,259","2,026","2,440","3,239",727,"1,105","1,904",397,421
2021년09월_남_20~29세,"15,150","2,221","2,350","2,689",637,"2,573","2,627","1,259",794
2021년09월_남_30~39세,"17,112","2,807","3,249","1,782","1,587","2,827","3,073",988,799
2021년09월_남_40~49세,"19,827","3,501","3,902","3,860","1,654","2,272","2,943",827,868
2021년09월_남_50~59세,"19,742","3,114","3,177","3,906","1,076","3,162","3,311","1,059",937
2021년09월_남_60~69세,"11,497","2,057","1,802","1,558","1,005","1,881","1,690",670,834
2021년09월_남_70~79세,"3,651",707,595,568,344,497,490,207,243
2021년09월_남_80~89세,963,161,162,169,111,126,120,37,77
2021년09월_남_90~99세,70,15,11,13,10,7,10,2,2
2021년09월_남_100세 이상,4,0,0,1,0,1,0,0,2
2021년09월_여_총인구수,"104,979","18,084","19,766","18,915","8,026","13,711","17,739","4,164","4,574"
2021년09월_여_연령구간인구수,"104,979","18,084","19,766","18,915","8,026","13,711","17,739","4,164","4,574"
2021년09월_여_0~9세,"11,739","2,141","2,545","1,700","1,279","1,267","2,091",361,355
2021년09월_여_10~19세,"11,400","1,994","2,311","2,894",708,"1,005","1,787",352,349
2021년09월_여_20~29세,"11,279","1,751","1,946","2,145",492,"1,834","2,145",507,459
2021년09월_여_30~39세,"15,799","2,757","3,244","1,868","1,640","2,090","3,012",596,592
2021년09월_여_40~49세,"18,864","3,207","3,695","4,410","1,292","1,974","3,027",619,640
2021년09월_여_50~59세,"18,839","3,076","3,161","3,398","1,044","3,063","3,366",819,912
2021년09월_여_60~69세,"10,339","1,861","1,760","1,337",905,"1,618","1,451",598,809
2021년09월_여_70~79세,"4,111",836,669,717,363,517,496,195,318
2021년09월_여_80~89세,"2,202",393,374,381,247,284,304,95,124
2021년09월_여_90~99세,392,64,60,62,54,58,60,22,12
2021년09월_여_100세 이상,15,4,1,3,2,1,0,0,4
2021년10월_계_총인구수,"217,750","36,936","40,264","38,406","16,436","29,570","36,269","9,953","9,916"
2021년10월_계_연령구간인구수,"217,750","36,936","40,264","38,406","16,436","29,570","36,269","9,953","9,916"
2021년10월_계_0~9세,"24,164","4,410","5,245","3,455","2,571","2,685","4,353",719,726
2021년10월_계_10~19세,"23,663","4,003","4,785","6,112","1,437","2,102","3,704",748,772
2021년10월_계_20~29세,"26,237","3,946","4,257","4,819","1,102","4,368","4,742","1,751","1,252"
2021년10월_계_30~39세,"32,829","5,530","6,494","3,629","3,200","4,942","6,068","1,589","1,377"
2021년10월_계_40~49세,"38,729","6,721","7,635","8,231","2,957","4,236","6,007","1,443","1,499"
2021년10월_계_50~59세,"38,677","6,205","6,371","7,329","2,120","6,215","6,716","1,871","1,850"
2021년10월_계_60~69세,"22,000","3,933","3,593","2,914","1,909","3,532","3,190","1,275","1,654"
2021년10월_계_70~79세,"7,790","1,552","1,262","1,293",715,"1,016",984,402,566
2021년10월_계_80~89세,"3,180",554,549,545,358,408,434,132,200
2021년10월_계_90~99세,461,78,72,75,65,63,71,23,14
2021년10월_계_100세 이상,20,4,1,4,2,3,0,0,6
2021년10월_남_총인구수,"112,783","18,892","20,464","19,542","8,423","15,857","18,462","5,795","5,348"
2021년10월_남_연령구간인구수,"112,783","18,892","20,464","19,542","8,423","15,857","18,462","5,795","5,348"
2021년10월_남_0~9세,"12,459","2,277","2,713","1,781","1,291","1,411","2,252",357,377
2021년10월_남_10~19세,"12,253","2,018","2,450","3,228",729,"1,097","1,915",397,419
2021년10월_남_20~29세,"15,054","2,205","2,350","2,680",623,"2,548","2,598","1,254",796
2021년10월_남_30~39세,"17,088","2,797","3,245","1,775","1,569","2,856","3,068",991,787
2021년10월_남_40~49세,"19,851","3,513","3,919","3,836","1,663","2,268","2,963",824,865
2021년10월_남_50~59세,"19,789","3,127","3,192","3,921","1,078","3,145","3,332","1,052",942
2021년10월_남_60~69세,"11,570","2,066","1,825","1,564",996,"1,898","1,711",674,836
2021년10월_남_70~79세,"3,671",713,592,573,351,501,490,206,245
2021년10월_남_80~89세,972,160,166,170,113,125,123,38,77
2021년10월_남_90~99세,72,16,12,13,10,7,10,2,2
2021년10월_남_100세 이상,4,0,0,1,0,1,0,0,2
2021년10월_여_총인구수,"104,967","18,044","19,800","18,864","8,013","13,713","17,807","4,158","4,568"
2021년10월_여_연령구간인구수,"104,967","18,044","19,800","18,864","8,013","13,713","17,807","4,158","4,568"
2021년10월_여_0~9세,"11,705","2,133","2,532","1,674","1,280","1,274","2,101",362,349
2021년10월_여_10~19세,"11,410","1,985","2,335","2,884",708,"1,005","1,789",351,353
2021년10월_여_20~29세,"11,183","1,741","1,907","2,139",479,"1,820","2,144",497,456
2021년10월_여_30~39세,"15,741","2,733","3,249","1,854","1,631","2,086","3,000",598,590
2021년10월_여_40~49세,"18,878","3,208","3,716","4,395","1,294","1,968","3,044",619,634
2021년10월_여_50~59세,"18,888","3,078","3,179","3,408","1,042","3,070","3,384",819,908
2021년10월_여_60~69세,"10,430","1,867","1,768","1,350",913,"1,634","1,479",601,818
2021년10월_여_70~79세,"4,119",839,670,720,364,515,494,196,321
2021년10월_여_80~89세,"2,208",394,383,375,245,283,311,94,123
2021년10월_여_90~99세,389,62,60,62,55,56,61,21,12
2021년10월_여_100세 이상,16,4,1,3,2,2,0,0,4
2021년11월_계_총인구수,"218,258","36,807","41,165","38,271","16,436","29,500","36,306","9,891","9,882"
2021년11월_계_연령구간인구수,"218,258","36,807","41,165","38,271","16,436","29,500","36,306","9,891","9,882"
2021년11월_계_0~9세,"24,088","4,369","5,342","3,415","2,561","2,653","4,324",704,720
2021년11월_계_10~19세,"23,735","3,984","4,888","6,094","1,442","2,089","3,721",752,765
2021년11월_계_20~29세,"26,201","3,912","4,339","4,797","1,095","4,352","4,750","1,719","1,237"
2021년11월_계_30~39세,"32,840","5,466","6,699","3,606","3,187","4,907","6,025","1,577","1,373"
2021년11월_계_40~49세,"38,855","6,719","7,814","8,154","2,961","4,232","6,038","1,446","1,491"
2021년11월_계_50~59세,"38,792","6,194","6,506","7,338","2,111","6,211","6,736","1,857","1,839"
2021년11월_계_60~69세,"22,204","3,967","3,661","2,942","1,930","3,554","3,207","1,281","1,662"
2021년11월_계_70~79세,"7,850","1,552","1,285","1,292",722,"1,029",997,403,570
2021년11월_계_80~89세,"3,204",560,557,555,358,404,434,132,204
2021년11월_계_90~99세,469,80,73,73,67,67,74,20,15
2021년11월_계_100세 이상,20,4,1,5,2,2,0,0,6
2021년11월_남_총인구수,"113,003","18,837","20,921","19,459","8,429","15,805","18,473","5,744","5,335"
2021년11월_남_연령구간인구수,"113,003","18,837","20,921","19,459","8,429","15,805","18,473","5,744","5,335"
2021년11월_남_0~9세,"12,412","2,257","2,764","1,755","1,291","1,389","2,234",347,375
2021년11월_남_10~19세,"12,277","2,014","2,491","3,216",727,"1,091","1,923",396,419
2021년11월_남_20~29세,"15,012","2,180","2,400","2,657",621,"2,540","2,599","1,232",783
2021년11월_남_30~39세,"17,106","2,778","3,365","1,765","1,563","2,825","3,042",981,787
2021년11월_남_40~49세,"19,936","3,517","3,998","3,812","1,661","2,273","2,990",823,862
2021년11월_남_50~59세,"19,805","3,113","3,256","3,913","1,077","3,142","3,328","1,043",933
2021년11월_남_60~69세,"11,683","2,082","1,860","1,580","1,010","1,903","1,729",675,844
2021년11월_남_70~79세,"3,709",715,605,570,356,512,495,206,250
2021년11월_남_80~89세,986,164,171,176,112,123,123,39,78
2021년11월_남_90~99세,74,17,11,14,11,7,10,2,2
2021년11월_남_100세 이상,3,0,0,1,0,0,0,0,2
2021년11월_여_총인구수,"105,255","17,970","20,244","18,812","8,007","13,695","17,833","4,147","4,547"
2021년11월_여_연령구간인구수,"105,255","17,970","20,244","18,812","8,007","13,695","17,833","4,147","4,547"
2021년11월_여_0~9세,"11,676","2,112","2,578","1,660","1,270","1,264","2,090",357,345
2021년11월_여_10~19세,"11,458","1,970","2,397","2,878",715,998,"1,798",356,346
2021년11월_여_20~29세,"11,189","1,732","1,939","2,140",474,"1,812","2,151",487,454
2021년11월_여_30~39세,"15,734","2,688","3,334","1,841","1,624","2,082","2,983",596,586
2021년11월_여_40~49세,"18,919","3,202","3,816","4,342","1,300","1,959","3,048",623,629
2021년11월_여_50~59세,"18,987","3,081","3,250","3,425","1,034","3,069","3,408",814,906
2021년11월_여_60~69세,"10,521","1,885","1,801","1,362",920,"1,651","1,478",606,818
2021년11월_여_70~79세,"4,141",837,680,722,366,517,502,197,320
2021년11월_여_80~89세,"2,218",396,386,379,246,281,311,93,126
2021년11월_여_90~99세,395,63,62,59,56,60,64,18,13
2021년11월_여_100세 이상,17,4,1,4,2,2,0,0,4
2021년12월_계_총인구수,"218,735","36,757","41,750","38,117","16,403","29,520","36,399","9,883","9,906"
2021년12월_계_연령구간인구수,"218,735","36,757","41,750","38,117","16,403","29,520","36,399","9,883","9,906"
2021년12월_계_0~9세,"24,039","4,330","5,429","3,363","2,528","2,655","4,311",706,717
2021년12월_계_10~19세,"23,783","3,995","4,933","6,075","1,460","2,082","3,729",747,762
2021년12월_계_20~29세,"26,213","3,888","4,395","4,786","1,077","4,343","4,754","1,724","1,246"
2021년12월_계_30~39세,"32,810","5,419","6,811","3,552","3,162","4,898","6,007","1,578","1,383"
2021년12월_계_40~49세,"39,009","6,737","7,934","8,107","2,984","4,239","6,077","1,448","1,483"
2021년12월_계_50~59세,"38,898","6,189","6,609","7,347","2,110","6,201","6,745","1,842","1,855"
2021년12월_계_60~69세,"22,365","3,974","3,708","2,962","1,932","3,584","3,256","1,283","1,666"
2021년12월_계_70~79세,"7,904","1,573","1,293","1,285",725,"1,044","1,009",405,570
2021년12월_계_80~89세,"3,224",569,557,562,355,408,438,129,206
2021년12월_계_90~99세,473,79,80,73,68,64,72,21,16
2021년12월_계_100세 이상,17,4,1,5,2,2,1,0,2
2021년12월_남_총인구수,"113,265","18,825","21,216","19,387","8,410","15,820","18,515","5,734","5,358"
2021년12월_남_연령구간인구수,"113,265","18,825","21,216","19,387","8,410","15,820","18,515","5,734","5,358"
2021년12월_남_0~9세,"12,400","2,239","2,815","1,737","1,274","1,395","2,222",343,375
2021년12월_남_10~19세,"12,289","2,023","2,510","3,201",734,"1,084","1,924",393,420
2021년12월_남_20~29세,"15,040","2,172","2,437","2,657",611,"2,539","2,604","1,233",787
2021년12월_남_30~39세,"17,110","2,765","3,423","1,738","1,556","2,820","3,030",981,797
2021년12월_남_40~49세,"20,001","3,520","4,050","3,789","1,668","2,278","3,012",826,858
2021년12월_남_50~59세,"19,842","3,112","3,304","3,910","1,075","3,133","3,329","1,037",942
2021년12월_남_60~69세,"11,777","2,090","1,891","1,592","1,009","1,918","1,757",673,847
2021년12월_남_70~79세,"3,726",719,604,567,359,518,501,206,252
2021년12월_남_80~89세,"1,006",170,171,182,111,128,126,40,78
2021년12월_남_90~99세,73,15,11,13,13,7,10,2,2
2021년12월_남_100세 이상,1,0,0,1,0,0,0,0,0
2021년12월_여_총인구수,"105,470","17,932","20,534","18,730","7,993","13,700","17,884","4,149","4,548"
2021년12월_여_연령구간인구수,"105,470","17,932","20,534","18,730","7,993","13,700","17,884","4,149","4,548"
2021년12월_여_0~9세,"11,639","2,091","2,614","1,626","1,254","1,260","2,089",363,342
2021년12월_여_10~19세,"11,494","1,972","2,423","2,874",726,998,"1,805",354,342
2021년12월_여_20~29세,"11,173","1,716","1,958","2,129",466,"1,804","2,150",491,459
2021년12월_여_30~39세,"15,700","2,654","3,388","1,814","1,606","2,078","2,977",597,586
2021년12월_여_40~49세,"19,008","3,217","3,884","4,318","1,316","1,961","3,065",622,625
2021년12월_여_50~59세,"19,056","3,077","3,305","3,437","1,035","3,068","3,416",805,913
2021년12월_여_60~69세,"10,588","1,884","1,817","1,370",923,"1,666","1,499",610,819
2021년12월_여_70~79세,"4,178",854,689,718,366,526,508,199,318
2021년12월_여_80~89세,"2,218",399,386,380,244,280,312,89,128
2021년12월_여_90~99세,400,64,69,60,55,57,62,19,14
2021년12월_여_100세 이상,16,4,1,4,2,2,1,0,2
