카테고리,강원도 정선군,강원도 정선군 정선읍,강원도 정선군 고한읍,강원도 정선군 사북읍,강원도 정선군 신동읍,강원도 정선군 신동읍함백출장소,강원도 정선군 남면,강원도 정선군 북평면,강원도 정선군 임계면,강원도 정선군 화암면,강원도 정선군 여량면
2021년06월_남_0~9세,876,328,139,143,33,16,74,50,43,23,27
2021년06월_남_10~19세,"1,270",512,104,185,58,56,91,84,79,50,51
2021년06월_남_20~29세,"1,567",570,173,236,71,68,120,111,95,67,56
2021년06월_남_30~39세,"1,614",461,394,223,52,58,161,78,104,29,54
2021년06월_남_40~49세,"2,752",848,424,416,121,97,265,160,189,103,129
2021년06월_남_50~59세,"3,755","1,014",407,507,200,180,336,270,413,227,201
2021년06월_남_60~69세,"4,065",978,394,484,241,183,445,287,504,241,308
2021년06월_남_70~79세,"1,974",481,225,217,100,98,169,158,265,108,153
2021년06월_남_80~89세,777,181,60,68,54,35,60,79,141,39,60
2021년06월_남_90~99세,57,17,3,0,3,3,3,8,13,2,5
2021년06월_남_100세 이상,8,1,0,4,0,3,0,0,0,0,0
2021년06월_여_총인구수,"17,237","5,123","2,107","2,229",882,784,"1,509","1,248","1,649",763,943
2021년06월_여_연령구간인구수,"17,237","5,123","2,107","2,229",882,784,"1,509","1,248","1,649",763,943
2021년06월_여_0~9세,824,293,132,135,31,24,71,47,52,20,19
2021년06월_여_10~19세,"1,187",460,130,176,65,43,89,84,70,37,33
2021년06월_여_20~29세,"1,133",397,148,160,43,49,87,65,80,42,62
2021년06월_여_30~39세,"1,293",439,281,207,43,30,105,60,59,29,40
2021년06월_여_40~49세,"1,992",763,259,320,81,59,162,127,101,65,55
2021년06월_여_50~59세,"3,012",861,321,391,153,138,290,216,324,146,172
2021년06월_여_60~69세,"3,629",860,437,459,198,181,366,277,408,192,251
2021년06월_여_70~79세,"2,432",605,274,261,162,158,203,188,285,132,164
2021년06월_여_80~89세,"1,466",361,111,106,97,90,120,149,228,81,123
2021년06월_여_90~99세,259,81,14,13,9,11,15,34,40,19,23
2021년06월_여_100세 이상,10,3,0,1,0,1,1,1,2,0,1
2021년07월_계_총인구수,"35,902","10,494","4,421","4,708","1,811","1,575","3,236","2,525","3,495","1,646","1,991"
2021년07월_계_연령구간인구수,"35,902","10,494","4,421","4,708","1,811","1,575","3,236","2,525","3,495","1,646","1,991"
2021년07월_계_0~9세,"1,683",615,270,278,64,40,142,92,91,45,46
2021년07월_계_10~19세,"2,459",973,232,365,121,97,182,173,149,85,82
2021년07월_계_20~29세,"2,700",967,321,396,115,118,207,173,176,108,119
2021년07월_계_30~39세,"2,859",883,669,425,95,89,255,134,159,58,92
2021년07월_계_40~49세,"4,748","1,607",691,737,200,157,432,285,291,164,184
2021년07월_계_50~59세,"6,734","1,872",723,887,346,314,625,489,736,371,371
2021년07월_계_60~69세,"7,737","1,840",830,950,443,364,819,566,921,436,568
2021년07월_계_70~79세,"4,392","1,083",497,478,261,253,371,345,547,239,318
2021년07월_계_80~89세,"2,254",551,172,174,154,125,183,224,370,119,182
2021년07월_계_90~99세,318,99,16,13,12,14,19,43,53,21,28
2021년07월_계_100세 이상,18,4,0,5,0,4,1,1,2,0,1
2021년07월_남_총인구수,"18,700","5,387","2,324","2,475",931,790,"1,729","1,279","1,850",885,"1,050"
2021년07월_남_연령구간인구수,"18,700","5,387","2,324","2,475",931,790,"1,729","1,279","1,850",885,"1,050"
2021년07월_남_0~9세,870,326,139,142,34,16,72,48,42,24,27
2021년07월_남_10~19세,"1,268",513,102,189,57,54,92,84,78,49,50
2021년07월_남_20~29세,"1,569",573,176,233,69,70,122,110,94,65,57
2021년07월_남_30~39세,"1,584",452,390,218,54,57,155,74,103,29,52
2021년07월_남_40~49세,"2,754",851,430,411,120,97,268,157,189,100,131
2021년07월_남_50~59세,"3,750","1,011",406,502,197,177,340,273,415,227,202
2021년07월_남_60~69세,"4,087",977,391,491,243,185,448,288,510,243,311
2021년07월_남_70~79세,"1,976",483,227,218,99,95,169,158,264,108,155
2021년07월_남_80~89세,776,183,60,67,55,33,60,79,142,38,59
2021년07월_남_90~99세,58,17,3,0,3,3,3,8,13,2,6
2021년07월_남_100세 이상,8,1,0,4,0,3,0,0,0,0,0
2021년07월_여_총인구수,"17,202","5,107","2,097","2,233",880,785,"1,507","1,246","1,645",761,941
2021년07월_여_연령구간인구수,"17,202","5,107","2,097","2,233",880,785,"1,507","1,246","1,645",761,941
2021년07월_여_0~9세,813,289,131,136,30,24,70,44,49,21,19
2021년07월_여_10~19세,"1,191",460,130,176,64,43,90,89,71,36,32
2021년07월_여_20~29세,"1,131",394,145,163,46,48,85,63,82,43,62
2021년07월_여_30~39세,"1,275",431,279,207,41,32,100,60,56,29,40
2021년07월_여_40~49세,"1,994",756,261,326,80,60,164,128,102,64,53
2021년07월_여_50~59세,"2,984",861,317,385,149,137,285,216,321,144,169
2021년07월_여_60~69세,"3,650",863,439,459,200,179,371,278,411,193,257
2021년07월_여_70~79세,"2,416",600,270,260,162,158,202,187,283,131,163
2021년07월_여_80~89세,"1,478",368,112,107,99,92,123,145,228,81,123
2021년07월_여_90~99세,260,82,13,13,9,11,16,35,40,19,22
2021년07월_여_100세 이상,10,3,0,1,0,1,1,1,2,0,1
2021년08월_계_총인구수,"35,838","10,465","4,409","4,700","1,824","1,563","3,237","2,514","3,491","1,644","1,991"
2021년08월_계_연령구간인구수,"35,838","10,465","4,409","4,700","1,824","1,563","3,237","2,514","3,491","1,644","1,991"
2021년08월_계_0~9세,"1,674",608,269,277,66,40,139,93,91,45,46
2021년08월_계_10~19세,"2,452",979,234,359,119,96,188,168,146,83,80
2021년08월_계_20~29세,"2,683",957,324,394,120,116,200,170,174,106,122
2021년08월_계_30~39세,"2,840",873,666,419,95,86,253,136,159,60,93
2021년08월_계_40~49세,"4,716","1,592",685,736,205,153,436,277,290,157,185
2021년08월_계_50~59세,"6,716","1,872",717,893,344,310,625,487,728,373,367
2021년08월_계_60~69세,"7,765","1,845",827,950,449,367,824,565,929,442,567
2021년08월_계_70~79세,"4,391","1,083",497,479,258,253,367,348,549,237,320
2021년08월_계_80~89세,"2,262",551,174,175,156,124,183,227,370,119,183
2021년08월_계_90~99세,321,101,16,13,12,14,21,42,53,22,27
2021년08월_계_100세 이상,18,4,0,5,0,4,1,1,2,0,1
2021년08월_남_총인구수,"18,664","5,366","2,320","2,471",940,781,"1,725","1,276","1,849",885,"1,051"
2021년08월_남_연령구간인구수,"18,664","5,366","2,320","2,471",940,781,"1,725","1,276","1,849",885,"1,051"
2021년08월_남_0~9세,865,322,139,142,35,16,69,49,42,24,27
2021년08월_남_10~19세,"1,263",515,103,185,54,55,96,83,75,48,49
2021년08월_남_20~29세,"1,563",567,178,232,73,67,118,108,96,64,60
2021년08월_남_30~39세,"1,571",444,388,214,54,55,155,75,103,30,53
2021년08월_남_40~49세,"2,732",844,425,411,122,95,267,153,187,97,131
2021년08월_남_50~59세,"3,748","1,016",404,505,197,173,337,273,414,228,201
2021년08월_남_60~69세,"4,099",975,392,491,248,187,451,287,514,246,308
2021년08월_남_70~79세,"1,978",481,229,220,99,95,166,161,262,108,157
2021년08월_남_80~89세,778,183,59,67,55,32,63,79,143,38,59
2021년08월_남_90~99세,59,18,3,0,3,3,3,8,13,2,6
2021년08월_남_100세 이상,8,1,0,4,0,3,0,0,0,0,0
2021년08월_여_총인구수,"17,174","5,099","2,089","2,229",884,782,"1,512","1,238","1,642",759,940
2021년08월_여_연령구간인구수,"17,174","5,099","2,089","2,229",884,782,"1,512","1,238","1,642",759,940
2021년08월_여_0~9세,809,286,130,135,31,24,70,44,49,21,19
2021년08월_여_10~19세,"1,189",464,131,174,65,41,92,85,71,35,31
2021년08월_여_20~29세,"1,120",390,146,162,47,49,82,62,78,42,62
2021년08월_여_30~39세,"1,269",429,278,205,41,31,98,61,56,30,40
2021년08월_여_40~49세,"1,984",748,260,325,83,58,169,124,103,60,54
2021년08월_여_50~59세,"2,968",856,313,388,147,137,288,214,314,145,166
2021년08월_여_60~69세,"3,666",870,435,459,201,180,373,278,415,196,259
2021년08월_여_70~79세,"2,413",602,268,259,159,158,201,187,287,129,163
2021년08월_여_80~89세,"1,484",368,115,108,101,92,120,148,227,81,124
2021년08월_여_90~99세,262,83,13,13,9,11,18,34,40,20,21
2021년08월_여_100세 이상,10,3,0,1,0,1,1,1,2,0,1
2021년09월_계_총인구수,"35,717","10,432","4,394","4,674","1,812","1,569","3,208","2,517","3,481","1,641","1,989"
2021년09월_계_연령구간인구수,"35,717","10,432","4,394","4,674","1,812","1,569","3,208","2,517","3,481","1,641","1,989"
2021년09월_계_0~9세,"1,662",607,271,272,65,38,135,93,91,44,46
2021년09월_계_10~19세,"2,432",965,232,364,117,100,183,167,141,82,81
2021년09월_계_20~29세,"2,628",943,316,381,114,113,194,171,172,103,121
2021년09월_계_30~39세,"2,819",877,658,417,92,84,246,136,157,60,92
2021년09월_계_40~49세,"4,676","1,573",677,731,201,154,433,282,290,152,183
2021년09월_계_50~59세,"6,707","1,872",716,892,348,313,621,481,719,380,365
2021년09월_계_60~69세,"7,798","1,855",833,944,451,369,826,569,938,444,569
2021년09월_계_70~79세,"4,383","1,080",498,475,259,254,363,350,548,235,321
2021년09월_계_80~89세,"2,275",556,177,180,153,126,184,225,372,120,182
2021년09월_계_90~99세,319,100,16,13,12,14,22,42,51,21,28
2021년09월_계_100세 이상,18,4,0,5,0,4,1,1,2,0,1
2021년09월_남_총인구수,"18,607","5,353","2,307","2,454",934,785,"1,707","1,280","1,847",891,"1,049"
2021년09월_남_연령구간인구수,"18,607","5,353","2,307","2,454",934,785,"1,707","1,280","1,847",891,"1,049"
2021년09월_남_0~9세,856,321,140,139,33,14,68,49,42,23,27
2021년09월_남_10~19세,"1,254",507,103,188,54,57,92,83,73,48,49
2021년09월_남_20~29세,"1,532",559,175,220,70,63,116,108,98,64,59
2021년09월_남_30~39세,"1,562",448,380,215,53,55,152,74,102,30,53
2021년09월_남_40~49세,"2,699",834,417,409,118,95,259,157,186,96,128
2021년09월_남_50~59세,"3,762","1,021",405,504,201,178,339,270,408,234,202
2021년09월_남_60~69세,"4,119",978,396,488,249,189,451,290,520,249,309
2021년09월_남_70~79세,"1,972",479,229,218,99,97,164,162,259,107,158
2021년09월_남_80~89세,782,187,59,69,54,31,62,79,147,37,57
2021년09월_남_90~99세,60,17,3,0,3,3,4,8,12,3,7
2021년09월_남_100세 이상,9,2,0,4,0,3,0,0,0,0,0
2021년09월_여_총인구수,"17,110","5,079","2,087","2,220",878,784,"1,501","1,237","1,634",750,940
2021년09월_여_연령구간인구수,"17,110","5,079","2,087","2,220",878,784,"1,501","1,237","1,634",750,940
2021년09월_여_0~9세,806,286,131,133,32,24,67,44,49,21,19
2021년09월_여_10~19세,"1,178",458,129,176,63,43,91,84,68,34,32
2021년09월_여_20~29세,"1,096",384,141,161,44,50,78,63,74,39,62
2021년09월_여_30~39세,"1,257",429,278,202,39,29,94,62,55,30,39
2021년09월_여_40~49세,"1,977",739,260,322,83,59,174,125,104,56,55
2021년09월_여_50~59세,"2,945",851,311,388,147,135,282,211,311,146,163
2021년09월_여_60~69세,"3,679",877,437,456,202,180,375,279,418,195,260
2021년09월_여_70~79세,"2,411",601,269,257,160,157,199,188,289,128,163
2021년09월_여_80~89세,"1,493",369,118,111,99,95,122,146,225,83,125
2021년09월_여_90~99세,259,83,13,13,9,11,18,34,39,18,21
2021년09월_여_100세 이상,9,2,0,1,0,1,1,1,2,0,1
2021년10월_계_총인구수,"35,659","10,442","4,367","4,677","1,819","1,579","3,190","2,498","3,457","1,637","1,993"
2021년10월_계_연령구간인구수,"35,659","10,442","4,367","4,677","1,819","1,579","3,190","2,498","3,457","1,637","1,993"
2021년10월_계_0~9세,"1,660",613,266,277,66,38,130,88,90,46,46
2021년10월_계_10~19세,"2,427",963,231,365,117,102,183,161,141,82,82
2021년10월_계_20~29세,"2,612",946,307,383,117,112,192,166,168,101,120
2021년10월_계_30~39세,"2,794",874,646,412,94,85,241,138,154,60,90
2021년10월_계_40~49세,"4,664","1,576",678,737,200,155,429,273,286,148,182
2021년10월_계_50~59세,"6,672","1,862",705,884,349,316,615,483,716,377,365
2021년10월_계_60~69세,"7,853","1,869",841,952,451,377,828,569,943,449,574
2021년10월_계_70~79세,"4,363","1,076",498,475,260,248,361,351,541,231,322
2021년10월_계_80~89세,"2,282",556,178,179,153,128,188,226,368,123,183
2021년10월_계_90~99세,320,103,17,12,12,14,22,42,50,20,28
2021년10월_계_100세 이상,12,4,0,1,0,4,1,1,0,0,1
2021년10월_남_총인구수,"18,585","5,359","2,298","2,447",940,791,"1,701","1,269","1,837",892,"1,051"
2021년10월_남_연령구간인구수,"18,585","5,359","2,298","2,447",940,791,"1,701","1,269","1,837",892,"1,051"
2021년10월_남_0~9세,855,322,138,140,33,14,67,48,42,24,27
2021년10월_남_10~19세,"1,256",510,102,189,54,57,92,80,73,48,51
2021년10월_남_20~29세,"1,533",566,172,219,73,63,116,105,95,64,60
2021년10월_남_30~39세,"1,545",446,374,214,55,55,146,74,100,30,51
2021년10월_남_40~49세,"2,691",832,418,411,119,96,259,152,184,93,127
2021년10월_남_50~59세,"3,741","1,016",401,497,200,180,337,270,404,234,202
2021년10월_남_60~69세,"4,155",980,403,493,248,197,451,292,528,251,312
2021년10월_남_70~79세,"1,960",478,226,216,100,94,167,161,255,106,157
2021년10월_남_80~89세,783,188,61,68,55,29,62,80,144,39,57
2021년10월_남_90~99세,61,19,3,0,3,3,4,7,12,3,7
2021년10월_남_100세 이상,5,2,0,0,0,3,0,0,0,0,0
2021년10월_여_총인구수,"17,074","5,083","2,069","2,230",879,788,"1,489","1,229","1,620",745,942
2021년10월_여_연령구간인구수,"17,074","5,083","2,069","2,230",879,788,"1,489","1,229","1,620",745,942
2021년10월_여_0~9세,805,291,128,137,33,24,63,40,48,22,19
2021년10월_여_10~19세,"1,171",453,129,176,63,45,91,81,68,34,31
2021년10월_여_20~29세,"1,079",380,135,164,44,49,76,61,73,37,60
2021년10월_여_30~39세,"1,249",428,272,198,39,30,95,64,54,30,39
2021년10월_여_40~49세,"1,973",744,260,326,81,59,170,121,102,55,55
2021년10월_여_50~59세,"2,931",846,304,387,149,136,278,213,312,143,163
2021년10월_여_60~69세,"3,698",889,438,459,203,180,377,277,415,198,262
2021년10월_여_70~79세,"2,403",598,272,259,160,154,194,190,286,125,165
2021년10월_여_80~89세,"1,499",368,117,111,98,99,126,146,224,84,126
2021년10월_여_90~99세,259,84,14,12,9,11,18,35,38,17,21
2021년10월_여_100세 이상,7,2,0,1,0,1,1,1,0,0,1
2021년11월_계_총인구수,"35,639","10,441","4,358","4,687","1,821","1,582","3,179","2,493","3,452","1,640","1,986"
2021년11월_계_연령구간인구수,"35,639","10,441","4,358","4,687","1,821","1,582","3,179","2,493","3,452","1,640","1,986"
2021년11월_계_0~9세,"1,633",605,264,276,65,38,123,83,88,46,45
2021년11월_계_10~19세,"2,422",968,226,365,117,101,184,159,141,81,80
2021년11월_계_20~29세,"2,593",946,295,387,113,109,189,165,169,102,118
2021년11월_계_30~39세,"2,781",872,650,400,96,83,237,139,155,60,89
2021년11월_계_40~49세,"4,648","1,564",685,745,198,151,427,269,281,150,178
2021년11월_계_50~59세,"6,678","1,868",698,886,352,320,615,487,712,376,364
2021년11월_계_60~69세,"7,894","1,875",841,960,453,386,831,570,947,453,578
2021년11월_계_70~79세,"4,369","1,077",499,474,263,248,362,350,543,229,324
2021년11월_계_80~89세,"2,290",558,183,180,151,129,188,228,367,124,182
2021년11월_계_90~99세,321,104,17,13,13,15,22,42,49,19,27
2021년11월_계_100세 이상,10,4,0,1,0,2,1,1,0,0,1
2021년11월_남_총인구수,"18,573","5,364","2,294","2,444",944,791,"1,692","1,262","1,836",895,"1,051"
2021년11월_남_연령구간인구수,"18,573","5,364","2,294","2,444",944,791,"1,692","1,262","1,836",895,"1,051"
2021년11월_남_0~9세,839,319,134,140,31,14,63,46,42,24,26
2021년11월_남_10~19세,"1,250",513,102,185,54,56,92,78,72,48,50
2021년11월_남_20~29세,"1,523",566,165,223,71,62,115,104,95,62,60
2021년11월_남_30~39세,"1,544",446,377,210,56,53,144,76,101,30,51
2021년11월_남_40~49세,"2,673",820,422,414,117,93,259,148,182,94,124
2021년11월_남_50~59세,"3,742","1,023",399,491,203,185,337,270,399,234,201
2021년11월_남_60~69세,"4,179",983,402,498,253,201,450,290,530,256,316
2021년11월_남_70~79세,"1,976",482,228,217,101,95,166,163,260,105,159
2021년11월_남_80~89세,780,191,62,65,54,28,62,79,143,39,57
2021년11월_남_90~99세,64,19,3,1,4,3,4,8,12,3,7
2021년11월_남_100세 이상,3,2,0,0,0,1,0,0,0,0,0
2021년11월_여_총인구수,"17,066","5,077","2,064","2,243",877,791,"1,487","1,231","1,616",745,935
2021년11월_여_연령구간인구수,"17,066","5,077","2,064","2,243",877,791,"1,487","1,231","1,616",745,935
2021년11월_여_0~9세,794,286,130,136,34,24,60,37,46,22,19
2021년11월_여_10~19세,"1,172",455,124,180,63,45,92,81,69,33,30
2021년11월_여_20~29세,"1,070",380,130,164,42,47,74,61,74,40,58
2021년11월_여_30~39세,"1,237",426,273,190,40,30,93,63,54,30,38
2021년11월_여_40~49세,"1,975",744,263,331,81,58,168,121,99,56,54
2021년11월_여_50~59세,"2,936",845,299,395,149,135,278,217,313,142,163
2021년11월_여_60~69세,"3,715",892,439,462,200,185,381,280,417,197,262
2021년11월_여_70~79세,"2,393",595,271,257,162,153,196,187,283,124,165
2021년11월_여_80~89세,"1,510",367,121,115,97,101,126,149,224,85,125
2021년11월_여_90~99세,257,85,14,12,9,12,18,34,37,16,20
2021년11월_여_100세 이상,7,2,0,1,0,1,1,1,0,0,1
2021년12월_계_총인구수,"35,675","10,460","4,363","4,694","1,822","1,592","3,172","2,476","3,475","1,630","1,991"
2021년12월_계_연령구간인구수,"35,675","10,460","4,363","4,694","1,822","1,592","3,172","2,476","3,475","1,630","1,991"
2021년12월_계_0~9세,"1,628",605,265,274,63,41,123,81,86,44,46
2021년12월_계_10~19세,"2,412",961,226,365,116,102,186,155,142,80,79
2021년12월_계_20~29세,"2,625",960,302,385,116,111,187,163,178,100,123
2021년12월_계_30~39세,"2,755",865,639,404,96,82,231,134,156,59,89
2021년12월_계_40~49세,"4,626","1,558",684,740,196,155,428,262,279,145,179
2021년12월_계_50~59세,"6,682","1,879",702,889,352,314,608,487,716,377,358
2021년12월_계_60~69세,"7,925","1,874",840,968,456,390,834,572,955,454,582
2021년12월_계_70~79세,"4,373","1,088",502,470,264,248,361,349,541,223,327
2021년12월_계_80~89세,"2,312",562,186,185,150,132,188,228,373,128,180
2021년12월_계_90~99세,327,104,17,13,13,15,25,44,49,20,27
2021년12월_계_100세 이상,10,4,0,1,0,2,1,1,0,0,1
2021년12월_남_총인구수,"18,565","5,366","2,290","2,444",948,794,"1,686","1,252","1,845",889,"1,051"
2021년12월_남_연령구간인구수,"18,565","5,366","2,290","2,444",948,794,"1,686","1,252","1,845",889,"1,051"
2021년12월_남_0~9세,835,316,135,138,29,16,63,46,41,24,27
2021년12월_남_10~19세,"1,240",508,101,183,55,57,92,75,72,48,49
2021년12월_남_20~29세,"1,532",574,168,219,72,62,112,103,99,61,62
2021년12월_남_30~39세,"1,528",441,368,213,59,51,140,73,102,30,51
2021년12월_남_40~49세,"2,656",815,420,411,117,95,260,144,179,91,124
2021년12월_남_50~59세,"3,744","1,030",403,492,202,183,333,267,401,234,199
2021년12월_남_60~69세,"4,195",984,400,504,254,202,454,293,534,255,315
2021년12월_남_70~79세,"1,977",486,226,216,102,95,167,163,261,101,160
2021년12월_남_80~89세,790,191,66,67,54,29,60,80,144,42,57
2021년12월_남_90~99세,65,19,3,1,4,3,5,8,12,3,7
2021년12월_남_100세 이상,3,2,0,0,0,1,0,0,0,0,0
2021년12월_여_총인구수,"17,110","5,094","2,073","2,250",874,798,"1,486","1,224","1,630",741,940
2021년12월_여_연령구간인구수,"17,110","5,094","2,073","2,250",874,798,"1,486","1,224","1,630",741,940
2021년12월_여_0~9세,793,289,130,136,34,25,60,35,45,20,19
2021년12월_여_10~19세,"1,172",453,125,182,61,45,94,80,70,32,30
2021년12월_여_20~29세,"1,093",386,134,166,44,49,75,60,79,39,61
2021년12월_여_30~39세,"1,227",424,271,191,37,31,91,61,54,29,38
2021년12월_여_40~49세,"1,970",743,264,329,79,60,168,118,100,54,55
2021년12월_여_50~59세,"2,938",849,299,397,150,131,275,220,315,143,159
2021년12월_여_60~69세,"3,730",890,440,464,202,188,380,279,421,199,267
2021년12월_여_70~79세,"2,396",602,276,254,162,153,194,186,280,122,167
2021년12월_여_80~89세,"1,522",371,120,118,96,103,128,148,229,86,123
2021년12월_여_90~99세,262,85,14,12,9,12,20,36,37,17,20
2021년12월_여_100세 이상,7,2,0,1,0,1,1,1,0,0,1
