카테고리,충청남도 보령시,충청남도 보령시 웅천읍,충청남도 보령시 주포면,충청남도 보령시 오천면,충청남도 보령시 오천면어항출장소,충청남도 보령시 오천면원산도출장소,충청남도 보령시 천북면,충청남도 보령시 청소면,충청남도 보령시 청라면,충청남도 보령시 남포면,충청남도 보령시 주산면,충청남도 보령시 미산면,충청남도 보령시 성주면,충청남도 보령시 주교면,충청남도 보령시 대천1동,충청남도 보령시 대천2동,충청남도 보령시 대천3동,충청남도 보령시 대천4동,충청남도 보령시 대천5동,충청남도 보령시 원산도출장소
2021년05월_남_40~49세,"7,467",325,96,161,132,,197,120,229,269,119,100,160,411,"1,134",569,"1,552","1,356",470,67
2021년05월_남_50~59세,"8,948",598,159,232,187,,325,244,367,510,196,143,221,512,"1,224",601,"1,292","1,325",668,144
2021년05월_남_60~69세,"8,629",776,214,249,192,,417,299,463,628,293,238,234,543,"1,001",476,880,902,694,130
2021년05월_남_70~79세,"5,067",478,114,178,91,,295,237,305,395,223,155,155,341,556,278,391,437,353,85
2021년05월_남_80~89세,"2,276",217,37,87,41,,148,120,158,197,150,82,51,152,204,142,140,142,164,44
2021년05월_남_90~99세,211,28,4,8,4,,7,15,10,20,19,9,3,16,17,7,10,15,15,4
2021년05월_남_100세 이상,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021년05월_여_총인구수,"48,791","3,001",786,"1,024",756,,"1,677","1,296","1,927","2,542","1,233",821,"1,115","2,472","7,041","3,434","8,200","7,911","3,042",513
2021년05월_여_연령구간인구수,"48,791","3,001",786,"1,024",756,,"1,677","1,296","1,927","2,542","1,233",821,"1,115","2,472","7,041","3,434","8,200","7,911","3,042",513
2021년05월_여_0~9세,"2,915",59,20,26,30,,57,23,56,58,12,24,30,91,486,238,791,770,129,15
2021년05월_여_10~19세,"3,914",150,49,53,44,,76,41,93,126,45,21,46,152,704,326,932,851,177,28
2021년05월_여_20~29세,"3,830",126,49,60,44,,87,56,103,147,42,26,74,162,691,326,873,761,180,23
2021년05월_여_30~39세,"4,171",139,43,41,51,,73,48,84,110,43,36,63,147,711,333,"1,071",951,206,21
2021년05월_여_40~49세,"6,156",225,63,85,81,,123,80,146,197,68,35,102,257,"1,086",521,"1,444","1,347",263,33
2021년05월_여_50~59세,"7,779",487,114,153,125,,253,176,301,414,159,107,173,406,"1,165",552,"1,277","1,274",566,77
2021년05월_여_60~69세,"8,960",767,186,261,188,,402,299,444,591,288,201,290,560,"1,109",530,970,"1,015",738,121
2021년05월_여_70~79세,"6,188",568,149,177,95,,287,277,371,455,290,197,210,373,700,369,512,571,488,99
2021년05월_여_80~89세,"4,104",396,94,136,82,,273,254,274,352,232,142,114,276,338,211,288,314,246,82
2021년05월_여_90~99세,738,84,19,31,15,,45,42,49,83,53,32,12,47,50,27,40,51,44,14
2021년05월_여_100세 이상,36,0,0,1,1,,1,0,6,9,1,0,1,1,1,1,2,6,5,0
2021년06월_계_총인구수,"98,993","6,097","1,666","2,165","1,636",,"3,477","2,602","3,899","5,155","2,434","1,697","2,195","5,206","14,224","6,875","16,450","15,745","6,352","1,118"
2021년06월_계_연령구간인구수,"98,993","6,097","1,666","2,165","1,636",,"3,477","2,602","3,899","5,155","2,434","1,697","2,195","5,206","14,224","6,875","16,450","15,745","6,352","1,118"
2021년06월_계_0~9세,"5,858",133,36,41,61,,109,59,119,142,40,40,71,180,"1,004",469,"1,575","1,520",230,29
2021년06월_계_10~19세,"8,135",293,103,112,102,,173,105,198,244,93,59,108,318,"1,428",649,"1,934","1,784",371,61
2021년06월_계_20~29세,"9,309",378,191,137,125,,212,142,262,369,105,80,155,460,"1,647",726,"1,985","1,774",494,67
2021년06월_계_30~39세,"9,093",337,82,117,114,,209,138,198,276,101,72,140,369,"1,557",740,"2,156","1,898",530,59
2021년06월_계_40~49세,"13,624",555,159,245,213,,324,201,376,470,188,134,262,661,"2,216","1,087","2,986","2,707",739,101
2021년06월_계_50~59세,"16,633","1,076",270,382,313,,573,411,663,913,355,250,390,911,"2,377","1,153","2,556","2,603","1,222",215
2021년06월_계_60~69세,"17,698","1,550",405,515,379,,828,602,912,"1,229",583,441,522,"1,107","2,120","1,014","1,865","1,923","1,447",256
2021년06월_계_70~79세,"11,259","1,046",267,353,184,,580,510,671,851,513,354,361,710,"1,263",648,911,"1,007",844,186
2021년06월_계_80~89세,"6,393",615,129,224,126,,416,376,436,546,382,225,170,425,544,354,431,455,413,126
2021년06월_계_90~99세,949,114,24,38,18,,52,58,58,104,72,42,15,64,67,34,48,65,58,18
2021년06월_계_100세 이상,42,0,0,1,1,,1,0,6,11,2,0,1,1,1,1,3,9,4,0
2021년06월_남_총인구수,"50,235","3,097",879,"1,141",881,,"1,800","1,306","1,971","2,603","1,200",872,"1,085","2,747","7,197","3,450","8,252","7,838","3,312",604
2021년06월_남_연령구간인구수,"50,235","3,097",879,"1,141",881,,"1,800","1,306","1,971","2,603","1,200",872,"1,085","2,747","7,197","3,450","8,252","7,838","3,312",604
2021년06월_남_0~9세,"2,962",72,16,14,30,,54,36,62,79,29,20,42,92,524,235,787,753,103,14
2021년06월_남_10~19세,"4,219",145,56,60,57,,96,64,106,119,47,36,62,166,727,320,"1,000",930,194,34
2021년06월_남_20~29세,"5,496",253,142,76,81,,125,85,156,222,66,53,83,300,955,408,"1,122","1,012",314,43
2021년06월_남_30~39세,"4,943",196,40,78,65,,135,89,116,166,57,36,76,223,850,404,"1,085",963,326,38
2021년06월_남_40~49세,"7,474",329,95,160,131,,201,122,228,270,119,99,162,405,"1,132",574,"1,551","1,354",474,68
2021년06월_남_50~59세,"8,892",593,156,229,189,,320,240,363,503,197,141,218,504,"1,223",605,"1,280","1,328",664,139
2021년06월_남_60~69세,"8,688",785,218,252,191,,422,300,468,631,293,239,232,550,"1,006",477,883,903,703,135
2021년06월_남_70~79세,"5,073",478,115,177,90,,294,233,305,395,224,157,153,340,560,278,395,437,356,86
2021년06월_남_80~89세,"2,270",217,37,87,43,,146,122,158,195,148,81,54,150,203,142,140,140,164,43
2021년06월_남_90~99세,211,29,4,8,4,,7,15,9,21,19,10,3,17,17,7,8,15,14,4
2021년06월_남_100세 이상,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021년06월_여_총인구수,"48,758","3,000",787,"1,024",755,,"1,677","1,296","1,928","2,552","1,234",825,"1,110","2,459","7,027","3,425","8,198","7,907","3,040",514
2021년06월_여_연령구간인구수,"48,758","3,000",787,"1,024",755,,"1,677","1,296","1,928","2,552","1,234",825,"1,110","2,459","7,027","3,425","8,198","7,907","3,040",514
2021년06월_여_0~9세,"2,896",61,20,27,31,,55,23,57,63,11,20,29,88,480,234,788,767,127,15
2021년06월_여_10~19세,"3,916",148,47,52,45,,77,41,92,125,46,23,46,152,701,329,934,854,177,27
2021년06월_여_20~29세,"3,813",125,49,61,44,,87,57,106,147,39,27,72,160,692,318,863,762,180,24
2021년06월_여_30~39세,"4,150",141,42,39,49,,74,49,82,110,44,36,64,146,707,336,"1,071",935,204,21
2021년06월_여_40~49세,"6,150",226,64,85,82,,123,79,148,200,69,35,100,256,"1,084",513,"1,435","1,353",265,33
2021년06월_여_50~59세,"7,741",483,114,153,124,,253,171,300,410,158,109,172,407,"1,154",548,"1,276","1,275",558,76
2021년06월_여_60~69세,"9,010",765,187,263,188,,406,302,444,598,290,202,290,557,"1,114",537,982,"1,020",744,121
2021년06월_여_70~79세,"6,186",568,152,176,94,,286,277,366,456,289,197,208,370,703,370,516,570,488,100
2021년06월_여_80~89세,"4,123",398,92,137,83,,270,254,278,351,234,144,116,275,341,212,291,315,249,83
2021년06월_여_90~99세,738,85,20,30,14,,45,43,49,83,53,32,12,47,50,27,40,50,44,14
2021년06월_여_100세 이상,35,0,0,1,1,,1,0,6,9,1,0,1,1,1,1,2,6,4,0
2021년07월_계_총인구수,"98,922","6,091","1,669","2,163","1,645",,"3,478","2,604","3,889","5,145","2,418","1,707","2,187","5,201","14,181","6,864","16,446","15,759","6,361","1,114"
2021년07월_계_연령구간인구수,"98,922","6,091","1,669","2,163","1,645",,"3,478","2,604","3,889","5,145","2,418","1,707","2,187","5,201","14,181","6,864","16,446","15,759","6,361","1,114"
2021년07월_계_0~9세,"5,811",127,35,41,63,,107,55,112,136,40,41,71,179,"1,000",459,"1,568","1,513",236,28
2021년07월_계_10~19세,"8,130",292,98,111,103,,168,104,204,243,88,60,109,313,"1,416",657,"1,941","1,788",374,61
2021년07월_계_20~29세,"9,280",378,195,137,127,,215,148,253,372,104,83,151,455,"1,635",720,"1,973","1,775",494,65
2021년07월_계_30~39세,"9,081",337,82,120,114,,211,136,201,268,99,69,138,370,"1,550",737,"2,160","1,902",530,57
2021년07월_계_40~49세,"13,544",556,156,241,212,,322,200,372,466,183,134,258,657,"2,192","1,085","2,986","2,685",737,102
2021년07월_계_50~59세,"16,623","1,069",271,385,311,,571,412,665,911,356,246,385,905,"2,387","1,150","2,550","2,615","1,222",212
2021년07월_계_60~69세,"17,777","1,561",405,515,387,,836,600,913,"1,236",584,449,526,"1,122","2,119","1,012","1,868","1,938","1,448",258
2021년07월_계_70~79세,"11,267","1,044",274,351,185,,581,513,668,852,505,355,361,708,"1,272",647,910,"1,013",843,185
2021년07월_계_80~89세,"6,429",613,130,225,124,,415,378,438,548,385,228,172,430,541,361,440,459,415,127
2021년07월_계_90~99세,938,114,23,36,18,,51,58,57,102,72,42,15,61,68,35,47,62,58,19
2021년07월_계_100세 이상,42,0,0,1,1,,1,0,6,11,2,0,1,1,1,1,3,9,4,0
2021년07월_남_총인구수,"50,211","3,096",882,"1,139",886,,"1,807","1,311","1,960","2,592","1,193",877,"1,082","2,741","7,172","3,457","8,246","7,849","3,317",604
2021년07월_남_연령구간인구수,"50,211","3,096",882,"1,139",886,,"1,807","1,311","1,960","2,592","1,193",877,"1,082","2,741","7,172","3,457","8,246","7,849","3,317",604
2021년07월_남_0~9세,"2,946",69,15,14,32,,54,33,58,75,29,21,41,93,518,232,788,752,109,13
2021년07월_남_10~19세,"4,202",143,51,59,56,,92,61,109,120,45,36,63,163,721,325,996,934,192,36
2021년07월_남_20~29세,"5,485",254,147,77,82,,130,90,149,223,65,53,81,297,948,408,"1,120","1,009",309,43
2021년07월_남_30~39세,"4,938",197,39,79,66,,137,88,120,161,57,34,75,224,848,405,"1,084",959,329,36
2021년07월_남_40~49세,"7,442",330,94,158,130,,200,122,224,268,117,99,161,399,"1,117",580,"1,549","1,350",475,69
2021년07월_남_50~59세,"8,889",589,158,231,186,,319,243,359,499,196,141,216,501,"1,232",601,"1,280","1,336",666,136
2021년07월_남_60~69세,"8,735",789,218,249,197,,426,301,473,635,294,244,235,558,"1,008",473,883,912,702,138
2021년07월_남_70~79세,"5,080",480,120,176,91,,297,233,301,394,219,157,154,337,562,280,396,440,356,87
2021년07월_남_80~89세,"2,278",216,36,88,42,,145,125,159,194,150,82,53,154,201,146,141,140,164,42
2021년07월_남_90~99세,209,29,4,8,4,,7,15,8,21,20,10,3,15,17,7,8,14,15,4
2021년07월_남_100세 이상,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021년07월_여_총인구수,"48,711","2,995",787,"1,024",759,,"1,671","1,293","1,929","2,553","1,225",830,"1,105","2,460","7,009","3,407","8,200","7,910","3,044",510
2021년07월_여_연령구간인구수,"48,711","2,995",787,"1,024",759,,"1,671","1,293","1,929","2,553","1,225",830,"1,105","2,460","7,009","3,407","8,200","7,910","3,044",510
2021년07월_여_0~9세,"2,865",58,20,27,31,,53,22,54,61,11,20,30,86,482,227,780,761,127,15
2021년07월_여_10~19세,"3,928",149,47,52,47,,76,43,95,123,43,24,46,150,695,332,945,854,182,25
2021년07월_여_20~29세,"3,795",124,48,60,45,,85,58,104,149,39,30,70,158,687,312,853,766,185,22
2021년07월_여_30~39세,"4,143",140,43,41,48,,74,48,81,107,42,35,63,146,702,332,"1,076",943,201,21
2021년07월_여_40~49세,"6,102",226,62,83,82,,122,78,148,198,66,35,97,258,"1,075",505,"1,437","1,335",262,33
2021년07월_여_50~59세,"7,734",480,113,154,125,,252,169,306,412,160,105,169,404,"1,155",549,"1,270","1,279",556,76
2021년07월_여_60~69세,"9,042",772,187,266,190,,410,299,440,601,290,205,291,564,"1,111",539,985,"1,026",746,120
2021년07월_여_70~79세,"6,187",564,154,175,94,,284,280,367,458,286,198,207,371,710,367,514,573,487,98
2021년07월_여_80~89세,"4,151",397,94,137,82,,270,253,279,354,235,146,119,276,340,215,299,319,251,85
2021년07월_여_90~99세,729,85,19,28,14,,44,43,49,81,52,32,12,46,51,28,39,48,43,15
2021년07월_여_100세 이상,35,0,0,1,1,,1,0,6,9,1,0,1,1,1,1,2,6,4,0
2021년08월_계_총인구수,"98,726","6,086","1,653","2,161","1,637",,"3,471","2,594","3,885","5,131","2,416","1,706","2,182","5,179","14,177","6,851","16,403","15,742","6,336","1,116"
2021년08월_계_연령구간인구수,"98,726","6,086","1,653","2,161","1,637",,"3,471","2,594","3,885","5,131","2,416","1,706","2,182","5,179","14,177","6,851","16,403","15,742","6,336","1,116"
2021년08월_계_0~9세,"5,770",126,33,41,64,,105,55,111,136,37,40,70,174,"1,006",455,"1,546","1,508",236,27
2021년08월_계_10~19세,"8,094",291,95,111,102,,169,103,204,242,86,59,108,314,"1,417",653,"1,925","1,789",363,63
2021년08월_계_20~29세,"9,241",373,189,134,124,,211,150,251,367,107,84,152,446,"1,617",719,"1,983","1,782",488,64
2021년08월_계_30~39세,"9,034",335,82,121,111,,209,131,201,260,97,69,140,372,"1,555",739,"2,139","1,881",534,58
2021년08월_계_40~49세,"13,444",554,154,237,214,,322,196,371,458,183,131,256,644,"2,175","1,071","2,966","2,679",733,100
2021년08월_계_50~59세,"16,611","1,063",267,388,305,,566,412,661,915,356,247,382,909,"2,384","1,156","2,559","2,617","1,214",210
2021년08월_계_60~69세,"17,808","1,568",408,514,386,,836,597,913,"1,237",583,445,525,"1,124","2,134","1,014","1,875","1,941","1,447",261
2021년08월_계_70~79세,"11,291","1,042",274,354,184,,581,514,675,856,508,358,361,701,"1,274",649,917,"1,014",845,184
2021년08월_계_80~89세,"6,450",618,129,223,127,,418,376,434,549,385,232,171,432,546,361,443,461,415,130
2021년08월_계_90~99세,942,116,22,37,19,,53,60,58,101,72,41,16,62,68,33,47,61,57,19
2021년08월_계_100세 이상,41,0,0,1,1,,1,0,6,10,2,0,1,1,1,1,3,9,4,0
2021년08월_남_총인구수,"50,108","3,095",868,"1,141",882,,"1,806","1,302","1,961","2,584","1,196",878,"1,077","2,736","7,152","3,456","8,220","7,851","3,300",603
2021년08월_남_연령구간인구수,"50,108","3,095",868,"1,141",882,,"1,806","1,302","1,961","2,584","1,196",878,"1,077","2,736","7,152","3,456","8,220","7,851","3,300",603
2021년08월_남_0~9세,"2,921",70,13,14,32,,52,34,59,76,27,20,40,90,516,228,780,751,106,13
2021년08월_남_10~19세,"4,171",144,50,59,56,,94,60,108,119,45,37,61,162,721,322,979,931,187,36
2021년08월_남_20~29세,"5,473",250,140,76,81,,128,91,149,220,65,53,83,293,940,409,"1,128","1,020",305,42
2021년08월_남_30~39세,"4,912",198,39,80,65,,138,86,118,156,57,34,76,225,838,404,"1,074",955,333,36
2021년08월_남_40~49세,"7,382",328,95,156,131,,202,117,224,263,118,97,159,392,"1,108",576,"1,533","1,344",471,68
2021년08월_남_50~59세,"8,879",586,154,235,181,,317,244,359,501,198,140,216,508,"1,226",604,"1,287","1,331",659,133
2021년08월_남_60~69세,"8,762",793,219,247,198,,423,298,475,634,291,245,235,559,"1,018",477,886,918,705,141
2021년08월_남_70~79세,"5,096",482,120,178,90,,298,232,304,397,221,158,152,334,564,280,401,442,357,86
2021년08월_남_80~89세,"2,291",215,35,88,44,,146,124,157,195,153,84,52,158,204,148,141,141,162,44
2021년08월_남_90~99세,214,29,3,8,4,,8,16,8,21,20,10,3,15,17,8,10,15,15,4
2021년08월_남_100세 이상,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021년08월_여_총인구수,"48,618","2,991",785,"1,020",755,,"1,665","1,292","1,924","2,547","1,220",828,"1,105","2,443","7,025","3,395","8,183","7,891","3,036",513
2021년08월_여_연령구간인구수,"48,618","2,991",785,"1,020",755,,"1,665","1,292","1,924","2,547","1,220",828,"1,105","2,443","7,025","3,395","8,183","7,891","3,036",513
2021년08월_여_0~9세,"2,849",56,20,27,32,,53,21,52,60,10,20,30,84,490,227,766,757,130,14
2021년08월_여_10~19세,"3,923",147,45,52,46,,75,43,96,123,41,22,47,152,696,331,946,858,176,27
2021년08월_여_20~29세,"3,768",123,49,58,43,,83,59,102,147,42,31,69,153,677,310,855,762,183,22
2021년08월_여_30~39세,"4,122",137,43,41,46,,71,45,83,104,40,35,64,147,717,335,"1,065",926,201,22
2021년08월_여_40~49세,"6,062",226,59,81,83,,120,79,147,195,65,34,97,252,"1,067",495,"1,433","1,335",262,32
2021년08월_여_50~59세,"7,732",477,113,153,124,,249,168,302,414,158,107,166,401,"1,158",552,"1,272","1,286",555,77
2021년08월_여_60~69세,"9,046",775,189,267,188,,413,299,438,603,292,200,290,565,"1,116",537,989,"1,023",742,120
2021년08월_여_70~79세,"6,195",560,154,176,94,,283,282,371,459,287,200,209,367,710,369,516,572,488,98
2021년08월_여_80~89세,"4,159",403,94,135,83,,272,252,277,354,232,148,119,274,342,213,302,320,253,86
2021년08월_여_90~99세,728,87,19,29,15,,45,44,50,80,52,31,13,47,51,25,37,46,42,15
2021년08월_여_100세 이상,34,0,0,1,1,,1,0,6,8,1,0,1,1,1,1,2,6,4,0
2021년09월_계_총인구수,"98,620","6,074","1,647","2,167","1,628",,"3,464","2,588","3,871","5,129","2,409","1,703","2,184","5,181","14,138","6,847","16,410","15,738","6,327","1,115"
2021년09월_계_연령구간인구수,"98,620","6,074","1,647","2,167","1,628",,"3,464","2,588","3,871","5,129","2,409","1,703","2,184","5,181","14,138","6,847","16,410","15,738","6,327","1,115"
2021년09월_계_0~9세,"5,721",127,32,41,58,,106,54,109,136,35,40,71,169,994,451,"1,538","1,497",236,27
2021년09월_계_10~19세,"8,080",290,93,113,104,,170,98,197,242,85,58,106,318,"1,405",654,"1,930","1,791",363,63
2021년09월_계_20~29세,"9,138",359,178,134,124,,208,149,249,357,108,82,151,447,"1,604",709,"1,962","1,771",482,64
2021년09월_계_30~39세,"8,998",334,83,122,104,,208,128,201,264,94,69,141,367,"1,553",737,"2,143","1,867",524,59
2021년09월_계_40~49세,"13,420",553,156,234,215,,320,201,362,453,179,130,256,645,"2,161","1,065","2,971","2,693",727,99
2021년09월_계_50~59세,"16,603","1,062",268,385,304,,560,407,654,913,354,244,383,907,"2,391","1,149","2,572","2,627","1,214",209
2021년09월_계_60~69세,"17,868","1,568",410,523,386,,838,596,920,"1,241",590,446,526,"1,130","2,139","1,020","1,878","1,943","1,454",260
2021년09월_계_70~79세,"11,316","1,044",274,353,188,,583,514,681,856,503,358,359,705,"1,263",661,924,"1,018",846,186
2021년09월_계_80~89세,"6,473",618,131,224,125,,411,381,434,551,387,234,174,428,558,366,442,460,420,129
2021년09월_계_90~99세,962,119,22,37,19,,59,60,58,106,72,42,16,64,69,34,47,62,57,19
2021년09월_계_100세 이상,41,0,0,1,1,,1,0,6,10,2,0,1,1,1,1,3,9,4,0
2021년09월_남_총인구수,"50,024","3,090",863,"1,142",875,,"1,799","1,298","1,952","2,583","1,193",875,"1,079","2,733","7,132","3,448","8,201","7,866","3,294",601
2021년09월_남_연령구간인구수,"50,024","3,090",863,"1,142",875,,"1,799","1,298","1,952","2,583","1,193",875,"1,079","2,733","7,132","3,448","8,201","7,866","3,294",601
2021년09월_남_0~9세,"2,900",70,12,15,28,,53,34,59,77,25,20,41,86,511,228,774,747,107,13
2021년09월_남_10~19세,"4,165",144,48,60,57,,94,58,106,117,45,36,61,164,714,323,979,937,186,36
2021년09월_남_20~29세,"5,393",241,131,75,81,,125,89,147,214,63,51,83,293,937,401,"1,100","1,015",306,41
2021년09월_남_30~39세,"4,883",196,38,78,62,,137,84,118,159,56,34,78,223,832,405,"1,075",950,322,36
2021년09월_남_40~49세,"7,365",332,98,154,130,,199,120,217,259,118,97,158,391,"1,100",571,"1,534","1,353",467,67
2021년09월_남_50~59세,"8,872",583,155,232,181,,313,241,355,502,194,140,214,504,"1,226",601,"1,296","1,340",662,133
2021년09월_남_60~69세,"8,800",796,222,256,197,,426,298,477,636,296,244,237,563,"1,024",476,886,921,705,140
2021년09월_남_70~79세,"5,121",484,120,176,92,,298,233,309,399,220,159,151,336,560,285,405,444,362,88
2021년09월_남_80~89세,"2,299",215,36,89,43,,145,126,156,195,154,83,53,157,210,150,141,140,163,43
2021년09월_남_90~99세,219,29,3,7,4,,9,15,8,23,21,11,3,16,18,8,10,16,14,4
2021년09월_남_100세 이상,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021년09월_여_총인구수,"48,596","2,984",784,"1,025",753,,"1,665","1,290","1,919","2,546","1,216",828,"1,105","2,448","7,006","3,399","8,209","7,872","3,033",514
2021년09월_여_연령구간인구수,"48,596","2,984",784,"1,025",753,,"1,665","1,290","1,919","2,546","1,216",828,"1,105","2,448","7,006","3,399","8,209","7,872","3,033",514
2021년09월_여_0~9세,"2,821",57,20,26,30,,53,20,50,59,10,20,30,83,483,223,764,750,129,14
2021년09월_여_10~19세,"3,915",146,45,53,47,,76,40,91,125,40,22,45,154,691,331,951,854,177,27
2021년09월_여_20~29세,"3,745",118,47,59,43,,83,60,102,143,45,31,68,154,667,308,862,756,176,23
2021년09월_여_30~39세,"4,115",138,45,44,42,,71,44,83,105,38,35,63,144,721,332,"1,068",917,202,23
2021년09월_여_40~49세,"6,055",221,58,80,85,,121,81,145,194,61,33,98,254,"1,061",494,"1,437","1,340",260,32
2021년09월_여_50~59세,"7,731",479,113,153,123,,247,166,299,411,160,104,169,403,"1,165",548,"1,276","1,287",552,76
2021년09월_여_60~69세,"9,068",772,188,267,189,,412,298,443,605,294,202,289,567,"1,115",544,992,"1,022",749,120
2021년09월_여_70~79세,"6,195",560,154,177,96,,285,281,372,457,283,199,208,369,703,376,519,574,484,98
2021년09월_여_80~89세,"4,174",403,95,135,82,,266,255,278,356,233,151,121,271,348,216,301,320,257,86
2021년09월_여_90~99세,743,90,19,30,15,,50,45,50,83,51,31,13,48,51,26,37,46,43,15
2021년09월_여_100세 이상,34,0,0,1,1,,1,0,6,8,1,0,1,1,1,1,2,6,4,0
2021년10월_계_총인구수,"98,535","6,065","1,644","2,158","1,621",,"3,444","2,588","3,860","5,137","2,399","1,705","2,181","5,176","14,162","6,804","16,421","15,730","6,327","1,113"
2021년10월_계_연령구간인구수,"98,535","6,065","1,644","2,158","1,621",,"3,444","2,588","3,860","5,137","2,399","1,705","2,181","5,176","14,162","6,804","16,421","15,730","6,327","1,113"
2021년10월_계_0~9세,"5,683",128,33,39,56,,101,57,106,138,33,40,70,164,"1,002",429,"1,533","1,493",234,27
2021년10월_계_10~19세,"8,065",289,89,113,103,,168,100,197,245,86,59,104,318,"1,401",651,"1,930","1,787",365,60
2021년10월_계_20~29세,"9,116",355,174,136,124,,207,143,247,357,104,84,152,447,"1,616",706,"1,957","1,755",487,65
2021년10월_계_30~39세,"8,961",332,85,117,104,,204,128,198,266,93,67,138,362,"1,565",727,"2,124","1,871",519,61
2021년10월_계_40~49세,"13,380",553,153,231,214,,314,205,357,451,173,132,251,643,"2,151","1,053","2,980","2,692",728,99
2021년10월_계_50~59세,"16,629","1,060",269,388,302,,558,406,647,918,356,244,386,912,"2,400","1,151","2,576","2,638","1,209",209
2021년10월_계_60~69세,"17,874","1,572",411,524,387,,839,596,927,"1,242",588,444,525,"1,119","2,138","1,019","1,894","1,940","1,454",255
2021년10월_계_70~79세,"11,333","1,035",273,353,188,,588,513,682,852,507,358,360,716,"1,262",663,931,"1,014",849,189
2021년10월_계_80~89세,"6,493",621,134,220,121,,408,382,433,553,384,235,177,431,556,369,447,468,423,131
2021년10월_계_90~99세,961,120,23,36,21,,56,58,60,105,73,42,17,63,70,35,46,63,56,17
2021년10월_계_100세 이상,40,0,0,1,1,,1,0,6,10,2,0,1,1,1,1,3,9,3,0
2021년10월_남_총인구수,"49,996","3,079",861,"1,136",870,,"1,791","1,296","1,945","2,586","1,190",874,"1,079","2,728","7,144","3,435","8,220","7,870","3,291",601
2021년10월_남_연령구간인구수,"49,996","3,079",861,"1,136",870,,"1,791","1,296","1,945","2,586","1,190",874,"1,079","2,728","7,144","3,435","8,220","7,870","3,291",601
2021년10월_남_0~9세,"2,882",70,12,14,25,,50,35,58,75,23,19,41,80,513,218,775,753,108,13
2021년10월_남_10~19세,"4,157",144,45,59,56,,94,59,105,121,47,36,61,166,714,322,978,931,186,33
2021년10월_남_20~29세,"5,378",238,128,76,82,,124,83,146,212,63,52,82,291,945,398,"1,104","1,008",304,42
2021년10월_남_30~39세,"4,869",191,41,73,61,,136,84,115,157,56,32,76,220,844,401,"1,069",954,320,39
2021년10월_남_40~49세,"7,327",332,93,152,130,,195,124,212,256,113,97,157,392,"1,084",569,"1,538","1,351",465,67
2021년10월_남_50~59세,"8,907",582,157,236,179,,315,240,352,508,196,141,214,506,"1,235",604,"1,301","1,349",660,132
2021년10월_남_60~69세,"8,813",798,223,255,197,,423,300,483,637,295,243,239,560,"1,023",476,896,920,706,139
2021년10월_남_70~79세,"5,126",476,123,176,93,,301,231,310,398,221,159,154,340,556,288,404,441,368,87
2021년10월_남_80~89세,"2,311",219,35,88,43,,144,126,155,198,154,84,52,158,212,150,144,144,160,45
2021년10월_남_90~99세,219,29,4,7,4,,9,14,9,22,21,11,3,15,18,9,10,16,14,4
2021년10월_남_100세 이상,7,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,1,3,0,0
2021년10월_여_총인구수,"48,539","2,986",783,"1,022",751,,"1,653","1,292","1,915","2,551","1,209",831,"1,102","2,448","7,018","3,369","8,201","7,860","3,036",512
2021년10월_여_연령구간인구수,"48,539","2,986",783,"1,022",751,,"1,653","1,292","1,915","2,551","1,209",831,"1,102","2,448","7,018","3,369","8,201","7,860","3,036",512
2021년10월_여_0~9세,"2,801",58,21,25,31,,51,22,48,63,10,21,29,84,489,211,758,740,126,14
2021년10월_여_10~19세,"3,908",145,44,54,47,,74,41,92,124,39,23,43,152,687,329,952,856,179,27
2021년10월_여_20~29세,"3,738",117,46,60,42,,83,60,101,145,41,32,70,156,671,308,853,747,183,23
2021년10월_여_30~39세,"4,092",141,44,44,43,,68,44,83,109,37,35,62,142,721,326,"1,055",917,199,22
2021년10월_여_40~49세,"6,053",221,60,79,84,,119,81,145,195,60,35,94,251,"1,067",484,"1,442","1,341",263,32
2021년10월_여_50~59세,"7,722",478,112,152,123,,243,166,295,410,160,103,172,406,"1,165",547,"1,275","1,289",549,77
2021년10월_여_60~69세,"9,061",774,188,269,190,,416,296,444,605,293,201,286,559,"1,115",543,998,"1,020",748,116
2021년10월_여_70~79세,"6,207",559,150,177,95,,287,282,372,454,286,199,206,376,706,375,527,573,481,102
2021년10월_여_80~89세,"4,182",402,99,132,78,,264,256,278,355,230,151,125,273,344,219,303,324,263,86
2021년10월_여_90~99세,742,91,19,29,17,,47,44,51,83,52,31,14,48,52,26,36,47,42,13
2021년10월_여_100세 이상,33,0,0,1,1,,1,0,6,8,1,0,1,1,1,1,2,6,3,0
2021년11월_계_총인구수,"98,438","6,031","1,647","2,166","1,613",,"3,438","2,591","3,861","5,136","2,403","1,693","2,171","5,160","14,129","6,780","16,410","15,777","6,317","1,115"
