카테고리,인천광역시 옹진군,인천광역시 옹진군 북도면,인천광역시 옹진군 북도면장봉출장소,인천광역시 옹진군 백령면,인천광역시 옹진군 대청면,인천광역시 옹진군 대청면소청출장소,인천광역시 옹진군 덕적면,인천광역시 옹진군 영흥면,인천광역시 옹진군 자월면,인천광역시 옹진군 자월면이작출장소,인천광역시 옹진군 연평면
2021년07월_계_총인구수,"20,388","1,151",994,"5,070","1,220",222,"1,888","6,479",940,380,"2,044"
2021년07월_계_연령구간인구수,"20,388","1,151",994,"5,070","1,220",222,"1,888","6,479",940,380,"2,044"
2021년07월_계_0~9세,905,35,22,328,53,2,42,292,22,11,98
2021년07월_계_10~19세,"1,073",46,27,284,62,8,82,399,31,18,116
2021년07월_계_20~29세,"2,628",82,49,991,182,40,138,576,79,24,467
2021년07월_계_30~39세,"1,821",69,58,589,127,11,86,602,40,22,217
2021년07월_계_40~49세,"2,353",112,112,634,118,17,152,832,87,34,255
2021년07월_계_50~59세,"3,530",193,211,695,205,25,349,"1,264",196,72,320
2021년07월_계_60~69세,"4,281",347,273,808,234,49,488,"1,435",229,92,326
2021년07월_계_70~79세,"2,381",166,161,423,156,51,337,727,154,64,142
2021년07월_계_80~89세,"1,147",83,60,251,71,15,172,297,85,32,81
2021년07월_계_90~99세,258,14,19,65,12,4,41,54,16,11,22
2021년07월_계_100세 이상,11,4,2,2,0,0,1,1,1,0,0
2021년07월_남_총인구수,"11,596",610,524,"2,971",705,139,"1,017","3,622",511,199,"1,298"
2021년07월_남_연령구간인구수,"11,596",610,524,"2,971",705,139,"1,017","3,622",511,199,"1,298"
2021년07월_남_0~9세,460,16,13,169,27,0,19,150,13,7,46
2021년07월_남_10~19세,576,21,14,135,34,7,42,231,17,8,67
2021년07월_남_20~29세,"1,901",46,29,767,134,36,82,383,46,12,366
2021년07월_남_30~39세,"1,128",39,36,346,81,8,51,377,25,15,150
2021년07월_남_40~49세,"1,485",63,65,416,80,15,95,488,60,18,185
2021년07월_남_50~59세,"2,064",115,123,406,112,15,218,706,122,46,201
2021년07월_남_60~69세,"2,314",187,140,430,135,29,272,784,117,48,172
2021년07월_남_70~79세,"1,185",90,84,199,62,23,163,377,77,35,75
2021년07월_남_80~89세,426,29,19,85,35,6,68,114,31,9,30
2021년07월_남_90~99세,54,3,0,18,5,0,7,11,3,1,6
2021년07월_남_100세 이상,3,1,1,0,0,0,0,1,0,0,0
2021년07월_여_총인구수,"8,792",541,470,"2,099",515,83,871,"2,857",429,181,746
2021년07월_여_연령구간인구수,"8,792",541,470,"2,099",515,83,871,"2,857",429,181,746
2021년07월_여_0~9세,445,19,9,159,26,2,23,142,9,4,52
2021년07월_여_10~19세,497,25,13,149,28,1,40,168,14,10,49
2021년07월_여_20~29세,727,36,20,224,48,4,56,193,33,12,101
2021년07월_여_30~39세,693,30,22,243,46,3,35,225,15,7,67
2021년07월_여_40~49세,868,49,47,218,38,2,57,344,27,16,70
2021년07월_여_50~59세,"1,466",78,88,289,93,10,131,558,74,26,119
2021년07월_여_60~69세,"1,967",160,133,378,99,20,216,651,112,44,154
2021년07월_여_70~79세,"1,196",76,77,224,94,28,174,350,77,29,67
2021년07월_여_80~89세,721,54,41,166,36,9,104,183,54,23,51
2021년07월_여_90~99세,204,11,19,47,7,4,34,43,13,10,16
2021년07월_여_100세 이상,8,3,1,2,0,0,1,0,1,0,0
2021년08월_계_총인구수,"20,373","1,156",997,"5,056","1,209",220,"1,885","6,491",947,378,"2,034"
2021년08월_계_연령구간인구수,"20,373","1,156",997,"5,056","1,209",220,"1,885","6,491",947,378,"2,034"
2021년08월_계_0~9세,902,35,23,326,48,2,42,293,24,11,98
2021년08월_계_10~19세,"1,074",46,27,286,65,8,81,401,30,17,113
2021년08월_계_20~29세,"2,613",79,51,988,181,39,138,577,81,24,455
2021년08월_계_30~39세,"1,823",70,57,593,121,10,87,608,39,22,216
2021년08월_계_40~49세,"2,334",112,114,622,116,17,150,829,87,32,255
2021년08월_계_50~59세,"3,516",195,210,695,203,25,345,"1,251",197,72,323
2021년08월_계_60~69세,"4,307",352,273,803,235,48,488,"1,455",230,93,330
2021년08월_계_70~79세,"2,383",166,159,424,155,52,341,723,157,64,142
2021년08월_계_80~89세,"1,146",82,61,249,73,15,172,297,85,32,80
2021년08월_계_90~99세,263,15,20,68,12,4,40,55,16,11,22
2021년08월_계_100세 이상,12,4,2,2,0,0,1,2,1,0,0
2021년08월_남_총인구수,"11,591",610,527,"2,959",700,138,"1,017","3,635",512,196,"1,297"
2021년08월_남_연령구간인구수,"11,591",610,527,"2,959",700,138,"1,017","3,635",512,196,"1,297"
2021년08월_남_0~9세,460,16,14,169,25,0,19,150,14,7,46
2021년08월_남_10~19세,575,21,14,133,36,7,42,232,16,7,67
2021년08월_남_20~29세,"1,902",45,31,765,136,36,83,386,47,12,361
2021년08월_남_30~39세,"1,131",39,37,350,76,7,52,382,25,15,148
2021년08월_남_40~49세,"1,467",61,65,408,77,15,94,487,60,16,184
2021년08월_남_50~59세,"2,056",117,123,403,113,15,214,701,121,45,204
2021년08월_남_60~69세,"2,328",188,140,426,134,28,274,796,117,49,176
2021년08월_남_70~79세,"1,184",90,80,202,62,24,164,373,78,35,76
2021년08월_남_80~89세,431,29,22,85,36,6,68,116,31,9,29
2021년08월_남_90~99세,54,3,0,18,5,0,7,11,3,1,6
2021년08월_남_100세 이상,3,1,1,0,0,0,0,1,0,0,0
2021년08월_여_총인구수,"8,782",546,470,"2,097",509,82,868,"2,856",435,182,737
2021년08월_여_연령구간인구수,"8,782",546,470,"2,097",509,82,868,"2,856",435,182,737
2021년08월_여_0~9세,442,19,9,157,23,2,23,143,10,4,52
2021년08월_여_10~19세,499,25,13,153,29,1,39,169,14,10,46
2021년08월_여_20~29세,711,34,20,223,45,3,55,191,34,12,94
2021년08월_여_30~39세,692,31,20,243,45,3,35,226,14,7,68
2021년08월_여_40~49세,867,51,49,214,39,2,56,342,27,16,71
2021년08월_여_50~59세,"1,460",78,87,292,90,10,131,550,76,27,119
2021년08월_여_60~69세,"1,979",164,133,377,101,20,214,659,113,44,154
2021년08월_여_70~79세,"1,199",76,79,222,93,28,177,350,79,29,66
2021년08월_여_80~89세,715,53,39,164,37,9,104,181,54,23,51
2021년08월_여_90~99세,209,12,20,50,7,4,33,44,13,10,16
2021년08월_여_100세 이상,9,3,1,2,0,0,1,1,1,0,0
2021년09월_계_총인구수,"20,345","1,158",999,"5,035","1,201",223,"1,887","6,483",948,376,"2,035"
2021년09월_계_연령구간인구수,"20,345","1,158",999,"5,035","1,201",223,"1,887","6,483",948,376,"2,035"
2021년09월_계_0~9세,890,35,24,319,46,2,42,289,25,10,98
2021년09월_계_10~19세,"1,082",46,26,284,66,6,81,408,30,18,117
2021년09월_계_20~29세,"2,589",82,53,980,176,43,136,562,80,23,454
2021년09월_계_30~39세,"1,823",73,59,594,115,11,85,609,39,22,216
2021년09월_계_40~49세,"2,318",109,112,624,118,17,147,816,88,31,256
2021년09월_계_50~59세,"3,508",196,206,690,201,25,349,"1,253",197,73,318
2021년09월_계_60~69세,"4,321",350,276,802,240,47,490,"1,463",226,93,334
2021년09월_계_70~79세,"2,383",165,160,421,152,53,340,729,159,63,141
2021년09월_계_80~89세,"1,154",82,62,252,75,15,174,297,87,31,79
2021년09월_계_90~99세,265,16,19,67,12,4,42,55,16,12,22
2021년09월_계_100세 이상,12,4,2,2,0,0,1,2,1,0,0
2021년09월_남_총인구수,"11,592",612,532,"2,951",696,141,"1,017","3,634",511,197,"1,301"
2021년09월_남_연령구간인구수,"11,592",612,532,"2,951",696,141,"1,017","3,634",511,197,"1,301"
2021년09월_남_0~9세,452,16,14,166,24,0,19,146,15,6,46
2021년09월_남_10~19세,580,20,14,131,36,5,43,237,16,8,70
2021년09월_남_20~29세,"1,896",47,33,761,133,40,82,380,44,12,364
2021년09월_남_30~39세,"1,133",42,39,351,75,8,50,382,25,15,146
2021년09월_남_40~49세,"1,457",59,66,410,76,15,90,479,60,16,186
2021년09월_남_50~59세,"2,059",118,119,402,115,15,217,705,121,46,201
2021년09월_남_60~69세,"2,339",187,144,425,135,28,276,800,116,49,179
2021년09월_남_70~79세,"1,185",90,80,201,61,24,163,376,80,35,75
2021년09월_남_80~89세,434,29,22,86,36,6,70,117,31,8,29
2021년09월_남_90~99세,54,3,0,18,5,0,7,11,3,2,5
2021년09월_남_100세 이상,3,1,1,0,0,0,0,1,0,0,0
2021년09월_여_총인구수,"8,753",546,467,"2,084",505,82,870,"2,849",437,179,734
2021년09월_여_연령구간인구수,"8,753",546,467,"2,084",505,82,870,"2,849",437,179,734
2021년09월_여_0~9세,438,19,10,153,22,2,23,143,10,4,52
2021년09월_여_10~19세,502,26,12,153,30,1,38,171,14,10,47
2021년09월_여_20~29세,693,35,20,219,43,3,54,182,36,11,90
2021년09월_여_30~39세,690,31,20,243,40,3,35,227,14,7,70
2021년09월_여_40~49세,861,50,46,214,42,2,57,337,28,15,70
2021년09월_여_50~59세,"1,449",78,87,288,86,10,132,548,76,27,117
2021년09월_여_60~69세,"1,982",163,132,377,105,19,214,663,110,44,155
2021년09월_여_70~79세,"1,198",75,80,220,91,29,177,353,79,28,66
2021년09월_여_80~89세,720,53,40,166,39,9,104,180,56,23,50
2021년09월_여_90~99세,211,13,19,49,7,4,35,44,13,10,17
2021년09월_여_100세 이상,9,3,1,2,0,0,1,1,1,0,0
2021년10월_계_총인구수,"20,404","1,159",999,"5,019","1,196",224,"1,899","6,526",950,374,"2,058"
2021년10월_계_연령구간인구수,"20,404","1,159",999,"5,019","1,196",224,"1,899","6,526",950,374,"2,058"
2021년10월_계_0~9세,891,35,24,312,49,3,39,294,24,10,101
2021년10월_계_10~19세,"1,107",46,26,289,66,5,96,413,30,17,119
2021년10월_계_20~29세,"2,587",81,51,975,175,47,137,554,82,23,462
2021년10월_계_30~39세,"1,824",73,59,593,115,9,83,615,37,22,218
2021년10월_계_40~49세,"2,332",109,113,620,113,18,150,832,89,30,258
2021년10월_계_50~59세,"3,493",196,204,679,198,24,349,"1,255",196,72,320
2021년10월_계_60~69세,"4,371",355,279,809,244,47,494,"1,477",232,94,340
2021년10월_계_70~79세,"2,367",165,161,420,151,53,335,720,158,63,141
2021년10월_계_80~89세,"1,153",80,61,254,73,14,174,304,85,31,77
2021년10월_계_90~99세,267,14,19,66,12,4,42,60,16,12,22
2021년10월_계_100세 이상,12,5,2,2,0,0,0,2,1,0,0
2021년10월_남_총인구수,"11,643",610,533,"2,948",690,141,"1,035","3,656",514,196,"1,320"
2021년10월_남_연령구간인구수,"11,643",610,533,"2,948",690,141,"1,035","3,656",514,196,"1,320"
2021년10월_남_0~9세,452,16,14,162,25,0,18,149,14,6,48
2021년10월_남_10~19세,606,20,14,137,35,4,60,239,16,8,73
2021년10월_남_20~29세,"1,895",46,32,757,133,44,83,370,45,12,373
2021년10월_남_30~39세,"1,137",42,40,353,75,6,49,388,23,15,146
2021년10월_남_40~49세,"1,467",60,66,409,71,16,93,488,61,15,188
2021년10월_남_50~59세,"2,047",114,117,396,115,14,216,705,122,45,203
2021년10월_남_60~69세,"2,369",190,146,427,136,28,279,813,119,50,181
2021년10월_남_70~79세,"1,172",90,81,201,59,24,159,368,80,35,75
2021년10월_남_80~89세,440,28,22,88,36,5,71,123,31,8,28
2021년10월_남_90~99세,55,3,0,18,5,0,7,12,3,2,5
2021년10월_남_100세 이상,3,1,1,0,0,0,0,1,0,0,0
2021년10월_여_총인구수,"8,761",549,466,"2,071",506,83,864,"2,870",436,178,738
2021년10월_여_연령구간인구수,"8,761",549,466,"2,071",506,83,864,"2,870",436,178,738
2021년10월_여_0~9세,439,19,10,150,24,3,21,145,10,4,53
2021년10월_여_10~19세,501,26,12,152,31,1,36,174,14,9,46
2021년10월_여_20~29세,692,35,19,218,42,3,54,184,37,11,89
2021년10월_여_30~39세,687,31,19,240,40,3,34,227,14,7,72
2021년10월_여_40~49세,865,49,47,211,42,2,57,344,28,15,70
2021년10월_여_50~59세,"1,446",82,87,283,83,10,133,550,74,27,117
2021년10월_여_60~69세,"2,002",165,133,382,108,19,215,664,113,44,159
2021년10월_여_70~79세,"1,195",75,80,219,92,29,176,352,78,28,66
2021년10월_여_80~89세,713,52,39,166,37,9,103,181,54,23,49
2021년10월_여_90~99세,212,11,19,48,7,4,35,48,13,10,17
2021년10월_여_100세 이상,9,4,1,2,0,0,0,1,1,0,0
2021년11월_계_총인구수,"20,404","1,167",997,"5,000","1,195",221,"1,898","6,533",960,372,"2,061"
2021년11월_계_연령구간인구수,"20,404","1,167",997,"5,000","1,195",221,"1,898","6,533",960,372,"2,061"
2021년11월_계_0~9세,878,34,25,300,48,3,37,294,24,10,103
2021년11월_계_10~19세,"1,105",47,26,287,65,3,96,418,28,16,119
2021년11월_계_20~29세,"2,576",81,51,974,174,47,135,548,86,23,457
2021년11월_계_30~39세,"1,845",74,60,594,115,9,82,630,37,20,224
2021년11월_계_40~49세,"2,335",109,111,622,112,17,155,826,91,32,260
2021년11월_계_50~59세,"3,469",196,204,669,199,24,345,"1,245",199,69,319
2021년11월_계_60~69세,"4,394",361,279,815,245,47,498,"1,480",234,97,338
2021년11월_계_70~79세,"2,365",165,159,418,149,53,335,725,159,61,141
2021년11월_계_80~89세,"1,153",81,59,252,76,14,172,306,84,32,77
2021년11월_계_90~99세,271,14,20,67,12,4,43,59,17,12,23
2021년11월_계_100세 이상,13,5,3,2,0,0,0,2,1,0,0
2021년11월_남_총인구수,"11,647",612,532,"2,947",689,138,"1,039","3,652",519,194,"1,325"
2021년11월_남_연령구간인구수,"11,647",612,532,"2,947",689,138,"1,039","3,652",519,194,"1,325"
2021년11월_남_0~9세,445,15,15,155,26,0,17,148,14,6,49
2021년11월_남_10~19세,604,21,14,136,35,2,62,240,14,7,73
2021년11월_남_20~29세,"1,891",47,32,761,131,44,82,364,48,12,370
2021년11월_남_30~39세,"1,157",41,41,356,74,6,49,399,25,14,152
2021년11월_남_40~49세,"1,470",60,65,411,70,15,96,486,60,16,191
2021년11월_남_50~59세,"2,027",114,116,390,117,14,214,695,123,42,202
2021년11월_남_60~69세,"2,384",193,147,432,136,28,283,812,120,53,180
2021년11월_남_70~79세,"1,169",88,79,201,59,24,159,370,81,34,74
2021년11월_남_80~89세,438,29,21,87,36,5,69,124,30,8,29
2021년11월_남_90~99세,59,3,1,18,5,0,8,13,4,2,5
2021년11월_남_100세 이상,3,1,1,0,0,0,0,1,0,0,0
2021년11월_여_총인구수,"8,757",555,465,"2,053",506,83,859,"2,881",441,178,736
2021년11월_여_연령구간인구수,"8,757",555,465,"2,053",506,83,859,"2,881",441,178,736
2021년11월_여_0~9세,433,19,10,145,22,3,20,146,10,4,54
2021년11월_여_10~19세,501,26,12,151,30,1,34,178,14,9,46
2021년11월_여_20~29세,685,34,19,213,43,3,53,184,38,11,87
2021년11월_여_30~39세,688,33,19,238,41,3,33,231,12,6,72
2021년11월_여_40~49세,865,49,46,211,42,2,59,340,31,16,69
2021년11월_여_50~59세,"1,442",82,88,279,82,10,131,550,76,27,117
2021년11월_여_60~69세,"2,010",168,132,383,109,19,215,668,114,44,158
2021년11월_여_70~79세,"1,196",77,80,217,90,29,176,355,78,27,67
2021년11월_여_80~89세,715,52,38,165,40,9,103,182,54,24,48
2021년11월_여_90~99세,212,11,19,49,7,4,35,46,13,10,18
2021년11월_여_100세 이상,10,4,2,2,0,0,0,1,1,0,0
2021년12월_계_총인구수,"20,342","1,166",985,"4,969","1,179",220,"1,894","6,561",947,373,"2,048"
2021년12월_계_연령구간인구수,"20,342","1,166",985,"4,969","1,179",220,"1,894","6,561",947,373,"2,048"
2021년12월_계_0~9세,880,34,23,298,46,3,39,303,22,10,102
2021년12월_계_10~19세,"1,097",48,26,289,63,2,96,411,29,16,117
2021년12월_계_20~29세,"2,564",81,50,973,169,48,132,560,78,24,449
2021년12월_계_30~39세,"1,841",72,58,587,110,10,82,638,37,19,228
2021년12월_계_40~49세,"2,294",110,112,608,110,16,154,812,86,32,254
2021년12월_계_50~59세,"3,457",197,201,661,196,24,348,"1,244",198,69,319
2021년12월_계_60~69세,"4,404",360,274,817,248,47,495,"1,493",234,98,338
2021년12월_계_70~79세,"2,361",165,160,413,147,53,332,732,160,60,139
2021년12월_계_80~89세,"1,157",80,59,255,77,13,173,306,84,33,77
2021년12월_계_90~99세,273,14,20,65,13,4,43,60,18,12,24
2021년12월_계_100세 이상,14,5,2,3,0,0,0,2,1,0,1
2021년12월_남_총인구수,"11,598",610,525,"2,927",676,137,"1,034","3,671",509,194,"1,315"
2021년12월_남_연령구간인구수,"11,598",610,525,"2,927",676,137,"1,034","3,671",509,194,"1,315"
2021년12월_남_0~9세,448,15,13,155,24,0,18,155,12,6,50
2021년12월_남_10~19세,603,22,14,140,34,2,63,235,15,7,71
2021년12월_남_20~29세,"1,875",47,32,757,127,44,80,370,43,12,363
2021년12월_남_30~39세,"1,158",39,39,357,71,7,48,403,25,13,156
2021년12월_남_40~49세,"1,437",61,65,395,68,14,95,479,57,17,186
2021년12월_남_50~59세,"2,018",114,115,389,114,14,215,691,122,42,202
2021년12월_남_60~69세,"2,391",192,144,431,138,28,280,825,120,53,180
2021년12월_남_70~79세,"1,163",87,79,198,57,24,158,373,81,34,72
2021년12월_남_80~89세,442,29,22,87,38,4,69,125,30,8,30
2021년12월_남_90~99세,60,3,1,18,5,0,8,14,4,2,5
2021년12월_남_100세 이상,3,1,1,0,0,0,0,1,0,0,0
2021년12월_여_총인구수,"8,744",556,460,"2,042",503,83,860,"2,890",438,179,733
2021년12월_여_연령구간인구수,"8,744",556,460,"2,042",503,83,860,"2,890",438,179,733
2021년12월_여_0~9세,432,19,10,143,22,3,21,148,10,4,52
2021년12월_여_10~19세,494,26,12,149,29,0,33,176,14,9,46
2021년12월_여_20~29세,689,34,18,216,42,4,52,190,35,12,86
2021년12월_여_30~39세,683,33,19,230,39,3,34,235,12,6,72
2021년12월_여_40~49세,857,49,47,213,42,2,59,333,29,15,68
2021년12월_여_50~59세,"1,439",83,86,272,82,10,133,553,76,27,117
2021년12월_여_60~69세,"2,013",168,130,386,110,19,215,668,114,45,158
2021년12월_여_70~79세,"1,198",78,81,215,90,29,174,359,79,26,67
2021년12월_여_80~89세,715,51,37,168,39,9,104,181,54,25,47
2021년12월_여_90~99세,213,11,19,47,8,4,35,46,14,10,19
2021년12월_여_100세 이상,11,4,1,3,0,0,0,1,1,0,1
