카테고리,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2020년11월_계_20~29세,"66,978","2,807","4,260","4,474","2,080","3,016","5,080","2,730","2,309","3,243","3,153","3,251","3,477","2,142","5,865","3,039","3,586","3,041","1,912","2,280","5,233"
2020년11월_계_30~39세,"60,104","2,513","3,352","2,520","1,997","3,039","2,030","2,639","2,683","3,148","1,905","3,349","4,763","2,539","5,260","3,611","2,741","2,471","1,698","2,817","5,029"
2020년11월_계_40~49세,"70,104","2,572","3,723","2,040","2,213","4,554","1,700","2,430","3,290","3,654","1,974","4,223","7,958","2,972","6,492","4,606","2,873","2,910","1,971","2,770","5,179"
2020년11월_계_50~59세,"69,508","2,789","3,676","1,937","2,733","4,067","2,064","2,558","2,839","3,760","2,387","4,177","4,974","2,779","6,366","4,281","3,044","3,843","2,457","2,757","6,020"
2020년11월_계_60~69세,"54,785","2,062","2,748","1,468","2,176","2,710","1,485","1,888","2,238","3,329","2,208","3,586","3,275","2,090","4,756","3,546","2,655","3,012","2,178","2,104","5,271"
2020년11월_계_70~79세,"33,628","1,359","1,830","1,084","1,283","1,463","1,008","1,093","1,416","2,009","1,498","2,185","2,099","1,136","2,925","2,173","1,622","1,656","1,434","1,101","3,254"
2020년11월_계_80~89세,"14,167",688,814,457,559,704,448,451,607,805,686,856,808,454,"1,476",835,694,692,561,377,"1,195"
2020년11월_계_90~99세,"2,057",135,107,74,76,127,59,65,78,114,120,131,128,63,239,96,96,90,80,49,130
2020년11월_계_100세 이상,379,15,33,18,13,10,14,15,14,18,9,23,27,18,43,24,11,15,28,14,17
2020년11월_남_총인구수,"211,289","7,916","11,262","6,551","7,169","11,697","7,666","7,663","9,035","11,368","7,697","12,422","17,328","8,261","19,655","13,030","9,579","9,870","6,837","8,652","17,631"
2020년11월_남_연령구간인구수,"211,289","7,916","11,262","6,551","7,169","11,697","7,666","7,663","9,035","11,368","7,697","12,422","17,328","8,261","19,655","13,030","9,579","9,870","6,837","8,652","17,631"
2020년11월_남_0~9세,"14,826",372,607,285,412,"1,042",225,496,762,773,314,906,"2,080",786,"1,417","1,071",587,443,298,911,"1,039"
2020년11월_남_10~19세,"18,978",655,"1,010",424,656,"1,443",449,472,897,975,518,"1,139","2,370",745,"2,003","1,262",759,818,459,726,"1,198"
2020년11월_남_20~29세,"32,275","1,292","1,907","1,428",966,"1,483","2,656","1,350","1,155","1,636","1,731","1,676","1,653","1,031","3,099","1,464","1,522","1,561",954,"1,117","2,594"
2020년11월_남_30~39세,"29,908","1,191","1,643","1,169",987,"1,416","1,135","1,344","1,314","1,605","1,072","1,615","2,156","1,231","2,620","1,771","1,416","1,354",904,"1,377","2,588"
2020년11월_남_40~49세,"34,550","1,223","1,821",978,"1,037","2,147",878,"1,235","1,603","1,802",970,"2,093","3,814","1,418","3,204","2,318","1,453","1,418","1,051","1,401","2,686"
2020년11월_남_50~59세,"34,277","1,324","1,858",953,"1,306","1,955","1,025","1,222","1,403","1,814","1,168","2,022","2,539","1,376","3,178","2,114","1,551","1,837","1,254","1,414","2,964"
2020년11월_남_60~69세,"25,700",956,"1,305",648,"1,006","1,272",691,890,"1,035","1,536",999,"1,627","1,474",985,"2,250","1,699","1,276","1,438","1,033","1,013","2,567"
2020년11월_남_70~79세,"14,693",574,768,466,564,632,423,471,605,874,634,964,914,496,"1,254",972,716,719,640,528,"1,479"
2020년11월_남_80~89세,"5,459",284,305,171,205,272,168,170,235,321,258,344,296,170,547,330,277,255,221,154,476
2020년11월_남_90~99세,528,38,30,23,25,33,12,8,24,30,31,32,25,18,70,23,21,23,21,9,32
2020년11월_남_100세 이상,95,7,8,6,5,2,4,5,2,2,2,4,7,5,13,6,1,4,2,2,8
2020년11월_여_총인구수,"226,762","9,022","12,385","9,049","8,161","12,905","7,521","8,168","9,695","12,139","7,865","13,260","19,088","8,834","20,211","13,918","10,366","10,365","6,994","8,834","17,982"
2020년11월_여_연령구간인구수,"226,762","9,022","12,385","9,049","8,161","12,905","7,521","8,168","9,695","12,139","7,865","13,260","19,088","8,834","20,211","13,918","10,366","10,365","6,994","8,834","17,982"
2020년11월_여_0~9세,"14,209",415,566,291,437,"1,008",220,497,665,752,315,811,"1,970",692,"1,330","1,037",539,481,314,883,986
2020년11월_여_10~19세,"18,328",556,921,528,695,"1,419",405,497,932,927,475,"1,045","2,487",679,"1,694","1,367",738,763,441,697,"1,062"
2020년11월_여_20~29세,"34,703","1,515","2,353","3,046","1,114","1,533","2,424","1,380","1,154","1,607","1,422","1,575","1,824","1,111","2,766","1,575","2,064","1,480",958,"1,163","2,639"
2020년11월_여_30~39세,"30,196","1,322","1,709","1,351","1,010","1,623",895,"1,295","1,369","1,543",833,"1,734","2,607","1,308","2,640","1,840","1,325","1,117",794,"1,440","2,441"
2020년11월_여_40~49세,"35,554","1,349","1,902","1,062","1,176","2,407",822,"1,195","1,687","1,852","1,004","2,130","4,144","1,554","3,288","2,288","1,420","1,492",920,"1,369","2,493"
2020년11월_여_50~59세,"35,231","1,465","1,818",984,"1,427","2,112","1,039","1,336","1,436","1,946","1,219","2,155","2,435","1,403","3,188","2,167","1,493","2,006","1,203","1,343","3,056"
2020년11월_여_60~69세,"29,085","1,106","1,443",820,"1,170","1,438",794,998,"1,203","1,793","1,209","1,959","1,801","1,105","2,506","1,847","1,379","1,574","1,145","1,091","2,704"
2020년11월_여_70~79세,"18,935",785,"1,062",618,719,831,585,622,811,"1,135",864,"1,221","1,185",640,"1,671","1,201",906,937,794,573,"1,775"
2020년11월_여_80~89세,"8,708",404,509,286,354,432,280,281,372,484,428,512,512,284,929,505,417,437,340,223,719
2020년11월_여_90~99세,"1,529",97,77,51,51,94,47,57,54,84,89,99,103,45,169,73,75,67,59,40,98
2020년11월_여_100세 이상,284,8,25,12,8,8,10,10,12,16,7,19,20,13,30,18,10,11,26,12,9
2020년12월_계_총인구수,"437,153","16,868","23,580","15,610","15,292","24,589","15,093","15,768","18,677","23,501","15,541","25,609","36,402","17,051","39,786","26,918","19,928","20,268","13,867","17,200","35,605"
2020년12월_계_연령구간인구수,"437,153","16,868","23,580","15,610","15,292","24,589","15,093","15,768","18,677","23,501","15,541","25,609","36,402","17,051","39,786","26,918","19,928","20,268","13,867","17,200","35,605"
2020년12월_계_0~9세,"28,822",777,"1,155",586,842,"2,021",442,981,"1,430","1,524",618,"1,683","4,035","1,462","2,735","2,096","1,107",918,603,"1,777","2,030"
2020년12월_계_10~19세,"37,145","1,196","1,899",948,"1,336","2,873",839,955,"1,804","1,894",978,"2,172","4,873","1,418","3,682","2,625","1,491","1,605",899,"1,413","2,245"
2020년12월_계_20~29세,"66,972","2,816","4,278","4,492","2,081","3,021","5,081","2,708","2,310","3,251","3,176","3,270","3,497","2,128","5,838","3,045","3,583","3,035","1,931","2,225","5,206"
2020년12월_계_30~39세,"59,843","2,516","3,339","2,515","1,979","3,044","2,013","2,627","2,645","3,160","1,911","3,288","4,720","2,533","5,236","3,596","2,738","2,488","1,699","2,769","5,027"
2020년12월_계_40~49세,"69,839","2,550","3,704","2,037","2,213","4,514","1,684","2,415","3,260","3,628","1,948","4,220","7,952","2,954","6,463","4,607","2,872","2,917","1,975","2,746","5,180"
2020년12월_계_50~59세,"69,381","2,768","3,682","1,931","2,721","4,078","2,047","2,557","2,858","3,746","2,390","4,178","4,970","2,776","6,369","4,258","3,042","3,829","2,457","2,709","6,015"
2020년12월_계_60~69세,"54,897","2,059","2,738","1,471","2,174","2,724","1,476","1,896","2,245","3,347","2,215","3,587","3,297","2,107","4,788","3,554","2,664","3,025","2,185","2,057","5,288"
2020년12월_계_70~79세,"33,568","1,349","1,828","1,073","1,290","1,456",992,"1,097","1,416","2,017","1,492","2,188","2,089","1,142","2,917","2,172","1,623","1,656","1,443","1,067","3,261"
2020년12월_계_80~89세,"14,229",688,814,466,568,719,445,451,614,799,688,861,813,449,"1,471",844,704,689,568,373,"1,205"
2020년12월_계_90~99세,"2,073",133,110,72,75,129,60,66,81,117,116,139,129,62,243,97,93,91,79,50,131
2020년12월_계_100세 이상,384,16,33,19,13,10,14,15,14,18,9,23,27,20,44,24,11,15,28,14,17
2020년12월_남_총인구수,"210,810","7,869","11,238","6,549","7,148","11,691","7,610","7,616","9,008","11,371","7,693","12,380","17,323","8,252","19,594","13,022","9,586","9,872","6,863","8,510","17,615"
2020년12월_남_연령구간인구수,"210,810","7,869","11,238","6,549","7,148","11,691","7,610","7,616","9,008","11,371","7,693","12,380","17,323","8,252","19,594","13,022","9,586","9,872","6,863","8,510","17,615"
2020년12월_남_0~9세,"14,723",370,596,290,408,"1,020",224,488,767,773,305,889,"2,077",779,"1,415","1,065",584,436,296,906,"1,035"
2020년12월_남_10~19세,"18,918",645,"1,003",424,648,"1,457",436,464,883,972,512,"1,130","2,376",747,"1,992","1,264",760,833,455,723,"1,194"
2020년12월_남_20~29세,"32,219","1,288","1,908","1,434",964,"1,485","2,653","1,332","1,158","1,639","1,748","1,693","1,673","1,018","3,064","1,463","1,525","1,555",966,"1,082","2,571"
2020년12월_남_30~39세,"29,773","1,193","1,645","1,157",977,"1,422","1,130","1,334","1,292","1,614","1,074","1,585","2,124","1,236","2,605","1,764","1,415","1,361",904,"1,356","2,585"
2020년12월_남_40~49세,"34,424","1,210","1,810",974,"1,037","2,126",864,"1,228","1,590","1,791",959,"2,084","3,818","1,411","3,189","2,324","1,454","1,408","1,059","1,393","2,695"
2020년12월_남_50~59세,"34,207","1,309","1,853",956,"1,301","1,966","1,016","1,223","1,410","1,809","1,168","2,018","2,539","1,372","3,175","2,104","1,550","1,841","1,258","1,382","2,957"
2020년12월_남_60~69세,"25,747",959,"1,306",649,"1,007","1,275",687,889,"1,035","1,544","1,006","1,628","1,480",999,"2,268","1,696","1,277","1,440","1,031",996,"2,575"
2020년12월_남_70~79세,"14,662",565,769,460,567,628,413,476,608,880,631,964,900,499,"1,255",977,722,713,643,512,"1,480"
2020년12월_남_80~89세,"5,510",285,309,176,208,276,170,169,239,317,259,351,304,167,549,335,278,258,228,149,483
2020년12월_남_90~99세,531,38,31,23,26,34,13,8,24,30,29,34,25,19,68,24,20,23,21,9,32
2020년12월_남_100세 이상,96,7,8,6,5,2,4,5,2,2,2,4,7,5,14,6,1,4,2,2,8
2020년12월_여_총인구수,"226,343","8,999","12,342","9,061","8,144","12,898","7,483","8,152","9,669","12,130","7,848","13,229","19,079","8,799","20,192","13,896","10,342","10,396","7,004","8,690","17,990"
2020년12월_여_연령구간인구수,"226,343","8,999","12,342","9,061","8,144","12,898","7,483","8,152","9,669","12,130","7,848","13,229","19,079","8,799","20,192","13,896","10,342","10,396","7,004","8,690","17,990"
2020년12월_여_0~9세,"14,099",407,559,296,434,"1,001",218,493,663,751,313,794,"1,958",683,"1,320","1,031",523,482,307,871,995
2020년12월_여_10~19세,"18,227",551,896,524,688,"1,416",403,491,921,922,466,"1,042","2,497",671,"1,690","1,361",731,772,444,690,"1,051"
2020년12월_여_20~29세,"34,753","1,528","2,370","3,058","1,117","1,536","2,428","1,376","1,152","1,612","1,428","1,577","1,824","1,110","2,774","1,582","2,058","1,480",965,"1,143","2,635"
2020년12월_여_30~39세,"30,070","1,323","1,694","1,358","1,002","1,622",883,"1,293","1,353","1,546",837,"1,703","2,596","1,297","2,631","1,832","1,323","1,127",795,"1,413","2,442"
2020년12월_여_40~49세,"35,415","1,340","1,894","1,063","1,176","2,388",820,"1,187","1,670","1,837",989,"2,136","4,134","1,543","3,274","2,283","1,418","1,509",916,"1,353","2,485"
2020년12월_여_50~59세,"35,174","1,459","1,829",975,"1,420","2,112","1,031","1,334","1,448","1,937","1,222","2,160","2,431","1,404","3,194","2,154","1,492","1,988","1,199","1,327","3,058"
2020년12월_여_60~69세,"29,150","1,100","1,432",822,"1,167","1,449",789,"1,007","1,210","1,803","1,209","1,959","1,817","1,108","2,520","1,858","1,387","1,585","1,154","1,061","2,713"
2020년12월_여_70~79세,"18,906",784,"1,059",613,723,828,579,621,808,"1,137",861,"1,224","1,189",643,"1,662","1,195",901,943,800,555,"1,781"
2020년12월_여_80~89세,"8,719",403,505,290,360,443,275,282,375,482,429,510,509,282,922,509,426,431,340,224,722
2020년12월_여_90~99세,"1,542",95,79,49,49,95,47,58,57,87,87,105,104,43,175,73,73,68,58,41,99
2020년12월_여_100세 이상,288,9,25,13,8,8,10,10,12,16,7,19,20,15,30,18,10,11,26,12,9
2021년01월_계_총인구수,"437,684","16,869","23,479","15,519","15,249","24,508","15,008","15,734","18,636","23,499","15,427","25,510","36,314","17,035","39,648","26,902","19,891","22,247","13,841","16,853","35,515"
2021년01월_계_연령구간인구수,"437,684","16,869","23,479","15,519","15,249","24,508","15,008","15,734","18,636","23,499","15,427","25,510","36,314","17,035","39,648","26,902","19,891","22,247","13,841","16,853","35,515"
2021년01월_계_0~9세,"28,855",772,"1,135",578,826,"2,000",445,983,"1,415","1,515",593,"1,650","3,978","1,452","2,691","2,077","1,078","1,309",597,"1,763","1,998"
2021년01월_계_10~19세,"37,128","1,192","1,890",926,"1,325","2,867",828,949,"1,797","1,881",962,"2,154","4,895","1,416","3,673","2,613","1,477","1,800",896,"1,374","2,213"
2021년01월_계_20~29세,"66,679","2,807","4,232","4,452","2,073","2,989","5,035","2,703","2,314","3,250","3,132","3,242","3,468","2,111","5,779","3,040","3,560","3,213","1,921","2,165","5,193"
2021년01월_계_30~39세,"59,977","2,519","3,315","2,505","1,985","3,012","2,013","2,597","2,635","3,160","1,898","3,252","4,677","2,525","5,204","3,612","2,755","2,874","1,707","2,727","5,005"
2021년01월_계_40~49세,"69,867","2,563","3,678","2,022","2,178","4,499","1,675","2,410","3,217","3,626","1,929","4,210","7,911","2,948","6,430","4,591","2,844","3,331","1,965","2,690","5,150"
2021년01월_계_50~59세,"69,541","2,757","3,679","1,926","2,732","4,080","2,028","2,558","2,871","3,738","2,381","4,177","5,005","2,790","6,360","4,255","3,055","4,039","2,441","2,664","6,005"
2021년01월_계_60~69세,"55,189","2,060","2,762","1,474","2,176","2,729","1,475","1,908","2,252","3,369","2,218","3,612","3,315","2,108","4,820","3,572","2,677","3,159","2,190","2,001","5,312"
2021년01월_계_70~79세,"33,660","1,365","1,828","1,073","1,294","1,468",990,"1,093","1,417","2,018","1,502","2,185","2,085","1,152","2,929","2,168","1,632","1,710","1,447","1,039","3,265"
2021년01월_계_80~89세,"14,301",684,817,469,570,724,446,454,620,807,687,864,825,449,"1,475",845,704,705,565,366,"1,225"
2021년01월_계_90~99세,"2,094",134,109,75,77,130,58,63,84,117,115,139,128,64,241,105,97,92,84,49,133
2021년01월_계_100세 이상,393,16,34,19,13,10,15,16,14,18,10,25,27,20,46,24,12,15,28,15,16
2021년01월_남_총인구수,"211,123","7,877","11,181","6,536","7,141","11,643","7,574","7,598","8,991","11,365","7,642","12,334","17,283","8,238","19,521","13,003","9,570","10,880","6,828","8,338","17,580"
2021년01월_남_연령구간인구수,"211,123","7,877","11,181","6,536","7,141","11,643","7,574","7,598","8,991","11,365","7,642","12,334","17,283","8,238","19,521","13,003","9,570","10,880","6,828","8,338","17,580"
2021년01월_남_0~9세,"14,747",367,587,285,406,"1,010",226,486,761,777,296,871,"2,041",759,"1,389","1,048",571,653,293,898,"1,023"
2021년01월_남_10~19세,"18,928",643,999,421,646,"1,451",436,460,883,962,499,"1,121","2,394",750,"1,994","1,256",752,937,446,700,"1,178"
2021년01월_남_20~29세,"32,103","1,280","1,885","1,421",956,"1,463","2,632","1,339","1,159","1,635","1,729","1,687","1,664","1,013","3,035","1,455","1,519","1,658",954,"1,053","2,566"
2021년01월_남_30~39세,"29,823","1,203","1,629","1,156",986,"1,410","1,135","1,319","1,283","1,609","1,066","1,559","2,099","1,227","2,584","1,775","1,425","1,534",909,"1,345","2,570"
2021년01월_남_40~49세,"34,464","1,218","1,793",972,"1,021","2,121",858,"1,221","1,571","1,793",956,"2,084","3,803","1,416","3,171","2,311","1,432","1,624","1,051","1,364","2,684"
2021년01월_남_50~59세,"34,265","1,307","1,840",957,"1,307","1,965","1,001","1,225","1,415","1,806","1,158","2,008","2,558","1,376","3,166","2,106","1,559","1,946","1,243","1,356","2,966"
2021년01월_남_60~69세,"25,901",959,"1,331",658,"1,007","1,278",685,895,"1,042","1,548","1,007","1,649","1,489","1,001","2,292","1,706","1,281","1,498","1,035",970,"2,570"
2021년01월_남_70~79세,"14,708",572,767,456,571,634,416,470,608,885,639,964,892,504,"1,252",976,729,741,647,498,"1,487"
2021년01월_남_80~89세,"5,547",284,312,181,209,275,168,171,244,316,261,352,311,168,551,337,280,262,226,143,496
2021년01월_남_90~99세,538,37,30,23,27,34,13,6,23,32,29,34,25,19,72,27,21,23,22,9,32
2021년01월_남_100세 이상,99,7,8,6,5,2,4,6,2,2,2,5,7,5,15,6,1,4,2,2,8
2021년01월_여_총인구수,"226,561","8,992","12,298","8,983","8,108","12,865","7,434","8,136","9,645","12,134","7,785","13,176","19,031","8,797","20,127","13,899","10,321","11,367","7,013","8,515","17,935"
2021년01월_여_연령구간인구수,"226,561","8,992","12,298","8,983","8,108","12,865","7,434","8,136","9,645","12,134","7,785","13,176","19,031","8,797","20,127","13,899","10,321","11,367","7,013","8,515","17,935"
2021년01월_여_0~9세,"14,108",405,548,293,420,990,219,497,654,738,297,779,"1,937",693,"1,302","1,029",507,656,304,865,975
2021년01월_여_10~19세,"18,200",549,891,505,679,"1,416",392,489,914,919,463,"1,033","2,501",666,"1,679","1,357",725,863,450,674,"1,035"
2021년01월_여_20~29세,"34,576","1,527","2,347","3,031","1,117","1,526","2,403","1,364","1,155","1,615","1,403","1,555","1,804","1,098","2,744","1,585","2,041","1,555",967,"1,112","2,627"
2021년01월_여_30~39세,"30,154","1,316","1,686","1,349",999,"1,602",878,"1,278","1,352","1,551",832,"1,693","2,578","1,298","2,620","1,837","1,330","1,340",798,"1,382","2,435"
2021년01월_여_40~49세,"35,403","1,345","1,885","1,050","1,157","2,378",817,"1,189","1,646","1,833",973,"2,126","4,108","1,532","3,259","2,280","1,412","1,707",914,"1,326","2,466"
2021년01월_여_50~59세,"35,276","1,450","1,839",969,"1,425","2,115","1,027","1,333","1,456","1,932","1,223","2,169","2,447","1,414","3,194","2,149","1,496","2,093","1,198","1,308","3,039"
2021년01월_여_60~69세,"29,288","1,101","1,431",816,"1,169","1,451",790,"1,013","1,210","1,821","1,211","1,963","1,826","1,107","2,528","1,866","1,396","1,661","1,155","1,031","2,742"
2021년01월_여_70~79세,"18,952",793,"1,061",617,723,834,574,623,809,"1,133",863,"1,221","1,193",648,"1,677","1,192",903,969,800,541,"1,778"
2021년01월_여_80~89세,"8,754",400,505,288,361,449,278,283,376,491,426,512,514,281,924,508,424,443,339,223,729
2021년01월_여_90~99세,"1,556",97,79,52,50,96,45,57,61,85,86,105,103,45,169,78,76,69,62,40,101
2021년01월_여_100세 이상,294,9,26,13,8,8,11,10,12,16,8,20,20,15,31,18,11,11,26,13,8
2021년02월_계_총인구수,"437,961","16,859","23,387","15,507","15,165","24,469","15,009","15,681","18,570","23,418","15,353","25,466","36,086","16,938","39,524","26,924","19,840","23,904","13,843","16,580","35,438"
2021년02월_계_연령구간인구수,"437,961","16,859","23,387","15,507","15,165","24,469","15,009","15,681","18,570","23,418","15,353","25,466","36,086","16,938","39,524","26,924","19,840","23,904","13,843","16,580","35,438"
2021년02월_계_0~9세,"28,981",765,"1,123",575,807,"1,982",444,975,"1,400","1,490",580,"1,640","3,928","1,438","2,677","2,064","1,067","1,682",597,"1,762","1,985"
2021년02월_계_10~19세,"37,101","1,189","1,884",933,"1,313","2,850",845,934,"1,778","1,862",959,"2,144","4,879","1,430","3,662","2,605","1,482","1,918",885,"1,357","2,192"
2021년02월_계_20~29세,"66,357","2,776","4,209","4,428","2,049","2,976","5,022","2,676","2,307","3,236","3,083","3,239","3,423","2,078","5,710","3,058","3,529","3,321","1,948","2,121","5,168"
2021년02월_계_30~39세,"59,914","2,512","3,265","2,506","1,983","2,992","2,020","2,600","2,615","3,142","1,867","3,246","4,593","2,461","5,165","3,592","2,736","3,250","1,711","2,683","4,975"
2021년02월_계_40~49세,"69,963","2,565","3,667","1,999","2,146","4,486","1,660","2,396","3,209","3,599","1,934","4,191","7,895","2,950","6,424","4,583","2,845","3,637","1,956","2,669","5,152"
2021년02월_계_50~59세,"69,549","2,763","3,676","1,941","2,733","4,096","2,033","2,550","2,860","3,743","2,380","4,183","4,994","2,777","6,339","4,262","3,050","4,176","2,425","2,601","5,967"
2021년02월_계_60~69세,"55,491","2,075","2,771","1,492","2,171","2,738","1,470","1,917","2,257","3,374","2,240","3,611","3,295","2,110","4,848","3,593","2,690","3,321","2,200","1,966","5,352"
2021년02월_계_70~79세,"33,657","1,365","1,830","1,067","1,295","1,481",993,"1,101","1,423","2,015","1,492","2,175","2,087","1,153","2,925","2,182","1,616","1,758","1,442","1,007","3,250"
2021년02월_계_80~89세,"14,439",700,817,473,575,727,449,452,623,821,695,872,835,455,"1,489",851,711,729,566,352,"1,247"
2021년02월_계_90~99세,"2,117",132,111,75,80,131,58,64,83,118,113,140,131,66,239,110,102,97,86,47,134
2021년02월_계_100세 이상,392,17,34,18,13,10,15,16,15,18,10,25,26,20,46,24,12,15,27,15,16
2021년02월_남_총인구수,"211,283","7,863","11,130","6,536","7,087","11,610","7,602","7,559","8,941","11,354","7,629","12,312","17,183","8,180","19,478","13,009","9,559","11,701","6,825","8,173","17,552"
2021년02월_남_연령구간인구수,"211,283","7,863","11,130","6,536","7,087","11,610","7,602","7,559","8,941","11,354","7,629","12,312","17,183","8,180","19,478","13,009","9,559","11,701","6,825","8,173","17,552"
2021년02월_남_0~9세,"14,793",364,584,283,393,"1,002",225,486,748,768,290,864,"2,002",748,"1,382","1,040",563,836,297,904,"1,014"
2021년02월_남_10~19세,"18,878",640,993,417,640,"1,434",438,448,872,964,497,"1,110","2,398",754,"1,986","1,242",748,"1,003",443,683,"1,168"
2021년02월_남_20~29세,"32,005","1,265","1,883","1,429",947,"1,454","2,648","1,313","1,148","1,622","1,721","1,685","1,649","1,001","3,018","1,456","1,515","1,715",963,"1,023","2,550"
2021년02월_남_30~39세,"29,816","1,197","1,599","1,153",976,"1,404","1,142","1,319","1,277","1,611","1,062","1,560","2,066","1,196","2,563","1,778","1,428","1,703",909,"1,309","2,564"
2021년02월_남_40~49세,"34,508","1,220","1,784",961,"1,006","2,111",854,"1,208","1,560","1,781",957,"2,078","3,792","1,412","3,169","2,300","1,434","1,793","1,046","1,353","2,689"
2021년02월_남_50~59세,"34,256","1,306","1,834",958,"1,303","1,967","1,005","1,225","1,406","1,811","1,158","2,012","2,549","1,373","3,155","2,119","1,550","2,021","1,234","1,327","2,943"
2021년02월_남_60~69세,"26,068",966,"1,336",672,"1,008","1,287",689,901,"1,044","1,553","1,014","1,646","1,483",999,"2,309","1,717","1,293","1,571","1,040",944,"2,596"
2021년02월_남_70~79세,"14,683",569,764,454,572,636,413,476,611,890,633,967,895,498,"1,244",978,720,759,646,488,"1,470"
2021년02월_남_80~89세,"5,632",292,315,179,209,280,171,171,250,321,266,350,317,175,563,344,285,272,222,132,518
2021년02월_남_90~99세,545,37,30,24,28,33,13,6,23,31,29,35,25,19,74,29,22,24,23,8,32
2021년02월_남_100세 이상,99,7,8,6,5,2,4,6,2,2,2,5,7,5,15,6,1,4,2,2,8
2021년02월_여_총인구수,"226,678","8,996","12,257","8,971","8,078","12,859","7,407","8,122","9,629","12,064","7,724","13,154","18,903","8,758","20,046","13,915","10,281","12,203","7,018","8,407","17,886"
2021년02월_여_연령구간인구수,"226,678","8,996","12,257","8,971","8,078","12,859","7,407","8,122","9,629","12,064","7,724","13,154","18,903","8,758","20,046","13,915","10,281","12,203","7,018","8,407","17,886"
2021년02월_여_0~9세,"14,188",401,539,292,414,980,219,489,652,722,290,776,"1,926",690,"1,295","1,024",504,846,300,858,971
2021년02월_여_10~19세,"18,223",549,891,516,673,"1,416",407,486,906,898,462,"1,034","2,481",676,"1,676","1,363",734,915,442,674,"1,024"
2021년02월_여_20~29세,"34,352","1,511","2,326","2,999","1,102","1,522","2,374","1,363","1,159","1,614","1,362","1,554","1,774","1,077","2,692","1,602","2,014","1,606",985,"1,098","2,618"
2021년02월_여_30~39세,"30,098","1,315","1,666","1,353","1,007","1,588",878,"1,281","1,338","1,531",805,"1,686","2,527","1,265","2,602","1,814","1,308","1,547",802,"1,374","2,411"
2021년02월_여_40~49세,"35,455","1,345","1,883","1,038","1,140","2,375",806,"1,188","1,649","1,818",977,"2,113","4,103","1,538","3,255","2,283","1,411","1,844",910,"1,316","2,463"
2021년02월_여_50~59세,"35,293","1,457","1,842",983,"1,430","2,129","1,028","1,325","1,454","1,932","1,222","2,171","2,445","1,404","3,184","2,143","1,500","2,155","1,191","1,274","3,024"
2021년02월_여_60~69세,"29,423","1,109","1,435",820,"1,163","1,451",781,"1,016","1,213","1,821","1,226","1,965","1,812","1,111","2,539","1,876","1,397","1,750","1,160","1,022","2,756"
2021년02월_여_70~79세,"18,974",796,"1,066",613,723,845,580,625,812,"1,125",859,"1,208","1,192",655,"1,681","1,204",896,999,796,519,"1,780"
2021년02월_여_80~89세,"8,807",408,502,294,366,447,278,281,373,500,429,522,518,280,926,507,426,457,344,220,729
2021년02월_여_90~99세,"1,572",95,81,51,52,98,45,58,60,87,84,105,106,47,165,81,80,73,63,39,102
2021년02월_여_100세 이상,293,10,26,12,8,8,11,10,13,16,8,20,19,15,31,18,11,11,25,13,8
2021년03월_계_총인구수,"434,826","16,711","23,153","15,507","14,983","24,322","14,944","15,556","18,413","23,261","15,186","25,295","35,766","16,642","39,187","26,668","19,720","24,100","13,716","16,398","35,298"
2021년03월_계_연령구간인구수,"434,826","16,711","23,153","15,507","14,983","24,322","14,944","15,556","18,413","23,261","15,186","25,295","35,766","16,642","39,187","26,668","19,720","24,100","13,716","16,398","35,298"
2021년03월_계_0~9세,"28,774",756,"1,097",574,796,"1,970",440,974,"1,386","1,478",582,"1,629","3,892","1,412","2,645","2,052","1,059","1,721",591,"1,758","1,962"
2021년03월_계_10~19세,"37,077","1,178","1,876",965,"1,302","2,830",866,931,"1,768","1,852",970,"2,143","4,872","1,438","3,657","2,577","1,504","1,925",870,"1,361","2,192"
2021년03월_계_20~29세,"66,403","2,769","4,220","4,453","2,013","2,969","5,071","2,644","2,284","3,236","3,063","3,258","3,407","2,071","5,726","3,092","3,490","3,380","1,964","2,098","5,195"
2021년03월_계_30~39세,"59,486","2,485","3,247","2,497","1,976","2,957","2,000","2,590","2,611","3,117","1,846","3,193","4,562","2,389","5,120","3,569","2,728","3,313","1,727","2,653","4,906"
2021년03월_계_40~49세,"69,264","2,529","3,585","1,985","2,118","4,459","1,638","2,377","3,177","3,547","1,887","4,165","7,812","2,912","6,354","4,521","2,839","3,658","1,922","2,664","5,115"
2021년03월_계_50~59세,"69,159","2,728","3,653","1,942","2,703","4,074","2,003","2,516","2,842","3,757","2,362","4,158","4,997","2,742","6,308","4,235","3,014","4,221","2,398","2,574","5,932"
