카테고리,전라북도 익산시,전라북도 익산시 함열읍,전라북도 익산시 오산면,전라북도 익산시 황등면,전라북도 익산시 함라면,전라북도 익산시 웅포면,전라북도 익산시 성당면,전라북도 익산시 용안면,전라북도 익산시 낭산면,전라북도 익산시 망성면,전라북도 익산시 여산면,전라북도 익산시 금마면,전라북도 익산시 왕궁면,전라북도 익산시 춘포면,전라북도 익산시 삼기면,전라북도 익산시 용동면,전라북도 익산시 중앙동,전라북도 익산시 평화동,전라북도 익산시 인화동,전라북도 익산시 동산동,전라북도 익산시 마동,전라북도 익산시 남중동,전라북도 익산시 모현동,전라북도 익산시 송학동,전라북도 익산시 영등1동,전라북도 익산시 영등2동,전라북도 익산시 어양동,전라북도 익산시 신동,전라북도 익산시 팔봉동,전라북도 익산시 삼성동
2020년08월_계_30~39세,"29,079",551,817,527,129,61,97,152,196,161,283,467,238,347,159,66,324,561,791,"2,494",860,"1,036","4,510","1,205","2,441","1,671","3,149","1,484",866,"3,436"
2020년08월_계_40~49세,"42,427",833,"1,066",822,224,137,179,231,334,270,337,587,412,532,255,156,431,726,856,"3,531","1,199","1,506","6,286","1,448","3,670","2,838","5,013","1,724","1,053","5,771"
2020년08월_계_50~59세,"49,301","1,241","1,405","1,339",441,268,374,385,561,539,577,946,757,854,549,234,578,947,"1,136","4,038","1,857","1,946","6,394","1,267","4,549","2,457","4,411","2,313","1,089","5,849"
2020년08월_계_60~69세,"39,666","1,382","1,414","1,377",445,378,439,609,659,702,632,982,998,912,521,368,738,832,"1,304","3,342","1,608","2,118","4,694","1,048","3,184",951,"2,068","2,031",867,"3,063"
2020년08월_계_70~79세,"24,239",862,840,980,401,284,336,521,529,567,514,623,831,573,392,312,571,461,888,"1,830",855,"1,709","2,477",641,"1,305",569,911,"1,443",515,"1,499"
2020년08월_계_80~89세,"12,397",491,495,609,244,218,215,316,326,361,322,309,544,411,271,208,211,189,428,839,346,644,"1,165",245,576,241,410,697,280,786
2020년08월_계_90~99세,"1,907",72,75,103,47,43,37,53,42,51,43,39,99,72,51,34,42,31,53,99,53,83,176,28,104,31,57,123,74,92
2020년08월_계_100세 이상,106,6,2,10,4,2,3,0,1,4,2,2,7,2,4,3,5,3,2,10,2,3,5,2,2,0,3,12,3,2
2020년08월_남_총인구수,"141,163","3,456","3,940","3,653","1,144",811,989,"1,342","1,646","1,493","1,704","2,828","2,290","2,365","1,363",784,"1,874","2,610","3,630","11,231","4,679","5,982","18,726","4,317","11,606","7,071","12,409","7,892","3,478","15,850"
2020년08월_남_연령구간인구수,"141,163","3,456","3,940","3,653","1,144",811,989,"1,342","1,646","1,493","1,704","2,828","2,290","2,365","1,363",784,"1,874","2,610","3,630","11,231","4,679","5,982","18,726","4,317","11,606","7,071","12,409","7,892","3,478","15,850"
2020년08월_남_0~9세,"10,088",201,272,145,27,14,25,36,50,41,86,177,60,104,43,11,59,183,172,858,234,272,"1,911",450,806,670,"1,244",339,292,"1,306"
2020년08월_남_10~19세,"14,462",279,311,269,65,42,52,72,89,62,95,177,114,164,64,49,95,163,224,"1,211",374,472,"2,154",520,"1,419","1,110","1,765",546,342,"2,163"
2020년08월_남_20~29세,"19,775",363,367,394,106,51,76,101,126,93,188,470,149,230,148,59,206,279,461,"1,388",726,761,"2,525",474,"1,859","1,166","1,870","2,253",428,"2,458"
2020년08월_남_30~39세,"15,244",287,445,287,74,40,56,104,111,108,166,262,160,194,105,33,207,302,469,"1,305",493,585,"2,184",606,"1,249",818,"1,557",854,474,"1,709"
2020년08월_남_40~49세,"21,684",456,572,471,132,89,117,153,213,157,198,343,268,319,168,105,253,409,481,"1,842",656,831,"3,107",756,"1,735","1,278","2,298",931,555,"2,791"
2020년08월_남_50~59세,"24,991",641,707,717,239,163,220,211,329,293,317,489,424,480,298,122,297,529,617,"1,988",889,983,"3,041",645,"2,163","1,251","2,234","1,135",575,"2,994"
2020년08월_남_60~69세,"19,672",682,705,719,237,193,219,309,367,346,315,502,527,478,275,186,385,430,602,"1,599",789,"1,002","2,279",501,"1,590",470,969,958,452,"1,586"
2020년08월_남_70~79세,"10,756",380,371,436,172,130,151,239,231,259,236,290,376,260,169,139,276,240,432,735,396,772,"1,094",271,600,218,345,662,251,625
2020년08월_남_80~89세,"4,023",152,169,191,80,79,65,103,118,121,92,106,175,119,80,73,83,67,158,278,111,278,385,85,163,84,115,195,92,206
2020년08월_남_90~99세,445,14,19,21,12,10,7,14,12,12,10,12,34,17,12,7,13,7,14,24,11,24,46,8,22,6,12,18,16,11
2020년08월_남_100세 이상,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020년08월_여_총인구수,"142,333","3,610","4,048","3,599","1,172",770,955,"1,318","1,473","1,542","1,698","2,518","2,160","2,218","1,280",810,"1,645","2,323","3,489","11,535","4,521","5,795","19,939","4,335","11,994","7,399","13,040","7,778","3,265","16,104"
2020년08월_여_연령구간인구수,"142,333","3,610","4,048","3,599","1,172",770,955,"1,318","1,473","1,542","1,698","2,518","2,160","2,218","1,280",810,"1,645","2,323","3,489","11,535","4,521","5,795","19,939","4,335","11,994","7,399","13,040","7,778","3,265","16,104"
2020년08월_여_0~9세,"9,684",185,274,132,37,16,8,36,57,54,102,155,35,86,30,12,41,155,152,887,184,236,"1,818",472,782,654,"1,167",329,278,"1,310"
2020년08월_여_10~19세,"13,829",329,313,260,74,22,50,75,57,73,77,188,87,132,49,39,61,183,206,"1,056",294,389,"2,200",456,"1,359","1,010","1,731",609,338,"2,112"
2020년08월_여_20~29세,"16,536",271,337,285,72,45,53,73,92,57,144,224,119,164,107,43,157,220,446,"1,183",608,602,"2,350",396,"1,544","1,102","1,650","1,767",318,"2,107"
2020년08월_여_30~39세,"13,835",264,372,240,55,21,41,48,85,53,117,205,78,153,54,33,117,259,322,"1,189",367,451,"2,326",599,"1,192",853,"1,592",630,392,"1,727"
2020년08월_여_40~49세,"20,743",377,494,351,92,48,62,78,121,113,139,244,144,213,87,51,178,317,375,"1,689",543,675,"3,179",692,"1,935","1,560","2,715",793,498,"2,980"
2020년08월_여_50~59세,"24,310",600,698,622,202,105,154,174,232,246,260,457,333,374,251,112,281,418,519,"2,050",968,963,"3,353",622,"2,386","1,206","2,177","1,178",514,"2,855"
2020년08월_여_60~69세,"19,994",700,709,658,208,185,220,300,292,356,317,480,471,434,246,182,353,402,702,"1,743",819,"1,116","2,415",547,"1,594",481,"1,099","1,073",415,"1,477"
2020년08월_여_70~79세,"13,483",482,469,544,229,154,185,282,298,308,278,333,455,313,223,173,295,221,456,"1,095",459,937,"1,383",370,705,351,566,781,264,874
2020년08월_여_80~89세,"8,374",339,326,418,164,139,150,213,208,240,230,203,369,292,191,135,128,122,270,561,235,366,780,160,413,157,295,502,188,580
2020년08월_여_90~99세,"1,462",58,56,82,35,33,30,39,30,39,33,27,65,55,39,27,29,24,39,75,42,59,130,20,82,25,45,105,58,81
2020년08월_여_100세 이상,83,5,0,7,4,2,2,0,1,3,1,2,4,2,3,3,5,2,2,7,2,1,5,1,2,0,3,11,2,1
2020년09월_계_총인구수,"283,064","7,035","7,980","7,230","2,313","1,579","1,934","2,658","3,099","3,026","3,384","5,313","4,431","4,579","2,633","1,585","3,511","4,916","7,091","22,788","9,246","11,766","38,585","8,628","23,483","14,483","25,468","15,703","6,742","31,875"
2020년09월_계_연령구간인구수,"283,064","7,035","7,980","7,230","2,313","1,579","1,934","2,658","3,099","3,026","3,384","5,313","4,431","4,579","2,633","1,585","3,511","4,916","7,091","22,788","9,246","11,766","38,585","8,628","23,483","14,483","25,468","15,703","6,742","31,875"
2020년09월_계_0~9세,"19,610",382,539,273,67,29,34,73,107,96,182,329,89,187,74,23,103,333,318,"1,745",421,495,"3,700",915,"1,569","1,311","2,390",658,571,"2,597"
2020년09월_계_10~19세,"28,153",609,618,523,138,63,100,146,139,133,169,353,201,298,112,85,150,344,427,"2,257",680,846,"4,350",976,"2,757","2,122","3,494","1,134",668,"4,261"
2020년09월_계_20~29세,"36,298",627,707,673,175,94,124,175,219,143,332,682,270,402,251,103,363,500,901,"2,558","1,334","1,371","4,871",872,"3,387","2,280","3,523","4,082",758,"4,521"
2020년09월_계_30~39세,"28,866",545,813,531,128,61,95,149,195,160,275,461,229,341,159,68,323,548,794,"2,490",863,"1,022","4,447","1,200","2,417","1,657","3,145","1,478",859,"3,413"
2020년09월_계_40~49세,"42,279",818,"1,067",811,222,139,177,232,328,265,340,580,411,534,251,153,419,718,848,"3,527","1,213","1,500","6,289","1,440","3,633","2,827","4,994","1,729","1,054","5,760"
2020년09월_계_50~59세,"49,198","1,236","1,397","1,331",436,270,367,378,555,532,571,940,748,845,549,230,571,948,"1,135","4,036","1,864","1,945","6,369","1,265","4,528","2,476","4,434","2,315","1,084","5,843"
2020년09월_계_60~69세,"39,874","1,386","1,415","1,382",442,373,443,610,659,713,637,994,"1,003",915,522,365,744,837,"1,304","3,371","1,614","2,119","4,733","1,049","3,203",967,"2,099","2,025",870,"3,080"
2020년09월_계_70~79세,"24,329",864,848,983,407,287,339,520,528,565,513,622,830,574,392,314,577,463,884,"1,848",847,"1,729","2,479",630,"1,314",575,916,"1,446",519,"1,516"
2020년09월_계_80~89세,"12,418",487,497,607,246,218,215,322,327,364,319,309,541,407,267,208,213,190,429,843,354,652,"1,169",250,568,238,411,703,280,784
2020년09월_계_90~99세,"1,933",75,77,106,48,43,37,53,41,51,44,41,102,74,52,33,43,32,49,103,54,84,173,29,105,30,59,121,76,98
2020년09월_계_100세 이상,106,6,2,10,4,2,3,0,1,4,2,2,7,2,4,3,5,3,2,10,2,3,5,2,2,0,3,12,3,2
2020년09월_남_총인구수,"140,974","3,438","3,932","3,645","1,143",813,986,"1,345","1,633","1,486","1,697","2,810","2,278","2,363","1,357",782,"1,869","2,599","3,621","11,242","4,711","5,978","18,689","4,294","11,551","7,074","12,438","7,917","3,480","15,803"
2020년09월_남_연령구간인구수,"140,974","3,438","3,932","3,645","1,143",813,986,"1,345","1,633","1,486","1,697","2,810","2,278","2,363","1,357",782,"1,869","2,599","3,621","11,242","4,711","5,978","18,689","4,294","11,551","7,074","12,438","7,917","3,480","15,803"
2020년09월_남_0~9세,"10,013",202,269,141,29,14,25,37,50,41,80,176,57,103,44,11,62,183,168,857,236,265,"1,902",444,797,667,"1,236",335,293,"1,289"
2020년09월_남_10~19세,"14,398",279,307,267,65,42,50,72,84,61,96,170,115,166,63,48,90,160,223,"1,207",382,467,"2,150",521,"1,407","1,112","1,771",538,334,"2,151"
2020년09월_남_20~29세,"19,776",357,368,390,106,49,73,102,127,89,189,457,151,235,146,60,206,278,451,"1,381",725,768,"2,527",474,"1,851","1,174","1,881","2,288",439,"2,434"
2020년09월_남_30~39세,"15,144",283,444,289,71,41,55,105,110,107,163,265,153,186,105,35,203,291,476,"1,311",495,575,"2,151",596,"1,243",808,"1,559",856,471,"1,697"
2020년09월_남_40~49세,"21,588",443,571,467,132,91,115,154,211,152,199,335,270,321,166,103,251,404,475,"1,834",667,833,"3,102",755,"1,708","1,270","2,293",928,552,"2,786"
2020년09월_남_50~59세,"24,955",643,703,714,238,165,218,207,324,291,316,487,417,477,297,121,292,531,624,"1,992",894,980,"3,030",643,"2,159","1,252","2,236","1,134",573,"2,997"
2020년09월_남_60~69세,"19,783",684,704,720,235,190,223,309,367,354,316,512,528,478,275,185,388,437,603,"1,609",792,998,"2,300",497,"1,599",484,986,962,455,"1,593"
2020년09월_남_70~79세,"10,815",379,375,439,174,132,154,241,232,256,237,289,376,262,169,140,279,240,429,747,394,784,"1,099",267,603,220,349,661,254,634
2020년09월_남_80~89세,"4,032",152,170,193,81,79,65,104,117,122,90,107,172,118,78,72,85,67,159,276,115,281,384,88,162,81,114,198,92,210
2020년09월_남_90~99세,447,15,19,22,12,10,7,14,11,12,10,12,36,17,13,7,13,7,13,25,11,25,44,8,22,6,13,16,16,11
2020년09월_남_100세 이상,23,1,2,3,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020년09월_여_총인구수,"142,090","3,597","4,048","3,585","1,170",766,948,"1,313","1,466","1,540","1,687","2,503","2,153","2,216","1,276",803,"1,642","2,317","3,470","11,546","4,535","5,788","19,896","4,334","11,932","7,409","13,030","7,786","3,262","16,072"
2020년09월_여_연령구간인구수,"142,090","3,597","4,048","3,585","1,170",766,948,"1,313","1,466","1,540","1,687","2,503","2,153","2,216","1,276",803,"1,642","2,317","3,470","11,546","4,535","5,788","19,896","4,334","11,932","7,409","13,030","7,786","3,262","16,072"
2020년09월_여_0~9세,"9,597",180,270,132,38,15,9,36,57,55,102,153,32,84,30,12,41,150,150,888,185,230,"1,798",471,772,644,"1,154",323,278,"1,308"
2020년09월_여_10~19세,"13,755",330,311,256,73,21,50,74,55,72,73,183,86,132,49,37,60,184,204,"1,050",298,379,"2,200",455,"1,350","1,010","1,723",596,334,"2,110"
2020년09월_여_20~29세,"16,522",270,339,283,69,45,51,73,92,54,143,225,119,167,105,43,157,222,450,"1,177",609,603,"2,344",398,"1,536","1,106","1,642","1,794",319,"2,087"
2020년09월_여_30~39세,"13,722",262,369,242,57,20,40,44,85,53,112,196,76,155,54,33,120,257,318,"1,179",368,447,"2,296",604,"1,174",849,"1,586",622,388,"1,716"
2020년09월_여_40~49세,"20,691",375,496,344,90,48,62,78,117,113,141,245,141,213,85,50,168,314,373,"1,693",546,667,"3,187",685,"1,925","1,557","2,701",801,502,"2,974"
2020년09월_여_50~59세,"24,243",593,694,617,198,105,149,171,231,241,255,453,331,368,252,109,279,417,511,"2,044",970,965,"3,339",622,"2,369","1,224","2,198","1,181",511,"2,846"
2020년09월_여_60~69세,"20,091",702,711,662,207,183,220,301,292,359,321,482,475,437,247,180,356,400,701,"1,762",822,"1,121","2,433",552,"1,604",483,"1,113","1,063",415,"1,487"
2020년09월_여_70~79세,"13,514",485,473,544,233,155,185,279,296,309,276,333,454,312,223,174,298,223,455,"1,101",453,945,"1,380",363,711,355,567,785,265,882
2020년09월_여_80~89세,"8,386",335,327,414,165,139,150,218,210,242,229,202,369,289,189,136,128,123,270,567,239,371,785,162,406,157,297,505,188,574
2020년09월_여_90~99세,"1,486",60,58,84,36,33,30,39,30,39,34,29,66,57,39,26,30,25,36,78,43,59,129,21,83,24,46,105,60,87
2020년09월_여_100세 이상,83,5,0,7,4,2,2,0,1,3,1,2,4,2,3,3,5,2,2,7,2,1,5,1,2,0,3,11,2,1
2020년10월_계_총인구수,"282,847","7,042","7,971","7,215","2,315","1,577","1,948","2,652","3,095","3,020","3,369","5,316","4,422","4,598","2,629","1,580","3,490","4,896","7,087","22,771","9,462","11,725","38,486","8,577","23,426","14,476","25,468","15,736","6,722","31,776"
2020년10월_계_연령구간인구수,"282,847","7,042","7,971","7,215","2,315","1,577","1,948","2,652","3,095","3,020","3,369","5,316","4,422","4,598","2,629","1,580","3,490","4,896","7,087","22,771","9,462","11,725","38,486","8,577","23,426","14,476","25,468","15,736","6,722","31,776"
2020년10월_계_0~9세,"19,445",381,542,271,66,28,35,72,109,95,184,327,87,188,72,23,103,319,319,"1,734",435,487,"3,680",888,"1,550","1,303","2,357",647,564,"2,579"
2020년10월_계_10~19세,"28,070",598,621,517,138,62,99,144,138,133,164,357,203,301,108,86,150,340,424,"2,244",724,845,"4,331",971,"2,748","2,097","3,477","1,153",661,"4,236"
2020년10월_계_20~29세,"36,356",631,702,681,175,96,129,178,219,142,328,680,266,404,250,101,361,508,900,"2,570","1,366","1,364","4,844",878,"3,388","2,297","3,533","4,111",756,"4,498"
2020년10월_계_30~39세,"28,685",540,807,526,127,62,97,147,197,161,272,464,226,341,161,68,315,532,786,"2,475",882,"1,002","4,417","1,177","2,397","1,654","3,126","1,475",853,"3,398"
2020년10월_계_40~49세,"42,190",815,"1,056",794,223,139,175,230,327,266,338,587,406,541,244,151,419,717,854,"3,510","1,262","1,504","6,281","1,444","3,603","2,819","5,003","1,728","1,050","5,704"
2020년10월_계_50~59세,"49,104","1,240","1,391","1,331",438,267,366,370,550,527,564,931,744,834,555,229,566,949,"1,121","4,027","1,901","1,933","6,330","1,264","4,510","2,483","4,447","2,310","1,078","5,848"
2020년10월_계_60~69세,"40,066","1,394","1,425","1,384",441,374,446,614,656,714,642,995,"1,004",925,524,362,742,841,"1,314","3,387","1,624","2,120","4,764","1,043","3,226",975,"2,122","2,021",880,"3,107"
2020년10월_계_70~79세,"24,431",868,848,984,410,290,342,524,530,562,511,621,837,579,391,317,570,467,892,"1,858",856,"1,733","2,489",630,"1,322",578,927,"1,453",522,"1,520"
2020년10월_계_80~89세,"12,447",488,499,608,245,217,217,322,326,364,321,311,540,410,269,207,215,189,427,852,353,648,"1,171",252,568,239,415,708,279,787
2020년10월_계_90~99세,"1,946",81,77,108,48,41,39,51,42,52,43,41,102,73,51,33,44,31,48,104,57,86,174,28,112,31,58,118,76,97
2020년10월_계_100세 이상,107,6,3,11,4,1,3,0,1,4,2,2,7,2,4,3,5,3,2,10,2,3,5,2,2,0,3,12,3,2
2020년10월_남_총인구수,"140,864","3,449","3,926","3,634","1,145",812,990,"1,341","1,633","1,483","1,689","2,806","2,267","2,376","1,351",777,"1,856","2,587","3,616","11,239","4,816","5,960","18,630","4,274","11,496","7,076","12,448","7,952","3,480","15,755"
2020년10월_남_연령구간인구수,"140,864","3,449","3,926","3,634","1,145",812,990,"1,341","1,633","1,483","1,689","2,806","2,267","2,376","1,351",777,"1,856","2,587","3,616","11,239","4,816","5,960","18,630","4,274","11,496","7,076","12,448","7,952","3,480","15,755"
2020년10월_남_0~9세,"9,938",200,269,139,29,13,25,36,52,41,80,176,56,106,42,11,63,173,171,854,243,258,"1,890",437,783,663,"1,226",330,291,"1,281"
2020년10월_남_10~19세,"14,354",280,311,266,64,41,49,72,83,60,91,172,116,169,61,49,89,158,221,"1,206",403,467,"2,138",516,"1,399","1,096","1,750",554,332,"2,141"
2020년10월_남_20~29세,"19,815",357,368,395,104,51,75,103,126,87,189,451,148,235,144,60,205,283,450,"1,386",740,763,"2,516",475,"1,848","1,187","1,896","2,309",439,"2,425"
2020년10월_남_30~39세,"15,037",282,437,282,74,42,56,103,112,107,161,264,151,185,104,34,195,283,466,"1,305",507,565,"2,135",579,"1,224",812,"1,557",854,472,"1,689"
2020년10월_남_40~49세,"21,535",443,565,458,130,91,115,152,211,154,199,338,266,323,161,102,251,404,480,"1,827",684,835,"3,098",761,"1,697","1,269","2,296",929,545,"2,751"
2020년10월_남_50~59세,"24,932",643,698,719,240,165,214,200,323,290,317,484,414,476,302,118,292,531,614,"1,992",914,971,"3,016",646,"2,147","1,251","2,241","1,138",574,"3,002"
2020년10월_남_60~69세,"19,858",694,710,713,235,185,230,315,364,354,316,513,527,478,276,186,390,438,610,"1,609",799,"1,003","2,308",495,"1,604",488,999,956,461,"1,602"
2020년10월_남_70~79세,"10,883",379,378,440,176,136,152,242,233,256,236,285,380,268,168,139,272,243,433,757,400,790,"1,100",268,610,222,354,667,257,642
2020년10월_남_80~89세,"4,038",154,169,197,81,78,66,105,117,120,90,110,170,118,79,71,86,66,158,276,115,282,385,88,160,82,116,198,92,209
2020년10월_남_90~99세,449,16,18,21,12,10,7,13,12,13,9,13,36,18,13,7,13,7,13,24,11,24,44,8,24,6,13,16,16,12
2020년10월_남_100세 이상,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020년10월_여_총인구수,"141,983","3,593","4,045","3,581","1,170",765,958,"1,311","1,462","1,537","1,680","2,510","2,155","2,222","1,278",803,"1,634","2,309","3,471","11,532","4,646","5,765","19,856","4,303","11,930","7,400","13,020","7,784","3,242","16,021"
2020년10월_여_연령구간인구수,"141,983","3,593","4,045","3,581","1,170",765,958,"1,311","1,462","1,537","1,680","2,510","2,155","2,222","1,278",803,"1,634","2,309","3,471","11,532","4,646","5,765","19,856","4,303","11,930","7,400","13,020","7,784","3,242","16,021"
2020년10월_여_0~9세,"9,507",181,273,132,37,15,10,36,57,54,104,151,31,82,30,12,40,146,148,880,192,229,"1,790",451,767,640,"1,131",317,273,"1,298"
2020년10월_여_10~19세,"13,716",318,310,251,74,21,50,72,55,73,73,185,87,132,47,37,61,182,203,"1,038",321,378,"2,193",455,"1,349","1,001","1,727",599,329,"2,095"
2020년10월_여_20~29세,"16,541",274,334,286,71,45,54,75,93,55,139,229,118,169,106,41,156,225,450,"1,184",626,601,"2,328",403,"1,540","1,110","1,637","1,802",317,"2,073"
2020년10월_여_30~39세,"13,648",258,370,244,53,20,41,44,85,54,111,200,75,156,57,34,120,249,320,"1,170",375,437,"2,282",598,"1,173",842,"1,569",621,381,"1,709"
2020년10월_여_40~49세,"20,655",372,491,336,93,48,60,78,116,112,139,249,140,218,83,49,168,313,374,"1,683",578,669,"3,183",683,"1,906","1,550","2,707",799,505,"2,953"
2020년10월_여_50~59세,"24,172",597,693,612,198,102,152,170,227,237,247,447,330,358,253,111,274,418,507,"2,035",987,962,"3,314",618,"2,363","1,232","2,206","1,172",504,"2,846"
2020년10월_여_60~69세,"20,208",700,715,671,206,189,216,299,292,360,326,482,477,447,248,176,352,403,704,"1,778",825,"1,117","2,456",548,"1,622",487,"1,123","1,065",419,"1,505"
2020년10월_여_70~79세,"13,548",489,470,544,234,154,190,282,297,306,275,336,457,311,223,178,298,224,459,"1,101",456,943,"1,389",362,712,356,573,786,265,878
2020년10월_여_80~89세,"8,409",334,330,411,164,139,151,217,209,244,231,201,370,292,190,136,129,123,269,576,238,366,786,164,408,157,299,510,187,578
2020년10월_여_90~99세,"1,497",65,59,87,36,31,32,38,30,39,34,28,66,55,38,26,31,24,35,80,46,62,130,20,88,25,45,102,60,85
2020년10월_여_100세 이상,82,5,0,7,4,1,2,0,1,3,1,2,4,2,3,3,5,2,2,7,2,1,5,1,2,0,3,11,2,1
2020년11월_계_총인구수,"282,582","6,997","7,937","7,194","2,308","1,572","1,951","2,654","3,096","3,032","3,367","5,305","4,410","4,599","2,623","1,581","3,478","4,882","7,086","22,756","9,487","11,745","38,411","8,580","23,438","14,446","25,464","15,729","6,702","31,752"
2020년11월_계_연령구간인구수,"282,582","6,997","7,937","7,194","2,308","1,572","1,951","2,654","3,096","3,032","3,367","5,305","4,410","4,599","2,623","1,581","3,478","4,882","7,086","22,756","9,487","11,745","38,411","8,580","23,438","14,446","25,464","15,729","6,702","31,752"
2020년11월_계_0~9세,"19,300",369,536,263,65,27,35,74,108,91,183,327,90,189,68,23,104,316,319,"1,715",427,487,"3,681",881,"1,550","1,291","2,324",632,553,"2,572"
2020년11월_계_10~19세,"28,009",595,623,513,132,63,97,143,137,139,164,351,201,300,106,85,143,333,422,"2,249",725,856,"4,321",972,"2,728","2,097","3,481","1,156",660,"4,217"
2020년11월_계_20~29세,"36,322",629,687,673,177,95,132,179,214,142,320,673,266,399,242,101,374,506,908,"2,557","1,385","1,362","4,805",893,"3,371","2,301","3,545","4,142",752,"4,492"
2020년11월_계_30~39세,"28,557",532,795,525,125,63,93,151,200,159,278,468,224,340,163,69,304,532,782,"2,451",888,"1,001","4,405","1,187","2,401","1,626","3,109","1,473",839,"3,374"
2020년11월_계_40~49세,"42,066",814,"1,058",786,218,134,173,225,328,268,337,581,400,537,241,150,427,717,846,"3,518","1,263","1,504","6,250","1,439","3,619","2,803","4,987","1,711","1,054","5,678"
2020년11월_계_50~59세,"49,056","1,227","1,376","1,330",441,265,365,371,553,521,559,933,742,828,553,229,554,942,"1,124","4,021","1,899","1,934","6,312","1,260","4,524","2,489","4,470","2,296","1,081","5,857"
2020년11월_계_60~69세,"40,237","1,392","1,436","1,391",440,378,450,615,661,725,640,999,"1,008",932,530,364,739,839,"1,313","3,396","1,639","2,134","4,776","1,049","3,234",986,"2,131","2,019",883,"3,138"
2020년11월_계_70~79세,"24,499",864,849,981,411,286,345,525,529,564,521,619,837,580,393,315,568,470,892,"1,883",852,"1,734","2,510",617,"1,322",581,940,"1,452",523,"1,536"
2020년11월_계_80~89세,"12,466",488,498,614,246,219,218,321,326,364,319,309,534,416,270,209,217,193,429,851,352,647,"1,172",251,572,239,418,712,277,785
2020년11월_계_90~99세,"1,962",81,76,107,49,41,40,50,39,55,44,43,101,76,53,33,43,31,49,105,55,83,174,29,114,33,56,124,77,101
2020년11월_계_100세 이상,108,6,3,11,4,1,3,0,1,4,2,2,7,2,4,3,5,3,2,10,2,3,5,2,3,0,3,12,3,2
2020년11월_남_총인구수,"140,745","3,426","3,916","3,623","1,142",809,991,"1,342","1,634","1,493","1,694","2,798","2,258","2,376","1,347",778,"1,853","2,588","3,630","11,226","4,828","5,971","18,590","4,270","11,516","7,058","12,447","7,938","3,464","15,739"
2020년11월_남_연령구간인구수,"140,745","3,426","3,916","3,623","1,142",809,991,"1,342","1,634","1,493","1,694","2,798","2,258","2,376","1,347",778,"1,853","2,588","3,630","11,226","4,828","5,971","18,590","4,270","11,516","7,058","12,447","7,938","3,464","15,739"
2020년11월_남_0~9세,"9,873",197,267,139,30,13,25,37,52,40,79,175,58,105,39,11,63,172,172,843,239,255,"1,892",439,785,655,"1,202",323,287,"1,279"
2020년11월_남_10~19세,"14,324",277,313,260,60,41,48,71,82,61,92,169,114,169,60,49,84,158,222,"1,204",403,479,"2,138",514,"1,395","1,096","1,750",557,332,"2,126"
2020년11월_남_20~29세,"19,778",354,364,394,104,49,77,102,124,88,186,445,144,235,140,58,212,280,456,"1,386",747,759,"2,481",490,"1,844","1,184","1,908","2,304",437,"2,426"
2020년11월_남_30~39세,"14,979",276,430,283,75,43,54,105,114,106,167,267,150,184,105,35,188,284,465,"1,296",511,567,"2,129",583,"1,225",796,"1,543",856,460,"1,682"
2020년11월_남_40~49세,"21,488",444,568,451,129,87,113,150,212,153,197,335,262,322,159,101,257,405,477,"1,831",682,839,"3,090",751,"1,708","1,265","2,298",922,547,"2,733"
2020년11월_남_50~59세,"24,905",636,692,714,240,164,215,201,324,289,314,485,413,472,303,117,287,530,617,"1,983",914,967,"3,011",641,"2,157","1,259","2,248","1,137",572,"3,003"
2020년11월_남_60~69세,"19,954",694,711,720,234,188,233,318,367,362,317,517,533,481,278,189,389,436,619,"1,608",804,"1,012","2,303",498,"1,604",490,"1,005",958,465,"1,621"
2020년11월_남_70~79세,"10,929",378,380,439,176,134,152,241,234,259,242,282,379,271,169,140,272,247,431,772,403,787,"1,113",259,614,227,362,661,256,649
2020년11월_남_80~89세,"4,036",153,170,198,82,80,65,104,116,120,89,108,167,119,78,71,88,68,158,277,115,280,388,86,158,81,118,203,91,205
2020년11월_남_90~99세,454,16,18,21,12,10,8,13,9,14,10,15,35,18,15,7,13,7,13,23,10,24,45,8,26,5,13,16,16,14
2020년11월_남_100세 이상,25,1,3,4,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,3,0,2,0,1,0,0,0,1,1,1
2020년11월_여_총인구수,"141,837","3,571","4,021","3,571","1,166",763,960,"1,312","1,462","1,539","1,673","2,507","2,152","2,223","1,276",803,"1,625","2,294","3,456","11,530","4,659","5,774","19,821","4,310","11,922","7,388","13,017","7,791","3,238","16,013"
2020년11월_여_연령구간인구수,"141,837","3,571","4,021","3,571","1,166",763,960,"1,312","1,462","1,539","1,673","2,507","2,152","2,223","1,276",803,"1,625","2,294","3,456","11,530","4,659","5,774","19,821","4,310","11,922","7,388","13,017","7,791","3,238","16,013"
2020년11월_여_0~9세,"9,427",172,269,124,35,14,10,37,56,51,104,152,32,84,29,12,41,144,147,872,188,232,"1,789",442,765,636,"1,122",309,266,"1,293"
