카테고리,강원도 태백시,강원도 태백시 황지동,강원도 태백시 황연동,강원도 태백시 삼수동,강원도 태백시 상장동,강원도 태백시 문곡소도동,강원도 태백시 장성동,강원도 태백시 구문소동,강원도 태백시 철암동
2021년09월_여_100세 이상,15,1,0,5,2,3,4,0,0
2021년10월_계_총인구수,"41,055","6,150","4,289","5,762","13,157","3,823","3,378","2,513","1,983"
2021년10월_계_연령구간인구수,"41,055","6,150","4,289","5,762","13,157","3,823","3,378","2,513","1,983"
2021년10월_계_0~9세,"2,344",427,166,343,"1,039",145,126,60,38
2021년10월_계_10~19세,"3,667",552,305,501,"1,542",266,215,205,81
2021년10월_계_20~29세,"3,480",590,327,392,"1,360",263,287,133,128
2021년10월_계_30~39세,"3,373",566,263,467,"1,333",265,231,131,117
2021년10월_계_40~49세,"6,112",882,579,865,"2,510",480,354,255,187
2021년10월_계_50~59세,"7,043","1,066",743,919,"2,189",705,692,393,336
2021년10월_계_60~69세,"7,766","1,138","1,038","1,063","1,778",918,721,620,490
2021년10월_계_70~79세,"4,823",634,604,792,964,529,464,465,371
2021년10월_계_80~89세,"2,173",261,232,367,391,217,257,232,216
2021년10월_계_90~99세,250,32,32,45,48,30,25,19,19
2021년10월_계_100세 이상,24,2,0,8,3,5,6,0,0
2021년10월_남_총인구수,"20,777","3,059","2,172","2,957","6,650","1,922","1,674","1,315","1,028"
2021년10월_남_연령구간인구수,"20,777","3,059","2,172","2,957","6,650","1,922","1,674","1,315","1,028"
2021년10월_남_0~9세,"1,242",228,80,193,545,75,63,38,20
2021년10월_남_10~19세,"1,892",286,161,256,789,117,103,139,41
2021년10월_남_20~29세,"2,013",353,197,242,770,141,157,77,76
2021년10월_남_30~39세,"1,798",300,147,246,680,141,137,70,77
2021년10월_남_40~49세,"3,254",462,323,487,"1,263",269,193,150,107
2021년10월_남_50~59세,"3,799",527,407,538,"1,163",371,361,236,196
2021년10월_남_60~69세,"3,818",532,524,492,863,470,370,316,251
2021년10월_남_70~79세,"2,120",275,243,349,437,236,205,204,171
2021년10월_남_80~89세,781,88,86,137,132,93,81,81,83
2021년10월_남_90~99세,51,7,4,14,7,7,2,4,6
2021년10월_남_100세 이상,9,1,0,3,1,2,2,0,0
2021년10월_여_총인구수,"20,278","3,091","2,117","2,805","6,507","1,901","1,704","1,198",955
2021년10월_여_연령구간인구수,"20,278","3,091","2,117","2,805","6,507","1,901","1,704","1,198",955
2021년10월_여_0~9세,"1,102",199,86,150,494,70,63,22,18
2021년10월_여_10~19세,"1,775",266,144,245,753,149,112,66,40
2021년10월_여_20~29세,"1,467",237,130,150,590,122,130,56,52
2021년10월_여_30~39세,"1,575",266,116,221,653,124,94,61,40
2021년10월_여_40~49세,"2,858",420,256,378,"1,247",211,161,105,80
2021년10월_여_50~59세,"3,244",539,336,381,"1,026",334,331,157,140
2021년10월_여_60~69세,"3,948",606,514,571,915,448,351,304,239
2021년10월_여_70~79세,"2,703",359,361,443,527,293,259,261,200
2021년10월_여_80~89세,"1,392",173,146,230,259,124,176,151,133
2021년10월_여_90~99세,199,25,28,31,41,23,23,15,13
2021년10월_여_100세 이상,15,1,0,5,2,3,4,0,0
2021년11월_계_총인구수,"40,982","6,139","4,284","5,748","13,140","3,821","3,372","2,502","1,976"
2021년11월_계_연령구간인구수,"40,982","6,139","4,284","5,748","13,140","3,821","3,372","2,502","1,976"
2021년11월_계_0~9세,"2,320",430,164,338,"1,025",145,124,57,37
2021년11월_계_10~19세,"3,671",554,303,499,"1,549",267,216,204,79
2021년11월_계_20~29세,"3,485",576,326,390,"1,370",270,287,133,133
2021년11월_계_30~39세,"3,329",560,265,462,"1,306",261,230,133,112
2021년11월_계_40~49세,"6,114",884,580,866,"2,511",481,350,256,186
2021년11월_계_50~59세,"7,015","1,060",742,917,"2,187",702,686,389,332
2021년11월_계_60~69세,"7,785","1,144","1,040","1,071","1,784",911,728,616,491
2021년11월_계_70~79세,"4,803",633,597,789,962,529,460,461,372
2021년11월_계_80~89세,"2,191",262,235,370,395,219,260,234,216
2021년11월_계_90~99세,252,34,32,45,48,31,25,19,18
2021년11월_계_100세 이상,17,2,0,1,3,5,6,0,0
2021년11월_남_총인구수,"20,738","3,045","2,167","2,955","6,648","1,924","1,669","1,305","1,025"
2021년11월_남_연령구간인구수,"20,738","3,045","2,167","2,955","6,648","1,924","1,669","1,305","1,025"
2021년11월_남_0~9세,"1,232",226,77,194,540,75,63,37,20
2021년11월_남_10~19세,"1,892",288,161,255,790,121,101,137,39
2021년11월_남_20~29세,"2,012",342,196,243,772,145,156,77,81
2021년11월_남_30~39세,"1,772",291,147,243,672,138,137,70,74
2021년11월_남_40~49세,"3,258",468,323,487,"1,267",269,190,149,105
2021년11월_남_50~59세,"3,792",525,409,534,"1,164",371,360,234,195
2021년11월_남_60~69세,"3,818",532,521,499,863,464,375,313,251
2021년11월_남_70~79세,"2,113",273,243,347,437,238,200,204,171
2021년11월_남_80~89세,789,90,86,139,135,94,82,80,83
2021년11월_남_90~99세,54,9,4,14,7,7,3,4,6
2021년11월_남_100세 이상,6,1,0,0,1,2,2,0,0
2021년11월_여_총인구수,"20,244","3,094","2,117","2,793","6,492","1,897","1,703","1,197",951
2021년11월_여_연령구간인구수,"20,244","3,094","2,117","2,793","6,492","1,897","1,703","1,197",951
2021년11월_여_0~9세,"1,088",204,87,144,485,70,61,20,17
2021년11월_여_10~19세,"1,779",266,142,244,759,146,115,67,40
2021년11월_여_20~29세,"1,473",234,130,147,598,125,131,56,52
2021년11월_여_30~39세,"1,557",269,118,219,634,123,93,63,38
2021년11월_여_40~49세,"2,856",416,257,379,"1,244",212,160,107,81
2021년11월_여_50~59세,"3,223",535,333,383,"1,023",331,326,155,137
2021년11월_여_60~69세,"3,967",612,519,572,921,447,353,303,240
2021년11월_여_70~79세,"2,690",360,354,442,525,291,260,257,201
2021년11월_여_80~89세,"1,402",172,149,231,260,125,178,154,133
2021년11월_여_90~99세,198,25,28,31,41,24,22,15,12
2021년11월_여_100세 이상,11,1,0,1,2,3,4,0,0
2021년12월_계_총인구수,"40,844","6,128","4,262","5,725","13,106","3,810","3,334","2,497","1,982"
2021년12월_계_연령구간인구수,"40,844","6,128","4,262","5,725","13,106","3,810","3,334","2,497","1,982"
2021년12월_계_0~9세,"2,301",434,158,339,"1,011",143,121,58,37
2021년12월_계_10~19세,"3,665",556,304,503,"1,543",266,213,201,79
2021년12월_계_20~29세,"3,452",564,319,383,"1,368",271,282,135,130
2021년12월_계_30~39세,"3,296",556,261,458,"1,290",258,227,130,116
2021년12월_계_40~49세,"6,095",879,577,862,"2,515",478,346,252,186
2021년12월_계_50~59세,"6,981","1,060",737,909,"2,184",700,681,382,328
2021년12월_계_60~69세,"7,804","1,148","1,038","1,068","1,789",912,725,622,502
2021년12월_계_70~79세,"4,789",629,599,788,963,521,459,462,368
2021년12월_계_80~89세,"2,204",265,238,370,394,229,255,236,217
2021년12월_계_90~99세,255,36,31,44,49,32,25,19,19
2021년12월_계_100세 이상,2,1,0,1,0,0,0,0,0
2021년12월_남_총인구수,"20,656","3,031","2,161","2,946","6,626","1,914","1,647","1,300","1,031"
2021년12월_남_연령구간인구수,"20,656","3,031","2,161","2,946","6,626","1,914","1,647","1,300","1,031"
2021년12월_남_0~9세,"1,218",228,75,195,535,71,59,35,20
2021년12월_남_10~19세,"1,889",287,163,259,784,121,100,136,39
2021년12월_남_20~29세,"1,994",333,192,241,768,144,155,78,83
2021년12월_남_30~39세,"1,750",287,147,237,667,135,135,68,74
2021년12월_남_40~49세,"3,244",463,321,484,"1,269",267,188,147,105
2021년12월_남_50~59세,"3,776",526,407,533,"1,163",370,358,226,193
2021년12월_남_60~69세,"3,833",534,521,496,863,465,372,324,258
2021년12월_남_70~79세,"2,103",272,244,349,435,234,199,203,167
2021년12월_남_80~89세,796,92,87,138,136,100,78,79,86
2021년12월_남_90~99세,53,9,4,14,6,7,3,4,6
2021년12월_남_100세 이상,0,0,0,0,0,0,0,0,0
2021년12월_여_총인구수,"20,188","3,097","2,101","2,779","6,480","1,896","1,687","1,197",951
2021년12월_여_연령구간인구수,"20,188","3,097","2,101","2,779","6,480","1,896","1,687","1,197",951
2021년12월_여_0~9세,"1,083",206,83,144,476,72,62,23,17
2021년12월_여_10~19세,"1,776",269,141,244,759,145,113,65,40
2021년12월_여_20~29세,"1,458",231,127,142,600,127,127,57,47
2021년12월_여_30~39세,"1,546",269,114,221,623,123,92,62,42
2021년12월_여_40~49세,"2,851",416,256,378,"1,246",211,158,105,81
2021년12월_여_50~59세,"3,205",534,330,376,"1,021",330,323,156,135
2021년12월_여_60~69세,"3,971",614,517,572,926,447,353,298,244
2021년12월_여_70~79세,"2,686",357,355,439,528,287,260,259,201
2021년12월_여_80~89세,"1,408",173,151,232,258,129,177,157,131
2021년12월_여_90~99세,202,27,27,30,43,25,22,15,13
2021년12월_여_100세 이상,2,1,0,1,0,0,0,0,0
