카테고리,경기도 부천시,경기도 부천시 심곡동,경기도 부천시 부천동,경기도 부천시 중동,경기도 부천시 신중동,경기도 부천시 상동,경기도 부천시 대산동,경기도 부천시 소사본동,경기도 부천시 범안동,경기도 부천시 성곡동,경기도 부천시 오정동
2021년03월_여_30~39세,"55,461","4,255","5,698","2,635","10,818","6,480","5,157","3,831","7,235","4,471","4,881"
2021년03월_여_40~49세,"63,407","4,280","6,583","3,211","10,716","8,043","6,042","3,924","8,512","6,072","6,024"
2021년03월_여_50~59세,"75,337","5,768","8,334","3,976","12,190","7,855","7,637","5,366","7,469","8,427","8,315"
2021년03월_여_60~69세,"57,388","5,083","6,914","3,020","8,416","4,297","6,655","4,720","6,175","6,129","5,979"
2021년03월_여_70~79세,"25,140","2,442","3,159","1,230","3,130","1,528","3,094","2,009","2,817","3,045","2,686"
2021년03월_여_80~89세,"13,364","1,127","1,610",708,"1,797",883,"1,504","1,015","1,510","1,729","1,481"
2021년03월_여_90~99세,"2,386",208,220,139,384,187,284,174,289,269,232
2021년03월_여_100세 이상,106,9,14,7,15,3,12,12,13,9,12
2021년04월_계_총인구수,"812,158","63,663","89,537","41,552","130,604","86,069","81,355","56,719","95,610","83,093","83,956"
2021년04월_계_연령구간인구수,"812,158","63,663","89,537","41,552","130,604","86,069","81,355","56,719","95,610","83,093","83,956"
2021년04월_계_0~9세,"55,482","2,983","5,429","2,707","9,620","7,788","4,542","3,713","9,470","4,358","4,872"
2021년04월_계_10~19세,"69,159","3,826","7,099","3,820","11,161","9,769","6,257","4,257","9,293","6,865","6,812"
2021년04월_계_20~29세,"115,879","10,064","12,788","6,046","19,262","12,056","11,566","7,790","11,253","12,466","12,588"
2021년04월_계_30~39세,"114,038","9,348","11,900","5,417","21,359","12,453","11,085","8,099","14,024","9,652","10,701"
2021년04월_계_40~49세,"127,571","9,448","13,785","6,306","20,495","15,139","12,218","7,824","17,353","12,290","12,713"
2021년04월_계_50~59세,"145,892","11,563","16,393","7,604","22,551","15,224","14,547","10,096","14,303","16,828","16,783"
2021년04월_계_60~69세,"113,955","9,831","13,475","6,029","17,109","9,159","12,699","9,216","11,933","12,338","12,166"
2021년04월_계_70~79세,"46,738","4,588","5,859","2,376","5,882","2,934","5,684","3,909","5,264","5,392","4,850"
2021년04월_계_80~89세,"20,174","1,747","2,475","1,041","2,658","1,301","2,381","1,571","2,308","2,544","2,148"
2021년04월_계_90~99세,"3,122",252,314,195,487,240,360,229,386,350,309
2021년04월_계_100세 이상,148,13,20,11,20,6,16,15,23,10,14
2021년04월_남_총인구수,"402,851","32,352","44,781","20,548","63,115","42,308","40,311","28,007","46,859","41,615","42,955"
2021년04월_남_연령구간인구수,"402,851","32,352","44,781","20,548","63,115","42,308","40,311","28,007","46,859","41,615","42,955"
2021년04월_남_0~9세,"28,545","1,591","2,782","1,398","4,967","3,965","2,352","1,911","4,857","2,208","2,514"
2021년04월_남_10~19세,"35,457","1,953","3,696","1,989","5,638","4,992","3,232","2,134","4,631","3,590","3,602"
2021년04월_남_20~29세,"59,790","5,153","6,657","3,086","9,416","6,176","6,115","4,070","5,795","6,568","6,754"
2021년04월_남_30~39세,"58,682","5,141","6,200","2,780","10,569","5,984","5,920","4,280","6,842","5,163","5,803"
2021년04월_남_40~49세,"64,362","5,169","7,194","3,108","9,795","7,129","6,204","3,912","8,847","6,252","6,752"
2021년04월_남_50~59세,"70,741","5,816","8,083","3,654","10,412","7,381","6,940","4,740","6,840","8,410","8,465"
2021년04월_남_60~69세,"56,139","4,717","6,515","2,988","8,612","4,799","6,003","4,462","5,712","6,172","6,159"
2021년04월_남_70~79세,"21,602","2,155","2,691","1,153","2,750","1,412","2,595","1,883","2,443","2,353","2,167"
2021년04월_남_80~89세,"6,782",612,868,335,853,415,872,554,791,815,667
2021년04월_남_90~99세,712,43,89,53,98,52,74,58,93,83,69
2021년04월_남_100세 이상,39,2,6,4,5,3,4,3,8,1,3
2021년04월_여_총인구수,"409,307","31,311","44,756","21,004","67,489","43,761","41,044","28,712","48,751","41,478","41,001"
2021년04월_여_연령구간인구수,"409,307","31,311","44,756","21,004","67,489","43,761","41,044","28,712","48,751","41,478","41,001"
2021년04월_여_0~9세,"26,937","1,392","2,647","1,309","4,653","3,823","2,190","1,802","4,613","2,150","2,358"
2021년04월_여_10~19세,"33,702","1,873","3,403","1,831","5,523","4,777","3,025","2,123","4,662","3,275","3,210"
2021년04월_여_20~29세,"56,089","4,911","6,131","2,960","9,846","5,880","5,451","3,720","5,458","5,898","5,834"
2021년04월_여_30~39세,"55,356","4,207","5,700","2,637","10,790","6,469","5,165","3,819","7,182","4,489","4,898"
2021년04월_여_40~49세,"63,209","4,279","6,591","3,198","10,700","8,010","6,014","3,912","8,506","6,038","5,961"
2021년04월_여_50~59세,"75,151","5,747","8,310","3,950","12,139","7,843","7,607","5,356","7,463","8,418","8,318"
2021년04월_여_60~69세,"57,816","5,114","6,960","3,041","8,497","4,360","6,696","4,754","6,221","6,166","6,007"
2021년04월_여_70~79세,"25,136","2,433","3,168","1,223","3,132","1,522","3,089","2,026","2,821","3,039","2,683"
2021년04월_여_80~89세,"13,392","1,135","1,607",706,"1,805",886,"1,509","1,017","1,517","1,729","1,481"
2021년04월_여_90~99세,"2,410",209,225,142,389,188,286,171,293,267,240
2021년04월_여_100세 이상,109,11,14,7,15,3,12,12,15,9,11
2021년05월_계_총인구수,"811,225","63,556","89,404","41,421","130,450","86,085","81,247","56,581","95,580","82,926","83,975"
2021년05월_계_연령구간인구수,"811,225","63,556","89,404","41,421","130,450","86,085","81,247","56,581","95,580","82,926","83,975"
2021년05월_계_0~9세,"55,150","2,946","5,373","2,672","9,580","7,763","4,504","3,704","9,436","4,316","4,856"
2021년05월_계_10~19세,"68,974","3,797","7,065","3,819","11,118","9,730","6,257","4,249","9,293","6,839","6,807"
2021년05월_계_20~29세,"115,465","10,043","12,779","5,998","19,201","12,043","11,529","7,701","11,196","12,404","12,571"
2021년05월_계_30~39세,"113,711","9,284","11,882","5,391","21,319","12,459","11,032","8,069","13,979","9,598","10,698"
2021년05월_계_40~49세,"127,142","9,408","13,693","6,274","20,446","15,109","12,167","7,825","17,318","12,219","12,683"
2021년05월_계_50~59세,"145,736","11,584","16,410","7,592","22,488","15,234","14,524","10,028","14,319","16,792","16,765"
2021년05월_계_60~69세,"114,707","9,902","13,501","6,043","17,226","9,254","12,760","9,260","12,032","12,450","12,279"
2021년05월_계_70~79세,"46,793","4,582","5,867","2,375","5,899","2,935","5,718","3,919","5,272","5,391","4,835"
2021년05월_계_80~89세,"20,255","1,748","2,498","1,050","2,667","1,305","2,376","1,581","2,321","2,551","2,158"
2021년05월_계_90~99세,"3,141",249,314,195,486,247,364,230,391,356,309
2021년05월_계_100세 이상,151,13,22,12,20,6,16,15,23,10,14
2021년05월_남_총인구수,"402,337","32,325","44,683","20,474","63,049","42,298","40,243","27,922","46,849","41,503","42,991"
2021년05월_남_연령구간인구수,"402,337","32,325","44,683","20,474","63,049","42,298","40,243","27,922","46,849","41,503","42,991"
2021년05월_남_0~9세,"28,375","1,573","2,749","1,376","4,939","3,955","2,326","1,909","4,862","2,185","2,501"
2021년05월_남_10~19세,"35,373","1,936","3,682","1,987","5,619","4,968","3,237","2,123","4,630","3,578","3,613"
2021년05월_남_20~29세,"59,542","5,165","6,644","3,062","9,368","6,160","6,095","4,023","5,761","6,522","6,742"
2021년05월_남_30~39세,"58,530","5,096","6,191","2,754","10,565","5,995","5,877","4,270","6,832","5,137","5,813"
2021년05월_남_40~49세,"64,127","5,150","7,135","3,101","9,770","7,111","6,187","3,920","8,813","6,213","6,727"
2021년05월_남_50~59세,"70,694","5,825","8,092","3,661","10,396","7,373","6,935","4,703","6,841","8,386","8,482"
2021년05월_남_60~69세,"56,464","4,762","6,537","2,986","8,659","4,845","6,021","4,465","5,758","6,223","6,208"
2021년05월_남_70~79세,"21,626","2,153","2,678","1,150","2,771","1,415","2,611","1,887","2,454","2,346","2,161"
2021년05월_남_80~89세,"6,852",619,882,340,861,420,874,562,799,827,668
2021년05월_남_90~99세,715,44,87,53,96,53,76,57,91,85,73
2021년05월_남_100세 이상,39,2,6,4,5,3,4,3,8,1,3
2021년05월_여_총인구수,"408,888","31,231","44,721","20,947","67,401","43,787","41,004","28,659","48,731","41,423","40,984"
2021년05월_여_연령구간인구수,"408,888","31,231","44,721","20,947","67,401","43,787","41,004","28,659","48,731","41,423","40,984"
2021년05월_여_0~9세,"26,775","1,373","2,624","1,296","4,641","3,808","2,178","1,795","4,574","2,131","2,355"
2021년05월_여_10~19세,"33,601","1,861","3,383","1,832","5,499","4,762","3,020","2,126","4,663","3,261","3,194"
2021년05월_여_20~29세,"55,923","4,878","6,135","2,936","9,833","5,883","5,434","3,678","5,435","5,882","5,829"
2021년05월_여_30~39세,"55,181","4,188","5,691","2,637","10,754","6,464","5,155","3,799","7,147","4,461","4,885"
2021년05월_여_40~49세,"63,015","4,258","6,558","3,173","10,676","7,998","5,980","3,905","8,505","6,006","5,956"
2021년05월_여_50~59세,"75,042","5,759","8,318","3,931","12,092","7,861","7,589","5,325","7,478","8,406","8,283"
2021년05월_여_60~69세,"58,243","5,140","6,964","3,057","8,567","4,409","6,739","4,795","6,274","6,227","6,071"
2021년05월_여_70~79세,"25,167","2,429","3,189","1,225","3,128","1,520","3,107","2,032","2,818","3,045","2,674"
2021년05월_여_80~89세,"13,403","1,129","1,616",710,"1,806",885,"1,502","1,019","1,522","1,724","1,490"
2021년05월_여_90~99세,"2,426",205,227,142,390,194,288,173,300,271,236
2021년05월_여_100세 이상,112,11,16,8,15,3,12,12,15,9,11
2021년06월_계_총인구수,"810,742","63,584","89,210","41,337","130,310","86,028","81,215","56,522","95,543","83,045","83,948"
2021년06월_계_연령구간인구수,"810,742","63,584","89,210","41,337","130,310","86,028","81,215","56,522","95,543","83,045","83,948"
2021년06월_계_0~9세,"54,912","2,936","5,346","2,658","9,513","7,726","4,489","3,680","9,406","4,329","4,829"
2021년06월_계_10~19세,"68,850","3,784","7,046","3,816","11,115","9,705","6,230","4,260","9,304","6,799","6,791"
2021년06월_계_20~29세,"115,111","10,016","12,708","5,975","19,145","12,014","11,459","7,639","11,194","12,433","12,528"
2021년06월_계_30~39세,"113,556","9,268","11,838","5,385","21,243","12,468","11,025","8,063","13,900","9,656","10,710"
2021년06월_계_40~49세,"126,947","9,404","13,659","6,245","20,456","15,062","12,157","7,814","17,324","12,177","12,649"
2021년06월_계_50~59세,"145,209","11,580","16,317","7,547","22,380","15,219","14,465","9,992","14,293","16,738","16,678"
2021년06월_계_60~69세,"115,568","9,958","13,576","6,070","17,356","9,336","12,883","9,306","12,103","12,575","12,405"
2021년06월_계_70~79세,"46,953","4,608","5,887","2,391","5,934","2,934","5,725","3,930","5,280","5,408","4,856"
2021년06월_계_80~89세,"20,341","1,771","2,496","1,042","2,660","1,313","2,398","1,591","2,332","2,561","2,177"
2021년06월_계_90~99세,"3,143",246,315,196,488,245,367,232,384,359,311
2021년06월_계_100세 이상,152,13,22,12,20,6,17,15,23,10,14
2021년06월_남_총인구수,"402,000","32,347","44,580","20,444","62,923","42,263","40,223","27,885","46,824","41,564","42,947"
2021년06월_남_연령구간인구수,"402,000","32,347","44,580","20,444","62,923","42,263","40,223","27,885","46,824","41,564","42,947"
2021년06월_남_0~9세,"28,239","1,569","2,743","1,375","4,884","3,931","2,317","1,891","4,857","2,189","2,483"
2021년06월_남_10~19세,"35,310","1,926","3,665","1,982","5,626","4,959","3,229","2,132","4,629","3,563","3,599"
2021년06월_남_20~29세,"59,321","5,154","6,613","3,059","9,323","6,142","6,036","3,992","5,765","6,535","6,702"
2021년06월_남_30~39세,"58,466","5,101","6,162","2,746","10,518","5,996","5,894","4,254","6,795","5,176","5,824"
2021년06월_남_40~49세,"64,023","5,143","7,103","3,084","9,778","7,083","6,191","3,920","8,805","6,199","6,717"
2021년06월_남_50~59세,"70,430","5,838","8,051","3,641","10,330","7,382","6,896","4,684","6,838","8,340","8,430"
2021년06월_남_60~69세,"56,847","4,782","6,574","3,000","8,725","4,876","6,076","4,487","5,780","6,291","6,256"
2021년06월_남_70~79세,"21,710","2,161","2,692","1,160","2,786","1,418","2,614","1,894","2,460","2,352","2,173"
2021년06월_남_80~89세,"6,909",628,886,341,854,421,890,571,798,834,686
2021년06월_남_90~99세,705,43,85,52,94,52,75,57,89,84,74
2021년06월_남_100세 이상,40,2,6,4,5,3,5,3,8,1,3
2021년06월_여_총인구수,"408,742","31,237","44,630","20,893","67,387","43,765","40,992","28,637","48,719","41,481","41,001"
2021년06월_여_연령구간인구수,"408,742","31,237","44,630","20,893","67,387","43,765","40,992","28,637","48,719","41,481","41,001"
2021년06월_여_0~9세,"26,673","1,367","2,603","1,283","4,629","3,795","2,172","1,789","4,549","2,140","2,346"
2021년06월_여_10~19세,"33,540","1,858","3,381","1,834","5,489","4,746","3,001","2,128","4,675","3,236","3,192"
2021년06월_여_20~29세,"55,790","4,862","6,095","2,916","9,822","5,872","5,423","3,647","5,429","5,898","5,826"
2021년06월_여_30~39세,"55,090","4,167","5,676","2,639","10,725","6,472","5,131","3,809","7,105","4,480","4,886"
2021년06월_여_40~49세,"62,924","4,261","6,556","3,161","10,678","7,979","5,966","3,894","8,519","5,978","5,932"
2021년06월_여_50~59세,"74,779","5,742","8,266","3,906","12,050","7,837","7,569","5,308","7,455","8,398","8,248"
2021년06월_여_60~69세,"58,721","5,176","7,002","3,070","8,631","4,460","6,807","4,819","6,323","6,284","6,149"
2021년06월_여_70~79세,"25,243","2,447","3,195","1,231","3,148","1,516","3,111","2,036","2,820","3,056","2,683"
2021년06월_여_80~89세,"13,432","1,143","1,610",701,"1,806",892,"1,508","1,020","1,534","1,727","1,491"
2021년06월_여_90~99세,"2,438",203,230,144,394,193,292,175,295,275,237
2021년06월_여_100세 이상,112,11,16,8,15,3,12,12,15,9,11
2021년07월_계_총인구수,"810,069","63,626","89,161","41,235","130,106","85,946","81,077","56,420","95,491","83,139","83,868"
2021년07월_계_연령구간인구수,"810,069","63,626","89,161","41,235","130,106","85,946","81,077","56,420","95,491","83,139","83,868"
2021년07월_계_0~9세,"54,590","2,913","5,326","2,634","9,452","7,699","4,458","3,668","9,346","4,298","4,796"
2021년07월_계_10~19세,"68,737","3,802","7,005","3,812","11,080","9,682","6,245","4,223","9,320","6,787","6,781"
2021년07월_계_20~29세,"114,635","10,004","12,690","5,931","19,020","11,968","11,383","7,595","11,144","12,399","12,501"
2021년07월_계_30~39세,"113,318","9,267","11,825","5,341","21,223","12,411","10,951","8,048","13,841","9,700","10,711"
2021년07월_계_40~49세,"126,735","9,397","13,614","6,235","20,424","15,031","12,149","7,795","17,363","12,135","12,592"
2021년07월_계_50~59세,"145,024","11,546","16,316","7,516","22,325","15,242","14,440","9,947","14,290","16,756","16,646"
2021년07월_계_60~69세,"116,265","10,038","13,643","6,116","17,467","9,393","12,908","9,341","12,160","12,711","12,488"
2021년07월_계_70~79세,"47,064","4,618","5,892","2,393","5,946","2,943","5,743","3,957","5,301","5,416","4,855"
2021년07월_계_80~89세,"20,422","1,775","2,512","1,055","2,669","1,326","2,416","1,598","2,326","2,574","2,171"
2021년07월_계_90~99세,"3,123",253,315,190,479,245,366,233,376,353,313
2021년07월_계_100세 이상,156,13,23,12,21,6,18,15,24,10,14
2021년07월_남_총인구수,"401,645","32,372","44,556","20,408","62,792","42,225","40,148","27,834","46,801","41,608","42,901"
2021년07월_남_연령구간인구수,"401,645","32,372","44,556","20,408","62,792","42,225","40,148","27,834","46,801","41,608","42,901"
2021년07월_남_0~9세,"28,090","1,555","2,740","1,363","4,852","3,926","2,308","1,882","4,828","2,175","2,461"
2021년07월_남_10~19세,"35,240","1,927","3,645","1,987","5,606","4,939","3,245","2,107","4,638","3,552","3,594"
2021년07월_남_20~29세,"59,067","5,155","6,593","3,037","9,271","6,124","5,981","3,973","5,734","6,523","6,676"
2021년07월_남_30~39세,"58,365","5,099","6,154","2,737","10,498","5,973","5,847","4,250","6,772","5,198","5,837"
2021년07월_남_40~49세,"63,928","5,142","7,084","3,073","9,753","7,068","6,204","3,909","8,824","6,179","6,692"
2021년07월_남_50~59세,"70,370","5,827","8,056","3,629","10,306","7,388","6,894","4,663","6,846","8,342","8,419"
2021년07월_남_60~69세,"57,125","4,816","6,603","3,020","8,762","4,907","6,063","4,514","5,797","6,358","6,285"
2021년07월_남_70~79세,"21,790","2,178","2,700","1,162","2,792","1,416","2,630","1,900","2,471","2,363","2,178"
2021년07월_남_80~89세,"6,932",628,889,344,853,429,897,574,798,835,685
2021년07월_남_90~99세,698,43,86,52,94,52,74,59,85,82,71
2021년07월_남_100세 이상,40,2,6,4,5,3,5,3,8,1,3
2021년07월_여_총인구수,"408,424","31,254","44,605","20,827","67,314","43,721","40,929","28,586","48,690","41,531","40,967"
2021년07월_여_연령구간인구수,"408,424","31,254","44,605","20,827","67,314","43,721","40,929","28,586","48,690","41,531","40,967"
2021년07월_여_0~9세,"26,500","1,358","2,586","1,271","4,600","3,773","2,150","1,786","4,518","2,123","2,335"
2021년07월_여_10~19세,"33,497","1,875","3,360","1,825","5,474","4,743","3,000","2,116","4,682","3,235","3,187"
2021년07월_여_20~29세,"55,568","4,849","6,097","2,894","9,749","5,844","5,402","3,622","5,410","5,876","5,825"
2021년07월_여_30~39세,"54,953","4,168","5,671","2,604","10,725","6,438","5,104","3,798","7,069","4,502","4,874"
2021년07월_여_40~49세,"62,807","4,255","6,530","3,162","10,671","7,963","5,945","3,886","8,539","5,956","5,900"
2021년07월_여_50~59세,"74,654","5,719","8,260","3,887","12,019","7,854","7,546","5,284","7,444","8,414","8,227"
2021년07월_여_60~69세,"59,140","5,222","7,040","3,096","8,705","4,486","6,845","4,827","6,363","6,353","6,203"
2021년07월_여_70~79세,"25,274","2,440","3,192","1,231","3,154","1,527","3,113","2,057","2,830","3,053","2,677"
2021년07월_여_80~89세,"13,490","1,147","1,623",711,"1,816",897,"1,519","1,024","1,528","1,739","1,486"
2021년07월_여_90~99세,"2,425",210,229,138,385,193,292,174,291,271,242
2021년07월_여_100세 이상,116,11,17,8,16,3,13,12,16,9,11
2021년08월_계_총인구수,"809,559","63,639","89,193","41,210","129,882","85,931","80,934","56,414","95,452","83,021","83,883"
2021년08월_계_연령구간인구수,"809,559","63,639","89,193","41,210","129,882","85,931","80,934","56,414","95,452","83,021","83,883"
2021년08월_계_0~9세,"54,270","2,909","5,293","2,617","9,384","7,658","4,416","3,677","9,284","4,245","4,787"
2021년08월_계_10~19세,"68,595","3,801","6,989","3,835","11,040","9,684","6,217","4,191","9,349","6,755","6,734"
2021년08월_계_20~29세,"114,249","9,971","12,704","5,903","18,888","11,965","11,314","7,583","11,091","12,329","12,501"
2021년08월_계_30~39세,"113,003","9,264","11,814","5,310","21,155","12,359","10,923","8,045","13,761","9,677","10,695"
2021년08월_계_40~49세,"126,410","9,402","13,549","6,215","20,387","14,993","12,089","7,776","17,382","12,090","12,527"
2021년08월_계_50~59세,"145,032","11,555","16,358","7,486","22,283","15,272","14,457","9,924","14,297","16,727","16,673"
2021년08월_계_60~69세,"116,965","10,073","13,703","6,181","17,587","9,455","12,943","9,386","12,251","12,802","12,584"
2021년08월_계_70~79세,"47,188","4,614","5,914","2,393","5,979","2,959","5,760","3,977","5,295","5,430","4,867"
2021년08월_계_80~89세,"20,540","1,784","2,528","1,061","2,675","1,339","2,429","1,606","2,335","2,604","2,179"
2021년08월_계_90~99세,"3,150",253,317,196,482,241,368,236,383,352,322
2021년08월_계_100세 이상,157,13,24,13,22,6,18,13,24,10,14
2021년08월_남_총인구수,"401,353","32,413","44,572","20,379","62,692","42,180","40,047","27,847","46,758","41,568","42,897"
2021년08월_남_연령구간인구수,"401,353","32,413","44,572","20,379","62,692","42,180","40,047","27,847","46,758","41,568","42,897"
2021년08월_남_0~9세,"27,926","1,551","2,723","1,353","4,811","3,914","2,274","1,900","4,801","2,147","2,452"
2021년08월_남_10~19세,"35,169","1,932","3,632","1,995","5,584","4,939","3,235","2,091","4,659","3,534","3,568"
2021년08월_남_20~29세,"58,888","5,141","6,611","3,026","9,229","6,104","5,943","3,965","5,696","6,497","6,676"
2021년08월_남_30~39세,"58,194","5,111","6,149","2,722","10,469","5,946","5,827","4,232","6,726","5,182","5,830"
2021년08월_남_40~49세,"63,764","5,142","7,045","3,055","9,743","7,052","6,174","3,915","8,827","6,161","6,650"
2021년08월_남_50~59세,"70,374","5,856","8,091","3,610","10,275","7,383","6,894","4,654","6,844","8,332","8,435"
2021년08월_남_60~69세,"57,442","4,831","6,615","3,047","8,813","4,936","6,075","4,543","5,840","6,407","6,335"
2021년08월_남_70~79세,"21,872","2,169","2,722","1,166","2,812","1,419","2,641","1,908","2,467","2,380","2,188"
2021년08월_남_80~89세,"6,977",634,895,348,856,432,903,576,803,844,686
2021년08월_남_90~99세,707,44,83,53,95,52,76,60,87,83,74
2021년08월_남_100세 이상,40,2,6,4,5,3,5,3,8,1,3
2021년08월_여_총인구수,"408,206","31,226","44,621","20,831","67,190","43,751","40,887","28,567","48,694","41,453","40,986"
2021년08월_여_연령구간인구수,"408,206","31,226","44,621","20,831","67,190","43,751","40,887","28,567","48,694","41,453","40,986"
2021년08월_여_0~9세,"26,344","1,358","2,570","1,264","4,573","3,744","2,142","1,777","4,483","2,098","2,335"
2021년08월_여_10~19세,"33,426","1,869","3,357","1,840","5,456","4,745","2,982","2,100","4,690","3,221","3,166"
2021년08월_여_20~29세,"55,361","4,830","6,093","2,877","9,659","5,861","5,371","3,618","5,395","5,832","5,825"
2021년08월_여_30~39세,"54,809","4,153","5,665","2,588","10,686","6,413","5,096","3,813","7,035","4,495","4,865"
2021년08월_여_40~49세,"62,646","4,260","6,504","3,160","10,644","7,941","5,915","3,861","8,555","5,929","5,877"
2021년08월_여_50~59세,"74,658","5,699","8,267","3,876","12,008","7,889","7,563","5,270","7,453","8,395","8,238"
2021년08월_여_60~69세,"59,523","5,242","7,088","3,134","8,774","4,519","6,868","4,843","6,411","6,395","6,249"
2021년08월_여_70~79세,"25,316","2,445","3,192","1,227","3,167","1,540","3,119","2,069","2,828","3,050","2,679"
2021년08월_여_80~89세,"13,563","1,150","1,633",713,"1,819",907,"1,526","1,030","1,532","1,760","1,493"
2021년08월_여_90~99세,"2,443",209,234,143,387,189,292,176,296,269,248
2021년08월_여_100세 이상,117,11,18,9,17,3,13,10,16,9,11
2021년09월_계_총인구수,"809,083","63,658","89,137","41,118","129,620","85,730","81,542","56,325","95,318","82,899","83,736"
2021년09월_계_연령구간인구수,"809,083","63,658","89,137","41,118","129,620","85,730","81,542","56,325","95,318","82,899","83,736"
2021년09월_계_0~9세,"53,978","2,909","5,225","2,589","9,317","7,602","4,483","3,674","9,220","4,199","4,760"
2021년09월_계_10~19세,"68,414","3,776","6,990","3,807","10,965","9,666","6,253","4,184","9,349","6,720","6,704"
2021년09월_계_20~29세,"113,915","9,992","12,664","5,891","18,820","11,894","11,354","7,529","11,028","12,290","12,453"
2021년09월_계_30~39세,"112,880","9,274","11,810","5,290","21,061","12,314","11,121","8,033","13,632","9,684","10,661"
2021년09월_계_40~49세,"126,086","9,371","13,500","6,195","20,341","14,931","12,105","7,742","17,393","12,000","12,508"
2021년09월_계_50~59세,"145,156","11,557","16,394","7,486","22,247","15,281","14,565","9,912","14,343","16,723","16,648"
2021년09월_계_60~69세,"117,366","10,106","13,753","6,193","17,675","9,489","13,031","9,392","12,261","12,865","12,601"
2021년09월_계_70~79세,"47,313","4,629","5,927","2,383","6,001","2,964","5,783","3,995","5,322","5,431","4,878"
2021년09월_계_80~89세,"20,638","1,776","2,523","1,075","2,682","1,339","2,458","1,618","2,366","2,618","2,183"
2021년09월_계_90~99세,"3,181",255,326,196,489,244,370,233,382,360,326
2021년09월_계_100세 이상,156,13,25,13,22,6,19,13,22,9,14
2021년09월_남_총인구수,"401,051","32,429","44,526","20,331","62,565","42,094","40,334","27,795","46,663","41,500","42,814"
2021년09월_남_연령구간인구수,"401,051","32,429","44,526","20,331","62,565","42,094","40,334","27,795","46,663","41,500","42,814"
2021년09월_남_0~9세,"27,793","1,560","2,689","1,339","4,784","3,902","2,297","1,901","4,757","2,129","2,435"
2021년09월_남_10~19세,"35,065","1,920","3,619","1,972","5,550","4,925","3,247","2,088","4,672","3,520","3,552"
2021년09월_남_20~29세,"58,746","5,154","6,610","3,020","9,181","6,086","5,963","3,939","5,658","6,481","6,654"
2021년09월_남_30~39세,"58,154","5,108","6,134","2,709","10,435","5,922","5,944","4,231","6,660","5,199","5,812"
2021년09월_남_40~49세,"63,542","5,131","7,014","3,056","9,732","7,015","6,174","3,875","8,818","6,100","6,627"
2021년09월_남_50~59세,"70,392","5,861","8,109","3,605","10,246","7,377","6,941","4,647","6,857","8,317","8,432"
2021년09월_남_60~69세,"57,636","4,844","6,635","3,054","8,848","4,955","6,110","4,555","5,847","6,440","6,348"
2021년09월_남_70~79세,"21,959","2,172","2,738","1,164","2,827","1,428","2,666","1,914","2,481","2,377","2,192"
2021년09월_남_80~89세,"7,002",633,884,354,859,427,910,582,816,851,686
2021년09월_남_90~99세,723,44,88,54,98,54,77,60,90,85,73
2021년09월_남_100세 이상,39,2,6,4,5,3,5,3,7,1,3
2021년09월_여_총인구수,"408,032","31,229","44,611","20,787","67,055","43,636","41,208","28,530","48,655","41,399","40,922"
2021년09월_여_연령구간인구수,"408,032","31,229","44,611","20,787","67,055","43,636","41,208","28,530","48,655","41,399","40,922"
2021년09월_여_0~9세,"26,185","1,349","2,536","1,250","4,533","3,700","2,186","1,773","4,463","2,070","2,325"
2021년09월_여_10~19세,"33,349","1,856","3,371","1,835","5,415","4,741","3,006","2,096","4,677","3,200","3,152"
2021년09월_여_20~29세,"55,169","4,838","6,054","2,871","9,639","5,808","5,391","3,590","5,370","5,809","5,799"
2021년09월_여_30~39세,"54,726","4,166","5,676","2,581","10,626","6,392","5,177","3,802","6,972","4,485","4,849"
2021년09월_여_40~49세,"62,544","4,240","6,486","3,139","10,609","7,916","5,931","3,867","8,575","5,900","5,881"
2021년09월_여_50~59세,"74,764","5,696","8,285","3,881","12,001","7,904","7,624","5,265","7,486","8,406","8,216"
2021년09월_여_60~69세,"59,730","5,262","7,118","3,139","8,827","4,534","6,921","4,837","6,414","6,425","6,253"
2021년09월_여_70~79세,"25,354","2,457","3,189","1,219","3,174","1,536","3,117","2,081","2,841","3,054","2,686"
2021년09월_여_80~89세,"13,636","1,143","1,639",721,"1,823",912,"1,548","1,036","1,550","1,767","1,497"
2021년09월_여_90~99세,"2,458",211,238,142,391,190,293,173,292,275,253
2021년09월_여_100세 이상,117,11,19,9,17,3,14,10,15,8,11
2021년10월_계_총인구수,"808,047","63,553","89,063","41,062","129,241","85,583","81,845","56,276","95,090","82,836","83,498"
2021년10월_계_연령구간인구수,"808,047","63,553","89,063","41,062","129,241","85,583","81,845","56,276","95,090","82,836","83,498"
2021년10월_계_0~9세,"53,573","2,883","5,176","2,577","9,230","7,535","4,503","3,669","9,148","4,150","4,702"
2021년10월_계_10~19세,"68,280","3,766","6,972","3,809","10,909","9,663","6,255","4,162","9,357","6,721","6,666"
2021년10월_계_20~29세,"113,267","9,933","12,631","5,858","18,669","11,813","11,324","7,509","10,937","12,250","12,343"
2021년10월_계_30~39세,"112,769","9,270","11,802","5,262","20,966","12,283","11,251","8,015","13,587","9,698","10,635"
2021년10월_계_40~49세,"125,670","9,381","13,434","6,192","20,293","14,887","12,119","7,713","17,338","11,906","12,407"
2021년10월_계_50~59세,"145,106","11,527","16,400","7,456","22,190","15,294","14,623","9,878","14,349","16,752","16,637"
