카테고리,경상북도 봉화군,경상북도 봉화군 봉화읍,경상북도 봉화군 물야면,경상북도 봉화군 봉성면,경상북도 봉화군 법전면,경상북도 봉화군 춘양면,경상북도 봉화군 소천면,경상북도 봉화군 재산면,경상북도 봉화군 명호면,경상북도 봉화군 상운면,경상북도 봉화군 석포면
2021년08월_남_0~9세,654,291,44,27,36,93,25,12,32,7,87
2021년08월_남_10~19세,968,449,76,44,45,114,48,44,58,24,66
2021년08월_남_20~29세,"1,122",467,79,72,67,143,57,35,70,53,79
2021년08월_남_30~39세,988,368,80,62,52,122,49,29,50,38,138
2021년08월_남_40~49세,"1,787",647,136,110,82,220,106,62,131,82,211
2021년08월_남_50~59세,"3,021",915,286,180,209,438,230,178,235,149,201
2021년08월_남_60~69세,"3,695",869,453,262,275,524,338,224,310,230,210
2021년08월_남_70~79세,"2,108",505,249,161,145,307,168,109,190,183,91
2021년08월_남_80~89세,"1,162",284,137,81,114,180,79,63,93,97,34
2021년08월_남_90~99세,121,21,19,7,11,22,10,7,6,10,8
2021년08월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0
2021년08월_여_총인구수,"15,342","4,945","1,539","1,068",999,"2,179","1,087",743,"1,060",831,891
2021년08월_여_연령구간인구수,"15,342","4,945","1,539","1,068",999,"2,179","1,087",743,"1,060",831,891
2021년08월_여_0~9세,614,272,46,24,29,73,26,16,24,16,88
2021년08월_여_10~19세,865,455,50,41,43,101,37,21,42,11,64
2021년08월_여_20~29세,743,350,40,45,36,103,35,27,30,29,48
2021년08월_여_30~39세,819,362,64,43,46,100,48,24,39,18,75
2021년08월_여_40~49세,"1,289",584,93,65,53,162,65,53,74,39,101
2021년08월_여_50~59세,"2,538",802,281,162,150,387,193,151,176,117,119
2021년08월_여_60~69세,"3,380",865,388,268,220,500,279,190,266,226,178
2021년08월_여_70~79세,"2,547",638,297,198,196,372,200,128,210,191,117
2021년08월_여_80~89세,"2,140",506,232,190,194,317,175,116,161,160,89
2021년08월_여_90~99세,382,107,44,31,29,62,25,16,34,22,12
2021년08월_여_100세 이상,25,4,4,1,3,2,4,1,4,2,0
2021년09월_계_총인구수,"30,860","9,716","3,097","2,075","2,029","4,326","2,186","1,502","2,233","1,695","2,001"
2021년09월_계_연령구간인구수,"30,860","9,716","3,097","2,075","2,029","4,326","2,186","1,502","2,233","1,695","2,001"
2021년09월_계_0~9세,"1,266",563,92,52,65,168,52,26,54,23,171
2021년09월_계_10~19세,"1,822",895,126,83,89,212,82,64,102,35,134
2021년09월_계_20~29세,"1,815",800,116,116,102,236,90,63,94,76,122
2021년09월_계_30~39세,"1,786",716,142,106,99,221,95,54,86,54,213
2021년09월_계_40~49세,"3,057","1,229",226,172,130,384,170,112,205,118,311
2021년09월_계_50~59세,"5,538","1,709",572,342,357,819,419,330,410,266,314
2021년09월_계_60~69세,"7,083","1,735",838,536,497,"1,022",618,413,580,455,389
2021년09월_계_70~79세,"4,657","1,146",549,359,340,680,365,236,401,375,206
2021년09월_계_80~89세,"3,304",789,370,268,308,497,256,178,257,257,124
2021년09월_계_90~99세,505,129,62,39,39,85,35,25,40,34,17
2021년09월_계_100세 이상,27,5,4,2,3,2,4,1,4,2,0
2021년09월_남_총인구수,"15,577","4,794","1,557","1,006","1,029","2,155","1,108",762,"1,178",868,"1,120"
2021년09월_남_연령구간인구수,"15,577","4,794","1,557","1,006","1,029","2,155","1,108",762,"1,178",868,"1,120"
2021년09월_남_0~9세,658,292,46,28,36,95,26,11,31,7,86
2021년09월_남_10~19세,967,449,75,43,45,114,46,44,60,24,67
2021년09월_남_20~29세,"1,092",455,76,70,64,139,57,35,67,49,80
2021년09월_남_30~39세,974,358,80,61,53,118,48,31,51,37,137
2021년09월_남_40~49세,"1,776",644,134,110,81,221,105,60,130,80,211
2021년09월_남_50~59세,"3,009",912,287,179,206,435,228,179,235,150,198
2021년09월_남_60~69세,"3,706",874,452,267,276,521,341,223,314,229,209
2021년09월_남_70~79세,"2,109",505,252,160,143,308,168,108,191,184,90
2021년09월_남_80~89세,"1,163",283,136,79,114,182,79,64,93,97,36
2021년09월_남_90~99세,122,22,19,8,11,22,10,7,6,11,6
2021년09월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0
2021년09월_여_총인구수,"15,283","4,922","1,540","1,069","1,000","2,171","1,078",740,"1,055",827,881
2021년09월_여_연령구간인구수,"15,283","4,922","1,540","1,069","1,000","2,171","1,078",740,"1,055",827,881
2021년09월_여_0~9세,608,271,46,24,29,73,26,15,23,16,85
2021년09월_여_10~19세,855,446,51,40,44,98,36,20,42,11,67
2021년09월_여_20~29세,723,345,40,46,38,97,33,28,27,27,42
2021년09월_여_30~39세,812,358,62,45,46,103,47,23,35,17,76
2021년09월_여_40~49세,"1,281",585,92,62,49,163,65,52,75,38,100
2021년09월_여_50~59세,"2,529",797,285,163,151,384,191,151,175,116,116
2021년09월_여_60~69세,"3,377",861,386,269,221,501,277,190,266,226,180
2021년09월_여_70~79세,"2,548",641,297,199,197,372,197,128,210,191,116
2021년09월_여_80~89세,"2,141",506,234,189,194,315,177,114,164,160,88
2021년09월_여_90~99세,383,107,43,31,28,63,25,18,34,23,11
2021년09월_여_100세 이상,26,5,4,1,3,2,4,1,4,2,0
2021년10월_계_총인구수,"30,807","9,691","3,090","2,072","2,019","4,324","2,190","1,494","2,229","1,697","2,001"
2021년10월_계_연령구간인구수,"30,807","9,691","3,090","2,072","2,019","4,324","2,190","1,494","2,229","1,697","2,001"
2021년10월_계_0~9세,"1,245",559,87,49,66,164,51,25,53,23,168
2021년10월_계_10~19세,"1,816",892,123,83,87,213,83,62,105,33,135
2021년10월_계_20~29세,"1,805",795,115,120,98,237,88,62,93,78,119
2021년10월_계_30~39세,"1,779",706,142,101,102,221,97,54,84,55,217
2021년10월_계_40~49세,"3,029","1,220",226,173,129,380,169,111,202,111,308
2021년10월_계_50~59세,"5,526","1,695",568,344,350,819,425,328,407,274,316
2021년10월_계_60~69세,"7,106","1,739",845,533,496,"1,027",619,416,583,457,391
2021년10월_계_70~79세,"4,659","1,162",549,358,341,675,364,237,397,372,204
2021년10월_계_80~89세,"3,308",787,371,270,307,500,255,174,259,259,126
2021년10월_계_90~99세,508,131,61,39,40,86,35,24,42,33,17
2021년10월_계_100세 이상,26,5,3,2,3,2,4,1,4,2,0
2021년10월_남_총인구수,"15,560","4,784","1,556","1,007","1,022","2,153","1,112",757,"1,178",869,"1,122"
2021년10월_남_연령구간인구수,"15,560","4,784","1,556","1,007","1,022","2,153","1,112",757,"1,178",869,"1,122"
2021년10월_남_0~9세,646,289,43,28,36,93,25,10,30,7,85
2021년10월_남_10~19세,968,446,75,41,46,115,47,44,63,23,68
2021년10월_남_20~29세,"1,092",456,77,74,60,140,56,35,67,50,77
2021년10월_남_30~39세,977,353,81,59,55,121,50,30,50,37,141
2021년10월_남_40~49세,"1,758",643,132,109,80,218,104,61,129,74,208
2021년10월_남_50~59세,"2,998",901,286,179,201,429,232,177,234,158,201
2021년10월_남_60~69세,"3,722",877,457,268,275,525,340,225,316,229,210
2021년10월_남_70~79세,"2,116",517,251,161,144,306,168,108,188,184,89
2021년10월_남_80~89세,"1,162",280,136,79,114,183,80,61,95,97,37
2021년10월_남_90~99세,120,22,18,8,11,23,10,6,6,10,6
2021년10월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0
2021년10월_여_총인구수,"15,247","4,907","1,534","1,065",997,"2,171","1,078",737,"1,051",828,879
2021년10월_여_연령구간인구수,"15,247","4,907","1,534","1,065",997,"2,171","1,078",737,"1,051",828,879
2021년10월_여_0~9세,599,270,44,21,30,71,26,15,23,16,83
2021년10월_여_10~19세,848,446,48,42,41,98,36,18,42,10,67
2021년10월_여_20~29세,713,339,38,46,38,97,32,27,26,28,42
2021년10월_여_30~39세,802,353,61,42,47,100,47,24,34,18,76
2021년10월_여_40~49세,"1,271",577,94,64,49,162,65,50,73,37,100
2021년10월_여_50~59세,"2,528",794,282,165,149,390,193,151,173,116,115
2021년10월_여_60~69세,"3,384",862,388,265,221,502,279,191,267,228,181
2021년10월_여_70~79세,"2,543",645,298,197,197,369,196,129,209,188,115
2021년10월_여_80~89세,"2,146",507,235,191,193,317,175,113,164,162,89
2021년10월_여_90~99세,388,109,43,31,29,63,25,18,36,23,11
2021년10월_여_100세 이상,25,5,3,1,3,2,4,1,4,2,0
2021년11월_계_총인구수,"30,802","9,700","3,078","2,073","2,010","4,330","2,180","1,503","2,231","1,700","1,997"
2021년11월_계_연령구간인구수,"30,802","9,700","3,078","2,073","2,010","4,330","2,180","1,503","2,231","1,700","1,997"
2021년11월_계_0~9세,"1,248",564,88,48,65,165,50,26,55,21,166
2021년11월_계_10~19세,"1,806",884,123,83,84,213,83,62,108,34,132
2021년11월_계_20~29세,"1,818",793,118,123,99,239,88,65,92,80,121
2021년11월_계_30~39세,"1,757",703,138,100,98,221,93,54,82,57,211
2021년11월_계_40~49세,"3,029","1,221",222,173,130,381,170,111,202,110,309
2021년11월_계_50~59세,"5,535","1,707",572,344,344,818,423,325,411,275,316
2021년11월_계_60~69세,"7,125","1,739",841,532,497,"1,036",622,423,582,461,392
2021년11월_계_70~79세,"4,652","1,168",545,358,341,677,359,235,396,369,204
2021년11월_계_80~89세,"3,298",783,368,270,310,493,254,176,258,257,129
2021년11월_계_90~99세,510,132,61,40,40,86,34,25,41,34,17
2021년11월_계_100세 이상,24,6,2,2,2,1,4,1,4,2,0
2021년11월_남_총인구수,"15,571","4,788","1,551","1,007","1,018","2,162","1,102",765,"1,180",873,"1,125"
2021년11월_남_연령구간인구수,"15,571","4,788","1,551","1,007","1,018","2,162","1,102",765,"1,180",873,"1,125"
2021년11월_남_0~9세,650,293,44,27,35,95,24,11,31,7,83
2021년11월_남_10~19세,964,441,75,41,45,116,47,43,65,24,67
2021년11월_남_20~29세,"1,098",451,79,76,61,142,55,37,66,50,81
2021년11월_남_30~39세,968,357,79,58,53,120,48,30,49,39,135
2021년11월_남_40~49세,"1,754",638,128,107,81,222,105,61,128,74,210
2021년11월_남_50~59세,"3,008",907,290,181,199,429,230,176,236,159,201
2021년11월_남_60~69세,"3,727",874,453,266,274,530,339,231,316,231,213
2021년11월_남_70~79세,"2,126",525,249,162,144,308,168,109,189,182,90
2021년11월_남_80~89세,"1,156",279,135,80,116,178,77,61,94,97,39
2021년11월_남_90~99세,119,23,19,8,10,22,9,6,6,10,6
2021년11월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0
2021년11월_여_총인구수,"15,231","4,912","1,527","1,066",992,"2,168","1,078",738,"1,051",827,872
2021년11월_여_연령구간인구수,"15,231","4,912","1,527","1,066",992,"2,168","1,078",738,"1,051",827,872
2021년11월_여_0~9세,598,271,44,21,30,70,26,15,24,14,83
2021년11월_여_10~19세,842,443,48,42,39,97,36,19,43,10,65
2021년11월_여_20~29세,720,342,39,47,38,97,33,28,26,30,40
2021년11월_여_30~39세,789,346,59,42,45,101,45,24,33,18,76
2021년11월_여_40~49세,"1,275",583,94,66,49,159,65,50,74,36,99
2021년11월_여_50~59세,"2,527",800,282,163,145,389,193,149,175,116,115
2021년11월_여_60~69세,"3,398",865,388,266,223,506,283,192,266,230,179
2021년11월_여_70~79세,"2,526",643,296,196,197,369,191,126,207,187,114
2021년11월_여_80~89세,"2,142",504,233,190,194,315,177,115,164,160,90
2021년11월_여_90~99세,391,109,42,32,30,64,25,19,35,24,11
2021년11월_여_100세 이상,23,6,2,1,2,1,4,1,4,2,0
2021년12월_계_총인구수,"30,762","9,701","3,059","2,077","2,001","4,350","2,179","1,496","2,213","1,691","1,995"
2021년12월_계_연령구간인구수,"30,762","9,701","3,059","2,077","2,001","4,350","2,179","1,496","2,213","1,691","1,995"
2021년12월_계_0~9세,"1,227",557,89,49,63,161,48,23,53,20,164
2021년12월_계_10~19세,"1,803",892,112,83,81,212,86,61,109,32,135
2021년12월_계_20~29세,"1,820",795,121,123,98,243,89,64,87,79,121
2021년12월_계_30~39세,"1,752",695,140,101,96,222,96,53,80,54,215
2021년12월_계_40~49세,"3,024","1,228",213,173,134,378,169,110,199,110,310
2021년12월_계_50~59세,"5,526","1,711",564,347,339,824,425,321,409,273,313
2021년12월_계_60~69세,"7,111","1,731",844,535,495,"1,039",619,424,580,459,385
2021년12월_계_70~79세,"4,663","1,174",545,355,341,684,357,237,397,372,201
2021년12월_계_80~89세,"3,305",779,368,271,311,501,252,177,255,257,134
2021년12월_계_90~99세,510,133,61,38,42,84,36,25,41,33,17
2021년12월_계_100세 이상,21,6,2,2,1,2,2,1,3,2,0
2021년12월_남_총인구수,"15,551","4,798","1,547","1,005","1,013","2,175","1,098",758,"1,163",867,"1,127"
2021년12월_남_연령구간인구수,"15,551","4,798","1,547","1,005","1,013","2,175","1,098",758,"1,163",867,"1,127"
2021년12월_남_0~9세,634,288,45,27,33,92,23,10,30,6,80
2021년12월_남_10~19세,963,449,67,40,42,116,48,42,65,23,71
2021년12월_남_20~29세,"1,096",449,82,75,61,147,55,35,62,49,81
2021년12월_남_30~39세,975,356,83,59,52,121,51,30,47,37,139
2021년12월_남_40~49세,"1,753",641,125,108,84,218,105,61,127,74,210
2021년12월_남_50~59세,"3,002",915,288,179,196,434,231,169,233,158,199
2021년12월_남_60~69세,"3,716",867,457,267,276,532,336,232,310,229,210
2021년12월_남_70~79세,"2,134",534,247,160,141,310,163,112,190,186,91
2021년12월_남_80~89세,"1,157",276,134,81,117,182,76,61,93,97,40
2021년12월_남_90~99세,120,23,19,8,11,23,10,6,6,8,6
2021년12월_남_100세 이상,1,0,0,1,0,0,0,0,0,0,0
2021년12월_여_총인구수,"15,211","4,903","1,512","1,072",988,"2,175","1,081",738,"1,050",824,868
2021년12월_여_연령구간인구수,"15,211","4,903","1,512","1,072",988,"2,175","1,081",738,"1,050",824,868
2021년12월_여_0~9세,593,269,44,22,30,69,25,13,23,14,84
2021년12월_여_10~19세,840,443,45,43,39,96,38,19,44,9,64
2021년12월_여_20~29세,724,346,39,48,37,96,34,29,25,30,40
2021년12월_여_30~39세,777,339,57,42,44,101,45,23,33,17,76
2021년12월_여_40~49세,"1,271",587,88,65,50,160,64,49,72,36,100
2021년12월_여_50~59세,"2,524",796,276,168,143,390,194,152,176,115,114
2021년12월_여_60~69세,"3,395",864,387,268,219,507,283,192,270,230,175
2021년12월_여_70~79세,"2,529",640,298,195,200,374,194,125,207,186,110
2021년12월_여_80~89세,"2,148",503,234,190,194,319,176,116,162,160,94
2021년12월_여_90~99세,390,110,42,30,31,61,26,19,35,25,11
2021년12월_여_100세 이상,20,6,2,1,1,2,2,1,3,2,0
