카테고리,경상북도 영천시,경상북도 영천시 금호읍,경상북도 영천시 청통면,경상북도 영천시 신녕면,경상북도 영천시 화산면,경상북도 영천시 화북면,경상북도 영천시 화남면,경상북도 영천시 자양면,경상북도 영천시 임고면,경상북도 영천시 고경면,경상북도 영천시 북안면,경상북도 영천시 대창면,경상북도 영천시 동부동,경상북도 영천시 중앙동,경상북도 영천시 서부동,경상북도 영천시 완산동,경상북도 영천시 남부동
2021년03월_계_20~29세,"10,162",956,291,225,182,110,174,78,264,982,272,211,"3,435","1,276",501,804,401
2021년03월_계_30~39세,"9,380",771,289,207,181,95,160,44,221,453,241,200,"3,551","1,141",390,995,441
2021년03월_계_40~49세,"12,597","1,262",357,337,270,166,239,70,371,508,402,251,"4,668","1,494",542,"1,171",489
2021년03월_계_50~59세,"18,234","2,262",745,653,576,394,598,265,716,862,772,568,"5,194","1,712",878,"1,239",800
2021년03월_계_60~69세,"19,039","2,341","1,044",954,786,579,837,308,"1,000","1,151","1,129",859,"3,883","1,330",987,"1,090",761
2021년03월_계_70~79세,"12,662","1,614",728,708,626,381,604,225,861,918,853,506,"1,868",825,702,722,521
2021년03월_계_80~89세,"7,043",836,387,420,415,291,340,157,486,547,532,302,966,389,348,337,290
2021년03월_계_90~99세,813,87,46,54,47,42,43,20,61,57,65,39,100,44,36,27,45
2021년03월_계_100세 이상,24,3,1,2,0,1,3,1,0,1,3,1,5,1,1,1,0
2021년03월_남_총인구수,"52,119","5,777","2,141","1,892","1,685","1,097","1,676",601,"2,150","3,310","2,301","1,642","14,351","4,989","2,405","3,831","2,271"
2021년03월_남_연령구간인구수,"52,119","5,777","2,141","1,892","1,685","1,097","1,676",601,"2,150","3,310","2,301","1,642","14,351","4,989","2,405","3,831","2,271"
2021년03월_남_0~9세,"2,876",203,60,60,37,40,36,5,62,130,35,42,"1,239",397,79,318,133
2021년03월_남_10~19세,"3,650",297,75,102,54,50,101,18,78,122,66,39,"1,568",477,143,357,103
2021년03월_남_20~29세,"6,096",552,175,142,132,63,110,44,159,793,162,122,"1,950",715,277,445,255
2021년03월_남_30~39세,"5,092",434,181,120,103,56,99,27,120,260,146,126,"1,848",591,220,501,260
2021년03월_남_40~49세,"6,915",737,226,187,163,100,155,44,229,317,239,169,"2,324",799,311,610,305
2021년03월_남_50~59세,"9,734","1,309",402,368,344,208,334,133,403,459,439,344,"2,561",840,482,631,477
2021년03월_남_60~69세,"9,585","1,191",532,465,430,308,439,175,497,612,602,454,"1,799",679,476,531,395
2021년03월_남_70~79세,"5,676",744,357,302,283,173,281,96,392,428,420,232,781,351,298,302,236
2021년03월_남_80~89세,"2,297",287,124,138,126,93,109,54,188,174,180,103,258,133,109,126,95
2021년03월_남_90~99세,194,22,9,7,13,6,12,5,22,15,11,10,23,7,10,10,12
2021년03월_남_100세 이상,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2021년03월_여_총인구수,"50,264","5,243","1,994","1,979","1,555","1,118","1,531",614,"2,096","2,647","2,176","1,462","14,716","4,934","2,422","3,861","1,916"
2021년03월_여_연령구간인구수,"50,264","5,243","1,994","1,979","1,555","1,118","1,531",614,"2,096","2,647","2,176","1,462","14,716","4,934","2,422","3,861","1,916"
2021년03월_여_0~9세,"2,793",196,52,43,28,24,36,6,56,123,43,42,"1,237",359,82,353,113
2021년03월_여_10~19세,"3,110",192,60,106,38,42,36,18,70,103,64,44,"1,353",478,138,278,90
2021년03월_여_20~29세,"4,066",404,116,83,50,47,64,34,105,189,110,89,"1,485",561,224,359,146
2021년03월_여_30~39세,"4,288",337,108,87,78,39,61,17,101,193,95,74,"1,703",550,170,494,181
2021년03월_여_40~49세,"5,682",525,131,150,107,66,84,26,142,191,163,82,"2,344",695,231,561,184
2021년03월_여_50~59세,"8,500",953,343,285,232,186,264,132,313,403,333,224,"2,633",872,396,608,323
2021년03월_여_60~69세,"9,454","1,150",512,489,356,271,398,133,503,539,527,405,"2,084",651,511,559,366
2021년03월_여_70~79세,"6,986",870,371,406,343,208,323,129,469,490,433,274,"1,087",474,404,420,285
2021년03월_여_80~89세,"4,746",549,263,282,289,198,231,103,298,373,352,199,708,256,239,211,195
2021년03월_여_90~99세,619,65,37,47,34,36,31,15,39,42,54,29,77,37,26,17,33
2021년03월_여_100세 이상,20,2,1,1,0,1,3,1,0,1,2,0,5,1,1,1,0
2021년04월_계_총인구수,"102,529","11,015","4,116","3,865","3,233","2,213","3,216","1,228","4,243","5,933","4,474","3,103","28,861","9,832","4,791","8,224","4,182"
2021년04월_계_연령구간인구수,"102,529","11,015","4,116","3,865","3,233","2,213","3,216","1,228","4,243","5,933","4,474","3,103","28,861","9,832","4,791","8,224","4,182"
2021년04월_계_0~9세,"5,689",404,110,103,64,64,76,14,118,249,79,87,"2,429",731,158,759,244
2021년04월_계_10~19세,"6,744",483,135,211,91,92,136,37,146,219,129,83,"2,876",954,278,680,194
2021년04월_계_20~29세,"10,157",952,290,220,180,113,175,84,257,966,262,207,"3,431","1,261",496,866,397
2021년04월_계_30~39세,"9,374",773,288,207,180,92,161,44,222,439,238,198,"3,493","1,121",387,"1,095",436
2021년04월_계_40~49세,"12,582","1,250",351,339,268,166,244,69,363,515,397,251,"4,608","1,476",536,"1,263",486
2021년04월_계_50~59세,"18,239","2,259",737,646,571,398,595,264,714,859,778,569,"5,160","1,702",873,"1,319",795
2021년04월_계_60~69세,"19,161","2,345","1,052",960,792,573,842,314,"1,009","1,163","1,138",858,"3,906","1,326",978,"1,143",762
2021년04월_계_70~79세,"12,645","1,610",718,701,627,384,601,222,862,911,852,503,"1,877",820,699,733,525
2021년04월_계_80~89세,"7,095",850,390,421,411,289,336,159,493,555,533,308,974,395,348,337,296
2021년04월_계_90~99세,818,87,44,55,48,40,47,20,59,56,65,38,102,45,37,28,47
2021년04월_계_100세 이상,25,2,1,2,1,2,3,1,0,1,3,1,5,1,1,1,0
2021년04월_남_총인구수,"52,216","5,772","2,134","1,887","1,685","1,099","1,686",607,"2,153","3,298","2,309","1,644","14,229","4,963","2,381","4,098","2,271"
2021년04월_남_연령구간인구수,"52,216","5,772","2,134","1,887","1,685","1,099","1,686",607,"2,153","3,298","2,309","1,644","14,229","4,963","2,381","4,098","2,271"
2021년04월_남_0~9세,"2,890",207,60,58,37,40,38,7,64,128,37,44,"1,213",386,75,364,132
2021년04월_남_10~19세,"3,648",298,75,103,54,50,100,20,77,121,65,41,"1,533",479,143,383,106
2021년04월_남_20~29세,"6,095",546,175,138,129,64,113,47,158,777,158,119,"1,949",717,275,475,255
2021년04월_남_30~39세,"5,091",436,180,122,102,54,101,27,119,255,146,125,"1,814",587,215,551,257
2021년04월_남_40~49세,"6,913",726,221,186,163,101,159,43,225,321,240,169,"2,294",793,311,659,302
2021년04월_남_50~59세,"9,725","1,301",395,366,341,214,334,132,399,458,442,346,"2,550",835,475,666,471
2021년04월_남_60~69세,"9,662","1,201",543,466,436,304,439,177,507,622,607,455,"1,804",673,470,557,401
2021년04월_남_70~79세,"5,675",743,354,301,283,175,282,94,391,423,421,231,786,349,299,306,237
2021년04월_남_80~89세,"2,322",291,123,139,127,92,108,55,191,178,181,103,264,137,108,127,98
2021년04월_남_90~99세,190,22,8,7,13,4,12,5,22,15,11,10,22,7,10,10,12
2021년04월_남_100세 이상,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021년04월_여_총인구수,"50,313","5,243","1,982","1,978","1,548","1,114","1,530",621,"2,090","2,635","2,165","1,459","14,632","4,869","2,410","4,126","1,911"
2021년04월_여_연령구간인구수,"50,313","5,243","1,982","1,978","1,548","1,114","1,530",621,"2,090","2,635","2,165","1,459","14,632","4,869","2,410","4,126","1,911"
2021년04월_여_0~9세,"2,799",197,50,45,27,24,38,7,54,121,42,43,"1,216",345,83,395,112
2021년04월_여_10~19세,"3,096",185,60,108,37,42,36,17,69,98,64,42,"1,343",475,135,297,88
2021년04월_여_20~29세,"4,062",406,115,82,51,49,62,37,99,189,104,88,"1,482",544,221,391,142
2021년04월_여_30~39세,"4,283",337,108,85,78,38,60,17,103,184,92,73,"1,679",534,172,544,179
2021년04월_여_40~49세,"5,669",524,130,153,105,65,85,26,138,194,157,82,"2,314",683,225,604,184
2021년04월_여_50~59세,"8,514",958,342,280,230,184,261,132,315,401,336,223,"2,610",867,398,653,324
2021년04월_여_60~69세,"9,499","1,144",509,494,356,269,403,137,502,541,531,403,"2,102",653,508,586,361
2021년04월_여_70~79세,"6,970",867,364,400,344,209,319,128,471,488,431,272,"1,091",471,400,427,288
2021년04월_여_80~89세,"4,773",559,267,282,284,197,228,104,302,377,352,205,710,258,240,210,198
2021년04월_여_90~99세,628,65,36,48,35,36,35,15,37,41,54,28,80,38,27,18,35
2021년04월_여_100세 이상,20,1,1,1,1,1,3,1,0,1,2,0,5,1,1,1,0
2021년05월_계_총인구수,"102,194","10,948","4,080","3,846","3,202","2,226","3,197","1,216","4,225","5,888","4,446","3,096","28,644","9,761","4,745","8,552","4,122"
2021년05월_계_연령구간인구수,"102,194","10,948","4,080","3,846","3,202","2,226","3,197","1,216","4,225","5,888","4,446","3,096","28,644","9,761","4,745","8,552","4,122"
2021년05월_계_0~9세,"5,673",401,105,104,72,62,77,13,113,247,77,84,"2,402",728,156,793,239
2021년05월_계_10~19세,"6,722",481,135,212,93,95,134,38,142,216,130,83,"2,832",939,279,725,188
2021년05월_계_20~29세,"10,122",945,281,216,174,115,173,83,259,951,260,208,"3,421","1,250",489,914,383
2021년05월_계_30~39세,"9,282",763,279,204,176,93,165,40,216,438,227,192,"3,425","1,100",379,"1,157",428
2021년05월_계_40~49세,"12,488","1,230",352,336,260,165,234,67,356,512,393,244,"4,551","1,468",529,"1,311",480
2021년05월_계_50~59세,"18,152","2,225",726,640,567,398,587,258,710,844,775,567,"5,129","1,689",867,"1,376",794
2021년05월_계_60~69세,"19,185","2,359","1,048",957,785,583,841,314,"1,008","1,165","1,131",858,"3,900","1,332",975,"1,174",755
2021년05월_계_70~79세,"12,615","1,597",717,695,622,383,601,224,865,909,856,506,"1,889",813,686,736,516
2021년05월_계_80~89세,"7,106",858,390,424,406,289,335,158,496,550,529,314,986,394,347,336,294
2021년05월_계_90~99세,826,87,46,57,46,41,49,20,60,55,64,39,104,47,37,29,45
2021년05월_계_100세 이상,23,2,1,1,1,2,1,1,0,1,4,1,5,1,1,1,0
2021년05월_남_총인구수,"52,047","5,733","2,122","1,885","1,675","1,109","1,677",604,"2,137","3,267","2,302","1,642","14,101","4,929","2,363","4,267","2,234"
2021년05월_남_연령구간인구수,"52,047","5,733","2,122","1,885","1,675","1,109","1,677",604,"2,137","3,267","2,302","1,642","14,101","4,929","2,363","4,267","2,234"
2021년05월_남_0~9세,"2,877",203,59,58,41,38,38,6,59,131,36,42,"1,195",382,74,388,127
2021년05월_남_10~19세,"3,637",297,75,105,55,52,99,21,77,115,67,41,"1,505",474,144,405,105
2021년05월_남_20~29세,"6,049",538,171,135,128,64,110,46,157,760,156,120,"1,944",708,267,502,243
2021년05월_남_30~39세,"5,044",430,171,118,98,55,103,25,117,258,141,125,"1,776",578,214,584,251
2021년05월_남_40~49세,"6,863",713,222,186,158,100,154,41,222,317,240,164,"2,261",791,306,690,298
2021년05월_남_50~59세,"9,703","1,279",397,366,342,214,330,131,399,452,442,342,"2,553",827,473,685,471
2021년05월_남_60~69세,"9,698","1,220",544,468,433,312,439,180,502,621,605,458,"1,790",681,475,571,399
2021년05월_남_70~79세,"5,665",739,351,299,284,175,285,95,393,425,424,232,785,345,292,308,233
2021년05월_남_80~89세,"2,315",291,123,142,123,94,107,54,190,174,178,107,270,134,108,124,96
2021년05월_남_90~99세,191,22,9,7,13,4,12,5,21,14,12,10,22,9,10,10,11
2021년05월_남_100세 이상,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021년05월_여_총인구수,"50,147","5,215","1,958","1,961","1,527","1,117","1,520",612,"2,088","2,621","2,144","1,454","14,543","4,832","2,382","4,285","1,888"
2021년05월_여_연령구간인구수,"50,147","5,215","1,958","1,961","1,527","1,117","1,520",612,"2,088","2,621","2,144","1,454","14,543","4,832","2,382","4,285","1,888"
2021년05월_여_0~9세,"2,796",198,46,46,31,24,39,7,54,116,41,42,"1,207",346,82,405,112
2021년05월_여_10~19세,"3,085",184,60,107,38,43,35,17,65,101,63,42,"1,327",465,135,320,83
2021년05월_여_20~29세,"4,073",407,110,81,46,51,63,37,102,191,104,88,"1,477",542,222,412,140
2021년05월_여_30~39세,"4,238",333,108,86,78,38,62,15,99,180,86,67,"1,649",522,165,573,177
2021년05월_여_40~49세,"5,625",517,130,150,102,65,80,26,134,195,153,80,"2,290",677,223,621,182
2021년05월_여_50~59세,"8,449",946,329,274,225,184,257,127,311,392,333,225,"2,576",862,394,691,323
2021년05월_여_60~69세,"9,487","1,139",504,489,352,271,402,134,506,544,526,400,"2,110",651,500,603,356
2021년05월_여_70~79세,"6,950",858,366,396,338,208,316,129,472,484,432,274,"1,104",468,394,428,283
2021년05월_여_80~89세,"4,791",567,267,282,283,195,228,104,306,376,351,207,716,260,239,212,198
2021년05월_여_90~99세,635,65,37,50,33,37,37,15,39,41,52,29,82,38,27,19,34
2021년05월_여_100세 이상,18,1,1,0,1,1,1,1,0,1,3,0,5,1,1,1,0
2021년06월_계_총인구수,"102,099","10,902","4,065","3,846","3,188","2,223","3,198","1,223","4,221","5,810","4,438","3,074","28,541","9,705","4,721","8,841","4,103"
2021년06월_계_연령구간인구수,"102,099","10,902","4,065","3,846","3,188","2,223","3,198","1,223","4,221","5,810","4,438","3,074","28,541","9,705","4,721","8,841","4,103"
2021년06월_계_0~9세,"5,665",400,107,103,71,59,74,14,113,237,78,84,"2,384",725,159,823,234
2021년06월_계_10~19세,"6,677",472,131,209,93,96,130,38,140,211,129,83,"2,812",927,274,741,191
2021년06월_계_20~29세,"10,069",936,279,214,171,114,179,83,256,916,255,204,"3,409","1,247",475,956,375
2021년06월_계_30~39세,"9,266",765,272,205,170,92,164,39,212,435,224,190,"3,395","1,097",377,"1,205",424
2021년06월_계_40~49세,"12,445","1,211",352,336,259,163,232,67,358,497,391,240,"4,522","1,458",518,"1,360",481
2021년06월_계_50~59세,"18,069","2,211",714,637,566,398,587,261,705,837,767,556,"5,106","1,655",864,"1,418",787
2021년06월_계_60~69세,"19,298","2,364","1,052",962,783,584,845,315,"1,015","1,165","1,143",857,"3,927","1,339",979,"1,210",758
2021년06월_계_70~79세,"12,601","1,586",720,691,622,386,600,221,858,901,848,508,"1,890",812,687,756,515
2021년06월_계_80~89세,"7,160",868,390,431,404,287,338,163,506,554,536,312,988,398,349,341,295
2021년06월_계_90~99세,826,87,47,57,48,42,48,21,58,55,63,39,104,46,38,30,43
2021년06월_계_100세 이상,23,2,1,1,1,2,1,1,0,2,4,1,4,1,1,1,0
2021년06월_남_총인구수,"51,967","5,705","2,115","1,887","1,670","1,107","1,679",608,"2,136","3,219","2,297","1,629","14,031","4,910","2,356","4,395","2,223"
2021년06월_남_연령구간인구수,"51,967","5,705","2,115","1,887","1,670","1,107","1,679",608,"2,136","3,219","2,297","1,629","14,031","4,910","2,356","4,395","2,223"
2021년06월_남_0~9세,"2,873",202,61,58,41,36,35,7,60,126,34,41,"1,187",381,77,403,124
2021년06월_남_10~19세,"3,600",286,74,103,55,53,97,21,76,111,68,42,"1,488",472,140,409,105
2021년06월_남_20~29세,"6,010",536,167,133,125,64,114,46,155,730,155,116,"1,934",713,262,520,240
2021년06월_남_30~39세,"5,032",426,168,120,96,55,103,24,115,258,138,124,"1,756",573,214,611,251
2021년06월_남_40~49세,"6,836",705,221,187,158,98,153,42,223,308,238,162,"2,247",784,305,707,298
2021년06월_남_50~59세,"9,661","1,269",392,366,343,214,331,133,396,453,437,336,"2,541",810,471,706,463
2021년06월_남_60~69세,"9,759","1,230",547,468,432,313,440,179,507,619,614,455,"1,800",689,476,586,404
2021년06월_남_70~79세,"5,664",732,351,297,284,175,288,94,394,420,421,236,784,342,293,320,233
2021년06월_남_80~89세,"2,336",296,125,147,123,93,106,56,191,179,179,106,272,137,108,123,95
2021년06월_남_90~99세,191,22,9,7,13,5,12,6,19,15,12,10,22,9,10,10,10
2021년06월_남_100세 이상,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021년06월_여_총인구수,"50,132","5,197","1,950","1,959","1,518","1,116","1,519",615,"2,085","2,591","2,141","1,445","14,510","4,795","2,365","4,446","1,880"
2021년06월_여_연령구간인구수,"50,132","5,197","1,950","1,959","1,518","1,116","1,519",615,"2,085","2,591","2,141","1,445","14,510","4,795","2,365","4,446","1,880"
2021년06월_여_0~9세,"2,792",198,46,45,30,23,39,7,53,111,44,43,"1,197",344,82,420,110
2021년06월_여_10~19세,"3,077",186,57,106,38,43,33,17,64,100,61,41,"1,324",455,134,332,86
2021년06월_여_20~29세,"4,059",400,112,81,46,50,65,37,101,186,100,88,"1,475",534,213,436,135
2021년06월_여_30~39세,"4,234",339,104,85,74,37,61,15,97,177,86,66,"1,639",524,163,594,173
2021년06월_여_40~49세,"5,609",506,131,149,101,65,79,25,135,189,153,78,"2,275",674,213,653,183
2021년06월_여_50~59세,"8,408",942,322,271,223,184,256,128,309,384,330,220,"2,565",845,393,712,324
2021년06월_여_60~69세,"9,539","1,134",505,494,351,271,405,136,508,546,529,402,"2,127",650,503,624,354
2021년06월_여_70~79세,"6,937",854,369,394,338,211,312,127,464,481,427,272,"1,106",470,394,436,282
2021년06월_여_80~89세,"4,824",572,265,284,281,194,232,107,315,375,357,206,716,261,241,218,200
2021년06월_여_90~99세,635,65,38,50,35,37,36,15,39,40,51,29,82,37,28,20,33
2021년06월_여_100세 이상,18,1,1,0,1,1,1,1,0,2,3,0,4,1,1,1,0
2021년07월_계_총인구수,"101,856","10,811","4,030","3,828","3,177","2,224","3,195","1,226","4,203","5,753","4,414","3,059","28,406","9,662","4,707","9,063","4,098"
2021년07월_계_연령구간인구수,"101,856","10,811","4,030","3,828","3,177","2,224","3,195","1,226","4,203","5,753","4,414","3,059","28,406","9,662","4,707","9,063","4,098"
2021년07월_계_0~9세,"5,632",384,103,99,70,59,75,15,113,241,78,84,"2,340",723,160,858,230
2021년07월_계_10~19세,"6,645",466,129,207,94,96,128,39,138,209,127,84,"2,783",926,268,757,194
2021년07월_계_20~29세,"9,958",920,273,211,162,115,180,80,252,859,245,195,"3,402","1,230",479,987,368
2021년07월_계_30~39세,"9,212",746,266,202,165,89,161,42,207,438,223,189,"3,358","1,083",371,"1,247",425
2021년07월_계_40~49세,"12,406","1,195",344,334,263,164,229,67,353,495,385,241,"4,492","1,456",508,"1,402",478
2021년07월_계_50~59세,"18,006","2,198",707,636,566,397,591,262,699,828,761,544,"5,089","1,643",862,"1,447",776
2021년07월_계_60~69세,"19,351","2,360","1,057",959,784,585,846,313,"1,018","1,162","1,141",858,"3,951","1,338",979,"1,230",770
2021년07월_계_70~79세,"12,617","1,586",713,692,617,387,597,222,860,910,850,509,"1,900",814,687,758,515
2021년07월_계_80~89세,"7,178",865,391,433,407,287,339,164,506,556,537,314,981,404,353,343,298
2021년07월_계_90~99세,829,89,46,54,48,43,48,21,57,54,63,40,106,44,39,33,44
2021년07월_계_100세 이상,22,2,1,1,1,2,1,1,0,1,4,1,4,1,1,1,0
2021년07월_남_총인구수,"51,819","5,652","2,097","1,871","1,668","1,103","1,676",610,"2,132","3,162","2,288","1,623","13,982","4,879","2,347","4,510","2,219"
2021년07월_남_연령구간인구수,"51,819","5,652","2,097","1,871","1,668","1,103","1,676",610,"2,132","3,162","2,288","1,623","13,982","4,879","2,347","4,510","2,219"
2021년07월_남_0~9세,"2,870",200,58,56,40,35,35,8,61,127,34,41,"1,178",382,79,416,120
2021년07월_남_10~19세,"3,573",278,73,103,55,53,95,22,75,111,67,42,"1,469",473,136,415,106
2021년07월_남_20~29세,"5,929",525,164,128,121,64,116,45,154,680,151,112,"1,936",696,261,540,236
2021년07월_남_30~39세,"5,002",417,165,119,95,52,99,23,113,258,138,121,"1,744",563,208,633,254
2021년07월_남_40~49세,"6,815",694,214,184,160,98,149,42,222,306,233,162,"2,233",783,301,734,300
2021년07월_남_50~59세,"9,621","1,256",391,364,343,214,335,133,390,446,437,334,"2,520",807,474,723,454
2021년07월_남_60~69세,"9,780","1,230",549,464,435,312,440,179,512,615,611,455,"1,818",682,473,594,411
2021년07월_남_70~79세,"5,688",736,348,299,282,175,287,95,394,424,425,236,792,348,295,320,232
2021년07월_남_80~89세,"2,346",293,126,148,124,94,108,57,192,181,179,108,270,136,110,124,96
2021년07월_남_90~99세,190,22,9,5,13,5,12,6,19,14,12,11,22,9,10,11,10
2021년07월_남_100세 이상,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021년07월_여_총인구수,"50,037","5,159","1,933","1,957","1,509","1,121","1,519",616,"2,071","2,591","2,126","1,436","14,424","4,783","2,360","4,553","1,879"
2021년07월_여_연령구간인구수,"50,037","5,159","1,933","1,957","1,509","1,121","1,519",616,"2,071","2,591","2,126","1,436","14,424","4,783","2,360","4,553","1,879"
2021년07월_여_0~9세,"2,762",184,45,43,30,24,40,7,52,114,44,43,"1,162",341,81,442,110
2021년07월_여_10~19세,"3,072",188,56,104,39,43,33,17,63,98,60,42,"1,314",453,132,342,88
2021년07월_여_20~29세,"4,029",395,109,83,41,51,64,35,98,179,94,83,"1,466",534,218,447,132
2021년07월_여_30~39세,"4,210",329,101,83,70,37,62,19,94,180,85,68,"1,614",520,163,614,171
2021년07월_여_40~49세,"5,591",501,130,150,103,66,80,25,131,189,152,79,"2,259",673,207,668,178
2021년07월_여_50~59세,"8,385",942,316,272,223,183,256,129,309,382,324,210,"2,569",836,388,724,322
2021년07월_여_60~69세,"9,571","1,130",508,495,349,273,406,134,506,547,530,403,"2,133",656,506,636,359
2021년07월_여_70~79세,"6,929",850,365,393,335,212,310,127,466,486,425,273,"1,108",466,392,438,283
2021년07월_여_80~89세,"4,832",572,265,285,283,193,231,107,314,375,358,206,711,268,243,219,202
2021년07월_여_90~99세,639,67,37,49,35,38,36,15,38,40,51,29,84,35,29,22,34
2021년07월_여_100세 이상,17,1,1,0,1,1,1,1,0,1,3,0,4,1,1,1,0
2021년08월_계_총인구수,"101,881","10,751","4,027","3,818","3,162","2,207","3,202","1,223","4,201","5,729","4,428","3,061","28,387","9,691","4,711","9,170","4,113"
2021년08월_계_연령구간인구수,"101,881","10,751","4,027","3,818","3,162","2,207","3,202","1,223","4,201","5,729","4,428","3,061","28,387","9,691","4,711","9,170","4,113"
2021년08월_계_0~9세,"5,621",377,104,100,67,54,78,15,114,244,79,84,"2,332",710,153,874,236
2021년08월_계_10~19세,"6,633",461,129,200,94,93,128,37,142,211,127,84,"2,775",934,268,756,194
2021년08월_계_20~29세,"9,910",904,276,216,161,113,175,83,252,810,254,196,"3,382","1,234",484,"1,005",365
2021년08월_계_30~39세,"9,194",731,260,205,159,86,164,38,208,427,224,192,"3,364","1,084",367,"1,261",424
2021년08월_계_40~49세,"12,372","1,175",343,327,260,160,229,67,349,500,385,241,"4,469","1,453",517,"1,417",480
2021년08월_계_50~59세,"18,027","2,195",709,631,565,397,582,260,693,838,759,539,"5,092","1,660",861,"1,468",778
2021년08월_계_60~69세,"19,398","2,356","1,048",959,782,580,852,317,"1,014","1,172","1,137",861,"3,975","1,347",978,"1,244",776
2021년08월_계_70~79세,"12,673","1,593",720,693,619,390,597,220,867,914,856,513,"1,910",814,684,766,517
2021년08월_계_80~89세,"7,183",865,390,430,403,287,345,163,507,557,537,311,978,409,358,345,298
2021년08월_계_90~99세,848,92,47,56,51,45,51,22,54,55,67,39,106,45,40,33,45
2021년08월_계_100세 이상,22,2,1,1,1,2,1,1,1,1,3,1,4,1,1,1,0
2021년08월_남_총인구수,"51,795","5,610","2,092","1,868","1,655","1,092","1,683",608,"2,137","3,133","2,299","1,620","13,979","4,895","2,350","4,550","2,224"
2021년08월_남_연령구간인구수,"51,795","5,610","2,092","1,868","1,655","1,092","1,683",608,"2,137","3,133","2,299","1,620","13,979","4,895","2,350","4,550","2,224"
2021년08월_남_0~9세,"2,855",197,59,57,40,31,36,8,62,129,35,39,"1,173",373,74,419,123
2021년08월_남_10~19세,"3,566",272,72,100,54,50,95,21,79,112,66,41,"1,467",479,136,416,106
2021년08월_남_20~29세,"5,864",512,162,129,119,63,118,46,154,639,156,112,"1,917",701,259,543,234
2021년08월_남_30~39세,"5,008",411,159,121,92,50,98,21,113,252,139,123,"1,760",565,210,643,251
2021년08월_남_40~49세,"6,788",678,217,185,158,95,149,41,221,308,234,161,"2,212",780,306,738,305
2021년08월_남_50~59세,"9,643","1,254",391,362,340,215,332,132,389,451,439,329,"2,535",811,475,734,454
2021년08월_남_60~69세,"9,805","1,229",545,461,433,312,443,182,511,621,609,459,"1,828",688,472,600,412
2021년08월_남_70~79세,"5,717",741,352,301,281,176,289,95,397,425,428,238,797,349,294,322,232
2021년08월_남_80~89세,"2,351",292,126,146,124,94,111,55,193,182,178,106,269,140,114,124,97
2021년08월_남_90~99세,193,23,9,5,14,5,12,7,18,14,14,11,21,9,10,11,10
2021년08월_남_100세 이상,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2021년08월_여_총인구수,"50,086","5,141","1,935","1,950","1,507","1,115","1,519",615,"2,064","2,596","2,129","1,441","14,408","4,796","2,361","4,620","1,889"
2021년08월_여_연령구간인구수,"50,086","5,141","1,935","1,950","1,507","1,115","1,519",615,"2,064","2,596","2,129","1,441","14,408","4,796","2,361","4,620","1,889"
2021년08월_여_0~9세,"2,766",180,45,43,27,23,42,7,52,115,44,45,"1,159",337,79,455,113
2021년08월_여_10~19세,"3,067",189,57,100,40,43,33,16,63,99,61,43,"1,308",455,132,340,88
2021년08월_여_20~29세,"4,046",392,114,87,42,50,57,37,98,171,98,84,"1,465",533,225,462,131
2021년08월_여_30~39세,"4,186",320,101,84,67,36,66,17,95,175,85,69,"1,604",519,157,618,173
2021년08월_여_40~49세,"5,584",497,126,142,102,65,80,26,128,192,151,80,"2,257",673,211,679,175
2021년08월_여_50~59세,"8,384",941,318,269,225,182,250,128,304,387,320,210,"2,557",849,386,734,324
2021년08월_여_60~69세,"9,593","1,127",503,498,349,268,409,135,503,551,528,402,"2,147",659,506,644,364
2021년08월_여_70~79세,"6,956",852,368,392,338,214,308,125,470,489,428,275,"1,113",465,390,444,285
2021년08월_여_80~89세,"4,832",573,264,284,279,193,234,108,314,375,359,205,709,269,244,221,201
2021년08월_여_90~99세,655,69,38,51,37,40,39,15,36,41,53,28,85,36,30,22,35
2021년08월_여_100세 이상,17,1,1,0,1,1,1,1,1,1,2,0,4,1,1,1,0
2021년09월_계_총인구수,"101,670","10,696","4,023","3,795","3,166","2,196","3,212","1,218","4,194","5,647","4,411","3,058","28,328","9,681","4,686","9,274","4,085"
2021년09월_계_연령구간인구수,"101,670","10,696","4,023","3,795","3,166","2,196","3,212","1,218","4,194","5,647","4,411","3,058","28,328","9,681","4,686","9,274","4,085"
2021년09월_계_0~9세,"5,586",373,102,98,64,52,78,15,114,244,78,82,"2,314",714,148,873,237
2021년09월_계_10~19세,"6,597",449,129,199,93,89,129,35,143,213,127,81,"2,751",937,259,775,188
2021년09월_계_20~29세,"9,701",879,267,203,166,111,177,80,247,723,243,197,"3,345","1,230",476,"1,007",350
2021년09월_계_30~39세,"9,145",730,257,206,156,81,162,39,206,421,213,187,"3,347","1,079",365,"1,276",420
2021년09월_계_40~49세,"12,355","1,155",348,324,260,161,231,62,347,498,387,245,"4,470","1,438",506,"1,454",469
2021년09월_계_50~59세,"18,016","2,196",707,625,564,389,582,260,693,834,756,540,"5,083","1,666",861,"1,480",780
