카테고리,경상남도 양산시,경상남도 양산시 물금읍,경상남도 양산시 동면,경상남도 양산시 원동면,경상남도 양산시 상북면,경상남도 양산시 하북면,경상남도 양산시 중앙동,경상남도 양산시 양주동,경상남도 양산시 삼성동,경상남도 양산시 강서동,경상남도 양산시 서창동,경상남도 양산시 소주동,경상남도 양산시 평산동,경상남도 양산시 덕계동
2020년12월_여_0~9세,"16,917","7,921","2,352",38,275,93,220,"1,260",685,391,"1,155",689,"1,245",593
2020년12월_여_10~19세,"16,682","6,102","1,402",53,423,240,271,"2,039",867,538,"1,615",881,"1,597",654
2020년12월_여_20~29세,"18,962","7,278","1,494",71,543,346,581,"2,168","1,347",489,"1,393",989,"1,471",792
2020년12월_여_30~39세,"23,928","10,737","3,238",75,462,246,508,"1,734","1,294",499,"1,543","1,091","1,611",890
2020년12월_여_40~49세,"29,912","10,937","2,932",108,783,453,653,"3,373","1,639",824,"2,592","1,667","2,731","1,220"
2020년12월_여_50~59세,"29,091","8,623","2,417",278,"1,338",901,"1,181","3,129","2,344",735,"2,261","1,877","2,588","1,419"
2020년12월_여_60~69세,"21,827","5,509","2,120",450,"1,244",857,"1,146","1,868","1,397",590,"1,799","1,471","2,283","1,093"
2020년12월_여_70~79세,"11,615","2,386",935,311,805,467,541,"1,171",656,303,918,907,"1,580",635
2020년12월_여_80~89세,"5,751","1,172",422,206,401,322,266,493,343,157,415,496,726,332
2020년12월_여_90~99세,855,192,68,38,67,59,37,72,53,26,66,56,72,49
2020년12월_여_100세 이상,48,7,2,2,6,8,7,1,1,0,10,2,2,0
2021년01월_계_총인구수,"352,421","120,919","35,214","3,367","12,898","8,322","11,470","33,526","22,251","9,110","28,703","20,290","31,021","15,330"
2021년01월_계_연령구간인구수,"352,421","120,919","35,214","3,367","12,898","8,322","11,470","33,526","22,251","9,110","28,703","20,290","31,021","15,330"
2021년01월_계_0~9세,"34,397","16,084","4,826",83,540,193,449,"2,545","1,384",756,"2,388","1,391","2,502","1,256"
2021년01월_계_10~19세,"34,354","12,664","2,819",106,837,481,621,"4,237","1,817","1,005","3,300","1,815","3,296","1,356"
2021년01월_계_20~29세,"40,685","14,402","3,268",165,"1,315",845,"1,429","4,618","3,198","1,037","3,256","2,213","3,206","1,733"
2021년01월_계_30~39세,"48,928","21,248","6,481",206,"1,091",576,"1,238","3,376","3,023","1,101","3,310","2,273","3,147","1,858"
2021년01월_계_40~49세,"60,913","22,173","6,394",274,"1,653",943,"1,460","6,133","3,479","1,657","5,440","3,404","5,506","2,397"
2021년01월_계_50~59세,"58,703","16,968","4,765",601,"2,732","1,910","2,454","6,202","4,602","1,545","4,978","3,896","5,225","2,825"
2021년01월_계_60~69세,"43,273","10,928","4,100",941,"2,619","1,908","2,326","3,488","3,011","1,188","3,588","2,902","4,111","2,163"
2021년01월_계_70~79세,"21,131","4,476","1,834",625,"1,402",905,"1,017","2,010","1,170",562,"1,708","1,565","2,713","1,144"
2021년01월_계_80~89세,"8,867","1,734",637,316,608,471,410,827,493,231,644,753,"1,207",536
2021년01월_계_90~99세,"1,110",234,88,48,92,82,58,88,70,28,80,76,104,62
2021년01월_계_100세 이상,60,8,2,2,9,8,8,2,4,0,11,2,4,0
2021년01월_남_총인구수,"176,705","59,750","17,870","1,734","6,551","4,361","6,082","16,250","11,664","4,581","14,949","10,150","15,135","7,628"
2021년01월_남_연령구간인구수,"176,705","59,750","17,870","1,734","6,551","4,361","6,082","16,250","11,664","4,581","14,949","10,150","15,135","7,628"
2021년01월_남_0~9세,"17,558","8,177","2,489",47,268,101,228,"1,296",711,370,"1,231",705,"1,269",666
2021년01월_남_10~19세,"17,653","6,475","1,427",53,416,252,358,"2,214",957,470,"1,700",930,"1,701",700
2021년01월_남_20~29세,"21,773","7,126","1,786",96,771,516,842,"2,442","1,870",550,"1,869","1,227","1,739",939
2021년01월_남_30~39세,"25,147","10,521","3,272",129,625,332,739,"1,669","1,735",609,"1,781","1,196","1,568",971
2021년01월_남_40~49세,"30,912","11,130","3,449",166,876,497,815,"2,771","1,848",835,"2,852","1,728","2,780","1,165"
2021년01월_남_50~59세,"29,610","8,300","2,359",321,"1,410","1,010","1,293","3,060","2,263",820,"2,708","2,019","2,633","1,414"
2021년01월_남_60~69세,"21,212","5,343","1,955",490,"1,352","1,042","1,165","1,603","1,603",592,"1,783","1,417","1,814","1,053"
2021년01월_남_70~79세,"9,519","2,078",905,313,602,443,481,841,516,257,780,654,"1,139",510
2021년01월_남_80~89세,"3,073",558,211,108,205,149,141,338,143,76,231,254,462,197
2021년01월_남_90~99세,237,41,17,11,23,19,19,15,16,2,13,20,28,13
2021년01월_남_100세 이상,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2021년01월_여_총인구수,"175,716","61,169","17,344","1,633","6,347","3,961","5,388","17,276","10,587","4,529","13,754","10,140","15,886","7,702"
2021년01월_여_연령구간인구수,"175,716","61,169","17,344","1,633","6,347","3,961","5,388","17,276","10,587","4,529","13,754","10,140","15,886","7,702"
2021년01월_여_0~9세,"16,839","7,907","2,337",36,272,92,221,"1,249",673,386,"1,157",686,"1,233",590
2021년01월_여_10~19세,"16,701","6,189","1,392",53,421,229,263,"2,023",860,535,"1,600",885,"1,595",656
2021년01월_여_20~29세,"18,912","7,276","1,482",69,544,329,587,"2,176","1,328",487,"1,387",986,"1,467",794
2021년01월_여_30~39세,"23,781","10,727","3,209",77,466,244,499,"1,707","1,288",492,"1,529","1,077","1,579",887
2021년01월_여_40~49세,"30,001","11,043","2,945",108,777,446,645,"3,362","1,631",822,"2,588","1,676","2,726","1,232"
2021년01월_여_50~59세,"29,093","8,668","2,406",280,"1,322",900,"1,161","3,142","2,339",725,"2,270","1,877","2,592","1,411"
2021년01월_여_60~69세,"22,061","5,585","2,145",451,"1,267",866,"1,161","1,885","1,408",596,"1,805","1,485","2,297","1,110"
2021년01월_여_70~79세,"11,612","2,398",929,312,800,462,536,"1,169",654,305,928,911,"1,574",634
2021년01월_여_80~89세,"5,794","1,176",426,208,403,322,269,489,350,155,413,499,745,339
2021년01월_여_90~99세,873,193,71,37,69,63,39,73,54,26,67,56,76,49
2021년01월_여_100세 이상,49,7,2,2,6,8,7,1,2,0,10,2,2,0
2021년02월_계_총인구수,"352,682","121,010","35,216","3,378","12,897","8,300","11,521","33,465","22,287","9,107","28,705","20,348","31,058","15,390"
2021년02월_계_연령구간인구수,"352,682","121,010","35,216","3,378","12,897","8,300","11,521","33,465","22,287","9,107","28,705","20,348","31,058","15,390"
2021년02월_계_0~9세,"34,275","16,037","4,807",80,541,191,451,"2,520","1,373",752,"2,368","1,382","2,511","1,262"
2021년02월_계_10~19세,"34,402","12,690","2,828",112,832,485,642,"4,249","1,808",995,"3,302","1,813","3,266","1,380"
2021년02월_계_20~29세,"40,561","14,326","3,247",164,"1,315",815,"1,435","4,563","3,202","1,046","3,261","2,221","3,226","1,740"
2021년02월_계_30~39세,"48,575","21,122","6,410",202,"1,077",581,"1,249","3,343","3,018","1,090","3,265","2,254","3,103","1,861"
2021년02월_계_40~49세,"61,106","22,324","6,454",279,"1,643",938,"1,470","6,101","3,472","1,650","5,425","3,425","5,516","2,409"
2021년02월_계_50~59세,"58,826","17,051","4,747",601,"2,738","1,897","2,437","6,229","4,618","1,546","4,986","3,910","5,243","2,823"
2021년02월_계_60~69세,"43,552","10,984","4,131",952,"2,629","1,918","2,336","3,498","3,038","1,202","3,623","2,932","4,144","2,165"
2021년02월_계_70~79세,"21,235","4,485","1,854",623,"1,404",910,"1,018","2,030","1,182",557,"1,730","1,569","2,725","1,148"
2021년02월_계_80~89세,"8,963","1,745",645,314,619,474,413,842,501,238,652,764,"1,216",540
2021년02월_계_90~99세,"1,126",238,91,49,90,83,62,88,71,31,82,76,104,61
2021년02월_계_100세 이상,61,8,2,2,9,8,8,2,4,0,11,2,4,1
2021년02월_남_총인구수,"176,863","59,797","17,876","1,742","6,543","4,344","6,118","16,226","11,704","4,585","14,957","10,183","15,137","7,651"
2021년02월_남_연령구간인구수,"176,863","59,797","17,876","1,742","6,543","4,344","6,118","16,226","11,704","4,585","14,957","10,183","15,137","7,651"
2021년02월_남_0~9세,"17,498","8,136","2,489",45,270,100,227,"1,287",710,365,"1,220",707,"1,273",669
2021년02월_남_10~19세,"17,689","6,501","1,431",59,412,256,373,"2,224",955,471,"1,698",921,"1,683",705
2021년02월_남_20~29세,"21,683","7,069","1,759",97,770,495,849,"2,413","1,874",559,"1,874","1,232","1,749",943
2021년02월_남_30~39세,"24,990","10,460","3,239",127,616,337,749,"1,648","1,747",598,"1,765","1,188","1,540",976
2021년02월_남_40~49세,"31,009","11,205","3,480",167,869,497,818,"2,762","1,840",837,"2,842","1,738","2,788","1,166"
2021년02월_남_50~59세,"29,698","8,358","2,355",322,"1,416","1,000","1,282","3,073","2,275",818,"2,718","2,020","2,643","1,418"
2021년02월_남_60~69세,"21,360","5,373","1,967",496,"1,351","1,044","1,175","1,614","1,611",603,"1,805","1,440","1,830","1,051"
2021년02월_남_70~79세,"9,569","2,089",920,312,605,444,477,848,526,254,789,657,"1,137",511
2021년02월_남_80~89세,"3,112",562,219,106,208,151,147,340,148,77,232,260,464,198
2021년02월_남_90~99세,244,43,17,11,23,20,20,16,16,3,13,20,28,14
2021년02월_남_100세 이상,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2021년02월_여_총인구수,"175,819","61,213","17,340","1,636","6,354","3,956","5,403","17,239","10,583","4,522","13,748","10,165","15,921","7,739"
2021년02월_여_연령구간인구수,"175,819","61,213","17,340","1,636","6,354","3,956","5,403","17,239","10,583","4,522","13,748","10,165","15,921","7,739"
2021년02월_여_0~9세,"16,777","7,901","2,318",35,271,91,224,"1,233",663,387,"1,148",675,"1,238",593
2021년02월_여_10~19세,"16,713","6,189","1,397",53,420,229,269,"2,025",853,524,"1,604",892,"1,583",675
2021년02월_여_20~29세,"18,878","7,257","1,488",67,545,320,586,"2,150","1,328",487,"1,387",989,"1,477",797
2021년02월_여_30~39세,"23,585","10,662","3,171",75,461,244,500,"1,695","1,271",492,"1,500","1,066","1,563",885
2021년02월_여_40~49세,"30,097","11,119","2,974",112,774,441,652,"3,339","1,632",813,"2,583","1,687","2,728","1,243"
2021년02월_여_50~59세,"29,128","8,693","2,392",279,"1,322",897,"1,155","3,156","2,343",728,"2,268","1,890","2,600","1,405"
2021년02월_여_60~69세,"22,192","5,611","2,164",456,"1,278",874,"1,161","1,884","1,427",599,"1,818","1,492","2,314","1,114"
2021년02월_여_70~79세,"11,666","2,396",934,311,799,466,541,"1,182",656,303,941,912,"1,588",637
2021년02월_여_80~89세,"5,851","1,183",426,208,411,323,266,502,353,161,420,504,752,342
2021년02월_여_90~99세,882,195,74,38,67,63,42,72,55,28,69,56,76,47
2021년02월_여_100세 이상,50,7,2,2,6,8,7,1,2,0,10,2,2,1
2021년03월_계_총인구수,"352,830","120,932","35,122","3,367","12,851","8,335","11,465","33,341","22,202","9,110","28,426","20,287","30,747","16,645"
2021년03월_계_연령구간인구수,"352,830","120,932","35,122","3,367","12,851","8,335","11,465","33,341","22,202","9,110","28,426","20,287","30,747","16,645"
2021년03월_계_0~9세,"34,144","15,954","4,780",81,533,183,448,"2,488","1,357",746,"2,286","1,379","2,439","1,470"
2021년03월_계_10~19세,"34,502","12,694","2,839",110,823,587,630,"4,219","1,796","1,010","3,272","1,820","3,219","1,483"
2021년03월_계_20~29세,"40,459","14,260","3,229",163,"1,305",814,"1,431","4,536","3,167","1,051","3,240","2,197","3,207","1,859"
2021년03월_계_30~39세,"48,498","21,043","6,357",201,"1,073",571,"1,249","3,299","3,012","1,080","3,191","2,252","3,038","2,132"
2021년03월_계_40~49세,"61,125","22,327","6,452",274,"1,631",925,"1,452","6,065","3,463","1,653","5,378","3,417","5,428","2,660"
2021년03월_계_50~59세,"58,665","17,015","4,718",599,"2,696","1,877","2,410","6,241","4,593","1,537","4,947","3,871","5,189","2,972"
2021년03월_계_60~69세,"43,997","11,116","4,154",960,"2,669","1,915","2,343","3,516","3,066","1,214","3,644","2,965","4,168","2,267"
2021년03월_계_70~79세,"21,271","4,516","1,857",625,"1,400",901,"1,024","2,041","1,168",549,"1,727","1,556","2,719","1,188"
2021년03월_계_80~89세,"9,017","1,761",643,306,623,471,420,847,507,240,657,758,"1,233",551
2021년03월_계_90~99세,"1,119",241,92,48,94,82,58,87,72,30,80,70,104,61
2021년03월_계_100세 이상,33,5,1,0,4,9,0,2,1,0,4,2,3,2
2021년03월_남_총인구수,"176,987","59,769","17,803","1,737","6,538","4,364","6,113","16,182","11,653","4,571","14,846","10,154","14,983","8,274"
2021년03월_남_연령구간인구수,"176,987","59,769","17,803","1,737","6,538","4,364","6,113","16,182","11,653","4,571","14,846","10,154","14,983","8,274"
2021년03월_남_0~9세,"17,418","8,113","2,467",46,267,95,227,"1,267",702,356,"1,173",705,"1,234",766
2021년03월_남_10~19세,"17,761","6,493","1,439",58,409,317,362,"2,222",946,482,"1,690",926,"1,662",755
2021년03월_남_20~29세,"21,679","7,058","1,740",98,769,498,851,"2,416","1,850",559,"1,864","1,218","1,749","1,009"
2021년03월_남_30~39세,"24,914","10,390","3,205",124,617,336,754,"1,617","1,747",588,"1,723","1,187","1,503","1,123"
2021년03월_남_40~49세,"31,051","11,216","3,472",164,866,489,811,"2,753","1,845",834,"2,834","1,727","2,743","1,297"
2021년03월_남_50~59세,"29,644","8,360","2,343",320,"1,399",981,"1,272","3,072","2,260",812,"2,701","2,010","2,627","1,487"
2021년03월_남_60~69세,"21,574","5,428","1,985",502,"1,373","1,043","1,189","1,622","1,615",610,"1,821","1,455","1,835","1,096"
2021년03월_남_70~79세,"9,585","2,104",916,313,605,436,476,857,524,250,789,653,"1,135",527
2021년03월_남_80~89세,"3,119",566,219,102,210,149,151,338,148,77,237,257,466,199
2021년03월_남_90~99세,239,41,17,10,23,20,20,17,16,3,13,16,28,15
2021년03월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021년03월_여_총인구수,"175,843","61,163","17,319","1,630","6,313","3,971","5,352","17,159","10,549","4,539","13,580","10,133","15,764","8,371"
2021년03월_여_연령구간인구수,"175,843","61,163","17,319","1,630","6,313","3,971","5,352","17,159","10,549","4,539","13,580","10,133","15,764","8,371"
2021년03월_여_0~9세,"16,726","7,841","2,313",35,266,88,221,"1,221",655,390,"1,113",674,"1,205",704
2021년03월_여_10~19세,"16,741","6,201","1,400",52,414,270,268,"1,997",850,528,"1,582",894,"1,557",728
2021년03월_여_20~29세,"18,780","7,202","1,489",65,536,316,580,"2,120","1,317",492,"1,376",979,"1,458",850
2021년03월_여_30~39세,"23,584","10,653","3,152",77,456,235,495,"1,682","1,265",492,"1,468","1,065","1,535","1,009"
2021년03월_여_40~49세,"30,074","11,111","2,980",110,765,436,641,"3,312","1,618",819,"2,544","1,690","2,685","1,363"
2021년03월_여_50~59세,"29,021","8,655","2,375",279,"1,297",896,"1,138","3,169","2,333",725,"2,246","1,861","2,562","1,485"
2021년03월_여_60~69세,"22,423","5,688","2,169",458,"1,296",872,"1,154","1,894","1,451",604,"1,823","1,510","2,333","1,171"
2021년03월_여_70~79세,"11,686","2,412",941,312,795,465,548,"1,184",644,299,938,903,"1,584",661
2021년03월_여_80~89세,"5,898","1,195",424,204,413,322,269,509,359,163,420,501,767,352
2021년03월_여_90~99세,880,200,75,38,71,62,38,70,56,27,67,54,76,46
2021년03월_여_100세 이상,30,5,1,0,4,9,0,1,1,0,3,2,2,2
2021년04월_계_총인구수,"353,291","120,926","35,123","3,375","12,833","8,302","11,497","33,349","22,134","9,091","28,318","20,313","30,625","17,405"
2021년04월_계_연령구간인구수,"353,291","120,926","35,123","3,375","12,833","8,302","11,497","33,349","22,134","9,091","28,318","20,313","30,625","17,405"
2021년04월_계_0~9세,"34,018","15,867","4,767",82,524,177,450,"2,470","1,341",734,"2,235","1,388","2,409","1,574"
2021년04월_계_10~19세,"34,505","12,731","2,868",111,821,587,622,"4,196","1,771","1,010","3,271","1,803","3,190","1,524"
2021년04월_계_20~29세,"40,426","14,219","3,214",161,"1,299",812,"1,415","4,547","3,163","1,054","3,204","2,202","3,192","1,944"
2021년04월_계_30~39세,"48,469","20,936","6,302",201,"1,065",566,"1,269","3,307","3,007","1,075","3,168","2,268","3,020","2,285"
2021년04월_계_40~49세,"61,205","22,383","6,476",280,"1,627",923,"1,458","6,018","3,457","1,649","5,363","3,394","5,389","2,788"
2021년04월_계_50~59세,"58,699","17,007","4,714",599,"2,690","1,846","2,408","6,262","4,559","1,544","4,934","3,863","5,169","3,104"
2021년04월_계_60~69세,"44,393","11,222","4,175",964,"2,682","1,925","2,365","3,553","3,092","1,212","3,668","2,993","4,178","2,364"
2021년04월_계_70~79세,"21,348","4,545","1,863",623,"1,395",900,"1,023","2,063","1,161",545,"1,729","1,566","2,727","1,208"
2021년04월_계_80~89세,"9,064","1,770",647,308,630,471,427,845,510,238,664,764,"1,241",549
2021년04월_계_90~99세,"1,132",242,96,46,96,86,60,86,72,30,78,70,107,63
2021년04월_계_100세 이상,32,4,1,0,4,9,0,2,1,0,4,2,3,2
2021년04월_남_총인구수,"177,200","59,759","17,822","1,742","6,533","4,343","6,137","16,160","11,624","4,562","14,797","10,154","14,922","8,645"
2021년04월_남_연령구간인구수,"177,200","59,759","17,822","1,742","6,533","4,343","6,137","16,160","11,624","4,562","14,797","10,154","14,922","8,645"
2021년04월_남_0~9세,"17,357","8,062","2,469",47,264,94,227,"1,259",693,353,"1,145",710,"1,223",811
2021년04월_남_10~19세,"17,744","6,510","1,453",57,412,315,361,"2,197",930,474,"1,687",914,"1,648",786
2021년04월_남_20~29세,"21,669","7,056","1,736",97,766,496,842,"2,413","1,860",563,"1,845","1,218","1,733","1,044"
2021년04월_남_30~39세,"24,932","10,343","3,182",124,615,334,768,"1,619","1,747",589,"1,714","1,195","1,506","1,196"
2021년04월_남_40~49세,"31,079","11,229","3,483",167,859,488,817,"2,734","1,835",828,"2,833","1,715","2,721","1,370"
2021년04월_남_50~59세,"29,645","8,367","2,344",320,"1,392",969,"1,267","3,075","2,239",818,"2,690","2,009","2,613","1,542"
2021년04월_남_60~69세,"21,769","5,473","1,996",505,"1,383","1,040","1,200","1,645","1,631",609,"1,835","1,460","1,845","1,147"
2021년04월_남_70~79세,"9,620","2,109",915,312,602,439,479,867,522,252,790,661,"1,134",538
2021년04월_남_80~89세,"3,135",570,225,102,216,148,156,332,150,73,244,254,470,195
2021년04월_남_90~99세,247,40,19,11,24,20,20,18,17,3,13,18,28,16
2021년04월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021년04월_여_총인구수,"176,091","61,167","17,301","1,633","6,300","3,959","5,360","17,189","10,510","4,529","13,521","10,159","15,703","8,760"
2021년04월_여_연령구간인구수,"176,091","61,167","17,301","1,633","6,300","3,959","5,360","17,189","10,510","4,529","13,521","10,159","15,703","8,760"
2021년04월_여_0~9세,"16,661","7,805","2,298",35,260,83,223,"1,211",648,381,"1,090",678,"1,186",763
2021년04월_여_10~19세,"16,761","6,221","1,415",54,409,272,261,"1,999",841,536,"1,584",889,"1,542",738
2021년04월_여_20~29세,"18,757","7,163","1,478",64,533,316,573,"2,134","1,303",491,"1,359",984,"1,459",900
2021년04월_여_30~39세,"23,537","10,593","3,120",77,450,232,501,"1,688","1,260",486,"1,454","1,073","1,514","1,089"
2021년04월_여_40~49세,"30,126","11,154","2,993",113,768,435,641,"3,284","1,622",821,"2,530","1,679","2,668","1,418"
2021년04월_여_50~59세,"29,054","8,640","2,370",279,"1,298",877,"1,141","3,187","2,320",726,"2,244","1,854","2,556","1,562"
2021년04월_여_60~69세,"22,624","5,749","2,179",459,"1,299",885,"1,165","1,908","1,461",603,"1,833","1,533","2,333","1,217"
2021년04월_여_70~79세,"11,728","2,436",948,311,793,461,544,"1,196",639,293,939,905,"1,593",670
2021년04월_여_80~89세,"5,929","1,200",422,206,414,323,271,513,360,165,420,510,771,354
2021년04월_여_90~99세,885,202,77,35,72,66,40,68,55,27,65,52,79,47
2021년04월_여_100세 이상,29,4,1,0,4,9,0,1,1,0,3,2,2,2
2021년05월_계_총인구수,"353,415","120,820","35,135","3,358","12,783","8,280","11,551","33,290","22,106","9,049","28,289","20,366","30,582","17,806"
2021년05월_계_연령구간인구수,"353,415","120,820","35,135","3,358","12,783","8,280","11,551","33,290","22,106","9,049","28,289","20,366","30,582","17,806"
2021년05월_계_0~9세,"33,860","15,767","4,735",79,514,172,454,"2,455","1,337",730,"2,240","1,387","2,376","1,614"
2021년05월_계_10~19세,"34,493","12,762","2,892",108,821,582,621,"4,159","1,767","1,001","3,259","1,790","3,173","1,558"
2021년05월_계_20~29세,"40,331","14,142","3,220",159,"1,288",807,"1,417","4,551","3,152","1,038","3,188","2,211","3,179","1,979"
2021년05월_계_30~39세,"48,272","20,793","6,245",198,"1,057",562,"1,284","3,277","2,989","1,069","3,160","2,268","3,004","2,366"
2021년05월_계_40~49세,"61,142","22,398","6,475",277,"1,596",916,"1,464","6,000","3,436","1,645","5,337","3,386","5,369","2,843"
2021년05월_계_50~59세,"58,791","17,040","4,735",587,"2,685","1,826","2,422","6,263","4,546","1,532","4,934","3,876","5,167","3,178"
2021년05월_계_60~69세,"44,775","11,325","4,206",971,"2,694","1,939","2,367","3,566","3,130","1,217","3,702","3,032","4,220","2,406"
2021년05월_계_70~79세,"21,462","4,568","1,878",625,"1,393",907,"1,033","2,075","1,159",548,"1,729","1,577","2,734","1,236"
2021년05월_계_80~89세,"9,097","1,774",652,307,634,474,429,855,514,239,657,763,"1,244",555
2021년05월_계_90~99세,"1,159",247,96,46,97,86,60,87,75,30,79,74,113,69
2021년05월_계_100세 이상,33,4,1,1,4,9,0,2,1,0,4,2,3,2
2021년05월_남_총인구수,"177,197","59,698","17,818","1,727","6,507","4,332","6,164","16,127","11,598","4,527","14,776","10,175","14,908","8,840"
2021년05월_남_연령구간인구수,"177,197","59,698","17,818","1,727","6,507","4,332","6,164","16,127","11,598","4,527","14,776","10,175","14,908","8,840"
2021년05월_남_0~9세,"17,269","8,007","2,443",44,261,90,232,"1,255",691,351,"1,148",709,"1,212",826
2021년05월_남_10~19세,"17,711","6,527","1,469",53,409,313,361,"2,169",922,464,"1,679",908,"1,635",802
2021년05월_남_20~29세,"21,656","7,026","1,734",94,762,496,838,"2,423","1,860",557,"1,841","1,224","1,729","1,072"
2021년05월_남_30~39세,"24,814","10,283","3,152",123,609,329,770,"1,607","1,733",580,"1,702","1,192","1,500","1,234"
2021년05월_남_40~49세,"31,054","11,226","3,489",167,843,486,821,"2,726","1,819",831,"2,822","1,710","2,715","1,399"
2021년05월_남_50~59세,"29,681","8,371","2,365",317,"1,399",957,"1,281","3,073","2,230",801,"2,683","2,015","2,608","1,581"
2021년05월_남_60~69세,"21,924","5,526","1,993",504,"1,384","1,049","1,200","1,651","1,651",612,"1,855","1,472","1,866","1,161"
2021년05월_남_70~79세,"9,690","2,115",927,312,600,442,484,870,525,256,792,673,"1,144",550
2021년05월_남_80~89세,"3,142",573,227,102,216,150,157,335,149,72,240,253,469,199
2021년05월_남_90~99세,253,44,19,11,24,20,20,17,18,3,13,19,29,16
2021년05월_남_100세 이상,3,0,0,0,0,0,0,1,0,0,1,0,1,0
2021년05월_여_총인구수,"176,218","61,122","17,317","1,631","6,276","3,948","5,387","17,163","10,508","4,522","13,513","10,191","15,674","8,966"
2021년05월_여_연령구간인구수,"176,218","61,122","17,317","1,631","6,276","3,948","5,387","17,163","10,508","4,522","13,513","10,191","15,674","8,966"
2021년05월_여_0~9세,"16,591","7,760","2,292",35,253,82,222,"1,200",646,379,"1,092",678,"1,164",788
2021년05월_여_10~19세,"16,782","6,235","1,423",55,412,269,260,"1,990",845,537,"1,580",882,"1,538",756
2021년05월_여_20~29세,"18,675","7,116","1,486",65,526,311,579,"2,128","1,292",481,"1,347",987,"1,450",907
2021년05월_여_30~39세,"23,458","10,510","3,093",75,448,233,514,"1,670","1,256",489,"1,458","1,076","1,504","1,132"
2021년05월_여_40~49세,"30,088","11,172","2,986",110,753,430,643,"3,274","1,617",814,"2,515","1,676","2,654","1,444"
2021년05월_여_50~59세,"29,110","8,669","2,370",270,"1,286",869,"1,141","3,190","2,316",731,"2,251","1,861","2,559","1,597"
2021년05월_여_60~69세,"22,851","5,799","2,213",467,"1,310",890,"1,167","1,915","1,479",605,"1,847","1,560","2,354","1,245"
2021년05월_여_70~79세,"11,772","2,453",951,313,793,465,549,"1,205",634,292,937,904,"1,590",686
2021년05월_여_80~89세,"5,955","1,201",425,205,418,324,272,520,365,167,417,510,775,356
2021년05월_여_90~99세,906,203,77,35,73,66,40,70,57,27,66,55,84,53
2021년05월_여_100세 이상,30,4,1,1,4,9,0,1,1,0,3,2,2,2
2021년06월_계_총인구수,"353,686","120,892","35,086","3,354","12,753","8,285","11,542","33,250","22,117","9,039","28,323","20,397","30,622","18,026"
2021년06월_계_연령구간인구수,"353,686","120,892","35,086","3,354","12,753","8,285","11,542","33,250","22,117","9,039","28,323","20,397","30,622","18,026"
2021년06월_계_0~9세,"33,730","15,713","4,715",78,509,175,461,"2,441","1,326",726,"2,229","1,368","2,360","1,629"
2021년06월_계_10~19세,"34,533","12,811","2,900",108,815,578,600,"4,140","1,771","1,011","3,270","1,802","3,160","1,567"
2021년06월_계_20~29세,"40,169","14,090","3,180",157,"1,263",808,"1,426","4,536","3,121","1,032","3,167","2,203","3,181","2,005"
2021년06월_계_30~39세,"48,197","20,744","6,189",200,"1,062",562,"1,279","3,257","3,001","1,069","3,152","2,257","3,023","2,402"
2021년06월_계_40~49세,"61,217","22,457","6,502",276,"1,586",909,"1,462","5,986","3,433","1,635","5,334","3,392","5,361","2,884"
2021년06월_계_50~59세,"58,769","17,027","4,733",583,"2,672","1,824","2,401","6,257","4,535","1,526","4,941","3,887","5,161","3,222"
2021년06월_계_60~69세,"45,148","11,434","4,235",969,"2,713","1,947","2,385","3,605","3,160","1,226","3,726","3,059","4,248","2,441"
2021년06월_계_70~79세,"21,545","4,568","1,881",627,"1,387",913,"1,035","2,077","1,176",548,"1,755","1,579","2,753","1,246"
2021년06월_계_80~89세,"9,174","1,797",655,310,643,474,433,862,514,237,665,773,"1,258",553
2021년06월_계_90~99세,"1,170",247,95,45,99,86,60,87,78,29,80,75,114,75
2021년06월_계_100세 이상,34,4,1,1,4,9,0,2,2,0,4,2,3,2
2021년06월_남_총인구수,"177,308","59,738","17,793","1,727","6,503","4,340","6,144","16,091","11,616","4,524","14,800","10,199","14,912","8,921"
2021년06월_남_연령구간인구수,"177,308","59,738","17,793","1,727","6,503","4,340","6,144","16,091","11,616","4,524","14,800","10,199","14,912","8,921"
2021년06월_남_0~9세,"17,205","7,984","2,435",44,259,91,234,"1,242",687,352,"1,136",701,"1,210",830
2021년06월_남_10~19세,"17,695","6,535","1,475",52,407,311,347,"2,156",920,465,"1,684",919,"1,619",805
2021년06월_남_20~29세,"21,613","7,024","1,706",95,749,497,848,"2,412","1,856",556,"1,832","1,224","1,730","1,084"
2021년06월_남_30~39세,"24,778","10,265","3,127",126,617,329,756,"1,602","1,746",578,"1,697","1,180","1,504","1,251"
2021년06월_남_40~49세,"31,084","11,244","3,499",166,837,483,819,"2,716","1,817",828,"2,827","1,712","2,718","1,418"
2021년06월_남_50~59세,"29,676","8,381","2,364",315,"1,392",956,"1,278","3,064","2,221",798,"2,689","2,026","2,603","1,589"
2021년06월_남_60~69세,"22,091","5,571","2,006",501,"1,395","1,055","1,201","1,674","1,670",618,"1,869","1,481","1,872","1,178"
2021년06월_남_70~79세,"9,734","2,114",934,312,601,446,483,867,532,255,807,681,"1,151",551
