카테고리,울산광역시 중구,울산광역시 중구 학성동,울산광역시 중구 반구1동,울산광역시 중구 반구2동,울산광역시 중구 복산1동,울산광역시 중구 복산2동,울산광역시 중구 중앙동,울산광역시 중구 우정동,울산광역시 중구 태화동,울산광역시 중구 다운동,울산광역시 중구 병영1동,울산광역시 중구 병영2동,울산광역시 중구 약사동,울산광역시 중구 성안동
2021년02월_여_90~99세,530,49,40,25,12,28,52,47,69,49,53,39,16,51
2021년02월_여_100세 이상,47,4,2,2,3,3,19,2,2,1,5,1,1,2
2021년03월_계_총인구수,"215,276","10,367","17,176","8,800","4,600","11,308","13,021","18,999","33,413","22,914","22,341","20,400","10,891","21,046"
2021년03월_계_연령구간인구수,"215,276","10,367","17,176","8,800","4,600","11,308","13,021","18,999","33,413","22,914","22,341","20,400","10,891","21,046"
2021년03월_계_0~9세,"16,182",442,"1,344",407,209,904,430,"1,303","3,356","1,044","1,471","2,011","1,307","1,954"
2021년03월_계_10~19세,"19,806",659,"1,292",594,304,"1,104",640,"1,573","3,651","2,016","2,256","1,910","1,264","2,543"
2021년03월_계_20~29세,"26,137","1,103","2,129","1,258",557,"1,472","1,549","2,292","3,775","3,117","2,903","2,221","1,309","2,452"
2021년03월_계_30~39세,"25,922","1,086","2,409","1,043",500,"1,593","1,289","2,311","4,287","2,042","2,301","2,816","1,656","2,589"
2021년03월_계_40~49세,"33,834","1,408","2,628","1,154",534,"1,790","1,587","2,784","5,920","3,350","3,270","3,366","1,821","4,222"
2021년03월_계_50~59세,"40,765","1,886","3,355","1,750",930,"2,049","2,541","3,482","5,803","5,038","4,708","3,636","1,971","3,616"
2021년03월_계_60~69세,"32,401","2,058","2,615","1,528",948,"1,448","2,833","3,145","4,315","3,745","3,510","2,918","1,048","2,290"
2021년03월_계_70~79세,"14,400","1,241","1,026",770,452,665,"1,522","1,438","1,684","1,782","1,406","1,078",361,975
2021년03월_계_80~89세,"5,196",429,333,263,154,247,570,609,538,714,459,403,132,345
2021년03월_계_90~99세,614,53,43,33,12,33,58,62,82,66,54,40,21,57
2021년03월_계_100세 이상,19,2,2,0,0,3,2,0,2,0,3,1,1,3
2021년03월_남_총인구수,"109,045","5,301","8,915","4,471","2,333","5,634","6,699","9,522","16,677","11,639","11,330","10,322","5,472","10,730"
2021년03월_남_연령구간인구수,"109,045","5,301","8,915","4,471","2,333","5,634","6,699","9,522","16,677","11,639","11,330","10,322","5,472","10,730"
2021년03월_남_0~9세,"8,343",227,679,222,123,438,227,706,"1,783",512,740,"1,012",664,"1,010"
2021년03월_남_10~19세,"10,571",340,673,318,167,591,328,849,"1,917","1,121","1,231","1,024",668,"1,344"
2021년03월_남_20~29세,"14,572",619,"1,179",671,304,809,882,"1,269","2,153","1,778","1,631","1,244",712,"1,321"
2021년03월_남_30~39세,"13,598",612,"1,315",584,295,853,775,"1,186","2,077","1,134","1,201","1,445",790,"1,331"
2021년03월_남_40~49세,"17,296",810,"1,414",608,286,876,883,"1,415","2,899","1,659","1,609","1,784",887,"2,166"
2021년03월_남_50~59세,"20,321","1,010","1,739",868,442,979,"1,292","1,721","2,744","2,526","2,352","1,771",993,"1,884"
2021년03월_남_60~69세,"15,785",980,"1,283",724,455,679,"1,431","1,525","2,108","1,837","1,702","1,418",544,"1,099"
2021년03월_남_70~79세,"6,630",537,501,376,203,324,653,619,803,823,679,492,156,464
2021년03월_남_80~89세,"1,831",158,128,94,55,78,215,217,182,235,182,129,53,105
2021년03월_남_90~99세,96,8,4,6,3,7,13,15,11,14,3,2,5,5
2021년03월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2021년03월_여_총인구수,"106,231","5,066","8,261","4,329","2,267","5,674","6,322","9,477","16,736","11,275","11,011","10,078","5,419","10,316"
2021년03월_여_연령구간인구수,"106,231","5,066","8,261","4,329","2,267","5,674","6,322","9,477","16,736","11,275","11,011","10,078","5,419","10,316"
2021년03월_여_0~9세,"7,839",215,665,185,86,466,203,597,"1,573",532,731,999,643,944
2021년03월_여_10~19세,"9,235",319,619,276,137,513,312,724,"1,734",895,"1,025",886,596,"1,199"
2021년03월_여_20~29세,"11,565",484,950,587,253,663,667,"1,023","1,622","1,339","1,272",977,597,"1,131"
2021년03월_여_30~39세,"12,324",474,"1,094",459,205,740,514,"1,125","2,210",908,"1,100","1,371",866,"1,258"
2021년03월_여_40~49세,"16,538",598,"1,214",546,248,914,704,"1,369","3,021","1,691","1,661","1,582",934,"2,056"
2021년03월_여_50~59세,"20,444",876,"1,616",882,488,"1,070","1,249","1,761","3,059","2,512","2,356","1,865",978,"1,732"
2021년03월_여_60~69세,"16,616","1,078","1,332",804,493,769,"1,402","1,620","2,207","1,908","1,808","1,500",504,"1,191"
2021년03월_여_70~79세,"7,770",704,525,394,249,341,869,819,881,959,727,586,205,511
2021년03월_여_80~89세,"3,365",271,205,169,99,169,355,392,356,479,277,274,79,240
2021년03월_여_90~99세,518,45,39,27,9,26,45,47,71,52,51,38,16,52
2021년03월_여_100세 이상,17,2,2,0,0,3,2,0,2,0,3,0,1,2
2021년04월_계_총인구수,"214,901","10,376","17,121","8,793","4,581","11,268","12,981","18,847","33,427","22,870","22,319","20,374","10,891","21,053"
2021년04월_계_연령구간인구수,"214,901","10,376","17,121","8,793","4,581","11,268","12,981","18,847","33,427","22,870","22,319","20,374","10,891","21,053"
2021년04월_계_0~9세,"16,103",451,"1,335",406,206,911,430,"1,290","3,342","1,034","1,462","1,990","1,300","1,946"
2021년04월_계_10~19세,"19,782",660,"1,296",591,295,"1,094",633,"1,558","3,678","1,997","2,241","1,931","1,268","2,540"
2021년04월_계_20~29세,"25,998","1,112","2,110","1,244",555,"1,476","1,541","2,253","3,742","3,106","2,895","2,192","1,313","2,459"
2021년04월_계_30~39세,"25,864","1,089","2,407","1,046",490,"1,579","1,289","2,305","4,299","2,033","2,298","2,800","1,648","2,581"
2021년04월_계_40~49세,"33,747","1,410","2,621","1,142",533,"1,769","1,575","2,761","5,917","3,329","3,262","3,384","1,825","4,219"
2021년04월_계_50~59세,"40,589","1,874","3,327","1,751",925,"2,043","2,531","3,434","5,776","5,015","4,693","3,614","1,970","3,636"
2021년04월_계_60~69세,"32,529","2,058","2,610","1,527",960,"1,468","2,833","3,138","4,339","3,781","3,542","2,936","1,052","2,285"
2021년04월_계_70~79세,"14,423","1,237","1,032",785,449,656,"1,516","1,438","1,702","1,787","1,401","1,084",359,977
2021년04월_계_80~89세,"5,232",429,338,266,155,242,575,609,544,720,466,405,134,349
2021년04월_계_90~99세,619,54,43,35,13,30,57,61,86,68,56,37,21,58
2021년04월_계_100세 이상,15,2,2,0,0,0,1,0,2,0,3,1,1,3
2021년04월_남_총인구수,"108,828","5,305","8,877","4,469","2,316","5,617","6,689","9,427","16,670","11,618","11,321","10,308","5,470","10,741"
2021년04월_남_연령구간인구수,"108,828","5,305","8,877","4,469","2,316","5,617","6,689","9,427","16,670","11,618","11,321","10,308","5,470","10,741"
2021년04월_남_0~9세,"8,307",230,676,221,122,444,228,696,"1,778",507,737,"1,003",657,"1,008"
2021년04월_남_10~19세,"10,575",342,677,318,163,582,329,841,"1,935","1,114","1,224","1,032",676,"1,342"
2021년04월_남_20~29세,"14,467",626,"1,163",662,302,810,878,"1,245","2,116","1,769","1,626","1,234",713,"1,323"
2021년04월_남_30~39세,"13,567",609,"1,309",585,285,852,778,"1,187","2,085","1,140","1,198","1,429",783,"1,327"
2021년04월_남_40~49세,"17,249",811,"1,414",601,284,865,871,"1,399","2,894","1,654","1,609","1,795",889,"2,163"
2021년04월_남_50~59세,"20,205","1,002","1,720",862,434,979,"1,294","1,693","2,732","2,499","2,335","1,763",994,"1,898"
2021년04월_남_60~69세,"15,862",988,"1,279",735,468,683,"1,425","1,520","2,117","1,857","1,723","1,429",542,"1,096"
2021년04월_남_70~79세,"6,645",532,505,382,202,318,656,615,813,826,678,492,157,469
2021년04월_남_80~89세,"1,854",157,130,96,53,77,218,217,189,239,187,129,54,108
2021년04월_남_90~99세,95,8,4,7,3,7,12,14,11,13,4,1,5,6
2021년04월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2021년04월_여_총인구수,"106,073","5,071","8,244","4,324","2,265","5,651","6,292","9,420","16,757","11,252","10,998","10,066","5,421","10,312"
2021년04월_여_연령구간인구수,"106,073","5,071","8,244","4,324","2,265","5,651","6,292","9,420","16,757","11,252","10,998","10,066","5,421","10,312"
2021년04월_여_0~9세,"7,796",221,659,185,84,467,202,594,"1,564",527,725,987,643,938
2021년04월_여_10~19세,"9,207",318,619,273,132,512,304,717,"1,743",883,"1,017",899,592,"1,198"
2021년04월_여_20~29세,"11,531",486,947,582,253,666,663,"1,008","1,626","1,337","1,269",958,600,"1,136"
2021년04월_여_30~39세,"12,297",480,"1,098",461,205,727,511,"1,118","2,214",893,"1,100","1,371",865,"1,254"
2021년04월_여_40~49세,"16,498",599,"1,207",541,249,904,704,"1,362","3,023","1,675","1,653","1,589",936,"2,056"
2021년04월_여_50~59세,"20,384",872,"1,607",889,491,"1,064","1,237","1,741","3,044","2,516","2,358","1,851",976,"1,738"
2021년04월_여_60~69세,"16,667","1,070","1,331",792,492,785,"1,408","1,618","2,222","1,924","1,819","1,507",510,"1,189"
2021년04월_여_70~79세,"7,778",705,527,403,247,338,860,823,889,961,723,592,202,508
2021년04월_여_80~89세,"3,378",272,208,170,102,165,357,392,355,481,279,276,80,241
2021년04월_여_90~99세,524,46,39,28,10,23,45,47,75,55,52,36,16,52
2021년04월_여_100세 이상,13,2,2,0,0,0,1,0,2,0,3,0,1,2
2021년05월_계_총인구수,"214,775","10,463","17,098","8,777","4,552","11,270","12,970","18,779","33,422","22,845","22,293","20,371","10,902","21,033"
2021년05월_계_연령구간인구수,"214,775","10,463","17,098","8,777","4,552","11,270","12,970","18,779","33,422","22,845","22,293","20,371","10,902","21,033"
2021년05월_계_0~9세,"16,013",457,"1,328",406,207,908,426,"1,276","3,336","1,018","1,445","1,982","1,299","1,925"
2021년05월_계_10~19세,"19,724",664,"1,297",591,294,"1,085",634,"1,554","3,675","1,969","2,232","1,922","1,269","2,538"
2021년05월_계_20~29세,"25,984","1,129","2,097","1,248",547,"1,479","1,529","2,236","3,741","3,109","2,897","2,198","1,308","2,466"
2021년05월_계_30~39세,"25,748","1,121","2,385","1,047",492,"1,571","1,287","2,302","4,261","2,022","2,281","2,776","1,654","2,549"
2021년05월_계_40~49세,"33,627","1,431","2,606","1,117",526,"1,774","1,568","2,741","5,919","3,286","3,243","3,387","1,819","4,210"
2021년05월_계_50~59세,"40,571","1,871","3,323","1,750",917,"2,040","2,530","3,414","5,777","5,031","4,695","3,612","1,961","3,650"
2021년05월_계_60~69세,"32,719","2,062","2,641","1,527",959,"1,474","2,837","3,144","4,360","3,824","3,571","2,955","1,066","2,299"
2021년05월_계_70~79세,"14,474","1,240","1,033",791,442,665,"1,518","1,444","1,718","1,792","1,402","1,084",366,979
2021년05월_계_80~89세,"5,276",432,343,264,154,243,585,607,549,725,467,414,138,355
2021년05월_계_90~99세,624,54,43,36,14,31,55,61,84,69,57,40,21,59
2021년05월_계_100세 이상,15,2,2,0,0,0,1,0,2,0,3,1,1,3
2021년05월_남_총인구수,"108,746","5,345","8,866","4,467","2,298","5,611","6,689","9,403","16,647","11,611","11,300","10,297","5,476","10,736"
2021년05월_남_연령구간인구수,"108,746","5,345","8,866","4,467","2,298","5,611","6,689","9,403","16,647","11,611","11,300","10,297","5,476","10,736"
2021년05월_남_0~9세,"8,250",233,668,218,122,440,229,690,"1,774",504,728,998,654,992
2021년05월_남_10~19세,"10,528",345,675,319,161,573,328,839,"1,931","1,092","1,215","1,030",674,"1,346"
2021년05월_남_20~29세,"14,482",632,"1,161",667,299,815,872,"1,241","2,100","1,781","1,627","1,238",716,"1,333"
2021년05월_남_30~39세,"13,520",625,"1,299",589,286,843,782,"1,183","2,075","1,134","1,188","1,413",788,"1,315"
2021년05월_남_40~49세,"17,206",826,"1,406",596,275,869,864,"1,400","2,899","1,631","1,598","1,795",890,"2,157"
2021년05월_남_50~59세,"20,185",998,"1,721",860,433,980,"1,300","1,673","2,728","2,496","2,340","1,765",987,"1,904"
2021년05월_남_60~69세,"15,936",988,"1,293",727,470,682,"1,425","1,527","2,123","1,892","1,737","1,432",542,"1,098"
2021년05월_남_70~79세,"6,673",534,508,388,196,326,658,619,816,826,676,489,163,474
2021년05월_남_80~89세,"1,869",156,131,96,53,76,220,216,191,242,187,134,57,110
2021년05월_남_90~99세,95,8,4,7,3,7,11,15,10,13,4,2,5,6
2021년05월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2021년05월_여_총인구수,"106,029","5,118","8,232","4,310","2,254","5,659","6,281","9,376","16,775","11,234","10,993","10,074","5,426","10,297"
2021년05월_여_연령구간인구수,"106,029","5,118","8,232","4,310","2,254","5,659","6,281","9,376","16,775","11,234","10,993","10,074","5,426","10,297"
2021년05월_여_0~9세,"7,763",224,660,188,85,468,197,586,"1,562",514,717,984,645,933
2021년05월_여_10~19세,"9,196",319,622,272,133,512,306,715,"1,744",877,"1,017",892,595,"1,192"
2021년05월_여_20~29세,"11,502",497,936,581,248,664,657,995,"1,641","1,328","1,270",960,592,"1,133"
2021년05월_여_30~39세,"12,228",496,"1,086",458,206,728,505,"1,119","2,186",888,"1,093","1,363",866,"1,234"
2021년05월_여_40~49세,"16,421",605,"1,200",521,251,905,704,"1,341","3,020","1,655","1,645","1,592",929,"2,053"
2021년05월_여_50~59세,"20,386",873,"1,602",890,484,"1,060","1,230","1,741","3,049","2,535","2,355","1,847",974,"1,746"
2021년05월_여_60~69세,"16,783","1,074","1,348",800,489,792,"1,412","1,617","2,237","1,932","1,834","1,523",524,"1,201"
2021년05월_여_70~79세,"7,801",706,525,403,246,339,860,825,902,966,726,595,203,505
2021년05월_여_80~89세,"3,407",276,212,168,101,167,365,391,358,483,280,280,81,245
2021년05월_여_90~99세,529,46,39,29,11,24,44,46,74,56,53,38,16,53
2021년05월_여_100세 이상,13,2,2,0,0,0,1,0,2,0,3,0,1,2
2021년06월_계_총인구수,"214,779","10,987","17,077","8,739","4,558","11,269","12,875","18,692","33,384","22,774","22,208","20,329","10,893","20,994"
2021년06월_계_연령구간인구수,"214,779","10,987","17,077","8,739","4,558","11,269","12,875","18,692","33,384","22,774","22,208","20,329","10,893","20,994"
2021년06월_계_0~9세,"15,933",510,"1,316",397,208,912,411,"1,268","3,317",997,"1,434","1,964","1,296","1,903"
2021년06월_계_10~19세,"19,700",679,"1,301",584,294,"1,079",629,"1,549","3,665","1,953","2,221","1,926","1,275","2,545"
2021년06월_계_20~29세,"25,969","1,257","2,074","1,238",555,"1,476","1,530","2,220","3,722","3,099","2,873","2,177","1,314","2,434"
2021년06월_계_30~39세,"25,731","1,283","2,376","1,031",493,"1,573","1,268","2,269","4,263","2,009","2,259","2,751","1,630","2,526"
2021년06월_계_40~49세,"33,632","1,495","2,599","1,113",521,"1,772","1,545","2,729","5,914","3,265","3,240","3,398","1,821","4,220"
2021년06월_계_50~59세,"40,460","1,919","3,317","1,749",915,"2,023","2,499","3,379","5,766","5,006","4,661","3,597","1,968","3,661"
2021년06월_계_60~69세,"32,894","2,099","2,670","1,532",961,"1,489","2,841","3,153","4,376","3,846","3,581","2,971","1,068","2,307"
2021년06월_계_70~79세,"14,519","1,249","1,031",789,445,671,"1,516","1,447","1,726","1,798","1,406","1,092",366,983
2021년06월_계_80~89세,"5,306",441,346,269,152,243,585,613,551,732,471,411,134,358
2021년06월_계_90~99세,621,53,45,37,14,31,51,65,82,69,59,41,20,54
2021년06월_계_100세 이상,14,2,2,0,0,0,0,0,2,0,3,1,1,3
2021년06월_남_총인구수,"108,776","5,605","8,852","4,451","2,301","5,609","6,653","9,362","16,637","11,581","11,264","10,273","5,474","10,714"
2021년06월_남_연령구간인구수,"108,776","5,605","8,852","4,451","2,301","5,609","6,653","9,362","16,637","11,581","11,264","10,273","5,474","10,714"
2021년06월_남_0~9세,"8,207",252,667,215,123,444,225,686,"1,762",494,722,982,653,982
2021년06월_남_10~19세,"10,508",359,676,314,160,571,322,840,"1,921","1,083","1,204","1,033",677,"1,348"
2021년06월_남_20~29세,"14,485",687,"1,142",666,301,809,874,"1,229","2,103","1,781","1,632","1,221",719,"1,321"
2021년06월_남_30~39세,"13,539",724,"1,297",575,291,844,768,"1,171","2,083","1,131","1,176","1,408",777,"1,294"
2021년06월_남_40~49세,"17,182",852,"1,401",595,271,867,848,"1,392","2,897","1,610","1,596","1,798",892,"2,163"
2021년06월_남_50~59세,"20,126","1,018","1,719",861,431,970,"1,290","1,660","2,718","2,486","2,319","1,761",987,"1,906"
2021년06월_남_60~69세,"16,044","1,009","1,307",732,469,691,"1,438","1,526","2,134","1,906","1,746","1,437",544,"1,105"
2021년06월_남_70~79세,"6,711",540,507,388,199,331,658,621,818,833,679,496,164,477
2021년06월_남_80~89세,"1,877",156,132,98,53,75,220,221,192,244,184,134,56,112
2021년06월_남_90~99세,95,8,4,7,3,7,10,16,9,13,6,2,5,5
2021년06월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2021년06월_여_총인구수,"106,003","5,382","8,225","4,288","2,257","5,660","6,222","9,330","16,747","11,193","10,944","10,056","5,419","10,280"
2021년06월_여_연령구간인구수,"106,003","5,382","8,225","4,288","2,257","5,660","6,222","9,330","16,747","11,193","10,944","10,056","5,419","10,280"
2021년06월_여_0~9세,"7,726",258,649,182,85,468,186,582,"1,555",503,712,982,643,921
2021년06월_여_10~19세,"9,192",320,625,270,134,508,307,709,"1,744",870,"1,017",893,598,"1,197"
2021년06월_여_20~29세,"11,484",570,932,572,254,667,656,991,"1,619","1,318","1,241",956,595,"1,113"
2021년06월_여_30~39세,"12,192",559,"1,079",456,202,729,500,"1,098","2,180",878,"1,083","1,343",853,"1,232"
2021년06월_여_40~49세,"16,450",643,"1,198",518,250,905,697,"1,337","3,017","1,655","1,644","1,600",929,"2,057"
2021년06월_여_50~59세,"20,334",901,"1,598",888,484,"1,053","1,209","1,719","3,048","2,520","2,342","1,836",981,"1,755"
2021년06월_여_60~69세,"16,850","1,090","1,363",800,492,798,"1,403","1,627","2,242","1,940","1,835","1,534",524,"1,202"
2021년06월_여_70~79세,"7,808",709,524,401,246,340,858,826,908,965,727,596,202,506
2021년06월_여_80~89세,"3,429",285,214,171,99,168,365,392,359,488,287,277,78,246
2021년06월_여_90~99세,526,45,41,30,11,24,41,49,73,56,53,39,15,49
2021년06월_여_100세 이상,12,2,2,0,0,0,0,0,2,0,3,0,1,2
2021년07월_계_총인구수,"214,584","11,125","17,059","8,767","4,503","11,271","12,847","18,587","33,361","22,769","22,192","20,284","10,901","20,918"
2021년07월_계_연령구간인구수,"214,584","11,125","17,059","8,767","4,503","11,271","12,847","18,587","33,361","22,769","22,192","20,284","10,901","20,918"
2021년07월_계_0~9세,"15,859",516,"1,322",391,205,909,414,"1,261","3,315",980,"1,421","1,949","1,303","1,873"
2021년07월_계_10~19세,"19,668",678,"1,296",591,295,"1,080",629,"1,534","3,663","1,944","2,210","1,935","1,273","2,540"
2021년07월_계_20~29세,"25,864","1,288","2,056","1,256",545,"1,471","1,517","2,201","3,697","3,096","2,858","2,149","1,306","2,424"
2021년07월_계_30~39세,"25,662","1,339","2,378","1,023",480,"1,573","1,263","2,257","4,250","2,010","2,249","2,726","1,622","2,492"
2021년07월_계_40~49세,"33,548","1,506","2,576","1,118",517,"1,770","1,542","2,707","5,904","3,242","3,229","3,406","1,817","4,214"
2021년07월_계_50~59세,"40,402","1,938","3,314","1,741",895,"2,022","2,495","3,350","5,768","5,006","4,655","3,584","1,983","3,651"
2021년07월_계_60~69세,"33,052","2,103","2,678","1,543",955,"1,491","2,846","3,160","4,398","3,884","3,613","2,990","1,079","2,312"
2021년07월_계_70~79세,"14,559","1,259","1,041",790,444,682,"1,509","1,439","1,726","1,805","1,419","1,093",363,989
2021년07월_계_80~89세,"5,329",443,352,276,153,241,584,611,556,730,475,410,134,364
2021년07월_계_90~99세,626,53,44,38,14,32,48,67,82,72,60,40,20,56
2021년07월_계_100세 이상,15,2,2,0,0,0,0,0,2,0,3,2,1,3
2021년07월_남_총인구수,"108,678","5,679","8,851","4,467","2,272","5,609","6,637","9,313","16,621","11,563","11,262","10,247","5,468","10,689"
2021년07월_남_연령구간인구수,"108,678","5,679","8,851","4,467","2,272","5,609","6,637","9,313","16,621","11,563","11,262","10,247","5,468","10,689"
2021년07월_남_0~9세,"8,161",257,672,214,122,442,226,679,"1,758",484,715,972,651,969
2021년07월_남_10~19세,"10,478",358,676,314,160,565,324,830,"1,921","1,077","1,196","1,036",671,"1,350"
2021년07월_남_20~29세,"14,447",702,"1,135",677,296,805,863,"1,225","2,092","1,782","1,628","1,207",717,"1,318"
2021년07월_남_30~39세,"13,516",749,"1,294",572,287,847,765,"1,171","2,074","1,130","1,178","1,393",776,"1,280"
2021년07월_남_40~49세,"17,145",862,"1,392",601,263,872,843,"1,381","2,888","1,601","1,590","1,800",886,"2,166"
2021년07월_남_50~59세,"20,097","1,028","1,714",858,421,967,"1,294","1,640","2,725","2,486","2,316","1,754",996,"1,898"
2021년07월_남_60~69세,"16,112","1,011","1,318",733,468,694,"1,439","1,529","2,140","1,913","1,764","1,451",546,"1,106"
2021년07월_남_70~79세,"6,738",545,510,390,199,335,655,620,823,835,685,499,165,477
2021년07월_남_80~89세,"1,884",159,136,101,53,76,218,220,191,241,183,132,55,119
2021년07월_남_90~99세,98,8,4,7,3,6,10,18,9,14,7,2,5,5
2021년07월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2021년07월_여_총인구수,"105,906","5,446","8,208","4,300","2,231","5,662","6,210","9,274","16,740","11,206","10,930","10,037","5,433","10,229"
2021년07월_여_연령구간인구수,"105,906","5,446","8,208","4,300","2,231","5,662","6,210","9,274","16,740","11,206","10,930","10,037","5,433","10,229"
2021년07월_여_0~9세,"7,698",259,650,177,83,467,188,582,"1,557",496,706,977,652,904
2021년07월_여_10~19세,"9,190",320,620,277,135,515,305,704,"1,742",867,"1,014",899,602,"1,190"
2021년07월_여_20~29세,"11,417",586,921,579,249,666,654,976,"1,605","1,314","1,230",942,589,"1,106"
2021년07월_여_30~39세,"12,146",590,"1,084",451,193,726,498,"1,086","2,176",880,"1,071","1,333",846,"1,212"
2021년07월_여_40~49세,"16,403",644,"1,184",517,254,898,699,"1,326","3,016","1,641","1,639","1,606",931,"2,048"
2021년07월_여_50~59세,"20,305",910,"1,600",883,474,"1,055","1,201","1,710","3,043","2,520","2,339","1,830",987,"1,753"
2021년07월_여_60~69세,"16,940","1,092","1,360",810,487,797,"1,407","1,631","2,258","1,971","1,849","1,539",533,"1,206"
2021년07월_여_70~79세,"7,821",714,531,400,245,347,854,819,903,970,734,594,198,512
2021년07월_여_80~89세,"3,445",284,216,175,100,165,366,391,365,489,292,278,79,245
2021년07월_여_90~99세,528,45,40,31,11,26,38,49,73,58,53,38,15,51
2021년07월_여_100세 이상,13,2,2,0,0,0,0,0,2,0,3,1,1,2
2021년08월_계_총인구수,"214,280","11,151","17,042","8,757","4,489","11,281","12,799","18,559","33,273","22,747","22,130","20,252","10,884","20,916"
2021년08월_계_연령구간인구수,"214,280","11,151","17,042","8,757","4,489","11,281","12,799","18,559","33,273","22,747","22,130","20,252","10,884","20,916"
2021년08월_계_0~9세,"15,720",510,"1,318",393,199,906,408,"1,256","3,271",982,"1,400","1,935","1,294","1,848"
2021년08월_계_10~19세,"19,645",672,"1,307",588,301,"1,072",624,"1,537","3,656","1,924","2,203","1,935","1,280","2,546"
2021년08월_계_20~29세,"25,742","1,294","2,027","1,257",544,"1,468","1,508","2,181","3,691","3,076","2,823","2,149","1,298","2,426"
2021년08월_계_30~39세,"25,565","1,351","2,377","1,026",480,"1,587","1,257","2,245","4,199","2,027","2,225","2,708","1,610","2,473"
2021년08월_계_40~49세,"33,440","1,504","2,579","1,108",515,"1,760","1,538","2,705","5,893","3,202","3,219","3,397","1,817","4,203"
2021년08월_계_50~59세,"40,328","1,951","3,303","1,731",889,"2,022","2,475","3,335","5,773","4,986","4,652","3,563","1,983","3,665"
2021년08월_계_60~69세,"33,236","2,107","2,705","1,544",951,"1,501","2,843","3,173","4,408","3,924","3,645","3,017","1,083","2,335"
2021년08월_계_70~79세,"14,627","1,264","1,038",796,443,691,"1,517","1,439","1,743","1,815","1,423","1,100",364,994
2021년08월_계_80~89세,"5,335",443,345,275,154,241,582,619,554,737,479,405,133,368
2021년08월_계_90~99세,626,53,41,39,13,33,47,69,83,74,57,41,21,55
2021년08월_계_100세 이상,16,2,2,0,0,0,0,0,2,0,4,2,1,3
2021년08월_남_총인구수,"108,516","5,687","8,848","4,453","2,258","5,617","6,617","9,279","16,586","11,569","11,225","10,222","5,457","10,698"
2021년08월_남_연령구간인구수,"108,516","5,687","8,848","4,453","2,258","5,617","6,617","9,279","16,586","11,569","11,225","10,222","5,457","10,698"
2021년08월_남_0~9세,"8,091",253,669,215,117,440,226,675,"1,732",485,704,965,647,963
2021년08월_남_10~19세,"10,452",355,685,314,163,561,324,832,"1,913","1,059","1,191","1,034",672,"1,349"
2021년08월_남_20~29세,"14,396",696,"1,123",679,293,804,854,"1,203","2,105","1,793","1,605","1,207",710,"1,324"
2021년08월_남_30~39세,"13,471",764,"1,290",570,285,857,761,"1,162","2,046","1,138","1,168","1,384",775,"1,271"
2021년08월_남_40~49세,"17,095",850,"1,401",592,262,871,844,"1,384","2,884","1,581","1,587","1,799",881,"2,159"
2021년08월_남_50~59세,"20,066","1,041","1,705",852,417,959,"1,286","1,631","2,725","2,488","2,311","1,742","1,001","1,908"
2021년08월_남_60~69세,"16,179","1,007","1,331",734,466,704,"1,433","1,530","2,149","1,930","1,781","1,453",546,"1,115"
2021년08월_남_70~79세,"6,770",550,507,390,199,338,664,622,830,835,687,503,165,480
2021년08월_남_80~89세,"1,894",162,133,100,54,76,214,221,193,247,184,132,55,123
2021년08월_남_90~99세,100,9,4,7,2,7,11,19,9,13,7,2,5,5
2021년08월_남_100세 이상,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2021년08월_여_총인구수,"105,764","5,464","8,194","4,304","2,231","5,664","6,182","9,280","16,687","11,178","10,905","10,030","5,427","10,218"
2021년08월_여_연령구간인구수,"105,764","5,464","8,194","4,304","2,231","5,664","6,182","9,280","16,687","11,178","10,905","10,030","5,427","10,218"
2021년08월_여_0~9세,"7,629",257,649,178,82,466,182,581,"1,539",497,696,970,647,885
2021년08월_여_10~19세,"9,193",317,622,274,138,511,300,705,"1,743",865,"1,012",901,608,"1,197"
2021년08월_여_20~29세,"11,346",598,904,578,251,664,654,978,"1,586","1,283","1,218",942,588,"1,102"
2021년08월_여_30~39세,"12,094",587,"1,087",456,195,730,496,"1,083","2,153",889,"1,057","1,324",835,"1,202"
2021년08월_여_40~49세,"16,345",654,"1,178",516,253,889,694,"1,321","3,009","1,621","1,632","1,598",936,"2,044"
2021년08월_여_50~59세,"20,262",910,"1,598",879,472,"1,063","1,189","1,704","3,048","2,498","2,341","1,821",982,"1,757"
2021년08월_여_60~69세,"17,057","1,100","1,374",810,485,797,"1,410","1,643","2,259","1,994","1,864","1,564",537,"1,220"
2021년08월_여_70~79세,"7,857",714,531,406,244,353,853,817,913,980,736,597,199,514
2021년08월_여_80~89세,"3,441",281,212,175,100,165,368,398,361,490,295,273,78,245
2021년08월_여_90~99세,526,44,37,32,11,26,36,50,74,61,50,39,16,50
2021년08월_여_100세 이상,14,2,2,0,0,0,0,0,2,0,4,1,1,2
2021년09월_계_총인구수,"213,833","11,170","17,001","8,716","4,465","11,283","12,735","18,470","33,196","22,706","22,104","20,232","10,860","20,895"
