카테고리,대구광역시 중구,대구광역시 중구 동인동,대구광역시 중구 삼덕동,대구광역시 중구 성내1동,대구광역시 중구 성내2동,대구광역시 중구 성내3동,대구광역시 중구 대신동,대구광역시 중구 남산1동,대구광역시 중구 남산2동,대구광역시 중구 남산3동,대구광역시 중구 남산4동,대구광역시 중구 대봉1동,대구광역시 중구 대봉2동
2021년03월_여_30~39세,"5,149",520,589,332,194,507,700,318,324,461,671,446,87
2021년03월_여_40~49세,"5,217",494,405,267,227,323,557,321,311,586,960,596,170
2021년03월_여_50~59세,"5,667",604,377,277,339,352,636,384,316,570,995,641,176
2021년03월_여_60~69세,"5,510",629,358,297,386,328,566,385,286,581,977,523,194
2021년03월_여_70~79세,"4,214",525,205,256,306,213,392,315,244,443,675,443,197
2021년03월_여_80~89세,"2,169",270,116,121,142,105,176,177,135,220,378,247,82
2021년03월_여_90~99세,371,53,20,32,34,17,33,15,31,24,58,39,15
2021년03월_여_100세 이상,57,6,1,1,11,1,11,0,12,4,7,3,0
2021년04월_계_총인구수,"75,366","8,353","6,682","5,010","4,465","5,030","8,044","5,052","4,298","6,995","11,759","7,531","2,147"
2021년04월_계_연령구간인구수,"75,366","8,353","6,682","5,010","4,465","5,030","8,044","5,052","4,298","6,995","11,759","7,531","2,147"
2021년04월_계_0~9세,"4,927",302,418,161,126,587,858,259,258,553,843,498,64
2021년04월_계_10~19세,"4,985",480,371,224,183,214,550,296,268,543,"1,076",643,137
2021년04월_계_20~29세,"11,638","1,425","1,861","1,474",778,567,813,883,627,710,"1,284",985,231
2021년04월_계_30~39세,"10,606","1,144","1,257",753,536,"1,013","1,326",628,650,904,"1,335",867,193
2021년04월_계_40~49세,"10,544","1,082",877,544,480,696,"1,184",660,596,"1,127","1,851","1,128",319
2021년04월_계_50~59세,"11,167","1,280",701,604,735,695,"1,210",791,656,"1,079","1,824","1,235",357
2021년04월_계_60~69세,"10,262","1,237",626,593,775,666,"1,097",719,533,987,"1,711",957,361
2021년04월_계_70~79세,"7,248",900,353,421,555,408,661,544,440,723,"1,173",735,335
2021년04월_계_80~89세,"3,432",427,188,192,239,162,292,252,219,331,577,421,132
2021년04월_계_90~99세,485,69,28,42,44,21,40,19,36,34,76,58,18
2021년04월_계_100세 이상,72,7,2,2,14,1,13,1,15,4,9,4,0
2021년04월_남_총인구수,"36,199","4,131","3,176","2,401","2,279","2,519","3,921","2,409","2,043","3,207","5,522","3,532","1,059"
2021년04월_남_연령구간인구수,"36,199","4,131","3,176","2,401","2,279","2,519","3,921","2,409","2,043","3,207","5,522","3,532","1,059"
2021년04월_남_0~9세,"2,540",139,212,82,63,284,431,139,125,311,461,260,33
2021년04월_남_10~19세,"2,552",243,181,112,92,112,309,143,134,267,571,307,81
2021년04월_남_20~29세,"5,572",689,824,626,379,293,424,417,299,334,663,494,130
2021년04월_남_30~39세,"5,491",623,667,426,342,510,644,319,321,447,661,423,108
2021년04월_남_40~49세,"5,337",592,465,278,254,376,618,340,291,540,892,537,154
2021년04월_남_50~59세,"5,532",687,335,327,402,349,573,401,341,508,838,587,184
2021년04월_남_60~69세,"4,740",606,262,303,391,341,527,330,245,406,726,436,167
2021년04월_남_70~79세,"3,043",376,148,165,250,194,270,234,194,277,496,291,148
2021년04월_남_80~89세,"1,266",159,73,71,93,57,115,81,85,109,197,176,50
2021년04월_남_90~99세,111,16,8,10,10,3,8,4,5,8,15,20,4
2021년04월_남_100세 이상,15,1,1,1,3,0,2,1,3,0,2,1,0
2021년04월_여_총인구수,"39,167","4,222","3,506","2,609","2,186","2,511","4,123","2,643","2,255","3,788","6,237","3,999","1,088"
2021년04월_여_연령구간인구수,"39,167","4,222","3,506","2,609","2,186","2,511","4,123","2,643","2,255","3,788","6,237","3,999","1,088"
2021년04월_여_0~9세,"2,387",163,206,79,63,303,427,120,133,242,382,238,31
2021년04월_여_10~19세,"2,433",237,190,112,91,102,241,153,134,276,505,336,56
2021년04월_여_20~29세,"6,066",736,"1,037",848,399,274,389,466,328,376,621,491,101
2021년04월_여_30~39세,"5,115",521,590,327,194,503,682,309,329,457,674,444,85
2021년04월_여_40~49세,"5,207",490,412,266,226,320,566,320,305,587,959,591,165
2021년04월_여_50~59세,"5,635",593,366,277,333,346,637,390,315,571,986,648,173
2021년04월_여_60~69세,"5,522",631,364,290,384,325,570,389,288,581,985,521,194
2021년04월_여_70~79세,"4,205",524,205,256,305,214,391,310,246,446,677,444,187
2021년04월_여_80~89세,"2,166",268,115,121,146,105,177,171,134,222,380,245,82
2021년04월_여_90~99세,374,53,20,32,34,18,32,15,31,26,61,38,14
2021년04월_여_100세 이상,57,6,1,1,11,1,11,0,12,4,7,3,0
2021년05월_계_총인구수,"75,133","8,328","6,690","5,010","4,454","4,965","8,008","5,041","4,299","6,979","11,728","7,495","2,136"
2021년05월_계_연령구간인구수,"75,133","8,328","6,690","5,010","4,454","4,965","8,008","5,041","4,299","6,979","11,728","7,495","2,136"
2021년05월_계_0~9세,"4,886",302,413,155,126,582,859,256,254,544,836,492,67
2021년05월_계_10~19세,"4,974",472,375,217,180,213,549,296,265,552,"1,081",640,134
2021년05월_계_20~29세,"11,597","1,427","1,867","1,480",773,551,811,887,622,704,"1,270",973,232
2021년05월_계_30~39세,"10,550","1,147","1,241",755,543,991,"1,305",627,656,895,"1,331",867,192
2021년05월_계_40~49세,"10,505","1,075",886,550,473,705,"1,186",657,594,"1,127","1,832","1,103",317
2021년05월_계_50~59세,"11,142","1,277",707,600,734,678,"1,204",786,660,"1,079","1,818","1,247",352
2021년05월_계_60~69세,"10,249","1,228",632,598,777,655,"1,096",716,535,982,"1,713",953,364
2021년05월_계_70~79세,"7,238",903,353,418,553,406,653,540,442,726,"1,182",732,330
2021년05월_계_80~89세,"3,432",424,187,192,237,163,291,255,218,329,579,427,130
2021년05월_계_90~99세,486,66,27,43,44,20,41,20,38,37,75,57,18
2021년05월_계_100세 이상,74,7,2,2,14,1,13,1,15,4,11,4,0
2021년05월_남_총인구수,"36,106","4,114","3,180","2,411","2,277","2,492","3,905","2,407","2,044","3,204","5,501","3,515","1,056"
2021년05월_남_연령구간인구수,"36,106","4,114","3,180","2,411","2,277","2,492","3,905","2,407","2,044","3,204","5,501","3,515","1,056"
2021년05월_남_0~9세,"2,515",139,210,78,62,285,429,137,123,306,453,258,35
2021년05월_남_10~19세,"2,556",236,184,111,91,111,309,144,133,273,579,307,78
2021년05월_남_20~29세,"5,549",687,824,634,376,288,425,415,296,335,654,482,133
2021년05월_남_30~39세,"5,468",625,660,429,349,496,632,322,324,440,658,426,107
2021년05월_남_40~49세,"5,322",589,468,279,252,381,617,338,291,543,888,524,152
2021년05월_남_50~59세,"5,518",682,338,327,402,337,572,403,340,507,834,595,181
2021년05월_남_60~69세,"4,740",600,267,305,389,339,527,330,250,407,725,431,170
2021년05월_남_70~79세,"3,049",381,146,167,249,195,268,233,195,277,498,293,147
2021년05월_남_80~89세,"1,260",159,74,70,94,57,116,80,83,107,195,177,48
2021년05월_남_90~99세,114,15,8,10,10,3,8,4,6,9,15,21,5
2021년05월_남_100세 이상,15,1,1,1,3,0,2,1,3,0,2,1,0
2021년05월_여_총인구수,"39,027","4,214","3,510","2,599","2,177","2,473","4,103","2,634","2,255","3,775","6,227","3,980","1,080"
2021년05월_여_연령구간인구수,"39,027","4,214","3,510","2,599","2,177","2,473","4,103","2,634","2,255","3,775","6,227","3,980","1,080"
2021년05월_여_0~9세,"2,371",163,203,77,64,297,430,119,131,238,383,234,32
2021년05월_여_10~19세,"2,418",236,191,106,89,102,240,152,132,279,502,333,56
2021년05월_여_20~29세,"6,048",740,"1,043",846,397,263,386,472,326,369,616,491,99
2021년05월_여_30~39세,"5,082",522,581,326,194,495,673,305,332,455,673,441,85
2021년05월_여_40~49세,"5,183",486,418,271,221,324,569,319,303,584,944,579,165
2021년05월_여_50~59세,"5,624",595,369,273,332,341,632,383,320,572,984,652,171
2021년05월_여_60~69세,"5,509",628,365,293,388,316,569,386,285,575,988,522,194
2021년05월_여_70~79세,"4,189",522,207,251,304,211,385,307,247,449,684,439,183
2021년05월_여_80~89세,"2,172",265,113,122,143,106,175,175,135,222,384,250,82
2021년05월_여_90~99세,372,51,19,33,34,17,33,16,32,28,60,36,13
2021년05월_여_100세 이상,59,6,1,1,11,1,11,0,12,4,9,3,0
2021년06월_계_총인구수,"74,727","8,285","6,644","4,967","4,460","4,931","8,011","4,975","4,286","6,896","11,712","7,473","2,087"
2021년06월_계_연령구간인구수,"74,727","8,285","6,644","4,967","4,460","4,931","8,011","4,975","4,286","6,896","11,712","7,473","2,087"
2021년06월_계_0~9세,"4,869",297,412,152,123,585,862,249,257,538,836,491,67
2021년06월_계_10~19세,"4,965",472,380,215,181,215,546,292,264,547,"1,075",645,133
2021년06월_계_20~29세,"11,540","1,433","1,840","1,475",782,544,812,865,614,704,"1,273",970,228
2021년06월_계_30~39세,"10,476","1,138","1,235",758,552,985,"1,297",625,641,886,"1,315",861,183
2021년06월_계_40~49세,"10,507","1,062",896,539,478,711,"1,187",662,601,"1,128","1,827","1,104",312
2021년06월_계_50~59세,"11,037","1,269",704,600,720,668,"1,203",772,653,"1,049","1,810","1,242",347
2021년06월_계_60~69세,"10,201","1,221",620,589,772,652,"1,100",714,543,961,"1,726",950,353
2021년06월_계_70~79세,"7,148",898,348,403,559,382,659,520,442,713,"1,178",724,322
2021년06월_계_80~89세,"3,438",422,182,191,235,169,291,256,219,329,589,428,127
2021년06월_계_90~99세,474,66,26,43,44,19,42,19,37,37,72,54,15
2021년06월_계_100세 이상,72,7,1,2,14,1,12,1,15,4,11,4,0
2021년06월_남_총인구수,"35,922","4,103","3,161","2,389","2,273","2,485","3,904","2,381","2,029","3,178","5,489","3,500","1,030"
2021년06월_남_연령구간인구수,"35,922","4,103","3,161","2,389","2,273","2,485","3,904","2,381","2,029","3,178","5,489","3,500","1,030"
2021년06월_남_0~9세,"2,498",132,211,78,61,287,426,132,124,304,450,258,35
2021년06월_남_10~19세,"2,558",237,185,113,92,112,308,141,133,273,577,309,78
2021년06월_남_20~29세,"5,516",691,817,633,371,286,424,409,289,331,656,480,129
2021년06월_남_30~39세,"5,432",626,658,426,356,492,632,325,309,436,648,421,103
2021년06월_남_40~49세,"5,317",582,469,275,257,386,619,339,299,539,884,522,146
2021년06월_남_50~59세,"5,477",678,339,324,393,330,571,396,336,500,832,598,180
2021년06월_남_60~69세,"4,722",600,259,300,387,340,525,332,252,407,731,425,164
2021년06월_남_70~79세,"3,020",381,147,163,251,190,272,222,195,272,493,291,143
2021년06월_남_80~89세,"1,255",160,69,66,92,59,116,80,83,107,201,175,47
2021년06월_남_90~99세,113,15,7,10,10,3,9,4,6,9,15,20,5
2021년06월_남_100세 이상,14,1,0,1,3,0,2,1,3,0,2,1,0
2021년06월_여_총인구수,"38,805","4,182","3,483","2,578","2,187","2,446","4,107","2,594","2,257","3,718","6,223","3,973","1,057"
2021년06월_여_연령구간인구수,"38,805","4,182","3,483","2,578","2,187","2,446","4,107","2,594","2,257","3,718","6,223","3,973","1,057"
2021년06월_여_0~9세,"2,371",165,201,74,62,298,436,117,133,234,386,233,32
2021년06월_여_10~19세,"2,407",235,195,102,89,103,238,151,131,274,498,336,55
2021년06월_여_20~29세,"6,024",742,"1,023",842,411,258,388,456,325,373,617,490,99
2021년06월_여_30~39세,"5,044",512,577,332,196,493,665,300,332,450,667,440,80
2021년06월_여_40~49세,"5,190",480,427,264,221,325,568,323,302,589,943,582,166
2021년06월_여_50~59세,"5,560",591,365,276,327,338,632,376,317,549,978,644,167
2021년06월_여_60~69세,"5,479",621,361,289,385,312,575,382,291,554,995,525,189
2021년06월_여_70~79세,"4,128",517,201,240,308,192,387,298,247,441,685,433,179
2021년06월_여_80~89세,"2,183",262,113,125,143,110,175,176,136,222,388,253,80
2021년06월_여_90~99세,361,51,19,33,34,16,33,15,31,28,57,34,10
2021년06월_여_100세 이상,58,6,1,1,11,1,10,0,12,4,9,3,0
2021년07월_계_총인구수,"74,433","8,237","6,640","4,929","4,442","4,923","8,010","4,953","4,284","6,885","11,696","7,385","2,049"
2021년07월_계_연령구간인구수,"74,433","8,237","6,640","4,929","4,442","4,923","8,010","4,953","4,284","6,885","11,696","7,385","2,049"
2021년07월_계_0~9세,"4,823",294,404,146,121,583,857,246,259,536,836,479,62
2021년07월_계_10~19세,"4,943",476,384,212,183,212,545,279,269,544,"1,065",641,133
2021년07월_계_20~29세,"11,474","1,419","1,829","1,463",783,543,815,869,608,706,"1,261",959,219
2021년07월_계_30~39세,"10,436","1,131","1,246",756,549,983,"1,273",631,630,884,"1,320",848,185
2021년07월_계_40~49세,"10,460","1,052",891,529,478,712,"1,201",652,604,"1,127","1,826","1,083",305
2021년07월_계_50~59세,"10,972","1,260",711,597,708,658,"1,205",765,655,"1,038","1,807","1,233",335
2021년07월_계_60~69세,"10,192","1,212",617,586,774,653,"1,107",715,544,970,"1,728",937,349
2021년07월_계_70~79세,"7,129",895,349,409,549,388,658,519,442,710,"1,178",712,320
2021년07월_계_80~89세,"3,458",427,181,187,239,171,296,255,221,327,593,434,127
2021년07월_계_90~99세,474,64,27,42,44,19,41,21,37,39,71,55,14
2021년07월_계_100세 이상,72,7,1,2,14,1,12,1,15,4,11,4,0
2021년07월_남_총인구수,"35,757","4,085","3,155","2,363","2,257","2,474","3,902","2,373","2,039","3,175","5,469","3,457","1,008"
2021년07월_남_연령구간인구수,"35,757","4,085","3,155","2,363","2,257","2,474","3,902","2,373","2,039","3,175","5,469","3,457","1,008"
2021년07월_남_0~9세,"2,477",129,206,77,60,286,420,131,128,306,449,251,34
2021년07월_남_10~19세,"2,533",238,185,111,91,110,309,134,135,267,569,307,77
2021년07월_남_20~29세,"5,471",686,808,622,373,280,423,411,289,332,650,476,121
2021년07월_남_30~39세,"5,420",620,671,423,350,494,621,332,309,434,648,416,102
2021년07월_남_40~49세,"5,288",579,461,270,255,391,627,332,302,540,877,511,143
2021년07월_남_50~59세,"5,454",679,341,321,386,321,572,393,338,498,835,593,177
2021년07월_남_60~69세,"4,708",596,257,297,389,338,529,332,250,412,730,417,161
2021년07월_남_70~79세,"3,008",379,151,167,244,192,271,223,195,270,492,284,140
2021년07월_남_80~89세,"1,266",162,67,65,95,60,119,80,83,107,201,179,48
2021년07월_남_90~99세,118,16,8,9,11,2,9,4,7,9,16,22,5
2021년07월_남_100세 이상,14,1,0,1,3,0,2,1,3,0,2,1,0
2021년07월_여_총인구수,"38,676","4,152","3,485","2,566","2,185","2,449","4,108","2,580","2,245","3,710","6,227","3,928","1,041"
2021년07월_여_연령구간인구수,"38,676","4,152","3,485","2,566","2,185","2,449","4,108","2,580","2,245","3,710","6,227","3,928","1,041"
2021년07월_여_0~9세,"2,346",165,198,69,61,297,437,115,131,230,387,228,28
2021년07월_여_10~19세,"2,410",238,199,101,92,102,236,145,134,277,496,334,56
2021년07월_여_20~29세,"6,003",733,"1,021",841,410,263,392,458,319,374,611,483,98
2021년07월_여_30~39세,"5,016",511,575,333,199,489,652,299,321,450,672,432,83
2021년07월_여_40~49세,"5,172",473,430,259,223,321,574,320,302,587,949,572,162
2021년07월_여_50~59세,"5,518",581,370,276,322,337,633,372,317,540,972,640,158
2021년07월_여_60~69세,"5,484",616,360,289,385,315,578,383,294,558,998,520,188
2021년07월_여_70~79세,"4,121",516,198,242,305,196,387,296,247,440,686,428,180
2021년07월_여_80~89세,"2,192",265,114,122,144,111,177,175,138,220,392,255,79
2021년07월_여_90~99세,356,48,19,33,33,17,32,17,30,30,55,33,9
2021년07월_여_100세 이상,58,6,1,1,11,1,10,0,12,4,9,3,0
2021년08월_계_총인구수,"74,125","8,198","6,642","4,948","4,432","4,892","8,010","4,959","4,292","6,831","11,642","7,251","2,028"
2021년08월_계_연령구간인구수,"74,125","8,198","6,642","4,948","4,432","4,892","8,010","4,959","4,292","6,831","11,642","7,251","2,028"
2021년08월_계_0~9세,"4,816",293,405,151,117,580,864,248,263,532,824,476,63
2021년08월_계_10~19세,"4,920",472,388,217,183,209,543,282,266,541,"1,057",628,134
2021년08월_계_20~29세,"11,415","1,414","1,827","1,463",783,536,798,876,611,696,"1,252",940,219
2021년08월_계_30~39세,"10,378","1,129","1,241",763,546,966,"1,279",631,629,876,"1,295",841,182
2021년08월_계_40~49세,"10,384","1,037",890,528,478,708,"1,205",650,597,"1,120","1,819","1,055",297
2021년08월_계_50~59세,"10,943","1,253",711,594,700,664,"1,201",772,662,"1,033","1,799","1,219",335
2021년08월_계_60~69세,"10,192","1,215",624,589,774,649,"1,114",719,548,963,"1,734",917,346
2021년08월_계_70~79세,"7,087",885,347,411,552,388,653,508,442,701,"1,184",700,316
2021년08월_계_80~89세,"3,441",430,182,187,241,172,300,248,222,324,595,418,122
2021년08월_계_90~99세,477,63,26,43,44,19,42,24,36,41,72,53,14
2021년08월_계_100세 이상,72,7,1,2,14,1,11,1,16,4,11,4,0
2021년08월_남_총인구수,"35,580","4,076","3,146","2,372","2,238","2,453","3,901","2,376","2,046","3,146","5,430","3,394","1,002"
2021년08월_남_연령구간인구수,"35,580","4,076","3,146","2,372","2,238","2,453","3,901","2,376","2,046","3,146","5,430","3,394","1,002"
2021년08월_남_0~9세,"2,476",127,207,80,59,284,427,132,130,303,443,250,34
2021년08월_남_10~19세,"2,505",238,188,112,88,105,303,137,131,265,564,296,78
2021년08월_남_20~29세,"5,451",691,801,621,370,278,417,419,289,330,644,468,123
2021년08월_남_30~39세,"5,370",617,664,425,344,483,626,324,310,430,632,413,102
2021년08월_남_40~49세,"5,252",569,458,272,257,391,626,332,302,536,873,499,137
2021년08월_남_50~59세,"5,436",681,344,322,381,322,569,395,342,492,825,587,176
2021년08월_남_60~69세,"4,707",592,259,297,390,336,534,336,252,407,734,408,162
2021년08월_남_70~79세,"2,994",376,152,168,240,191,272,218,196,268,495,279,139
2021년08월_남_80~89세,"1,256",168,65,65,95,61,117,77,84,105,202,171,46
2021년08월_남_90~99세,120,16,8,9,11,2,9,5,7,10,16,22,5
2021년08월_남_100세 이상,13,1,0,1,3,0,1,1,3,0,2,1,0
2021년08월_여_총인구수,"38,545","4,122","3,496","2,576","2,194","2,439","4,109","2,583","2,246","3,685","6,212","3,857","1,026"
2021년08월_여_연령구간인구수,"38,545","4,122","3,496","2,576","2,194","2,439","4,109","2,583","2,246","3,685","6,212","3,857","1,026"
2021년08월_여_0~9세,"2,340",166,198,71,58,296,437,116,133,229,381,226,29
2021년08월_여_10~19세,"2,415",234,200,105,95,104,240,145,135,276,493,332,56
2021년08월_여_20~29세,"5,964",723,"1,026",842,413,258,381,457,322,366,608,472,96
2021년08월_여_30~39세,"5,008",512,577,338,202,483,653,307,319,446,663,428,80
2021년08월_여_40~49세,"5,132",468,432,256,221,317,579,318,295,584,946,556,160
2021년08월_여_50~59세,"5,507",572,367,272,319,342,632,377,320,541,974,632,159
2021년08월_여_60~69세,"5,485",623,365,292,384,313,580,383,296,556,"1,000",509,184
2021년08월_여_70~79세,"4,093",509,195,243,312,197,381,290,246,433,689,421,177
2021년08월_여_80~89세,"2,185",262,117,122,146,111,183,171,138,219,393,247,76
2021년08월_여_90~99세,357,47,18,34,33,17,33,19,29,31,56,31,9
2021년08월_여_100세 이상,59,6,1,1,11,1,10,0,13,4,9,3,0
2021년09월_계_총인구수,"74,032","8,209","6,654","4,926","4,448","4,883","7,981","4,932","4,405","6,819","11,606","7,166","2,003"
2021년09월_계_연령구간인구수,"74,032","8,209","6,654","4,926","4,448","4,883","7,981","4,932","4,405","6,819","11,606","7,166","2,003"
2021년09월_계_0~9세,"4,819",298,403,153,114,580,856,255,285,527,814,471,63
2021년09월_계_10~19세,"4,907",466,384,217,189,212,537,277,271,544,"1,054",623,133
2021년09월_계_20~29세,"11,456","1,422","1,842","1,448",796,531,800,882,632,697,"1,245",944,217
2021년09월_계_30~39세,"10,348","1,131","1,238",771,554,952,"1,269",630,653,875,"1,286",809,180
2021년09월_계_40~49세,"10,387","1,045",894,521,478,715,"1,211",640,610,"1,122","1,804","1,054",293
2021년09월_계_50~59세,"10,888","1,249",704,589,700,657,"1,196",757,679,"1,025","1,801","1,201",330
2021년09월_계_60~69세,"10,182","1,215",629,586,772,655,"1,107",723,555,970,"1,729",904,337
2021년09월_계_70~79세,"7,053",883,348,407,549,388,650,499,446,690,"1,195",681,317
2021년09월_계_80~89세,"3,448",430,185,191,240,173,301,244,221,327,597,420,119
2021년09월_계_90~99세,472,63,26,41,42,19,43,24,37,38,70,55,14
2021년09월_계_100세 이상,72,7,1,2,14,1,11,1,16,4,11,4,0
2021년09월_남_총인구수,"35,535","4,082","3,169","2,358","2,236","2,450","3,887","2,356","2,094","3,141","5,412","3,360",990
2021년09월_남_연령구간인구수,"35,535","4,082","3,169","2,358","2,236","2,450","3,887","2,356","2,094","3,141","5,412","3,360",990
2021년09월_남_0~9세,"2,471",130,207,81,56,283,423,135,138,298,440,246,34
2021년09월_남_10~19세,"2,495",235,185,110,92,107,300,135,131,267,565,292,76
2021년09월_남_20~29세,"5,479",693,824,607,376,277,423,418,295,331,639,471,125
2021년09월_남_30~39세,"5,355",617,666,432,343,476,616,321,324,433,626,400,101
2021년09월_남_40~49세,"5,259",574,458,274,258,393,631,327,313,536,867,493,135
2021년09월_남_50~59세,"5,407",680,339,316,381,320,566,386,343,487,825,589,175
2021년09월_남_60~69세,"4,706",597,266,293,386,339,530,336,260,408,731,404,156
2021년09월_남_70~79세,"2,975",369,151,167,238,192,270,217,195,267,501,269,139
2021년09월_남_80~89세,"1,257",170,65,68,93,61,118,75,85,103,202,173,44
2021년09월_남_90~99세,118,16,8,9,10,2,9,5,7,11,14,22,5
2021년09월_남_100세 이상,13,1,0,1,3,0,1,1,3,0,2,1,0
2021년09월_여_총인구수,"38,497","4,127","3,485","2,568","2,212","2,433","4,094","2,576","2,311","3,678","6,194","3,806","1,013"
2021년09월_여_연령구간인구수,"38,497","4,127","3,485","2,568","2,212","2,433","4,094","2,576","2,311","3,678","6,194","3,806","1,013"
2021년09월_여_0~9세,"2,348",168,196,72,58,297,433,120,147,229,374,225,29
2021년09월_여_10~19세,"2,412",231,199,107,97,105,237,142,140,277,489,331,57
2021년09월_여_20~29세,"5,977",729,"1,018",841,420,254,377,464,337,366,606,473,92
2021년09월_여_30~39세,"4,993",514,572,339,211,476,653,309,329,442,660,409,79
2021년09월_여_40~49세,"5,128",471,436,247,220,322,580,313,297,586,937,561,158
2021년09월_여_50~59세,"5,481",569,365,273,319,337,630,371,336,538,976,612,155
2021년09월_여_60~69세,"5,476",618,363,293,386,316,577,387,295,562,998,500,181
2021년09월_여_70~79세,"4,078",514,197,240,311,196,380,282,251,423,694,412,178
2021년09월_여_80~89세,"2,191",260,120,123,147,112,183,169,136,224,395,247,75
2021년09월_여_90~99세,354,47,18,32,32,17,34,19,30,27,56,33,9
2021년09월_여_100세 이상,59,6,1,1,11,1,10,0,13,4,9,3,0
2021년10월_계_총인구수,"74,682","8,194","6,623","4,878","4,423","4,856","7,892","4,882","5,678","6,769","11,541","6,969","1,977"
2021년10월_계_연령구간인구수,"74,682","8,194","6,623","4,878","4,423","4,856","7,892","4,882","5,678","6,769","11,541","6,969","1,977"
2021년10월_계_0~9세,"4,981",286,407,143,110,581,842,251,528,518,793,463,59
2021년10월_계_10~19세,"4,972",463,384,224,186,211,522,276,378,548,"1,052",598,130
2021년10월_계_20~29세,"11,434","1,437","1,799","1,421",802,527,796,861,750,679,"1,229",915,218
2021년10월_계_30~39세,"10,571","1,115","1,255",770,555,949,"1,241",621,951,875,"1,272",792,175
2021년10월_계_40~49세,"10,483","1,038",892,502,469,707,"1,210",638,822,"1,111","1,791","1,016",287
2021년10월_계_50~59세,"11,023","1,264",700,592,690,655,"1,195",756,831,"1,010","1,813","1,186",331
2021년10월_계_60~69세,"10,200","1,215",625,587,768,651,"1,108",716,641,972,"1,711",874,332
2021년10월_계_70~79세,"7,039",875,346,401,547,382,651,498,487,684,"1,199",659,310
2021년10월_계_80~89세,"3,453",430,189,194,241,173,289,239,237,330,599,410,122
2021년10월_계_90~99세,464,64,25,42,41,19,37,25,37,38,71,52,13
2021년10월_계_100세 이상,62,7,1,2,14,1,1,1,16,4,11,4,0
2021년10월_남_총인구수,"35,858","4,080","3,151","2,331","2,220","2,434","3,850","2,341","2,703","3,121","5,391","3,262",974
2021년10월_남_연령구간인구수,"35,858","4,080","3,151","2,331","2,220","2,434","3,850","2,341","2,703","3,121","5,391","3,262",974
2021년10월_남_0~9세,"2,559",128,208,75,55,285,423,135,254,290,433,240,33
2021년10월_남_10~19세,"2,513",229,185,113,91,108,289,133,176,272,562,281,74
2021년10월_남_20~29세,"5,467",708,799,593,377,270,418,411,347,326,638,455,125
2021년10월_남_30~39세,"5,460",611,674,431,341,472,602,318,471,434,622,387,97
2021년10월_남_40~49세,"5,317",570,460,261,256,391,630,325,418,535,860,478,133
2021년10월_남_50~59세,"5,473",685,336,319,371,319,563,387,425,480,834,579,175
2021년10월_남_60~69세,"4,711",594,263,295,385,335,528,337,305,406,720,391,152
2021년10월_남_70~79세,"2,971",369,151,166,238,190,273,216,208,265,503,257,135
2021년10월_남_80~89세,"1,257",168,67,68,93,62,116,73,89,102,202,171,46
2021년10월_남_90~99세,118,17,8,9,10,2,8,5,7,11,15,22,4
2021년10월_남_100세 이상,12,1,0,1,3,0,0,1,3,0,2,1,0
2021년10월_여_총인구수,"38,824","4,114","3,472","2,547","2,203","2,422","4,042","2,541","2,975","3,648","6,150","3,707","1,003"
2021년10월_여_연령구간인구수,"38,824","4,114","3,472","2,547","2,203","2,422","4,042","2,541","2,975","3,648","6,150","3,707","1,003"
2021년10월_여_0~9세,"2,422",158,199,68,55,296,419,116,274,228,360,223,26
2021년10월_여_10~19세,"2,459",234,199,111,95,103,233,143,202,276,490,317,56
2021년10월_여_20~29세,"5,967",729,"1,000",828,425,257,378,450,403,353,591,460,93
2021년10월_여_30~39세,"5,111",504,581,339,214,477,639,303,480,441,650,405,78
2021년10월_여_40~49세,"5,166",468,432,241,213,316,580,313,404,576,931,538,154
2021년10월_여_50~59세,"5,550",579,364,273,319,336,632,369,406,530,979,607,156
2021년10월_여_60~69세,"5,489",621,362,292,383,316,580,379,336,566,991,483,180
2021년10월_여_70~79세,"4,068",506,195,235,309,192,378,282,279,419,696,402,175
2021년10월_여_80~89세,"2,196",262,122,126,148,111,173,166,148,228,397,239,76
2021년10월_여_90~99세,346,47,17,33,31,17,29,20,30,27,56,30,9
2021년10월_여_100세 이상,50,6,1,1,11,1,1,0,13,4,9,3,0
2021년11월_계_총인구수,"74,793","8,158","6,601","4,827","4,378","4,813","7,858","4,852","6,247","6,707","11,497","6,916","1,939"
2021년11월_계_연령구간인구수,"74,793","8,158","6,601","4,827","4,378","4,813","7,858","4,852","6,247","6,707","11,497","6,916","1,939"
2021년11월_계_0~9세,"5,011",287,401,142,107,570,829,243,636,507,782,452,55
2021년11월_계_10~19세,"5,017",460,383,216,188,213,522,278,434,547,"1,048",597,131
2021년11월_계_20~29세,"11,386","1,432","1,789","1,396",797,520,790,858,789,671,"1,219",910,215
2021년11월_계_30~39세,"10,575","1,109","1,246",756,544,934,"1,244",624,"1,048",861,"1,254",784,171
2021년11월_계_40~49세,"10,548","1,042",889,502,464,704,"1,192",634,938,"1,106","1,781","1,013",283
2021년11월_계_50~59세,"11,031","1,248",701,590,688,641,"1,192",748,895,"1,000","1,821","1,182",325
2021년11월_계_60~69세,"10,239","1,208",626,584,763,650,"1,110",715,705,970,"1,722",864,322
2021년11월_계_70~79세,"7,030",867,349,401,544,388,646,493,522,670,"1,192",655,303
2021년11월_계_80~89세,"3,464",433,191,196,241,173,292,234,239,335,604,404,122
