카테고리,인천광역시 동구,인천광역시 동구 만석동,인천광역시 동구 화수1.화평동,인천광역시 동구 화수2동,인천광역시 동구 송현1.2동,인천광역시 동구 송현3동,인천광역시 동구 송림1동,인천광역시 동구 송림2동,인천광역시 동구 송림3.5동,인천광역시 동구 송림4동,인천광역시 동구 송림6동,인천광역시 동구 금창동
2021년06월_여_50~59세,"4,620",524,474,588,816,287,119,197,600,344,480,191
2021년06월_여_60~69세,"5,276",546,543,729,835,353,149,334,668,294,531,294
2021년06월_여_70~79세,"3,676",356,422,547,526,253,112,239,464,155,325,277
2021년06월_여_80~89세,"1,914",209,193,309,209,164,78,151,218,63,185,135
2021년06월_여_90~99세,322,35,38,41,39,14,9,22,36,13,50,25
2021년06월_여_100세 이상,29,0,3,3,3,1,1,2,6,2,6,2
2021년07월_계_총인구수,"62,258","6,971","5,979","7,702","10,549","3,579","1,605","2,838","7,786","5,725","6,562","2,962"
2021년07월_계_연령구간인구수,"62,258","6,971","5,979","7,702","10,549","3,579","1,605","2,838","7,786","5,725","6,562","2,962"
2021년07월_계_0~9세,"3,599",423,233,325,824,117,80,75,422,457,538,105
2021년07월_계_10~19세,"4,956",595,449,613,886,196,108,151,653,546,570,189
2021년07월_계_20~29세,"6,565",746,681,778,"1,171",373,165,256,812,706,599,278
2021년07월_계_30~39세,"6,877",772,503,708,"1,390",335,154,215,833,953,774,240
2021년07월_계_40~49세,"9,830","1,162",831,"1,191","1,761",464,244,355,"1,264",986,"1,149",423
2021년07월_계_50~59세,"10,043","1,183","1,063","1,256","1,590",651,238,462,"1,269",910,990,431
2021년07월_계_60~69세,"10,354","1,110","1,075","1,382","1,564",732,302,627,"1,289",698,"1,006",569
2021년07월_계_70~79세,"6,623",625,770,935,984,440,191,425,838,337,596,482
2021년07월_계_80~89세,"2,951",308,323,456,328,246,108,238,345,110,277,212
2021년07월_계_90~99세,422,46,48,55,46,24,14,30,53,19,56,31
2021년07월_계_100세 이상,38,1,3,3,5,1,1,4,8,3,7,2
2021년07월_남_총인구수,"31,461","3,584","3,050","3,797","5,184","1,858",785,"1,463","3,989","2,986","3,284","1,481"
2021년07월_남_연령구간인구수,"31,461","3,584","3,050","3,797","5,184","1,858",785,"1,463","3,989","2,986","3,284","1,481"
2021년07월_남_0~9세,"1,880",233,124,175,410,61,38,41,237,237,279,45
2021년07월_남_10~19세,"2,570",308,233,285,470,99,53,76,337,274,324,111
2021년07월_남_20~29세,"3,572",414,376,419,610,212,91,161,475,364,305,145
2021년07월_남_30~39세,"3,700",412,266,392,698,197,90,129,456,541,387,132
2021년07월_남_40~49세,"5,292",618,440,653,919,265,127,207,669,518,633,243
2021년07월_남_50~59세,"5,362",659,588,672,772,364,120,269,674,494,510,240
2021년07월_남_60~69세,"5,036",560,537,656,723,383,152,298,623,348,474,282
2021년07월_남_70~79세,"2,908",270,345,384,450,188,81,185,371,162,270,202
2021년07월_남_80~89세,"1,036",98,130,148,122,81,29,87,129,41,96,75
2021년07월_남_90~99세,96,11,11,13,8,8,4,8,16,6,5,6
2021년07월_남_100세 이상,9,1,0,0,2,0,0,2,2,1,1,0
2021년07월_여_총인구수,"30,797","3,387","2,929","3,905","5,365","1,721",820,"1,375","3,797","2,739","3,278","1,481"
2021년07월_여_연령구간인구수,"30,797","3,387","2,929","3,905","5,365","1,721",820,"1,375","3,797","2,739","3,278","1,481"
2021년07월_여_0~9세,"1,719",190,109,150,414,56,42,34,185,220,259,60
2021년07월_여_10~19세,"2,386",287,216,328,416,97,55,75,316,272,246,78
2021년07월_여_20~29세,"2,993",332,305,359,561,161,74,95,337,342,294,133
2021년07월_여_30~39세,"3,177",360,237,316,692,138,64,86,377,412,387,108
2021년07월_여_40~49세,"4,538",544,391,538,842,199,117,148,595,468,516,180
2021년07월_여_50~59세,"4,681",524,475,584,818,287,118,193,595,416,480,191
2021년07월_여_60~69세,"5,318",550,538,726,841,349,150,329,666,350,532,287
2021년07월_여_70~79세,"3,715",355,425,551,534,252,110,240,467,175,326,280
2021년07월_여_80~89세,"1,915",210,193,308,206,165,79,151,216,69,181,137
2021년07월_여_90~99세,326,35,37,42,38,16,10,22,37,13,51,25
2021년07월_여_100세 이상,29,0,3,3,3,1,1,2,6,2,6,2
2021년08월_계_총인구수,"62,410","6,949","5,975","7,646","10,529","3,577","1,600","2,790","7,736","6,123","6,506","2,979"
2021년08월_계_연령구간인구수,"62,410","6,949","5,975","7,646","10,529","3,577","1,600","2,790","7,736","6,123","6,506","2,979"
2021년08월_계_0~9세,"3,606",420,229,322,811,114,81,73,415,502,530,109
2021년08월_계_10~19세,"4,971",592,460,601,880,196,106,147,652,574,575,188
2021년08월_계_20~29세,"6,558",740,667,762,"1,176",378,168,250,802,735,598,282
2021년08월_계_30~39세,"6,931",770,505,708,"1,370",320,153,211,823,"1,057",776,238
2021년08월_계_40~49세,"9,854","1,166",828,"1,171","1,755",467,240,346,"1,250","1,071","1,135",425
2021년08월_계_50~59세,"10,040","1,173","1,065","1,259","1,576",650,239,455,"1,258",962,977,426
2021년08월_계_60~69세,"10,416","1,111","1,080","1,379","1,586",737,300,619,"1,289",735,998,582
2021년08월_계_70~79세,"6,603",625,768,934,985,438,191,420,835,344,583,480
2021년08월_계_80~89세,"2,969",303,321,452,340,252,108,234,351,121,272,215
2021년08월_계_90~99세,425,48,49,56,45,24,13,31,53,19,55,32
2021년08월_계_100세 이상,37,1,3,2,5,1,1,4,8,3,7,2
2021년08월_남_총인구수,"31,517","3,572","3,048","3,769","5,167","1,857",783,"1,437","3,959","3,177","3,259","1,489"
2021년08월_남_연령구간인구수,"31,517","3,572","3,048","3,769","5,167","1,857",783,"1,437","3,959","3,177","3,259","1,489"
2021년08월_남_0~9세,"1,881",233,124,174,401,61,38,39,233,253,279,46
2021년08월_남_10~19세,"2,575",304,238,284,466,99,53,73,334,292,323,109
2021년08월_남_20~29세,"3,576",417,369,411,609,213,91,159,470,382,308,147
2021년08월_남_30~39세,"3,714",407,265,389,691,187,90,127,451,591,385,131
2021년08월_남_40~49세,"5,307",620,440,645,914,271,126,205,659,562,621,244
2021년08월_남_50~59세,"5,359",653,590,667,768,365,120,263,675,517,505,236
2021년08월_남_60~69세,"5,060",559,540,655,729,383,150,294,621,368,468,293
2021년08월_남_70~79세,"2,900",271,342,385,454,186,82,181,366,161,271,201
2021년08월_남_80~89세,"1,038",95,128,146,125,84,29,86,132,45,93,75
2021년08월_남_90~99세,98,12,12,13,8,8,4,8,16,5,5,7
2021년08월_남_100세 이상,9,1,0,0,2,0,0,2,2,1,1,0
2021년08월_여_총인구수,"30,893","3,377","2,927","3,877","5,362","1,720",817,"1,353","3,777","2,946","3,247","1,490"
2021년08월_여_연령구간인구수,"30,893","3,377","2,927","3,877","5,362","1,720",817,"1,353","3,777","2,946","3,247","1,490"
2021년08월_여_0~9세,"1,725",187,105,148,410,53,43,34,182,249,251,63
2021년08월_여_10~19세,"2,396",288,222,317,414,97,53,74,318,282,252,79
2021년08월_여_20~29세,"2,982",323,298,351,567,165,77,91,332,353,290,135
2021년08월_여_30~39세,"3,217",363,240,319,679,133,63,84,372,466,391,107
2021년08월_여_40~49세,"4,547",546,388,526,841,196,114,141,591,509,514,181
2021년08월_여_50~59세,"4,681",520,475,592,808,285,119,192,583,445,472,190
2021년08월_여_60~69세,"5,356",552,540,724,857,354,150,325,668,367,530,289
2021년08월_여_70~79세,"3,703",354,426,549,531,252,109,239,469,183,312,279
2021년08월_여_80~89세,"1,931",208,193,306,215,168,79,148,219,76,179,140
2021년08월_여_90~99세,327,36,37,43,37,16,9,23,37,14,50,25
2021년08월_여_100세 이상,28,0,3,2,3,1,1,2,6,2,6,2
2021년09월_계_총인구수,"62,244","6,940","5,980","7,616","10,491","3,572","1,601","2,773","7,709","6,178","6,427","2,957"
2021년09월_계_연령구간인구수,"62,244","6,940","5,980","7,616","10,491","3,572","1,601","2,773","7,709","6,178","6,427","2,957"
2021년09월_계_0~9세,"3,570",414,227,316,796,111,81,75,411,514,520,105
2021년09월_계_10~19세,"4,960",588,461,605,878,199,111,147,652,573,566,180
2021년09월_계_20~29세,"6,515",739,667,749,"1,169",369,163,249,799,744,586,281
2021년09월_계_30~39세,"6,911",775,505,701,"1,364",325,151,212,806,"1,076",758,238
2021년09월_계_40~49세,"9,787","1,144",831,"1,163","1,743",471,243,342,"1,250","1,074","1,116",410
2021년09월_계_50~59세,"10,028","1,180","1,066","1,253","1,574",640,236,454,"1,248",971,976,430
2021년09월_계_60~69세,"10,453","1,129","1,084","1,364","1,592",742,304,615,"1,302",737,"1,000",584
2021년09월_계_70~79세,"6,584",621,767,940,985,437,186,409,826,350,574,489
2021년09월_계_80~89세,"2,959",303,317,465,335,251,112,235,351,116,268,206
2021년09월_계_90~99세,440,46,52,58,50,26,13,31,56,20,56,32
2021년09월_계_100세 이상,37,1,3,2,5,1,1,4,8,3,7,2
2021년09월_남_총인구수,"31,417","3,566","3,054","3,756","5,141","1,848",776,"1,426","3,951","3,202","3,222","1,475"
2021년09월_남_연령구간인구수,"31,417","3,566","3,054","3,756","5,141","1,848",776,"1,426","3,951","3,202","3,222","1,475"
2021년09월_남_0~9세,"1,872",230,124,171,397,58,38,41,231,260,278,44
2021년09월_남_10~19세,"2,563",301,238,287,463,101,55,72,334,289,320,103
2021년09월_남_20~29세,"3,549",416,368,406,604,210,86,159,467,389,301,143
2021년09월_남_30~39세,"3,693",407,267,381,685,187,87,130,443,596,376,134
2021년09월_남_40~49세,"5,274",610,441,647,905,275,127,198,657,570,609,235
2021년09월_남_50~59세,"5,356",655,595,664,768,359,117,263,677,515,505,238
2021년09월_남_60~69세,"5,072",572,539,648,730,382,151,293,627,368,467,295
2021년09월_남_70~79세,"2,899",270,342,388,454,185,82,174,366,164,270,204
2021년09월_남_80~89세,"1,029",93,126,150,125,83,29,86,131,44,90,72
2021년09월_남_90~99세,101,11,14,14,8,8,4,8,16,6,5,7
2021년09월_남_100세 이상,9,1,0,0,2,0,0,2,2,1,1,0
2021년09월_여_총인구수,"30,827","3,374","2,926","3,860","5,350","1,724",825,"1,347","3,758","2,976","3,205","1,482"
2021년09월_여_연령구간인구수,"30,827","3,374","2,926","3,860","5,350","1,724",825,"1,347","3,758","2,976","3,205","1,482"
2021년09월_여_0~9세,"1,698",184,103,145,399,53,43,34,180,254,242,61
2021년09월_여_10~19세,"2,397",287,223,318,415,98,56,75,318,284,246,77
2021년09월_여_20~29세,"2,966",323,299,343,565,159,77,90,332,355,285,138
2021년09월_여_30~39세,"3,218",368,238,320,679,138,64,82,363,480,382,104
2021년09월_여_40~49세,"4,513",534,390,516,838,196,116,144,593,504,507,175
2021년09월_여_50~59세,"4,672",525,471,589,806,281,119,191,571,456,471,192
2021년09월_여_60~69세,"5,381",557,545,716,862,360,153,322,675,369,533,289
2021년09월_여_70~79세,"3,685",351,425,552,531,252,104,235,460,186,304,285
2021년09월_여_80~89세,"1,930",210,191,315,210,168,83,149,220,72,178,134
2021년09월_여_90~99세,339,35,38,44,42,18,9,23,40,14,51,25
2021년09월_여_100세 이상,28,0,3,2,3,1,1,2,6,2,6,2
2021년10월_계_총인구수,"61,977","6,928","5,965","7,608","10,450","3,573","1,596","2,756","7,663","6,160","6,344","2,934"
2021년10월_계_연령구간인구수,"61,977","6,928","5,965","7,608","10,450","3,573","1,596","2,756","7,663","6,160","6,344","2,934"
2021년10월_계_0~9세,"3,536",418,223,311,783,108,82,73,402,517,516,103
2021년10월_계_10~19세,"4,948",586,463,603,879,198,109,148,647,571,566,178
2021년10월_계_20~29세,"6,440",735,666,740,"1,161",368,160,247,792,737,557,277
2021년10월_계_30~39세,"6,866",762,492,709,"1,344",329,155,212,795,"1,084",752,232
2021년10월_계_40~49세,"9,758","1,143",838,"1,156","1,742",468,237,338,"1,252","1,066","1,112",406
2021년10월_계_50~59세,"9,990","1,184","1,063","1,237","1,571",640,240,450,"1,241",965,968,431
2021년10월_계_60~69세,"10,451","1,128","1,082","1,378","1,598",745,302,609,"1,296",743,990,580
2021년10월_계_70~79세,"6,546",619,763,945,973,439,184,414,826,341,553,489
2021년10월_계_80~89세,"2,972",307,320,468,345,251,112,232,356,112,265,204
2021년10월_계_90~99세,440,45,52,59,49,26,14,29,54,21,58,33
2021년10월_계_100세 이상,30,1,3,2,5,1,1,4,2,3,7,1
2021년10월_남_총인구수,"31,266","3,562","3,046","3,751","5,116","1,850",774,"1,417","3,920","3,195","3,173","1,462"
2021년10월_남_연령구간인구수,"31,266","3,562","3,046","3,751","5,116","1,850",774,"1,417","3,920","3,195","3,173","1,462"
2021년10월_남_0~9세,"1,854",231,120,168,389,57,38,40,227,265,276,43
2021년10월_남_10~19세,"2,553",300,239,286,466,98,53,73,330,287,318,103
2021년10월_남_20~29세,"3,485",411,366,397,594,210,85,156,462,380,281,143
2021년10월_남_30~39세,"3,695",410,261,388,677,190,89,131,438,605,375,131
2021년10월_남_40~49세,"5,255",607,448,648,905,271,125,194,656,567,603,231
2021년10월_남_50~59세,"5,329",652,594,655,766,362,119,262,670,512,498,239
2021년10월_남_60~69세,"5,066",572,536,657,732,385,149,289,624,371,462,289
2021년10월_남_70~79세,"2,881",272,339,385,448,183,83,177,368,158,261,207
2021년10월_남_80~89세,"1,037",95,128,152,129,86,29,85,130,43,92,68
2021년10월_남_90~99세,104,11,15,15,8,8,4,8,15,6,6,8
2021년10월_남_100세 이상,7,1,0,0,2,0,0,2,0,1,1,0
2021년10월_여_총인구수,"30,711","3,366","2,919","3,857","5,334","1,723",822,"1,339","3,743","2,965","3,171","1,472"
2021년10월_여_연령구간인구수,"30,711","3,366","2,919","3,857","5,334","1,723",822,"1,339","3,743","2,965","3,171","1,472"
2021년10월_여_0~9세,"1,682",187,103,143,394,51,44,33,175,252,240,60
2021년10월_여_10~19세,"2,395",286,224,317,413,100,56,75,317,284,248,75
2021년10월_여_20~29세,"2,955",324,300,343,567,158,75,91,330,357,276,134
2021년10월_여_30~39세,"3,171",352,231,321,667,139,66,81,357,479,377,101
2021년10월_여_40~49세,"4,503",536,390,508,837,197,112,144,596,499,509,175
2021년10월_여_50~59세,"4,661",532,469,582,805,278,121,188,571,453,470,192
2021년10월_여_60~69세,"5,385",556,546,721,866,360,153,320,672,372,528,291
2021년10월_여_70~79세,"3,665",347,424,560,525,256,101,237,458,183,292,282
2021년10월_여_80~89세,"1,935",212,192,316,216,165,83,147,226,69,173,136
2021년10월_여_90~99세,336,34,37,44,41,18,10,21,39,15,52,25
2021년10월_여_100세 이상,23,0,3,2,3,1,1,2,2,2,6,1
2021년11월_계_총인구수,"61,716","6,936","5,945","7,613","10,413","3,573","1,583","2,732","7,609","6,127","6,263","2,922"
2021년11월_계_연령구간인구수,"61,716","6,936","5,945","7,613","10,413","3,573","1,583","2,732","7,609","6,127","6,263","2,922"
2021년11월_계_0~9세,"3,507",426,219,309,773,106,80,70,392,522,509,101
2021년11월_계_10~19세,"4,910",578,451,610,869,196,109,147,644,569,567,170
2021년11월_계_20~29세,"6,407",726,666,742,"1,167",367,156,242,789,732,542,278
2021년11월_계_30~39세,"6,819",763,487,705,"1,324",330,149,212,776,"1,090",756,227
2021년11월_계_40~49세,"9,701","1,134",833,"1,158","1,736",466,236,329,"1,246","1,064","1,096",403
2021년11월_계_50~59세,"9,958","1,192","1,072","1,232","1,570",635,238,451,"1,239",947,945,437
2021년11월_계_60~69세,"10,455","1,130","1,087","1,388","1,600",747,300,603,"1,293",738,987,582
2021년11월_계_70~79세,"6,517",625,757,933,974,444,187,415,821,333,545,483
2021년11월_계_80~89세,"2,974",313,317,476,349,254,112,227,355,109,255,207
2021년11월_계_90~99세,448,48,54,60,51,27,15,32,52,21,54,34
2021년11월_계_100세 이상,20,1,2,0,0,1,1,4,2,2,7,0
2021년11월_남_총인구수,"31,120","3,568","3,035","3,746","5,088","1,849",769,"1,408","3,901","3,172","3,128","1,456"
2021년11월_남_연령구간인구수,"31,120","3,568","3,035","3,746","5,088","1,849",769,"1,408","3,901","3,172","3,128","1,456"
2021년11월_남_0~9세,"1,838",235,118,164,387,56,37,39,219,269,272,42
2021년11월_남_10~19세,"2,533",295,231,290,459,98,53,72,333,288,316,98
2021년11월_남_20~29세,"3,461",408,367,396,592,206,83,156,461,373,275,144
2021년11월_남_30~39세,"3,661",409,257,384,668,192,87,131,429,600,374,130
2021년11월_남_40~49세,"5,223",609,442,645,901,275,126,185,652,569,589,230
2021년11월_남_50~59세,"5,322",653,605,657,764,357,118,266,671,501,490,240
2021년11월_남_60~69세,"5,064",575,538,658,731,388,148,288,624,368,458,288
2021년11월_남_70~79세,"2,869",272,335,382,449,184,84,178,366,155,256,208
2021년11월_남_80~89세,"1,039",98,128,155,129,86,28,83,132,42,91,67
2021년11월_남_90~99세,106,13,14,15,8,7,5,8,14,7,6,9
2021년11월_남_100세 이상,4,1,0,0,0,0,0,2,0,0,1,0
2021년11월_여_총인구수,"30,596","3,368","2,910","3,867","5,325","1,724",814,"1,324","3,708","2,955","3,135","1,466"
2021년11월_여_연령구간인구수,"30,596","3,368","2,910","3,867","5,325","1,724",814,"1,324","3,708","2,955","3,135","1,466"
2021년11월_여_0~9세,"1,669",191,101,145,386,50,43,31,173,253,237,59
2021년11월_여_10~19세,"2,377",283,220,320,410,98,56,75,311,281,251,72
2021년11월_여_20~29세,"2,946",318,299,346,575,161,73,86,328,359,267,134
2021년11월_여_30~39세,"3,158",354,230,321,656,138,62,81,347,490,382,97
2021년11월_여_40~49세,"4,478",525,391,513,835,191,110,144,594,495,507,173
2021년11월_여_50~59세,"4,636",539,467,575,806,278,120,185,568,446,455,197
2021년11월_여_60~69세,"5,391",555,549,730,869,359,152,315,669,370,529,294
2021년11월_여_70~79세,"3,648",353,422,551,525,260,103,237,455,178,289,275
2021년11월_여_80~89세,"1,935",215,189,321,220,168,84,144,223,67,164,140
2021년11월_여_90~99세,342,35,40,45,43,20,10,24,38,14,48,25
2021년11월_여_100세 이상,16,0,2,0,0,1,1,2,2,2,6,0
2021년12월_계_총인구수,"61,486","6,940","5,929","7,597","10,394","3,561","1,571","2,722","7,529","6,132","6,203","2,908"
2021년12월_계_연령구간인구수,"61,486","6,940","5,929","7,597","10,394","3,561","1,571","2,722","7,529","6,132","6,203","2,908"
2021년12월_계_0~9세,"3,473",428,215,300,764,105,81,70,381,522,506,101
2021년12월_계_10~19세,"4,905",570,452,602,871,193,107,150,643,579,567,171
2021년12월_계_20~29세,"6,381",734,661,752,"1,156",363,154,246,780,724,535,276
2021년12월_계_30~39세,"6,750",755,485,687,"1,318",327,144,204,763,"1,089",750,228
2021년12월_계_40~49세,"9,698","1,135",827,"1,158","1,739",469,234,333,"1,245","1,067","1,092",399
2021년12월_계_50~59세,"9,953","1,200","1,066","1,230","1,578",634,237,457,"1,224",952,933,442
2021년12월_계_60~69세,"10,397","1,133","1,089","1,384","1,587",746,301,601,"1,275",732,975,574
2021년12월_계_70~79세,"6,487",622,752,941,973,440,187,404,808,335,545,480
2021년12월_계_80~89세,"2,980",314,326,484,358,254,109,221,355,108,247,204
2021년12월_계_90~99세,450,48,54,59,50,29,16,35,53,22,51,33
2021년12월_계_100세 이상,12,1,2,0,0,1,1,1,2,2,2,0
2021년12월_남_총인구수,"30,998","3,580","3,019","3,727","5,080","1,846",764,"1,403","3,850","3,176","3,105","1,448"
2021년12월_남_연령구간인구수,"30,998","3,580","3,019","3,727","5,080","1,846",764,"1,403","3,850","3,176","3,105","1,448"
2021년12월_남_0~9세,"1,815",238,114,156,385,55,37,40,212,267,268,43
2021년12월_남_10~19세,"2,538",294,232,286,461,98,52,74,331,294,316,100
2021년12월_남_20~29세,"3,459",415,366,407,585,205,81,159,455,370,273,143
2021년12월_남_30~39세,"3,619",407,257,369,665,189,84,126,420,601,372,129
2021년12월_남_40~49세,"5,214",609,437,645,899,276,127,186,652,570,587,226
2021년12월_남_50~59세,"5,308",656,598,654,767,358,119,268,661,501,483,243
2021년12월_남_60~69세,"5,030",577,537,653,723,391,147,289,611,365,453,284
2021년12월_남_70~79세,"2,869",273,334,387,453,180,84,173,365,158,256,206
2021년12월_남_80~89세,"1,035",98,130,156,134,86,28,78,127,43,90,65
2021년12월_남_90~99세,108,12,14,14,8,8,5,9,16,7,6,9
2021년12월_남_100세 이상,3,1,0,0,0,0,0,1,0,0,1,0
2021년12월_여_총인구수,"30,488","3,360","2,910","3,870","5,314","1,715",807,"1,319","3,679","2,956","3,098","1,460"
2021년12월_여_연령구간인구수,"30,488","3,360","2,910","3,870","5,314","1,715",807,"1,319","3,679","2,956","3,098","1,460"
2021년12월_여_0~9세,"1,658",190,101,144,379,50,44,30,169,255,238,58
2021년12월_여_10~19세,"2,367",276,220,316,410,95,55,76,312,285,251,71
2021년12월_여_20~29세,"2,922",319,295,345,571,158,73,87,325,354,262,133
2021년12월_여_30~39세,"3,131",348,228,318,653,138,60,78,343,488,378,99
2021년12월_여_40~49세,"4,484",526,390,513,840,193,107,147,593,497,505,173
2021년12월_여_50~59세,"4,645",544,468,576,811,276,118,189,563,451,450,199
2021년12월_여_60~69세,"5,367",556,552,731,864,355,154,312,664,367,522,290
2021년12월_여_70~79세,"3,618",349,418,554,520,260,103,231,443,177,289,274
2021년12월_여_80~89세,"1,945",216,196,328,224,168,81,143,228,65,157,139
2021년12월_여_90~99세,342,36,40,45,42,21,11,26,37,15,45,24
2021년12월_여_100세 이상,9,0,2,0,0,1,1,0,2,2,1,0
