카테고리,경상북도 경산시,경상북도 경산시 하양읍,경상북도 경산시 진량읍,경상북도 경산시 압량읍,경상북도 경산시 와촌면,경상북도 경산시 자인면,경상북도 경산시 용성면,경상북도 경산시 남산면,경상북도 경산시 남천면,경상북도 경산시 중방동,경상북도 경산시 중앙동,경상북도 경산시 남부동,경상북도 경산시 서부1동,경상북도 경산시 서부2동,경상북도 경산시 북부동,경상북도 경산시 동부동
2021년07월_남_40~49세,"21,369","2,091","3,170","1,782",378,369,172,212,157,611,398,"1,768","2,955","2,709","1,279","3,318"
2021년07월_남_50~59세,"22,817","2,273","3,711","1,428",650,505,324,381,321,872,624,"1,453","2,942","2,773","1,314","3,246"
2021년07월_남_60~69세,"18,076","1,678","2,243","1,214",755,701,483,492,352,844,564,"1,220","2,352","1,988",937,"2,253"
2021년07월_남_70~79세,"8,899",916,"1,003",573,401,384,296,285,246,369,253,665,"1,107",972,468,961
2021년07월_남_80~89세,"3,334",380,391,220,160,143,120,117,79,106,108,237,438,343,146,346
2021년07월_남_90~99세,263,25,38,19,11,8,10,12,12,7,7,19,35,26,10,24
2021년07월_남_100세 이상,6,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1
2021년07월_여_총인구수,"132,909","13,483","17,040","9,694","2,681","2,698","1,567","1,786","1,430","5,052","3,246","10,110","18,768","18,579","7,324","19,451"
2021년07월_여_연령구간인구수,"132,909","13,483","17,040","9,694","2,681","2,698","1,567","1,786","1,430","5,052","3,246","10,110","18,768","18,579","7,324","19,451"
2021년07월_여_0~9세,"9,825",868,"1,084","1,054",69,63,37,58,33,260,90,951,"1,358","1,952",441,"1,507"
2021년07월_여_10~19세,"11,062","1,336","1,643",560,120,118,51,77,47,279,179,898,"1,976","1,473",364,"1,941"
2021년07월_여_20~29세,"16,536","1,800","2,263","1,379",181,195,70,91,89,742,433,938,"2,112","2,110","1,688","2,445"
2021년07월_여_30~39세,"15,296","1,273","1,652","1,727",190,154,73,86,71,545,278,"1,235","1,962","2,691","1,078","2,281"
2021년07월_여_40~49세,"20,303","2,199","2,893","1,255",218,222,98,146,112,635,380,"1,762","3,153","2,939",895,"3,396"
2021년07월_여_50~59세,"22,709","2,174","3,215","1,368",498,486,240,306,247,997,627,"1,548","3,213","3,262","1,133","3,395"
2021년07월_여_60~69세,"18,848","1,775","2,081","1,193",649,642,388,408,363,919,600,"1,452","2,633","2,336",962,"2,447"
2021년07월_여_70~79세,"11,014","1,256","1,318",663,407,453,319,297,263,427,383,854,"1,495","1,188",459,"1,232"
2021년07월_여_80~89세,"6,362",712,795,431,301,313,249,263,172,217,250,407,748,554,258,692
2021년07월_여_90~99세,926,86,93,61,48,49,41,51,33,31,25,64,114,72,46,112
2021년07월_여_100세 이상,28,4,3,3,0,3,1,3,0,0,1,1,4,2,0,3
2021년08월_계_총인구수,"267,935","27,460","35,692","20,661","5,753","5,488","3,306","3,711","2,943","9,743","6,412","19,967","35,794","35,880","16,203","38,922"
2021년08월_계_연령구간인구수,"267,935","27,460","35,692","20,661","5,753","5,488","3,306","3,711","2,943","9,743","6,412","19,967","35,794","35,880","16,203","38,922"
2021년08월_계_0~9세,"19,961","1,866","2,226","2,211",137,135,65,118,78,516,200,"1,911","2,597","3,848",955,"3,098"
2021년08월_계_10~19세,"22,938","2,875","3,306","1,181",247,248,103,155,98,573,380,"2,005","3,866","2,913",777,"4,211"
2021년08월_계_20~29세,"36,495","4,126","5,330","3,097",460,441,203,245,235,"1,491",950,"2,021","4,326","4,475","3,755","5,340"
2021년08월_계_30~39세,"33,179","2,877","3,833","3,976",441,387,193,213,180,"1,157",673,"2,517","3,803","5,381","2,780","4,768"
2021년08월_계_40~49세,"41,656","4,344","6,033","3,025",584,579,267,360,264,"1,225",768,"3,548","6,091","5,661","2,178","6,729"
2021년08월_계_50~59세,"45,650","4,494","6,957","2,793","1,141",984,571,678,567,"1,861","1,248","3,011","6,161","6,073","2,458","6,653"
2021년08월_계_60~69세,"37,070","3,476","4,339","2,409","1,399","1,356",867,911,712,"1,758","1,158","2,686","5,009","4,353","1,899","4,738"
2021년08월_계_70~79세,"20,005","2,194","2,337","1,238",815,839,614,587,508,797,645,"1,533","2,599","2,167",935,"2,197"
2021년08월_계_80~89세,"9,743","1,090","1,195",645,470,459,371,379,253,328,355,648,"1,189",904,411,"1,046"
2021년08월_계_90~99세,"1,204",113,133,83,58,57,52,62,45,37,34,86,149,102,55,138
2021년08월_계_100세 이상,34,5,3,3,1,3,0,3,3,0,1,1,4,3,0,4
2021년08월_남_총인구수,"134,763","13,819","18,628","10,995","3,082","2,796","1,741","1,925","1,519","4,715","3,181","9,841","17,025","17,224","8,837","19,435"
2021년08월_남_연령구간인구수,"134,763","13,819","18,628","10,995","3,082","2,796","1,741","1,925","1,519","4,715","3,181","9,841","17,025","17,224","8,837","19,435"
2021년08월_남_0~9세,"10,137",963,"1,157","1,161",71,73,30,58,46,267,110,961,"1,237","1,888",511,"1,604"
2021년08월_남_10~19세,"11,886","1,536","1,662",633,130,129,52,77,52,292,205,"1,100","1,892","1,449",415,"2,262"
2021년08월_남_20~29세,"19,907","2,302","3,060","1,717",285,250,129,154,147,748,519,"1,085","2,226","2,352","2,049","2,884"
2021년08월_남_30~39세,"17,853","1,575","2,182","2,266",251,233,122,127,109,610,389,"1,292","1,840","2,671","1,700","2,486"
2021년08월_남_40~49세,"21,372","2,126","3,160","1,761",369,361,171,212,154,600,397,"1,781","2,949","2,730","1,275","3,326"
2021년08월_남_50~59세,"22,867","2,288","3,717","1,427",646,502,329,377,319,871,625,"1,464","2,940","2,777","1,320","3,265"
2021년08월_남_60~69세,"18,163","1,695","2,244","1,216",749,710,480,502,353,842,565,"1,228","2,361","2,010",939,"2,269"
2021년08월_남_70~79세,"8,942",925,"1,012",576,409,385,296,290,245,371,256,669,"1,107",972,468,961
2021년08월_남_80~89세,"3,362",384,397,219,160,145,121,116,81,107,106,242,439,344,149,352
2021년08월_남_90~99세,268,24,37,19,11,8,11,12,11,7,9,19,34,30,11,25
2021년08월_남_100세 이상,6,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1
2021년08월_여_총인구수,"133,172","13,641","17,064","9,666","2,671","2,692","1,565","1,786","1,424","5,028","3,231","10,126","18,769","18,656","7,366","19,487"
2021년08월_여_연령구간인구수,"133,172","13,641","17,064","9,666","2,671","2,692","1,565","1,786","1,424","5,028","3,231","10,126","18,769","18,656","7,366","19,487"
2021년08월_여_0~9세,"9,824",903,"1,069","1,050",66,62,35,60,32,249,90,950,"1,360","1,960",444,"1,494"
2021년08월_여_10~19세,"11,052","1,339","1,644",548,117,119,51,78,46,281,175,905,"1,974","1,464",362,"1,949"
2021년08월_여_20~29세,"16,588","1,824","2,270","1,380",175,191,74,91,88,743,431,936,"2,100","2,123","1,706","2,456"
2021년08월_여_30~39세,"15,326","1,302","1,651","1,710",190,154,71,86,71,547,284,"1,225","1,963","2,710","1,080","2,282"
2021년08월_여_40~49세,"20,284","2,218","2,873","1,264",215,218,96,148,110,625,371,"1,767","3,142","2,931",903,"3,403"
2021년08월_여_50~59세,"22,783","2,206","3,240","1,366",495,482,242,301,248,990,623,"1,547","3,221","3,296","1,138","3,388"
2021년08월_여_60~69세,"18,907","1,781","2,095","1,193",650,646,387,409,359,916,593,"1,458","2,648","2,343",960,"2,469"
2021년08월_여_70~79세,"11,063","1,269","1,325",662,406,454,318,297,263,426,389,864,"1,492","1,195",467,"1,236"
2021년08월_여_80~89세,"6,381",706,798,426,310,314,250,263,172,221,249,406,750,560,262,694
2021년08월_여_90~99세,936,89,96,64,47,49,41,50,34,30,25,67,115,72,44,113
2021년08월_여_100세 이상,28,4,3,3,0,3,0,3,1,0,1,1,4,2,0,3
2021년09월_계_총인구수,"268,331","27,725","35,668","20,711","5,736","5,481","3,298","3,713","2,936","9,704","6,384","19,948","35,763","35,975","16,305","38,984"
2021년09월_계_연령구간인구수,"268,331","27,725","35,668","20,711","5,736","5,481","3,298","3,713","2,936","9,704","6,384","19,948","35,763","35,975","16,305","38,984"
2021년09월_계_0~9세,"19,907","1,896","2,194","2,219",136,130,65,120,79,498,192,"1,889","2,592","3,863",958,"3,076"
2021년09월_계_10~19세,"22,961","2,899","3,307","1,182",242,252,102,156,94,568,375,"2,009","3,857","2,912",788,"4,218"
2021년09월_계_20~29세,"36,648","4,207","5,371","3,118",450,426,199,239,232,"1,483",935,"2,020","4,304","4,470","3,834","5,360"
2021년09월_계_30~39세,"33,148","2,917","3,801","3,950",447,392,192,217,184,"1,154",681,"2,505","3,769","5,387","2,782","4,770"
2021년09월_계_40~49세,"41,638","4,365","5,995","3,058",575,576,264,359,258,"1,212",755,"3,543","6,088","5,680","2,169","6,741"
2021년09월_계_50~59세,"45,732","4,526","6,967","2,793","1,135",988,571,673,566,"1,866","1,236","3,013","6,186","6,079","2,461","6,672"
2021년09월_계_60~69세,"37,161","3,496","4,356","2,418","1,394","1,354",862,917,715,"1,749","1,168","2,688","5,008","4,380","1,911","4,745"
2021년09월_계_70~79세,"20,100","2,200","2,340","1,239",827,842,614,587,508,807,651,"1,542","2,611","2,189",936,"2,207"
2021년09월_계_80~89세,"9,788","1,095","1,200",647,471,461,377,380,253,330,356,653,"1,189",910,412,"1,054"
2021년09월_계_90~99세,"1,214",119,134,84,58,57,52,62,44,37,34,85,155,102,54,137
2021년09월_계_100세 이상,34,5,3,3,1,3,0,3,3,0,1,1,4,3,0,4
2021년09월_남_총인구수,"134,945","13,943","18,621","11,021","3,068","2,794","1,734","1,928","1,519","4,695","3,161","9,818","17,001","17,274","8,906","19,462"
2021년09월_남_연령구간인구수,"134,945","13,943","18,621","11,021","3,068","2,794","1,734","1,928","1,519","4,695","3,161","9,818","17,001","17,274","8,906","19,462"
2021년09월_남_0~9세,"10,100",972,"1,136","1,161",71,70,31,59,46,262,104,947,"1,241","1,904",507,"1,589"
2021년09월_남_10~19세,"11,920","1,556","1,668",632,127,131,51,79,50,287,202,"1,106","1,889","1,454",425,"2,263"
2021년09월_남_20~29세,"19,952","2,337","3,082","1,730",275,244,126,153,145,739,512,"1,083","2,206","2,340","2,097","2,883"
2021년09월_남_30~39세,"17,860","1,605","2,166","2,247",256,235,121,130,113,613,397,"1,285","1,824","2,672","1,699","2,497"
2021년09월_남_40~49세,"21,355","2,128","3,140","1,781",362,360,169,209,151,595,387,"1,775","2,941","2,744","1,278","3,335"
2021년09월_남_50~59세,"22,904","2,299","3,718","1,432",644,509,330,375,320,871,620,"1,457","2,955","2,777","1,319","3,278"
2021년09월_남_60~69세,"18,215","1,707","2,269","1,216",743,705,476,503,355,838,563,"1,234","2,362","2,030",949,"2,265"
2021년09월_남_70~79세,"8,982",928,"1,004",584,416,387,297,290,245,377,261,669,"1,109",978,468,969
2021년09월_남_80~89세,"3,380",384,401,218,162,145,123,118,81,106,106,243,438,344,154,357
2021년09월_남_90~99세,271,26,37,20,11,8,10,12,11,7,9,19,36,30,10,25
2021년09월_남_100세 이상,6,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1
2021년09월_여_총인구수,"133,386","13,782","17,047","9,690","2,668","2,687","1,564","1,785","1,417","5,009","3,223","10,130","18,762","18,701","7,399","19,522"
2021년09월_여_연령구간인구수,"133,386","13,782","17,047","9,690","2,668","2,687","1,564","1,785","1,417","5,009","3,223","10,130","18,762","18,701","7,399","19,522"
2021년09월_여_0~9세,"9,807",924,"1,058","1,058",65,60,34,61,33,236,88,942,"1,351","1,959",451,"1,487"
2021년09월_여_10~19세,"11,041","1,343","1,639",550,115,121,51,77,44,281,173,903,"1,968","1,458",363,"1,955"
2021년09월_여_20~29세,"16,696","1,870","2,289","1,388",175,182,73,86,87,744,423,937,"2,098","2,130","1,737","2,477"
2021년09월_여_30~39세,"15,288","1,312","1,635","1,703",191,157,71,87,71,541,284,"1,220","1,945","2,715","1,083","2,273"
2021년09월_여_40~49세,"20,283","2,237","2,855","1,277",213,216,95,150,107,617,368,"1,768","3,147","2,936",891,"3,406"
2021년09월_여_50~59세,"22,828","2,227","3,249","1,361",491,479,241,298,246,995,616,"1,556","3,231","3,302","1,142","3,394"
2021년09월_여_60~69세,"18,946","1,789","2,087","1,202",651,649,386,414,360,911,605,"1,454","2,646","2,350",962,"2,480"
2021년09월_여_70~79세,"11,118","1,272","1,336",655,411,455,317,297,263,430,390,873,"1,502","1,211",468,"1,238"
2021년09월_여_80~89세,"6,408",711,799,429,309,316,254,262,172,224,250,410,751,566,258,697
2021년09월_여_90~99세,943,93,97,64,47,49,42,50,33,30,25,66,119,72,44,112
2021년09월_여_100세 이상,28,4,3,3,0,3,0,3,1,0,1,1,4,2,0,3
2021년10월_계_총인구수,"268,431","27,866","35,661","20,751","5,721","5,449","3,293","3,719","2,920","9,696","6,345","19,963","35,708","36,067","16,329","38,943"
2021년10월_계_연령구간인구수,"268,431","27,866","35,661","20,751","5,721","5,449","3,293","3,719","2,920","9,696","6,345","19,963","35,708","36,067","16,329","38,943"
2021년10월_계_0~9세,"19,857","1,915","2,173","2,213",132,128,65,117,78,502,188,"1,885","2,564","3,870",963,"3,064"
2021년10월_계_10~19세,"22,926","2,904","3,295","1,191",236,250,100,155,94,564,366,"2,009","3,843","2,929",780,"4,210"
2021년10월_계_20~29세,"36,554","4,225","5,348","3,105",451,419,196,246,232,"1,495",931,"2,021","4,292","4,460","3,833","5,300"
2021년10월_계_30~39세,"33,122","2,953","3,798","3,958",447,386,189,211,181,"1,148",675,"2,487","3,757","5,399","2,781","4,752"
2021년10월_계_40~49세,"41,586","4,369","5,949","3,076",568,570,262,368,255,"1,216",747,"3,552","6,062","5,678","2,173","6,741"
2021년10월_계_50~59세,"45,873","4,553","7,020","2,800","1,131",990,569,677,561,"1,853","1,224","3,018","6,210","6,107","2,468","6,692"
2021년10월_계_60~69세,"37,287","3,527","4,378","2,429","1,401","1,351",865,911,715,"1,743","1,167","2,701","5,014","4,398","1,917","4,770"
2021년10월_계_70~79세,"20,163","2,195","2,355","1,246",824,831,617,590,509,806,659,"1,552","2,612","2,205",944,"2,218"
2021년10월_계_80~89세,"9,808","1,102","1,203",646,473,464,377,382,249,333,352,655,"1,189",914,414,"1,055"
2021년10월_계_90~99세,"1,224",118,139,85,57,57,53,61,43,36,35,82,161,104,56,137
2021년10월_계_100세 이상,31,5,3,2,1,3,0,1,3,0,1,1,4,3,0,4
2021년10월_남_총인구수,"135,001","14,007","18,619","11,038","3,057","2,779","1,733","1,930","1,512","4,697","3,138","9,830","16,987","17,310","8,915","19,449"
2021년10월_남_연령구간인구수,"135,001","14,007","18,619","11,038","3,057","2,779","1,733","1,930","1,512","4,697","3,138","9,830","16,987","17,310","8,915","19,449"
2021년10월_남_0~9세,"10,081",983,"1,128","1,152",69,70,30,56,44,262,101,946,"1,233","1,909",514,"1,584"
2021년10월_남_10~19세,"11,917","1,560","1,658",639,124,131,49,80,49,287,197,"1,102","1,889","1,468",419,"2,265"
2021년10월_남_20~29세,"19,879","2,344","3,069","1,720",272,238,123,156,145,749,511,"1,087","2,198","2,330","2,092","2,845"
2021년10월_남_30~39세,"17,841","1,624","2,164","2,246",257,233,122,126,111,610,388,"1,272","1,829","2,671","1,697","2,491"
2021년10월_남_40~49세,"21,335","2,126","3,121","1,800",355,357,166,214,152,599,383,"1,786","2,913","2,748","1,279","3,336"
2021년10월_남_50~59세,"22,982","2,305","3,740","1,441",647,510,333,376,316,858,616,"1,461","2,971","2,787","1,330","3,291"
2021년10월_남_60~69세,"18,270","1,729","2,280","1,220",740,706,476,495,357,839,567,"1,234","2,368","2,036",951,"2,272"
2021년10월_남_70~79세,"9,023",925,"1,016",581,417,380,300,295,246,375,263,681,"1,108",986,468,982
2021년10월_남_80~89세,"3,394",384,406,218,164,147,124,119,80,111,103,243,443,343,153,356
2021년10월_남_90~99세,273,26,37,21,11,7,10,13,10,7,9,18,35,31,12,26
2021년10월_남_100세 이상,6,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1
2021년10월_여_총인구수,"133,430","13,859","17,042","9,713","2,664","2,670","1,560","1,789","1,408","4,999","3,207","10,133","18,721","18,757","7,414","19,494"
2021년10월_여_연령구간인구수,"133,430","13,859","17,042","9,713","2,664","2,670","1,560","1,789","1,408","4,999","3,207","10,133","18,721","18,757","7,414","19,494"
2021년10월_여_0~9세,"9,776",932,"1,045","1,061",63,58,35,61,34,240,87,939,"1,331","1,961",449,"1,480"
2021년10월_여_10~19세,"11,009","1,344","1,637",552,112,119,51,75,45,277,169,907,"1,954","1,461",361,"1,945"
2021년10월_여_20~29세,"16,675","1,881","2,279","1,385",179,181,73,90,87,746,420,934,"2,094","2,130","1,741","2,455"
2021년10월_여_30~39세,"15,281","1,329","1,634","1,712",190,153,67,85,70,538,287,"1,215","1,928","2,728","1,084","2,261"
2021년10월_여_40~49세,"20,251","2,243","2,828","1,276",213,213,96,154,103,617,364,"1,766","3,149","2,930",894,"3,405"
2021년10월_여_50~59세,"22,891","2,248","3,280","1,359",484,480,236,301,245,995,608,"1,557","3,239","3,320","1,138","3,401"
2021년10월_여_60~69세,"19,017","1,798","2,098","1,209",661,645,389,416,358,904,600,"1,467","2,646","2,362",966,"2,498"
2021년10월_여_70~79세,"11,140","1,270","1,339",665,407,451,317,295,263,431,396,871,"1,504","1,219",476,"1,236"
2021년10월_여_80~89세,"6,414",718,797,428,309,317,253,263,169,222,249,412,746,571,261,699
2021년10월_여_90~99세,951,92,102,64,46,50,43,48,33,29,26,64,126,73,44,111
2021년10월_여_100세 이상,25,4,3,2,0,3,0,1,1,0,1,1,4,2,0,3
2021년11월_계_총인구수,"268,455","28,029","35,635","20,744","5,731","5,452","3,278","3,709","2,921","9,638","6,338","19,973","35,674","36,122","16,314","38,897"
2021년11월_계_연령구간인구수,"268,455","28,029","35,635","20,744","5,731","5,452","3,278","3,709","2,921","9,638","6,338","19,973","35,674","36,122","16,314","38,897"
2021년11월_계_0~9세,"19,783","1,932","2,158","2,208",133,128,61,114,81,487,183,"1,879","2,540","3,872",965,"3,042"
2021년11월_계_10~19세,"22,869","2,916","3,267","1,195",242,242,104,156,94,565,364,"2,010","3,830","2,939",758,"4,187"
2021년11월_계_20~29세,"36,442","4,231","5,344","3,088",448,418,190,247,233,"1,482",929,"2,017","4,270","4,457","3,810","5,278"
2021년11월_계_30~39세,"33,085","2,990","3,795","3,955",445,391,188,211,177,"1,132",675,"2,474","3,760","5,368","2,797","4,727"
2021년11월_계_40~49세,"41,592","4,407","5,920","3,082",572,564,259,367,253,"1,211",746,"3,555","6,054","5,695","2,169","6,738"
2021년11월_계_50~59세,"45,886","4,571","7,029","2,802","1,120",980,565,667,561,"1,837","1,215","3,026","6,205","6,124","2,466","6,718"
2021년11월_계_60~69세,"37,449","3,546","4,412","2,426","1,406","1,359",865,912,716,"1,749","1,181","2,703","5,047","4,410","1,929","4,788"
2021년11월_계_70~79세,"20,226","2,202","2,356","1,254",834,838,617,589,508,803,662,"1,559","2,613","2,222",947,"2,222"
2021년11월_계_80~89세,"9,858","1,111","1,214",646,474,469,375,381,253,334,349,664,"1,193",925,413,"1,057"
2021년11월_계_90~99세,"1,237",118,136,86,56,60,54,64,42,38,33,85,159,109,60,137
2021년11월_계_100세 이상,28,5,4,2,1,3,0,1,3,0,1,1,3,1,0,3
2021년11월_남_총인구수,"135,017","14,093","18,606","11,036","3,073","2,784","1,724","1,925","1,508","4,664","3,131","9,833","16,965","17,331","8,916","19,428"
2021년11월_남_연령구간인구수,"135,017","14,093","18,606","11,036","3,073","2,784","1,724","1,925","1,508","4,664","3,131","9,833","16,965","17,331","8,916","19,428"
2021년11월_남_0~9세,"10,054",988,"1,122","1,150",68,70,28,56,47,249,97,937,"1,228","1,921",522,"1,571"
2021년11월_남_10~19세,"11,893","1,568","1,637",645,128,128,51,80,49,290,194,"1,103","1,878","1,470",408,"2,264"
2021년11월_남_20~29세,"19,812","2,360","3,062","1,713",273,238,119,157,145,744,510,"1,088","2,185","2,327","2,072","2,819"
2021년11월_남_30~39세,"17,847","1,642","2,169","2,246",255,236,124,126,109,604,386,"1,264","1,834","2,651","1,716","2,485"
2021년11월_남_40~49세,"21,337","2,141","3,123","1,795",360,357,162,211,150,591,381,"1,791","2,911","2,763","1,270","3,331"
2021년11월_남_50~59세,"22,987","2,312","3,734","1,438",639,505,329,375,313,853,611,"1,465","2,973","2,786","1,338","3,316"
2021년11월_남_60~69세,"18,355","1,734","2,295","1,221",747,712,480,494,358,842,573,"1,238","2,377","2,048",954,"2,282"
2021년11월_남_70~79세,"9,031",931,"1,016",587,422,383,298,294,246,373,267,679,"1,099",989,472,975
2021년11월_남_80~89세,"3,418",390,410,220,169,147,123,117,80,110,101,250,445,343,152,361
2021년11월_남_90~99세,279,26,38,21,11,8,10,15,9,8,11,18,35,33,12,24
2021년11월_남_100세 이상,4,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0
2021년11월_여_총인구수,"133,438","13,936","17,029","9,708","2,658","2,668","1,554","1,784","1,413","4,974","3,207","10,140","18,709","18,791","7,398","19,469"
2021년11월_여_연령구간인구수,"133,438","13,936","17,029","9,708","2,658","2,668","1,554","1,784","1,413","4,974","3,207","10,140","18,709","18,791","7,398","19,469"
2021년11월_여_0~9세,"9,729",944,"1,036","1,058",65,58,33,58,34,238,86,942,"1,312","1,951",443,"1,471"
2021년11월_여_10~19세,"10,976","1,348","1,630",550,114,114,53,76,45,275,170,907,"1,952","1,469",350,"1,923"
2021년11월_여_20~29세,"16,630","1,871","2,282","1,375",175,180,71,90,88,738,419,929,"2,085","2,130","1,738","2,459"
2021년11월_여_30~39세,"15,238","1,348","1,626","1,709",190,155,64,85,68,528,289,"1,210","1,926","2,717","1,081","2,242"
2021년11월_여_40~49세,"20,255","2,266","2,797","1,287",212,207,97,156,103,620,365,"1,764","3,143","2,932",899,"3,407"
2021년11월_여_50~59세,"22,899","2,259","3,295","1,364",481,475,236,292,248,984,604,"1,561","3,232","3,338","1,128","3,402"
2021년11월_여_60~69세,"19,094","1,812","2,117","1,205",659,647,385,418,358,907,608,"1,465","2,670","2,362",975,"2,506"
2021년11월_여_70~79세,"11,195","1,271","1,340",667,412,455,319,295,262,430,395,880,"1,514","1,233",475,"1,247"
2021년11월_여_80~89세,"6,440",721,804,426,305,322,252,264,173,224,248,414,748,582,261,696
2021년11월_여_90~99세,958,92,98,65,45,52,44,49,33,30,22,67,124,76,48,113
2021년11월_여_100세 이상,24,4,4,2,0,3,0,1,1,0,1,1,3,1,0,3
2021년12월_계_총인구수,"268,369","28,053","35,568","20,797","5,732","5,453","3,270","3,711","2,919","9,643","6,359","19,968","35,561","36,165","16,296","38,874"
2021년12월_계_연령구간인구수,"268,369","28,053","35,568","20,797","5,732","5,453","3,270","3,711","2,919","9,643","6,359","19,968","35,561","36,165","16,296","38,874"
2021년12월_계_0~9세,"19,729","1,937","2,138","2,211",132,130,63,115,83,485,184,"1,877","2,524","3,869",964,"3,017"
2021년12월_계_10~19세,"22,857","2,921","3,259","1,204",241,241,102,154,96,569,366,"2,006","3,809","2,947",758,"4,184"
2021년12월_계_20~29세,"36,271","4,208","5,300","3,093",447,419,189,247,231,"1,476",938,"2,021","4,224","4,424","3,779","5,275"
2021년12월_계_30~39세,"32,967","2,988","3,783","3,952",452,390,188,213,174,"1,128",682,"2,440","3,735","5,351","2,790","4,701"
2021년12월_계_40~49세,"41,676","4,423","5,905","3,114",570,563,257,367,258,"1,220",753,"3,568","6,049","5,736","2,168","6,725"
2021년12월_계_50~59세,"45,856","4,580","7,023","2,790","1,121",983,565,666,562,"1,821","1,213","3,020","6,196","6,123","2,473","6,720"
2021년12월_계_60~69세,"37,558","3,547","4,439","2,440","1,408","1,353",862,912,713,"1,760","1,177","2,714","5,035","4,444","1,941","4,813"
2021년12월_계_70~79세,"20,275","2,211","2,355","1,258",827,842,616,594,507,806,661,"1,573","2,613","2,229",951,"2,232"
2021년12월_계_80~89세,"9,888","1,112","1,223",643,472,465,377,377,247,340,352,660,"1,209",931,412,"1,068"
2021년12월_계_90~99세,"1,262",121,139,90,61,64,51,65,45,38,32,88,164,109,59,136
2021년12월_계_100세 이상,30,5,4,2,1,3,0,1,3,0,1,1,3,2,1,3
2021년12월_남_총인구수,"134,940","14,118","18,565","11,063","3,080","2,786","1,715","1,930","1,502","4,662","3,160","9,836","16,889","17,344","8,894","19,396"
2021년12월_남_연령구간인구수,"134,940","14,118","18,565","11,063","3,080","2,786","1,715","1,930","1,502","4,662","3,160","9,836","16,889","17,344","8,894","19,396"
2021년12월_남_0~9세,"10,037",985,"1,119","1,151",71,71,29,58,47,251,96,940,"1,218","1,918",519,"1,564"
2021년12월_남_10~19세,"11,884","1,576","1,635",653,131,129,50,79,49,288,193,"1,098","1,866","1,471",411,"2,255"
2021년12월_남_20~29세,"19,729","2,361","3,036","1,721",271,237,120,156,141,736,526,"1,092","2,157","2,320","2,040","2,815"
2021년12월_남_30~39세,"17,767","1,639","2,155","2,236",260,239,123,127,105,600,394,"1,259","1,818","2,633","1,711","2,468"
2021년12월_남_40~49세,"21,368","2,151","3,124","1,814",354,354,159,211,153,598,387,"1,788","2,903","2,788","1,268","3,316"
2021년12월_남_50~59세,"22,986","2,314","3,718","1,433",640,505,326,377,315,850,612,"1,470","2,978","2,778","1,344","3,326"
2021년12월_남_60~69세,"18,414","1,735","2,317","1,229",754,711,480,492,357,845,575,"1,242","2,366","2,064",962,"2,285"
2021년12월_남_70~79세,"9,043",938,"1,007",586,417,384,296,298,244,375,263,686,"1,099",996,477,977
2021년12월_남_80~89세,"3,425",389,415,220,169,149,122,117,78,111,103,243,448,343,151,367
2021년12월_남_90~99세,282,29,38,20,12,7,10,15,11,8,11,18,36,33,11,23
2021년12월_남_100세 이상,5,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0
2021년12월_여_총인구수,"133,429","13,935","17,003","9,734","2,652","2,667","1,555","1,781","1,417","4,981","3,199","10,132","18,672","18,821","7,402","19,478"
2021년12월_여_연령구간인구수,"133,429","13,935","17,003","9,734","2,652","2,667","1,555","1,781","1,417","4,981","3,199","10,132","18,672","18,821","7,402","19,478"
2021년12월_여_0~9세,"9,692",952,"1,019","1,060",61,59,34,57,36,234,88,937,"1,306","1,951",445,"1,453"
2021년12월_여_10~19세,"10,973","1,345","1,624",551,110,112,52,75,47,281,173,908,"1,943","1,476",347,"1,929"
2021년12월_여_20~29세,"16,542","1,847","2,264","1,372",176,182,69,91,90,740,412,929,"2,067","2,104","1,739","2,460"
2021년12월_여_30~39세,"15,200","1,349","1,628","1,716",192,151,65,86,69,528,288,"1,181","1,917","2,718","1,079","2,233"
2021년12월_여_40~49세,"20,308","2,272","2,781","1,300",216,209,98,156,105,622,366,"1,780","3,146","2,948",900,"3,409"
2021년12월_여_50~59세,"22,870","2,266","3,305","1,357",481,478,239,289,247,971,601,"1,550","3,218","3,345","1,129","3,394"
2021년12월_여_60~69세,"19,144","1,812","2,122","1,211",654,642,382,420,356,915,602,"1,472","2,669","2,380",979,"2,528"
2021년12월_여_70~79세,"11,232","1,273","1,348",672,410,458,320,296,263,431,398,887,"1,514","1,233",474,"1,255"
2021년12월_여_80~89세,"6,463",723,808,423,303,316,255,260,169,229,249,417,761,588,261,701
2021년12월_여_90~99세,980,92,101,70,49,57,41,50,34,30,21,70,128,76,48,113
2021년12월_여_100세 이상,25,4,3,2,0,3,0,1,1,0,1,1,3,2,1,3
