카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021년02월_계_0~9세,"265,256","82,618","21,163","16,237","13,029","13,107","19,082","27,993","9,462","8,034","48,694","5,521","26,188","34,275","1,056","3,970","3,178","2,519","1,586","1,785","1,301","1,766","3,743","1,567"
2021년02월_계_10~19세,"323,073","99,084","23,448","22,793","13,913","18,004","20,926","35,142","12,751","10,230","60,998","7,779","27,868","34,402","1,499","5,961","4,232","4,130","2,903","2,845","2,066","2,994","5,772","2,417"
2021년02월_계_20~29세,"375,212","129,021","35,445","32,034","19,036","22,027","20,479","44,893","11,091","10,624","68,842","9,031","24,082","40,561","2,008","5,412","4,832","3,879","3,221","3,360","2,422","3,068","5,887","2,978"
2021년02월_계_30~39세,"395,154","133,049","35,016","29,133","20,855","21,426","26,619","41,402","13,476","11,744","68,821","8,790","35,930","48,575","1,732","5,456","5,086","3,763","2,430","2,730","2,097","2,607","4,961","2,505"
2021년02월_계_40~49세,"535,181","167,502","40,801","35,417","26,101","29,948","35,235","54,093","21,250","17,661","98,248","12,864","47,653","61,106","2,862","9,331","7,055","6,312","4,581","4,885","3,486","4,337","7,737","4,218"
2021년02월_계_50~59세,"581,689","186,064","50,312","43,218","29,589","34,350","28,595","57,648","22,364","18,447","97,432","18,670","39,392","58,826","4,603","11,195","10,855","9,123","7,277","8,340","6,474","6,865","10,524","7,590"
2021년02월_계_60~69세,"469,593","143,802","35,100","24,266","30,370","30,180","23,886","46,473","20,719","16,771","59,481","21,232","27,110","43,552","5,504","11,190","12,263","9,841","8,387","9,010","7,403","7,399","10,281","9,175"
2021년02월_계_70~79세,"246,054","63,943","13,453","6,986","16,697","14,955","11,852","25,628","11,120","10,674","26,530","12,715","10,879","21,235","3,963","6,646","8,038","6,786","6,637","6,357","5,258","5,519","6,976","7,150"
2021년02월_계_80~89세,"126,348","26,750","5,764","2,968","7,200","5,432","5,386","12,587","4,825","5,826","11,669","6,932","5,045","8,963","3,075","4,150","5,055","4,264","4,897","4,403","3,700","3,860","4,897","5,450"
2021년02월_계_90~99세,"17,641","3,547",800,446,"1,044",593,664,"1,794",634,823,"1,448",916,815,"1,126",448,554,663,645,855,757,561,598,743,714
2021년02월_계_100세 이상,844,194,37,22,71,46,18,97,28,34,91,47,46,61,7,14,29,21,20,22,20,31,43,39
2021년02월_남_총인구수,"1,679,295","524,688","133,019","109,060","88,555","95,265","98,789","171,924","64,198","55,939","274,198","51,214","128,574","176,863","13,141","32,425","30,473","25,707","20,634","22,217","17,082","18,827","30,100","21,091"
2021년02월_남_연령구간인구수,"1,679,295","524,688","133,019","109,060","88,555","95,265","98,789","171,924","64,198","55,939","274,198","51,214","128,574","176,863","13,141","32,425","30,473","25,707","20,634","22,217","17,082","18,827","30,100","21,091"
2021년02월_남_0~9세,"136,256","42,610","10,852","8,316","6,785","6,748","9,909","14,533","4,749","4,170","24,799","2,818","13,564","17,498",541,"1,993","1,649","1,269",836,926,684,884,"1,918",815
2021년02월_남_10~19세,"169,087","51,880","12,386","12,017","7,203","9,418","10,856","18,547","6,594","5,270","31,719","4,081","14,602","17,689",798,"3,187","2,301","2,265","1,563","1,535","1,108","1,568","3,116","1,264"
2021년02월_남_20~29세,"208,823","71,920","19,701","17,861","10,551","12,182","11,625","24,680","6,196","6,371","37,501","5,212","13,623","21,683","1,140","3,154","2,774","2,268","1,989","2,015","1,386","1,736","3,465","1,710"
2021년02월_남_30~39세,"206,711","70,425","18,561","15,558","11,059","11,303","13,944","21,190","6,919","6,346","35,492","4,650","18,925","24,990",918,"2,794","2,799","2,067","1,257","1,510","1,125","1,351","2,553","1,400"
2021년02월_남_40~49세,"275,500","85,150","20,587","17,011","13,728","15,212","18,612","26,948","11,461","9,375","48,837","6,822","25,943","31,009","1,649","5,040","3,919","3,511","2,454","2,727","1,927","2,371","3,959","2,398"
2021년02월_남_50~59세,"297,063","92,431","24,720","21,024","14,749","17,115","14,823","28,432","11,485","9,789","49,980","9,422","21,075","29,698","2,560","6,157","5,796","4,970","3,907","4,574","3,503","3,662","5,449","4,173"
2021년02월_남_60~69세,"233,377","71,289","17,854","12,978","14,389","14,419","11,649","22,166","10,105","8,085","30,371","10,360","13,979","21,360","2,894","5,788","6,110","4,912","4,092","4,673","3,827","3,689","5,028","4,649"
2021년02월_남_70~79세,"109,196","29,363","6,404","3,343","7,466","6,801","5,349","11,198","5,045","4,579","11,550","5,530","5,177","9,569","1,640","2,959","3,509","2,999","2,909","2,764","2,319","2,271","2,890","2,925"
2021년02월_남_80~89세,"39,782","8,912","1,808",866,"2,405","1,948","1,885","3,898","1,512","1,818","3,649","2,131","1,546","3,112",906,"1,240","1,508","1,322","1,477","1,332","1,093","1,167","1,543","1,616"
2021년02월_남_90~99세,"3,316",663,139,79,203,110,132,310,124,127,274,179,130,244,93,108,106,120,148,156,108,120,169,137
2021년02월_남_100세 이상,184,45,7,7,17,9,5,22,8,9,26,9,10,11,2,5,2,4,2,5,2,8,10,4
2021년02월_여_총인구수,"1,656,750","510,886","128,320","104,460","89,350","94,803","93,953","175,826","63,522","54,929","268,056","53,283","116,434","175,819","13,616","31,454","30,813","25,576","22,160","22,277","17,706","20,217","31,464","22,712"
2021년02월_여_연령구간인구수,"1,656,750","510,886","128,320","104,460","89,350","94,803","93,953","175,826","63,522","54,929","268,056","53,283","116,434","175,819","13,616","31,454","30,813","25,576","22,160","22,277","17,706","20,217","31,464","22,712"
2021년02월_여_0~9세,"129,000","40,008","10,311","7,921","6,244","6,359","9,173","13,460","4,713","3,864","23,895","2,703","12,624","16,777",515,"1,977","1,529","1,250",750,859,617,882,"1,825",752
2021년02월_여_10~19세,"153,986","47,204","11,062","10,776","6,710","8,586","10,070","16,595","6,157","4,960","29,279","3,698","13,266","16,713",701,"2,774","1,931","1,865","1,340","1,310",958,"1,426","2,656","1,153"
2021년02월_여_20~29세,"166,389","57,101","15,744","14,173","8,485","9,845","8,854","20,213","4,895","4,253","31,341","3,819","10,459","18,878",868,"2,258","2,058","1,611","1,232","1,345","1,036","1,332","2,422","1,268"
2021년02월_여_30~39세,"188,443","62,624","16,455","13,575","9,796","10,123","12,675","20,212","6,557","5,398","33,329","4,140","17,005","23,585",814,"2,662","2,287","1,696","1,173","1,220",972,"1,256","2,408","1,105"
2021년02월_여_40~49세,"259,681","82,352","20,214","18,406","12,373","14,736","16,623","27,145","9,789","8,286","49,411","6,042","21,710","30,097","1,213","4,291","3,136","2,801","2,127","2,158","1,559","1,966","3,778","1,820"
2021년02월_여_50~59세,"284,626","93,633","25,592","22,194","14,840","17,235","13,772","29,216","10,879","8,658","47,452","9,248","18,317","29,128","2,043","5,038","5,059","4,153","3,370","3,766","2,971","3,203","5,075","3,417"
2021년02월_여_60~69세,"236,216","72,513","17,246","11,288","15,981","15,761","12,237","24,307","10,614","8,686","29,110","10,872","13,131","22,192","2,610","5,402","6,153","4,929","4,295","4,337","3,576","3,710","5,253","4,526"
2021년02월_여_70~79세,"136,858","34,580","7,049","3,643","9,231","8,154","6,503","14,430","6,075","6,095","14,980","7,185","5,702","11,666","2,323","3,687","4,529","3,787","3,728","3,593","2,939","3,248","4,086","4,225"
2021년02월_여_80~89세,"86,566","17,838","3,956","2,102","4,795","3,484","3,501","8,689","3,313","4,008","8,020","4,801","3,499","5,851","2,169","2,910","3,547","2,942","3,420","3,071","2,607","2,693","3,354","3,834"
2021년02월_여_90~99세,"14,325","2,884",661,367,841,483,532,"1,484",510,696,"1,174",737,685,882,355,446,557,525,707,601,453,478,574,577
2021년02월_여_100세 이상,660,149,30,15,54,37,13,75,20,25,65,38,36,50,5,9,27,17,18,17,18,23,33,35
2021년03월_계_총인구수,"3,330,463","1,034,977","260,953","212,926","178,773","189,593","192,732","347,034","126,988","110,501","540,863","104,354","244,154","352,830","26,669","63,694","61,072","51,035","42,709","44,388","34,686","39,014","61,860","43,635"
2021년03월_계_연령구간인구수,"3,330,463","1,034,977","260,953","212,926","178,773","189,593","192,732","347,034","126,988","110,501","540,863","104,354","244,154","352,830","26,669","63,694","61,072","51,035","42,709","44,388","34,686","39,014","61,860","43,635"
2021년03월_계_0~9세,"263,754","82,271","21,065","16,116","13,129","12,993","18,968","27,847","9,346","7,990","48,368","5,497","25,965","34,144","1,053","3,923","3,135","2,495","1,579","1,784","1,295","1,766","3,737","1,559"
2021년03월_계_10~19세,"322,143","98,675","23,296","22,589","13,950","17,894","20,946","34,906","12,678","10,154","60,774","7,733","27,834","34,502","1,490","5,921","4,188","4,159","2,934","2,809","2,085","2,968","5,942","2,391"
2021년03월_계_20~29세,"373,828","128,613","35,324","31,825","19,144","21,886","20,434","44,827","10,962","10,597","68,649","8,971","23,877","40,459","1,992","5,373","4,763","3,838","3,194","3,314","2,391","3,067","5,987","2,954"
2021년03월_계_30~39세,"393,463","132,824","34,952","29,025","21,071","21,330","26,446","41,277","13,294","11,629","68,505","8,754","35,614","48,498","1,720","5,385","4,996","3,719","2,404","2,718","2,088","2,595","4,954","2,489"
2021년03월_계_40~49세,"533,259","167,124","40,648","35,181","26,200","29,800","35,295","53,798","21,097","17,581","97,838","12,834","47,496","61,125","2,822","9,238","7,045","6,239","4,541","4,851","3,436","4,323","7,693","4,178"
2021년03월_계_50~59세,"579,448","185,570","50,090","43,105","29,553","34,236","28,586","57,367","22,196","18,382","97,199","18,591","39,290","58,665","4,548","11,196","10,812","9,010","7,224","8,268","6,399","6,811","10,435","7,485"
2021년03월_계_60~69세,"473,178","145,044","35,456","24,612","30,607","30,313","24,056","46,877","20,772","16,794","59,908","21,317","27,282","43,997","5,543","11,252","12,312","9,881","8,416","9,100","7,479","7,487","10,448","9,269"
2021년03월_계_70~79세,"246,385","64,211","13,504","7,018","16,780","15,006","11,903","25,655","11,139","10,684","26,494","12,756","10,924","21,271","3,961","6,651","8,053","6,769","6,632","6,346","5,232","5,511","6,967","7,129"
2021년03월_계_80~89세,"126,739","26,894","5,769","2,998","7,220","5,499","5,408","12,611","4,848","5,843","11,662","6,979","5,044","9,017","3,079","4,178","5,080","4,258","4,908","4,408","3,698","3,868","4,920","5,444"
2021년03월_계_90~99세,"17,680","3,596",812,447,"1,063",601,673,"1,789",640,822,"1,415",896,800,"1,119",454,563,674,653,861,770,569,598,754,707
2021년03월_계_100세 이상,586,155,37,10,56,35,17,80,16,25,51,26,28,33,7,14,14,14,16,20,14,20,23,30
2021년03월_남_총인구수,"1,677,021","524,419","132,831","108,787","88,979","95,030","98,792","171,573","63,843","55,785","273,581","51,206","128,130","176,987","13,111","32,325","30,399","25,621","20,599","22,166","17,058","18,820","30,326","21,072"
2021년03월_남_연령구간인구수,"1,677,021","524,419","132,831","108,787","88,979","95,030","98,792","171,573","63,843","55,785","273,581","51,206","128,130","176,987","13,111","32,325","30,399","25,621","20,599","22,166","17,058","18,820","30,326","21,072"
2021년03월_남_0~9세,"135,499","42,463","10,806","8,259","6,819","6,694","9,885","14,447","4,675","4,151","24,653","2,823","13,430","17,418",536,"1,967","1,629","1,260",822,922,684,885,"1,920",814
2021년03월_남_10~19세,"168,658","51,668","12,317","11,904","7,227","9,354","10,866","18,403","6,571","5,234","31,587","4,054","14,614","17,761",796,"3,155","2,282","2,276","1,587","1,528","1,122","1,545","3,222","1,253"
2021년03월_남_20~29세,"208,326","71,768","19,647","17,796","10,583","12,121","11,621","24,657","6,123","6,346","37,447","5,205","13,507","21,679","1,133","3,143","2,743","2,255","1,965","1,982","1,370","1,744","3,563","1,696"
2021년03월_남_30~39세,"205,771","70,282","18,508","15,504","11,180","11,246","13,844","21,164","6,842","6,288","35,288","4,640","18,728","24,914",908,"2,751","2,753","2,050","1,247","1,510","1,119","1,338","2,554","1,395"
2021년03월_남_40~49세,"274,572","85,014","20,531","16,916","13,782","15,169","18,616","26,800","11,360","9,347","48,670","6,804","25,824","31,051","1,632","4,988","3,917","3,472","2,430","2,696","1,897","2,365","3,922","2,383"
2021년03월_남_50~59세,"296,162","92,137","24,602","20,925","14,730","17,049","14,831","28,285","11,442","9,758","49,861","9,394","21,097","29,644","2,546","6,154","5,787","4,918","3,891","4,552","3,477","3,650","5,425","4,144"
2021년03월_남_60~69세,"235,216","71,889","18,017","13,157","14,505","14,477","11,733","22,395","10,124","8,111","30,601","10,411","14,052","21,574","2,916","5,829","6,131","4,949","4,111","4,712","3,868","3,731","5,114","4,698"
2021년03월_남_70~79세,"109,456","29,493","6,433","3,372","7,510","6,820","5,358","11,190","5,058","4,593","11,561","5,551","5,204","9,585","1,644","2,964","3,521","3,002","2,912","2,757","2,314","2,275","2,891","2,941"
2021년03월_남_80~89세,"39,941","9,000","1,819",874,"2,426","1,982","1,899","3,906","1,521","1,822","3,640","2,148","1,543","3,119",903,"1,257","1,528","1,319","1,486","1,345","1,095","1,163","1,540","1,606"
2021년03월_남_90~99세,"3,305",675,144,78,207,111,135,310,123,128,260,170,122,239,96,112,108,119,147,157,110,121,169,139
2021년03월_남_100세 이상,115,30,7,2,10,7,4,16,4,7,13,6,9,3,1,5,0,1,1,5,2,3,6,3
2021년03월_여_총인구수,"1,653,442","510,558","128,122","104,139","89,794","94,563","93,940","175,461","63,145","54,716","267,282","53,148","116,024","175,843","13,558","31,369","30,673","25,414","22,110","22,222","17,628","20,194","31,534","22,563"
2021년03월_여_연령구간인구수,"1,653,442","510,558","128,122","104,139","89,794","94,563","93,940","175,461","63,145","54,716","267,282","53,148","116,024","175,843","13,558","31,369","30,673","25,414","22,110","22,222","17,628","20,194","31,534","22,563"
2021년03월_여_0~9세,"128,255","39,808","10,259","7,857","6,310","6,299","9,083","13,400","4,671","3,839","23,715","2,674","12,535","16,726",517,"1,956","1,506","1,235",757,862,611,881,"1,817",745
2021년03월_여_10~19세,"153,485","47,007","10,979","10,685","6,723","8,540","10,080","16,503","6,107","4,920","29,187","3,679","13,220","16,741",694,"2,766","1,906","1,883","1,347","1,281",963,"1,423","2,720","1,138"
2021년03월_여_20~29세,"165,502","56,845","15,677","14,029","8,561","9,765","8,813","20,170","4,839","4,251","31,202","3,766","10,370","18,780",859,"2,230","2,020","1,583","1,229","1,332","1,021","1,323","2,424","1,258"
2021년03월_여_30~39세,"187,692","62,542","16,444","13,521","9,891","10,084","12,602","20,113","6,452","5,341","33,217","4,114","16,886","23,584",812,"2,634","2,243","1,669","1,157","1,208",969,"1,257","2,400","1,094"
2021년03월_여_40~49세,"258,687","82,110","20,117","18,265","12,418","14,631","16,679","26,998","9,737","8,234","49,168","6,030","21,672","30,074","1,190","4,250","3,128","2,767","2,111","2,155","1,539","1,958","3,771","1,795"
2021년03월_여_50~59세,"283,286","93,433","25,488","22,180","14,823","17,187","13,755","29,082","10,754","8,624","47,338","9,197","18,193","29,021","2,002","5,042","5,025","4,092","3,333","3,716","2,922","3,161","5,010","3,341"
2021년03월_여_60~69세,"237,962","73,155","17,439","11,455","16,102","15,836","12,323","24,482","10,648","8,683","29,307","10,906","13,230","22,423","2,627","5,423","6,181","4,932","4,305","4,388","3,611","3,756","5,334","4,571"
2021년03월_여_70~79세,"136,929","34,718","7,071","3,646","9,270","8,186","6,545","14,465","6,081","6,091","14,933","7,205","5,720","11,686","2,317","3,687","4,532","3,767","3,720","3,589","2,918","3,236","4,076","4,188"
2021년03월_여_80~89세,"86,798","17,894","3,950","2,124","4,794","3,517","3,509","8,705","3,327","4,021","8,022","4,831","3,501","5,898","2,176","2,921","3,552","2,939","3,422","3,063","2,603","2,705","3,380","3,838"
2021년03월_여_90~99세,"14,375","2,921",668,369,856,490,538,"1,479",517,694,"1,155",726,678,880,358,451,566,534,714,613,459,477,585,568
2021년03월_여_100세 이상,471,125,30,8,46,28,13,64,12,18,38,20,19,30,6,9,14,13,15,15,12,17,17,27
2021년04월_계_총인구수,"3,329,623","1,034,705","260,623","212,662","179,434","189,134","192,852","347,056","126,798","110,461","540,686","104,383","243,902","353,291","26,624","63,573","60,951","51,009","42,688","44,326","34,668","39,008","61,877","43,617"
2021년04월_계_연령구간인구수,"3,329,623","1,034,705","260,623","212,662","179,434","189,134","192,852","347,056","126,798","110,461","540,686","104,383","243,902","353,291","26,624","63,573","60,951","51,009","42,688","44,326","34,668","39,008","61,877","43,617"
2021년04월_계_0~9세,"262,156","81,826","20,939","15,972","13,189","12,863","18,863","27,708","9,232","7,960","48,096","5,458","25,739","34,018","1,043","3,884","3,117","2,459","1,561","1,755","1,281","1,758","3,711","1,550"
2021년04월_계_10~19세,"321,732","98,578","23,203","22,544","14,017","17,870","20,944","34,859","12,679","10,164","60,670","7,713","27,845","34,505","1,482","5,885","4,149","4,166","2,951","2,788","2,069","2,934","5,924","2,371"
2021년04월_계_20~29세,"373,293","128,424","35,182","31,792","19,167","21,820","20,463","44,842","10,911","10,568","68,563","8,950","23,812","40,426","1,990","5,338","4,737","3,817","3,201","3,296","2,375","3,083","5,997","2,963"
2021년04월_계_30~39세,"392,090","132,474","34,874","28,919","21,222","21,136","26,323","41,213","13,221","11,550","68,269","8,722","35,293","48,469","1,713","5,335","4,959","3,694","2,403","2,713","2,079","2,581","4,930","2,472"
2021년04월_계_40~49세,"533,055","167,133","40,571","35,089","26,342","29,762","35,369","53,788","21,058","17,577","97,762","12,846","47,488","61,205","2,800","9,193","7,007","6,241","4,510","4,825","3,430","4,317","7,703","4,172"
2021년04월_계_50~59세,"578,495","185,191","49,953","42,992","29,534","34,075","28,637","57,182","22,141","18,327","97,230","18,552","39,315","58,699","4,533","11,147","10,780","8,985","7,181","8,233","6,372","6,801","10,403","7,423"
2021년04월_계_60~69세,"476,254","145,903","35,703","24,816","30,774","30,431","24,179","47,243","20,844","16,862","60,346","21,438","27,500","44,393","5,567","11,336","12,348","9,927","8,426","9,151","7,546","7,535","10,525","9,364"
2021년04월_계_70~79세,"246,804","64,385","13,535","7,069","16,829","15,003","11,949","25,676","11,181","10,709","26,550","12,764","10,998","21,348","3,946","6,654","8,051","6,769","6,634","6,338","5,227","5,501","6,966","7,107"
2021년04월_계_80~89세,"127,294","27,018","5,798","3,012","7,246","5,531","5,431","12,662","4,867","5,879","11,718","7,009","5,078","9,064","3,078","4,205","5,111","4,286","4,938","4,420","3,703","3,880","4,926","5,452"
2021년04월_계_90~99세,"17,871","3,620",828,447,"1,059",609,677,"1,804",648,840,"1,429",905,807,"1,132",466,583,678,651,868,787,572,599,769,713
2021년04월_계_100세 이상,579,153,37,10,55,34,17,79,16,25,53,26,27,32,6,13,14,14,15,20,14,19,23,30
2021년04월_남_총인구수,"1,676,550","524,287","132,638","108,658","89,323","94,775","98,893","171,584","63,718","55,738","273,479","51,224","127,950","177,200","13,069","32,279","30,349","25,603","20,629","22,133","17,048","18,824","30,361","21,075"
2021년04월_남_연령구간인구수,"1,676,550","524,287","132,638","108,658","89,323","94,775","98,893","171,584","63,718","55,738","273,479","51,224","127,950","177,200","13,069","32,279","30,349","25,603","20,629","22,133","17,048","18,824","30,361","21,075"
2021년04월_남_0~9세,"134,678","42,250","10,745","8,180","6,862","6,612","9,851","14,354","4,629","4,128","24,511","2,797","13,318","17,357",529,"1,941","1,620","1,236",811,914,671,885,"1,915",812
2021년04월_남_10~19세,"168,347","51,601","12,270","11,889","7,259","9,345","10,838","18,380","6,558","5,251","31,495","4,041","14,592","17,744",795,"3,135","2,250","2,282","1,611","1,515","1,116","1,525","3,214","1,242"
2021년04월_남_20~29세,"208,160","71,724","19,575","17,807","10,601","12,080","11,661","24,669","6,085","6,305","37,452","5,201","13,488","21,669","1,127","3,129","2,731","2,251","1,976","1,966","1,359","1,749","3,579","1,700"
2021년04월_남_30~39세,"205,068","70,087","18,452","15,449","11,240","11,143","13,803","21,141","6,795","6,244","35,180","4,618","18,541","24,932",908,"2,729","2,738","2,041","1,245","1,503","1,108","1,328","2,546","1,384"
2021년04월_남_40~49세,"274,435","85,057","20,515","16,871","13,858","15,169","18,644","26,818","11,332","9,335","48,618","6,802","25,788","31,079","1,616","4,964","3,902","3,464","2,421","2,676","1,896","2,365","3,921","2,381"
2021년04월_남_50~59세,"295,775","91,941","24,504","20,848","14,744","16,964","14,881","28,192","11,429","9,752","49,872","9,379","21,152","29,645","2,527","6,142","5,787","4,904","3,869","4,546","3,462","3,650","5,418","4,108"
2021년04월_남_60~69세,"236,673","72,261","18,125","13,257","14,564","14,534","11,781","22,557","10,158","8,140","30,825","10,476","14,132","21,769","2,929","5,883","6,146","4,967","4,114","4,737","3,904","3,765","5,151","4,759"
2021년04월_남_70~79세,"109,745","29,586","6,471","3,397","7,531","6,813","5,374","11,213","5,077","4,608","11,589","5,572","5,244","9,620","1,640","2,976","3,512","3,012","2,928","2,753","2,321","2,268","2,896","2,930"
2021년04월_남_80~89세,"40,223","9,077","1,828",880,"2,449","1,998","1,922","3,928","1,525","1,839","3,666","2,162","1,559","3,135",902,"1,263","1,555","1,332","1,504","1,355","1,098","1,166","1,543","1,614"
2021년04월_남_90~99세,"3,334",674,146,78,205,111,134,316,126,129,258,171,127,247,95,113,108,113,149,163,111,120,172,142
2021년04월_남_100세 이상,112,29,7,2,10,6,4,16,4,7,13,5,9,3,1,4,0,1,1,5,2,3,6,3
2021년04월_여_총인구수,"1,653,073","510,418","127,985","104,004","90,111","94,359","93,959","175,472","63,080","54,723","267,207","53,159","115,952","176,091","13,555","31,294","30,602","25,406","22,059","22,193","17,620","20,184","31,516","22,542"
2021년04월_여_연령구간인구수,"1,653,073","510,418","127,985","104,004","90,111","94,359","93,959","175,472","63,080","54,723","267,207","53,159","115,952","176,091","13,555","31,294","30,602","25,406","22,059","22,193","17,620","20,184","31,516","22,542"
2021년04월_여_0~9세,"127,478","39,576","10,194","7,792","6,327","6,251","9,012","13,354","4,603","3,832","23,585","2,661","12,421","16,661",514,"1,943","1,497","1,223",750,841,610,873,"1,796",738
2021년04월_여_10~19세,"153,385","46,977","10,933","10,655","6,758","8,525","10,106","16,479","6,121","4,913","29,175","3,672","13,253","16,761",687,"2,750","1,899","1,884","1,340","1,273",953,"1,409","2,710","1,129"
2021년04월_여_20~29세,"165,133","56,700","15,607","13,985","8,566","9,740","8,802","20,173","4,826","4,263","31,111","3,749","10,324","18,757",863,"2,209","2,006","1,566","1,225","1,330","1,016","1,334","2,418","1,263"
2021년04월_여_30~39세,"187,022","62,387","16,422","13,470","9,982","9,993","12,520","20,072","6,426","5,306","33,089","4,104","16,752","23,537",805,"2,606","2,221","1,653","1,158","1,210",971,"1,253","2,384","1,088"
2021년04월_여_40~49세,"258,620","82,076","20,056","18,218","12,484","14,593","16,725","26,970","9,726","8,242","49,144","6,044","21,700","30,126","1,184","4,229","3,105","2,777","2,089","2,149","1,534","1,952","3,782","1,791"
2021년04월_여_50~59세,"282,720","93,250","25,449","22,144","14,790","17,111","13,756","28,990","10,712","8,575","47,358","9,173","18,163","29,054","2,006","5,005","4,993","4,081","3,312","3,687","2,910","3,151","4,985","3,315"
2021년04월_여_60~69세,"239,581","73,642","17,578","11,559","16,210","15,897","12,398","24,686","10,686","8,722","29,521","10,962","13,368","22,624","2,638","5,453","6,202","4,960","4,312","4,414","3,642","3,770","5,374","4,605"
2021년04월_여_70~79세,"137,059","34,799","7,064","3,672","9,298","8,190","6,575","14,463","6,104","6,101","14,961","7,192","5,754","11,728","2,306","3,678","4,539","3,757","3,706","3,585","2,906","3,233","4,070","4,177"
2021년04월_여_80~89세,"87,071","17,941","3,970","2,132","4,797","3,533","3,509","8,734","3,342","4,040","8,052","4,847","3,519","5,929","2,176","2,942","3,556","2,954","3,434","3,065","2,605","2,714","3,383","3,838"
2021년04월_여_90~99세,"14,537","2,946",682,369,854,498,543,"1,488",522,711,"1,171",734,680,885,371,470,570,538,719,624,461,479,597,571
2021년04월_여_100세 이상,467,124,30,8,45,28,13,63,12,18,40,21,18,29,5,9,14,13,14,15,12,16,17,27
2021년05월_계_총인구수,"3,327,298","1,034,130","260,346","212,396","179,657","188,784","192,947","347,274","126,587","110,371","540,423","104,133","243,484","353,415","26,627","63,267","60,972","50,987","42,690","44,223","34,641","38,860","61,646","43,568"
2021년05월_계_연령구간인구수,"3,327,298","1,034,130","260,346","212,396","179,657","188,784","192,947","347,274","126,587","110,371","540,423","104,133","243,484","353,415","26,627","63,267","60,972","50,987","42,690","44,223","34,641","38,860","61,646","43,568"
2021년05월_계_0~9세,"260,666","81,477","20,874","15,861","13,225","12,765","18,752","27,617","9,151","7,893","47,744","5,448","25,537","33,860","1,037","3,841","3,099","2,429","1,551","1,738","1,268","1,757","3,679","1,540"
2021년05월_계_10~19세,"321,295","98,503","23,159","22,463","14,036","17,866","20,979","34,789","12,655","10,172","60,636","7,684","27,793","34,493","1,484","5,866","4,158","4,159","2,921","2,773","2,060","2,911","5,892","2,346"
2021년05월_계_20~29세,"372,640","128,220","35,086","31,681","19,195","21,761","20,497","44,943","10,892","10,572","68,432","8,910","23,740","40,331","1,964","5,292","4,730","3,817","3,195","3,263","2,366","3,068","5,955","2,950"
2021년05월_계_30~39세,"390,421","132,120","34,760","28,875","21,236","21,014","26,235","41,159","13,076","11,486","67,980","8,689","34,960","48,272","1,715","5,288","4,932","3,665","2,399","2,682","2,066","2,556","4,912","2,464"
2021년05월_계_40~49세,"531,777","166,936","40,508","34,935","26,427","29,699","35,367","53,685","21,015","17,534","97,435","12,806","47,405","61,142","2,784","9,113","6,968","6,206","4,506","4,799","3,406","4,276","7,623","4,138"
2021년05월_계_50~59세,"577,936","184,757","49,728","42,912","29,502","33,920","28,695","57,112","22,108","18,276","97,472","18,463","39,349","58,791","4,520","11,086","10,761","8,986","7,154","8,193","6,362","6,785","10,363","7,398"
2021년05월_계_60~69세,"479,373","146,868","35,962","25,087","30,934","30,574","24,311","47,629","20,928","16,968","60,840","21,448","27,713","44,775","5,633","11,362","12,448","9,975","8,471","9,185","7,589","7,549","10,555","9,437"
2021년05월_계_70~79세,"247,090","64,459","13,605","7,096","16,780","15,004","11,974","25,721","11,205","10,726","26,618","12,741","11,053","21,462","3,929","6,644","8,058","6,768","6,654","6,351","5,202","5,457","6,947","7,095"
2021년05월_계_80~89세,"127,635","27,080","5,799","3,027","7,258","5,556","5,440","12,735","4,894","5,880","11,774","7,008","5,088","9,097","3,085","4,191","5,118","4,310","4,932","4,436","3,729","3,886","4,930","5,462"
2021년05월_계_90~99세,"17,947","3,614",836,448,"1,041",603,686,"1,806",646,842,"1,438",908,819,"1,159",470,575,686,657,893,784,578,598,766,708
2021년05월_계_100세 이상,518,96,29,11,23,22,11,78,17,22,54,28,27,33,6,9,14,15,14,19,15,17,24,30
2021년05월_남_총인구수,"1,675,389","524,029","132,480","108,541","89,458","94,581","98,969","171,697","63,585","55,696","273,340","51,149","127,683","177,197","13,089","32,137","30,363","25,578","20,649","22,080","17,016","18,778","30,255","21,068"
2021년05월_남_연령구간인구수,"1,675,389","524,029","132,480","108,541","89,458","94,581","98,969","171,697","63,585","55,696","273,340","51,149","127,683","177,197","13,089","32,137","30,363","25,578","20,649","22,080","17,016","18,778","30,255","21,068"
2021년05월_남_0~9세,"133,891","42,049","10,700","8,122","6,869","6,569","9,789","14,290","4,588","4,087","24,353","2,790","13,213","17,269",532,"1,928","1,611","1,217",809,903,661,890,"1,900",801
2021년05월_남_10~19세,"168,063","51,594","12,254","11,847","7,279","9,348","10,866","18,337","6,544","5,260","31,468","4,029","14,551","17,711",791,"3,105","2,244","2,275","1,596","1,507","1,108","1,513","3,197","1,233"
