카테고리,부산광역시 동구,부산광역시 동구 초량제1동,부산광역시 동구 초량제2동,부산광역시 동구 초량제3동,부산광역시 동구 초량제6동,부산광역시 동구 수정제1동,부산광역시 동구 수정제2동,부산광역시 동구 수정제4동,부산광역시 동구 수정제5동,부산광역시 동구 좌천동,부산광역시 동구 범일제1동,부산광역시 동구 범일제2동,부산광역시 동구 범일제5동
2021년05월_남_30~39세,"5,545",289,323,"1,276",276,212,641,174,233,589,606,585,341
2021년05월_남_40~49세,"6,267",392,402,997,401,297,644,250,353,753,756,629,393
2021년05월_남_50~59세,"7,382",447,537,847,536,350,799,379,463,890,"1,061",780,293
2021년05월_남_60~69세,"7,605",404,549,666,564,325,880,403,468,964,"1,231",767,384
2021년05월_남_70~79세,"4,591",273,356,332,384,225,549,275,363,622,687,354,171
2021년05월_남_80~89세,"1,624",74,119,99,151,95,184,97,121,235,255,130,64
2021년05월_남_90~99세,139,4,22,12,12,2,15,12,12,11,19,12,6
2021년05월_남_100세 이상,19,0,5,1,3,0,3,0,0,3,1,2,1
2021년05월_여_총인구수,"44,971","2,399","2,911","6,334","3,141","2,137","5,247","2,009","2,844","5,609","5,937","4,158","2,245"
2021년05월_여_연령구간인구수,"44,971","2,399","2,911","6,334","3,141","2,137","5,247","2,009","2,844","5,609","5,937","4,158","2,245"
2021년05월_여_0~9세,"1,912",90,61,531,78,86,201,42,75,197,169,212,170
2021년05월_여_10~19세,"2,417",130,128,398,180,151,269,89,168,302,306,183,113
2021년05월_여_20~29세,"5,128",323,316,"1,038",278,234,616,150,248,604,586,497,238
2021년05월_여_30~39세,"4,866",238,241,"1,277",200,175,545,127,191,522,481,540,329
2021년05월_여_40~49세,"5,416",310,307,918,388,273,608,199,302,651,603,549,308
2021년05월_여_50~59세,"7,013",347,465,839,479,331,830,292,475,945,985,734,291
2021년05월_여_60~69세,"8,545",466,647,721,649,423,"1,041",420,615,"1,064","1,347",787,365
2021년05월_여_70~79세,"6,055",319,474,370,527,312,709,430,476,855,894,425,264
2021년05월_여_80~89세,"3,143",157,227,203,305,131,376,237,254,407,510,198,138
2021년05월_여_90~99세,430,19,40,38,49,18,39,23,40,52,55,29,28
2021년05월_여_100세 이상,46,0,5,1,8,3,13,0,0,10,1,4,1
2021년06월_계_총인구수,"87,916","4,829","5,748","12,562","6,080","4,163","9,970","3,975","5,395","10,890","11,705","8,184","4,415"
2021년06월_계_연령구간인구수,"87,916","4,829","5,748","12,562","6,080","4,163","9,970","3,975","5,395","10,890","11,705","8,184","4,415"
2021년06월_계_0~9세,"4,022",155,143,"1,148",152,191,398,94,157,441,341,432,370
2021년06월_계_10~19세,"4,950",273,261,822,394,305,542,204,330,585,605,386,243
2021년06월_계_20~29세,"10,348",683,625,"1,848",618,486,"1,170",355,564,"1,297","1,280",993,429
2021년06월_계_30~39세,"10,409",517,567,"2,597",477,391,"1,177",305,416,"1,102","1,091","1,102",667
2021년06월_계_40~49세,"11,634",703,701,"1,943",786,571,"1,234",440,652,"1,406","1,352","1,148",698
2021년06월_계_50~59세,"14,342",794,998,"1,721","1,015",681,"1,626",676,933,"1,830","2,025","1,459",584
2021년06월_계_60~69세,"16,129",857,"1,197","1,414","1,209",744,"1,920",822,"1,076","2,024","2,588","1,526",752
2021년06월_계_70~79세,"10,654",592,839,708,903,544,"1,263",707,839,"1,480","1,571",773,435
2021년06월_계_80~89세,"4,790",234,343,310,454,227,568,335,376,648,774,319,202
2021년06월_계_90~99세,573,21,64,49,61,20,56,37,52,64,76,40,33
2021년06월_계_100세 이상,65,0,10,2,11,3,16,0,0,13,2,6,2
2021년06월_남_총인구수,"43,012","2,444","2,842","6,121","2,962","2,025","4,743","1,961","2,565","5,291","5,764","4,124","2,170"
2021년06월_남_연령구간인구수,"43,012","2,444","2,842","6,121","2,962","2,025","4,743","1,961","2,565","5,291","5,764","4,124","2,170"
2021년06월_남_0~9세,"2,120",65,83,607,78,103,200,54,86,246,174,224,200
2021년06월_남_10~19세,"2,544",151,135,419,217,153,272,115,157,288,302,205,130
2021년06월_남_20~29세,"5,220",353,309,797,341,256,560,203,317,692,693,507,192
2021년06월_남_30~39세,"5,524",288,324,"1,293",279,213,637,174,229,579,600,571,337
2021년06월_남_40~49세,"6,242",394,398,"1,010",402,294,641,240,352,752,756,614,389
2021년06월_남_50~59세,"7,379",449,540,871,536,354,799,383,463,894,"1,040",758,292
2021년06월_남_60~69세,"7,591",391,548,676,564,326,878,405,466,963,"1,236",752,386
2021년06월_남_70~79세,"4,603",272,360,332,380,230,551,276,360,627,688,354,173
2021년06월_남_80~89세,"1,633",79,118,103,151,94,187,99,123,235,254,126,64
2021년06월_남_90~99세,137,2,22,12,11,2,15,12,12,12,20,11,6
2021년06월_남_100세 이상,19,0,5,1,3,0,3,0,0,3,1,2,1
2021년06월_여_총인구수,"44,904","2,385","2,906","6,441","3,118","2,138","5,227","2,014","2,830","5,599","5,941","4,060","2,245"
2021년06월_여_연령구간인구수,"44,904","2,385","2,906","6,441","3,118","2,138","5,227","2,014","2,830","5,599","5,941","4,060","2,245"
2021년06월_여_0~9세,"1,902",90,60,541,74,88,198,40,71,195,167,208,170
2021년06월_여_10~19세,"2,406",122,126,403,177,152,270,89,173,297,303,181,113
2021년06월_여_20~29세,"5,128",330,316,"1,051",277,230,610,152,247,605,587,486,237
2021년06월_여_30~39세,"4,885",229,243,"1,304",198,178,540,131,187,523,491,531,330
2021년06월_여_40~49세,"5,392",309,303,933,384,277,593,200,300,654,596,534,309
2021년06월_여_50~59세,"6,963",345,458,850,479,327,827,293,470,936,985,701,292
2021년06월_여_60~69세,"8,538",466,649,738,645,418,"1,042",417,610,"1,061","1,352",774,366
2021년06월_여_70~79세,"6,051",320,479,376,523,314,712,431,479,853,883,419,262
2021년06월_여_80~89세,"3,157",155,225,207,303,133,381,236,253,413,520,193,138
2021년06월_여_90~99세,436,19,42,37,50,18,41,25,40,52,56,29,27
2021년06월_여_100세 이상,46,0,5,1,8,3,13,0,0,10,1,4,1
2021년07월_계_총인구수,"87,764","4,802","5,742","12,707","6,055","4,177","9,933","3,972","5,387","10,848","11,739","8,002","4,400"
2021년07월_계_연령구간인구수,"87,764","4,802","5,742","12,707","6,055","4,177","9,933","3,972","5,387","10,848","11,739","8,002","4,400"
2021년07월_계_0~9세,"4,013",147,144,"1,158",152,190,400,95,162,436,338,427,364
2021년07월_계_10~19세,"4,917",269,259,823,387,304,537,201,330,583,601,378,245
2021년07월_계_20~29세,"10,293",667,624,"1,883",610,491,"1,139",357,553,"1,294","1,291",960,424
2021년07월_계_30~39세,"10,386",515,564,"2,610",475,393,"1,165",305,420,"1,090","1,103","1,085",661
2021년07월_계_40~49세,"11,600",697,702,"1,975",781,577,"1,224",438,648,"1,392","1,348","1,122",696
2021년07월_계_50~59세,"14,322",794,984,"1,752","1,018",674,"1,631",679,933,"1,814","2,032","1,427",584
2021년07월_계_60~69세,"16,152",860,"1,206","1,438","1,204",755,"1,926",813,"1,080","2,034","2,594","1,492",750
2021년07월_계_70~79세,"10,628",594,840,707,899,545,"1,274",707,836,"1,470","1,576",748,432
2021년07월_계_80~89세,"4,812",238,347,309,457,223,566,340,374,657,778,314,209
2021년07월_계_90~99세,575,21,62,50,61,22,55,37,51,65,76,42,33
2021년07월_계_100세 이상,66,0,10,2,11,3,16,0,0,13,2,7,2
2021년07월_남_총인구수,"42,907","2,424","2,835","6,190","2,957","2,031","4,731","1,954","2,562","5,264","5,774","4,027","2,158"
2021년07월_남_연령구간인구수,"42,907","2,424","2,835","6,190","2,957","2,031","4,731","1,954","2,562","5,264","5,774","4,027","2,158"
2021년07월_남_0~9세,"2,119",62,84,616,79,104,201,52,89,240,172,221,199
2021년07월_남_10~19세,"2,530",150,134,419,212,154,272,113,159,286,299,204,128
2021년07월_남_20~29세,"5,187",344,305,820,340,258,546,200,309,699,692,485,189
2021년07월_남_30~39세,"5,497",283,321,"1,297",277,213,627,175,230,569,615,558,332
2021년07월_남_40~49세,"6,213",387,399,"1,017",403,297,635,241,348,745,752,602,387
2021년07월_남_50~59세,"7,363",448,535,880,538,351,805,383,467,881,"1,041",737,297
2021년07월_남_60~69세,"7,621",394,552,696,561,333,889,401,469,966,"1,238",742,380
2021년07월_남_70~79세,"4,577",272,359,329,380,228,550,275,358,626,691,337,172
2021년07월_남_80~89세,"1,644",82,120,103,153,91,189,102,122,237,252,126,67
2021년07월_남_90~99세,137,2,21,12,11,2,14,12,11,12,21,13,6
2021년07월_남_100세 이상,19,0,5,1,3,0,3,0,0,3,1,2,1
2021년07월_여_총인구수,"44,857","2,378","2,907","6,517","3,098","2,146","5,202","2,018","2,825","5,584","5,965","3,975","2,242"
2021년07월_여_연령구간인구수,"44,857","2,378","2,907","6,517","3,098","2,146","5,202","2,018","2,825","5,584","5,965","3,975","2,242"
2021년07월_여_0~9세,"1,894",85,60,542,73,86,199,43,73,196,166,206,165
2021년07월_여_10~19세,"2,387",119,125,404,175,150,265,88,171,297,302,174,117
2021년07월_여_20~29세,"5,106",323,319,"1,063",270,233,593,157,244,595,599,475,235
2021년07월_여_30~39세,"4,889",232,243,"1,313",198,180,538,130,190,521,488,527,329
2021년07월_여_40~49세,"5,387",310,303,958,378,280,589,197,300,647,596,520,309
2021년07월_여_50~59세,"6,959",346,449,872,480,323,826,296,466,933,991,690,287
2021년07월_여_60~69세,"8,531",466,654,742,643,422,"1,037",412,611,"1,068","1,356",750,370
2021년07월_여_70~79세,"6,051",322,481,378,519,317,724,432,478,844,885,411,260
2021년07월_여_80~89세,"3,168",156,227,206,304,132,377,238,252,420,526,188,142
2021년07월_여_90~99세,438,19,41,38,50,20,41,25,40,53,55,29,27
2021년07월_여_100세 이상,47,0,5,1,8,3,13,0,0,10,1,5,1
2021년08월_계_총인구수,"87,585","4,782","5,746","12,796","6,027","4,171","9,898","3,946","5,365","10,862","11,793","7,816","4,383"
2021년08월_계_연령구간인구수,"87,585","4,782","5,746","12,796","6,027","4,171","9,898","3,946","5,365","10,862","11,793","7,816","4,383"
2021년08월_계_0~9세,"4,004",143,139,"1,181",157,190,396,94,154,439,331,418,362
2021년08월_계_10~19세,"4,897",267,254,829,381,301,532,194,338,579,605,371,246
2021년08월_계_20~29세,"10,258",659,631,"1,889",604,485,"1,147",359,549,"1,288","1,287",938,422
2021년08월_계_30~39세,"10,371",513,567,"2,622",477,396,"1,152",302,407,"1,098","1,143","1,048",646
2021년08월_계_40~49세,"11,539",687,702,"1,990",768,574,"1,204",430,643,"1,388","1,356","1,101",696
2021년08월_계_50~59세,"14,270",794,990,"1,753","1,012",675,"1,639",677,925,"1,807","2,032","1,382",584
2021년08월_계_60~69세,"16,146",865,"1,208","1,455","1,197",758,"1,908",809,"1,085","2,048","2,601","1,466",746
2021년08월_계_70~79세,"10,635",593,831,711,899,542,"1,284",702,840,"1,479","1,578",739,437
2021년08월_계_80~89세,"4,815",240,352,314,456,225,560,340,373,659,782,305,209
2021년08월_계_90~99세,583,21,62,50,65,22,59,39,51,64,76,41,33
2021년08월_계_100세 이상,67,0,10,2,11,3,17,0,0,13,2,7,2
2021년08월_남_총인구수,"42,817","2,399","2,846","6,227","2,949","2,031","4,712","1,935","2,548","5,275","5,804","3,938","2,153"
2021년08월_남_연령구간인구수,"42,817","2,399","2,846","6,227","2,949","2,031","4,712","1,935","2,548","5,275","5,804","3,938","2,153"
2021년08월_남_0~9세,"2,119",61,82,630,80,105,197,52,82,242,171,218,199
2021년08월_남_10~19세,"2,535",148,130,426,210,153,271,111,164,291,301,201,129
2021년08월_남_20~29세,"5,148",338,313,818,337,256,547,196,306,694,683,475,185
2021년08월_남_30~39세,"5,484",277,325,"1,297",279,216,621,171,222,571,643,540,322
2021년08월_남_40~49세,"6,196",382,401,"1,028",394,297,629,239,345,750,761,582,388
2021년08월_남_50~59세,"7,337",445,541,881,538,351,806,379,463,877,"1,040",716,300
2021년08월_남_60~69세,"7,620",394,554,702,560,335,881,400,474,970,"1,235",734,381
2021년08월_남_70~79세,"4,578",270,352,330,381,226,554,272,359,628,697,334,175
2021년08월_남_80~89세,"1,646",82,122,102,155,90,189,103,122,238,252,124,67
2021년08월_남_90~99세,135,2,21,12,12,2,14,12,11,11,20,12,6
2021년08월_남_100세 이상,19,0,5,1,3,0,3,0,0,3,1,2,1
2021년08월_여_총인구수,"44,768","2,383","2,900","6,569","3,078","2,140","5,186","2,011","2,817","5,587","5,989","3,878","2,230"
2021년08월_여_연령구간인구수,"44,768","2,383","2,900","6,569","3,078","2,140","5,186","2,011","2,817","5,587","5,989","3,878","2,230"
2021년08월_여_0~9세,"1,885",82,57,551,77,85,199,42,72,197,160,200,163
2021년08월_여_10~19세,"2,362",119,124,403,171,148,261,83,174,288,304,170,117
2021년08월_여_20~29세,"5,110",321,318,"1,071",267,229,600,163,243,594,604,463,237
2021년08월_여_30~39세,"4,887",236,242,"1,325",198,180,531,131,185,527,500,508,324
2021년08월_여_40~49세,"5,343",305,301,962,374,277,575,191,298,638,595,519,308
2021년08월_여_50~59세,"6,933",349,449,872,474,324,833,298,462,930,992,666,284
2021년08월_여_60~69세,"8,526",471,654,753,637,423,"1,027",409,611,"1,078","1,366",732,365
2021년08월_여_70~79세,"6,057",323,479,381,518,316,730,430,481,851,881,405,262
2021년08월_여_80~89세,"3,169",158,230,212,301,135,371,237,251,421,530,181,142
2021년08월_여_90~99세,448,19,41,38,53,20,45,27,40,53,56,29,27
2021년08월_여_100세 이상,48,0,5,1,8,3,14,0,0,10,1,5,1
2021년09월_계_총인구수,"87,595","4,862","5,739","12,896","6,001","4,164","9,901","3,939","5,344","10,825","11,811","7,741","4,372"
2021년09월_계_연령구간인구수,"87,595","4,862","5,739","12,896","6,001","4,164","9,901","3,939","5,344","10,825","11,811","7,741","4,372"
2021년09월_계_0~9세,"4,002",147,138,"1,197",153,188,401,92,151,428,329,416,362
2021년09월_계_10~19세,"4,859",271,251,820,373,295,533,194,335,573,604,368,242
2021년09월_계_20~29세,"10,260",674,641,"1,890",601,489,"1,144",358,545,"1,282","1,294",919,423
2021년09월_계_30~39세,"10,347",534,564,"2,639",473,392,"1,143",299,400,"1,088","1,144","1,036",635
2021년09월_계_40~49세,"11,587",704,696,"2,018",765,576,"1,202",430,646,"1,376","1,378","1,099",697
2021년09월_계_50~59세,"14,268",806,986,"1,776","1,009",674,"1,645",673,916,"1,803","2,031","1,368",581
2021년09월_계_60~69세,"16,126",864,"1,202","1,471","1,194",759,"1,905",817,"1,083","2,053","2,591","1,444",743
2021년09월_계_70~79세,"10,646",595,834,713,900,541,"1,286",697,848,"1,479","1,578",734,441
2021년09월_계_80~89세,"4,846",244,356,319,459,226,564,338,371,665,782,309,213
2021년09월_계_90~99세,584,23,61,51,63,21,60,41,48,65,77,41,33
2021년09월_계_100세 이상,70,0,10,2,11,3,18,0,1,13,3,7,2
2021년09월_남_총인구수,"42,854","2,446","2,842","6,283","2,931","2,023","4,712","1,938","2,542","5,259","5,814","3,911","2,153"
2021년09월_남_연령구간인구수,"42,854","2,446","2,842","6,283","2,931","2,023","4,712","1,938","2,542","5,259","5,814","3,911","2,153"
2021년09월_남_0~9세,"2,119",64,80,636,75,104,201,54,81,237,168,220,199
2021년09월_남_10~19세,"2,516",151,128,427,208,152,269,109,163,286,300,199,124
2021년09월_남_20~29세,"5,163",341,318,824,334,254,551,201,301,696,684,467,192
2021년09월_남_30~39세,"5,474",295,328,"1,301",275,214,617,167,223,563,643,533,315
2021년09월_남_40~49세,"6,241",396,402,"1,042",394,297,630,242,342,743,775,587,391
2021년09월_남_50~59세,"7,330",450,535,893,535,350,800,380,460,877,"1,041",711,298
2021년09월_남_60~69세,"7,595",392,550,706,558,337,879,400,476,970,"1,224",724,379
2021년09월_남_70~79세,"4,601",273,353,338,383,224,554,270,364,632,702,329,179
2021년09월_남_80~89세,"1,660",81,122,103,154,89,194,103,121,241,256,127,69
2021년09월_남_90~99세,136,3,21,12,12,2,14,12,11,11,20,12,6
2021년09월_남_100세 이상,19,0,5,1,3,0,3,0,0,3,1,2,1
2021년09월_여_총인구수,"44,741","2,416","2,897","6,613","3,070","2,141","5,189","2,001","2,802","5,566","5,997","3,830","2,219"
2021년09월_여_연령구간인구수,"44,741","2,416","2,897","6,613","3,070","2,141","5,189","2,001","2,802","5,566","5,997","3,830","2,219"
2021년09월_여_0~9세,"1,883",83,58,561,78,84,200,38,70,191,161,196,163
2021년09월_여_10~19세,"2,343",120,123,393,165,143,264,85,172,287,304,169,118
2021년09월_여_20~29세,"5,097",333,323,"1,066",267,235,593,157,244,586,610,452,231
2021년09월_여_30~39세,"4,873",239,236,"1,338",198,178,526,132,177,525,501,503,320
2021년09월_여_40~49세,"5,346",308,294,976,371,279,572,188,304,633,603,512,306
2021년09월_여_50~59세,"6,938",356,451,883,474,324,845,293,456,926,990,657,283
2021년09월_여_60~69세,"8,531",472,652,765,636,422,"1,026",417,607,"1,083","1,367",720,364
2021년09월_여_70~79세,"6,045",322,481,375,517,317,732,427,484,847,876,405,262
2021년09월_여_80~89세,"3,186",163,234,216,305,137,370,235,250,424,526,182,144
2021년09월_여_90~99세,448,20,40,39,51,19,46,29,37,54,57,29,27
2021년09월_여_100세 이상,51,0,5,1,8,3,15,0,1,10,2,5,1
2021년10월_계_총인구수,"87,705","4,953","5,730","12,979","5,999","4,160","9,903","3,929","5,350","10,815","11,809","7,698","4,380"
2021년10월_계_연령구간인구수,"87,705","4,953","5,730","12,979","5,999","4,160","9,903","3,929","5,350","10,815","11,809","7,698","4,380"
2021년10월_계_0~9세,"4,016",150,137,"1,215",154,189,407,94,150,428,326,407,359
2021년10월_계_10~19세,"4,837",278,248,809,375,295,527,197,338,567,595,367,241
2021년10월_계_20~29세,"10,260",705,636,"1,915",597,486,"1,137",354,538,"1,272","1,295",898,427
2021년10월_계_30~39세,"10,361",548,558,"2,666",474,391,"1,136",294,401,"1,090","1,156","1,026",621
2021년10월_계_40~49세,"11,577",713,688,"2,022",765,571,"1,204",431,643,"1,368","1,383","1,088",701
2021년10월_계_50~59세,"14,302",818,992,"1,777","1,001",677,"1,654",672,915,"1,793","2,035","1,376",592
2021년10월_계_60~69세,"16,141",869,"1,207","1,475","1,198",759,"1,901",812,"1,097","2,064","2,573","1,442",744
2021년10월_계_70~79세,"10,670",600,832,722,904,541,"1,288",697,845,"1,484","1,576",734,447
2021년10월_계_80~89세,"4,879",250,361,324,455,228,567,335,373,671,790,314,211
2021년10월_계_90~99세,593,22,61,52,66,20,64,43,49,65,77,39,35
2021년10월_계_100세 이상,69,0,10,2,10,3,18,0,1,13,3,7,2
2021년10월_남_총인구수,"42,908","2,494","2,836","6,324","2,930","2,022","4,710","1,932","2,545","5,255","5,823","3,883","2,154"
2021년10월_남_연령구간인구수,"42,908","2,494","2,836","6,324","2,930","2,022","4,710","1,932","2,545","5,255","5,823","3,883","2,154"
2021년10월_남_0~9세,"2,132",66,81,654,74,105,204,54,82,234,166,213,199
2021년10월_남_10~19세,"2,498",156,125,419,207,151,263,109,166,286,297,198,121
2021년10월_남_20~29세,"5,173",359,317,835,336,256,552,198,297,688,686,454,195
2021년10월_남_30~39세,"5,458",297,325,"1,307",274,209,607,165,221,571,655,523,304
2021년10월_남_40~49세,"6,244",403,392,"1,047",392,293,636,241,339,741,778,587,395
2021년10월_남_50~59세,"7,355",457,543,891,533,354,804,380,458,871,"1,049",712,303
2021년10월_남_60~69세,"7,595",392,552,711,562,336,876,399,482,971,"1,210",726,378
2021년10월_남_70~79세,"4,612",275,353,341,384,225,553,269,366,635,698,330,183
2021년10월_남_80~89세,"1,684",86,122,104,154,91,197,105,123,244,263,127,68
2021년10월_남_90~99세,138,3,21,14,11,2,15,12,11,11,20,11,7
2021년10월_남_100세 이상,19,0,5,1,3,0,3,0,0,3,1,2,1
2021년10월_여_총인구수,"44,797","2,459","2,894","6,655","3,069","2,138","5,193","1,997","2,805","5,560","5,986","3,815","2,226"
2021년10월_여_연령구간인구수,"44,797","2,459","2,894","6,655","3,069","2,138","5,193","1,997","2,805","5,560","5,986","3,815","2,226"
2021년10월_여_0~9세,"1,884",84,56,561,80,84,203,40,68,194,160,194,160
2021년10월_여_10~19세,"2,339",122,123,390,168,144,264,88,172,281,298,169,120
2021년10월_여_20~29세,"5,087",346,319,"1,080",261,230,585,156,241,584,609,444,232
2021년10월_여_30~39세,"4,903",251,233,"1,359",200,182,529,129,180,519,501,503,317
2021년10월_여_40~49세,"5,333",310,296,975,373,278,568,190,304,627,605,501,306
2021년10월_여_50~59세,"6,947",361,449,886,468,323,850,292,457,922,986,664,289
2021년10월_여_60~69세,"8,546",477,655,764,636,423,"1,025",413,615,"1,093","1,363",716,366
2021년10월_여_70~79세,"6,058",325,479,381,520,316,735,428,479,849,878,404,264
2021년10월_여_80~89세,"3,195",164,239,220,301,137,370,230,250,427,527,187,143
2021년10월_여_90~99세,455,19,40,38,55,18,49,31,38,54,57,28,28
2021년10월_여_100세 이상,50,0,5,1,7,3,15,0,1,10,2,5,1
2021년11월_계_총인구수,"87,770","4,991","5,725","13,054","5,987","4,171","9,844","3,909","5,352","10,802","11,834","7,730","4,371"
2021년11월_계_연령구간인구수,"87,770","4,991","5,725","13,054","5,987","4,171","9,844","3,909","5,352","10,802","11,834","7,730","4,371"
2021년11월_계_0~9세,"4,016",148,135,"1,236",154,191,401,91,145,430,319,407,359
2021년11월_계_10~19세,"4,833",278,248,797,382,296,524,193,340,572,593,368,242
2021년11월_계_20~29세,"10,248",716,634,"1,914",584,487,"1,128",351,534,"1,265","1,298",911,426
2021년11월_계_30~39세,"10,404",560,560,"2,692",478,397,"1,123",290,399,"1,086","1,167","1,037",615
2021년11월_계_40~49세,"11,598",730,682,"2,030",761,573,"1,202",425,642,"1,376","1,381","1,099",697
2021년11월_계_50~59세,"14,299",814,999,"1,789","1,002",678,"1,643",673,914,"1,785","2,044","1,367",591
2021년11월_계_60~69세,"16,154",875,"1,199","1,486","1,195",752,"1,888",808,"1,095","2,069","2,584","1,456",747
2021년11월_계_70~79세,"10,675",596,835,721,898,545,"1,302",699,855,"1,478","1,571",730,445
2021년11월_계_80~89세,"4,906",251,361,332,458,230,569,334,375,673,795,317,211
2021년11월_계_90~99세,601,23,62,55,65,19,63,45,52,64,79,38,36
2021년11월_계_100세 이상,36,0,10,2,10,3,1,0,1,4,3,0,2
2021년11월_남_총인구수,"42,946","2,512","2,834","6,358","2,925","2,032","4,673","1,924","2,552","5,242","5,832","3,906","2,156"
2021년11월_남_연령구간인구수,"42,946","2,512","2,834","6,358","2,925","2,032","4,673","1,924","2,552","5,242","5,832","3,906","2,156"
2021년11월_남_0~9세,"2,125",65,80,662,75,107,199,54,76,234,161,213,199
2021년11월_남_10~19세,"2,499",157,127,414,212,153,263,108,168,285,295,195,122
2021년11월_남_20~29세,"5,154",359,313,833,328,255,543,197,295,684,687,463,197
2021년11월_남_30~39세,"5,487",303,330,"1,322",273,213,603,161,223,562,665,528,304
2021년11월_남_40~49세,"6,263",414,391,"1,049",390,295,630,239,344,753,772,593,393
2021년11월_남_50~59세,"7,364",455,546,899,538,354,803,381,460,863,"1,055",710,300
2021년11월_남_60~69세,"7,604",397,544,716,561,336,862,397,485,975,"1,214",734,383
2021년11월_남_70~79세,"4,608",273,354,340,381,223,560,269,367,630,698,331,182
2021년11월_남_80~89세,"1,689",85,123,108,154,94,196,106,122,243,262,128,68
2021년11월_남_90~99세,140,4,21,14,10,2,14,12,12,11,22,11,7
2021년11월_남_100세 이상,13,0,5,1,3,0,0,0,0,2,1,0,1
2021년11월_여_총인구수,"44,824","2,479","2,891","6,696","3,062","2,139","5,171","1,985","2,800","5,560","6,002","3,824","2,215"
2021년11월_여_연령구간인구수,"44,824","2,479","2,891","6,696","3,062","2,139","5,171","1,985","2,800","5,560","6,002","3,824","2,215"
2021년11월_여_0~9세,"1,891",83,55,574,79,84,202,37,69,196,158,194,160
2021년11월_여_10~19세,"2,334",121,121,383,170,143,261,85,172,287,298,173,120
2021년11월_여_20~29세,"5,094",357,321,"1,081",256,232,585,154,239,581,611,448,229
2021년11월_여_30~39세,"4,917",257,230,"1,370",205,184,520,129,176,524,502,509,311
2021년11월_여_40~49세,"5,335",316,291,981,371,278,572,186,298,623,609,506,304
2021년11월_여_50~59세,"6,935",359,453,890,464,324,840,292,454,922,989,657,291
2021년11월_여_60~69세,"8,550",478,655,770,634,416,"1,026",411,610,"1,094","1,370",722,364
2021년11월_여_70~79세,"6,067",323,481,381,517,322,742,430,488,848,873,399,263
2021년11월_여_80~89세,"3,217",166,238,224,304,136,373,228,253,430,533,189,143
2021년11월_여_90~99세,461,19,41,41,55,17,49,33,40,53,57,27,29
2021년11월_여_100세 이상,23,0,5,1,7,3,1,0,1,2,2,0,1
2021년12월_계_총인구수,"87,679","5,027","5,701","13,029","5,953","4,160","9,819","3,902","5,306","10,783","11,789","7,862","4,348"
2021년12월_계_연령구간인구수,"87,679","5,027","5,701","13,029","5,953","4,160","9,819","3,902","5,306","10,783","11,789","7,862","4,348"
2021년12월_계_0~9세,"3,964",149,133,"1,224",151,187,397,95,139,422,308,397,362
2021년12월_계_10~19세,"4,824",282,252,794,382,297,521,188,339,575,592,365,237
2021년12월_계_20~29세,"10,278",727,622,"1,904",577,479,"1,114",348,529,"1,262","1,288","1,004",424
2021년12월_계_30~39세,"10,400",570,559,"2,673",476,400,"1,127",290,388,"1,077","1,155","1,081",604
2021년12월_계_40~49세,"11,575",720,688,"2,036",764,570,"1,202",425,640,"1,362","1,377","1,095",696
2021년12월_계_50~59세,"14,296",828,997,"1,792","1,000",664,"1,644",677,903,"1,792","2,027","1,379",593
2021년12월_계_60~69세,"16,111",882,"1,185","1,491","1,183",753,"1,877",803,"1,088","2,071","2,581","1,458",739
2021년12월_계_70~79세,"10,677",589,840,726,894,554,"1,309",696,849,"1,471","1,576",732,441
2021년12월_계_80~89세,"4,935",257,361,333,459,232,567,335,381,681,803,313,213
2021년12월_계_90~99세,604,23,62,55,67,21,60,45,49,66,80,38,38
2021년12월_계_100세 이상,15,0,2,1,0,3,1,0,1,4,2,0,1
2021년12월_남_총인구수,"42,877","2,532","2,826","6,331","2,908","2,022","4,654","1,921","2,535","5,231","5,821","3,951","2,145"
2021년12월_남_연령구간인구수,"42,877","2,532","2,826","6,331","2,908","2,022","4,654","1,921","2,535","5,231","5,821","3,951","2,145"
2021년12월_남_0~9세,"2,106",66,79,655,74,105,201,55,73,230,159,210,199
2021년12월_남_10~19세,"2,494",156,127,413,212,151,263,104,170,290,296,192,120
2021년12월_남_20~29세,"5,156",366,312,824,325,254,535,196,292,685,682,487,198
2021년12월_남_30~39세,"5,476",308,325,"1,309",271,213,601,163,218,552,667,552,297
2021년12월_남_40~49세,"6,242",409,395,"1,051",392,290,630,238,343,747,769,586,392
2021년12월_남_50~59세,"7,370",463,549,899,537,348,802,383,456,864,"1,047",720,302
2021년12월_남_60~69세,"7,572",403,537,716,553,333,853,396,482,975,"1,210",738,376
2021년12월_남_70~79세,"4,625",270,358,342,380,230,561,269,366,629,704,331,185
2021년12월_남_80~89세,"1,690",87,123,108,154,95,194,105,123,245,265,124,67
2021년12월_남_90~99세,143,4,20,14,10,3,14,12,12,12,22,11,9
2021년12월_남_100세 이상,3,0,1,0,0,0,0,0,0,2,0,0,0
2021년12월_여_총인구수,"44,802","2,495","2,875","6,698","3,045","2,138","5,165","1,981","2,771","5,552","5,968","3,911","2,203"
2021년12월_여_연령구간인구수,"44,802","2,495","2,875","6,698","3,045","2,138","5,165","1,981","2,771","5,552","5,968","3,911","2,203"
2021년12월_여_0~9세,"1,858",83,54,569,77,82,196,40,66,192,149,187,163
2021년12월_여_10~19세,"2,330",126,125,381,170,146,258,84,169,285,296,173,117
