카테고리,충청남도 공주시,충청남도 공주시 유구읍,충청남도 공주시 이인면,충청남도 공주시 탄천면,충청남도 공주시 계룡면,충청남도 공주시 반포면,충청남도 공주시 의당면,충청남도 공주시 정안면,충청남도 공주시 우성면,충청남도 공주시 사곡면,충청남도 공주시 신풍면,충청남도 공주시 중학동,충청남도 공주시 웅진동,충청남도 공주시 금학동,충청남도 공주시 옥룡동,충청남도 공주시 신관동,충청남도 공주시 월송동
2020년12월_여_100세 이상,49,3,5,3,3,1,1,4,7,3,5,3,6,1,1,1,2
2021년01월_계_총인구수,"104,442","7,448","3,290","2,966","5,562","4,237","4,685","4,680","5,242","2,949","3,218","4,653","8,265","5,407","7,992","19,353","14,495"
2021년01월_계_연령구간인구수,"104,442","7,448","3,290","2,966","5,562","4,237","4,685","4,680","5,242","2,949","3,218","4,653","8,265","5,407","7,992","19,353","14,495"
2021년01월_계_0~9세,"5,724",275,100,70,166,152,185,115,161,70,76,190,439,345,319,"1,393","1,668"
2021년01월_계_10~19세,"8,154",399,127,134,281,188,370,219,289,159,89,330,697,573,557,"2,023","1,719"
2021년01월_계_20~29세,"11,199",480,217,190,330,339,468,295,379,190,165,578,923,722,865,"3,200","1,858"
2021년01월_계_30~39세,"9,446",490,188,179,301,325,358,268,339,150,179,383,842,523,686,"2,278","1,957"
2021년01월_계_40~49세,"13,313",782,277,236,504,465,588,439,535,260,309,577,"1,149",784,997,"3,012","2,399"
2021년01월_계_50~59세,"18,337","1,314",613,478,"1,018",971,957,805,925,524,615,822,"1,404",875,"1,549","3,230","2,237"
2021년01월_계_60~69세,"18,553","1,767",750,654,"1,386",989,865,"1,129","1,147",672,864,782,"1,438",860,"1,493","2,351","1,406"
2021년01월_계_70~79세,"11,494","1,125",555,537,884,507,510,735,812,483,541,605,861,452,965,"1,197",725
2021년01월_계_80~89세,"7,119",715,403,423,597,255,330,573,561,393,324,327,447,238,500,586,447
2021년01월_계_90~99세,"1,040",94,54,62,90,45,54,98,87,44,51,56,58,32,60,79,76
2021년01월_계_100세 이상,63,7,6,3,5,1,0,4,7,4,5,3,7,3,1,4,3
2021년01월_남_총인구수,"52,273","3,752","1,678","1,536","2,843","2,229","2,425","2,426","2,726","1,484","1,441","2,324","4,043","2,709","4,037","9,458","7,162"
2021년01월_남_연령구간인구수,"52,273","3,752","1,678","1,536","2,843","2,229","2,425","2,426","2,726","1,484","1,441","2,324","4,043","2,709","4,037","9,458","7,162"
2021년01월_남_0~9세,"2,971",155,45,35,85,92,87,64,85,38,38,102,236,177,165,730,837
2021년01월_남_10~19세,"4,212",203,83,64,153,109,185,125,142,78,47,178,335,283,289,"1,038",900
2021년01월_남_20~29세,"6,204",300,123,129,187,202,284,182,233,100,98,313,490,363,511,"1,678","1,011"
2021년01월_남_30~39세,"5,061",291,111,104,163,188,195,156,209,97,89,218,478,280,399,"1,147",936
2021년01월_남_40~49세,"7,025",450,173,144,305,247,334,277,336,154,132,309,593,411,550,"1,461","1,149"
2021년01월_남_50~59세,"9,446",644,351,276,587,518,516,429,527,294,265,420,702,452,793,"1,548","1,124"
2021년01월_남_60~69세,"9,291",909,391,358,703,515,454,602,590,347,399,383,667,441,724,"1,089",719
2021년01월_남_70~79세,"5,272",514,255,257,434,241,249,349,395,215,239,263,367,223,413,534,324
2021년01월_남_80~89세,"2,506",260,125,157,201,103,110,213,182,151,117,123,160,74,176,214,140
2021년01월_남_90~99세,271,22,21,12,23,14,11,29,27,9,17,15,14,3,17,16,21
2021년01월_남_100세 이상,14,4,0,0,2,0,0,0,0,1,0,0,1,2,0,3,1
2021년01월_여_총인구수,"52,169","3,696","1,612","1,430","2,719","2,008","2,260","2,254","2,516","1,465","1,777","2,329","4,222","2,698","3,955","9,895","7,333"
2021년01월_여_연령구간인구수,"52,169","3,696","1,612","1,430","2,719","2,008","2,260","2,254","2,516","1,465","1,777","2,329","4,222","2,698","3,955","9,895","7,333"
2021년01월_여_0~9세,"2,753",120,55,35,81,60,98,51,76,32,38,88,203,168,154,663,831
2021년01월_여_10~19세,"3,942",196,44,70,128,79,185,94,147,81,42,152,362,290,268,985,819
2021년01월_여_20~29세,"4,995",180,94,61,143,137,184,113,146,90,67,265,433,359,354,"1,522",847
2021년01월_여_30~39세,"4,385",199,77,75,138,137,163,112,130,53,90,165,364,243,287,"1,131","1,021"
2021년01월_여_40~49세,"6,288",332,104,92,199,218,254,162,199,106,177,268,556,373,447,"1,551","1,250"
2021년01월_여_50~59세,"8,891",670,262,202,431,453,441,376,398,230,350,402,702,423,756,"1,682","1,113"
2021년01월_여_60~69세,"9,262",858,359,296,683,474,411,527,557,325,465,399,771,419,769,"1,262",687
2021년01월_여_70~79세,"6,222",611,300,280,450,266,261,386,417,268,302,342,494,229,552,663,401
2021년01월_여_80~89세,"4,613",455,278,266,396,152,220,360,379,242,207,204,287,164,324,372,307
2021년01월_여_90~99세,769,72,33,50,67,31,43,69,60,35,34,41,44,29,43,63,55
2021년01월_여_100세 이상,49,3,6,3,3,1,0,4,7,3,5,3,6,1,1,1,2
2021년02월_계_총인구수,"104,319","7,418","3,293","2,972","5,564","4,239","4,685","4,675","5,222","2,944","3,219","4,628","8,267","5,417","7,997","19,359","14,420"
2021년02월_계_연령구간인구수,"104,319","7,418","3,293","2,972","5,564","4,239","4,685","4,675","5,222","2,944","3,219","4,628","8,267","5,417","7,997","19,359","14,420"
2021년02월_계_0~9세,"5,681",271,100,70,166,149,188,115,159,70,75,184,440,343,317,"1,367","1,667"
2021년02월_계_10~19세,"8,100",391,123,128,280,191,362,221,286,161,89,322,688,580,543,"2,038","1,697"
2021년02월_계_20~29세,"11,091",475,220,191,324,338,464,288,369,190,165,566,930,706,862,"3,176","1,827"
2021년02월_계_30~39세,"9,406",484,186,184,301,316,352,262,341,147,175,377,834,529,689,"2,278","1,951"
2021년02월_계_40~49세,"13,261",771,280,232,494,475,584,439,526,256,307,570,"1,159",786,"1,004","3,003","2,375"
2021년02월_계_50~59세,"18,320","1,312",610,480,"1,028",966,959,798,914,516,610,819,"1,403",874,"1,548","3,253","2,230"
2021년02월_계_60~69세,"18,678","1,769",753,659,"1,395",994,873,"1,134","1,156",679,871,799,"1,438",868,"1,503","2,363","1,424"
2021년02월_계_70~79세,"11,514","1,129",551,537,880,510,509,742,813,482,547,605,860,451,963,"1,205",730
2021년02월_계_80~89세,"7,156",715,410,423,600,254,337,573,566,394,324,327,451,244,507,592,439
2021년02월_계_90~99세,"1,049",94,54,65,91,45,57,99,86,45,51,56,56,33,60,80,77
2021년02월_계_100세 이상,63,7,6,3,5,1,0,4,6,4,5,3,8,3,1,4,3
2021년02월_남_총인구수,"52,177","3,745","1,678","1,539","2,840","2,226","2,420","2,421","2,717","1,475","1,443","2,305","4,047","2,716","4,026","9,463","7,116"
2021년02월_남_연령구간인구수,"52,177","3,745","1,678","1,539","2,840","2,226","2,420","2,421","2,717","1,475","1,443","2,305","4,047","2,716","4,026","9,463","7,116"
2021년02월_남_0~9세,"2,945",154,45,35,87,92,89,64,83,38,37,98,234,178,161,716,834
2021년02월_남_10~19세,"4,194",200,79,62,150,110,180,125,143,77,47,175,336,288,282,"1,048",892
2021년02월_남_20~29세,"6,120",298,127,129,182,196,277,178,229,100,100,301,493,359,504,"1,653",994
2021년02월_남_30~39세,"5,056",291,109,109,165,181,194,149,211,94,87,217,472,285,400,"1,165",927
2021년02월_남_40~49세,"6,997",446,174,142,296,254,330,277,332,152,133,309,607,406,551,"1,450","1,138"
2021년02월_남_50~59세,"9,423",645,347,276,596,515,517,429,516,286,261,413,701,449,792,"1,560","1,120"
2021년02월_남_60~69세,"9,344",905,394,358,705,518,459,604,597,352,404,391,662,448,729,"1,098",720
2021년02월_남_70~79세,"5,294",517,254,260,434,242,250,354,394,214,240,264,369,224,412,536,330
2021년02월_남_80~89세,"2,516",263,128,156,200,104,112,211,186,152,117,121,158,74,178,217,139
2021년02월_남_90~99세,274,22,21,12,23,14,12,30,26,9,17,16,14,3,17,17,21
2021년02월_남_100세 이상,14,4,0,0,2,0,0,0,0,1,0,0,1,2,0,3,1
2021년02월_여_총인구수,"52,142","3,673","1,615","1,433","2,724","2,013","2,265","2,254","2,505","1,469","1,776","2,323","4,220","2,701","3,971","9,896","7,304"
2021년02월_여_연령구간인구수,"52,142","3,673","1,615","1,433","2,724","2,013","2,265","2,254","2,505","1,469","1,776","2,323","4,220","2,701","3,971","9,896","7,304"
2021년02월_여_0~9세,"2,736",117,55,35,79,57,99,51,76,32,38,86,206,165,156,651,833
2021년02월_여_10~19세,"3,906",191,44,66,130,81,182,96,143,84,42,147,352,292,261,990,805
2021년02월_여_20~29세,"4,971",177,93,62,142,142,187,110,140,90,65,265,437,347,358,"1,523",833
2021년02월_여_30~39세,"4,350",193,77,75,136,135,158,113,130,53,88,160,362,244,289,"1,113","1,024"
2021년02월_여_40~49세,"6,264",325,106,90,198,221,254,162,194,104,174,261,552,380,453,"1,553","1,237"
2021년02월_여_50~59세,"8,897",667,263,204,432,451,442,369,398,230,349,406,702,425,756,"1,693","1,110"
2021년02월_여_60~69세,"9,334",864,359,301,690,476,414,530,559,327,467,408,776,420,774,"1,265",704
2021년02월_여_70~79세,"6,220",612,297,277,446,268,259,388,419,268,307,341,491,227,551,669,400
2021년02월_여_80~89세,"4,640",452,282,267,400,150,225,362,380,242,207,206,293,170,329,375,300
2021년02월_여_90~99세,775,72,33,53,68,31,45,69,60,36,34,40,42,30,43,63,56
2021년02월_여_100세 이상,49,3,6,3,3,1,0,4,6,3,5,3,7,1,1,1,2
2021년03월_계_총인구수,"103,839","7,353","3,241","2,974","5,486","4,237","4,670","4,628","5,220","2,913","3,208","4,573","8,219","5,397","7,973","19,358","14,389"
2021년03월_계_연령구간인구수,"103,839","7,353","3,241","2,974","5,486","4,237","4,670","4,628","5,220","2,913","3,208","4,573","8,219","5,397","7,973","19,358","14,389"
2021년03월_계_0~9세,"5,651",269,101,71,168,149,193,116,166,68,75,181,438,341,308,"1,366","1,641"
2021년03월_계_10~19세,"8,103",390,116,126,283,193,360,218,287,157,91,315,687,586,540,"2,054","1,700"
2021년03월_계_20~29세,"11,030",466,224,196,309,334,461,286,362,185,161,570,927,717,861,"3,165","1,806"
2021년03월_계_30~39세,"9,347",479,184,181,297,319,349,253,337,143,172,374,831,524,684,"2,282","1,938"
2021년03월_계_40~49세,"13,157",755,271,232,480,471,579,432,525,252,303,561,"1,150",774,"1,009","2,971","2,392"
2021년03월_계_50~59세,"18,163","1,298",595,473,"1,012",957,953,777,909,504,600,802,"1,397",857,"1,536","3,260","2,233"
2021년03월_계_60~69세,"18,747","1,774",743,668,"1,384","1,009",872,"1,139","1,170",683,878,802,"1,431",869,"1,509","2,382","1,434"
2021년03월_계_70~79세,"11,415","1,115",544,532,867,506,505,738,804,479,547,591,850,448,957,"1,204",728
2021년03월_계_80~89세,"7,139",719,405,420,594,253,341,569,566,395,324,319,448,243,512,591,440
2021년03월_계_90~99세,"1,049",86,55,72,91,45,57,99,88,43,52,58,55,36,57,81,74
2021년03월_계_100세 이상,38,2,3,3,1,1,0,1,6,4,5,0,5,2,0,2,3
2021년03월_남_총인구수,"51,972","3,713","1,658","1,537","2,809","2,226","2,411","2,410","2,718","1,463","1,438","2,280","4,029","2,702","4,023","9,446","7,109"
2021년03월_남_연령구간인구수,"51,972","3,713","1,658","1,537","2,809","2,226","2,411","2,410","2,718","1,463","1,438","2,280","4,029","2,702","4,023","9,446","7,109"
2021년03월_남_0~9세,"2,929",152,46,36,88,92,93,65,89,37,36,96,234,177,159,710,819
2021년03월_남_10~19세,"4,191",199,75,62,151,113,179,125,140,75,49,173,334,289,278,"1,050",899
2021년03월_남_20~29세,"6,061",289,129,129,179,191,278,177,222,96,97,300,496,365,500,"1,627",986
2021년03월_남_30~39세,"5,027",288,106,106,161,184,191,143,210,91,87,214,463,283,401,"1,171",928
2021년03월_남_40~49세,"6,951",436,169,143,286,249,329,274,330,150,132,306,610,398,551,"1,438","1,150"
2021년03월_남_50~59세,"9,364",643,339,272,595,517,511,419,514,282,257,406,692,442,788,"1,571","1,116"
2021년03월_남_60~69세,"9,394",908,389,362,700,522,457,613,605,357,407,391,669,449,738,"1,102",725
2021년03월_남_70~79세,"5,253",514,257,257,428,240,248,354,392,213,236,259,360,221,409,538,327
2021년03월_남_80~89세,"2,521",264,127,153,197,104,114,209,190,152,120,118,157,74,183,220,139
2021년03월_남_90~99세,273,19,21,17,23,14,11,31,26,9,17,17,13,3,16,17,19
2021년03월_남_100세 이상,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021년03월_여_총인구수,"51,867","3,640","1,583","1,437","2,677","2,011","2,259","2,218","2,502","1,450","1,770","2,293","4,190","2,695","3,950","9,912","7,280"
2021년03월_여_연령구간인구수,"51,867","3,640","1,583","1,437","2,677","2,011","2,259","2,218","2,502","1,450","1,770","2,293","4,190","2,695","3,950","9,912","7,280"
2021년03월_여_0~9세,"2,722",117,55,35,80,57,100,51,77,31,39,85,204,164,149,656,822
2021년03월_여_10~19세,"3,912",191,41,64,132,80,181,93,147,82,42,142,353,297,262,"1,004",801
2021년03월_여_20~29세,"4,969",177,95,67,130,143,183,109,140,89,64,270,431,352,361,"1,538",820
2021년03월_여_30~39세,"4,320",191,78,75,136,135,158,110,127,52,85,160,368,241,283,"1,111","1,010"
2021년03월_여_40~49세,"6,206",319,102,89,194,222,250,158,195,102,171,255,540,376,458,"1,533","1,242"
2021년03월_여_50~59세,"8,799",655,256,201,417,440,442,358,395,222,343,396,705,415,748,"1,689","1,117"
2021년03월_여_60~69세,"9,353",866,354,306,684,487,415,526,565,326,471,411,762,420,771,"1,280",709
2021년03월_여_70~79세,"6,162",601,287,275,439,266,257,384,412,266,311,332,490,227,548,666,401
2021년03월_여_80~89세,"4,618",455,278,267,397,149,227,360,376,243,204,201,291,169,329,371,301
2021년03월_여_90~99세,776,67,34,55,68,31,46,68,62,34,35,41,42,33,41,64,55
2021년03월_여_100세 이상,30,1,3,3,0,1,0,1,6,3,5,0,4,1,0,0,2
2021년04월_계_총인구수,"103,782","7,325","3,235","2,976","5,492","4,245","4,669","4,628","5,223","2,909","3,203","4,580","8,225","5,392","7,969","19,384","14,327"
2021년04월_계_연령구간인구수,"103,782","7,325","3,235","2,976","5,492","4,245","4,669","4,628","5,223","2,909","3,203","4,580","8,225","5,392","7,969","19,384","14,327"
2021년04월_계_0~9세,"5,622",263,99,69,164,147,196,119,165,70,77,183,439,340,304,"1,369","1,618"
2021년04월_계_10~19세,"8,074",391,115,128,279,199,360,218,281,157,92,319,679,583,530,"2,040","1,703"
2021년04월_계_20~29세,"11,017",463,221,188,313,335,455,281,368,183,157,584,933,718,848,"3,174","1,796"
2021년04월_계_30~39세,"9,291",471,189,181,302,317,349,251,335,142,170,370,829,525,684,"2,280","1,896"
2021년04월_계_40~49세,"13,183",753,269,235,475,472,583,432,522,249,303,561,"1,157",775,"1,003","2,985","2,409"
2021년04월_계_50~59세,"18,076","1,282",593,471,"1,014",950,940,767,918,506,594,793,"1,388",854,"1,533","3,251","2,222"
2021년04월_계_60~69세,"18,888","1,773",751,678,"1,387","1,021",890,"1,157","1,170",681,884,800,"1,444",867,"1,539","2,402","1,444"
2021년04월_계_70~79세,"11,382","1,121",543,530,874,502,497,729,800,477,546,590,844,448,957,"1,201",723
2021년04월_계_80~89세,"7,143",718,398,420,589,255,342,575,566,396,322,321,452,242,511,598,438
2021년04월_계_90~99세,"1,068",88,54,73,94,46,57,98,92,44,53,59,55,38,60,82,75
2021년04월_계_100세 이상,38,2,3,3,1,1,0,1,6,4,5,0,5,2,0,2,3
2021년04월_남_총인구수,"51,925","3,701","1,661","1,534","2,811","2,228","2,408","2,407","2,715","1,461","1,437","2,289","4,031","2,694","4,015","9,444","7,089"
2021년04월_남_연령구간인구수,"51,925","3,701","1,661","1,534","2,811","2,228","2,408","2,407","2,715","1,461","1,437","2,289","4,031","2,694","4,015","9,444","7,089"
2021년04월_남_0~9세,"2,914",147,45,36,85,91,93,65,89,38,37,96,236,178,158,708,812
2021년04월_남_10~19세,"4,171",200,76,62,150,115,179,124,138,75,50,177,332,284,271,"1,036",902
2021년04월_남_20~29세,"6,046",284,127,123,182,189,273,173,221,94,97,310,494,365,493,"1,637",984
2021년04월_남_30~39세,"4,992",287,108,106,162,183,193,143,209,89,84,212,462,284,402,"1,164",904
2021년04월_남_40~49세,"6,963",436,168,144,285,248,327,272,325,150,132,308,614,397,543,"1,448","1,166"
2021년04월_남_50~59세,"9,319",639,340,270,592,512,506,414,519,283,255,401,688,440,793,"1,562","1,105"
2021년04월_남_60~69세,"9,472",904,396,367,706,533,467,624,607,357,405,390,677,447,748,"1,113",731
2021년04월_남_70~79세,"5,240",519,258,252,433,238,243,353,389,212,236,259,358,221,406,536,327
2021년04월_남_80~89세,"2,521",264,123,157,192,105,117,208,190,152,124,118,156,74,183,221,137
2021년04월_남_90~99세,279,20,20,17,23,14,10,31,28,10,17,18,13,3,18,17,20
2021년04월_남_100세 이상,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021년04월_여_총인구수,"51,857","3,624","1,574","1,442","2,681","2,017","2,261","2,221","2,508","1,448","1,766","2,291","4,194","2,698","3,954","9,940","7,238"
2021년04월_여_연령구간인구수,"51,857","3,624","1,574","1,442","2,681","2,017","2,261","2,221","2,508","1,448","1,766","2,291","4,194","2,698","3,954","9,940","7,238"
2021년04월_여_0~9세,"2,708",116,54,33,79,56,103,54,76,32,40,87,203,162,146,661,806
2021년04월_여_10~19세,"3,903",191,39,66,129,84,181,94,143,82,42,142,347,299,259,"1,004",801
2021년04월_여_20~29세,"4,971",179,94,65,131,146,182,108,147,89,60,274,439,353,355,"1,537",812
2021년04월_여_30~39세,"4,299",184,81,75,140,134,156,108,126,53,86,158,367,241,282,"1,116",992
2021년04월_여_40~49세,"6,220",317,101,91,190,224,256,160,197,99,171,253,543,378,460,"1,537","1,243"
2021년04월_여_50~59세,"8,757",643,253,201,422,438,434,353,399,223,339,392,700,414,740,"1,689","1,117"
2021년04월_여_60~69세,"9,416",869,355,311,681,488,423,533,563,324,479,410,767,420,791,"1,289",713
2021년04월_여_70~79세,"6,142",602,285,278,441,264,254,376,411,265,310,331,486,227,551,665,396
2021년04월_여_80~89세,"4,622",454,275,263,397,150,225,367,376,244,198,203,296,168,328,377,301
2021년04월_여_90~99세,789,68,34,56,71,32,47,67,64,34,36,41,42,35,42,65,55
2021년04월_여_100세 이상,30,1,3,3,0,1,0,1,6,3,5,0,4,1,0,0,2
2021년05월_계_총인구수,"103,752","7,325","3,227","2,975","5,483","4,257","4,648","4,628","5,220","2,891","3,200","4,587","8,238","5,414","7,953","19,372","14,334"
2021년05월_계_연령구간인구수,"103,752","7,325","3,227","2,975","5,483","4,257","4,648","4,628","5,220","2,891","3,200","4,587","8,238","5,414","7,953","19,372","14,334"
2021년05월_계_0~9세,"5,593",268,100,65,161,154,191,119,165,68,77,183,450,339,301,"1,341","1,611"
2021년05월_계_10~19세,"8,055",395,113,126,276,194,355,214,286,151,92,319,679,587,532,"2,027","1,709"
2021년05월_계_20~29세,"11,001",460,217,190,312,339,459,282,365,181,155,587,935,714,846,"3,181","1,778"
2021년05월_계_30~39세,"9,257",469,189,173,298,316,342,248,335,140,173,379,826,525,663,"2,281","1,900"
2021년05월_계_40~49세,"13,088",746,264,233,460,458,578,418,522,245,295,560,"1,157",778,999,"2,978","2,397"
2021년05월_계_50~59세,"18,036","1,258",591,470,"1,017",960,928,775,913,501,593,780,"1,387",858,"1,530","3,252","2,223"
2021년05월_계_60~69세,"19,037","1,793",751,685,"1,394","1,027",897,"1,167","1,176",685,887,811,"1,444",876,"1,547","2,421","1,476"
2021년05월_계_70~79세,"11,392","1,124",546,527,870,504,491,731,794,480,546,587,848,454,961,"1,205",724
2021년05월_계_80~89세,"7,173",722,396,429,599,258,349,574,569,391,323,322,450,243,512,599,437
2021년05월_계_90~99세,"1,082",88,57,74,95,46,58,99,89,45,54,59,57,38,62,85,76
2021년05월_계_100세 이상,38,2,3,3,1,1,0,1,6,4,5,0,5,2,0,2,3
2021년05월_남_총인구수,"51,924","3,701","1,660","1,535","2,809","2,237","2,396","2,410","2,716","1,452","1,438","2,298","4,043","2,705","4,002","9,437","7,085"
2021년05월_남_연령구간인구수,"51,924","3,701","1,660","1,535","2,809","2,237","2,396","2,410","2,716","1,452","1,438","2,298","4,043","2,705","4,002","9,437","7,085"
2021년05월_남_0~9세,"2,901",152,45,34,83,94,92,66,89,37,36,98,243,177,153,695,807
2021년05월_남_10~19세,"4,162",202,75,60,149,113,172,121,141,72,50,179,331,287,276,"1,031",903
2021년05월_남_20~29세,"6,036",278,128,125,181,193,278,172,221,92,95,313,499,360,493,"1,637",971
2021년05월_남_30~39세,"4,985",285,106,102,163,182,194,145,208,89,88,216,463,286,382,"1,166",910
2021년05월_남_40~49세,"6,908",434,167,145,277,240,320,261,322,149,129,308,611,397,544,"1,447","1,157"
2021년05월_남_50~59세,"9,302",629,337,269,588,520,499,420,522,276,254,397,690,443,792,"1,560","1,106"
2021년05월_남_60~69세,"9,558",914,399,370,714,535,472,631,610,363,407,393,681,451,754,"1,119",745
2021년05월_남_70~79세,"5,251",520,261,252,433,240,239,355,387,213,238,258,357,226,402,543,327
2021년05월_남_80~89세,"2,529",266,121,161,197,106,119,208,187,150,124,118,154,74,186,220,138
2021년05월_남_90~99세,284,20,21,17,23,14,11,31,29,10,17,18,13,3,20,17,20
2021년05월_남_100세 이상,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021년05월_여_총인구수,"51,828","3,624","1,567","1,440","2,674","2,020","2,252","2,218","2,504","1,439","1,762","2,289","4,195","2,709","3,951","9,935","7,249"
2021년05월_여_연령구간인구수,"51,828","3,624","1,567","1,440","2,674","2,020","2,252","2,218","2,504","1,439","1,762","2,289","4,195","2,709","3,951","9,935","7,249"
2021년05월_여_0~9세,"2,692",116,55,31,78,60,99,53,76,31,41,85,207,162,148,646,804
2021년05월_여_10~19세,"3,893",193,38,66,127,81,183,93,145,79,42,140,348,300,256,996,806
2021년05월_여_20~29세,"4,965",182,89,65,131,146,181,110,144,89,60,274,436,354,353,"1,544",807
2021년05월_여_30~39세,"4,272",184,83,71,135,134,148,103,127,51,85,163,363,239,281,"1,115",990
2021년05월_여_40~49세,"6,180",312,97,88,183,218,258,157,200,96,166,252,546,381,455,"1,531","1,240"
2021년05월_여_50~59세,"8,734",629,254,201,429,440,429,355,391,225,339,383,697,415,738,"1,692","1,117"
2021년05월_여_60~69세,"9,479",879,352,315,680,492,425,536,566,322,480,418,763,425,793,"1,302",731
2021년05월_여_70~79세,"6,141",604,285,275,437,264,252,376,407,267,308,329,491,228,559,662,397
2021년05월_여_80~89세,"4,644",456,275,268,402,152,230,366,382,241,199,204,296,169,326,379,299
2021년05월_여_90~99세,798,68,36,57,72,32,47,68,60,35,37,41,44,35,42,68,56
2021년05월_여_100세 이상,30,1,3,3,0,1,0,1,6,3,5,0,4,1,0,0,2
2021년06월_계_총인구수,"103,640","7,313","3,228","2,964","5,481","4,263","4,653","4,601","5,195","2,893","3,180","4,583","8,247","5,430","7,940","19,360","14,309"
2021년06월_계_연령구간인구수,"103,640","7,313","3,228","2,964","5,481","4,263","4,653","4,601","5,195","2,893","3,180","4,583","8,247","5,430","7,940","19,360","14,309"
2021년06월_계_0~9세,"5,563",264,98,64,161,154,184,114,160,65,77,186,454,335,304,"1,341","1,602"
2021년06월_계_10~19세,"8,026",397,117,123,273,191,357,211,280,151,88,315,680,578,540,"2,015","1,710"
2021년06월_계_20~29세,"10,950",447,214,191,318,340,455,275,364,180,151,583,932,730,841,"3,177","1,752"
2021년06월_계_30~39세,"9,229",465,192,173,295,309,349,241,334,139,168,377,829,524,656,"2,282","1,896"
2021년06월_계_40~49세,"13,064",739,265,226,460,461,580,418,517,247,296,558,"1,155",777,997,"2,963","2,405"
2021년06월_계_50~59세,"17,968","1,252",588,467,"1,005",965,927,765,903,500,588,785,"1,379",863,"1,516","3,251","2,214"
2021년06월_계_60~69세,"19,131","1,812",749,689,"1,400","1,027",900,"1,174","1,188",692,881,811,"1,453",879,"1,552","2,435","1,489"
2021년06월_계_70~79세,"11,399","1,126",546,527,874,507,497,727,789,479,552,587,851,457,957,"1,202",721
2021년06월_계_80~89세,"7,183",719,398,428,600,261,344,576,567,389,322,322,449,247,512,607,442
2021년06월_계_90~99세,"1,087",90,58,73,94,47,59,99,87,47,52,59,60,38,64,85,75
2021년06월_계_100세 이상,40,2,3,3,1,1,1,1,6,4,5,0,5,2,1,2,3
2021년06월_남_총인구수,"51,835","3,681","1,658","1,530","2,809","2,240","2,400","2,390","2,697","1,454","1,429","2,296","4,057","2,715","3,987","9,426","7,066"
2021년06월_남_연령구간인구수,"51,835","3,681","1,658","1,530","2,809","2,240","2,400","2,390","2,697","1,454","1,429","2,296","4,057","2,715","3,987","9,426","7,066"
2021년06월_남_0~9세,"2,880",148,42,34,84,95,89,64,85,35,36,97,245,175,156,693,802
2021년06월_남_10~19세,"4,140",201,79,59,145,111,174,120,136,73,49,174,333,284,280,"1,024",898
2021년06월_남_20~29세,"6,014",269,125,126,185,193,276,170,219,93,93,315,501,370,488,"1,638",953
2021년06월_남_30~39세,"4,961",282,107,102,161,180,199,138,207,87,86,211,462,285,375,"1,166",913
2021년06월_남_40~49세,"6,896",431,170,143,281,237,317,262,319,151,131,309,613,397,542,"1,435","1,158"
2021년06월_남_50~59세,"9,255",623,330,266,586,524,496,414,514,277,250,402,687,443,782,"1,562","1,099"
2021년06월_남_60~69세,"9,614",924,401,369,711,534,477,635,617,366,405,397,686,452,757,"1,128",755
2021년06월_남_70~79세,"5,260",521,262,254,436,245,244,349,383,212,240,256,362,228,401,539,328
2021년06월_남_80~89세,"2,525",259,120,161,196,106,117,208,188,148,123,119,154,77,186,223,140
2021년06월_남_90~99세,282,22,22,16,23,15,11,30,29,11,16,16,13,3,20,16,19
2021년06월_남_100세 이상,8,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1
2021년06월_여_총인구수,"51,805","3,632","1,570","1,434","2,672","2,023","2,253","2,211","2,498","1,439","1,751","2,287","4,190","2,715","3,953","9,934","7,243"
2021년06월_여_연령구간인구수,"51,805","3,632","1,570","1,434","2,672","2,023","2,253","2,211","2,498","1,439","1,751","2,287","4,190","2,715","3,953","9,934","7,243"
2021년06월_여_0~9세,"2,683",116,56,30,77,59,95,50,75,30,41,89,209,160,148,648,800
2021년06월_여_10~19세,"3,886",196,38,64,128,80,183,91,144,78,39,141,347,294,260,991,812
2021년06월_여_20~29세,"4,936",178,89,65,133,147,179,105,145,87,58,268,431,360,353,"1,539",799
2021년06월_여_30~39세,"4,268",183,85,71,134,129,150,103,127,52,82,166,367,239,281,"1,116",983
2021년06월_여_40~49세,"6,168",308,95,83,179,224,263,156,198,96,165,249,542,380,455,"1,528","1,247"
2021년06월_여_50~59세,"8,713",629,258,201,419,441,431,351,389,223,338,383,692,420,734,"1,689","1,115"
2021년06월_여_60~69세,"9,517",888,348,320,689,493,423,539,571,326,476,414,767,427,795,"1,307",734
2021년06월_여_70~79세,"6,139",605,284,273,438,262,253,378,406,267,312,331,489,229,556,663,393
2021년06월_여_80~89세,"4,658",460,278,267,404,155,227,368,379,241,199,203,295,170,326,384,302
2021년06월_여_90~99세,805,68,36,57,71,32,48,69,58,36,36,43,47,35,44,69,56
2021년06월_여_100세 이상,32,1,3,3,0,1,1,1,6,3,5,0,4,1,1,0,2
2021년07월_계_총인구수,"103,572","7,291","3,222","2,971","5,466","4,270","4,667","4,593","5,175","2,896","3,165","4,574","8,231","5,429","7,929","19,390","14,303"
