카테고리,경기도 의왕시,경기도 의왕시 고천동,경기도 의왕시 부곡동,경기도 의왕시 오전동,경기도 의왕시 내손1동,경기도 의왕시 내손2동,경기도 의왕시 청계동
2021년07월_계_50~59세,"29,179","2,006","5,185","6,904","4,113","4,074","6,897"
2021년07월_계_60~69세,"22,595","2,250","3,972","5,637","2,875","2,801","5,060"
2021년07월_계_70~79세,"9,112",998,"2,019","2,227","1,045",982,"1,841"
2021년07월_계_80~89세,"4,350",436,"1,037",903,581,541,852
2021년07월_계_90~99세,745,81,148,155,109,91,161
2021년07월_계_100세 이상,22,2,4,3,5,1,7
2021년07월_남_총인구수,"81,009","7,278","14,983","18,927","10,265","11,279","18,277"
2021년07월_남_연령구간인구수,"81,009","7,278","14,983","18,927","10,265","11,279","18,277"
2021년07월_남_0~9세,"6,630",474,"1,130","1,369",781,"1,172","1,704"
2021년07월_남_10~19세,"7,319",495,"1,224","1,980","1,038","1,082","1,500"
2021년07월_남_20~29세,"12,118","1,236","2,250","2,645","1,682","1,614","2,691"
2021년07월_남_30~39세,"11,685","1,452","2,252","2,439","1,172","1,670","2,700"
2021년07월_남_40~49세,"11,979",893,"2,260","2,883","1,473","1,750","2,720"
2021년07월_남_50~59세,"14,030",943,"2,577","3,340","1,964","1,941","3,265"
2021년07월_남_60~69세,"11,259","1,119","1,978","2,806","1,450","1,412","2,494"
2021년07월_남_70~79세,"4,299",495,898,"1,094",485,436,891
2021년07월_남_80~89세,"1,518",152,377,335,198,182,274
2021년07월_남_90~99세,169,18,37,35,22,20,37
2021년07월_남_100세 이상,3,1,0,1,0,0,1
2021년07월_여_총인구수,"81,916","7,049","14,478","19,246","10,630","11,640","18,873"
2021년07월_여_연령구간인구수,"81,916","7,049","14,478","19,246","10,630","11,640","18,873"
2021년07월_여_0~9세,"6,185",408,"1,012","1,407",719,"1,102","1,537"
2021년07월_여_10~19세,"6,920",432,"1,157","1,848",936,987,"1,560"
2021년07월_여_20~29세,"10,899","1,167","1,878","2,381","1,540","1,496","2,437"
2021년07월_여_30~39세,"11,013","1,195","1,885","2,332","1,202","1,776","2,623"
2021년07월_여_40~49세,"12,174",802,"2,048","3,060","1,624","1,780","2,860"
2021년07월_여_50~59세,"15,149","1,063","2,608","3,564","2,149","2,133","3,632"
2021년07월_여_60~69세,"11,336","1,131","1,994","2,831","1,425","1,389","2,566"
2021년07월_여_70~79세,"4,813",503,"1,121","1,133",560,546,950
2021년07월_여_80~89세,"2,832",284,660,568,383,359,578
2021년07월_여_90~99세,576,63,111,120,87,71,124
2021년07월_여_100세 이상,19,1,4,2,5,1,6
2021년08월_계_총인구수,"163,510","14,304","29,419","38,926","20,839","22,855","37,167"
2021년08월_계_연령구간인구수,"163,510","14,304","29,419","38,926","20,839","22,855","37,167"
2021년08월_계_0~9세,"12,804",888,"2,122","2,864","1,476","2,264","3,190"
2021년08월_계_10~19세,"14,246",925,"2,372","3,873","1,936","2,070","3,070"
2021년08월_계_20~29세,"23,024","2,380","4,106","5,121","3,230","3,080","5,107"
2021년08월_계_30~39세,"22,793","2,647","4,147","4,894","2,371","3,425","5,309"
2021년08월_계_40~49세,"24,207","1,695","4,296","6,037","3,066","3,525","5,588"
2021년08월_계_50~59세,"29,316","1,996","5,177","7,064","4,117","4,062","6,900"
2021년08월_계_60~69세,"22,831","2,249","3,995","5,741","2,913","2,811","5,122"
2021년08월_계_70~79세,"9,144",998,"2,014","2,251","1,040",986,"1,855"
2021년08월_계_80~89세,"4,379",440,"1,040",923,577,543,856
2021년08월_계_90~99세,744,83,147,155,108,88,163
2021년08월_계_100세 이상,22,3,3,3,5,1,7
2021년08월_남_총인구수,"81,300","7,270","14,957","19,311","10,227","11,242","18,293"
2021년08월_남_연령구간인구수,"81,300","7,270","14,957","19,311","10,227","11,242","18,293"
2021년08월_남_0~9세,"6,629",479,"1,116","1,420",764,"1,164","1,686"
2021년08월_남_10~19세,"7,310",491,"1,227","1,996","1,015","1,077","1,504"
2021년08월_남_20~29세,"12,132","1,229","2,228","2,715","1,684","1,599","2,677"
2021년08월_남_30~39세,"11,747","1,451","2,259","2,495","1,174","1,662","2,706"
2021년08월_남_40~49세,"12,016",899,"2,261","2,929","1,455","1,750","2,722"
2021년08월_남_50~59세,"14,058",933,"2,558","3,414","1,961","1,936","3,256"
2021년08월_남_60~69세,"11,383","1,120","1,990","2,857","1,472","1,415","2,529"
2021년08월_남_70~79세,"4,320",491,901,"1,106",480,441,901
2021년08월_남_80~89세,"1,529",157,379,343,198,178,274
2021년08월_남_90~99세,173,19,38,35,24,20,37
2021년08월_남_100세 이상,3,1,0,1,0,0,1
2021년08월_여_총인구수,"82,210","7,034","14,462","19,615","10,612","11,613","18,874"
2021년08월_여_연령구간인구수,"82,210","7,034","14,462","19,615","10,612","11,613","18,874"
2021년08월_여_0~9세,"6,175",409,"1,006","1,444",712,"1,100","1,504"
2021년08월_여_10~19세,"6,936",434,"1,145","1,877",921,993,"1,566"
2021년08월_여_20~29세,"10,892","1,151","1,878","2,406","1,546","1,481","2,430"
2021년08월_여_30~39세,"11,046","1,196","1,888","2,399","1,197","1,763","2,603"
2021년08월_여_40~49세,"12,191",796,"2,035","3,108","1,611","1,775","2,866"
2021년08월_여_50~59세,"15,258","1,063","2,619","3,650","2,156","2,126","3,644"
2021년08월_여_60~69세,"11,448","1,129","2,005","2,884","1,441","1,396","2,593"
2021년08월_여_70~79세,"4,824",507,"1,113","1,145",560,545,954
2021년08월_여_80~89세,"2,850",283,661,580,379,365,582
2021년08월_여_90~99세,571,64,109,120,84,68,126
2021년08월_여_100세 이상,19,2,3,2,5,1,6
2021년09월_계_총인구수,"163,715","14,287","29,421","39,180","20,836","22,784","37,207"
2021년09월_계_연령구간인구수,"163,715","14,287","29,421","39,180","20,836","22,784","37,207"
2021년09월_계_0~9세,"12,798",895,"2,109","2,892","1,482","2,263","3,157"
2021년09월_계_10~19세,"14,175",915,"2,356","3,869","1,927","2,050","3,058"
2021년09월_계_20~29세,"23,016","2,349","4,114","5,142","3,230","3,053","5,128"
2021년09월_계_30~39세,"22,855","2,652","4,135","4,951","2,387","3,428","5,302"
2021년09월_계_40~49세,"24,197","1,699","4,299","6,060","3,038","3,509","5,592"
2021년09월_계_50~59세,"29,355","1,987","5,184","7,126","4,099","4,042","6,917"
2021년09월_계_60~69세,"22,983","2,258","4,009","5,798","2,945","2,805","5,168"
2021년09월_계_70~79세,"9,173","1,009","2,019","2,259","1,043",992,"1,851"
2021년09월_계_80~89세,"4,389",434,"1,051",925,569,547,863
2021년09월_계_90~99세,751,86,142,155,111,94,163
2021년09월_계_100세 이상,23,3,3,3,5,1,8
2021년09월_남_총인구수,"81,403","7,263","14,962","19,435","10,230","11,197","18,316"
2021년09월_남_연령구간인구수,"81,403","7,263","14,962","19,435","10,230","11,197","18,316"
2021년09월_남_0~9세,"6,615",479,"1,104","1,431",772,"1,159","1,670"
2021년09월_남_10~19세,"7,276",482,"1,216","1,999","1,009","1,070","1,500"
2021년09월_남_20~29세,"12,119","1,224","2,239","2,718","1,680","1,576","2,682"
2021년09월_남_30~39세,"11,781","1,449","2,250","2,529","1,178","1,663","2,712"
2021년09월_남_40~49세,"12,020",899,"2,270","2,946","1,435","1,744","2,726"
2021년09월_남_50~59세,"14,077",931,"2,564","3,438","1,955","1,931","3,258"
2021년09월_남_60~69세,"11,467","1,124","2,004","2,882","1,497","1,410","2,550"
2021년09월_남_70~79세,"4,333",500,900,"1,111",480,440,902
2021년09월_남_80~89세,"1,537",154,378,346,199,181,279
2021년09월_남_90~99세,175,20,37,34,25,23,36
2021년09월_남_100세 이상,3,1,0,1,0,0,1
2021년09월_여_총인구수,"82,312","7,024","14,459","19,745","10,606","11,587","18,891"
2021년09월_여_연령구간인구수,"82,312","7,024","14,459","19,745","10,606","11,587","18,891"
2021년09월_여_0~9세,"6,183",416,"1,005","1,461",710,"1,104","1,487"
2021년09월_여_10~19세,"6,899",433,"1,140","1,870",918,980,"1,558"
2021년09월_여_20~29세,"10,897","1,125","1,875","2,424","1,550","1,477","2,446"
2021년09월_여_30~39세,"11,074","1,203","1,885","2,422","1,209","1,765","2,590"
2021년09월_여_40~49세,"12,177",800,"2,029","3,114","1,603","1,765","2,866"
2021년09월_여_50~59세,"15,278","1,056","2,620","3,688","2,144","2,111","3,659"
2021년09월_여_60~69세,"11,516","1,134","2,005","2,916","1,448","1,395","2,618"
2021년09월_여_70~79세,"4,840",509,"1,119","1,148",563,552,949
2021년09월_여_80~89세,"2,852",280,673,579,370,366,584
2021년09월_여_90~99세,576,66,105,121,86,71,127
2021년09월_여_100세 이상,20,2,3,2,5,1,7
2021년10월_계_총인구수,"163,704","14,223","29,478","39,269","20,819","22,666","37,249"
2021년10월_계_연령구간인구수,"163,704","14,223","29,478","39,269","20,819","22,666","37,249"
2021년10월_계_0~9세,"12,735",883,"2,112","2,897","1,461","2,242","3,140"
2021년10월_계_10~19세,"14,169",913,"2,351","3,864","1,930","2,054","3,057"
2021년10월_계_20~29세,"22,870","2,320","4,089","5,150","3,198","3,027","5,086"
2021년10월_계_30~39세,"22,911","2,647","4,196","4,967","2,400","3,392","5,309"
2021년10월_계_40~49세,"24,146","1,691","4,267","6,062","3,017","3,504","5,605"
2021년10월_계_50~59세,"29,337","1,976","5,189","7,138","4,099","4,006","6,929"
2021년10월_계_60~69세,"23,142","2,260","4,042","5,846","2,973","2,806","5,215"
2021년10월_계_70~79세,"9,196","1,007","2,027","2,256","1,051",984,"1,871"
2021년10월_계_80~89세,"4,421",436,"1,059",931,574,557,864
2021년10월_계_90~99세,754,88,143,155,110,93,165
2021년10월_계_100세 이상,23,2,3,3,6,1,8
2021년10월_남_총인구수,"81,341","7,219","14,996","19,479","10,206","11,134","18,307"
2021년10월_남_연령구간인구수,"81,341","7,219","14,996","19,479","10,206","11,134","18,307"
2021년10월_남_0~9세,"6,582",472,"1,110","1,432",760,"1,147","1,661"
2021년10월_남_10~19세,"7,276",479,"1,210","1,994","1,012","1,072","1,509"
2021년10월_남_20~29세,"12,035","1,208","2,227","2,729","1,656","1,562","2,653"
2021년10월_남_30~39세,"11,782","1,440","2,287","2,526","1,181","1,653","2,695"
2021년10월_남_40~49세,"11,991",896,"2,254","2,951","1,424","1,731","2,735"
2021년10월_남_50~59세,"14,061",922,"2,565","3,447","1,957","1,912","3,258"
2021년10월_남_60~69세,"11,553","1,128","2,021","2,905","1,508","1,418","2,573"
2021년10월_남_70~79세,"4,333",500,903,"1,110",479,433,908
2021년10월_남_80~89세,"1,549",152,382,350,203,184,278
2021년10월_남_90~99세,177,22,37,34,26,22,36
2021년10월_남_100세 이상,2,0,0,1,0,0,1
2021년10월_여_총인구수,"82,363","7,004","14,482","19,790","10,613","11,532","18,942"
2021년10월_여_연령구간인구수,"82,363","7,004","14,482","19,790","10,613","11,532","18,942"
2021년10월_여_0~9세,"6,153",411,"1,002","1,465",701,"1,095","1,479"
2021년10월_여_10~19세,"6,893",434,"1,141","1,870",918,982,"1,548"
2021년10월_여_20~29세,"10,835","1,112","1,862","2,421","1,542","1,465","2,433"
2021년10월_여_30~39세,"11,129","1,207","1,909","2,441","1,219","1,739","2,614"
2021년10월_여_40~49세,"12,155",795,"2,013","3,111","1,593","1,773","2,870"
2021년10월_여_50~59세,"15,276","1,054","2,624","3,691","2,142","2,094","3,671"
2021년10월_여_60~69세,"11,589","1,132","2,021","2,941","1,465","1,388","2,642"
2021년10월_여_70~79세,"4,863",507,"1,124","1,146",572,551,963
2021년10월_여_80~89세,"2,872",284,677,581,371,373,586
2021년10월_여_90~99세,577,66,106,121,84,71,129
2021년10월_여_100세 이상,21,2,3,2,6,1,7
2021년11월_계_총인구수,"163,555","14,190","29,489","39,276","20,802","22,503","37,295"
2021년11월_계_연령구간인구수,"163,555","14,190","29,489","39,276","20,802","22,503","37,295"
2021년11월_계_0~9세,"12,649",884,"2,100","2,876","1,445","2,207","3,137"
2021년11월_계_10~19세,"14,132",898,"2,344","3,851","1,926","2,056","3,057"
2021년11월_계_20~29세,"22,802","2,296","4,082","5,140","3,214","2,984","5,086"
2021년11월_계_30~39세,"22,898","2,661","4,215","4,976","2,382","3,361","5,303"
2021년11월_계_40~49세,"24,072","1,683","4,248","6,037","3,016","3,490","5,598"
2021년11월_계_50~59세,"29,325","1,978","5,201","7,139","4,091","3,963","6,953"
2021년11월_계_60~69세,"23,257","2,257","4,069","5,897","2,988","2,809","5,237"
2021년11월_계_70~79세,"9,174","1,005","2,018","2,255","1,040",978,"1,878"
2021년11월_계_80~89세,"4,463",439,"1,067",946,582,560,869
2021년11월_계_90~99세,762,87,142,157,112,94,170
2021년11월_계_100세 이상,21,2,3,2,6,1,7
2021년11월_남_총인구수,"81,252","7,191","14,999","19,503","10,206","11,043","18,310"
2021년11월_남_연령구간인구수,"81,252","7,191","14,999","19,503","10,206","11,043","18,310"
2021년11월_남_0~9세,"6,536",469,"1,106","1,429",752,"1,123","1,657"
2021년11월_남_10~19세,"7,268",472,"1,205","1,989","1,016","1,073","1,513"
2021년11월_남_20~29세,"11,972","1,195","2,226","2,721","1,658","1,533","2,639"
2021년11월_남_30~39세,"11,768","1,444","2,291","2,543","1,176","1,637","2,677"
2021년11월_남_40~49세,"11,990",887,"2,243","2,947","1,432","1,736","2,745"
2021년11월_남_50~59세,"14,050",926,"2,577","3,446","1,951","1,890","3,260"
2021년11월_남_60~69세,"11,587","1,122","2,027","2,921","1,515","1,416","2,586"
2021년11월_남_70~79세,"4,325",500,899,"1,114",472,428,912
2021년11월_남_80~89세,"1,579",154,388,360,209,186,282
2021년11월_남_90~99세,176,22,37,33,25,21,38
2021년11월_남_100세 이상,1,0,0,0,0,0,1
2021년11월_여_총인구수,"82,303","6,999","14,490","19,773","10,596","11,460","18,985"
2021년11월_여_연령구간인구수,"82,303","6,999","14,490","19,773","10,596","11,460","18,985"
2021년11월_여_0~9세,"6,113",415,994,"1,447",693,"1,084","1,480"
2021년11월_여_10~19세,"6,864",426,"1,139","1,862",910,983,"1,544"
2021년11월_여_20~29세,"10,830","1,101","1,856","2,419","1,556","1,451","2,447"
2021년11월_여_30~39세,"11,130","1,217","1,924","2,433","1,206","1,724","2,626"
2021년11월_여_40~49세,"12,082",796,"2,005","3,090","1,584","1,754","2,853"
2021년11월_여_50~59세,"15,275","1,052","2,624","3,693","2,140","2,073","3,693"
2021년11월_여_60~69세,"11,670","1,135","2,042","2,976","1,473","1,393","2,651"
2021년11월_여_70~79세,"4,849",505,"1,119","1,141",568,550,966
2021년11월_여_80~89세,"2,884",285,679,586,373,374,587
2021년11월_여_90~99세,586,65,105,124,87,73,132
2021년11월_여_100세 이상,20,2,3,2,6,1,6
2021년12월_계_총인구수,"163,356","14,183","29,446","39,309","20,756","22,378","37,284"
2021년12월_계_연령구간인구수,"163,356","14,183","29,446","39,309","20,756","22,378","37,284"
2021년12월_계_0~9세,"12,631",875,"2,101","2,888","1,437","2,191","3,139"
2021년12월_계_10~19세,"14,070",901,"2,328","3,845","1,913","2,042","3,041"
2021년12월_계_20~29세,"22,666","2,276","4,049","5,135","3,207","2,939","5,060"
2021년12월_계_30~39세,"22,916","2,673","4,232","4,988","2,372","3,333","5,318"
2021년12월_계_40~49세,"24,033","1,676","4,241","6,030","3,001","3,492","5,593"
2021년12월_계_50~59세,"29,275","1,970","5,187","7,139","4,079","3,946","6,954"
2021년12월_계_60~69세,"23,335","2,271","4,083","5,915","3,002","2,802","5,262"
2021년12월_계_70~79세,"9,154","1,003","2,006","2,257","1,037",983,"1,868"
2021년12월_계_80~89세,"4,484",445,"1,072",954,591,552,870
2021년12월_계_90~99세,773,91,145,156,111,97,173
2021년12월_계_100세 이상,19,2,2,2,6,1,6
2021년12월_남_총인구수,"81,148","7,183","14,973","19,527","10,171","10,989","18,305"
2021년12월_남_연령구간인구수,"81,148","7,183","14,973","19,527","10,171","10,989","18,305"
2021년12월_남_0~9세,"6,507",465,"1,099","1,430",741,"1,117","1,655"
2021년12월_남_10~19세,"7,240",478,"1,201","1,986","1,007","1,064","1,504"
2021년12월_남_20~29세,"11,895","1,180","2,208","2,722","1,651","1,508","2,626"
2021년12월_남_30~39세,"11,779","1,452","2,302","2,545","1,168","1,625","2,687"
2021년12월_남_40~49세,"12,005",887,"2,232","2,951","1,430","1,749","2,756"
2021년12월_남_50~59세,"14,029",926,"2,575","3,451","1,948","1,876","3,253"
2021년12월_남_60~69세,"11,600","1,120","2,033","2,932","1,516","1,409","2,590"
2021년12월_남_70~79세,"4,318",496,895,"1,110",473,434,910
2021년12월_남_80~89세,"1,598",157,392,368,213,184,284
2021년12월_남_90~99세,176,22,36,32,24,23,39
2021년12월_남_100세 이상,1,0,0,0,0,0,1
2021년12월_여_총인구수,"82,208","7,000","14,473","19,782","10,585","11,389","18,979"
2021년12월_여_연령구간인구수,"82,208","7,000","14,473","19,782","10,585","11,389","18,979"
2021년12월_여_0~9세,"6,124",410,"1,002","1,458",696,"1,074","1,484"
2021년12월_여_10~19세,"6,830",423,"1,127","1,859",906,978,"1,537"
2021년12월_여_20~29세,"10,771","1,096","1,841","2,413","1,556","1,431","2,434"
2021년12월_여_30~39세,"11,137","1,221","1,930","2,443","1,204","1,708","2,631"
2021년12월_여_40~49세,"12,028",789,"2,009","3,079","1,571","1,743","2,837"
2021년12월_여_50~59세,"15,246","1,044","2,612","3,688","2,131","2,070","3,701"
2021년12월_여_60~69세,"11,735","1,151","2,050","2,983","1,486","1,393","2,672"
2021년12월_여_70~79세,"4,836",507,"1,111","1,147",564,549,958
2021년12월_여_80~89세,"2,886",288,680,586,378,368,586
2021년12월_여_90~99세,597,69,109,124,87,74,134
2021년12월_여_100세 이상,18,2,2,2,6,1,5
