카테고리,부산광역시 수영구,부산광역시 수영구 남천제1동,부산광역시 수영구 남천제2동,부산광역시 수영구 수영동,부산광역시 수영구 망미제1동,부산광역시 수영구 망미제2동,부산광역시 수영구 광안제1동,부산광역시 수영구 광안제2동,부산광역시 수영구 광안제3동,부산광역시 수영구 광안제4동,부산광역시 수영구 민락동
2021년05월_계_20~29세,"24,095","1,836","1,331","1,799","3,024","1,204","5,064","2,858","1,879","1,763","3,337"
2021년05월_계_30~39세,"23,749","1,621","1,251","1,747","3,337","1,372","4,130","2,738","1,409","2,038","4,106"
2021년05월_계_40~49세,"25,217","2,013","1,940","1,893","3,770","1,651","3,533","2,838","1,179","2,076","4,324"
2021년05월_계_50~59세,"27,265","2,439","2,169","2,271","4,258","1,857","3,532","2,712","1,323","2,096","4,608"
2021년05월_계_60~69세,"28,888","2,142","1,941","2,967","5,174","2,007","3,668","2,664","1,618","2,019","4,688"
2021년05월_계_70~79세,"17,082","1,274","1,095","1,969","2,974","1,208","2,173","1,746",996,"1,207","2,440"
2021년05월_계_80~89세,"6,978",628,412,830,"1,282",415,865,701,391,560,894
2021년05월_계_90~99세,893,102,70,100,175,55,110,73,37,50,121
2021년05월_계_100세 이상,35,2,8,4,2,1,6,8,1,2,1
2021년05월_남_총인구수,"83,210","6,423","5,703","7,121","13,189","5,531","12,077","8,675","4,540","6,191","13,760"
2021년05월_남_연령구간인구수,"83,210","6,423","5,703","7,121","13,189","5,531","12,077","8,675","4,540","6,191","13,760"
2021년05월_남_0~9세,"5,257",338,441,317,874,342,634,545,145,486,"1,135"
2021년05월_남_10~19세,"5,990",601,591,344,996,427,855,627,202,443,904
2021년05월_남_20~29세,"11,697",901,681,897,"1,570",669,"2,203","1,324",854,826,"1,772"
2021년05월_남_30~39세,"11,841",788,586,925,"1,662",736,"2,080","1,330",737,961,"2,036"
2021년05월_남_40~49세,"12,437",937,873,"1,021","1,896",849,"1,730","1,392",607,938,"2,194"
2021년05월_남_50~59세,"12,629","1,119",953,"1,082","1,960",903,"1,613","1,262",659,942,"2,136"
2021년05월_남_60~69세,"12,804",944,890,"1,293","2,299",902,"1,599","1,161",756,850,"2,110"
2021년05월_남_70~79세,"7,642",527,514,890,"1,378",525,"1,005",729,426,527,"1,121"
2021년05월_남_80~89세,"2,675",233,161,327,500,172,324,281,145,207,325
2021년05월_남_90~99세,230,34,11,25,54,6,32,21,9,11,27
2021년05월_남_100세 이상,8,1,2,0,0,0,2,3,0,0,0
2021년05월_여_총인구수,"92,852","7,532","6,555","7,703","14,409","5,704","13,777","9,994","4,967","7,434","14,777"
2021년05월_여_연령구간인구수,"92,852","7,532","6,555","7,703","14,409","5,704","13,777","9,994","4,967","7,434","14,777"
2021년05월_여_0~9세,"4,960",372,434,269,797,324,584,531,132,419,"1,098"
2021년05월_여_10~19세,"5,653",587,575,314,935,372,700,628,195,466,881
2021년05월_여_20~29세,"12,398",935,650,902,"1,454",535,"2,861","1,534","1,025",937,"1,565"
2021년05월_여_30~39세,"11,908",833,665,822,"1,675",636,"2,050","1,408",672,"1,077","2,070"
2021년05월_여_40~49세,"12,780","1,076","1,067",872,"1,874",802,"1,803","1,446",572,"1,138","2,130"
2021년05월_여_50~59세,"14,636","1,320","1,216","1,189","2,298",954,"1,919","1,450",664,"1,154","2,472"
2021년05월_여_60~69세,"16,084","1,198","1,051","1,674","2,875","1,105","2,069","1,503",862,"1,169","2,578"
2021년05월_여_70~79세,"9,440",747,581,"1,079","1,596",683,"1,168","1,017",570,680,"1,319"
2021년05월_여_80~89세,"4,303",395,251,503,782,243,541,420,246,353,569
2021년05월_여_90~99세,663,68,59,75,121,49,78,52,28,39,94
2021년05월_여_100세 이상,27,1,6,4,2,1,4,5,1,2,1
2021년06월_계_총인구수,"175,877","13,915","12,247","14,805","27,545","11,193","25,838","18,652","9,456","13,734","28,492"
2021년06월_계_연령구간인구수,"175,877","13,915","12,247","14,805","27,545","11,193","25,838","18,652","9,456","13,734","28,492"
2021년06월_계_0~9세,"10,192",713,872,585,"1,672",663,"1,207","1,059",274,912,"2,235"
2021년06월_계_10~19세,"11,590","1,172","1,161",657,"1,918",793,"1,552","1,246",395,921,"1,775"
2021년06월_계_20~29세,"24,075","1,841","1,320","1,800","3,022","1,194","5,087","2,857","1,863","1,776","3,315"
2021년06월_계_30~39세,"23,680","1,609","1,245","1,737","3,315","1,364","4,124","2,745","1,404","2,043","4,094"
2021년06월_계_40~49세,"25,173","1,994","1,947","1,878","3,776","1,658","3,507","2,832","1,164","2,106","4,311"
2021년06월_계_50~59세,"27,181","2,440","2,149","2,270","4,228","1,842","3,526","2,709","1,315","2,105","4,597"
2021년06월_계_60~69세,"28,937","2,144","1,959","2,971","5,173","1,998","3,668","2,669","1,612","2,044","4,699"
2021년06월_계_70~79세,"17,114","1,265","1,101","1,967","2,987","1,202","2,188","1,754",998,"1,206","2,446"
2021년06월_계_80~89세,"6,998",633,411,835,"1,278",424,857,703,392,570,895
2021년06월_계_90~99세,902,102,74,101,174,54,116,70,38,49,124
2021년06월_계_100세 이상,35,2,8,4,2,1,6,8,1,2,1
2021년06월_남_총인구수,"83,071","6,396","5,708","7,103","13,158","5,515","12,080","8,650","4,511","6,234","13,716"
2021년06월_남_연령구간인구수,"83,071","6,396","5,708","7,103","13,158","5,515","12,080","8,650","4,511","6,234","13,716"
2021년06월_남_0~9세,"5,233",336,439,315,876,339,632,533,139,489,"1,135"
2021년06월_남_10~19세,"5,958",590,589,346,988,427,848,627,200,451,892
2021년06월_남_20~29세,"11,671",900,680,891,"1,571",664,"2,221","1,311",848,828,"1,757"
2021년06월_남_30~39세,"11,813",787,583,915,"1,649",734,"2,070","1,342",735,971,"2,027"
2021년06월_남_40~49세,"12,407",919,878,"1,014","1,893",854,"1,727","1,386",596,949,"2,191"
2021년06월_남_50~59세,"12,583","1,123",953,"1,078","1,941",895,"1,611","1,256",658,944,"2,124"
2021년06월_남_60~69세,"12,824",946,896,"1,302","2,302",895,"1,608","1,157",751,854,"2,113"
2021년06월_남_70~79세,"7,646",524,514,892,"1,384",524,"1,003",734,428,526,"1,117"
2021년06월_남_80~89세,"2,693",236,163,326,499,177,324,281,146,210,331
2021년06월_남_90~99세,235,34,11,24,55,6,34,20,10,12,29
2021년06월_남_100세 이상,8,1,2,0,0,0,2,3,0,0,0
2021년06월_여_총인구수,"92,806","7,519","6,539","7,702","14,387","5,678","13,758","10,002","4,945","7,500","14,776"
2021년06월_여_연령구간인구수,"92,806","7,519","6,539","7,702","14,387","5,678","13,758","10,002","4,945","7,500","14,776"
2021년06월_여_0~9세,"4,959",377,433,270,796,324,575,526,135,423,"1,100"
2021년06월_여_10~19세,"5,632",582,572,311,930,366,704,619,195,470,883
2021년06월_여_20~29세,"12,404",941,640,909,"1,451",530,"2,866","1,546","1,015",948,"1,558"
2021년06월_여_30~39세,"11,867",822,662,822,"1,666",630,"2,054","1,403",669,"1,072","2,067"
2021년06월_여_40~49세,"12,766","1,075","1,069",864,"1,883",804,"1,780","1,446",568,"1,157","2,120"
2021년06월_여_50~59세,"14,598","1,317","1,196","1,192","2,287",947,"1,915","1,453",657,"1,161","2,473"
2021년06월_여_60~69세,"16,113","1,198","1,063","1,669","2,871","1,103","2,060","1,512",861,"1,190","2,586"
2021년06월_여_70~79세,"9,468",741,587,"1,075","1,603",678,"1,185","1,020",570,680,"1,329"
2021년06월_여_80~89세,"4,305",397,248,509,779,247,533,422,246,360,564
2021년06월_여_90~99세,667,68,63,77,119,48,82,50,28,37,95
2021년06월_여_100세 이상,27,1,6,4,2,1,4,5,1,2,1
2021년07월_계_총인구수,"175,722","13,888","12,204","14,812","27,520","11,168","25,818","18,724","9,419","13,699","28,470"
2021년07월_계_연령구간인구수,"175,722","13,888","12,204","14,812","27,520","11,168","25,818","18,724","9,419","13,699","28,470"
2021년07월_계_0~9세,"10,118",705,860,579,"1,664",646,"1,184","1,062",265,913,"2,240"
2021년07월_계_10~19세,"11,554","1,172","1,167",659,"1,904",788,"1,546","1,245",392,917,"1,764"
2021년07월_계_20~29세,"23,998","1,823","1,301","1,789","3,008","1,194","5,113","2,876","1,858","1,745","3,291"
2021년07월_계_30~39세,"23,618","1,588","1,235","1,728","3,288","1,360","4,121","2,776","1,394","2,042","4,086"
2021년07월_계_40~49세,"25,164","2,003","1,942","1,885","3,771","1,660","3,485","2,833","1,157","2,113","4,315"
2021년07월_계_50~59세,"27,155","2,451","2,153","2,261","4,227","1,844","3,528","2,711","1,311","2,086","4,583"
2021년07월_계_60~69세,"29,021","2,151","1,956","2,989","5,193","2,000","3,676","2,677","1,610","2,057","4,712"
2021년07월_계_70~79세,"17,120","1,259","1,097","1,968","3,002","1,195","2,181","1,757","1,000","1,207","2,454"
2021년07월_계_80~89세,"7,033",630,412,848,"1,290",429,860,706,393,566,899
2021년07월_계_90~99세,906,104,73,101,172,51,118,73,38,51,125
2021년07월_계_100세 이상,35,2,8,5,1,1,6,8,1,2,1
2021년07월_남_총인구수,"83,010","6,406","5,677","7,109","13,150","5,512","12,035","8,694","4,481","6,219","13,727"
2021년07월_남_연령구간인구수,"83,010","6,406","5,677","7,109","13,150","5,512","12,035","8,694","4,481","6,219","13,727"
2021년07월_남_0~9세,"5,202",334,430,308,878,338,621,533,135,485,"1,140"
2021년07월_남_10~19세,"5,937",593,594,347,978,424,830,626,198,454,893
2021년07월_남_20~29세,"11,630",901,663,892,"1,567",669,"2,223","1,317",832,815,"1,751"
2021년07월_남_30~39세,"11,766",779,583,906,"1,627",731,"2,059","1,362",726,970,"2,023"
2021년07월_남_40~49세,"12,434",931,870,"1,018","1,888",856,"1,724","1,394",597,956,"2,200"
2021년07월_남_50~59세,"12,577","1,132",954,"1,080","1,946",895,"1,608","1,253",657,930,"2,122"
2021년07월_남_60~69세,"12,859",947,894,"1,310","2,310",896,"1,612","1,165",752,858,"2,115"
2021년07월_남_70~79세,"7,657",519,510,895,"1,397",518,996,739,427,531,"1,125"
2021년07월_남_80~89세,"2,701",235,166,330,504,179,324,280,147,208,328
2021년07월_남_90~99세,239,34,11,23,55,6,36,22,10,12,30
2021년07월_남_100세 이상,8,1,2,0,0,0,2,3,0,0,0
2021년07월_여_총인구수,"92,712","7,482","6,527","7,703","14,370","5,656","13,783","10,030","4,938","7,480","14,743"
2021년07월_여_연령구간인구수,"92,712","7,482","6,527","7,703","14,370","5,656","13,783","10,030","4,938","7,480","14,743"
2021년07월_여_0~9세,"4,916",371,430,271,786,308,563,529,130,428,"1,100"
2021년07월_여_10~19세,"5,617",579,573,312,926,364,716,619,194,463,871
2021년07월_여_20~29세,"12,368",922,638,897,"1,441",525,"2,890","1,559","1,026",930,"1,540"
2021년07월_여_30~39세,"11,852",809,652,822,"1,661",629,"2,062","1,414",668,"1,072","2,063"
2021년07월_여_40~49세,"12,730","1,072","1,072",867,"1,883",804,"1,761","1,439",560,"1,157","2,115"
2021년07월_여_50~59세,"14,578","1,319","1,199","1,181","2,281",949,"1,920","1,458",654,"1,156","2,461"
2021년07월_여_60~69세,"16,162","1,204","1,062","1,679","2,883","1,104","2,064","1,512",858,"1,199","2,597"
2021년07월_여_70~79세,"9,463",740,587,"1,073","1,605",677,"1,185","1,018",573,676,"1,329"
2021년07월_여_80~89세,"4,332",395,246,518,786,250,536,426,246,358,571
2021년07월_여_90~99세,667,70,62,78,117,45,82,51,28,39,95
2021년07월_여_100세 이상,27,1,6,5,1,1,4,5,1,2,1
2021년08월_계_총인구수,"175,815","13,889","12,164","14,792","27,501","11,114","25,913","18,759","9,480","13,736","28,467"
2021년08월_계_연령구간인구수,"175,815","13,889","12,164","14,792","27,501","11,114","25,913","18,759","9,480","13,736","28,467"
2021년08월_계_0~9세,"10,087",709,850,571,"1,645",641,"1,196","1,061",259,924,"2,231"
2021년08월_계_10~19세,"11,534","1,161","1,162",665,"1,910",780,"1,542","1,238",393,915,"1,768"
2021년08월_계_20~29세,"24,055","1,812","1,296","1,771","2,981","1,194","5,161","2,898","1,914","1,745","3,283"
2021년08월_계_30~39세,"23,606","1,598","1,219","1,726","3,292","1,347","4,122","2,770","1,412","2,031","4,089"
2021년08월_계_40~49세,"25,135","1,998","1,927","1,879","3,775","1,651","3,510","2,831","1,154","2,113","4,297"
2021년08월_계_50~59세,"27,146","2,448","2,159","2,264","4,211","1,827","3,521","2,732","1,304","2,091","4,589"
2021년08월_계_60~69세,"29,062","2,158","1,960","2,980","5,204","2,002","3,680","2,674","1,605","2,070","4,729"
2021년08월_계_70~79세,"17,162","1,260","1,092","1,974","3,009","1,190","2,191","1,760","1,011","1,217","2,458"
2021년08월_계_80~89세,"7,081",636,421,855,"1,301",432,862,712,389,576,897
2021년08월_계_90~99세,913,107,71,102,172,49,122,75,38,52,125
2021년08월_계_100세 이상,34,2,7,5,1,1,6,8,1,2,1
2021년08월_남_총인구수,"83,040","6,398","5,656","7,100","13,148","5,492","12,074","8,727","4,494","6,231","13,720"
2021년08월_남_연령구간인구수,"83,040","6,398","5,656","7,100","13,148","5,492","12,074","8,727","4,494","6,231","13,720"
2021년08월_남_0~9세,"5,184",340,427,303,864,336,627,531,131,490,"1,135"
2021년08월_남_10~19세,"5,928",586,594,350,978,421,827,626,196,453,897
2021년08월_남_20~29세,"11,655",889,664,891,"1,558",666,"2,251","1,335",854,806,"1,741"
2021년08월_남_30~39세,"11,759",787,574,897,"1,633",730,"2,048","1,362",733,971,"2,024"
2021년08월_남_40~49세,"12,401",924,863,"1,017","1,889",850,"1,732","1,394",588,956,"2,188"
2021년08월_남_50~59세,"12,590","1,130",954,"1,082","1,945",884,"1,611","1,267",657,936,"2,124"
2021년08월_남_60~69세,"12,883",948,895,"1,304","2,313",903,"1,616","1,169",747,862,"2,126"
2021년08월_남_70~79세,"7,677",521,507,897,"1,406",516,997,738,433,536,"1,126"
2021년08월_남_80~89세,"2,715",238,166,334,506,180,327,281,145,208,330
2021년08월_남_90~99세,241,34,11,25,56,6,36,21,10,13,29
2021년08월_남_100세 이상,7,1,1,0,0,0,2,3,0,0,0
2021년08월_여_총인구수,"92,775","7,491","6,508","7,692","14,353","5,622","13,839","10,032","4,986","7,505","14,747"
2021년08월_여_연령구간인구수,"92,775","7,491","6,508","7,692","14,353","5,622","13,839","10,032","4,986","7,505","14,747"
2021년08월_여_0~9세,"4,903",369,423,268,781,305,569,530,128,434,"1,096"
2021년08월_여_10~19세,"5,606",575,568,315,932,359,715,612,197,462,871
2021년08월_여_20~29세,"12,400",923,632,880,"1,423",528,"2,910","1,563","1,060",939,"1,542"
2021년08월_여_30~39세,"11,847",811,645,829,"1,659",617,"2,074","1,408",679,"1,060","2,065"
2021년08월_여_40~49세,"12,734","1,074","1,064",862,"1,886",801,"1,778","1,437",566,"1,157","2,109"
2021년08월_여_50~59세,"14,556","1,318","1,205","1,182","2,266",943,"1,910","1,465",647,"1,155","2,465"
2021년08월_여_60~69세,"16,179","1,210","1,065","1,676","2,891","1,099","2,064","1,505",858,"1,208","2,603"
2021년08월_여_70~79세,"9,485",739,585,"1,077","1,603",674,"1,194","1,022",578,681,"1,332"
2021년08월_여_80~89세,"4,366",398,255,521,795,252,535,431,244,368,567
2021년08월_여_90~99세,672,73,60,77,116,43,86,54,28,39,96
2021년08월_여_100세 이상,27,1,6,5,1,1,4,5,1,2,1
2021년09월_계_총인구수,"175,799","13,879","12,183","14,787","27,500","11,004","25,934","18,748","9,503","13,709","28,552"
2021년09월_계_연령구간인구수,"175,799","13,879","12,183","14,787","27,500","11,004","25,934","18,748","9,503","13,709","28,552"
2021년09월_계_0~9세,"10,027",707,845,576,"1,627",641,"1,180","1,047",259,925,"2,220"
2021년09월_계_10~19세,"11,507","1,158","1,166",664,"1,919",766,"1,528","1,233",394,911,"1,768"
2021년09월_계_20~29세,"23,996","1,800","1,303","1,749","2,968","1,189","5,154","2,888","1,934","1,712","3,299"
2021년09월_계_30~39세,"23,603","1,596","1,212","1,718","3,275","1,331","4,141","2,779","1,420","2,034","4,097"
2021년09월_계_40~49세,"25,115","1,995","1,921","1,887","3,786","1,618","3,506","2,817","1,162","2,111","4,312"
2021년09월_계_50~59세,"27,164","2,443","2,175","2,254","4,203","1,824","3,525","2,750","1,293","2,081","4,616"
2021년09월_계_60~69세,"29,113","2,161","1,956","2,991","5,213","1,979","3,702","2,677","1,607","2,083","4,744"
2021년09월_계_70~79세,"17,219","1,274","1,103","1,979","3,024","1,180","2,202","1,763","1,012","1,218","2,464"
2021년09월_계_80~89세,"7,114",637,424,865,"1,312",427,866,712,385,582,904
2021년09월_계_90~99세,907,105,71,99,172,48,124,74,36,51,127
2021년09월_계_100세 이상,34,3,7,5,1,1,6,8,1,1,1
2021년09월_남_총인구수,"83,017","6,383","5,682","7,084","13,154","5,440","12,074","8,711","4,511","6,207","13,771"
2021년09월_남_연령구간인구수,"83,017","6,383","5,682","7,084","13,154","5,440","12,074","8,711","4,511","6,207","13,771"
2021년09월_남_0~9세,"5,151",337,430,298,853,340,620,523,129,487,"1,134"
2021년09월_남_10~19세,"5,915",587,599,349,982,412,819,620,200,448,899
2021년09월_남_20~29세,"11,588",869,665,878,"1,554",664,"2,236","1,332",853,784,"1,753"
2021년09월_남_30~39세,"11,766",785,576,891,"1,627",716,"2,063","1,371",743,973,"2,021"
2021년09월_남_40~49세,"12,396",924,862,"1,018","1,895",839,"1,731","1,372",595,953,"2,207"
2021년09월_남_50~59세,"12,605","1,133",962,"1,073","1,940",882,"1,611","1,279",653,935,"2,137"
2021년09월_남_60~69세,"12,909",947,894,"1,316","2,318",892,"1,625","1,171",749,865,"2,132"
2021년09월_남_70~79세,"7,712",529,514,898,"1,416",513,"1,005",740,432,536,"1,129"
2021년09월_남_80~89세,"2,728",238,168,337,512,177,325,279,148,213,331
2021년09월_남_90~99세,240,33,11,26,57,5,37,21,9,13,28
2021년09월_남_100세 이상,7,1,1,0,0,0,2,3,0,0,0
2021년09월_여_총인구수,"92,782","7,496","6,501","7,703","14,346","5,564","13,860","10,037","4,992","7,502","14,781"
2021년09월_여_연령구간인구수,"92,782","7,496","6,501","7,703","14,346","5,564","13,860","10,037","4,992","7,502","14,781"
2021년09월_여_0~9세,"4,876",370,415,278,774,301,560,524,130,438,"1,086"
2021년09월_여_10~19세,"5,592",571,567,315,937,354,709,613,194,463,869
2021년09월_여_20~29세,"12,408",931,638,871,"1,414",525,"2,918","1,556","1,081",928,"1,546"
2021년09월_여_30~39세,"11,837",811,636,827,"1,648",615,"2,078","1,408",677,"1,061","2,076"
2021년09월_여_40~49세,"12,719","1,071","1,059",869,"1,891",779,"1,775","1,445",567,"1,158","2,105"
2021년09월_여_50~59세,"14,559","1,310","1,213","1,181","2,263",942,"1,914","1,471",640,"1,146","2,479"
2021년09월_여_60~69세,"16,204","1,214","1,062","1,675","2,895","1,087","2,077","1,506",858,"1,218","2,612"
2021년09월_여_70~79세,"9,507",745,589,"1,081","1,608",667,"1,197","1,023",580,682,"1,335"
2021년09월_여_80~89세,"4,386",399,256,528,800,250,541,433,237,369,573
2021년09월_여_90~99세,667,72,60,73,115,43,87,53,27,38,99
2021년09월_여_100세 이상,27,2,6,5,1,1,4,5,1,1,1
2021년10월_계_총인구수,"175,583","13,859","12,119","14,749","27,496","10,900","25,930","18,724","9,500","13,725","28,581"
2021년10월_계_연령구간인구수,"175,583","13,859","12,119","14,749","27,496","10,900","25,930","18,724","9,500","13,725","28,581"
2021년10월_계_0~9세,"9,983",701,848,579,"1,622",625,"1,166","1,039",260,932,"2,211"
2021년10월_계_10~19세,"11,464","1,149","1,151",658,"1,918",770,"1,523","1,219",392,908,"1,776"
2021년10월_계_20~29세,"23,918","1,798","1,281","1,736","2,964","1,178","5,136","2,903","1,939","1,703","3,280"
2021년10월_계_30~39세,"23,595","1,598","1,206","1,703","3,262","1,308","4,142","2,784","1,425","2,044","4,123"
2021년10월_계_40~49세,"25,036","1,971","1,921","1,873","3,776","1,598","3,508","2,807","1,172","2,103","4,307"
2021년10월_계_50~59세,"27,177","2,469","2,143","2,268","4,217","1,813","3,532","2,736","1,284","2,085","4,630"
2021년10월_계_60~69세,"29,071","2,146","1,966","2,980","5,209","1,960","3,702","2,686","1,591","2,081","4,750"
2021년10월_계_70~79세,"17,246","1,279","1,093","1,972","3,046","1,176","2,221","1,754","1,017","1,225","2,463"
2021년10월_계_80~89세,"7,152",638,429,878,"1,311",424,869,713,383,591,916
2021년10월_계_90~99세,906,107,74,97,170,47,125,74,36,52,124
2021년10월_계_100세 이상,35,3,7,5,1,1,6,9,1,1,1
2021년10월_남_총인구수,"82,913","6,384","5,663","7,060","13,151","5,373","12,062","8,712","4,509","6,219","13,780"
2021년10월_남_연령구간인구수,"82,913","6,384","5,663","7,060","13,151","5,373","12,062","8,712","4,509","6,219","13,780"
2021년10월_남_0~9세,"5,131",335,431,299,853,329,610,522,130,491,"1,131"
2021년10월_남_10~19세,"5,911",588,597,344,979,418,819,617,199,447,903
2021년10월_남_20~29세,"11,547",873,654,865,"1,557",650,"2,226","1,339",853,785,"1,745"
2021년10월_남_30~39세,"11,752",782,577,888,"1,619",699,"2,059","1,377",750,979,"2,022"
2021년10월_남_40~49세,"12,353",919,858,"1,008","1,882",826,"1,736","1,367",600,950,"2,207"
2021년10월_남_50~59세,"12,637","1,141",955,"1,089","1,954",874,"1,615","1,274",648,934,"2,153"
2021년10월_남_60~69세,"12,867",940,899,"1,305","2,313",884,"1,622","1,177",738,864,"2,125"
2021년10월_남_70~79세,"7,719",532,510,895,"1,426",514,"1,004",737,434,541,"1,126"
2021년10월_남_80~89세,"2,750",239,170,343,511,174,333,277,147,215,341
2021년10월_남_90~99세,239,34,11,24,57,5,36,22,10,13,27
2021년10월_남_100세 이상,7,1,1,0,0,0,2,3,0,0,0
2021년10월_여_총인구수,"92,670","7,475","6,456","7,689","14,345","5,527","13,868","10,012","4,991","7,506","14,801"
2021년10월_여_연령구간인구수,"92,670","7,475","6,456","7,689","14,345","5,527","13,868","10,012","4,991","7,506","14,801"
2021년10월_여_0~9세,"4,852",366,417,280,769,296,556,517,130,441,"1,080"
2021년10월_여_10~19세,"5,553",561,554,314,939,352,704,602,193,461,873
2021년10월_여_20~29세,"12,371",925,627,871,"1,407",528,"2,910","1,564","1,086",918,"1,535"
2021년10월_여_30~39세,"11,843",816,629,815,"1,643",609,"2,083","1,407",675,"1,065","2,101"
2021년10월_여_40~49세,"12,683","1,052","1,063",865,"1,894",772,"1,772","1,440",572,"1,153","2,100"
2021년10월_여_50~59세,"14,540","1,328","1,188","1,179","2,263",939,"1,917","1,462",636,"1,151","2,477"
2021년10월_여_60~69세,"16,204","1,206","1,067","1,675","2,896","1,076","2,080","1,509",853,"1,217","2,625"
2021년10월_여_70~79세,"9,527",747,583,"1,077","1,620",662,"1,217","1,017",583,684,"1,337"
2021년10월_여_80~89세,"4,402",399,259,535,800,250,536,436,236,376,575
2021년10월_여_90~99세,667,73,63,73,113,42,89,52,26,39,97
2021년10월_여_100세 이상,28,2,6,5,1,1,4,6,1,1,1
2021년11월_계_총인구수,"175,389","13,852","12,082","14,731","27,479","10,767","25,912","18,705","9,587","13,744","28,530"
2021년11월_계_연령구간인구수,"175,389","13,852","12,082","14,731","27,479","10,767","25,912","18,705","9,587","13,744","28,530"
2021년11월_계_0~9세,"9,920",692,824,575,"1,621",630,"1,153","1,033",258,936,"2,198"
2021년11월_계_10~19세,"11,455","1,148","1,171",655,"1,915",754,"1,514","1,214",394,916,"1,774"
2021년11월_계_20~29세,"23,819","1,785","1,258","1,717","2,951","1,156","5,132","2,889","1,992","1,666","3,273"
2021년11월_계_30~39세,"23,577","1,612","1,190","1,698","3,265","1,290","4,134","2,786","1,456","2,051","4,095"
2021년11월_계_40~49세,"25,013","1,962","1,914","1,869","3,770","1,586","3,511","2,799","1,173","2,114","4,315"
2021년11월_계_50~59세,"27,159","2,479","2,146","2,257","4,214","1,800","3,527","2,739","1,283","2,094","4,620"
2021년11월_계_60~69세,"29,026","2,142","1,974","2,980","5,199","1,934","3,700","2,683","1,599","2,076","4,739"
2021년11월_계_70~79세,"17,292","1,282","1,092","1,997","3,056","1,164","2,230","1,755","1,009","1,236","2,471"
2021년11월_계_80~89세,"7,174",639,431,880,"1,312",407,879,721,386,601,918
2021년11월_계_90~99세,917,107,75,98,175,45,126,77,36,53,125
2021년11월_계_100세 이상,37,4,7,5,1,1,6,9,1,1,2
2021년11월_남_총인구수,"82,790","6,378","5,654","7,058","13,134","5,296","12,052","8,696","4,527","6,229","13,766"
2021년11월_남_연령구간인구수,"82,790","6,378","5,654","7,058","13,134","5,296","12,052","8,696","4,527","6,229","13,766"
2021년11월_남_0~9세,"5,097",327,422,302,853,332,601,519,128,491,"1,122"
2021년11월_남_10~19세,"5,911",592,605,344,984,408,815,608,197,451,907
2021년11월_남_20~29세,"11,472",866,648,857,"1,548",634,"2,213","1,337",860,772,"1,737"
2021년11월_남_30~39세,"11,747",791,569,885,"1,612",688,"2,067","1,385",762,982,"2,006"
2021년11월_남_40~49세,"12,341",914,858,"1,004","1,882",822,"1,732","1,362",597,959,"2,211"
2021년11월_남_50~59세,"12,622","1,139",957,"1,086","1,950",863,"1,612","1,271",649,936,"2,159"
2021년11월_남_60~69세,"12,844",943,899,"1,301","2,309",869,"1,621","1,174",742,863,"2,123"
2021년11월_남_70~79세,"7,739",533,510,910,"1,425",506,"1,016",730,436,543,"1,130"
2021년11월_남_80~89세,"2,767",239,173,347,513,169,338,282,146,219,341
2021년11월_남_90~99세,241,32,12,22,58,5,35,25,10,13,29
2021년11월_남_100세 이상,9,2,1,0,0,0,2,3,0,0,1
2021년11월_여_총인구수,"92,599","7,474","6,428","7,673","14,345","5,471","13,860","10,009","5,060","7,515","14,764"
2021년11월_여_연령구간인구수,"92,599","7,474","6,428","7,673","14,345","5,471","13,860","10,009","5,060","7,515","14,764"
2021년11월_여_0~9세,"4,823",365,402,273,768,298,552,514,130,445,"1,076"
2021년11월_여_10~19세,"5,544",556,566,311,931,346,699,606,197,465,867
2021년11월_여_20~29세,"12,347",919,610,860,"1,403",522,"2,919","1,552","1,132",894,"1,536"
2021년11월_여_30~39세,"11,830",821,621,813,"1,653",602,"2,067","1,401",694,"1,069","2,089"
2021년11월_여_40~49세,"12,672","1,048","1,056",865,"1,888",764,"1,779","1,437",576,"1,155","2,104"
2021년11월_여_50~59세,"14,537","1,340","1,189","1,171","2,264",937,"1,915","1,468",634,"1,158","2,461"
2021년11월_여_60~69세,"16,182","1,199","1,075","1,679","2,890","1,065","2,079","1,509",857,"1,213","2,616"
2021년11월_여_70~79세,"9,553",749,582,"1,087","1,631",658,"1,214","1,025",573,693,"1,341"
2021년11월_여_80~89세,"4,407",400,258,533,799,238,541,439,240,382,577
2021년11월_여_90~99세,676,75,63,76,117,40,91,52,26,40,96
2021년11월_여_100세 이상,28,2,6,5,1,1,4,6,1,1,1
2021년12월_계_총인구수,"175,095","13,853","12,091","14,651","27,404","10,703","25,866","18,688","9,597","13,715","28,527"
2021년12월_계_연령구간인구수,"175,095","13,853","12,091","14,651","27,404","10,703","25,866","18,688","9,597","13,715","28,527"
2021년12월_계_0~9세,"9,838",697,818,566,"1,615",624,"1,126","1,025",247,932,"2,188"
2021년12월_계_10~19세,"11,464","1,144","1,173",650,"1,912",746,"1,509","1,225",397,918,"1,790"
2021년12월_계_20~29세,"23,723","1,793","1,261","1,691","2,918","1,144","5,131","2,878","2,014","1,649","3,244"
2021년12월_계_30~39세,"23,505","1,610","1,185","1,678","3,245","1,280","4,126","2,782","1,461","2,041","4,097"
2021년12월_계_40~49세,"24,951","1,958","1,904","1,860","3,764","1,563","3,505","2,811","1,176","2,109","4,301"
