카테고리,충청북도 괴산군,충청북도 괴산군 괴산읍,충청북도 괴산군 감물면,충청북도 괴산군 장연면,충청북도 괴산군 연풍면,충청북도 괴산군 칠성면,충청북도 괴산군 문광면,충청북도 괴산군 청천면,충청북도 괴산군 청안면,충청북도 괴산군 사리면,충청북도 괴산군 소수면,충청북도 괴산군 불정면
2021년05월_계_50~59세,"7,088","1,654",417,409,407,661,417,"1,055",657,513,374,524
2021년05월_계_60~69세,"9,000","1,551",547,539,670,732,552,"1,442",929,671,608,759
2021년05월_계_70~79세,"5,368",946,309,290,378,478,350,854,514,461,336,452
2021년05월_계_80~89세,"3,415",520,217,216,266,293,227,511,359,289,198,319
2021년05월_계_90~99세,458,51,36,27,32,33,35,81,58,31,37,37
2021년05월_계_100세 이상,17,1,0,0,2,1,2,5,1,1,3,1
2021년05월_남_총인구수,"19,256","5,018","1,110",973,"1,200","1,582","1,099","2,655","1,711","1,419","1,059","1,430"
2021년05월_남_연령구간인구수,"19,256","5,018","1,110",973,"1,200","1,582","1,099","2,655","1,711","1,419","1,059","1,430"
2021년05월_남_0~9세,647,314,30,28,18,34,23,62,40,35,23,40
2021년05월_남_10~19세,"1,005",457,60,30,45,68,41,113,54,51,29,57
2021년05월_남_20~29세,"1,657",675,70,64,78,115,83,170,114,131,68,89
2021년05월_남_30~39세,"1,342",514,69,45,66,111,73,124,99,82,77,82
2021년05월_남_40~49세,"2,153",772,108,80,121,184,109,211,163,156,106,143
2021년05월_남_50~59세,"3,857",908,235,226,212,365,228,572,368,289,184,270
2021년05월_남_60~69세,"4,774",768,300,295,368,399,280,786,490,358,331,399
2021년05월_남_70~79세,"2,507",412,144,124,181,213,185,411,245,208,168,216
2021년05월_남_80~89세,"1,210",185,86,77,103,85,69,188,123,102,65,127
2021년05월_남_90~99세,99,12,8,4,7,8,8,17,15,6,8,6
2021년05월_남_100세 이상,5,1,0,0,1,0,0,1,0,1,0,1
2021년05월_여_총인구수,"18,186","4,771",999,949,"1,106","1,545","1,065","2,466","1,634","1,333","1,000","1,318"
2021년05월_여_연령구간인구수,"18,186","4,771",999,949,"1,106","1,545","1,065","2,466","1,634","1,333","1,000","1,318"
2021년05월_여_0~9세,633,300,28,20,24,46,22,53,45,38,25,32
2021년05월_여_10~19세,952,435,64,28,36,65,53,88,58,54,29,42
2021년05월_여_20~29세,"1,138",505,51,42,49,110,49,81,76,79,46,50
2021년05월_여_30~39세,"1,011",444,40,32,41,82,54,107,72,54,39,46
2021년05월_여_40~49세,"1,558",650,63,72,73,114,74,164,106,106,61,75
2021년05월_여_50~59세,"3,231",746,182,183,195,296,189,483,289,224,190,254
2021년05월_여_60~69세,"4,226",783,247,244,302,333,272,656,439,313,277,360
2021년05월_여_70~79세,"2,861",534,165,166,197,265,165,443,269,253,168,236
2021년05월_여_80~89세,"2,205",335,131,139,163,208,158,323,236,187,133,192
2021년05월_여_90~99세,359,39,28,23,25,25,27,64,43,25,29,31
2021년05월_여_100세 이상,12,0,0,0,1,1,2,4,1,0,3,0
2021년06월_계_총인구수,"37,337","9,770","2,092","1,916","2,285","3,110","2,167","5,108","3,348","2,751","2,060","2,730"
2021년06월_계_연령구간인구수,"37,337","9,770","2,092","1,916","2,285","3,110","2,167","5,108","3,348","2,751","2,060","2,730"
2021년06월_계_0~9세,"1,261",609,55,49,38,77,46,112,85,71,49,70
2021년06월_계_10~19세,"1,937",886,120,55,78,135,94,196,111,105,57,100
2021년06월_계_20~29세,"2,754","1,173",118,104,122,216,130,247,190,208,110,136
2021년06월_계_30~39세,"2,331",951,108,75,103,188,125,231,170,138,119,123
2021년06월_계_40~49세,"3,698","1,425",168,156,190,290,185,377,266,263,165,213
2021년06월_계_50~59세,"7,047","1,639",413,411,404,662,415,"1,045",663,506,375,514
2021년06월_계_60~69세,"9,052","1,571",548,538,671,737,557,"1,447",933,677,607,766
2021년06월_계_70~79세,"5,342",939,305,287,376,476,353,851,514,460,335,446
2021년06월_계_80~89세,"3,441",526,221,215,268,294,226,516,357,292,202,324
2021년06월_계_90~99세,456,49,36,26,33,34,34,81,58,30,38,37
2021년06월_계_100세 이상,18,2,0,0,2,1,2,5,1,1,3,1
2021년06월_남_총인구수,"19,187","5,006","1,098",970,"1,190","1,571","1,100","2,649","1,706","1,418","1,057","1,422"
2021년06월_남_연령구간인구수,"19,187","5,006","1,098",970,"1,190","1,571","1,100","2,649","1,706","1,418","1,057","1,422"
2021년06월_남_0~9세,638,312,29,28,17,32,22,60,40,37,22,39
2021년06월_남_10~19세,988,451,59,28,44,67,41,110,53,49,28,58
2021년06월_남_20~29세,"1,625",673,67,62,74,110,83,166,111,128,64,87
2021년06월_남_30~39세,"1,333",511,67,43,64,108,73,126,100,82,79,80
2021년06월_남_40~49세,"2,137",768,106,81,120,178,109,213,161,157,104,140
2021년06월_남_50~59세,"3,841",901,231,229,210,364,227,567,373,287,185,267
2021년06월_남_60~69세,"4,804",778,300,296,370,405,281,789,492,361,332,400
2021년06월_남_70~79세,"2,501",410,144,123,178,214,188,410,243,209,167,215
2021년06월_남_80~89세,"1,218",189,87,76,105,85,69,190,119,102,67,129
2021년06월_남_90~99세,97,12,8,4,7,8,7,17,14,5,9,6
2021년06월_남_100세 이상,5,1,0,0,1,0,0,1,0,1,0,1
2021년06월_여_총인구수,"18,150","4,764",994,946,"1,095","1,539","1,067","2,459","1,642","1,333","1,003","1,308"
2021년06월_여_연령구간인구수,"18,150","4,764",994,946,"1,095","1,539","1,067","2,459","1,642","1,333","1,003","1,308"
2021년06월_여_0~9세,623,297,26,21,21,45,24,52,45,34,27,31
2021년06월_여_10~19세,949,435,61,27,34,68,53,86,58,56,29,42
2021년06월_여_20~29세,"1,129",500,51,42,48,106,47,81,79,80,46,49
2021년06월_여_30~39세,998,440,41,32,39,80,52,105,70,56,40,43
2021년06월_여_40~49세,"1,561",657,62,75,70,112,76,164,105,106,61,73
2021년06월_여_50~59세,"3,206",738,182,182,194,298,188,478,290,219,190,247
2021년06월_여_60~69세,"4,248",793,248,242,301,332,276,658,441,316,275,366
2021년06월_여_70~79세,"2,841",529,161,164,198,262,165,441,271,251,168,231
2021년06월_여_80~89세,"2,223",337,134,139,163,209,157,326,238,190,135,195
2021년06월_여_90~99세,359,37,28,22,26,26,27,64,44,25,29,31
2021년06월_여_100세 이상,13,1,0,0,1,1,2,4,1,0,3,0
2021년07월_계_총인구수,"37,229","9,725","2,085","1,902","2,276","3,114","2,168","5,102","3,342","2,733","2,055","2,727"
2021년07월_계_연령구간인구수,"37,229","9,725","2,085","1,902","2,276","3,114","2,168","5,102","3,342","2,733","2,055","2,727"
2021년07월_계_0~9세,"1,250",597,59,50,37,79,47,112,84,67,49,69
2021년07월_계_10~19세,"1,913",871,118,56,76,135,94,194,108,106,54,101
2021년07월_계_20~29세,"2,717","1,154",115,103,121,213,131,249,188,199,107,137
2021년07월_계_30~39세,"2,290",938,108,72,101,184,124,224,166,136,116,121
2021년07월_계_40~49세,"3,668","1,419",165,154,183,290,184,376,264,259,163,211
2021년07월_계_50~59세,"7,024","1,653",405,402,403,652,419,"1,034",661,508,370,517
2021년07월_계_60~69세,"9,101","1,574",553,541,672,756,556,"1,462",937,673,612,765
2021년07월_계_70~79세,"5,342",941,302,284,377,472,353,853,514,461,340,445
2021년07월_계_80~89세,"3,453",526,224,214,271,298,225,515,360,293,203,324
2021년07월_계_90~99세,452,50,36,26,33,34,33,77,59,30,38,36
2021년07월_계_100세 이상,19,2,0,0,2,1,2,6,1,1,3,1
2021년07월_남_총인구수,"19,136","4,983","1,093",964,"1,180","1,573","1,100","2,655","1,705","1,408","1,054","1,421"
2021년07월_남_연령구간인구수,"19,136","4,983","1,093",964,"1,180","1,573","1,100","2,655","1,705","1,408","1,054","1,421"
2021년07월_남_0~9세,631,305,31,29,16,32,23,60,40,35,22,38
2021년07월_남_10~19세,976,442,58,29,43,67,40,108,53,49,28,59
2021년07월_남_20~29세,"1,604",661,66,62,72,111,85,168,111,119,61,88
2021년07월_남_30~39세,"1,311",505,66,41,62,104,72,126,98,82,77,78
2021년07월_남_40~49세,"2,124",766,105,80,115,176,111,215,160,156,102,138
2021년07월_남_50~59세,"3,828",908,227,224,209,360,225,561,371,289,184,270
2021년07월_남_60~69세,"4,836",783,302,298,372,417,283,796,494,359,333,399
2021년07월_남_70~79세,"2,498",409,142,120,178,211,188,413,244,210,169,214
2021년07월_남_80~89세,"1,227",191,88,77,105,87,67,190,120,103,69,130
2021년07월_남_90~99세,96,12,8,4,7,8,6,17,14,5,9,6
2021년07월_남_100세 이상,5,1,0,0,1,0,0,1,0,1,0,1
2021년07월_여_총인구수,"18,093","4,742",992,938,"1,096","1,541","1,068","2,447","1,637","1,325","1,001","1,306"
2021년07월_여_연령구간인구수,"18,093","4,742",992,938,"1,096","1,541","1,068","2,447","1,637","1,325","1,001","1,306"
2021년07월_여_0~9세,619,292,28,21,21,47,24,52,44,32,27,31
2021년07월_여_10~19세,937,429,60,27,33,68,54,86,55,57,26,42
2021년07월_여_20~29세,"1,113",493,49,41,49,102,46,81,77,80,46,49
2021년07월_여_30~39세,979,433,42,31,39,80,52,98,68,54,39,43
2021년07월_여_40~49세,"1,544",653,60,74,68,114,73,161,104,103,61,73
2021년07월_여_50~59세,"3,196",745,178,178,194,292,194,473,290,219,186,247
2021년07월_여_60~69세,"4,265",791,251,243,300,339,273,666,443,314,279,366
2021년07월_여_70~79세,"2,844",532,160,164,199,261,165,440,270,251,171,231
2021년07월_여_80~89세,"2,226",335,136,137,166,211,158,325,240,190,134,194
2021년07월_여_90~99세,356,38,28,22,26,26,27,60,45,25,29,30
2021년07월_여_100세 이상,14,1,0,0,1,1,2,5,1,0,3,0
2021년08월_계_총인구수,"37,101","9,705","2,089","1,906","2,253","3,114","2,142","5,101","3,327","2,720","2,050","2,694"
2021년08월_계_연령구간인구수,"37,101","9,705","2,089","1,906","2,253","3,114","2,142","5,101","3,327","2,720","2,050","2,694"
2021년08월_계_0~9세,"1,233",593,58,50,36,77,46,113,82,66,50,62
2021년08월_계_10~19세,"1,898",864,121,55,75,134,91,191,111,104,54,98
2021년08월_계_20~29세,"2,655","1,131",111,104,117,212,125,243,178,197,106,131
2021년08월_계_30~39세,"2,271",939,107,70,95,183,121,227,160,137,113,119
2021년08월_계_40~49세,"3,640","1,412",166,155,180,288,180,369,263,255,163,209
2021년08월_계_50~59세,"7,008","1,658",408,403,400,652,410,"1,044",655,504,366,508
2021년08월_계_60~69세,"9,137","1,588",554,545,672,763,553,"1,469",939,673,617,764
2021년08월_계_70~79세,"5,320",940,299,283,374,472,355,844,513,456,340,444
2021년08월_계_80~89세,"3,459",525,228,215,270,295,225,516,365,296,202,322
2021년08월_계_90~99세,462,53,37,26,32,37,34,79,60,31,36,37
2021년08월_계_100세 이상,18,2,0,0,2,1,2,6,1,1,3,0
2021년08월_남_총인구수,"19,060","4,961","1,096",967,"1,164","1,573","1,089","2,654","1,699","1,401","1,051","1,405"
2021년08월_남_연령구간인구수,"19,060","4,961","1,096",967,"1,164","1,573","1,089","2,654","1,699","1,401","1,051","1,405"
2021년08월_남_0~9세,623,306,29,28,15,30,23,59,39,36,23,35
2021년08월_남_10~19세,969,436,60,28,43,66,40,108,55,48,27,58
2021년08월_남_20~29세,"1,563",646,63,62,69,111,82,161,104,119,59,87
2021년08월_남_30~39세,"1,303",503,66,40,59,107,68,130,98,82,74,76
2021년08월_남_40~49세,"2,107",759,107,81,114,172,109,215,158,153,103,136
2021년08월_남_50~59세,"3,814",910,230,226,205,362,223,563,364,286,182,263
2021년08월_남_60~69세,"4,857",788,302,300,371,419,279,801,504,357,336,400
2021년08월_남_70~79세,"2,487",408,139,119,176,211,191,410,242,208,169,214
2021년08월_남_80~89세,"1,236",192,92,79,105,86,68,189,121,106,69,129
2021년08월_남_90~99세,97,12,8,4,6,9,6,17,14,5,9,7
2021년08월_남_100세 이상,4,1,0,0,1,0,0,1,0,1,0,0
2021년08월_여_총인구수,"18,041","4,744",993,939,"1,089","1,541","1,053","2,447","1,628","1,319",999,"1,289"
2021년08월_여_연령구간인구수,"18,041","4,744",993,939,"1,089","1,541","1,053","2,447","1,628","1,319",999,"1,289"
2021년08월_여_0~9세,610,287,29,22,21,47,23,54,43,30,27,27
2021년08월_여_10~19세,929,428,61,27,32,68,51,83,56,56,27,40
2021년08월_여_20~29세,"1,092",485,48,42,48,101,43,82,74,78,47,44
2021년08월_여_30~39세,968,436,41,30,36,76,53,97,62,55,39,43
2021년08월_여_40~49세,"1,533",653,59,74,66,116,71,154,105,102,60,73
2021년08월_여_50~59세,"3,194",748,178,177,195,290,187,481,291,218,184,245
2021년08월_여_60~69세,"4,280",800,252,245,301,344,274,668,435,316,281,364
2021년08월_여_70~79세,"2,833",532,160,164,198,261,164,434,271,248,171,230
2021년08월_여_80~89세,"2,223",333,136,136,165,209,157,327,244,190,133,193
2021년08월_여_90~99세,365,41,29,22,26,28,28,62,46,26,27,30
2021년08월_여_100세 이상,14,1,0,0,1,1,2,5,1,0,3,0
2021년09월_계_총인구수,"36,880","9,599","2,080","1,895","2,257","3,086","2,142","5,073","3,316","2,709","2,044","2,679"
2021년09월_계_연령구간인구수,"36,880","9,599","2,080","1,895","2,257","3,086","2,142","5,073","3,316","2,709","2,044","2,679"
2021년09월_계_0~9세,"1,225",581,58,49,38,77,51,110,79,69,50,63
2021년09월_계_10~19세,"1,871",847,117,57,74,127,91,190,114,102,56,96
2021년09월_계_20~29세,"2,538","1,083",107,96,112,201,118,233,170,194,101,123
2021년09월_계_30~39세,"2,232",930,106,69,98,180,118,217,153,136,113,112
2021년09월_계_40~49세,"3,610","1,393",168,151,180,280,184,371,261,254,162,206
2021년09월_계_50~59세,"6,996","1,652",406,404,405,653,409,"1,036",659,506,361,505
2021년09월_계_60~69세,"9,149","1,591",557,546,672,767,552,"1,473",939,663,617,772
2021년09월_계_70~79세,"5,306",937,295,281,372,467,359,842,517,456,342,438
2021년09월_계_80~89세,"3,470",531,230,216,271,293,224,515,364,295,202,329
2021년09월_계_90~99세,466,52,36,26,33,41,34,80,59,33,37,35
2021년09월_계_100세 이상,17,2,0,0,2,0,2,6,1,1,3,0
2021년09월_남_총인구수,"18,963","4,906","1,093",964,"1,165","1,561","1,090","2,641","1,696","1,396","1,052","1,399"
2021년09월_남_연령구간인구수,"18,963","4,906","1,093",964,"1,165","1,561","1,090","2,641","1,696","1,396","1,052","1,399"
2021년09월_남_0~9세,624,300,29,28,16,31,28,57,37,38,24,36
2021년09월_남_10~19세,952,425,57,29,42,61,40,108,57,48,28,57
2021년09월_남_20~29세,"1,509",624,61,60,68,107,77,158,100,115,56,83
2021년09월_남_30~39세,"1,281",496,66,38,61,107,69,125,94,80,74,71
2021년09월_남_40~49세,"2,083",745,108,80,112,164,108,216,160,153,103,134
2021년09월_남_50~59세,"3,807",910,229,226,207,364,222,557,364,287,180,261
2021년09월_남_60~69세,"4,876",792,306,302,371,419,279,802,508,353,337,407
2021년09월_남_70~79세,"2,491",406,137,117,177,212,193,412,240,210,173,214
2021년09월_남_80~89세,"1,234",196,92,80,104,85,68,187,122,104,67,129
2021년09월_남_90~99세,102,11,8,4,6,11,6,18,14,7,10,7
2021년09월_남_100세 이상,4,1,0,0,1,0,0,1,0,1,0,0
2021년09월_여_총인구수,"17,917","4,693",987,931,"1,092","1,525","1,052","2,432","1,620","1,313",992,"1,280"
2021년09월_여_연령구간인구수,"17,917","4,693",987,931,"1,092","1,525","1,052","2,432","1,620","1,313",992,"1,280"
2021년09월_여_0~9세,601,281,29,21,22,46,23,53,42,31,26,27
2021년09월_여_10~19세,919,422,60,28,32,66,51,82,57,54,28,39
2021년09월_여_20~29세,"1,029",459,46,36,44,94,41,75,70,79,45,40
2021년09월_여_30~39세,951,434,40,31,37,73,49,92,59,56,39,41
2021년09월_여_40~49세,"1,527",648,60,71,68,116,76,155,101,101,59,72
2021년09월_여_50~59세,"3,189",742,177,178,198,289,187,479,295,219,181,244
2021년09월_여_60~69세,"4,273",799,251,244,301,348,273,671,431,310,280,365
2021년09월_여_70~79세,"2,815",531,158,164,195,255,166,430,277,246,169,224
2021년09월_여_80~89세,"2,236",335,138,136,167,208,156,328,242,191,135,200
2021년09월_여_90~99세,364,41,28,22,27,30,28,62,45,26,27,28
2021년09월_여_100세 이상,13,1,0,0,1,0,2,5,1,0,3,0
2021년10월_계_총인구수,"36,843","9,596","2,075","1,884","2,261","3,080","2,135","5,083","3,305","2,700","2,048","2,676"
2021년10월_계_연령구간인구수,"36,843","9,596","2,075","1,884","2,261","3,080","2,135","5,083","3,305","2,700","2,048","2,676"
2021년10월_계_0~9세,"1,197",570,57,47,37,76,50,107,79,63,50,61
2021년10월_계_10~19세,"1,865",849,117,55,72,127,88,192,112,101,57,95
2021년10월_계_20~29세,"2,506","1,068",109,94,112,196,120,231,163,190,99,124
2021년10월_계_30~39세,"2,217",926,103,68,102,175,114,215,152,139,113,110
2021년10월_계_40~49세,"3,586","1,393",169,146,179,279,182,373,253,253,161,198
2021년10월_계_50~59세,"7,005","1,655",398,392,408,659,412,"1,034",670,501,367,509
2021년10월_계_60~69세,"9,212","1,612",566,555,675,765,549,"1,488",938,670,616,778
2021년10월_계_70~79세,"5,290",932,296,283,366,468,357,838,513,453,345,439
2021년10월_계_80~89세,"3,478",534,224,217,273,294,226,519,366,296,201,328
2021년10월_계_90~99세,471,55,36,27,35,41,35,80,58,33,37,34
2021년10월_계_100세 이상,16,2,0,0,2,0,2,6,1,1,2,0
2021년10월_남_총인구수,"18,952","4,906","1,088",963,"1,170","1,561","1,088","2,649","1,687","1,390","1,051","1,399"
2021년10월_남_연령구간인구수,"18,952","4,906","1,088",963,"1,170","1,561","1,088","2,649","1,687","1,390","1,051","1,399"
2021년10월_남_0~9세,609,294,28,27,15,31,28,56,36,35,24,35
2021년10월_남_10~19세,956,431,56,29,43,61,39,110,55,46,29,57
2021년10월_남_20~29세,"1,481",609,63,59,67,104,78,156,98,110,53,84
2021년10월_남_30~39세,"1,272",493,65,38,63,104,66,124,91,83,74,71
2021년10월_남_40~49세,"2,070",748,107,77,112,164,107,216,155,154,101,129
2021년10월_남_50~59세,"3,823",917,224,221,211,368,226,555,370,283,184,264
2021년10월_남_60~69세,"4,910",798,310,307,372,421,280,814,506,358,334,410
2021년10월_남_70~79세,"2,489",404,138,120,175,213,191,411,239,209,177,212
2021년10월_남_80~89세,"1,235",198,89,81,105,85,67,188,123,104,65,130
2021년10월_남_90~99세,103,13,8,4,6,10,6,18,14,7,10,7
2021년10월_남_100세 이상,4,1,0,0,1,0,0,1,0,1,0,0
2021년10월_여_총인구수,"17,891","4,690",987,921,"1,091","1,519","1,047","2,434","1,618","1,310",997,"1,277"
2021년10월_여_연령구간인구수,"17,891","4,690",987,921,"1,091","1,519","1,047","2,434","1,618","1,310",997,"1,277"
2021년10월_여_0~9세,588,276,29,20,22,45,22,51,43,28,26,26
2021년10월_여_10~19세,909,418,61,26,29,66,49,82,57,55,28,38
2021년10월_여_20~29세,"1,025",459,46,35,45,92,42,75,65,80,46,40
2021년10월_여_30~39세,945,433,38,30,39,71,48,91,61,56,39,39
2021년10월_여_40~49세,"1,516",645,62,69,67,115,75,157,98,99,60,69
2021년10월_여_50~59세,"3,182",738,174,171,197,291,186,479,300,218,183,245
2021년10월_여_60~69세,"4,302",814,256,248,303,344,269,674,432,312,282,368
2021년10월_여_70~79세,"2,801",528,158,163,191,255,166,427,274,244,168,227
2021년10월_여_80~89세,"2,243",336,135,136,168,209,159,331,243,192,136,198
2021년10월_여_90~99세,368,42,28,23,29,31,29,62,44,26,27,27
2021년10월_여_100세 이상,12,1,0,0,1,0,2,5,1,0,2,0
2021년11월_계_총인구수,"36,887","9,595","2,072","1,901","2,263","3,074","2,164","5,092","3,311","2,699","2,039","2,677"
2021년11월_계_연령구간인구수,"36,887","9,595","2,072","1,901","2,263","3,074","2,164","5,092","3,311","2,699","2,039","2,677"
2021년11월_계_0~9세,"1,187",561,54,46,36,74,50,106,80,66,52,62
2021년11월_계_10~19세,"1,867",844,115,58,74,126,94,192,112,100,58,94
2021년11월_계_20~29세,"2,532","1,074",109,97,117,197,125,231,172,187,95,128
2021년11월_계_30~39세,"2,196",921,96,66,98,174,116,217,152,141,108,107
2021년11월_계_40~49세,"3,577","1,391",169,148,176,277,186,369,247,249,164,201
2021년11월_계_50~59세,"7,025","1,673",398,400,412,656,411,"1,034",674,503,360,504
2021년11월_계_60~69세,"9,249","1,615",571,559,676,766,558,"1,498",943,667,620,776
2021년11월_계_70~79세,"5,301",927,296,285,365,470,359,838,513,456,346,446
2021년11월_계_80~89세,"3,459",532,226,214,270,293,225,521,361,295,199,323
2021년11월_계_90~99세,479,56,38,28,37,41,38,80,56,34,35,36
2021년11월_계_100세 이상,15,1,0,0,2,0,2,6,1,1,2,0
2021년11월_남_총인구수,"18,957","4,900","1,083",973,"1,173","1,556","1,105","2,651","1,684","1,386","1,053","1,393"
2021년11월_남_연령구간인구수,"18,957","4,900","1,083",973,"1,173","1,556","1,105","2,651","1,684","1,386","1,053","1,393"
2021년11월_남_0~9세,599,285,25,27,14,31,28,56,36,36,25,36
2021년11월_남_10~19세,959,429,57,29,44,60,43,110,54,45,31,57
2021년11월_남_20~29세,"1,483",607,63,60,70,102,82,156,100,110,51,82
2021년11월_남_30~39세,"1,253",491,60,36,61,104,64,124,91,83,71,68
2021년11월_남_40~49세,"2,065",750,106,79,110,165,109,212,150,152,103,129
2021년11월_남_50~59세,"3,842",929,223,227,212,368,226,555,373,285,182,262
2021년11월_남_60~69세,"4,929",801,314,310,375,418,287,818,509,355,335,407
2021년11월_남_70~79세,"2,498",399,139,121,176,215,191,415,237,207,181,217
2021년11월_남_80~89세,"1,223",197,88,80,103,84,68,186,121,105,64,127
2021년11월_남_90~99세,103,12,8,4,7,9,7,18,13,7,10,8
2021년11월_남_100세 이상,3,0,0,0,1,0,0,1,0,1,0,0
2021년11월_여_총인구수,"17,930","4,695",989,928,"1,090","1,518","1,059","2,441","1,627","1,313",986,"1,284"
2021년11월_여_연령구간인구수,"17,930","4,695",989,928,"1,090","1,518","1,059","2,441","1,627","1,313",986,"1,284"
2021년11월_여_0~9세,588,276,29,19,22,43,22,50,44,30,27,26
2021년11월_여_10~19세,908,415,58,29,30,66,51,82,58,55,27,37
2021년11월_여_20~29세,"1,049",467,46,37,47,95,43,75,72,77,44,46
2021년11월_여_30~39세,943,430,36,30,37,70,52,93,61,58,37,39
2021년11월_여_40~49세,"1,512",641,63,69,66,112,77,157,97,97,61,72
2021년11월_여_50~59세,"3,183",744,175,173,200,288,185,479,301,218,178,242
2021년11월_여_60~69세,"4,320",814,257,249,301,348,271,680,434,312,285,369
2021년11월_여_70~79세,"2,803",528,157,164,189,255,168,423,276,249,165,229
2021년11월_여_80~89세,"2,236",335,138,134,167,209,157,335,240,190,135,196
2021년11월_여_90~99세,376,44,30,24,30,32,31,62,43,27,25,28
2021년11월_여_100세 이상,12,1,0,0,1,0,2,5,1,0,2,0
2021년12월_계_총인구수,"38,122","9,753","2,196","1,955","2,428","3,177","2,246","5,211","3,436","2,805","2,105","2,810"
2021년12월_계_연령구간인구수,"38,122","9,753","2,196","1,955","2,428","3,177","2,246","5,211","3,436","2,805","2,105","2,810"
2021년12월_계_0~9세,"1,248",561,73,52,38,73,56,109,90,80,54,62
2021년12월_계_10~19세,"1,942",842,125,62,86,135,100,202,123,104,60,103
2021년12월_계_20~29세,"2,757","1,125",122,101,149,214,143,239,186,208,109,161
2021년12월_계_30~39세,"2,291",923,111,71,117,189,118,222,157,152,117,114
2021년12월_계_40~49세,"3,756","1,418",181,159,206,291,194,382,268,268,171,218
2021년12월_계_50~59세,"7,313","1,724",408,416,445,680,430,"1,060",707,519,377,547
2021년12월_계_60~69세,"9,494","1,635",607,565,704,788,576,"1,544",967,685,629,794
2021년12월_계_70~79세,"5,345",927,304,287,372,474,361,844,518,453,352,453
2021년12월_계_80~89세,"3,477",537,228,214,270,292,229,522,363,300,198,324
2021년12월_계_90~99세,484,60,37,28,40,41,37,80,56,35,36,34
2021년12월_계_100세 이상,15,1,0,0,1,0,2,7,1,1,2,0
2021년12월_남_총인구수,"19,612","4,993","1,150",994,"1,252","1,600","1,155","2,711","1,757","1,439","1,093","1,468"
2021년12월_남_연령구간인구수,"19,612","4,993","1,150",994,"1,252","1,600","1,155","2,711","1,757","1,439","1,093","1,468"
2021년12월_남_0~9세,627,285,37,28,16,27,33,57,40,44,24,36
2021년12월_남_10~19세,994,426,59,32,46,65,49,114,62,48,31,62
2021년12월_남_20~29세,"1,616",643,70,60,85,111,90,160,111,122,61,103
2021년12월_남_30~39세,"1,305",492,66,39,74,110,67,131,90,85,78,73
2021년12월_남_40~49세,"2,161",771,115,85,125,171,112,220,160,160,107,135
2021년12월_남_50~59세,"3,982",944,230,235,228,377,242,562,391,297,190,286
2021년12월_남_60~69세,"5,056",815,331,310,389,431,294,839,526,361,340,420
2021년12월_남_70~79세,"2,532",405,147,120,179,217,192,417,241,207,187,220
2021년12월_남_80~89세,"1,231",201,88,82,101,82,69,190,123,106,64,125
2021년12월_남_90~99세,105,11,7,3,8,9,7,20,13,8,11,8
2021년12월_남_100세 이상,3,0,0,0,1,0,0,1,0,1,0,0
2021년12월_여_총인구수,"18,510","4,760","1,046",961,"1,176","1,577","1,091","2,500","1,679","1,366","1,012","1,342"
2021년12월_여_연령구간인구수,"18,510","4,760","1,046",961,"1,176","1,577","1,091","2,500","1,679","1,366","1,012","1,342"
2021년12월_여_0~9세,621,276,36,24,22,46,23,52,50,36,30,26
2021년12월_여_10~19세,948,416,66,30,40,70,51,88,61,56,29,41
2021년12월_여_20~29세,"1,141",482,52,41,64,103,53,79,75,86,48,58
2021년12월_여_30~39세,986,431,45,32,43,79,51,91,67,67,39,41
2021년12월_여_40~49세,"1,595",647,66,74,81,120,82,162,108,108,64,83
2021년12월_여_50~59세,"3,331",780,178,181,217,303,188,498,316,222,187,261
2021년12월_여_60~69세,"4,438",820,276,255,315,357,282,705,441,324,289,374
2021년12월_여_70~79세,"2,813",522,157,167,193,257,169,427,277,246,165,233
2021년12월_여_80~89세,"2,246",336,140,132,169,210,160,332,240,194,134,199
2021년12월_여_90~99세,379,49,30,25,32,32,30,60,43,27,25,26
2021년12월_여_100세 이상,12,1,0,0,0,0,2,6,1,0,2,0
