카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2020년07월_여_연령구간인구수,"175,410","4,151","2,095","3,780","1,194","1,007","1,358",811,773,742,"1,673","10,713","2,405",850,"2,071",566,"1,155","14,300","5,523","5,937","7,393","10,240","12,722","5,931","13,424","14,721","6,282","6,274","11,346","12,981","12,992"
2020년07월_여_0~9세,"13,880",305,177,433,23,25,53,7,21,20,31,"1,088",128,11,72,16,28,801,232,176,284,556,711,431,"1,627","1,102",323,345,"1,312","1,142","2,400"
2020년07월_여_10~19세,"16,822",325,241,217,53,32,91,19,22,41,72,"1,365",203,26,100,22,50,"1,163",355,311,534,817,"1,250",563,"1,789","1,764",552,585,"1,570","1,324","1,366"
2020년07월_여_20~29세,"20,071",364,196,437,68,62,85,24,29,36,74,965,188,35,165,50,69,"1,949",675,488,880,"1,323","1,705",663,"1,496","1,958",812,699,"1,099","2,077","1,400"
2020년07월_여_30~39세,"20,597",461,223,692,56,54,100,26,39,27,87,"1,296",205,24,105,30,52,"1,310",593,385,661,"1,060","1,222",686,"2,054","1,594",583,567,"1,523","1,865","3,017"
2020년07월_여_40~49세,"27,380",507,350,472,68,63,127,40,43,51,102,"2,009",306,45,194,41,77,"2,059",751,647,923,"1,455","2,047",858,"2,860","2,773",873,994,"2,161","2,110","2,374"
2020년07월_여_50~59세,"29,338",698,321,640,178,161,235,115,95,108,255,"1,711",403,130,380,89,187,"2,396",962,"1,043","1,396","1,962","2,702","1,069","1,966","2,706","1,176","1,241","1,661","1,981","1,371"
2020년07월_여_60~69세,"23,028",625,265,424,229,232,240,189,174,149,345,"1,175",382,163,456,106,223,"2,174",994,"1,316","1,319","1,684","1,753",927,863,"1,428","1,058",974,"1,101","1,358",702
2020년07월_여_70~79세,"14,383",473,165,241,264,170,215,193,172,133,337,644,327,193,325,96,231,"1,539",588,"1,009",884,937,819,498,470,831,551,541,592,726,219
2020년07월_여_80~89세,"8,455",327,130,175,211,178,190,170,157,143,312,395,226,195,235,96,216,776,303,483,443,395,444,203,261,479,302,272,284,341,113
2020년07월_여_90~99세,"1,384",64,25,45,43,28,22,28,21,33,56,64,36,27,37,19,21,123,64,64,66,50,68,31,34,85,52,52,42,56,28
2020년07월_여_100세 이상,72,2,2,4,1,2,0,0,0,1,2,1,1,1,2,1,1,10,6,15,3,1,1,2,4,1,0,4,1,1,2
2020년08월_계_총인구수,"347,262","8,372","4,178","7,783","2,256","1,942","2,642","1,623","1,527","1,493","3,298","21,401","4,803","1,641","4,082","1,087","2,232","27,951","10,950","11,486","14,460","20,194","25,359","12,008","27,114","28,192","12,023","12,311","21,655","26,471","26,728"
2020년08월_계_연령구간인구수,"347,262","8,372","4,178","7,783","2,256","1,942","2,642","1,623","1,527","1,493","3,298","21,401","4,803","1,641","4,082","1,087","2,232","27,951","10,950","11,486","14,460","20,194","25,359","12,008","27,114","28,192","12,023","12,311","21,655","26,471","26,728"
2020년08월_계_0~9세,"28,820",665,389,875,42,50,100,28,37,41,63,"2,291",263,20,150,27,61,"1,649",499,365,655,"1,105","1,481",819,"3,498","2,226",687,728,"2,619","2,434","4,953"
2020년08월_계_10~19세,"35,453",686,473,474,118,60,194,51,52,75,161,"2,833",422,63,203,46,110,"2,570",751,708,"1,122","1,665","2,632","1,114","4,071","3,623","1,160","1,297","3,016","2,689","3,014"
2020년08월_계_20~29세,"44,764",819,409,"1,006",161,133,224,77,70,107,214,"2,294",448,84,361,110,139,"4,261","1,454","1,103","1,842","2,958","3,897","1,536","3,360","4,173","1,691","1,634","2,365","4,971","2,863"
2020년08월_계_30~39세,"41,986",952,431,"1,483",132,128,189,74,87,73,180,"2,552",409,57,233,56,105,"2,778","1,287",894,"1,396","2,256","2,704","1,450","3,812","3,104","1,208","1,118","2,769","4,058","6,011"
2020년08월_계_40~49세,"54,524","1,110",690,"1,060",188,153,304,115,157,161,292,"3,888",660,126,439,104,224,"4,034","1,608","1,465","1,988","2,922","3,844","1,816","5,327","4,895","1,667","1,841","4,116","4,152","5,178"
2020년08월_계_50~59세,"57,786","1,449",683,"1,209",391,360,490,284,230,259,596,"3,395",891,305,791,197,424,"4,621","1,851","2,064","2,700","3,717","5,146","2,129","4,024","5,223","2,147","2,390","3,248","3,857","2,715"
2020년08월_계_60~69세,"44,424","1,340",559,926,461,469,499,403,348,293,685,"2,318",786,370,937,235,482,"3,950","1,847","2,359","2,447","3,092","3,431","1,835","1,780","2,755","1,921","1,861","2,106","2,557","1,372"
2020년08월_계_70~79세,"25,551",818,331,453,419,293,367,321,312,255,597,"1,178",549,324,582,165,366,"2,733","1,094","1,749","1,562","1,768","1,521",942,833,"1,374","1,014","1,001",974,"1,222",434
2020년08월_계_80~89세,"12,169",453,181,242,291,256,248,236,209,189,434,577,332,259,334,125,294,"1,176",478,676,665,648,619,324,360,714,465,374,391,463,156
2020년08월_계_90~99세,"1,691",78,30,51,52,38,26,34,25,39,73,74,41,32,49,21,26,163,74,85,80,62,81,41,42,104,62,62,50,66,30
2020년08월_계_100세 이상,94,2,2,4,1,2,1,0,0,1,3,1,2,1,3,1,1,16,7,18,3,1,3,2,7,1,1,5,1,2,2
2020년08월_남_총인구수,"171,852","4,243","2,087","3,991","1,065",942,"1,287",812,757,749,"1,634","10,755","2,405",791,"2,028",523,"1,079","13,713","5,406","5,575","7,107","10,016","12,697","6,097","13,731","13,557","5,760","6,068","10,364","13,346","13,267"
2020년08월_남_연령구간인구수,"171,852","4,243","2,087","3,991","1,065",942,"1,287",812,757,749,"1,634","10,755","2,405",791,"2,028",523,"1,079","13,713","5,406","5,575","7,107","10,016","12,697","6,097","13,731","13,557","5,760","6,068","10,364","13,346","13,267"
2020년08월_남_0~9세,"14,979",363,215,444,18,25,47,20,15,19,35,"1,208",139,8,78,11,33,859,267,196,373,562,784,387,"1,888","1,142",366,387,"1,329","1,289","2,472"
2020년08월_남_10~19세,"18,692",360,233,252,66,29,104,32,33,33,88,"1,493",217,37,104,24,61,"1,423",394,399,598,856,"1,406",560,"2,285","1,881",610,718,"1,459","1,371","1,566"
2020년08월_남_20~29세,"24,704",459,212,565,95,72,139,53,42,70,144,"1,331",263,50,202,62,70,"2,326",774,629,966,"1,652","2,193",873,"1,861","2,231",882,944,"1,262","2,850","1,432"
2020년08월_남_30~39세,"21,409",502,212,794,78,74,92,48,48,44,96,"1,269",203,32,136,27,53,"1,474",695,515,743,"1,208","1,487",768,"1,780","1,523",625,558,"1,265","2,153","2,907"
2020년08월_남_40~49세,"27,162",607,339,587,119,96,175,75,113,111,190,"1,898",353,83,243,62,148,"1,999",856,819,"1,080","1,481","1,815",965,"2,466","2,146",792,860,"1,965","2,030","2,689"
2020년08월_남_50~59세,"28,480",761,363,564,214,199,258,173,135,152,343,"1,688",491,175,418,109,238,"2,232",887,"1,022","1,322","1,763","2,453","1,076","2,057","2,514",983,"1,151","1,580","1,850","1,309"
2020년08월_남_60~69세,"21,249",709,292,500,234,237,257,210,173,147,335,"1,136",403,204,477,131,256,"1,772",852,"1,043","1,118","1,401","1,666",899,917,"1,318",863,877,997,"1,181",644
2020년08월_남_70~79세,"11,147",350,167,213,151,124,150,130,140,122,266,535,227,132,258,67,140,"1,186",496,734,681,825,701,437,365,548,457,460,388,492,205
2020년08월_남_80~89세,"3,709",117,49,67,84,77,59,64,53,46,121,185,102,64,102,28,75,398,173,197,214,255,177,123,100,234,168,103,111,122,41
2020년08월_남_90~99세,299,15,4,5,6,9,5,7,5,5,15,12,7,6,9,2,5,38,11,18,12,13,13,9,9,20,13,9,8,7,2
2020년08월_남_100세 이상,22,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,3,0,0,2,0,3,0,1,1,0,1,0
2020년08월_여_총인구수,"175,410","4,129","2,091","3,792","1,191","1,000","1,355",811,770,744,"1,664","10,646","2,398",850,"2,054",564,"1,153","14,238","5,544","5,911","7,353","10,178","12,662","5,911","13,383","14,635","6,263","6,243","11,291","13,125","13,461"
2020년08월_여_연령구간인구수,"175,410","4,129","2,091","3,792","1,191","1,000","1,355",811,770,744,"1,664","10,646","2,398",850,"2,054",564,"1,153","14,238","5,544","5,911","7,353","10,178","12,662","5,911","13,383","14,635","6,263","6,243","11,291","13,125","13,461"
2020년08월_여_0~9세,"13,841",302,174,431,24,25,53,8,22,22,28,"1,083",124,12,72,16,28,790,232,169,282,543,697,432,"1,610","1,084",321,341,"1,290","1,145","2,481"
2020년08월_여_10~19세,"16,761",326,240,222,52,31,90,19,19,42,73,"1,340",205,26,99,22,49,"1,147",357,309,524,809,"1,226",554,"1,786","1,742",550,579,"1,557","1,318","1,448"
2020년08월_여_20~29세,"20,060",360,197,441,66,61,85,24,28,37,70,963,185,34,159,48,69,"1,935",680,474,876,"1,306","1,704",663,"1,499","1,942",809,690,"1,103","2,121","1,431"
2020년08월_여_30~39세,"20,577",450,219,689,54,54,97,26,39,29,84,"1,283",206,25,97,29,52,"1,304",592,379,653,"1,048","1,217",682,"2,032","1,581",583,560,"1,504","1,905","3,104"
2020년08월_여_40~49세,"27,362",503,351,473,69,57,129,40,44,50,102,"1,990",307,43,196,42,76,"2,035",752,646,908,"1,441","2,029",851,"2,861","2,749",875,981,"2,151","2,122","2,489"
2020년08월_여_50~59세,"29,306",688,320,645,177,161,232,111,95,107,253,"1,707",400,130,373,88,186,"2,389",964,"1,042","1,378","1,954","2,693","1,053","1,967","2,709","1,164","1,239","1,668","2,007","1,406"
2020년08월_여_60~69세,"23,175",631,267,426,227,232,242,193,175,146,350,"1,182",383,166,460,104,226,"2,178",995,"1,316","1,329","1,691","1,765",936,863,"1,437","1,058",984,"1,109","1,376",728
2020년08월_여_70~79세,"14,404",468,164,240,268,169,217,191,172,133,331,643,322,192,324,98,226,"1,547",598,"1,015",881,943,820,505,468,826,557,541,586,730,229
2020년08월_여_80~89세,"8,460",336,132,175,207,179,189,172,156,143,313,392,230,195,232,97,219,778,305,479,451,393,442,201,260,480,297,271,280,341,115
2020년08월_여_90~99세,"1,392",63,26,46,46,29,21,27,20,34,58,62,34,26,40,19,21,125,63,67,68,49,68,32,33,84,49,53,42,59,28
2020년08월_여_100세 이상,72,2,1,4,1,2,0,0,0,1,2,1,2,1,2,1,1,10,6,15,3,1,1,2,4,1,0,4,1,1,2
2020년09월_계_총인구수,"347,598","8,314","4,161","7,830","2,258","1,936","2,646","1,614","1,523","1,487","3,281","21,235","4,781","1,635","4,059","1,090","2,231","27,853","10,910","11,432","14,391","20,034","25,166","12,002","26,941","28,000","11,965","12,276","21,545","26,669","28,333"
2020년09월_계_연령구간인구수,"347,598","8,314","4,161","7,830","2,258","1,936","2,646","1,614","1,523","1,487","3,281","21,235","4,781","1,635","4,059","1,090","2,231","27,853","10,910","11,432","14,391","20,034","25,166","12,002","26,941","28,000","11,965","12,276","21,545","26,669","28,333"
2020년09월_계_0~9세,"28,710",646,384,892,43,50,95,28,36,41,59,"2,240",248,19,147,29,62,"1,607",484,362,645,"1,083","1,460",810,"3,475","2,189",680,715,"2,576","2,431","5,174"
2020년09월_계_10~19세,"35,408",681,469,476,121,57,194,50,53,76,154,"2,806",426,62,199,47,111,"2,552",742,706,"1,105","1,645","2,587","1,099","4,033","3,587","1,135","1,308","3,008","2,689","3,230"
2020년09월_계_20~29세,"44,888",816,413,996,161,130,229,77,71,104,214,"2,285",441,83,357,106,139,"4,260","1,463","1,096","1,835","2,949","3,861","1,549","3,327","4,145","1,705","1,615","2,365","5,046","3,050"
2020년09월_계_30~39세,"41,970",932,430,"1,494",133,124,189,68,84,71,177,"2,511",401,57,229,57,104,"2,751","1,267",876,"1,389","2,202","2,656","1,446","3,796","3,077","1,183","1,107","2,709","4,106","6,344"
2020년09월_계_40~49세,"54,437","1,093",680,"1,067",189,155,303,115,154,162,287,"3,831",657,123,437,107,223,"4,010","1,604","1,456","1,962","2,871","3,793","1,794","5,274","4,838","1,653","1,832","4,104","4,152","5,511"
2020년09월_계_50~59세,"57,865","1,445",680,"1,208",390,360,495,284,233,255,590,"3,382",886,299,782,197,422,"4,631","1,840","2,039","2,682","3,686","5,125","2,144","4,016","5,188","2,133","2,389","3,253","3,903","2,928"
2020년09월_계_60~69세,"44,751","1,356",562,941,458,471,504,405,349,293,697,"2,355",795,376,938,233,482,"3,946","1,850","2,367","2,460","3,115","3,440","1,844","1,786","2,783","1,928","1,870","2,113","2,587","1,447"
2020년09월_계_70~79세,"25,536",813,328,454,420,293,359,319,308,255,590,"1,163",551,326,581,163,362,"2,739","1,096","1,748","1,567","1,768","1,537",945,832,"1,371","1,013","1,001",970,"1,215",449
2020년09월_계_80~89세,"12,234",453,183,249,288,257,249,237,210,190,437,587,327,258,337,129,299,"1,177",481,678,660,652,624,329,354,710,472,373,395,471,168
2020년09월_계_90~99세,"1,705",77,30,49,55,37,28,31,25,39,73,74,47,31,49,21,26,164,76,86,83,62,80,40,41,111,61,61,51,67,30
2020년09월_계_100세 이상,94,2,2,4,0,2,1,0,0,1,3,1,2,1,3,1,1,16,7,18,3,1,3,2,7,1,2,5,1,2,2
2020년09월_남_총인구수,"171,950","4,209","2,077","4,007","1,065",942,"1,291",809,757,746,"1,621","10,676","2,397",790,"2,010",525,"1,083","13,674","5,389","5,530","7,074","9,926","12,597","6,092","13,645","13,456","5,718","6,058","10,302","13,434","14,050"
2020년09월_남_연령구간인구수,"171,950","4,209","2,077","4,007","1,065",942,"1,291",809,757,746,"1,621","10,676","2,397",790,"2,010",525,"1,083","13,674","5,389","5,530","7,074","9,926","12,597","6,092","13,645","13,456","5,718","6,058","10,302","13,434","14,050"
2020년09월_남_0~9세,"14,905",351,211,451,20,25,45,20,15,19,34,"1,183",129,8,75,12,35,844,261,193,370,553,771,381,"1,870","1,127",357,381,"1,301","1,284","2,579"
2020년09월_남_10~19세,"18,683",357,232,255,67,27,102,31,34,35,82,"1,478",220,36,101,24,62,"1,417",390,395,590,839,"1,388",550,"2,273","1,861",600,731,"1,458","1,377","1,671"
2020년09월_남_20~29세,"24,695",456,212,553,96,74,144,53,43,68,145,"1,324",261,49,200,61,70,"2,323",777,621,959,"1,642","2,173",877,"1,833","2,205",888,932,"1,260","2,869","1,527"
2020년09월_남_30~39세,"21,426",488,215,802,77,71,90,46,48,43,94,"1,254",200,32,132,27,54,"1,470",684,500,747,"1,178","1,459",767,"1,775","1,517",609,556,"1,231","2,186","3,074"
2020년09월_남_40~49세,"27,130",597,330,593,120,100,175,75,111,110,186,"1,868",353,83,242,65,147,"1,980",853,814,"1,059","1,465","1,788",952,"2,445","2,131",790,853,"1,968","2,034","2,843"
2020년09월_남_50~59세,"28,505",758,365,562,210,197,261,171,135,149,339,"1,682",486,172,409,108,238,"2,242",885,"1,010","1,317","1,750","2,448","1,090","2,057","2,482",972,"1,146","1,578","1,871","1,415"
2020년09월_남_60~69세,"21,400",719,291,503,234,238,261,211,175,150,342,"1,152",412,207,480,131,257,"1,765",857,"1,047","1,123","1,413","1,665",900,918,"1,335",862,881,998,"1,191",682
2020년09월_남_70~79세,"11,147",348,165,216,151,124,148,131,137,120,263,533,229,134,258,66,139,"1,191",494,731,684,816,713,439,365,546,455,462,387,489,213
2020년09월_남_80~89세,"3,738",120,51,67,84,77,57,64,54,47,120,189,99,63,104,29,76,398,178,199,213,257,177,127,97,232,171,106,113,125,44
2020년09월_남_90~99세,299,15,4,5,6,9,7,7,5,5,15,13,8,6,8,2,5,38,9,17,12,13,13,9,9,20,13,9,8,7,2
2020년09월_남_100세 이상,22,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,3,0,0,2,0,3,0,1,1,0,1,0
2020년09월_여_총인구수,"175,648","4,105","2,084","3,823","1,193",994,"1,355",805,766,741,"1,660","10,559","2,384",845,"2,049",565,"1,148","14,179","5,521","5,902","7,317","10,108","12,569","5,910","13,296","14,544","6,247","6,218","11,243","13,235","14,283"
2020년09월_여_연령구간인구수,"175,648","4,105","2,084","3,823","1,193",994,"1,355",805,766,741,"1,660","10,559","2,384",845,"2,049",565,"1,148","14,179","5,521","5,902","7,317","10,108","12,569","5,910","13,296","14,544","6,247","6,218","11,243","13,235","14,283"
2020년09월_여_0~9세,"13,805",295,173,441,23,25,50,8,21,22,25,"1,057",119,11,72,17,27,763,223,169,275,530,689,429,"1,605","1,062",323,334,"1,275","1,147","2,595"
2020년09월_여_10~19세,"16,725",324,237,221,54,30,92,19,19,41,72,"1,328",206,26,98,23,49,"1,135",352,311,515,806,"1,199",549,"1,760","1,726",535,577,"1,550","1,312","1,559"
2020년09월_여_20~29세,"20,193",360,201,443,65,56,85,24,28,36,69,961,180,34,157,45,69,"1,937",686,475,876,"1,307","1,688",672,"1,494","1,940",817,683,"1,105","2,177","1,523"
2020년09월_여_30~39세,"20,544",444,215,692,56,53,99,22,36,28,83,"1,257",201,25,97,30,50,"1,281",583,376,642,"1,024","1,197",679,"2,021","1,560",574,551,"1,478","1,920","3,270"
2020년09월_여_40~49세,"27,307",496,350,474,69,55,128,40,43,52,101,"1,963",304,40,195,42,76,"2,030",751,642,903,"1,406","2,005",842,"2,829","2,707",863,979,"2,136","2,118","2,668"
2020년09월_여_50~59세,"29,360",687,315,646,180,163,234,113,98,106,251,"1,700",400,127,373,89,184,"2,389",955,"1,029","1,365","1,936","2,677","1,054","1,959","2,706","1,161","1,243","1,675","2,032","1,513"
2020년09월_여_60~69세,"23,351",637,271,438,224,233,243,194,174,143,355,"1,203",383,169,458,102,225,"2,181",993,"1,320","1,337","1,702","1,775",944,868,"1,448","1,066",989,"1,115","1,396",765
2020년09월_여_70~79세,"14,389",465,163,238,269,169,211,188,171,135,327,630,322,192,323,97,223,"1,548",602,"1,017",883,952,824,506,467,825,558,539,583,726,236
2020년09월_여_80~89세,"8,496",333,132,182,204,180,192,173,156,143,317,398,228,195,233,100,223,779,303,479,447,395,447,202,257,478,301,267,282,346,124
2020년09월_여_90~99세,"1,406",62,26,44,49,28,21,24,20,34,58,61,39,25,41,19,21,126,67,69,71,49,67,31,32,91,48,52,43,60,28
2020년09월_여_100세 이상,72,2,1,4,0,2,0,0,0,1,2,1,2,1,2,1,1,10,6,15,3,1,1,2,4,1,1,4,1,1,2
2020년10월_계_총인구수,"347,759","8,277","4,148","7,845","2,247","1,927","2,638","1,611","1,517","1,482","3,276","21,148","4,748","1,630","4,047","1,076","2,236","27,746","10,868","11,367","14,337","19,971","24,976","11,920","26,932","27,884","11,874","12,247","21,409","26,718","29,657"
2020년10월_계_연령구간인구수,"347,759","8,277","4,148","7,845","2,247","1,927","2,638","1,611","1,517","1,482","3,276","21,148","4,748","1,630","4,047","1,076","2,236","27,746","10,868","11,367","14,337","19,971","24,976","11,920","26,932","27,884","11,874","12,247","21,409","26,718","29,657"
2020년10월_계_0~9세,"28,563",632,378,886,43,48,93,28,32,41,60,"2,215",245,19,139,28,62,"1,586",469,349,632,"1,062","1,428",800,"3,446","2,164",670,705,"2,536","2,420","5,347"
2020년10월_계_10~19세,"35,366",683,465,471,118,58,191,50,51,76,152,"2,807",420,59,204,44,109,"2,535",737,705,"1,088","1,626","2,548","1,077","4,047","3,559","1,120","1,299","2,997","2,664","3,406"
2020년10월_계_20~29세,"44,980",808,412,987,160,130,228,76,72,102,210,"2,274",438,84,348,103,142,"4,251","1,441","1,094","1,841","2,958","3,828","1,541","3,336","4,142","1,694","1,627","2,355","5,093","3,205"
2020년10월_계_30~39세,"41,848",926,426,"1,500",130,121,183,67,83,72,177,"2,475",391,58,230,57,106,"2,734","1,262",861,"1,384","2,161","2,614","1,435","3,761","3,062","1,151","1,097","2,650","4,110","6,564"
2020년10월_계_40~49세,"54,387","1,072",676,"1,079",189,154,299,114,153,157,281,"3,797",659,123,433,101,220,"3,964","1,589","1,434","1,933","2,868","3,769","1,768","5,279","4,779","1,647","1,818","4,088","4,150","5,794"
2020년10월_계_50~59세,"57,915","1,440",675,"1,214",387,352,503,283,232,253,590,"3,381",880,298,783,195,425,"4,599","1,844","2,013","2,673","3,689","5,097","2,134","4,020","5,176","2,108","2,385","3,241","3,917","3,128"
2020년10월_계_60~69세,"45,064","1,364",574,954,457,475,503,409,348,295,696,"2,373",801,373,938,235,486,"3,975","1,864","2,380","2,477","3,126","3,449","1,839","1,807","2,793","1,929","1,878","2,124","2,607","1,535"
2020년10월_계_70~79세,"25,543",816,325,454,420,291,355,317,308,253,593,"1,162",544,327,580,163,358,"2,724","1,094","1,744","1,562","1,766","1,537",957,832,"1,383","1,021","1,000",968,"1,216",473
2020년10월_계_80~89세,"12,276",453,186,249,287,258,254,236,213,193,440,586,322,257,338,129,300,"1,197",484,682,660,652,624,325,355,712,472,373,399,471,169
2020년10월_계_90~99세,"1,721",81,28,47,56,38,28,31,24,39,74,77,45,31,51,20,27,165,77,87,84,62,80,42,42,113,60,60,50,68,34
2020년10월_계_100세 이상,96,2,3,4,0,2,1,0,1,1,3,1,3,1,3,1,1,16,7,18,3,1,2,2,7,1,2,5,1,2,2
2020년10월_남_총인구수,"172,010","4,188","2,068","4,019","1,057",938,"1,291",809,755,745,"1,622","10,631","2,387",789,"2,000",516,"1,085","13,616","5,363","5,481","7,043","9,899","12,503","6,045","13,639","13,402","5,675","6,044","10,240","13,449","14,711"
2020년10월_남_연령구간인구수,"172,010","4,188","2,068","4,019","1,057",938,"1,291",809,755,745,"1,622","10,631","2,387",789,"2,000",516,"1,085","13,616","5,363","5,481","7,043","9,899","12,503","6,045","13,639","13,402","5,675","6,044","10,240","13,449","14,711"
2020년10월_남_0~9세,"14,816",347,205,448,20,25,45,20,14,19,34,"1,170",129,8,72,11,35,835,253,182,362,536,760,377,"1,853","1,104",351,373,"1,283","1,280","2,665"
2020년10월_남_10~19세,"18,661",361,228,254,64,27,102,31,33,35,81,"1,484",217,34,101,23,61,"1,388",392,390,582,832,"1,363",541,"2,285","1,855",594,732,"1,452","1,357","1,762"
2020년10월_남_20~29세,"24,751",450,215,551,98,73,144,52,43,66,144,"1,324",259,51,197,59,73,"2,326",763,622,960,"1,653","2,153",865,"1,846","2,197",878,936,"1,259","2,891","1,603"
2020년10월_남_30~39세,"21,361",486,211,801,72,69,88,46,48,44,94,"1,230",197,32,132,26,54,"1,464",677,488,737,"1,147","1,443",759,"1,748","1,525",597,549,"1,207","2,196","3,194"
2020년10월_남_40~49세,"27,111",578,330,601,121,100,171,74,110,106,181,"1,850",354,83,238,61,145,"1,963",848,801,"1,045","1,469","1,779",943,"2,456","2,115",787,846,"1,958","2,023","2,975"
2020년10월_남_50~59세,"28,533",754,363,567,208,192,269,171,135,150,342,"1,677",484,172,410,109,239,"2,228",890,"1,001","1,314","1,763","2,436","1,081","2,043","2,463",963,"1,148","1,566","1,878","1,517"
2020년10월_남_60~69세,"21,552",727,295,510,232,242,258,214,173,150,344,"1,164",415,206,479,131,259,"1,772",860,"1,049","1,136","1,415","1,665",901,934,"1,341",864,884,"1,011","1,201",720
2020년10월_남_70~79세,"11,155",349,164,216,152,124,147,131,140,123,267,530,228,133,257,66,138,"1,192",492,728,684,811,714,442,365,551,455,461,382,485,228
2020년10월_남_80~89세,"3,748",121,52,67,84,77,59,64,54,47,119,189,95,64,105,28,76,405,178,201,210,258,176,127,97,230,173,105,114,129,44
2020년10월_남_90~99세,301,15,4,4,6,9,7,6,5,5,15,13,9,6,8,2,5,37,9,16,13,15,13,9,9,21,12,9,8,8,3
2020년10월_남_100세 이상,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,1,3,0,0,1,0,3,0,1,1,0,1,0
2020년10월_여_총인구수,"175,749","4,089","2,080","3,826","1,190",989,"1,347",802,762,737,"1,654","10,517","2,361",841,"2,047",560,"1,151","14,130","5,505","5,886","7,294","10,072","12,473","5,875","13,293","14,482","6,199","6,203","11,169","13,269","14,946"
2020년10월_여_연령구간인구수,"175,749","4,089","2,080","3,826","1,190",989,"1,347",802,762,737,"1,654","10,517","2,361",841,"2,047",560,"1,151","14,130","5,505","5,886","7,294","10,072","12,473","5,875","13,293","14,482","6,199","6,203","11,169","13,269","14,946"
2020년10월_여_0~9세,"13,747",285,173,438,23,23,48,8,18,22,26,"1,045",116,11,67,17,27,751,216,167,270,526,668,423,"1,593","1,060",319,332,"1,253","1,140","2,682"
2020년10월_여_10~19세,"16,705",322,237,217,54,31,89,19,18,41,71,"1,323",203,25,103,21,48,"1,147",345,315,506,794,"1,185",536,"1,762","1,704",526,567,"1,545","1,307","1,644"
2020년10월_여_20~29세,"20,229",358,197,436,62,57,84,24,29,36,66,950,179,33,151,44,69,"1,925",678,472,881,"1,305","1,675",676,"1,490","1,945",816,691,"1,096","2,202","1,602"
2020년10월_여_30~39세,"20,487",440,215,699,58,52,95,21,35,28,83,"1,245",194,26,98,31,52,"1,270",585,373,647,"1,014","1,171",676,"2,013","1,537",554,548,"1,443","1,914","3,370"
2020년10월_여_40~49세,"27,276",494,346,478,68,54,128,40,43,51,100,"1,947",305,40,195,40,75,"2,001",741,633,888,"1,399","1,990",825,"2,823","2,664",860,972,"2,130","2,127","2,819"
2020년10월_여_50~59세,"29,382",686,312,647,179,160,234,112,97,103,248,"1,704",396,126,373,86,186,"2,371",954,"1,012","1,359","1,926","2,661","1,053","1,977","2,713","1,145","1,237","1,675","2,039","1,611"
2020년10월_여_60~69세,"23,512",637,279,444,225,233,245,195,175,145,352,"1,209",386,167,459,104,227,"2,203","1,004","1,331","1,341","1,711","1,784",938,873,"1,452","1,065",994,"1,113","1,406",815
2020년10월_여_70~79세,"14,388",467,161,238,268,167,208,186,168,130,326,632,316,194,323,97,220,"1,532",602,"1,016",878,955,823,515,467,832,566,539,586,731,245
2020년10월_여_80~89세,"8,528",332,134,182,203,181,195,172,159,146,321,397,227,193,233,101,224,792,306,481,450,394,448,198,258,482,299,268,285,342,125
2020년10월_여_90~99세,"1,420",66,24,43,50,29,21,25,19,34,59,64,36,25,43,18,22,128,68,71,71,47,67,33,33,92,48,51,42,60,31
2020년10월_여_100세 이상,75,2,2,4,0,2,0,0,1,1,2,1,3,1,2,1,1,10,6,15,3,1,1,2,4,1,1,4,1,1,2
2020년11월_계_총인구수,"347,795","8,218","4,134","7,943","2,239","1,930","2,634","1,609","1,521","1,485","3,268","21,108","4,758","1,631","4,024","1,073","2,235","27,618","10,810","11,302","14,315","19,873","24,899","11,849","26,914","27,840","11,837","12,186","21,324","26,768","30,450"
2020년11월_계_연령구간인구수,"347,795","8,218","4,134","7,943","2,239","1,930","2,634","1,609","1,521","1,485","3,268","21,108","4,758","1,631","4,024","1,073","2,235","27,618","10,810","11,302","14,315","19,873","24,899","11,849","26,914","27,840","11,837","12,186","21,324","26,768","30,450"
2020년11월_계_0~9세,"28,478",631,378,896,44,49,92,28,33,39,61,"2,196",243,20,137,28,61,"1,566",458,339,625,"1,032","1,408",779,"3,420","2,160",660,684,"2,504","2,399","5,508"
2020년11월_계_10~19세,"35,215",661,462,473,116,56,187,49,51,76,148,"2,791",415,58,201,44,105,"2,517",724,689,"1,086","1,611","2,545","1,070","4,037","3,521","1,117","1,290","3,003","2,631","3,481"
