카테고리,전라북도 고창군,전라북도 고창군 고창읍,전라북도 고창군 고수면,전라북도 고창군 아산면,전라북도 고창군 무장면,전라북도 고창군 공음면,전라북도 고창군 상하면,전라북도 고창군 해리면,전라북도 고창군 성송면,전라북도 고창군 대산면,전라북도 고창군 심원면,전라북도 고창군 흥덕면,전라북도 고창군 성내면,전라북도 고창군 신림면,전라북도 고창군 부안면
2021년04월_여_총인구수,"27,401","10,707","1,093","1,296","1,422","1,290","1,256","1,425",923,"1,661","1,249","1,604",962,"1,154","1,359"
2021년04월_여_연령구간인구수,"27,401","10,707","1,093","1,296","1,422","1,290","1,256","1,425",923,"1,661","1,249","1,604",962,"1,154","1,359"
2021년04월_여_0~9세,"1,228",846,24,39,35,24,25,36,21,32,27,39,23,23,34
2021년04월_여_10~19세,"1,889","1,191",39,43,84,66,62,56,20,65,52,80,20,57,54
2021년04월_여_20~29세,"1,791","1,026",57,62,66,48,68,63,25,65,70,84,46,60,51
2021년04월_여_30~39세,"1,747","1,040",45,57,63,55,56,50,38,60,62,72,45,57,47
2021년04월_여_40~49세,"2,654","1,563",69,89,92,84,98,70,51,99,81,134,58,77,89
2021년04월_여_50~59세,"4,020","1,701",163,187,194,168,183,167,108,265,216,242,119,152,155
2021년04월_여_60~69세,"4,994","1,513",212,280,286,287,247,339,214,329,262,324,203,216,282
2021년04월_여_70~79세,"4,687","1,022",229,283,340,269,272,324,190,386,262,311,217,246,336
2021년04월_여_80~89세,"3,651",649,210,212,228,245,214,267,219,309,182,263,191,210,252
2021년04월_여_90~99세,708,149,43,42,32,41,30,51,36,50,34,52,40,53,55
2021년04월_여_100세 이상,32,7,2,2,2,3,1,2,1,1,1,3,0,3,4
2021년05월_계_총인구수,"54,018","21,228","2,248","2,629","2,759","2,515","2,419","2,744","1,788","3,253","2,490","3,140","1,952","2,228","2,625"
2021년05월_계_연령구간인구수,"54,018","21,228","2,248","2,629","2,759","2,515","2,419","2,744","1,788","3,253","2,490","3,140","1,952","2,228","2,625"
2021년05월_계_0~9세,"2,593","1,766",45,77,81,58,62,78,39,75,64,88,43,46,71
2021년05월_계_10~19세,"4,208","2,687",101,102,212,118,153,100,50,139,101,149,67,112,117
2021년05월_계_20~29세,"4,146","2,273",140,154,165,130,156,143,70,170,148,214,120,138,125
2021년05월_계_30~39세,"3,727","2,054",118,136,120,139,110,128,92,151,155,169,106,116,133
2021년05월_계_40~49세,"6,042","3,117",192,240,246,209,234,223,138,271,245,311,178,202,236
2021년05월_계_50~59세,"8,873","3,415",403,479,444,399,413,410,289,569,486,532,284,352,398
2021년05월_계_60~69세,"9,904","2,891",495,560,537,557,485,625,408,707,525,684,433,457,540
2021년05월_계_70~79세,"8,286","1,826",412,503,570,498,476,610,348,652,451,538,394,426,582
2021년05월_계_80~89세,"5,362","1,011",295,327,343,351,290,369,306,456,273,393,279,317,352
2021년05월_계_90~99세,845,180,45,49,39,53,40,56,47,62,41,59,48,59,67
2021년05월_계_100세 이상,32,8,2,2,2,3,0,2,1,1,1,3,0,3,4
2021년05월_남_총인구수,"26,800","10,545","1,158","1,335","1,358","1,233","1,178","1,345",877,"1,616","1,254","1,540","1,002","1,079","1,280"
2021년05월_남_연령구간인구수,"26,800","10,545","1,158","1,335","1,358","1,233","1,178","1,345",877,"1,616","1,254","1,540","1,002","1,079","1,280"
2021년05월_남_0~9세,"1,368",927,23,36,45,35,37,42,18,43,37,44,20,24,37
2021년05월_남_10~19세,"2,319","1,492",60,59,124,51,93,45,31,77,49,70,48,54,66
2021년05월_남_20~29세,"2,377","1,259",86,91,100,85,88,78,49,105,78,128,75,81,74
2021년05월_남_30~39세,"2,010","1,021",75,79,60,85,59,80,55,91,94,101,61,60,89
2021년05월_남_40~49세,"3,425","1,564",122,152,156,124,140,153,86,177,172,178,123,127,151
2021년05월_남_50~59세,"4,889","1,710",241,295,261,231,231,252,184,308,269,292,165,204,246
2021년05월_남_60~69세,"4,939","1,379",280,279,257,273,238,292,197,381,266,360,235,240,262
2021년05월_남_70~79세,"3,616",793,182,222,237,230,206,292,155,274,196,230,176,181,242
2021년05월_남_80~89세,"1,714",364,86,113,112,110,77,105,90,147,88,128,91,102,101
2021년05월_남_90~99세,141,35,3,8,6,9,9,6,12,13,5,9,8,6,12
2021년05월_남_100세 이상,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"27,218","10,683","1,090","1,294","1,401","1,282","1,241","1,399",911,"1,637","1,236","1,600",950,"1,149","1,345"
2021년05월_여_연령구간인구수,"27,218","10,683","1,090","1,294","1,401","1,282","1,241","1,399",911,"1,637","1,236","1,600",950,"1,149","1,345"
2021년05월_여_0~9세,"1,225",839,22,41,36,23,25,36,21,32,27,44,23,22,34
2021년05월_여_10~19세,"1,889","1,195",41,43,88,67,60,55,19,62,52,79,19,58,51
2021년05월_여_20~29세,"1,769","1,014",54,63,65,45,68,65,21,65,70,86,45,57,51
2021년05월_여_30~39세,"1,717","1,033",43,57,60,54,51,48,37,60,61,68,45,56,44
2021년05월_여_40~49세,"2,617","1,553",70,88,90,85,94,70,52,94,73,133,55,75,85
2021년05월_여_50~59세,"3,984","1,705",162,184,183,168,182,158,105,261,217,240,119,148,152
2021년05월_여_60~69세,"4,965","1,512",215,281,280,284,247,333,211,326,259,324,198,217,278
2021년05월_여_70~79세,"4,670","1,033",230,281,333,268,270,318,193,378,255,308,218,245,340
2021년05월_여_80~89세,"3,648",647,209,214,231,241,213,264,216,309,185,265,188,215,251
2021년05월_여_90~99세,704,145,42,41,33,44,31,50,35,49,36,50,40,53,55
2021년05월_여_100세 이상,30,7,2,1,2,3,0,2,1,1,1,3,0,3,4
2021년06월_계_총인구수,"53,869","21,189","2,243","2,626","2,752","2,513","2,408","2,733","1,783","3,238","2,478","3,132","1,944","2,220","2,610"
2021년06월_계_연령구간인구수,"53,869","21,189","2,243","2,626","2,752","2,513","2,408","2,733","1,783","3,238","2,478","3,132","1,944","2,220","2,610"
2021년06월_계_0~9세,"2,569","1,750",43,76,84,57,62,77,40,73,63,86,41,46,71
2021년06월_계_10~19세,"4,172","2,664",104,100,212,117,152,99,50,139,101,153,64,108,109
2021년06월_계_20~29세,"4,120","2,278",138,152,156,128,153,141,70,167,147,210,119,136,125
2021년06월_계_30~39세,"3,711","2,049",117,143,121,135,109,132,89,148,155,163,104,113,133
2021년06월_계_40~49세,"6,023","3,125",190,234,247,213,229,220,134,270,243,313,178,197,230
2021년06월_계_50~59세,"8,817","3,385",402,473,440,404,415,396,291,561,485,533,283,350,399
2021년06월_계_60~69세,"9,934","2,907",495,565,537,555,482,630,410,710,525,684,434,463,537
2021년06월_계_70~79세,"8,258","1,832",413,505,566,490,472,613,344,651,441,532,392,424,583
2021년06월_계_80~89세,"5,381","1,013",294,326,348,358,294,368,305,456,273,397,281,319,349
2021년06월_계_90~99세,853,178,45,50,39,53,40,56,49,62,44,58,48,61,70
2021년06월_계_100세 이상,31,8,2,2,2,3,0,1,1,1,1,3,0,3,4
2021년06월_남_총인구수,"26,716","10,532","1,154","1,328","1,356","1,231","1,172","1,341",872,"1,608","1,247","1,535","1,000","1,070","1,270"
2021년06월_남_연령구간인구수,"26,716","10,532","1,154","1,328","1,356","1,231","1,172","1,341",872,"1,608","1,247","1,535","1,000","1,070","1,270"
2021년06월_남_0~9세,"1,361",921,22,36,47,34,37,42,19,43,37,44,18,24,37
2021년06월_남_10~19세,"2,293","1,479",60,57,123,51,93,45,31,77,49,71,46,50,61
2021년06월_남_20~29세,"2,362","1,261",85,88,96,82,85,79,49,103,78,128,74,79,75
2021년06월_남_30~39세,"2,002","1,025",74,83,60,81,59,81,54,90,92,96,60,59,88
2021년06월_남_40~49세,"3,414","1,568",121,147,158,128,139,152,80,177,170,180,124,123,147
2021년06월_남_50~59세,"4,859","1,692",241,294,258,234,230,240,186,304,269,294,166,203,248
2021년06월_남_60~69세,"4,953","1,391",278,280,255,273,236,294,200,381,268,359,235,243,260
2021년06월_남_70~79세,"3,615",794,184,223,240,229,207,297,151,274,190,227,177,180,242
2021년06월_남_80~89세,"1,714",367,86,111,113,110,77,105,90,145,89,127,92,103,99
2021년06월_남_90~99세,141,33,3,8,6,9,9,6,12,14,5,9,8,6,13
2021년06월_남_100세 이상,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"27,153","10,657","1,089","1,298","1,396","1,282","1,236","1,392",911,"1,630","1,231","1,597",944,"1,150","1,340"
2021년06월_여_연령구간인구수,"27,153","10,657","1,089","1,298","1,396","1,282","1,236","1,392",911,"1,630","1,231","1,597",944,"1,150","1,340"
2021년06월_여_0~9세,"1,208",829,21,40,37,23,25,35,21,30,26,42,23,22,34
2021년06월_여_10~19세,"1,879","1,185",44,43,89,66,59,54,19,62,52,82,18,58,48
2021년06월_여_20~29세,"1,758","1,017",53,64,60,46,68,62,21,64,69,82,45,57,50
2021년06월_여_30~39세,"1,709","1,024",43,60,61,54,50,51,35,58,63,67,44,54,45
2021년06월_여_40~49세,"2,609","1,557",69,87,89,85,90,68,54,93,73,133,54,74,83
2021년06월_여_50~59세,"3,958","1,693",161,179,182,170,185,156,105,257,216,239,117,147,151
2021년06월_여_60~69세,"4,981","1,516",217,285,282,282,246,336,210,329,257,325,199,220,277
2021년06월_여_70~79세,"4,643","1,038",229,282,326,261,265,316,193,377,251,305,215,244,341
2021년06월_여_80~89세,"3,667",646,208,215,235,248,217,263,215,311,184,270,189,216,250
2021년06월_여_90~99세,712,145,42,42,33,44,31,50,37,48,39,49,40,55,57
2021년06월_여_100세 이상,29,7,2,1,2,3,0,1,1,1,1,3,0,3,4
2021년07월_계_총인구수,"53,826","21,208","2,234","2,613","2,752","2,506","2,412","2,730","1,781","3,235","2,481","3,116","1,937","2,219","2,602"
2021년07월_계_연령구간인구수,"53,826","21,208","2,234","2,613","2,752","2,506","2,412","2,730","1,781","3,235","2,481","3,116","1,937","2,219","2,602"
2021년07월_계_0~9세,"2,552","1,753",42,75,82,56,60,74,37,71,64,84,41,46,67
2021년07월_계_10~19세,"4,152","2,651",97,98,214,117,152,103,48,141,103,148,61,110,109
2021년07월_계_20~29세,"4,142","2,293",142,148,161,126,156,139,70,169,146,212,120,132,128
2021년07월_계_30~39세,"3,677","2,034",117,140,121,132,108,133,89,144,154,158,100,114,133
2021년07월_계_40~49세,"5,997","3,117",191,233,245,217,229,215,131,269,243,309,178,198,222
2021년07월_계_50~59세,"8,809","3,404",396,470,435,398,418,397,291,553,484,530,281,350,402
2021년07월_계_60~69세,"9,969","2,920",494,570,538,559,483,629,416,714,524,685,438,463,536
2021년07월_계_70~79세,"8,241","1,834",413,502,565,485,469,611,342,655,436,529,392,426,582
2021년07월_계_80~89세,"5,403","1,017",293,326,349,360,296,373,306,455,283,400,277,316,352
2021년07월_계_90~99세,852,177,47,49,40,53,41,55,50,62,43,58,49,61,67
2021년07월_계_100세 이상,32,8,2,2,2,3,0,1,1,2,1,3,0,3,4
2021년07월_남_총인구수,"26,718","10,555","1,151","1,327","1,361","1,224","1,175","1,338",869,"1,611","1,247","1,530",995,"1,068","1,267"
2021년07월_남_연령구간인구수,"26,718","10,555","1,151","1,327","1,361","1,224","1,175","1,338",869,"1,611","1,247","1,530",995,"1,068","1,267"
2021년07월_남_0~9세,"1,354",920,21,36,46,33,35,43,17,42,40,44,18,25,34
2021년07월_남_10~19세,"2,286","1,468",58,58,127,52,93,46,30,79,48,70,45,51,61
2021년07월_남_20~29세,"2,388","1,280",88,86,98,80,88,78,49,106,78,129,76,75,77
2021년07월_남_30~39세,"1,981","1,019",73,82,60,78,58,81,55,88,90,92,58,59,88
2021년07월_남_40~49세,"3,395","1,561",122,146,157,130,139,148,77,177,169,178,124,124,143
2021년07월_남_50~59세,"4,859","1,701",238,293,259,232,231,240,186,300,268,293,164,204,250
2021년07월_남_60~69세,"4,979","1,407",279,282,254,276,237,292,202,386,267,360,237,241,259
2021년07월_남_70~79세,"3,613",799,182,223,238,224,208,297,151,274,189,226,176,182,244
2021년07월_남_80~89세,"1,720",367,87,112,116,110,77,106,90,144,93,129,89,101,99
2021년07월_남_90~99세,141,32,3,8,6,9,9,7,12,15,5,9,8,6,12
2021년07월_남_100세 이상,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"27,108","10,653","1,083","1,286","1,391","1,282","1,237","1,392",912,"1,624","1,234","1,586",942,"1,151","1,335"
2021년07월_여_연령구간인구수,"27,108","10,653","1,083","1,286","1,391","1,282","1,237","1,392",912,"1,624","1,234","1,586",942,"1,151","1,335"
2021년07월_여_0~9세,"1,198",833,21,39,36,23,25,31,20,29,24,40,23,21,33
2021년07월_여_10~19세,"1,866","1,183",39,40,87,65,59,57,18,62,55,78,16,59,48
2021년07월_여_20~29세,"1,754","1,013",54,62,63,46,68,61,21,63,68,83,44,57,51
2021년07월_여_30~39세,"1,696","1,015",44,58,61,54,50,52,34,56,64,66,42,55,45
2021년07월_여_40~49세,"2,602","1,556",69,87,88,87,90,67,54,92,74,131,54,74,79
2021년07월_여_50~59세,"3,950","1,703",158,177,176,166,187,157,105,253,216,237,117,146,152
2021년07월_여_60~69세,"4,990","1,513",215,288,284,283,246,337,214,328,257,325,201,222,277
2021년07월_여_70~79세,"4,628","1,035",231,279,327,261,261,314,191,381,247,303,216,244,338
2021년07월_여_80~89세,"3,683",650,206,214,233,250,219,267,216,311,190,271,188,215,253
2021년07월_여_90~99세,711,145,44,41,34,44,32,48,38,47,38,49,41,55,55
2021년07월_여_100세 이상,30,7,2,1,2,3,0,1,1,2,1,3,0,3,4
2021년08월_계_총인구수,"53,739","21,201","2,234","2,619","2,740","2,500","2,399","2,730","1,781","3,231","2,477","3,120","1,918","2,204","2,585"
2021년08월_계_연령구간인구수,"53,739","21,201","2,234","2,619","2,740","2,500","2,399","2,730","1,781","3,231","2,477","3,120","1,918","2,204","2,585"
2021년08월_계_0~9세,"2,522","1,733",43,75,83,54,59,76,38,72,63,79,39,45,63
2021년08월_계_10~19세,"4,145","2,646",97,99,207,117,150,103,49,143,103,151,61,107,112
2021년08월_계_20~29세,"4,130","2,299",142,147,154,125,151,139,71,169,147,211,115,134,126
2021년08월_계_30~39세,"3,647","2,030",115,141,122,130,106,130,85,139,153,162,94,108,132
2021년08월_계_40~49세,"5,936","3,084",187,230,241,213,228,216,133,267,239,306,179,196,217
2021년08월_계_50~59세,"8,814","3,424",402,470,435,397,416,396,290,548,481,527,276,347,405
2021년08월_계_60~69세,"10,021","2,939",493,577,545,564,482,633,414,720,532,688,438,463,533
2021년08월_계_70~79세,"8,218","1,837",415,500,559,484,471,602,342,652,431,532,393,424,576
2021년08월_계_80~89세,"5,417","1,025",291,330,352,359,295,378,308,458,283,399,274,315,350
2021년08월_계_90~99세,857,176,47,48,40,54,41,56,50,61,44,62,49,62,67
2021년08월_계_100세 이상,32,8,2,2,2,3,0,1,1,2,1,3,0,3,4
2021년08월_남_총인구수,"26,676","10,553","1,151","1,330","1,356","1,218","1,173","1,341",870,"1,608","1,243","1,531",985,"1,059","1,258"
2021년08월_남_연령구간인구수,"26,676","10,553","1,151","1,330","1,356","1,218","1,173","1,341",870,"1,608","1,243","1,531",985,"1,059","1,258"
2021년08월_남_0~9세,"1,345",914,22,36,47,31,34,45,18,44,40,42,16,24,32
2021년08월_남_10~19세,"2,285","1,469",58,60,122,52,93,47,30,78,47,72,45,50,62
2021년08월_남_20~29세,"2,374","1,279",88,85,93,78,86,76,50,107,77,129,73,76,77
2021년08월_남_30~39세,"1,968","1,018",71,83,61,78,57,79,52,85,90,95,55,56,88
2021년08월_남_40~49세,"3,356","1,539",121,146,154,128,140,149,78,177,166,175,124,121,138
2021년08월_남_50~59세,"4,868","1,710",242,294,263,231,232,241,187,296,267,290,161,202,252
2021년08월_남_60~69세,"5,008","1,419",278,284,258,279,237,294,200,389,270,363,236,241,260
2021년08월_남_70~79세,"3,606",797,182,223,234,223,209,293,153,275,189,228,178,182,240
2021년08월_남_80~89세,"1,716",375,86,111,117,109,75,109,90,142,90,126,89,100,97
2021년08월_남_90~99세,148,32,3,7,7,9,10,8,12,15,7,11,8,7,12
2021년08월_남_100세 이상,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"27,063","10,648","1,083","1,289","1,384","1,282","1,226","1,389",911,"1,623","1,234","1,589",933,"1,145","1,327"
2021년08월_여_연령구간인구수,"27,063","10,648","1,083","1,289","1,384","1,282","1,226","1,389",911,"1,623","1,234","1,589",933,"1,145","1,327"
2021년08월_여_0~9세,"1,177",819,21,39,36,23,25,31,20,28,23,37,23,21,31
2021년08월_여_10~19세,"1,860","1,177",39,39,85,65,57,56,19,65,56,79,16,57,50
2021년08월_여_20~29세,"1,756","1,020",54,62,61,47,65,63,21,62,70,82,42,58,49
2021년08월_여_30~39세,"1,679","1,012",44,58,61,52,49,51,33,54,63,67,39,52,44
2021년08월_여_40~49세,"2,580","1,545",66,84,87,85,88,67,55,90,73,131,55,75,79
2021년08월_여_50~59세,"3,946","1,714",160,176,172,166,184,155,103,252,214,237,115,145,153
2021년08월_여_60~69세,"5,013","1,520",215,293,287,285,245,339,214,331,262,325,202,222,273
2021년08월_여_70~79세,"4,612","1,040",233,277,325,261,262,309,189,377,242,304,215,242,336
2021년08월_여_80~89세,"3,701",650,205,219,235,250,220,269,218,316,193,273,185,215,253
2021년08월_여_90~99세,709,144,44,41,33,45,31,48,38,46,37,51,41,55,55
2021년08월_여_100세 이상,30,7,2,1,2,3,0,1,1,2,1,3,0,3,4
2021년09월_계_총인구수,"53,606","21,163","2,238","2,609","2,745","2,490","2,389","2,712","1,776","3,218","2,461","3,122","1,911","2,205","2,567"
2021년09월_계_연령구간인구수,"53,606","21,163","2,238","2,609","2,745","2,490","2,389","2,712","1,776","3,218","2,461","3,122","1,911","2,205","2,567"
2021년09월_계_0~9세,"2,508","1,734",41,78,82,53,59,73,35,68,60,78,39,46,62
2021년09월_계_10~19세,"4,134","2,648",95,97,211,116,147,103,49,143,102,151,60,104,108
2021년09월_계_20~29세,"4,065","2,258",141,145,154,123,150,133,68,171,142,208,111,139,122
2021년09월_계_30~39세,"3,637","2,034",113,140,122,130,106,126,84,141,147,161,95,107,131
2021년09월_계_40~49세,"5,883","3,066",194,223,235,210,221,217,131,259,234,309,174,194,216
2021년09월_계_50~59세,"8,782","3,421",400,465,441,394,414,386,290,544,476,527,280,350,394
2021년09월_계_60~69세,"10,064","2,954",496,587,546,564,483,640,412,719,541,688,436,460,538
2021년09월_계_70~79세,"8,173","1,823",416,491,549,483,468,599,344,650,426,531,392,427,574
2021년09월_계_80~89세,"5,462","1,039",291,332,363,360,300,378,310,462,287,403,276,314,347
2021년09월_계_90~99세,866,177,49,49,40,54,41,56,52,59,45,63,48,62,71
2021년09월_계_100세 이상,32,9,2,2,2,3,0,1,1,2,1,3,0,2,4
2021년09월_남_총인구수,"26,602","10,529","1,150","1,323","1,356","1,216","1,171","1,334",868,"1,600","1,232","1,535",981,"1,058","1,249"
2021년09월_남_연령구간인구수,"26,602","10,529","1,150","1,323","1,356","1,216","1,171","1,334",868,"1,600","1,232","1,535",981,"1,058","1,249"
2021년09월_남_0~9세,"1,333",908,21,38,46,31,34,44,17,43,37,42,17,24,31
2021년09월_남_10~19세,"2,281","1,472",58,57,124,51,91,48,30,78,48,71,43,49,61
2021년09월_남_20~29세,"2,334","1,255",84,82,94,79,86,73,48,107,74,129,73,76,74
2021년09월_남_30~39세,"1,960","1,018",70,83,61,78,57,76,52,87,86,94,55,56,87
2021년09월_남_40~49세,"3,329","1,529",123,142,152,126,138,151,76,172,164,177,120,120,139
2021년09월_남_50~59세,"4,850","1,708",243,290,265,230,231,236,187,296,264,292,164,202,242
2021년09월_남_60~69세,"5,041","1,432",280,291,257,281,238,298,200,388,271,364,234,241,266
2021년09월_남_70~79세,"3,581",791,181,218,232,220,207,290,155,273,186,229,177,183,239
2021년09월_남_80~89세,"1,742",383,87,114,118,110,79,109,91,142,94,127,90,100,98
2021년09월_남_90~99세,149,32,3,7,7,10,10,9,12,14,8,10,8,7,12
2021년09월_남_100세 이상,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"27,004","10,634","1,088","1,286","1,389","1,274","1,218","1,378",908,"1,618","1,229","1,587",930,"1,147","1,318"
2021년09월_여_연령구간인구수,"27,004","10,634","1,088","1,286","1,389","1,274","1,218","1,378",908,"1,618","1,229","1,587",930,"1,147","1,318"
2021년09월_여_0~9세,"1,175",826,20,40,36,22,25,29,18,25,23,36,22,22,31
2021년09월_여_10~19세,"1,853","1,176",37,40,87,65,56,55,19,65,54,80,17,55,47
2021년09월_여_20~29세,"1,731","1,003",57,63,60,44,64,60,20,64,68,79,38,63,48
2021년09월_여_30~39세,"1,677","1,016",43,57,61,52,49,50,32,54,61,67,40,51,44
2021년09월_여_40~49세,"2,554","1,537",71,81,83,84,83,66,55,87,70,132,54,74,77
2021년09월_여_50~59세,"3,932","1,713",157,175,176,164,183,150,103,248,212,235,116,148,152
2021년09월_여_60~69세,"5,023","1,522",216,296,289,283,245,342,212,331,270,324,202,219,272
2021년09월_여_70~79세,"4,592","1,032",235,273,317,263,261,309,189,377,240,302,215,244,335
2021년09월_여_80~89세,"3,720",656,204,218,245,250,221,269,219,320,193,276,186,214,249
2021년09월_여_90~99세,717,145,46,42,33,44,31,47,40,45,37,53,40,55,59
2021년09월_여_100세 이상,30,8,2,1,2,3,0,1,1,2,1,3,0,2,4
2021년10월_계_총인구수,"53,534","21,155","2,229","2,613","2,717","2,479","2,383","2,703","1,778","3,217","2,453","3,125","1,906","2,205","2,571"
2021년10월_계_연령구간인구수,"53,534","21,155","2,229","2,613","2,717","2,479","2,383","2,703","1,778","3,217","2,453","3,125","1,906","2,205","2,571"
2021년10월_계_0~9세,"2,478","1,720",41,74,81,51,57,71,31,68,61,79,33,45,66
2021년10월_계_10~19세,"4,120","2,643",94,96,202,113,147,104,52,144,100,149,58,105,113
2021년10월_계_20~29세,"4,038","2,249",137,146,152,122,144,131,67,168,142,213,114,135,118
2021년10월_계_30~39세,"3,613","2,034",112,135,119,127,110,125,82,136,147,159,93,104,130
2021년10월_계_40~49세,"5,859","3,057",192,227,232,208,219,213,133,259,228,309,172,193,217
2021년10월_계_50~59세,"8,773","3,420",392,473,441,390,412,384,293,544,469,525,282,352,396
2021년10월_계_60~69세,"10,106","2,975",496,592,545,568,486,644,412,723,545,686,437,459,538
2021년10월_계_70~79세,"8,157","1,822",422,481,539,479,467,593,343,651,426,537,395,429,573
2021년10월_계_80~89세,"5,473","1,044",291,337,363,365,298,381,308,464,290,399,273,315,345
2021년10월_계_90~99세,885,182,50,50,41,53,43,56,56,58,44,66,49,66,71
2021년10월_계_100세 이상,32,9,2,2,2,3,0,1,1,2,1,3,0,2,4
2021년10월_남_총인구수,"26,575","10,512","1,147","1,326","1,341","1,217","1,168","1,334",871,"1,594","1,228","1,539",980,"1,060","1,258"
2021년10월_남_연령구간인구수,"26,575","10,512","1,147","1,326","1,341","1,217","1,168","1,334",871,"1,594","1,228","1,539",980,"1,060","1,258"
2021년10월_남_0~9세,"1,317",898,21,35,45,31,32,43,15,43,38,43,14,24,35
2021년10월_남_10~19세,"2,270","1,466",57,56,118,49,91,49,32,79,47,70,41,50,65
2021년10월_남_20~29세,"2,329","1,254",83,84,93,79,83,74,46,104,76,132,75,73,73
2021년10월_남_30~39세,"1,945","1,013",70,79,59,80,61,75,51,82,85,96,54,54,86
2021년10월_남_40~49세,"3,314","1,523",121,146,150,125,138,149,77,172,160,176,118,119,140
2021년10월_남_50~59세,"4,859","1,712",238,295,266,231,229,237,189,296,259,291,165,206,245
2021년10월_남_60~69세,"5,063","1,436",282,295,257,281,240,301,202,392,274,363,236,239,265
2021년10월_남_70~79세,"3,580",792,185,214,230,220,207,285,154,271,187,232,178,185,240
2021년10월_남_80~89세,"1,746",384,87,114,115,111,77,112,92,141,95,126,91,103,98
2021년10월_남_90~99세,150,33,3,7,8,10,10,9,13,14,7,10,8,7,11
2021년10월_남_100세 이상,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"26,959","10,643","1,082","1,287","1,376","1,262","1,215","1,369",907,"1,623","1,225","1,586",926,"1,145","1,313"
2021년10월_여_연령구간인구수,"26,959","10,643","1,082","1,287","1,376","1,262","1,215","1,369",907,"1,623","1,225","1,586",926,"1,145","1,313"
2021년10월_여_0~9세,"1,161",822,20,39,36,20,25,28,16,25,23,36,19,21,31
2021년10월_여_10~19세,"1,850","1,177",37,40,84,64,56,55,20,65,53,79,17,55,48
2021년10월_여_20~29세,"1,709",995,54,62,59,43,61,57,21,64,66,81,39,62,45
2021년10월_여_30~39세,"1,668","1,021",42,56,60,47,49,50,31,54,62,63,39,50,44
2021년10월_여_40~49세,"2,545","1,534",71,81,82,83,81,64,56,87,68,133,54,74,77
2021년10월_여_50~59세,"3,914","1,708",154,178,175,159,183,147,104,248,210,234,117,146,151
2021년10월_여_60~69세,"5,043","1,539",214,297,288,287,246,343,210,331,271,323,201,220,273
2021년10월_여_70~79세,"4,577","1,030",237,267,309,259,260,308,189,380,239,305,217,244,333
2021년10월_여_80~89세,"3,727",660,204,223,248,254,221,269,216,323,195,273,182,212,247
2021년10월_여_90~99세,735,149,47,43,33,43,33,47,43,44,37,56,41,59,60
2021년10월_여_100세 이상,30,8,2,1,2,3,0,1,1,2,1,3,0,2,4
2021년11월_계_총인구수,"53,468","21,137","2,227","2,612","2,722","2,470","2,382","2,688","1,766","3,215","2,460","3,131","1,898","2,194","2,566"
2021년11월_계_연령구간인구수,"53,468","21,137","2,227","2,612","2,722","2,470","2,382","2,688","1,766","3,215","2,460","3,131","1,898","2,194","2,566"
2021년11월_계_0~9세,"2,458","1,709",43,76,79,50,58,66,30,67,60,82,32,42,64
2021년11월_계_10~19세,"4,110","2,645",94,96,199,110,147,101,53,139,101,148,60,100,117
2021년11월_계_20~29세,"4,014","2,228",135,146,155,126,138,136,68,171,140,215,109,134,113
2021년11월_계_30~39세,"3,598","2,035",111,135,121,127,113,119,79,135,146,155,90,104,128
2021년11월_계_40~49세,"5,833","3,053",188,224,229,209,218,212,131,256,228,310,168,191,216
2021년11월_계_50~59세,"8,785","3,417",396,472,438,393,415,378,295,547,473,524,285,350,402
2021년11월_계_60~69세,"10,126","2,993",496,594,546,565,489,643,407,722,550,690,434,462,535
2021년11월_계_70~79세,"8,123","1,820",420,477,546,474,460,591,340,647,423,534,399,423,569
2021년11월_계_80~89세,"5,505","1,043",293,343,364,361,302,385,305,468,293,404,271,322,351
2021년11월_계_90~99세,891,184,49,48,43,53,42,56,57,61,46,67,50,65,70
2021년11월_계_100세 이상,25,10,2,1,2,2,0,1,1,2,0,2,0,1,1
2021년11월_남_총인구수,"26,538","10,493","1,145","1,321","1,348","1,215","1,168","1,322",867,"1,596","1,230","1,541",978,"1,058","1,256"
2021년11월_남_연령구간인구수,"26,538","10,493","1,145","1,321","1,348","1,215","1,168","1,322",867,"1,596","1,230","1,541",978,"1,058","1,256"
2021년11월_남_0~9세,"1,301",892,20,33,44,30,30,41,15,42,37,47,13,23,34
2021년11월_남_10~19세,"2,265","1,464",56,55,117,47,91,47,33,77,50,71,43,47,67
2021년11월_남_20~29세,"2,316","1,247",83,83,96,83,79,76,46,106,73,132,71,73,68
2021년11월_남_30~39세,"1,941","1,013",71,77,61,81,65,70,49,83,84,92,53,55,87
2021년11월_남_40~49세,"3,291","1,515",120,146,149,124,137,146,76,169,161,177,118,116,137
2021년11월_남_50~59세,"4,866","1,707",241,295,265,235,231,234,191,301,260,289,165,205,247
