카테고리,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2020년12월_여_100세 이상,255,8,21,26,12,9,13,11,8,6,3,9,10,18,10,15,7,8,9,25,14,13
2021년01월_계_총인구수,"494,175","24,551","15,560","30,252","29,260","16,975","35,164","33,977","15,334","26,112","18,332","22,821","18,327","23,826","22,721","21,831","15,772","17,513","23,599","23,565","31,136","27,547"
2021년01월_계_연령구간인구수,"494,175","24,551","15,560","30,252","29,260","16,975","35,164","33,977","15,334","26,112","18,332","22,821","18,327","23,826","22,721","21,831","15,772","17,513","23,599","23,565","31,136","27,547"
2021년01월_계_0~9세,"22,109","1,195","1,278","2,028","1,185",685,"1,269","2,129",419,"1,147","1,012",671,602,817,784,359,"1,218",660,717,883,"1,751","1,300"
2021년01월_계_10~19세,"28,399","1,469","1,139","2,936","1,369",827,"1,664","2,653",577,"1,582",808,849,851,"1,079","1,131",474,"1,430",855,992,"1,517","2,298","1,899"
2021년01월_계_20~29세,"108,625","4,685","1,855","3,980","7,418","5,518","11,139","5,478","4,443","5,786","3,937","6,471","4,385","5,739","5,768","8,336","1,731","4,053","6,100","2,869","4,809","4,125"
2021년01월_계_30~39세,"86,722","4,075","2,593","3,915","6,037","3,540","6,792","5,362","2,993","4,960","3,694","4,567","3,290","4,734","3,919","5,625","1,892","3,271","4,772","2,653","4,293","3,745"
2021년01월_계_40~49세,"68,220","3,406","2,506","5,044","3,695","2,017","4,048","5,283","1,745","3,600","2,308","2,760","2,283","3,273","2,974","2,491","2,949","2,264","3,567","3,357","4,709","3,941"
2021년01월_계_50~59세,"68,024","3,401","2,326","4,804","3,479","1,660","3,928","4,874","1,826","3,494","2,550","2,814","2,432","3,139","3,240","1,772","2,567","2,395","3,196","4,211","5,002","4,914"
2021년01월_계_60~69세,"59,467","3,327","1,995","3,902","3,181","1,349","3,329","4,340","1,700","2,942","2,246","2,526","2,250","2,785","2,601","1,462","2,149","2,205","2,307","4,140","4,651","4,080"
2021년01월_계_70~79세,"37,251","2,156","1,231","2,522","2,105",961,"2,168","2,762","1,140","1,848","1,313","1,542","1,570","1,586","1,635",940,"1,296","1,256","1,351","2,680","2,650","2,539"
2021년01월_계_80~89세,"13,254",726,538,948,677,362,709,959,432,663,401,555,568,574,583,311,468,482,520,"1,048",846,884
2021년01월_계_90~99세,"1,780",102,75,143,96,45,98,120,49,80,60,56,81,80,71,45,59,64,65,178,108,105
2021년01월_계_100세 이상,324,9,24,30,18,11,20,17,10,10,3,10,15,20,15,16,13,8,12,29,19,15
2021년01월_남_총인구수,"247,853","12,035","7,615","14,628","14,210","8,559","16,909","16,606","7,319","12,699","8,837","11,722","9,181","13,089","11,375","11,398","7,755","8,860","14,223","11,786","15,238","13,809"
2021년01월_남_연령구간인구수,"247,853","12,035","7,615","14,628","14,210","8,559","16,909","16,606","7,319","12,699","8,837","11,722","9,181","13,089","11,375","11,398","7,755","8,860","14,223","11,786","15,238","13,809"
2021년01월_남_0~9세,"11,350",610,672,"1,062",618,359,619,"1,134",229,586,532,343,280,422,417,178,614,330,365,465,870,645
2021년01월_남_10~19세,"14,510",773,585,"1,536",674,395,815,"1,345",280,830,377,444,425,550,608,231,719,432,508,813,"1,147","1,023"
2021년01월_남_20~29세,"52,878","2,247",979,"1,988","3,341","2,650","4,896","2,605","1,833","2,724","1,770","3,270","2,209","3,192","2,733","4,032",896,"1,846","3,620","1,528","2,387","2,132"
2021년01월_남_30~39세,"47,887","2,207","1,298","1,957","3,205","1,965","3,613","2,775","1,626","2,567","1,962","2,661","1,892","2,919","2,214","3,247",932,"1,829","3,225","1,512","2,225","2,056"
2021년01월_남_40~49세,"36,435","1,760","1,275","2,509","1,942","1,070","2,094","2,730",950,"1,820","1,192","1,512","1,237","1,983","1,537","1,425","1,487","1,209","2,413","1,801","2,416","2,073"
2021년01월_남_50~59세,"34,099","1,602","1,139","2,339","1,697",868,"1,983","2,385",911,"1,700","1,163","1,354","1,205","1,669","1,618",999,"1,292","1,271","2,006","2,107","2,404","2,387"
2021년01월_남_60~69세,"27,667","1,538",903,"1,755","1,471",645,"1,543","1,959",789,"1,348","1,014","1,156",990,"1,332","1,227",695,"1,001","1,083","1,207","1,917","2,146","1,948"
2021년01월_남_70~79세,"17,001",983,540,"1,088",936,443,"1,003","1,242",507,806,616,727,704,755,734,443,603,619,616,"1,186","1,270","1,180"
2021년01월_남_80~89세,"5,539",292,200,348,297,148,306,408,179,289,200,240,222,255,270,138,187,222,246,407,341,344
2021년01월_남_90~99세,418,22,21,42,23,14,30,17,13,26,11,14,12,10,12,9,18,19,14,45,26,20
2021년01월_남_100세 이상,69,1,3,4,6,2,7,6,2,3,0,1,5,2,5,1,6,0,3,5,6,1
2021년01월_여_총인구수,"246,322","12,516","7,945","15,624","15,050","8,416","18,255","17,371","8,015","13,413","9,495","11,099","9,146","10,737","11,346","10,433","8,017","8,653","9,376","11,779","15,898","13,738"
2021년01월_여_연령구간인구수,"246,322","12,516","7,945","15,624","15,050","8,416","18,255","17,371","8,015","13,413","9,495","11,099","9,146","10,737","11,346","10,433","8,017","8,653","9,376","11,779","15,898","13,738"
2021년01월_여_0~9세,"10,759",585,606,966,567,326,650,995,190,561,480,328,322,395,367,181,604,330,352,418,881,655
2021년01월_여_10~19세,"13,889",696,554,"1,400",695,432,849,"1,308",297,752,431,405,426,529,523,243,711,423,484,704,"1,151",876
2021년01월_여_20~29세,"55,747","2,438",876,"1,992","4,077","2,868","6,243","2,873","2,610","3,062","2,167","3,201","2,176","2,547","3,035","4,304",835,"2,207","2,480","1,341","2,422","1,993"
2021년01월_여_30~39세,"38,835","1,868","1,295","1,958","2,832","1,575","3,179","2,587","1,367","2,393","1,732","1,906","1,398","1,815","1,705","2,378",960,"1,442","1,547","1,141","2,068","1,689"
2021년01월_여_40~49세,"31,785","1,646","1,231","2,535","1,753",947,"1,954","2,553",795,"1,780","1,116","1,248","1,046","1,290","1,437","1,066","1,462","1,055","1,154","1,556","2,293","1,868"
2021년01월_여_50~59세,"33,925","1,799","1,187","2,465","1,782",792,"1,945","2,489",915,"1,794","1,387","1,460","1,227","1,470","1,622",773,"1,275","1,124","1,190","2,104","2,598","2,527"
2021년01월_여_60~69세,"31,800","1,789","1,092","2,147","1,710",704,"1,786","2,381",911,"1,594","1,232","1,370","1,260","1,453","1,374",767,"1,148","1,122","1,100","2,223","2,505","2,132"
2021년01월_여_70~79세,"20,250","1,173",691,"1,434","1,169",518,"1,165","1,520",633,"1,042",697,815,866,831,901,497,693,637,735,"1,494","1,380","1,359"
2021년01월_여_80~89세,"7,715",434,338,600,380,214,403,551,253,374,201,315,346,319,313,173,281,260,274,641,505,540
2021년01월_여_90~99세,"1,362",80,54,101,73,31,68,103,36,54,49,42,69,70,59,36,41,45,51,133,82,85
2021년01월_여_100세 이상,255,8,21,26,12,9,13,11,8,7,3,9,10,18,10,15,7,8,9,24,13,14
2021년02월_계_총인구수,"493,374","24,517","15,475","30,147","29,214","16,906","35,307","33,909","15,336","26,014","18,276","22,780","18,291","23,769","22,728","21,859","15,756","17,498","23,610","23,398","31,108","27,476"
2021년02월_계_연령구간인구수,"493,374","24,517","15,475","30,147","29,214","16,906","35,307","33,909","15,336","26,014","18,276","22,780","18,291","23,769","22,728","21,859","15,756","17,498","23,610","23,398","31,108","27,476"
2021년02월_계_0~9세,"21,738","1,168","1,248","2,001","1,167",674,"1,255","2,097",416,"1,127",978,665,588,797,784,356,"1,203",645,700,864,"1,726","1,279"
2021년02월_계_10~19세,"28,259","1,462","1,125","2,895","1,359",840,"1,687","2,656",571,"1,571",800,830,848,"1,075","1,120",476,"1,437",847,991,"1,500","2,287","1,882"
2021년02월_계_20~29세,"108,453","4,699","1,845","3,957","7,411","5,458","11,209","5,444","4,427","5,763","3,934","6,452","4,381","5,722","5,770","8,347","1,725","4,042","6,113","2,836","4,807","4,111"
2021년02월_계_30~39세,"86,427","4,061","2,562","3,895","6,015","3,527","6,823","5,334","2,991","4,941","3,664","4,573","3,237","4,702","3,933","5,626","1,866","3,275","4,764","2,622","4,281","3,735"
2021년02월_계_40~49세,"68,019","3,394","2,504","5,034","3,679","2,024","4,039","5,270","1,752","3,567","2,306","2,752","2,293","3,246","2,958","2,499","2,956","2,264","3,557","3,318","4,692","3,915"
2021년02월_계_50~59세,"68,073","3,419","2,329","4,805","3,477","1,645","3,940","4,884","1,830","3,502","2,542","2,805","2,441","3,153","3,232","1,772","2,574","2,401","3,210","4,197","5,017","4,898"
2021년02월_계_60~69세,"59,613","3,306","1,983","3,916","3,194","1,360","3,340","4,344","1,707","2,946","2,268","2,536","2,267","2,796","2,619","1,473","2,152","2,216","2,316","4,128","4,658","4,088"
2021년02월_계_70~79세,"37,254","2,164","1,233","2,515","2,104",963,"2,172","2,766","1,135","1,849","1,312","1,542","1,572","1,595","1,643",935,"1,293","1,242","1,354","2,669","2,659","2,537"
2021년02월_계_80~89세,"13,420",735,546,952,693,361,725,977,448,659,407,559,568,581,581,316,475,496,528,"1,056",849,908
2021년02월_계_90~99세,"1,794",100,76,147,97,43,99,120,49,79,62,56,81,82,72,42,62,62,65,179,113,108
2021년02월_계_100세 이상,324,9,24,30,18,11,18,17,10,10,3,10,15,20,16,17,13,8,12,29,19,15
2021년02월_남_총인구수,"247,472","12,014","7,563","14,561","14,220","8,504","16,956","16,589","7,336","12,668","8,819","11,685","9,155","13,084","11,370","11,448","7,738","8,831","14,223","11,702","15,241","13,765"
2021년02월_남_연령구간인구수,"247,472","12,014","7,563","14,561","14,220","8,504","16,956","16,589","7,336","12,668","8,819","11,685","9,155","13,084","11,370","11,448","7,738","8,831","14,223","11,702","15,241","13,765"
2021년02월_남_0~9세,"11,141",596,657,"1,035",609,354,609,"1,118",229,575,510,340,271,412,419,176,603,325,356,457,855,635
2021년02월_남_10~19세,"14,453",769,582,"1,517",671,399,826,"1,342",276,821,374,434,428,554,602,235,719,430,511,803,"1,145","1,015"
2021년02월_남_20~29세,"52,810","2,254",959,"1,978","3,359","2,590","4,917","2,597","1,840","2,745","1,771","3,243","2,196","3,196","2,723","4,059",899,"1,827","3,625","1,513","2,395","2,124"
2021년02월_남_30~39세,"47,754","2,193","1,286","1,940","3,203","1,968","3,630","2,765","1,624","2,544","1,957","2,669","1,866","2,911","2,228","3,259",916,"1,822","3,215","1,495","2,222","2,041"
2021년02월_남_40~49세,"36,298","1,752","1,271","2,505","1,932","1,072","2,092","2,719",954,"1,810","1,187","1,507","1,236","1,965","1,521","1,421","1,489","1,204","2,406","1,777","2,420","2,058"
2021년02월_남_50~59세,"34,195","1,613","1,144","2,343","1,701",861,"1,985","2,401",916,"1,702","1,167","1,350","1,211","1,685","1,618","1,003","1,295","1,283","2,018","2,105","2,411","2,383"
2021년02월_남_60~69세,"27,712","1,530",896,"1,759","1,473",650,"1,545","1,962",796,"1,348","1,023","1,159","1,003","1,333","1,232",704,"1,001","1,084","1,206","1,910","2,147","1,951"
2021년02월_남_70~79세,"16,986",989,538,"1,084",935,446,"1,001","1,242",499,806,613,726,703,759,740,440,603,610,620,"1,178","1,274","1,180"
2021년02월_남_80~89세,"5,630",296,206,354,309,148,313,419,186,288,205,242,223,256,268,142,189,227,249,413,340,357
2021년02월_남_90~99세,423,21,21,42,22,14,31,18,14,26,12,14,13,11,14,7,18,19,14,46,26,20
2021년02월_남_100세 이상,70,1,3,4,6,2,7,6,2,3,0,1,5,2,5,2,6,0,3,5,6,1
2021년02월_여_총인구수,"245,902","12,503","7,912","15,586","14,994","8,402","18,351","17,320","8,000","13,346","9,457","11,095","9,136","10,685","11,358","10,411","8,018","8,667","9,387","11,696","15,867","13,711"
2021년02월_여_연령구간인구수,"245,902","12,503","7,912","15,586","14,994","8,402","18,351","17,320","8,000","13,346","9,457","11,095","9,136","10,685","11,358","10,411","8,018","8,667","9,387","11,696","15,867","13,711"
2021년02월_여_0~9세,"10,597",572,591,966,558,320,646,979,187,552,468,325,317,385,365,180,600,320,344,407,871,644
2021년02월_여_10~19세,"13,806",693,543,"1,378",688,441,861,"1,314",295,750,426,396,420,521,518,241,718,417,480,697,"1,142",867
2021년02월_여_20~29세,"55,643","2,445",886,"1,979","4,052","2,868","6,292","2,847","2,587","3,018","2,163","3,209","2,185","2,526","3,047","4,288",826,"2,215","2,488","1,323","2,412","1,987"
2021년02월_여_30~39세,"38,673","1,868","1,276","1,955","2,812","1,559","3,193","2,569","1,367","2,397","1,707","1,904","1,371","1,791","1,705","2,367",950,"1,453","1,549","1,127","2,059","1,694"
2021년02월_여_40~49세,"31,721","1,642","1,233","2,529","1,747",952,"1,947","2,551",798,"1,757","1,119","1,245","1,057","1,281","1,437","1,078","1,467","1,060","1,151","1,541","2,272","1,857"
2021년02월_여_50~59세,"33,878","1,806","1,185","2,462","1,776",784,"1,955","2,483",914,"1,800","1,375","1,455","1,230","1,468","1,614",769,"1,279","1,118","1,192","2,092","2,606","2,515"
2021년02월_여_60~69세,"31,901","1,776","1,087","2,157","1,721",710,"1,795","2,382",911,"1,598","1,245","1,377","1,264","1,463","1,387",769,"1,151","1,132","1,110","2,218","2,511","2,137"
2021년02월_여_70~79세,"20,268","1,175",695,"1,431","1,169",517,"1,171","1,524",636,"1,043",699,816,869,836,903,495,690,632,734,"1,491","1,385","1,357"
2021년02월_여_80~89세,"7,790",439,340,598,384,213,412,558,262,371,202,317,345,325,313,174,286,269,279,643,509,551
2021년02월_여_90~99세,"1,371",79,55,105,75,29,68,102,35,53,50,42,68,71,58,35,44,43,51,133,87,88
2021년02월_여_100세 이상,254,8,21,26,12,9,11,11,8,7,3,9,10,18,11,15,7,8,9,24,13,14
2021년03월_계_총인구수,"490,352","24,383","15,333","29,848","29,086","16,902","35,200","33,664","15,192","25,970","18,166","22,648","18,100","23,497","22,596","21,805","15,540","17,360","23,639","23,079","31,040","27,304"
2021년03월_계_연령구간인구수,"490,352","24,383","15,333","29,848","29,086","16,902","35,200","33,664","15,192","25,970","18,166","22,648","18,100","23,497","22,596","21,805","15,540","17,360","23,639","23,079","31,040","27,304"
2021년03월_계_0~9세,"21,474","1,162","1,237","1,993","1,152",664,"1,250","2,056",407,"1,114",955,654,574,787,782,349,"1,187",642,685,864,"1,713","1,247"
2021년03월_계_10~19세,"28,243","1,469","1,131","2,874","1,367",869,"1,702","2,640",573,"1,548",808,832,851,"1,058","1,119",497,"1,421",833,996,"1,501","2,291","1,863"
2021년03월_계_20~29세,"108,851","4,709","1,837","3,919","7,473","5,519","11,346","5,504","4,477","5,815","3,929","6,388","4,399","5,709","5,787","8,365","1,739","4,035","6,185","2,792","4,818","4,106"
2021년03월_계_30~39세,"85,950","4,024","2,555","3,890","5,957","3,507","6,771","5,292","2,957","4,950","3,628","4,578","3,204","4,657","3,923","5,627","1,847","3,225","4,770","2,630","4,272","3,686"
2021년03월_계_40~49세,"67,362","3,365","2,485","4,990","3,652","1,997","4,005","5,197","1,726","3,522","2,277","2,745","2,265","3,212","2,920","2,481","2,926","2,260","3,545","3,248","4,656","3,888"
2021년03월_계_50~59세,"67,516","3,375","2,302","4,773","3,454","1,648","3,880","4,858","1,798","3,502","2,528","2,789","2,416","3,108","3,192","1,762","2,542","2,391","3,206","4,136","4,995","4,861"
2021년03월_계_60~69세,"59,281","3,301","1,966","3,890","3,174","1,353","3,319","4,305","1,684","2,945","2,264","2,536","2,229","2,762","2,615","1,467","2,112","2,185","2,331","4,084","4,652","4,107"
2021년03월_계_70~79세,"36,688","2,139","1,204","2,455","2,073",945,"2,140","2,737","1,103","1,840","1,306","1,519","1,527","1,550","1,621",915,"1,258","1,240","1,328","2,609","2,653","2,526"
2021년03월_계_80~89세,"13,258",734,545,939,691,361,702,963,425,655,408,549,560,571,572,303,454,490,530,"1,041",860,905
2021년03월_계_90~99세,"1,625",100,68,120,86,35,83,107,38,76,62,53,71,77,61,33,50,56,62,167,113,107
2021년03월_계_100세 이상,104,5,3,5,7,4,2,5,4,3,1,5,4,6,4,6,4,3,1,7,17,8
2021년03월_남_총인구수,"246,097","11,971","7,514","14,415","14,156","8,501","16,847","16,435","7,271","12,646","8,749","11,648","9,083","12,942","11,342","11,479","7,629","8,775","14,251","11,568","15,171","13,704"
2021년03월_남_연령구간인구수,"246,097","11,971","7,514","14,415","14,156","8,501","16,847","16,435","7,271","12,646","8,749","11,648","9,083","12,942","11,342","11,479","7,629","8,775","14,251","11,568","15,171","13,704"
2021년03월_남_0~9세,"11,001",593,655,"1,032",596,345,609,"1,088",226,566,493,339,269,403,417,171,598,322,351,457,849,622
2021년03월_남_10~19세,"14,443",776,585,"1,502",677,422,827,"1,339",277,809,374,439,431,537,600,246,713,425,510,799,"1,147","1,008"
2021년03월_남_20~29세,"52,967","2,265",951,"1,954","3,406","2,622","4,935","2,602","1,873","2,758","1,768","3,216","2,223","3,190","2,742","4,092",902,"1,823","3,656","1,494","2,374","2,121"
2021년03월_남_30~39세,"47,490","2,165","1,280","1,940","3,159","1,953","3,603","2,734","1,603","2,558","1,943","2,680","1,840","2,891","2,224","3,266",906,"1,795","3,225","1,496","2,209","2,020"
2021년03월_남_40~49세,"35,974","1,745","1,269","2,480","1,912","1,050","2,077","2,681",936,"1,786","1,158","1,506","1,224","1,938","1,510","1,424","1,478","1,201","2,395","1,755","2,402","2,047"
2021년03월_남_50~59세,"33,969","1,591","1,131","2,325","1,690",860,"1,943","2,395",903,"1,714","1,167","1,343","1,199","1,659","1,602",995,"1,284","1,285","2,027","2,080","2,407","2,369"
2021년03월_남_60~69세,"27,581","1,543",889,"1,749","1,471",651,"1,537","1,945",778,"1,343","1,020","1,156",982,"1,327","1,234",705,971,"1,076","1,216","1,887","2,136","1,965"
2021년03월_남_70~79세,"16,774",975,530,"1,059",919,440,992,"1,228",492,807,609,716,687,741,738,438,585,607,609,"1,153","1,272","1,177"
2021년03월_남_80~89세,"5,515",297,205,343,305,146,303,408,174,280,205,237,216,246,262,136,179,222,248,405,343,355
2021년03월_남_90~99세,363,21,18,30,19,11,20,13,8,25,12,15,11,10,12,5,12,19,14,41,27,20
2021년03월_남_100세 이상,20,0,1,1,2,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년03월_여_총인구수,"244,255","12,412","7,819","15,433","14,930","8,401","18,353","17,229","7,921","13,324","9,417","11,000","9,017","10,555","11,254","10,326","7,911","8,585","9,388","11,511","15,869","13,600"
2021년03월_여_연령구간인구수,"244,255","12,412","7,819","15,433","14,930","8,401","18,353","17,229","7,921","13,324","9,417","11,000","9,017","10,555","11,254","10,326","7,911","8,585","9,388","11,511","15,869","13,600"
2021년03월_여_0~9세,"10,473",569,582,961,556,319,641,968,181,548,462,315,305,384,365,178,589,320,334,407,864,625
2021년03월_여_10~19세,"13,800",693,546,"1,372",690,447,875,"1,301",296,739,434,393,420,521,519,251,708,408,486,702,"1,144",855
2021년03월_여_20~29세,"55,884","2,444",886,"1,965","4,067","2,897","6,411","2,902","2,604","3,057","2,161","3,172","2,176","2,519","3,045","4,273",837,"2,212","2,529","1,298","2,444","1,985"
2021년03월_여_30~39세,"38,460","1,859","1,275","1,950","2,798","1,554","3,168","2,558","1,354","2,392","1,685","1,898","1,364","1,766","1,699","2,361",941,"1,430","1,545","1,134","2,063","1,666"
2021년03월_여_40~49세,"31,388","1,620","1,216","2,510","1,740",947,"1,928","2,516",790,"1,736","1,119","1,239","1,041","1,274","1,410","1,057","1,448","1,059","1,150","1,493","2,254","1,841"
2021년03월_여_50~59세,"33,547","1,784","1,171","2,448","1,764",788,"1,937","2,463",895,"1,788","1,361","1,446","1,217","1,449","1,590",767,"1,258","1,106","1,179","2,056","2,588","2,492"
2021년03월_여_60~69세,"31,700","1,758","1,077","2,141","1,703",702,"1,782","2,360",906,"1,602","1,244","1,380","1,247","1,435","1,381",762,"1,141","1,109","1,115","2,197","2,516","2,142"
2021년03월_여_70~79세,"19,914","1,164",674,"1,396","1,154",505,"1,148","1,509",611,"1,033",697,803,840,809,883,477,673,633,719,"1,456","1,381","1,349"
2021년03월_여_80~89세,"7,743",437,340,596,386,215,399,555,251,375,203,312,344,325,310,167,275,268,282,636,517,550
2021년03월_여_90~99세,"1,262",79,50,90,67,24,63,94,30,51,50,38,60,67,49,28,38,37,48,126,86,87
2021년03월_여_100세 이상,84,5,2,4,5,3,1,3,3,3,1,4,3,6,3,5,3,3,1,6,12,8
2021년04월_계_총인구수,"489,464","24,360","15,271","29,742","29,027","16,861","35,219","33,547","15,184","25,948","18,141","22,592","18,067","23,428","22,634","21,799","15,508","17,293","23,638","23,032","30,935","27,238"
2021년04월_계_연령구간인구수,"489,464","24,360","15,271","29,742","29,027","16,861","35,219","33,547","15,184","25,948","18,141","22,592","18,067","23,428","22,634","21,799","15,508","17,293","23,638","23,032","30,935","27,238"
2021년04월_계_0~9세,"21,264","1,165","1,222","1,974","1,133",659,"1,252","2,027",400,"1,104",955,653,559,776,775,344,"1,180",632,674,859,"1,700","1,221"
2021년04월_계_10~19세,"28,135","1,458","1,128","2,863","1,373",870,"1,685","2,641",564,"1,542",807,826,850,"1,053","1,102",505,"1,414",827,998,"1,496","2,272","1,861"
2021년04월_계_20~29세,"108,707","4,710","1,842","3,897","7,450","5,480","11,378","5,474","4,470","5,818","3,909","6,341","4,415","5,672","5,833","8,358","1,741","4,027","6,166","2,797","4,814","4,115"
2021년04월_계_30~39세,"85,746","4,031","2,533","3,884","5,951","3,494","6,780","5,235","2,979","4,941","3,607","4,573","3,197","4,650","3,930","5,634","1,829","3,214","4,795","2,593","4,245","3,651"
2021년04월_계_40~49세,"67,213","3,361","2,481","4,941","3,631","2,004","4,012","5,191","1,725","3,526","2,288","2,743","2,242","3,220","2,892","2,470","2,930","2,245","3,542","3,226","4,657","3,886"
2021년04월_계_50~59세,"67,363","3,363","2,292","4,760","3,448","1,651","3,871","4,850","1,796","3,484","2,535","2,778","2,413","3,095","3,206","1,766","2,551","2,384","3,204","4,137","4,949","4,830"
2021년04월_계_60~69세,"59,325","3,304","1,952","3,895","3,190","1,354","3,310","4,317","1,682","2,953","2,263","2,551","2,233","2,753","2,620","1,461","2,101","2,183","2,338","4,105","4,637","4,123"
2021년04월_계_70~79세,"36,629","2,128","1,199","2,457","2,066",948,"2,138","2,736","1,101","1,845","1,304","1,513","1,524","1,553","1,626",917,"1,245","1,228","1,317","2,597","2,665","2,522"
2021년04월_계_80~89세,"13,357",733,552,944,696,362,708,967,424,658,412,555,559,574,583,304,463,495,541,"1,048",864,915
2021년04월_계_90~99세,"1,622",102,67,123,82,35,83,104,39,74,60,54,71,76,63,34,50,55,62,167,115,106
2021년04월_계_100세 이상,103,5,3,4,7,4,2,5,4,3,1,5,4,6,4,6,4,3,1,7,17,8
2021년04월_남_총인구수,"245,666","11,967","7,473","14,375","14,112","8,501","16,843","16,386","7,264","12,629","8,750","11,615","9,059","12,898","11,362","11,504","7,602","8,729","14,248","11,552","15,123","13,674"
2021년04월_남_연령구간인구수,"245,666","11,967","7,473","14,375","14,112","8,501","16,843","16,386","7,264","12,629","8,750","11,615","9,059","12,898","11,362","11,504","7,602","8,729","14,248","11,552","15,123","13,674"
2021년04월_남_0~9세,"10,925",592,646,"1,027",582,339,616,"1,074",224,568,496,339,267,399,414,169,595,319,345,456,853,605
2021년04월_남_10~19세,"14,360",773,582,"1,492",674,425,821,"1,336",269,805,373,432,429,532,587,251,711,420,511,800,"1,134","1,003"
2021년04월_남_20~29세,"52,892","2,262",953,"1,941","3,385","2,622","4,939","2,589","1,864","2,767","1,762","3,199","2,224","3,159","2,774","4,096",895,"1,809","3,644","1,505","2,366","2,137"
2021년04월_남_30~39세,"47,376","2,177","1,267","1,945","3,164","1,944","3,604","2,711","1,622","2,549","1,927","2,667","1,832","2,883","2,229","3,272",890,"1,783","3,243","1,470","2,199","1,998"
2021년04월_남_40~49세,"35,894","1,742","1,267","2,443","1,899","1,058","2,080","2,685",935,"1,778","1,168","1,506","1,209","1,951","1,498","1,424","1,478","1,195","2,393","1,733","2,403","2,049"
2021년04월_남_50~59세,"33,942","1,591","1,125","2,323","1,683",867,"1,942","2,387",893,"1,701","1,175","1,339","1,207","1,652","1,601","1,006","1,296","1,288","2,028","2,089","2,394","2,355"
2021년04월_남_60~69세,"27,604","1,541",883,"1,762","1,484",648,"1,525","1,952",784,"1,348","1,018","1,165",981,"1,319","1,237",707,962,"1,075","1,219","1,897","2,125","1,972"
2021년04월_남_70~79세,"16,733",973,521,"1,064",913,440,989,"1,227",486,809,612,713,683,742,743,433,579,602,601,"1,154","1,274","1,175"
2021년04월_남_80~89세,"5,555",294,210,346,306,146,306,410,177,280,207,239,215,251,266,139,182,220,249,406,345,361
2021년04월_남_90~99세,365,22,18,31,20,11,20,13,9,24,12,15,11,10,12,6,13,18,15,41,25,19
2021년04월_남_100세 이상,20,0,1,1,2,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021년04월_여_총인구수,"243,798","12,393","7,798","15,367","14,915","8,360","18,376","17,161","7,920","13,319","9,391","10,977","9,008","10,530","11,272","10,295","7,906","8,564","9,390","11,480","15,812","13,564"
2021년04월_여_연령구간인구수,"243,798","12,393","7,798","15,367","14,915","8,360","18,376","17,161","7,920","13,319","9,391","10,977","9,008","10,530","11,272","10,295","7,906","8,564","9,390","11,480","15,812","13,564"
2021년04월_여_0~9세,"10,339",573,576,947,551,320,636,953,176,536,459,314,292,377,361,175,585,313,329,403,847,616
2021년04월_여_10~19세,"13,775",685,546,"1,371",699,445,864,"1,305",295,737,434,394,421,521,515,254,703,407,487,696,"1,138",858
2021년04월_여_20~29세,"55,815","2,448",889,"1,956","4,065","2,858","6,439","2,885","2,606","3,051","2,147","3,142","2,191","2,513","3,059","4,262",846,"2,218","2,522","1,292","2,448","1,978"
2021년04월_여_30~39세,"38,370","1,854","1,266","1,939","2,787","1,550","3,176","2,524","1,357","2,392","1,680","1,906","1,365","1,767","1,701","2,362",939,"1,431","1,552","1,123","2,046","1,653"
2021년04월_여_40~49세,"31,319","1,619","1,214","2,498","1,732",946,"1,932","2,506",790,"1,748","1,120","1,237","1,033","1,269","1,394","1,046","1,452","1,050","1,149","1,493","2,254","1,837"
2021년04월_여_50~59세,"33,421","1,772","1,167","2,437","1,765",784,"1,929","2,463",903,"1,783","1,360","1,439","1,206","1,443","1,605",760,"1,255","1,096","1,176","2,048","2,555","2,475"
2021년04월_여_60~69세,"31,721","1,763","1,069","2,133","1,706",706,"1,785","2,365",898,"1,605","1,245","1,386","1,252","1,434","1,383",754,"1,139","1,108","1,119","2,208","2,512","2,151"
2021년04월_여_70~79세,"19,896","1,155",678,"1,393","1,153",508,"1,149","1,509",615,"1,036",692,800,841,811,883,484,666,626,716,"1,443","1,391","1,347"
2021년04월_여_80~89세,"7,802",439,342,598,390,216,402,557,247,378,205,316,344,323,317,165,281,275,292,642,519,554
2021년04월_여_90~99세,"1,257",80,49,92,62,24,63,91,30,50,48,39,60,66,51,28,37,37,47,126,90,87
2021년04월_여_100세 이상,83,5,2,3,5,3,1,3,3,3,1,4,3,6,3,5,3,3,1,6,12,8
