카테고리,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2021년03월_계_60~69세,"64,926","5,143","5,613","4,455","3,520","3,706","4,607","3,569","3,613","2,942","3,781","6,324","3,924","3,171","2,450","1,719","6,389"
2021년03월_계_70~79세,"38,789","3,119","3,495","2,755","2,071","2,295","2,715","2,367","2,261","1,713","2,575","3,824","2,244","1,631","1,384",873,"3,467"
2021년03월_계_80~89세,"16,047","1,290","1,580","1,120",735,922,"1,140","1,019",890,712,"1,162","1,483",863,686,517,397,"1,531"
2021년03월_계_90~99세,"2,007",172,185,125,102,109,143,112,115,89,139,165,91,84,72,51,253
2021년03월_계_100세 이상,281,6,12,12,5,13,3,23,2,22,2,9,2,4,3,0,163
2021년03월_남_총인구수,"227,910","17,686","18,535","13,640","11,121","13,549","15,962","12,663","14,579","13,380","12,148","21,754","13,203","10,296","7,368","5,536","26,490"
2021년03월_남_연령구간인구수,"227,910","17,686","18,535","13,640","11,121","13,549","15,962","12,663","14,579","13,380","12,148","21,754","13,203","10,296","7,368","5,536","26,490"
2021년03월_남_0~9세,"14,790","1,208","1,209",534,519,780,865,604,"1,131","1,669",527,"1,302",770,554,371,375,"2,372"
2021년03월_남_10~19세,"19,473","1,145","1,383",911,799,"1,204","1,390",765,"1,350","1,184",819,"1,749","1,104",905,594,404,"3,767"
2021년03월_남_20~29세,"31,955","2,383","2,594","2,132","1,871","2,112","2,168","2,168","1,900","1,391","1,832","3,101","1,972","1,520","1,025",754,"3,032"
2021년03월_남_30~39세,"33,386","2,983","2,658","2,003","1,588","1,880","2,075","2,057","2,508","2,338","1,779","3,168","2,044","1,455","1,016",891,"2,943"
2021년03월_남_40~49세,"37,349","2,905","2,838","2,008","1,653","2,260","2,526","1,975","2,545","2,663","1,786","3,753","2,054","1,608","1,100",765,"4,910"
2021년03월_남_50~59세,"36,956","2,826","3,118","2,257","1,804","2,217","2,822","2,021","2,218","1,788","2,087","3,576","2,086","1,674","1,238",993,"4,231"
2021년03월_남_60~69세,"29,916","2,291","2,555","2,076","1,624","1,683","2,273","1,590","1,588","1,327","1,756","2,803","1,823","1,548","1,161",831,"2,987"
2021년03월_남_70~79세,"17,099","1,378","1,496","1,228",924,982,"1,327","1,013",976,726,"1,076","1,692",976,738,628,376,"1,563"
2021년03월_남_80~89세,"6,397",527,617,453,312,395,481,430,328,262,448,570,349,267,219,137,602
2021년03월_남_90~99세,547,38,65,34,26,31,35,33,34,25,38,40,24,26,15,10,73
2021년03월_남_100세 이상,42,2,2,4,1,5,0,7,1,7,0,0,1,1,1,0,10
2021년03월_여_총인구수,"247,591","19,457","20,633","14,521","11,670","15,063","16,361","14,523","16,194","14,192","12,749","24,373","14,106","10,295","7,776","5,694","29,984"
2021년03월_여_연령구간인구수,"247,591","19,457","20,633","14,521","11,670","15,063","16,361","14,523","16,194","14,192","12,749","24,373","14,106","10,295","7,776","5,694","29,984"
2021년03월_여_0~9세,"14,033","1,213","1,102",552,445,729,874,555,"1,097","1,541",453,"1,283",810,516,361,331,"2,171"
2021년03월_여_10~19세,"18,634","1,148","1,272",876,746,"1,203","1,445",885,"1,223","1,093",773,"1,753",975,721,570,358,"3,593"
2021년03월_여_20~29세,"34,635","2,663","2,791","2,137","1,810","2,266","2,258","2,763","2,286","1,383","1,798","3,424","1,898","1,426","1,034",727,"3,971"
2021년03월_여_30~39세,"34,268","3,035","2,743","1,817","1,403","1,961","1,993","2,122","2,634","2,613","1,577","3,375","2,021","1,306",997,864,"3,807"
2021년03월_여_40~49세,"38,145","2,835","3,031","1,852","1,584","2,411","2,509","2,058","2,661","2,560","1,709","3,763","2,090","1,536","1,119",756,"5,671"
2021년03월_여_50~59세,"39,827","3,069","3,544","2,615","2,136","2,544","2,790","2,123","2,339","1,871","2,098","4,075","2,361","1,794","1,293",972,"4,203"
2021년03월_여_60~69세,"35,010","2,852","3,058","2,379","1,896","2,023","2,334","1,979","2,025","1,615","2,025","3,521","2,101","1,623","1,289",888,"3,402"
2021년03월_여_70~79세,"21,690","1,741","1,999","1,527","1,147","1,313","1,388","1,354","1,285",987,"1,499","2,132","1,268",893,756,497,"1,904"
2021년03월_여_80~89세,"9,650",763,963,667,423,527,659,589,562,450,714,913,514,419,298,260,929
2021년03월_여_90~99세,"1,460",134,120,91,76,78,108,79,81,64,101,125,67,58,57,41,180
2021년03월_여_100세 이상,239,4,10,8,4,8,3,16,1,15,2,9,1,3,2,0,153
2021년04월_계_총인구수,"474,843","37,114","39,123","28,137","22,736","28,576","32,291","27,146","30,848","27,499","24,827","46,082","27,229","20,576","15,110","11,221","56,328"
2021년04월_계_연령구간인구수,"474,843","37,114","39,123","28,137","22,736","28,576","32,291","27,146","30,848","27,499","24,827","46,082","27,229","20,576","15,110","11,221","56,328"
2021년04월_계_0~9세,"28,672","2,412","2,298","1,088",975,"1,500","1,722","1,136","2,244","3,179",978,"2,579","1,559","1,065",729,709,"4,499"
2021년04월_계_10~19세,"37,932","2,274","2,650","1,765","1,529","2,390","2,828","1,625","2,569","2,297","1,574","3,475","2,051","1,619","1,153",755,"7,378"
2021년04월_계_20~29세,"66,462","5,044","5,350","4,276","3,670","4,374","4,409","4,937","4,218","2,740","3,590","6,566","3,869","2,938","2,048","1,477","6,956"
2021년04월_계_30~39세,"67,403","5,994","5,370","3,811","2,978","3,842","4,059","4,183","5,122","4,911","3,363","6,493","4,046","2,757","2,003","1,760","6,711"
2021년04월_계_40~49세,"75,314","5,717","5,881","3,844","3,217","4,648","5,032","4,010","5,229","5,218","3,486","7,508","4,117","3,136","2,229","1,508","10,534"
2021년04월_계_50~59세,"76,641","5,887","6,673","4,858","3,927","4,741","5,581","4,138","4,565","3,655","4,160","7,629","4,431","3,462","2,524","1,969","8,441"
2021년04월_계_60~69세,"65,165","5,168","5,633","4,471","3,528","3,738","4,634","3,595","3,620","2,961","3,783","6,331","3,944","3,186","2,450","1,721","6,402"
2021년04월_계_70~79세,"38,793","3,142","3,469","2,747","2,070","2,291","2,727","2,362","2,267","1,713","2,579","3,829","2,246","1,632","1,379",872,"3,468"
2021년04월_계_80~89세,"16,152","1,296","1,596","1,139",736,928,"1,149","1,022",897,715,"1,169","1,498",872,691,520,397,"1,527"
2021년04월_계_90~99세,"2,028",174,191,126,100,112,147,115,115,88,143,165,93,86,72,53,248
2021년04월_계_100세 이상,281,6,12,12,6,12,3,23,2,22,2,9,1,4,3,0,164
2021년04월_남_총인구수,"227,446","17,643","18,515","13,644","11,080","13,524","15,940","12,641","14,618","13,351","12,097","21,714","13,140","10,260","7,351","5,525","26,403"
2021년04월_남_연령구간인구수,"227,446","17,643","18,515","13,644","11,080","13,524","15,940","12,641","14,618","13,351","12,097","21,714","13,140","10,260","7,351","5,525","26,403"
2021년04월_남_0~9세,"14,700","1,201","1,198",538,521,777,859,589,"1,143","1,650",528,"1,299",753,554,371,376,"2,343"
2021년04월_남_10~19세,"19,381","1,134","1,384",901,789,"1,188","1,386",748,"1,344","1,199",821,"1,726","1,086",904,585,399,"3,787"
2021년04월_남_20~29세,"31,875","2,392","2,583","2,142","1,854","2,115","2,161","2,180","1,914","1,372","1,797","3,121","1,959","1,511","1,018",746,"3,010"
2021년04월_남_30~39세,"33,216","2,955","2,642","1,996","1,589","1,874","2,073","2,064","2,494","2,309","1,775","3,120","2,047","1,444","1,010",895,"2,929"
2021년04월_남_40~49세,"37,277","2,888","2,840","1,998","1,643","2,259","2,525","1,955","2,567","2,672","1,787","3,759","2,042","1,592","1,105",760,"4,885"
2021년04월_남_50~59세,"36,865","2,824","3,130","2,257","1,793","2,202","2,799","2,019","2,223","1,787","2,068","3,564","2,071","1,675","1,240",995,"4,218"
2021년04월_남_60~69세,"30,012","2,298","2,559","2,081","1,629","1,698","2,283","1,607","1,590","1,340","1,756","2,814","1,829","1,549","1,157",829,"2,993"
2021년04월_남_70~79세,"17,073","1,381","1,486","1,229",923,978,"1,326","1,007",977,724,"1,074","1,687",979,740,626,377,"1,559"
2021년04월_남_80~89세,"6,451",531,625,463,312,397,490,431,331,266,452,584,350,264,222,136,597
2021년04월_남_90~99세,555,37,66,35,25,32,38,34,34,25,39,40,24,26,16,12,72
2021년04월_남_100세 이상,41,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,10
2021년04월_여_총인구수,"247,397","19,471","20,608","14,493","11,656","15,052","16,351","14,505","16,230","14,148","12,730","24,368","14,089","10,316","7,759","5,696","29,925"
2021년04월_여_연령구간인구수,"247,397","19,471","20,608","14,493","11,656","15,052","16,351","14,505","16,230","14,148","12,730","24,368","14,089","10,316","7,759","5,696","29,925"
2021년04월_여_0~9세,"13,972","1,211","1,100",550,454,723,863,547,"1,101","1,529",450,"1,280",806,511,358,333,"2,156"
2021년04월_여_10~19세,"18,551","1,140","1,266",864,740,"1,202","1,442",877,"1,225","1,098",753,"1,749",965,715,568,356,"3,591"
2021년04월_여_20~29세,"34,587","2,652","2,767","2,134","1,816","2,259","2,248","2,757","2,304","1,368","1,793","3,445","1,910","1,427","1,030",731,"3,946"
2021년04월_여_30~39세,"34,187","3,039","2,728","1,815","1,389","1,968","1,986","2,119","2,628","2,602","1,588","3,373","1,999","1,313",993,865,"3,782"
2021년04월_여_40~49세,"38,037","2,829","3,041","1,846","1,574","2,389","2,507","2,055","2,662","2,546","1,699","3,749","2,075","1,544","1,124",748,"5,649"
2021년04월_여_50~59세,"39,776","3,063","3,543","2,601","2,134","2,539","2,782","2,119","2,342","1,868","2,092","4,065","2,360","1,787","1,284",974,"4,223"
2021년04월_여_60~69세,"35,153","2,870","3,074","2,390","1,899","2,040","2,351","1,988","2,030","1,621","2,027","3,517","2,115","1,637","1,293",892,"3,409"
2021년04월_여_70~79세,"21,720","1,761","1,983","1,518","1,147","1,313","1,401","1,355","1,290",989,"1,505","2,142","1,267",892,753,495,"1,909"
2021년04월_여_80~89세,"9,701",765,971,676,424,531,659,591,566,449,717,914,522,427,298,261,930
2021년04월_여_90~99세,"1,473",137,125,91,75,80,109,81,81,63,104,125,69,60,56,41,176
2021년04월_여_100세 이상,240,4,10,8,4,8,3,16,1,15,2,9,1,3,2,0,154
2021년05월_계_총인구수,"475,143","36,972","39,000","28,047","22,656","28,580","32,300","27,100","31,766","27,494","24,866","45,987","27,231","20,575","15,125","11,232","56,212"
2021년05월_계_연령구간인구수,"475,143","36,972","39,000","28,047","22,656","28,580","32,300","27,100","31,766","27,494","24,866","45,987","27,231","20,575","15,125","11,232","56,212"
2021년05월_계_0~9세,"28,596","2,396","2,283","1,075",970,"1,479","1,713","1,136","2,371","3,168",979,"2,548","1,535","1,061",724,706,"4,452"
2021년05월_계_10~19세,"37,857","2,256","2,638","1,747","1,519","2,379","2,817","1,598","2,628","2,306","1,567","3,447","2,042","1,633","1,150",757,"7,373"
2021년05월_계_20~29세,"66,483","5,014","5,319","4,289","3,658","4,378","4,426","4,919","4,323","2,734","3,602","6,569","3,865","2,928","2,058","1,473","6,928"
2021년05월_계_30~39세,"67,345","5,965","5,333","3,800","2,983","3,856","4,041","4,184","5,253","4,865","3,383","6,465","4,048","2,745","1,988","1,753","6,683"
2021년05월_계_40~49세,"75,128","5,681","5,833","3,791","3,188","4,617","5,001","3,982","5,384","5,240","3,458","7,488","4,119","3,125","2,238","1,510","10,473"
2021년05월_계_50~59세,"76,771","5,866","6,659","4,849","3,898","4,746","5,603","4,159","4,724","3,657","4,190","7,593","4,416","3,466","2,515","1,975","8,455"
2021년05월_계_60~69세,"65,571","5,182","5,666","4,475","3,538","3,764","4,680","3,598","3,731","2,983","3,782","6,361","3,987","3,187","2,478","1,720","6,439"
2021년05월_계_70~79세,"38,799","3,135","3,465","2,747","2,056","2,298","2,713","2,358","2,300","1,704","2,575","3,840","2,244","1,643","1,374",884,"3,463"
2021년05월_계_80~89세,"16,283","1,300","1,602","1,134",739,943,"1,154","1,028",934,724,"1,186","1,502",880,697,524,402,"1,534"
2021년05월_계_90~99세,"2,029",171,190,127,101,108,149,115,116,91,142,165,94,86,73,52,249
2021년05월_계_100세 이상,281,6,12,13,6,12,3,23,2,22,2,9,1,4,3,0,163
2021년05월_남_총인구수,"227,496","17,573","18,451","13,594","11,023","13,504","15,922","12,629","15,052","13,356","12,131","21,637","13,137","10,254","7,351","5,527","26,355"
2021년05월_남_연령구간인구수,"227,496","17,573","18,451","13,594","11,023","13,504","15,922","12,629","15,052","13,356","12,131","21,637","13,137","10,254","7,351","5,527","26,355"
2021년05월_남_0~9세,"14,656","1,192","1,189",535,519,764,851,590,"1,203","1,644",533,"1,281",747,550,368,371,"2,319"
2021년05월_남_10~19세,"19,360","1,126","1,384",896,783,"1,190","1,388",733,"1,368","1,205",814,"1,710","1,080",916,585,401,"3,781"
2021년05월_남_20~29세,"31,819","2,373","2,563","2,142","1,834","2,105","2,145","2,169","1,962","1,369","1,812","3,107","1,955","1,503","1,012",743,"3,025"
2021년05월_남_30~39세,"33,156","2,942","2,622","1,989","1,599","1,884","2,055","2,067","2,550","2,291","1,785","3,111","2,036","1,437",998,894,"2,896"
2021년05월_남_40~49세,"37,194","2,862","2,818","1,973","1,626","2,246","2,518","1,945","2,653","2,675","1,773","3,745","2,053","1,580","1,114",760,"4,853"
2021년05월_남_50~59세,"36,951","2,821","3,132","2,260","1,771","2,209","2,807","2,034","2,303","1,789","2,087","3,543","2,058","1,678","1,235","1,001","4,223"
2021년05월_남_60~69세,"30,202","2,313","2,567","2,075","1,631","1,693","2,310","1,610","1,643","1,355","1,755","2,825","1,855","1,550","1,175",827,"3,018"
2021년05월_남_70~79세,"17,046","1,375","1,480","1,228",918,978,"1,318","1,006",989,720,"1,069","1,686",978,746,621,381,"1,553"
2021년05월_남_80~89세,"6,517",529,628,457,316,400,491,434,346,276,463,588,352,268,225,138,606
2021년05월_남_90~99세,554,38,66,35,24,31,39,34,34,25,40,41,23,25,17,11,71
2021년05월_남_100세 이상,41,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,10
2021년05월_여_총인구수,"247,647","19,399","20,549","14,453","11,633","15,076","16,378","14,471","16,714","14,138","12,735","24,350","14,094","10,321","7,774","5,705","29,857"
2021년05월_여_연령구간인구수,"247,647","19,399","20,549","14,453","11,633","15,076","16,378","14,471","16,714","14,138","12,735","24,350","14,094","10,321","7,774","5,705","29,857"
2021년05월_여_0~9세,"13,940","1,204","1,094",540,451,715,862,546,"1,168","1,524",446,"1,267",788,511,356,335,"2,133"
2021년05월_여_10~19세,"18,497","1,130","1,254",851,736,"1,189","1,429",865,"1,260","1,101",753,"1,737",962,717,565,356,"3,592"
2021년05월_여_20~29세,"34,664","2,641","2,756","2,147","1,824","2,273","2,281","2,750","2,361","1,365","1,790","3,462","1,910","1,425","1,046",730,"3,903"
2021년05월_여_30~39세,"34,189","3,023","2,711","1,811","1,384","1,972","1,986","2,117","2,703","2,574","1,598","3,354","2,012","1,308",990,859,"3,787"
2021년05월_여_40~49세,"37,934","2,819","3,015","1,818","1,562","2,371","2,483","2,037","2,731","2,565","1,685","3,743","2,066","1,545","1,124",750,"5,620"
2021년05월_여_50~59세,"39,820","3,045","3,527","2,589","2,127","2,537","2,796","2,125","2,421","1,868","2,103","4,050","2,358","1,788","1,280",974,"4,232"
2021년05월_여_60~69세,"35,369","2,869","3,099","2,400","1,907","2,071","2,370","1,988","2,088","1,628","2,027","3,536","2,132","1,637","1,303",893,"3,421"
2021년05월_여_70~79세,"21,753","1,760","1,985","1,519","1,138","1,320","1,395","1,352","1,311",984,"1,506","2,154","1,266",897,753,503,"1,910"
2021년05월_여_80~89세,"9,766",771,974,677,423,543,663,594,588,448,723,914,528,429,299,264,928
2021년05월_여_90~99세,"1,475",133,124,92,77,77,110,81,82,66,102,124,71,61,56,41,178
2021년05월_여_100세 이상,240,4,10,9,4,8,3,16,1,15,2,9,1,3,2,0,153
2021년06월_계_총인구수,"475,371","36,850","38,927","28,002","22,580","28,545","32,394","27,088","32,554","27,416","24,877","45,909","27,228","20,535","15,118","11,243","56,105"
2021년06월_계_연령구간인구수,"475,371","36,850","38,927","28,002","22,580","28,545","32,394","27,088","32,554","27,416","24,877","45,909","27,228","20,535","15,118","11,243","56,105"
2021년06월_계_0~9세,"28,620","2,382","2,289","1,073",967,"1,465","1,718","1,128","2,508","3,154",989,"2,531","1,520","1,060",711,714,"4,411"
2021년06월_계_10~19세,"37,782","2,229","2,613","1,724","1,505","2,385","2,815","1,587","2,688","2,304","1,563","3,419","2,049","1,622","1,151",762,"7,366"
2021년06월_계_20~29세,"66,395","4,985","5,290","4,294","3,641","4,354","4,429","4,921","4,424","2,693","3,585","6,559","3,865","2,922","2,045","1,464","6,924"
2021년06월_계_30~39세,"67,380","5,968","5,333","3,806","2,970","3,838","4,060","4,192","5,410","4,848","3,390","6,436","4,030","2,727","2,003","1,751","6,618"
2021년06월_계_40~49세,"75,071","5,632","5,807","3,736","3,174","4,602","5,010","3,957","5,499","5,244","3,498","7,460","4,148","3,114","2,246","1,511","10,433"
2021년06월_계_50~59세,"76,763","5,842","6,625","4,865","3,892","4,753","5,602","4,160","4,826","3,646","4,149","7,605","4,389","3,457","2,496","1,972","8,484"
2021년06월_계_60~69세,"65,915","5,198","5,694","4,483","3,544","3,782","4,746","3,613","3,813","2,987","3,791","6,383","4,009","3,200","2,489","1,726","6,457"
2021년06월_계_70~79세,"38,759","3,134","3,458","2,750","2,040","2,301","2,696","2,356","2,318","1,703","2,580","3,834","2,238","1,642","1,369",883,"3,457"
2021년06월_계_80~89세,"16,384","1,304","1,617","1,136",739,945,"1,167","1,036",952,725,"1,191","1,507",885,698,531,404,"1,547"
2021년06월_계_90~99세,"2,018",170,189,121,102,108,148,115,114,90,138,166,94,89,74,56,244
2021년06월_계_100세 이상,284,6,12,14,6,12,3,23,2,22,3,9,1,4,3,0,164
2021년06월_남_총인구수,"227,584","17,499","18,420","13,564","10,999","13,500","15,953","12,620","15,425","13,318","12,131","21,574","13,127","10,245","7,360","5,531","26,318"
2021년06월_남_연령구간인구수,"227,584","17,499","18,420","13,564","10,999","13,500","15,953","12,620","15,425","13,318","12,131","21,574","13,127","10,245","7,360","5,531","26,318"
2021년06월_남_0~9세,"14,678","1,195","1,190",537,517,758,844,591,"1,263","1,636",534,"1,275",738,552,366,379,"2,303"
2021년06월_남_10~19세,"19,340","1,110","1,376",880,780,"1,191","1,386",724,"1,411","1,206",814,"1,703","1,088",909,584,400,"3,778"
2021년06월_남_20~29세,"31,755","2,350","2,550","2,148","1,826","2,106","2,135","2,161","2,000","1,348","1,799","3,097","1,957","1,501","1,001",742,"3,034"
2021년06월_남_30~39세,"33,165","2,940","2,634","1,993","1,590","1,876","2,063","2,067","2,617","2,277","1,793","3,078","2,020","1,442","1,015",894,"2,866"
2021년06월_남_40~49세,"37,170","2,840","2,805","1,938","1,623","2,240","2,529","1,942","2,712","2,686","1,786","3,731","2,066","1,570","1,122",759,"4,821"
2021년06월_남_50~59세,"36,967","2,796","3,115","2,273","1,781","2,208","2,808","2,029","2,353","1,780","2,070","3,553","2,049","1,677","1,230",993,"4,252"
2021년06월_남_60~69세,"30,353","2,324","2,576","2,078","1,636","1,707","2,341","1,618","1,684","1,354","1,756","2,825","1,860","1,555","1,180",833,"3,026"
2021년06월_남_70~79세,"16,996","1,367","1,477","1,222",908,980,"1,306","1,011",994,723,"1,075","1,677",972,748,614,379,"1,543"
2021년06월_남_80~89세,"6,567",538,631,458,312,399,501,435,357,275,464,594,354,264,229,140,616
2021년06월_남_90~99세,551,37,64,33,24,31,40,35,33,26,40,41,23,26,18,12,68
2021년06월_남_100세 이상,42,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,11
2021년06월_여_총인구수,"247,787","19,351","20,507","14,438","11,581","15,045","16,441","14,468","17,129","14,098","12,746","24,335","14,101","10,290","7,758","5,712","29,787"
2021년06월_여_연령구간인구수,"247,787","19,351","20,507","14,438","11,581","15,045","16,441","14,468","17,129","14,098","12,746","24,335","14,101","10,290","7,758","5,712","29,787"
2021년06월_여_0~9세,"13,942","1,187","1,099",536,450,707,874,537,"1,245","1,518",455,"1,256",782,508,345,335,"2,108"
2021년06월_여_10~19세,"18,442","1,119","1,237",844,725,"1,194","1,429",863,"1,277","1,098",749,"1,716",961,713,567,362,"3,588"
2021년06월_여_20~29세,"34,640","2,635","2,740","2,146","1,815","2,248","2,294","2,760","2,424","1,345","1,786","3,462","1,908","1,421","1,044",722,"3,890"
2021년06월_여_30~39세,"34,215","3,028","2,699","1,813","1,380","1,962","1,997","2,125","2,793","2,571","1,597","3,358","2,010","1,285",988,857,"3,752"
2021년06월_여_40~49세,"37,901","2,792","3,002","1,798","1,551","2,362","2,481","2,015","2,787","2,558","1,712","3,729","2,082","1,544","1,124",752,"5,612"
2021년06월_여_50~59세,"39,796","3,046","3,510","2,592","2,111","2,545","2,794","2,131","2,473","1,866","2,079","4,052","2,340","1,780","1,266",979,"4,232"
2021년06월_여_60~69세,"35,562","2,874","3,118","2,405","1,908","2,075","2,405","1,995","2,129","1,633","2,035","3,558","2,149","1,645","1,309",893,"3,431"
2021년06월_여_70~79세,"21,763","1,767","1,981","1,528","1,132","1,321","1,390","1,345","1,324",980,"1,505","2,157","1,266",894,755,504,"1,914"
2021년06월_여_80~89세,"9,817",766,986,678,427,546,666,601,595,450,727,913,531,434,302,264,931
2021년06월_여_90~99세,"1,467",133,125,88,78,77,108,80,81,64,98,125,71,63,56,44,176
2021년06월_여_100세 이상,242,4,10,10,4,8,3,16,1,15,3,9,1,3,2,0,153
2021년07월_계_총인구수,"475,008","36,845","38,840","27,945","22,494","28,511","32,464","27,026","32,724","27,416","24,810","45,822","27,191","20,487","15,103","11,301","56,029"
2021년07월_계_연령구간인구수,"475,008","36,845","38,840","27,945","22,494","28,511","32,464","27,026","32,724","27,416","24,810","45,822","27,191","20,487","15,103","11,301","56,029"
2021년07월_계_0~9세,"28,433","2,381","2,271","1,061",949,"1,467","1,714","1,113","2,512","3,144",988,"2,494","1,514","1,043",704,719,"4,359"
2021년07월_계_10~19세,"37,693","2,223","2,604","1,705","1,496","2,355","2,823","1,581","2,705","2,303","1,545","3,419","2,041","1,615","1,164",760,"7,354"
2021년07월_계_20~29세,"66,261","4,954","5,241","4,270","3,643","4,351","4,409","4,911","4,445","2,695","3,589","6,538","3,863","2,910","2,045","1,480","6,917"
2021년07월_계_30~39세,"67,237","5,991","5,344","3,805","2,943","3,834","4,085","4,182","5,417","4,833","3,377","6,394","4,010","2,716","1,991","1,752","6,563"
2021년07월_계_40~49세,"74,873","5,591","5,776","3,726","3,159","4,595","5,006","3,940","5,541","5,239","3,475","7,451","4,145","3,085","2,229","1,527","10,388"
2021년07월_계_50~59세,"76,832","5,859","6,604","4,853","3,880","4,753","5,615","4,161","4,843","3,670","4,130","7,615","4,371","3,464","2,507","1,980","8,527"
2021년07월_계_60~69세,"66,141","5,237","5,722","4,504","3,546","3,783","4,775","3,601","3,860","2,990","3,804","6,394","4,017","3,212","2,483","1,733","6,480"
2021년07월_계_70~79세,"38,723","3,124","3,449","2,742","2,031","2,305","2,707","2,357","2,322","1,704","2,561","3,823","2,245","1,643","1,366",880,"3,464"
2021년07월_계_80~89세,"16,504","1,307","1,625","1,136",742,948,"1,181","1,046",963,725,"1,198","1,520",887,705,539,412,"1,570"
2021년07월_계_90~99세,"2,027",172,192,129,99,108,146,111,115,91,139,165,97,90,72,58,243
2021년07월_계_100세 이상,284,6,12,14,6,12,3,23,1,22,4,9,1,4,3,0,164
2021년07월_남_총인구수,"227,339","17,485","18,363","13,534","10,963","13,486","15,963","12,605","15,485","13,290","12,108","21,527","13,120","10,239","7,350","5,556","26,265"
2021년07월_남_연령구간인구수,"227,339","17,485","18,363","13,534","10,963","13,486","15,963","12,605","15,485","13,290","12,108","21,527","13,120","10,239","7,350","5,556","26,265"
2021년07월_남_0~9세,"14,592","1,194","1,176",533,511,762,838,592,"1,263","1,625",533,"1,251",741,550,364,377,"2,282"
2021년07월_남_10~19세,"19,280","1,100","1,371",863,774,"1,166","1,390",719,"1,415","1,206",811,"1,712","1,086",904,590,397,"3,776"
2021년07월_남_20~29세,"31,718","2,335","2,523","2,148","1,828","2,112","2,131","2,165","2,002","1,348","1,806","3,084","1,957","1,502","1,000",751,"3,026"
2021년07월_남_30~39세,"33,026","2,940","2,632","1,987","1,583","1,857","2,058","2,060","2,610","2,263","1,789","3,054","2,017","1,433","1,012",895,"2,836"
2021년07월_남_40~49세,"37,026","2,824","2,790","1,934","1,609","2,247","2,533","1,924","2,733","2,670","1,763","3,725","2,057","1,564","1,105",764,"4,784"
2021년07월_남_50~59세,"37,025","2,816","3,103","2,258","1,783","2,211","2,805","2,046","2,364","1,794","2,062","3,550","2,044","1,685","1,231","1,000","4,273"
2021년07월_남_60~69세,"30,473","2,336","2,589","2,099","1,634","1,708","2,352","1,607","1,712","1,355","1,770","2,837","1,864","1,559","1,180",840,"3,031"
2021년07월_남_70~79세,"16,970","1,362","1,472","1,218",904,986,"1,309","1,011",985,719,"1,068","1,671",974,747,613,380,"1,551"
2021년07월_남_80~89세,"6,636",539,640,455,312,400,508,439,367,277,467,603,356,268,236,140,629
2021년07월_남_90~99세,551,37,65,35,23,33,39,35,33,26,39,40,24,26,18,12,66
2021년07월_남_100세 이상,42,2,2,4,2,4,0,7,1,7,0,0,0,1,1,0,11
2021년07월_여_총인구수,"247,669","19,360","20,477","14,411","11,531","15,025","16,501","14,421","17,239","14,126","12,702","24,295","14,071","10,248","7,753","5,745","29,764"
2021년07월_여_연령구간인구수,"247,669","19,360","20,477","14,411","11,531","15,025","16,501","14,421","17,239","14,126","12,702","24,295","14,071","10,248","7,753","5,745","29,764"
2021년07월_여_0~9세,"13,841","1,187","1,095",528,438,705,876,521,"1,249","1,519",455,"1,243",773,493,340,342,"2,077"
2021년07월_여_10~19세,"18,413","1,123","1,233",842,722,"1,189","1,433",862,"1,290","1,097",734,"1,707",955,711,574,363,"3,578"
2021년07월_여_20~29세,"34,543","2,619","2,718","2,122","1,815","2,239","2,278","2,746","2,443","1,347","1,783","3,454","1,906","1,408","1,045",729,"3,891"
2021년07월_여_30~39세,"34,211","3,051","2,712","1,818","1,360","1,977","2,027","2,122","2,807","2,570","1,588","3,340","1,993","1,283",979,857,"3,727"
2021년07월_여_40~49세,"37,847","2,767","2,986","1,792","1,550","2,348","2,473","2,016","2,808","2,569","1,712","3,726","2,088","1,521","1,124",763,"5,604"
2021년07월_여_50~59세,"39,807","3,043","3,501","2,595","2,097","2,542","2,810","2,115","2,479","1,876","2,068","4,065","2,327","1,779","1,276",980,"4,254"
2021년07월_여_60~69세,"35,668","2,901","3,133","2,405","1,912","2,075","2,423","1,994","2,148","1,635","2,034","3,557","2,153","1,653","1,303",893,"3,449"
2021년07월_여_70~79세,"21,753","1,762","1,977","1,524","1,127","1,319","1,398","1,346","1,337",985,"1,493","2,152","1,271",896,753,500,"1,913"
2021년07월_여_80~89세,"9,868",768,985,681,430,548,673,607,596,448,731,917,531,437,303,272,941
2021년07월_여_90~99세,"1,476",135,127,94,76,75,107,76,82,65,100,125,73,64,54,46,177
2021년07월_여_100세 이상,242,4,10,10,4,8,3,16,0,15,4,9,1,3,2,0,153
