카테고리,부산광역시 강서구,부산광역시 강서구 대저1동,부산광역시 강서구 대저2동,부산광역시 강서구 강동동,부산광역시 강서구 명지1동,부산광역시 강서구 명지2동,부산광역시 강서구 가락동,부산광역시 강서구 녹산동,부산광역시 강서구 가덕도동
2021년08월_계_40~49세,"25,253",645,914,330,"9,661","6,819",193,"6,246",445
2021년08월_계_50~59세,"17,040","1,180","1,072",822,"4,780","3,371",450,"4,593",772
2021년08월_계_60~69세,"16,813","1,664","1,372","1,315","4,105","2,552",621,"4,178","1,006"
2021년08월_계_70~79세,"7,052",967,719,617,"1,419",873,399,"1,593",465
2021년08월_계_80~89세,"2,784",398,337,256,502,277,192,592,230
2021년08월_계_90~99세,459,58,56,46,80,51,35,92,41
2021년08월_계_100세 이상,25,2,2,3,9,1,3,1,4
2021년08월_남_총인구수,"73,380","3,609","4,020","2,289","26,311","15,165","1,257","18,692","2,037"
2021년08월_남_연령구간인구수,"73,380","3,609","4,020","2,289","26,311","15,165","1,257","18,692","2,037"
2021년08월_남_0~9세,"10,297",86,261,46,"4,951","2,588",20,"2,280",65
2021년08월_남_10~19세,"6,398",141,255,66,"2,192","2,244",41,"1,390",69
2021년08월_남_20~29세,"6,931",368,568,214,"2,267","1,243",107,"1,971",193
2021년08월_남_30~39세,"13,818",336,515,206,"6,436","2,120",110,"3,877",218
2021년08월_남_40~49세,"14,043",408,561,211,"5,308","3,468",122,"3,703",262
2021년08월_남_50~59세,"8,810",673,614,447,"2,287","1,724",252,"2,413",400
2021년08월_남_60~69세,"8,512",926,745,713,"1,964","1,226",327,"2,098",513
2021년08월_남_70~79세,"3,527",508,365,297,722,439,206,757,233
2021년08월_남_80~89세,957,152,129,79,167,100,65,187,78
2021년08월_남_90~99세,81,11,6,9,14,12,7,16,6
2021년08월_남_100세 이상,6,0,1,1,3,1,0,0,0
2021년08월_여_총인구수,"68,308","2,937","3,150","1,987","26,022","15,216","1,118","16,033","1,845"
2021년08월_여_연령구간인구수,"68,308","2,937","3,150","1,987","26,022","15,216","1,118","16,033","1,845"
2021년08월_여_0~9세,"9,599",93,225,36,"4,731","2,368",28,"2,065",53
2021년08월_여_10~19세,"6,177",123,218,63,"2,309","2,132",25,"1,235",72
2021년08월_여_20~29세,"5,773",247,287,116,"2,273","1,166",77,"1,492",115
2021년08월_여_30~39세,"13,269",238,369,140,"6,618","2,576",74,"3,120",134
2021년08월_여_40~49세,"11,210",237,353,119,"4,353","3,351",71,"2,543",183
2021년08월_여_50~59세,"8,230",507,458,375,"2,493","1,647",198,"2,180",372
2021년08월_여_60~69세,"8,301",738,627,602,"2,141","1,326",294,"2,080",493
2021년08월_여_70~79세,"3,525",459,354,320,697,434,193,836,232
2021년08월_여_80~89세,"1,827",246,208,177,335,177,127,405,152
2021년08월_여_90~99세,378,47,50,37,66,39,28,76,35
2021년08월_여_100세 이상,19,2,1,2,6,0,3,1,4
2021년09월_계_총인구수,"142,104","6,544","7,134","4,253","52,597","30,379","2,361","34,948","3,888"
2021년09월_계_연령구간인구수,"142,104","6,544","7,134","4,253","52,597","30,379","2,361","34,948","3,888"
2021년09월_계_0~9세,"19,871",178,474,82,"9,697","4,930",53,"4,338",119
2021년09월_계_10~19세,"12,659",267,469,126,"4,549","4,395",63,"2,651",139
2021년09월_계_20~29세,"12,715",605,853,329,"4,561","2,394",179,"3,493",301
2021년09월_계_30~39세,"27,103",568,878,342,"13,064","4,671",195,"7,029",356
2021년09월_계_40~49세,"25,451",653,914,332,"9,763","6,840",191,"6,321",437
2021년09월_계_50~59세,"17,058","1,183","1,068",810,"4,811","3,366",435,"4,603",782
2021년09월_계_60~69세,"16,880","1,660","1,370","1,315","4,136","2,570",617,"4,209","1,003"
2021년09월_계_70~79세,"7,084",969,716,615,"1,417",881,400,"1,611",475
2021년09월_계_80~89세,"2,797",400,335,255,510,278,191,598,230
2021년09월_계_90~99세,463,59,55,44,80,53,35,95,42
2021년09월_계_100세 이상,23,2,2,3,9,1,2,0,4
2021년09월_남_총인구수,"73,623","3,603","4,015","2,281","26,452","15,161","1,252","18,811","2,048"
2021년09월_남_연령구간인구수,"73,623","3,603","4,015","2,281","26,452","15,161","1,252","18,811","2,048"
2021년09월_남_0~9세,"10,300",86,258,44,"4,970","2,577",24,"2,275",66
2021년09월_남_10~19세,"6,451",142,253,66,"2,226","2,254",38,"1,405",67
2021년09월_남_20~29세,"6,939",356,566,214,"2,266","1,236",104,"2,007",190
2021년09월_남_30~39세,"13,811",337,515,206,"6,431","2,102",117,"3,883",220
2021년09월_남_40~49세,"14,141",411,562,211,"5,352","3,478",121,"3,747",259
2021년09월_남_50~59세,"8,847",676,616,439,"2,313","1,728",245,"2,420",410
2021년09월_남_60~69세,"8,536",923,744,714,"1,986","1,229",324,"2,106",510
2021년09월_남_70~79세,"3,542",507,366,299,719,443,207,760,241
2021년09월_남_80~89세,965,154,128,78,171,99,65,191,79
2021년09월_남_90~99세,85,11,6,9,15,14,7,17,6
2021년09월_남_100세 이상,6,0,1,1,3,1,0,0,0
2021년09월_여_총인구수,"68,481","2,941","3,119","1,972","26,145","15,218","1,109","16,137","1,840"
2021년09월_여_연령구간인구수,"68,481","2,941","3,119","1,972","26,145","15,218","1,109","16,137","1,840"
2021년09월_여_0~9세,"9,571",92,216,38,"4,727","2,353",29,"2,063",53
2021년09월_여_10~19세,"6,208",125,216,60,"2,323","2,141",25,"1,246",72
2021년09월_여_20~29세,"5,776",249,287,115,"2,295","1,158",75,"1,486",111
2021년09월_여_30~39세,"13,292",231,363,136,"6,633","2,569",78,"3,146",136
2021년09월_여_40~49세,"11,310",242,352,121,"4,411","3,362",70,"2,574",178
2021년09월_여_50~59세,"8,211",507,452,371,"2,498","1,638",190,"2,183",372
2021년09월_여_60~69세,"8,344",737,626,601,"2,150","1,341",293,"2,103",493
2021년09월_여_70~79세,"3,542",462,350,316,698,438,193,851,234
2021년09월_여_80~89세,"1,832",246,207,177,339,179,126,407,151
2021년09월_여_90~99세,378,48,49,35,65,39,28,78,36
2021년09월_여_100세 이상,17,2,1,2,6,0,2,0,4
2021년10월_계_총인구수,"142,444","6,536","7,101","4,231","52,807","30,409","2,359","35,097","3,904"
2021년10월_계_연령구간인구수,"142,444","6,536","7,101","4,231","52,807","30,409","2,359","35,097","3,904"
2021년10월_계_0~9세,"19,872",178,466,79,"9,731","4,917",51,"4,330",120
2021년10월_계_10~19세,"12,732",266,468,124,"4,596","4,427",61,"2,654",136
2021년10월_계_20~29세,"12,665",597,854,323,"4,530","2,380",181,"3,499",301
2021년10월_계_30~39세,"27,038",566,872,338,"13,037","4,639",191,"7,037",358
2021년10월_계_40~49세,"25,640",653,908,325,"9,898","6,862",193,"6,365",436
2021년10월_계_50~59세,"17,130","1,186","1,061",800,"4,844","3,380",436,"4,634",789
2021년10월_계_60~69세,"16,939","1,658","1,367","1,314","4,146","2,583",617,"4,247","1,007"
2021년10월_계_70~79세,"7,145",971,718,622,"1,423",889,403,"1,637",482
2021년10월_계_80~89세,"2,794",399,332,257,512,276,191,599,228
2021년10월_계_90~99세,466,60,53,46,81,55,33,95,43
2021년10월_계_100세 이상,23,2,2,3,9,1,2,0,4
2021년10월_남_총인구수,"73,811","3,594","3,998","2,269","26,580","15,177","1,252","18,890","2,051"
2021년10월_남_연령구간인구수,"73,811","3,594","3,998","2,269","26,580","15,177","1,252","18,890","2,051"
2021년10월_남_0~9세,"10,311",87,257,43,"4,996","2,565",24,"2,273",66
2021년10월_남_10~19세,"6,482",142,247,64,"2,256","2,267",36,"1,404",66
2021년10월_남_20~29세,"6,915",349,568,210,"2,256","1,232",103,"2,007",190
2021년10월_남_30~39세,"13,776",334,514,203,"6,408","2,093",115,"3,887",222
2021년10월_남_40~49세,"14,235",408,555,210,"5,420","3,486",123,"3,775",258
2021년10월_남_50~59세,"8,890",674,616,430,"2,336","1,738",246,"2,437",413
2021년10월_남_60~69세,"8,563",928,741,715,"1,986","1,236",325,"2,123",509
2021년10월_남_70~79세,"3,577",509,367,304,729,443,208,775,242
2021년10월_남_80~89세,965,151,127,80,173,101,65,190,78
2021년10월_남_90~99세,91,12,5,9,17,15,7,19,7
2021년10월_남_100세 이상,6,0,1,1,3,1,0,0,0
2021년10월_여_총인구수,"68,633","2,942","3,103","1,962","26,227","15,232","1,107","16,207","1,853"
2021년10월_여_연령구간인구수,"68,633","2,942","3,103","1,962","26,227","15,232","1,107","16,207","1,853"
2021년10월_여_0~9세,"9,561",91,209,36,"4,735","2,352",27,"2,057",54
2021년10월_여_10~19세,"6,250",124,221,60,"2,340","2,160",25,"1,250",70
2021년10월_여_20~29세,"5,750",248,286,113,"2,274","1,148",78,"1,492",111
2021년10월_여_30~39세,"13,262",232,358,135,"6,629","2,546",76,"3,150",136
2021년10월_여_40~49세,"11,405",245,353,115,"4,478","3,376",70,"2,590",178
2021년10월_여_50~59세,"8,240",512,445,370,"2,508","1,642",190,"2,197",376
2021년10월_여_60~69세,"8,376",730,626,599,"2,160","1,347",292,"2,124",498
2021년10월_여_70~79세,"3,568",462,351,318,694,446,195,862,240
2021년10월_여_80~89세,"1,829",248,205,177,339,175,126,409,150
2021년10월_여_90~99세,375,48,48,37,64,40,26,76,36
2021년10월_여_100세 이상,17,2,1,2,6,0,2,0,4
2021년11월_계_총인구수,"142,768","6,558","7,078","4,229","52,926","30,402","2,351","35,290","3,934"
2021년11월_계_연령구간인구수,"142,768","6,558","7,078","4,229","52,926","30,402","2,351","35,290","3,934"
2021년11월_계_0~9세,"19,795",179,474,78,"9,703","4,872",53,"4,316",120
2021년11월_계_10~19세,"12,848",265,467,122,"4,652","4,451",58,"2,697",136
2021년11월_계_20~29세,"12,615",586,837,326,"4,522","2,363",179,"3,497",305
2021년11월_계_30~39세,"26,960",567,873,334,"12,996","4,613",191,"7,023",363
2021년11월_계_40~49세,"25,867",662,909,332,"9,984","6,887",193,"6,465",435
2021년11월_계_50~59세,"17,170","1,188","1,054",790,"4,858","3,393",427,"4,666",794
2021년11월_계_60~69세,"17,031","1,671","1,366","1,322","4,176","2,582",619,"4,273","1,022"
2021년11월_계_70~79세,"7,160",972,710,618,"1,431",897,403,"1,645",484
2021년11월_계_80~89세,"2,830",406,334,258,514,287,194,609,228
2021년11월_계_90~99세,469,60,52,46,81,56,32,99,43
2021년11월_계_100세 이상,23,2,2,3,9,1,2,0,4
2021년11월_남_총인구수,"73,971","3,602","3,974","2,264","26,647","15,164","1,252","19,005","2,063"
2021년11월_남_연령구간인구수,"73,971","3,602","3,974","2,264","26,647","15,164","1,252","19,005","2,063"
2021년11월_남_0~9세,"10,269",84,257,44,"4,982","2,542",25,"2,270",65
2021년11월_남_10~19세,"6,534",143,249,62,"2,282","2,275",35,"1,422",66
2021년11월_남_20~29세,"6,908",344,553,211,"2,267","1,223",103,"2,017",190
2021년11월_남_30~39세,"13,712",331,513,200,"6,374","2,081",117,"3,873",223
2021년11월_남_40~49세,"14,360",417,553,213,"5,468","3,496",122,"3,832",259
2021년11월_남_50~59세,"8,918",674,609,426,"2,346","1,742",244,"2,461",416
2021년11월_남_60~69세,"8,605",932,742,716,"1,999","1,242",325,"2,133",516
2021년11월_남_70~79세,"3,588",513,366,303,737,443,206,779,241
2021년11월_남_80~89세,980,152,126,79,173,103,68,198,81
2021년11월_남_90~99세,91,12,5,9,16,16,7,20,6
2021년11월_남_100세 이상,6,0,1,1,3,1,0,0,0
2021년11월_여_총인구수,"68,797","2,956","3,104","1,965","26,279","15,238","1,099","16,285","1,871"
2021년11월_여_연령구간인구수,"68,797","2,956","3,104","1,965","26,279","15,238","1,099","16,285","1,871"
2021년11월_여_0~9세,"9,526",95,217,34,"4,721","2,330",28,"2,046",55
2021년11월_여_10~19세,"6,314",122,218,60,"2,370","2,176",23,"1,275",70
2021년11월_여_20~29세,"5,707",242,284,115,"2,255","1,140",76,"1,480",115
2021년11월_여_30~39세,"13,248",236,360,134,"6,622","2,532",74,"3,150",140
2021년11월_여_40~49세,"11,507",245,356,119,"4,516","3,391",71,"2,633",176
2021년11월_여_50~59세,"8,252",514,445,364,"2,512","1,651",183,"2,205",378
2021년11월_여_60~69세,"8,426",739,624,606,"2,177","1,340",294,"2,140",506
2021년11월_여_70~79세,"3,572",459,344,315,694,454,197,866,243
2021년11월_여_80~89세,"1,850",254,208,179,341,184,126,411,147
2021년11월_여_90~99세,378,48,47,37,65,40,25,79,37
2021년11월_여_100세 이상,17,2,1,2,6,0,2,0,4
2021년12월_계_총인구수,"142,918","6,556","7,090","4,220","53,087","30,409","2,345","35,270","3,941"
2021년12월_계_연령구간인구수,"142,918","6,556","7,090","4,220","53,087","30,409","2,345","35,270","3,941"
2021년12월_계_0~9세,"19,700",181,468,78,"9,679","4,849",52,"4,279",114
2021년12월_계_10~19세,"12,957",267,467,118,"4,715","4,468",56,"2,724",142
2021년12월_계_20~29세,"12,565",574,841,320,"4,518","2,356",180,"3,469",307
2021년12월_계_30~39세,"26,821",563,878,336,"12,981","4,547",187,"6,969",360
2021년12월_계_40~49세,"26,072",660,910,331,"10,097","6,936",195,"6,506",437
2021년12월_계_50~59세,"17,201","1,187","1,061",785,"4,854","3,418",428,"4,675",793
2021년12월_계_60~69세,"17,050","1,674","1,364","1,318","4,192","2,586",614,"4,272","1,030"
2021년12월_계_70~79세,"7,224",981,711,628,"1,447",902,406,"1,662",487
2021년12월_계_80~89세,"2,845",404,334,259,519,289,195,616,229
2021년12월_계_90~99세,471,63,54,45,83,57,30,98,41
2021년12월_계_100세 이상,12,2,2,2,2,1,2,0,1
2021년12월_남_총인구수,"74,047","3,593","3,986","2,264","26,708","15,173","1,251","19,002","2,070"
2021년12월_남_연령구간인구수,"74,047","3,593","3,986","2,264","26,708","15,173","1,251","19,002","2,070"
2021년12월_남_0~9세,"10,224",83,258,45,"4,971","2,530",25,"2,252",60
2021년12월_남_10~19세,"6,589",143,249,60,"2,315","2,284",34,"1,434",70
2021년12월_남_20~29세,"6,857",338,553,207,"2,254","1,218",103,"1,992",192
2021년12월_남_30~39세,"13,637",325,520,201,"6,353","2,049",115,"3,853",221
2021년12월_남_40~49세,"14,461",417,550,211,"5,520","3,521",125,"3,854",263
2021년12월_남_50~59세,"8,978",676,615,428,"2,358","1,762",245,"2,478",416
2021년12월_남_60~69세,"8,596",931,740,713,"2,002","1,243",321,"2,132",514
2021년12월_남_70~79세,"3,619",514,367,309,741,446,209,786,247
2021년12월_남_80~89세,990,153,127,81,178,103,67,201,80
2021년12월_남_90~99세,94,13,6,9,16,16,7,20,7
2021년12월_남_100세 이상,2,0,1,0,0,1,0,0,0
2021년12월_여_총인구수,"68,871","2,963","3,104","1,956","26,379","15,236","1,094","16,268","1,871"
2021년12월_여_연령구간인구수,"68,871","2,963","3,104","1,956","26,379","15,236","1,094","16,268","1,871"
2021년12월_여_0~9세,"9,476",98,210,33,"4,708","2,319",27,"2,027",54
2021년12월_여_10~19세,"6,368",124,218,58,"2,400","2,184",22,"1,290",72
2021년12월_여_20~29세,"5,708",236,288,113,"2,264","1,138",77,"1,477",115
2021년12월_여_30~39세,"13,184",238,358,135,"6,628","2,498",72,"3,116",139
2021년12월_여_40~49세,"11,611",243,360,120,"4,577","3,415",70,"2,652",174
2021년12월_여_50~59세,"8,223",511,446,357,"2,496","1,656",183,"2,197",377
2021년12월_여_60~69세,"8,454",743,624,605,"2,190","1,343",293,"2,140",516
2021년12월_여_70~79세,"3,605",467,344,319,706,456,197,876,240
2021년12월_여_80~89세,"1,855",251,207,178,341,186,128,415,149
2021년12월_여_90~99세,377,50,48,36,67,41,23,78,34
2021년12월_여_100세 이상,10,2,1,2,2,0,2,0,1
