카테고리,경상북도 청송군,경상북도 청송군 청송읍,경상북도 청송군 주왕산면,경상북도 청송군 부남면,경상북도 청송군 현동면,경상북도 청송군 현서면,경상북도 청송군 안덕면,경상북도 청송군 파천면,경상북도 청송군 진보면
2021년08월_여_0~9세,467,130,26,35,38,27,34,30,147
2021년08월_여_10~19세,544,171,20,35,46,44,41,30,157
2021년08월_여_20~29세,643,191,35,55,56,51,40,33,182
2021년08월_여_30~39세,668,202,42,57,44,44,54,31,194
2021년08월_여_40~49세,991,286,51,70,76,75,81,52,300
2021년08월_여_50~59세,"2,115",468,169,211,189,209,235,117,517
2021년08월_여_60~69세,"2,850",474,226,341,229,376,314,203,687
2021년08월_여_70~79세,"2,202",352,191,255,188,248,298,179,491
2021년08월_여_80~89세,"1,671",278,142,176,152,160,215,177,371
2021년08월_여_90~99세,270,46,22,33,27,31,36,32,43
2021년08월_여_100세 이상,12,4,0,0,2,1,3,0,2
2021년09월_계_총인구수,"24,706","5,142","1,825","2,497","2,081","2,495","2,590","1,761","6,315"
2021년09월_계_연령구간인구수,"24,706","5,142","1,825","2,497","2,081","2,495","2,590","1,761","6,315"
2021년09월_계_0~9세,949,281,46,70,74,55,71,53,299
2021년09월_계_10~19세,"1,163",345,53,88,99,94,96,51,337
2021년09월_계_20~29세,"1,586",438,85,130,134,112,101,82,504
2021년09월_계_30~39세,"1,576",451,108,119,97,114,116,90,481
2021년09월_계_40~49세,"2,297",591,139,163,188,174,191,132,719
2021년09월_계_50~59세,"4,537",997,342,466,417,444,485,261,"1,125"
2021년09월_계_60~69세,"5,701",953,478,665,447,736,636,463,"1,323"
2021년09월_계_70~79세,"3,977",614,340,464,354,446,515,327,917
2021년09월_계_80~89세,"2,566",414,209,292,235,280,326,257,553
2021년09월_계_90~99세,338,54,25,39,33,39,50,45,53
2021년09월_계_100세 이상,16,4,0,1,3,1,3,0,4
2021년09월_남_총인구수,"12,306","2,540",904,"1,230","1,037","1,228","1,249",879,"3,239"
2021년09월_남_연령구간인구수,"12,306","2,540",904,"1,230","1,037","1,228","1,249",879,"3,239"
2021년09월_남_0~9세,485,150,20,35,37,28,40,25,150
2021년09월_남_10~19세,622,174,33,52,53,51,53,21,185
2021년09월_남_20~29세,955,253,50,76,79,62,63,49,323
2021년09월_남_30~39세,918,251,66,62,55,70,63,60,291
2021년09월_남_40~49세,"1,311",307,89,94,111,98,111,80,421
2021년09월_남_50~59세,"2,428",525,176,253,232,233,254,146,609
2021년09월_남_60~69세,"2,844",473,255,323,215,357,320,259,642
2021년09월_남_70~79세,"1,779",261,147,212,165,202,219,148,425
2021년09월_남_80~89세,895,138,65,116,83,119,113,80,181
2021년09월_남_90~99세,66,8,3,6,7,8,13,11,10
2021년09월_남_100세 이상,3,0,0,1,0,0,0,0,2
2021년09월_여_총인구수,"12,400","2,602",921,"1,267","1,044","1,267","1,341",882,"3,076"
2021년09월_여_연령구간인구수,"12,400","2,602",921,"1,267","1,044","1,267","1,341",882,"3,076"
2021년09월_여_0~9세,464,131,26,35,37,27,31,28,149
2021년09월_여_10~19세,541,171,20,36,46,43,43,30,152
2021년09월_여_20~29세,631,185,35,54,55,50,38,33,181
2021년09월_여_30~39세,658,200,42,57,42,44,53,30,190
2021년09월_여_40~49세,986,284,50,69,77,76,80,52,298
2021년09월_여_50~59세,"2,109",472,166,213,185,211,231,115,516
2021년09월_여_60~69세,"2,857",480,223,342,232,379,316,204,681
2021년09월_여_70~79세,"2,198",353,193,252,189,244,296,179,492
2021년09월_여_80~89세,"1,671",276,144,176,152,161,213,177,372
2021년09월_여_90~99세,272,46,22,33,26,31,37,34,43
2021년09월_여_100세 이상,13,4,0,0,3,1,3,0,2
2021년10월_계_총인구수,"24,605","5,128","1,821","2,481","2,077","2,495","2,583","1,752","6,268"
2021년10월_계_연령구간인구수,"24,605","5,128","1,821","2,481","2,077","2,495","2,583","1,752","6,268"
2021년10월_계_0~9세,935,276,46,66,74,56,72,52,293
2021년10월_계_10~19세,"1,160",345,52,87,98,93,96,52,337
2021년10월_계_20~29세,"1,582",440,86,129,137,111,101,79,499
2021년10월_계_30~39세,"1,556",441,107,112,95,114,118,88,481
2021년10월_계_40~49세,"2,281",594,136,165,187,174,183,132,710
2021년10월_계_50~59세,"4,507",992,343,464,413,442,485,260,"1,108"
2021년10월_계_60~69세,"5,708",960,480,664,448,737,638,463,"1,318"
2021년10월_계_70~79세,"3,967",614,337,463,353,446,509,326,919
2021년10월_계_80~89세,"2,557",409,209,289,234,283,326,256,551
2021년10월_계_90~99세,340,53,25,41,35,38,52,44,52
2021년10월_계_100세 이상,12,4,0,1,3,1,3,0,0
2021년10월_남_총인구수,"12,253","2,530",906,"1,225","1,036","1,224","1,246",873,"3,213"
2021년10월_남_연령구간인구수,"12,253","2,530",906,"1,225","1,036","1,224","1,246",873,"3,213"
2021년10월_남_0~9세,482,143,22,34,38,29,41,25,150
2021년10월_남_10~19세,617,176,33,51,52,50,52,21,182
2021년10월_남_20~29세,953,254,51,76,80,61,63,47,321
2021년10월_남_30~39세,899,245,65,59,54,68,64,57,287
2021년10월_남_40~49세,"1,303",308,87,94,110,99,107,81,417
2021년10월_남_50~59세,"2,418",523,177,253,229,230,257,145,604
2021년10월_남_60~69세,"2,842",476,257,323,217,357,317,260,635
2021년10월_남_70~79세,"1,782",261,146,212,166,204,218,146,429
2021년10월_남_80~89세,888,137,65,116,82,118,112,79,179
2021년10월_남_90~99세,68,7,3,6,8,8,15,12,9
2021년10월_남_100세 이상,1,0,0,1,0,0,0,0,0
2021년10월_여_총인구수,"12,352","2,598",915,"1,256","1,041","1,271","1,337",879,"3,055"
2021년10월_여_연령구간인구수,"12,352","2,598",915,"1,256","1,041","1,271","1,337",879,"3,055"
2021년10월_여_0~9세,453,133,24,32,36,27,31,27,143
2021년10월_여_10~19세,543,169,19,36,46,43,44,31,155
2021년10월_여_20~29세,629,186,35,53,57,50,38,32,178
2021년10월_여_30~39세,657,196,42,53,41,46,54,31,194
2021년10월_여_40~49세,978,286,49,71,77,75,76,51,293
2021년10월_여_50~59세,"2,089",469,166,211,184,212,228,115,504
2021년10월_여_60~69세,"2,866",484,223,341,231,380,321,203,683
2021년10월_여_70~79세,"2,185",353,191,251,187,242,291,180,490
2021년10월_여_80~89세,"1,669",272,144,173,152,165,214,177,372
2021년10월_여_90~99세,272,46,22,35,27,30,37,32,43
2021년10월_여_100세 이상,11,4,0,0,3,1,3,0,0
2021년11월_계_총인구수,"24,590","5,115","1,815","2,480","2,085","2,489","2,582","1,748","6,276"
2021년11월_계_연령구간인구수,"24,590","5,115","1,815","2,480","2,085","2,489","2,582","1,748","6,276"
2021년11월_계_0~9세,921,274,42,67,74,56,71,46,291
2021년11월_계_10~19세,"1,164",344,53,85,97,92,97,55,341
2021년11월_계_20~29세,"1,573",437,84,125,139,112,100,78,498
2021년11월_계_30~39세,"1,565",442,108,117,95,113,120,84,486
2021년11월_계_40~49세,"2,257",585,134,163,186,172,181,132,704
2021년11월_계_50~59세,"4,492",985,344,458,417,435,484,258,"1,111"
2021년11월_계_60~69세,"5,731",960,481,668,448,741,642,464,"1,327"
2021년11월_계_70~79세,"3,976",624,335,467,357,446,504,331,912
2021년11월_계_80~89세,"2,562",409,209,286,236,284,329,256,553
2021년11월_계_90~99세,338,52,25,43,33,37,51,44,53
2021년11월_계_100세 이상,11,3,0,1,3,1,3,0,0
2021년11월_남_총인구수,"12,269","2,525",905,"1,227","1,040","1,230","1,250",876,"3,216"
2021년11월_남_연령구간인구수,"12,269","2,525",905,"1,227","1,040","1,230","1,250",876,"3,216"
2021년11월_남_0~9세,476,141,20,35,38,30,40,23,149
2021년11월_남_10~19세,619,177,33,50,51,50,53,22,183
2021년11월_남_20~29세,953,251,51,75,81,62,64,47,322
2021년11월_남_30~39세,908,248,67,61,52,70,65,55,290
2021년11월_남_40~49세,"1,291",305,85,93,111,99,105,82,411
2021년11월_남_50~59세,"2,408",519,180,249,228,228,257,144,603
2021년11월_남_60~69세,"2,856",472,257,325,220,360,321,262,639
2021년11월_남_70~79세,"1,793",268,145,215,168,205,216,149,427
2021년11월_남_80~89세,892,137,64,114,83,118,114,80,182
2021년11월_남_90~99세,72,7,3,9,8,8,15,12,10
2021년11월_남_100세 이상,1,0,0,1,0,0,0,0,0
2021년11월_여_총인구수,"12,321","2,590",910,"1,253","1,045","1,259","1,332",872,"3,060"
2021년11월_여_연령구간인구수,"12,321","2,590",910,"1,253","1,045","1,259","1,332",872,"3,060"
2021년11월_여_0~9세,445,133,22,32,36,26,31,23,142
2021년11월_여_10~19세,545,167,20,35,46,42,44,33,158
2021년11월_여_20~29세,620,186,33,50,58,50,36,31,176
2021년11월_여_30~39세,657,194,41,56,43,43,55,29,196
2021년11월_여_40~49세,966,280,49,70,75,73,76,50,293
2021년11월_여_50~59세,"2,084",466,164,209,189,207,227,114,508
2021년11월_여_60~69세,"2,875",488,224,343,228,381,321,202,688
2021년11월_여_70~79세,"2,183",356,190,252,189,241,288,182,485
2021년11월_여_80~89세,"1,670",272,145,172,153,166,215,176,371
2021년11월_여_90~99세,266,45,22,34,25,29,36,32,43
2021년11월_여_100세 이상,10,3,0,0,3,1,3,0,0
2021년12월_계_총인구수,"24,539","5,108","1,808","2,461","2,091","2,494","2,574","1,741","6,262"
2021년12월_계_연령구간인구수,"24,539","5,108","1,808","2,461","2,091","2,494","2,574","1,741","6,262"
2021년12월_계_0~9세,917,276,41,66,73,56,70,45,290
2021년12월_계_10~19세,"1,149",334,56,81,97,93,97,53,338
2021년12월_계_20~29세,"1,572",445,86,124,141,109,102,76,489
2021년12월_계_30~39세,"1,554",434,107,116,93,112,118,84,490
2021년12월_계_40~49세,"2,239",582,131,161,184,178,182,128,693
2021년12월_계_50~59세,"4,471",983,337,457,416,433,477,261,"1,107"
2021년12월_계_60~69세,"5,734",962,480,661,455,745,642,462,"1,327"
2021년12월_계_70~79세,"3,970",625,336,464,356,447,498,331,913
2021년12월_계_80~89세,"2,583",412,208,288,241,284,330,258,562
2021년12월_계_90~99세,339,52,26,42,32,36,55,43,53
2021년12월_계_100세 이상,11,3,0,1,3,1,3,0,0
2021년12월_남_총인구수,"12,261","2,516",906,"1,220","1,046","1,238","1,246",878,"3,211"
2021년12월_남_연령구간인구수,"12,261","2,516",906,"1,220","1,046","1,238","1,246",878,"3,211"
2021년12월_남_0~9세,478,141,19,36,38,30,40,24,150
2021년12월_남_10~19세,607,171,35,47,50,51,52,21,180
2021년12월_남_20~29세,958,253,54,76,83,60,66,48,318
2021년12월_남_30~39세,905,241,67,62,51,70,64,56,294
2021년12월_남_40~49세,"1,282",300,84,92,112,103,106,81,404
2021년12월_남_50~59세,"2,396",518,177,248,228,226,254,145,600
2021년12월_남_60~69세,"2,875",479,255,323,224,367,321,261,645
2021년12월_남_70~79세,"1,785",265,147,212,166,206,214,151,424
2021년12월_남_80~89세,901,141,65,114,86,117,114,79,185
2021년12월_남_90~99세,73,7,3,9,8,8,15,12,11
2021년12월_남_100세 이상,1,0,0,1,0,0,0,0,0
2021년12월_여_총인구수,"12,278","2,592",902,"1,241","1,045","1,256","1,328",863,"3,051"
2021년12월_여_연령구간인구수,"12,278","2,592",902,"1,241","1,045","1,256","1,328",863,"3,051"
2021년12월_여_0~9세,439,135,22,30,35,26,30,21,140
2021년12월_여_10~19세,542,163,21,34,47,42,45,32,158
2021년12월_여_20~29세,614,192,32,48,58,49,36,28,171
2021년12월_여_30~39세,649,193,40,54,42,42,54,28,196
2021년12월_여_40~49세,957,282,47,69,72,75,76,47,289
2021년12월_여_50~59세,"2,075",465,160,209,188,207,223,116,507
2021년12월_여_60~69세,"2,859",483,225,338,231,378,321,201,682
2021년12월_여_70~79세,"2,185",360,189,252,190,241,284,180,489
2021년12월_여_80~89세,"1,682",271,143,174,155,167,216,179,377
2021년12월_여_90~99세,266,45,23,33,24,28,40,31,42
2021년12월_여_100세 이상,10,3,0,0,3,1,3,0,0
