카테고리,서울특별시 금천구,서울특별시 금천구 가산동,서울특별시 금천구 독산제1동,서울특별시 금천구 독산제2동,서울특별시 금천구 독산제3동,서울특별시 금천구 독산제4동,서울특별시 금천구 시흥제1동,서울특별시 금천구 시흥제2동,서울특별시 금천구 시흥제3동,서울특별시 금천구 시흥제4동,서울특별시 금천구 시흥제5동
2021년04월_여_총인구수,"113,428","10,570","20,437","9,297","12,174","7,624","16,612","11,149","5,488","10,336","9,741"
2021년04월_여_연령구간인구수,"113,428","10,570","20,437","9,297","12,174","7,624","16,612","11,149","5,488","10,336","9,741"
2021년04월_여_0~9세,"5,854",349,"1,503",407,447,305,868,753,258,525,439
2021년04월_여_10~19세,"7,155",363,"1,184",538,694,486,"1,045","1,066",350,725,704
2021년04월_여_20~29세,"18,474","3,577","3,707","1,360","2,007","1,100","2,419","1,183",640,"1,294","1,187"
2021년04월_여_30~39세,"15,833","2,122","3,747","1,153","1,583",903,"2,213","1,235",658,"1,195","1,024"
2021년04월_여_40~49세,"15,200","1,005","2,798","1,234","1,529","1,019","2,341","1,760",731,"1,431","1,352"
2021년04월_여_50~59세,"19,691","1,217","3,030","1,863","2,362","1,575","2,985","1,950","1,016","1,994","1,699"
2021년04월_여_60~69세,"17,153","1,105","2,451","1,576","2,035","1,266","2,549","1,724","1,039","1,777","1,631"
2021년04월_여_70~79세,"9,439",569,"1,412",793,987,692,"1,465",951,539,946,"1,085"
2021년04월_여_80~89세,"3,958",218,521,322,443,245,618,440,222,393,536
2021년04월_여_90~99세,637,43,77,48,84,31,108,84,34,55,73
2021년04월_여_100세 이상,34,2,7,3,3,2,1,3,1,1,11
2021년05월_계_총인구수,"229,823","23,320","42,507","18,845","24,390","15,373","33,113","21,461","10,895","20,493","19,426"
2021년05월_계_연령구간인구수,"229,823","23,320","42,507","18,845","24,390","15,373","33,113","21,461","10,895","20,493","19,426"
2021년05월_계_0~9세,"11,992",666,"3,167",823,959,635,"1,748","1,509",526,"1,050",909
2021년05월_계_10~19세,"14,354",691,"2,312","1,167","1,334",959,"2,242","2,092",680,"1,473","1,404"
2021년05월_계_20~29세,"37,134","6,672","7,454","2,834","3,955","2,247","4,904","2,428","1,403","2,702","2,535"
2021년05월_계_30~39세,"35,476","5,580","8,543","2,489","3,579","2,006","4,732","2,392","1,393","2,529","2,233"
2021년05월_계_40~49세,"32,140","2,742","6,239","2,533","3,178","2,021","4,793","3,454","1,498","2,866","2,816"
2021년05월_계_50~59세,"39,615","2,945","6,228","3,753","4,676","3,172","5,827","3,690","1,977","3,846","3,501"
2021년05월_계_60~69세,"33,744","2,411","4,961","3,105","3,954","2,536","4,945","3,313","1,951","3,467","3,101"
2021년05월_계_70~79세,"17,867","1,169","2,562","1,547","1,910","1,328","2,739","1,769","1,054","1,821","1,968"
2021년05월_계_80~89세,"6,599",388,924,524,729,419,"1,026",711,374,656,848
2021년05월_계_90~99세,855,53,109,67,112,48,152,99,38,80,97
2021년05월_계_100세 이상,47,3,8,3,4,2,5,4,1,3,14
2021년05월_남_총인구수,"116,292","12,732","21,863","9,550","12,220","7,770","16,524","10,350","5,420","10,168","9,695"
2021년05월_남_연령구간인구수,"116,292","12,732","21,863","9,550","12,220","7,770","16,524","10,350","5,420","10,168","9,695"
2021년05월_남_0~9세,"6,187",315,"1,650",425,520,335,895,767,269,533,478
2021년05월_남_10~19세,"7,228",338,"1,124",633,644,477,"1,201","1,029",335,743,704
2021년05월_남_20~29세,"18,578","3,090","3,693","1,469","1,937","1,146","2,493","1,244",759,"1,396","1,351"
2021년05월_남_30~39세,"19,609","3,452","4,731","1,341","1,995","1,111","2,515","1,171",740,"1,344","1,209"
2021년05월_남_40~49세,"16,969","1,731","3,434","1,301","1,656","1,008","2,455","1,692",774,"1,443","1,475"
2021년05월_남_50~59세,"19,959","1,732","3,161","1,898","2,309","1,613","2,870","1,757",965,"1,864","1,790"
2021년05월_남_60~69세,"16,518","1,302","2,493","1,515","1,924","1,259","2,368","1,583",905,"1,690","1,479"
2021년05월_남_70~79세,"8,403",593,"1,147",750,923,631,"1,279",820,519,871,870
2021년05월_남_80~89세,"2,618",168,398,200,286,176,401,269,149,257,314
2021년05월_남_90~99세,210,10,30,18,25,14,44,17,5,25,22
2021년05월_남_100세 이상,13,1,2,0,1,0,3,1,0,2,3
2021년05월_여_총인구수,"113,531","10,588","20,644","9,295","12,170","7,603","16,589","11,111","5,475","10,325","9,731"
2021년05월_여_연령구간인구수,"113,531","10,588","20,644","9,295","12,170","7,603","16,589","11,111","5,475","10,325","9,731"
2021년05월_여_0~9세,"5,805",351,"1,517",398,439,300,853,742,257,517,431
2021년05월_여_10~19세,"7,126",353,"1,188",534,690,482,"1,041","1,063",345,730,700
2021년05월_여_20~29세,"18,556","3,582","3,761","1,365","2,018","1,101","2,411","1,184",644,"1,306","1,184"
2021년05월_여_30~39세,"15,867","2,128","3,812","1,148","1,584",895,"2,217","1,221",653,"1,185","1,024"
2021년05월_여_40~49세,"15,171","1,011","2,805","1,232","1,522","1,013","2,338","1,762",724,"1,423","1,341"
2021년05월_여_50~59세,"19,656","1,213","3,067","1,855","2,367","1,559","2,957","1,933","1,012","1,982","1,711"
2021년05월_여_60~69세,"17,226","1,109","2,468","1,590","2,030","1,277","2,577","1,730","1,046","1,777","1,622"
2021년05월_여_70~79세,"9,464",576,"1,415",797,987,697,"1,460",949,535,950,"1,098"
2021년05월_여_80~89세,"3,981",220,526,324,443,243,625,442,225,399,534
2021년05월_여_90~99세,645,43,79,49,87,34,108,82,33,55,75
2021년05월_여_100세 이상,34,2,6,3,3,2,2,3,1,1,11
2021년06월_계_총인구수,"230,168","23,343","43,059","18,878","24,329","15,384","33,052","21,415","10,875","20,468","19,365"
2021년06월_계_연령구간인구수,"230,168","23,343","43,059","18,878","24,329","15,384","33,052","21,415","10,875","20,468","19,365"
2021년06월_계_0~9세,"12,028",669,"3,227",830,956,638,"1,727","1,515",521,"1,041",904
2021년06월_계_10~19세,"14,295",674,"2,313","1,157","1,327",957,"2,240","2,076",678,"1,478","1,395"
2021년06월_계_20~29세,"37,184","6,706","7,549","2,847","3,928","2,252","4,889","2,412","1,394","2,676","2,531"
2021년06월_계_30~39세,"35,651","5,594","8,731","2,503","3,570","2,006","4,728","2,380","1,397","2,532","2,210"
2021년06월_계_40~49세,"32,099","2,723","6,310","2,544","3,149","2,010","4,771","3,449","1,484","2,859","2,800"
2021년06월_계_50~59세,"39,505","2,933","6,279","3,742","4,644","3,168","5,794","3,672","1,964","3,821","3,488"
2021년06월_계_60~69세,"33,986","2,425","5,029","3,117","3,988","2,551","4,987","3,324","1,964","3,489","3,112"
2021년06월_계_70~79세,"17,877","1,168","2,576","1,543","1,922","1,335","2,728","1,769","1,052","1,826","1,958"
2021년06월_계_80~89세,"6,635",395,932,522,727,419,"1,030",711,382,662,855
2021년06월_계_90~99세,862,53,105,70,114,46,153,103,38,81,99
2021년06월_계_100세 이상,46,3,8,3,4,2,5,4,1,3,13
2021년06월_남_총인구수,"116,491","12,757","22,157","9,573","12,212","7,764","16,458","10,326","5,412","10,161","9,671"
2021년06월_남_연령구간인구수,"116,491","12,757","22,157","9,573","12,212","7,764","16,458","10,326","5,412","10,161","9,671"
2021년06월_남_0~9세,"6,220",321,"1,683",434,517,333,889,772,268,528,475
2021년06월_남_10~19세,"7,201",323,"1,128",625,648,480,"1,196","1,019",335,746,701
2021년06월_남_20~29세,"18,586","3,123","3,726","1,483","1,927","1,142","2,463","1,235",750,"1,385","1,352"
2021년06월_남_30~39세,"19,707","3,459","4,845","1,342","1,994","1,103","2,510","1,163",746,"1,344","1,201"
2021년06월_남_40~49세,"16,950","1,722","3,476","1,306","1,646","1,006","2,443","1,692",763,"1,435","1,461"
2021년06월_남_50~59세,"19,895","1,720","3,182","1,894","2,301","1,614","2,843","1,745",956,"1,852","1,788"
2021년06월_남_60~69세,"16,663","1,316","2,535","1,525","1,932","1,262","2,398","1,585",917,"1,708","1,485"
2021년06월_남_70~79세,"8,410",589,"1,147",748,935,635,"1,268",829,522,873,864
2021년06월_남_80~89세,"2,638",173,404,196,286,177,400,269,150,263,320
2021년06월_남_90~99세,208,10,29,20,25,12,45,16,5,25,21
2021년06월_남_100세 이상,13,1,2,0,1,0,3,1,0,2,3
2021년06월_여_총인구수,"113,677","10,586","20,902","9,305","12,117","7,620","16,594","11,089","5,463","10,307","9,694"
2021년06월_여_연령구간인구수,"113,677","10,586","20,902","9,305","12,117","7,620","16,594","11,089","5,463","10,307","9,694"
2021년06월_여_0~9세,"5,808",348,"1,544",396,439,305,838,743,253,513,429
2021년06월_여_10~19세,"7,094",351,"1,185",532,679,477,"1,044","1,057",343,732,694
2021년06월_여_20~29세,"18,598","3,583","3,823","1,364","2,001","1,110","2,426","1,177",644,"1,291","1,179"
2021년06월_여_30~39세,"15,944","2,135","3,886","1,161","1,576",903,"2,218","1,217",651,"1,188","1,009"
2021년06월_여_40~49세,"15,149","1,001","2,834","1,238","1,503","1,004","2,328","1,757",721,"1,424","1,339"
2021년06월_여_50~59세,"19,610","1,213","3,097","1,848","2,343","1,554","2,951","1,927","1,008","1,969","1,700"
2021년06월_여_60~69세,"17,323","1,109","2,494","1,592","2,056","1,289","2,589","1,739","1,047","1,781","1,627"
2021년06월_여_70~79세,"9,467",579,"1,429",795,987,700,"1,460",940,530,953,"1,094"
2021년06월_여_80~89세,"3,997",222,528,326,441,242,630,442,232,399,535
2021년06월_여_90~99세,654,43,76,50,89,34,108,87,33,56,78
2021년06월_여_100세 이상,33,2,6,3,3,2,2,3,1,1,10
2021년07월_계_총인구수,"230,665","23,377","43,755","18,890","24,252","15,376","32,967","21,377","10,863","20,456","19,352"
2021년07월_계_연령구간인구수,"230,665","23,377","43,755","18,890","24,252","15,376","32,967","21,377","10,863","20,456","19,352"
2021년07월_계_0~9세,"12,016",677,"3,257",826,952,630,"1,719","1,499",522,"1,035",899
2021년07월_계_10~19세,"14,235",670,"2,339","1,154","1,315",945,"2,221","2,071",677,"1,464","1,379"
2021년07월_계_20~29세,"37,200","6,658","7,701","2,838","3,913","2,262","4,848","2,393","1,400","2,670","2,517"
2021년07월_계_30~39세,"35,930","5,656","8,938","2,514","3,558","2,003","4,735","2,384","1,392","2,530","2,220"
2021년07월_계_40~49세,"32,045","2,739","6,387","2,555","3,124","1,996","4,734","3,415","1,466","2,848","2,781"
2021년07월_계_50~59세,"39,507","2,907","6,372","3,720","4,618","3,163","5,788","3,669","1,969","3,804","3,497"
2021년07월_계_60~69세,"34,222","2,444","5,120","3,128","4,007","2,572","4,988","3,343","1,964","3,522","3,134"
2021년07월_계_70~79세,"17,906","1,170","2,595","1,554","1,917","1,332","2,741","1,779","1,050","1,822","1,946"
2021년07월_계_80~89세,"6,692",401,931,527,736,421,"1,035",717,384,677,863
2021년07월_계_90~99세,867,52,107,71,109,50,153,103,38,81,103
2021년07월_계_100세 이상,45,3,8,3,3,2,5,4,1,3,13
2021년07월_남_총인구수,"116,699","12,778","22,486","9,581","12,160","7,754","16,426","10,291","5,409","10,139","9,675"
2021년07월_남_연령구간인구수,"116,699","12,778","22,486","9,581","12,160","7,754","16,426","10,291","5,409","10,139","9,675"
2021년07월_남_0~9세,"6,205",323,"1,691",434,514,327,884,764,271,525,472
2021년07월_남_10~19세,"7,188",324,"1,143",624,643,474,"1,195","1,018",333,739,695
2021년07월_남_20~29세,"18,542","3,106","3,791","1,476","1,915","1,140","2,432","1,217",754,"1,367","1,344"
2021년07월_남_30~39세,"19,883","3,499","4,950","1,345","1,997","1,106","2,524","1,167",739,"1,348","1,208"
2021년07월_남_40~49세,"16,906","1,724","3,519","1,315","1,620","1,004","2,422","1,670",756,"1,428","1,448"
2021년07월_남_50~59세,"19,876","1,700","3,222","1,887","2,285","1,604","2,835","1,741",958,"1,841","1,803"
2021년07월_남_60~69세,"16,786","1,332","2,574","1,531","1,937","1,275","2,406","1,594",922,"1,723","1,492"
2021년07월_남_70~79세,"8,424",586,"1,160",751,932,631,"1,277",831,521,870,865
2021년07월_남_80~89세,"2,666",174,405,198,290,180,402,272,150,272,323
2021년07월_남_90~99세,210,9,29,20,26,13,46,16,5,24,22
2021년07월_남_100세 이상,13,1,2,0,1,0,3,1,0,2,3
2021년07월_여_총인구수,"113,966","10,599","21,269","9,309","12,092","7,622","16,541","11,086","5,454","10,317","9,677"
2021년07월_여_연령구간인구수,"113,966","10,599","21,269","9,309","12,092","7,622","16,541","11,086","5,454","10,317","9,677"
2021년07월_여_0~9세,"5,811",354,"1,566",392,438,303,835,735,251,510,427
2021년07월_여_10~19세,"7,047",346,"1,196",530,672,471,"1,026","1,053",344,725,684
2021년07월_여_20~29세,"18,658","3,552","3,910","1,362","1,998","1,122","2,416","1,176",646,"1,303","1,173"
2021년07월_여_30~39세,"16,047","2,157","3,988","1,169","1,561",897,"2,211","1,217",653,"1,182","1,012"
2021년07월_여_40~49세,"15,139","1,015","2,868","1,240","1,504",992,"2,312","1,745",710,"1,420","1,333"
2021년07월_여_50~59세,"19,631","1,207","3,150","1,833","2,333","1,559","2,953","1,928","1,011","1,963","1,694"
2021년07월_여_60~69세,"17,436","1,112","2,546","1,597","2,070","1,297","2,582","1,749","1,042","1,799","1,642"
2021년07월_여_70~79세,"9,482",584,"1,435",803,985,701,"1,464",948,529,952,"1,081"
2021년07월_여_80~89세,"4,026",227,526,329,446,241,633,445,234,405,540
2021년07월_여_90~99세,657,43,78,51,83,37,107,87,33,57,81
2021년07월_여_100세 이상,32,2,6,3,2,2,2,3,1,1,10
2021년08월_계_총인구수,"230,759","23,407","44,027","18,879","24,221","15,334","32,921","21,401","10,857","20,395","19,317"
2021년08월_계_연령구간인구수,"230,759","23,407","44,027","18,879","24,221","15,334","32,921","21,401","10,857","20,395","19,317"
2021년08월_계_0~9세,"11,954",668,"3,259",824,948,618,"1,707","1,490",523,"1,018",899
2021년08월_계_10~19세,"14,187",677,"2,337","1,142","1,299",943,"2,203","2,082",681,"1,449","1,374"
2021년08월_계_20~29세,"37,213","6,666","7,783","2,834","3,908","2,257","4,836","2,380","1,384","2,662","2,503"
2021년08월_계_30~39세,"36,049","5,681","9,044","2,540","3,575","1,986","4,720","2,382","1,391","2,529","2,201"
2021년08월_계_40~49세,"31,996","2,744","6,431","2,542","3,110","1,989","4,720","3,412","1,466","2,813","2,769"
2021년08월_계_50~59세,"39,413","2,890","6,392","3,698","4,585","3,140","5,770","3,680","1,963","3,810","3,485"
2021년08월_계_60~69세,"34,357","2,455","5,129","3,137","4,032","2,584","5,014","3,362","1,968","3,522","3,154"
2021년08월_계_70~79세,"17,924","1,167","2,598","1,555","1,912","1,341","2,744","1,782","1,054","1,823","1,948"
2021년08월_계_80~89세,"6,751",402,941,533,739,423,"1,049",724,388,684,868
2021년08월_계_90~99세,869,54,105,70,110,51,153,103,38,82,103
2021년08월_계_100세 이상,46,3,8,4,3,2,5,4,1,3,13
2021년08월_남_총인구수,"116,714","12,785","22,621","9,578","12,140","7,726","16,387","10,310","5,405","10,113","9,649"
2021년08월_남_연령구간인구수,"116,714","12,785","22,621","9,578","12,140","7,726","16,387","10,310","5,405","10,113","9,649"
2021년08월_남_0~9세,"6,163",321,"1,685",432,508,320,877,760,270,516,474
2021년08월_남_10~19세,"7,176",328,"1,149",614,636,475,"1,186","1,028",336,736,688
2021년08월_남_20~29세,"18,540","3,110","3,817","1,485","1,911","1,139","2,412","1,220",745,"1,360","1,341"
2021년08월_남_30~39세,"19,931","3,501","5,014","1,360","2,005","1,092","2,518","1,168",741,"1,345","1,187"
2021년08월_남_40~49세,"16,890","1,721","3,545","1,311","1,627",994,"2,415","1,669",755,"1,409","1,444"
2021년08월_남_50~59세,"19,826","1,697","3,234","1,866","2,261","1,602","2,825","1,744",957,"1,851","1,789"
2021년08월_남_60~69세,"16,859","1,336","2,576","1,540","1,949","1,278","2,421","1,598",929,"1,723","1,509"
2021년08월_남_70~79세,"8,415",586,"1,159",750,924,635,"1,275",830,516,872,868
2021년08월_남_80~89세,"2,693",175,412,201,292,179,409,275,152,274,324
2021년08월_남_90~99세,208,9,28,19,26,12,46,17,4,25,22
2021년08월_남_100세 이상,13,1,2,0,1,0,3,1,0,2,3
2021년08월_여_총인구수,"114,045","10,622","21,406","9,301","12,081","7,608","16,534","11,091","5,452","10,282","9,668"
2021년08월_여_연령구간인구수,"114,045","10,622","21,406","9,301","12,081","7,608","16,534","11,091","5,452","10,282","9,668"
2021년08월_여_0~9세,"5,791",347,"1,574",392,440,298,830,730,253,502,425
2021년08월_여_10~19세,"7,011",349,"1,188",528,663,468,"1,017","1,054",345,713,686
2021년08월_여_20~29세,"18,673","3,556","3,966","1,349","1,997","1,118","2,424","1,160",639,"1,302","1,162"
2021년08월_여_30~39세,"16,118","2,180","4,030","1,180","1,570",894,"2,202","1,214",650,"1,184","1,014"
2021년08월_여_40~49세,"15,106","1,023","2,886","1,231","1,483",995,"2,305","1,743",711,"1,404","1,325"
2021년08월_여_50~59세,"19,587","1,193","3,158","1,832","2,324","1,538","2,945","1,936","1,006","1,959","1,696"
2021년08월_여_60~69세,"17,498","1,119","2,553","1,597","2,083","1,306","2,593","1,764","1,039","1,799","1,645"
2021년08월_여_70~79세,"9,509",581,"1,439",805,988,706,"1,469",952,538,951,"1,080"
2021년08월_여_80~89세,"4,058",227,529,332,447,244,640,449,236,410,544
2021년08월_여_90~99세,661,45,77,51,84,39,107,86,34,57,81
2021년08월_여_100세 이상,33,2,6,4,2,2,2,3,1,1,10
2021년09월_계_총인구수,"230,644","23,431","44,275","18,809","24,195","15,267","32,855","21,328","10,851","20,348","19,285"
2021년09월_계_연령구간인구수,"230,644","23,431","44,275","18,809","24,195","15,267","32,855","21,328","10,851","20,348","19,285"
2021년09월_계_0~9세,"11,869",657,"3,258",813,951,613,"1,689","1,458",518,"1,019",893
2021년09월_계_10~19세,"14,115",666,"2,337","1,142","1,296",926,"2,182","2,067",684,"1,440","1,375"
2021년09월_계_20~29세,"37,183","6,686","7,845","2,810","3,903","2,234","4,824","2,377","1,374","2,645","2,485"
2021년09월_계_30~39세,"36,090","5,698","9,105","2,529","3,585","1,985","4,709","2,363","1,377","2,535","2,204"
2021년09월_계_40~49세,"31,940","2,756","6,474","2,518","3,076","1,985","4,679","3,396","1,472","2,813","2,771"
2021년09월_계_50~59세,"39,312","2,868","6,421","3,687","4,568","3,135","5,781","3,661","1,963","3,783","3,445"
2021년09월_계_60~69세,"34,440","2,458","5,143","3,151","4,038","2,569","5,024","3,389","1,979","3,516","3,173"
2021년09월_계_70~79세,"17,932","1,175","2,611","1,547","1,919","1,333","2,738","1,782","1,050","1,829","1,948"
2021년09월_계_80~89세,"6,851",410,969,536,742,432,"1,072",734,395,685,876
2021년09월_계_90~99세,865,54,104,72,114,52,152,97,38,80,102
2021년09월_계_100세 이상,47,3,8,4,3,3,5,4,1,3,13
2021년09월_남_총인구수,"116,588","12,780","22,716","9,537","12,110","7,691","16,370","10,269","5,396","10,086","9,633"
2021년09월_남_연령구간인구수,"116,588","12,780","22,716","9,537","12,110","7,691","16,370","10,269","5,396","10,086","9,633"
2021년09월_남_0~9세,"6,105",314,"1,675",428,505,318,868,744,263,515,475
2021년09월_남_10~19세,"7,144",318,"1,152",617,632,465,"1,184","1,020",334,730,692
2021년09월_남_20~29세,"18,473","3,105","3,832","1,467","1,908","1,124","2,404","1,216",739,"1,350","1,328"
2021년09월_남_30~39세,"19,959","3,519","5,032","1,358","2,010","1,087","2,514","1,162",737,"1,346","1,194"
2021년09월_남_40~49세,"16,856","1,727","3,572","1,307","1,607","1,004","2,387","1,656",754,"1,410","1,432"
2021년09월_남_50~59세,"19,761","1,682","3,248","1,852","2,243","1,596","2,843","1,737",957,"1,831","1,772"
2021년09월_남_60~69세,"16,903","1,335","2,577","1,539","1,960","1,275","2,424","1,613",938,"1,722","1,520"
2021년09월_남_70~79세,"8,427",592,"1,176",745,922,625,"1,282",824,513,882,866
2021년09월_남_80~89세,"2,736",178,423,204,294,185,415,279,156,274,328
2021년09월_남_90~99세,211,9,27,20,28,12,46,17,5,24,23
2021년09월_남_100세 이상,13,1,2,0,1,0,3,1,0,2,3
2021년09월_여_총인구수,"114,056","10,651","21,559","9,272","12,085","7,576","16,485","11,059","5,455","10,262","9,652"
2021년09월_여_연령구간인구수,"114,056","10,651","21,559","9,272","12,085","7,576","16,485","11,059","5,455","10,262","9,652"
2021년09월_여_0~9세,"5,764",343,"1,583",385,446,295,821,714,255,504,418
2021년09월_여_10~19세,"6,971",348,"1,185",525,664,461,998,"1,047",350,710,683
2021년09월_여_20~29세,"18,710","3,581","4,013","1,343","1,995","1,110","2,420","1,161",635,"1,295","1,157"
2021년09월_여_30~39세,"16,131","2,179","4,073","1,171","1,575",898,"2,195","1,201",640,"1,189","1,010"
2021년09월_여_40~49세,"15,084","1,029","2,902","1,211","1,469",981,"2,292","1,740",718,"1,403","1,339"
2021년09월_여_50~59세,"19,551","1,186","3,173","1,835","2,325","1,539","2,938","1,924","1,006","1,952","1,673"
2021년09월_여_60~69세,"17,537","1,123","2,566","1,612","2,078","1,294","2,600","1,776","1,041","1,794","1,653"
2021년09월_여_70~79세,"9,505",583,"1,435",802,997,708,"1,456",958,537,947,"1,082"
2021년09월_여_80~89세,"4,115",232,546,332,448,247,657,455,239,411,548
2021년09월_여_90~99세,654,45,77,52,86,40,106,80,33,56,79
2021년09월_여_100세 이상,34,2,6,4,2,3,2,3,1,1,10
2021년10월_계_총인구수,"230,740","23,541","44,527","18,768","24,190","15,220","32,842","21,291","10,799","20,296","19,266"
2021년10월_계_연령구간인구수,"230,740","23,541","44,527","18,768","24,190","15,220","32,842","21,291","10,799","20,296","19,266"
2021년10월_계_0~9세,"11,814",654,"3,256",815,937,608,"1,685","1,457",504,"1,013",885
2021년10월_계_10~19세,"14,036",664,"2,334","1,129","1,279",918,"2,175","2,069",679,"1,423","1,366"
2021년10월_계_20~29세,"37,158","6,742","7,884","2,804","3,904","2,201","4,781","2,364","1,368","2,625","2,485"
2021년10월_계_30~39세,"36,302","5,727","9,275","2,510","3,594","2,021","4,717","2,371","1,354","2,538","2,195"
2021년10월_계_40~49세,"31,827","2,766","6,494","2,510","3,065","1,953","4,693","3,366","1,461","2,784","2,735"
2021년10월_계_50~59세,"39,310","2,891","6,430","3,680","4,567","3,124","5,761","3,666","1,955","3,778","3,458"
2021년10월_계_60~69세,"34,523","2,462","5,157","3,151","4,047","2,568","5,046","3,376","1,989","3,540","3,187"
2021년10월_계_70~79세,"17,956","1,164","2,609","1,546","1,932","1,338","2,751","1,779","1,051","1,828","1,958"
2021년10월_계_80~89세,"6,886",412,974,543,746,431,"1,072",743,400,683,882
2021년10월_계_90~99세,881,56,106,76,116,55,156,96,37,81,102
2021년10월_계_100세 이상,47,3,8,4,3,3,5,4,1,3,13
2021년10월_남_총인구수,"116,588","12,808","22,840","9,517","12,119","7,647","16,347","10,255","5,364","10,062","9,629"
2021년10월_남_연령구간인구수,"116,588","12,808","22,840","9,517","12,119","7,647","16,347","10,255","5,364","10,062","9,629"
2021년10월_남_0~9세,"6,087",314,"1,675",432,500,318,864,746,255,510,473
2021년10월_남_10~19세,"7,104",319,"1,152",607,628,457,"1,180","1,018",328,725,690
2021년10월_남_20~29세,"18,397","3,104","3,830","1,456","1,909","1,113","2,372","1,210",733,"1,340","1,330"
2021년10월_남_30~39세,"20,065","3,529","5,130","1,354","2,019","1,094","2,515","1,166",725,"1,347","1,186"
2021년10월_남_40~49세,"16,819","1,730","3,582","1,307","1,600",987,"2,394","1,648",752,"1,399","1,420"
2021년10월_남_50~59세,"19,754","1,697","3,252","1,856","2,248","1,579","2,841","1,733",947,"1,825","1,776"
2021년10월_남_60~69세,"16,942","1,341","2,583","1,530","1,959","1,275","2,434","1,612",945,"1,734","1,529"
2021년10월_남_70~79세,"8,435",582,"1,179",744,927,625,"1,287",820,517,884,870
2021년10월_남_80~89세,"2,754",182,428,209,299,185,410,284,157,271,329
2021년10월_남_90~99세,218,9,27,22,29,14,47,17,5,25,23
2021년10월_남_100세 이상,13,1,2,0,1,0,3,1,0,2,3
2021년10월_여_총인구수,"114,152","10,733","21,687","9,251","12,071","7,573","16,495","11,036","5,435","10,234","9,637"
2021년10월_여_연령구간인구수,"114,152","10,733","21,687","9,251","12,071","7,573","16,495","11,036","5,435","10,234","9,637"
2021년10월_여_0~9세,"5,727",340,"1,581",383,437,290,821,711,249,503,412
2021년10월_여_10~19세,"6,932",345,"1,182",522,651,461,995,"1,051",351,698,676
2021년10월_여_20~29세,"18,761","3,638","4,054","1,348","1,995","1,088","2,409","1,154",635,"1,285","1,155"
2021년10월_여_30~39세,"16,237","2,198","4,145","1,156","1,575",927,"2,202","1,205",629,"1,191","1,009"
2021년10월_여_40~49세,"15,008","1,036","2,912","1,203","1,465",966,"2,299","1,718",709,"1,385","1,315"
2021년10월_여_50~59세,"19,556","1,194","3,178","1,824","2,319","1,545","2,920","1,933","1,008","1,953","1,682"
2021년10월_여_60~69세,"17,581","1,121","2,574","1,621","2,088","1,293","2,612","1,764","1,044","1,806","1,658"
2021년10월_여_70~79세,"9,521",582,"1,430",802,"1,005",713,"1,464",959,534,944,"1,088"
2021년10월_여_80~89세,"4,132",230,546,334,447,246,662,459,243,412,553
2021년10월_여_90~99세,663,47,79,54,87,41,109,79,32,56,79
2021년10월_여_100세 이상,34,2,6,4,2,3,2,3,1,1,10
2021년11월_계_총인구수,"230,839","23,589","44,742","18,766","24,164","15,159","32,849","21,268","10,818","20,274","19,210"
2021년11월_계_연령구간인구수,"230,839","23,589","44,742","18,766","24,164","15,159","32,849","21,268","10,818","20,274","19,210"
2021년11월_계_0~9세,"11,749",646,"3,277",820,920,600,"1,664","1,448",497,995,882
2021년11월_계_10~19세,"13,989",658,"2,325","1,123","1,268",915,"2,179","2,069",675,"1,420","1,357"
2021년11월_계_20~29세,"37,157","6,755","7,949","2,790","3,914","2,195","4,762","2,348","1,370","2,603","2,471"
2021년11월_계_30~39세,"36,463","5,777","9,382","2,527","3,592","1,989","4,741","2,366","1,364","2,529","2,196"
2021년11월_계_40~49세,"31,756","2,775","6,500","2,497","3,048","1,946","4,695","3,356","1,451","2,778","2,710"
2021년11월_계_50~59세,"39,326","2,887","6,430","3,685","4,571","3,107","5,746","3,683","1,971","3,796","3,450"
2021년11월_계_60~69세,"34,577","2,454","5,192","3,160","4,048","2,574","5,061","3,372","1,995","3,551","3,170"
2021년11월_계_70~79세,"17,968","1,164","2,594","1,543","1,934","1,339","2,769","1,777","1,054","1,824","1,970"
2021년11월_계_80~89세,"6,925",416,976,540,748,439,"1,074",746,406,694,886
2021년11월_계_90~99세,885,54,111,77,118,52,154,99,35,80,105
2021년11월_계_100세 이상,44,3,6,4,3,3,4,4,0,4,13
2021년11월_남_총인구수,"116,574","12,829","22,940","9,516","12,106","7,598","16,336","10,232","5,374","10,042","9,601"
2021년11월_남_연령구간인구수,"116,574","12,829","22,940","9,516","12,106","7,598","16,336","10,232","5,374","10,042","9,601"
2021년11월_남_0~9세,"6,056",313,"1,686",432,490,315,853,744,248,502,473
2021년11월_남_10~19세,"7,073",316,"1,148",606,624,448,"1,176","1,013",328,730,684
2021년11월_남_20~29세,"18,337","3,097","3,835","1,445","1,900","1,109","2,362","1,198",738,"1,330","1,323"
2021년11월_남_30~39세,"20,178","3,562","5,197","1,367","2,029","1,072","2,528","1,163",736,"1,339","1,185"
2021년11월_남_40~49세,"16,753","1,739","3,577","1,295","1,592",984,"2,380","1,639",745,"1,391","1,411"
2021년11월_남_50~59세,"19,750","1,692","3,256","1,858","2,248","1,563","2,842","1,739",954,"1,827","1,771"
