카테고리,전라남도 담양군,전라남도 담양군 담양읍,전라남도 담양군 봉산면,전라남도 담양군 고서면,전라남도 담양군 가사문학면,전라남도 담양군 창평면,전라남도 담양군 대덕면,전라남도 담양군 무정면,전라남도 담양군 금성면,전라남도 담양군 용면,전라남도 담양군 월산면,전라남도 담양군 수북면,전라남도 담양군 대전면
2021년04월_계_80~89세,"3,923",901,244,263,142,379,189,285,299,178,232,390,421
2021년04월_계_90~99세,601,148,46,39,26,41,32,42,49,27,27,68,56
2021년04월_계_100세 이상,26,7,1,3,1,2,1,1,5,2,2,1,0
2021년04월_남_총인구수,"23,627","7,650","1,415","1,579",627,"1,862","1,001","1,534","1,326",916,"1,247","2,284","2,186"
2021년04월_남_연령구간인구수,"23,627","7,650","1,415","1,579",627,"1,862","1,001","1,534","1,326",916,"1,247","2,284","2,186"
2021년04월_남_0~9세,"1,164",551,62,54,9,75,34,34,43,40,47,112,103
2021년04월_남_10~19세,"1,556",666,56,78,26,115,64,55,58,37,58,178,165
2021년04월_남_20~29세,"2,825",999,125,148,48,175,96,464,116,84,105,232,233
2021년04월_남_30~39세,"1,892",826,105,124,38,124,62,79,104,50,89,144,147
2021년04월_남_40~49세,"3,021","1,121",193,179,61,216,101,126,168,104,151,307,294
2021년04월_남_50~59세,"4,492","1,283",286,312,138,377,209,238,262,180,257,475,475
2021년04월_남_60~69세,"4,435","1,129",296,367,163,397,237,255,264,201,271,453,402
2021년04월_남_70~79세,"2,824",737,194,222,88,242,127,184,198,148,195,254,235
2021년04월_남_80~89세,"1,285",306,89,84,49,132,66,89,102,63,71,109,125
2021년04월_남_90~99세,133,32,9,11,7,9,5,10,11,9,3,20,7
2021년04월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년04월_여_총인구수,"22,997","7,508","1,365","1,572",610,"1,818",936,"1,213","1,291",932,"1,233","2,271","2,248"
2021년04월_여_연령구간인구수,"22,997","7,508","1,365","1,572",610,"1,818",936,"1,213","1,291",932,"1,233","2,271","2,248"
2021년04월_여_0~9세,"1,167",586,66,57,19,63,26,31,43,28,58,91,99
2021년04월_여_10~19세,"1,425",576,52,81,24,111,41,52,55,43,61,142,187
2021년04월_여_20~29세,"1,945",750,95,123,40,132,78,89,96,78,83,199,182
2021년04월_여_30~39세,"1,784",793,98,100,37,116,56,61,77,61,102,132,151
2021년04월_여_40~49세,"2,248",933,97,129,45,144,77,89,83,63,93,262,233
2021년04월_여_50~59세,"3,720","1,157",223,277,106,314,178,189,195,151,193,392,345
2021년04월_여_60~69세,"4,099","1,103",294,318,125,337,171,251,273,206,250,409,362
2021년04월_여_70~79세,"3,477",892,247,277,101,320,158,222,229,167,206,314,344
2021년04월_여_80~89세,"2,638",595,155,179,93,247,123,196,197,115,161,281,296
2021년04월_여_90~99세,468,116,37,28,19,32,27,32,38,18,24,48,49
2021년04월_여_100세 이상,26,7,1,3,1,2,1,1,5,2,2,1,0
2021년05월_계_총인구수,"46,650","15,221","2,771","3,159","1,232","3,667","1,926","2,726","2,616","1,849","2,469","4,569","4,445"
2021년05월_계_연령구간인구수,"46,650","15,221","2,771","3,159","1,232","3,667","1,926","2,726","2,616","1,849","2,469","4,569","4,445"
2021년05월_계_0~9세,"2,320","1,143",124,110,28,135,59,61,86,65,104,203,202
2021년05월_계_10~19세,"2,988","1,249",106,162,50,225,108,104,116,79,118,317,354
2021년05월_계_20~29세,"4,747","1,742",221,269,88,304,174,539,208,167,188,433,414
2021년05월_계_30~39세,"3,674","1,613",202,222,73,241,115,137,185,114,192,276,304
2021년05월_계_40~49세,"5,242","2,060",290,301,106,350,179,209,255,167,241,566,518
2021년05월_계_50~59세,"8,222","2,463",508,595,247,687,384,430,448,327,443,865,825
2021년05월_계_60~69세,"8,601","2,255",592,694,289,746,408,513,531,406,520,876,771
2021년05월_계_70~79세,"6,283","1,636",438,499,182,554,280,404,430,313,400,569,578
2021년05월_계_80~89세,"3,943",903,242,265,143,383,186,288,300,182,234,394,423
2021년05월_계_90~99세,605,150,48,39,25,40,32,40,52,27,27,69,56
2021년05월_계_100세 이상,25,7,0,3,1,2,1,1,5,2,2,1,0
2021년05월_남_총인구수,"23,648","7,680","1,413","1,586",625,"1,859",995,"1,521","1,324",918,"1,245","2,293","2,189"
2021년05월_남_연령구간인구수,"23,648","7,680","1,413","1,586",625,"1,859",995,"1,521","1,324",918,"1,245","2,293","2,189"
2021년05월_남_0~9세,"1,162",555,59,54,9,74,33,32,43,39,50,112,102
2021년05월_남_10~19세,"1,562",669,56,81,26,116,65,53,61,36,57,178,164
2021년05월_남_20~29세,"2,796",996,123,147,47,170,95,453,112,89,104,231,229
2021년05월_남_30~39세,"1,897",821,106,123,36,126,63,79,106,52,88,145,152
2021년05월_남_40~49세,"3,004","1,126",193,173,61,210,101,120,169,105,148,306,292
2021년05월_남_50~59세,"4,512","1,294",286,318,141,377,208,242,258,176,254,478,480
2021년05월_남_60~69세,"4,479","1,144",301,373,165,403,237,258,261,201,273,459,404
2021년05월_남_70~79세,"2,812",733,191,221,84,242,124,185,201,148,196,254,233
2021년05월_남_80~89세,"1,291",310,88,85,50,132,64,89,103,63,71,110,126
2021년05월_남_90~99세,133,32,10,11,6,9,5,10,10,9,4,20,7
2021년05월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년05월_여_총인구수,"23,002","7,541","1,358","1,573",607,"1,808",931,"1,205","1,292",931,"1,224","2,276","2,256"
2021년05월_여_연령구간인구수,"23,002","7,541","1,358","1,573",607,"1,808",931,"1,205","1,292",931,"1,224","2,276","2,256"
2021년05월_여_0~9세,"1,158",588,65,56,19,61,26,29,43,26,54,91,100
2021년05월_여_10~19세,"1,426",580,50,81,24,109,43,51,55,43,61,139,190
2021년05월_여_20~29세,"1,951",746,98,122,41,134,79,86,96,78,84,202,185
2021년05월_여_30~39세,"1,777",792,96,99,37,115,52,58,79,62,104,131,152
2021년05월_여_40~49세,"2,238",934,97,128,45,140,78,89,86,62,93,260,226
2021년05월_여_50~59세,"3,710","1,169",222,277,106,310,176,188,190,151,189,387,345
2021년05월_여_60~69세,"4,122","1,111",291,321,124,343,171,255,270,205,247,417,367
2021년05월_여_70~79세,"3,471",903,247,278,98,312,156,219,229,165,204,315,345
2021년05월_여_80~89세,"2,652",593,154,180,93,251,122,199,197,119,163,284,297
2021년05월_여_90~99세,472,118,38,28,19,31,27,30,42,18,23,49,49
2021년05월_여_100세 이상,25,7,0,3,1,2,1,1,5,2,2,1,0
2021년06월_계_총인구수,"46,522","15,172","2,756","3,150","1,227","3,697","1,916","2,708","2,620","1,840","2,443","4,576","4,417"
2021년06월_계_연령구간인구수,"46,522","15,172","2,756","3,150","1,227","3,697","1,916","2,708","2,620","1,840","2,443","4,576","4,417"
2021년06월_계_0~9세,"2,305","1,142",124,107,28,133,58,58,87,64,100,206,198
2021년06월_계_10~19세,"3,021","1,248",105,163,49,264,107,103,118,76,114,316,358
2021년06월_계_20~29세,"4,711","1,737",215,272,87,302,169,532,205,165,187,433,407
2021년06월_계_30~39세,"3,652","1,611",203,218,73,238,114,133,183,113,185,278,303
2021년06월_계_40~49세,"5,235","2,062",290,301,108,351,179,210,252,171,241,560,510
2021년06월_계_50~59세,"8,177","2,450",509,590,245,684,382,422,450,323,437,864,821
2021년06월_계_60~69세,"8,608","2,251",588,693,289,743,410,515,531,408,519,888,773
2021년06월_계_70~79세,"6,228","1,614",430,494,178,554,279,402,431,309,400,567,570
2021년06월_계_80~89세,"3,958",901,244,271,143,386,185,291,304,182,233,398,420
2021년06월_계_90~99세,603,150,48,38,26,40,32,41,54,27,25,65,57
2021년06월_계_100세 이상,24,6,0,3,1,2,1,1,5,2,2,1,0
2021년06월_남_총인구수,"23,607","7,671","1,404","1,585",621,"1,869",992,"1,511","1,330",915,"1,229","2,300","2,180"
2021년06월_남_연령구간인구수,"23,607","7,671","1,404","1,585",621,"1,869",992,"1,511","1,330",915,"1,229","2,300","2,180"
2021년06월_남_0~9세,"1,147",551,59,52,9,73,32,31,42,39,46,114,99
2021년06월_남_10~19세,"1,567",668,56,82,25,128,65,52,61,34,53,176,167
2021년06월_남_20~29세,"2,785","1,001",118,148,47,172,94,448,111,87,104,231,224
2021년06월_남_30~39세,"1,886",817,104,121,35,125,61,78,107,51,86,148,153
2021년06월_남_40~49세,"3,005","1,132",194,173,62,211,102,120,165,107,149,303,287
2021년06월_남_50~59세,"4,501","1,290",286,315,143,374,207,238,265,173,250,482,478
2021년06월_남_60~69세,"4,493","1,147",299,375,163,400,239,261,261,205,269,464,410
2021년06월_남_70~79세,"2,793",722,186,222,81,242,124,185,203,146,197,252,233
2021년06월_남_80~89세,"1,295",311,92,86,50,135,63,88,104,64,71,110,121
2021년06월_남_90~99세,135,32,10,11,6,9,5,10,11,9,4,20,8
2021년06월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년06월_여_총인구수,"22,915","7,501","1,352","1,565",606,"1,828",924,"1,197","1,290",925,"1,214","2,276","2,237"
2021년06월_여_연령구간인구수,"22,915","7,501","1,352","1,565",606,"1,828",924,"1,197","1,290",925,"1,214","2,276","2,237"
2021년06월_여_0~9세,"1,158",591,65,55,19,60,26,27,45,25,54,92,99
2021년06월_여_10~19세,"1,454",580,49,81,24,136,42,51,57,42,61,140,191
2021년06월_여_20~29세,"1,926",736,97,124,40,130,75,84,94,78,83,202,183
2021년06월_여_30~39세,"1,766",794,99,97,38,113,53,55,76,62,99,130,150
2021년06월_여_40~49세,"2,230",930,96,128,46,140,77,90,87,64,92,257,223
2021년06월_여_50~59세,"3,676","1,160",223,275,102,310,175,184,185,150,187,382,343
2021년06월_여_60~69세,"4,115","1,104",289,318,126,343,171,254,270,203,250,424,363
2021년06월_여_70~79세,"3,435",892,244,272,97,312,155,217,228,163,203,315,337
2021년06월_여_80~89세,"2,663",590,152,185,93,251,122,203,200,118,162,288,299
2021년06월_여_90~99세,468,118,38,27,20,31,27,31,43,18,21,45,49
2021년06월_여_100세 이상,24,6,0,3,1,2,1,1,5,2,2,1,0
2021년07월_계_총인구수,"46,421","15,151","2,752","3,139","1,221","3,683","1,908","2,672","2,621","1,843","2,440","4,587","4,404"
2021년07월_계_연령구간인구수,"46,421","15,151","2,752","3,139","1,221","3,683","1,908","2,672","2,621","1,843","2,440","4,587","4,404"
2021년07월_계_0~9세,"2,280","1,127",125,105,27,132,55,56,88,64,96,206,199
2021년07월_계_10~19세,"3,004","1,247",100,162,50,260,109,102,115,75,117,315,352
2021년07월_계_20~29세,"4,670","1,741",215,268,84,299,167,516,207,163,181,429,400
2021년07월_계_30~39세,"3,641","1,595",206,215,72,239,114,129,184,112,182,288,305
2021년07월_계_40~49세,"5,194","2,054",290,302,106,343,173,200,247,176,241,555,507
2021년07월_계_50~59세,"8,186","2,457",505,586,242,685,388,419,450,322,440,867,825
2021년07월_계_60~69세,"8,619","2,261",587,693,293,743,408,512,532,412,520,892,766
2021년07월_계_70~79세,"6,228","1,610",432,497,174,552,280,407,428,311,401,567,569
2021년07월_계_80~89세,"3,976",906,244,272,146,387,183,289,311,180,234,400,424
2021년07월_계_90~99세,599,147,48,36,26,41,30,41,54,26,26,67,57
2021년07월_계_100세 이상,24,6,0,3,1,2,1,1,5,2,2,1,0
2021년07월_남_총인구수,"23,553","7,657","1,398","1,578",616,"1,867",995,"1,488","1,331",919,"1,226","2,303","2,175"
2021년07월_남_연령구간인구수,"23,553","7,657","1,398","1,578",616,"1,867",995,"1,488","1,331",919,"1,226","2,303","2,175"
2021년07월_남_0~9세,"1,127",542,59,49,9,71,29,29,42,38,44,114,101
2021년07월_남_10~19세,"1,559",668,52,82,24,125,68,51,59,34,56,176,164
2021년07월_남_20~29세,"2,767","1,002",117,145,47,173,95,436,113,86,100,231,222
2021년07월_남_30~39세,"1,867",807,106,118,34,125,60,74,106,49,85,153,150
2021년07월_남_40~49세,"2,984","1,121",195,173,62,208,98,116,164,111,148,302,286
2021년07월_남_50~59세,"4,521","1,305",283,314,138,379,213,236,265,174,251,480,483
2021년07월_남_60~69세,"4,486","1,144",297,375,165,399,239,259,262,207,268,465,406
2021년07월_남_70~79세,"2,804",721,187,226,79,242,126,189,204,147,199,249,235
2021년07월_남_80~89세,"1,303",315,92,86,52,135,62,88,105,64,71,113,120
2021년07월_남_90~99세,135,32,10,10,6,10,5,10,11,9,4,20,8
2021년07월_남_100세 이상,0,0,0,0,0,0,0,0,0,0,0,0,0
2021년07월_여_총인구수,"22,868","7,494","1,354","1,561",605,"1,816",913,"1,184","1,290",924,"1,214","2,284","2,229"
2021년07월_여_연령구간인구수,"22,868","7,494","1,354","1,561",605,"1,816",913,"1,184","1,290",924,"1,214","2,284","2,229"
2021년07월_여_0~9세,"1,153",585,66,56,18,61,26,27,46,26,52,92,98
2021년07월_여_10~19세,"1,445",579,48,80,26,135,41,51,56,41,61,139,188
2021년07월_여_20~29세,"1,903",739,98,123,37,126,72,80,94,77,81,198,178
2021년07월_여_30~39세,"1,774",788,100,97,38,114,54,55,78,63,97,135,155
2021년07월_여_40~49세,"2,210",933,95,129,44,135,75,84,83,65,93,253,221
2021년07월_여_50~59세,"3,665","1,152",222,272,104,306,175,183,185,148,189,387,342
2021년07월_여_60~69세,"4,133","1,117",290,318,128,344,169,253,270,205,252,427,360
2021년07월_여_70~79세,"3,424",889,245,271,95,310,154,218,224,164,202,318,334
2021년07월_여_80~89세,"2,673",591,152,186,94,252,121,201,206,116,163,287,304
2021년07월_여_90~99세,464,115,38,26,20,31,25,31,43,17,22,47,49
2021년07월_여_100세 이상,24,6,0,3,1,2,1,1,5,2,2,1,0
2021년08월_계_총인구수,"46,314","15,161","2,745","3,116","1,216","3,666","1,890","2,675","2,615","1,824","2,433","4,597","4,376"
2021년08월_계_연령구간인구수,"46,314","15,161","2,745","3,116","1,216","3,666","1,890","2,675","2,615","1,824","2,433","4,597","4,376"
2021년08월_계_0~9세,"2,280","1,138",122,102,28,127,52,58,87,62,100,204,200
2021년08월_계_10~19세,"2,980","1,251",100,159,50,254,106,97,113,74,117,315,344
2021년08월_계_20~29세,"4,646","1,739",215,269,83,299,163,520,204,153,175,425,401
2021년08월_계_30~39세,"3,600","1,592",198,205,68,239,109,133,183,110,178,290,295
2021년08월_계_40~49세,"5,156","2,048",290,295,103,336,170,198,243,176,240,558,499
2021년08월_계_50~59세,"8,193","2,462",508,585,246,683,387,420,451,321,439,876,815
2021년08월_계_60~69세,"8,636","2,263",586,696,290,745,409,513,535,409,521,896,773
2021년08월_계_70~79세,"6,201","1,595",431,493,177,550,279,403,430,312,400,559,572
2021년08월_계_80~89세,"3,993",918,248,272,144,389,184,289,311,180,233,404,421
2021년08월_계_90~99세,605,148,47,37,26,42,30,43,54,25,28,69,56
2021년08월_계_100세 이상,24,7,0,3,1,2,1,1,4,2,2,1,0
2021년08월_남_총인구수,"23,497","7,652","1,404","1,575",609,"1,857",983,"1,488","1,329",909,"1,226","2,299","2,166"
2021년08월_남_연령구간인구수,"23,497","7,652","1,404","1,575",609,"1,857",983,"1,488","1,329",909,"1,226","2,299","2,166"
2021년08월_남_0~9세,"1,125",543,58,47,9,70,27,29,41,37,48,112,104
2021년08월_남_10~19세,"1,551",667,55,83,24,120,66,49,59,34,57,175,162
2021년08월_남_20~29세,"2,751","1,001",117,148,45,174,91,436,112,79,96,226,226
2021년08월_남_30~39세,"1,846",804,105,112,31,126,58,75,106,50,82,154,143
2021년08월_남_40~49세,"2,957","1,117",194,172,61,202,95,114,161,111,144,301,285
2021년08월_남_50~59세,"4,531","1,304",285,315,140,380,214,239,267,173,254,483,477
2021년08월_남_60~69세,"4,498","1,152",298,376,165,398,240,260,262,206,269,466,406
2021년08월_남_70~79세,"2,795",711,187,227,79,242,127,187,206,147,198,247,237
2021년08월_남_80~89세,"1,306",321,95,85,49,134,60,88,105,63,74,114,118
2021년08월_남_90~99세,136,31,10,10,6,11,5,11,10,9,4,21,8
2021년08월_남_100세 이상,1,1,0,0,0,0,0,0,0,0,0,0,0
2021년08월_여_총인구수,"22,817","7,509","1,341","1,541",607,"1,809",907,"1,187","1,286",915,"1,207","2,298","2,210"
2021년08월_여_연령구간인구수,"22,817","7,509","1,341","1,541",607,"1,809",907,"1,187","1,286",915,"1,207","2,298","2,210"
2021년08월_여_0~9세,"1,155",595,64,55,19,57,25,29,46,25,52,92,96
2021년08월_여_10~19세,"1,429",584,45,76,26,134,40,48,54,40,60,140,182
2021년08월_여_20~29세,"1,895",738,98,121,38,125,72,84,92,74,79,199,175
2021년08월_여_30~39세,"1,754",788,93,93,37,113,51,58,77,60,96,136,152
2021년08월_여_40~49세,"2,199",931,96,123,42,134,75,84,82,65,96,257,214
2021년08월_여_50~59세,"3,662","1,158",223,270,106,303,173,181,184,148,185,393,338
2021년08월_여_60~69세,"4,138","1,111",288,320,125,347,169,253,273,203,252,430,367
2021년08월_여_70~79세,"3,406",884,244,266,98,308,152,216,224,165,202,312,335
2021년08월_여_80~89세,"2,687",597,153,187,95,255,124,201,206,117,159,290,303
2021년08월_여_90~99세,469,117,37,27,20,31,25,32,44,16,24,48,48
2021년08월_여_100세 이상,23,6,0,3,1,2,1,1,4,2,2,1,0
2021년09월_계_총인구수,"46,178","15,129","2,752","3,108","1,211","3,642","1,884","2,660","2,589","1,817","2,427","4,594","4,365"
2021년09월_계_연령구간인구수,"46,178","15,129","2,752","3,108","1,211","3,642","1,884","2,660","2,589","1,817","2,427","4,594","4,365"
2021년09월_계_0~9세,"2,242","1,117",124,98,28,124,50,57,82,62,98,209,193
2021년09월_계_10~19세,"2,977","1,250",103,162,49,247,107,98,112,73,121,311,344
2021년09월_계_20~29세,"4,539","1,728",213,257,83,289,154,496,198,148,169,416,388
2021년09월_계_30~39세,"3,576","1,575",197,208,66,239,108,136,178,109,172,297,291
2021년09월_계_40~49세,"5,135","2,043",289,296,101,333,170,201,239,174,235,551,503
2021년09월_계_50~59세,"8,192","2,456",509,585,245,683,391,418,449,320,445,875,816
2021년09월_계_60~69세,"8,688","2,284",589,703,290,749,411,513,533,410,523,903,780
2021년09월_계_70~79세,"6,178","1,594",433,488,177,551,278,396,425,311,398,556,571
2021년09월_계_80~89세,"4,016",924,249,271,146,385,185,299,316,184,235,404,418
2021년09월_계_90~99세,610,151,46,37,24,40,29,45,53,24,29,71,61
2021년09월_계_100세 이상,25,7,0,3,2,2,1,1,4,2,2,1,0
2021년09월_남_총인구수,"23,432","7,630","1,406","1,570",608,"1,848",981,"1,475","1,317",907,"1,222","2,303","2,165"
2021년09월_남_연령구간인구수,"23,432","7,630","1,406","1,570",608,"1,848",981,"1,475","1,317",907,"1,222","2,303","2,165"
2021년09월_남_0~9세,"1,099",531,60,43,9,69,24,27,39,38,47,114,98
2021년09월_남_10~19세,"1,546",667,55,84,24,115,66,50,59,33,59,173,161
2021년09월_남_20~29세,"2,697",997,115,143,46,171,87,417,108,77,91,223,222
2021년09월_남_30~39세,"1,831",788,106,113,29,125,59,77,104,51,79,157,143
2021년09월_남_40~49세,"2,933","1,111",190,171,59,202,92,115,159,109,138,299,288
2021년09월_남_50~59세,"4,546","1,307",287,317,141,378,220,239,266,173,259,481,478
2021년09월_남_60~69세,"4,535","1,160",301,380,164,403,241,262,261,207,273,474,409
2021년09월_남_70~79세,"2,786",711,186,226,80,242,126,183,203,144,198,247,240
2021년09월_남_80~89세,"1,317",324,96,83,50,132,61,94,107,66,74,113,117
2021년09월_남_90~99세,140,33,10,10,5,11,5,11,11,9,4,22,9
2021년09월_남_100세 이상,2,1,0,0,1,0,0,0,0,0,0,0,0
2021년09월_여_총인구수,"22,746","7,499","1,346","1,538",603,"1,794",903,"1,185","1,272",910,"1,205","2,291","2,200"
2021년09월_여_연령구간인구수,"22,746","7,499","1,346","1,538",603,"1,794",903,"1,185","1,272",910,"1,205","2,291","2,200"
2021년09월_여_0~9세,"1,143",586,64,55,19,55,26,30,43,24,51,95,95
2021년09월_여_10~19세,"1,431",583,48,78,25,132,41,48,53,40,62,138,183
2021년09월_여_20~29세,"1,842",731,98,114,37,118,67,79,90,71,78,193,166
2021년09월_여_30~39세,"1,745",787,91,95,37,114,49,59,74,58,93,140,148
2021년09월_여_40~49세,"2,202",932,99,125,42,131,78,86,80,65,97,252,215
2021년09월_여_50~59세,"3,646","1,149",222,268,104,305,171,179,183,147,186,394,338
2021년09월_여_60~69세,"4,153","1,124",288,323,126,346,170,251,272,203,250,429,371
2021년09월_여_70~79세,"3,392",883,247,262,97,309,152,213,222,167,200,309,331
2021년09월_여_80~89세,"2,699",600,153,188,96,253,124,205,209,118,161,291,301
2021년09월_여_90~99세,470,118,36,27,19,29,24,34,42,15,25,49,52
2021년09월_여_100세 이상,23,6,0,3,1,2,1,1,4,2,2,1,0
2021년10월_계_총인구수,"46,198","15,141","2,760","3,109","1,206","3,637","1,892","2,658","2,591","1,813","2,415","4,606","4,370"
2021년10월_계_연령구간인구수,"46,198","15,141","2,760","3,109","1,206","3,637","1,892","2,658","2,591","1,813","2,415","4,606","4,370"
2021년10월_계_0~9세,"2,217","1,117",124,97,26,123,50,57,80,62,89,206,186
2021년10월_계_10~19세,"2,992","1,263",105,160,48,245,104,98,112,75,123,314,345
2021년10월_계_20~29세,"4,530","1,711",217,261,80,292,161,494,196,138,171,423,386
2021년10월_계_30~39세,"3,545","1,570",194,205,66,231,109,135,172,109,166,297,291
2021년10월_계_40~49세,"5,121","2,042",291,293,99,332,168,201,245,177,228,548,497
2021년10월_계_50~59세,"8,205","2,461",503,584,245,687,387,419,451,318,448,882,820
2021년10월_계_60~69세,"8,736","2,300",593,710,290,750,416,515,534,408,525,907,788
2021년10월_계_70~79세,"6,181","1,595",434,487,180,546,278,394,424,319,395,558,571
2021년10월_계_80~89세,"4,038",926,254,272,146,387,188,297,319,180,240,405,424
2021년10월_계_90~99세,606,150,45,37,24,42,29,46,53,25,28,65,62
2021년10월_계_100세 이상,27,6,0,3,2,2,2,2,5,2,2,1,0
2021년10월_남_총인구수,"23,427","7,641","1,410","1,572",607,"1,845",984,"1,469","1,313",905,"1,215","2,304","2,162"
2021년10월_남_연령구간인구수,"23,427","7,641","1,410","1,572",607,"1,845",984,"1,469","1,313",905,"1,215","2,304","2,162"
2021년10월_남_0~9세,"1,079",530,60,43,8,68,24,27,37,37,41,111,93
2021년10월_남_10~19세,"1,549",677,57,80,23,112,65,50,58,33,60,174,160
2021년10월_남_20~29세,"2,692",987,116,147,46,176,91,412,107,72,92,225,221
2021년10월_남_30~39세,"1,810",783,106,111,29,118,56,76,99,50,79,157,146
2021년10월_남_40~49세,"2,920","1,111",188,170,59,202,94,114,160,112,132,297,281
2021년10월_남_50~59세,"4,559","1,311",288,320,141,378,218,239,268,174,260,485,477
2021년10월_남_60~69세,"4,565","1,170",303,383,165,405,242,265,262,206,274,477,413
2021년10월_남_70~79세,"2,794",712,186,225,80,241,128,181,202,148,198,249,244
2021년10월_남_80~89세,"1,319",327,97,83,50,133,61,93,109,64,75,110,117
2021년10월_남_90~99세,138,32,9,10,5,12,5,12,11,9,4,19,10
2021년10월_남_100세 이상,2,1,0,0,1,0,0,0,0,0,0,0,0
2021년10월_여_총인구수,"22,771","7,500","1,350","1,537",599,"1,792",908,"1,189","1,278",908,"1,200","2,302","2,208"
2021년10월_여_연령구간인구수,"22,771","7,500","1,350","1,537",599,"1,792",908,"1,189","1,278",908,"1,200","2,302","2,208"
2021년10월_여_0~9세,"1,138",587,64,54,18,55,26,30,43,25,48,95,93
2021년10월_여_10~19세,"1,443",586,48,80,25,133,39,48,54,42,63,140,185
2021년10월_여_20~29세,"1,838",724,101,114,34,116,70,82,89,66,79,198,165
2021년10월_여_30~39세,"1,735",787,88,94,37,113,53,59,73,59,87,140,145
2021년10월_여_40~49세,"2,201",931,103,123,40,130,74,87,85,65,96,251,216
2021년10월_여_50~59세,"3,646","1,150",215,264,104,309,169,180,183,144,188,397,343
2021년10월_여_60~69세,"4,171","1,130",290,327,125,345,174,250,272,202,251,430,375
2021년10월_여_70~79세,"3,387",883,248,262,100,305,150,213,222,171,197,309,327
2021년10월_여_80~89세,"2,719",599,157,189,96,254,127,204,210,116,165,295,307
2021년10월_여_90~99세,468,118,36,27,19,30,24,34,42,16,24,46,52
2021년10월_여_100세 이상,25,5,0,3,1,2,2,2,5,2,2,1,0
2021년11월_계_총인구수,"46,184","15,158","2,760","3,100","1,206","3,615","1,893","2,659","2,580","1,814","2,405","4,639","4,355"
2021년11월_계_연령구간인구수,"46,184","15,158","2,760","3,100","1,206","3,615","1,893","2,659","2,580","1,814","2,405","4,639","4,355"
2021년11월_계_0~9세,"2,196","1,114",126,93,25,122,47,56,78,61,85,206,183
2021년11월_계_10~19세,"2,975","1,259",106,157,47,241,102,97,111,74,125,313,343
2021년11월_계_20~29세,"4,534","1,717",212,260,82,286,168,491,195,143,168,431,381
2021년11월_계_30~39세,"3,559","1,585",190,209,66,235,108,136,166,107,164,303,290
2021년11월_계_40~49세,"5,104","2,033",292,289,100,324,171,200,246,178,227,547,497
2021년11월_계_50~59세,"8,199","2,450",507,588,244,682,385,424,448,318,447,888,818
2021년11월_계_60~69세,"8,746","2,324",593,707,288,752,415,513,534,405,521,913,781
2021년11월_계_70~79세,"6,192","1,594",427,486,183,544,280,395,425,321,399,566,572
2021년11월_계_80~89세,"4,044",923,262,271,146,387,187,300,318,179,239,405,427
2021년11월_계_90~99세,608,151,45,38,23,41,28,45,54,26,28,66,63
2021년11월_계_100세 이상,27,8,0,2,2,1,2,2,5,2,2,1,0
2021년11월_남_총인구수,"23,432","7,654","1,411","1,569",606,"1,831",984,"1,468","1,311",909,"1,212","2,326","2,151"
2021년11월_남_연령구간인구수,"23,432","7,654","1,411","1,569",606,"1,831",984,"1,468","1,311",909,"1,212","2,326","2,151"
2021년11월_남_0~9세,"1,074",532,61,41,8,68,23,26,36,37,38,112,92
2021년11월_남_10~19세,"1,534",672,58,79,22,109,64,49,56,33,61,175,156
2021년11월_남_20~29세,"2,692",990,113,149,44,171,93,407,108,77,92,231,217
2021년11월_남_30~39세,"1,827",796,105,113,30,121,56,78,97,48,78,162,143
2021년11월_남_40~49세,"2,908","1,100",189,166,59,202,97,114,160,113,131,296,281
2021년11월_남_50~59세,"4,560","1,310",292,321,141,372,217,243,269,174,261,484,476
2021년11월_남_60~69세,"4,567","1,183",304,378,164,405,240,263,262,203,270,483,412
2021년11월_남_70~79세,"2,802",712,177,228,82,239,129,180,203,152,201,254,245
2021년11월_남_80~89세,"1,323",325,103,83,50,133,60,96,107,62,76,110,118
2021년11월_남_90~99세,143,33,9,11,5,11,5,12,13,10,4,19,11
2021년11월_남_100세 이상,2,1,0,0,1,0,0,0,0,0,0,0,0
2021년11월_여_총인구수,"22,752","7,504","1,349","1,531",600,"1,784",909,"1,191","1,269",905,"1,193","2,313","2,204"
2021년11월_여_연령구간인구수,"22,752","7,504","1,349","1,531",600,"1,784",909,"1,191","1,269",905,"1,193","2,313","2,204"
2021년11월_여_0~9세,"1,122",582,65,52,17,54,24,30,42,24,47,94,91
2021년11월_여_10~19세,"1,441",587,48,78,25,132,38,48,55,41,64,138,187
2021년11월_여_20~29세,"1,842",727,99,111,38,115,75,84,87,66,76,200,164
2021년11월_여_30~39세,"1,732",789,85,96,36,114,52,58,69,59,86,141,147
2021년11월_여_40~49세,"2,196",933,103,123,41,122,74,86,86,65,96,251,216
2021년11월_여_50~59세,"3,639","1,140",215,267,103,310,168,181,179,144,186,404,342
2021년11월_여_60~69세,"4,179","1,141",289,329,124,347,175,250,272,202,251,430,369
2021년11월_여_70~79세,"3,390",882,250,258,101,305,151,215,222,169,198,312,327
2021년11월_여_80~89세,"2,721",598,159,188,96,254,127,204,211,117,163,295,309
