카테고리,서울특별시 중구,서울특별시 중구 소공동,서울특별시 중구 회현동,서울특별시 중구 명동,서울특별시 중구 필동,서울특별시 중구 장충동,서울특별시 중구 광희동,서울특별시 중구 을지로동,서울특별시 중구 신당동,서울특별시 중구 다산동,서울특별시 중구 약수동,서울특별시 중구 청구동,서울특별시 중구 신당제5동,서울특별시 중구 동화동,서울특별시 중구 황학동,서울특별시 중구 중림동
2021년03월_계_30~39세,"19,874",432,527,410,620,658,848,309,"1,302","2,201","2,356","2,161","1,719","1,335","2,773","2,223"
2021년03월_계_40~49세,"17,846",475,661,421,493,571,636,198,"1,051","2,041","2,435","1,916","1,542","1,558","1,830","2,018"
2021년03월_계_50~59세,"20,502",312,957,493,591,583,857,308,"1,364","2,316","2,811","2,350","1,869","1,961","1,777","1,953"
2021년03월_계_60~69세,"17,835",235,"1,038",525,606,520,866,395,"1,071","1,996","2,720","1,981","1,358","1,457","1,566","1,501"
2021년03월_계_70~79세,"10,681",106,596,316,360,383,541,205,655,"1,228","1,627","1,195",837,782,912,938
2021년03월_계_80~89세,"4,936",43,295,151,188,189,210,73,264,535,821,617,356,427,337,430
2021년03월_계_90~99세,899,10,89,28,50,29,42,22,60,83,151,84,49,71,59,72
2021년03월_계_100세 이상,189,5,45,9,9,3,15,8,8,14,9,9,6,13,4,32
2021년03월_남_총인구수,"60,851","1,050","2,714","1,251","2,080","2,298","2,734","1,076","3,823","6,856","7,989","6,587","5,104","5,125","6,025","6,139"
2021년03월_남_연령구간인구수,"60,851","1,050","2,714","1,251","2,080","2,298","2,734","1,076","3,823","6,856","7,989","6,587","5,104","5,125","6,025","6,139"
2021년03월_남_0~9세,"3,418",85,108,48,104,96,69,19,108,288,529,381,278,406,382,517
2021년03월_남_10~19세,"3,341",40,80,59,94,135,97,15,143,425,482,431,274,420,258,388
2021년03월_남_20~29세,"8,709",95,237,166,356,613,417,84,625,"1,152",977,960,762,711,872,682
2021년03월_남_30~39세,"9,941",211,248,207,343,349,466,174,665,"1,150","1,134","1,075",857,624,"1,368","1,070"
2021년03월_남_40~49세,"9,156",252,365,187,285,303,351,126,572,"1,044","1,211",938,793,760,904,"1,065"
2021년03월_남_50~59세,"10,373",157,554,204,339,297,482,222,730,"1,093","1,329","1,129",977,947,911,"1,002"
2021년03월_남_60~69세,"8,890",133,616,216,300,254,469,270,546,924,"1,265",951,659,736,761,790
2021년03월_남_70~79세,"4,825",56,304,114,173,170,279,116,310,554,715,466,362,347,432,427
2021년03월_남_80~89세,"1,848",16,142,40,68,72,79,37,107,203,297,228,127,148,120,164
2021년03월_남_90~99세,284,4,39,7,16,9,19,9,13,20,46,25,15,22,17,23
2021년03월_남_100세 이상,66,1,21,3,2,0,6,4,4,3,4,3,0,4,0,11
2021년03월_여_총인구수,"63,701","1,093","2,400","1,679","1,935","2,268","2,609",720,"3,857","7,285","8,931","7,307","5,397","5,461","6,588","6,171"
2021년03월_여_연령구간인구수,"63,701","1,093","2,400","1,679","1,935","2,268","2,609",720,"3,857","7,285","8,931","7,307","5,397","5,461","6,588","6,171"
2021년03월_여_0~9세,"3,193",76,84,34,86,89,63,24,151,259,536,367,284,311,349,480
2021년03월_여_10~19세,"3,388",83,115,73,86,147,103,23,147,373,463,440,271,430,264,370
2021년03월_여_20~29세,"9,741",146,282,197,372,550,579,113,731,"1,230","1,003","1,002",896,704,"1,230",706
2021년03월_여_30~39세,"9,933",221,279,203,277,309,382,135,637,"1,051","1,222","1,086",862,711,"1,405","1,153"
2021년03월_여_40~49세,"8,690",223,296,234,208,268,285,72,479,997,"1,224",978,749,798,926,953
2021년03월_여_50~59세,"10,129",155,403,289,252,286,375,86,634,"1,223","1,482","1,221",892,"1,014",866,951
2021년03월_여_60~69세,"8,945",102,422,309,306,266,397,125,525,"1,072","1,455","1,030",699,721,805,711
2021년03월_여_70~79세,"5,856",50,292,202,187,213,262,89,345,674,912,729,475,435,480,511
2021년03월_여_80~89세,"3,088",27,153,111,120,117,131,36,157,332,524,389,229,279,217,266
2021년03월_여_90~99세,615,6,50,21,34,20,23,13,47,63,105,59,34,49,42,49
2021년03월_여_100세 이상,123,4,24,6,7,3,9,4,4,11,5,6,6,9,4,21
2021년04월_계_총인구수,"124,477","2,193","5,096","2,938","4,018","4,575","5,353","1,778","7,670","14,101","16,914","13,893","10,472","10,558","12,613","12,305"
2021년04월_계_연령구간인구수,"124,477","2,193","5,096","2,938","4,018","4,575","5,353","1,778","7,670","14,101","16,914","13,893","10,472","10,558","12,613","12,305"
2021년04월_계_0~9세,"6,588",160,192,84,187,181,132,43,251,542,"1,055",750,564,708,729,"1,010"
2021년04월_계_10~19세,"6,699",124,200,133,177,276,196,35,288,793,948,865,536,853,518,757
2021년04월_계_20~29세,"18,376",249,507,361,728,"1,166","1,000",196,"1,357","2,366","1,972","1,952","1,658","1,393","2,091","1,380"
2021년04월_계_30~39세,"19,937",466,533,413,627,668,863,305,"1,296","2,208","2,367","2,152","1,701","1,340","2,781","2,217"
2021년04월_계_40~49세,"17,838",482,661,425,492,571,634,197,"1,049","2,030","2,409","1,915","1,543","1,563","1,842","2,025"
2021년04월_계_50~59세,"20,457",306,945,496,594,591,853,304,"1,370","2,297","2,816","2,355","1,867","1,955","1,763","1,945"
2021년04월_계_60~69세,"17,881",241,"1,033",524,611,523,860,395,"1,072","2,008","2,738","1,993","1,353","1,459","1,577","1,494"
2021년04월_계_70~79세,"10,639",105,592,312,352,375,542,202,658,"1,221","1,624","1,197",840,772,910,937
2021년04월_계_80~89세,"4,961",45,299,151,189,192,215,71,262,540,822,620,357,430,338,430
2021년04월_계_90~99세,910,10,89,29,52,29,43,22,59,82,154,85,47,72,60,77
2021년04월_계_100세 이상,191,5,45,10,9,3,15,8,8,14,9,9,6,13,4,33
2021년04월_남_총인구수,"60,787","1,068","2,695","1,258","2,086","2,303","2,738","1,070","3,813","6,839","7,978","6,573","5,087","5,115","6,033","6,131"
2021년04월_남_연령구간인구수,"60,787","1,068","2,695","1,258","2,086","2,303","2,738","1,070","3,813","6,839","7,978","6,573","5,087","5,115","6,033","6,131"
2021년04월_남_0~9세,"3,399",84,107,50,103,94,69,19,103,288,523,379,281,399,379,521
2021년04월_남_10~19세,"3,334",41,81,61,92,136,93,15,139,424,479,429,269,424,258,393
2021년04월_남_20~29세,"8,652",100,231,166,359,607,423,86,620,"1,134",969,949,760,697,874,677
2021년04월_남_30~39세,"9,970",221,252,214,339,356,478,172,665,"1,157","1,142","1,067",845,630,"1,372","1,060"
2021년04월_남_40~49세,"9,146",256,366,184,287,302,344,125,573,"1,039","1,188",937,795,766,916,"1,068"
2021년04월_남_50~59세,"10,362",155,546,205,342,300,480,222,733,"1,087","1,336","1,134",973,945,902,"1,002"
2021년04월_남_60~69세,"8,916",135,611,216,307,257,465,269,546,933,"1,276",956,660,738,764,783
2021년04월_남_70~79세,"4,793",53,298,111,169,169,278,114,311,552,716,464,362,341,430,425
2021년04월_남_80~89세,"1,867",18,143,41,70,73,84,35,107,202,298,232,128,148,123,165
2021년04월_남_90~99세,281,4,39,7,16,9,18,9,12,20,47,23,14,23,15,25
2021년04월_남_100세 이상,67,1,21,3,2,0,6,4,4,3,4,3,0,4,0,12
2021년04월_여_총인구수,"63,690","1,125","2,401","1,680","1,932","2,272","2,615",708,"3,857","7,262","8,936","7,320","5,385","5,443","6,580","6,174"
2021년04월_여_연령구간인구수,"63,690","1,125","2,401","1,680","1,932","2,272","2,615",708,"3,857","7,262","8,936","7,320","5,385","5,443","6,580","6,174"
2021년04월_여_0~9세,"3,189",76,85,34,84,87,63,24,148,254,532,371,283,309,350,489
2021년04월_여_10~19세,"3,365",83,119,72,85,140,103,20,149,369,469,436,267,429,260,364
2021년04월_여_20~29세,"9,724",149,276,195,369,559,577,110,737,"1,232","1,003","1,003",898,696,"1,217",703
2021년04월_여_30~39세,"9,967",245,281,199,288,312,385,133,631,"1,051","1,225","1,085",856,710,"1,409","1,157"
2021년04월_여_40~49세,"8,692",226,295,241,205,269,290,72,476,991,"1,221",978,748,797,926,957
2021년04월_여_50~59세,"10,095",151,399,291,252,291,373,82,637,"1,210","1,480","1,221",894,"1,010",861,943
2021년04월_여_60~69세,"8,965",106,422,308,304,266,395,126,526,"1,075","1,462","1,037",693,721,813,711
2021년04월_여_70~79세,"5,846",52,294,201,183,206,264,88,347,669,908,733,478,431,480,512
2021년04월_여_80~89세,"3,094",27,156,110,119,119,131,36,155,338,524,388,229,282,215,265
2021년04월_여_90~99세,629,6,50,22,36,20,25,13,47,62,107,62,33,49,45,52
2021년04월_여_100세 이상,124,4,24,7,7,3,9,4,4,11,5,6,6,9,4,21
2021년05월_계_총인구수,"123,133","2,200","4,845","2,859","4,044","4,542","5,218","1,716","7,579","13,993","16,815","13,766","10,385","10,454","12,548","12,169"
2021년05월_계_연령구간인구수,"123,133","2,200","4,845","2,859","4,044","4,542","5,218","1,716","7,579","13,993","16,815","13,766","10,385","10,454","12,548","12,169"
2021년05월_계_0~9세,"6,539",158,192,83,186,179,128,40,250,538,"1,038",740,568,700,732,"1,007"
2021년05월_계_10~19세,"6,664",124,198,133,179,271,190,37,285,790,941,863,530,849,518,756
2021년05월_계_20~29세,"18,364",256,496,359,737,"1,164","1,013",199,"1,347","2,360","2,002","1,935","1,653","1,377","2,094","1,372"
2021년05월_계_30~39세,"19,936",470,528,410,636,670,865,306,"1,302","2,180","2,392","2,154","1,696","1,342","2,787","2,198"
2021년05월_계_40~49세,"17,718",489,658,419,494,565,637,185,"1,043","2,015","2,399","1,903","1,535","1,536","1,819","2,021"
2021년05월_계_50~59세,"20,290",299,943,481,591,595,835,296,"1,349","2,282","2,794","2,324","1,859","1,951","1,763","1,928"
2021년05월_계_60~69세,"17,682",241,"1,028",505,617,521,824,378,"1,059","1,995","2,701","1,995","1,328","1,456","1,558","1,476"
2021년05월_계_70~79세,"10,327",106,525,304,354,360,503,188,643,"1,209","1,591","1,162",825,749,888,920
2021년05월_계_80~89세,"4,758",44,223,140,189,191,191,70,251,533,807,606,343,421,331,418
2021년05월_계_90~99세,795,11,53,21,52,25,30,17,48,81,147,82,45,64,57,62
2021년05월_계_100세 이상,60,2,1,4,9,1,2,0,2,10,3,2,3,9,1,11
2021년05월_남_총인구수,"60,106","1,065","2,551","1,238","2,099","2,301","2,670","1,042","3,778","6,775","7,903","6,519","5,051","5,073","5,985","6,056"
2021년05월_남_연령구간인구수,"60,106","1,065","2,551","1,238","2,099","2,301","2,670","1,042","3,778","6,775","7,903","6,519","5,051","5,073","5,985","6,056"
2021년05월_남_0~9세,"3,379",86,107,49,101,93,69,18,103,286,514,378,284,391,381,519
2021년05월_남_10~19세,"3,323",41,81,60,95,135,89,16,136,427,474,427,265,425,257,395
2021년05월_남_20~29세,"8,611",96,228,164,367,607,425,85,616,"1,116",977,942,758,691,867,672
2021년05월_남_30~39세,"9,942",222,248,212,342,359,476,177,666,"1,145","1,142","1,066",836,631,"1,371","1,049"
2021년05월_남_40~49세,"9,086",258,359,184,284,301,343,120,574,"1,027","1,186",931,792,754,908,"1,065"
2021년05월_남_50~59세,"10,287",151,547,202,340,302,472,217,723,"1,075","1,323","1,125",976,946,896,992
2021년05월_남_60~69세,"8,837",136,609,213,311,258,453,258,545,932,"1,253",956,652,737,759,765
2021년05월_남_70~79세,"4,642",52,264,110,172,165,255,110,300,547,699,453,354,331,412,418
2021년05월_남_80~89세,"1,761",18,94,39,68,72,75,34,102,198,293,220,122,144,122,160
2021년05월_남_90~99세,222,5,14,4,17,9,12,7,11,21,40,20,12,20,12,18
2021년05월_남_100세 이상,16,0,0,1,2,0,1,0,2,1,2,1,0,3,0,3
2021년05월_여_총인구수,"63,027","1,135","2,294","1,621","1,945","2,241","2,548",674,"3,801","7,218","8,912","7,247","5,334","5,381","6,563","6,113"
2021년05월_여_연령구간인구수,"63,027","1,135","2,294","1,621","1,945","2,241","2,548",674,"3,801","7,218","8,912","7,247","5,334","5,381","6,563","6,113"
2021년05월_여_0~9세,"3,160",72,85,34,85,86,59,22,147,252,524,362,284,309,351,488
2021년05월_여_10~19세,"3,341",83,117,73,84,136,101,21,149,363,467,436,265,424,261,361
2021년05월_여_20~29세,"9,753",160,268,195,370,557,588,114,731,"1,244","1,025",993,895,686,"1,227",700
2021년05월_여_30~39세,"9,994",248,280,198,294,311,389,129,636,"1,035","1,250","1,088",860,711,"1,416","1,149"
2021년05월_여_40~49세,"8,632",231,299,235,210,264,294,65,469,988,"1,213",972,743,782,911,956
2021년05월_여_50~59세,"10,003",148,396,279,251,293,363,79,626,"1,207","1,471","1,199",883,"1,005",867,936
2021년05월_여_60~69세,"8,845",105,419,292,306,263,371,120,514,"1,063","1,448","1,039",676,719,799,711
2021년05월_여_70~79세,"5,685",54,261,194,182,195,248,78,343,662,892,709,471,418,476,502
2021년05월_여_80~89세,"2,997",26,129,101,121,119,116,36,149,335,514,386,221,277,209,258
2021년05월_여_90~99세,573,6,39,17,35,16,18,10,37,60,107,62,33,44,45,44
2021년05월_여_100세 이상,44,2,1,3,7,1,1,0,0,9,1,1,3,6,1,8
2021년06월_계_총인구수,"123,016","2,209","4,852","2,847","4,057","4,560","5,197","1,709","7,588","13,972","16,843","13,740","10,364","10,420","12,553","12,105"
2021년06월_계_연령구간인구수,"123,016","2,209","4,852","2,847","4,057","4,560","5,197","1,709","7,588","13,972","16,843","13,740","10,364","10,420","12,553","12,105"
2021년06월_계_0~9세,"6,505",158,193,80,184,179,124,41,253,537,"1,034",732,560,694,737,999
2021년06월_계_10~19세,"6,663",130,203,131,183,267,193,37,284,787,951,862,534,850,504,747
2021년06월_계_20~29세,"18,323",251,492,366,741,"1,181","1,001",203,"1,350","2,335","2,009","1,923","1,648","1,369","2,092","1,362"
2021년06월_계_30~39세,"19,881",480,528,397,652,663,861,306,"1,300","2,183","2,394","2,155","1,657","1,319","2,796","2,190"
2021년06월_계_40~49세,"17,738",501,663,414,491,571,637,178,"1,052","2,002","2,403","1,896","1,551","1,539","1,807","2,033"
2021년06월_계_50~59세,"20,203",302,934,484,588,592,823,295,"1,347","2,274","2,792","2,300","1,858","1,945","1,780","1,889"
2021년06월_계_60~69세,"17,756",236,"1,038",505,615,530,832,377,"1,061","1,997","2,708","2,011","1,338","1,460","1,564","1,484"
2021년06월_계_70~79세,"10,320",103,522,304,354,360,505,185,638,"1,226","1,588","1,163",823,750,881,918
2021년06월_계_80~89세,"4,769",39,225,140,189,190,190,70,252,538,813,611,347,423,332,410
2021년06월_계_90~99세,799,8,53,22,51,26,29,17,49,83,148,85,45,62,59,62
2021년06월_계_100세 이상,59,1,1,4,9,1,2,0,2,10,3,2,3,9,1,11
2021년06월_남_총인구수,"60,019","1,063","2,554","1,237","2,090","2,318","2,659","1,041","3,781","6,781","7,889","6,505","5,049","5,045","5,988","6,019"
2021년06월_남_연령구간인구수,"60,019","1,063","2,554","1,237","2,090","2,318","2,659","1,041","3,781","6,781","7,889","6,505","5,049","5,045","5,988","6,019"
2021년06월_남_0~9세,"3,363",83,106,47,101,94,65,19,105,286,511,374,282,386,388,516
2021년06월_남_10~19세,"3,320",47,86,59,95,134,88,16,132,425,481,430,264,423,250,390
2021년06월_남_20~29세,"8,575",95,229,166,365,619,420,88,615,"1,111",973,939,752,685,858,660
2021년06월_남_30~39세,"9,934",223,245,209,347,355,479,177,666,"1,149","1,135","1,067",829,622,"1,386","1,045"
2021년06월_남_40~49세,"9,065",262,360,182,279,303,343,114,579,"1,022","1,185",920,794,754,895,"1,073"
2021년06월_남_50~59세,"10,243",149,542,206,339,299,465,219,722,"1,073","1,319","1,117",982,939,903,969
2021년06월_남_60~69세,"8,873",137,613,212,306,266,458,259,548,938,"1,251",959,655,739,761,771
2021년06월_남_70~79세,"4,652",50,265,111,173,166,257,109,298,558,696,454,355,332,411,417
2021년06월_남_80~89세,"1,756",14,94,40,67,73,72,33,102,197,297,221,123,143,122,158
2021년06월_남_90~99세,222,3,14,4,16,9,11,7,12,21,39,23,13,19,14,17
2021년06월_남_100세 이상,16,0,0,1,2,0,1,0,2,1,2,1,0,3,0,3
2021년06월_여_총인구수,"62,997","1,146","2,298","1,610","1,967","2,242","2,538",668,"3,807","7,191","8,954","7,235","5,315","5,375","6,565","6,086"
2021년06월_여_연령구간인구수,"62,997","1,146","2,298","1,610","1,967","2,242","2,538",668,"3,807","7,191","8,954","7,235","5,315","5,375","6,565","6,086"
2021년06월_여_0~9세,"3,142",75,87,33,83,85,59,22,148,251,523,358,278,308,349,483
2021년06월_여_10~19세,"3,343",83,117,72,88,133,105,21,152,362,470,432,270,427,254,357
2021년06월_여_20~29세,"9,748",156,263,200,376,562,581,115,735,"1,224","1,036",984,896,684,"1,234",702
2021년06월_여_30~39세,"9,947",257,283,188,305,308,382,129,634,"1,034","1,259","1,088",828,697,"1,410","1,145"
2021년06월_여_40~49세,"8,673",239,303,232,212,268,294,64,473,980,"1,218",976,757,785,912,960
2021년06월_여_50~59세,"9,960",153,392,278,249,293,358,76,625,"1,201","1,473","1,183",876,"1,006",877,920
2021년06월_여_60~69세,"8,883",99,425,293,309,264,374,118,513,"1,059","1,457","1,052",683,721,803,713
2021년06월_여_70~79세,"5,668",53,257,193,181,194,248,76,340,668,892,709,468,418,470,501
2021년06월_여_80~89세,"3,013",25,131,100,122,117,118,37,150,341,516,390,224,280,210,252
2021년06월_여_90~99세,577,5,39,18,35,17,18,10,37,62,109,62,32,43,45,45
2021년06월_여_100세 이상,43,1,1,3,7,1,1,0,0,9,1,1,3,6,1,8
2021년07월_계_총인구수,"122,951","2,195","4,854","2,846","4,061","4,564","5,210","1,723","7,598","13,953","16,847","13,695","10,375","10,407","12,523","12,100"
2021년07월_계_연령구간인구수,"122,951","2,195","4,854","2,846","4,061","4,564","5,210","1,723","7,598","13,953","16,847","13,695","10,375","10,407","12,523","12,100"
2021년07월_계_0~9세,"6,470",157,191,83,182,180,125,41,255,531,"1,031",723,566,688,729,988
2021년07월_계_10~19세,"6,642",123,205,130,187,265,189,38,284,789,944,860,533,847,498,750
2021년07월_계_20~29세,"18,305",250,495,367,745,"1,181","1,004",215,"1,343","2,319","2,035","1,899","1,642","1,372","2,082","1,356"
2021년07월_계_30~39세,"19,941",486,530,401,664,662,868,307,"1,319","2,203","2,407","2,135","1,671","1,320","2,793","2,175"
2021년07월_계_40~49세,"17,624",493,664,414,477,575,644,185,"1,050","1,972","2,380","1,877","1,543","1,528","1,800","2,022"
2021년07월_계_50~59세,"20,191",299,927,477,589,591,823,294,"1,337","2,272","2,787","2,311","1,863","1,933","1,790","1,898"
2021년07월_계_60~69세,"17,792",241,"1,039",500,613,532,831,374,"1,067","1,995","2,705","2,027","1,334","1,472","1,557","1,505"
2021년07월_계_70~79세,"10,333",97,527,308,355,361,507,179,639,"1,235","1,587","1,161",827,746,882,922
2021년07월_계_80~89세,"4,789",40,222,140,188,189,189,73,253,545,814,615,350,430,331,410
2021년07월_계_90~99세,805,8,53,22,52,27,28,17,49,82,154,85,43,62,60,63
2021년07월_계_100세 이상,59,1,1,4,9,1,2,0,2,10,3,2,3,9,1,11
2021년07월_남_총인구수,"59,945","1,052","2,545","1,242","2,074","2,320","2,671","1,050","3,783","6,779","7,881","6,484","5,051","5,033","5,976","6,004"
2021년07월_남_연령구간인구수,"59,945","1,052","2,545","1,242","2,074","2,320","2,671","1,050","3,783","6,779","7,881","6,484","5,051","5,033","5,976","6,004"
2021년07월_남_0~9세,"3,352",82,105,49,100,95,65,19,108,284,510,373,287,382,384,509
2021년07월_남_10~19세,"3,296",40,87,61,97,131,87,16,128,428,474,425,263,420,246,393
2021년07월_남_20~29세,"8,541",92,232,166,360,621,416,100,611,"1,112",972,921,751,683,851,653
2021년07월_남_30~39세,"9,968",227,243,214,350,356,490,176,673,"1,158","1,147","1,062",830,621,"1,392","1,029"
2021년07월_남_40~49세,"8,995",258,356,181,265,304,349,117,578,"1,002","1,175",916,792,748,892,"1,062"
2021년07월_남_50~59세,"10,226",147,536,204,340,298,463,217,716,"1,078","1,315","1,114",980,939,906,973
2021년07월_남_60~69세,"8,900",139,608,213,305,268,460,258,556,932,"1,253",971,651,739,758,789
2021년07월_남_70~79세,"4,665",50,269,110,172,165,258,106,298,565,697,453,356,334,412,420
2021년07월_남_80~89세,"1,765",14,95,39,66,74,71,34,101,199,296,226,127,146,121,156
2021년07월_남_90~99세,221,3,14,4,17,8,11,7,12,20,40,22,14,18,14,17
2021년07월_남_100세 이상,16,0,0,1,2,0,1,0,2,1,2,1,0,3,0,3
2021년07월_여_총인구수,"63,006","1,143","2,309","1,604","1,987","2,244","2,539",673,"3,815","7,174","8,966","7,211","5,324","5,374","6,547","6,096"
2021년07월_여_연령구간인구수,"63,006","1,143","2,309","1,604","1,987","2,244","2,539",673,"3,815","7,174","8,966","7,211","5,324","5,374","6,547","6,096"
2021년07월_여_0~9세,"3,118",75,86,34,82,85,60,22,147,247,521,350,279,306,345,479
2021년07월_여_10~19세,"3,346",83,118,69,90,134,102,22,156,361,470,435,270,427,252,357
2021년07월_여_20~29세,"9,764",158,263,201,385,560,588,115,732,"1,207","1,063",978,891,689,"1,231",703
2021년07월_여_30~39세,"9,973",259,287,187,314,306,378,131,646,"1,045","1,260","1,073",841,699,"1,401","1,146"
2021년07월_여_40~49세,"8,629",235,308,233,212,271,295,68,472,970,"1,205",961,751,780,908,960
2021년07월_여_50~59세,"9,965",152,391,273,249,293,360,77,621,"1,194","1,472","1,197",883,994,884,925
2021년07월_여_60~69세,"8,892",102,431,287,308,264,371,116,511,"1,063","1,452","1,056",683,733,799,716
2021년07월_여_70~79세,"5,668",47,258,198,183,196,249,73,341,670,890,708,471,412,470,502
2021년07월_여_80~89세,"3,024",26,127,101,122,115,118,39,152,346,518,389,223,284,210,254
2021년07월_여_90~99세,584,5,39,18,35,19,17,10,37,62,114,63,29,44,46,46
2021년07월_여_100세 이상,43,1,1,3,7,1,1,0,0,9,1,1,3,6,1,8
2021년08월_계_총인구수,"122,852","2,223","4,848","2,854","4,043","4,588","5,219","1,714","7,579","13,957","16,796","13,648","10,364","10,402","12,510","12,107"
2021년08월_계_연령구간인구수,"122,852","2,223","4,848","2,854","4,043","4,588","5,219","1,714","7,579","13,957","16,796","13,648","10,364","10,402","12,510","12,107"
2021년08월_계_0~9세,"6,419",160,189,81,176,177,127,37,248,535,"1,016",714,550,690,731,988
2021년08월_계_10~19세,"6,602",120,209,130,185,264,184,38,280,789,934,846,540,841,497,745
2021년08월_계_20~29세,"18,344",258,494,374,742,"1,199","1,038",220,"1,343","2,311","2,037","1,901","1,644","1,357","2,062","1,364"
2021년08월_계_30~39세,"19,915",491,537,399,665,672,862,305,"1,326","2,202","2,374","2,126","1,682","1,324","2,793","2,157"
2021년08월_계_40~49세,"17,569",497,656,418,460,571,639,183,"1,043","1,966","2,386","1,867","1,532","1,523","1,805","2,023"
2021년08월_계_50~59세,"20,153",307,925,478,592,589,810,284,"1,319","2,275","2,779","2,305","1,858","1,929","1,792","1,911"
2021년08월_계_60~69세,"17,851",242,"1,036",502,617,534,834,381,"1,079","2,000","2,705","2,028","1,341","1,486","1,550","1,516"
2021년08월_계_70~79세,"10,300",99,524,307,356,362,504,175,635,"1,235","1,587","1,151",816,748,883,918
2021년08월_계_80~89세,"4,832",40,224,137,189,192,191,74,254,552,824,623,354,433,334,411
2021년08월_계_90~99세,807,8,53,24,52,27,28,17,50,82,150,85,44,62,62,63
2021년08월_계_100세 이상,60,1,1,4,9,1,2,0,2,10,4,2,3,9,1,11
2021년08월_남_총인구수,"59,868","1,063","2,530","1,246","2,057","2,336","2,671","1,044","3,774","6,772","7,846","6,461","5,050","5,034","5,975","6,009"
2021년08월_남_연령구간인구수,"59,868","1,063","2,530","1,246","2,057","2,336","2,671","1,044","3,774","6,772","7,846","6,461","5,050","5,034","5,975","6,009"
2021년08월_남_0~9세,"3,324",82,101,48,95,91,66,17,105,284,502,372,282,385,383,511
2021년08월_남_10~19세,"3,272",38,90,59,94,132,85,17,124,427,470,417,264,418,247,390
2021년08월_남_20~29세,"8,554",96,230,167,355,639,435,101,612,"1,114",965,917,743,672,846,662
2021년08월_남_30~39세,"9,945",224,242,216,353,357,489,176,672,"1,151","1,131","1,060",843,629,"1,391","1,011"
2021년08월_남_40~49세,"8,973",262,352,185,251,302,345,117,576,995,"1,179",912,786,743,904,"1,064"
2021년08월_남_50~59세,"10,204",151,531,201,344,298,454,209,712,"1,082","1,312","1,111",978,938,902,981
2021년08월_남_60~69세,"8,920",141,606,216,308,268,455,260,562,934,"1,253",970,657,745,750,795
2021년08월_남_70~79세,"4,654",52,269,110,171,166,256,105,295,562,696,449,355,333,414,421
2021년08월_남_80~89세,"1,787",14,96,39,68,75,74,35,102,202,297,230,127,150,123,155
2021년08월_남_90~99세,219,3,13,4,16,8,11,7,12,20,39,22,15,18,15,16
2021년08월_남_100세 이상,16,0,0,1,2,0,1,0,2,1,2,1,0,3,0,3
2021년08월_여_총인구수,"62,984","1,160","2,318","1,608","1,986","2,252","2,548",670,"3,805","7,185","8,950","7,187","5,314","5,368","6,535","6,098"
2021년08월_여_연령구간인구수,"62,984","1,160","2,318","1,608","1,986","2,252","2,548",670,"3,805","7,185","8,950","7,187","5,314","5,368","6,535","6,098"
2021년08월_여_0~9세,"3,095",78,88,33,81,86,61,20,143,251,514,342,268,305,348,477
2021년08월_여_10~19세,"3,330",82,119,71,91,132,99,21,156,362,464,429,276,423,250,355
2021년08월_여_20~29세,"9,790",162,264,207,387,560,603,119,731,"1,197","1,072",984,901,685,"1,216",702
2021년08월_여_30~39세,"9,970",267,295,183,312,315,373,129,654,"1,051","1,243","1,066",839,695,"1,402","1,146"
2021년08월_여_40~49세,"8,596",235,304,233,209,269,294,66,467,971,"1,207",955,746,780,901,959
2021년08월_여_50~59세,"9,949",156,394,277,248,291,356,75,607,"1,193","1,467","1,194",880,991,890,930
2021년08월_여_60~69세,"8,931",101,430,286,309,266,379,121,517,"1,066","1,452","1,058",684,741,800,721
2021년08월_여_70~79세,"5,646",47,255,197,185,196,248,70,340,673,891,702,461,415,469,497
2021년08월_여_80~89세,"3,045",26,128,98,121,117,117,39,152,350,527,393,227,283,211,256
2021년08월_여_90~99세,588,5,40,20,36,19,17,10,38,62,111,63,29,44,47,47
2021년08월_여_100세 이상,44,1,1,3,7,1,1,0,0,9,2,1,3,6,1,8
2021년09월_계_총인구수,"122,858","2,231","4,862","2,880","4,059","4,604","5,206","1,752","7,639","13,897","16,794","13,622","10,378","10,345","12,484","12,105"
2021년09월_계_연령구간인구수,"122,858","2,231","4,862","2,880","4,059","4,604","5,206","1,752","7,639","13,897","16,794","13,622","10,378","10,345","12,484","12,105"
2021년09월_계_0~9세,"6,396",162,194,85,173,179,124,39,258,526,999,715,546,667,732,997
2021년09월_계_10~19세,"6,592",120,214,129,187,263,185,40,283,780,946,842,548,833,486,736
2021년09월_계_20~29세,"18,318",252,497,381,742,"1,196","1,041",224,"1,355","2,289","2,037","1,883","1,640","1,345","2,066","1,370"
2021년09월_계_30~39세,"19,943",499,536,401,671,682,856,318,"1,345","2,195","2,369","2,121","1,684","1,314","2,797","2,155"
2021년09월_계_40~49세,"17,522",501,662,421,464,574,638,186,"1,048","1,942","2,393","1,856","1,541","1,512","1,784","2,000"
2021년09월_계_50~59세,"20,161",309,924,484,593,589,805,288,"1,313","2,274","2,788","2,314","1,853","1,920","1,790","1,917"
2021년09월_계_60~69세,"17,908",236,"1,032",505,619,536,836,387,"1,097","2,001","2,706","2,029","1,349","1,500","1,551","1,524"
2021년09월_계_70~79세,"10,273",101,525,307,358,357,501,177,636,"1,236","1,577","1,148",814,744,877,915
2021년09월_계_80~89세,"4,872",42,225,137,191,199,191,75,253,562,826,624,357,438,335,417
