카테고리,경기도 포천시,경기도 포천시 소흘읍,경기도 포천시 군내면,경기도 포천시 내촌면,경기도 포천시 가산면,경기도 포천시 신북면,경기도 포천시 창수면,경기도 포천시 영중면,경기도 포천시 일동면,경기도 포천시 이동면,경기도 포천시 영북면,경기도 포천시 관인면,경기도 포천시 화현면,경기도 포천시 포천동,경기도 포천시 선단동
2021년01월_남_80~89세,"2,381",443,143,119,173,208,83,137,206,120,222,98,54,219,156
2021년01월_남_90~99세,233,41,11,4,13,23,7,17,28,11,28,7,6,20,17
2021년01월_남_100세 이상,30,4,1,1,1,1,0,2,5,0,6,3,0,4,2
2021년01월_여_총인구수,"69,429","21,464","3,999","1,975","3,198","5,623",944,"2,221","4,574","2,849","3,956","1,334","1,302","9,315","6,675"
2021년01월_여_연령구간인구수,"69,429","21,464","3,999","1,975","3,198","5,623",944,"2,221","4,574","2,849","3,956","1,334","1,302","9,315","6,675"
2021년01월_여_0~9세,"4,111","1,383",294,45,107,295,16,93,243,250,304,29,100,621,331
2021년01월_여_10~19세,"5,780","2,338",280,84,204,429,30,120,317,184,223,77,81,858,555
2021년01월_여_20~29세,"7,537","2,682",393,172,322,581,60,167,379,269,307,82,127,"1,162",834
2021년01월_여_30~39세,"6,465","2,086",494,127,225,511,40,120,354,358,403,42,148,919,638
2021년01월_여_40~49세,"9,424","3,616",493,196,313,751,84,191,543,264,375,100,118,"1,373","1,007"
2021년01월_여_50~59세,"13,166","4,216",748,462,705,"1,054",149,422,761,409,581,251,213,"1,773","1,422"
2021년01월_여_60~69세,"11,301","2,776",644,431,654,"1,021",251,481,901,494,725,319,234,"1,344","1,026"
2021년01월_여_70~79세,"6,706","1,383",363,265,348,567,192,372,597,359,590,256,145,777,492
2021년01월_여_80~89세,"4,139",816,243,164,258,345,109,223,393,234,353,157,117,404,323
2021년01월_여_90~99세,751,160,47,28,61,63,13,30,82,25,84,21,18,77,42
2021년01월_여_100세 이상,49,8,0,1,1,6,0,2,4,3,11,0,1,7,5
2021년02월_계_총인구수,"147,480","44,069","8,676","4,610","7,697","12,435","2,153","4,872","9,452","6,271","8,430","2,794","2,771","18,810","14,440"
2021년02월_계_연령구간인구수,"147,480","44,069","8,676","4,610","7,697","12,435","2,153","4,872","9,452","6,271","8,430","2,794","2,771","18,810","14,440"
2021년02월_계_0~9세,"8,421","2,828",614,108,207,630,43,186,488,515,626,58,194,"1,228",696
2021년02월_계_10~19세,"12,063","4,874",567,193,409,949,79,244,681,352,435,147,149,"1,827","1,157"
2021년02월_계_20~29세,"17,934","5,829",947,439,791,"1,476",181,423,965,865,986,227,305,"2,548","1,952"
2021년02월_계_30~39세,"14,566","4,336","1,107",337,616,"1,180",122,299,867,889,991,123,350,"1,956","1,393"
2021년02월_계_40~49세,"20,290","7,154","1,149",529,876,"1,639",204,515,"1,187",639,871,253,271,"2,767","2,236"
2021년02월_계_50~59세,"29,143","9,013","1,609","1,129","1,890","2,485",373,"1,008","1,594",887,"1,290",535,456,"3,619","3,255"
2021년02월_계_60~69세,"24,967","5,976","1,516","1,055","1,673","2,355",573,"1,114","1,848","1,050","1,521",678,548,"2,781","2,279"
2021년02월_계_70~79세,"12,449","2,571",721,504,726,"1,072",361,662,"1,098",677,"1,009",485,296,"1,345",922
2021년02월_계_80~89세,"6,578","1,272",383,282,435,552,197,371,604,356,576,258,175,632,485
2021년02월_계_90~99세,988,204,62,32,72,90,20,47,111,38,106,27,26,95,58
2021년02월_계_100세 이상,81,12,1,2,2,7,0,3,9,3,19,3,1,12,7
2021년02월_남_총인구수,"78,036","22,475","4,671","2,639","4,517","6,846","1,208","2,647","4,896","3,408","4,505","1,453","1,458","9,522","7,791"
2021년02월_남_연령구간인구수,"78,036","22,475","4,671","2,639","4,517","6,846","1,208","2,647","4,896","3,408","4,505","1,453","1,458","9,522","7,791"
2021년02월_남_0~9세,"4,331","1,439",306,64,99,346,27,97,251,263,330,25,93,617,374
2021년02월_남_10~19세,"6,313","2,522",293,110,212,525,50,122,364,168,222,70,69,979,607
2021년02월_남_20~29세,"10,399","3,152",557,269,468,892,122,256,596,591,676,145,171,"1,381","1,123"
2021년02월_남_30~39세,"8,121","2,216",619,207,396,682,81,178,510,528,597,82,203,"1,055",767
2021년02월_남_40~49세,"10,907","3,549",646,336,573,893,119,328,659,375,503,152,154,"1,386","1,234"
2021년02월_남_50~59세,"16,019","4,777",883,665,"1,188","1,449",227,590,837,481,711,283,242,"1,858","1,828"
2021년02월_남_60~69세,"13,504","3,141",859,623,"1,012","1,316",319,623,937,548,787,358,312,"1,424","1,245"
2021년02월_남_70~79세,"5,776","1,188",356,242,380,507,171,297,501,320,422,229,151,576,436
2021년02월_남_80~89세,"2,402",446,139,118,175,210,85,138,208,123,225,100,56,221,158
2021년02월_남_90~99세,233,41,12,4,13,25,7,17,28,11,24,6,7,21,17
2021년02월_남_100세 이상,31,4,1,1,1,1,0,1,5,0,8,3,0,4,2
2021년02월_여_총인구수,"69,444","21,594","4,005","1,971","3,180","5,589",945,"2,225","4,556","2,863","3,925","1,341","1,313","9,288","6,649"
2021년02월_여_연령구간인구수,"69,444","21,594","4,005","1,971","3,180","5,589",945,"2,225","4,556","2,863","3,925","1,341","1,313","9,288","6,649"
2021년02월_여_0~9세,"4,090","1,389",308,44,108,284,16,89,237,252,296,33,101,611,322
2021년02월_여_10~19세,"5,750","2,352",274,83,197,424,29,122,317,184,213,77,80,848,550
2021년02월_여_20~29세,"7,535","2,677",390,170,323,584,59,167,369,274,310,82,134,"1,167",829
2021년02월_여_30~39세,"6,445","2,120",488,130,220,498,41,121,357,361,394,41,147,901,626
2021년02월_여_40~49세,"9,383","3,605",503,193,303,746,85,187,528,264,368,101,117,"1,381","1,002"
2021년02월_여_50~59세,"13,124","4,236",726,464,702,"1,036",146,418,757,406,579,252,214,"1,761","1,427"
2021년02월_여_60~69세,"11,463","2,835",657,432,661,"1,039",254,491,911,502,734,320,236,"1,357","1,034"
2021년02월_여_70~79세,"6,673","1,383",365,262,346,565,190,365,597,357,587,256,145,769,486
2021년02월_여_80~89세,"4,176",826,244,164,260,342,112,233,396,233,351,158,119,411,327
2021년02월_여_90~99세,755,163,50,28,59,65,13,30,83,27,82,21,19,74,41
2021년02월_여_100세 이상,50,8,0,1,1,6,0,2,4,3,11,0,1,8,5
2021년03월_계_총인구수,"147,014","44,375","8,634","4,586","7,639","12,398","2,148","4,817","9,360","6,255","8,234","2,773","2,756","18,632","14,407"
2021년03월_계_연령구간인구수,"147,014","44,375","8,634","4,586","7,639","12,398","2,148","4,817","9,360","6,255","8,234","2,773","2,756","18,632","14,407"
2021년03월_계_0~9세,"8,343","2,847",596,108,210,611,43,182,468,519,615,55,194,"1,203",692
2021년03월_계_10~19세,"11,999","4,882",558,188,400,940,77,238,678,354,438,145,146,"1,806","1,149"
2021년03월_계_20~29세,"17,919","5,877",953,439,775,"1,463",185,419,958,866,984,231,307,"2,504","1,958"
2021년03월_계_30~39세,"14,523","4,373","1,091",343,618,"1,166",121,292,864,892,965,125,347,"1,941","1,385"
2021년03월_계_40~49세,"20,104","7,188","1,126",519,853,"1,629",193,505,"1,170",620,847,250,268,"2,729","2,207"
2021년03월_계_50~59세,"28,995","9,046","1,613","1,124","1,873","2,469",378,983,"1,564",887,"1,250",523,447,"3,592","3,246"
2021년03월_계_60~69세,"25,191","6,092","1,529","1,059","1,677","2,387",577,"1,125","1,858","1,059","1,498",681,553,"2,798","2,298"
2021년03월_계_70~79세,"12,356","2,568",717,495,724,"1,075",354,660,"1,083",669,975,478,292,"1,344",922
2021년03월_계_80~89세,"6,599","1,298",388,280,436,558,201,364,603,354,567,258,174,628,490
2021년03월_계_90~99세,950,199,63,30,71,94,19,47,108,35,93,25,27,83,56
2021년03월_계_100세 이상,35,5,0,1,2,6,0,2,6,0,2,2,1,4,4
2021년03월_남_총인구수,"77,942","22,650","4,636","2,636","4,498","6,835","1,210","2,618","4,867","3,410","4,452","1,450","1,454","9,441","7,785"
2021년03월_남_연령구간인구수,"77,942","22,650","4,636","2,636","4,498","6,835","1,210","2,618","4,867","3,410","4,452","1,450","1,454","9,441","7,785"
2021년03월_남_0~9세,"4,297","1,445",297,63,104,333,28,98,241,262,326,23,92,610,375
2021년03월_남_10~19세,"6,288","2,538",285,103,210,519,48,120,362,168,226,71,69,966,603
2021년03월_남_20~29세,"10,399","3,181",559,269,461,881,128,252,598,593,680,147,172,"1,358","1,120"
2021년03월_남_30~39세,"8,119","2,248",606,212,395,679,80,172,511,536,583,87,199,"1,048",763
2021년03월_남_40~49세,"10,818","3,567",633,332,561,895,112,323,652,362,491,151,157,"1,361","1,221"
2021년03월_남_50~59세,"15,981","4,792",885,665,"1,181","1,445",229,577,828,486,699,278,240,"1,846","1,830"
2021년03월_남_60~69세,"13,637","3,197",865,632,"1,014","1,336",323,629,943,552,785,359,313,"1,431","1,258"
2021년03월_남_70~79세,"5,750","1,183",355,238,379,507,167,295,497,318,417,227,148,582,437
2021년03월_남_80~89세,"2,415",458,139,117,180,213,88,134,206,124,221,100,56,218,161
2021년03월_남_90~99세,224,39,12,4,12,26,7,17,27,9,22,5,8,20,16
2021년03월_남_100세 이상,14,2,0,1,1,1,0,1,2,0,2,2,0,1,1
2021년03월_여_총인구수,"69,072","21,725","3,998","1,950","3,141","5,563",938,"2,199","4,493","2,845","3,782","1,323","1,302","9,191","6,622"
2021년03월_여_연령구간인구수,"69,072","21,725","3,998","1,950","3,141","5,563",938,"2,199","4,493","2,845","3,782","1,323","1,302","9,191","6,622"
2021년03월_여_0~9세,"4,046","1,402",299,45,106,278,15,84,227,257,289,32,102,593,317
2021년03월_여_10~19세,"5,711","2,344",273,85,190,421,29,118,316,186,212,74,77,840,546
2021년03월_여_20~29세,"7,520","2,696",394,170,314,582,57,167,360,273,304,84,135,"1,146",838
2021년03월_여_30~39세,"6,404","2,125",485,131,223,487,41,120,353,356,382,38,148,893,622
2021년03월_여_40~49세,"9,286","3,621",493,187,292,734,81,182,518,258,356,99,111,"1,368",986
2021년03월_여_50~59세,"13,014","4,254",728,459,692,"1,024",149,406,736,401,551,245,207,"1,746","1,416"
2021년03월_여_60~69세,"11,554","2,895",664,427,663,"1,051",254,496,915,507,713,322,240,"1,367","1,040"
2021년03월_여_70~79세,"6,606","1,385",362,257,345,568,187,365,586,351,558,251,144,762,485
2021년03월_여_80~89세,"4,184",840,249,163,256,345,113,230,397,230,346,158,118,410,329
2021년03월_여_90~99세,726,160,51,26,59,68,12,30,81,26,71,20,19,63,40
2021년03월_여_100세 이상,21,3,0,0,1,5,0,1,4,0,0,0,1,3,3
2021년04월_계_총인구수,"147,317","44,717","8,638","4,587","7,629","12,350","2,148","4,788","9,387","6,245","8,221","2,778","2,752","18,656","14,421"
2021년04월_계_연령구간인구수,"147,317","44,717","8,638","4,587","7,629","12,350","2,148","4,788","9,387","6,245","8,221","2,778","2,752","18,656","14,421"
2021년04월_계_0~9세,"8,326","2,875",592,106,202,608,42,176,472,516,609,55,188,"1,198",687
2021년04월_계_10~19세,"11,982","4,896",555,184,397,932,73,234,676,357,439,144,149,"1,800","1,146"
2021년04월_계_20~29세,"17,932","5,931",946,440,782,"1,446",185,412,966,862,975,233,309,"2,488","1,957"
2021년04월_계_30~39세,"14,582","4,432","1,098",341,614,"1,179",121,288,858,882,964,125,348,"1,954","1,378"
2021년04월_계_40~49세,"20,095","7,216","1,135",514,846,"1,610",191,501,"1,179",625,847,253,264,"2,723","2,191"
2021년04월_계_50~59세,"29,012","9,103","1,590","1,128","1,861","2,467",377,976,"1,561",882,"1,247",521,449,"3,590","3,260"
2021년04월_계_60~69세,"25,405","6,168","1,551","1,069","1,699","2,374",586,"1,126","1,878","1,062","1,505",684,549,"2,830","2,324"
2021년04월_계_70~79세,"12,357","2,587",714,491,719,"1,071",347,662,"1,075",673,969,479,294,"1,348",928
2021년04월_계_80~89세,"6,635","1,308",393,282,437,561,205,362,607,351,570,258,174,637,490
2021년04월_계_90~99세,955,195,64,31,70,96,20,49,109,35,94,25,27,84,56
2021년04월_계_100세 이상,36,6,0,1,2,6,1,2,6,0,2,1,1,4,4
2021년04월_남_총인구수,"78,102","22,825","4,640","2,636","4,495","6,809","1,205","2,605","4,887","3,410","4,443","1,453","1,452","9,452","7,790"
2021년04월_남_연령구간인구수,"78,102","22,825","4,640","2,636","4,495","6,809","1,205","2,605","4,887","3,410","4,443","1,453","1,452","9,452","7,790"
2021년04월_남_0~9세,"4,289","1,469",298,62,101,327,28,96,244,260,320,23,89,601,371
2021년04월_남_10~19세,"6,272","2,546",281,102,207,515,45,116,360,172,224,70,69,964,601
2021년04월_남_20~29세,"10,426","3,213",554,271,466,874,127,252,603,598,676,148,174,"1,355","1,115"
2021년04월_남_30~39세,"8,159","2,272",612,211,391,692,81,169,511,530,586,86,198,"1,055",765
2021년04월_남_40~49세,"10,802","3,582",639,325,555,879,112,319,654,364,492,154,156,"1,358","1,213"
2021년04월_남_50~59세,"15,973","4,814",872,665,"1,175","1,449",226,570,832,482,697,276,240,"1,844","1,831"
2021년04월_남_60~69세,"13,770","3,242",874,641,"1,032","1,325",327,633,952,555,786,363,314,"1,448","1,278"
2021년04월_남_70~79세,"5,757","1,190",357,235,375,507,164,299,497,318,417,227,148,585,438
2021년04월_남_80~89세,"2,411",457,140,119,179,212,88,132,204,122,220,100,56,221,161
2021년04월_남_90~99세,230,38,13,4,13,28,7,18,28,9,23,5,8,20,16
2021년04월_남_100세 이상,13,2,0,1,1,1,0,1,2,0,2,1,0,1,1
2021년04월_여_총인구수,"69,215","21,892","3,998","1,951","3,134","5,541",943,"2,183","4,500","2,835","3,778","1,325","1,300","9,204","6,631"
2021년04월_여_연령구간인구수,"69,215","21,892","3,998","1,951","3,134","5,541",943,"2,183","4,500","2,835","3,778","1,325","1,300","9,204","6,631"
2021년04월_여_0~9세,"4,037","1,406",294,44,101,281,14,80,228,256,289,32,99,597,316
2021년04월_여_10~19세,"5,710","2,350",274,82,190,417,28,118,316,185,215,74,80,836,545
2021년04월_여_20~29세,"7,506","2,718",392,169,316,572,58,160,363,264,299,85,135,"1,133",842
2021년04월_여_30~39세,"6,423","2,160",486,130,223,487,40,119,347,352,378,39,150,899,613
2021년04월_여_40~49세,"9,293","3,634",496,189,291,731,79,182,525,261,355,99,108,"1,365",978
2021년04월_여_50~59세,"13,039","4,289",718,463,686,"1,018",151,406,729,400,550,245,209,"1,746","1,429"
2021년04월_여_60~69세,"11,635","2,926",677,428,667,"1,049",259,493,926,507,719,321,235,"1,382","1,046"
2021년04월_여_70~79세,"6,600","1,397",357,256,344,564,183,363,578,355,552,252,146,763,490
2021년04월_여_80~89세,"4,224",851,253,163,258,349,117,230,403,229,350,158,118,416,329
2021년04월_여_90~99세,725,157,51,27,57,68,13,31,81,26,71,20,19,64,40
2021년04월_여_100세 이상,23,4,0,0,1,5,1,1,4,0,0,0,1,3,3
2021년05월_계_총인구수,"147,425","44,850","8,642","4,577","7,609","12,353","2,147","4,783","9,407","6,251","8,204","2,770","2,741","18,668","14,423"
2021년05월_계_연령구간인구수,"147,425","44,850","8,642","4,577","7,609","12,353","2,147","4,783","9,407","6,251","8,204","2,770","2,741","18,668","14,423"
2021년05월_계_0~9세,"8,321","2,880",591,104,206,609,42,173,462,526,610,57,186,"1,196",679
2021년05월_계_10~19세,"11,948","4,897",552,180,384,926,71,233,687,357,433,142,151,"1,797","1,138"
2021년05월_계_20~29세,"17,910","5,936",944,437,786,"1,443",186,413,961,844,976,232,306,"2,484","1,962"
2021년05월_계_30~39세,"14,595","4,451","1,112",341,614,"1,181",121,282,863,894,966,123,338,"1,942","1,367"
2021년05월_계_40~49세,"20,017","7,199","1,117",512,835,"1,590",191,498,"1,179",623,840,251,269,"2,713","2,200"
2021년05월_계_50~59세,"29,012","9,128","1,597","1,121","1,851","2,470",373,972,"1,564",870,"1,236",522,450,"3,591","3,267"
2021년05월_계_60~69세,"25,622","6,248","1,555","1,073","1,709","2,403",591,"1,137","1,893","1,075","1,518",678,552,"2,858","2,332"
2021년05월_계_70~79세,"12,340","2,595",713,497,709,"1,064",346,663,"1,071",675,962,477,286,"1,355",927
2021년05월_계_80~89세,"6,671","1,320",395,278,440,566,205,360,615,353,568,262,176,641,492
2021년05월_계_90~99세,954,189,66,33,73,95,20,50,108,34,93,25,26,87,55
2021년05월_계_100세 이상,35,7,0,1,2,6,1,2,4,0,2,1,1,4,4
2021년05월_남_총인구수,"78,138","22,880","4,646","2,630","4,471","6,803","1,202","2,604","4,903","3,403","4,434","1,450","1,451","9,458","7,803"
2021년05월_남_연령구간인구수,"78,138","22,880","4,646","2,630","4,471","6,803","1,202","2,604","4,903","3,403","4,434","1,450","1,451","9,458","7,803"
2021년05월_남_0~9세,"4,280","1,472",298,62,101,326,28,91,236,263,318,26,89,602,368
2021년05월_남_10~19세,"6,245","2,550",279,99,200,506,43,117,367,169,220,67,72,959,597
2021년05월_남_20~29세,"10,398","3,203",554,269,464,868,127,252,601,583,677,145,174,"1,358","1,123"
2021년05월_남_30~39세,"8,181","2,282",618,210,391,700,82,166,514,541,587,86,191,"1,049",764
2021년05월_남_40~49세,"10,764","3,573",630,323,546,861,112,318,662,362,489,154,159,"1,351","1,224"
2021년05월_남_50~59세,"15,956","4,819",880,659,"1,172","1,449",222,567,831,470,688,279,244,"1,843","1,833"
2021년05월_남_60~69세,"13,892","3,283",872,646,"1,036","1,347",330,642,960,564,792,359,315,"1,465","1,281"
2021년05월_남_70~79세,"5,755","1,197",358,238,366,504,164,302,498,321,417,226,143,586,435
2021년05월_남_80~89세,"2,424",462,144,118,180,213,87,129,205,121,221,102,56,224,162
2021년05월_남_90~99세,231,37,13,5,14,28,7,19,28,9,23,5,8,20,15
2021년05월_남_100세 이상,12,2,0,1,1,1,0,1,1,0,2,1,0,1,1
2021년05월_여_총인구수,"69,287","21,970","3,996","1,947","3,138","5,550",945,"2,179","4,504","2,848","3,770","1,320","1,290","9,210","6,620"
2021년05월_여_연령구간인구수,"69,287","21,970","3,996","1,947","3,138","5,550",945,"2,179","4,504","2,848","3,770","1,320","1,290","9,210","6,620"
2021년05월_여_0~9세,"4,041","1,408",293,42,105,283,14,82,226,263,292,31,97,594,311
2021년05월_여_10~19세,"5,703","2,347",273,81,184,420,28,116,320,188,213,75,79,838,541
2021년05월_여_20~29세,"7,512","2,733",390,168,322,575,59,161,360,261,299,87,132,"1,126",839
2021년05월_여_30~39세,"6,414","2,169",494,131,223,481,39,116,349,353,379,37,147,893,603
2021년05월_여_40~49세,"9,253","3,626",487,189,289,729,79,180,517,261,351,97,110,"1,362",976
2021년05월_여_50~59세,"13,056","4,309",717,462,679,"1,021",151,405,733,400,548,243,206,"1,748","1,434"
2021년05월_여_60~69세,"11,730","2,965",683,427,673,"1,056",261,495,933,511,726,319,237,"1,393","1,051"
2021년05월_여_70~79세,"6,585","1,398",355,259,343,560,182,361,573,354,545,251,143,769,492
2021년05월_여_80~89세,"4,247",858,251,160,260,353,118,231,410,232,347,160,120,417,330
2021년05월_여_90~99세,723,152,53,28,59,67,13,31,80,25,70,20,18,67,40
2021년05월_여_100세 이상,23,5,0,0,1,5,1,1,3,0,0,0,1,3,3
2021년06월_계_총인구수,"147,597","45,082","8,640","4,583","7,602","12,354","2,148","4,769","9,399","6,236","8,182","2,753","2,736","18,658","14,455"
2021년06월_계_연령구간인구수,"147,597","45,082","8,640","4,583","7,602","12,354","2,148","4,769","9,399","6,236","8,182","2,753","2,736","18,658","14,455"
2021년06월_계_0~9세,"8,289","2,904",588,102,204,600,42,172,455,517,604,54,188,"1,181",678
2021년06월_계_10~19세,"11,898","4,896",552,184,383,913,67,228,686,355,433,142,149,"1,787","1,123"
2021년06월_계_20~29세,"17,938","5,975",940,442,776,"1,452",188,407,953,846,970,229,304,"2,480","1,976"
2021년06월_계_30~39세,"14,584","4,485","1,112",339,618,"1,181",124,276,854,886,965,121,338,"1,925","1,360"
2021년06월_계_40~49세,"19,982","7,207","1,113",509,823,"1,593",189,492,"1,181",617,840,240,272,"2,708","2,198"
2021년06월_계_50~59세,"28,989","9,155","1,590","1,118","1,837","2,461",372,968,"1,554",865,"1,220",525,446,"3,600","3,278"
2021년06월_계_60~69세,"25,891","6,342","1,568","1,082","1,737","2,427",597,"1,149","1,910","1,083","1,529",678,550,"2,885","2,354"
2021년06월_계_70~79세,"12,332","2,594",712,493,705,"1,058",342,663,"1,076",676,961,474,286,"1,359",933
2021년06월_계_80~89세,"6,694","1,330",398,278,445,567,204,361,616,354,567,263,177,642,492
2021년06월_계_90~99세,962,186,67,35,72,96,22,51,110,36,91,26,25,87,58
2021년06월_계_100세 이상,38,8,0,1,2,6,1,2,4,1,2,1,1,4,5
2021년06월_남_총인구수,"78,200","22,975","4,646","2,634","4,464","6,810","1,200","2,586","4,908","3,395","4,420","1,441","1,452","9,443","7,826"
2021년06월_남_연령구간인구수,"78,200","22,975","4,646","2,634","4,464","6,810","1,200","2,586","4,908","3,395","4,420","1,441","1,452","9,443","7,826"
2021년06월_남_0~9세,"4,255","1,480",295,61,101,320,28,90,234,255,318,24,90,588,371
2021년06월_남_10~19세,"6,220","2,546",281,100,199,501,40,116,370,168,218,67,69,956,589
2021년06월_남_20~29세,"10,403","3,209",551,272,460,878,129,241,597,585,673,145,177,"1,353","1,133"
2021년06월_남_30~39세,"8,169","2,302",623,210,390,695,84,163,505,537,585,85,189,"1,042",759
2021년06월_남_40~49세,"10,764","3,595",619,318,541,866,111,314,674,361,488,147,162,"1,348","1,220"
2021년06월_남_50~59세,"15,935","4,818",881,658,"1,157","1,454",222,566,826,462,681,279,243,"1,843","1,845"
2021년06월_남_60~69세,"14,029","3,326",880,653,"1,056","1,354",331,643,966,573,797,359,315,"1,483","1,293"
2021년06월_남_70~79세,"5,750","1,194",360,237,364,500,162,303,499,320,417,226,143,587,438
2021년06월_남_80~89세,"2,424",466,143,117,181,213,85,129,206,124,218,102,57,221,162
2021년06월_남_90~99세,237,36,13,7,14,28,8,20,30,9,23,6,7,21,15
2021년06월_남_100세 이상,14,3,0,1,1,1,0,1,1,1,2,1,0,1,1
2021년06월_여_총인구수,"69,397","22,107","3,994","1,949","3,138","5,544",948,"2,183","4,491","2,841","3,762","1,312","1,284","9,215","6,629"
2021년06월_여_연령구간인구수,"69,397","22,107","3,994","1,949","3,138","5,544",948,"2,183","4,491","2,841","3,762","1,312","1,284","9,215","6,629"
2021년06월_여_0~9세,"4,034","1,424",293,41,103,280,14,82,221,262,286,30,98,593,307
2021년06월_여_10~19세,"5,678","2,350",271,84,184,412,27,112,316,187,215,75,80,831,534
2021년06월_여_20~29세,"7,535","2,766",389,170,316,574,59,166,356,261,297,84,127,"1,127",843
2021년06월_여_30~39세,"6,415","2,183",489,129,228,486,40,113,349,349,380,36,149,883,601
2021년06월_여_40~49세,"9,218","3,612",494,191,282,727,78,178,507,256,352,93,110,"1,360",978
2021년06월_여_50~59세,"13,054","4,337",709,460,680,"1,007",150,402,728,403,539,246,203,"1,757","1,433"
2021년06월_여_60~69세,"11,862","3,016",688,429,681,"1,073",266,506,944,510,732,319,235,"1,402","1,061"
2021년06월_여_70~79세,"6,582","1,400",352,256,341,558,180,360,577,356,544,248,143,772,495
2021년06월_여_80~89세,"4,270",864,255,161,264,354,119,232,410,230,349,161,120,421,330
2021년06월_여_90~99세,725,150,54,28,58,68,14,31,80,27,68,20,18,66,43
2021년06월_여_100세 이상,24,5,0,0,1,5,1,1,3,0,0,0,1,3,4
2021년07월_계_총인구수,"147,855","45,212","8,664","4,594","7,578","12,370","2,152","4,767","9,380","6,260","8,158","2,745","2,718","18,741","14,516"
2021년07월_계_연령구간인구수,"147,855","45,212","8,664","4,594","7,578","12,370","2,152","4,767","9,380","6,260","8,158","2,745","2,718","18,741","14,516"
2021년07월_계_0~9세,"8,230","2,888",577,104,198,605,42,168,457,518,592,51,185,"1,178",667
2021년07월_계_10~19세,"11,876","4,894",557,184,384,917,66,226,681,353,434,141,147,"1,775","1,117"
2021년07월_계_20~29세,"17,980","6,009",940,438,761,"1,447",184,412,947,851,957,229,305,"2,503","1,997"
2021년07월_계_30~39세,"14,594","4,476","1,110",342,626,"1,181",130,278,849,900,950,119,337,"1,927","1,369"
2021년07월_계_40~49세,"19,950","7,179","1,116",513,812,"1,611",190,485,"1,183",624,832,240,269,"2,704","2,192"
2021년07월_계_50~59세,"29,023","9,183","1,592","1,117","1,823","2,438",373,962,"1,532",866,"1,234",519,446,"3,630","3,308"
2021년07월_계_60~69세,"26,133","6,446","1,583","1,087","1,752","2,436",598,"1,156","1,926","1,086","1,535",684,547,"2,920","2,377"
2021년07월_계_70~79세,"12,326","2,592",717,496,704,"1,063",340,661,"1,072",680,958,472,279,"1,355",937
2021년07월_계_80~89세,"6,734","1,349",406,276,444,570,207,366,617,344,572,262,176,656,489
2021년07월_계_90~99세,972,189,66,36,72,96,21,51,112,37,92,27,26,89,58
2021년07월_계_100세 이상,37,7,0,1,2,6,1,2,4,1,2,1,1,4,5
2021년07월_남_총인구수,"78,351","23,061","4,657","2,648","4,448","6,811","1,205","2,583","4,888","3,428","4,405","1,435","1,438","9,490","7,854"
2021년07월_남_연령구간인구수,"78,351","23,061","4,657","2,648","4,448","6,811","1,205","2,583","4,888","3,428","4,405","1,435","1,438","9,490","7,854"
2021년07월_남_0~9세,"4,222","1,473",287,62,95,323,28,88,234,257,310,22,89,588,366
2021년07월_남_10~19세,"6,236","2,551",284,101,200,509,39,117,366,172,220,67,67,952,591
2021년07월_남_20~29세,"10,425","3,230",553,273,449,870,126,248,590,598,661,145,176,"1,367","1,139"
2021년07월_남_30~39세,"8,176","2,297",622,214,396,697,89,164,500,543,579,83,190,"1,043",759
2021년07월_남_40~49세,"10,734","3,585",619,318,537,874,111,305,677,367,481,146,159,"1,339","1,216"
2021년07월_남_50~59세,"15,975","4,849",885,663,"1,141","1,435",224,568,814,460,695,275,244,"1,863","1,859"
2021년07월_남_60~69세,"14,124","3,367",885,651,"1,066","1,353",332,639,972,578,798,363,309,"1,503","1,308"
2021년07월_남_70~79세,"5,753","1,191",363,240,366,504,161,303,500,321,416,224,139,585,440
2021년07월_남_80~89세,"2,452",480,146,117,182,217,87,130,204,122,219,103,58,227,160
2021년07월_남_90~99세,240,35,13,8,15,28,8,20,30,9,24,6,7,22,15
2021년07월_남_100세 이상,14,3,0,1,1,1,0,1,1,1,2,1,0,1,1
2021년07월_여_총인구수,"69,504","22,151","4,007","1,946","3,130","5,559",947,"2,184","4,492","2,832","3,753","1,310","1,280","9,251","6,662"
2021년07월_여_연령구간인구수,"69,504","22,151","4,007","1,946","3,130","5,559",947,"2,184","4,492","2,832","3,753","1,310","1,280","9,251","6,662"
2021년07월_여_0~9세,"4,008","1,415",290,42,103,282,14,80,223,261,282,29,96,590,301
2021년07월_여_10~19세,"5,640","2,343",273,83,184,408,27,109,315,181,214,74,80,823,526
2021년07월_여_20~29세,"7,555","2,779",387,165,312,577,58,164,357,253,296,84,129,"1,136",858
2021년07월_여_30~39세,"6,418","2,179",488,128,230,484,41,114,349,357,371,36,147,884,610
2021년07월_여_40~49세,"9,216","3,594",497,195,275,737,79,180,506,257,351,94,110,"1,365",976
2021년07월_여_50~59세,"13,048","4,334",707,454,682,"1,003",149,394,718,406,539,244,202,"1,767","1,449"
2021년07월_여_60~69세,"12,009","3,079",698,436,686,"1,083",266,517,954,508,737,321,238,"1,417","1,069"
2021년07월_여_70~79세,"6,573","1,401",354,256,338,559,179,358,572,359,542,248,140,770,497
2021년07월_여_80~89세,"4,282",869,260,159,262,353,120,236,413,222,353,159,118,429,329
2021년07월_여_90~99세,732,154,53,28,57,68,13,31,82,28,68,21,19,67,43
